UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,BLEED,STM,C1107,W1107,C0111,W0111
06BR00981,R5170,3.0,18,, 9,1,0,151,2,W,1,.,.,07,5,150,5,166
06BR00982,R5017,3.0,18,,25,1,0,156,1,W,1,.,.,07,7,152,7,160
06BR00983,R5004,3.0,18,,14,1,7,188,1,W,1,.,.,07,7,180,7,188
06BR00984,R5007,3.0,18,,11,1,7,176,2,W,1,.,.,07,5,165,6,181
06BR00985,R5036,3.0,18,"NICE, PNEU.",12,1,0,168,2,W,1,.,.,07,5,156,5,161
06BR00986,R5048,3.0,18,4TEATS,26,1,0,168,2,W,1,.,.,07,6,160,6,175
06BR00987,R5050,3.0,18,,22,1,0,169,2,W,1,.,.,07,6,160,6,174
06BR00988,R5068,3.0,18,"NICE, PNEU.",27,1,0,161,2,W,1,.,.,07,6,161,6,162
06BR00989,R5089,3.0,18,,07,1,0,151,2,W,1,01,.,07,4,135,0,0
06BR00990,R5094,3.0,18,,18,1,0,160,2,W,1,.,.,07,5,156,6,169
06BR00991,R5095,3.0,18,"ENTR., PNEU.",13,1,7,162,1,W,1,.,.,07,5,154,6,164
06BR00992,R5313,2.0,00,NICE LAMB,37,1,2,165,5,W,1,.,.,01,7,156,7,164
06BR00993,R5314,2.0,00,FEVER TX.,34,1,2,141,2,W,1,.,.,01,6,137,6,147
06BR00994,R5315,2.0,00,HAIRY,31,1,2,182,5,W,1,.,.,01,8,182,8,185
06BR00995,R5317,2.0,00,,32,1,2,178,5,W,1,.,.,01,6,175,5,172
06BR00996,R5344,2.0,00,,34,1,2,157,5,W,1,.,.,01,7,160,7,159
06BR00997,R5347,2.0,00,4TEATS,33,1,2,140,2,W,1,.,.,01,6,136,7,145
06BR00998,R5355,2.0,00,,35,1,2,168,5,W,1,.,.,01,8,169,8,169
06BR00999,R5363,2.0,48,R-TAG T-LAMB,51,2,0,164,1,W,1,.,.,02,0,147,0,153
06BR01000,R5327,2.0,00,,33,1,2,153,5,W,1,.,.,01,6,149,6,162
06BR01001,R5386,2.0,00,WRINKLES,37,1,2,185,5,W,1,.,.,01,6,173,7,181
06BR01002,R5388,2.0,18,,31,1,0,143,5,W,1,.,.,07,8,146,7,141
06BR01003,R5389,2.0,18,,34,1,0,153,5,W,1,.,.,07,8,155,7,157
06BR01004,R5390,2.0,18,,35,1,0,141,2,W,1,.,.,07,7,147,7,153
06BR01005,R5393,2.0,18,,35,1,0,166,5,W,1,.,.,07,7,161,7,158
06BR01006,R5396,2.0,18,HAIRY,36,1,0,152,5,W,1,.,.,07,6,147,7,156
06BR01007,R5377,2.0,00,NICE LAMB,36,1,2,178,5,W,1,.,.,01,7,175,8,177
06BR01008,R5418,2.0,18,,37,1,0,184,5,W,1,.,.,07,6,175,7,182
06BR01009,R5401,2.0,18,,33,1,0,146,5,W,1,.,.,07,6,141,7,148
06BR01010,R5402,2.0,18,RANGE LAMBED,33,1,0,139,2,W,1,.,.,07,6,146,6,151
06BR01011,R5436,2.0,00,,31,1,2,164,5,W,1,.,.,01,9,165,9,166
06BR01012,R5466,2.0,18,ND,33,1,0,145,5,W,1,.,.,07,7,144,6,143
06BR01013,R5420,2.0,18,,36,1,0,143,2,W,1,.,.,07,6,134,6,138
06BR01014,R5422,2.0,18,SM.UDDER,31,1,0,186,5,W,1,.,.,07,8,186,7,180
06BR01015,R5480,2.0,18,,32,1,0,155,5,W,1,.,.,07,6,160,6,161
06BR01016,R5496,2.0,18,LF GIMPY,34,1,0,156,2,W,1,.,.,07,7,159,6,164
06BR01017,R5499,2.0,18,SM.UDDER,33,1,0,178,5,W,1,.,.,07,6,184,6,183
06BR01018,R5497,2.0,18,,35,1,0,156,5,W,1,.,.,07,7,159,7,162
06BR01019,R5511,2.0,18,ENTROPION,37,1,0,127,2,W,1,.,.,07,5,121,5,126
06BR01020,R5533,2.0,18,4TEATS,33,1,0,134,2,W,1,.,.,07,5,138,5,139
06BR01021,R5535,2.0,18,,33,1,0,133,5,W,1,.,.,07,6,130,6,130
06BR01022,R5532,2.0,18,4TEATS,32,1,0,174,1,W,1,.,.,07,6,172,6,175
06BR01023,R5537,2.0,18,,32,1,0,144,5,W,1,.,.,07,7,144,6,153
06BR01024,R5541,2.0,18,NICE LAMB,31,1,0,178,1,W,1,.,.,07,7,176,6,173
06BR01025,R5549,2.0,18,,34,1,0,158,2,W,1,.,.,07,7,157,6,163
06BR01026,R5566,2.0,18,,31,1,0,153,5,W,1,.,.,07,8,157,7,156
06BR01027,R5568,2.0,18,,37,1,0,154,5,W,1,.,.,07,6,144,6,156
06BR01028,R5567,2.0,18,,32,1,0,163,5,W,1,.,.,07,6,156,6,158
06BR01029,R5526,2.0,18,,35,1,0,159,5,W,1,.,.,07,8,160,7,154
06BR01030,R5529,2.0,18,4TEATS,34,1,0,165,5,W,1,.,.,07,8,166,8,163
06BR01031,R5527,2.0,18,,31,1,0,161,5,W,1,.,.,07,7,160,7,164
06BR01032,R5581,2.0,18,,33,1,0,178,1,W,1,.,.,07,6,176,7,182
06BR01033,R5583,2.0,18,,37,1,0,146,2,W,1,.,.,07,5,138,6,143
06BR01034,R5590,2.0,18,,36,1,0,147,2,W,1,.,.,07,5,140,6,146
06BR01035,R5570,2.0,18,,32,1,0,161,5,W,1,.,.,07,6,157,7,164
06BR01036,R5616,2.0,18,,36,1,0,154,5,W,1,.,.,07,8,146,7,153
06BR01037,R5619,2.0,00,,32,1,2,183,5,W,1,.,.,01,5,192,6,187
06BR01038,R5634,2.0,18,,35,1,0,147,5,W,1,.,.,07,6,149,6,153
06BR01039,R5646,2.0,18,ENTROPION,33,1,0,171,5,W,1,.,.,07,7,162,7,165
06BR01040,R5656,2.0,18,,34,1,0,157,1,W,1,.,.,07,8,159,8,164
06BR01041,R5658,2.0,18,L.MILK.BLOOD,35,1,0,153,5,W,1,.,.,07,7,149,6,154
06BR01042,R5660,2.0,18,NICE LAMB,37,1,0,183,2,W,1,.,.,07,6,172,6,177
06BR01043,R5664,2.0,18,,35,1,0,158,2,W,1,.,.,07,6,153,6,159
06BR01044,R5689,2.0,18,,36,1,0,150,5,W,1,.,.,07,7,145,6,146
06BR01045,R5695,2.0,18,SM.UDDER,32,1,0,172,1,W,1,.,.,07,6,169,6,175
06BR01046,R5670,2.0,18,,36,1,0,125,2,W,1,.,.,07,6,129,5,142
06BR01047,R5674,2.0,18,,34,1,0,151,1,W,1,.,.,07,7,143,6,143
06BR01048,R5677,2.0,18,,33,1,0,176,1,W,1,.,.,07,6,165,6,168
06BR01049,R5231,2.0,00,HAIRY,33,1,2,158,5,W,1,.,.,01,6,153,6,160
06BR01050,R5230,2.0,00,ENTROPION,32,1,2,173,5,W,1,.,.,01,7,163,7,166
06BR01051,R5232,2.0,00,GAUNT,34,1,2,184,5,W,1,.,.,01,7,173,8,169
06BR01052,R5248,2.0,00,,36,1,2,193,5,W,1,.,.,01,7,184,7,172
06BR01053,R5249,2.0,00,SCOURS,37,1,2,208,5,W,1,.,.,01,8,202,8,199
06BR01054,R5247,2.0,00,,35,1,2,174,5,W,1,.,.,01,7,178,6,175
06BR01055,R5263,2.0,00,,31,1,2,155,5,W,1,.,.,01,8,156,8,156
06BR01056,R5268,2.0,00,,33,1,2,161,5,W,1,.,.,01,7,161,7,168
06BR01057,R5267,2.0,00,,32,1,2,169,5,W,1,.,.,01,7,171,8,172
06BR01058,R5222,3.0,18,BORN>RANGE,14,1,0,167,1,W,1,.,.,07,6,163,6,161
06BR01059,R5228,2.0,00,,31,1,2,161,5,W,1,.,.,01,8,153,7,148
06BR01060,R5284,2.0,00,,36,1,2,160,5,W,1,.,.,01,7,156,6,158
06BR01061,R5273,2.0,00,,34,1,2,155,5,W,1,.,.,01,7,158,7,158
06BR01062,R5278,2.0,00,ENTROPION,35,1,2,166,5,W,1,.,.,01,8,166,8,161
06BR01063,R5815,2.0,18,,32,1,0,162,5,W,1,.,.,07,4,166,5,164
06BR01064,R5830,2.0,18,4TEATS,31,1,0,152,1,W,1,.,.,07,7,149,7,156
06BR01065,R5835,2.0,18,,32,1,0,156,1,W,1,.,.,07,6,150,7,159
06BR01066,R5841,2.0,18,,34,1,0,156,5,W,1,.,.,07,7,160,7,163
06BR01067,R5848,2.0,18,RUGGED,31,1,0,156,2,W,1,.,.,07,5,156,6,156
06BR01068,R5854,2.0,18,HAIRY,34,1,0,159,5,W,1,.,.,07,7,168,7,163
06BR01069,R5826,2.0,18,,37,1,0,160,5,W,1,.,.,07,7,150,7,156
06BR01070,R5880,2.0,18,,33,1,0,147,2,W,1,.,.,07,7,154,7,162
06BR01071,R5886,2.0,18,,36,1,0,171,5,W,1,.,.,07,7,167,7,171
06BR01072,R5896,2.0,18,HAIRY,35,1,0,149,5,W,1,.,.,07,6,151,6,153
06BR01073,R5897,2.0,18,R.MILK.PINK,36,1,0,153,2,W,1,.,.,07,6,149,5,152
06BR01074,R5873,2.0,18,SM.UDDER,34,1,0,138,5,W,1,.,.,07,7,139,6,142
06BR01075,R5874,2.0,18,METRITIS TX.,31,1,0,168,1,W,1,.,.,07,6,160,6,169
06BR01076,R5875,2.0,18,,36,1,0,175,5,W,1,.,.,07,7,155,6,164
06BR01077,R5878,2.0,18,LAME Jan'07,36,1,0,163,1,W,1,.,.,07,6,158,5,151
06BR01078,R5879,2.0,18,,36,1,0,166,5,W,1,.,.,07,8,175,8,184
06BR01079,R5918,2.0,18,,31,1,0,160,1,W,1,.,.,07,7,162,7,164
06BR01080,R5919,2.0,18,,34,1,0,133,2,W,1,.,.,07,7,137,7,137
06BR01081,R5902,2.0,18,,32,1,0,148,5,W,1,.,.,07,6,151,6,153
06BR01082,R5907,2.0,18,,35,1,0,128,1,W,1,.,.,07,5,134,5,135
06BR01083,R5931,2.0,18,BIG4HER,35,1,0,153,1,W,1,.,.,07,5,145,5,143
06BR01084,R5946,2.0,18,,35,1,0,143,5,W,1,.,.,07,7,143,6,137
06BR01085,R5949,2.0,18,,33,1,0,163,5,W,1,.,.,07,7,166,7,165
06BR01086,R5955,2.0,18,SCOURS,32,1,0,143,2,W,1,.,.,07,5,145,6,156
06BR01087,R5952,2.0,18,,31,1,0,144,2,W,1,.,.,07,6,142,6,144
06BR01088,R5961,2.0,18,,32,1,0,156,2,W,1,.,.,07,6,160,7,156
06BR01089,R5964,2.0,18,,37,1,0,154,1,W,1,.,.,07,5,143,5,158
06BR01090,R5965,2.0,18,4TEATS,31,1,0,153,5,W,1,.,.,07,7,160,7,158
06BR01091,R5920,2.0,18,FEVER TX.,35,1,0,140,2,W,1,.,.,07,6,136,6,143
06BR01092,R5984,2.0,18,,32,1,0,168,1,W,1,.,.,07,6,164,6,164
06BR01093,R5993,2.0,18,,35,1,0,145,5,W,1,.,.,07,7,147,7,146
06BR01094,R5992,2.0,18,,37,1,0,136,2,W,1,.,.,07,6,134,6,146
06BR01095,R5999,2.0,18,,37,1,0,146,5,W,1,.,.,07,6,135,7,147
06BR01096,R5719,2.0,18,"1st54,2nd48",33,1,0,174,2,W,1,.,.,07,7,170,6,164
06BR01097,R5709,2.0,18,STUPID,33,1,0,172,5,W,1,.,.,07,7,170,7,172
06BR01098,R5730,2.0,18,4TEATS,34,1,0,181,1,W,1,.,.,07,6,180,6,180
06BR01099,R5736,2.0,18,4TEATS,33,1,0,144,5,W,1,.,.,07,7,142,7,148
06BR01100,R5737,2.0,18,,34,1,0,153,5,W,1,.,.,07,6,158,6,156
06BR01101,R5750,2.0,18,4TEATS,35,1,0,150,2,W,1,.,.,07,5,139,5,149
06BR01102,R5756,2.0,18,COLUMBIA?,36,1,0,200,1,W,1,.,.,07,7,188,6,189
06BR01103,R5752,2.0,18,,34,1,0,159,5,W,1,.,.,07,7,158,7,162
06BR01104,R5759,2.0,18,,34,1,0,166,5,W,1,.,.,07,7,157,7,163
06BR01105,R5762,2.0,18,4TEATS,35,1,0,169,5,W,1,.,.,07,7,162,7,165
06BR01106,R5724,2.0,18,,33,1,0,171,5,W,1,.,.,07,7,165,7,169
06BR01107,R5784,2.0,18,ENTROPION,31,1,0,175,5,W,1,.,.,07,8,175,8,172
06BR01108,R5790,2.0,18,,32,1,0,167,5,W,1,.,.,07,6,164,7,178
06BR01109,R5793,2.0,18,,36,1,0,168,5,W,1,.,.,07,7,174,7,181
06BR01110,R5798,2.0,18,,32,1,0,155,5,W,1,.,.,07,5,158,6,158
06BR01111,R5774,2.0,18,4TEATS,36,1,0,146,2,W,1,.,.,07,6,145,6,145
06BR01112,R5000,3.0,18,, 3,1,0,175,1,W,1,.,.,07,7,170,7,179
06BR01113,R6100,2.0,18,ENTROPION,31,1,0,172,5,W,1,.,.,07,7,175,7,174
06BR01114,R6107,2.0,18,,37,1,0,157,5,W,1,.,.,07,6,153,7,157
06BR01115,R6013,2.0,18,,37,1,0,155,5,W,1,.,.,07,6,156,6,163
06BR01116,R6012,2.0,18,,36,1,0,144,5,W,1,.,.,07,6,148,6,151
06BR01117,R6001,2.0,18,,34,1,0,150,1,W,1,.,.,07,7,150,7,153
06BR01118,R6040,2.0,18,NICE LAMB,34,1,0,150,1,W,1,.,.,07,6,149,6,155
06BR01119,R6045,2.0,18,,37,1,0,158,1,W,1,.,.,07,6,149,6,154
06BR01120,R6049,2.0,18,4TEATS,37,1,0,155,1,W,1,.,.,07,7,143,6,148
06BR01121,R6047,2.0,18,,36,1,0,177,5,W,1,.,.,07,8,172,7,165
06BR01122,R6056,2.0,18,,31,1,0,141,2,W,1,.,.,07,6,146,5,142
06BR01123,R6068,2.0,18,,37,1,0,150,5,W,1,.,.,07,6,139,5,148
06BR01124,R6020,2.0,18,4TEATS,35,1,0,141,2,W,1,.,.,07,6,141,6,147
06BR01125,R6081,2.0,18,HAIRY,31,1,0,168,5,W,1,.,.,07,8,171,8,169
06BR01126,R6080,2.0,18,NICE LAMB,37,1,0,187,5,W,1,.,.,07,6,169,6,180
06BR01127,R6094,2.0,18,,32,1,0,135,2,W,1,.,.,07,5,138,6,138
06BR01128,R6096,2.0,18,?Not Marked,37,1,0,162,5,W,1,.,.,07,8,154,7,159
06BR01129,R6098,2.0,18,4TEATS,33,1,0,152,2,W,1,.,.,07,5,153,6,156
06BR01130,R2103,7.0,12,LTS, 7,1,2,173,1,W,1,.,.,07,5,166,5,177
06BR01131,R2166,6.0,13,LTS BLIND X, 7,1,0,184,1,W,1,93,B,43,6,178,0,0
06BR01132,R2173,6.0,13,SW.BAG,26,1,0,191,1,W,1,.,.,07,6,184,5,184
06BR01133,R2054,7.0,10,,35,1,0,187,1,W,1,.,B,07,7,185,6,181
06BR01134,R2079,7.0,10,"THIN, LTS",02,1,2,184,1,W,1,.,B,07,5,167,4,156
06BR01135,R2357,6.0,11,THIN,12,1,0,187,2,W,1,.,B,07,6,176,7,181
06BR01136,R2365,6.0,11,SUCK1SIDE,02,1,0,179,1,W,1,.,.,07,5,163,6,175
06BR01137,R2322,6.0,13,SUCK1SIDE, 9,1,0,172,1,W,1,.,.,43,6,161,6,168
06BR01138,R2328,6.0,13,WILD, 5,1,2,151,1,W,1,.,B,43,6,145,6,156
06BR01139,R2384,6.0,11,2in BLK.L.EYE,13,1,0,164,2,W,1,.,.,07,4,148,4,156
06BR01140,R2396,6.0,10,,03,1,0,232,1,W,1,.,.,07,7,212,6,206
06BR01141,R2374,6.0,13,4TEATS,25,1,0,155,2,W,1,.,B,43,6,149,5,158
06BR01142,R2377,6.0,12,4TEATS,09,1,0,176,2,W,1,.,.,07,6,171,6,165
06BR01143,R2403,6.0,13,THIN,15,1,0,161,2,W,1,.,.,43,5,157,6,162
06BR01144,R2433,6.0,13,THIN,25,1,0,160,2,W,1,.,.,43,6,151,6,157
06BR01145,R2441,6.0,11,,14,1,0,159,1,W,1,.,.,07,5,154,6,158
06BR01146,R2446,6.0,11,THIN,04,1,0,155,1,W,1,.,B,07,5,145,6,153
06BR01147,R2458,6.0,13,SUCK1SIDE,28,1,2,193,1,W,1,.,.,43,6,180,7,182
06BR01148,R2426,6.0,10,ENTR,13,1,0,180,1,W,1,.,B,07,4,173,6,178
06BR01149,R2427,6.0,10,,14,1,0,150,2,.,1,10,.,07,0,0,0,0
06BR01150,R2501,6.0,13,4TEATS,05,1,0,199,2,W,1,.,.,43,6,180,6,191
06BR01151,R2502,6.0,13,4TEATS,04,1,2,165,1,W,1,.,.,43,5,151,5,164
06BR01152,R2541,6.0,13,RP, 4,1,2,184,1,W,1,.,.,43,5,168,6,182
06BR01153,R2549,6.0,12,ENTR,28,1,0,200,1,W,1,.,.,07,8,193,7,193
06BR01154,R2550,6.0,12,, 9,1,0,191,1,W,1,.,B,07,7,176,6,177
06BR01155,R2555,6.0,10,4TEATS,23,1,2,197,1,W,1,.,.,07,6,178,6,186
06BR01156,R2521,6.0,13,WILD,16,1,2,179,1,W,1,.,.,07,5,172,6,174
06BR01157,R2524,6.0,11,ENTR,19,1,0,185,1,W,1,.,.,07,5,172,5,174
06BR01158,R2578,6.0,12,SW BAG,08,1,0,164,2,W,1,.,B,43,5,154,5,159
06BR01159,R2615,6.0,10,ABS.LR.FOOT??, 3,1,0,202,H,W,1,.,.,07,4,188,5,189
06BR01160,R2612,6.0,13,,05,1,0,186,1,W,1,.,.,43,7,179,7,189
06BR01161,R2635,6.0,10,THIN,07,1,2,168,1,W,1,.,.,07,5,161,6,178
06BR01162,R2689,6.0,10,,01,1,2,188,1,W,1,.,.,43,5,160,3,156
06BR01163,R2699,6.0,10,LT SW.BAG, 4,1,2,198,1,W,1,.,.,07,6,188,6,186
06BR01164,R2677,6.0,13,, 6,1,0,184,1,W,1,.,.,07,6,176,6,186
06BR01165,R2219,6.0,11,LTS, 2,1,0,216,1,W,1,.,.,07,7,205,6,199
06BR01166,R2205,6.0,12,, 6,1,0,195,1,W,1,.,.,07,6,192,6,195
06BR01167,R2208,6.0,12,LTS,25,1,0,163,1,W,1,.,B,07,5,151,6,160
06BR01168,R2254,6.0,11,4TEATS,24,1,0,173,1,W,1,.,.,43,5,160,6,171
06BR01169,R2220,6.0,12,,13,1,0,162,2,W,1,.,B,07,5,162,6,159
06BR01170,R2227,6.0,12,OK(HARD BAG), 8,1,2,186,1,W,1,.,.,43,6,181,6,179
06BR01171,R2281,6.0,10,NICE, 2,1,0,188,1,W,1,.,.,07,6,186,6,187
06BR01172,R2280,6.0,10,ENTR,29,1,2,209,1,W,1,.,.,07,5,201,6,202
06BR01173,R2811,6.0,10,THIN,27,1,2,155,1,W,1,.,B,43,5,147,6,155
06BR01174,R2816,6.0,12,ASSISTED,08,1,0,187,1,W,1,.,.,07,5,167,6,174
06BR01175,R2806,6.0,12,, 6,1,0,172,1,W,1,.,.,07,7,163,6,168
06BR01176,R2834,6.0,13,R.MILK.BLOODY,18,1,2,170,1,W,1,.,B,07,5,162,6,159
06BR01177,R2851,6.0,12,TAG CUT '2002,06,1,0,192,1,W,1,.,B,07,5,181,6,190
06BR01178,R2855,6.0,11,PNEU.,09,1,2,187,1,W,1,.,.,07,6,173,5,179
06BR01179,R2864,6.0,10,LTS,24,1,0,209,2,W,1,.,.,07,7,190,7,187
06BR01180,R2825,6.0,11,OPEN/LAMBED,23,1,0,184,2,W,1,.,.,07,5,177,6,179
06BR01181,R2887,6.0,10,LATEtoMILK,04,1,0,164,2,W,1,.,B,43,5,142,6,148
06BR01182,R2891,6.0,12,,27,1,0,185,1,W,1,.,.,07,6,178,6,165
06BR01183,R2894,6.0,13,THIN,14,1,0,180,1,W,1,.,.,43,6,162,6,174
06BR01184,R2878,6.0,10,, 3,1,2,192,1,W,1,.,.,07,6,187,7,182
06BR01185,R2910,6.0,11,.124 inbr, 4,1,0,163,1,W,1,.,.,07,5,154,5,162
06BR01186,R2916,6.0,12,POOR MATERNAL,18,1,0,177,2,W,1,.,.,43,6,168,7,168
06BR01187,R2984,5.0,18,,03,1,0,159,1,W,1,.,.,07,5,151,6,158
06BR01188,R2988,5.0,18,ENTR,23,1,0,167,1,W,1,.,.,07,5,158,6,156
06BR01189,R2987,5.0,18,,13,1,0,188,1,W,1,.,.,07,6,175,6,169
06BR01190,R2973,5.0,18,THIN RACK,12,1,0,187,1,W,1,.,.,07,6,173,6,183
06BR01191,R2717,6.0,12,NICE,29,1,0,196,1,W,1,.,.,43,7,189,7,183
06BR01192,R2709,6.0,13,LAME Jan'07,06,1,0,218,1,W,1,.,B,43,5,202,5,201
06BR01193,R2734,6.0,12,,16,1,2,159,1,W,1,.,B,43,5,155,6,163
06BR01194,R2736,6.0,10,, 1,1,0,227,1,W,1,.,.,07,7,210,7,203
06BR01195,R2771,6.0,10,LT SUCK1SIDE,12,1,2,190,1,W,1,.,.,07,5,170,6,186
06BR01196,R2776,6.0,10,SUCK1SIDE,22,1,0,215,1,W,1,.,.,07,7,196,7,198
06BR01197,R2779,6.0,10,THIN,17,1,2,184,1,W,1,.,.,43,6,175,5,169
06BR01198,S9988,8.0,12,LTS,36,1,0,162,2,W,1,.,.,43,6,162,6,156
06BR01199,T0101,3.0,ID,NICE LAMB,59,2,I,217,1,W,1,.,.,02,0,206,0,193
06BR01200,T0106,3.0,ID,PNEU.TX.EWE,55,2,I,191,1,W,1,.,.,02,0,190,0,183
06BR01201,T0108,3.0,48,,51,2,0,182,2,W,1,.,.,02,0,172,0,175
06BR01202,T0107,3.0,ID,NICE LAMB,52,2,I,200,5,W,1,.,.,02,0,193,0,186
06BR01203,T0134,3.0,48,,56,2,7,164,S,W,1,.,.,02,0,158,0,162
06BR01204,T0132,3.0,48,THIN Jan'07,57,2,0,129,1,W,1,.,.,02,0,133,0,126
06BR01205,T0145,3.0,48,4TEATS,57,2,0,167,4,W,1,.,.,02,0,169,0,162
06BR01206,T0147,3.0,48,,59,2,0,152,4,W,1,.,.,02,0,155,0,156
06BR01207,T0155,3.0,ID,,52,2,I,196,4,W,1,.,.,02,0,180,0,189
06BR01208,T0123,3.0,48,PNEU.,53,2,7,173,S,W,1,.,.,02,0,160,0,162
06BR01209,T0181,3.0,ID,FLTS,56,2,I,181,2,W,1,.,.,02,0,181,0,179
06BR01210,T0182,3.0,ID,,59,2,I,191,4,W,1,.,.,02,0,185,0,174
06BR01211,T0191,3.0,48,ENTROPION,55,2,0,177,2,W,1,.,.,02,0,170,0,174
06BR01212,T0193,3.0,ID,ENTROPION,51,2,I,192,1,W,1,.,.,02,0,174,0,184
06BR01213,T0194,3.0,ID,4TEATS,52,2,I,218,1,W,1,.,.,02,0,197,0,204
06BR01214,T0195,3.0,48,,59,2,7,167,S,W,1,.,.,02,0,170,0,159
06BR01215,T0196,3.0,48,,55,2,7,198,5,W,1,.,.,02,0,193,0,183
06BR01216,T0199,3.0,48,NICE LAMB,54,2,0,202,2,W,1,.,.,02,0,193,0,186
06BR01217,T0176,3.0,ID,HAIRY check,52,2,I,208,1,W,1,.,.,02,0,200,0,199
06BR01218,T0178,3.0,48,,56,2,7,202,S,W,1,.,.,02,0,197,0,178
06BR01219,T0016,3.0,48,"THIN,SICKLY",57,2,0,150,2,W,1,.,.,02,0,145,0,143
06BR01220,T0030,3.0,48,R.P. + 1DAB,55,2,0,193,1,W,1,.,.,02,0,188,0,186
06BR01221,T0035,3.0,ID,BIG4HER,55,2,I,175,2,W,1,.,.,02,0,177,0,174
06BR01222,T0041,3.0,48,4TEATS,52,2,0,184,2,W,1,.,.,02,0,174,0,178
06BR01223,T0048,3.0,48,,57,2,7,136,S,W,1,.,.,02,0,132,0,133
06BR01224,T0051,3.0,48,ABS.RR.FOOT??,58,2,7,170,S,W,1,.,.,02,0,176,0,174
06BR01225,T0056,3.0,48,LT SUCK1SIDE,59,2,7,180,S,W,1,.,.,02,0,177,0,181
06BR01226,T0058,3.0,48,,56,2,0,152,1,W,1,.,.,02,0,149,0,152
06BR01227,T0057,3.0,48,,55,2,7,158,S,W,1,.,.,02,0,147,0,150
06BR01228,T0021,3.0,48,VAGINITIS,55,2,0,183,4,W,1,.,.,02,0,182,0,178
06BR01229,T0020,3.0,48,,54,2,0,164,4,W,1,.,.,02,0,166,0,160
06BR01230,T0025,3.0,48,TWOatONCE,54,2,7,158,S,W,1,.,.,02,0,166,0,152
06BR01231,T0022,3.0,48,,51,2,0,181,2,W,1,.,.,02,0,170,0,180
06BR01232,T0028,3.0,ID,,52,2,I,179,4,W,1,.,.,02,0,172,0,175
06BR01233,T0095,3.0,ID,,53,2,I,181,2,W,1,.,.,02,0,162,0,170
06BR01234,T0098,3.0,ID,VLT L.SIDE,56,2,I,241,1,W,1,.,.,02,0,230,0,215
06BR01235,T0070,3.0,48,,53,2,0,163,4,W,1,.,.,02,0,155,0,159
06BR01236,T0074,3.0,48,URI TX.,59,2,0,158,2,W,1,.,.,02,0,158,0,163
06BR01237,T0072,3.0,48,,54,2,7,180,S,W,1,.,.,02,0,170,0,174
06BR01238,T0078,3.0,48,,53,2,0,177,2,W,1,.,.,02,0,166,0,164
06BR01239,T0313,2.0,48,PNEU.,58,2,0,164,5,W,1,.,.,02,0,161,0,157
06BR01240,T0301,2.0,48,,55,2,0,182,5,W,1,.,.,02,0,182,0,170
06BR01241,T0303,2.0,ID,,51,2,I,164,5,W,1,.,.,02,0,158,0,160
06BR01242,T0304,2.0,ID,4TEATS,51,2,I,170,5,W,1,.,.,02,0,157,0,164
06BR01243,T0306,2.0,48,,58,2,0,177,5,W,1,.,.,02,0,169,0,157
06BR01244,T0308,2.0,48,LAME RR '07,56,2,7,116,2,W,1,.,.,02,0,125,0,123
06BR01245,T0333,2.0,48,,59,2,0,151,2,W,1,.,.,02,0,152,0,150
06BR01246,T0343,2.0,48,RESP.DX,59,2,0,139,5,W,1,.,.,02,0,133,0,132
06BR01247,T0344,2.0,48,,57,2,0,144,1,W,1,.,.,02,0,138,0,140
06BR01248,T0345,2.0,48,PNEU.,56,2,0,191,1,W,1,.,.,02,0,191,0,179
06BR01249,T0350,2.0,48,,52,2,0,153,5,W,1,.,.,02,0,130,0,134
06BR01250,T0358,2.0,48,,58,2,0,155,5,W,1,.,.,02,0,156,0,154
06BR01251,T0321,2.0,ID,,51,2,I,135,5,W,1,.,.,02,0,131,0,137
06BR01252,T0322,2.0,ID,,51,2,I,157,2,W,1,.,.,02,0,150,0,152
06BR01253,T0329,2.0,ID,,52,2,I,146,1,W,1,.,.,02,0,135,0,145
06BR01254,T0380,2.0,48,,55,2,0,198,5,W,1,.,.,02,0,197,0,189
06BR01255,T0384,2.0,48,4TEATS,54,2,0,141,1,W,1,.,.,02,0,142,0,122
06BR01256,T0382,2.0,48,,57,2,0,174,2,W,1,.,.,02,0,169,0,162
06BR01257,T0396,2.0,48,HAIRY,51,2,7,143,5,W,1,.,.,02,0,134,0,141
06BR01258,T0398,2.0,ID,,53,2,I,148,1,W,1,.,.,02,0,134,0,144
06BR01259,T0371,2.0,48,,54,2,0,139,5,W,1,.,.,02,0,129,0,124
06BR01260,T0374,2.0,48,,56,2,7,127,5,.,1,10,.,02,0,0,0,0
06BR01261,T0416,2.0,48,,55,2,7,141,2,W,1,.,.,02,0,138,0,138
06BR01262,T0418,2.0,48,LAME LF '07,57,2,7,166,5,W,1,.,.,02,0,159,0,143
06BR01263,T0417,2.0,48,,56,2,7,167,5,W,1,.,.,02,0,177,0,168
06BR01264,T0406,2.0,ID,,53,2,I,163,5,W,1,.,.,02,0,148,0,155
06BR01265,T0408,2.0,ID,,53,2,I,180,5,W,1,.,.,02,0,165,0,167
06BR01266,T0433,2.0,ID,,53,2,I,138,2,W,1,.,.,02,0,131,0,141
06BR01267,T0435,2.0,ID,ENTROPION,51,2,I,173,1,W,1,.,.,02,0,161,0,170
06BR01268,T0436,2.0,48,,55,2,7,138,5,W,1,.,.,02,0,137,0,119
