UID,ETAG,YR,SEX,LINE,LOT,BPEN,PD,FAWT,COND,BGRP,GRP,RMK
92BR00106,K3130,88,2,60,,HMD,1,176,3,A,2,
92BR00107,K3131,88,2,60,29A,-Z-,1,173,3,L,,HARDBAG
92BR00108,K3136,88,2,63,30A,-Z-,1,154,2,L,,
92BR00109,K3172,88,2,63,,843,1,203,4,1,,OUT BPEN 16
92BR00110,K3181,88,2,60,34A,603,1,171,3,1,,
92BR00111,K3203,88,2,63,,HMD,1,210,2,A,3,
92BR00112,K3219,88,2,60,30B,-Z-,1,167,4,L,,
92BR00113,K3221,88,2,61,,853,1,210,3,1,,
92BR00114,K3235,88,2,60,34A,-Z-,1,164,2,L,,
92BR00115,K3248,88,2,60,29A,-Z-,1,196,4,L,,
92BR00116,K3249,88,2,60,31D,863,1,156,3,1,,
92BR00117,K3250,88,2,63,,604,1,175,4,1,,
92BR00118,K3259,88,2,63,,873,1,178,3,1,,
92BR00119,K3269,88,2,60,29C,-Z-,1,171,3,L,,
92BR00120,K3272,88,2,63,,HMD,1,173,3,A,2,
92BR00121,K3273,88,2,63,,601,1,188,2,1,,
92BR00122,K3275,88,2,60,,HMD,1,196,4,A,3,
92BR00123,K3280,88,2,61,,HMD,1,170,3,A,2,"FLTS,reared3"
92BR00124,K3285,88,2,61,,602,1,159,3,1,,
92BR00125,K3302,88,2,60,32C,-Z-,1,176,4,L,,
92BR00126,K3315,88,2,60,34D,-Z-,1,153,2,L,,
92BR00127,K3340,88,2,60,30A,603,1,157,3,1,,
92BR00128,K3347,88,2,63,,883,1,209,4,1,,
92BR00129,K3362,88,2,61,29A,-Z-,1,176,3,L,,
92BR00130,K3368,88,2,63,,HMD,1,183,4,A,3,BRED TO K3174
92BR00131,K3373,88,2,60,,893,1,165,3,1,,
92BR00132,K3389,88,2,60,35A,-Z-,1,164,4,L,,
92BR00133,K3391,88,2,60,,HMD,1,175,3,A,2,
92BR00134,K3402,88,2,61,31D,-Z-,1,169,2,L,,
92BR00135,K3403,88,2,61,,903,1,147,4,1,,
92BR00136,K3405,88,2,61,32A,HMD,1,170,2,A,3,CAKED
92BR00137,K3429,88,2,60,,604,1,192,4,1,,
92BR00138,K3457,88,2,61,29A,-Z-,1,159,3,L,,
92BR00139,K3464,88,2,63,,601,1,158,3,1,,
92BR00140,K3469,88,2,63,29C,-Z-,1,170,4,L,,
92BR00141,K3470,88,2,61,,602,1,165,3,1,,
92BR00142,K3479,88,2,63,,913,1,178,2,1,,
92BR00143,K3498,88,2,61,32A,-Z-,1,174,3,L,,
92BR00144,K3503,88,2,60,,803,1,184,3,1,,
92BR00145,K3504,88,2,60,34A,HMD,1,146,2,A,2,
92BR00146,K3545,88,2,63,31D,-Z-,1,173,3,L,,
92BR00147,K3572,88,2,60,,603,1,180,4,1,,DYSTOCIA
92BR00148,K3581,88,2,63,35C,-Z-,1,162,3,L,,
92BR00149,K3604,88,2,61,,813,1,154,3,1,,
92BR00150,K3644,88,2,63,32A,-Z-,1,164,2,L,,
92BR00151,K3660,88,2,61,30B,HMD,1,165,3,A,3,
92BR00152,K3668,88,2,63,32A,-Z-,1,197,3,L,,
92BR00153,K3683,88,2,61,31B,-Z-,1,194,5,L,,
92BR00154,K3688,88,2,63,,HMD,1,189,4,A,2,
92BR00155,K3713,88,2,63,SPG, 42,1,167,3,1,S,BAND 2-1992
92BR00156,K3745,88,2,63,35A,-Z-,1,171,3,L,,
92BR00157,K3752,88,2,63,,604,1,193,3,1,,
92BR00158,K3753,88,2,63,,823,1,197,3,1,,FLTS
92BR00159,K3808,88,2,63,32C,HMD,1,153,3,A,3,LOST EARTAGS!
92BR00160,K3834,89,2,63,34A,-Z-,1,165,3,L,,
92BR00161,K3835,89,2,60,,833,1,183,3,1,,
92BR00162,K3837,89,2,60,30B,-Z-,1,164,2,L,,
92BR00163,K3844,89,2,60,35C,-Z-,1,169,3,L,,
92BR00164,K3846,89,2,60,,HMD,1,183,3,A,2,ABT.3/10/91
92BR00165,K3849,89,2,61,35A,601,1,180,2,1,,
92BR00166,K3855,89,2,60,,602,1,168,3,1,,
92BR00167,K3857,89,2,63,29A,-Z-,1,149,2,L,,
92BR00168,K3863,89,2,61,29C,-Z-,1,160,3,L,,SW.BAG
92BR00169,K3867,89,2,68,,604,1,170,3,1,,
92BR00170,K3872,89,2,68,,843,1,191,3,1,,
92BR00171,K3885,89,2,60,,853,1,178,3,1,,
92BR00172,K3888,89,2,61,,863,1,163,2,1,,
92BR00173,K3898,89,2,61,,HMD,1,145,3,A,3,
92BR00174,K3903,89,2,63,32C,-Z-,1,193,4,L,,
92BR00175,K3909,89,2,68,35C,HMD,1,145,3,A,2,
92BR00176,K3910,89,2,63,,601,1,230,4,1,,
92BR00177,K3911,89,2,63,32A,-Z-,1,173,2,L,,
92BR00178,K3912,89,2,61,32A,-Z-,1,152,2,L,,
92BR00179,K3914,89,2,68,30B,-Z-,1,181,3,L,,
92BR00180,K3919,89,2,61,,603,1,152,3,1,,
92BR00181,K3931,89,2,63,34A,873,1,150,3,1,,
92BR00182,K3935,89,2,61,31D,-Z-,1,148,2,L,,
92BR00183,K3936,89,2,61,,883,1,168,3,1,,
92BR00184,K3944,89,2,60,31B,-Z-,1,164,3,L,,
92BR00185,K3947,89,2,68,32A,-Z-,1,180,3,L,,VLT
92BR00186,K3951,89,2,61,32A,HMD,1,158,2,A,3,
92BR00187,K3958,89,2,63,,HMD,1,165,4,A,2,
92BR00188,K3959,89,2,63,29A,-Z-,1,191,4,L,,
92BR00189,K3960,89,2,68,31D,-Z-,1,159,3,L,,
92BR00190,K3972,89,2,63,35A,-Z-,1,162,3,L,,
92BR00191,K3974,89,2,61,34A,603,1,188,3,1,,
92BR00192,K3986,89,2,61,,893,1,163,4,1,,DIARRHEA
92BR00193,K3987,89,2,61,32A,-Z-,1,139,2,L,,
92BR00194,K3992,89,2,61,,HMD,1,158,3,A,3,
92BR00195,K4039,89,2,61,,602,1,197,5,1,,
92BR00196,K4043,89,2,68,,HMD,1,208,4,A,2,
92BR00197,K4046,89,2,61,31B,-Z-,1,164,3,L,,
92BR00198,K4049,89,2,63,,604,1,182,3,1,,
92BR00199,K4052,89,2,60,35A,-Z-,1,167,3,L,,
92BR00200,K4071,89,2,60,34D,-Z-,1,126,2,L,,
92BR00201,K4074,89,2,61,,903,1,171,4,1,,
92BR00202,K4078,89,2,60,30A,-Z-,1,160,3,L,,
92BR00203,K4090,89,2,61,,HMD,1,190,3,A,3,
92BR00204,K4097,89,2,60,,HMD,1,133,1,A,2,
92BR00205,K4099,89,2,63,35A,-Z-,1,158,4,L,,
92BR00206,K4102,89,2,60,32A,-Z-,1,191,4,L,,
92BR00207,K4106,89,2,61,,601,1,153,3,1,,
92BR00208,K4108,89,2,63,,913,1,184,3,1,,
92BR00209,K4109,89,2,63,29C,HMD,1,181,3,A,3,
92BR00210,K4120,89,2,60,,602,1,189,3,1,,
92BR00211,K4122,89,2,61,,803,1,176,3,1,,
92BR00212,K4124,89,2,60,29A,-Z-,1,153,2,L,,
92BR00213,K4125,89,2,63,,603,1,158,3,1,,LT
92BR00214,K4130,89,2,60,29A,-Z-,1,170,3,L,,
92BR00215,K4136,89,2,61,30A,-Z-,1,151,2,L,,
92BR00216,K4153,89,2,68,32C,813,1,163,3,1,,
92BR00217,K4166,89,2,61,30B,-Z-,1,143,2,L,,
92BR00218,K4182,89,2,63,29A,-Z-,1,141,2,L,,
92BR00219,K4185,89,2,68,,604,1,194,4,1,,
92BR00220,K4191,89,2,68,30A,-Z-,1,192,3,L,,
92BR00221,K4201,89,2,68,34D,823,1,159,1,1,,LAME.LF.70%
92BR00222,K4205,89,2,60,35C,-Z-,1,157,1,L,,
92BR00223,K4207,89,2,60,,833,1,187,2,1,,ABT.3/12/91
92BR00224,K4208,89,2,61,,HMD,1,176,4,A,2,
92BR00225,K4209,89,2,60,31B,-Z-,1,193,4,L,,
92BR00226,K4220,89,2,60,,HMD,1,194,2,A,3,"1FLT,4TEATS"
92BR00227,K4227,89,2,60,35A,-Z-,1,160,4,L,,
92BR00228,K4229,89,2,61,31B,601,1,149,3,1,,
92BR00229,K4231,89,2,60,,602,1,168,3,1,,
92BR00230,K4257,89,2,61,,843,1,166,2,1,,
92BR00231,K4261,89,2,61,31D,-Z-,1,176,2,L,,DYSTOCIA
92BR00232,K4262,89,2,63,34D,-Z-,1,173,2,L,,
92BR00233,K4264,89,2,68,34D,-Z-,1,170,3,L,,
92BR00234,K4266,89,2,60,,HMD,1,201,4,A,2,
92BR00235,K4271,89,2,61,34D,HMD,1,185,3,A,3,
92BR00236,K4294,89,2,63,34A,-Z-,1,174,3,L,,VLT
92BR00237,K4311,89,2,60,35A,-Z-,1,176,3,L,,
92BR00238,K4316,89,2,61,,603,1,165,3,1,,
92BR00239,K4319,89,2,63,,853,1,172,3,1,,
92BR00240,K4329,89,2,61,32C,-Z-,1,175,3,L,,
92BR00241,K4331,89,2,61,31B,863,1,147,2,1,,SNOTNOSE
92BR00242,K4338,89,2,68,35A,-Z-,1,161,2,L,,
92BR00243,K4344,89,2,63,34D,-Z-,1,177,2,L,,
92BR00244,K4349,89,2,60,31D,-Z-,1,183,4,L,,AB.ELBOW
92BR00245,K4354,89,2,63,,HMD,1,209,4,A,2,
92BR00246,K4365,89,2,63,35A,HMD,1,197,3,A,3,
92BR00247,K4366,89,2,68,,873,1,198,3,1,,RET.PLACENTA
92BR00248,K4371,89,2,61,32C,-Z-,1,165,2,L,,
92BR00249,K4399,89,2,60,31D,-Z-,1,183,3,L,,
92BR00250,K4437,90,2,68,,HMD,1,168,3,A,2,
92BR00251,K4442,90,2,68,,883,1,193,3,1,,
92BR00252,K4447,90,2,68,,604,1,109,3,1,,
92BR00253,K4448,90,2,68,,893,1,168,4,1,,
92BR00254,K4450,90,2,68,,903,1,140,3,1,,
92BR00255,K4452,90,2,68,,601,1,176,3,1,,
92BR00256,K4453,90,2,68,,913,1,197,4,1,,
92BR00257,K4456,90,2,68,,HMD,1,146,3,A,3,TENDER
92BR00258,K4467,90,2,68,,602,1,175,4,1,,LAMBLOST
92BR00259,K4470,90,2,68,,803,1,177,3,1,,
92BR00260,K4476,90,2,68,,HMD,1,155,2,A,2,
92BR00261,K4490,90,2,68,,603,1,154,3,1,,WILDEWE
92BR00262,K4491,90,2,68,,813,1,169,4,1,,
92BR00263,K4494,90,2,68,CO+,HMD,1,187,3,A,3,
92BR00264,K4502,90,2,68,,604,1,184,4,1,,
92BR00265,K4506,90,2,68,,823,1,191,4,1,,DYSTOCIA
92BR00266,K4515,90,2,68,,601,1,171,3,1,,
92BR00267,K4520,90,2,68,,833,1,162,4,1,,
92BR00268,K4522,90,2,68,,843,1,169,3,1,,
92BR00269,K4531,90,2,68,,602,1,158,2,1,,
92BR00270,K4532,90,2,68,,853,1,177,4,1,,
92BR00271,K4536,90,2,68,,HMD,1,160,4,A,2,
92BR00272,K4545,90,2,68,,603,1,171,3,1,,
92BR00273,K4546,90,2,68,,863,1,192,4,1,,SM.BAG
92BR00274,K4555,90,2,68,,HMD,1,171,3,A,3,
92BR00275,K4557,90,2,68,,604,1,180,3,1,,
92BR00276,K4569,90,2,68,35A,-Z-,1,170,2,L,,
92BR00277,K4570,90,2,68,,873,1,152,2,1,,
92BR00278,K4573,90,2,68,,HMD,1,175,4,A,2,
92BR00279,K4577,90,2,68,,601,1,141,3,1,,
92BR00280,K4589,90,2,68,,883,1,167,4,1,,
92BR00281,K4591,90,2,68,,HMD,1,168,2,A,3,
92BR00282,K4599,90,2,68,,893,1,174,3,1,,
92BR00283,K4603,90,2,68,,903,1,170,3,1,,
92BR00284,K4605,90,2,68,,602,1,170,2,1,,
92BR00285,K4611,90,2,68,,913,1,160,4,1,,
92BR00286,K4617,90,2,68,,HMD,1,171,3,A,2,
92BR00287,K4624,90,2,68,,603,1,153,3,1,,
92BR00288,K4628,90,2,68,,803,1,173,3,1,,
92BR00289,K4637,90,2,68,,HMD,1,172,3,A,3,
92BR00290,K4643,90,2,68,,604,1,185,4,1,,
92BR00291,K4645,90,2,68,,813,1,181,4,1,,
92BR00292,K4661,90,2,68,35C,-Z-,1,161,2,L,,
92BR00293,K4666,90,2,68,,HMD,1,149,3,A,2,
92BR00294,K4667,90,2,68,,601,1,153,3,1,,DYSTOCIA
92BR00295,K4673,90,2,68,,823,1,178,3,1,,LAME
92BR00296,K4676,90,2,68,,HMD,1,186,5,A,3,
92BR00297,K4678,90,2,68,,602,1,170,3,1,,TENDER
92BR00298,K4686,90,2,68,,833,1,200,4,1,,
92BR00299,K4691,90,2,68,,HMD,1,168,3,A,2,
92BR00300,K4693,90,2,68,,843,1,185,4,1,,
92BR00301,K4711,90,2,68,,853,1,166,4,1,,
92BR00302,K4712,90,2,68,,603,1,167,3,1,,
92BR00303,K4713,90,2,68,,863,1,182,3,1,,
92BR00304,K4717,90,2,68,,HMD,1,160,3,A,3,
92BR00305,K4718,90,2,68,,604,1,148,3,1,,
92BR00306,K4727,90,2,68,,873,1,175,3,1,,
92BR00307,K4728,90,2,68,,HMD,1,167,3,A,2,
92BR00308,K4732,90,2,68,,601,1,172,4,1,,
92BR00309,K4739,90,2,68,CO+,883,1,163,2,1,,
92BR00310,K4742,90,2,68,,HMD,1,171,3,A,3,
92BR00311,K4770,90,2,68,,602,1,186,4,1,,
92BR00312,K4772,90,2,68,,893,1,173,3,1,,
92BR00313,K4783,90,2,68,,HMD,1,185,4,A,2,
92BR00314,K4792,90,2,68,,903,1,189,4,1,,
92BR00315,K4798,90,2,68,,913,1,170,4,1,,
92BR00316,K4799,90,2,68,,603,1,159,2,1,,
92BR00317,K4801,90,2,68,,803,1,178,4,1,,
92BR00318,K4812,90,2,68,,HMD,1,166,4,A,3,
92BR00319,K4824,90,2,68,,604,1,161,3,1,,
92BR00320,K4832,90,2,68,,813,1,182,4,1,,
92BR00321,K4839,90,2,68,,HMD,1,173,4,A,2,NOBAG
92BR00322,K4842,90,2,68,,601,1,190,4,1,,
92BR00323,K4848,90,2,68,29A,-Z-,1,185,3,L,,
92BR00324,K4849,90,2,68,,823,1,166,3,1,,FIGHTER
92BR00325,K4850,90,2,68,,HMD,1,163,3,A,3,
92BR00326,K4857,90,2,68,,603,1,167,3,1,,
92BR00327,K4858,90,2,68,,833,1,163,3,1,,
92BR00328,K4860,90,2,68,,HMD,1,161,3,A,2,
92BR00329,K4872,90,2,68,,602,1,148,2,1,,
92BR00330,K4879,90,2,68,,843,1,176,3,1,,
92BR00331,K4887,90,2,68,,HMD,1,180,3,A,3,
92BR00332,K4891,90,2,68,,604,1,170,3,1,,
92BR00333,K4894,90,2,68,,863,1,163,3,1,,
92BR00334,K4897,90,2,68,,HMD,1,172,3,A,2,
92BR00335,K4899,90,2,68,,601,1,158,2,1,,
92BR00336,K4900,90,2,68,,853,1,174,3,1,,
92BR00337,K4907,90,2,68,,602,1,180,4,1,,
92BR00338,K4911,90,2,68,CO+,873,1,184,3,1,,NOT CO+
92BR00339,K4923,90,2,68,,603,1,171,3,1,,
92BR00340,K4928,90,2,68,,883,1,163,3,1,,
92BR00341,K4934,90,2,68,,HMD,1,167,3,A,3,
92BR00342,K4936,90,2,68,,604,1,165,3,1,,
92BR00343,K4942,90,2,68,,893,1,144,3,1,,
92BR00344,K4943,90,2,68,,HMD,1,180,4,A,2,
92BR00345,K4952,90,2,68,,601,1,169,3,1,,
92BR00346,K4953,90,2,68,,903,1,169,2,1,,R.P.
92BR00347,K4963,90,2,68,,HMD,1,146,3,A,3,
92BR00348,K4964,90,2,68,,602,1,191,2,1,,
92BR00349,K4966,90,2,68,,913,1,180,3,1,,
92BR00350,K4972,90,2,68,,HMD,1,168,3,A,2,
92BR00351,K4985,90,2,68,,603,1,170,3,1,,
92BR00352,K4986,90,2,68,,803,1,175,4,1,,
92BR00353,K4987,90,2,68,,HMD,1,154,3,A,3,
92BR00354,K4988,90,2,68,,604,1,163,4,1,,WILD
92BR00355,K4995,90,2,68,CO+,813,1,166,4,1,,
92BR00356,K5002,90,2,68,,HMD,1,171,3,A,2,
92BR00357,K5011,90,2,68,,601,1,152,3,1,,
92BR00358,K5027,90,2,68,,823,1,177,3,1,,
92BR00359,K5030,90,2,68,,602,1,167,3,1,,
92BR00360,K5047,90,2,68,,833,1,158,2,1,,
92BR00361,K5051,90,2,68,,HMD,1,185,3,A,3,
92BR00362,K5054,90,2,68,,603,1,177,3,1,,
92BR00363,K5056,90,2,68,,843,1,178,4,1,,
92BR00364,K5062,90,2,68,,HMD,1,176,3,A,2,
92BR00365,K5065,90,2,68,,604,1,200,3,1,,
92BR00366,K5066,90,2,68,,853,1,168,3,1,,
92BR00367,K5072,90,2,68,,HMD,1,184,4,A,3,
92BR00368,K5076,90,2,68,CO+,601,1,144,2,1,,
92BR00369,K5077,90,2,68,,863,1,164,3,1,,
92BR00370,K5079,90,2,68,,HMD,1,195,4,A,2,EWECLR3
92BR00371,K5082,90,2,68,,602,1,192,3,1,,
92BR00372,K5084,90,2,68,,873,1,156,3,1,,
92BR00373,K5088,90,2,68,,HMD,1,154,2,A,3,
92BR00374,K5091,90,2,68,,603,1,139,3,1,,
92BR00375,K5096,90,2,68,,883,1,150,3,1,,
92BR00376,K5106,90,2,68,,HMD,1,187,4,A,2,
92BR00377,K5107,90,2,68,,893,1,179,3,1,,
92BR00378,K5108,90,2,68,,903,1,158,3,1,,TENDER
92BR00379,K5109,90,2,68,,HMD,1,166,4,A,3,
92BR00380,K5110,90,2,68,,913,1,152,3,1,,TENDER
92BR00381,K5116,91,2,68,,604,1,161,4,1,,
92BR00382,K5118,91,2,68,34D,-Z-,1,122,1,L,,
92BR00383,K5124,91,2,68,,803,1,140,3,1,,
92BR00384,K5125,91,2,68,,HMD,1,178,4,A,2,
92BR00385,K5126,91,2,68,29A,-Z-,1,129,4,L,,
92BR00386,K5127,91,2,68,29A,-Z-,1,161,4,L,,
92BR00387,K5130,91,2,68,34D,-Z-,1,165,4,L,,
92BR00388,K5132,91,2,68,,601,1,143,3,1,,
92BR00389,K5133,91,2,68,,813,1,151,2,1,,
92BR00390,K5137,91,2,68,,HMD,1,145,4,A,3,
92BR00391,K5148,91,2,68,,602,1,129,3,1,,
92BR00392,K5150,91,2,68,,833,1,163,4,1,,
92BR00393,K5151,91,2,68,,HMD,1,132,3,A,2,
92BR00394,K5153,91,2,68,30A,-Z-,1,165,4,L,,
92BR00395,K5158,91,2,68,34D,-Z-,1,159,3,L,,
92BR00396,K5159,91,2,68,,603,1,160,4,1,,
92BR00397,K5163,91,2,68,,823,1,140,3,1,,
92BR00398,K5164,91,2,68,31B,HMD,1,128,2,A,3,
92BR00399,K5171,91,2,68,,604,1,175,5,1,,
92BR00400,K5173,91,2,68,,843,1,146,4,1,,
92BR00401,K5176,91,2,68,35A,-Z-,1,137,3,L,,
92BR00402,K5178,91,2,68,34D,-Z-,1,142,3,L,,
92BR00403,K5179,91,2,68,,601,1,160,4,1,,
92BR00404,K5180,91,2,68,,853,1,147,3,1,,
92BR00405,K5181,91,2,68,35C,-Z-,1,146,3,L,,
92BR00406,K5183,91,2,68,35C,863,1,135,2,1,,
92BR00407,K5184,91,2,68,34D,-Z-,1,134,2,L,,
92BR00408,K5189,91,2,68,,HMD,1,166,3,A,2,
92BR00409,K5200,91,2,68,32A,-Z-,1,162,4,L,,
92BR00410,K5201,91,2,68,,873,1,167,4,1,,
92BR00411,K5202,91,2,68,,HMD,1,160,3,A,3,
92BR00412,K5203,91,2,68,,602,1,158,4,1,,
92BR00413,K5206,91,2,68,,883,1,147,4,1,,
92BR00414,K5210,91,2,68,,HMD,1,184,3,A,2,
92BR00415,K5211,91,2,68,,603,1,169,4,1,,
92BR00416,K5218,91,2,68,31D,-Z-,1,139,3,L,,
92BR00417,K5224,91,2,68,29A,-Z-,1,157,3,L,,
92BR00418,K5228,91,2,68,,893,1,146,3,1,,
92BR00419,K5230,91,2,68,,HMD,1,182,4,A,3,
92BR00420,K5236,91,2,68,34D,-Z-,1,141,4,L,,
92BR00421,K5238,91,2,68,,604,1,187,4,1,,
92BR00422,K5246,91,2,68,,903,1,151,3,1,,
92BR00423,K5248,91,2,68,32A,-Z-,1,147,4,L,,
92BR00424,K5249,91,2,68,32A,-Z-,1,136,3,L,,
92BR00425,K5252,91,2,68,,602,1,141,3,1,,
92BR00426,K5253,91,2,68,,913,1,167,4,1,,
92BR00427,K5255,91,2,68,,601,1,148,2,1,,
92BR00428,K5260,91,2,68,,803,1,157,4,1,,
92BR00429,K5266,91,2,68,,HMD,1,139,3,A,2,
92BR00430,K5267,91,2,68,,603,1,152,4,1,,
92BR00431,K5268,91,2,68,,813,1,178,4,1,,
92BR00432,K5269,91,2,68,34A,HMD,1,130,4,A,3,
92BR00433,K5270,91,2,68,34A,-Z-,1,106,2,L,,
92BR00434,K5271,91,2,68,29A,-Z-,1,129,3,L,,
92BR00435,K5273,91,2,68,30A,-Z-,1,141,2,L,,
92BR00436,K5274,91,2,68,30A,604,1,155,4,1,,
92BR00437,K5277,91,2,68,35C,-Z-,1,149,3,L,,
92BR00438,K5278,91,2,68,35A,-Z-,1,146,3,L,,
92BR00439,K5282,91,2,68,32C,-Z-,1,131,3,L,,
92BR00440,K5285,91,2,68,34D,823,1,124,4,1,,
92BR00441,K5289,91,2,68,,HMD,1,176,3,A,2,
92BR00442,K5290,91,2,68,,601,1,151,3,1,,
92BR00443,K5292,91,2,68,31D,-Z-,1,134,3,L,,
92BR00444,K5293,91,2,68,29A,-Z-,1,134,3,L,,
92BR00445,K5295,91,2,68,,833,1,161,4,1,,
92BR00446,K5299,91,2,68,SPG, 41,1,137,3,1,S,
92BR00447,K5300,91,2,68,,HMD,1,128,2,A,3,
92BR00448,K5306,91,2,68,,602,1,162,3,1,,
92BR00449,K5312,91,2,68,,843,1,151,3,1,,
92BR00450,K5319,91,2,68,,HMD,1,134,3,A,2,
92BR00451,K5323,91,2,68,29A,-Z-,1,126,3,L,,
92BR00452,K5329,91,2,68,31D,603,1,139,3,1,,
92BR00453,K5330,91,2,68,,853,1,175,4,1,,
92BR00454,K5331,91,2,68,,604,1,160,3,1,,
92BR00455,K5332,91,2,68,29C,-Z-,1,129,3,L,,
92BR00456,K5334,91,2,68,,863,1,165,3,1,,
92BR00457,K5338,91,2,68,29C,-Z-,1,145,3,L,,
92BR00458,K5345,91,2,68,29A,-Z-,1,140,3,L,,
92BR00459,K5346,91,2,68,,873,1,164,4,1,,
92BR00460,K5350,91,2,68,30A,601,1,139,4,1,,
92BR00461,K5352,91,2,68,,883,1,155,4,1,,
92BR00462,K5354,91,2,68,,HMD,1,134,3,A,3,
92BR00463,K5356,91,2,68,,602,1,128,3,1,,
92BR00464,K5360,91,2,68,,893,1,146,4,1,,
92BR00465,K5361,91,2,68,,HMD,1,161,4,A,2,
92BR00466,K5362,91,2,68,,603,1,156,4,1,,
92BR00467,K5369,91,2,68,,903,1,152,3,1,,
92BR00468,K5382,91,2,68,,HMD,1,160,4,A,3,
92BR00469,K5399,91,2,68,,604,1,169,4,1,,
92BR00470,K5403,91,2,68,,803,1,132,3,1,,
92BR00471,K5411,91,2,68,,HMD,1,142,2,A,2,
92BR00472,K5412,91,2,68,34A,-Z-,1,148,2,L,,
92BR00473,K5417,91,2,68,35A,-Z-,1,151,4,L,,
92BR00474,K5420,91,2,68,34D,-Z-,1,122,2,L,,
92BR00475,K5422,91,2,68,35A,601,1,155,4,1,,
92BR00476,K5437,91,2,68,,913,1,174,4,1,,
92BR00477,K5441,91,2,68,35A,-Z-,1,145,2,L,,
92BR00478,K5445,91,2,68,,602,1,145,4,1,,
92BR00479,K5448,91,2,68,,823,1,144,3,1,,
92BR00480,K5464,91,2,68,,HMD,1,150,3,A,3,
92BR00481,K5466,91,2,68,,813,1,138,3,1,,
92BR00482,K5472,91,2,68,,833,1,122,2,1,,
92BR00483,K5473,91,2,68,,604,1,144,3,1,,
92BR00484,K5475,91,2,68,,843,1,159,3,1,,
92BR00485,K5478,91,2,68,,HMD,1,143,3,A,2,FIGHTER
92BR00486,K5481,91,2,68,,603,1,160,4,1,,
92BR00487,K5483,91,2,68,SPG,NON,1,155,3,1,S,
92BR00488,K5484,91,2,68,SPG, 42,1,153,3,1,S,
92BR00489,K5486,91,2,68,,863,1,163,3,1,,
92BR00490,K5487,91,2,68,30B,-Z-,1,145,2,L,,
92BR00491,K5491,91,2,68,,HMD,1,153,3,A,3,
92BR00492,K5493,91,2,68,,601,1,149,3,1,,
92BR00493,K5502,91,2,68,31B,-Z-,1,135,4,L,,
92BR00494,K5508,91,2,68,,853,1,157,3,1,,
92BR00495,K5509,91,2,68,,HMD,1,156,3,A,2,
92BR00496,K5513,91,2,68,34A,602,1,128,3,1,,
92BR00497,K5514,91,2,68,29A,-Z-,1,150,3,L,,
92BR00498,K5515,91,2,68,29A,-Z-,1,148,3,L,,
92BR00499,K5516,91,2,68,,873,1,129,3,1,,
92BR00500,K5517,91,2,68,,HMD,1,144,4,A,3,
92BR00501,K5522,91,2,68,29C,-Z-,1,143,3,L,,
92BR00502,K5523,91,2,68,29C,603,1,168,4,1,,
92BR00503,K5526,91,2,68,31D,-Z-,1,154,4,L,,
92BR00504,K5528,91,2,68,32A,-Z-,1,137,2,L,,
92BR00505,K5540,91,2,68,,893,1,163,3,1,,
92BR00506,K5542,91,2,68,,HMD,1,179,3,A,2,
92BR00507,K5545,91,2,68,,601,1,136,3,1,,
92BR00508,K5552,91,2,68,,883,1,171,4,1,,
92BR00509,K5553,91,2,68,,HMD,1,150,4,A,3,
92BR00510,K5555,91,2,68,32A,-Z-,1,152,4,L,,
92BR00511,K5563,91,2,68,SPG,NON,1,137,4,1,S,
92BR00512,K5564,91,2,68,,604,1,158,3,1,,
92BR00513,K5565,91,2,68,,913,1,151,3,1,,
92BR00514,K5566,91,2,68,,HMD,1,172,5,A,2,
92BR00515,K5572,91,2,68,,602,1,134,2,1,,
92BR00516,K5578,91,2,68,,903,1,165,4,1,,
92BR00517,K5579,91,2,68,29A,HMD,1,141,3,A,3,
92BR00518,K5580,91,2,68,29A,-Z-,1,160,3,L,,
92BR00519,K5583,91,2,68,34D,-Z-,1,158,3,L,,
92BR00520,K5585,91,2,68,30A,-Z-,1,149,3,L,,
92BR00521,K5586,91,2,68,32A,604,1,142,4,1,,
92BR00522,K5587,91,2,68,32A,-Z-,1,117,3,L,,
92BR00523,K5591,91,2,68,,803,1,167,4,1,,
92BR00524,K5595,91,2,68,,HMD,1,166,3,A,2,
92BR00525,K5598,91,2,68,31B,-Z-,1,145,3,L,,
92BR00526,K5603,91,2,68,30B,-Z-,1,131,3,L,,
92BR00527,K5609,91,2,68,,603,1,150,3,1,,DYSTOCIA
92BR00528,K5616,91,2,68,,813,1,152,3,1,,
92BR00529,K5617,91,2,68,,601,1,156,3,1,,
92BR00530,K5622,91,2,68,,823,1,159,3,1,,
92BR00531,K5623,91,2,68,,HMD,1,161,3,A,3,
92BR00532,K5629,91,2,68,32A,-Z-,1,149,2,L,,
92BR00533,K5635,91,2,68,,602,1,169,3,1,,
92BR00534,K5641,91,2,68,35A,-Z-,1,158,4,L,,
92BR00535,K5643,91,2,68,,833,1,155,3,1,,
92BR00536,K5644,91,2,68,,HMD,1,169,4,A,2,
92BR00537,K5645,91,2,68,,603,1,163,4,1,,
92BR00538,K5646,91,2,68,,843,1,158,3,1,,
92BR00539,K5651,91,2,68,34A,-Z-,1,160,3,L,,
92BR00540,K5654,91,2,68,,HMD,1,176,3,A,3,
92BR00541,K5656,91,2,68,,604,1,138,3,1,,
92BR00542,K5660,91,2,68,,853,1,155,3,1,,
92BR00543,K5665,91,2,68,,HMD,1,140,3,A,2,DYSTOCIA
