UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK
99BR00056, 8012,1.0,00,BLACK MARKER,44-,2,1,172,1,W
99BR00057, 8018,1.0,00,PINTO MARKER,44-,2,1,127,5,W
99BR00058, 8009,1.0,00,PINTO MARKER,43-,2,1,157,5,W
99BR00059, 8040,1.0,00,,lim,3,7,136,5,W
99BR00060, 8050,1.0,00,T X C ewe,lim,3,7,165,5,W
99BR00061, 8063,1.0,00,PNEUMONIA?,lim,3,7,149,5,W
99BR00062, 8062,1.0,00,PINTO MARKER,45-,2,1,160,1,W
99BR00063, 8028,1.0,00,BLACK MARKER,45-,2,1,122,2,W
99BR00064, 8027,1.0,00,,lim,3,7,145,5,W
99BR00065, 8077,1.0,00,HAIRY,lim,3,7,137,5,W
99BR00066, 8308,1.0,00,,lim,3,7,142,5,W
99BR00067, 8307,1.0,00,,lim,3,7,131,5,W
99BR00068, 8340,1.0,00,,lim,3,7,149,5,W
99BR00069, 8351,1.0,00,,lim,3,7,149,5,W
99BR00070, 8359,1.0,00,,lim,3,7,155,5,W
99BR00071, 8365,1.0,00,,lim,3,7,136,5,W
99BR00072, 8320,1.0,00,,lim,3,7,146,5,W
99BR00073, 8323,1.0,00,,lim,3,7,123,5,W
99BR00074, 8415,1.0,00,,lim,3,7,156,5,W
99BR00075, 8416,1.0,00,,lim,3,7,143,5,W
99BR00076, 8403,1.0,00,,lim,3,7,180,5,W
99BR00077, 8435,1.0,00,,lim,3,7,161,5,W
99BR00078, 8436,1.0,00,,lim,3,7,143,5,W
99BR00079, 8459,1.0,00,,lim,3,7,139,5,W
99BR00080, 8483,1.0,00,,lim,3,7,136,5,W
99BR00081, 8501,1.0,00,NICE,lim,3,7,159,5,W
99BR00082, 8503,1.0,00,,lim,3,7,145,5,W
99BR00083, 8535,1.0,00,,lim,3,7,134,5,W
99BR00084, 8539,1.0,00,,lim,3,7,133,5,W
99BR00085, 8545,1.0,00,,lim,3,7,145,5,W
99BR00086, 8556,1.0,00,,lim,3,7,146,5,W
99BR00087, 8524,1.0,00,,lim,3,7,131,5,W
99BR00088, 8528,1.0,00,,lim,3,7,181,5,W
99BR00089, 8529,1.0,00,,lim,3,7,158,5,W
99BR00090, 8580,1.0,00,,lim,3,7,168,5,W
99BR00091, 8591,1.0,00,,lim,3,7,160,5,W
99BR00092, 8595,1.0,00,,lim,3,7,165,5,W
99BR00093, 8572,1.0,00,,lim,3,7,148,5,W
99BR00094, 8577,1.0,00,,lim,3,7,155,5,W
99BR00095, 8601,1.0,00,,lim,3,7,166,5,W
99BR00096, 8634,1.0,00,,lim,3,7,154,5,W
99BR00097, 8635,1.0,00,,lim,3,7,158,5,W
99BR00098, 8636,1.0,00,,lim,3,7,140,5,W
99BR00099, 8632,1.0,00,FIXBIGTAG,lim,3,7,170,5,W
99BR00100, 8659,1.0,00,,lim,3,7,130,5,W
99BR00101, 8665,1.0,00,,lim,3,7,152,5,W
99BR00102, 8626,1.0,00,,lim,3,7,158,5,W
99BR00103, 8628,1.0,00,,lim,3,7,154,5,W
99BR00104, 8629,1.0,00,F4,lim,3,7,148,5,W
99BR00105, 8680,1.0,00,,lim,3,7,150,5,W
99BR00106, 8682,1.0,00,,lim,3,7,147,5,W
99BR00107, 8693,1.0,00,,lim,3,7,156,5,W
99BR00108, 8695,1.0,00,,lim,3,7,144,5,W
99BR00109, 8212,1.0,00,,lim,3,7,157,5,W
99BR00110, 8254,1.0,00,,lim,3,7,129,5,W
99BR00111, 8255,1.0,00,,lim,3,7,134,5,W
99BR00112, 8259,1.0,00,,lim,3,7,135,5,W
99BR00113, 8263,1.0,00,,lim,3,7,148,5,W
99BR00114, 8269,1.0,00,,lim,3,7,151,5,W
99BR00115, 8281,1.0,00,,lim,3,7,149,5,W
99BR00116, 8286,1.0,00,,lim,3,7,168,5,W
99BR00117, 8291,1.0,00,,lim,3,7,138,5,W
99BR00118, 8295,1.0,00,,lim,3,7,138,5,W
99BR00119, 8811,1.0,00,,lim,3,7,169,5,W
99BR00120, 8810,1.0,00,,lim,3,7,158,5,W
99BR00121, 8815,1.0,00,,lim,3,7,154,5,W
99BR00122, 8812,1.0,00,,lim,3,7,163,5,W
99BR00123, 8882,1.0,00,,lim,3,7,142,5,W
99BR00124, 8896,1.0,00,,lim,3,7,164,5,W
99BR00125, 8876,1.0,00,,lim,3,7,141,5,W
99BR00126, 8877,1.0,00,,lim,3,7,144,5,W
99BR00127, 8755,1.0,00,,lim,3,7,149,5,W
99BR00128, 8757,1.0,00,,lim,3,7,144,5,W
99BR00129, 8764,1.0,00,,lim,3,7,146,5,W
99BR00130, 8765,1.0,00,,lim,3,7,169,5,W
99BR00131, 8762,1.0,00,,lim,3,7,152,5,W
99BR00132, 8767,1.0,00,,lim,3,7,161,5,W
99BR00133, 8782,1.0,00,,lim,3,7,146,5,W
99BR00134, 8791,1.0,00,,lim,3,7,142,5,W
99BR00135, 8793,1.0,00,,lim,3,7,133,5,W
99BR00136, 8773,1.0,00,,lim,3,7,147,5,W
99BR00137, 8772,1.0,00,,lim,3,7,149,5,W
99BR00138, 7105,2.0,00,,tai,A,7,151,3,n
99BR00139, 7133,2.0,00,,tai,A,7,141,3,n
99BR00140, 7144,2.0,00,,tai,A,7,146,3,n
99BR00141, 7153,2.0,00,,tai,A,7,140,3,n
99BR00142, 7156,2.0,00,THIN,tai,A,7,156,3,n
99BR00143, 7158,2.0,00,,lim,3,7,158,5,W
99BR00144, 7164,2.0,00,,tai,A,7,154,3,n
99BR00145, 7168,2.0,00,,tai,A,7,133,3,n
99BR00146, 7167,2.0,00,,tai,A,7,160,3,n
99BR00147, 7123,2.0,00,,tai,A,7,132,3,n
99BR00148, 7055,2.0,00,,tai,A,7,153,3,n
99BR00149, 7058,2.0,00,,tai,A,7,146,3,n
99BR00150, 7060,2.0,00,,tai,A,7,143,3,n
99BR00151, 7316,2.0,00,STRAY 5/5/99,tai,A,7,134,3,n
99BR00152, 7300,2.0,00,,tai,A,7,138,3,n
99BR00153, 7337,2.0,00,,tai,A,7,164,3,n
99BR00154, 7446,2.0,00,,tai,A,7,140,3,n
99BR00155, 7215,2.0,00,,tai,A,7,142,3,n
99BR00156, 7252,2.0,00,,tai,A,7,148,3,n
99BR00157, 7283,2.0,00,,tai,A,7,140,3,n
99BR00158, 7295,2.0,00,MSG 10/19 AI,tai,A,7,156,3,n
99BR00159, 7297,2.0,00,,tai,A,7,162,3,n
99BR00160, 7274,2.0,00,,tai,A,7,151,3,n
99BR00161,50159,4.0,00,,tai,A,7,165,3,n
99BR00162,50172,4.0,00,,tai,A,7,150,3,n
99BR00163,50043,4.0,00,,tai,A,7,189,3,n
99BR00164,50068,4.0,00,,tai,A,7,150,3,n
99BR00165,50069,4.0,00,,tai,A,7,167,3,n
99BR00166,50080,4.0,00,MSG 10/19 AI,tai,A,7,157,3,n
99BR00167,50076,4.0,00,MSG 10/19 AI,tai,A,7,174,3,n
99BR00168,50314,4.0,00,,tai,A,7,156,3,n
99BR00169,50336,4.0,00,? DAM,tai,A,7,163,3,n
99BR00170,50350,4.0,00,RP ok,tai,A,7,147,3,n
99BR00171,50329,4.0,00,,tai,A,7,144,3,n
99BR00172,50377,4.0,00,,tai,A,7,157,3,n
99BR00173,50445,4.0,00,,tai,A,7,166,3,n
99BR00174,50480,4.0,00,? DAM,tai,A,7,152,3,n
99BR00175,50483,4.0,00,,tai,A,7,151,3,n
99BR00176,50476,4.0,00,,tai,A,7,134,3,n
99BR00177,50215,4.0,00,,tai,A,7,167,3,n
99BR00178,50230,4.0,00,,tai,A,7,126,3,n
99BR00179,50283,4.0,00,,tai,A,7,160,3,n
99BR00180,50297,4.0,00,? DAM,tai,A,7,142,3,n
99BR00181,50852,4.0,00,,tai,A,7,144,3,n
99BR00182,50798,4.0,00,? DAM ? 2014,tai,A,7,149,3,n
99BR00183,A1101,5.0,81,ENTR 1EYE,03,2,0,153,1,W
99BR00184,A1103,5.0,81,BIG BAG,02,2,0,185,2,W
99BR00185,A1133,5.0,ch,4TEATS,tai,A,2,156,1,n
99BR00186,A1134,5.0,ch,,tai,A,2,163,1,n
99BR00187,A1141,5.0,73,,42-,2,7,196,2,W
99BR00188,A1151,5.0,81,,04,2,0,172,1,W
99BR00189,A1154,5.0,ch,,tai,A,2,231,2,n
99BR00190,A1169,5.0,ch,,tai,A,2,140,1,n
99BR00191,A1125,5.0,ch,4TEATS,tai,A,2,169,1,n
99BR00192,A1011,5.0,73,,41-,2,7,167,2,W
99BR00193,A1014,5.0,81,,01,2,0,214,1,W
99BR00194,A1024,5.0,81,,02,2,0,172,2,W
99BR00195,A1026,5.0,82,FLTS,29,2,0,167,2,W
99BR00196,A1090,5.0,81,FIBER?,01,2,0,174,2,W
99BR00197,A1099,5.0,ch,SUCK1SIDE,tai,A,2,166,1,n
99BR00198,A1078,5.0,ch,,tai,A,2,144,1,n
99BR00199,A1311,5.0,ch,,tai,A,2,142,1,n
99BR00200,A1315,5.0,ch,ENTR,tai,A,2,151,1,n
99BR00201,A1331,5.0,82,QUINTS 98&99!,20,2,0,188,2,W
99BR00202,A1347,5.0,ch,,tai,A,2,176,1,n
99BR00203,A1358,5.0,82,,21,2,0,172,2,W
99BR00204,A1383,5.0,81,,01,2,0,189,2,W
99BR00205,A1397,5.0,81,,03,2,0,190,2,W
99BR00206,A1439,5.0,82,,22,2,0,181,2,W
99BR00207,A1449,5.0,82,SM BAG,23,2,0,211,2,W
99BR00208,A1452,5.0,82,,24,2,0,181,2,W
99BR00209,A1503,5.0,82,,25,2,0,178,2,W
99BR00210,A1531,4.5,73,,45-,2,7,140,2,W
99BR00211,A1563,4.5,73,,46-,2,7,151,1,W
99BR00212,A1628,4.5,73,?PG NOT BRED,41-,2,7,123,2,W
99BR00213,A1205,5.0,82,,30,2,0,180,1,W
99BR00214,A1234,5.0,81,,02,2,0,173,2,W
99BR00215,A1232,5.0,ch,,tai,A,2,203,1,n
99BR00216,A1240,5.0,ch,VLT @LEFT,tai,A,2,184,1,n
99BR00217,A1242,5.0,ch,,tai,A,2,129,1,n
99BR00218,A1267,5.0,82,TAG&EAR GONE,31,2,0,155,2,W
99BR00219,A1280,5.0,ch,FAT,tai,A,2,214,1,n
99BR00220,A1814,4.0,73,DYSTOCIA'99,46-,2,7,182,1,W
99BR00221,A1833,4.0,82,,26,2,0,149,1,W
99BR00222,A1840,4.0,73,URI,41-,2,7,162,2,W
99BR00223,A1855,4.0,81,,04,2,0,170,1,W
99BR00224,A1918,4.0,81,DYSTOCIA97,01,2,0,188,1,W
99BR00225,A1903,4.0,81,,03,2,0,198,2,W
99BR00226,A1936,4.0,82,,31,2,0,175,1,W
99BR00227,A1965,4.0,73,4TEATS,42-,2,7,162,2,W
99BR00228,A1920,4.0,82,NICE,28,2,0,164,1,W
99BR00229,A1928,4.0,82,,26,2,0,160,1,W
99BR00230,A1927,4.0,82,ENTR,29,2,0,144,2,W
99BR00231,A1705,4.5,73,,42-,2,7,154,2,W
99BR00232,A1789,4.0,73,,45-,2,7,172,2,W
99BR00233,A1779,4.0,82,,27,2,0,198,2,W
99BR00234,A1000,5.0,ch,DYSTOCIA 95,tai,A,2,182,2,n
99BR00235,A0120,6.0,82,RP ok,20,2,0,183,2,W
99BR00236,A0181,6.0,81,TRT EYES *2,02,2,0,196,2,W
99BR00237,A0187,6.0,82,DYSTOCIA'99,21,2,0,204,2,W
99BR00238,A0570,5.5,73,LTS,43-,2,7,166,2,W
99BR00239,A0686,5.0,81,TRY3 1998 yes,04,2,0,172,1,W
99BR00240,A0241,6.0,00,"L.SPOILED,BLK",43-,2,1,170,2,W
99BR00241,A0807,5.0,81,STRAWinEYE,02,2,0,177,1,W
99BR00242,A0858,5.0,81,R.P.,04,2,0,175,2,W
99BR00243,A0825,5.0,81,FIBERBAG,03,2,0,200,2,W
99BR00244,A0884,5.0,81,RP,01,2,0,205,2,W
99BR00245,A0939,5.0,ch,CAKED,tai,A,2,179,1,n
99BR00246,A0956,5.0,ch,,tai,A,2,155,1,n
99BR00247,A0929,5.0,81,4TEATS,01,2,0,179,1,W
99BR00248,A0990,5.0,ch,,tai,A,2,192,2,n
99BR00249,A0975,5.0,81,4TEATS,04,2,0,162,2,W
99BR00250,A0704,5.0,81,4TEATS,04,2,0,168,1,W
99BR00251,A0706,5.0,81,"BITE,R.FLANK",01,2,0,196,2,W
99BR00252,A0743,5.0,81,,03,2,0,153,1,W
99BR00253,A0761,5.0,82,QUAD'99,27,2,0,185,1,W
99BR00254,A0795,5.0,73,,44-,2,7,182,2,W
99BR00255,A0774,5.0,82,TRY3 1998 yes,28,2,0,174,1,W
99BR00256,A3113,3.0,82,TEAT WORTS,28,2,0,169,1,W
99BR00257,A3116,3.0,82,SM.BAG,29,2,0,164,2,W
99BR00258,A3104,3.0,73,,42-,2,7,149,2,W
99BR00259,A3102,3.0,81,SW.BAG,01,2,0,182,2,W
99BR00260,A3132,3.0,ch,?SEMEN'97-98,tai,A,2,161,1,n
99BR00261,A3161,3.0,82,,30,2,0,170,1,W
99BR00262,A3168,3.0,00,BLACK EWE,44-,2,1,164,2,W
99BR00263,A3127,3.0,ch,"B1,THIN'99",tai,A,2,151,2,n
99BR00264,A3196,3.0,82,R.P.,21,2,0,143,1,W
99BR00265,A3198,3.0,81,,03,2,0,180,2,W
99BR00266,A3178,3.0,82,R.P.,31,2,0,164,2,W
99BR00267,A3002,3.0,81,,01,2,0,180,2,W
99BR00268,A3035,3.0,82,,27,2,0,162,1,W
99BR00269,A3053,3.0,ch,,tai,A,2,184,2,n
99BR00270,A3062,3.0,73,,41-,2,7,142,2,W
99BR00271,A3089,3.0,ch,,tai,A,2,174,2,n
99BR00272,A3093,3.0,ch,,tai,A,2,169,1,n
99BR00273,A3098,3.0,ch,,tai,A,2,171,1,n
99BR00274,A3313,3.0,81,,03,2,0,159,5,W
99BR00275,A3318,3.0,81,,02,2,0,179,2,W
99BR00276,A3300,3.0,82,,24,2,0,170,1,W
99BR00277,A3334,3.0,73,,44-,2,7,144,2,W
99BR00278,A3339,3.0,ch,DYSTOCIA,tai,A,2,170,1,n
99BR00279,A3337,3.0,81,,03,2,0,166,2,W
99BR00280,A3343,3.0,81,R.P.,04,2,0,193,1,W
99BR00281,A3346,3.0,ch,L.BLOODY MILK,tai,A,2,158,1,n
99BR00282,A3358,3.0,81,LTS,01,2,0,201,2,W
99BR00283,A3357,3.0,73,,45-,2,7,155,1,W
99BR00284,A3381,3.0,ch,ENTR,tai,A,2,195,1,n
99BR00285,A3384,3.0,82,,25,2,0,207,2,W
99BR00286,A3388,3.0,81,,04,2,0,180,1,W
99BR00287,A3393,3.0,73,HARDBAG,46-,2,7,196,2,W
99BR00288,A3372,3.0,ch,DYSTOCIA97,tai,A,2,166,1,n
99BR00289,A3403,3.0,82,THIN,26,2,0,136,2,W
99BR00290,A3406,3.0,ch,THIN,tai,A,2,179,2,n
99BR00291,A3432,3.0,81,,01,2,0,163,2,W
99BR00292,A3437,3.0,82,,27,2,0,143,1,W
99BR00293,A3464,3.0,81,HAIRY,02,2,0,181,1,W
99BR00294,A3427,3.0,00,PINTO EWE,41-,2,1,158,2,W
99BR00295,A3481,3.0,81,,01,2,0,191,2,W
99BR00296,A3489,3.0,82,,28,2,0,173,1,W
99BR00297,A3516,3.0,ch,THIN,tai,A,2,128,1,n
99BR00298,A3518,3.0,82,ABS.L.FLANK,29,2,0,129,1,W
99BR00299,A3504,3.0,81,HARDBAG,03,2,0,176,2,W
99BR00300,A3507,3.0,73,,41-,2,7,144,1,W
99BR00301,A3533,3.0,81,,03,2,0,162,1,W
99BR00302,A3541,3.0,73,,42-,2,7,168,2,W
99BR00303,A3546,3.0,82,,30,2,0,166,2,W
99BR00304,A3551,3.0,81,,01,2,0,178,2,W
99BR00305,A3550,3.0,81,,01,2,0,174,1,W
99BR00306,A3553,3.0,82,,31,2,0,185,1,W
99BR00307,A3561,3.0,73,,43-,2,7,144,2,W
99BR00308,A3565,3.0,73,,44-,2,7,174,1,W
99BR00309,A3526,3.0,81,,01,2,0,189,2,W
99BR00310,A3587,3.0,82,,20,2,0,188,2,W
99BR00311,A3570,3.0,81,,04,2,0,164,2,W
99BR00312,A3576,3.0,73,,45-,2,7,187,2,W
99BR00313,A3619,3.0,82,,22,2,0,177,1,W
99BR00314,A3604,3.0,82,,21,2,0,165,2,W
99BR00315,A3632,3.0,ch,LONG(MED)TAIL,tai,A,2,150,2,n
99BR00316,A3637,3.0,82,NICE,23,2,0,191,2,W
99BR00317,A3664,2.5,73,4TEATS,46-,2,7,159,2,W
99BR00318,A3694,2.5,73,,45-,2,7,139,1,W
99BR00319,A3699,2.5,73,LTS,46-,2,7,164,2,W
99BR00320,A3697,2.5,73,,44-,2,7,173,1,W
99BR00321,A3671,2.5,73,,42-,2,7,151,1,W
99BR00322,A3670,2.5,73,,41-,2,7,158,2,W
99BR00323,A3679,2.5,73,HAIRY,43-,2,7,190,2,W
99BR00324,A3215,3.0,81,,01,2,0,153,1,W
99BR00325,A3231,3.0,ch,,tai,A,2,136,1,n
99BR00326,A3248,3.0,81,,02,2,0,179,2,W
99BR00327,A3249,3.0,ch,,tai,A,2,139,1,n
99BR00328,A3251,3.0,ch,,tai,A,2,189,1,n
99BR00329,A3264,3.0,ch,,tai,A,2,152,2,n
99BR00330,A3224,3.0,ch,,tai,A,2,151,2,n
99BR00331,A3229,3.0,ch,,tai,A,2,188,1,n
99BR00332,A3280,3.0,82,,20,2,0,156,2,W
99BR00333,A3291,3.0,ch,,tai,A,2,177,1,n
99BR00334,A3293,3.0,82,"R.BLOODY,ok",22,2,0,163,1,W
99BR00335,A3294,3.0,82,,23,2,0,170,2,W
99BR00336,A3297,3.0,81,,02,2,0,157,1,W
99BR00337,A3270,3.0,73,,43-,2,7,188,2,W
99BR00338,A3275,3.0,81,TRT EYE,04,2,0,193,2,W
99BR00339,A3277,3.0,ch,,tai,A,2,185,1,n
99BR00340,A3809,2.5,73,,43-,2,7,160,1,W
99BR00341,A3834,2.5,73,F4,44-,2,7,165,1,W
99BR00342,A3836,2.5,73,,41-,2,7,178,1,W
99BR00343,A3857,2.5,73,,42-,2,7,186,2,W
99BR00344,A3822,2.5,00,PINTO BLK EWE,45-,2,1,165,2,W
99BR00345,A3881,2.5,73,,45-,2,7,146,1,W
99BR00346,A3882,2.5,73,,46-,2,7,133,1,W
99BR00347,A3897,2.5,73,,41-,2,7,139,1,W
99BR00348,A3876,2.5,73,THIN,43-,2,7,146,2,W
99BR00349,A3878,2.5,73,,44-,2,7,177,1,W
99BR00350,A3969,2.5,73,,42-,2,7,186,2,W
99BR00351,A3703,2.5,73,,41-,2,7,172,1,W
99BR00352,A3708,2.5,73,,43-,2,7,131,1,W
99BR00353,A3734,2.5,73,,45-,2,7,202,2,W
99BR00354,A3742,2.5,73,4TEATS,46-,2,7,143,2,W
99BR00355,A3753,2.5,00,"PINTO,BARREN",42-,2,1,155,1,W
99BR00356,A3762,2.5,73,,41-,2,7,128,2,W
99BR00357,A3767,2.5,73,,42-,2,7,173,2,W
99BR00358,A3721,2.5,73,NICE,42-,2,7,155,1,W
99BR00359,A3729,2.5,73,,44-,2,7,147,1,W
99BR00360,A3782,2.5,73,4TEATS,45-,2,7,154,1,W
99BR00361,A3788,2.5,73,4TEATS,46-,2,7,165,2,W
99BR00362,A4111,2.0,81,,01,2,0,155,1,W
99BR00363,A4110,2.0,00,,.0.,2,0,152,2,W
99BR00364,A4112,2.0,81,"LAME,SHOULDER",.0.,2,0,159,2,W
99BR00365,A4118,2.0,00,4TEATS,.0.,2,0,167,1,W
99BR00366,A4100,2.0,00,4TEATS,.0.,2,0,144,2,W
99BR00367,A4133,2.0,81,,.0.,2,0,147,2,W
99BR00368,A4134,2.0,81,,03,2,0,157,2,W
99BR00369,A4139,2.0,00,,.0.,2,0,152,2,W
99BR00370,A4150,2.0,82,"THIN,WGT.LOSS",25,2,0,140,2,W
99BR00371,A4167,2.0,00,,.0.,2,0,182,1,W
99BR00372,A4128,2.0,81,4TEATS,02,2,0,146,1,W
99BR00373,A4180,2.0,00,TRT L.EYE,.0.,2,0,140,1,W
99BR00374,A4182,2.0,00,FIBER?,.0.,2,0,153,1,W
99BR00375,A4187,2.0,00,SAVE,.0.,2,0,150,2,W
99BR00376,A4194,2.0,00,THIN,.0.,2,0,146,2,W
99BR00377,A4175,2.0,00,,.0.,2,0,164,1,W
99BR00378,A4176,2.0,00,,.0.,2,0,170,2,W
99BR00379,A4172,2.0,82,4TEATS,27,2,0,136,1,W
99BR00380,A4179,2.0,00,LTS,.0.,2,0,138,2,W
99BR00381,A4177,2.0,00,,.0.,2,0,175,2,W
99BR00382,A4060,2.0,00,DYSTOCIA'99,43-,2,1,136,1,W
99BR00383,A4081,2.0,81,4TEATS,02,2,0,167,1,W
99BR00384,A4096,2.0,82,4TEATS,25,2,0,147,1,W
99BR00385,A4074,2.0,00,NICE EWE,.0.,2,0,158,5,W
99BR00386,A4075,2.0,00,,.0.,2,0,137,1,W
99BR00387,A4078,2.0,82,,.0.,2,0,177,2,W
99BR00388,A4079,2.0,82,,24,2,0,159,1,W
99BR00389,A4301,2.0,00,TRT L.EYE,.0.,2,0,161,2,W
99BR00390,A4305,2.0,00,,.0.,2,0,158,1,W
99BR00391,A4308,2.0,00,,.0.,2,0,136,2,W
99BR00392,A4343,2.0,81,NICE,04,2,0,163,1,W
99BR00393,A4351,2.0,00,THIN,.0.,2,0,156,1,W
99BR00394,A4362,2.0,82,FX.RIBS,.0.,2,0,144,2,W
99BR00395,A4368,2.0,73,,44-,2,7,135,1,W
99BR00396,A4327,2.0,82,"B2,THIN'99",21,2,0,139,1,W
99BR00397,A4391,2.0,82,,.0.,2,0,167,2,W
99BR00398,A4399,2.0,73,,45-,2,7,162,2,W
99BR00399,A4378,2.0,81,,01,2,0,159,2,W
99BR00400,A4415,2.0,82,BLOODY MILK,22,2,0,173,1,W
99BR00401,A4430,2.0,81,TRT.R.EYE,02,2,0,170,2,W
99BR00402,A4448,2.0,82,,.0.,2,0,153,2,W
99BR00403,A4449,2.0,82,,23,2,0,159,2,W
99BR00404,A4453,2.0,81,,02,2,0,165,2,W
99BR00405,A4458,2.0,81,,.0.,2,0,174,1,W
99BR00406,A4468,2.0,73,,41-,2,7,157,1,W
99BR00407,A4467,2.0,81,BRITCHY,.0.,2,0,143,1,W
99BR00408,A4423,2.0,73,,43-,2,7,162,1,W
99BR00409,A4427,2.0,81,,.0.,2,0,176,2,W
99BR00410,A4481,2.0,82,,26,2,0,153,1,W
99BR00411,A4480,2.0,82,,24,2,0,177,1,W
99BR00412,A4491,2.0,81,,04,2,0,206,2,W
99BR00413,A4495,2.0,82,,.0.,2,0,157,1,W
99BR00414,A4496,2.0,82,,25,2,0,133,1,W
99BR00415,A4473,2.0,73,,42-,2,7,165,2,W
99BR00416,A4476,2.0,81,SUCK1SIDE,04,2,0,179,2,W
99BR00417,A4478,2.0,73,,45-,2,7,141,1,W
99BR00418,A4477,2.0,73,,43-,2,7,152,2,W
99BR00419,A4510,2.0,81,,04,2,0,177,1,W
99BR00420,A4513,2.0,82,,.0.,2,0,168,1,W
99BR00421,A4501,2.0,73,,44-,2,7,158,1,W
99BR00422,A4538,2.0,81,INJURED,.0.,2,0,174,2,W
99BR00423,A4543,2.0,82,,27,2,0,136,2,W
99BR00424,A4559,2.0,82,NOT UGLY,28,2,0,166,1,W
99BR00425,A4564,2.0,82,DYSTOCIA,29,2,0,175,2,W
99BR00426,A4562,2.0,81,EYE OK,03,2,0,152,1,W
99BR00427,A4520,2.0,81,,.0.,2,0,158,1,W
99BR00428,A4523,2.0,81,FLTS,01,2,0,176,2,W
99BR00429,A4524,2.0,81,,02,2,0,162,2,W
99BR00430,A4526,2.0,73,,46-,2,7,159,2,W
99BR00431,A4581,2.0,82,FX.LF.LEG ok,.0.,2,0,144,2,W
99BR00432,A4596,2.0,82,,.0.,2,0,144,2,W
99BR00433,A4598,2.0,73,,41-,2,7,152,2,W
99BR00434,A4576,2.0,81,NICE,.0.,2,0,166,1,W
99BR00435,A4578,2.0,81,HAIRY,.0.,2,0,186,1,W
99BR00436,A4615,2.0,81,,.0.,2,0,173,1,W
