UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,DISP,PESSARY
03BR00811,K2745,1.0,68,ENTR,38,2,.,160,2,W,,
03BR00812,K2728,1.0,68,F4+,35,2,.,202,5,W,,
03BR00813,K9393,6.0,68,,42,2,.,180,1,W,,
03BR00814,K9444,6.0,68,DYSTOCIA,53K,1,.,224,2,W,,
03BR00815,K9474,6.0,68,DIARRHEA,43,2,.,163,1,W,,
03BR00816,K9554,6.0,68,,44,2,.,166,1,W,,
03BR00817,K9561,6.0,68,NICE EWE,54K,1,.,231,5,W,,
03BR00818,K9590,6.0,68,,51K,1,.,200,1,W,,
03BR00819,K9575,6.0,68,NICE,45,2,.,157,2,W,,
03BR00820,K9605,6.0,68,,46,2,.,213,1,W,,
03BR00821,K9629,6.0,68,,47,2,.,230,5,W,,
03BR00822,K9674,6.0,68,,54K,1,.,206,2,W,,
03BR00823,K9285,6.0,68,DYSTOCIA,52K,1,.,218,1,W,,
03BR00824,K9290,6.0,68,NICE,51K,1,.,174,1,W,,
03BR00825,K9895,6.0,68,SUCK1SIDE,48,2,.,193,1,W,,
03BR00826,K9715,6.0,68,"THIN, PNEU?",53K,1,.,152,1,W,19,
03BR00827,K9729,6.0,68,DYSTOCIA,52K,1,.,179,2,W,,
03BR00828,P0149,1.0,81,,33,2,.,148,1,W,,
03BR00829,P0151,1.0,81,,23P,1,.,128,1,W,,
03BR00830,P0050,1.0,83,,21P,1,.,148,1,W,,
03BR00831,P0026,1.0,84,,04P,1,.,145,5,W,,
03BR00832,P0027,1.0,81,,02P,1,.,135,2,W,,
03BR00833,P0083,1.0,83,,22P,1,.,146,1,W,,
03BR00834,P0075,1.0,83,,03P,1,.,144,1,W,,
03BR00835,P0076,1.0,83,,02P,1,.,148,1,W,,
03BR00836,P0078,1.0,82,4TEATS,04P,1,.,149,1,W,,
03BR00837,P0316,1.0,84,,26P,1,.,129,2,.,19,
03BR00838,P0317,1.0,84,,04P,1,.,131,2,W,,
03BR00839,P0336,1.0,82,NICE,04P,1,.,157,2,W,,
03BR00840,P0363,1.0,84,,01P,1,.,143,2,W,,
03BR00841,P0323,1.0,83,"OK,COARSE",02P,1,.,148,1,W,,
03BR00842,P0204,1.0,84,,01P,1,.,136,1,W,,
03BR00843,P0208,1.0,81,,03P,1,.,134,1,W,,
03BR00844,P0235,1.0,82,FOUND 11/05,24P,1,.,116,2,W,,
03BR00845,P0247,1.0,83,,02P,1,.,153,2,W,,
03BR00846,P0260,1.0,83,FIX YTEX 2003,03P,1,.,171,5,W,,
03BR00847,P0267,1.0,83,,25P,1,.,153,2,W,,
03BR00848,P0228,1.0,82,PNEU.,04P,1,.,134,2,W,,
03BR00849,P0284,1.0,83,,03P,1,.,150,2,W,,
03BR00850,P0289,1.0,81,FOUND 10/30,01P,1,.,115,1,W,,
03BR00851,P0006,1.0,84,,16P,1,.,128,2,W,,
03BR00852,R1152,3.0,12,THIN,35,2,.,172,1,W,,
03BR00853,R1160,3.0,11,,32R,1,.,162,2,W,,
03BR00854,R1165,3.0,11,,37,2,.,198,5,W,,
03BR00855,R1162,3.0,13,,36,2,.,156,4,W,,
03BR00856,R1168,3.0,13,THIN,38,2,.,150,2,W,,
03BR00857,R1126,3.0,11,,34,2,.,180,5,W,,
03BR00858,R1186,3.0,10,,43,2,.,184,2,W,,
03BR00859,R1194,3.0,12,DYSTOCIA,44,2,.,160,1,W,,
03BR00860,R1196,3.0,11,,45,2,.,133,4,W,,
03BR00861,R1197,3.0,11,,46,2,.,175,1,W,,
03BR00862,R1172,3.0,10,DYSTOCIA,41,2,.,166,4,W,,
03BR00863,R1178,3.0,13,,33R,1,.,156,1,W,,
03BR00864,R1179,3.0,13,,42,2,.,178,5,W,,
03BR00865,R1003,4.0,10,,34R,1,.,196,2,W,,
03BR00866,R1080,3.0,10,NICE,33,2,.,195,4,W,,
03BR00867,R1086,3.0,10,,32R,1,.,183,1,W,,
03BR00868,R1089,3.0,12,,33R,1,.,164,2,W,,
03BR00869,R1090,3.0,11,NICE,34R,1,.,175,1,W,,
03BR00870,R1094,3.0,12,PNEU.?,31R,1,.,145,2,W,,
03BR00871,R1076,3.0,12,,32,2,.,157,2,W,,
03BR00872,R1304,3.0,13,, 8,2,.,205,1,W,,
03BR00873,R1302,3.0,11,, 7,2,.,165,5,W,,
03BR00874,R1333,3.0,11,, 2,2,.,135,2,W,,
03BR00875,R1346,3.0,13,"F3-, PNEU ok", 3,2,.,199,2,W,,
03BR00876,R1361,3.0,10,, 4,2,.,209,5,W,,
03BR00877,R1366,3.0,12,, 5,2,.,174,2,W,,
03BR00878,R1320,3.0,12,THIN, 1,2,.,167,5,W,,
03BR00879,R1374,3.0,10,, 6,2,.,187,1,W,,
03BR00880,R1418,3.0,13,"F3-, HAIRY ok", 7,2,.,169,5,W,,
03BR00881,R1433,3.0,12,R.BLOODYMILK,31R,1,.,153,1,W,,
03BR00882,R1439,3.0,12,,32R,1,.,159,1,W,,
03BR00883,R1437,3.0,13,, 8,2,.,174,2,W,,
03BR00884,R1441,3.0,10,,33R,1,.,174,1,W,,
03BR00885,R1453,3.0,12,,12,5,.,140,4,W,,
03BR00886,R1457,3.0,12,,13,5,.,173,5,W,,
03BR00887,R1461,3.0,13,,14,5,.,194,5,W,,
03BR00888,R1421,3.0,13,,34R,1,.,179,1,W,,
03BR00889,R1483,3.0,12,,16,5,.,156,1,W,,
03BR00890,R1474,3.0,11,,15,5,.,174,2,W,,
03BR00891,R1504,3.0,11,VLTS,17,5,.,166,1,W,,
03BR00892,R1506,3.0,12,POOR MATERNAL,18,5,.,146,4,W,,
03BR00893,R1532,3.0,12,,22,5,.,159,5,W,,
03BR00894,R1538,3.0,12,,23,5,.,136,4,W,,
03BR00895,R1549,3.0,12,WRINKLES,24,5,.,194,5,W,,
03BR00896,R1550,3.0,13,,34R,1,.,170,1,W,,
03BR00897,R1563,3.0,13,,25,5,.,173,1,W,,
03BR00898,R1599,3.0,13,,27,5,.,177,2,W,,
03BR00899,R1575,3.0,12,,26,5,.,143,4,W,,
03BR00900,R1647,3.0,10,,31R,1,.,168,1,W,,
03BR00901,R1663,3.0,10,,32,2,.,157,2,W,,
03BR00902,R1628,3.0,10,,28,5,.,169,5,W,,
03BR00903,R1201,3.0,11,,34R,1,.,153,2,W,,
03BR00904,R1237,3.0,10,, 1,2,.,156,1,W,,
03BR00905,R1240,3.0,12,, 2,2,.,161,5,W,,
03BR00906,R1245,3.0,10,, 3,2,.,181,2,W,,
03BR00907,R1248,3.0,11,, 4,2,.,183,2,W,,
03BR00908,R1259,3.0,12,,32R,1,.,152,1,W,,
03BR00909,R1267,3.0,13,, 5,2,.,170,4,W,,
03BR00910,R1224,3.0,13,,47,2,.,177,1,W,,
03BR00911,R1225,3.0,13,SM.BAG,31R,1,.,170,1,W,,
03BR00912,R1228,3.0,12,,48,2,.,182,5,W,,
03BR00913,R1285,3.0,12,, 6,2,.,161,1,W,,
03BR00914,R1277,3.0,10,F4,33R,1,.,184,2,W,,
03BR00915,R1819,3.0,12,THIN,42,2,.,157,5,W,,
03BR00916,R1804,3.0,10,,38,2,.,190,2,W,,
03BR00917,R1806,3.0,13,,34R,1,.,145,2,W,,
03BR00918,R1865,3.0,13,DYSTOCIA,44,2,.,168,1,W,,
03BR00919,R1826,3.0,13,,43,2,.,150,4,W,,
03BR00920,R1884,3.0,12,,45,2,.,154,5,W,,
03BR00921,R1914,3.0,12,DYSTOCIA,X,O,.,148,5,.,95,
03BR00922,R1938,3.0,11,"WEAK,THIN,AI",46,2,.,198,5,W,,
03BR00923,R1955,3.0,13,,47,2,.,184,5,W,,
03BR00924,R1961,3.0,11,, 1,2,.,160,5,W,,
03BR00925,R1974,3.0,13,, 2,2,.,163,4,W,,
03BR00926,R1730,3.0,10,,34,2,.,182,4,W,,
03BR00927,R1746,3.0,10,,35,2,.,168,2,W,,
03BR00928,R1765,3.0,11,ENTR,36,2,.,167,1,W,,
03BR00929,R1769,3.0,11,,37,2,.,187,5,W,,
03BR00930,R1728,3.0,11,,33,2,.,150,1,W,,
03BR00931,R1727,3.0,13,,32R,1,.,186,2,W,,
03BR00932,R1789,3.0,13,,33R,1,.,153,1,W,,
03BR00933,R0130,4.0,11,DYSTOCIA, 5,2,.,144,2,W,,
03BR00934,R0137,4.0,11,, 6,2,.,156,2,W,,
03BR00935,R0141,4.0,13,,33R,1,.,155,1,W,,
03BR00936,R0144,4.0,11,, 7,2,.,158,5,W,,
03BR00937,R0161,4.0,11,,34R,1,.,181,2,W,,
03BR00938,R0170,4.0,13,DYSTOCIA, 8,2,.,164,4,W,,
03BR00939,R0177,4.0,10,,11,5,.,182,2,W,,
03BR00940,R0011,4.0,11,,48,2,.,133,4,W,,
03BR00941,R0037,4.0,11,BIG BAG,34R,1,.,179,1,W,,
03BR00942,R0045,4.0,10,, 2,2,.,182,1,W,,
03BR00943,R0042,4.0,13,ENTR, 1,2,.,164,5,W,,
03BR00944,R0050,4.0,10,, 3,2,.,165,1,W,,
03BR00945,R0054,4.0,10,VLTS,31R,1,.,169,1,W,,
03BR00946,R0080,4.0,10,,32R,1,.,172,2,W,,
03BR00947,R0098,4.0,13,, 4,2,.,152,4,W,,
03BR00948,R0310,4.0,11,,33R,1,.,166,1,W,,
03BR00949,R0330,4.0,12,,23,5,.,171,5,W,,
03BR00950,R0340,4.0,10,DYSTOCIA,34R,1,.,173,1,W,,
03BR00951,R0347,4.0,12,,31R,1,.,187,1,W,,
03BR00952,R0369,4.0,13,,24,5,.,170,5,W,,
03BR00953,R0327,4.0,10,,22,5,.,186,4,W,,
03BR00954,R0399,4.0,12,DYSTOCIA,26,5,.,168,1,W,97,
03BR00955,R0370,4.0,13,,25,5,.,149,5,W,,
03BR00956,R0416,4.0,11,,27,5,.,199,1,W,,
03BR00957,R0418,4.0,10,,33R,1,.,161,1,W,,
03BR00958,R0417,4.0,10,DIARRHEA,32R,1,.,167,2,W,,
03BR00959,R0464,4.0,13,ENTR,31R,1,.,165,2,W,,
03BR00960,R0423,4.0,12,"AI,TRT 2 EYES",28,5,.,161,5,W,97,
03BR00961,R0428,4.0,11,,31,2,.,168,5,W,,
03BR00962,R0484,4.0,11,,34R,1,.,187,2,W,,
03BR00963,R0486,4.0,13,METRITIS,32R,1,.,171,1,W,,
03BR00964,R0489,4.0,13,,34R,1,.,145,1,W,,
03BR00965,R0497,4.0,11,,33R,1,.,148,2,W,,
03BR00966,R0514,4.0,11,,32,2,.,153,2,W,,
03BR00967,R0515,4.0,10,,31R,1,.,148,1,W,,
03BR00968,R0519,4.0,12,"ENTR,SOPHIA",33,2,.,166,2,W,,
03BR00969,R0537,4.0,12,,34,2,.,183,1,W,,
03BR00970,R0566,4.0,12,,35,2,.,174,1,W,,
03BR00971,R0582,4.0,12,F3-,36,2,.,165,1,W,,
03BR00972,R0614,4.0,13,RP ok,34R,1,.,179,1,W,,
03BR00973,R0604,4.0,11,HAIRY,32R,1,.,152,2,W,,
03BR00974,R0658,4.0,13,HAIRY,31R,1,.,179,2,W,,
03BR00975,R0667,4.0,12,DYSTOCIA,32R,1,.,154,2,W,,
03BR00976,R0621,4.0,13,,33R,1,.,178,2,W,,
03BR00977,R0624,4.0,12,"DYSTOCIA, big",37,2,.,181,2,W,,
03BR00978,R0627,4.0,12,H2,38,2,.,173,1,W,,
03BR00979,R0680,4.0,11,DYSTOCIA,33R,1,.,182,1,W,,
03BR00980,R0679,4.0,11,RP ok,41,2,.,201,4,W,,
03BR00981,R0211,4.0,13,ENTR,31R,1,.,172,1,W,,
03BR00982,R0203,4.0,11,,12,5,.,166,1,W,,
03BR00983,R0255,4.0,12,,15,5,.,139,1,W,,
03BR00984,R0258,4.0,13,,16,5,.,140,4,W,,
03BR00985,R0259,4.0,13,THIN,17,5,.,154,1,W,,
03BR00986,R0220,4.0,12,JAW OK,13,5,.,165,5,W,,
03BR00987,R0227,4.0,11,,14,5,.,165,2,W,,
03BR00988,R0288,4.0,12,,21,5,.,198,5,W,,
03BR00989,R0298,4.0,12,,32R,1,.,163,1,W,,
03BR00990,R0275,4.0,12,FIBERBAG,18,5,.,187,4,W,,
03BR00991,R0804,4.0,11,ENTR, 5,2,.,196,5,W,,
03BR00992,R0805,4.0,11,, 6,2,.,164,5,W,,
03BR00993,R0809,4.0,11,, 7,2,.,175,1,W,,
03BR00994,R0823,4.0,10,,32R,1,.,179,1,W,,
03BR00995,R0885,4.0,10,SM.BAG, 8,2,.,176,5,W,,
03BR00996,R0875,4.0,13,DYSTOCIA,33R,1,.,155,2,W,,
03BR00997,R0949,4.0,12,, 2,2,.,155,2,W,,
03BR00998,R0961,4.0,10,, 3,2,.,167,4,W,,
03BR00999,R0966,4.0,13,, 5,2,.,183,1,W,,
03BR01000,R0962,4.0,10,, 4,2,.,150,2,W,,
03BR01001,R0924,4.0,10,SW.BAG, 1,2,.,157,1,W,,
03BR01002,R0995,4.0,13,TRT 2EYES '01, 6,2,.,153,1,W,,
03BR01003,R0975,4.0,13,,31R,1,.,178,1,W,,
03BR01004,R0710,4.0,12,,42,2,.,172,1,W,,
03BR01005,R0713,4.0,11,HAIRY,43,2,.,172,2,W,,
03BR01006,R0714,4.0,11,HAIRY,44,2,.,157,2,W,,
03BR01007,R0716,4.0,11,"DRY,ABORTED",45,2,.,149,4,W,,
03BR01008,R0709,4.0,10,,34R,1,.,169,1,W,,
03BR01009,R0731,4.0,12,,47,2,.,154,2,W,,
03BR01010,R0734,4.0,10,,31R,1,.,166,2,W,,
03BR01011,R0739,4.0,13,R.P.,48,2,.,186,W,W,,
03BR01012,R0744,4.0,12,SUCK1SIDE, 1,2,.,176,2,W,,
03BR01013,R0746,4.0,13,, 2,2,.,182,1,W,,
03BR01014,R0757,4.0,12,DYSTOCIA, 3,2,.,172,4,W,,
03BR01015,R0763,4.0,13,THIN, 4,2,.,152,1,W,,
03BR01016,R0725,4.0,12,H3,46,2,.,164,1,W,,
03BR01017,R3112,1.0,18,,32,2,.,143,1,W,,
03BR01018,R3101,1.0,18,,28,5,.,143,2,W,,
03BR01019,R3100,1.0,18,,27,5,.,152,2,W,,
03BR01020,R3104,1.0,18,,31,2,.,142,2,W,,
03BR01021,R3131,1.0,18,"wasOPEN, NOT",33R,1,.,149,2,W,,
03BR01022,R3137,1.0,18,,35,2,.,158,1,W,,
03BR01023,R3148,1.0,18,4TEATS,36,2,.,165,5,W,,
03BR01024,R3150,1.0,18,,37,2,.,133,2,W,,
03BR01025,R3158,1.0,18,NICE,41,2,.,160,1,W,,
03BR01026,R3157,1.0,18,ENTR,38,2,.,179,1,W,,
03BR01027,R3163,1.0,18,,42,2,.,148,1,W,,
03BR01028,R3165,1.0,18,"DYSTOCIA, H",43,2,.,176,H,W,,
03BR01029,R3120,1.0,18,NICE,33,2,.,124,2,W,,
03BR01030,R3125,1.0,18,ENTR,34,2,.,142,2,W,,
03BR01031,R3191,1.0,18,"HAIRY, check",45,2,.,145,2,W,,
03BR01032,R3194,1.0,18,"HAIRY, check",46,2,.,139,2,W,,
03BR01033,R3195,1.0,18,,47,2,.,187,5,W,,
03BR01034,R3198,1.0,18,,48,2,.,140,5,W,,
03BR01035,R3178,1.0,18,,44,2,.,135,1,W,,
03BR01036,R3013,1.0,18,, 8,2,.,136,1,W,,
03BR01037,R3019,1.0,18,,11,5,.,133,1,W,,
03BR01038,R3001,1.0,18,, 6,2,.,121,2,W,,
03BR01039,R3003,1.0,18,, 7,2,.,148,2,W,,
03BR01040,R3006,1.0,18,DYSTOCIA,34R,1,.,142,2,W,,
03BR01041,R3030,1.0,18,"HAIRY, check",12,5,.,138,2,W,,
03BR01042,R3034,1.0,18,,13,5,.,141,2,W,,
03BR01043,R3037,1.0,18,ENTR,14,5,.,125,1,W,,
03BR01044,R3041,1.0,18,,15,5,.,133,2,W,,
03BR01045,R3042,1.0,18,"X, BAG",X,O,.,150,2,.,95,
03BR01046,R3053,1.0,18,4TEATS,16,5,.,124,2,W,,
03BR01047,R3067,1.0,18,"HAIRY, check",17,5,.,128,2,W,,
03BR01048,R3026,1.0,18,,31R,1,.,147,2,W,,
03BR01049,R3084,1.0,18,,23,5,.,179,1,W,,
03BR01050,R3085,1.0,18,4TEATS,24,5,.,136,2,W,,
03BR01051,R3082,1.0,18,,22,5,.,156,1,W,,
03BR01052,R3090,1.0,18,,25,5,.,158,1,W,,
03BR01053,R3094,1.0,18,,26,5,.,151,1,W,,
03BR01054,R3099,1.0,18,,32R,1,.,140,2,W,,
03BR01055,R3076,1.0,18,,18,5,.,157,5,W,,
03BR01056,R3078,1.0,18,,21,5,.,176,2,W,,
03BR01057,R3316,1.0,18,NICE,15,5,.,160,2,W,,
03BR01058,R3312,1.0,18,,14,5,.,124,2,W,,
03BR01059,R3303,1.0,18,,12,5,.,133,2,W,,
03BR01060,R3304,1.0,18,WEAK,13,5,.,121,2,W,,None
03BR01061,R3330,1.0,18,,16,5,.,156,2,W,,
03BR01062,R3338,1.0,18,DYSTOCIAdab,17,5,.,161,5,W,,
03BR01063,R3343,1.0,18,,18,5,.,153,1,W,,
03BR01064,R3354,1.0,18,FOUND 12/1/03,21,5,.,138,2,W,,
03BR01065,R3352,1.0,18,,32R,1,.,147,2,W,,
03BR01066,R3358,1.0,18,R.P.,34R,1,.,150,1,W,,
03BR01067,R3361,1.0,18,"HAIRY, check",22,5,.,156,1,W,,
03BR01068,R3383,1.0,18,,26,5,.,135,2,W,,
03BR01069,R3393,1.0,18,,27,5,.,135,1,W,,
03BR01070,R3373,1.0,18,,23,5,.,153,2,W,,
03BR01071,R3374,1.0,18,"X, BAG",X,O,.,153,1,.,95,
03BR01072,R3379,1.0,18,,25,5,.,148,1,W,,
03BR01073,R3377,1.0,18,,24,5,.,137,2,W,,
03BR01074,R3415,1.0,18,,33,2,.,166,1,W,,
03BR01075,R3417,1.0,18,,34,2,.,153,5,W,,
03BR01076,R3400,1.0,18,,28,5,.,160,2,W,,
03BR01077,R3404,1.0,18,,31,2,.,167,2,W,,
03BR01078,R3409,1.0,18,"HAIRY, check",32,2,.,128,1,W,,
03BR01079,R3432,1.0,18,,36,2,.,154,2,W,,
03BR01080,R3448,1.0,18,4TEATS,37,2,.,131,1,W,,
03BR01081,R3452,1.0,18,,38,2,.,142,2,W,,
03BR01082,R3457,1.0,18,,41,2,.,176,1,W,,
03BR01083,R3425,1.0,18,,35,2,.,142,2,W,,
03BR01084,R3484,1.0,18,,44,2,.,122,2,W,,
03BR01085,R3490,1.0,18,4TEATS,45,2,.,195,5,W,,
03BR01086,R3495,1.0,18,ENTR,46,2,.,168,5,W,,
03BR01087,R3497,1.0,18,4TEATS,33R,1,.,133,2,W,,
03BR01088,R3474,1.0,18,,43,2,.,178,2,W,,
03BR01089,R3472,1.0,18,,42,2,.,141,1,W,,
03BR01090,R3513,1.0,18,,48,2,.,144,2,W,,
03BR01091,R3508,1.0,18,4TEATS,47,2,.,127,2,W,,
03BR01092,R3535,1.0,18,, 2,2,.,133,2,W,,
03BR01093,R3549,1.0,18,, 3,2,.,127,2,W,,
03BR01094,R3565,1.0,18,, 4,2,.,142,1,W,,
03BR01095,R3527,1.0,18,, 1,2,.,155,2,W,,
03BR01096,R3581,1.0,18,NICE, 5,2,.,166,5,W,,
03BR01097,R3592,1.0,18,, 6,2,.,152,2,W,,
03BR01098,R3598,1.0,18,DYSTOCIA, 7,2,.,164,2,W,,
03BR01099,R3600,1.0,18,FAT, 8,2,.,164,5,W,,
03BR01100,R3645,1.0,18,"HAIRY, check",31R,1,.,155,1,W,,
03BR01101,R3646,1.0,18,ENTR,12,5,.,141,2,W,,
03BR01102,R3664,1.0,18,,14,5,.,153,2,W,,
03BR01103,R3662,1.0,18,4TEATS,13,5,.,134,2,W,,
03BR01104,R3667,1.0,18,,15,5,.,130,1,W,,
03BR01105,R3625,1.0,18,NEXT YEAR!,11,5,.,141,5,W,,None
03BR01106,R3671,1.0,18,,17,5,.,140,2,W,,None
03BR01107,R3670,1.0,18,,16,5,.,136,2,W,,
03BR01108,R3678,1.0,18,,18,5,.,149,2,W,,
03BR01109,R3216,1.0,18,, 1,2,.,127,2,W,,
03BR01110,R3231,1.0,18,UGLY ?, 3,2,.,123,2,W,,
03BR01111,R3236,1.0,18,UTE.PROLAPSE,X,O,.,129,2,.,95,
03BR01112,R3241,1.0,18,, 4,2,.,155,2,W,,
03BR01113,R3243,1.0,18,, 5,2,.,145,1,W,,
03BR01114,R3249,1.0,18,, 7,2,.,135,1,W,,
03BR01115,R3247,1.0,18,, 6,2,.,124,2,W,,
03BR01116,R3250,1.0,18,, 8,2,.,127,2,W,,
03BR01117,R3254,1.0,18,, 1,2,.,135,2,W,,
03BR01118,R3260,1.0,18,4TEATS, 2,2,.,145,2,W,,
03BR01119,R3262,1.0,18,, 3,2,.,142,1,W,,
03BR01120,R3268,1.0,18,,34R,1,.,144,1,W,,
03BR01121,R3269,1.0,18,,31R,1,.,135,2,W,,
03BR01122,R3227,1.0,18,, 2,2,.,129,1,W,,
03BR01123,R3285,1.0,18,, 5,2,.,171,2,W,,
03BR01124,R3286,1.0,18,ENTR, 6,2,.,140,2,W,,
03BR01125,R3288,1.0,18,, 8,2,.,137,2,W,,
03BR01126,R3287,1.0,18,, 7,2,.,156,1,W,,
03BR01127,R3294,1.0,18,"X, BAG",X,O,.,187,1,.,95,
03BR01128,R3295,1.0,18,"wasOPEN, NOT",11,5,.,136,2,W,,
03BR01129,R3271,1.0,18,H2, 4,2,.,153,1,W,,
03BR01130,R3811,1.0,18,,34R,1,.,139,2,W,,
03BR01131,R3801,1.0,18,,33,2,.,142,2,W,,
03BR01132,R3806,1.0,18,NICE,34,2,.,140,2,W,,
03BR01133,R3830,1.0,18,THIN,37,2,.,125,2,W,,
03BR01134,R3845,1.0,18,,38,2,.,147,1,W,,
03BR01135,R3850,1.0,18,4TEATS, 1,2,.,119,2,W,,
03BR01136,R3820,1.0,18,,35,2,.,132,1,W,,
03BR01137,R3826,1.0,18,,36,2,.,145,1,W,,
03BR01138,R3886,1.0,18,, 3,2,.,146,2,W,,
03BR01139,R3898,1.0,18,NICE, 4,2,.,154,1,W,,
03BR01140,R3879,1.0,18,, 2,2,.,150,2,W,,
03BR01141,R3918,1.0,18,4TEATS, 6,2,.,147,2,W,,
03BR01142,R3900,1.0,18,, 5,2,.,152,1,W,,
03BR01143,R3933,1.0,18,NICE,31R,1,.,147,2,W,,
03BR01144,R3934,1.0,18,4TEATS,41,2,.,142,2,W,,
03BR01145,R3957,1.0,18,"NICE,QUIET",42,2,.,143,2,W,12,
03BR01146,R3921,1.0,18,, 7,2,.,121,1,W,,
03BR01147,R3927,1.0,18,, 8,2,.,165,1,W,,
03BR01148,R3985,1.0,18,ASSISTED,44,2,.,169,2,W,,
03BR01149,R3986,1.0,18,"DYSTOCIA, leg",45,2,.,124,2,W,,
03BR01150,R3979,1.0,18,,43,2,.,136,2,W,,
03BR01151,R3712,1.0,18,,21,5,.,124,2,W,,
03BR01152,R3718,1.0,18,,22,5,.,136,2,W,,
03BR01153,R3745,1.0,18,,32R,1,.,154,1,W,,
03BR01154,R3749,1.0,18,,24,5,.,138,1,W,,
03BR01155,R3752,1.0,18,,33R,1,.,144,2,W,,
03BR01156,R3757,1.0,18,NICE,25,5,.,141,2,W,,
03BR01157,R3762,1.0,18,FAT,26,5,.,147,2,W,,
03BR01158,R3727,1.0,18,,23,5,.,136,1,W,,
03BR01159,R3785,1.0,18,,31,2,.,139,2,W,,
03BR01160,R3794,1.0,18,,32,2,.,156,2,W,,
03BR01161,R3773,1.0,18,,28,5,.,140,1,W,,
03BR01162,R3772,1.0,18,,27,5,.,160,2,W,,
03BR01163,R4004,1.0,18,,46,2,.,133,2,W,,
03BR01164,R4006,1.0,18,PLACENTITIS,47,2,.,123,2,W,,
03BR01165,R2103,3.0,12,?BAG, 8,2,.,133,4,W,,
03BR01166,R2102,3.0,10,, 7,2,.,159,4,W,,
03BR01167,R2166,2.0,13,4TEATS, 1,2,.,163,1,W,,
03BR01168,R2183,2.0,12,4TEATS, 3,2,.,143,2,W,,
03BR01169,R2182,2.0,13,"X, PROD.",X,O,.,162,2,.,95,
03BR01170,R2173,2.0,13,ENTR, 2,2,.,162,2,W,,
03BR01171,R2031,3.0,12,ENTR,31R,1,.,180,1,W,,
03BR01172,R2033,3.0,13,2 BY VET,33R,1,.,161,1,W,,
03BR01173,R2036,3.0,12,H2, 3,2,.,187,4,W,,
03BR01174,R2032,3.0,12,,32R,1,.,170,2,W,,
03BR01175,R2054,3.0,10,,34R,1,.,172,1,W,,
03BR01176,R2072,3.0,13,, 4,2,.,170,2,W,,
03BR01177,R2078,3.0,10,, 5,2,.,187,1,W,,
03BR01178,R2079,3.0,10,, 6,2,.,193,5,W,,
03BR01179,R2316,2.0,13,,32R,1,.,149,2,W,,
03BR01180,R2330,2.0,12,,15,5,.,165,1,W,,
03BR01181,R2341,2.0,10,,16,5,.,181,5,W,,
03BR01182,R2346,2.0,12,4TEATS,17,5,.,162,1,W,,
03BR01183,R2358,2.0,11,,18,5,.,147,1,W,,
03BR01184,R2357,2.0,11,THIN,33R,1,.,162,1,W,,
03BR01185,R2360,2.0,11,,21,5,.,151,1,W,,
03BR01186,R2365,2.0,11,,32R,1,.,147,2,W,,
03BR01187,R2322,2.0,13,,34R,1,.,149,2,W,,
03BR01188,R2328,2.0,13,,14,5,.,142,2,W,,
03BR01189,R2384,2.0,11,"2"" BLK. L.EYE",25,5,.,145,1,W,,
03BR01190,R2393,2.0,13,,26,5,.,155,1,W,,
03BR01191,R2396,2.0,10,,27,5,.,207,1,W,,
03BR01192,R2398,2.0,10,,28,5,.,169,2,W,,
03BR01193,R2374,2.0,13,4TEATS,22,5,.,136,2,W,,None
03BR01194,R2378,2.0,12,,24,5,.,162,2,W,,
03BR01195,R2377,2.0,12,4TEATS,23,5,.,155,2,W,,
03BR01196,R2401,2.0,10,,31,2,.,143,1,W,,
03BR01197,R2403,2.0,13,,32,2,.,134,1,W,,
03BR01198,R2409,2.0,13,ENTR,31R,1,.,164,2,W,,
03BR01199,R2433,2.0,13,THIN,36,2,.,129,2,W,,
03BR01200,R2432,2.0,13,4TEATS,35,2,.,162,1,W,,
03BR01201,R2438,2.0,13,,38,2,.,174,5,W,,
03BR01202,R2437,2.0,13,ENTR,37,2,.,156,2,W,,
03BR01203,R2441,2.0,11,,41,2,.,139,2,W,,
03BR01204,R2446,2.0,11,,42,2,.,133,1,W,,
03BR01205,R2458,2.0,13,,43,2,.,163,2,W,,
03BR01206,R2468,2.0,12,ASSISTED,33R,1,.,155,2,W,,
03BR01207,R2426,2.0,10,ENTR,33,2,.,169,2,W,,
03BR01208,R2427,2.0,10,,34,2,.,172,1,W,,
03BR01209,R2475,2.0,13,HAIRY,44,2,.,138,2,W,,
03BR01210,R2476,2.0,10,,45,2,.,163,1,W,,
03BR01211,R2513,2.0,13,4TEATS, 2,2,.,144,1,W,,
03BR01212,R2518,2.0,13,, 3,2,.,145,2,W,,
03BR01213,R2501,2.0,13,4TEATS,47,2,.,154,1,W,,
03BR01214,R2500,2.0,11,,46,2,.,168,1,W,,
03BR01215,R2502,2.0,13,4TEATS,48,2,.,150,2,W,,
03BR01216,R2508,2.0,10,RUGGED.155inb, 1,2,.,168,1,W,,
03BR01217,R2507,2.0,13,,34R,1,.,164,1,W,,
03BR01218,R2537,2.0,12,, 7,2,.,150,2,W,,
03BR01219,R2541,2.0,13,, 8,2,.,161,2,W,,
03BR01220,R2549,2.0,12,ENTR, 1,2,.,171,1,W,,
03BR01221,R2550,2.0,12,, 2,2,.,158,2,W,,
03BR01222,R2555,2.0,10,4TEATS, 3,2,.,172,1,W,,
