UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
18BR00022,H8209,5.0,,.,32,1,,174,H,162,1010,W,1,,30,176,1106,204,0117
18BR00023,H8248,5.0,,BlackInWool,34,1,0,189,D,175,1009,W,1,,30,179,1106,198,0117
18BR00024,H8262,5.0,,L.T.,13,1,7,185,1,174,1010,W,1,,30,179,1106,191,0117
18BR00025,H8293,5.0,,HD.LUMP.LFLAN,10,1,0,176,1,162,1009,W,1,,30,177,1106,199,0117
18BR00026,H8307,5.0,,WARTS,6,1,,182,1,175,1009,W,1,,30,177,1106,204,0117
18BR00027,H8317,5.0,,.,7,1,0,185,2,180,1010,W,1,,30,183,1106,209,0117
18BR00028,H8328,5.0,,.,36,1,,186,1,180,1009,W,1,,30,189,1106,198,0117
18BR00029,H8410,5.0,,LowMilkOxytoc,37,1,7,153,2,147,1009,W,1,,30,155,1106,175,0117
18BR00030,H8450,5.0,,.,38,1,0,186,2,174,1009,W,1,,30,177,1106,196,0117
18BR00031,H8452,5.0,,LHToeUlcer,37,1,7,189,2,188,1009,W,1,,30,195,1106,213,0117
18BR00032,H8468,4.0,,.,35,1,,165,1,147,1010,W,1,,30,156,1106,168,0115
18BR00033,H8491,4.0,,CHUNKS,10,1,0,186,1,173,1010,W,1,,30,178,1106,217,0117
18BR00034,H8492,4.0,,.,35,1,,174,2,162,1009,W,1,,30,169,1106,189,0117
18BR00035,H8495,4.0,,.,33,1,7,183,1,183,1009,W,1,,30,190,1106,213,0117
18BR00036,H8511,4.0,,.,12,1,0,167,2,161,1010,W,1,,30,167,1106,196,0117
18BR00037,H8514,4.0,,.,14,1,0,155,1,143,1009,W,1,,30,151,1106,190,0117
18BR00038,H8519,4.0,,.,5,1,,168,1,163,1009,W,1,,30,168,1106,177,0117
18BR00039,H8524,4.0,,.,38,1,7,158,1,146,1009,W,1,,30,149,1106,178,0117
18BR00040,H8530,4.0,,WEAK,32,1,,164,1,154,1009,W,1,,30,165,1106,179,0117
18BR00041,H8540,4.0,,.,34,1,0,185,2,162,1010,W,1,,30,178,1106,191,0115
18BR00042,H8545,4.0,,.,31,1,0,186,2,158,1010,W,1,,30,182,1106,217,0117
18BR00043,H8547,4.0,,.,34,1,,177,1,,,0,7,97,30,,,,
18BR00044,H8571,4.0,,.,6,1,0,185,1,171,1010,W,1,,30,172,1106,210,0117
18BR00045,H8591,4.0,,LameLH,7,1,0,200,2,184,1010,W,1,,30,185,1106,219,0117
18BR00046,H8601,4.0,,.,31,1,0,199,1,172,1010,W,1,,30,187,1106,201,0117
18BR00047,H8602,4.0,,.,34,1,0,182,1,169,1010,W,1,,30,166,1106,189,0117
18BR00048,H8615,4.0,,.,8,1,7,239,D,222,1010,W,1,,30,229,1106,243,0117
18BR00049,H8620,4.0,,.,36,1,0,167,1,178,1010,W,1,,30,174,1106,199,0117
18BR00050,H8640,4.0,,.,34,1,,173,1,165,1010,W,1,,30,174,1106,215,0117
18BR00051,H8664,4.0,,.,36,1,,191,1,179,1010,W,1,,30,178,1106,209,0117
18BR00052,H8668,4.0,,.,35,1,0,169,2,158,1009,W,1,,30,165,1106,204,0117
18BR00053,H8687,4.0,,.,31,1,,202,1,197,1009,W,1,,30,206,1106,241,0117
18BR00054,H8691,4.0,,.,9,1,0,142,1,124,1009,W,1,,30,114,1106,127,0115
18BR00055,H8694,4.0,,.,37,1,0,193,2,174,1010,W,1,,30,186,1106,212,0117
18BR00056,H8697,4.0,,.,36,1,0,177,1,157,1010,W,1,,30,169,1106,191,0117
18BR00057,H8709,4.0,,.,37,1,,186,1,171,1010,W,1,,30,174,1106,194,0117
18BR00058,H8721,4.0,,.,32,1,0,189,1,178,1009,W,1,,30,185,1106,,
18BR00059,H8722,4.0,,.,10,1,7,183,1,166,1010,W,1,,30,163,1106,197,0117
18BR00060,H8760,4.0,,.,38,1,0,175,1,161,1010,W,1,,30,166,1106,199,0117
18BR00061,H8765,4.0,,.,32,1,,162,2,160,1010,W,1,,30,169,1106,205,0117
18BR00062,H8786,4.0,,.,33,1,0,163,2,162,1009,W,1,,30,166,1106,185,0117
18BR00063,H8809,4.0,,.,32,1,0,171,1,161,1010,W,1,,30,171,1106,189,0117
18BR00064,H8822,4.0,,.,38,1,,178,1,168,1009,W,1,,30,169,1106,210,0117
18BR00065,H8829,4.0,,.,33,1,0,197,2,182,1010,W,1,,30,189,1106,188,0115
18BR00066,H8838,3.0,,.,11,1,7,183,1,167,1010,W,1,,30,176,1106,207,0117
18BR00067,H8860,3.0,,WARTS,35,1,0,164,2,144,1009,W,1,,30,157,1106,179,0117
18BR00068,H8863,3.0,,.,31,1,0,216,2,189,1009,W,6,01,30,200,1106,,
18BR00069,H8866,3.0,,SM.BAG,12,1,0,163,1,157,1009,W,1,,30,156,1106,205,0115
18BR00070,H8872,3.0,,BIGTEATS,33,1,0,193,2,184,1010,W,1,,30,183,1106,183,0115
18BR00071,H8874,3.0,,.,31,1,7,179,1,167,1010,W,1,,30,172,1106,193,0117
18BR00072,H8892,3.0,,.,32,1,0,186,H,178,1009,W,1,,30,182,1106,204,0117
18BR00073,H8908,3.0,,.,37,1,0,198,1,176,1009,W,1,,30,180,1106,207,0117
18BR00074,H8909,3.0,,.,13,1,0,167,2,161,1009,W,1,,30,166,1106,190,0117
18BR00075,H8914,3.0,,.,34,1,0,194,1,178,1009,W,1,,30,193,1106,232,0117
18BR00076,H8925,3.0,,.,38,1,0,167,1,150,1010,W,1,,30,157,1106,195,0117
18BR00077,H8927,3.0,,LTS,32,1,0,177,1,161,1010,W,1,,30,180,1106,201,0117
18BR00078,H8931,3.0,,.,36,1,7,171,2,161,1010,W,1,,30,175,1106,194,0117
18BR00079,H8933,3.0,,.,35,1,,200,1,187,1009,W,1,,30,193,1106,211,0117
18BR00080,H8939,3.0,,.,33,1,,178,1,171,1010,W,1,,30,179,1106,200,0117
18BR00081,H8946,3.0,,.,14,1,0,202,D,196,1010,W,1,,30,206,1106,235,0117
18BR00082,H8953,3.0,,LTS,5,1,0,161,2,156,1010,W,1,,30,171,1106,217,0117
18BR00083,H8955,3.0,,.,38,1,0,198,1,176,1009,W,1,,30,183,1106,220,0117
18BR00084,H8958,3.0,,.,32,1,0,200,H,196,1009,W,1,,30,197,1106,224,0117
18BR00085,H8973,3.0,,.,6,1,0,180,2,178,1009,W,1,,30,180,1106,200,0117
18BR00086,H8981,3.0,,RP,37,1,0,209,D,201,1009,W,1,,30,204,1106,232,0117
18BR00087,H8988,3.0,,ADRU Term,31,1,0,211,D,201,1009,W,1,,30,207,1106,232,0117
18BR00088,H9007,3.0,,.,34,1,0,175,2,166,1009,W,1,,30,168,1106,195,0117
18BR00089,H9009,3.0,,OKFORONE,37,1,0,212,H,201,1009,W,1,,30,207,1106,228,0117
18BR00090,H9012,3.0,,RSMORE,35,1,0,165,1,157,1009,W,1,,30,165,1106,188,0117
18BR00091,H9013,3.0,,.,36,1,0,209,H,198,1009,W,1,,30,206,1106,222,0117
18BR00092,H9025,3.0,,.,33,1,7,193,D,184,1010,W,1,,30,205,1106,217,0117
18BR00093,H9042,3.0,,.,37,1,0,154,1,131,1009,W,1,,30,130,1106,127,0115
18BR00094,H9047,3.0,,RSDBAD,7,1,,176,1,171,1010,W,1,,30,173,1106,198,0115
18BR00095,H9050,3.0,,.,38,1,,178,H,173,1010,W,1,,30,174,1106,197,0117
18BR00096,H9051,3.0,,.,8,1,,185,2,172,1010,W,1,,30,173,1106,209,0117
18BR00097,H9055,3.0,,.,34,1,0,165,2,156,1009,W,1,,30,165,1106,177,0115
18BR00098,H9060,3.0,,.,36,1,0,171,1,164,1010,W,1,,30,174,1106,204,0117
18BR00099,H9062,3.0,,LameRF,31,1,0,177,1,165,1009,W,1,,30,175,1106,204,0117
18BR00100,H9066,3.0,,.,34,1,0,224,1,201,1009,W,1,,30,208,1106,239,0117
18BR00101,H9067,3.0,,.,9,1,,178,2,173,1009,W,1,,30,172,1106,187,0117
18BR00102,H9069,3.0,,.,10,1,0,165,1,158,1009,W,1,,30,169,1106,208,0117
18BR00103,H9072,3.0,,.,11,1,0,183,D,175,1009,W,1,,30,177,1106,194,0117
18BR00104,H9074,3.0,,.,12,1,0,140,1,134,1009,W,1,,30,143,1106,172,0117
18BR00105,H9094,3.0,,.,32,1,7,206,1,183,1009,W,1,,30,193,1106,215,0117
18BR00106,H9095,3.0,,LTS,38,1,7,209,1,187,1009,W,1,,30,194,1106,237,0117
18BR00107,H9108,3.0,,.,13,1,0,145,2,136,1009,W,1,,30,136,1106,153,0117
18BR00108,H9117,3.0,,DYSTOCIA,33,1,0,212,D,199,1009,W,1,,30,209,1106,227,0117
18BR00109,H9129,3.0,,.,31,1,0,154,H,147,1009,W,1,,30,149,1106,163,0115
18BR00110,H9134,3.0,,.,35,1,,185,1,168,1009,W,1,,30,182,1106,202,0117
18BR00111,H9149,3.0,,.,36,1,,210,1,200,1009,W,1,,30,201,1106,222,0115
18BR00112,H9158,3.0,,.,14,1,7,162,1,156,1009,W,1,,30,163,1106,183,0117
18BR00113,H9167,3.0,,RToeAbscess,33,1,7,149,1,144,1010,W,1,,30,154,1106,187,0117
18BR00114,H9170,3.0,,.,32,1,0,205,H,199,1009,W,1,,30,202,1106,237,0117
18BR00115,H9172,3.0,,.,33,1,0,205,H,197,1010,W,1,,30,207,1106,221,0115
18BR00116,H9173,3.0,,WEAK,5,1,0,187,2,175,1010,W,1,,30,183,1106,211,0117
18BR00117,H9193,3.0,,.,35,1,,194,H,177,1009,W,1,,30,189,1106,213,0117
18BR00118,H9194,3.0,,SM BAG,37,1,0,193,1,180,1010,W,1,,30,190,1106,221,0117
18BR00119,H9195,3.0,,.,6,1,0,180,1,175,1009,W,1,,30,178,1106,210,0115
18BR00120,H9199,3.0,,"Hernia,Rupt.",36,1,0,177,H,169,1009,W,6,66,30,,,,
18BR00121,H9200,3.0,,ADRU Term,7,1,0,171,D,160,1009,W,1,,30,152,1106,152,0117
18BR00122,H9216,3.0,,RTITLG,8,1,0,160,1,154,1009,W,1,,30,152,1106,188,0117
18BR00123,H9221,3.0,,.,37,1,0,168,H,155,1009,W,1,,30,166,1106,189,0115
18BR00124,H9225,3.0,,VSICK,9,1,0,197,D,188,1009,W,1,,30,183,1106,198,0117
18BR00125,H9229,3.0,,.,34,1,,209,H,193,1009,W,1,,30,204,1106,221,0117
18BR00126,H9230,3.0,,.,37,1,,233,1,216,1010,W,1,,30,224,1106,249,0117
18BR00127,H9231,3.0,,.,38,1,0,202,2,189,1009,W,1,,30,196,1106,230,0117
18BR00128,H9232,3.0,,.,31,1,0,176,2,168,1009,W,1,,30,185,1106,201,0117
18BR00129,H9237,3.0,,.,35,1,0,212,1,190,1010,W,1,,30,193,1106,223,0117
18BR00130,H9240,3.0,,.,32,1,0,198,1,180,1010,W,1,,30,182,1106,197,0117
18BR00131,H9243,3.0,,.,35,1,7,182,1,158,1010,W,1,,30,167,1106,205,0117
18BR00132,H9251,3.0,,.,36,1,0,163,D,156,1009,W,1,,30,150,1106,171,0117
18BR00133,H9270,3.0,,.,38,1,0,184,2,167,1010,W,1,,30,176,1106,215,0117
18BR00134,H9272,2.0,,.,10,1,0,153,2,145,1009,W,1,,30,150,1106,171,0117
18BR00135,H9279,2.0,,.,31,1,0,177,1,163,1010,W,1,,30,182,1106,174,0117
18BR00136,H9288,2.0,,.,32,1,,169,2,150,1010,W,1,,30,165,1106,176,0115
18BR00137,H9290,2.0,,RHLame,11,1,0,160,1,151,1009,W,1,,30,160,1106,187,0117
18BR00138,H9292,2.0,,.,34,1,0,180,1,162,1010,W,1,,30,173,1106,211,0117
18BR00139,H9293,2.0,,.,35,1,7,202,2,191,1009,W,1,,30,191,1106,221,0117
18BR00140,H9296,2.0,,.,12,1,,155,1,157,1009,W,1,,30,160,1106,174,0117
18BR00141,H9299,2.0,,.,33,1,0,169,1,162,1009,W,1,,30,172,1106,206,0117
18BR00142,H9300,2.0,,.,13,1,0,200,2,171,1009,W,1,,30,188,1106,224,0117
18BR00143,H9306,2.0,,.,34,1,0,199,2,183,1009,W,1,,30,197,1106,220,0117
18BR00144,H9310,2.0,,.,38,1,7,161,1,143,1010,W,1,,30,154,1106,183,0117
18BR00145,H9312,2.0,,.,14,1,7,151,1,142,1009,W,1,,30,147,1106,165,0117
18BR00146,H9315,2.0,,.,5,1,0,147,1,151,1009,W,1,,30,145,1106,188,0117
18BR00147,H9317,2.0,,.,33,1,,194,1,179,1009,W,1,,30,191,1106,207,0117
18BR00148,H9322,2.0,,.,37,1,0,185,1,171,1010,W,1,,30,172,1106,205,0117
18BR00149,H9325,2.0,,.,32,1,7,166,1,155,1010,W,1,,30,166,1106,189,0117
18BR00150,H9327,2.0,,.,33,1,0,155,2,135,1010,W,1,,30,139,1106,156,0115
18BR00151,H9339,2.0,,SMBAG,6,1,,176,2,157,1009,W,1,,30,162,1106,195,0117
18BR00152,H9341,2.0,,.,7,1,,178,1,174,1010,W,1,,30,176,1106,208,0117
18BR00153,H9346,2.0,,.,8,1,0,175,1,157,1009,W,1,,30,161,1106,199,0117
18BR00154,H9356,2.0,,.,9,1,0,153,1,149,1010,W,1,,30,153,1106,190,0117
18BR00155,H9357,2.0,,.,36,1,0,162,1,155,1009,W,1,,30,156,1106,183,0117
18BR00156,H9358,2.0,,.,10,1,0,172,1,162,1010,W,1,,30,166,1106,167,0117
18BR00157,H9359,2.0,,.,33,1,,153,1,139,1009,W,1,,30,145,1106,151,0117
18BR00158,H9370,2.0,,.,11,1,0,161,2,150,1009,W,1,,30,153,1106,177,0117
18BR00159,H9380,2.0,,.,31,1,7,175,1,160,1009,W,1,,30,168,1106,199,0117
18BR00160,H9383,2.0,,.,12,1,,180,2,177,1009,W,1,,30,174,1106,208,0117
18BR00161,H9385,2.0,,.,13,1,,168,1,161,1009,W,1,,30,160,1106,195,0117
18BR00162,H9393,2.0,,.,35,1,0,179,1,163,1010,W,1,,30,164,1106,149,0115
18BR00163,H9403,2.0,,.,14,1,0,179,2,171,1009,W,1,,30,177,1106,209,0117
18BR00164,H9415,2.0,,.,38,1,0,163,1,158,1010,W,1,,30,166,1106,193,0117
18BR00165,H9416,2.0,,.,5,1,7,153,2,151,1009,W,1,,30,146,1106,184,0117
18BR00166,H9419,2.0,,.,34,1,7,172,2,158,1009,W,1,,30,173,1106,200,0117
18BR00167,H9423,2.0,,.,6,1,0,144,H,142,1009,W,1,,30,149,1106,183,0117
18BR00168,H9424,2.0,,.,36,1,0,169,1,152,1009,W,1,,30,160,1106,189,0117
18BR00169,H9429,2.0,,.,7,1,,171,1,164,1009,W,1,,30,165,1106,197,0117
18BR00170,H9430,2.0,,.,37,1,,202,1,190,1009,W,1,,30,194,1106,208,0115
18BR00171,H9432,2.0,,.,8,1,,118,1,106,1009,W,1,,30,114,1106,135,0117
18BR00172,H9435,2.0,,.,9,1,0,167,2,157,1010,W,1,,30,162,1106,178,0117
18BR00173,H9436,2.0,,1ST.H.SCRS,36,1,,182,D,171,1009,W,1,,30,175,1106,191,0117
18BR00174,H9437,2.0,,.,37,1,,180,2,162,1010,W,1,,30,171,1106,195,0117
18BR00175,H9438,2.0,,LTS,31,1,0,213,1,197,1010,W,1,,30,204,1106,193,0115
18BR00176,H9439,2.0,,.,34,1,0,193,2,161,1009,W,1,,30,179,1106,183,0115
18BR00177,H9443,2.0,,2ND.SCRS,38,1,7,212,D,195,1009,W,1,,30,193,1106,222,0117
18BR00178,H9448,2.0,,3RD,38,1,0,207,D,197,1009,W,1,,30,195,1106,207,0117
18BR00179,H9455,2.0,,.,37,1,0,175,1,157,1009,W,1,,30,162,1106,194,0117
18BR00180,H9460,2.0,,.,32,1,,161,2,154,1010,W,1,,30,160,1106,186,0117
18BR00181,H9465,2.0,,NoPush.LHToeA,35,1,,131,H,121,1010,W,1,,30,129,1106,161,0117
18BR00182,H9470,2.0,,.,10,1,0,200,1,193,1010,W,1,,30,196,1106,229,0117
18BR00183,H9471,2.0,,.,11,1,0,158,1,147,1010,W,1,,30,151,1106,180,0117
18BR00184,H9472,2.0,,.,12,1,0,156,1,155,1009,W,1,,30,158,1106,185,0117
18BR00185,H9482,2.0,,.,33,1,0,134,1,132,1009,W,1,,30,135,1106,169,0117
18BR00186,H9488,2.0,,.,31,1,0,193,1,168,1010,W,1,,30,185,1106,201,0117
18BR00187,H9497,2.0,,.,34,1,,149,1,140,1010,W,1,,30,167,1106,186,0117
18BR00188,H9501,2.0,,LUMP ON JAW,33,1,0,173,2,156,1010,W,1,,30,169,1106,205,0117
18BR00189,H9504,2.0,,.,32,1,0,165,1,155,1009,W,1,,30,166,1106,193,0117
18BR00190,H9510,2.0,,.,13,1,0,220,2,209,1009,W,1,,30,223,1106,228,0117
18BR00191,H9512,2.0,,.,34,1,0,178,2,172,1010,W,1,,30,174,1106,205,0117
18BR00192,H9516,2.0,,.,14,1,0,163,1,156,1010,W,1,,30,163,1106,198,0117
18BR00193,H9525,2.0,,.,31,1,0,173,H,156,1009,W,1,,30,165,1106,189,0117
18BR00194,H9528,2.0,,.,32,1,0,190,D,182,1009,W,1,,30,178,1106,195,0117
18BR00195,H9537,2.0,,.,35,1,0,158,1,139,1010,W,1,,30,156,1106,185,0117
18BR00196,H9544,2.0,,.,36,1,0,153,2,136,1010,W,1,,30,150,1106,174,0117
18BR00197,H9548,2.0,,.,35,1,0,165,1,153,1010,W,1,,30,166,1106,191,0117
18BR00198,H9549,2.0,,.,38,1,0,136,1,122,1010,W,1,,30,136,1106,160,0117
18BR00199,H9551,2.0,,.,5,1,,165,1,164,1009,W,1,,30,156,1106,197,0117
18BR00200,H9553,2.0,,.,36,1,,168,1,161,1009,W,1,,30,164,1106,195,0117
18BR00201,H9583,1.0,,.,31,1,0,151,D,146,1009,W,1,,30,147,1106,177,0117
18BR00202,H9584,1.0,,.,33,1,,139,1,131,1009,W,1,,30,134,1106,171,0117
18BR00203,H9587,1.0,,.,32,1,0,172,D,156,1009,W,1,,30,155,1106,173,0115
18BR00204,H9591,1.0,,.,33,1,7,147,D,147,1010,W,1,,30,150,1106,178,0117
18BR00205,H9597,1.0,,.,36,1,,158,1,150,1010,W,1,,30,158,1106,193,0117
18BR00206,H9598,1.0,,.,38,1,,146,1,143,1009,W,1,,30,136,1106,175,0117
18BR00207,H9599,1.0,,.,32,1,,179,D,169,1010,W,1,,30,179,1106,202,0117
18BR00208,H9600,1.0,,.,6,1,0,147,1,141,1009,W,1,,30,141,1106,174,0117
18BR00209,H9605,1.0,,.,32,1,0,161,D,152,1010,W,1,,30,153,1106,185,0117
18BR00210,H9606,1.0,,Uveitis,38,1,,167,D,155,1010,W,1,,30,161,1106,174,0117
18BR00211,H9610,1.0,,.,7,1,0,121,H,112,1009,W,1,,30,123,1106,160,0117
18BR00212,H9612,1.0,,.,31,1,0,147,1,134,1009,W,1,,30,146,1106,166,0117
18BR00213,H9614,1.0,,.,31,1,0,133,1,133,1009,W,1,,30,142,1106,163,0117
18BR00214,H9617,1.0,,.,33,1,0,132,1,123,1009,W,1,,30,135,1106,167,0117
18BR00215,H9629,1.0,,BloodVagDisch,33,1,0,143,D,135,1009,W,1,,30,136,1106,140,0117
18BR00216,H9630,1.0,,.,33,1,0,152,1,138,1009,W,1,,30,150,1106,168,0117
18BR00217,H9634,1.0,,NO.LAMBS,35,1,0,147,D,142,1009,W,1,,30,144,1106,169,0117
18BR00218,H9636,1.0,,.,34,1,0,132,1,122,1010,W,1,,30,134,1106,160,0117
18BR00219,H9637,1.0,,.,8,1,0,133,1,124,1009,W,1,,30,131,1106,158,0117
18BR00220,H9647,1.0,,.,35,1,0,173,2,155,1009,W,1,,30,166,1106,190,0117
18BR00221,H9648,1.0,,LameLeft,35,1,0,131,H,127,1009,W,1,,30,136,1106,138,0115
18BR00222,H9649,1.0,,.,9,1,0,128,1,120,1009,W,1,,30,120,1106,128,0115
18BR00223,H9650,1.0,,SMBAG,10,1,0,174,1,164,1009,W,1,,30,172,1106,184,0117
18BR00224,H9653,1.0,,.,32,1,0,180,2,171,1009,W,1,,30,179,1106,199,0117
18BR00225,H9661,1.0,,NOT.DILATED,11,1,7,168,D,162,1010,W,1,,30,171,1106,175,0117
18BR00226,H9663,1.0,,.,36,1,0,186,D,172,1009,W,1,,30,182,1106,213,0117
18BR00227,H9672,1.0,,.,31,1,0,129,D,110,1009,W,1,,30,122,1106,156,0117
18BR00228,H9673,1.0,,.,34,1,7,195,D,183,1009,W,1,,30,189,1106,210,0117
18BR00229,H9677,1.0,,.,12,1,0,116,1,101,1009,W,1,,30,111,1106,139,0117
18BR00230,H9683,1.0,,.,13,1,0,138,1,129,1010,W,1,,30,131,1106,166,0117
18BR00231,H9686,1.0,,.,38,1,0,151,D,143,1009,W,1,,30,140,1106,164,0117
18BR00232,H9689,1.0,,.,38,1,0,163,1,145,1009,W,1,,30,147,1106,184,0117
18BR00233,H9692,1.0,,.,38,1,0,152,1,149,1010,W,1,,30,154,1106,178,0117
18BR00234,H9694,1.0,,OKFORONE,36,1,0,134,1,129,1010,W,1,,30,135,1106,161,0117
18BR00235,H9697,1.0,,.,14,1,7,164,2,152,1009,W,1,,30,161,1106,185,0117
18BR00236,H9698,1.0,,.,5,1,0,162,2,154,1009,W,1,,30,151,1106,155,0115
18BR00237,H9707,1.0,,.,34,1,0,151,1,145,1010,W,1,,30,154,1106,171,0117
18BR00238,H9708,1.0,,.,34,1,0,154,2,144,1009,W,1,,30,155,1106,177,0117
18BR00239,H9709,1.0,,HighTempTx,36,1,,169,D,157,1009,W,1,,30,163,1106,157,0117
18BR00240,H9714,1.0,,.,6,1,0,167,1,146,1009,W,1,,30,147,1106,188,0117
18BR00241,H9715,1.0,,.,37,1,,133,1,125,1010,W,1,,30,127,1106,145,0117
18BR00242,H9718,1.0,,PINK,7,1,0,161,D,152,1010,W,1,,30,156,1106,184,0117
18BR00243,H9720,1.0,,.,37,1,0,133,1,121,1009,W,1,,30,125,1106,143,0117
18BR00244,H9722,1.0,,.,8,1,,154,1,146,1009,W,1,,30,145,1106,178,0117
18BR00245,H9725,1.0,,.,37,1,7,187,2,173,1010,W,1,,30,186,1106,224,0117
18BR00246,H9728,1.0,,.,9,1,0,178,D,172,1010,W,1,,30,179,1106,201,0117
18BR00247,H9732,1.0,,.,10,1,,140,1,129,1010,W,1,,30,131,1106,168,0117
18BR00248,H9739,1.0,,.,35,1,,151,D,143,1010,W,1,,30,151,1106,168,0117
18BR00249,H9740,1.0,,SM.BAG,11,1,,145,2,135,1009,W,1,,30,140,1106,166,0117
18BR00250,H9745,1.0,,.,12,1,0,133,1,124,1009,W,1,,30,130,1106,157,0117
18BR00251,H9747,1.0,,SMBAG,13,1,7,131,2,127,1010,W,1,,30,129,1106,163,0117
18BR00252,H9750,1.0,,.,31,1,0,129,D,125,1010,W,1,,30,139,1106,152,0117
18BR00253,H9754,1.0,,.,31,1,0,164,2,151,1009,W,1,,30,160,1106,194,0117
18BR00254,H9756,1.0,,.,37,1,0,167,1,160,1009,W,1,,30,167,1106,155,0117
18BR00255,H9762,1.0,,.,36,1,7,169,1,158,1010,W,1,,30,163,1106,196,0117
18BR00256,H9766,1.0,,.,14,1,,180,2,177,1010,W,1,,30,183,1106,212,0117
18BR00257,H9767,1.0,,H.P,37,1,,198,D,194,1009,W,1,,30,193,1106,188,0117
18BR00258,H9773,1.0,,.,5,1,0,138,2,131,1010,W,1,,30,132,1106,153,0115
18BR00259,H9779,1.0,,.,37,1,,177,1,168,1009,W,1,,30,168,1106,194,0115
18BR00260,H9781,1.0,,SM.BAG,34,1,0,152,1,144,1009,W,1,,30,152,1106,184,0117
18BR00261,H9789,1.0,,OK.FOR.ONE,38,1,0,162,1,150,1009,W,1,,30,152,1106,163,0117
18BR00262,H9791,1.0,,SM.BAG,35,1,,142,1,132,1009,W,1,,30,142,1106,179,0117
18BR00263,H9793,1.0,,.,34,1,,160,2,141,1009,W,1,,30,153,1106,185,0117
18BR00264,H9795,1.0,,Scours,35,1,7,142,D,134,1010,W,1,,30,141,1106,165,0117
18BR00265,H9796,1.0,,.,6,1,0,146,2,136,1009,W,1,,30,143,1106,172,0117
18BR00266,H9807,1.0,,.,37,1,0,152,1,138,1010,W,1,,30,145,1106,179,0117
18BR00267,H9812,1.0,,.,32,1,0,174,1,151,1010,W,1,,30,166,1106,198,0117
18BR00268,H9814,1.0,,RP,31,1,,140,1,140,1009,W,1,,30,142,1106,176,0117
18BR00269,H9816,1.0,,.,7,1,,156,D,149,1010,W,1,,30,155,1106,163,0115
18BR00270,H9818,1.0,,SMBAG,8,1,0,129,2,122,1010,W,1,,30,123,1106,151,0117
18BR00271,H9833,1.0,,Nice ewe,38,1,,124,1,118,1009,W,1,,30,117,1106,162,0117
18BR00272,H9834,1.0,,WnwtMissed,33,1,,187,D,175,1010,W,1,,30,182,1106,207,0117
18BR00273,H9835,1.0,,.,9,1,7,147,2,129,1010,W,1,,30,139,1106,163,0117
18BR00274,H9841,1.0,,.,10,1,0,154,2,152,1009,W,1,,30,146,1106,176,0117
18BR00275,H9842,1.0,,Scours,38,1,0,165,D,154,1010,W,1,,30,157,1106,178,0117
18BR00276,H9846,1.0,,V.SM.BAG,31,1,0,156,D,150,1009,W,1,,30,160,1106,180,0117
18BR00277,H9848,1.0,,.,32,1,0,134,2,127,1009,W,1,,30,132,1106,164,0117
