UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
15BR00001,H4591,6.0,,,29,1,,180,1,W,1,,30,179,1109,190,0204
15BR00002,H4823,6.0,,Saved; nice,29,1,,220,1,W,1,,30,220,1109,257,0204
15BR00003,H4891,6.0,,BLOODLSD.OKNO,31,1,,135,1,W,1,,30,147,1109,158,0204
15BR00004,H5213,6.0,,Missed'15Spwt,32,1,,139,1,W,1,,30,141,1109,166,0204
15BR00005,H5319,6.0,,TerminalOnly,32,1,,184,2,W,1,,30,191,1109,10,0204
15BR00006,H5430,6.0,,,30,1,,153,1,W,1,,30,155,1109,177,0204
15BR00007,H5484,6.0,,RP,29,1,,174,2,W,1,,30,183,1109,220,0204
15BR00008,H5570,5.0,,.,30,1,0,166,1,W,1,,30,166,1109,200,0204
15BR00009,H5592,5.0,,4TEATS,32,1,0,150,2,W,1,,30,153,1109,179,0204
15BR00010,H5686,5.0,,In 10-25-13,32,1,0,152,2,W,1,,30,158,1109,185,0204
15BR00011,H5693,5.0,,.,31,1,0,147,1,W,1,,30,147,1109,154,0204
15BR00012,H5696,5.0,,.,31,1,0,157,1,W,1,,30,169,1109,195,0204
15BR00013,H5706,5.0,,4TEATS,33,1,0,166,1,W,1,,30,180,1109,199,0204
15BR00014,H5711,5.0,,TerminalOnly,12,1,0,154,1,W,1,,30,154,1109,179,0204
15BR00015,H5725,5.0,,TerminalOnly,21,1,0,169,1,W,1,,30,169,1109,208,0204
15BR00016,H5730,5.0,,SRS.MORE,31,1,0,178,1,W,1,,30,193,1109,216,0204
15BR00017,H5751,5.0,,TerminalOnly,3,1,0,162,2,W,1,,30,157,1109,183,0204
15BR00018,H5752,5.0,,TerminalOnly,15,1,0,163,1,W,1,,30,175,1109,176,0204
15BR00019,H5768,5.0,,TerminalOnly,22,1,0,169,1,W,1,,30,164,1109,189,0204
15BR00020,H5784,5.0,,TerminalOnly,1,1,0,184,2,W,1,,30,182,1109,217,0204
15BR00021,H5825,5.0,,NiceForTerm,13,1,0,164,1,W,1,,30,156,1109,,
15BR00022,H5842,5.0,,Bret Grp 3,31,1,0,166,1,W,1,,30,171,1109,202,0204
15BR00023,H5843,5.0,,In 10-25-13,33,1,0,150,1,W,1,,30,157,1109,179,0204
15BR00024,H5844,5.0,,WARTSBUTOK,29,1,0,171,1,W,1,,30,173,1109,200,0204
15BR00025,H5886,5.0,,TerminalOnly,23,1,0,161,1,W,1,,30,161,1109,198,0204
15BR00026,H5900,5.0,,TerminalOnly,2,1,0,163,2,W,1,,30,156,1109,202,0204
15BR00027,H5933,5.0,,TerminalOnly,14,1,0,185,1,W,1,,30,191,1109,209,0204
15BR00028,H5970,5.0,,NICE LAMB,30,1,0,168,1,W,1,,30,184,1109,228,0204
15BR00029,H5998,5.0,,TerminalOnly,24,1,0,213,1,W,1,,30,222,1109,261,0204
15BR00030,H6016,5.0,,TerminalOnly,4,1,0,161,2,W,1,,30,163,1109,144,0204
15BR00031,H6032,5.0,,RP,31,1,0,177,1,W,1,,30,176,1109,199,0204
15BR00032,H6037,5.0,,2@ONCE,29,1,0,143,1,W,1,,30,153,1109,169,0204
15BR00033,H6052,5.0,,2 4T,16,1,0,146,2,W,1,,30,140,1109,161,0204
15BR00034,H6058,5.0,,ORANGE DOT,33,1,0,149,1,W,1,,30,155,1109,179,0204
15BR00035,H6064,5.0,,H6065 TAG LOS,29,1,0,152,1,W,1,,30,150,1109,183,0204
15BR00036,H6068,5.0,,.,29,1,0,125,2,W,1,,30,130,1109,144,0204
15BR00037,H6094,5.0,,TerminalOnly,25,1,0,166,1,W,1,,30,175,1109,200,0204
15BR00038,H6120,5.0,,.,31,1,0,171,2,W,1,,30,179,1109,213,0204
15BR00039,H6167,5.0,,TerminalOnly,5,1,0,173,1,W,1,,30,167,1109,189,0204
15BR00040,H6177,5.0,,In 10-25-13,32,1,0,143,2,W,1,,30,146,1109,173,0204
15BR00041,H6244,5.0,,TerminalOnly,20,1,0,185,1,W,1,,30,186,1109,206,0204
15BR00042,H6262,5.0,,TerminalOnly,26,1,0,158,1,W,1,,30,157,1109,188,0204
15BR00043,H6272,5.0,,TerminalOnly,6,1,0,156,2,W,1,,30,164,1109,188,0204
15BR00044,H6381,5.0,,TerminalOnly,17,1,0,180,2,W,1,,30,160,1109,208,0204
15BR00045,H6388,5.0,,TerminalOnly,27,1,0,153,1,W,1,,30,163,1109,212,0204
15BR00046,H6438,5.0,,TerminalOnly,7,1,0,174,1,W,1,,30,179,1109,202,0204
15BR00047,H6480,5.0,,NiceForTerm,18,1,0,158,2,W,1,,30,153,1109,185,0204
15BR00048,H6526,5.0,,.,33,1,0,172,1,W,1,,30,175,1109,207,0204
15BR00049,H6539,4.0,,INCR.RR,30,1,0,167,1,W,1,,30,168,1109,199,0204
15BR00050,H6548,4.0,,.,30,1,0,174,1,W,1,,30,174,1109,209,0204
15BR00051,H6597,4.0,,SRS.MORE,31,1,0,154,2,W,1,,30,161,1109,191,0204
15BR00052,H6601,4.0,,4TEATS,32,1,0,185,1,W,1,,30,180,1109,215,0204
15BR00053,H6632,4.0,,TerminalOnly,28,1,0,141,1,W,1,,30,157,1109,174,0204
15BR00054,H6634,4.0,,TerminalOnly,8,1,0,130,1,W,1,,30,129,1109,154,0204
15BR00055,H6644,4.0,,TerminalOnly,19,1,0,144,1,W,1,,30,142,1109,176,0204
15BR00056,H6671,4.0,,TerminalOnly,21,1,0,157,1,W,1,,30,161,1109,168,0204
15BR00057,H6672,4.0,,TerminalOnly,3,1,0,177,1,W,1,,30,185,1109,230,0204
15BR00058,H6680,4.0,,TerminalOnly,12,1,0,183,1,W,1,,30,196,1109,227,0204
15BR00059,H6727,4.0,,TerminalOnly,22,1,0,155,1,W,1,,30,149,1109,172,0204
15BR00060,H6729,4.0,,TerminalOnly,1,1,0,146,1,W,1,,30,142,1109,177,0204
15BR00061,H6739,4.0,,TerminalOnly,15,1,0,123,1,W,1,,30,127,1109,154,0204
15BR00062,H6751,4.0,,TerminalOnly,23,1,0,153,1,W,1,,30,149,1109,173,0204
15BR00063,H6772,4.0,,TerminalOnly,2,1,0,172,1,W,1,,30,176,1109,206,0204
