UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,DISP
01BR00435,A3104,5.0,73,,PI,2,7,0,A,n,
01BR00436,A3105,5.0,73,ASSIST@BIRTH,PI,2,7,0,A,n,
01BR00437,A3132,5.0,ch,?SEMEN'97-98,AI,A,2,151,3,n,
01BR00438,A3140,5.0,73,,PI,2,7,0,A,n,
01BR00439,A3127,5.0,ch,,AI,A,2,125,2,n,
01BR00440,A3198,5.0,81,,01,2,0,146,1,W,
01BR00441,A3178,5.0,82,R.P.,21,2,0,185,2,W,
01BR00442,A3053,5.0,ch,,AI,A,2,183,1,n,
01BR00443,A3093,5.0,ch,,UI,2,2,175,A,W,
01BR00444,A3098,5.0,ch,,AI,A,2,171,2,n,
01BR00445,A3313,5.0,81,,03,2,0,141,1,W,
01BR00446,A3300,5.0,82,,42,2,0,154,1,W,
01BR00447,A3337,5.0,81,,04,2,0,169,1,W,
01BR00448,A3357,5.0,73,,54,2,7,175,5,W,
01BR00449,A3321,5.0,73,DIARRHEA 5/15,51,2,7,213,5,W,
01BR00450,A3388,5.0,81,,03,2,0,185,1,W,
01BR00451,A3372,5.0,ch,DYSTOCIA'97,UI,2,2,174,A,W,
01BR00452,A3432,5.0,81,,41,2,0,171,2,W,
01BR00453,A3464,5.0,81,HAIRY,43,2,0,207,5,W,
01BR00454,A3481,5.0,81,,03,2,0,207,5,W,
01BR00455,A3498,5.0,73,SPOILED BAG,UI,2,7,152,A,W,
01BR00456,A3516,5.0,ch,THIN,AI,A,2,146,3,n,
01BR00457,A3533,5.0,81,,02,2,0,195,5,W,
01BR00458,A3546,5.0,82,LTS,24,2,0,160,1,W,
01BR00459,A3551,5.0,81,,42,2,0,178,2,W,
01BR00460,A3550,5.0,81,SW.BAG,UI,2,0,209,A,W,
01BR00461,A3553,5.0,82,,26,2,0,193,1,W,
01BR00462,A3558,5.0,73,,PI,2,7,0,A,n,
01BR00463,A3564,5.0,73,"X, BAD EYES",53,2,7,166,1,W,XX
01BR00464,A3565,5.0,73,,PI,2,7,0,A,n,
01BR00465,A3587,5.0,82,,29,2,0,204,5,W,
01BR00466,A3619,5.0,82,"SUCK1SIDE, X",BI,A,0,188,2,n,
01BR00467,A3604,5.0,82,,30,2,0,153,2,W,
01BR00468,A3632,5.0,ch,LONG(MED)TAIL,AI,A,2,153,1,n,
01BR00469,A3637,5.0,82,NICE,27,2,0,167,2,W,
01BR00470,A3664,4.5,73,,51,2,7,166,1,W,
01BR00471,A3681,4.5,73,"VLTS, X",PI,2,7,0,A,n,
01BR00472,A3694,4.5,73,,54,2,7,140,2,W,
01BR00473,A3697,4.5,73,,42,2,7,156,1,W,
01BR00474,A3671,4.5,73,WORN,41,2,7,141,1,W,
01BR00475,A3675,4.5,73,,52,2,7,158,1,W,
01BR00476,A3679,4.5,73,HAIRY,54,2,7,200,5,W,
01BR00477,A3231,5.0,ch,,UI,2,2,155,A,W,
01BR00478,A3232,5.0,73,,PI,2,7,0,A,n,
01BR00479,A3248,5.0,81,,03,2,0,170,3,W,
01BR00480,A3249,5.0,ch,,UI,2,2,168,A,W,
01BR00481,A3229,5.0,ch,PREG? 2001,PI,2,2,0,A,n,
01BR00482,A3291,5.0,ch,"LT,R",AI,A,2,177,2,n,
01BR00483,A3293,5.0,82,"R.BLOODY,ok",25,2,0,189,5,W,
01BR00484,A3294,5.0,82,,28,2,0,182,5,W,
01BR00485,A3297,5.0,81,,01,2,0,155,1,W,
01BR00486,A3270,5.0,73,,52,2,7,178,2,W,
01BR00487,A3275,5.0,81,TRT EYE,04,2,0,190,2,W,
01BR00488,A3834,4.5,73,F4,PI,2,7,0,A,n,
01BR00489,A3836,4.5,73,,55,2,7,181,2,W,
01BR00490,A3854,4.5,73,,55,2,7,165,2,W,
01BR00491,A3867,4.5,73,,41,2,7,168,1,W,
01BR00492,A3824,4.5,73,,51,2,7,179,5,W,
01BR00493,A3827,4.5,73,R.SPOILED,BI,A,7,150,2,n,
01BR00494,A3881,4.5,73,,52,2,7,143,1,W,
01BR00495,A3895,4.5,73,PREG? 2001,PI,2,7,0,A,n,
01BR00496,A3932,4.5,73,,43,2,7,166,2,W,
01BR00497,A3953,4.5,73,WILD OLD,52,2,7,154,2,W,
01BR00498,A3952,4.5,73,,56,2,7,150,2,W,
01BR00499,A3969,4.5,73,,53,2,7,177,1,W,
01BR00500,A3703,4.5,73,,43,2,7,177,1,W,
01BR00501,A3708,4.5,73,"LT,SUCK1SIDE",55,2,7,149,1,W,
01BR00502,A3734,4.5,73,,41,2,7,179,2,W,
01BR00503,A3742,4.5,73,,42,2,7,182,5,W,
01BR00504,A3762,4.5,73,,43,2,7,137,2,W,
01BR00505,A3721,4.5,73,NICE,56,2,7,156,1,W,
01BR00506,A3729,4.5,73,FLTS,56,2,7,140,2,W,
01BR00507,A3788,4.5,73,,PI,2,7,0,A,n,
01BR00508,A3789,4.5,73,,55,2,7,160,2,W,
01BR00509,A3778,4.5,73,,54,2,7,171,5,W,
01BR00510,A4111,4.0,81,,04,2,0,156,1,W,
01BR00511,A4110,4.0,00,BRITCHY,01,2,0,175,5,W,
01BR00512,A4118,4.0,00,NICE,55,2,0,175,2,W,
01BR00513,A4133,4.0,81,,03,2,0,140,1,W,
01BR00514,A4134,4.0,81,,01,2,0,167,1,W,
01BR00515,A4128,4.0,81,,04,2,0,156,1,W,
01BR00516,A4129,4.0,73,,42,2,7,150,1,W,
01BR00517,A4180,4.0,00,TRT L.EYE,54,2,0,168,5,W,
01BR00518,A4187,4.0,00,"X THIN, SICK",55,2,0,144,1,W,XX
01BR00519,A4175,4.0,00,,53,2,0,173,2,W,
01BR00520,A4172,4.0,82,,29,2,0,163,5,W,
01BR00521,A4179,4.0,00,LT,56,2,0,150,1,W,
01BR00522,A4081,4.0,81,,41,2,0,172,2,W,
01BR00523,A4096,4.0,82,,25,2,0,162,2,W,
01BR00524,A4074,4.0,00,NICE EWE,53,2,0,139,1,W,
01BR00525,A4075,4.0,00,,54,2,0,142,2,W,
01BR00526,A4078,4.0,82,,42,2,0,177,1,W,
01BR00527,A4319,4.0,73,Lambed 10/3,PI,2,7,227,A,n,
01BR00528,A4305,4.0,00,,51,2,0,197,5,W,
01BR00529,A4308,4.0,00,5+MILK,52,2,0,139,1,W,
01BR00530,A4343,4.0,81,NICE,03,2,0,195,5,W,
01BR00531,A4344,4.0,73,ABS. R.SIDE,BI,A,7,152,2,n,
01BR00532,A4345,4.0,73,,54,2,7,161,2,W,
01BR00533,A4362,4.0,82,FX.RIBS,27,2,0,138,5,W,
01BR00534,A4368,4.0,73,,55,2,7,156,1,W,
01BR00535,A4327,4.0,82,"X THIN, SICK",26,2,0,118,2,W,XX
01BR00536,A4391,4.0,82,LAME in SAVEs,20,2,0,164,5,W,
01BR00537,A4399,4.0,73,,52,2,7,175,1,W,
01BR00538,A4378,4.0,81,DYSTOCIA,04,2,0,169,2,W,
01BR00539,A4415,4.0,82,"FIBER,RP,X",BI,A,0,193,2,n,
01BR00540,A4453,4.0,81,,01,2,0,188,5,W,
01BR00541,A4458,4.0,81,,02,2,0,176,5,W,
01BR00542,A4457,4.0,73,LOW PROD.,OVX,O,2,0,5,n,
01BR00543,A4462,4.0,73,,41,2,7,195,5,W,
01BR00544,A4467,4.0,81,BRITCHY,03,2,0,152,1,W,
01BR00545,A4427,4.0,81,,01,2,0,194,5,W,
01BR00546,A4481,4.0,82,,27,2,0,167,1,W,
01BR00547,A4480,4.0,82,,25,2,0,177,1,W,
01BR00548,A4491,4.0,81,,42,2,0,254,5,W,
01BR00549,A4494,4.0,73,,53,2,7,151,2,W,
01BR00550,A4496,4.0,82,THICK MILK,30,2,0,139,2,W,
01BR00551,A4476,4.0,81,SUCK1SIDE,41,2,0,217,1,W,
01BR00552,A4478,4.0,73,,42,2,7,157,2,W,
01BR00553,A4477,4.0,73,THIN,56,2,7,155,2,W,
01BR00554,A4510,4.0,81,,02,2,0,189,2,W,
01BR00555,A4513,4.0,82,,26,2,0,201,5,W,
01BR00556,A4501,4.0,73,,43,2,7,166,1,W,
01BR00557,A4538,4.0,81,HIGH TEATS,PI,2,0,0,A,n,
01BR00558,A4520,4.0,81,,43,2,0,177,1,W,
01BR00559,A4523,4.0,81,"L.SPOILED, X",BI,A,0,193,2,n,
01BR00560,A4524,4.0,81,,02,2,0,187,5,W,
01BR00561,A4596,4.0,82,,28,2,0,167,1,W,
01BR00562,A4598,4.0,73,,43,2,7,143,1,W,
01BR00563,A4576,4.0,81,NICE,04,2,0,192,5,W,
01BR00564,A4615,4.0,81,,02,2,0,185,1,W,
01BR00565,A4619,4.0,81,,BI,A,0,210,5,n,
01BR00566,A4601,4.0,82,"CULL, OVX",OVX,O,2,0,5,n,
01BR00567,A4639,4.0,82,TRT R.EYE,29,2,0,172,2,W,
01BR00568,A4653,4.0,82,R.P.,23,2,0,161,1,W,
01BR00569,A4664,4.0,73,,54,2,7,152,1,W,
01BR00570,A4624,4.0,82,,22,2,0,181,1,W,
01BR00571,A4686,4.0,82,,43,2,0,160,1,W,
01BR00572,A4696,4.0,81,,01,2,0,152,1,W,
01BR00573,A4675,4.0,81,,01,2,0,177,1,W,
01BR00574,A4211,4.0,00,INJURY R.HOCK,51,2,0,172,2,W,
01BR00575,A4207,4.0,82,,24,2,0,189,1,W,
01BR00576,A4234,4.0,00,,02,2,0,145,1,W,
01BR00577,A4241,4.0,73,,51,2,7,180,2,W,
01BR00578,A4242,4.0,73,BARREN,OVX,O,2,0,5,n,
01BR00579,A4253,4.0,82,R.EYE TRT'01,28,2,0,165,2,W,
01BR00580,A4258,4.0,00,BAG OK,03,2,0,156,2,W,
01BR00581,A4261,4.0,81,,03,2,0,168,2,W,
01BR00582,A4260,4.0,00,"X THIN, SICK",04,2,0,160,1,W,XX
01BR00583,A4263,4.0,81,,04,2,0,167,1,W,
01BR00584,A4269,4.0,00,"THIN,FIBERY?",56,2,0,167,1,W,
01BR00585,A4267,4.0,82,,31,2,0,176,2,W,
01BR00586,A4222,4.0,82,,41,2,0,161,2,W,
01BR00587,A4284,4.0,73,,51,2,7,151,2,W,
01BR00588,A4282,4.0,82,PINK,UI,2,0,180,1,W,
01BR00589,A4279,4.0,00,,52,2,0,148,1,W,
01BR00590,A4277,4.0,82,,21,2,0,169,1,W,
01BR00591,A4801,3.5,73,DYSTOCIA,53,2,7,185,5,W,
01BR00592,A4803,3.5,73,,56,2,7,168,2,W,
01BR00593,A4848,3.5,73,,54,2,7,175,5,W,
01BR00594,A4851,3.5,73,,53,2,7,153,2,W,
01BR00595,A4857,3.5,73,,56,2,7,183,5,W,
01BR00596,A4867,3.5,73,DYSTOCIA,55,2,7,185,5,W,
01BR00597,A4883,3.5,73,,53,2,7,195,5,W,
01BR00598,A4895,3.5,73,NICE,41,2,7,203,5,W,
01BR00599,A4899,3.5,73,BREECH,56,2,7,167,2,W,
01BR00600,A4897,3.5,73,,55,2,7,191,5,W,
01BR00601,A4872,3.5,73,NICE,41,2,7,193,5,W,
01BR00602,A4913,3.5,73,,42,2,7,176,2,W,
01BR00603,A4918,3.5,73,NICE,41,2,7,185,2,W,
01BR00604,A4917,3.5,73,NICE,41,2,7,208,5,W,
01BR00605,A4956,3.5,73,NICE,52,2,7,165,1,W,
01BR00606,A4925,3.5,73,,56,2,7,194,5,W,
01BR00607,A4971,3.5,73,,54,2,7,185,5,W,
01BR00608,A4715,3.5,73,,52,2,7,164,3,W,
01BR00609,A4700,3.5,73,,41,2,7,185,5,W,
01BR00610,A4733,3.5,73,,51,2,7,183,5,W,
01BR00611,A4740,3.5,73,MSG 3/8/00,51,2,7,168,5,W,
01BR00612,A4743,3.5,73,LTS,52,2,7,181,5,W,
01BR00613,A4756,3.5,73,DYSTOCIA,55,2,7,170,2,W,
01BR00614,A4762,3.5,73,,41,2,7,190,5,W,
01BR00615,A4724,3.5,73,,53,2,7,186,5,W,
01BR00616,A4780,3.5,73,TEATS DOWN,UI,2,7,185,A,W,
01BR00617,A4793,3.5,73,,55,2,7,198,5,W,
01BR00618,A4798,3.5,73,,52,2,7,148,2,W,
01BR00619,A4777,3.5,73,,52,2,7,157,1,W,
01BR00620,A5115,3.0,81,,02,2,0,205,5,W,
01BR00621,A5116,3.0,81,FLTS,43,2,0,207,2,W,
01BR00622,A5103,3.0,82,,25,2,0,169,1,W,
01BR00623,A5132,3.0,81,,02,2,0,209,5,W,
01BR00624,A5155,3.0,82,PROTECTIVE,21,2,0,181,1,W,
01BR00625,A5152,3.0,81,OVX,OVX,O,2,0,5,n,
01BR00626,A5161,3.0,82,,28,2,0,194,5,W,
01BR00627,A5160,3.0,82,,26,2,0,200,5,W,
01BR00628,A5123,3.0,81,,01,2,0,184,5,W,
01BR00629,A5128,3.0,81,WOUND L.EYE,04,2,0,219,5,W,
01BR00630,A5184,3.0,81,TRT L.EYE '00,01,2,0,181,1,W,
01BR00631,A5190,3.0,82,,22,2,0,165,2,W,
01BR00632,A5194,3.0,81,,03,2,0,166,1,W,
01BR00633,A5050,3.0,81,NICE,03,2,0,141,1,W,
01BR00634,A5057,3.0,81,,02,2,0,165,1,W,
01BR00635,A5026,3.0,82,,26,2,0,180,2,W,
01BR00636,A5083,3.0,82,,24,2,0,190,5,W,
01BR00637,A5089,3.0,82,,20,2,0,175,2,W,
01BR00638,A5070,3.0,82,HAIRY,30,2,0,176,5,W,
01BR00639,A5078,3.0,82,,30,2,0,162,1,W,
01BR00640,A5079,3.0,82,,31,2,0,180,5,W,
01BR00641,A5301,3.0,82,,31,2,0,163,1,W,
01BR00642,A5304,3.0,88,,52,2,7,164,1,W,
01BR00643,A5335,3.0,81,HAIRY,04,2,0,144,2,W,
01BR00644,A5340,3.0,82,BLOODY MILK R,43,2,0,198,5,W,
01BR00645,A5354,3.0,81,,01,2,0,185,5,W,
01BR00646,A5364,3.0,81,GOOD,02,2,0,183,1,W,
01BR00647,A5320,3.0,82,,21,2,0,204,5,W,
01BR00648,A5324,3.0,73,HAIRY,52,2,7,166,2,W,
01BR00649,A5329,3.0,73,,55,2,7,155,1,W,
01BR00650,A5392,3.0,81,,41,2,0,181,1,W,
01BR00651,A5398,3.0,82,,42,2,0,179,2,W,
01BR00652,A5370,3.0,81,,01,2,0,168,1,W,
01BR00653,A5374,3.0,81,,01,2,0,179,2,W,
01BR00654,A5378,3.0,82,,23,2,0,159,1,W,
01BR00655,A5419,3.0,82,R.SPOILED,UI,2,0,172,A,W,
01BR00656,A5405,3.0,82,,UI,2,0,160,2,W,
01BR00657,A5434,3.0,82,,29,2,0,193,5,W,
01BR00658,A5442,3.0,81,RP ok,03,2,0,159,2,W,
01BR00659,A5450,3.0,73,,53,2,7,212,5,W,
01BR00660,A5463,3.0,82,,41,2,0,157,1,W,
01BR00661,A5467,3.0,82,,20,2,0,182,2,W,
01BR00662,A5429,3.0,82,THICK MILK,22,2,0,152,2,W,
01BR00663,A5484,3.0,82,XVAG.PROLAPSE,OVX,O,2,0,5,n,
01BR00664,A5473,3.0,81,,04,2,0,170,5,W,
01BR00665,A5500,3.0,82,,28,2,0,182,5,W,
01BR00666,A5542,3.0,81,"X,LAME L.SHOU",02,2,0,184,5,W,XX
01BR00667,A5524,3.0,82,,41,2,0,161,1,W,
01BR00668,A5529,3.0,82,NICE,43,2,0,175,2,W,
01BR00669,A5589,3.0,82,,42,2,0,177,2,W,
01BR00670,A5594,3.0,81,,04,2,0,160,2,W,
01BR00671,A5617,3.0,81,DYSTOCIA,03,2,0,147,1,W,
01BR00672,A5600,3.0,82,,29,2,0,179,1,W,
01BR00673,A5605,3.0,82,,28,2,0,167,2,W,
01BR00674,A5606,3.0,82,,29,2,0,173,1,W,
01BR00675,A5634,3.0,81,CHUNKY,UI,2,7,239,A,W,
01BR00676,A5632,3.0,81,,04,2,0,165,2,W,
01BR00677,A5620,3.0,82,,27,2,0,206,5,W,
01BR00678,A5681,3.0,81,NICE EUGENE,02,2,0,169,2,W,
01BR00679,A5680,3.0,81,,03,2,0,156,1,W,
01BR00680,A5683,3.0,81,R.EYE TRT'99,04,2,0,143,1,W,
01BR00681,A5698,3.0,81,,01,2,0,157,1,W,
01BR00682,A5674,3.0,82,,30,2,0,169,2,W,
01BR00683,A5239,3.0,73,HAIRY,55,2,7,161,2,W,
01BR00684,A5243,3.0,81,,01,2,0,176,5,W,
01BR00685,A5248,3.0,73,UGLY?,54,2,7,146,1,W,
01BR00686,A5281,3.0,82,,BI,A,0,210,5,n,
01BR00687,A5287,3.0,73,BAD FOOT 99,51,2,7,163,5,W,
01BR00688,A5295,3.0,82,,27,2,0,176,5,W,
01BR00689,A5297,3.0,88,HAIRY,54,2,7,172,2,W,
01BR00690,A5271,3.0,73,,56,2,7,138,2,W,
01BR00691,A5279,3.0,81,,03,2,0,154,1,W,
01BR00692,A5801,2.5,73,,56,2,7,199,5,W,
01BR00693,A5806,2.5,73,,55,2,7,129,1,W,
01BR00694,A5833,2.5,73,,52,2,7,169,5,W,
01BR00695,A5836,2.5,73,HAIRY,43,2,7,151,1,W,
01BR00696,A5838,2.5,73,,42,2,7,175,2,W,
01BR00697,A5847,2.5,73,,51,2,7,169,5,W,
01BR00698,A5853,2.5,73,"OVX,BARREN",OVX,O,7,174,5,W,
01BR00699,A5854,2.5,73,,PI,2,7,0,A,n,
01BR00700,A5858,2.5,73,,56,2,7,159,1,W,
01BR00701,A5863,2.5,73,R.SPOILED,PI,2,7,0,A,n,
01BR00702,A5822,2.5,73,,56,2,7,142,1,W,
01BR00703,A5873,2.5,73,,42,2,7,155,2,W,
01BR00704,A5874,2.5,73,,42,2,7,176,1,W,
01BR00705,A5875,2.5,73,,43,2,7,166,1,W,
01BR00706,A5872,2.5,73,,43,2,7,153,1,W,
01BR00707,A5878,2.5,73,OVX,OVX,O,2,0,5,n,
01BR00708,A5879,2.5,73,,56,2,7,179,3,W,
01BR00709,A5906,2.5,73,,55,2,7,162,2,W,
01BR00710,A5935,2.5,73,,41,2,7,154,2,W,
01BR00711,A5945,2.5,73,FOUND11/24/00,53,2,7,162,2,W,
01BR00712,A5949,2.5,73,OVX,OVX,O,2,0,5,n,
01BR00713,A5952,2.5,73,BLK.R.EAR,56,2,7,153,1,W,
01BR00714,A5957,2.5,73,,54,2,7,180,2,W,
01BR00715,A5963,2.5,73,,51,2,7,148,1,W,
01BR00716,A5966,2.5,73,,56,2,7,165,2,W,
01BR00717,A5927,2.5,73,,52,2,7,143,2,W,
01BR00718,A5981,2.5,73,,55,2,7,136,2,W,
01BR00719,A5711,3.0,82,BRN.FOOT,31,2,0,185,1,W,
01BR00720,A5731,3.0,73,,43,2,7,178,5,W,
01BR00721,A5757,2.5,73,,52,2,7,169,2,W,
01BR00722,A5764,2.5,73,,53,2,7,146,2,W,
01BR00723,A5768,2.5,73,,41,2,7,158,1,W,
01BR00724,A5729,3.0,88,,42,2,7,172,2,W,
01BR00725,A5783,2.5,73,GONG 10/06/00,52,2,7,135,1,W,
01BR00726,A5784,2.5,73,,52,2,7,160,2,W,
01BR00727,A5786,2.5,73,,55,2,7,208,5,W,
01BR00728,A5782,2.5,73,RP ok,51,2,7,154,1,W,
01BR00729,A5770,2.5,73,,54,2,7,168,1,W,
01BR00730,A5776,2.5,73,VLTS,53,2,7,158,1,W,
01BR00731,A6108,2.0,81,,03,2,0,161,1,W,
01BR00732,A6130,2.0,82,OVX,OVX,O,2,0,5,n,
01BR00733,A6138,2.0,82,,24,2,0,193,5,W,
01BR00734,A6146,2.0,81,,01,2,0,183,5,W,
01BR00735,A6126,2.0,82,"?BRED, OVX",OVX,O,2,185,5,W,
01BR00736,A6180,2.0,82,,26,2,0,163,2,W,
01BR00737,A6175,2.0,82,,20,2,0,143,1,W,
01BR00738,A6092,2.0,82,NICE,24,2,0,152,5,W,
01BR00739,A6310,2.0,81,,02,2,0,169,2,W,
01BR00740,A6318,2.0,81,TIGHT TEATS,PI,2,0,0,A,n,
01BR00741,A6300,2.0,82,SUCK1SIDE,27,2,0,135,2,W,
01BR00742,A6306,2.0,81,,03,2,0,166,1,W,
01BR00743,A6334,2.0,00,BLACK EWE,60,2,1,137,1,W,
01BR00744,A6335,2.0,88,TRT EYES '00,42,2,7,160,2,W,
01BR00745,A6338,2.0,82,,41,2,0,147,1,W,
01BR00746,A6341,2.0,81,,01,2,0,152,2,W,
01BR00747,A6342,2.0,81,,02,2,0,155,5,W,
01BR00748,A6348,2.0,88,"?BRED, OVX",OVX,O,2,0,5,n,
01BR00749,A6355,2.0,82,,26,2,0,175,5,W,
01BR00750,A6323,2.0,88,,56,2,7,183,5,W,
01BR00751,A6379,2.0,88,ENTR,53,2,7,162,1,W,
01BR00752,A6414,2.0,82,,42,2,0,188,5,W,
01BR00753,A6419,2.0,81,,03,2,0,164,1,W,
01BR00754,A6401,2.0,82,OVX,OVX,O,2,0,5,n,
01BR00755,A6435,2.0,88,,56,2,7,176,1,W,
01BR00756,A6437,2.0,81,OVX,OVX,O,2,0,5,n,
01BR00757,A6441,2.0,88,,54,2,7,168,2,W,
01BR00758,A6443,2.0,82,OVX,OVX,O,2,0,5,n,
01BR00759,A6444,2.0,82,,43,2,0,189,5,W,
01BR00760,A6454,2.0,82,,25,2,0,151,2,W,
01BR00761,A6482,2.0,88,,53,2,7,159,1,W,
01BR00762,A6493,2.0,82,,21,2,0,148,1,W,
01BR00763,A6498,2.0,82,ENTR,22,2,0,146,1,W,
01BR00764,A6497,2.0,82,NO COLOR,21,2,0,157,5,W,
01BR00765,A6473,2.0,82,OVX,OVX,O,2,190,5,W,
01BR00766,A6479,2.0,88,,43,2,7,165,2,W,
01BR00767,A6514,2.0,88,,42,2,7,187,5,W,
01BR00768,A6542,2.0,81,,01,2,0,151,5,W,
01BR00769,A6554,2.0,81,OVX,OVX,O,2,220,5,W,
01BR00770,A6555,2.0,81,,03,2,0,157,1,W,
01BR00771,A6565,2.0,81,,04,2,0,227,5,W,
01BR00772,A6566,2.0,81,NICE,01,2,0,183,2,W,
01BR00773,A6567,2.0,81,OVX,OVX,O,2,0,5,n,
01BR00774,A6588,2.0,82,,29,2,0,159,2,W,
01BR00775,A6589,2.0,82,,30,2,0,152,2,W,
01BR00776,A6618,2.0,81,,02,2,0,161,2,W,
01BR00777,A6617,2.0,81,,04,2,0,148,1,W,
01BR00778,A6600,2.0,82,,22,2,0,144,2,W,
01BR00779,A6608,2.0,88,,51,2,7,179,1,W,
01BR00780,A6607,2.0,88,,42,2,7,152,2,W,
01BR00781,A6640,2.0,88,,53,2,7,207,5,W,
01BR00782,A6643,2.0,88,,54,2,7,167,2,W,
01BR00783,A6656,2.0,82,,25,2,0,173,5,W,
01BR00784,A6668,2.0,88,,54,2,7,164,2,W,
01BR00785,A6628,2.0,82,,24,2,0,158,5,W,
01BR00786,A6685,2.0,88,VAG.PROLAPSE,PI,2,7,0,A,n,
01BR00787,A6686,2.0,81,,02,2,0,186,5,W,
01BR00788,A6688,2.0,81,OVX,OVX,O,2,0,5,n,
01BR00789,A6697,2.0,88,,42,2,7,187,5,W,
01BR00790,A6673,2.0,88,,51,2,7,175,1,W,
01BR00791,A6678,2.0,88,,53,2,7,192,5,W,
01BR00792,A6211,2.0,82,,20,2,0,172,5,W,
01BR00793,A6212,2.0,82,,20,2,0,147,1,W,
01BR00794,A6233,2.0,88,,41,2,7,183,1,W,
01BR00795,A6235,2.0,88,,43,2,7,155,2,W,
01BR00796,A6238,2.0,82,,25,2,0,161,1,W,
01BR00797,A6254,2.0,88,,41,2,7,155,1,W,
01BR00798,A6265,2.0,82,,23,2,0,180,5,W,
01BR00799,A6226,2.0,81,"L.EYE, ULCER",BI,A,0,175,1,n,
01BR00800,A6285,2.0,81,,42,2,0,182,5,W,
01BR00801,A6295,2.0,88,HAIRY,52,2,7,172,2,W,
01BR00802,A6816,2.0,88,,ORE,1,7,179,5,W,
01BR00803,A6803,2.0,81,TRT EYE '01,04,2,0,195,5,W,
01BR00804,A6845,2.0,82,,24,2,0,187,2,W,
01BR00805,A6849,2.0,88,GRAFT FAILED,55,2,7,183,5,W,
01BR00806,A6854,2.0,81,,01,2,0,196,5,W,
01BR00807,A6825,2.0,82,,25,2,0,162,5,W,
01BR00808,A6880,2.0,81,,02,2,0,173,3,W,
01BR00809,A6885,2.0,82,,30,2,0,172,2,W,
01BR00810,A6898,2.0,88,,51,2,7,170,5,W,
01BR00811,A6879,2.0,81,,01,2,0,180,5,W,
01BR00812,A6906,2.0,81,,02,2,0,210,5,W,
01BR00813,A6902,2.0,82,,23,2,0,172,5,W,
01BR00814,A6907,2.0,81,,03,2,0,207,5,W,
01BR00815,A6931,2.0,88,,51,2,7,197,5,W,
01BR00816,A6943,2.0,82,,31,2,0,199,5,W,
01BR00817,A6947,2.0,82,R.EYE TRT'01,27,2,0,156,2,W,
01BR00818,A6966,2.0,81,,04,2,0,154,1,W,
01BR00819,A6922,2.0,82,OVX,OVX,O,2,175,5,W,
01BR00820,A6999,2.0,82,RP ok,23,2,0,161,5,W,
01BR00821,A6708,2.0,88,,51,2,7,135,2,W,
01BR00822,A6734,2.0,88,,43,2,7,148,2,W,
01BR00823,A6732,2.0,82,,28,2,0,174,5,W,
01BR00824,A6746,2.0,88,,43,2,7,180,1,W,
01BR00825,A6748,2.0,82,,21,2,0,148,2,W,
01BR00826,A6747,2.0,88,,54,2,7,145,5,W,
01BR00827,A6760,2.0,81,,02,2,0,181,5,W,
01BR00828,A6769,2.0,82,,23,2,0,136,1,W,
01BR00829,A6720,2.0,81,,03,2,0,168,1,W,
01BR00830,A6723,2.0,81,,43,2,0,170,1,W,
01BR00831,A6724,2.0,81,JUMPER,03,2,0,178,1,W,
01BR00832,A6726,2.0,88,,54,2,7,200,5,W,
01BR00833,A6722,2.0,81,,02,2,0,156,1,W,
01BR00834,A6795,2.0,82,,22,2,0,163,5,W,
01BR00835,A6796,2.0,88,,ORE,1,7,207,5,W,
01BR00836,A2145,6.0,81,,03,2,0,173,1,W,
01BR00837,A2161,6.0,81,,41,2,0,186,2,W,
01BR00838,A2163,6.0,81,,BI,A,0,159,5,n,
01BR00839,A2165,6.0,82,,24,2,0,160,2,W,
01BR00840,A2162,6.0,81,BAG?,BI,A,0,178,1,n,
01BR00841,A2128,6.0,81,NICE,02,2,0,159,2,W,
01BR00842,A2188,6.0,73,PROD,BI,A,7,182,1,n,
01BR00843,A2017,6.0,81,QUINTS y2000,02,2,0,155,2,W,
01BR00844,A2024,6.0,82,BITCH,22,2,0,168,2,W,
01BR00845,A2083,6.0,82,,21,2,0,192,H,W,
01BR00846,A2313,6.0,81,,02,2,0,178,1,W,
01BR00847,A2302,6.0,ch,,BI,A,2,175,1,n,
01BR00848,A2364,6.0,ch,"?ID,A2634,B3",UI,2,2,187,A,W,
01BR00849,A2365,6.0,ch,,PI,2,2,0,A,n,
01BR00850,A2366,6.0,ch,THICK MILK,BI,A,2,170,2,n,
01BR00851,A2367,6.0,ch,,BI,A,2,131,1,n,
01BR00852,A2479,6.0,ch,"URI,COUGH",UI,2,2,172,A,W,
01BR00853,A2477,6.0,ch,,UI,2,2,206,A,W,
01BR00854,A2510,6.0,ch,,PI,2,2,0,A,n,
01BR00855,A2559,6.0,ch,,BI,A,2,171,2,n,
01BR00856,A2523,6.0,81,,01,2,0,175,1,W,
01BR00857,A2579,5.5,73,,PI,2,7,0,A,n,
01BR00858,A2610,5.5,73,,UI,2,7,141,A,W,
01BR00859,A2639,5.5,73,,52,2,7,158,2,W,
01BR00860,A2666,5.5,73,,PI,2,7,0,A,n,
01BR00861,A2669,5.5,73,,54,2,7,165,2,W,
01BR00862,A2626,5.5,73,VLTS,51,2,7,179,2,W,
01BR00863,A2689,5.5,73,,PI,2,7,0,A,n,
