UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,GET,WORK
98BR00439,A0258,4.5,72,GOOD EWE,L-,3,6,0,N,*
98BR00440,A0269,4.5,73,,L-,3,6,0,N,*
98BR00441,A0291,4.5,72,DYSTOCIA 95,42-,2,6,126,N,W
98BR00442,A0819,4.0,81,,03,2,0,182,N,W
98BR00443,A0807,4.0,81,,02,2,0,182,N,W
98BR00444,A0856,4.0,73,"BRITCHY,ok",L-,3,6,0,N,*
98BR00445,A0858,4.0,81,R.P.,01,2,0,182,N,W
98BR00446,A0866,4.0,73,4TEATS,43-,2,6,0,N,W
98BR00447,A0825,4.0,81,FIBERBAG,04,2,0,193,N,W
98BR00448,A0884,4.0,81,,02,2,0,171,N,W
98BR00449,A0939,4.0,ch,CAKED,55,1,2,162,N,W
98BR00450,A0943,4.0,73,,L-,3,6,0,N,*
98BR00451,A0956,4.0,ch,,-0-,1,2,164,N,W
98BR00452,A0952,4.0,82,FIBERY,29,2,0,140,N,W
98BR00453,A0929,4.0,81,4TEATS,03,2,0,160,N,W
98BR00454,A0990,4.0,ch,,56,1,2,160,N,W
98BR00455,A0975,4.0,81,4TEATS,04,2,0,148,N,W
98BR00456,A0704,4.0,81,4TEATS,03,2,0,181,N,W
98BR00457,A0706,4.0,81,,02,2,0,176,N,W
98BR00458,A0743,4.0,81,,04,2,0,156,N,W
98BR00459,A0751,4.0,81,,01,2,0,152,N,W
98BR00460,A0753,4.0,73,4TEATS,41-,2,6,167,N,W
98BR00461,A0752,4.0,73,4TEATS ABORT,L-,3,6,0,N,*
98BR00462,A0761,4.0,82,TRY3 1998 yes,26,2,0,180,N,W
98BR00463,A0768,4.0,82,SUCK1SIDE ok,27,2,0,158,N,W
98BR00464,A0795,4.0,73,,42-,2,6,0,N,W
98BR00465,A0774,4.0,82,TRY3 1998 yes,28,2,0,167,N,W
98BR00466,A3113,2.0,82,4TEATS,27,2,0,164,N,W
98BR00467,A3116,2.0,82,4TEATS,28,2,0,133,N,W
98BR00468,A3104,2.0,73,,41-,2,6,156,N,W
98BR00469,A3105,2.0,73,,L-,3,7,151,N,*
98BR00470,A3102,2.0,81,,03,2,0,163,N,W
98BR00471,A3132,2.0,ch,?SEMEN'97-98,58,1,2,157,N,W
98BR00472,A3141,2.0,73,,42-,2,6,187,N,W
98BR00473,A3140,2.0,73,,L-,3,6,0,N,*
98BR00474,A3145,2.0,81,,04,2,0,171,N,W
98BR00475,A3150,2.0,81,,01,2,0,180,N,W
98BR00476,A3153,2.0,ch,,57,1,2,152,N,W
98BR00477,A3161,2.0,82,,29,2,0,154,N,W
98BR00478,A3168,2.0,00,BLACK EWE,03,2,1,186,N,W
98BR00479,A3127,2.0,ch,,56,1,2,127,N,W
98BR00480,A3187,2.0,82,,31,2,0,152,N,W
98BR00481,A3196,2.0,82,R.P.,20,2,0,140,N,W
98BR00482,A3198,2.0,81,,02,2,0,165,N,W
98BR00483,A3178,2.0,82,R.P.,30,2,0,145,N,W
98BR00484,A3018,2.0,73,WHEEZER 9/24,L-,3,7,172,N,*
98BR00485,A3002,2.0,81,,02,2,0,148,N,W
98BR00486,A3035,2.0,82,,26,2,0,164,N,W
98BR00487,A3047,2.0,00,BLACK WETHER,W,2,1,158,N,W
98BR00488,A3053,2.0,ch,,-0-,1,2,160,N,W
98BR00489,A3062,2.0,73,,45-,2,7,137,N,W
98BR00490,A3089,2.0,ch,,-0-,1,2,163,N,W
98BR00491,A3093,2.0,ch,,55,1,2,148,N,W
98BR00492,A3098,2.0,ch,,-0-,1,2,158,N,W
98BR00493,A3076,2.0,73,4TEATS,L-,3,7,157,N,*
98BR00494,A3313,2.0,81,,03,2,0,130,N,W
98BR00495,A3316,2.0,ch,,55,1,2,163,N,W
98BR00496,A3318,2.0,81,,04,2,0,155,N,W
98BR00497,A3300,2.0,82,,24,2,0,176,N,W
98BR00498,A3334,2.0,73,,45-,2,6,135,N,W
98BR00499,A3339,2.0,ch,DYSTOCIA,56,1,2,154,N,W
98BR00500,A3337,2.0,81,,01,2,0,164,N,W
98BR00501,A3343,2.0,81,R.P.,02,2,0,182,N,W
98BR00502,A3346,2.0,ch,,57,1,2,139,N,W
98BR00503,A3351,2.0,81,,03,2,0,194,N,W
98BR00504,A3358,2.0,81,,04,2,0,206,N,W
98BR00505,A3359,2.0,73,,L-,3,7,149,N,*
98BR00506,A3357,2.0,73,,45-,2,6,0,N,W
98BR00507,A3360,2.0,73,HAIRY,L-,3,6,0,N,*
98BR00508,A3321,2.0,73,,L-,3,7,151,N,*
98BR00509,A3323,2.0,73,HAIRY,L-,3,7,157,N,*
98BR00510,A3381,2.0,ch,ENTR,55,1,2,156,N,W
98BR00511,A3384,2.0,82,,25,2,0,183,N,W
98BR00512,A3388,2.0,81,,01,2,0,168,N,W
98BR00513,A3393,2.0,73,,41-,2,6,176,N,W
98BR00514,A3372,2.0,ch,DYSTOCIA97,58,1,2,135,N,W
98BR00515,A3400,2.0,82,FAT 2MILK,26,2,0,167,N,W
98BR00516,A3403,2.0,82,THIN,27,2,0,123,N,W
98BR00517,A3406,2.0,ch,THIN,56,1,2,148,N,W
98BR00518,A3432,2.0,81,,02,2,0,151,N,W
98BR00519,A3437,2.0,82,,28,2,0,131,N,W
98BR00520,A3445,2.0,ch,4TEATS,57,1,2,148,N,W
98BR00521,A3464,2.0,81,HAIRY,03,2,0,166,N,W
98BR00522,A3427,2.0,00,PINTO EWE,04,2,1,143,N,W
98BR00523,A3481,2.0,81,,04,2,0,162,N,W
98BR00524,A3489,2.0,82,,29,2,0,175,N,W
98BR00525,A3498,2.0,73,,L-,3,7,136,N,*
98BR00526,A3497,2.0,73,,44-,2,6,0,N,W
98BR00527,A3472,2.0,73,4TEATS,L-,3,6,0,N,*
98BR00528,A3516,2.0,ch,THIN,55,1,2,117,N,W
98BR00529,A3518,2.0,82,4TEATS,31,2,0,139,N,W
98BR00530,A3504,2.0,81,,01,2,0,169,N,W
98BR00531,A3509,2.0,82,SM BAG,30,2,0,156,N,W
98BR00532,A3507,2.0,73,,42-,2,6,162,N,W
98BR00533,A3533,2.0,81,,03,2,0,170,N,W
98BR00534,A3541,2.0,73,,43-,2,7,171,N,W
98BR00535,A3546,2.0,82,,20,2,0,156,N,W
98BR00536,A3551,2.0,81,,01,2,0,170,N,W
98BR00537,A3550,2.0,81,,04,2,0,165,N,W
98BR00538,A3553,2.0,82,,21,2,0,169,N,W
98BR00539,A3558,2.0,73,,L-,3,6,0,N,*
98BR00540,A3559,2.0,73,LIM->BAND2,44-,2,7,169,N,W
98BR00541,A3561,2.0,73,,45-,2,6,154,N,W
98BR00542,A3564,2.0,73,HARD BAG,L-,3,6,0,N,*
98BR00543,A3565,2.0,73,,41-,2,6,0,N,W
98BR00544,A3526,2.0,81,,02,2,0,167,N,W
98BR00545,A3587,2.0,82,,23,2,0,159,N,W
98BR00546,A3590,2.0,82,NICEBAG,23,2,0,142,N,W
98BR00547,A3570,2.0,81,,02,2,0,145,N,W
98BR00548,A3576,2.0,73,FIX TAG DEC97,43-,2,6,0,N,W
98BR00549,A3619,2.0,82,,25,2,0,166,N,W
98BR00550,A3604,2.0,82,,24,2,0,140,N,W
98BR00551,A3632,2.0,ch,LONG(MED)TAIL,58,1,2,140,N,W
98BR00552,A3637,2.0,82,NICE,26,2,0,157,N,W
98BR00553,A3659,2.0,81,DIARHHEA,03,2,0,173,N,W
98BR00554,A3664,1.5,73,4TEATS,41-,2,6,143,N,W
98BR00555,A3662,2.0,00,BLACK WETHER,W,1,1,212,N,W
98BR00556,A3628,2.0,ch,,56,1,2,151,N,W
98BR00557,A3681,1.5,73,,L-,3,7,125,N,*
98BR00558,A3680,1.5,73,4TEATS,45-,2,6,134,N,W
98BR00559,A3694,1.5,73,,41-,2,6,128,N,W
98BR00560,A3699,1.5,73,,43-,2,6,148,N,W
98BR00561,A3697,1.5,73,,42-,2,6,142,N,W
98BR00562,A3671,1.5,73,,43-,2,6,127,N,W
98BR00563,A3670,1.5,73,,42-,2,6,143,N,W
98BR00564,A3675,1.5,73,,L-,3,7,140,N,*
98BR00565,A3679,1.5,73,HAIRY,44-,2,6,155,N,W
98BR00566,A3210,2.0,73,,L-,3,7,152,N,*
98BR00567,A3215,2.0,81,,03,2,0,140,N,W
98BR00568,A3231,2.0,ch,,-0-,1,2,134,N,W
98BR00569,A3232,2.0,73,,L-,3,7,165,N,*
98BR00570,A3248,2.0,81,,04,2,0,157,N,W
98BR00571,A3249,2.0,ch,,57,1,2,131,N,W
98BR00572,A3251,2.0,ch,,-0-,1,2,162,N,W
98BR00573,A3254,2.0,73,,43-,2,6,152,N,W
98BR00574,A3264,2.0,ch,,-0-,1,2,107,N,W
98BR00575,A3224,2.0,ch,,55,1,2,135,N,W
98BR00576,A3229,2.0,ch,,56,1,2,192,N,W
98BR00577,A3280,2.0,82,,21,2,0,135,N,W
98BR00578,A3291,2.0,ch,,58,1,2,169,N,W
98BR00579,A3293,2.0,82,"R.BLOODY,ok",22,2,0,153,N,W
98BR00580,A3294,2.0,82,,22,2,0,158,N,W
98BR00581,A3296,2.0,ch,,58,1,2,143,N,W
98BR00582,A3297,2.0,81,,02,2,0,145,N,W
98BR00583,A3270,2.0,73,,44-,2,6,181,N,W
98BR00584,A3275,2.0,81,TRT EYE,01,2,0,154,N,W
98BR00585,A3277,2.0,ch,,-0-,1,2,157,N,W
98BR00586,A3817,1.5,73,BAG 5 OK,L-,3,7,150,N,*
98BR00587,A3805,1.5,73,4TEATS,L-,3,7,143,N,*
98BR00588,A3809,1.5,73,,41-,2,6,138,N,W
98BR00589,A3834,1.5,73,F4,42-,2,6,149,N,W
98BR00590,A3835,1.5,73,GOOD MOM,L-,3,7,142,N,*
98BR00591,A3836,1.5,73,,43-,2,6,160,N,W
98BR00592,A3854,1.5,73,,L-,3,6,148,N,W
98BR00593,A3859,1.5,73,,L-,3,7,157,N,*
98BR00594,A3857,1.5,73,,44-,2,6,164,N,W
98BR00595,A3867,1.5,73,,L-,3,7,148,N,*
98BR00596,A3824,1.5,73,,L-,3,7,143,N,*
98BR00597,A3822,1.5,00,PINTO BLK EWE,02,2,1,138,N,W
98BR00598,A3827,1.5,73,,L-,3,7,128,N,*
98BR00599,A3881,1.5,73,,42-,2,6,132,N,W
98BR00600,A3882,1.5,73,,44-,2,6,155,N,W
98BR00601,A3895,1.5,73,,L-,3,7,149,N,*
98BR00602,A3897,1.5,73,,45-,2,6,138,N,W
98BR00603,A3875,1.5,73,,45-,2,6,150,N,W
98BR00604,A3876,1.5,73,THIN,41-,2,6,118,N,W
98BR00605,A3878,1.5,73,,43-,2,6,186,N,W
98BR00606,A3913,1.5,73,,L-,3,6,133,N,W
98BR00607,A3932,1.5,73,,L-,3,7,142,N,*
98BR00608,A3951,1.5,73,,41-,2,6,144,N,W
98BR00609,A3953,1.5,73,,L-,3,7,148,N,*
98BR00610,A3952,1.5,73,,L-,3,6,139,N,W
98BR00611,A3966,1.5,73,F3-,L-,3,7,96,N,*
98BR00612,A3969,1.5,73,,42-,2,6,154,N,W
98BR00613,A3972,1.5,73,NICE,L-,3,7,159,N,*
98BR00614,A3703,1.5,73,,44-,2,6,159,N,W
98BR00615,A3702,1.5,73,,L-,3,7,150,N,*
98BR00616,A3708,1.5,73,,45-,2,6,139,N,W
98BR00617,A3734,1.5,73,,43-,2,6,148,N,W
98BR00618,A3735,1.5,73,LIM->SHED,L-,3,7,165,N,*
98BR00619,A3737,1.5,73,NOSE,44-,2,6,121,N,W
98BR00620,A3742,1.5,73,4TEATS,45-,2,6,135,N,W
98BR00621,A3751,1.5,73,ABS.LF.SHOU.,L-,3,7,138,N,*
98BR00622,A3753,1.5,00,PINTO BLK EWE,01,2,1,145,N,W
98BR00623,A3752,1.5,73,,43-,2,6,153,N,W
98BR00624,A3762,1.5,73,,42-,2,6,114,N,W
98BR00625,A3767,1.5,73,,41-,2,6,154,N,W
98BR00626,A3721,1.5,73,NICE,41-,2,6,166,N,W
98BR00627,A3725,1.5,73,,L-,3,7,179,N,*
98BR00628,A3729,1.5,73,,42-,2,6,131,N,W
98BR00629,A3782,1.5,73,4TEATS,44-,2,6,138,N,W
98BR00630,A3788,1.5,73,4TEATS,45-,2,6,136,N,W
98BR00631,A3789,1.5,73,4TEATS,L-,3,6,147,N,W
98BR00632,A3799,1.5,73,,L-,3,7,166,N,*
98BR00633,A3778,1.5,73,,L-,3,7,149,N,*
98BR00634,A4111,1.0,81,,02,2,0,125,N,W
98BR00635,A4110,1.0,00,,.0.,2,0,120,N,W
98BR00636,A4112,1.0,81,"LAME,SHOULDER",.0.,2,0,138,N,W
98BR00637,A4118,1.0,00,4TEATS,.0.,2,0,141,N,W
98BR00638,A4100,1.0,00,4TEATS,.0.,2,0,133,N,W
98BR00639,A4133,1.0,81,,.0.,2,0,117,N,W
98BR00640,A4134,1.0,81,,01,2,0,139,N,W
98BR00641,A4136,1.0,73,,43-,2,6,158,N,W
98BR00642,A4139,1.0,00,,.0.,2,0,127,N,W
98BR00643,A4150,1.0,82,"THIN,WGT.LOSS",30,2,0,125,N,W
98BR00644,A4158,1.0,00,HAIRY,.0.,2,0,120,N,W
98BR00645,A4167,1.0,00,,.0.,2,0,151,N,W
98BR00646,A4128,1.0,81,4TEATS,03,2,0,137,N,W
98BR00647,A4129,1.0,73,,L-,3,6,0,N,*
98BR00648,A4180,1.0,00,,.0.,2,0,126,N,W
98BR00649,A4182,1.0,00,HARDBAG,.0.,2,0,138,N,W
98BR00650,A4189,1.0,00,TIED UP,.0.,2,0,145,N,W
98BR00651,A4187,1.0,00,SAVE,.0.,2,0,124,N,W
98BR00652,A4194,1.0,00,,.0.,2,0,114,N,W
98BR00653,A4197,1.0,00,,.0.,2,0,124,N,W
98BR00654,A4175,1.0,00,,.0.,2,0,133,N,W
98BR00655,A4176,1.0,00,,.0.,2,0,141,N,W
98BR00656,A4172,1.0,82,4TEATS,31,2,0,122,N,W
98BR00657,A4179,1.0,00,,.0.,2,0,125,N,W
98BR00658,A4177,1.0,00,,.0.,2,0,141,N,W
98BR00659,A4060,1.0,00,"BLK.,FX.RIBS",03,2,1,117,N,W
98BR00660,A4081,1.0,81,4TEATS,04,2,0,145,N,W
98BR00661,A4096,1.0,82,4TEATS,27,2,0,134,N,W
98BR00662,A4074,1.0,00,NICE EWE,.0.,2,0,123,N,W
98BR00663,A4075,1.0,00,,.0.,2,0,119,N,W
98BR00664,A4078,1.0,82,,.0.,2,0,137,N,W
98BR00665,A4079,1.0,82,,29,2,0,140,N,W
98BR00666,A4319,1.0,73,"WEAK,HAIRY",L-,3,6,0,N,*
98BR00667,A4301,1.0,00,TRT L.EYE,.0.,2,0,135,N,W
98BR00668,A4305,1.0,00,,.0.,2,0,140,N,W
98BR00669,A4308,1.0,00,,.0.,2,0,118,N,W
98BR00670,A4338,1.0,81,,02,2,0,158,N,W
98BR00671,A4343,1.0,81,NICE,03,2,0,147,N,W
98BR00672,A4344,1.0,73,,L-,3,6,0,N,*
98BR00673,A4345,1.0,73,,L-,3,6,0,N,*
98BR00674,A4349,1.0,81,,.0.,2,0,122,N,W
98BR00675,A4351,1.0,00,CURLY,.0.,2,0,137,N,W
98BR00676,A4362,1.0,82,FX.RIBS,.0.,2,0,133,N,W
98BR00677,A4368,1.0,73,,45-,2,6,134,N,W
98BR00678,A4327,1.0,82,,28,2,0,104,N,W
98BR00679,A4384,1.0,82,4TEATS,.0.,2,0,127,N,W
98BR00680,A4391,1.0,82,,.0.,2,0,147,N,W
98BR00681,A4399,1.0,73,,41-,2,6,143,N,W
98BR00682,A4373,1.0,82,SM.BAG,.0.,2,0,135,N,W
98BR00683,A4378,1.0,81,,01,2,0,136,N,W
98BR00684,A4415,1.0,82,BLOODY MILK,21,2,0,161,N,W
98BR00685,A4430,1.0,81,TRT R.EYE,03,2,0,137,N,W
98BR00686,A4432,1.0,73,,L-,3,6,0,N,*
98BR00687,A4448,1.0,82,,.0.,2,0,130,N,W
98BR00688,A4449,1.0,82,,24,2,0,120,N,W
98BR00689,A4453,1.0,81,,01,2,0,141,N,W
98BR00690,A4458,1.0,81,,.0.,2,0,150,N,W
98BR00691,A4457,1.0,73,,L-,3,6,0,N,*
98BR00692,A4462,1.0,73,,L-,3,6,163,N,W
98BR00693,A4468,1.0,73,,43-,2,6,147,N,W
98BR00694,A4467,1.0,81,,.0.,2,0,126,N,W
98BR00695,A4423,1.0,73,,42-,2,6,151,N,W
98BR00696,A4427,1.0,81,,.0.,2,0,148,N,W
98BR00697,A4481,1.0,82,,20,2,0,144,N,W
98BR00698,A4480,1.0,82,,23,2,0,147,N,W
98BR00699,A4491,1.0,81,,04,2,0,178,N,W
98BR00700,A4494,1.0,73,,L-,3,6,0,N,*
98BR00701,A4495,1.0,82,,.0.,2,0,126,N,W
98BR00702,A4496,1.0,82,,29,2,0,122,N,W
98BR00703,A4471,1.0,73,,L-,3,6,0,N,*
98BR00704,A4473,1.0,73,,44-,2,6,141,N,W
98BR00705,A4476,1.0,81,4TEATS,04,2,0,156,N,W
98BR00706,A4478,1.0,73,,41-,2,6,123,N,W
98BR00707,A4477,1.0,73,,45-,2,6,136,N,W
98BR00708,A4510,1.0,81,,02,2,0,155,N,W
98BR00709,A4513,1.0,82,,.0.,2,0,149,N,W
98BR00710,A4501,1.0,73,,42-,2,6,139,N,W
98BR00711,A4533,1.0,73,,L-,3,6,151,N,W
98BR00712,A4538,1.0,81,INJURED,.0.,2,0,142,N,W
98BR00713,A4543,1.0,82,,30,2,0,112,N,W
98BR00714,A4556,1.0,73,BLOODY MILK,L-,3,6,0,N,*
98BR00715,A4559,1.0,82,NOT UGLY,31,2,0,145,N,W
98BR00716,A4564,1.0,82,DYSTOCIA,27,2,0,143,N,W
98BR00717,A4562,1.0,81,,02,2,0,141,N,W
98BR00718,A4520,1.0,81,,.0.,2,0,138,N,W
98BR00719,A4523,1.0,81,,03,2,0,140,N,W
98BR00720,A4524,1.0,81,,04,2,0,140,N,W
98BR00721,A4526,1.0,73,,43-,2,6,137,N,W
98BR00722,A4581,1.0,82,FX.LF.LEG ok,.0.,2,0,131,N,W
98BR00723,A4596,1.0,82,,.0.,2,0,137,N,W
98BR00724,A4598,1.0,73,,44-,2,6,136,N,W
98BR00725,A4576,1.0,81,NICE,.0.,2,0,145,N,W
98BR00726,A4578,1.0,81,HAIRY,.0.,2,0,148,N,W
98BR00727,A4615,1.0,81,,.0.,2,0,147,N,W
98BR00728,A4619,1.0,81,,.0.,2,0,149,N,W
98BR00729,A4601,1.0,82,,22,2,0,131,N,W
98BR00730,A4606,1.0,81,,.0.,2,0,143,N,W
98BR00731,A4633,1.0,73,,L-,3,6,146,N,W
98BR00732,A4639,1.0,82,,.0.,2,0,115,N,W
98BR00733,A4653,1.0,82,R.P.,25,2,0,131,N,W
98BR00734,A4658,1.0,82,w/ B1 3/16,26,2,0,169,N,W
98BR00735,A4661,1.0,73,,L-,3,6,146,N,W
98BR00736,A4664,1.0,73,,42-,2,6,140,N,W
98BR00737,A4667,1.0,82,,27,2,0,166,N,W
98BR00738,A4624,1.0,82,,.0.,2,0,138,N,W
98BR00739,A4626,1.0,73,,41-,2,6,141,N,W
98BR00740,A4622,1.0,73,,45-,2,6,128,N,W
98BR00741,A4684,1.0,82,4TEATS,28,2,0,141,N,W
98BR00742,A4686,1.0,82,,30,2,0,142,N,W
98BR00743,A4696,1.0,81,,01,2,0,129,N,W
98BR00744,A4699,0.5,73,,L-,3,6,137,N,W
98BR00745,A4697,1.0,81,,.0.,2,0,146,N,W
98BR00746,A4675,1.0,81,,04,2,0,138,N,W
98BR00747,A4672,1.0,73,,43-,2,6,133,N,W
98BR00748,A4211,1.0,00,INJURY R.HOCK,.0.,2,0,129,N,W
98BR00749,A4219,1.0,00,,.0.,2,0,159,N,W
98BR00750,A4217,1.0,00,,.0.,2,0,146,N,W
98BR00751,A4205,1.0,00,TRT.RF.FOOT,.0.,2,0,125,N,W
98BR00752,A4207,1.0,82,,20,2,0,148,N,W
98BR00753,A4234,1.0,00,,.0.,2,0,121,N,W
98BR00754,A4235,1.0,00,HAIRY,.0.,2,0,155,N,W
98BR00755,A4241,1.0,73,,44-,2,6,144,N,W
98BR00756,A4243,1.0,81,,02,2,0,160,N,W
98BR00757,A4245,1.0,00,HAIRY,.0.,2,0,138,N,W
98BR00758,A4242,1.0,73,,L-,3,6,134,N,W
98BR00759,A4253,1.0,82,,22,2,0,147,N,W
98BR00760,A4255,1.0,81,4TEATS,03,2,0,146,N,W
98BR00761,A4258,1.0,00,,.0.,2,0,127,N,W
98BR00762,A4261,1.0,81,,01,2,0,134,N,W
98BR00763,A4260,1.0,00,,.0.,2,0,166,N,W
98BR00764,A4263,1.0,81,,.0.,2,0,132,N,W
98BR00765,A4269,1.0,00,,.0.,2,0,134,N,W
98BR00766,A4267,1.0,82,,23,2,0,138,N,W
98BR00767,A4220,1.0,00,NICE BAG,.0.,2,0,127,N,W
98BR00768,A4222,1.0,82,,.0.,2,0,124,N,W
98BR00769,A4281,1.0,82,ENTR,25,2,0,144,N,W
98BR00770,A4284,1.0,73,,L-,3,6,146,N,W
98BR00771,A4282,1.0,82,PINK,26,2,0,135,N,W
98BR00772,A4294,1.0,73,,L-,3,6,0,N,*
98BR00773,A4298,1.0,82,HAIRY,.0.,2,0,132,N,W
98BR00774,A4278,1.0,00,,.0.,2,0,133,N,W
98BR00775,A4279,1.0,00,,.0.,2,0,122,N,W
98BR00776,A4277,1.0,82,,.0.,2,0,145,N,W
98BR00777,A4810,0.5,73,,45-,2,6,122,N,W
98BR00778,A4816,0.5,73,,41-,2,6,118,N,W
98BR00779,A4817,0.5,73,4TEATS,42-,2,6,121,N,W
98BR00780,A4801,0.5,73,,42-,2,6,132,N,W
98BR00781,A4803,0.5,73,,43-,2,6,134,N,W
98BR00782,A4808,0.5,73,,44-,2,6,125,N,W
98BR00783,A4848,0.5,73,,43-,2,6,120,N,W
98BR00784,A4847,0.5,73,,L-,3,6,133,N,W
98BR00785,A4851,0.5,73,,44-,2,6,127,N,W
98BR00786,A4852,0.5,73,,L-,3,6,135,N,W
98BR00787,A4858,0.5,73,,45-,2,6,131,N,W
98BR00788,A4857,0.5,73,,L-,3,6,118,N,W
98BR00789,A4867,0.5,73,,41-,2,6,132,N,W
98BR00790,A4883,0.5,73,,43-,2,6,129,N,W
98BR00791,A4894,0.5,73,,44-,2,6,133,N,W
98BR00792,A4895,0.5,73,NICE,45-,2,6,132,N,W
98BR00793,A4899,0.5,73,HAIRY check,L-,3,6,139,N,W
98BR00794,A4897,0.5,73,,41-,2,6,136,N,W
98BR00795,A4872,0.5,73,,42-,2,6,134,N,W
98BR00796,A4913,0.5,73,,42-,2,6,128,N,W
98BR00797,A4918,0.5,73,NICE,44-,2,6,156,N,W
98BR00798,A4917,0.5,73,NICE,43-,2,6,148,N,W
98BR00799,A4933,0.5,73,,41-,2,6,133,N,W
98BR00800,A4943,0.5,73,,42-,2,6,133,N,W
98BR00801,A4956,0.5,73,NICE,L-,3,6,130,N,W
98BR00802,A4925,0.5,73,,45-,2,6,130,N,W
98BR00803,A4983,0.5,73,,L-,3,6,122,N,W
98BR00804,A4971,0.5,73,,43-,2,6,126,N,W
98BR00805,A4973,0.5,73,,44-,2,6,131,N,W
98BR00806,A4976,0.5,73,,45-,2,6,131,N,W
98BR00807,A4972,0.5,73,,L-,3,6,124,N,W
98BR00808,A4715,0.5,73,,41-,2,6,128,N,W
98BR00809,A4716,0.5,73,,L-,3,6,148,N,W
98BR00810,A4701,0.5,73,,45-,2,6,130,N,W
98BR00811,A4733,0.5,73,,45-,2,6,128,N,W
98BR00812,A4734,0.5,73,,41-,2,6,116,N,W
98BR00813,A4732,0.5,73,,44-,2,6,135,N,W
98BR00814,A4740,0.5,73,,42-,2,6,124,N,W
98BR00815,A4743,0.5,73,,43-,2,6,134,N,W
98BR00816,A4756,0.5,73,NICE,44-,2,6,125,N,W
98BR00817,A4762,0.5,73,,45-,2,6,131,N,W
98BR00818,A4769,0.5,73,,41-,2,6,120,N,W
98BR00819,A4724,0.5,73,,42-,2,6,128,N,W
98BR00820,A4729,0.5,73,,43-,2,6,130,N,W
98BR00821,A4780,0.5,73,,43-,2,6,131,N,W
98BR00822,A4789,0.5,73,4TEATS,44-,2,6,144,N,W
98BR00823,A4793,0.5,73,,L-,3,6,134,N,W
98BR00824,A4798,0.5,73,,45-,2,6,128,N,W
98BR00825,A4799,0.5,73,,41-,2,6,130,N,W
98BR00826,A4777,0.5,73,,42-,2,6,129,N,W
98BR00827,A4700,0.5,73,,44-,2,6,131,N,W
98BR00828,A2134,3.0,73,,L-,3,6,0,N,*
98BR00829,A2138,3.0,82,,22,2,0,194,N,W
98BR00830,A2145,3.0,81,,03,2,0,187,N,W
98BR00831,A2161,3.0,81,,01,2,0,180,N,W
98BR00832,A2163,3.0,81,,04,2,0,160,N,W
98BR00833,A2165,3.0,82,,23,2,0,159,N,W
98BR00834,A2162,3.0,81,,02,2,0,176,N,W
98BR00835,A2128,3.0,81,NICE,02,2,0,153,N,W
98BR00836,A2188,3.0,73,,L-,3,6,0,N,*
98BR00837,A2187,3.0,73,,43-,2,6,0,N,W
98BR00838,A2017,3.0,81,NICE,03,2,0,149,N,W
98BR00839,A2040,3.0,73,,L-,3,7,188,N,*
98BR00840,A2049,3.0,81,,04,2,0,178,N,W
98BR00841,A2050,3.0,81,,02,2,0,218,N,W
98BR00842,A2055,3.0,73,CONJUNCTIVITI,L-,3,7,164,N,*
98BR00843,A2057,3.0,73,,L-,3,6,0,N,*
98BR00844,A2066,3.0,82,MOTHERLY+,30,2,0,156,N,W
98BR00845,A2068,3.0,81,"ENTR,URI",03,2,0,183,N,W
98BR00846,A2021,3.0,82,,29,2,0,144,N,W
98BR00847,A2024,3.0,82,,28,2,0,166,N,W
98BR00848,A2083,3.0,82,,20,2,0,164,N,W
98BR00849,A2084,3.0,82,ABS L.JAW,21,2,0,156,N,W
98BR00850,A2070,3.0,73,"X,HARD BAG",X,X,6,0,N,*
98BR00851,A2075,3.0,82,,31,2,0,152,N,W
98BR00852,A2079,3.0,81,,04,2,0,157,N,W
98BR00853,A2313,3.0,81,4TEATS,02,2,0,182,N,W
98BR00854,A2300,3.0,ch,3TEATS,55,1,2,165,N,W
98BR00855,A2302,3.0,ch,3TEATS,56,1,2,196,N,W
98BR00856,A2330,3.0,ch,TAILHEAD INF.,57,1,2,127,N,W
98BR00857,A2336,3.0,82,HAIRY,27,2,0,132,N,W
98BR00858,A2338,3.0,81,,04,2,0,141,N,W
98BR00859,A2351,3.0,73,,42-,2,6,174,N,W
98BR00860,A2358,3.0,81,,01,2,0,175,N,W
98BR00861,A2364,3.0,ch,4TEATS,56,1,2,151,N,W
98BR00862,A2365,3.0,ch,,57,1,2,151,N,W
98BR00863,A2366,3.0,ch,THICK MILK,-0-,1,2,146,N,W
98BR00864,A2367,3.0,ch,WITH LISA '96,58,1,2,115,N,W
98BR00865,A2325,3.0,73,4TEATS,L-,3,6,0,N,*
98BR00866,A2326,3.0,ch,4TEATS,57,1,2,154,N,W
98BR00867,A2327,3.0,ch,,58,1,2,158,N,W
98BR00868,A2398,3.0,ch,,55,1,2,152,N,W
98BR00869,A2370,3.0,ch,QUIET,58,1,2,177,N,W
98BR00870,A2411,3.0,73,,L-,3,6,0,N,*
98BR00871,A2414,3.0,ch,SUCK1SIDE,56,1,2,151,N,W
98BR00872,A2403,3.0,ch,,-0-,1,2,159,N,W
98BR00873,A2404,3.0,ch,EXTRA MILK 5+,55,1,2,142,N,W
98BR00874,A2402,3.0,ch,,-0-,1,2,141,N,W
98BR00875,A2442,3.0,ch,"4TEAT,SCOURS",56,1,2,142,N,W
