UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,GET,WORK
98BR00876,A2474,3.0,82,,30,2,0,147,N,W
98BR00877,A2476,3.0,ch,,57,1,2,156,N,W
98BR00878,A2478,3.0,ch,,57,1,2,189,N,W
98BR00879,A2479,3.0,ch,"URI,COUGH",-0-,1,2,152,N,W
98BR00880,A2477,3.0,ch,,58,1,2,179,N,W
98BR00881,A2511,3.0,ch,,-0-,1,2,156,N,W
98BR00882,A2510,3.0,ch,L.FIBERY,58,1,2,179,N,W
98BR00883,A2517,3.0,82,,28,2,0,135,N,W
98BR00884,A2506,3.0,00,"BLACK,LAME,ok",02,2,1,145,N,W
98BR00885,A2539,3.0,82,,29,2,0,150,N,W
98BR00886,A2544,3.0,73,,L-,3,7,178,N,*
98BR00887,A2546,3.0,81,HAIRY,03,2,0,168,N,W
98BR00888,A2548,3.0,ch,"BLK 1"" R.SHOU",-0-,1,2,135,N,W
98BR00889,A2559,3.0,ch,,-0-,1,2,149,N,W
98BR00890,A2523,3.0,81,,03,2,0,164,N,W
98BR00891,A2591,2.5,73,R.SPOILED,X,X,6,0,N,*
98BR00892,A2595,2.5,73,,L-,3,6,0,N,*
98BR00893,A2598,2.5,73,,L-,3,6,0,N,*
98BR00894,A2570,3.0,ch,,-0-,1,2,149,N,W
98BR00895,A2579,2.5,73,,L-,3,7,165,N,*
98BR00896,A2610,2.5,73,,L-,3,7,155,N,*
98BR00897,A2614,2.5,73,,43-,2,6,206,N,W
98BR00898,A2608,2.5,73,1TAG,L-,3,7,148,N,*
98BR00899,A2630,2.5,73,,L-,3,7,145,N,*
98BR00900,A2638,2.5,73,,45-,2,6,172,N,W
98BR00901,A2639,2.5,73,,L-,3,7,153,N,*
98BR00902,A2666,2.5,73,FOUND 9/10/96,L-,3,7,135,N,*
98BR00903,A2669,2.5,73,,41-,2,6,173,N,W
98BR00904,A2620,2.5,73,BAG 5 OK,L-,3,7,168,N,*
98BR00905,A2626,2.5,73,,44-,2,6,174,N,W
98BR00906,A2628,2.5,73,,L-,3,7,157,N,*
98BR00907,A2629,2.5,73,,L-,3,7,186,N,*
98BR00908,A2682,2.5,73,ABS.R.EAR,L-,3,6,0,N,*
98BR00909,A2689,2.5,73,W/ LAMB,L-,3,6,0,N,*
98BR00910,A2690,2.5,73,,42-,2,6,206,N,W
98BR00911,A2693,2.5,73,,L-,3,6,0,N,*
98BR00912,A2696,2.5,73,,L-,3,6,0,N,*
98BR00913,A2692,2.5,73,,45-,2,6,0,N,W
98BR00914,A2673,2.5,73,"X,VLTS",X,X,6,0,N,*
98BR00915,A2679,2.5,73,CURLY,L-,3,7,156,N,*
98BR00916,A2213,3.0,73,ABS.BUTT,L-,3,7,162,N,*
98BR00917,A2202,3.0,82,,24,2,0,150,N,W
98BR00918,A2237,3.0,73,GOOD EWE,45-,2,6,188,N,W
98BR00919,A2243,3.0,82,NICE EWE,25,2,0,168,N,W
98BR00920,A2248,3.0,ch,,-0-,1,2,148,N,W
98BR00921,A2250,3.0,ch,,57,1,2,171,N,W
98BR00922,A2252,3.0,81,,04,2,0,193,N,W
98BR00923,A2257,3.0,81,,01,2,0,175,N,W
98BR00924,A2223,3.0,ch,,55,1,2,149,N,W
98BR00925,A2283,3.0,ch,4TEATS,-0-,1,2,142,N,W
98BR00926,A2286,3.0,82,TRY3 1998 yes,26,2,0,163,N,W
98BR00927,A2293,3.0,ch,LT @RIGHT,58,1,2,146,N,W
98BR00928,A2292,3.0,81,,01,2,0,162,N,W
98BR00929,A2271,3.0,73,R.EYE TRT,44-,2,6,0,N,W
98BR00930,A2273,3.0,73,3TEATS,L-,3,7,149,N,*
98BR00931,A2275,3.0,81,,02,2,0,180,N,W
98BR00932,A2812,2.0,ch,,56,1,2,156,N,W
98BR00933,A2807,2.0,ch,,55,1,2,156,N,W
98BR00934,A2830,2.0,ch,RAT  ok,57,1,2,145,N,W
98BR00935,A2839,2.0,81,,01,2,0,171,N,W
98BR00936,A2846,2.0,82,4TEATS,31,2,0,148,N,W
98BR00937,A2848,2.0,73,RAT,L-,3,7,134,N,*
98BR00938,A2861,2.0,ch,,55,1,2,154,N,W
98BR00939,A2884,2.0,82,,21,2,0,172,N,W
98BR00940,A2885,2.0,81,,04,2,0,202,N,W
98BR00941,A2888,2.0,ch,,56,1,2,141,N,W
98BR00942,A2893,2.0,73,,L-,3,7,153,N,*
98BR00943,A2894,2.0,73,,L-,3,6,0,N,*
98BR00944,A2899,2.0,00,BLACK WETHER,W,2,1,188,N,W
98BR00945,A2873,2.0,81,4TEATS,02,2,0,189,N,W
98BR00946,A2879,2.0,81,,03,2,0,168,N,W
98BR00947,A2877,2.0,82,,20,2,0,166,N,W
98BR00948,A2912,2.0,81,,03,2,0,175,N,W
98BR00949,A2919,2.0,82,,23,2,0,150,N,W
98BR00950,A2900,2.0,ch,3rd BORN LATE,57,1,2,149,N,W
98BR00951,A2903,2.0,ch,,58,1,2,143,N,W
98BR00952,A2905,2.0,ch,,-0-,1,2,143,N,W
98BR00953,A2908,2.0,81,,02,2,0,152,N,W
98BR00954,A2949,2.0,82,4TEATS,24,2,0,161,N,W
98BR00955,A2956,2.0,73,,L-,3,6,0,N,*
98BR00956,A2961,2.0,82,NICE,22,2,0,172,N,W
98BR00957,A2969,2.0,81,4TEATS,04,2,0,174,N,W
98BR00958,A2986,2.0,82,4TEATS,25,2,0,161,N,W
98BR00959,A2971,2.0,73,,L-,3,7,143,N,*
98BR00960,A2970,2.0,81,CURLY,01,2,0,141,N,W
98BR00961,A2973,2.0,73,,L-,3,7,143,N,*
98BR00962,A2718,2.5,73,,43-,2,6,162,N,W
98BR00963,A2730,2.5,73,,L-,3,7,150,N,*
98BR00964,A2733,2.5,73,W/ LAMB,44-,2,6,179,N,W
98BR00965,A2736,2.5,73,,L-,3,7,164,N,*
98BR00966,A2747,2.5,73,,L-,3,7,183,N,*
98BR00967,A2752,2.5,73,,L-,3,7,169,N,*
98BR00968,A2758,2.5,73,,42-,2,6,0,N,W
98BR00969,A2759,2.5,73,,43-,2,6,0,N,W
98BR00970,A2760,2.5,73,,L-,3,7,181,N,*
98BR00971,A2769,2.5,73,,L-,3,7,162,N,*
98BR00972,A2721,2.5,73,,41-,2,6,0,N,W
98BR00973,A2781,2.5,73,,L-,3,6,0,N,*
98BR00974,A2782,2.5,73,,L-,3,7,148,N,*
98BR00975,A2773,2.5,73,,44-,2,6,0,N,W
98BR00976,A2772,2.5,73,,L-,3,6,0,N,*
98BR00977,K5884,6.0,62,,01-,1,0,174,N,W
98BR00978,K5886,6.0,61,FLT'S,02-,1,0,181,N,W
98BR00979,K5891,6.0,60,ENTR,L-,3,0,163,N,W
98BR00980,K5915,6.0,60,?WITHERS,L-,3,0,176,N,W
98BR00981,K5918,6.0,61,,L-,3,7,171,N,*
98BR00982,K5917,6.0,61,,L-,3,0,180,N,W
98BR00983,K5941,6.0,60,,03-,1,0,202,N,W
98BR00984,K5986,6.0,60,,L-,3,7,197,N,*
98BR00985,K5971,6.0,61,,L-,3,0,206,N,W
98BR00986,K5972,6.0,60,DYSTOCIA 95,04-,1,0,198,N,W
98BR00987,K6109,6.0,61,LUMPY MILK,L-,3,0,182,N,W
98BR00988,K6123,6.0,61,,03-,1,0,177,N,W
98BR00989,K6128,6.0,61,EYE OK,04-,1,0,175,N,W
98BR00990,K6189,6.0,61,ENTR,06-,1,0,188,N,W
98BR00991,K6172,6.0,60,,05-,1,0,159,N,W
98BR00992,K6013,6.0,61,,06-,1,0,175,N,W
98BR00993,K6003,6.0,62,"THIN,SLOW",L-,3,0,170,N,W
98BR00994,K6007,6.0,60,LOST PESSARY,05-,1,0,183,N,W
98BR00995,K6038,6.0,60,,L-,3,7,185,N,*
98BR00996,K6037,6.0,61,,01-,1,0,196,N,W
98BR00997,K6063,6.0,60,ROUGH TEATS,02-,1,0,181,N,W
98BR00998,K6311,6.0,62,,L-,3,0,193,N,W
98BR00999,K6305,6.0,62,,L-,3,0,179,N,W
98BR01000,K6354,6.0,61,,03-,1,0,185,N,W
98BR01001,K6364,6.0,62,NICE,04-,1,0,160,N,W
98BR01002,K6322,6.0,62,,L-,3,7,177,N,*
98BR01003,K6394,6.0,62,,L-,3,7,172,N,*
98BR01004,K6447,6.0,62,"LAME RR, TAG",05-,1,0,185,N,W
98BR01005,K6492,6.0,60,,L-,3,0,204,N,W
98BR01006,K6504,6.0,61,,L-,3,7,177,N,*
98BR01007,K6532,6.0,62,DYSTOCIA,L-,3,0,193,N,W
98BR01008,K6552,6.0,60,,L-,3,7,174,N,*
98BR01009,K6598,6.0,62,,06-,1,0,168,N,W
98BR01010,K6658,5.0,60,,02-,1,0,206,N,W
98BR01011,K6669,5.0,61,VLTS,03-,1,0,197,N,W
98BR01012,K6627,6.0,60,,01-,1,0,204,N,W
98BR01013,K6680,5.0,62,,L-,3,7,187,N,*
98BR01014,K6688,5.0,62,,06-,1,0,170,N,W
98BR01015,K6699,5.0,62,,L-,3,7,188,N,*
98BR01016,K6670,5.0,62,"X,CRIPPLE",04-,1,0,177,N,W
98BR01017,K6676,5.0,00,,51,1,0,196,N,W
98BR01018,K6672,5.0,60,JUMPY,L-,3,7,175,N,*
98BR01019,K6679,5.0,60,4TEATS,05-,1,0,163,N,W
98BR01020,K6238,6.0,60,,01-,1,0,189,N,W
98BR01021,K6239,6.0,62,,L-,3,7,176,N,*
98BR01022,K6264,6.0,60,,L-,3,7,169,N,*
98BR01023,K6266,6.0,62,,L-,3,7,157,N,*
98BR01024,K6271,6.0,62,,02-,1,0,186,N,W
98BR01025,K6278,6.0,60,,L-,3,0,186,N,W
98BR01026,K6816,5.0,61,,05-,1,0,186,N,W
98BR01027,K6831,5.0,60,,L-,3,0,176,N,W
98BR01028,K6837,5.0,62,WILD95,L-,3,7,158,N,*
98BR01029,K6843,5.0,00,NICE BAG,53,1,0,176,N,W
98BR01030,K6849,5.0,61,THIN 10-98,L-,3,0,152,N,W
98BR01031,K6847,5.0,60,,L-,3,0,218,N,W
98BR01032,K6859,5.0,62,,01-,1,0,145,N,W
98BR01033,K6861,5.0,60,REJECTEDGRAFT,L-,3,7,173,N,*
98BR01034,K6827,5.0,60,,06-,1,0,216,N,W
98BR01035,K6896,5.0,62,SM BAG,L-,3,7,133,N,*
98BR01036,K6911,5.0,62,,L-,3,0,181,N,W
98BR01037,K6917,5.0,62,,04-,1,0,214,N,W
98BR01038,K6900,5.0,60,"SW.BAG,ENTR",02-,1,0,178,N,W
98BR01039,K6904,5.0,60,R BLOODY MILK,03-,1,0,186,N,W
98BR01040,K6937,5.0,60,,L-,3,7,179,N,*
98BR01041,K6944,5.0,62,,L-,3,7,176,N,*
98BR01042,K6955,5.0,62,,05-,1,0,192,N,W
98BR01043,K6958,5.0,61,SM.BAG,06-,1,0,178,N,W
98BR01044,K6964,5.0,60,R BLOODY MILK,01-,1,0,196,N,W
98BR01045,K6990,5.0,00,,53,1,0,163,N,W
98BR01046,K6994,5.0,00,R.P.,53,1,0,184,N,W
98BR01047,K6999,5.0,60,,L-,3,7,148,N,*
98BR01048,K6718,5.0,62,,01-,1,0,179,N,W
98BR01049,K6719,5.0,62,,L-,3,7,159,N,*
98BR01050,K6730,5.0,62,,L-,3,0,149,N,W
98BR01051,K6753,5.0,00,,51,1,0,177,N,W
98BR01052,K6761,5.0,00,TRT L.EYE,52,1,0,174,N,W
98BR01053,K6763,5.0,00,DYSTOCIA 94,53,1,0,189,N,W
98BR01054,K6723,5.0,62,LT @LEFT,02-,1,0,186,N,W
98BR01055,K6726,5.0,62,CUT @LR FOOT,03-,1,0,166,N,W
98BR01056,K6729,5.0,62,,L-,3,7,153,N,*
98BR01057,K6788,5.0,00,,52,1,0,170,N,W
98BR01058,K6795,5.0,62,,04-,1,0,183,N,W
98BR01059,K6797,5.0,60,DYSTOCIA 95,L-,3,0,196,N,W
98BR01060,K6776,5.0,61,,L-,3,7,178,N,*
98BR01061,K8111,3.0,60,SUCK1SIDE,L-,3,0,218,N,W
98BR01062,K8107,3.0,62,FLTS,05-,1,0,154,N,W
98BR01063,K8156,3.0,60,HAIRY check,L-,3,7,185,N,*
98BR01064,K8161,3.0,60,4TEATS,L-,3,7,185,N,*
98BR01065,K8123,3.0,62,TRY3 1998 yes,02-,1,0,177,N,W
98BR01066,K8122,3.0,62,ENTR,01-,1,0,174,N,W
98BR01067,K8127,3.0,60,REJECTS GRAFT,03-,1,0,235,N,W
98BR01068,K8181,3.0,61,4TEATS,06-,1,0,186,N,W
98BR01069,K8189,3.0,00,BLACK EWE,01,2,1,174,N,W
98BR01070,K8198,3.0,62,4TEATS,01-,1,0,178,N,W
98BR01071,K8013,3.0,61,ENTR,L-,3,0,215,N,W
98BR01072,K8006,3.0,61,THIN 9-98,05-,1,0,144,N,W
98BR01073,K8009,3.0,61,SM BAG,L-,3,0,191,N,W
98BR01074,K8034,3.0,60,DYSTOCIA,06-,1,0,175,N,W
98BR01075,K8053,3.0,60,ENTR,01-,1,0,188,N,W
98BR01076,K8064,3.0,60,4TEATS,02-,1,0,187,N,W
98BR01077,K8067,3.0,62,,L-,3,0,155,N,W
98BR01078,K8089,3.0,61,,06-,1,0,175,N,W
98BR01079,K8099,3.0,61,,04-,1,0,211,N,W
98BR01080,K8076,3.0,61,LAME? TRIMMED,L-,3,0,168,N,W
98BR01081,K8078,3.0,60,SUCK1SIDE,03-,1,0,202,N,W
98BR01082,K8312,3.0,62,ABORT 0 MILK,X,X,0,0,W,*
98BR01083,K8318,3.0,60,,L-,3,7,193,N,*
98BR01084,K8305,3.0,61,,L-,3,7,176,N,*
98BR01085,K8306,3.0,61,4TEATS,L-,3,0,197,N,W
98BR01086,K8302,3.0,60,"4TEAT,TOE ABS",L-,3,0,198,N,W
98BR01087,K8347,3.0,61,4TEATS,L-,3,7,176,N,*
98BR01088,K8323,3.0,60,TRT LR 9-98,L-,3,0,180,N,W
98BR01089,K8328,3.0,62,"ENTR,4TEATS",04-,1,0,190,N,W
98BR01090,K8396,3.0,62,SUCK1SIDE,L-,3,0,181,N,W
98BR01091,K8430,3.0,60,,01-,1,0,185,N,W
98BR01092,K8433,3.0,60,,02-,1,0,162,N,W
98BR01093,K8445,3.0,61,TIGHT TEATS,03-,1,0,215,N,W
98BR01094,K8460,3.0,60,BLOODY MILK,04-,1,0,181,N,W
98BR01095,K8426,3.0,60,NICE,05-,1,0,204,N,W
98BR01096,K8428,3.0,61,ABS.@BRISKET,06-,1,0,209,N,W
98BR01097,K8517,2.0,60,,05-,1,0,170,N,W
98BR01098,K8534,2.0,61,BLK R KNEE OK,L-,3,0,193,N,W
98BR01099,K8539,2.0,00,"ENTR,4TEATS",54,1,0,161,N,W
98BR01100,K8542,2.0,61,MSG STAPLE,L-,3,7,195,N,*
98BR01101,K8549,2.0,62,,06-,1,0,191,N,W
98BR01102,K8558,2.0,60,,L-,3,7,160,N,W
98BR01103,K8563,2.0,00,,51,1,0,166,N,W
98BR01104,K8526,2.0,62,,01-,1,0,188,N,W
98BR01105,K8527,2.0,62,4TEATS,L-,3,0,178,N,W
98BR01106,K8570,2.0,00,4TEATS,52,1,0,192,N,W
98BR01107,K8577,2.0,60,,L-,3,0,166,N,W
98BR01108,K8613,2.0,00,,52,1,0,179,N,W
98BR01109,K8601,2.0,61,,02-,1,0,189,N,W
98BR01110,K8607,2.0,60,,03-,1,0,167,N,W
98BR01111,K8630,2.0,00,THIN RACK,53,1,0,167,N,W
98BR01112,K8645,2.0,00,,52,1,0,207,N,W
98BR01113,K8654,2.0,00,NICE,54,1,0,193,N,W
98BR01114,K8623,2.0,00,,52,1,0,160,N,W
98BR01115,K8686,2.0,00,"2""ABS.BRISKET",52,1,0,152,N,W
98BR01116,K8698,2.0,61,4TEATS,04-,1,0,198,N,W
98BR01117,K8672,2.0,00,ENTR,53,1,0,177,N,W
98BR01118,K8678,2.0,61,4TEATS,05-,1,0,195,N,W
98BR01119,K8217,3.0,62,,04-,1,0,197,N,W
98BR01120,K8234,3.0,62,THIN,02-,1,0,149,N,W
98BR01121,K8243,3.0,62,DYSTOCIA 96,L-,3,0,192,N,W
98BR01122,K8244,3.0,62,,L-,3,7,168,N,*
98BR01123,K8245,3.0,61,LR LAME,03-,1,0,184,N,W
98BR01124,K8269,3.0,00,BLACK EWE,02,2,1,197,N,W
98BR01125,K8223,3.0,61,VLT'S,05-,1,0,186,N,W
98BR01126,K8227,3.0,62,"X,LOW PROD",X,X,0,0,W,*
98BR01127,K8280,3.0,61,ENTR,L-,3,7,196,N,*
98BR01128,K8275,3.0,60,BREECH,L-,3,0,190,N,W
98BR01129,K8800,2.0,00,4TEATS,53,1,0,180,N,W
98BR01130,K8808,2.0,61,,06-,1,0,184,N,W
98BR01131,K8831,2.0,00,,51,1,0,161,N,W
98BR01132,K8830,2.0,00,DYSTOCIA,54,1,0,163,N,W
98BR01133,K8833,2.0,00,"X, DNA",X,X,0,159,N,W
98BR01134,K8835,2.0,60,,L-,3,0,188,N,W
98BR01135,K8832,2.0,00,"X, DNA",X,X,0,166,N,W
98BR01136,K8865,2.0,00,*REBLEED*ok,51,1,0,166,N,W
98BR01137,K8823,2.0,00,,53,1,0,164,N,W
98BR01138,K8822,2.0,00,4TEATS,53,1,0,194,N,W
98BR01139,K8881,2.0,62,,L-,3,7,187,N,*
98BR01140,K8890,2.0,00,LT @LEFT,51,1,0,167,N,W
98BR01141,K8895,2.0,00,,54,1,0,156,N,W
98BR01142,K8896,2.0,00,CLPG=3,52,1,0,169,N,W
98BR01143,K8879,2.0,00,"SW.BAG,CLPG3",53,1,0,148,N,W
98BR01144,K8912,2.0,00,DYSTOCIA97,52,1,0,167,N,W
98BR01145,K8900,2.0,62,,01-,1,0,180,N,W
98BR01146,K8941,2.0,62,CSECTION ok,02-,1,0,178,N,W
98BR01147,K8945,2.0,00,DYSTOCIA97,53,1,0,160,N,W
98BR01148,K8946,2.0,00,,52,1,0,172,N,W
98BR01149,K8959,2.0,61,,L-,3,0,197,N,W
98BR01150,K8969,2.0,61,4TEATS,L-,3,7,159,N,*
98BR01151,K8967,2.0,00,ENTR,54,1,0,176,N,W
98BR01152,K8983,2.0,00,"X, DNA",X,X,0,188,N,W
98BR01153,K8989,2.0,00,HAIRY,52,1,0,163,N,W
98BR01154,K8992,2.0,00,,54,1,0,199,N,W
98BR01155,K8999,2.0,61,TRT R.EYE,03-,1,0,175,N,W
98BR01156,K8972,2.0,00,,51,1,0,171,N,W
98BR01157,K8718,2.0,61,"LAME,LF,4/23",L-,3,0,200,N,W
98BR01158,K8701,2.0,00,,53,1,0,158,N,W
98BR01159,K8705,2.0,60,"STIFF,GRAFTED",L-,3,0,173,N,W
98BR01160,K8735,2.0,62,4TEATS,04-,1,0,166,N,W
98BR01161,K8736,2.0,62,R.P.,L-,3,7,160,N,*
98BR01162,K8743,2.0,61,4TEATS,L-,3,7,169,N,*
98BR01163,K8721,2.0,62,"FLT,SUCK1SIDE",05-,1,0,177,N,W
98BR01164,K8785,2.0,60,,06-,1,0,185,N,W
98BR01165,K8790,2.0,00,ENTR,52,1,0,156,N,W
98BR01166,K8771,2.0,62,,01-,1,0,179,N,W
98BR01167,K8776,2.0,00,,52,1,0,171,N,W
98BR01168,K9107,2.0,62,4TEATS,02-,1,0,197,N,W
98BR01169,K9136,2.0,00,"NICE,ENTR",53,1,0,154,N,W
98BR01170,K9141,2.0,00,,53,1,0,142,N,W
98BR01171,K9150,2.0,00,"X, DNA",X,X,0,170,N,W
98BR01172,K9127,2.0,61,,L-,3,7,205,N,*
98BR01173,K9181,2.0,61,ENTR,L-,3,0,163,N,W
98BR01174,K9190,2.0,62,,L-,3,0,176,N,W
98BR01175,K9194,2.0,00,"X, DNA",X,X,0,169,N,W
98BR01176,K9019,2.0,61,BRN EARS,L-,3,7,171,N,*
98BR01177,K9003,2.0,00,LAME LR,54,1,0,154,N,W
98BR01178,K9002,2.0,00,,51,1,0,177,N,W
98BR01179,K9032,2.0,00,,54,1,0,146,N,W
98BR01180,K9061,2.0,62,4TEATS,L-,3,0,201,N,W
98BR01181,K9064,2.0,00,,54,1,0,182,N,W
98BR01182,K9024,2.0,60,,L-,3,7,176,N,*
98BR01183,K9026,2.0,60,,03-,1,0,155,N,W
98BR01184,K9022,2.0,00,"X, DNA",X,X,0,142,N,W
98BR01185,K9084,2.0,00,HAIRY,53,1,0,183,N,W
98BR01186,K9072,2.0,60,4TEATS,04-,1,0,172,N,W
98BR01187,K9077,2.0,00,,52,1,0,170,N,W
98BR01188,K9311,1.0,00,,L-,3,7,172,N,*
98BR01189,K9313,1.0,00,,L-,3,7,133,N,*
98BR01190,K9314,1.0,00,,L-,3,7,178,N,*
98BR01191,K9316,1.0,00,,L-,3,7,129,N,*
98BR01192,K9312,1.0,00,,L-,3,7,142,N,*
98BR01193,K9300,1.0,00,4TEATS,51,1,0,150,N,W
98BR01194,K9305,1.0,00,,L-,3,7,178,N,W
98BR01195,K9306,1.0,00,,L-,3,7,129,N,*
98BR01196,K9308,1.0,68,4TEATS,01-,1,0,152,N,W
98BR01197,K9307,1.0,68,4TEATS,06-,1,0,171,N,W
98BR01198,K9331,1.0,68,,02-,1,0,174,N,W
98BR01199,K9332,1.0,00,"SAVE,BLACK W.",W,3,1,164,N,W
98BR01200,K9337,1.0,68,,05-,1,0,149,N,W
98BR01201,K9341,1.0,00,,L-,3,7,135,N,*
98BR01202,K9340,1.0,00,,L-,3,7,143,N,*
98BR01203,K9343,1.0,68,FAT YRLG,03-,1,0,172,N,W
98BR01204,K9346,1.0,00,"SAVE,BLACK W.",W,3,1,153,N,W
98BR01205,K9342,1.0,68,NICE,04-,1,0,154,N,W
98BR01206,K9350,1.0,00,HAIRY,L-,3,7,146,N,*
98BR01207,K9356,1.0,68,,05-,1,0,175,N,W
98BR01208,K9321,1.0,00,"CC,TEST MATE!",53,1,0,122,N,W
98BR01209,K9324,1.0,00,,L-,3,7,150,N,*
98BR01210,K9328,1.0,00,,51,1,0,150,N,W
98BR01211,K9381,1.0,00,,L-,3,7,126,N,*
98BR01212,K9380,1.0,00,SUCK1SIDE,54,1,0,149,N,W
98BR01213,K9383,1.0,00,SAVE,L-,3,7,101,N,*
98BR01214,K9393,1.0,68,,06-,1,0,159,N,W
98BR01215,K9396,1.0,00,NICE,L-,3,7,137,N,*
98BR01216,K9398,1.0,00,HAIRY,L-,3,7,131,N,*
98BR01217,K9370,1.0,00,,L-,3,7,140,N,*
98BR01218,K9376,1.0,00,,L-,3,7,150,N,*
98BR01219,K9377,1.0,00,"HAIRY,NAXCEL",L-,3,7,139,N,*
98BR01220,K9414,1.0,68,,L-,3,0,165,N,W
98BR01221,K9415,1.0,00,HAIRY,L-,3,7,139,N,*
98BR01222,K9416,1.0,00,HAIRY,L-,3,7,162,N,*
98BR01223,K9412,1.0,00,,L-,3,7,140,N,*
98BR01224,K9403,1.0,00,HAIRY,L-,3,7,159,N,*
98BR01225,K9404,1.0,00,,L-,3,7,153,N,W
98BR01226,K9408,1.0,00,,L-,3,7,170,N,*
98BR01227,K9409,1.0,00,,L-,3,7,157,N,*
98BR01228,K9407,1.0,00,,L-,3,7,137,N,*
98BR01229,K9431,1.0,68,,01-,1,0,137,N,W
98BR01230,K9436,1.0,00,HAIRY,L-,3,7,148,N,W
98BR01231,K9438,1.0,68,,02-,1,0,158,N,W
98BR01232,K9441,1.0,00,,L-,3,7,145,N,W
98BR01233,K9444,1.0,68,4TEATS,L-,3,0,189,N,W
98BR01234,K9446,1.0,00,HAIRY,L-,3,7,150,N,*
98BR01235,K9442,1.0,00,,L-,3,7,150,N,*
98BR01236,K9447,1.0,00,FETI 1 TB 0,L-,3,7,149,N,*
98BR01237,K9451,1.0,00,4TEATS,51,1,0,160,N,W
98BR01238,K9453,1.0,00,HAIRY,L-,3,7,138,N,*
98BR01239,K9462,1.0,00,,L-,3,7,149,N,*
98BR01240,K9469,1.0,68,,03-,1,0,175,N,W
98BR01241,K9467,1.0,00,,L-,3,7,161,N,W
98BR01242,K9421,1.0,00,,L-,3,7,159,N,*
98BR01243,K9420,1.0,00,,L-,3,7,129,N,*
98BR01244,K9422,1.0,00,HAIRY,L-,3,7,155,N,*
98BR01245,K9429,1.0,00,,L-,3,7,148,N,*
98BR01246,K9427,1.0,00,,L-,3,7,145,N,*
98BR01247,K9481,1.0,00,,L-,3,7,150,N,*
98BR01248,K9480,1.0,68,,L-,3,7,165,N,W
98BR01249,K9483,1.0,00,4TEATS,L-,3,7,121,N,*
98BR01250,K9491,1.0,00,CONJUNCTIVITI,L-,3,7,120,N,*
98BR01251,K9490,1.0,00,,L-,3,7,122,N,*
98BR01252,K9493,1.0,00,"ENTR,MSG 3/16",L-,3,7,137,N,*
98BR01253,K9494,1.0,00,,L-,3,7,151,N,*
98BR01254,K9498,1.0,00,,L-,3,7,140,N,*
98BR01255,K9499,1.0,00,,L-,3,7,145,N,*
98BR01256,K9497,1.0,00,,L-,3,7,151,N,*
98BR01257,K9474,1.0,68,,L-,3,7,148,N,W
98BR01258,K9475,1.0,68,,L-,3,7,153,N,W
98BR01259,K9472,1.0,00,HAIRY,L-,3,7,160,N,*
98BR01260,K9479,1.0,68,FAT,06-,1,0,182,N,W
98BR01261,K9477,1.0,00,ENTR,52,1,0,150,N,W
98BR01262,K9511,1.0,68,,L-,3,7,149,N,*
98BR01263,K9510,1.0,00,,L-,3,7,153,N,*
98BR01264,K9501,1.0,00,LUMPJAW,L-,3,7,156,N,*
98BR01265,K9503,1.0,00,4TEATS,53,1,0,161,N,W
98BR01266,K9505,1.0,00,,L-,3,7,155,N,*
98BR01267,K9506,1.0,00,4TEATS,L-,3,7,137,N,*
98BR01268,K9507,1.0,00,,L-,3,7,157,N,*
98BR01269,K9538,1.0,00,4TEATS,L-,3,7,147,N,*
98BR01270,K9542,1.0,00,4TEATS,L-,3,7,124,N,*
98BR01271,K9550,1.0,68,4TEATS,L-,3,0,161,N,W
98BR01272,K9554,1.0,68,,L-,3,7,156,N,W
98BR01273,K9556,1.0,00,,L-,3,7,153,N,*
98BR01274,K9558,1.0,68,ENTR,L-,3,0,165,N,W
98BR01275,K9559,1.0,68,"DYSTOCIA,TRT",04-,1,0,161,N,W
98BR01276,K9557,1.0,00,FETI 1 TB 0,L-,3,7,153,N,*
98BR01277,K9561,1.0,68,dup9569?,05-,1,0,172,N,W
98BR01278,K9566,1.0,00,4TEATS,51,1,0,143,N,W
98BR01279,K9567,1.0,68,,L-,3,0,172,N,W
98BR01280,K9521,1.0,00,,L-,3,7,154,N,*
98BR01281,K9520,1.0,68,,L-,3,7,137,N,*
98BR01282,K9522,1.0,00,,L-,3,7,135,N,*
98BR01283,K9529,1.0,00,4TEATS,54,1,0,159,N,W
98BR01284,K9587,1.0,00,,L-,3,7,138,N,*
98BR01285,K9590,1.0,68,,01-,1,0,169,N,W
98BR01286,K9575,1.0,68,,02-,1,0,146,N,W
98BR01287,K9572,1.0,68,CR.FR.FEET,L-,3,7,140,N,*
98BR01288,K9577,1.0,68,4TEATS,L-,3,7,157,N,*
98BR01289,K9615,1.0,68,4TEATS,04-,1,0,188,N,W
98BR01290,K9605,1.0,68,,03-,1,0,195,N,W
98BR01291,K9606,1.0,68,,L-,3,7,169,N,*
98BR01292,K9602,1.0,00,4TEATS,54,1,0,147,N,W
98BR01293,K9607,1.0,00,FUZZY,L-,3,7,156,N,*
98BR01294,K9632,1.0,68,4TEATS,05-,1,0,170,N,W
98BR01295,K9629,1.0,68,4TEATS,01-,1,0,174,N,W
98BR01296,K9683,1.0,68,ENTR,06-,1,0,168,N,W
98BR01297,K9682,1.0,68,,L-,3,0,156,N,W
98BR01298,K9694,1.0,68,4TEATS,L-,3,0,168,N,W
