UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
17BR00001,H6539,6.0,,INCR.RR,38,1,0,161,1,W,1,,30,167,1106,173,0126
17BR00002,H6597,6.0,,SRS.MORE,39,1,0,173,1,W,1,,30,162,1106,197,0126
17BR00003,H6601,6.0,,4TEATS,38,1,0,185,1,W,1,,30,174,1106,189,0126
17BR00004,H6632,6.0,,TerminalOnly,35,1,0,158,1,W,1,,30,156,1106,160,0126
17BR00005,H6634,6.0,,TerminalOnly,37,1,0,139,1,W,1,,30,136,1106,156,0126
17BR00006,H6671,6.0,,TerminalOnly,35,1,0,160,2,W,1,,30,147,1106,160,0126
17BR00007,H6672,6.0,,TerminalOnly,35,1,0,193,2,W,1,,30,186,1106,210,0126
17BR00008,H6680,6.0,,TerminalOnly,39,1,0,206,1,W,1,,30,195,1106,230,0126
17BR00009,H6729,6.0,,TerminalOnly,35,1,0,172,1,W,1,,30,162,1106,194,0126
17BR00010,H6739,6.0,,Bad eye,35,1,0,144,1,W,1,,30,143,1106,158,0126
17BR00011,H6751,6.0,,TerminalOnly,37,1,0,158,1,W,1,,30,151,1106,177,0126
17BR00012,H6807,6.0,,TerminalOnly,35,1,0,193,1,W,1,,30,187,1106,172,0126
17BR00013,H6832,6.0,,4TEATS  SCOUR,38,1,0,205,2,W,1,,30,197,1106,208,0126
17BR00014,H6848,6.0,,TerminalOnly,39,1,0,182,1,W,1,,30,180,1106,194,0126
17BR00015,H6885,6.0,,TerminalOnly,35,1,0,161,2,W,1,,30,172,1106,175,0126
17BR00016,H6900,6.0,,TerminalOnly,35,1,0,185,2,W,1,,30,174,1106,177,0126
17BR00017,H6921,6.0,,TerminalOnly,40,1,0,169,1,W,1,,30,160,1106,188,0126
17BR00018,H6925,6.0,,TerminalOnly,35,1,0,165,2,W,1,,30,167,1106,176,0126
17BR00019,H7023,6.0,,TerminalOnly,35,1,0,196,D,W,1,,30,188,1106,198,0126
17BR00020,H7124,6.0,,TerminalOnly,35,1,0,193,1,W,1,,30,188,1106,196,0126
17BR00021,H7162,6.0,,TerminalOnly,35,1,0,182,D,W,1,,30,180,1106,206,0126
17BR00022,H7179,6.0,,TerminalOnly,35,1,0,169,1,W,1,,30,163,1106,183,0126
17BR00023,H7186,6.0,,TerminalOnly,35,1,0,204,D,W,1,,30,197,1106,209,0126
17BR00024,H7245,6.0,,TerminalOnly,35,1,0,169,1,W,1,,30,167,1106,177,0126
17BR00025,H7379,6.0,,TerminalOnly,35,1,0,191,2,W,1,,30,185,1106,193,0126
17BR00026,H7418,5.0,,SM.BAG,41,1,0,144,2,W,1,,30,155,1106,177,0126
17BR00027,H7423,5.0,,.,39,1,0,196,2,W,1,,30,187,1106,222,0126
17BR00028,H7426,5.0,,TerminalOnly,38,1,7,171,2,W,1,,30,162,1106,190,0126
17BR00029,H7439,5.0,,2ND,39,1,0,208,1,W,1,,30,193,1106,215,0126
17BR00030,H7496,5.0,,SCOURS,40,1,7,185,1,W,1,,30,173,1106,197,0126
17BR00031,H7497,5.0,,DRY,38,1,7,171,2,W,1,,30,174,1106,176,0126
17BR00032,H7498,5.0,,WARTS,37,1,0,141,2,W,1,,30,149,1106,160,0126
17BR00033,H7592,5.0,,Missed'15Spwt,40,1,7,185,2,W,1,,30,182,1106,208,0126
17BR00034,H7601,5.0,,CHUNKSRSD,37,1,0,199,1,W,1,,30,188,1106,199,0126
17BR00035,H7612,5.0,,TerminalOnly,8,1,0,169,2,W,1,,30,178,1106,186,0126
17BR00036,H7621,5.0,,ADRU Term,19,1,0,147,1,W,1,,30,133,1106,155,0126
17BR00037,H7767,5.0,,TerminalOnly,27,1,0,160,1,W,1,,30,163,1106,184,0126
17BR00038,H7828,5.0,,SCOURS,40,1,0,164,2,W,1,,30,171,1106,185,0126
17BR00039,H7848,5.0,,SNOT NOSE,41,1,0,146,1,W,1,,30,156,1106,174,0126
17BR00040,H7866,5.0,,NOMETALTAGS,40,1,7,223,1,W,1,,30,217,1106,239,0126
17BR00041,H7877,5.0,,SNOTTY.NOSE,39,1,0,179,2,W,1,,30,169,1106,212,0126
17BR00042,H7892,5.0,,LSMORE,38,1,0,155,2,W,1,,30,162,1106,180,0126
17BR00043,H7935,5.0,,ADRU Term,9,1,0,165,D,W,1,,30,168,1106,176,0126
17BR00044,H7947,4.0,,TerminalOnly,20,1,0,182,1,W,1,,30,177,1106,196,0126
17BR00045,H7986,4.0,,.,40,1,7,169,2,W,1,,30,161,1106,184,0126
17BR00046,H8005,4.0,,DRY,39,1,,219,1,W,1,,30,208,1106,229,0126
17BR00047,H8036,4.0,,.,37,1,,160,1,W,1,,30,172,1106,183,0126
17BR00048,H8054,4.0,,TurnedOutNice,39,1,0,201,2,W,1,,30,208,1106,228,0126
17BR00049,H8063,4.0,,TerminalOnly,28,1,0,224,D,W,1,,30,202,1106,224,0126
17BR00050,H8097,4.0,,FEVER.INC.RR,39,1,0,184,1,W,1,,30,179,1106,211,0126
17BR00051,H8120,4.0,,TerminalOnly,10,1,0,186,1,W,1,,30,205,1106,213,0126
17BR00052,H8135,4.0,,ADRU Term,21,1,0,212,2,W,1,,30,195,1106,213,0126
17BR00053,H8146,4.0,,.,41,1,0,175,2,W,1,,30,179,1106,200,0126
17BR00054,H8154,4.0,,TerminalOnly,29,1,0,167,2,W,1,,30,164,1106,190,0126
17BR00055,H8155,4.0,,DRY,39,1,0,157,1,W,1,,30,139,1106,163,0126
