UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,BLEED,STM,C1106,W1106,C0128,W0128
07BR00030,03194,2.0,m3,NE23-503194,AI,3,0,197,3,W,1,.,.,m3,0,0,0,0
07BR00031,03172,2.0,m3,NE23-503172,AI,3,0,177,3,W,1,.,.,m3,0,0,0,0
07BR00032,03178,2.0,m3,NE23-503178,AI,3,0,160,3,W,1,.,.,m3,0,0,0,0
07BR00033,03006,2.0,m3,NE23-503006,AI,3,0,143,3,W,1,.,.,m3,0,0,0,0
07BR00034,03034,2.0,m3,NE23-503034,AI,3,0,182,3,W,1,.,.,m3,0,0,0,0
07BR00035,03045,2.0,m3,NE23-503045,AI,3,0,194,3,W,1,.,.,m3,0,0,0,0
07BR00036,03068,2.0,m3,NE23-503068,AI,3,0,167,3,W,1,.,.,m3,0,0,0,0
07BR00037,03021,2.0,m3,NE23-503021,AI,3,0,171,3,W,1,.,.,m3,0,0,0,0
07BR00038,03098,2.0,m3,NE23-503098,AI,3,0,170,3,W,1,.,.,m3,0,0,0,0
07BR00039,03071,2.0,m3,NE23-503071,AI,3,0,162,3,W,1,.,.,m3,0,0,0,0
07BR00040,03072,2.0,m3,NE23-503072,AI,3,0,167,3,W,1,.,.,m3,0,0,0,0
07BR00041,03078,2.0,m3,SUCK1SIDE,AI,3,0,174,3,W,1,.,.,m3,0,0,0,0
07BR00042,03315,2.0,m3,NE23-503315,Xm3,3,0,188,5,W,1,93,.,m3,0,0,0,0
07BR00043,03312,2.0,m3,NE23-503312,AI,3,0,164,3,W,1,.,.,m3,0,0,0,0
07BR00044,03300,2.0,m3,NE23-503300,AI,3,0,187,B,W,1,.,.,m3,0,0,0,0
07BR00045,03332,2.0,m3,NE23-503332,AI,3,0,162,3,W,1,.,.,m3,0,0,0,0
07BR00046,03389,2.0,m3,NE23-503389,AI,3,0,170,3,W,1,.,.,m3,0,0,0,0
07BR00047,03396,2.0,m3,NE23-503396,AI,3,0,150,3,W,1,.,.,m3,0,0,0,0
07BR00048,03372,2.0,m3,NE23-503372,AI,3,0,164,3,W,1,.,.,m3,0,0,0,0
07BR00049,03210,2.0,m3,NE23-503210,AI,3,0,153,3,W,1,10,.,m3,0,0,0,0
07BR00050,03205,2.0,m3,NE23-503205,AI,3,0,169,3,W,1,.,.,m3,0,0,0,0
07BR00051,03202,2.0,m3,NE23-503202,Xm3,3,0,190,B,W,1,93,.,m3,0,0,0,0
07BR00052,03207,2.0,m3,NE23-503207,AI,3,0,190,3,W,1,.,.,m3,0,0,0,0
07BR00053,03234,2.0,m3,NE23-503234,AI,3,0,189,3,W,1,.,.,m3,0,0,0,0
07BR00054,03235,2.0,m3,NE23-503235,AI,3,0,164,3,W,1,.,.,m3,0,0,0,0
07BR00055,03250,2.0,m3,NE23-503250,AI,3,0,151,3,W,1,.,.,m3,0,0,0,0
07BR00056,03221,2.0,m3,R.P. OK,AI,3,0,171,3,W,1,.,.,m3,0,0,0,0
07BR00057,03288,2.0,m3,JUMPER,AI,3,0,181,3,W,1,.,.,m3,0,0,0,0
07BR00058,03275,2.0,m3,NE23-503275,AI,3,0,205,3,W,1,.,.,m3,0,0,0,0
07BR00059,90638,8.0,6T,BREED>ADRU,50,1,0,208,2,W,W,.,.,06,0,209,0,218
07BR00060,90956,8.0,6M,BREED>ADRU,50,1,0,194,2,W,W,.,.,06,0,219,0,215
07BR00061,A8198,6.0,82,WEAK,P02,2,0,156,1,W,1,.,.,30,0,157,0,138
07BR00062,A8310,6.0,84,FLTS,P02,2,0,181,2,W,1,.,.,30,0,178,0,158
07BR00063,A8380,6.0,83,"LTS,QUINTS",P06,2,7,218,2,W,1,.,.,30,0,204,0,178
07BR00064,A8386,6.0,84,SW.BAG,P05,2,0,175,2,W,1,.,.,30,0,172,0,155
07BR00065,A8394,6.0,82,LATE 2 MILK,P01,2,0,144,1,W,1,.,.,30,0,138,0,129
07BR00066,A8373,6.0,82,,AI,3,7,189,5,W,1,.,.,30,0,0,0,0
07BR00067,A8413,6.0,82,,AI,3,0,176,2,W,1,.,.,30,0,0,0,0
07BR00068,A8414,6.0,82,THIN,P06,2,7,192,2,W,1,.,.,30,0,179,0,166
07BR00069,A8404,6.0,82,,P02,2,7,182,1,W,1,.,.,30,0,181,0,157
07BR00070,A8405,6.0,82,THIN,P03,2,0,138,1,W,1,.,.,30,0,138,0,128
07BR00071,A8443,6.0,84,HAIRY,P01,2,7,198,1,W,1,.,.,30,0,196,0,177
07BR00072,A8460,6.0,84,DIARRHEA,AI,3,0,155,1,W,1,.,.,30,0,0,0,0
07BR00073,A8498,6.0,84,OK (BUSH),P07,2,0,172,2,W,1,.,.,30,0,166,0,148
07BR00074,A8505,6.0,84,,P04,2,0,177,1,W,1,.,.,30,0,183,0,154
07BR00075,A8616,6.0,81,TRT L.EYE '03,P03,2,0,178,2,W,1,.,.,30,0,165,0,151
07BR00076,A8662,6.0,82,SW.BAG,P07,2,0,136,1,W,1,.,.,30,0,133,0,117
07BR00077,A8670,6.0,83,OK,P07,2,0,154,1,W,1,.,.,30,0,148,0,128
07BR00078,A8219,6.0,84,LAME.RR.FOOT,P04,2,0,170,2,W,1,.,.,30,0,157,0,142
07BR00079,A8236,6.0,84,NICE EWE,P09,2,0,145,1,W,1,.,.,30,0,147,0,128
07BR00080,A8223,6.0,83,THINPEN NV07,P04,2,0,166,2,W,1,.,.,30,0,158,0,162
07BR00081,A8225,6.0,83,BONEY,P05,2,0,141,1,W,1,01,.,30,0,0,0,0
07BR00082,A8226,6.0,84,ABS.LANCED,P04,2,0,129,1,W,1,.,.,30,0,124,0,86
07BR00083,A8283,6.0,81,,P08,2,7,177,2,W,1,.,.,30,0,175,0,161
07BR00084,A8294,6.0,84,Ytex 2005,P09,2,0,148,2,W,1,.,.,30,0,146,0,133
07BR00085,A8295,6.0,84,,P01,2,0,155,1,W,1,.,.,30,0,150,0,146
07BR00086,A8274,6.0,84,"L.EYE, NOV,07",P05,2,0,136,1,W,1,.,.,30,0,144,0,147
07BR00087,A8812,6.0,84,BRITCHY,AI,3,7,208,2,W,1,.,.,30,0,0,0,0
07BR00088,A8916,5.0,84,,P09,2,0,180,2,W,1,.,.,30,0,164,0,144
07BR00089,A8767,6.0,83,"THIN,QUINT'06",P08,2,0,198,2,W,1,.,.,30,0,189,0,165
07BR00090,A8780,6.0,81,BAD WOOL ok,AI,3,0,164,1,W,1,.,.,30,0,0,0,0
07BR00091,A8790,6.0,82,L.EYE SPOT,P08,2,0,169,2,W,1,.,.,30,0,159,0,142
07BR00092,A8770,6.0,84,FIBER? OK,P06,2,0,154,1,W,1,.,.,30,0,146,0,0
07BR00093,A9119,5.0,84,,P01,2,0,149,1,W,1,.,.,30,0,150,0,127
07BR00094,A9134,5.0,82,,P09,2,7,199,2,W,1,.,.,30,0,181,0,170
07BR00095,A9034,5.0,84,LAME TX.,P01,2,7,185,2,W,1,.,.,30,0,173,0,154
07BR00096,A9062,5.0,84,,P08,2,0,197,2,W,1,.,.,30,0,181,0,169
07BR00097,A9359,5.0,83,SW.BAG,P08,2,0,167,2,W,1,.,.,30,0,153,0,136
07BR00098,A9410,5.0,82,THIN,P09,2,0,145,2,W,1,.,.,30,0,144,0,123
07BR00099,A9458,5.0,84,,P02,2,0,140,2,W,1,.,.,30,0,143,0,132
07BR00100,A9471,5.0,84,,P03,2,0,157,2,W,1,.,.,30,0,150,0,143
07BR00101,A9511,5.0,81,THIN + POOR,P03,2,0,172,2,W,1,.,.,30,0,165,0,155
07BR00102,A9545,5.0,81,MUCHO LECHE,P03,2,0,163,2,W,1,.,.,30,0,161,0,146
07BR00103,A9599,5.0,81,FOOTABS.LF TX,P07,2,7,184,2,W,1,.,.,30,0,185,0,161
07BR00104,A9608,5.0,82,SUCK1SIDE,P02,2,0,189,2,W,1,.,.,30,0,192,0,154
07BR00105,A9641,5.0,84,LTS,AI,3,7,189,1,W,1,.,.,30,0,0,0,0
07BR00106,A9667,5.0,84,DYSTOCIA,P04,2,0,186,1,W,1,.,.,30,0,179,0,158
07BR00107,A9841,5.0,84,,P05,2,0,170,1,W,1,.,.,30,0,168,0,143
07BR00108,A9876,5.0,83,LTS,P06,2,0,163,1,W,1,.,.,30,0,160,0,133
07BR00109,A9715,5.0,81,NICE,P03,2,0,170,2,W,1,.,.,30,0,164,0,151
07BR00110,A9761,5.0,83,DIARRHEA,P01,2,0,175,1,W,1,.,.,30,0,171,0,156
07BR00111,A7069,7.0,88,BREED>ADRU,50,1,0,162,2,W,W,.,.,30,0,177,0,172
07BR00112,H1134,3.0,83,"NICE, 4TEATS",P04,2,0,177,2,W,1,.,.,30,0,167,0,156
07BR00113,H1135,3.0,83,R.P.,P04,2,0,178,2,W,1,.,.,30,0,169,0,158
07BR00114,H1132,3.0,88,,AI,3,0,185,5,W,1,.,.,30,0,0,0,0
07BR00115,H1141,3.0,88,VLTS,P05,2,0,158,2,W,1,.,.,30,0,148,0,143
07BR00116,H1160,3.0,82,4TEATS,P01,2,0,159,1,W,1,.,.,30,0,157,0,148
07BR00117,H1123,3.0,82,VLT LEFT,P03,2,0,164,1,W,1,.,.,30,0,159,0,148
07BR00118,H1180,3.0,82,,P07,2,0,181,1,W,1,.,.,30,0,176,0,164
07BR00119,H1187,3.0,82,,P05,2,0,162,2,W,1,.,.,30,0,165,0,138
07BR00120,H1193,3.0,82,LT LEFT,P08,2,0,170,2,W,1,.,.,30,0,151,0,139
07BR00121,H1194,3.0,83,,P05,2,0,187,2,W,1,.,.,30,0,186,0,162
07BR00122,H1176,3.0,82,,P08,2,0,167,1,W,1,.,.,30,0,153,0,148
07BR00123,H1178,3.0,82,THIN,P07,2,0,145,2,W,1,.,.,30,0,134,0,129
07BR00124,H1177,3.0,82,,P07,2,0,176,1,W,1,.,.,30,0,166,0,156
07BR00125,H1006,3.0,83,4TEATS,P08,2,0,182,2,W,1,.,.,30,0,177,0,152
07BR00126,H1008,3.0,83,NICE LAMB,P09,2,0,163,1,W,1,.,.,30,0,175,0,157
07BR00127,H1039,3.0,88,RF LEG SPLINT,P03,2,0,160,1,W,1,.,.,30,0,150,0,130
07BR00128,H1044,3.0,82,UGLY,P08,2,0,170,2,W,1,.,.,30,0,152,0,147
07BR00129,H1080,3.0,83,,P03,2,0,171,1,W,1,.,.,30,0,166,0,151
07BR00130,H1312,3.0,82,NICE LAMB,P01,2,0,169,2,W,1,.,.,30,0,158,0,149
07BR00131,H1303,3.0,88,L.EYE TRT'07,P05,2,0,163,1,W,1,.,.,30,0,156,0,147
07BR00132,H1307,3.0,82,R.P.,P04,2,0,154,1,W,1,.,.,30,0,157,0,138
07BR00133,H1330,3.0,82,,AI,3,0,170,2,W,1,.,.,30,0,0,0,0
07BR00134,H1333,3.0,82,,P06,2,0,172,2,W,1,.,.,30,0,177,0,158
07BR00135,H1338,3.0,82,HAIRY,P06,2,0,165,2,W,1,.,.,30,0,160,0,147
07BR00136,H1341,3.0,83,HAIRY,P09,2,0,172,2,W,1,.,.,30,0,169,0,150
07BR00137,H1342,3.0,83,,P02,2,0,164,2,W,1,.,.,30,0,167,0,143
07BR00138,H1365,3.0,82,4TEATS,P06,2,0,163,2,W,1,.,.,30,0,155,0,138
07BR00139,H1367,3.0,88,LUNGER NV07,P07,2,0,181,2,W,1,.,.,30,0,163,0,119
07BR00140,H1384,3.0,88,,P05,2,0,181,2,W,1,.,.,30,0,168,0,165
07BR00141,H1393,2.0,88,,P02,2,0,154,1,W,1,.,.,30,0,151,0,142
07BR00142,H1399,2.0,88,PNEU.,P01,2,0,179,1,W,1,.,.,30,0,176,0,158
07BR00143,H1397,2.0,88,,P05,2,0,130,2,W,1,.,.,30,0,130,0,117
07BR00144,H1431,2.0,88,,P08,2,0,141,2,W,1,.,.,30,0,129,0,119
07BR00145,H1451,2.0,88,THIN,P05,2,0,187,1,W,1,.,.,30,0,178,0,164
07BR00146,H1454,2.0,88,,AI,3,0,160,5,W,1,.,.,30,0,0,0,0
07BR00147,H1460,2.0,88,THIN,P04,2,0,146,2,W,1,.,.,30,0,146,0,127
07BR00148,H1462,2.0,88,,P04,2,0,140,2,W,1,.,.,30,0,148,0,138
07BR00149,H1425,2.0,88,HAIRY,P07,2,0,144,1,W,1,.,.,30,0,136,0,123
07BR00150,H1426,2.0,88,R.P.,P02,2,0,167,2,W,1,.,.,30,0,161,0,152
07BR00151,H1485,2.0,82,,AI,3,0,169,1,W,1,.,.,30,0,0,0,0
07BR00152,H1490,2.0,83,R.P.,P01,2,0,166,2,W,1,.,.,30,0,165,0,141
07BR00153,H1492,2.0,83,NICE YRLG BAG,P09,2,0,166,1,W,1,.,.,30,0,159,0,141
07BR00154,H1473,2.0,83,"IMM, WEAK",P03,2,0,169,2,W,1,.,.,30,0,167,0,157
07BR00155,H1474,2.0,83,"IMM, WEAK",P04,2,0,151,2,W,1,.,.,30,0,151,0,132
07BR00156,H1478,2.0,88,,P05,2,0,165,2,W,1,.,.,30,0,163,0,144
07BR00157,H1515,2.0,88,,P09,2,0,153,2,W,1,.,.,30,0,149,0,136
07BR00158,H1517,2.0,88,,P05,2,0,173,2,W,1,.,.,30,0,169,0,148
07BR00159,H1500,2.0,88,HAIRY,P06,2,0,143,1,W,1,.,.,30,0,139,0,126
07BR00160,H1530,2.0,88,,P05,2,0,165,1,W,1,.,.,30,0,154,0,134
07BR00161,H1537,2.0,88,,AI,3,0,137,2,W,1,.,.,30,0,0,0,0
07BR00162,H1543,2.0,83,"THIN,VAGINITI",P02,2,0,161,2,W,1,.,.,30,0,152,0,139
07BR00163,H1544,2.0,83,,P03,2,0,154,1,W,1,.,.,30,0,146,0,134
07BR00164,H1546,2.0,82,,P06,2,0,173,2,W,1,.,.,30,0,167,0,155
07BR00165,H1549,2.0,88,,P05,2,0,184,1,W,1,.,.,30,0,188,0,159
07BR00166,H1547,2.0,83,,P02,2,0,170,1,W,1,.,.,30,0,167,0,155
07BR00167,H1557,2.0,83,,P07,2,0,184,2,W,1,.,.,30,0,173,0,164
07BR00168,H1561,2.0,88,,P06,2,0,168,2,W,1,.,.,30,0,168,0,156
07BR00169,H1564,2.0,83,JAW SX.TX.OK,P04,2,0,134,2,W,1,.,.,30,0,140,0,121
07BR00170,H1562,2.0,82,VLT LEFT,P06,2,0,173,2,W,1,.,.,30,0,155,0,150
07BR00171,H1567,2.0,83,,P03,2,0,138,2,W,1,.,.,30,0,132,0,0
07BR00172,H1520,2.0,83,,P04,2,0,199,2,W,1,.,.,30,0,191,0,169
07BR00173,H1525,2.0,83,,P06,2,0,165,1,W,1,.,.,30,0,156,0,142
07BR00174,H1526,2.0,82,TIGHT FIT,P02,2,0,154,1,W,1,.,.,30,0,165,0,144
07BR00175,H1527,2.0,83,TRT L.EYE,P01,2,0,186,2,W,1,.,.,30,0,178,0,154
07BR00176,H1585,2.0,82,NICE EWE,P07,2,0,171,2,W,1,.,.,30,0,161,0,146
07BR00177,H1591,2.0,88,,P02,2,0,157,1,W,1,.,.,30,0,152,0,145
07BR00178,H1595,2.0,83,,P06,2,0,196,5,W,1,.,.,30,0,191,0,176
07BR00179,H1571,2.0,82,SNORTY,P01,2,0,169,1,W,1,.,.,30,0,166,0,151
07BR00180,H1570,2.0,82,THIN,P07,2,0,150,2,W,1,.,.,30,0,143,0,127
07BR00181,H1573,2.0,88,,P07,2,0,165,2,W,1,.,.,30,0,159,0,147
07BR00182,H1572,2.0,82,,P03,2,0,171,2,W,1,.,.,30,0,166,0,148
07BR00183,H1578,2.0,83,,P03,2,0,170,2,W,1,.,.,30,0,156,0,146
07BR00184,H1579,2.0,83,,P05,2,0,198,2,W,1,.,.,30,0,182,0,172
07BR00185,H1577,2.0,83,L.MILK.CHUNKY,P05,2,0,151,1,W,1,.,.,30,0,147,0,147
07BR00186,H1610,2.0,83,,P07,2,0,156,2,W,1,.,.,30,0,140,0,145
07BR00187,H1619,2.0,82,HAIRY,P08,2,0,151,2,W,1,.,.,30,0,139,0,136
07BR00188,H1603,2.0,82,,P04,2,0,135,1,W,1,.,.,30,0,139,0,128
07BR00189,H1606,2.0,88,NOT OPEN,P01,2,0,174,1,W,1,.,.,30,0,171,0,155
07BR00190,H1608,2.0,83,THIN,P06,2,0,146,1,W,1,.,.,30,0,139,0,139
07BR00191,H1633,2.0,82,,P07,2,0,149,1,W,1,.,.,30,0,150,0,139
07BR00192,H1640,2.0,88,,P03,2,0,169,2,W,1,.,.,30,0,161,0,145
07BR00193,H1648,2.0,83,HAIRY,P07,2,0,185,2,W,1,.,.,30,0,172,0,159
07BR00194,H1651,2.0,83,,AI,3,0,141,2,W,1,.,.,30,0,0,0,0
07BR00195,H1665,2.0,83,,P03,2,0,175,1,W,1,.,.,30,0,173,0,149
07BR00196,H1668,2.0,82,,P04,2,0,188,5,W,1,.,.,30,0,195,0,175
07BR00197,H1626,2.0,82,,P07,2,0,143,1,W,1,.,.,30,0,141,0,133
07BR00198,H1629,2.0,88,Save w/ Sale,AI,3,0,213,5,W,1,.,.,30,0,0,0,0
07BR00199,H1627,2.0,82,,P09,2,0,154,2,W,1,.,.,30,0,145,0,136
07BR00200,H1680,2.0,82,VAGINITIS,AI,3,0,162,1,W,1,.,.,30,0,0,0,0
07BR00201,H1683,2.0,88,,P06,2,0,167,2,W,1,.,.,30,0,159,0,143
07BR00202,H1684,2.0,88,,P07,2,0,188,2,W,1,.,.,30,0,172,0,150
07BR00203,H1696,2.0,88,,P06,2,0,140,2,W,1,.,.,30,0,138,0,130
07BR00204,H1698,2.0,82,4TEATS,P06,2,0,171,2,W,1,.,.,30,0,152,0,157
07BR00205,H1699,2.0,82,,P02,2,0,177,2,W,1,.,.,30,0,171,0,158
07BR00206,H1202,3.0,82,,P01,2,0,165,2,W,1,.,.,30,0,150,0,134
07BR00207,H1208,3.0,83,,P01,2,0,181,1,W,1,.,.,30,0,179,0,160
07BR00208,H1231,3.0,82,SX.MOUTH CUT,P03,2,0,157,1,W,1,.,.,30,0,158,0,140
07BR00209,H1241,3.0,83,HAIRY,P06,2,0,182,2,W,1,.,.,30,0,171,0,160
07BR00210,H1240,3.0,83,HAIRY,P05,2,0,188,2,W,1,.,.,30,0,177,0,163
07BR00211,H1253,3.0,88,VLT RIGHT,P05,2,0,158,2,W,1,.,.,30,0,153,0,135
07BR00212,H1261,3.0,83,HAIRY,P07,2,0,203,2,W,1,.,.,30,0,190,0,165
07BR00213,H1269,3.0,83,,P04,2,0,156,1,W,1,.,.,30,0,157,0,145
07BR00214,H1223,3.0,83,,P02,2,0,166,1,W,1,.,.,30,0,160,0,150
07BR00215,H1293,3.0,83,QUADS.06.07,P08,2,0,169,2,W,1,.,.,30,0,149,0,112
07BR00216,H1810,2.0,83,,P06,2,0,160,2,W,1,.,.,30,0,160,0,150
07BR00217,H1806,2.0,82,LAME RF '07,P05,2,0,151,1,W,1,.,.,30,0,145,0,140
07BR00218,H1808,2.0,82,,P02,2,0,186,1,W,1,.,.,30,0,182,0,166
07BR00219,H1809,2.0,82,NICE EWE,P04,2,0,179,1,W,1,.,.,30,0,184,0,166
07BR00220,H1830,2.0,83,,P08,2,0,176,1,W,1,.,.,30,0,163,0,150
07BR00221,H1839,2.0,83,,P02,2,0,161,2,W,1,.,.,30,0,159,0,146
07BR00222,H1844,2.0,82,,P07,2,0,162,2,W,1,.,.,30,0,156,0,139
07BR00223,H1847,2.0,83,,P08,2,0,200,5,W,1,.,.,30,0,193,0,176
07BR00224,H1850,2.0,82,,P06,2,0,178,1,W,1,01,.,30,0,0,0,0
07BR00225,H1855,2.0,83,TIGHT EXIT,P08,2,0,159,1,W,1,.,.,30,0,148,0,149
07BR00226,H1857,2.0,83,,P09,2,0,164,1,W,1,.,.,30,0,160,0,148
07BR00227,H1862,2.0,82,,P08,2,0,164,1,W,1,.,.,30,0,155,0,150
07BR00228,H1869,2.0,82,,P08,2,0,17,2,W,1,.,.,30,0,158,0,152
07BR00229,H1824,2.0,82,,P07,2,0,202,5,W,1,.,.,30,0,193,0,174
07BR00230,H1822,2.0,82,4TEATS,P04,2,0,174,2,W,1,.,.,30,0,174,0,157
07BR00231,H1898,2.0,88,NICE LAMB,P02,2,0,172,2,W,1,.,.,30,0,170,0,158
07BR00232,H1897,2.0,88,,P01,2,0,212,5,W,1,.,.,30,0,205,0,191
07BR00233,H1903,2.0,88,,P01,2,0,162,1,W,1,.,.,30,0,155,0,144
07BR00234,H1943,2.0,82,,P09,2,0,176,2,W,1,.,.,30,0,164,0,154
07BR00235,H1956,2.0,83,,P09,2,0,181,1,W,1,.,.,30,0,179,0,158
07BR00236,H1957,2.0,83,BIG4HER,P01,2,0,157,1,W,1,.,.,30,0,155,0,137
07BR00237,H1968,2.0,83,SW.BAG FLTS,P09,2,0,171,1,W,1,.,.,30,0,165,0,163
07BR00238,H1921,2.0,88,,P03,2,0,158,2,W,1,.,.,30,0,148,0,134
07BR00239,H1920,2.0,88,LAME LR HOCK,P09,2,0,167,1,W,1,.,.,30,0,162,0,147
07BR00240,H1922,2.0,88,SUCK1SIDE,P04,2,0,177,2,W,1,.,.,30,0,164,0,148
07BR00241,H1991,2.0,82,SM.UDDER,P01,2,0,176,2,W,1,.,.,30,0,167,0,154
07BR00242,H1990,2.0,82,,P07,2,0,180,2,W,1,.,.,30,0,169,0,166
07BR00243,H1970,2.0,83,,P03,2,0,177,2,W,1,.,.,30,0,168,0,148
07BR00244,H1701,2.0,88,,AI,3,0,178,2,W,1,04,.,30,0,0,0,0
07BR00245,H1733,2.0,82,LT LEFT,P01,2,0,141,1,W,1,.,.,30,0,140,0,134
07BR00246,H1732,2.0,82,,P09,2,0,152,2,W,1,.,.,30,0,147,0,140
07BR00247,H1747,2.0,82,TOO BIG,P01,2,0,181,2,W,1,.,.,30,0,173,0,154
07BR00248,H1759,2.0,82,R.P. OK,P08,2,0,159,1,W,1,.,.,30,0,148,0,142
07BR00249,H1761,2.0,82,,P05,2,0,180,2,W,1,.,.,30,0,176,0,160
07BR00250,H1764,2.0,88,,P08,2,0,169,1,W,1,.,.,30,0,160,0,150
07BR00251,H1762,2.0,88,,P06,2,0,156,1,W,1,.,.,30,0,152,0,155
07BR00252,H1724,2.0,83,,P04,2,0,163,2,W,1,.,.,30,0,161,0,142
07BR00253,H1725,2.0,82,,P03,2,0,195,2,W,1,.,.,30,0,195,0,171
07BR00254,H1727,2.0,88,,P01,2,0,172,2,W,1,.,.,30,0,169,0,146
07BR00255,H1782,2.0,88,,AI,3,0,181,5,W,1,.,.,30,0,0,0,0
07BR00256,H1787,2.0,83,THIN,P05,2,0,160,2,W,1,.,.,30,0,155,0,143
07BR00257,H1795,2.0,82,OK (L.SHOU.),P04,2,0,172,2,W,1,.,.,30,0,161,0,151
07BR00258,H1799,2.0,82,HAIRY,P06,2,0,150,1,W,1,.,.,30,0,142,0,137
07BR00259,H1778,2.0,83,THIN,P07,2,0,161,1,W,1,.,.,30,0,147,0,138
07BR00260,H0419,4.0,88,,P04,2,0,172,1,W,1,.,.,30,0,172,0,153
07BR00261,H0407,4.0,88,,AI,3,0,176,2,W,1,.,.,30,0,0,0,0
07BR00262,H0432,4.0,88,LAME RR '07,P05,2,0,164,1,W,1,.,.,30,0,162,0,145
07BR00263,H0439,4.0,88,,P06,2,7,199,2,W,1,.,.,30,0,188,0,161
07BR00264,H0484,4.0,88,,P06,2,0,176,1,W,1,.,.,30,0,174,0,164
07BR00265,H0495,4.0,88,,P04,2,0,177,2,W,1,.,.,30,0,173,0,152
07BR00266,H0478,4.0,88,R.P.,P03,2,7,168,1,W,1,.,.,30,0,167,0,153
07BR00267,H0564,4.0,88,PNEU.,P08,2,0,163,1,W,1,.,.,30,0,149,0,145
07BR00268,H0591,4.0,88,VLT RIGHT,P09,2,0,165,1,W,1,.,.,30,0,170,0,166
07BR00269,H0570,4.0,88,THIN,P05,2,0,132,1,W,1,.,.,30,0,131,0,138
07BR00270,H0614,4.0,88,LAME '07,P01,2,0,184,1,W,1,.,.,30,0,171,0,0
07BR00271,H0601,4.0,88,,P01,2,0,175,2,W,1,.,.,30,0,171,0,167
07BR00272,H0639,4.0,88,,P07,2,0,163,1,W,1,.,.,30,0,156,0,141
07BR00273,H0640,4.0,88,OK (L.EYE),P01,2,7,212,2,W,1,.,.,30,0,208,0,177
07BR00274,H0643,4.0,88,,P07,2,0,176,2,W,1,.,.,30,0,164,0,148
07BR00275,H0653,4.0,88,THIN,P07,2,0,168,2,W,1,.,.,30,0,159,0,152
07BR00276,H0652,4.0,88,LAME RF '07,P08,2,0,151,2,W,1,.,.,30,0,142,0,161
