UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK
00BR02640,T7227,1.0,41,,413,2,2,129,2,W
00BR02641,T7280,1.0,42,CHUNKY,842,2,2,123,2,W
00BR02642,T7283,1.0,42,,852,2,2,110,2,W
00BR02643,T7286,1.0,41,4TEATS,411,2,2,137,2,W
00BR02644,T7290,1.0,41,4TEATS,412,2,2,149,2,W
00BR02645,Z3567,4.0,97,"LTS, PIG FAT",972,1,0,229,B,W
00BR02646,Z3588,4.0,97,CHK EYES,972,1,0,223,B,W
00BR02647,Z3599,4.0,97,ENTR,972,1,0,202,B,W
00BR02648,Z3578,4.0,97,SUCK1SIDE,972,1,0,243,B,W
00BR02649,Z3600,4.0,97,THICK MILK,972,1,0,228,B,W
00BR02650,Z3641,4.0,97,PIG FAT,971,1,0,227,B,W
00BR02651,Z3654,4.0,97,GOOD EWE,972,1,0,244,B,W
00BR02652,Z3260,5.0,97,,971,1,0,237,B,W
00BR02653,Z3264,5.0,97,          mcf,971,1,0,271,B,W
00BR02654,Z3886,3.0,97,SAVE,972,1,0,211,B,W
00BR02655,Z3893,3.0,97,,971,1,0,217,B,W
00BR02656,Z3918,3.0,97,,972,1,0,193,B,W
00BR02657,Z3901,3.0,97,,971,1,0,192,B,W
00BR02658,Z3932,3.0,97,GAUNT,972,1,0,179,B,W
00BR02659,Z3938,3.0,ch,DYSTOCIA ok,BF,3,2,159,2,W
00BR02660,Z3946,3.0,97,DYSTOCIA,971,1,0,215,B,W
00BR02661,Z3942,3.0,ch,,BF,3,2,155,2,W
00BR02662,Z3949,3.0,ch,Find / Bleed?,BF,3,2,174,1,W
00BR02663,Z3956,3.0,97,FAT,971,1,0,226,B,W
00BR02664,Z3952,3.0,97,GAUNT,972,1,0,209,B,W
00BR02665,Z3957,3.0,97,,971,1,0,182,B,W
00BR02666,Z3928,3.0,97,,972,1,0,180,B,W
00BR02667,Z3981,3.0,97,WGT.LOSS??,972,1,0,220,B,W
00BR02668,Z3999,3.0,97,,972,1,0,209,B,W
00BR02669,Z4116,3.0,ch,4TEATS,BF,3,2,175,1,W
00BR02670,Z4131,3.0,ch,,BF,3,2,134,1,W
00BR02671,Z4132,3.0,ch,,BF,3,2,150,1,W
00BR02672,Z4142,3.0,ch,,BF,3,2,140,2,W
00BR02673,Z4157,3.0,ch,,BF,3,2,166,1,W
00BR02674,Z4123,3.0,ch,MEAN,BF,3,2,177,1,W
00BR02675,Z4126,3.0,ch,FIX BIG TAG**,BF,3,2,153,1,W
00BR02676,Z4127,3.0,ch,SW.BAG,BF,3,2,136,H,W
00BR02677,Z4187,3.0,ch,"MASTITIS,L.",UTI,A,2,206,5,n
00BR02678,Z4193,3.0,ch,ENTR,BF,3,2,150,1,W
00BR02679,Z4175,3.0,ch,,BF,3,2,184,1,W
00BR02680,Z4015,3.0,97,FLTS,972,1,0,253,B,W
00BR02681,Z4016,3.0,ch,,BF,3,2,158,1,W
00BR02682,Z4012,3.0,97,"ENTR,4TEATS",972,1,0,212,B,W
00BR02683,Z4048,3.0,97,WSU,971,1,0,242,B,W
00BR02684,Z4052,3.0,ch,HAIRY,BF,3,2,158,2,W
00BR02685,Z4060,3.0,97,,971,1,0,200,B,W
00BR02686,Z4065,3.0,ch,"X THIN, SICK",BF,3,2,126,H,W
00BR02687,Z4068,3.0,ch,,BF,3,2,144,2,W
00BR02688,Z4023,3.0,97,,971,1,0,191,B,W
00BR02689,Z4025,3.0,97,,971,1,0,228,B,W
00BR02690,Z4022,3.0,97,DYSTOCIA,972,1,0,220,B,W
00BR02691,Z4028,3.0,ch,,BF,3,2,153,1,W
00BR02692,Z4027,3.0,97,WSU,972,1,0,213,B,W
00BR02693,Z4086,3.0,ch,,BF,3,2,148,1,W
00BR02694,Z4088,3.0,ch,,BF,3,2,152,1,W
00BR02695,Z4087,3.0,ch,,BF,3,2,147,1,W
00BR02696,Z4090,3.0,ch,,BF,3,2,151,2,W
00BR02697,Z4333,3.0,ch,,BF,3,2,181,1,W
00BR02698,Z4335,3.0,00,,UTI,A,7,183,3,W
00BR02699,Z4336,3.0,00,,UTI,A,7,154,3,W
00BR02700,Z4345,3.0,00,,UTI,A,7,188,3,W
00BR02701,Z4350,3.0,ch,,BF,3,2,181,5,W
00BR02702,Z4355,3.0,00,,30,2,0,193,2,W
00BR02703,Z4356,3.0,00,,01,2,0,174,2,W
00BR02704,Z4357,3.0,00,,02,2,0,154,1,W
00BR02705,Z4361,3.0,00,,03,2,0,206,1,W
00BR02706,Z4321,3.0,00,,UTI,A,7,185,3,W
00BR02707,Z4320,3.0,00,,UTI,A,7,154,3,W
00BR02708,Z4384,3.0,00,,01,2,0,165,1,W
00BR02709,Z4385,3.0,00,,02,2,0,204,H,W
00BR02710,Z4396,3.0,00,"DYSTOCIA,3big",03,2,0,171,2,W
00BR02711,Z4397,3.0,00,,04,2,0,177,5,W
00BR02712,Z4374,3.0,ch,,BF,3,2,161,1,W
00BR02713,Z4375,3.0,00,,04,2,0,181,2,W
00BR02714,Z4376,3.0,ch,NICE,BF,3,2,173,2,W
00BR02715,Z4410,3.0,00,,03,2,0,169,1,W
00BR02716,Z4417,3.0,00,,04,2,0,181,2,W
00BR02717,Z4405,3.0,00,,UTI,A,7,194,3,W
00BR02718,Z4406,3.0,00,,UTI,A,7,180,3,W
00BR02719,Z4408,3.0,00,,01,2,0,161,2,W
00BR02720,Z4409,3.0,00,,02,2,0,150,2,W
00BR02721,Z4432,3.0,00,4TEATS,20,2,0,156,2,W
00BR02722,Z4445,3.0,00,,21,2,0,193,1,W
00BR02723,Z4465,3.0,00,4TEATS,22,2,0,151,2,W
00BR02724,Z4424,3.0,00,,03,2,0,163,2,W
00BR02725,Z4427,3.0,00,,UTI,A,7,174,3,W
00BR02726,Z4483,3.0,00,,23,2,0,183,1,W
00BR02727,Z4488,3.0,00,,24,2,0,209,1,W
00BR02728,Z4492,3.0,00,,UTI,A,7,181,3,W
00BR02729,Z4516,3.0,00,,29,2,0,164,2,W
00BR02730,Z4512,3.0,00,,28,2,0,177,1,W
00BR02731,Z4501,3.0,00,,25,2,0,169,1,W
00BR02732,Z4505,3.0,00,,26,2,0,180,2,W
00BR02733,Z4508,3.0,00,?MSG 3/16/98,27,2,0,165,2,W
00BR02734,Z4536,3.0,00,,UTI,A,7,158,3,W
00BR02735,Z4537,3.0,00,,UTI,A,7,177,3,W
00BR02736,Z4541,3.0,00,,30,2,0,204,1,W
00BR02737,Z4543,3.0,00,,UTI,A,7,200,3,W
00BR02738,Z4545,3.0,00,,31,2,0,178,2,W
00BR02739,Z4542,3.0,00,,UTI,A,7,173,3,W
00BR02740,Z4548,3.0,00,ENTR*2,31,2,0,186,2,W
00BR02741,Z4564,3.0,00,,UTI,A,7,157,3,W
00BR02742,Z4592,3.0,00,,21,2,0,195,2,W
00BR02743,Z4599,3.0,00,,UTI,A,7,176,3,W
00BR02744,Z4571,3.0,00,,UTI,A,7,153,3,W
00BR02745,Z4615,3.0,00,,UTI,A,7,168,3,W
00BR02746,Z4616,3.0,00,4TEATS,UTI,A,7,185,3,W
00BR02747,Z4604,3.0,00,,UTI,A,7,182,3,W
00BR02748,Z4645,3.0,00,LAST LAMB '97,UTI,A,7,164,3,W
00BR02749,Z4646,3.0,00,BORN on RANGE,UTI,A,7,206,3,W
00BR02750,Z4642,3.0,00,,UTI,A,7,162,3,W
00BR02751,Z4649,2.0,ch,,BF,3,2,138,2,W
00BR02752,Z4647,2.0,ch,,BF,3,2,169,1,W
00BR02753,Z4664,2.0,ch,BRN.LEGS,BF,3,2,155,1,W
00BR02754,Z4665,2.0,ch,NICE,BF,3,2,138,2,W
00BR02755,Z4666,2.0,ch,,BF,3,2,177,5,W
00BR02756,Z4669,2.0,ch,,BF,3,2,145,1,W
00BR02757,Z4620,3.0,00,,UTI,A,7,159,3,W
00BR02758,Z4624,3.0,00,,25,2,0,162,2,W
00BR02759,Z4686,2.0,ch,,BF,3,2,169,1,W
00BR02760,Z4688,2.0,ch,,BF,3,2,155,1,W
00BR02761,Z4689,2.0,ch,,BF,3,2,130,1,W
00BR02762,Z4695,2.0,ch,,BF,3,2,143,1,W
00BR02763,Z4698,2.0,ch,BRN.LR.LEG,BF,3,2,173,5,W
00BR02764,Z4673,2.0,ch,,BF,3,2,158,1,W
00BR02765,Z4211,3.0,ch,,BF,3,2,157,1,W
00BR02766,Z4210,3.0,00,,UTI,A,7,147,3,W
00BR02767,Z4205,3.0,ch,ENTR,BF,3,2,150,2,W
00BR02768,Z4255,3.0,ch,NAVEL BLED,BF,3,2,124,1,W
00BR02769,Z4252,3.0,ch,"4TEATS,NAXCEL",BF,3,2,189,5,W
00BR02770,Z4257,3.0,ch,,BF,3,2,166,1,W
00BR02771,Z4261,3.0,ch,,BF,3,2,149,1,W
00BR02772,Z4265,3.0,ch,,BF,3,2,155,1,W
00BR02773,Z4224,3.0,ch,ABS.LF HOOF,BF,3,2,166,2,W
00BR02774,Z4225,3.0,ch,,BF,3,2,172,2,W
00BR02775,Z4228,3.0,ch,ENTR,BF,3,2,174,1,W
00BR02776,Z4229,3.0,ch,,BF,3,2,200,2,W
00BR02777,Z4227,3.0,ch,,BF,3,2,145,2,W
00BR02778,Z4284,3.0,00,ENTR,UTI,A,7,200,3,W
00BR02779,Z4285,3.0,00,,UTI,A,7,192,3,W
00BR02780,Z4286,3.0,00,?msg 07/15,UTI,A,7,180,3,W
00BR02781,Z4293,3.0,00,,UTI,A,7,188,3,W
00BR02782,Z4298,3.0,ch,DYSTOCIA'99,BF,3,2,177,2,W
00BR02783,Z4801,2.0,97,,971,1,0,183,B,W
00BR02784,Z4825,2.0,97,,971,1,0,197,B,W
00BR02785,Z4892,2.0,97,,972,1,0,218,B,W
00BR02786,Z4870,2.0,97,,971,1,0,207,B,W
00BR02787,Z4903,2.0,97,,972,1,0,200,B,W
00BR02788,Z4940,2.0,97,"GOITER,SL.",972,1,0,204,B,W
00BR02789,Z4716,2.0,ch,,BF,3,2,137,1,W
00BR02790,Z4718,2.0,97,WEAK,971,1,0,207,B,W
00BR02791,Z4717,2.0,97,MILD PNEU.,971,1,0,213,B,W
00BR02792,Z4700,2.0,ch,,BF,3,2,150,2,W
00BR02793,Z4708,2.0,ch,,BF,3,2,158,1,W
00BR02794,Z4709,2.0,ch,,BF,3,2,175,1,W
00BR02795,Z4707,2.0,ch,,BF,3,2,153,2,W
00BR02796,Z4738,2.0,97,ENTR,972,1,0,178,B,W
00BR02797,Z4740,2.0,97,,971,1,0,211,B,W
00BR02798,Z4751,2.0,97,,972,1,0,214,B,W
00BR02799,Z4752,2.0,97,,972,1,0,216,B,W
00BR02800,Z4765,2.0,97,,971,1,0,207,B,W
00BR02801,Z4786,2.0,97,,971,1,0,221,B,W
00BR02802,Z4788,2.0,97,"FAT, RP",972,1,0,265,B,W
00BR02803,Z4798,2.0,97,,972,1,0,197,B,W
00BR02804,Z4778,2.0,97,,971,1,0,209,B,W
00BR02805,Z4777,2.0,97,ENTR,971,1,0,171,B,W
00BR02806,Z5388,1.0,97,ENTR,971,1,0,193,B,W
00BR02807,Z5389,1.0,97,,971,1,0,192,5,W
00BR02808,Z5396,1.0,ch,"FX.RIBS,LEFT",BF,3,2,119,2,W
00BR02809,Z5392,1.0,ch,,BF,3,2,151,1,W
00BR02810,Z5414,1.0,ch,,BF,3,2,133,1,W
00BR02811,Z5419,1.0,ch,,BF,3,2,142,1,W
00BR02812,Z5401,1.0,ch,,BF,3,2,120,2,W
00BR02813,Z5403,1.0,ch,"BLK.DOT,LFLEG",BF,3,2,133,1,W
00BR02814,Z5404,1.0,ch,4TEATS,BF,3,2,120,1,W
00BR02815,Z5406,1.0,97,WEAK,971,1,0,193,B,W
00BR02816,Z5402,1.0,ch,"RP ok,WILD ok",BF,3,2,129,2,W
00BR02817,Z5461,1.0,ch,,BF,3,2,157,1,W
00BR02818,Z5421,1.0,ch,,BF,3,2,136,1,W
00BR02819,Z5424,1.0,ch,,BF,3,2,118,2,W
00BR02820,Z5484,1.0,ch,"ENTR,4TEATS",BF,3,2,119,2,W
00BR02821,Z5487,1.0,ch,,BF,3,2,124,2,W
00BR02822,Z5490,1.0,ch,,BF,3,2,135,2,W
00BR02823,Z5472,1.0,97,4TEATS,971,1,0,204,5,W
00BR02824,Z5501,1.0,97,ENTR,971,1,0,224,5,W
00BR02825,Z5544,1.0,ch,,BF,3,2,131,1,W
00BR02826,Z5548,1.0,ch,,BF,3,2,135,1,W
00BR02827,Z5547,1.0,ch,ENTR,BF,3,2,156,2,W
00BR02828,Z5551,1.0,97,"WEAK,JAW5",971,1,0,171,B,W
00BR02829,Z5559,1.0,ch,BRN.EARS,BF,3,2,139,2,W
00BR02830,Z5557,1.0,97,GOOD,971,1,0,173,B,W
00BR02831,Z5521,1.0,97,,972,1,0,215,5,W
00BR02832,Z5585,1.0,ch,DYSTOCIA,BF,3,2,114,2,W
00BR02833,Z5591,1.0,97,CONT.TENDONS,972,1,0,221,5,W
00BR02834,Z5590,1.0,ch,,BF,3,2,110,2,W
00BR02835,Z5592,1.0,97,DYSTOCIA ok,972,1,0,161,B,W
00BR02836,Z5574,1.0,97,TRT L.EYE 00,971,1,0,185,B,W
00BR02837,Z5572,1.0,ch,,BF,3,2,131,1,W
00BR02838,Z5616,1.0,97,,972,1,0,180,B,W
00BR02839,Z5617,1.0,97,ENTR,972,1,0,202,5,W
00BR02840,Z5603,1.0,ch,,BF,3,2,119,1,W
00BR02841,Z5604,1.0,ch,4TEATS,BF,3,2,141,2,W
00BR02842,Z5640,1.0,ch,,BF,3,2,122,2,W
00BR02843,Z5648,1.0,ch,,BF,3,2,141,2,W
00BR02844,Z5669,1.0,97,,972,1,0,207,B,W
00BR02845,Z5628,1.0,ch,,BF,3,2,105,1,W
00BR02846,Z5627,1.0,ch,ENTR,BF,3,2,134,1,W
00BR02847,Z5681,1.0,ch,ENTR,BF,3,2,139,1,W
00BR02848,Z5680,1.0,ch,,BF,3,2,118,2,W
00BR02849,Z5685,1.0,ch,,BF,3,2,152,2,W
00BR02850,Z5692,1.0,ch,"RP,DIARRHEA",BF,3,2,122,2,W
00BR02851,Z5698,1.0,ch,,BF,3,2,159,1,W
00BR02852,Z5849,1.0,00,ENTR,UTI,A,7,156,3,W
00BR02853,Z5854,1.0,00,,UTI,A,7,128,3,W
00BR02854,Z5857,1.0,97,"JAW5,PNEU",972,1,0,169,B,W
00BR02855,Z5888,1.0,00,,UTI,A,7,143,3,W
00BR02856,Z5907,1.0,00,GET for LIM *,UTI,A,7,152,3,W
00BR02857,Z5930,1.0,00,,UTI,A,7,136,3,W
00BR02858,Z5947,1.0,00,,UTI,A,7,133,3,W
00BR02859,Z5957,1.0,97,,971,1,0,161,B,W
00BR02860,Z5923,1.0,00,,UTI,A,7,132,3,W
00BR02861,Z5984,1.0,00,DYSTOCIA ok,UTI,A,7,128,3,W
00BR02862,Z5985,1.0,00,,UTI,A,7,137,3,W
00BR02863,Z5982,1.0,00,RP ok,UTI,A,7,140,3,W
00BR02864,Z5989,1.0,00,STRAINING,UTI,A,7,143,3,W
00BR02865,Z5716,1.0,97,,971,1,0,176,B,W
00BR02866,Z5717,1.0,97,GOITER,972,1,0,220,5,W
00BR02867,Z5701,1.0,ch,,BF,3,2,125,2,W
00BR02868,Z5735,1.0,ch,,BF,3,2,152,1,W
00BR02869,Z5736,1.0,ch,,BF,3,2,139,2,W
00BR02870,Z5748,1.0,97,NICE,971,1,0,208,B,W
00BR02871,Z5756,1.0,ch,,BF,3,2,131,2,W
00BR02872,Z5763,1.0,ch,,BF,3,2,125,2,W
00BR02873,Z5764,1.0,ch,,BF,3,2,125,2,W
00BR02874,Z5765,1.0,ch,,BF,3,2,123,2,W
00BR02875,Z5721,1.0,ch,,BF,3,2,139,5,W
00BR02876,Z5722,1.0,ch,,BF,3,2,123,2,W
00BR02877,Z5778,1.0,ch,,BF,3,2,152,5,W
00BR02878,Z6014,1.0,00,,UTI,A,7,171,3,W
00BR02879,Z6004,1.0,00,DYSTOCIA,UTI,A,7,137,3,W
00BR02880,Z6006,1.0,00,,UTI,A,7,125,3,W
00BR02881,Z6031,1.0,00,,UTI,A,7,150,3,W
00BR02882,Z6050,1.0,00,,UTI,A,7,167,3,W
00BR02883,Z6056,1.0,00,,UTI,A,7,151,3,W
00BR02884,   84,6.0,00,HUMPHREY,UTI,A,7,157,3,W
00BR02885,   97,6.0,00,,UTI,A,7,153,3,W
