UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK
00BR00001, 1098,6.0,00,LOW SW.BAG,UTI,A,7,154,2,n
00BR00002, 1564,6.0,00,,UTI,A,7,155,3,W
00BR00003, 1566,6.0,00,,UTI,A,7,147,3,W
00BR00004,  542,7.0,18,,UTI,A,7,135,3,W
00BR00005,  556,6.0,00,,UTI,A,7,180,3,W
00BR00006,  565,6.0,00,,UTI,A,7,182,1,n
00BR00007,  566,6.0,00,FIX BIG TAG**,UTI,A,7,208,5,n
00BR00008,  562,6.0,00,,UTI,A,7,158,3,W
00BR00009,  580,6.0,00,OLD4035NEW580,UTI,A,7,155,3,W
00BR00010,  573,6.0,00,"OLD101,NEW573",UTI,A,7,164,3,W
00BR00011,  572,5.0,00,NEW ID = 572,UTI,A,7,169,3,W
00BR00012,  578,7.0,18,"OLD38,NEW578",UTI,A,7,163,3,W
00BR00013,  577,7.0,18,"OLD59,NEW577",UTI,A,7,157,3,W
00BR00014, 4031,6.0,00,,UTI,A,7,132,3,W
00BR00015, 4030,6.0,00,VLT L,UTI,A,7,138,2,n
00BR00016, 4617,6.0,00,,UTI,A,7,167,1,n
00BR00017, 4605,7.0,18,JAW OK,UTI,A,7,177,3,W
00BR00018, 5115,7.0,18,,UTI,A,7,146,3,W
00BR00019, 5136,6.0,00,OPP? 01/09/96,UTI,A,7,170,3,W
00BR00020, 5143,6.0,00,,UTI,A,7,155,3,W
00BR00021, 5145,6.0,00,,UTI,A,7,165,1,n
00BR00022, 5127,6.0,00,,UTI,A,7,157,2,n
00BR00023, 5045,7.0,18,,UTI,A,7,163,3,W
00BR00024, 5053,7.0,00,,UTI,A,7,176,3,W
00BR00025, 5555,7.0,00,,UTI,A,7,175,3,W
00BR00026, 5565,6.0,00,FIX BIG TAG**,UTI,A,7,160,5,n
00BR00027, 5568,6.0,00,MEAN,UTI,A,7,175,3,W
00BR00028, 6115,4.0,00,,UTI,A,7,170,1,n
00BR00029, 6112,4.0,00,,BF,3,7,155,3,W
00BR00030, 6133,4.0,00,,BF,3,7,169,3,W
00BR00031, 6138,4.0,00,,BF,3,7,164,3,W
00BR00032, 6143,4.0,00,,BF,3,7,163,3,W
00BR00033, 6149,4.0,00,,BF,3,7,138,3,W
00BR00034, 6156,4.0,00,,UTI,A,7,184,2,n
00BR00035, 6124,4.0,00,,UTI,A,7,138,1,n
00BR00036, 6122,4.0,00,,BF,3,7,181,3,W
00BR00037, 6183,4.0,00,,UTI,A,7,193,2,n
00BR00038, 6182,4.0,00,"LIM,THIN",BF,3,7,151,3,W
00BR00039, 6191,4.0,00,TAG IN 9/1 ?,BF,3,7,158,3,W
00BR00040, 6195,4.0,00,,UTI,A,7,174,2,n
00BR00041, 6192,4.0,00,,BF,3,7,157,3,W
00BR00042, 6198,4.0,00,,BF,3,7,169,3,W
00BR00043, 6199,4.0,00,FIX BIG TAG**,UTI,A,7,196,2,n
00BR00044, 6171,4.0,00,,BF,3,7,165,3,W
00BR00045, 6174,4.0,00,"VLTS, X",UTI,A,7,183,3,W
00BR00046, 6172,4.0,00,,BF,3,7,157,3,W
00BR00047, 6178,4.0,00,,UTI,A,7,174,2,n
00BR00048, 6013,4.0,00,,BF,3,7,142,3,W
00BR00049, 6006,4.0,00,,BF,3,7,175,3,W
00BR00050, 6002,4.0,00,,BF,3,7,172,1,W
00BR00051, 6036,4.0,00,,UTI,A,7,136,1,n
00BR00052, 6038,4.0,00,,UTI,A,7,158,3,W
00BR00053, 6037,4.0,00,,UTI,A,7,150,1,n
00BR00054, 6046,4.0,00,,KNA,3,7,666,K,W
00BR00055, 6054,4.0,00,,BF,3,7,177,1,W
00BR00056, 6052,4.0,00,,BF,3,7,164,3,W
00BR00057, 6059,4.0,00,,BF,3,7,190,3,W
00BR00058, 6060,4.0,00,?ABORTED 4/98,KNA,3,7,666,K,W
00BR00059, 6062,4.0,00,,UTI,A,7,165,1,n
00BR00060, 6022,4.0,00,,BF,3,7,163,3,W
00BR00061, 6080,4.0,00,,BF,3,7,176,2,W
00BR00062, 6083,4.0,00,,UTI,A,7,200,1,n
00BR00063, 6087,4.0,00,,UTI,A,7,162,2,n
00BR00064, 6096,4.0,00,,BF,3,7,180,1,W
00BR00065, 6071,4.0,00,,BF,3,7,158,3,W
00BR00066, 6073,4.0,00,,BF,3,7,148,3,W
00BR00067, 6079,4.0,00,,BF,3,7,150,2,W
00BR00068, 6077,4.0,00,BIG HARD BAG,BF,3,7,162,2,W
00BR00069, 6316,4.0,00,,BF,3,7,146,3,W
00BR00070, 6371,4.0,00,,BF,3,7,152,3,W
00BR00071, 6377,4.0,00,JAW OK,UTI,A,7,160,3,W
00BR00072, 6419,4.0,00,,UTI,A,7,165,2,n
00BR00073, 6402,4.0,00,,BF,3,7,176,3,W
00BR00074, 6437,4.0,00,,UTI,A,7,168,1,n
00BR00075, 6452,4.0,00,,BF,3,7,175,3,W
00BR00076, 6421,4.0,00,,BF,3,7,138,3,W
00BR00077, 6428,4.0,00,,BF,3,7,180,3,W
00BR00078, 6213,4.0,00,,BF,3,7,161,3,W
00BR00079, 6236,4.0,00,1TAG,UTI,A,7,173,3,W
00BR00080, 6242,4.0,00,,BF,3,7,177,3,W
00BR00081, 6249,4.0,00,,BF,3,7,163,3,W
00BR00082, 6256,4.0,00,TRT R EYE,BF,3,7,156,3,W
00BR00083, 6259,4.0,00,,UTI,A,7,129,1,n
00BR00084, 6266,4.0,00,** CHK TAG **,BF,3,7,177,3,W
00BR00085, 6268,4.0,00,** CHK TAG **,BF,3,7,165,3,W
00BR00086, 6226,4.0,00,,UTI,A,7,142,2,n
00BR00087, 6229,4.0,00,,BF,3,7,162,3,W
00BR00088, 6282,4.0,00,OVINE DOLLY,UTI,A,7,158,1,n
00BR00089, 6293,4.0,00,BIG BAG,UTI,A,7,184,1,n
00BR00090, 6294,4.0,00,,BF,3,7,163,3,W
00BR00091, 6273,4.0,00,,UTI,A,7,190,5,n
00BR00092, 2114,6.0,00,,UTI,A,7,166,5,n
00BR00093, 2103,6.0,00,,UTI,A,7,178,1,n
00BR00094, 2063,7.0,18,FIX BIG TAG**,UTI,A,7,162,3,W
00BR00095, 2091,6.0,00,,UTI,A,7,148,3,W
00BR00096, 2090,6.0,00,,UTI,A,7,168,3,W
00BR00097, 2093,6.0,00,,UTI,A,7,161,3,W
00BR00098, 2099,6.0,00,,UTI,A,7,155,2,n
00BR00099, 2076,7.0,18,LAME RR 52094,UTI,A,7,175,3,W
00BR00100, 2540,7.0,18,SHED LAMBED95,UTI,A,7,144,3,W
00BR00101, 8113,2.0,00,,BF,3,7,121,3,W
00BR00102, 8119,2.0,00,,KNA,3,7,666,K,W
00BR00103, 8142,2.0,00,BLACK MARKER,03,1,1,141,1,W
00BR00104, 8147,2.0,00,BLACK MARKER,04,1,1,137,1,W
00BR00105, 8150,2.0,00,,BF,3,7,152,3,W
00BR00106, 8122,2.0,00,,BF,3,7,161,3,W
00BR00107, 8179,2.0,00,4TEATS,KNA,3,7,666,K,W
00BR00108, 8013,2.0,00,,BF,3,7,142,3,W
00BR00109, 8015,2.0,00,T X C ewe,UTI,A,7,154,3,W
00BR00110, 8018,2.0,00,PINTO MARKER,01,1,1,133,2,W
00BR00111, 8019,2.0,00,WEAK,BF,3,7,143,3,W
00BR00112, 8039,2.0,00,,BF,3,7,161,3,W
00BR00113, 8040,2.0,00,,BF,3,7,141,3,W
00BR00114, 8050,2.0,00,T X C ewe,UTI,A,7,155,3,W
00BR00115, 8063,2.0,00,PNEUMONIA?,BF,3,7,157,3,W
00BR00116, 8028,2.0,00,BLACK MARKER,02,1,1,147,1,W
00BR00117, 8027,2.0,00,,BF,3,7,170,3,W
00BR00118, 8084,2.0,00,BLK. EAR,BF,3,7,134,3,W
00BR00119, 8091,2.0,00,,BF,3,7,137,3,W
00BR00120, 8077,2.0,00,HAIRY,BF,3,7,121,3,W
00BR00121, 8308,2.0,00,,BF,3,7,134,3,W
00BR00122, 8307,2.0,00,,BF,3,7,148,3,W
00BR00123, 8351,2.0,00,,BF,3,7,159,3,W
00BR00124, 8359,2.0,00,,01,1,7,149,3,W
00BR00125, 8362,2.0,00,,52,2,7,130,3,W
00BR00126, 8320,2.0,00,,BF,3,7,146,3,W
00BR00127, 8381,2.0,00,,BF,3,7,170,3,W
00BR00128, 8384,2.0,00,,02,1,7,167,3,W
00BR00129, 8382,2.0,00,,41,2,7,151,3,W
00BR00130, 8390,2.0,00,"X,POLYPAY",UTI,A,7,115,3,W
00BR00131, 8392,2.0,00,,42,2,7,122,3,W
00BR00132, 8375,2.0,00,,BF,3,7,156,3,W
00BR00133, 8415,2.0,00,,BF,3,7,155,3,W
00BR00134, 8416,2.0,00,,BF,3,7,143,3,W
00BR00135, 8419,2.0,00,,BF,3,7,134,3,W
00BR00136, 8436,2.0,00,,BF,3,7,144,3,W
00BR00137, 8439,2.0,00,,54,2,7,127,3,W
00BR00138, 8441,2.0,00,,BF,3,7,152,3,W
00BR00139, 8443,2.0,00,,56,2,7,152,3,W
00BR00140, 8454,2.0,00,,55,2,7,145,3,W
00BR00141, 8459,2.0,00,,BF,3,7,150,3,W
00BR00142, 8462,2.0,00,,43,2,7,159,3,W
00BR00143, 8423,2.0,00,,55,2,7,137,3,W
00BR00144, 8480,2.0,00,,BF,3,7,144,3,W
00BR00145, 8483,2.0,00,,BF,3,7,166,3,W
00BR00146, 8492,2.0,00,,BF,3,7,164,3,W
00BR00147, 8472,2.0,00,REJECTS LAMB,03,1,7,180,3,W
00BR00148, 8478,2.0,00,,BF,3,7,168,3,W
00BR00149, 8479,2.0,00,,BF,3,7,176,3,W
00BR00150, 8516,2.0,00,EYES OK,51,2,7,142,3,W
00BR00151, 8501,2.0,00,NICE,KNA,3,7,666,K,W
00BR00152, 8503,2.0,00,,04,1,7,149,3,W
00BR00153, 8504,2.0,00,,BF,3,7,147,3,W
00BR00154, 8535,2.0,00,UGLY WOOL,UTI,A,7,126,3,W
00BR00155, 8539,2.0,00,,BF,3,7,137,3,W
00BR00156, 8543,2.0,00,NICE,KNA,3,7,666,K,W
00BR00157, 8545,2.0,00,,BF,3,7,165,3,W
00BR00158, 8556,2.0,00,LOST LAMB,BF,3,7,176,3,W
00BR00159, 8524,2.0,00,,BF,3,7,166,3,W
00BR00160, 8525,2.0,00,,BF,3,7,151,3,W
00BR00161, 8526,2.0,00,,56,2,7,143,3,W
00BR00162, 8528,2.0,00,,KNA,3,7,666,K,W
00BR00163, 8580,2.0,00,,05,1,7,175,3,W
00BR00164, 8586,2.0,00,,55,2,7,131,3,W
00BR00165, 8591,2.0,00,,BF,3,7,162,3,W
00BR00166, 8595,2.0,00,,56,2,7,155,3,W
00BR00167, 8575,2.0,00,,BF,3,7,155,3,W
00BR00168, 8572,2.0,00,,BF,3,7,177,3,W
00BR00169, 8577,2.0,00,,BF,3,7,162,3,W
00BR00170, 8601,2.0,00,NO MARK,BF,3,7,173,3,W
00BR00171, 8634,2.0,00,,06,1,7,151,3,W
00BR00172, 8635,2.0,00,,07,1,7,170,3,W
00BR00173, 8636,2.0,00,,BF,3,7,149,3,W
00BR00174, 8637,2.0,00,,BF,3,7,151,3,W
00BR00175, 8641,2.0,00,,BF,3,7,135,3,W
00BR00176, 8659,2.0,00,,KNA,3,7,666,K,W
00BR00177, 8665,2.0,00,,BF,3,7,135,3,W
00BR00178, 8668,2.0,00,,52,2,7,126,3,W
00BR00179, 8625,2.0,00,,BF,3,7,167,3,W
00BR00180, 8626,2.0,00,,BF,3,7,167,3,W
00BR00181, 8628,2.0,00,,KNA,3,7,666,K,W
00BR00182, 8629,2.0,00,F4,BF,3,7,152,3,W
00BR00183, 8680,2.0,00,,BF,3,7,161,3,W
00BR00184, 8682,2.0,00,,BF,3,7,159,3,W
00BR00185, 8695,2.0,00,,BF,3,7,169,3,W
00BR00186, 8697,2.0,00,,53,2,7,135,3,W
00BR00187, 8675,2.0,00,,UTI,A,7,188,3,n
00BR00188, 8210,2.0,00,,02,1,7,181,3,W
00BR00189, 8212,2.0,00,,03,1,7,193,3,W
00BR00190, 8217,2.0,00,,BF,3,7,128,3,W
00BR00191, 8203,2.0,00,"DRY, 2DAB",UTI,A,7,154,3,n
00BR00192, 8204,2.0,00,,54,2,7,125,3,W
00BR00193, 8202,2.0,00,COARSE,56,2,7,126,3,W
00BR00194, 8209,2.0,00,,01,1,7,192,3,W
00BR00195, 8234,2.0,00,,BF,3,7,173,3,W
00BR00196, 8244,2.0,00,,52,2,7,164,3,W
00BR00197, 8253,2.0,00,,BF,3,7,140,3,W
00BR00198, 8255,2.0,00,,KNA,3,7,666,K,W
00BR00199, 8259,2.0,00,,04,1,7,163,3,W
00BR00200, 8269,2.0,00,,BF,3,7,164,3,W
00BR00201, 8267,2.0,00,,BF,3,7,155,3,W
00BR00202, 8281,2.0,00,,BF,3,7,165,3,W
00BR00203, 8285,2.0,00,,BF,3,7,172,3,W
00BR00204, 8286,2.0,00,,05,1,7,191,3,W
00BR00205, 8291,2.0,00,,BF,3,7,138,3,W
00BR00206, 8290,2.0,00,,51,2,7,141,3,W
00BR00207, 8295,2.0,00,,BF,3,7,153,3,W
00BR00208, 8274,2.0,00,,BF,3,7,161,3,W
00BR00209, 8277,2.0,00,"DRY, 1DAB",UTI,A,7,176,3,W
00BR00210, 8811,2.0,00,,02,1,7,158,3,W
00BR00211, 8810,2.0,00,,KNA,3,7,666,K,W
00BR00212, 8815,2.0,00,,03,1,7,190,3,W
00BR00213, 8812,2.0,00,,KNA,3,7,666,K,W
00BR00214, 8835,2.0,00,,BF,3,7,145,3,W
00BR00215, 8842,2.0,00,,BF,3,7,164,3,W
00BR00216, 8848,2.0,00,HAIRY,BF,3,7,152,3,W
00BR00217, 8858,2.0,00,,BF,3,7,170,3,W
00BR00218, 8883,2.0,00,,BF,3,7,156,3,W
00BR00219, 8885,2.0,00,,BF,3,7,150,3,W
00BR00220, 8896,2.0,00,,KNA,3,7,666,K,W
00BR00221, 8899,2.0,00,,04,1,7,149,3,W
00BR00222, 8876,2.0,00,,BF,3,7,144,3,W
00BR00223, 8755,2.0,00,,KNA,3,7,666,K,W
00BR00224, 8757,2.0,00,,08,1,7,153,3,W
00BR00225, 8764,2.0,00,,BF,3,7,143,3,W
00BR00226, 8765,2.0,00,,BF,3,7,151,3,W
00BR00227, 8762,2.0,00,,KNA,3,7,666,K,W
00BR00228, 8767,2.0,00,,KNA,3,7,666,K,W
00BR00229, 8724,2.0,00,,54,2,7,127,3,W
00BR00230, 8727,2.0,00,,51,2,7,144,3,W
00BR00231, 8780,2.0,00,,55,2,7,143,3,W
00BR00232, 8782,2.0,00,,BF,3,7,156,3,W
00BR00233, 8791,2.0,00,,09,1,7,162,3,W
00BR00234, 8793,2.0,00,,01,1,7,154,3,W
00BR00235, 8796,2.0,00,,KNA,3,7,666,K,W
00BR00236, 8773,2.0,00,,BF,3,7,163,3,W
00BR00237, 8776,2.0,00,,BF,3,7,154,3,W
00BR00238, 8772,2.0,00,ALL ORPHANS,UTI,A,7,194,3,W
00BR00239, 8777,2.0,00,,BF,3,7,134,3,W
00BR00240, 9092,6.0,00,,UTI,A,7,162,3,W
00BR00241, 7134,3.0,00,,UTI,A,7,170,3,W
00BR00242, 7153,3.0,00,BIG HARD BAG,UTI,A,7,142,2,n
00BR00243, 7158,3.0,00,,KNA,3,7,666,K,W
00BR00244, 7164,3.0,00,,UTI,A,7,192,5,n
00BR00245, 7168,3.0,00,"MASTITIS,R.",UTI,A,7,153,2,n
00BR00246, 7055,3.0,00,?BLED 12/1,BF,3,7,161,3,W
00BR00247, 7067,3.0,00,,BF,3,7,164,3,W
00BR00248, 7340,3.0,00,,BF,3,7,179,3,W
00BR00249, 7324,3.0,00,,BF,3,7,155,3,W
00BR00250, 7395,3.0,00,TRT R.EYE '98,BF,3,7,180,3,W
00BR00251, 7414,3.0,00,,BF,3,7,155,3,W
00BR00252, 7416,3.0,00,,UTI,A,7,188,3,n
00BR00253, 7412,3.0,00,,BF,3,7,155,3,W
00BR00254, 7417,3.0,00,,BF,3,7,154,3,W
00BR00255, 7439,3.0,00,,UTI,A,7,169,3,W
00BR00256, 7446,3.0,00,,UTI,A,7,191,5,n
00BR00257, 7426,3.0,00,,BF,3,7,151,3,W
00BR00258, 7485,3.0,00,,BF,3,7,184,3,W
00BR00259, 7256,3.0,00,,BF,3,7,155,3,W
00BR00260, 7224,3.0,00,NO MARK,BF,3,7,158,3,W
00BR00261, 7295,3.0,00,MSG 10/19 AI,BF,3,7,177,3,W
00BR00262,50132,5.0,00,,UTI,A,7,179,3,W
00BR00263,50148,5.0,00,CHK? LAMB TAG,UTI,A,7,159,3,W
00BR00264,50159,5.0,00,POOR MOM X,UTI,A,7,182,2,n
00BR00265,50161,5.0,00,,UTI,A,7,158,3,W
00BR00266,50167,5.0,00,OK *,UTI,A,7,153,3,W
00BR00267,50121,5.0,00,,UTI,A,7,159,3,W
00BR00268,50120,5.0,00,,UTI,A,7,160,3,W
00BR00269,50172,5.0,00,,UTI,A,7,152,1,n
00BR00270,50043,5.0,00,,UTI,A,7,184,1,n
00BR00271,50051,5.0,00,,UTI,A,7,147,3,W
00BR00272,50068,5.0,00,,UTI,A,7,168,1,n
00BR00273,50069,5.0,00,ROUGH,UTI,A,7,156,2,n
00BR00274,50025,5.0,00,,UTI,A,7,160,3,W
00BR00275,50080,5.0,00,MSG 10/19 AI,UTI,A,7,157,3,W
00BR00276,50076,5.0,00,MSG 10/19 AI,UTI,A,7,154,3,W
00BR00277,50314,5.0,00,,UTI,A,7,146,2,n
00BR00278,50336,5.0,00,? DAM,UTI,A,7,161,1,n
00BR00279,50340,5.0,00,? DAM,UTI,A,7,171,3,W
00BR00280,50343,5.0,00,,UTI,A,7,162,3,W
00BR00281,50350,5.0,00,LUMPY MILK,UTI,A,7,164,1,n
00BR00282,50325,5.0,00,1TAG,UTI,A,7,154,3,W
00BR00283,50329,5.0,00,,UTI,A,7,147,1,n
00BR00284,50396,5.0,00,,UTI,A,7,146,3,W
00BR00285,50377,5.0,00,,UTI,A,7,154,1,n
00BR00286,50432,5.0,00,,UTI,A,7,156,3,W
00BR00287,50439,5.0,00,,UTI,A,7,160,3,W
00BR00288,50445,5.0,00,,UTI,A,7,148,2,n
00BR00289,50465,5.0,00,?DAM 20 GREEN,UTI,A,7,136,3,W
00BR00290,50480,5.0,00,? DAM,UTI,A,7,155,2,n
00BR00291,50483,5.0,00,,UTI,A,7,154,2,n
00BR00292,50494,5.0,00,,UTI,A,7,167,3,W
00BR00293,50476,5.0,00,LT,UTI,A,7,148,1,n
00BR00294,50500,5.0,00,,UTI,A,7,182,3,W
00BR00295,50562,5.0,00,,UTI,A,7,149,3,W
00BR00296,50612,5.0,00,WGT LOSS,UTI,A,7,170,3,W
00BR00297,50696,5.0,00,THIN,UTI,A,7,146,3,W
00BR00298,50678,5.0,00,,UTI,A,7,155,3,W
00BR00299,50215,5.0,00,,UTI,A,7,178,1,n
00BR00300,50230,5.0,00,,UTI,A,7,127,2,n
00BR00301,50252,5.0,00,,UTI,A,7,190,3,n
00BR00302,50262,5.0,00,DYSTOCIA '96,UTI,A,7,142,3,W
00BR00303,50283,5.0,00,,UTI,A,7,159,1,n
00BR00304,50286,5.0,00,,UTI,A,7,156,3,W
00BR00305,50288,5.0,00,THIN y2000,UTI,A,7,151,5,n
00BR00306,50297,5.0,00,? DAM,UTI,A,7,155,1,n
00BR00307,50276,5.0,00,FLTS,UTI,A,7,136,3,W
00BR00308,50813,5.0,00,,UTI,A,7,141,3,W
00BR00309,50852,5.0,00,,UTI,A,7,156,2,n
00BR00310,50784,5.0,00,,UTI,A,7,159,3,W
00BR00311,50798,5.0,00,? DAM ? 2014,UTI,A,7,154,1,n
00BR00312,50002,5.0,00,,UTI,A,7,156,3,W
00BR00313,50008,5.0,00,,UTI,A,7,164,3,W
00BR00314,91108,1.0,88,FIX BIG TAG,56,2,7,130,3,W
00BR00315,91137,1.0,00,,BF,3,7,132,3,W
00BR00316,91143,1.0,68,,05,1,7,162,3,W
00BR00317,91149,1.0,88,,52,2,7,120,3,W
00BR00318,91160,1.0,00,,BF,3,7,117,3,W
00BR00319,91166,1.0,68,,09,1,7,160,5,W
00BR00320,91120,1.0,00,,BF,3,7,163,5,W
00BR00321,91125,1.0,88,,53,2,7,138,3,W
00BR00322,91181,1.0,00,,BF,3,7,145,3,W
00BR00323,91188,1.0,00,BRN.EARS,BF,3,7,126,3,W
00BR00324,91174,1.0,88,,56,2,7,117,3,W
00BR00325,91013,1.0,00,,BF,3,7,155,F,W
00BR00326,91003,1.0,00,,BF,3,7,154,5,W
00BR00327,91009,1.0,00,,BF,3,7,123,3,W
00BR00328,91030,1.0,88,DYSTOCIA ok,43,2,7,111,3,W
00BR00329,91044,1.0,00,,BF,3,7,136,F,W
00BR00330,91046,1.0,68,,08,1,7,152,3,W
00BR00331,91042,1.0,68,,04,1,7,167,F,W
00BR00332,91054,1.0,88,,55,2,7,125,3,W
00BR00333,91058,1.0,00,,BF,3,7,141,3,W
00BR00334,91061,1.0,00,,BF,3,7,174,5,W
00BR00335,91020,1.0,00,,BF,3,7,158,5,W
00BR00336,91084,1.0,88,,55,2,7,124,3,W
00BR00337,91089,1.0,88,,54,2,7,139,3,W
00BR00338,91090,1.0,88,,54,2,7,118,3,W
00BR00339,91097,1.0,00,,BF,3,7,138,3,W
00BR00340,91072,1.0,00,,BF,3,7,134,3,W
00BR00341,91334,1.0,00,,BF,3,7,118,3,W
00BR00342,91358,1.0,00,,BF,3,7,154,F,W
00BR00343,91364,1.0,00,BLACK EWE,08,1,1,169,5,W
00BR00344,91362,1.0,00,,BF,3,7,165,5,W
00BR00345,91379,1.0,00,,BF,3,7,135,3,W
00BR00346,91453,1.0,00,BF,UTI,A,7,135,3,W
00BR00347,91420,1.0,00,BF,UTI,A,7,142,3,W
00BR00348,91428,1.0,00,BF,UTI,A,7,144,3,W
00BR00349,91429,1.0,00,BF,UTI,A,7,127,3,W
00BR00350,91483,1.0,00,BF,UTI,A,7,139,3,W
00BR00351,91489,1.0,00,BF,UTI,A,7,140,3,W
00BR00352,91219,1.0,88,,53,2,7,136,3,W
00BR00353,91208,1.0,88,,51,2,7,124,3,W
00BR00354,91251,1.0,68,,08,1,7,167,F,W
00BR00355,91265,1.0,00,,BF,3,7,130,3,W
00BR00356,91268,1.0,88,,55,2,7,137,3,W
00BR00357,91281,1.0,68,MSG 3/3/2000,09,1,7,150,3,W
00BR00358,91295,1.0,00,,BF,3,7,122,3,W
00BR00359,91271,1.0,00,BLACK EWE,07,1,1,134,3,W
00BR00360,91276,1.0,00,,BF,3,7,161,F,W
00BR00361,91278,1.0,00,WITH LIM'S,BF,3,7,151,F,W
00BR00362,90102,1.0,88,,56,2,7,125,3,W
00BR00363,90165,1.0,00,"DYSTOCIA,23lb",05,1,I,170,2,W
00BR00364,90121,1.0,88,,56,2,7,147,3,W
00BR00365,90191,1.0,00,,BF,3,7,133,3,W
00BR00366,90179,1.0,00,,BF,3,7,164,5,W
00BR00367,90015,1.0,88,HAIRY ok,51,2,7,142,3,W
00BR00368,90018,1.0,00,,BF,3,7,156,5,W
00BR00369,90035,1.0,88,,52,2,7,115,3,W
00BR00370,90046,1.0,88,,55,2,7,162,3,W
00BR00371,90051,1.0,68,4TEATS,05,1,7,159,3,W
00BR00372,90053,1.0,88,DYSTOCIA,41,2,7,125,3,W
00BR00373,90056,1.0,00,"DYSTOCIA,BLK.",02,2,1,120,1,W
00BR00374,90059,1.0,88,,53,2,7,118,3,W
00BR00375,90057,1.0,00,BLACK EWE,03,2,1,139,2,W
00BR00376,90061,1.0,68,NICE,06,1,7,141,3,W
00BR00377,90022,1.0,88,FLT L,56,2,7,125,3,W
00BR00378,90086,1.0,68,,09,1,7,170,3,W
00BR00379,90096,1.0,00,,BF,3,7,145,F,W
00BR00380,90071,1.0,88,4TEATS,54,2,7,140,3,W
00BR00381,90077,1.0,68,4TEATS,07,1,7,145,3,W
00BR00382,90311,1.0,00,FIX BIG TAGoo,BF,3,7,146,F,W
00BR00383,90310,1.0,00,,BF,3,7,127,F,W
00BR00384,90312,1.0,00,RP ok,BF,3,7,138,3,W
00BR00385,90317,1.0,00,4TEATS,BF,3,7,125,3,W
00BR00386,90308,1.0,00,,BF,3,7,144,3,W
00BR00387,90333,1.0,88,4TEATS,52,2,7,147,3,W
00BR00388,90335,1.0,00,4TEATS,BF,3,7,127,3,W
00BR00389,90337,1.0,00,,BF,3,7,128,3,W
00BR00390,90342,1.0,00,,BF,3,7,154,3,W
00BR00391,90365,1.0,00,,BF,3,7,133,3,W
00BR00392,90362,1.0,00,,BF,3,7,125,3,W
00BR00393,90369,1.0,00,,BF,3,7,136,3,W
00BR00394,90327,1.0,00,,BF,3,7,134,3,W
00BR00395,90380,1.0,68,"RP, FEVER",08,1,7,145,3,W
00BR00396,90386,1.0,00,,BF,3,7,129,3,W
00BR00397,90388,1.0,00,,BF,3,7,141,3,W
00BR00398,90392,1.0,00,,BF,3,7,125,3,W
00BR00399,90370,1.0,00,,BF,3,7,167,3,W
00BR00400,90373,1.0,00,NO BAG,UTI,A,7,148,5,n
00BR00401,90375,1.0,88,,42,2,7,137,3,W
00BR00402,90372,1.0,00,,BF,3,7,124,3,W
00BR00403,90415,1.0,68,,01,1,7,125,3,W
00BR00404,90516,1.0,88,,56,2,7,126,3,W
00BR00405,90518,1.0,88,,56,2,7,126,3,W
00BR00406,90519,1.0,00,,BF,3,7,117,3,W
00BR00407,90532,1.0,00,,BF,3,7,122,3,W
00BR00408,90541,1.0,88,,53,2,7,132,3,W
00BR00409,90545,1.0,88,,53,2,7,114,3,W
00BR00410,90558,1.0,00,,BF,3,7,129,3,W
00BR00411,90589,1.0,88,,54,2,7,142,3,W
00BR00412,90597,1.0,88,,52,2,7,123,3,W
00BR00413,90576,1.0,00,,BF,3,7,142,3,W
00BR00414,90606,1.0,00,,BF,3,7,154,F,W
00BR00415,90638,1.0,68,,06,1,7,168,F,W
00BR00416,90642,1.0,00,,BF,3,7,137,3,W
00BR00417,90650,1.0,68,,07,1,7,178,5,W
00BR00418,90626,1.0,88,,43,2,7,130,3,W
00BR00419,90684,1.0,88,,41,2,7,118,3,W
00BR00420,90685,1.0,88,,56,2,7,138,3,W
00BR00421,90687,1.0,88,,53,2,7,136,3,W
00BR00422,90694,1.0,88,,42,2,7,147,3,W
00BR00423,90679,1.0,88,,53,2,7,125,3,W
00BR00424,90216,1.0,00,,BF,3,7,122,3,W
00BR00425,90212,1.0,00,,BF,3,7,149,5,W
00BR00426,90218,1.0,00,,BF,3,7,156,H,W
00BR00427,90205,1.0,00,,BF,3,7,148,3,W
00BR00428,90231,1.0,00,DYSTOCIA ok,BF,3,7,152,3,W
00BR00429,90233,1.0,00,4TEATS,BF,3,7,120,3,W
00BR00430,90239,1.0,00,,BF,3,7,117,3,W
00BR00431,90250,1.0,00,,BF,3,7,118,3,W
00BR00432,90256,1.0,00,DYSTOCIA ok,BF,3,7,148,3,W
00BR00433,90259,1.0,00,4TEATS,BF,3,7,134,3,W
00BR00434,90257,1.0,00,DYSTOCIA,BF,3,7,124,3,W
00BR00435,90262,1.0,00,,BF,3,7,139,3,W
00BR00436,90220,1.0,00,,BF,3,7,153,3,W
00BR00437,90226,1.0,00,,BF,3,7,136,3,W
00BR00438,90281,1.0,00,,BF,3,7,121,3,W
00BR00439,90280,1.0,00,4TEATS,BF,3,7,164,5,W
00BR00440,90283,1.0,00,,BF,3,7,147,5,W
00BR00441,90292,1.0,00,,BF,3,7,135,3,W
00BR00442,90299,1.0,00,,BF,3,7,172,5,W
00BR00443,90276,1.0,00,,BF,3,7,128,3,W
