UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
10BR00044,H1527,5.0,83,TRT L.EYE,56,2,7,175,2,W,1,,30,143,1122,154,0203
10BR00045,H1547,5.0,83,,73,2,7,163,1,W,1,,30,165,1122,146,0203
10BR00046,H1570,5.0,82,THIN,73,2,7,175,2,W,1,,30,161,1122,141,0203
10BR00047,H1571,5.0,82,SNORTY,56,2,0,178,2,W,1,,30,163,1122,151,0203
10BR00048,H1578,5.0,83,,67,2,0,184,1,W,1,,30,170,1122,152,0203
10BR00049,H1579,5.0,83,,54,2,0,206,1,W,1,,30,194,1122,190,0203
10BR00050,H1585,5.0,82,NICE EWE,58,2,7,172,1,W,1,,30,177,1122,154,0203
10BR00051,H1591,5.0,88,,66,2,7,167,2,W,1,,30,164,1122,175,0203
10BR00052,H1608,5.0,83,THIN,66,2,7,159,1,W,1,,30,153,1122,148,0203
10BR00053,H1610,5.0,83,,69,2,7,161,1,W,1,,30,153,1122,141,0203
10BR00054,H1626,5.0,82,,66,2,7,166,1,W,1,,30,155,1122,145,0203
10BR00055,H1627,5.0,82,,52,2,7,178,2,W,1,,30,161,1122,153,0203
10BR00056,H1633,5.0,82,,66,2,0,157,2,W,1,,30,136,1122,152,0203
10BR00057,H1665,5.0,83,,73,2,7,166,1,W,1,,30,158,1122,169,0203
10BR00058,H1683,5.0,88,,53,2,0,166,1,W,1,,30,164,1122,146,0203
10BR00059,H1684,5.0,88,,64,2,7,197,2,W,1,,30,182,1122,158,0203
10BR00060,H1724,5.0,83,,67,2,7,185,1,W,1,,30,177,1122,153,0203
10BR00061,H1725,5.0,82,,53,2,0,138,1,0,1,,30,0,,0,
10BR00062,H1727,5.0,88,,56,2,0,158,2,W,1,,30,190,1122,0,
10BR00063,H1733,5.0,82,LT LEFT,69,2,7,168,1,W,1,,30,151,1122,146,0203
10BR00064,H1747,5.0,82,TOO BIG,64,2,0,194,1,W,1,,30,184,1122,160,0203
10BR00065,H1761,5.0,82,,65,2,7,204,1,W,1,,30,199,1122,171,0203
10BR00066,H1787,5.0,83,THIN,68,2,7,183,1,W,1,,30,186,1122,146,0203
10BR00067,H1806,5.0,82,LAME RF ',69,2,0,184,1,W,1,,30,164,1122,160,0203
10BR00068,H1809,5.0,82,NICE EWE,65,2,7,215,2,W,1,,30,206,1122,184,0203
10BR00069,H1810,5.0,83,,54,2,7,163,1,W,1,,30,165,1122,142,0203
10BR00070,H1822,5.0,82,4TEATS,67,2,7,180,2,W,1,,30,172,1122,154,0203
10BR00071,H1839,5.0,83,,69,2,0,179,1,W,1,,30,169,1122,140,0203
10BR00072,H1855,5.0,83,TIGHT EXI,64,2,7,177,1,W,1,,30,162,1122,166,0203
10BR00073,H1857,5.0,83,,64,2,0,180,2,W,1,,30,165,1122,143,0203
10BR00074,H1862,5.0,82,,64,2,7,174,2,W,1,,30,165,1122,148,0203
10BR00075,H1869,5.0,82,,68,2,7,223,D,W,1,,30,219,1122,188,0203
10BR00076,H1897,5.0,88,,57,2,7,166,H,W,1,,30,179,1122,165,0203
10BR00077,H1898,5.0,88,NICE LAMB,68,2,7,182,2,W,1,,30,175,1122,167,0203
10BR00078,H1903,5.0,88,,69,2,7,185,1,W,1,,30,175,1122,156,0203
10BR00079,H1943,5.0,82,,73,2,7,171,1,W,1,,30,159,1122,193,0203
10BR00080,H1956,5.0,83,,69,2,7,173,2,W,1,,30,170,1122,154,0203
10BR00081,H1957,5.0,83,BIG4HER,52,2,7,172,1,W,1,,30,164,1122,150,0203
10BR00082,H1970,5.0,83,,58,2,7,165,2,W,1,,30,152,1122,129,0203
10BR00083,H1991,5.0,82,SM.UDDER,65,2,7,177,H,W,1,,30,183,1122,166,0203
10BR00084,H2018,5.0,83,THIN,55,2,7,159,1,W,1,,30,155,1122,151,0203
10BR00085,H2045,5.0,88,,64,2,7,162,1,W,1,76,30,134,1122,0,
10BR00086,H2097,5.0,82,FEVER.TX.,73,2,0,177,1,W,1,,30,167,1122,160,0203
10BR00087,H2132,5.0,82,PNEU.TX.E,66,2,7,212,1,W,1,,30,201,1122,182,0203
10BR00088,H2150,5.0,82,,58,2,7,189,2,W,1,,30,172,1122,158,0203
10BR00089,H2151,5.0,82,CHK.L.EYE,52,2,7,194,2,W,1,,30,176,1122,208,0203
10BR00090,H2152,5.0,82,,64,2,7,195,1,W,1,,30,184,1122,175,0203
10BR00091,H2192,4.0,88,,56,2,7,158,1,W,1,,30,148,1122,135,0203
10BR00092,H2194,4.0,88,,67,2,7,159,1,W,1,,30,155,1122,139,0203
10BR00093,H2210,4.0,88,ENTR 4TEA,64,2,7,170,2,W,1,,30,167,1122,150,0203
10BR00094,H2217,4.0,88,R.P.,55,2,7,190,1,W,1,,30,186,1122,166,0203
10BR00095,H2245,4.0,88,PPG DYSTO,67,2,0,203,2,W,1,,30,193,1122,181,0203
10BR00096,H2258,4.0,88,,57,2,7,179,2,W,1,,30,173,1122,156,0203
10BR00097,H2267,4.0,88,,68,2,0,165,2,W,1,,30,153,1122,136,0203
10BR00098,H2278,4.0,88,,67,2,7,177,1,W,1,,30,175,1122,147,0203
10BR00099,H2286,4.0,00,,74,2,7,136,H,W,1,,33,128,1122,157,0203
10BR00100,H2300,4.0,88,NICE EWE,64,2,7,187,H,W,1,,30,190,1122,182,0203
10BR00101,H2309,4.0,88,,53,2,7,166,2,W,1,,30,157,1122,141,0203
10BR00102,H2312,4.0,00,HAIRY 4TE,74,2,7,204,H,W,1,,33,199,1122,180,0203
10BR00103,H2324,4.0,88,R.P. 72hr,69,2,0,155,1,W,1,,30,152,1122,144,0203
10BR00104,H2354,4.0,88,,73,2,0,186,2,W,1,,30,184,1122,169,0203
10BR00105,H2355,4.0,88,,57,2,0,178,2,W,1,,30,174,1122,155,0203
10BR00106,H2359,4.0,00,,74,2,7,223,D,W,1,,33,215,1122,195,0203
10BR00107,H2360,4.0,00,,74,2,7,146,H,W,1,,33,152,1122,138,0203
10BR00108,H2364,4.0,00,,74,2,7,221,D,W,1,,33,216,1122,191,0203
10BR00109,H2371,4.0,88,,57,2,0,170,1,W,1,,30,169,1122,156,0203
10BR00110,H2379,4.0,88,,73,2,7,163,2,W,1,,30,144,1122,142,0203
10BR00111,H2380,4.0,88,,66,2,7,169,D,W,1,,30,169,1122,138,0203
10BR00112,H2397,4.0,88,,73,2,0,181,2,W,1,,30,168,1122,150,0203
10BR00113,H2399,4.0,88,,54,2,7,165,2,W,1,,30,189,1122,165,0203
10BR00114,H2401,4.0,88,HAIRY,55,2,7,199,2,W,1,,30,188,1122,169,0203
10BR00115,H2404,4.0,88,,58,2,0,177,2,W,1,,30,168,1122,153,0203
10BR00116,H2429,4.0,00,SCOURS TX,74,2,7,178,H,W,1,,33,187,1122,169,0203
10BR00117,H2439,4.0,88,,64,2,0,169,2,W,1,,30,150,1122,142,0203
10BR00118,H2454,4.0,88,,52,2,0,151,2,W,1,,30,141,1122,134,0203
10BR00119,H2460,4.0,00,,74,2,7,168,H,W,1,,33,169,1122,161,0203
10BR00120,H2462,4.0,88,Shitty,64,2,7,190,2,W,1,,30,172,1122,157,0203
10BR00121,H2508,4.0,88,,55,2,0,170,H,W,1,,30,179,1122,157,0203
10BR00122,H2522,4.0,88,SCOURS TX,65,2,7,174,2,W,1,,30,161,1122,157,0203
10BR00123,H2541,4.0,00,,74,2,7,142,H,W,1,,33,129,1122,149,0203
10BR00124,H2543,4.0,00,4TEATS,74,2,7,148,H,W,1,,33,127,1122,118,0203
10BR00125,H2559,4.0,88,,52,2,7,182,1,W,1,,30,170,1122,160,0203
10BR00126,H2587,4.0,00,,74,2,7,199,H,W,1,,33,198,1122,175,0203
10BR00127,H2623,4.0,00,,74,2,7,174,H,W,1,,33,166,1122,157,0203
10BR00128,H2625,4.0,00,,74,2,7,176,H,W,1,,33,179,1122,167,0203
10BR00129,H2634,4.0,00,"BUSHY, sa",74,2,7,184,H,W,1,,33,190,1122,170,0203
10BR00130,H2650,4.0,88,,65,2,0,212,1,W,1,,30,195,1122,183,0203
10BR00131,H2653,4.0,00,,74,2,7,192,H,W,1,,33,192,1122,166,0203
10BR00132,H2682,4.0,00,ENTROPION,74,2,7,170,H,W,1,,33,157,1122,0,
10BR00133,H2683,4.0,00,,74,2,7,192,H,W,1,,33,184,1122,173,0203
10BR00134,H2687,4.0,88,,67,2,0,183,2,W,1,,30,175,1122,155,0203
10BR00135,H2695,4.0,88,,53,2,7,117,H,W,1,,30,129,1122,92,0203
10BR00136,H2699,4.0,88,,58,2,0,207,2,W,1,,30,181,1122,151,0203
10BR00137,H2704,4.0,88,,56,2,7,180,2,W,1,,30,164,1122,156,0203
10BR00138,H2730,4.0,88,NICE EWE,68,2,0,215,2,W,1,,30,206,1122,183,0203
10BR00139,H2758,4.0,88,,66,2,0,188,1,W,1,,30,199,1122,168,0203
10BR00140,H2785,4.0,88,,66,2,0,162,2,W,1,,30,145,1122,133,0203
10BR00141,H2787,4.0,88,,68,2,7,206,2,W,1,,30,201,1122,174,0203
10BR00142,H2790,4.0,88,,65,2,0,185,2,W,1,,30,180,1122,167,0203
10BR00143,H2798,4.0,88,,58,2,0,181,2,W,1,,30,172,1122,149,0203
10BR00144,H2805,4.0,00,,74,2,7,207,H,W,1,,33,210,1122,192,0203
10BR00145,H2810,4.0,00,UMB.INFEC,74,2,7,185,H,W,1,,33,186,1122,168,0203
10BR00146,H2824,4.0,88,Thin,52,2,0,175,1,W,1,,30,168,1122,156,0203
10BR00147,H2825,4.0,00,PNEU.TX.,74,2,7,206,H,W,1,,33,200,1122,188,0203
10BR00148,H2827,4.0,00,Abscess R Hip,74,2,7,183,H,W,1,,33,177,1122,167,0203
10BR00149,H2828,4.0,88,HAIRY,54,2,7,170,1,W,1,,30,166,1122,150,0203
10BR00150,H2838,4.0,88,,69,2,7,191,2,W,1,,30,172,1122,164,0203
10BR00151,H2853,4.0,88,ALLERGIC,69,2,0,164,2,W,1,,30,153,1122,148,0203
10BR00152,H2855,4.0,88,,57,2,0,166,2,W,1,,30,162,1122,145,0203
10BR00153,H2867,4.0,88,,52,2,7,160,2,W,1,,30,124,1122,0,
10BR00154,H2873,4.0,88,"ENTR,PNEU",73,2,0,177,2,W,1,,30,172,1122,161,0203
10BR00155,H2882,4.0,88,PNEU.TX.,73,2,0,182,2,W,1,,30,170,1122,162,0203
10BR00156,H2890,4.0,88,4TEATS,73,2,7,147,2,W,1,,30,143,1122,136,0203
10BR00157,H2892,4.0,88,,65,2,7,181,2,W,1,,30,175,1122,164,0203
10BR00158,H2895,4.0,88,PNEU.TX.,65,2,7,192,1,W,1,,30,177,1122,162,0203
10BR00159,H2932,3.0,88,.,56,2,7,149,2,W,1,,30,146,1122,133,0203
10BR00160,H2934,3.0,00,.,74,2,7,165,H,W,1,,33,166,1122,152,0203
10BR00161,H2952,3.0,00,.,74,2,7,179,H,W,1,,33,179,1122,163,0203
10BR00162,H2973,3.0,88,.,54,2,7,188,2,W,1,,30,179,1122,169,0203
10BR00163,H2985,3.0,00,.,74,2,7,208,D,W,1,,33,198,1122,188,0203
10BR00164,H2987,3.0,00,.,74,2,7,180,H,W,1,,33,187,1122,172,0203
10BR00165,H2997,3.0,88,.,67,2,7,183,1,W,1,,30,182,1122,145,0203
10BR00166,H2998,3.0,00,.,74,2,7,179,H,W,1,,33,181,1122,,
10BR00167,H3001,3.0,88,Thin,73,2,7,173,D,W,1,,30,166,1122,149,0203
10BR00168,H3002,3.0,88,.,58,2,7,182,2,W,1,,30,176,1122,165,0203
10BR00169,H3022,3.0,88,.,65,2,7,133,H,W,1,,30,137,1122,123,0203
10BR00170,H3026,3.0,88,.,73,2,7,193,1,W,1,,30,178,1122,192,0203
10BR00171,H3031,3.0,88,.,55,2,7,154,1,W,1,,30,155,1122,138,0203
10BR00172,H3033,3.0,88,.,55,2,7,181,2,W,1,,30,181,1122,163,0203
10BR00173,H3038,3.0,88,.,67,2,7,165,2,W,1,,30,151,1122,147,0203
10BR00174,H3042,3.0,88,.,54,2,7,179,D,W,1,,30,174,1122,156,0203
10BR00175,H3044,3.0,00,.,74,2,7,190,H,W,1,,33,195,1122,180,0203
10BR00176,H3051,3.0,88,.,53,2,7,121,2,W,1,,30,113,1122,130,0203
10BR00177,H3055,3.0,88,.,67,2,7,197,D,W,1,,30,201,1122,179,0203
10BR00178,H3056,3.0,88,.,54,2,7,191,2,W,1,,30,177,1122,144,0203
10BR00179,H3070,3.0,88,.,68,2,7,170,1,W,1,,30,157,1122,153,0203
10BR00180,H3072,3.0,00,.,74,2,7,191,D,W,1,,33,188,1122,149,0203
10BR00181,H3080,3.0,88,HAIRY,66,2,7,152,2,W,1,,30,163,1122,124,0203
10BR00182,H3081,3.0,88,HAIRY,55,2,7,160,2,W,1,,30,149,1122,141,0203
10BR00183,H3085,3.0,88,.,64,2,7,169,1,W,1,,30,160,1122,185,0203
10BR00184,H3087,3.0,88,.,56,2,7,163,1,W,1,,30,163,1122,154,0203
10BR00185,H3104,3.0,88,.,58,2,7,174,2,W,1,,30,162,1122,144,0203
10BR00186,H3114,3.0,88,.,67,2,7,172,1,W,1,,30,168,1122,150,0203
10BR00187,H3122,3.0,88,.,69,2,7,130,H,W,1,,30,132,1122,125,0203
10BR00188,H3123,3.0,88,.,64,2,7,169,1,W,1,,30,157,1122,141,0203
10BR00189,H3133,3.0,88,Britchy,65,2,7,124,H,W,1,,30,130,1122,125,0203
10BR00190,H3137,3.0,88,4TEATS,56,2,7,176,2,W,1,,30,167,1122,152,0203
10BR00191,H3143,3.0,88,.,73,2,7,169,1,W,1,,30,154,1122,137,0203
10BR00192,H3146,3.0,88,.,66,2,7,169,2,W,1,,30,159,1122,147,0203
10BR00193,H3152,3.0,88,.,73,2,7,178,2,W,1,,30,163,1122,162,0203
10BR00194,H3153,3.0,88,4TEATS,55,2,7,169,1,W,1,,30,159,1122,152,0203
10BR00195,H3160,3.0,88,.,58,2,7,148,1,W,1,,30,142,1122,133,0203
10BR00196,H3171,3.0,88,.,66,2,7,178,D,W,1,,30,173,1122,164,0203
10BR00197,H3174,3.0,88,.,73,2,7,185,1,W,1,,30,172,1122,169,0203
10BR00198,H3175,3.0,88,NICE LAMB,55,2,7,176,1,W,1,,30,169,1122,164,0203
10BR00199,H3184,3.0,88,.,67,2,7,167,2,W,1,,30,157,1122,144,0203
10BR00200,H3194,3.0,88,BIG LAMB,68,2,7,201,1,W,1,,30,194,1122,189,0203
10BR00201,H3210,3.0,88,.,68,2,7,192,2,W,1,,30,177,1122,165,0203
10BR00202,H3216,3.0,88,.,73,2,7,185,1,W,1,,30,180,1122,159,0203
10BR00203,H3224,3.0,88,.,66,2,7,182,1,W,1,,30,170,1122,162,0203
10BR00204,H3225,3.0,88,.,52,2,7,212,2,W,1,,30,191,1122,167,0203
10BR00205,H3253,3.0,88,.,57,2,7,184,2,W,1,,30,174,1122,158,0203
10BR00206,H3266,3.0,88,.,69,2,7,170,1,W,1,,30,159,1122,148,0203
10BR00207,H3283,3.0,88,HAIRY,53,2,7,156,1,W,1,,30,151,1122,142,0203
10BR00208,H3284,3.0,88,HUNGRY,58,2,7,169,1,W,1,,30,165,1122,159,0203
10BR00209,H3313,3.0,88,.,53,2,7,183,2,W,1,,30,184,1122,167,0203
10BR00210,H3328,3.0,88,.,73,2,7,161,1,W,1,,30,152,1122,139,0203
10BR00211,H3331,3.0,88,HAIRY,73,2,7,162,2,W,1,,30,147,1122,135,0203
10BR00212,H3340,3.0,88,.,54,2,7,145,2,W,1,,30,136,1122,125,0203
10BR00213,H3345,3.0,88,4TEATS,64,2,7,171,1,W,1,,30,158,1122,147,0203
10BR00214,H3348,3.0,88,JAW5,56,2,7,180,2,W,1,,30,164,1122,154,0203
10BR00215,H3350,3.0,88,.,68,2,7,172,1,W,1,,30,155,1122,147,0203
10BR00216,H3359,3.0,88,.,56,2,7,175,2,W,1,,30,158,1122,155,0203
10BR00217,H3370,3.0,88,.,66,2,7,195,2,W,1,,30,182,1122,160,0203
10BR00218,H3387,3.0,88,.,66,2,7,122,H,W,1,,30,131,1122,127,0203
10BR00219,H3389,3.0,88,.,73,2,7,160,2,W,1,,30,153,1122,138,0203
10BR00220,H3395,3.0,88,4TEATS,65,2,7,158,2,W,1,,30,169,1122,156,0203
10BR00221,H3404,3.0,88,.,73,2,7,172,2,W,1,,30,163,1122,151,0203
10BR00222,H3405,3.0,88,.,54,2,7,171,2,W,1,,30,151,1122,178,0203
10BR00223,H3407,3.0,88,4TEATS,73,2,7,184,2,W,1,,30,171,1122,160,0203
10BR00224,H3420,3.0,88,.,73,2,7,161,2,W,1,,30,141,1122,136,0203
10BR00225,H3425,3.0,88,HAIRY,69,2,7,154,1,W,1,,30,153,1122,134,0203
10BR00226,H3436,3.0,88,.,66,2,7,168,2,W,1,,30,158,1122,149,0203
10BR00227,H3437,3.0,88,.,64,2,7,138,H,W,1,,30,134,1122,160,0203
10BR00228,H3440,3.0,88,.,66,2,7,161,1,W,1,,30,160,1122,145,0203
10BR00229,H3454,3.0,88,NUFLOR,73,2,7,150,1,W,1,,30,139,1122,134,0203
10BR00230,H3456,3.0,88,Lg.Bag.ButOK,65,2,7,140,1,W,1,,30,134,1122,132,0203
10BR00231,H3458,3.0,88,.,52,2,7,186,2,W,1,,30,166,1122,164,0203
10BR00232,H3466,3.0,88,.,55,2,7,155,1,W,1,,30,150,1122,136,0203
10BR00233,H3467,3.0,88,NICE LAMB,55,2,7,155,2,W,1,,30,147,1122,136,0203
10BR00234,H3483,3.0,88,.,56,2,7,170,2,W,1,,30,167,1122,150,0203
10BR00235,H3490,3.0,88,.,56,2,7,192,2,W,1,,30,177,1122,171,0203
10BR00236,H3491,3.0,88,RUNT,54,2,7,165,2,W,1,,30,154,1122,140,0203
10BR00237,H3493,3.0,88,.,68,2,7,180,2,W,1,,30,170,1122,163,0203
10BR00238,H3499,3.0,88,4TEATS,67,2,7,156,2,W,1,,30,154,1122,149,0203
10BR00239,H3512,3.0,88,.,57,2,7,170,2,W,1,,30,168,1122,154,0203
10BR00240,H3514,3.0,88,.,69,2,7,170,1,W,1,,30,166,1122,154,0203
10BR00241,H3520,3.0,88,.,73,2,7,163,2,W,1,,30,147,1122,141,0203
10BR00242,H3526,3.0,88,.,55,2,7,149,1,W,1,,30,143,1122,134,0203
10BR00243,H3528,3.0,88,.,69,2,7,155,1,W,1,,30,151,1122,141,0203
10BR00244,H3530,3.0,88,.,52,2,7,155,1,W,1,,30,147,1122,136,0203
10BR00245,H3534,3.0,88,.,54,2,7,173,2,W,1,,30,189,1122,167,0203
10BR00246,H3538,3.0,88,.,56,2,7,148,2,W,1,,30,125,1122,139,0203
10BR00247,H3540,3.0,88,Warty tits,52,2,7,182,2,W,1,,30,163,1122,157,0203
10BR00248,H3569,3.0,88,.,57,2,7,174,1,W,1,,30,174,1122,160,0203
10BR00249,H3571,3.0,88,FIRM2,69,2,7,178,2,W,1,,30,158,1122,143,0203
10BR00250,H3572,3.0,88,.,64,2,7,199,2,W,1,,30,180,1122,164,0203
10BR00251,H3604,3.0,88,.,53,2,7,150,1,W,1,,30,151,1122,145,0203
10BR00252,H3620,3.0,88,NICE LAMB,57,2,7,166,1,W,1,,30,163,1122,151,0203
10BR00253,H3621,3.0,88,.,65,2,7,175,2,W,1,,30,158,1122,147,0203
10BR00254,H3622,3.0,88,GAUNT,57,2,7,202,2,W,1,,30,189,1122,175,0203
10BR00255,H3626,3.0,88,.,65,2,7,195,H,W,1,,30,195,1122,185,0203
10BR00256,H3638,3.0,88,.,66,2,7,107,H,W,1,,30,121,1122,143,0203
10BR00257,H3649,3.0,88,.,58,2,7,145,1,W,1,,30,137,1122,132,0203
10BR00258,H3658,3.0,88,.,67,2,7,185,2,W,1,,30,169,1122,169,0203
10BR00259,H3676,3.0,88,4TEATS,66,2,7,169,1,W,1,,30,154,1122,142,0203
10BR00260,H3681,3.0,88,.,66,2,7,169,2,W,1,,30,154,1122,144,0203
10BR00261,H3689,3.0,88,.,73,2,7,173,2,W,1,,30,165,1122,159,0203
10BR00262,H3694,3.0,88,JAW4,68,2,7,180,2,W,1,,30,160,1122,188,0203
10BR00263,H3704,3.0,88,HAIRY,73,2,7,178,2,W,1,,30,159,1122,142,0203
10BR00264,H3708,3.0,88,GAUNT,57,2,7,183,2,W,1,,30,168,1122,163,0203
10BR00265,H3723,3.0,88,.,57,2,7,117,H,W,1,,30,125,1122,119,0203
10BR00266,H3727,3.0,88,.,64,2,7,170,1,W,1,,30,155,1122,158,0203
10BR00267,H3731,2.0,88,.,65,2,,145,2,W,1,,30,144,1122,130,0203
10BR00268,H3737,2.0,82,E LT EYE,69,2,,190,D,W,1,,30,188,1122,177,0203
10BR00269,H3747,2.0,88,.,73,2,,146,2,W,1,,30,138,1122,132,0203
10BR00270,H3760,2.0,81,.,73,2,,147,2,W,1,,30,136,1122,130,0203
10BR00271,H3772,2.0,83,4 H,68,2,,126,H,W,1,,30,131,1122,120,0203
10BR00272,H3794,2.0,83,4TEATS,68,2,,133,2,W,1,,30,118,1122,137,0203
10BR00273,H3805,2.0,83,.,67,2,,174,2,W,1,,30,171,1122,163,0203
10BR00274,H3812,2.0,88,4TEATS,68,2,,132,2,W,1,,30,143,1122,132,0203
10BR00275,H3819,2.0,82,Lame LF,56,2,,142,2,W,1,,30,133,1122,128,0203
10BR00276,H3857,2.0,88,.,66,2,,183,1,W,1,,30,182,1122,169,0203
10BR00277,H3862,2.0,88,.,66,2,,183,1,W,1,,30,173,1122,157,0203
10BR00278,H3869,2.0,84,.,67,2,,164,2,W,1,,30,155,1122,148,0203
10BR00279,H3871,2.0,88,.,68,2,,150,1,W,1,,30,136,1122,118,0203
10BR00280,H3887,2.0,88,.,57,2,,155,2,W,1,,30,153,1122,150,0203
10BR00281,H3898,2.0,82,.,68,2,,147,2,W,1,,30,139,1122,141,0203
10BR00282,H3905,2.0,88,.,52,2,,144,2,W,1,,30,136,1122,124,0203
10BR00283,H3924,2.0,82,.,73,2,,164,1,W,1,,30,155,1122,148,0203
10BR00284,H3934,2.0,88,.,64,2,,166,2,W,1,,30,160,1122,153,0203
10BR00285,H3946,2.0,88,.,73,2,,157,2,W,1,,30,146,1122,143,0203
10BR00286,H3953,2.0,88,.,56,2,,171,1,W,1,,30,165,1122,162,0203
10BR00287,H3954,2.0,88,Swing bag,53,2,,197,D,W,1,,30,201,1122,182,0203
10BR00288,H3981,2.0,82,.,52,2,,147,1,W,1,,30,143,1122,134,0203
10BR00289,H3990,2.0,82,.,64,2,,154,1,W,1,,30,156,1122,143,0203
10BR00290,H4003,2.0,88,.,66,2,,136,1,W,1,,30,131,1122,120,0203
10BR00291,H4017,2.0,84,.,73,2,,150,1,W,1,,30,142,1122,134,0203
10BR00292,H4029,2.0,82,.,52,2,,158,1,W,1,,30,146,1122,139,0203
10BR00293,H4061,2.0,83,.,56,2,,171,1,W,1,,30,173,1122,154,0203
10BR00294,H4068,2.0,88,4TEATS,68,2,,167,2,W,1,,30,167,1122,159,0203
10BR00295,H4083,2.0,83,.,69,2,,119,H,W,1,,30,120,1122,104,0203
10BR00296,H4093,2.0,88,.,69,2,,147,H,W,1,,30,150,1122,143,0203
10BR00297,H4098,2.0,83,.,52,2,,158,2,W,1,,30,134,1122,128,0203
10BR00298,H4100,2.0,82,.,57,2,,127,H,W,1,,30,134,1122,125,0203
10BR00299,H4101,2.0,82,.,69,2,,154,1,W,1,,30,155,1122,142,0203
