UID,ETAG,AGE,LINE,RMK,BPEN,BGRP,RGRP,WORK
94BR00155,K4676,4.0,61,, 12,1,0,W
94BR00156,K4208,5.0,61,L BLOODY MILK, 51,1,0,W
94BR00157,K4257,5.0,62,, 65,1,0,W
94BR00158,K4266,5.0,68,, 51,1,0,W
94BR00159,K4220,5.0,61,LTS, 11,1,0,W
94BR00160,K4812,4.0,61,, 11,1,0,W
94BR00161,K4839,4.0,61,LOST @HOWE93, 12,1,0,W
94BR00162,K4842,4.0,60,, 04,1,0,W
94BR00163,K4849,4.0,62,, 65,1,0,W
94BR00164,K4858,4.0,62,, 66,1,0,W
94BR00165,K4891,4.0,60,, 01,1,0,W
94BR00166,K4899,4.0,60,BIG BAG, 54,1,0,W
94BR00167,K4897,4.0,68,, 54,1,0,W
94BR00168,K4911,4.0,68,, 51,1,0,W
94BR00169,K4907,4.0,60,, 02,1,0,W
94BR00170,K4934,4.0,61,, 13,1,0,W
94BR00171,K4936,4.0,68,, 52,1,0,W
94BR00172,K4943,4.0,61,, 52,1,0,W
94BR00173,K4942,4.0,61,, 14,1,0,W
94BR00174,K4952,4.0,61,, 11,1,0,W
94BR00175,K4963,4.0,61,, 12,1,0,W
94BR00176,K4966,4.0,62,, 51,1,0,W
94BR00177,K4928,4.0,62,LA200 9-15-93, 67,1,0,W
94BR00178,K4988,4.0,60,BAG OK, 04,1,0,W
94BR00179,K4995,4.0,62,, 68,1,0,W
94BR00180,K4972,4.0,61,FIX BIG TAG, 13,1,0,W
94BR00181,K4711,4.0,62,, 54,1,0,W
94BR00182,K4712,4.0,60,, 01,1,0,W
94BR00183,K4718,4.0,60,"SUCK1SIDE,FLT", 53,1,0,W
94BR00184,K4732,4.0,68,, 52,1,0,W
94BR00185,K4739,4.0,68,, 53,1,0,W
94BR00186,K4728,4.0,61,, 14,1,0,W
94BR00187,K4727,4.0,62,VLTS, 64,1,0,W
94BR00188,K4792,4.0,61,, 51,1,0,W
94BR00189,K4799,4.0,60,BIG BAG, 03,1,0,W
94BR00190,K4770,4.0,60,HARD AB.BACK, 02,1,0,W
94BR00191,K5110,4.0,62,TENDER, 52,1,0,W
94BR00192,K5116,3.0,60,, 03,1,0,W
94BR00193,K5106,4.0,61,LTS SW BAG, 12,1,0,7
94BR00194,K5109,4.0,61,, 13,1,0,W
94BR00195,K5133,3.0,62,, 65,1,0,W
94BR00196,K5151,3.0,61,, 13,1,0,W
94BR00197,K5159,3.0,68,, 54,1,0,W
94BR00198,K5124,3.0,62,, 64,1,0,W
94BR00199,K5125,3.0,61,NICEEWE, 12,1,0,W
94BR00200,K5180,3.0,62,, 67,1,0,W
94BR00201,K5183,3.0,61,VAG PROLAPSE, 14,1,0,W
94BR00202,K5171,3.0,60,?BAG, 04,1,0,W
94BR00203,K5173,3.0,62,, 66,1,0,W
94BR00204,K5011,4.0,60,, 01,1,0,W
94BR00205,K5030,4.0,61,, 14,1,0,W
94BR00206,K5047,4.0,62,, 69,1,0,W
94BR00207,K5054,4.0,60,, 51,1,0,W
94BR00208,K5066,4.0,62,R TEAT WART, 70,1,0,W
94BR00209,K5062,4.0,61,, 53,1,0,W
94BR00210,K5082,4.0,60,BAG OK, 02,1,0,W
94BR00211,K5096,4.0,62,, 71,1,0,W
94BR00212,K5072,4.0,61,LOST @HOWE93, 11,1,0,W
94BR00213,K5312,3.0,62,, 71,1,0,W
94BR00214,K5331,3.0,60,X JAW STINK, 01,1,0,W
94BR00215,K5330,3.0,62,, 54,1,0,W
94BR00216,K5354,3.0,61,, 13,1,0,W
94BR00217,K5352,3.0,61,, 14,1,0,W
94BR00218,K5360,3.0,61,, 54,1,0,W
94BR00219,K5369,3.0,62,"LAME RR RX,OK", 60,1,0,W
94BR00220,K5399,3.0,60,, 53,1,0,W
94BR00221,K5411,3.0,61,, 11,1,0,W
94BR00222,K5422,3.0,60,, 02,1,0,W
94BR00223,K5491,3.0,61,, 13,1,0,W
94BR00224,K5493,3.0,60,, 04,1,0,W
94BR00225,K5473,3.0,60,FLT, 03,1,0,W
94BR00226,K5475,3.0,62,REJECTS #2SIB, 61,1,0,W
94BR00227,K5478,3.0,61,FIGHTER, 12,1,0,W
94BR00228,K5513,3.0,68,, 54,1,0,W
94BR00229,K5517,3.0,61,, 14,1,0,W
94BR00230,K5508,3.0,62,, 62,1,0,W
94BR00231,K5545,3.0,60,, 54,1,0,W
94BR00232,K5542,3.0,61,LTS, 51,1,0,W
94BR00233,K5552,3.0,62,FIBER 94, 63,1,0,W
94BR00234,K5564,3.0,60,, 03,1,0,W
94BR00235,K5565,3.0,61,"DYSTOCI,PUFFY", 11,1,0,W
94BR00236,K5566,3.0,61,, 12,1,0,7
94BR00237,K5523,3.0,60,LTS 94, 01,1,0,W
94BR00238,K5591,3.0,62,, 51,1,0,W
94BR00239,K5572,3.0,60,, 02,1,0,W
94BR00240,K5579,3.0,61,, 13,1,0,W
94BR00241,K5616,3.0,62,, 64,1,0,W
94BR00242,K5617,3.0,60,BLK.NOSE, 03,1,0,W
94BR00243,K5609,3.0,60,DYSTOCIA, 04,1,0,W
94BR00244,K5635,3.0,60,VLTS, 51,1,0,W
94BR00245,K5643,3.0,61,LAMELONGHOOFS, 52,1,0,W
94BR00246,K5644,3.0,61,, 14,1,0,W
94BR00247,K5646,3.0,62,HEMOLACTIA, 65,1,0,W
94BR00248,K5654,3.0,61,, 12,1,0,W
94BR00249,K5660,3.0,62,, 66,1,0,W
94BR00250,K5623,3.0,61,, 11,1,0,W
94BR00251,K5685,3.0,61,, 13,1,0,W
94BR00252,K5673,3.0,68,, 52,1,0,W
94BR00253,K5672,3.0,68,, 51,1,0,W
94BR00254,K5678,3.0,60,WILD, 01,1,0,W
94BR00255,K5201,3.0,68,, 51,1,0,W
94BR00256,K5203,3.0,60,, 02,1,0,W
94BR00257,K5206,3.0,62,TRT DIGIT AB., 53,1,0,W
94BR00258,K5238,3.0,60,, 52,1,0,W
94BR00259,K5246,3.0,62,, 68,1,0,W
94BR00260,K5255,3.0,60,, 01,1,0,W
94BR00261,K5252,3.0,61,, 11,1,0,W
94BR00262,K5266,3.0,61,, 12,1,0,W
94BR00263,K5268,3.0,62,FLTS, 71,1,0,W
94BR00264,K5269,3.0,68,, 52,1,0,W
94BR00265,K5267,3.0,60,, 03,1,0,W
94BR00266,K5228,3.0,61,, 53,1,0,W
94BR00267,K5290,3.0,68,"URI,BOTS? '93", 53,1,0,W
94BR00268,K5295,3.0,62,, 69,1,0,W
94BR00269,K5274,3.0,60,, 04,1,0,W
94BR00270,K5813,3.0,61,, 12,1,0,W
94BR00271,K5830,2.0,61,SUCK1SIDE, 12,1,0,W
94BR00272,K5835,2.0,60,SUCK1SIDE, 01,1,0,W
94BR00273,K5840,2.0,61,DIARRHEA 94, 13,1,0,W
94BR00274,K5842,2.0,60,, 04,1,0,W
94BR00275,K5853,2.0,61,, 14,1,0,W
94BR00276,K5857,2.0,60,, 01,1,0,W
94BR00277,K5860,2.0,68,, 51,1,0,W
94BR00278,K5866,2.0,60,, 52,1,0,W
94BR00279,K5868,2.0,61,, 54,1,0,W
94BR00280,K5869,2.0,68,SUCK1SIDE, 52,1,0,W
94BR00281,K5884,2.0,62,, 61,1,0,W
94BR00282,K5886,2.0,61,, 12,1,0,W
94BR00283,K5891,2.0,60,ENTR, 03,1,0,W
94BR00284,K5894,2.0,68,, 53,1,0,W
94BR00285,K5896,2.0,61,, 13,1,0,W
94BR00286,K5899,2.0,60,, 04,1,0,W
94BR00287,K5870,2.0,61,, 11,1,0,W
94BR00288,K5879,2.0,60,, 02,1,0,W
94BR00289,K5914,2.0,61,, 51,1,0,W
94BR00290,K5915,2.0,60,?WITHERS, 02,1,0,W
94BR00291,K5916,2.0,61,, 14,1,0,W
94BR00292,K5918,2.0,61,, 14,1,0,W
94BR00293,K5917,2.0,61,, 13,1,0,W
94BR00294,K5908,2.0,61,, 11,1,0,W
94BR00295,K5937,2.0,68,, 54,1,0,W
94BR00296,K5941,2.0,60,, 01,1,0,W
94BR00297,K5945,2.0,62,SM BAG, 68,1,0,W
94BR00298,K5948,2.0,61,, 52,1,0,W
94BR00299,K5965,2.0,62,, 51,1,0,7
94BR00300,K5921,2.0,62,, 65,1,0,W
94BR00301,K5926,2.0,60,, 53,1,0,W
94BR00302,K5922,2.0,61,, 12,1,0,W
94BR00303,K5928,2.0,62,, 66,1,0,W
94BR00304,K5980,2.0,68,, 51,1,0,W
94BR00305,K5984,2.0,61,, 12,1,0,W
94BR00306,K5986,2.0,60,, 04,1,0,W
94BR00307,K5989,2.0,62,, 67,1,0,W
94BR00308,K5971,2.0,61,, 11,1,0,W
94BR00309,K5972,2.0,60,, 03,1,0,W
94BR00310,K5711,3.0,62,5FACE, 67,1,0,W
94BR00311,K5719,3.0,61,, 14,1,0,W
94BR00312,K5734,3.0,60,, 02,1,0,W
94BR00313,K5738,3.0,61,, 53,1,0,W
94BR00314,K5743,3.0,62,, 52,1,0,W
94BR00315,K5798,3.0,60,, 04,1,0,W
94BR00316,K5771,3.0,62,, 68,1,0,W
94BR00317,K6109,2.0,61,, 12,1,0,W
94BR00318,K6107,2.0,62,, 70,1,0,W
94BR00319,K6133,2.0,61,SUCK1SIDE, 54,1,0,W
94BR00320,K6134,2.0,61,, 11,1,0,W
94BR00321,K6135,2.0,62,, 60,1,0,W
94BR00322,K6143,2.0,61,TIGHT BAG, 12,1,0,W
94BR00323,K6148,2.0,68,, 54,1,0,W
94BR00324,K6151,2.0,61,, 13,1,0,W
94BR00325,K6155,2.0,60,, 01,1,0,W
94BR00326,K6163,2.0,68,, 51,1,0,W
94BR00327,K6162,2.0,61,, 14,1,0,W
94BR00328,K6123,2.0,61,, 13,1,0,W
94BR00329,K6124,2.0,60,, 51,1,0,W
94BR00330,K6128,2.0,61,, 14,1,0,W
94BR00331,K6127,2.0,62,, 52,1,0,W
94BR00332,K6184,2.0,60,, 04,1,0,W
94BR00333,K6189,2.0,61,ENTR, 11,1,0,W
94BR00334,K6187,2.0,62,, 61,1,0,W
94BR00335,K6191,2.0,62,UT INERTIA, 62,1,0,W
94BR00336,K6190,2.0,68,, 52,1,0,W
94BR00337,K6192,2.0,61,ENTR, 12,1,0,W
94BR00338,K6172,2.0,60,, 02,1,0,W
94BR00339,K6177,2.0,61,, 51,1,0,W
94BR00340,K6013,2.0,61,, 13,1,0,W
94BR00341,K6015,2.0,60,, 54,1,0,W
94BR00342,K6003,2.0,62,, 69,1,0,W
94BR00343,K6007,2.0,60,, 01,1,0,W
94BR00344,K6038,2.0,60,, 03,1,0,W
94BR00345,K6037,2.0,61,, 14,1,0,W
94BR00346,K6046,2.0,68,, 52,1,0,W
94BR00347,K6063,2.0,60,, 04,1,0,W
94BR00348,K6065,2.0,61,, 53,1,0,W
94BR00349,K6066,2.0,68,SUCK1SIDE, 53,1,0,W
94BR00350,K6067,2.0,62,, 70,1,0,W
94BR00351,K6024,2.0,60,, 02,1,0,W
94BR00352,K6080,2.0,61,ENTR, 11,1,0,W
94BR00353,K6095,2.0,60,, 03,1,0,W
94BR00354,K6311,2.0,62,, 54,1,0,W
94BR00355,K6313,2.0,60,CUT AB L SHOU, 53,1,0,W
94BR00356,K6312,2.0,61,, 53,1,0,W
94BR00357,K6305,2.0,62,, 67,1,0,W
94BR00358,K6340,2.0,61,, 12,1,0,W
94BR00359,K6354,2.0,61,, 13,1,0,W
94BR00360,K6355,2.0,60,R BAG HARD 94, 02,1,0,W
94BR00361,K6352,2.0,68,, 52,1,0,W
94BR00362,K6361,2.0,68,WILD EWE, 53,1,0,W
94BR00363,K6360,2.0,62,, 69,1,0,W
94BR00364,K6364,2.0,62,CERV PROLAPSE, 70,1,0,W
94BR00365,K6362,2.0,60,, 03,1,0,W
94BR00366,K6368,2.0,61,, 14,1,0,W
94BR00367,K6322,2.0,62,, 68,1,0,W
94BR00368,K6327,2.0,61,LAME R TRT OK, 11,1,0,W
94BR00369,K6383,2.0,61,, 11,1,0,W
94BR00370,K6394,2.0,62,, 71,1,0,W
94BR00371,K6396,2.0,61,, 12,1,0,W
94BR00372,K6378,2.0,60,, 04,1,0,W
94BR00373,K6379,2.0,61,LAME RF TRT, 54,1,0,W
94BR00374,K6406,2.0,61,, 13,1,0,W
94BR00375,K6402,2.0,60,, 01,1,0,W
94BR00376,K6433,2.0,68,ZANY, 51,1,0,W
94BR00377,K6446,2.0,60,, 54,1,0,W
94BR00378,K6448,2.0,61,ENTR, 14,1,0,W
94BR00379,K6447,2.0,62,, 51,1,0,W
94BR00380,K6426,2.0,68,, 54,1,0,W
94BR00381,K6485,2.0,68,SWOLLEN HEAD, 52,1,0,W
94BR00382,K6491,2.0,61,, 51,1,0,W
94BR00383,K6492,2.0,60,, 02,1,0,W
94BR00384,K6499,2.0,62,ENTR, 60,1,0,W
94BR00385,K6515,2.0,60,, 03,1,0,W
94BR00386,K6504,2.0,61,, 11,1,0,W
94BR00387,K6530,2.0,61,, 13,1,0,W
94BR00388,K6532,2.0,62,, 61,1,0,W
94BR00389,K6550,2.0,61,, 14,1,0,W
94BR00390,K6552,2.0,60,, 04,1,0,W
94BR00391,K6523,2.0,61,, 12,1,0,W
94BR00392,K6584,2.0,60,, 01,1,0,W
94BR00393,K6586,2.0,62,PRED BITE JAW, 63,1,0,W
94BR00394,K6593,2.0,61,, 52,1,0,W
94BR00395,K6596,2.0,60,, 51,1,0,W
94BR00396,K6598,2.0,62,, 52,1,0,W
94BR00397,K6576,2.0,62,, 62,1,0,W
94BR00398,K6603,2.0,61,SUCK1SIDE?, 11,1,0,W
94BR00399,K6633,2.0,68,, 53,1,0,W
94BR00400,K6658,1.0,60,, 01,1,0,W
94BR00401,K6659,1.0,62,, 60,1,0,W
94BR00402,K6661,1.0,61,, 11,1,0,W
94BR00403,K6669,1.0,61,, 12,1,0,W
94BR00404,K6627,2.0,60,, 02,1,0,W
94BR00405,K6681,1.0,62,, 63,1,0,W
94BR00406,K6680,1.0,62,, 62,1,0,W
94BR00407,K6688,1.0,62,, 53,1,0,W
94BR00408,K6693,1.0,60,, 03,1,0,W
94BR00409,K6695,1.0,61,, 13,1,0,W
94BR00410,K6696,1.0,60,, 51,1,0,W
94BR00411,K6699,1.0,62,, 64,1,0,W
94BR00412,K6670,1.0,62,, 61,1,0,W
94BR00413,K6676,1.0,00,, 51,1,0,W
94BR00414,K6672,1.0,60,JUMPY, 02,1,0,W
94BR00415,K6679,1.0,60,, 04,1,0,W
94BR00416,K6211,2.0,60,, 01,1,0,W
94BR00417,K6210,2.0,61,, 13,1,0,W
94BR00418,K6216,2.0,61,, 14,1,0,W
94BR00419,K6205,2.0,62,, 63,1,0,W
94BR00420,K6233,2.0,61,, 52,1,0,W
94BR00421,K6238,2.0,60,, 52,1,0,W
94BR00422,K6239,2.0,62,, 53,1,0,W
94BR00423,K6242,2.0,61,, 11,1,0,W
94BR00424,K6248,2.0,68,, 53,1,0,7
94BR00425,K6250,2.0,61,DYSTOCIA 94, 12,1,0,W
94BR00426,K6256,2.0,62,, 64,1,0,W
94BR00427,K6252,2.0,60,, 02,1,0,W
94BR00428,K6258,2.0,68,, 54,1,0,W
94BR00429,K6264,2.0,60,, 03,1,0,W
94BR00430,K6266,2.0,62,, 65,1,0,W
94BR00431,K6268,2.0,61,, 13,1,0,W
94BR00432,K6269,2.0,60,, 01,1,0,W
94BR00433,K6299,2.0,68,, 51,1,0,W
94BR00434,K6271,2.0,62,, 66,1,0,W
94BR00435,K6278,2.0,60,, 04,1,0,W
94BR00436,K6277,2.0,61,, 14,1,0,W
94BR00437,K6816,1.0,61,, 12,1,0,W
94BR00438,K6817,1.0,60,, 04,1,0,W
94BR00439,K6804,1.0,60,, 02,1,0,W
94BR00440,K6806,1.0,62,, 64,1,0,W
94BR00441,K6808,1.0,00,, 52,1,0,W
94BR00442,K6807,1.0,62,BRN.EARS*2, 65,1,0,W
94BR00443,K6831,1.0,60,ENTR, 53,1,0,W
94BR00444,K6837,1.0,62,, 53,1,0,W
94BR00445,K6841,1.0,62,, 68,1,0,W
94BR00446,K6843,1.0,00,, 54,1,0,W
94BR00447,K6846,1.0,62,TRAUMA?, 69,1,0,W
94BR00448,K6848,1.0,61,, 11,1,0,W
94BR00449,K6849,1.0,61,, 13,1,0,W
94BR00450,K6847,1.0,60,, 01,1,0,W
94BR00451,K6854,1.0,60,, 02,1,0,W
94BR00452,K6856,1.0,60,, 03,1,0,W
94BR00453,K6852,1.0,62,, 70,1,0,W
94BR00454,K6859,1.0,62,, 71,1,0,W
94BR00455,K6861,1.0,60,, 04,1,0,W
94BR00456,K6862,1.0,60,, 54,1,0,W
94BR00457,K6867,1.0,60,, 01,1,0,W
94BR00458,K6823,1.0,62,, 66,1,0,W
94BR00459,K6824,1.0,62,, 67,1,0,W
94BR00460,K6827,1.0,60,, 03,1,0,W
94BR00461,K6881,1.0,60,, 03,1,0,W
94BR00462,K6886,1.0,60,, 04,1,0,W
94BR00463,K6882,1.0,61,, 52,1,0,W
94BR00464,K6888,1.0,62,, 54,1,0,W
94BR00465,K6891,1.0,62,, 61,1,0,W
94BR00466,K6890,1.0,62,NICE, 60,1,0,W
94BR00467,K6896,1.0,62,, 62,1,0,W
94BR00468,K6897,1.0,62,, 63,1,0,W
94BR00469,K6879,1.0,61,CHK L UDDER, 14,1,0,W
94BR00470,K6877,1.0,60,, 02,1,0,W
94BR00471,K6911,1.0,62,, 65,1,0,W
94BR00472,K6914,1.0,60,, 02,1,0,W
94BR00473,K6915,1.0,60,, 01,1,0,W
94BR00474,K6919,1.0,61,, 11,1,0,W
94BR00475,K6917,1.0,62,, 64,1,0,W
94BR00476,K6900,1.0,60,ENTR, 51,1,0,W
94BR00477,K6904,1.0,60,R BLOODY MILK, 01,1,0,W
94BR00478,K6906,1.0,62,, 51,1,0,W
94BR00479,K6934,1.0,60,, 52,1,0,W
94BR00480,K6938,1.0,60,, 02,1,0,W
94BR00481,K6939,1.0,62,, 66,1,0,W
94BR00482,K6937,1.0,60,, 04,1,0,W
94BR00483,K6941,1.0,62,, 67,1,0,W
94BR00484,K6944,1.0,62,, 52,1,0,W
94BR00485,K6950,1.0,62,, 68,1,0,W
94BR00486,K6955,1.0,62,, 69,1,0,W
94BR00487,K6956,1.0,62,, 70,1,0,W
94BR00488,K6952,1.0,60,, 03,1,0,W
94BR00489,K6958,1.0,61,, 13,1,0,W
94BR00490,K6959,1.0,00,, 51,1,0,W
94BR00491,K6957,1.0,60,, 04,1,0,W
94BR00492,K6964,1.0,60,R BLOODY MILK, 53,1,0,W
94BR00493,K6966,1.0,62,, 53,1,0,W
94BR00494,K6962,1.0,62,, 71,1,0,W
94BR00495,K6928,1.0,61,ENTR, 12,1,0,W
94BR00496,K6929,1.0,60,ENTR, 03,1,0,W
94BR00497,K6980,1.0,00,DYSTOCIA 94, 52,1,0,W
94BR00498,K6984,1.0,60,, 01,1,0,W
94BR00499,K6985,1.0,61,, 14,1,0,W
94BR00500,K6986,1.0,60,, 02,1,0,W
94BR00501,K6991,1.0,62,?LATE-155DAY, 60,1,0,W
94BR00502,K6990,1.0,00,, 51,1,0,W
94BR00503,K6993,1.0,60,, 01,1,0,W
94BR00504,K6994,1.0,00,, 52,1,0,W
94BR00505,K6996,1.0,62,, 62,1,0,W
94BR00506,K6992,1.0,60,, 03,1,0,W
94BR00507,K6999,1.0,60,, 54,1,0,W
94BR00508,K6713,1.0,60,, 03,1,0,W
94BR00509,K6716,1.0,62,, 65,1,0,W
94BR00510,K6718,1.0,62,, 66,1,0,W
94BR00511,K6719,1.0,62,, 67,1,0,W
94BR00512,K6703,1.0,60,ENTR, 01,1,0,W
94BR00513,K6704,1.0,60,, 02,1,0,W
94BR00514,K6730,1.0,62,, 71,1,0,W
94BR00515,K6739,1.0,60,, 04,1,0,W
94BR00516,K6743,1.0,62,, 51,1,0,W
94BR00517,K6744,1.0,62,WILD YRLG, 60,1,0,W
94BR00518,K6745,1.0,00,, 52,1,0,W
94BR00519,K6747,1.0,00,TEXEL ?, 54,1,0,W
94BR00520,K6753,1.0,00,, 53,1,0,W
94BR00521,K6755,1.0,00,, 53,1,0,W
94BR00522,K6757,1.0,00,DYSTOCIA 94, 54,1,0,7
94BR00523,K6761,1.0,00,ENTR, 51,1,0,W
94BR00524,K6763,1.0,00,DYSTOCIA 94, 53,1,0,W
94BR00525,K6764,1.0,62,, 61,1,0,W
94BR00526,K6723,1.0,62,ENTR, 54,1,0,W
94BR00527,K6726,1.0,62,, 68,1,0,W
94BR00528,K6722,1.0,61,, 14,1,0,W
94BR00529,K6729,1.0,62,, 70,1,0,W
94BR00530,K6727,1.0,62,, 69,1,0,W
94BR00531,K6781,1.0,62,ENTR, 62,1,0,W
94BR00532,K6788,1.0,00,, 53,1,0,W
94BR00533,K6795,1.0,62,, 52,1,0,W
94BR00534,K6797,1.0,60,, 01,1,0,W
94BR00535,K6773,1.0,00,, 54,1,0,W
94BR00536,K6774,1.0,60,, 52,1,0,W
94BR00537,K6775,1.0,62,, 63,1,0,W
94BR00538,K6776,1.0,61,, 51,1,0,W
94BR00539,K2470,7.0,60,SLOWEWE, 03,1,0,W
94BR00540,K2552,7.0,68,, 54,1,0,W
94BR00541,K2570,7.0,62,DYS.BREECH, 69,1,0,W
94BR00542,K2602,7.0,61,SEWN R SHOU, 13,1,0,W
94BR00543,K2936,7.0,61,SW BAG, 14,1,0,W
94BR00544,K2715,7.0,62,BIGBAG, 70,1,0,W
94BR00545,K2784,7.0,60,DYSTOC'94LAME, 04,1,0,W
94BR00546,K7015,1.0,60,, 51,1,0,W
94BR00547,K7016,1.0,62,, 54,1,0,W
94BR00548,K7012,1.0,60,, 02,1,0,W
94BR00549,K7018,1.0,61,, 11,1,0,W
94BR00550,K7017,1.0,60,, 03,1,0,W
94BR00551,K7001,1.0,60,, 04,1,0,W
94BR00552,K7003,1.0,62,, 63,1,0,W
94BR00553,K7004,1.0,60,, 02,1,0,W
94BR00554,K7002,1.0,61,, 53,1,0,W
94BR00555,K7009,1.0,60,, 03,1,0,W
94BR00556,K7007,1.0,62,, 64,1,0,W
94BR00557,L1540,6.5,73,,-FL,F,6,n
94BR00558,L1641,6.5,00,"BLACK,AB.SHO.",972,1,1,W
94BR00559,L1622,6.5,00,BLACK,971,1,1,W
94BR00560,L1886,6.0,88,,  0,2,2,W
94BR00561,L1876,6.0,82,? R SPOILED, 27,2,0,W
94BR00562,L1919,6.0,81,, 01,2,0,W
94BR00563,L1903,6.0,73,,-FL,F,6,W
94BR00564,L1945,6.0,81,DYSTOCIA'93ok, 02,2,0,W
94BR00565,L1957,6.0,88,,  2,2,2,W
94BR00566,L1983,6.0,88,,  0,2,2,W
94BR00567,L0833,7.0,88,,  0,2,2,W
94BR00568,L0906,7.0,88,,  2,2,2,W
94BR00569,L0969,7.0,81,@HENNINGER'94, 02,2,0,W
94BR00570,L0770,7.0,88,,  2,2,2,W
94BR00571,L3118,5.5,72,,-FL,F,6,n
94BR00572,L3108,5.5,72,,-FL,F,6,n
94BR00573,L3146,5.5,88,,  2,2,2,W
94BR00574,L3168,5.5,72,CAKEDBAG,-FL,F,6,n
94BR00575,L3169,5.5,73,,-FL,F,6,n
94BR00576,L3123,5.5,73,,-FL,F,6,n
94BR00577,L3122,5.5,73,,-FL,F,6,n
94BR00578,L3183,5.5,72,,-FL,F,6,W
94BR00579,L3007,5.5,72,,-FL,F,6,n
94BR00580,L3031,5.5,72,,-FL,F,6,n
94BR00581,L3033,5.5,73,,-FL,F,6,W
94BR00582,L3049,5.5,72,,-FL,F,6,n
94BR00583,L3047,5.5,72,SM BAG 93,-FL,F,6,W
94BR00584,L3064,5.5,72,FIBERBAG,-FL,F,6,n
94BR00585,L3075,5.5,72,,-FL,F,6,n
94BR00586,L3335,5.0,82,, 26,2,0,W
94BR00587,L3363,5.0,82,, 27,2,0,W
94BR00588,L3395,5.0,81,TRY 3 94, 02,2,0,W
94BR00589,L3410,5.0,88,,  0,2,2,W
94BR00590,L3431,5.0,73,,-FL,F,6,n
94BR00591,L3433,5.0,82,, 28,2,0,W
94BR00592,L3437,5.0,82,FLT.R, 29,2,0,W
94BR00593,L3453,5.0,82,, 30,2,0,W
94BR00594,L3465,5.0,81,, 03,2,0,W
94BR00595,L3429,5.0,88,R.P.,  2,2,2,7
94BR00596,L3486,5.0,81,, 04,2,0,W
94BR00597,L3512,5.0,88,,  0,2,2,W
94BR00598,L3554,5.0,73,,-FL,F,6,W
94BR00599,L3583,5.0,81,HORN @R FACE, 01,2,0,W
94BR00600,L3582,5.0,82,AB R SHOU, 31,2,0,W
94BR00601,L3600,5.0,81,, 03,2,0,W
94BR00602,L3663,5.0,88,,  2,2,2,W
94BR00603,L3683,5.0,81,, 02,2,0,W
94BR00604,L3674,5.0,82,, 20,2,0,W
94BR00605,L3678,5.0,88,LUNGER?,  0,2,2,W
94BR00606,L3215,5.5,73,,-FL,F,6,n
94BR00607,L3201,5.5,72,,-FL,F,6,n
94BR00608,L3231,5.5,72,,-FL,F,6,n
94BR00609,L3269,5.5,73,,-FL,F,6,W
94BR00610,L3804,5.0,81,, 02,2,0,W
94BR00611,L3840,5.0,88,AB L SHOU,  2,2,2,W
94BR00612,L3820,5.0,81,LF LAME 94, 03,2,0,W
94BR00613,L3880,5.0,73,,-FL,F,6,n
94BR00614,L3909,5.0,82,FLTS, 22,2,0,W
94BR00615,L3938,5.0,73,,-FL,F,6,n
94BR00616,L3960,5.0,82,, 24,2,0,W
94BR00617,L3977,5.0,81,, 04,2,0,W
94BR00618,L3701,5.0,82,, 21,2,0,W
94BR00619,L3703,5.0,81,, 04,2,0,W
94BR00620,L3722,5.0,81,, 01,2,0,W
94BR00621,L3794,5.0,73,,-FL,F,6,W
94BR00622,L3777,5.0,82,, 23,2,0,W
94BR00623,L4113,5.0,82,, 26,2,0,W
94BR00624,L4197,5.0,73,,-FL,F,6,W
94BR00625,L4018,5.0,82,, 25,2,0,W
94BR00626,L4364,5.0,82,, 28,2,0,W
94BR00627,L4418,4.5,00,BLACK SWBAG,971,1,1,W
94BR00628,L4401,5.0,73,SM.BAG,-FL,F,6,W
94BR00629,L4432,4.5,73,,-FL,F,6,n
94BR00630,L4449,4.5,72,,-FL,F,6,n
94BR00631,L4457,4.5,73,FLT,-FL,F,6,W
94BR00632,L4463,4.5,72,CHK R.EYE,-FL,F,6,n
94BR00633,L4464,4.5,73,,-FL,F,6,n
94BR00634,L4426,4.5,72,,-FL,F,6,W
94BR00635,L4429,4.5,72,,-FL,F,6,n
94BR00636,L4483,4.5,72,,-FL,F,6,W
94BR00637,L4489,4.5,72,,-FL,F,6,n
94BR00638,L4493,4.5,72,,-FL,F,6,n
94BR00639,L4496,4.5,72,,-FL,F,6,n
94BR00640,L4479,4.5,73,,-FL,F,6,n
94BR00641,L4514,4.5,88,,  0,2,2,W
94BR00642,L4534,4.5,72,,-FL,F,6,W
94BR00643,L4557,4.5,73,,-FL,F,6,W
94BR00644,L4560,4.5,73,KEEP AT HQ*95,-FL,F,6,W
94BR00645,L4569,4.5,73,AB.JAWBONE,-FL,F,6,n
94BR00646,L4524,4.5,73,,-FL,F,6,n
94BR00647,L4581,4.5,73,LAMBED ?08/94,-FL,F,6,n
94BR00648,L4583,4.5,73,,-FL,F,6,W
94BR00649,L4587,4.5,73,,-FL,F,6,W
94BR00650,L4591,4.5,73,,-FL,F,6,n
94BR00651,L4594,4.5,73,,-FL,F,6,W
94BR00652,L4596,4.5,73,,-FL,F,6,n
94BR00653,L4592,4.5,72,BRITCHY,-FL,F,6,W
94BR00654,L4573,4.5,73,,-FL,F,6,n
94BR00655,L4576,4.5,73,,-FL,F,6,n
94BR00656,L4616,4.5,73,,-FL,F,6,W
