UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
12BR00050,H2932,5.0,88,PoorCondition,BRT,5,7,132,D,,1,67,30,,,,
12BR00051,H2934,5.0,00,.,,,7,0,D,,1,97,33,,,0,/
12BR00052,H2985,5.0,00,.,BRT,5,7,198,H,,1,,33,,,0,/
12BR00053,H2987,5.0,00,.,BRT,5,7,221,D,,1,,33,,,0,/
12BR00054,H2998,5.0,00,.,BRT,5,7,180,H,,1,,33,,,0,/
12BR00055,H3002,5.0,88,.,54,2,7,180,1,W,1,,30,178,1115,149,0103
12BR00056,H3022,5.0,88,.,BRT,5,7,147,1,,1,,30,,,0,/
12BR00057,H3026,5.0,88,.,53,2,7,195,2,W,1,16,30,0,,,
12BR00058,H3038,5.0,88,.,54,2,7,167,1,W,1,,30,164,1115,148,0103
12BR00059,H3044,5.0,00,.,BRT,5,7,221,H,,1,,33,,,0,/
12BR00060,H3070,5.0,88,.,,,7,0,1,,1,97,30,,,0,/
12BR00061,H3104,5.0,88,.,53,2,7,173,2,W,1,,30,161,1115,142,0103
12BR00062,H3133,5.0,88,Britchy,BRT,5,7,144,1,,1,,30,,,0,/
12BR00063,H3146,5.0,88,.,BRT,5,7,166,2,,1,,30,,,0,/
12BR00064,H3160,5.0,88,.,59,2,7,154,1,W,1,,30,151,1115,123,0103
12BR00065,H3194,5.0,88,BIG LAMB,57,2,7,202,2,W,1,,30,204,1115,176,0103
12BR00066,H3225,5.0,88,.,BRT,5,7,211,H,,1,,30,,,0,/
12BR00067,H3266,5.0,88,.,53,2,7,170,1,W,1,,30,168,1115,149,0103
12BR00068,H3345,5.0,88,4TEATS,53,2,7,165,2,W,1,,30,154,1115,136,0103
12BR00069,H3389,5.0,88,.,BRT,5,7,176,D,,1,,30,,,0,/
12BR00070,H3425,5.0,88,HAIRY,BRT,5,7,177,2,,1,,30,,,0,/
12BR00071,H3437,5.0,88,.,BRT,5,7,132,2,,1,,30,,,0,/
12BR00072,H3440,5.0,88,.,,,7,161,1,,1,93,30,,,,
12BR00073,H3454,5.0,88,NUFLOR,59,2,7,156,1,W,1,,30,150,1115,121,0103
12BR00074,H3458,5.0,88,.,BRT,5,7,154,2,,1,,30,,,0,/
12BR00075,H3483,5.0,88,.,54,2,7,157,1,W,1,,30,167,1115,139,0103
12BR00076,H3490,5.0,88,.,58,2,7,182,2,W,1,,30,190,1115,162,0103
12BR00077,H3491,5.0,88,RUNT,53,2,7,168,2,W,1,,30,162,1115,140,0103
12BR00078,H3493,5.0,88,.,57,2,7,175,1,W,1,,30,165,1115,139,0103
12BR00079,H3499,5.0,88,4TEATS,53,2,7,163,2,W,1,,30,166,1115,139,0103
12BR00080,H3514,5.0,88,.,59,2,7,170,2,W,1,,30,174,1115,141,0103
12BR00081,H3526,5.0,88,.,BRT,5,7,151,2,,1,,30,,,0,/
12BR00082,H3528,5.0,88,.,53,2,7,134,1,0,1,97,30,0,,0,/
12BR00083,H3571,5.0,88,FIRM2,54,2,7,170,2,W,1,,30,155,1115,139,0103
12BR00084,H3604,5.0,88,.,54,2,7,167,1,W,1,,30,161,1115,141,0103
12BR00085,H3622,5.0,88,GAUNT,BRT,5,7,180,2,,1,,30,,,0,/
12BR00086,H3638,5.0,88,.,53,2,7,141,2,W,1,,30,139,1115,124,0103
12BR00087,H3649,5.0,88,.,BRT,5,7,148,1,,1,,30,,,0,/
12BR00088,H3658,5.0,88,.,BRT,5,7,175,2,,1,,30,,,0,/
12BR00089,H3681,5.0,88,.,54,2,7,164,2,W,1,,30,157,1115,129,0103
12BR00090,H3708,5.0,88,GAUNT,BRT,5,7,180,2,,1,,30,,,0,/
12BR00091,H3723,5.0,88,.,55,2,7,139,2,W,1,,30,138,1115,117,0103
12BR00092,H3727,5.0,88,.,54,2,7,184,2,W,1,,30,176,1115,152,0103
12BR00093,H3812,4.0,88,4TEATS,BRT,5,,153,3,,1,,30,,,0,/
12BR00094,H3857,4.0,88,.,55,2,,198,1,W,1,,30,198,1115,169,0103
12BR00095,H3898,4.0,82,.,54,2,,152,1,W,1,,30,153,1115,139,0103
12BR00096,H3905,4.0,88,.,55,2,,145,1,W,1,,30,145,1115,122,0103
12BR00097,H3934,4.0,88,.,53,2,,181,2,W,1,,30,190,1115,164,0103
12BR00098,H3946,4.0,88,.,,,,160,2,,1,93,30,,,,
12BR00099,H3981,4.0,82,.,BRT,5,,175,D,,1,,30,,,0,/
12BR00100,H4017,4.0,84,.,BRT,5,,160,1,,1,,30,,,0,/
12BR00101,H4029,4.0,82,.,58,2,,169,2,W,1,,30,181,1115,153,0103
12BR00102,H4093,4.0,88,.,BRT,5,,179,D,,1,,30,,,0,/
12BR00103,H4100,4.0,82,.,57,2,,152,2,W,1,,30,153,1115,124,0103
12BR00104,H4107,4.0,81,Lazarus; kept,59,2,,186,1,W,1,,30,178,1115,147,0103
12BR00105,H4110,4.0,83,,54,2,,169,2,W,1,,30,169,1115,135,0103
12BR00106,H4114,4.0,83,.,57,2,,176,2,W,1,,30,164,1115,130,0103
12BR00107,H4135,4.0,83,.,57,2,,144,2,W,1,,30,153,1115,132,0103
12BR00108,H4166,4.0,88,.,58,2,,188,2,W,1,,30,208,1115,159,0103
12BR00109,H4187,4.0,83,.,55,2,,155,2,W,1,,30,157,1115,131,0103
12BR00110,H4201,4.0,83,.,57,2,,148,2,W,1,,30,152,1115,136,0103
12BR00111,H4257,4.0,82,.,57,2,,188,D,W,1,,30,185,1115,168,0103
12BR00112,H4277,4.0,83,.,58,2,,149,1,W,1,,30,165,1115,136,0103
12BR00113,H4297,4.0,88,4TEATS,BRT,5,,179,2,,1,,30,,,0,/
12BR00114,H4302,4.0,83,.,54,2,,173,1,W,1,,30,176,1115,154,0103
12BR00115,H4317,4.0,88,.,55,2,,166,1,W,1,,30,169,1115,146,0103
12BR00116,H4331,4.0,88,H.BLK SP,BRT,5,,155,2,,1,,30,,,0,/
12BR00117,H4333,4.0,88,.,55,2,,153,1,W,1,,30,159,1115,132,0103
12BR00118,H4341,4.0,88,HAIRY,59,2,,165,2,W,1,,30,165,1115,137,0103
12BR00119,H4367,4.0,88,.,57,2,,196,1,W,1,,30,190,1115,165,0103
12BR00120,H4368,4.0,88,.,,,,0,2,,1,97,30,,,0,/
12BR00121,H4391,4.0,81,.,55,2,,183,2,W,1,,30,185,1115,154,0103
12BR00122,H4399,4.0,88,.,54,2,,167,2,W,1,,30,162,1115,140,0103
12BR00123,H4429,4.0,88,.,BRT,5,,175,H,,1,,30,,,0,/
12BR00124,H4448,4.0,88,.,55,2,,158,2,W,1,,30,166,1115,131,0103
12BR00125,H4451,4.0,88,.,57,2,,146,2,W,1,,30,149,1115,116,0103
12BR00126,H4486,4.0,88,.,58,2,,164,2,W,1,,30,171,1115,142,0103
12BR00127,H4490,4.0,88,.,BRT,5,,161,1,,1,,30,,,0,/
12BR00128,H4499,4.0,88,.,53,2,,155,2,W,1,,30,164,1115,129,0103
12BR00129,H4549,4.0,88,.,58,2,,159,2,W,1,,30,166,1115,128,0103
12BR00130,H4560,4.0,88,.,BRT,5,,162,2,,1,,30,,,0,/
12BR00131,H4588,3.0,,,M4,2,,170,2,W,1,,30,154,1115,143,0103
12BR00132,H4591,3.0,,,57,2,,157,1,W,1,,30,156,1115,136,0103
12BR00133,H4599,3.0,,,M3,2,,213,D,W,1,,30,217,1115,186,0103
12BR00134,H4626,3.0,,,M4,2,,156,2,W,1,,30,159,1115,144,0103
12BR00135,H4627,3.0,,,M1,2,,151,2,W,1,,30,156,1115,135,0103
12BR00136,H4639,3.0,,,55,2,,161,1,W,1,,30,149,1115,133,0103
12BR00137,H4664,3.0,,,M2,2,,149,2,W,1,,30,153,1115,134,0103
12BR00138,H4680,3.0,,Thin Pen 2012,59,2,,119,2,W,1,,30,107,1115,0,/
12BR00139,H4699,3.0,,,M1,2,,211,D,W,1,,30,218,1115,197,0103
12BR00140,H4711,3.0,,,M3,2,,154,2,W,1,,30,168,1115,139,0103
12BR00141,H4765,3.0,,,M2,2,,161,2,W,1,,30,164,1115,141,0103
12BR00142,H4767,3.0,,,M4,2,,175,1,W,1,,30,177,1115,159,0103
12BR00143,H4774,3.0,,,M4,2,,147,2,W,1,,30,148,1115,125,0103
12BR00144,H4776,3.0,,,58,2,,166,2,W,1,,30,171,1115,144,0103
12BR00145,H4805,3.0,,,M2,2,,188,D,W,1,,30,189,1115,163,0103
12BR00146,H4807,3.0,,,M4,2,,168,2,W,1,,30,169,1115,148,0103
12BR00147,H4809,3.0,,,M1,2,,135,1,W,1,,30,137,1115,119,0103
12BR00148,H4817,3.0,,Thin Pen 2012,M4,2,,114,1,W,1,,30,97,1115,0,/
12BR00149,H4823,3.0,,,M2,2,,195,1,W,1,,30,191,1115,162,0103
12BR00150,H4843,3.0,,,54,2,,156,1,W,1,,30,157,1115,134,0103
12BR00151,H4884,3.0,,,M1,2,,137,1,W,1,,30,139,1115,121,0103
12BR00152,H4886,3.0,,,59,2,,170,2,W,1,,30,173,1115,145,0103
12BR00153,H4891,3.0,,,59,2,,149,2,W,1,,30,163,1115,139,0103
12BR00154,H4911,3.0,,,M2,2,,138,2,W,1,,30,130,1115,110,0103
12BR00155,H4925,3.0,,,55,2,,148,2,W,1,,30,157,1115,122,0103
12BR00156,H4936,3.0,,,55,2,,147,1,W,1,,30,154,1115,127,0103
12BR00157,H4947,3.0,,,M3,2,,136,2,W,1,,30,135,1115,118,0103
12BR00158,H4955,3.0,,,M1,2,,181,1,W,1,,30,176,1115,0,/
12BR00159,H4993,3.0,,,M2,2,,169,1,W,1,,30,168,1115,146,0103
12BR00160,H5004,3.0,,,59,2,,132,2,W,1,10,30,126,1115,0,/
12BR00161,H5006,3.0,,,58,2,,172,2,0,1,97,30,0,,0,/
12BR00162,H5019,3.0,,,M2,2,,160,2,W,1,,30,165,1115,144,0103
12BR00163,H5036,3.0,,,59,2,,157,2,W,1,,30,162,1115,130,0103
12BR00164,H5038,3.0,,,58,2,,146,2,W,1,,30,159,1115,127,0103
12BR00165,H5042,3.0,,,M3,2,,143,1,W,1,,30,142,1115,128,0103
12BR00166,H5043,3.0,,,M1,2,,154,1,W,1,,30,151,1115,132,0103
12BR00167,H5047,3.0,,,M4,2,,149,2,W,1,,30,144,1115,123,0103
12BR00168,H5048,3.0,,,M1,2,,152,2,W,1,,30,150,1115,130,0103
12BR00169,H5055,3.0,,,54,2,,144,2,W,1,,30,146,1115,127,0103
12BR00170,H5080,3.0,,,M4,2,,158,1,W,1,,30,160,1115,133,0103
12BR00171,H5089,3.0,,,M3,2,,150,1,W,1,,30,150,1115,125,0103
12BR00172,H5102,3.0,,,55,2,,161,2,W,1,,30,167,1115,139,0103
12BR00173,H5114,3.0,,,58,2,,159,2,W,1,,30,177,1115,152,0103
12BR00174,H5116,3.0,,,55,2,,156,1,W,1,,30,162,1115,138,0103
12BR00175,H5140,3.0,,,57,2,,144,1,W,1,,30,138,1115,122,0103
12BR00176,H5141,3.0,,,59,2,,169,1,W,1,,30,172,1115,144,0103
12BR00177,H5158,3.0,,,53,2,,165,2,W,1,,30,169,1115,141,0103
12BR00178,H5160,3.0,,,54,2,,148,2,W,1,,30,148,1115,124,0103
12BR00179,H5173,3.0,,,55,2,,180,1,W,1,,30,185,1115,151,0103
12BR00180,H5180,3.0,,,M1,2,,144,2,W,1,,30,152,1115,133,0103
12BR00181,H5186,3.0,,,M3,2,,162,2,W,1,,30,158,1115,144,0103
12BR00182,H5187,3.0,,,M1,2,,152,2,W,1,,30,153,1115,143,0103
12BR00183,H5188,3.0,,,M3,2,,181,2,W,1,,30,182,1115,165,0103
12BR00184,H5202,3.0,,,55,2,,152,1,W,1,,30,154,1115,138,0103
12BR00185,H5213,3.0,,,54,2,,145,2,W,1,,30,147,1115,126,0103
12BR00186,H5214,3.0,,,M2,2,,162,1,W,1,,30,160,1115,147,0103
12BR00187,H5215,3.0,,,M3,2,,172,1,W,1,,30,168,1115,147,0103
12BR00188,H5217,3.0,,,M2,2,,154,1,W,1,,30,146,1115,132,0103
12BR00189,H5229,3.0,,,56,2,,143,1,W,1,,30,131,1115,112,0103
12BR00190,H5231,3.0,,,58,2,,185,1,W,1,,30,203,1115,162,0103
12BR00191,H5232,3.0,,,59,2,,184,2,W,1,,30,187,1115,154,0103
12BR00192,H5262,3.0,,,M4,2,,170,1,W,1,,30,165,1115,146,0103
12BR00193,H5265,3.0,,,,,,170,2,,1,93,30,,,,
12BR00194,H5272,3.0,,,53,2,,138,2,W,1,,30,139,1115,119,0103
12BR00195,H5295,3.0,,,54,2,,147,2,W,1,,30,142,1115,128,0103
12BR00196,H5306,3.0,,,M4,2,,181,D,W,1,,30,176,1115,157,0103
12BR00197,H5316,3.0,,,58,2,,174,1,W,1,,30,171,1115,148,0103
12BR00198,H5319,3.0,,,M1,2,,188,1,W,1,,30,185,1115,158,0103
12BR00199,H5332,3.0,,,58,2,,165,1,W,1,,30,170,1115,146,0103
12BR00200,H5336,3.0,,,M4,2,,138,2,W,1,,30,138,1115,119,0103
12BR00201,H5344,3.0,,,M1,2,,184,2,W,1,,30,189,1115,161,0103
12BR00202,H5355,3.0,,,M3,2,,162,2,W,1,,30,155,1115,139,0103
12BR00203,H5356,3.0,,,M2,2,,178,1,W,1,,30,171,1115,155,0103
12BR00204,H5408,3.0,,,56,2,,168,2,W,1,,30,167,1115,144,0103
12BR00205,H5411,3.0,,,M1,2,,163,1,W,1,,30,160,1115,134,0103
12BR00206,H5413,3.0,,,M4,2,,177,1,W,1,,30,170,1115,151,0103
12BR00207,H5430,3.0,,,58,2,,152,1,W,1,,30,160,1115,134,0103
12BR00208,H5431,3.0,,,55,2,,178,2,W,1,,30,180,1115,159,0103
12BR00209,H5447,3.0,,,M3,2,,156,2,W,1,,30,165,1115,140,0103
12BR00210,H5448,3.0,,,M1,2,,168,2,W,1,,30,177,1115,143,0103
12BR00211,H5456,3.0,,,58,2,,164,1,W,1,,30,177,1115,134,0103
12BR00212,H5468,3.0,,,M4,2,,166,1,W,1,,30,148,1115,130,0103
12BR00213,H5470,3.0,,,M2,2,,153,2,W,1,,30,152,1115,131,0103
12BR00214,H5476,3.0,,,,,,147,2,,1,93,30,,,,
12BR00215,H5484,3.0,,,53,2,,167,2,W,1,,30,172,1115,139,0103
12BR00216,H5493,3.0,,,M1,2,,182,2,W,1,,30,185,1115,158,0103
12BR00217,H5520,3.0,,,54,2,,159,2,W,1,,30,164,1115,147,0103
12BR00218,H5528,3.0,,,M4,2,,190,2,W,1,,30,185,1115,163,0103
12BR00219,H5551,3.0,,,57,2,,146,1,W,1,,30,149,1115,124,0103
12BR00220,H5570,2.0,,.,54,2,0,156,1,W,1,,30,147,1115,137,0103
12BR00221,H5582,2.0,,.,57,2,0,147,1,W,1,,30,152,1115,122,0103
12BR00222,H5592,2.0,,4TEATS,57,2,0,150,1,W,1,,30,141,1115,123,0103
12BR00223,H5603,2.0,,.,M1,2,0,141,2,W,1,,30,141,1115,121,0103
12BR00224,H5622,2.0,,.,M2,2,0,144,2,W,1,,30,152,1115,133,0103
12BR00225,H5634,2.0,,4TEATS,56,2,0,134,1,W,1,,30,137,1115,124,0103
12BR00226,H5662,2.0,,4 H,59,2,0,150,2,W,1,,30,145,1115,122,0103
12BR00227,H5665,2.0,,.,58,2,0,134,2,W,1,,30,156,1115,130,0103
12BR00228,H5668,2.0,,.,56,2,0,164,2,W,1,,30,167,1115,146,0103
12BR00229,H5674,2.0,,Thin Pen 2012,58,2,0,107,2,W,1,,30,111,1115,0,/
12BR00230,H5682,2.0,,4TEATS,59,2,0,146,2,W,1,,30,149,1115,125,0103
12BR00231,H5685,2.0,,1ST,59,2,0,148,2,W,1,,30,154,1115,126,0103
12BR00232,H5686,2.0,,.,M2,2,0,136,1,W,1,,30,138,1115,119,0103
12BR00233,H5693,2.0,,.,57,2,0,149,2,W,1,,30,152,1115,135,0103
12BR00234,H5696,2.0,,.,59,2,0,161,1,W,1,,30,151,1115,129,0103
12BR00235,H5700,2.0,,.,57,2,0,137,1,W,1,,30,133,1115,113,0103
12BR00236,H5703,2.0,,4TEATS,M4,2,0,171,1,W,1,,30,179,1115,152,0103
12BR00237,H5706,2.0,,4TEATS,59,2,0,138,2,W,1,,30,152,1115,127,0103
12BR00238,H5711,2.0,,.,M2,2,0,163,D,W,1,,30,160,1115,145,0103
12BR00239,H5725,2.0,,.,M4,2,0,159,2,W,1,,30,158,1115,142,0103
12BR00240,H5730,2.0,,.,56,2,0,162,2,W,1,,30,167,1115,137,0103
12BR00241,H5744,2.0,,.,M4,2,0,190,D,W,1,,30,189,1115,170,0103
12BR00242,H5748,2.0,,.,M3,2,0,163,1,W,1,,30,158,1115,134,0103
12BR00243,H5751,2.0,,.,M4,2,0,138,1,W,1,,30,131,1115,110,0103
12BR00244,H5752,2.0,,.,M2,2,0,143,2,W,1,,30,144,1115,130,0103
12BR00245,H5759,2.0,,.,M2,2,0,164,1,W,1,,30,174,1115,149,0103
12BR00246,H5760,2.0,,.,58,2,0,136,2,W,1,,30,157,1115,120,0103
12BR00247,H5767,2.0,,.,M3,2,0,139,2,W,1,,30,138,1115,115,0103
12BR00248,H5768,2.0,,.,M1,2,0,140,1,W,1,,30,145,1115,127,0103
12BR00249,H5769,2.0,,.,M2,2,0,168,2,W,1,,30,162,1115,148,0103
12BR00250,H5784,2.0,,.,58,2,0,154,2,W,1,,30,174,1115,135,0103
12BR00251,H5793,2.0,,RED DOT,56,2,0,161,2,W,1,,30,165,1115,148,0103
12BR00252,H5798,2.0,,.,M4,2,0,170,2,W,1,,30,172,1115,154,0103
12BR00253,H5805,2.0,,.,M3,2,0,169,2,W,1,,30,168,1115,137,0103
12BR00254,H5812,2.0,,.,M1,2,0,174,D,W,1,,30,175,1115,154,0103
12BR00255,H5813,2.0,,.,M1,2,0,170,2,W,1,,30,175,1115,153,0103
12BR00256,H5816,2.0,,.,53,2,0,148,D,W,1,,30,154,1115,130,0103
12BR00257,H5825,2.0,,3T,M2,2,0,149,2,W,1,,30,146,1115,127,0103
12BR00258,H5835,2.0,,.,M4,2,0,156,1,W,1,,30,161,1115,147,0103
12BR00259,H5836,2.0,,.,M3,2,0,169,3,W,1,,30,171,1115,142,0103
12BR00260,H5842,2.0,,.,55,2,0,159,1,W,1,,30,163,1115,130,0103
12BR00261,H5843,2.0,,.,57,2,0,129,2,W,1,,30,129,1115,120,0103
12BR00262,H5844,2.0,,.,55,2,0,146,1,W,1,,30,150,1115,128,0103
12BR00263,H5866,2.0,,4TEATS,59,2,0,145,1,W,1,,30,152,1115,123,0103
12BR00264,H5872,2.0,,4TEATS RED DO,58,2,0,139,2,0,1,97,30,0,,0,/
12BR00265,H5879,2.0,,.,55,2,0,154,D,W,1,,30,156,1115,138,0103
12BR00266,H5886,2.0,,4TEATS,M2,2,0,149,2,W,1,,30,142,1115,128,0103
12BR00267,H5893,2.0,,.,M3,2,0,163,2,W,1,,30,169,1115,142,0103
12BR00268,H5900,2.0,,HAIRY,M4,2,0,154,2,W,1,,30,145,1115,132,0103
12BR00269,H5914,2.0,,HAIRY,M1,2,0,142,1,W,1,,30,146,1115,127,0103
12BR00270,H5917,2.0,,4TEATS,59,2,0,146,2,W,1,,30,151,1115,124,0103
12BR00271,H5926,2.0,,.,M3,2,0,156,2,W,1,,30,155,1115,137,0103
12BR00272,H5933,2.0,,3T H,M4,2,0,160,2,W,1,,30,156,1115,136,0103
12BR00273,H5946,2.0,,4T ORANGE DOT,53,2,0,138,2,W,1,,30,150,1115,129,0103
12BR00274,H5956,2.0,,HAIRY,M3,2,0,181,D,W,1,,30,176,1115,159,0103
12BR00275,H5958,2.0,,1 4T,M2,2,0,126,1,W,1,,30,123,1115,106,0103
12BR00276,H5970,2.0,,NICE LAMB,M2,2,0,164,2,W,1,,30,162,1115,149,0103
12BR00277,H5979,2.0,,4 N RED DOT,54,2,0,168,2,W,1,,30,175,1115,144,0103
12BR00278,H5984,2.0,,BRITCHY,M3,2,0,153,2,W,1,,30,154,1115,128,0103
12BR00279,H5988,2.0,,.,58,2,0,119,2,W,1,,30,143,1115,110,0103
12BR00280,H5994,2.0,,5T,M2,2,0,146,1,W,1,,30,149,1115,136,0103
12BR00281,H5998,2.0,,4TEATS,59,2,0,174,1,W,1,,30,173,1115,153,0103
12BR00282,H6010,2.0,,.,M2,2,0,170,1,W,1,,30,160,1115,145,0103
12BR00283,H6015,2.0,,.,M2,2,0,131,2,W,1,,30,130,1115,111,0103
12BR00284,H6016,2.0,,.,M2,2,0,145,2,W,1,,30,143,1115,131,0103
12BR00285,H6024,2.0,,RED DOT,56,2,0,161,2,W,1,,30,141,1115,131,0103
12BR00286,H6032,2.0,,4TEATS,56,2,0,159,2,W,1,,30,162,1115,134,0103
12BR00287,H6037,2.0,,4TEATS,57,2,0,140,1,W,1,,30,140,1115,114,0103
12BR00288,H6052,2.0,,2 4T,54,2,0,136,2,W,1,,30,144,1115,117,0103
12BR00289,H6057,2.0,,ORANGE DOT,54,2,0,137,2,W,1,,30,135,1115,119,0103
12BR00290,H6058,2.0,,ORANGE DOT,53,2,0,137,2,W,1,,30,140,1115,120,0103
12BR00291,H6062,2.0,,.,57,2,0,166,1,W,1,,30,163,1115,144,0103
12BR00292,H6064,2.0,,H6065 TAG LOS,54,2,0,149,2,W,1,,30,145,1115,122,0103
12BR00293,H6066,2.0,,ORANGE DOT,59,2,0,123,2,W,1,,30,123,1115,104,0103
12BR00294,H6067,2.0,,.,,,0,0,,,1,97,30,,,0,/
12BR00295,H6068,2.0,,.,58,2,0,130,1,W,1,,30,132,1115,111,0103
12BR00296,H6085,2.0,,2ND.N RED DOT,55,2,0,153,2,W,1,,30,164,1115,133,0103
12BR00297,H6094,2.0,,.,M1,2,0,158,2,W,1,,30,157,1115,134,0103
12BR00298,H6116,2.0,,.,M1,2,0,148,1,W,1,,30,147,1115,132,0103
12BR00299,H6119,2.0,,.,M3,2,0,150,2,W,1,,30,155,1115,138,0103
12BR00300,H6120,2.0,,.,56,2,0,154,2,W,1,,30,145,1115,129,0103
12BR00301,H6131,2.0,,.,56,2,0,140,2,W,1,,30,137,1115,124,0103
12BR00302,H6147,2.0,,.,M1,2,0,144,2,W,1,,30,135,1115,118,0103
12BR00303,H6150,2.0,,ORANGE DOT,53,2,0,123,1,W,1,,30,137,1115,113,0103
12BR00304,H6154,2.0,,.,M1,2,0,159,1,W,1,,30,165,1115,144,0103
12BR00305,H6164,2.0,,.,M1,2,0,177,2,W,1,,30,181,1115,156,0103
12BR00306,H6167,2.0,,.,M2,2,0,176,2,W,1,,30,175,1115,147,0103
12BR00307,H6177,2.0,,1ST.H,M1,2,0,134,1,W,1,,30,134,1115,119,0103
12BR00308,H6184,2.0,,.,58,2,0,157,D,W,1,,30,161,1115,133,0103
12BR00309,H6198,2.0,,.,M1,2,0,154,2,W,1,,30,164,1115,137,0103
12BR00310,H6209,2.0,,.,M1,2,0,148,1,W,1,,30,146,1115,123,0103
12BR00311,H6215,2.0,,.,M2,2,0,150,1,W,1,,30,158,1115,137,0103
