UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
20BR00047,A0309,2.0,,.,27,1,,206,1,206,1007,W,1,,30,217,1105,233,0105
20BR00048,A0311,2.0,,.,29,1,7,178,1,174,1007,W,1,,30,194,1105,215,0105
20BR00049,A0313,2.0,,.,30,1,0,161,1,154,1008,W,1,,30,163,1105,196,0105
20BR00050,A0322,2.0,,CHUNKYMILK,24,1,0,155,1,150,1008,W,1,,30,144,1105,199,0105
20BR00051,A0327,2.0,,OKFORONE,27,1,,198,1,197,1007,W,1,,30,197,1105,221,0105
20BR00052,A0350,1.0,,.,28,1,0,171,D,167,1007,W,1,,30,176,1105,205,0105
20BR00053,A0354,1.0,,.,24,1,0,160,2,154,1007,W,1,,30,150,1105,178,0105
20BR00054,A0356,1.0,,.,24,1,7,157,1,153,1007,W,1,,30,152,1105,185,0105
20BR00055,A0363,1.0,,.,28,1,,123,2,131,1007,W,1,,30,133,1105,149,0105
20BR00056,A0370,1.0,,.,28,1,0,114,1,129,1007,W,1,,30,134,1105,155,0105
20BR00057,A0373,1.0,,.,24,1,,138,2,128,1008,W,1,,30,130,1105,167,0105
20BR00058,A0376,1.0,,.,31,1,7,147,2,152,1008,W,1,,30,162,1105,187,0105
20BR00059,A0377,1.0,,FROM.A2,27,1,7,162,1,166,1007,W,1,,30,169,1105,197,0105
20BR00060,A0378,1.0,,.,31,1,,187,D,188,1008,W,1,,30,196,1105,219,0105
20BR00061,A0380,1.0,,.,31,1,0,152,D,145,1008,W,1,,30,151,1105,176,0105
20BR00062,A0388,1.0,,.,31,1,,145,1,149,1007,W,1,,30,155,1105,178,0105
20BR00063,A0389,1.0,,.,31,1,,149,1,161,1007,W,1,,30,158,1105,161,0105
20BR00064,A0393,1.0,,.,26,1,0,147,1,154,1008,W,1,,30,167,1105,190,0105
20BR00065,A0395,1.0,,SMBAG,31,1,0,143,2,125,1007,W,1,,30,140,1105,171,0105
20BR00066,A0404,1.0,,SM.BAG,26,1,0,145,2,143,1007,W,1,,30,152,1105,167,0105
20BR00067,A0407,1.0,,NICE LAMB,29,1,0,190,D,180,1007,W,1,,30,190,1105,213,0105
20BR00068,A0408,1.0,,.,24,1,0,182,D,179,1007,W,1,,30,172,1105,195,0105
20BR00069,A0428,1.0,,RF Open Wound,25,1,,193,1,191,1007,W,6,66,30,180,1105,,
20BR00070,A0432,1.0,,.,24,1,0,152,2,139,1008,W,1,,30,150,1105,187,0105
20BR00071,A0433,1.0,,BLOODYMILKCLE,28,1,0,150,1,151,1008,W,1,,30,156,1105,193,0105
20BR00072,A0434,1.0,,SMBAG,27,1,0,121,2,121,1007,W,1,,30,128,1105,142,0105
20BR00073,A0435,1.0,,SM.BAG,29,1,0,146,D,141,1007,W,1,,30,152,1105,171,0105
20BR00074,A0437,1.0,,SM.BAG,27,1,7,143,1,133,1008,W,1,,30,150,1105,161,0105
20BR00075,A0443,1.0,,SMBAG,30,1,0,146,2,153,1007,W,1,,30,153,1105,178,0105
20BR00076,A0444,1.0,,.,30,1,0,136,1,144,1008,W,1,,30,151,1105,175,0105
20BR00077,A0446,1.0,,.,26,1,0,161,D,157,1007,W,1,,30,160,1105,171,0105
20BR00078,A0456,1.0,,.,30,1,7,154,2,155,1007,W,1,,30,155,1105,176,0106
20BR00079,A0460,1.0,,.,24,1,,153,2,149,1007,W,1,,30,142,1105,182,0105
20BR00080,A0471,1.0,,SMBAG,28,1,0,151,1,153,1007,W,1,,30,154,1105,175,0105
20BR00081,A0473,1.0,,PINK,27,1,0,157,D,156,1008,W,1,,30,163,1105,184,0105
20BR00082,A0479,1.0,,.,31,1,0,131,2,132,1007,W,1,,30,135,1105,163,0105
20BR00083,A0484,1.0,,.,25,1,0,155,1,158,1007,W,1,,30,152,1105,179,0105
20BR00084,A0498,1.0,,.,26,1,,149,1,151,1007,W,1,,30,158,1105,183,0105
20BR00085,A0499,1.0,,.,30,1,0,142,1,136,1007,W,1,,30,153,1105,185,0105
20BR00086,A0506,1.0,,.,25,1,0,141,1,143,1007,W,1,,30,138,1105,167,0105
20BR00087,A0512,1.0,,.,26,1,0,139,2,136,1007,W,1,,30,146,1105,165,0105
20BR00088,A0516,1.0,,.,25,1,0,154,1,155,1007,W,1,,30,147,1105,179,0105
20BR00089,A0522,1.0,,SMBAG,25,1,0,133,2,136,1007,W,1,,30,132,1105,156,0105
20BR00090,A0533,1.0,,TRYONE,30,1,0,166,1,157,1008,W,1,,30,167,1105,187,0105
20BR00091,A0535,1.0,,.,25,1,,144,1,145,1007,W,1,,30,138,1105,165,0105
20BR00092,A0545,1.0,,.,31,1,,149,1,141,1007,W,1,,30,153,1105,176,0105
20BR00093,A0563,1.0,,.,30,1,0,141,2,140,1007,W,1,,30,145,1105,171,0105
20BR00094,A0564,1.0,,.,26,1,7,175,D,168,1008,W,1,,30,176,1105,200,0105
20BR00095,A0569,1.0,,.,31,1,,157,2,150,1007,W,1,,30,158,1105,187,0105
20BR00096,A0583,1.0,,.,28,1,0,132,D,129,1007,W,1,,30,136,1105,153,0105
20BR00097,A0587,1.0,,SMBAG,25,1,7,140,2,133,1008,W,1,,30,136,1105,162,0105
20BR00098,A0590,1.0,,.,29,1,,157,2,145,1008,W,1,,30,161,1105,178,0105
20BR00099,A0591,1.0,,.,29,1,,147,1,138,1007,W,1,,30,122,1105,167,0105
20BR00100,A0607,1.0,,.,25,1,0,153,1,145,1007,W,1,,30,155,1105,176,0105
20BR00101,A0609,1.0,,SMBAG,29,1,7,135,1,132,1008,W,1,,30,144,1105,162,0105
20BR00102,A0611,1.0,,.,27,1,7,149,2,142,1008,W,1,,30,155,1105,179,0105
20BR00103,A0615,1.0,,.,30,1,7,163,2,163,1008,W,1,,30,173,1105,199,0105
20BR00104,A0622,1.0,,.,30,1,0,151,1,143,1007,W,1,,30,154,1105,190,0105
20BR00105,A0632,1.0,,.,27,1,,139,1,133,1007,W,1,,30,147,1105,163,0105
20BR00106,A0636,1.0,,.,24,1,,173,D,158,1008,W,1,,30,165,1105,196,0105
20BR00107,A0640,1.0,,LAMBNOTFOUND,26,1,0,166,D,160,1008,W,1,,30,164,1105,174,0105
20BR00108,A0641,1.0,,SMBAG,28,1,0,130,2,124,1008,W,1,,30,118,1105,155,0105
20BR00109,A0648,1.0,,.,29,1,7,161,1,156,1007,W,1,,30,167,1105,187,0105
20BR00110,A0654,1.0,,.,29,1,7,142,1,134,1008,W,1,,30,145,1105,164,0105
20BR00111,A0658,1.0,,.,30,1,0,156,1,147,1007,W,1,,30,156,1105,182,0106
20BR00112,A0668,1.0,,SMBAG,25,1,7,132,1,140,1007,W,1,,30,132,1105,167,0105
20BR00113,A0673,1.0,,SMBAG,29,1,,135,2,132,1007,W,1,,30,140,1105,167,0105
20BR00114,A0676,1.0,,SMBAG,27,1,7,131,2,129,1007,W,1,,30,134,1105,162,0106
20BR00115,A0684,1.0,,.,27,1,7,160,D,154,1007,W,1,,30,165,1105,188,0105
20BR00116,A0687,1.0,,.,24,1,,149,1,149,1007,W,1,,30,154,1105,177,0105
20BR00117,A0705,1.0,,.,29,1,0,133,2,139,1007,W,1,,30,146,1105,177,0105
20BR00118,A0712,1.0,,.,26,1,,153,D,154,1007,W,1,,30,158,1105,176,0105
20BR00119,H8492,6.0,,.,30,1,,177,1,169,1008,W,1,,30,178,1105,206,0105
20BR00120,H8511,6.0,,WARTS,29,1,0,169,1,158,1008,W,1,,30,169,1105,187,0105
20BR00121,H8519,6.0,,DYSTOCIA,31,1,,161,1,151,1008,W,1,,30,164,1105,182,0105
20BR00122,H8524,6.0,,.,31,1,7,189,D,179,1007,W,1,,30,186,1105,213,0105
20BR00123,H8571,6.0,,TRY1,28,1,0,197,1,185,1008,W,1,,30,184,1105,213,0105
20BR00124,H8601,6.0,,.,24,1,0,157,D,156,1007,W,1,,30,151,1105,191,0105
20BR00125,H8602,6.0,,.,25,1,0,146,1,140,1008,W,1,,30,140,1105,155,0106
20BR00126,H8694,6.0,,.,30,1,0,199,1,187,1007,W,1,,30,200,1105,220,0105
20BR00127,H8709,6.0,,.,26,1,,177,1,182,1007,W,1,,30,189,1105,198,0105
20BR00128,H8760,6.0,,.,27,1,0,189,2,183,1007,W,1,,30,195,1105,219,0105
20BR00129,H8874,5.0,,.,28,1,7,178,1,166,1007,W,1,,30,173,1105,198,0105
20BR00130,H8908,5.0,,.,30,1,0,194,2,193,1008,W,1,,30,199,1105,210,0105
20BR00131,H8909,5.0,,.,25,1,0,178,1,166,1007,W,1,,30,177,1105,197,0105
20BR00132,H8927,5.0,,.,24,1,0,198,1,191,1008,W,1,,30,194,1105,231,0105
20BR00133,H8931,5.0,,.,26,1,7,196,2,178,1007,W,1,,30,195,1105,219,0105
20BR00134,H8933,5.0,,.,25,1,,207,2,197,1008,W,1,,30,202,1105,227,0105
20BR00135,H8955,5.0,,.,28,1,0,206,1,200,1008,W,1,,30,208,1105,241,0105
20BR00136,H8958,5.0,,.,27,1,0,176,1,186,1007,W,1,,30,188,1105,211,0105
20BR00137,H9007,5.0,,.,29,1,0,167,1,153,1008,W,1,,30,171,1105,200,0105
20BR00138,H9055,5.0,,.,31,1,0,164,1,163,1007,W,1,,30,171,1105,206,0105
20BR00139,H9094,5.0,,SW.BAG.WARTS,26,1,7,223,H,210,1007,W,1,,30,215,1105,234,0105
20BR00140,H9134,5.0,,.,29,1,,187,1,178,1008,W,1,,30,185,1105,208,0105
20BR00141,H9149,5.0,,.,27,1,,223,1,202,1007,W,1,,30,216,1105,246,0105
20BR00142,H9167,5.0,,.,28,1,7,158,2,153,1008,W,1,,30,163,1105,198,0105
20BR00143,H9193,5.0,,.,30,1,,133,1,109,1007,0,3,93,30,,,,
20BR00144,H9194,5.0,,.,26,1,0,180,1,179,1007,W,1,,30,191,1105,212,0105
20BR00145,H9221,5.0,,LTS,24,1,0,190,1,188,1007,W,1,,30,174,1105,209,0105
20BR00146,H9229,5.0,,TRIPLET PROJE,24,1,,208,1,200,1007,W,1,,30,208,1105,239,0105
20BR00147,H9230,5.0,,Swollen head,31,1,,246,2,229,1008,W,6,66,30,235,1105,,
20BR00148,H9232,5.0,,.,27,1,0,189,2,184,1008,W,1,,30,199,1105,233,0105
20BR00149,H9237,5.0,,.,25,1,0,193,1,180,1008,W,1,,30,191,1105,218,0105
20BR00150,H9240,5.0,,.,29,1,0,188,1,185,1007,W,1,,30,194,1105,211,0105
20BR00151,H9299,4.0,,Thin 2020,24,1,0,180,1,176,1008,W,1,,30,165,1105,222,0106
20BR00152,H9306,4.0,,.,30,1,0,207,1,197,1008,W,1,,30,213,1105,246,0105
20BR00153,H9310,4.0,,.,28,1,7,196,1,198,1007,W,1,,30,195,1105,222,0105
20BR00154,H9317,4.0,,.,25,1,,206,1,208,1008,W,1,,30,217,1105,239,0105
20BR00155,H9322,4.0,,TRIPPROJECT,25,1,0,196,2,188,1007,W,1,,30,189,1105,222,0105
20BR00156,H9325,4.0,,.,26,1,7,172,1,155,1008,W,1,,30,173,1105,190,0105
20BR00157,H9341,4.0,,.,27,1,,180,1,173,1008,W,1,,30,183,1105,196,0105
20BR00158,H9359,4.0,,.,31,1,,155,1,151,1008,W,1,,30,157,1105,180,0105
20BR00159,H9380,4.0,,TRIPLET PROJE,31,1,7,169,1,162,1008,W,1,,30,171,1105,208,0105
20BR00160,H9393,4.0,,.,30,1,0,166,1,157,1007,W,1,,30,166,1105,174,0105
20BR00161,H9403,4.0,,.,24,1,0,188,1,175,1007,W,1,,30,183,1105,211,0105
20BR00162,H9419,4.0,,.,30,1,7,196,1,189,1007,W,1,,30,198,1105,228,0105
20BR00163,H9436,4.0,,.,25,1,,175,1,178,1007,W,1,,30,168,1105,204,0105
20BR00164,H9439,4.0,,.,31,1,0,175,1,174,1007,W,1,,30,179,1105,198,0105
20BR00165,H9448,4.0,,.,28,1,0,205,1,186,1008,W,1,,30,198,1105,234,0105
20BR00166,H9465,4.0,,.,29,1,,162,1,156,1007,W,1,,30,162,1105,185,0105
20BR00167,H9482,4.0,,.,24,1,0,166,1,160,1007,W,1,,30,162,1105,200,0105
20BR00168,H9497,4.0,,TRIP.PROJECT,31,1,,169,1,171,1007,W,1,,30,175,1105,216,0105
20BR00169,H9501,4.0,,.,27,1,0,173,1,174,1007,W,1,,30,183,1105,207,0105
20BR00170,H9504,4.0,,TRPLET PROJEC,30,1,0,177,1,172,1008,W,1,,30,178,1105,212,0105
20BR00171,H9525,4.0,,.,28,1,0,200,2,194,1008,W,1,,30,195,1105,209,0105
20BR00172,H9537,4.0,,.,27,1,0,163,1,144,1007,W,1,,30,144,1105,187,0105
20BR00173,H9548,4.0,,.,26,1,0,160,1,180,1007,W,1,,30,177,1105,207,0105
20BR00174,H9549,4.0,,.,29,1,0,154,2,143,1008,W,1,,30,143,1105,183,0105
20BR00175,H9551,4.0,,.,26,1,,186,1,161,1007,W,1,,30,177,1105,221,0105
20BR00176,H9553,4.0,,.,29,1,,190,1,188,1007,W,1,,30,193,1105,205,0105
20BR00177,H9584,3.0,,.,24,1,,166,2,167,1007,W,1,,30,161,1105,199,0105
20BR00178,H9598,3.0,,.,26,1,,177,1,166,1008,W,1,,30,175,1105,215,0105
20BR00179,H9614,3.0,,.,28,1,0,190,1,184,1007,W,1,,30,194,1105,228,0105
20BR00180,H9647,3.0,,.,30,1,0,194,1,179,1007,W,1,,30,194,1105,222,0105
20BR00181,H9648,3.0,,Thin 2020,25,1,0,163,1,160,1007,W,1,,30,163,1105,206,0106
20BR00182,H9663,3.0,,.,26,1,0,209,1,204,1007,W,1,,30,212,1105,242,0105
20BR00183,H9677,3.0,,.,27,1,0,149,1,130,1007,W,1,,30,142,1105,179,0105
20BR00184,H9692,3.0,,.,24,1,0,175,1,176,1007,W,1,,30,179,1105,215,0105
20BR00185,H9694,3.0,,.,26,1,0,171,1,156,1007,W,1,,30,167,1105,200,0105
20BR00186,H9714,3.0,,.,29,1,0,197,1,169,1007,W,1,,30,188,1105,223,0105
20BR00187,H9715,3.0,,.,27,1,,172,2,156,1008,W,1,,30,172,1105,201,0105
20BR00188,H9720,3.0,,.,24,1,0,176,D,174,1007,W,1,,30,175,1105,206,0105
20BR00189,H9739,3.0,,.,30,1,,158,1,157,1007,W,1,,30,163,1105,201,0105
20BR00190,H9754,3.0,,.,26,1,0,190,1,188,1008,W,1,,30,196,1105,229,0105
20BR00191,H9762,3.0,,.,29,1,7,204,2,201,1008,W,1,,30,208,1105,243,0105
20BR00192,H9779,3.0,,.,28,1,,206,1,207,1007,W,1,,30,219,1105,253,0105
20BR00193,H9789,3.0,,.,,,0,128,1,,,,6,03,30,,,,
20BR00194,H9791,3.0,,.,25,1,,187,1,175,1008,W,1,,30,176,1105,206,0105
20BR00195,H9793,3.0,,WARTS,28,1,,196,1,193,1007,W,1,,30,200,1105,227,0105
20BR00196,H9807,3.0,,.,31,1,0,189,1,185,1008,W,1,,30,199,1105,230,0105
20BR00197,H9814,3.0,,.,25,1,,121,1,,,0,6,03,30,,,,
20BR00198,H9818,3.0,,.,30,1,0,176,1,167,1007,W,1,,30,184,1105,212,0105
20BR00199,H9833,3.0,,.,24,1,,158,1,151,1007,W,1,,30,146,1105,193,0105
20BR00200,H9846,3.0,,.,28,1,0,186,1,185,1007,W,1,,30,197,1105,209,0105
20BR00201,H9865,3.0,,.,31,1,,193,1,184,1007,W,1,,30,193,1105,228,0105
20BR00202,H9899,3.0,,.,29,1,7,174,1,167,1007,W,1,,30,184,1105,198,0105
20BR00203,H9900,3.0,,.,29,1,7,160,1,152,1008,W,1,,30,175,1105,191,0105
20BR00204,H9910,3.0,,.,31,1,0,151,1,145,1007,W,1,,30,156,1105,172,0105
20BR00205,H9916,3.0,,TRIPLET PROJE,25,1,0,204,1,193,1008,W,1,,30,196,1105,227,0105
20BR00206,H9923,3.0,,.,31,1,7,180,1,179,1007,W,1,,30,191,1105,232,0105
20BR00207,H9944,3.0,,.,27,1,0,167,1,162,1008,W,1,,30,175,1105,205,0105
20BR00208,H9964,3.0,,.,27,1,0,146,1,146,1008,W,1,,30,157,1105,183,0105
20BR00209,H9974,2.0,,.,26,1,7,196,1,183,1007,W,1,,30,191,1105,221,0105
20BR00210,H9980,2.0,,.,24,1,,204,H,210,1007,W,1,,30,209,1105,232,0105
20BR00211,H9982,2.0,,.,27,1,0,133,1,130,1007,W,1,,30,140,1105,169,0105
20BR00212,H9989,2.0,,.,29,1,0,168,1,164,1007,W,1,,30,175,1105,202,0105
20BR00213,H9994,2.0,,TRIPLET PROJE,28,1,0,167,2,168,1008,W,1,,30,164,1105,190,0105
20BR00214,K5131,3.0,,.,14,1,,205,2,193,1007,W,1,,06,197,1105,231,0105
20BR00215,K5132,3.0,,.,15,1,,201,1,197,1008,W,1,,06,205,1105,229,0105
20BR00216,K5133,3.0,,.,14,1,,156,1,133,1007,W,1,,06,141,1105,183,0105
20BR00217,K5136,3.0,,.,16,1,,215,1,210,1007,W,1,,06,206,1105,235,0105
20BR00218,K5137,3.0,,.,14,1,,167,1,166,1008,W,1,,06,162,1105,196,0105
20BR00219,K5139,3.0,,.,17,1,,202,1,205,1007,W,1,,06,206,1105,237,0105
20BR00220,K5150,3.0,,.,14,1,,185,1,198,1007,W,1,,06,194,1105,233,0105
20BR00221,K5170,3.0,,.,18,1,,217,H,219,1007,W,1,,06,216,1105,246,0105
20BR00222,K5171,3.0,,.,14,1,,167,1,164,1007,W,1,,06,166,1105,207,0105
20BR00223,K5173,3.0,,CANTFINDLAMB,19,1,,221,1,202,1007,W,1,,06,219,1105,230,0105
20BR00224,K5182,3.0,,.,20,1,,184,2,168,1007,W,1,,06,194,1105,215,0105
20BR00225,K5187,2.0,,.,14,1,,176,2,152,1007,W,1,,06,151,1105,189,0105
20BR00226,K5194,2.0,,.,21,1,,182,1,176,1008,W,1,,06,200,1105,212,0105
20BR00227,K5201,2.0,,.,14,1,,199,1,194,1007,W,1,,06,184,1105,223,0105
20BR00228,K5202,2.0,,.,15,1,,176,1,166,1007,W,1,,06,172,1105,210,0105
20BR00229,K5203,2.0,,Thin 2020,14,1,,145,1,146,1007,W,1,,06,143,1105,183,0106
20BR00230,K5205,2.0,,.,16,1,,230,2,226,1008,W,1,,06,224,1105,253,0105
20BR00231,K5207,2.0,,.,14,1,,188,2,186,1007,W,1,,06,184,1105,219,0105
20BR00232,K5209,2.0,,OutWtMissed,17,1,,167,1,167,1007,W,1,,06,167,1105,208,0105
20BR00233,K5211,2.0,,TRYONE,14,1,,188,1,191,1007,W,1,,06,173,1105,209,0105
20BR00234,K5217,2.0,,.,18,1,,158,1,158,1007,W,1,,06,163,1105,187,0105
20BR00235,K5225,2.0,,Thin 2020,14,1,,156,1,144,1007,W,1,,06,138,1105,174,0106
20BR00236,K5230,2.0,,OKFORONE,19,1,,200,1,196,1007,W,1,,06,218,1105,241,0105
20BR00237,K5235,2.0,,2@ONCE,14,1,,163,1,174,1007,W,1,,06,175,1105,198,0105
20BR00238,K5236,2.0,,.,20,1,,171,1,169,1007,W,1,,06,189,1105,213,0105
20BR00239,K5244,5.0,,.,23,1,,190,H,178,1007,W,1,,06,190,1120,180,0106
20BR00240,K5245,5.0,,.,23,1,,160,H,163,1007,W,1,,06,195,1120,179,0106
20BR00241,K5246,3.0,,.,23,1,,180,H,187,1007,W,1,,06,215,1120,206,0106
20BR00242,K5247,5.0,,.,23,1,,200,H,204,1007,W,1,,06,223,1120,239,0106
20BR00243,K5248,5.0,,.,23,1,,183,H,180,1007,W,1,,06,209,1120,199,0106
20BR00244,K5249,6.0,,.,23,1,,205,H,199,1007,W,1,,06,229,1120,222,0106
20BR00245,K5250,5.0,,.,23,1,,209,H,190,1007,W,1,,06,212,1120,215,0106
20BR00246,K5251,5.0,,.,23,1,,197,H,195,1007,W,1,,06,216,1120,208,0106
20BR00247,K5252,5.0,,.,23,1,,167,H,160,1007,W,1,,06,174,1120,174,0106
20BR00248,K5253,5.0,,.,23,1,,163,H,169,1007,W,1,,06,185,1120,182,0106
20BR00249,K5256,5.0,,.,23,1,,158,H,152,1008,W,1,,06,175,1120,165,0106
20BR00250,K5259,5.0,,.,23,1,,210,H,195,1008,W,1,,06,220,1120,219,0106
20BR00251,K5260,5.0,,.,23,1,,154,H,161,1007,W,1,,06,171,1120,177,0106
20BR00252,K5261,5.0,,OKFORONE,23,1,,174,H,167,1007,W,1,,06,171,1120,175,0106
20BR00253,K5262,5.0,,.,23,1,,173,H,176,1008,W,1,,06,198,1120,196,0106
20BR00254,K5263,5.0,,.,23,1,,179,H,183,1007,W,1,,06,204,1120,204,0106
20BR00255,K5265,5.0,,SM.PELVIS,23,1,,218,D,217,1008,W,1,,06,226,1120,211,0106
20BR00256,K5266,5.0,,HerniaSrsLTit,23,1,,175,H,166,1007,W,1,,06,187,1120,185,0106
20BR00257,K5267,5.0,,.,23,1,,156,H,153,1008,W,1,,06,191,1120,166,0106
20BR00258,K5270,1.0,,.,14,1,,168,2,163,1007,W,1,,06,147,1105,190,0106
20BR00259,K5271,1.0,,NICE LAMB,21,1,,200,D,196,1007,W,1,,06,207,1105,224,0105
20BR00260,K5274,1.0,,1ST.NICE,14,1,,180,D,167,1007,W,1,,06,162,1105,197,0105
20BR00261,K5275,1.0,,.,15,1,,172,2,172,1007,W,1,,06,152,1105,199,0105
20BR00262,K5278,1.0,,.,23,1,,164,D,167,1007,W,1,,06,184,1120,180,0106
20BR00263,K5279,1.0,,.,14,1,,190,D,175,1007,W,1,,06,176,1105,213,0105
20BR00264,K5284,1.0,,.,23,1,,167,D,157,1008,W,1,,06,178,1120,174,0106
20BR00265,K5288,1.0,,.,16,1,,197,D,196,1007,W,1,,06,185,1105,226,0105
20BR00266,K5293,1.0,,SM.BAG,17,1,,164,D,157,1007,W,1,,06,152,1105,190,0105
20BR00267,K5298,1.0,,.,23,1,,130,1,130,1007,W,1,,06,150,1120,141,0106
20BR00268,K5301,1.0,,.,14,1,,151,2,149,1007,W,1,,06,136,1105,179,0105
20BR00269,K5305,1.0,,.,18,1,,176,D,179,1007,W,1,,06,173,1105,207,0105
20BR00270,K5307,1.0,,.,23,1,,133,2,133,1008,W,1,,06,150,1120,149,0106
20BR00271,K5309,1.0,,.,23,1,,168,D,168,1007,W,1,,06,183,1120,182,0106
20BR00272,K5322,1.0,,.,14,1,,161,D,157,1007,W,1,,06,155,1105,185,0105
20BR00273,K5326,1.0,,.,19,1,,167,D,160,1007,W,1,,06,180,1105,199,0105
20BR00274,K5331,1.0,,.,14,1,,200,D,187,1007,W,1,,06,175,1105,209,0105
20BR00275,L1542,6.0,,.,12,1,,182,H,184,1008,W,1,,PC,186,1105,218,0105
20BR00276,L1578,6.0,,Thin 2020,8,1,0,176,H,180,1007,W,1,,PC,187,1105,233,0106
20BR00277,L1588,6.0,,.,13,1,0,154,H,157,1008,W,1,,PC,157,1105,190,0105
