UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BCS_FALL,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,BCS_NOV,WTWIN,WDAYW,BCS_WIN
23BR00385,L3110,2.0,,.,20,1,0,186,3.5,H,177,1010,W,1,,PC,207,1115,4.0,205,1228,4.0
23BR00386,L3118,2.0,,.,18,1,0,163,3.5,H,164,1010,W,1,,PC,177,1115,4.0,187,1228,4.0
23BR00387,L3124,2.0,,.,28,1,0,178,3.5,H,184,1011,W,1,,PC,186,1115,4.0,196,1228,4.0
23BR00388,L3126,2.0,,PE.ChewedTail,26,1,0,176,3.0,H,184,1010,W,1,,PC,194,1115,3.5,219,1228,4.0
23BR00389,L3127,2.0,,.,19,1,0,177,4.0,H,172,1010,W,1,,PC,190,1115,4.5,196,1228,4.5
23BR00390,L3128,2.0,,.,29,1,0,173,3.5,H,172,1010,W,1,,PC,189,1115,3.5,210,1228,4.0
23BR00391,L3153,2.0,,.,30,1,0,163,3.0,H,165,1010,W,1,,PC,167,1115,4.0,187,1228,4.0
23BR00392,L3159,1.0,,BLOODYBS,22,1,0,194,3.5,D,188,1010,W,1,,PC,195,1115,4.0,210,1228,4.5
23BR00393,L3160,1.0,,.,27,1,,176,4.0,D,178,1011,W,1,,PC,171,1115,3.5,186,1228,4.0
23BR00394,L3161,1.0,,.,23,1,,147,3.0,H,163,1010,W,1,,PC,165,1115,3.5,186,1228,4.0
23BR00395,L3165,1.0,,.,21,1,,163,3.5,H,164,1010,W,1,,PC,173,1115,4.0,186,1228,4.0
23BR00396,L3167,1.0,,.,15,1,0,180,4.0,D,175,1010,W,1,,PC,176,1115,4.0,199,1228,4.0
23BR00397,L3172,1.0,,2ND,24,1,0,149,3.0,H,153,1010,W,1,,PC,155,1115,3.0,173,1228,3.5
23BR00398,L3174,1.0,,.,19,1,0,142,3.5,H,142,1010,W,1,,PC,156,1115,3.5,171,1228,4.0
23BR00399,L3175,1.0,,.,30,1,0,164,4.0,D,128,1010,W,1,,PC,140,1115,3.5,157,1228,4.0
23BR00400,L3184,1.0,,.,21,1,0,151,3.5,D,155,1010,W,1,,PC,153,1115,3.5,169,1228,4.0
23BR00401,L3188,1.0,A,.,18,1,0,202,3.5,D,199,1010,W,1,,PC,202,1115,4.0,211,1228,4.0
23BR00402,L3190,1.0,,.,22,1,0,164,3.5,H,169,1010,W,1,,PC,189,1115,3.5,193,1228,3.5
23BR00403,L3197,1.0,,1ST,17,1,,180,4.0,H,183,1010,W,1,,PC,183,1115,4.0,197,1228,4.0
23BR00404,L3198,1.0,A,2@ONCE,16,1,,191,4.0,D,191,1010,W,1,,PC,179,1115,4.5,201,1228,4.5
23BR00405,L3201,1.0,,.,23,1,0,198,4.0,H,194,1010,W,1,,PC,197,1115,3.5,210,1228,4.5
23BR00406,L3203,1.0,,.,29,1,0,212,4.0,D,220,1010,W,1,,PC,217,1115,4.0,240,1228,4.0
23BR00407,L3210,1.0,,.,26,1,0,186,3.5,H,177,1010,W,1,,PC,190,1115,4.5,199,1228,4.0
23BR00408,L3212,1.0,,.,20,1,0,152,3.0,H,164,1011,W,1,,PC,169,1115,3.5,184,1228,4.0
23BR00409,L3219,1.0,,1ST,25,1,0,200,4.0,D,191,1010,W,1,,PC,211,1115,4.0,221,1228,4.0
23BR00410,L3220,1.0,,2ND,27,1,0,206,4.0,D,204,1010,W,1,,PC,211,1115,4.5,223,1228,4.5
23BR00411,L3229,1.0,,THIN,28,1,0,163,4.0,D,158,1010,W,1,,PC,164,1115,4.0,180,1228,4.0
23BR00412,L3234,1.0,,.,19,1,0,210,3.5,D,183,1010,W,1,,PC,198,1115,4.0,213,1228,4.0
23BR00413,L3239,1.0,,.,17,1,0,163,3.0,H,171,1010,W,1,,PC,179,1115,3.5,199,1228,4.0
23BR00414,L3241,1.0,,.,30,1,0,204,4.0,D,200,1010,W,1,,PC,200,1115,4.0,216,1228,4.0
23BR00415,L3243,1.0,A,.,24,1,0,166,3.0,H,162,1010,W,1,,PC,172,1115,4.0,196,1228,4.0
23BR00416,L3247,1.0,,.,26,1,0,191,3.5,D,190,1010,W,1,,PC,191,1115,4.0,213,1228,4.0
23BR00417,L3248,1.0,,.,15,1,0,168,3.5,H,167,1010,W,1,,PC,171,1115,4.0,185,1228,4.0
23BR00418,L3253,1.0,,1ST,27,1,0,164,3.0,H,168,1010,W,1,,PC,183,1115,3.5,194,1228,4.0
23BR00419,L3257,1.0,,2ND,18,1,0,187,3.5,H,198,1010,W,1,,PC,207,1115,3.5,216,1228,4.0
23BR00420,L3258,1.0,,.,25,1,0,189,4.0,D,193,1011,W,1,,PC,195,1115,4.0,213,1228,4.5
23BR00421,L3265,1.0,,.,23,1,0,155,3.0,H,152,1010,W,1,,PC,166,1115,3.5,193,1228,4.0
23BR00422,L3266,1.0,,1ST,22,1,0,157,3.0,H,154,1010,W,1,,PC,172,1115,3.5,196,1228,4.0
23BR00423,L3278,1.0,,DilationProbl,28,1,0,175,3.5,D,184,1011,W,1,,PC,184,1115,4.0,198,1228,4.0
23BR00424,L3279,1.0,,HAIRY,20,1,0,156,3.0,H,158,1010,W,1,,PC,184,1115,3.5,196,1228,4.0
23BR00425,L3280,1.0,A,HAIRY,21,1,0,167,3.0,H,184,1010,W,1,,PC,186,1115,4.0,209,1228,3.5
23BR00426,L3283,1.0,A,PEARS,29,1,0,180,3.5,H,189,1010,W,1,,PC,177,1115,4.0,212,1228,4.0
23BR00427,L3289,1.0,A,HAIRY,16,1,0,227,4.0,D,223,1010,W,1,,PC,233,1115,4.5,244,1228,5.0
23BR00428,L3298,1.0,,SBAG,24,1,0,188,3.5,D,180,1010,W,1,,PC,197,1115,4.0,209,1228,4.5
23BR00429,L3313,1.0,,.,17,1,0,200,4.0,D,187,1010,W,1,,PC,200,1115,4.5,215,1228,4.0
23BR00430,L3331,1.0,,.,26,1,,172,3.5,H,168,1010,W,1,,PC,190,1115,4.0,211,1228,4.0
23BR00431,L3332,1.0,,.,16,1,0,167,3.5,H,172,1010,W,1,,PC,183,1115,4.0,200,1228,4.0
23BR00432,L3333,1.0,,.,18,1,,164,3.5,H,175,1010,W,1,,PC,174,1115,4.0,196,1228,4.0
23BR00433,L3338,1.0,,.,19,1,0,197,4.0,D,196,1010,W,1,,PC,200,1115,4.0,221,1228,4.0
23BR00434,L3344,1.0,,.,29,1,,156,3.5,H,168,1010,W,1,,PC,163,1115,3.5,168,1228,4.0
23BR00435,L3349,1.0,A,.,30,1,0,206,4.0,D,195,1010,W,1,,PC,200,1115,4.5,216,1228,4.5
23BR00436,L3357,1.0,,.,21,1,0,164,4.0,D,167,1010,W,1,,PC,176,1115,4.5,182,1228,4.0
23BR00437,L3359,1.0,,NoPregTest,23,1,0,191,4.0,D,197,1010,W,1,,PC,200,1115,4.0,206,1228,4.5
23BR00438,L3364,1.0,,.,27,1,0,147,3.5,H,154,1010,W,1,,PC,162,1115,3.5,178,1228,3.5
23BR00439,L3365,1.0,,.,22,1,0,222,4.0,D,222,1010,W,1,,PC,227,1115,4.5,241,1228,4.0
23BR00440,L3370,1.0,,THIN.DUMB,15,1,,189,3.5,D,178,1010,W,1,,PC,188,1115,4.0,198,1228,3.5
23BR00441,L3371,1.0,,.,20,1,0,132,3.0,H,134,1010,W,1,,PC,152,1115,3.5,161,1228,4.0
23BR00442,L3376,1.0,,.,25,1,0,179,4.0,H,185,1011,W,1,,PC,185,1115,3.5,193,1228,3.5
23BR00443,L3379,1.0,A,.,28,1,0,145,3.0,H,145,1010,W,1,,PC,160,1115,3.5,184,1228,3.5
23BR00444,L3380,1.0,,.,25,1,,152,3.5,H,150,1010,W,1,,PC,155,1115,3.5,165,1228,4.0
23BR00445,L3385,1.0,,.,23,1,0,197,4.0,D,187,1010,W,1,,PC,193,1115,4.0,209,1228,4.0
23BR00446,L3390,1.0,,NoPregTest,29,1,0,174,3.5,D,173,1011,W,1,,PC,173,1115,4.0,185,1228,4.0
23BR00447,L3391,1.0,A,.,17,1,0,177,3.5,D,171,1010,W,1,,PC,185,1115,3.5,208,1228,4.0
23BR00448,L3395,1.0,,2ND,27,1,0,125,2.5,H,138,1010,W,1,,PC,142,1115,3.5,156,1228,3.5
23BR00449,L3397,1.0,,1ST,21,1,0,179,3.5,H,178,1010,W,1,,PC,190,1115,4.0,209,1228,4.0
23BR00450,L3408,1.0,,.,18,1,0,188,3.5,D,189,1010,W,1,,PC,190,1115,4.0,208,1228,4.0
23BR00451,L3409,1.0,,.,24,1,0,146,3.0,H,149,1010,W,1,,PC,153,1115,4.0,178,1228,4.0
23BR00452,L3411,1.0,,.,26,1,0,193,3.5,D,184,1010,W,1,,PC,193,1115,4.0,190,1228,4.0
23BR00453,L3416,1.0,,.,28,1,0,144,3.0,H,150,1010,W,1,,PC,160,1115,4.0,182,1228,4.0
23BR00454,L3418,1.0,,.,16,1,0,167,3.5,H,174,1010,W,1,,PC,180,1115,3.5,204,1228,4.0
23BR00455,L3420,1.0,,.,15,1,0,182,4.0,D,183,1011,W,1,,PC,191,1115,4.0,204,1228,4.5
23BR00456,L3421,1.0,,.,22,1,0,153,3.5,H,147,1010,W,1,,PC,166,1115,4.0,184,1228,4.0
23BR00457,L3424,1.0,,AGGRESSIVEMOM,20,1,0,208,4.0,D,209,1010,W,1,,PC,226,1115,4.0,227,1228,4.0
23BR00458,L3426,1.0,,.,19,1,0,163,3.5,H,163,1010,W,1,,PC,178,1115,3.5,188,1228,3.5
23BR00459,L3430,1.0,,.,30,1,0,140,3.5,H,152,1011,W,1,,PC,150,1115,4.0,164,1228,4.0
23BR00460,L3434,1.0,A,.,23,1,,141,3.0,H,150,1010,W,1,,PC,156,1115,2.5,178,1228,3.0
23BR00461,L3438,1.0,,.,26,1,0,190,4.0,D,196,1010,W,1,,PC,200,1115,4.5,211,1228,4.5
23BR00462,L3439,1.0,,.,21,1,0,205,4.0,D,196,1010,W,1,,PC,206,1115,4.0,208,1228,4.0
23BR00463,L3441,1.0,,SM.BAG,28,1,0,176,3.5,H,172,1010,W,1,,PC,180,1115,4.0,198,1228,4.0
23BR00464,L3442,1.0,,1ST,29,1,0,182,3.5,D,172,1010,W,1,,PC,187,1115,4.0,191,1228,4.0
23BR00465,L3447,1.0,,DYST.TX,19,1,0,166,3.5,D,176,1010,W,1,,PC,182,1115,4.0,189,1228,4.0
23BR00466,L3449,1.0,,HAIRY,27,1,,141,3.0,H,139,1010,W,1,,PC,161,1115,3.5,177,1228,4.0
23BR00467,L3450,1.0,,HAIRY,22,1,,143,3.5,H,150,1010,W,1,,PC,152,1115,3.5,175,1228,4.0
23BR00468,L3460,1.0,A,.,17,1,0,163,3.5,D,171,1011,W,1,,PC,171,1115,3.5,195,1228,4.0
23BR00469,L3461,1.0,,.,15,1,0,180,4.0,H,172,1010,W,1,,PC,178,1115,3.5,189,1228,4.0
23BR00470,L3464,1.0,A,.,24,1,,220,4.5,D,204,1010,W,1,,PC,211,1115,4.0,232,1228,4.5
23BR00471,L3466,1.0,,2ND.HAIRY,20,1,,162,3.5,H,160,1011,W,1,,PC,172,1115,4.0,186,1228,4.0
23BR00472,L3467,1.0,,.,18,1,0,195,4.0,H,194,1010,W,1,,PC,211,1115,4.0,222,1228,4.5
23BR00473,L3472,1.0,,.,16,1,0,176,3.0,H,179,1010,W,1,,PC,185,1115,3.5,206,1228,4.0
23BR00474,L3477,1.0,,DRY,30,1,0,197,4.0,D,198,1010,W,1,,PC,202,1115,4.0,190,1228,4.5
23BR00475,L3478,1.0,,HAIRY,25,1,0,147,3.0,H,142,1010,W,1,,PC,150,1115,3.0,166,1228,3.5
23BR00476,L3485,1.0,,.,20,1,,139,3.0,H,140,1011,W,1,,PC,160,1115,3.5,164,1228,3.5
23BR00477,L3494,1.0,A,.,17,1,,189,3.5,D,183,1010,W,1,,PC,191,1115,4.0,209,1228,4.5
23BR00478,L3495,1.0,A,.,24,1,,228,4.0,D,208,1011,W,1,,PC,228,1115,4.0,246,1228,4.0
23BR00479,L3496,1.0,,.,15,1,,183,4.0,H,180,1010,W,1,,PC,189,1115,4.0,204,1228,4.5
23BR00480,L3499,1.0,A,.,30,1,0,142,3.0,H,161,1010,W,1,,PC,164,1115,3.0,187,1228,3.5
23BR00481,L3507,1.0,A,1ST,21,1,0,138,3.0,H,140,1010,W,1,,PC,132,1115,2.5,165,1228,3.5
23BR00482,L3519,1.0,A,1ST,28,1,0,149,3.0,H,158,1010,W,1,,PC,163,1115,3.5,188,1228,4.0
23BR00483,L3526,1.0,,.,26,1,0,171,3.5,D,176,1011,W,1,,PC,179,1115,4.0,194,1228,4.5
23BR00484,L3528,1.0,,.,29,1,0,152,3.5,H,156,1010,W,1,,PC,158,1115,3.5,177,1228,4.0
23BR00485,L3532,1.0,A,.,23,1,0,152,2.5,H,165,1011,W,1,,PC,164,1115,3.0,178,1228,4.0
23BR00486,L3533,1.0,,.,22,1,0,174,3.5,D,173,1010,W,1,,PC,176,1115,4.0,190,1228,4.0
23BR00487,L3538,1.0,,.,25,1,0,221,4.0,D,211,1010,W,1,,PC,213,1115,4.5,228,1228,4.5
23BR00488,L3541,1.0,,.,27,1,,179,3.5,D,193,1010,W,1,,PC,191,1115,4.0,209,1228,4.5
23BR00489,L3543,1.0,,NICE LAMB,18,1,0,178,3.5,H,161,1010,W,1,,PC,185,1115,3.5,196,1228,4.0
23BR00490,L3547,1.0,,.,19,1,0,163,3.0,H,165,1010,W,1,,PC,173,1115,3.0,190,1228,4.0
23BR00491,L3549,1.0,,.,16,1,,128,3.0,H,135,1010,W,1,,PC,139,1115,3.0,149,1228,3.5
23BR00492,L3550,1.0,A,.,20,1,,150,3.5,H,158,1011,W,1,,PC,168,1115,3.5,182,1228,4.5
23BR00493,L3553,1.0,,.,17,1,,145,3.0,D,157,1010,W,1,,PC,155,1115,2.5,175,1228,3.5
23BR00494,L3554,1.0,A,.,28,1,,189,4.0,H,180,1010,W,1,,PC,191,1115,4.0,206,1228,4.0
23BR00495,L3555,1.0,,.,22,1,,151,3.0,H,156,1010,W,1,,PC,163,1115,4.0,187,1228,4.0
23BR00496,L3561,1.0,,TIGHTBAG,26,1,0,153,3.5,D,154,1010,W,1,,PC,161,1115,4.0,166,1228,4.0
23BR00497,L3564,1.0,A,.,16,1,0,175,3.5,D,166,1010,W,1,,PC,165,1115,4.0,182,1228,4.0
23BR00498,L3567,1.0,,1ST,21,1,0,173,4.0,D,172,1010,W,1,,PC,176,1115,3.5,187,1228,4.0
23BR00499,L3570,1.0,,.,29,1,0,200,4.0,D,195,1010,W,1,,PC,197,1115,4.5,211,1228,5.0
23BR00500,L3572,1.0,A,.,27,1,0,172,3.5,D,160,1010,W,1,,PC,177,1115,4.0,183,1228,4.0
23BR00501,L3573,1.0,,X1036+Enterit,30,1,0,172,3.5,H,175,1010,W,1,,PC,185,1115,3.5,196,1228,4.0
23BR00502,L3575,1.0,,.,18,1,0,220,4.0,D,204,1011,W,1,,PC,205,1115,4.0,217,1228,4.5
23BR00503,L3581,1.0,,.,24,1,0,142,3.0,H,143,1011,W,1,,PC,139,1115,3.0,164,1228,4.0
23BR00504,L3585,1.0,,.,23,1,0,165,3.0,H,172,1011,W,1,,PC,184,1115,4.0,191,1228,3.5
23BR00505,L3587,1.0,A,.,25,1,,175,4.0,H,175,1011,W,1,,PC,174,1115,4.0,196,1228,3.5
23BR00506,L3591,1.0,,.,19,1,0,132,3.0,H,138,1010,W,1,,PC,144,1115,3.0,160,1228,3.5
23BR00507,L3599,1.0,,LT,15,1,0,155,3.5,H,149,1010,W,1,,PC,152,1115,3.5,172,1228,4.0
23BR00508,L3603,1.0,A,.,26,1,0,186,3.5,D,189,1011,W,1,,PC,185,1115,4.0,195,1228,4.0
23BR00509,L3606,1.0,A,HAIRY,29,1,,208,4.0,D,205,1010,W,1,,PC,211,1115,4.0,231,1228,4.0
23BR00510,L3609,1.0,,.,23,1,,179,4.0,D,179,1010,W,1,,PC,186,1115,4.5,191,1228,4.0
23BR00511,L3632,1.0,,.,25,1,0,156,3.5,H,154,1010,W,1,,PC,167,1115,4.0,188,1228,4.5
23BR00512,L3641,1.0,,CU,24,1,0,166,3.0,H,171,1010,W,1,,PC,179,1115,3.0,196,1228,3.5
23BR00513,L3644,1.0,,NoPregTest,27,1,0,142,3.5,H,141,1010,W,1,,PC,158,1115,4.0,172,1228,4.0
23BR00514,L3649,1.0,,.,28,1,0,184,3.5,D,182,1010,W,1,,PC,184,1115,4.0,188,1228,4.0
23BR00515,L3651,1.0,,CU,30,1,0,179,4.0,H,183,1011,W,1,,PC,188,1115,4.0,205,1228,4.5
23BR00516,M0591,2.0,,.,31,1,0,172,3.5,1,175,1010,W,1,,LP,184,1115,3.5,219,1228,3.5
23BR00517,M0656,1.0,,+A1938,32,1,0,154,2.5,1,157,1010,W,1,,LP,166,1115,3.5,183,1228,4.0
23BR00518,M0664,1.0,,.,33,1,0,179,4.0,D,180,1010,W,1,,LP,189,1115,4.5,200,1228,4.0
23BR00519,M0670,1.0,,.,33,1,0,187,4.0,1,186,1010,W,1,,LP,194,1115,4.5,205,1228,4.0
23BR00520,M0676,1.0,,.,35,1,0,173,3.5,1,174,1011,W,1,,LP,182,1115,4.0,201,1228,4.5
23BR00521,M0690,1.0,,.,36,1,0,141,3.5,1,146,1011,W,1,,LP,151,1115,3.5,166,1228,3.5
23BR00522,M0700,1.0,,.,31,1,0,165,3.5,D,177,1010,W,1,,LP,174,1115,4.5,184,1228,4.0
23BR00523,M0706,1.0,,.,32,1,0,205,4.0,D,201,1010,W,1,,LP,198,1115,4.0,212,1228,4.0
23BR00524,S0764,7.0,,.,60,2,0,184,3.5,2,176,1010,W,1,,07,172,1122,4.0,195,1228,4.0
23BR00525,S0792,7.0,,DRY,64,2,0,140,3.0,2,155,1010,W,1,,07,162,1122,3.0,166,1228,3.5
23BR00526,S0839,7.0,,.,58,2,0,204,3.5,1,201,1010,W,1,,07,202,1122,4.0,209,1228,4.0
23BR00527,S0934,7.0,,.,59,2,0,182,3.5,1,180,1010,W,1,,07,193,1122,4.0,191,1228,4.0
23BR00528,S0988,7.0,,.,58,2,0,185,4.0,2,177,1010,W,1,,07,177,1122,4.0,185,1228,4.0
23BR00529,S1016,7.0,,.,58,2,0,173,3.0,1,177,1011,W,1,,07,182,1122,3.5,191,1228,4.0
23BR00530,S1024,7.0,,.,59,2,0,179,3.5,1,183,1010,W,1,,07,186,1122,4.0,193,1228,3.5
23BR00531,S1038,7.0,,.,60,2,0,208,4.0,2,197,1010,W,1,,07,188,1122,4.0,194,1228,3.5
23BR00532,S1040,7.0,,.,59,2,0,198,3.5,1,200,1010,W,1,,07,201,1122,4.0,205,1228,4.0
23BR00533,S1067,7.0,,.,60,2,,158,3.0,2,154,1010,W,1,,07,157,1122,3.5,169,1228,3.5
23BR00534,S1068,7.0,,.,60,2,,178,3.0,2,173,1010,W,1,,07,173,1122,3.5,180,1228,4.0
23BR00535,S1095,7.0,,2@ONCE,59,2,0,197,3.5,1,204,1010,W,1,,07,216,1122,4.0,226,1228,4.5
23BR00536,S1096,7.0,,.,63,2,0,189,4.0,2,187,1011,W,1,,07,190,1122,3.5,197,1228,4.0
23BR00537,S1127,6.0,,.,59,2,0,183,3.5,1,172,1010,W,1,,07,188,1122,4.0,191,1228,4.0
23BR00538,S1175,6.0,,2@ONCE,56,2,0,163,3.0,1,167,1011,W,1,,07,173,1122,3.5,185,1228,3.5
23BR00539,S1177,6.0,,.,53,2,0,151,3.0,2,149,1010,W,1,,07,166,1122,3.0,171,1228,4.0
23BR00540,S1190,6.0,,.,59,2,0,215,3.5,1,208,1010,W,1,,07,211,1122,4.5,223,1228,4.0
23BR00541,S1234,6.0,,LOOKS.ROUGH,57,2,0,161,3.0,1,157,1011,W,1,,42,149,1122,3.5,164,1228,4.0
23BR00542,S1254,6.0,,.,54,2,0,191,3.5,1,187,1010,W,1,,07,186,1122,4.0,194,1228,3.5
23BR00543,S1267,6.0,,.,54,2,0,190,3.5,2,180,1010,W,1,,07,184,1122,4.5,190,1228,4.5
23BR00544,S1289,6.0,,TIGHTBAG,60,2,0,155,3.0,1,160,1010,W,1,,42,168,1122,3.5,178,1228,3.5
23BR00545,S1319,6.0,,.,58,2,0,204,3.5,2,196,1010,W,1,,43,199,1122,4.0,191,1228,3.5
23BR00546,S1328,6.0,,.,60,2,0,168,3.0,2,176,1011,W,1,,07,184,1122,3.0,194,1228,3.5
23BR00547,S1336,6.0,,.,55,2,0,177,3.0,1,179,1010,W,1,,07,185,1122,3.5,193,1228,3.5
23BR00548,S1341,6.0,,.,62,2,0,172,3.0,2,166,1010,W,1,,07,175,1122,3.5,187,1228,3.5
23BR00549,S1355,6.0,,.,61,2,0,206,4.0,2,205,1010,W,1,,42,210,1122,3.5,216,1228,4.0
23BR00550,S1365,6.0,,.,52,2,0,197,3.5,1,195,1010,W,1,,07,198,1122,4.0,198,1228,4.0
23BR00551,S1374,6.0,,.,58,2,0,167,3.0,1,174,1010,W,1,,43,175,1122,3.5,189,1228,4.0
23BR00552,S1443,6.0,,.,56,2,0,167,3.5,1,167,1010,W,1,,07,182,1122,3.5,187,1228,4.0
23BR00553,S1452,6.0,,.,58,2,0,179,3.5,1,174,1011,W,1,,07,186,1122,3.5,200,1228,3.5
23BR00554,S1495,6.0,,.,63,2,0,144,3.0,1,146,1010,W,6,10,07,164,1122,2.5,,,
23BR00555,S1555,5.0,,.,52,2,0,132,3.0,2,146,1010,W,1,,07,147,1122,3.5,160,1228,3.5
23BR00556,S1562,5.0,,.,53,2,0,152,3.0,1,150,1010,W,1,,07,161,1122,3.5,173,1228,3.5
23BR00557,S1578,5.0,,Has Y0089,57,2,0,156,3.5,1,157,1010,W,1,,42,156,1122,3.0,160,1228,4.0
23BR00558,S1594,5.0,,RSBLOODY,60,2,0,168,3.0,2,166,1011,W,1,,42,163,1122,3.0,172,1228,3.5
23BR00559,S1604,5.0,,.,57,2,0,211,4.0,2,200,1011,W,1,,42,205,1122,4.0,213,1228,4.0
23BR00560,S1631,5.0,,.,56,2,0,184,3.5,2,169,1010,W,1,,07,187,1122,3.5,198,1228,4.0
23BR00561,S1639,5.0,,SMBAG,54,2,0,204,3.5,1,216,1010,W,1,,42,209,1122,4.0,218,1228,4.0
23BR00562,S1650,5.0,,CHUNKY,56,2,0,188,4.0,1,186,1010,W,1,,07,201,1122,4.0,215,1228,4.0
23BR00563,S1651,5.0,,.,64,2,0,164,3.5,1,164,1010,W,1,,07,183,1122,4.0,193,1228,4.0
23BR00564,S1656,5.0,,.,57,2,0,176,3.5,2,172,1010,W,1,,42,172,1122,4.0,178,1228,3.5
23BR00565,S1665,5.0,,.,57,2,0,162,3.5,H,163,1011,W,1,,42,161,1122,3.5,165,1228,3.0
23BR00566,S1692,5.0,,.,56,2,0,183,3.5,1,187,1011,W,1,,42,188,1122,4.0,202,1228,4.0
23BR00567,S1711,5.0,,.,63,2,0,215,3.5,1,208,1011,W,1,,42,217,1122,3.5,221,1228,4.0
23BR00568,S1753,5.0,,.,56,2,0,201,3.5,2,189,1010,W,1,,07,210,1122,4.5,213,1228,4.0
23BR00569,S1792,5.0,,.,61,2,0,186,3.5,1,184,1011,W,1,,42,200,1122,4.0,207,1228,4.0
23BR00570,S1794,5.0,,.,57,2,0,188,4.0,2,191,1010,W,1,,42,186,1122,3.5,185,1228,4.0
23BR00571,S1826,5.0,,.,56,2,0,162,3.5,2,164,1010,W,1,,07,179,1122,3.5,197,1228,4.0
23BR00572,S1845,5.0,,.,61,2,0,202,3.5,2,205,1010,W,1,,42,200,1122,3.5,208,1228,4.0
23BR00573,S1880,5.0,,.,55,2,,162,3.0,1,168,1011,W,1,,42,189,1122,4.0,196,1228,4.0
23BR00574,S1887,5.0,,.,53,2,0,183,3.0,2,186,1010,W,1,,07,197,1122,4.0,207,1228,4.0
23BR00575,S1888,5.0,,.,52,2,0,174,3.0,1,177,1010,W,1,,07,171,1122,3.5,179,1228,4.0
23BR00576,S1904,5.0,,.,62,2,0,165,3.0,2,163,1010,W,1,,07,180,1122,3.5,187,1228,4.0
23BR00577,S1921,5.0,,.,52,2,0,175,3.5,2,186,1010,W,1,,07,184,1122,4.0,187,1228,4.0
23BR00578,S1928,5.0,,.,52,2,0,190,4.0,D,184,1010,W,1,,07,194,1122,4.0,200,1228,4.0
23BR00579,S1961,4.0,,.,53,2,0,165,3.0,1,158,1010,W,1,,07,180,1122,4.0,186,1228,4.0
23BR00580,S1976,4.0,,.,53,2,0,164,3.0,1,175,1010,W,1,,07,191,1122,3.0,200,1228,3.5
23BR00581,S1979,4.0,,.,59,2,,185,3.5,2,179,1011,W,1,,07,188,1122,4.0,194,1228,4.0
23BR00582,S1987,4.0,,.,61,2,0,166,3.5,2,168,1010,W,1,,07,174,1122,4.0,183,1228,4.0
23BR00583,S2008,4.0,,SMBAG,58,2,0,185,3.5,1,180,1011,W,1,,07,186,1122,3.5,201,1228,4.0
23BR00584,S2034,4.0,,FROM DRY,60,2,0,167,3.5,1,165,1010,W,1,,42,169,1122,3.5,176,1228,4.0
23BR00585,S2038,4.0,,.,53,2,0,145,3.0,2,154,1010,W,1,,07,163,1122,4.0,168,1228,4.0
23BR00586,S2039,4.0,,.,53,2,0,144,3.0,2,150,1011,W,1,,07,162,1122,3.5,166,1228,3.5
23BR00587,S2058,4.0,,.,59,2,0,202,3.5,H,190,1010,W,1,,07,199,1122,4.0,207,1228,4.5
23BR00588,S2061,4.0,,.,62,2,0,195,3.5,2,199,1010,W,1,,07,194,1122,4.0,198,1228,3.5
23BR00589,S2063,4.0,,.,55,2,0,154,3.0,2,155,1010,W,1,,07,173,1122,4.0,178,1228,4.0
23BR00590,S2070,4.0,,.,54,2,0,177,3.5,1,180,1011,W,1,,07,185,1122,3.5,194,1228,4.0
23BR00591,S2075,4.0,,.,64,2,,213,3.5,2,210,1010,W,1,,07,221,1122,4.0,228,1228,4.5
23BR00592,S2083,4.0,,.,55,2,0,176,3.0,2,183,1011,W,1,,07,190,1122,4.0,196,1228,3.5
23BR00593,S2100,4.0,,SMBAG VERY FA,61,2,0,250,4.0,1,243,1010,W,1,,07,241,1122,4.0,251,1228,4.0
23BR00594,S2106,4.0,,.,57,2,0,157,3.5,1,160,1010,W,1,,43,175,1122,4.0,190,1228,4.0
23BR00595,S2112,4.0,,BRNSPOTNECK,58,2,,206,4.0,2,204,1010,W,1,,43,197,1122,4.0,212,1228,4.0
23BR00596,S2139,4.0,,.,53,2,0,186,4.0,2,188,1011,W,1,,07,199,1122,4.0,205,1228,4.5
23BR00597,S2143,4.0,,2@ONCE,62,2,,175,3.0,2,174,1010,W,1,,07,195,1122,3.5,198,1228,3.5
23BR00598,S2198,4.0,,.,53,2,0,180,3.0,1,196,1010,W,1,,07,215,1122,4.0,212,1228,3.5
23BR00599,S2217,4.0,,"+Y0441, Y0442",60,2,0,166,4.0,2,163,1011,W,1,,07,168,1122,4.0,175,1228,4.0
23BR00600,S2234,4.0,,.,55,2,0,172,3.5,1,169,1011,W,1,,07,175,1122,3.5,182,1228,4.0
23BR00601,S2236,4.0,,.,52,2,0,217,4.0,1,220,1010,W,1,,07,223,1122,4.5,232,1228,4.5
23BR00602,S2241,4.0,,.,58,2,0,155,3.0,2,156,1011,W,1,,07,162,1122,3.5,179,1228,3.5
23BR00603,S2248,4.0,,.,63,2,0,227,4.0,2,223,1010,W,1,,42,224,1122,4.0,240,1228,4.5
23BR00604,S2269,4.0,,.,57,2,0,191,3.5,1,201,1011,W,1,,43,198,1122,4.0,208,1228,4.0
23BR00605,S2273,4.0,,.,57,2,0,184,3.5,1,184,1010,W,1,,07,186,1122,4.0,204,1228,4.0
