UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
15BR00001,H4591,6.0,,,29,1,,180,1,W,1,,30,179,1109,190,0204
15BR00002,H4823,6.0,,Saved; nice,29,1,,220,1,W,1,,30,220,1109,257,0204
15BR00003,H4891,6.0,,BLOODLSD.OKNO,31,1,,135,1,W,1,,30,147,1109,158,0204
15BR00004,H5213,6.0,,Missed'15Spwt,32,1,,139,1,W,1,,30,141,1109,166,0204
15BR00005,H5319,6.0,,TerminalOnly,32,1,,184,2,W,1,,30,191,1109,10,0204
15BR00006,H5430,6.0,,,30,1,,153,1,W,1,,30,155,1109,177,0204
15BR00007,H5484,6.0,,RP,29,1,,174,2,W,1,,30,183,1109,220,0204
15BR00008,H5570,5.0,,.,30,1,0,166,1,W,1,,30,166,1109,200,0204
15BR00009,H5592,5.0,,4TEATS,32,1,0,150,2,W,1,,30,153,1109,179,0204
15BR00010,H5686,5.0,,In 10-25-13,32,1,0,152,2,W,1,,30,158,1109,185,0204
15BR01088,Z2467,1.0,,NICE LAMB,11,1,,172,H,W,1,,97,166,1109,175,0204
15BR01089,Z2472,1.0,,NICE LAMB,13,1,0,139,H,W,1,,97,144,1109,149,0204
15BR01090,Z2476,1.0,,.,19,1,0,130,D,W,1,,CM,131,1109,133,0204
15BR01091,Z2530,1.0,,MYO AA,20,1,0,151,D,W,1,,CM,155,1109,160,0204
15BR01092,Z2573,1.0,,ADR.Slow,12,1,0,165,H,W,1,,97,152,1109,161,0204
15BR01093,Z2584,1.0,,SM.BAG,13,1,,165,D,W,1,,97,163,1109,163,0204
15BR01094,Z2592,1.0,,2ND BLKNECK,16,1,0,165,D,W,1,,CM,166,1109,172,0204
15BR01095,Z2642,1.0,,Infection,13,1,0,144,D,W,1,,CM,146,1109,143,0204
15BR01096,Z2670,1.0,,.,18,1,0,147,D,W,1,,CM,155,1109,149,0204
15BR01097,Z0984,3.0,,WtwinMissed,BR2,5,0,,,W,1,,,,,,0204
