UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
17BR00001,H6539,6.0,,INCR.RR,38,1,0,161,1,W,1,,30,167,1106,173,0126
17BR00002,H6597,6.0,,SRS.MORE,39,1,0,173,1,W,1,,30,162,1106,197,0126
17BR00003,H6601,6.0,,4TEATS,38,1,0,185,1,W,1,,30,174,1106,189,0126
17BR00004,H6632,6.0,,TerminalOnly,35,1,0,158,1,W,1,,30,156,1106,160,0126
17BR00005,H6634,6.0,,TerminalOnly,37,1,0,139,1,W,1,,30,136,1106,156,0126
17BR00006,H6671,6.0,,TerminalOnly,35,1,0,160,2,W,1,,30,147,1106,160,0126
17BR00007,H6672,6.0,,TerminalOnly,35,1,0,193,2,W,1,,30,186,1106,210,0126
17BR00008,H6680,6.0,,TerminalOnly,39,1,0,206,1,W,1,,30,195,1106,230,0126
17BR00009,H6729,6.0,,TerminalOnly,35,1,0,172,1,W,1,,30,162,1106,194,0126
17BR00010,H6739,6.0,,Bad eye,35,1,0,144,1,W,1,,30,143,1106,158,0126
17BR01376,R8459,7.0,,Schneider,36,1,,180,1,W,1,,07,180,1122,177,0111
17BR01377,R8478,7.0,,Schneider,36,1,,201,1,W,1,,07,201,1122,188,0111
17BR01378,R8490,7.0,,Schneider,36,1,,198,D,W,1,,07,218,1122,205,0111
17BR01379,R8495,7.0,,Schneider,36,1,,178,2,W,1,,07,191,1122,196,0111
17BR01380,R8529,7.0,,Schneider,36,1,,168,2,W,1,,07,182,1122,179,0111
17BR01381,R8550,7.0,,Schneider,36,1,,175,D,W,1,,07,180,1122,172,0111
17BR01382,R8570,7.0,,Schneider,36,1,,160,1,W,1,,07,169,1122,158,0111
17BR01383,R8621,7.0,,Schneider,36,1,,160,1,W,1,,07,173,1122,179,0111
17BR01384,T3146,7.0,,Schneider,36,1,,175,2,W,1,,02,194,1122,217,0130
17BR01385,T3176,7.0,,Schneider,36,1,,153,2,W,1,,02,162,1122,162,0111
