UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BCS_FALL,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,BCS_NOV,WTWIN,WDAYW,BCS_WIN
23BR00001,A0009,5.0,,LambedInJuly,39,1,0,211,4.5,1,211,1010,W,1,,30,216,1115,5.0,216,1228,4.5
23BR00002,A0059,5.0,,WARTS,39,1,7,157,3.0,1,155,1010,W,1,,30,171,1115,3.5,175,1228,4.0
23BR00003,A0309,5.0,,.,38,1,,209,4.0,1,212,1011,W,1,,30,210,1115,4.0,228,1228,4.0
23BR00004,A0311,5.0,,.,39,1,7,198,4.0,1,200,1010,W,1,,30,209,1115,4.0,217,1228,4.5
23BR00005,A0327,5.0,,CHUNKSBS,39,1,,186,3.5,1,187,1011,W,1,,30,201,1115,4.0,210,1228,4.0
23BR00006,A0354,4.0,,.,37,1,0,188,3.5,2,189,1010,W,1,,30,208,1115,4.0,199,1228,4.0
23BR00007,A0356,4.0,,.,42,1,7,173,3.0,1,171,1010,W,1,,30,179,1115,3.5,190,1228,3.5
23BR00008,A0363,4.0,,.,41,1,,165,3.5,1,175,1010,W,1,,30,168,1115,4.0,173,1228,4.0
23BR00009,A0370,4.0,,.,38,1,0,178,4.0,1,172,1010,W,1,,30,176,1115,4.0,196,1228,4.0
23BR00010,A0389,4.0,,.,41,1,,174,3.5,1,168,1010,W,1,,30,177,1115,3.5,190,1228,3.5
23BR01393,Z9944,1.0,A,.,7,1,,185,4.0,D,186,1010,W,1,,97,213,1115,4.0,207,0104,4.0
23BR01394,Z9946,1.0,A,.,10,1,,132,3.0,H,146,1010,W,1,,97,174,1115,3.0,166,0104,3.5
23BR01395,Z9957,1.0,,.,34,1,,152,3.0,H,166,1011,W,1,,SC,178,1115,3.0,189,1228,3.5
23BR01396,Z9965,1.0,A,.,13,1,,177,3.5,D,185,1010,W,1,,97,201,1115,3.5,162,0104,2.5
23BR01397,Z9972,1.0,A,.,32,1,0,140,3.0,H,149,1010,W,1,,S3,149,1115,4.0,173,1228,4.0
23BR01398,Z9989,1.0,A,.,31,1,,120,3.0,H,121,1010,W,1,,C3,129,1115,3.0,151,1228,4.0
23BR01399,Z9994,1.0,,.,36,1,,184,4.0,1,188,1011,W,1,,00,188,1115,3.5,196,1228,4.0
23BR01400,Z9999,1.0,,.,36,1,,164,3.5,1,164,1010,W,1,,00,177,1115,3.5,189,1228,4.0
23BR01401,Y0321,3.0,,LT/warts?,44,1,,109,2.5,H,113,1010,W,1,,Kt,129,1128,4.0,122,0104,4.0
23BR01402,T7505,3.0,,From culls,46,2,0,185,3.5,1,188,1010,W,1,,02,193,1122,4.0,209,1228,4.0
