UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
16BR00001,H5570,6.0,,.,40,1,0,169,1,W,1,,30,168,1107,171,0110
16BR00002,H5592,6.0,,4TEATS,40,1,0,155,2,W,1,,30,147,1107,150,0110
16BR00003,H5686,6.0,,TerminalOnly,43,1,0,154,2,W,1,,30,150,1107,166,0110
16BR00004,H5696,6.0,,RSDBLOODY,39,1,0,174,2,W,1,,30,180,1107,174,0110
16BR00005,H5706,6.0,,4TEATS,41,1,0,164,1,W,1,,30,168,1107,174,0110
16BR00006,H5730,6.0,,SRS.MORE,38,1,0,187,1,W,1,,30,195,1107,194,0110
16BR00007,H5768,6.0,,TerminalOnly,39,1,0,171,1,W,1,,30,161,1107,169,0110
16BR00008,H5842,6.0,,Bret Grp 3,42,1,0,175,1,W,1,,30,171,1107,175,0110
16BR00009,H5843,6.0,,In 10-25-13,41,1,0,152,1,W,1,,30,154,1107,163,0110
16BR00010,H5844,6.0,,WARTSBUTOK,39,1,0,173,1,W,1,,30,167,1107,171,0110
16BR01237,Z4119,0.0,,Jarvis,e2,4,,,,,1,,97,127,1123,,
16BR01238,Z4120,0.0,,Jarvis,e1,4,,,,,1,,97,120,1123,,
16BR01239,Z4121,0.0,,Jarvis,e1,4,,,,,1,,97,118,1123,,
16BR01240,Z4122,0.0,,Jarvis,e2,4,,,,,1,,97,110,1123,,
16BR01241,Z4123,0.0,,Jarvis,e1,4,,,,,1,,97,120,1123,,
16BR01242,Z4124,0.0,,Jarvis,e2,4,,,,,1,,97,105,1123,,
16BR01243,Z4125,0.0,,Jarvis,e1,4,,,,,1,,97,136,1123,,
16BR01244,Z4126,0.0,,Jarvis,e1,4,,,,,1,,97,120,1123,,
16BR01245,Z4127,0.0,,Jarvis,e2,4,,,,,1,,97,110,1123,,
16BR01246,Z4128,0.0,,Jarvis,e1,4,,,,,1,,97,130,1123,,
