UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BCS_FALL,BAND,WTOCT,DAYOCT,WORK,PD,DISP,STM,WTNOV,WDAYN,BCS_NOV,WTWIN,WDAYW,BCS_WIN
21BR00001,A0049,3.0,,.,34,1,0,157,3.5,2,163,1006,W,1,,30,171,1105,4.0,195,0105,4.0
21BR00002,A0059,3.0,,.,36,1,7,167,4.0,1,177,1006,W,1,,30,178,1105,4.0,228,0105,4.0
21BR00003,A0073,3.0,,WARTS,41,1,,208,3.5,2,215,1006,W,1,,30,209,1105,4.5,241,0105,4.5
21BR00004,A0103,3.0,,ScoursTx,38,1,,162,3.0,1,175,1006,W,1,,30,173,1105,4.5,201,0105,4.0
21BR00005,A0106,3.0,,.,40,1,0,172,3.5,2,167,1007,W,1,,30,164,1105,4.5,191,0105,4.0
21BR00006,A0110,3.0,,CHUNKYMILKRS,35,1,0,167,3.5,1,172,1006,W,1,,30,176,1105,4.0,199,0105,3.5
21BR00007,A0164,3.0,,.,39,1,,204,4.5,1,202,1006,W,1,,30,205,1105,5.0,251,0105,5.0
21BR00008,A0175,3.0,,WARTS,34,1,0,174,4.0,1,177,1007,W,1,,30,180,1105,4.0,201,0105,4.5
21BR00009,A0184,3.0,,.,41,1,0,167,3.5,1,165,1006,W,1,,30,175,1105,4.0,208,0105,4.0
21BR00010,A0187,3.0,,LT,36,1,0,197,4.0,1,201,1006,W,1,,30,198,1105,4.5,228,0105,4.5
21BR01352,Y0147,1.0,,In 10-29-21,72,5,,,,,118,1006,W,1,,Kt,127,1119,4.0,119,0104,4.5
21BR01353,Y0148,2.0,,In 10-25-21,73,5,,,,,106,1006,W,1,,Kt,127,1119,4.0,110,0104,4.0
21BR01354,Y0149,1.0,,In 10-20-21,72,5,,,,,111,1006,W,1,,Kt,130,1119,4.0,,,
21BR01355,Y0150,1.0,,In 10-20-21,73,5,,,,,129,1006,W,1,,Kt,140,1119,4.0,122,0104,4.5
21BR01356,Y0151,1.0,,In 10-29-21,72,5,,,,,125,1006,W,1,,Kt,139,1119,4.0,130,0104,4.5
21BR01357,Y0152,3.0,,In 10-25-21,73,5,,,,,114,1006,W,1,,Kt,132,1119,4.0,123,0104,4.5
21BR01358,Y0153,3.0,,In 10-25-21,73,5,,,,,135,1006,W,1,,Kt,144,1119,4.0,134,0104,3.5
21BR01359,A0009,3.0,,,34,1,,215,3.5,,216,1007,W,1,,30,213,1105,5.0,239,0105,5.0
21BR01360,Z7591,1.0,,,4,,,212,3.5,,221,1006,W,1,,00,222,1105,4.0,245,0105,4.5
21BR01361,K5370,1.0,,FallwtMissed,1,,,,,2,,,W,1,,06,174,1119,4.5,199,0105,4.0
