UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FALLWT,BAND,WORK,PD,DISP,STM,WTNOV,WDAYN,WTWIN,WDAYW
08BR00001,00116,8.0,18,OVX,,O,2,0,5,,6,42,07,,,,
08BR00002,00148,8.0,18,L.SPOILED,,3,0,0,1,,3,93,07,,,,
08BR00003,00197,8.0,18,DYSTOCIA,,1,0,198,1,,1,93,07,198,1110,0,
08BR00004,00483,8.0,18,"F2, OVX",,O,2,0,5,,3,93,07,,,,
08BR00005,00545,8.0,18,NICE,,1,0,0,1,,7,97,07,,,,
08BR00006,00571,8.0,18,OVX,,O,2,0,5,,6,42,43,,,,
08BR00007,00589,8.0,6T,DYSTOCIA,,3,0,0,2,,3,93,06,,,,
08BR00008,00657,8.0,88,LTS,,3,0,0,5,,3,93,30,,,,
08BR00009,00677,8.0,18,LUMP IN BAG,,1,0,192,2,,1,93,07,192,1110,0,
08BR00010,00678,8.0,18,"F2, OVX",,O,2,0,5,,6,42,07,,,,
08BR02863,Z9628,5.0,00,LG.BAG,AI,1,0,199,2,,1,,01,199,1110,186,0127
08BR02864,Z9673,5.0,00,,,3,7,0,T,,6,01,33,,,,
08BR02865,Z9708,5.0,00,SICK.PEN,,1,7,0,T,,1,01,33,,,,
08BR02866,Z9747,5.0,00,LAME TX.,br1,1,7,0,T,,1,,33,208,1110,0,
08BR02867,Z9857,5.0,97,MASTITIS,,1,0,0,B,,3,93,97,,,,
08BR02868,Z9898,5.0,00,,,1,0,0,2,,O,,01,154,1110,157,0127
08BR02869,Z9915,5.0,97,CULL EWE,,1,0,0,B,,3,93,97,,,,
08BR02870,Z9924,5.0,00,OK (L.EYE),br2,1,7,0,2,,1,,33,0,,,
08BR02871,Z9985,5.0,00,MILK 1or2,AI,1,0,202,2,,1,,01,202,1110,184,0127
08BR02872,R6693,1.0,18,,57,2,0,0,,,1,,07,0,,149,0204
