UID,ETAG,LINE,RMK,IDX,PD,TRTPEN,CUWT,BPEN,BRAND,PREGPEN,W1018,W1207,IDZ65,CLR,STM,DIETPEN
09EW00041,X7283,,.,,1,,80,e7,,,,118,,5,CS,
09EW00042,X7285,,BRN/GREYSMUT,,1,,107,e13,,,,126,,5,SC,
09EW00043,X7286,,BRN/GREYSMUT,,1,,108,e7,,,,138,,5,SC,
09EW00044,X7290,,E2E,,1,,124,e12,,,,140,,5,S3,
09EW00045,X7293,,4TEATS,,1,,92,e14,,,,108,,5,C3,
09EW00046,X7297,,.,,1,,93,e10,,,,106,,5,T3,
09EW00047,X7299,,WHITESPT.TAIL,,1,,143,e3,,,,184,,9,BL,
09EW00048,K4428,,.,,1,,83,e5,,,,96,,1,06,
09EW00049,T2375,,.,,1,,96,T3,,,,120,,1,02,
09EW00050,T2378,,.,,1,,100,T3,,,,113,,1,02,
09EW00051,X7310,,LAME,,1,,121,e12,,,,146,,5,S3,
09EW00052,T2381,,.,,1,,118,T3,,,,124,,1,02,
09EW00053,X7309,,ENTROPION,,1,,104,e2,,,,110,,6,97,
09EW00054,T2383,,.,,1,,86,T3,,,,98,,1,02,
09EW00055,T2384,,.,,1,,89,T3,,,,96,,1,02,
09EW00056,X7316,,.,,1,,94,e14,,,,100,,1,C3,
09EW00057,X7323,,BRN.SMUT,,1,,82,,,,,,,5,00,
09EW00058,X7324,,WHITETAILTIP,,1,,85,e3,,,,126,,9,BL,
09EW00059,T2388,,.,,1,,112,T2,,,,130,,1,02,
09EW00060,T2392,,.,,1,,74,T3,,,,85,,1,02,
09EW00061,X7334,,.,,1,,94,e10,,,,113,,5,T3,
09EW00062,T2394,,.,,1,,90,T2,,,,122,,1,02,
09EW00063,T2397,,.,,1,,88,T3,,,,121,,1,02,
09EW00064,X7339,,.,,1,,116,e9,,,,138,,6,97,
09EW00065,X7350,,ENTROPION,,1,,129,e8,,,,165,,1,T3,
09EW00066,T2403,,PINK,,1,,89,T1,,,,111,,1,02,
09EW00067,X7355,,.,,1,,123,e2,,,,126,,1,TC,
09EW00068,K4439,,4TEATS,,1,,89,e5,,,,93,,2,06,
09EW00069,T2415,,4TEATS,,1,,82,T2,,,,113,,1,02,
09EW00070,X7358,,.,,1,,100,e12,,,,114,,5,S3,
09EW00071,X7359,,4.E,,1,,103,e14,,,,124,,1,C3,
09EW00072,T2418,,.,,1,,86,T2,,,,118,,1,02,
09EW00073,T2419,,.,,1,,99,T3,,,,122,,1,02,
09EW00074,X7369,,ENTROPION,,1,,118,e8,,,,129,,5,T3,
09EW00075,T2422,,.,,1,,104,T1,,,,124,,1,02,
09EW00076,K4445,,4.E2E,,1,,87,V2,,,,107,,1,06,
09EW00077,T2426,,.,,1,,94,T2,,,,113,,1,02,
09EW00078,X7378,,.,,1,,110,e1,,,,111,,5,TS,
09EW00079,T2428,,.,,1,,105,T3,,,,134,,1,02,
09EW00080,K4446,,.,,1,,107,e5,,,,114,,1,06,
09EW00081,K4449,,.,,1,,92,e5,,,,105,,1,06,
09EW00082,T2432,,4TEATS,,1,,86,T2,,,,99,,1,02,
09EW00083,T2433,,.,,1,,114,T2,,,,135,,1,02,
09EW00084,T2434,,.,,1,,77,T2,,,,96,,1,02,
09EW00085,T2435,,.,,1,,103,T1,,,,125,,1,02,
09EW00086,T2436,,.,,1,,87,T3,,,,107,,1,02,
09EW00087,T2437,,4TEATS,,1,,96,T2,,,,120,,1,02,
09EW00088,K4450,,4TEATS,,1,,92,e2,,,,103,,1,06,
09EW00089,K4451,,4TEATS,,1,,79,e4,,,,97,,1,06,
09EW00090,T2440,,.,,1,,98,T2,,,,106,,1,02,
09EW00091,T2441,,4TEATS,,1,,84,T1,,,,92,,1,02,
09EW00092,X7383,,4TEATS,,1,,125,,,,,,,4,00,
09EW00093,H4569,,.,,1,,87,e16,,,,123,,1,30,
09EW00094,X7384,,.,,1,,96,e11,,,,121,,6,97,
09EW00095,K4453,,.,,1,,104,e5,,,,114,,1,06,
09EW00096,K4454,,.,,1,,87,e2,,,,105,,1,06,
09EW00097,K4455,,4TEATS,,1,,95,e4,,,,112,,1,06,
09EW00098,X7387,,4TEATS,,1,,93,e12,,,,112,,5,S3,
09EW00099,T2439,,.,,1,,88,T2,,,,98,,1,02,
09EW00100,T2445,,4TEATS,,1,,88,T1,,,,117,,1,02,
09EW00101,X7389,,.,,1,,90,e12,,,,130,,5,S3,
09EW00102,K4457,,4TEATS,,1,,86,e4,,,,98,,1,06,
09EW00103,R7439,,4TEATS,,1,,82,e22,,,,101,,1,07,
09EW00104,X7394,,.,,1,,113,e7,,,,139,,5,CS,
09EW00105,X7397,,.,,1,,125,e9,,,,141,,6,97,
09EW00106,T2455,,E LAME,,1,,92,T1,,,,110,,1,02,
09EW00107,R7440,,.,,1,,87,e22,,,,113,,1,07,
09EW00108,X7398,,.,,1,,89,e2,,,,87,,6,97,
09EW00109,X7399,,.,,1,,89,e1,,,,97,,6,97,
09EW00110,K4460,,4TEATS,,1,,120,e4,,,,138,,1,06,
09EW00111,T2460,,.,,1,,74,T3,,,,95,,1,02,
09EW00112,K4461,,.,,1,,113,e4,,,,126,,1,06,
09EW00113,X7404,,.,,1,,108,e14,,,,108,,1,C3,
09EW00114,T2463,,2 @ ONCE,,1,,81,T1,,,,99,,1,02,
09EW00115,T2465,,NICE LAMB,,1,,80,T2,,,,100,,1,02,
09EW00116,T2466,,.,,1,,79,T2,,,,100,,1,02,
09EW00117,T2467,,.,,1,,90,T1,,,,119,,1,02,
09EW00118,T2470,,4TEATS,,1,,77,T3,,,,98,,1,02,
09EW00119,T2471,,.,,1,,103,T2,,,,124,,1,02,
09EW00120,T2472,,.,,1,,72,T2,,,,82,,1,02,
09EW00121,X7414,,.,,1,,90,e11,,,,123,,6,97,
09EW00122,X7425,,NICE LAMB,,1,,109,e13,,,,140,,5,SC,
09EW00123,T2477,,.,,1,,83,T3,,,,105,,1,02,
09EW00124,X7427,,4TEATS,,1,,103,e10,,,,116,,1,T3,
09EW00125,X7431,,ENTROPION,,1,,124,e9,,,,145,,6,97,
09EW00126,X7433,,4TEATS,,1,,128,e13,,,,164,,5,SC,
09EW00127,T2484,,.,,1,,112,T2,,,,128,,1,02,
09EW00128,T2485,,.,,1,,99,T3,,,,104,,1,02,
09EW00129,T2490,,.,,1,,101,T3,,,,123,,1,02,
09EW00130,T2491,,.,,1,,109,T3,,,,106,,1,02,
09EW00131,X7438,,.,,1,,100,e8,,,,130,,5,T3,
09EW00132,X7439,,.,,1,,90,e8,,,,113,,2,T3,
09EW00133,X7451,,.,,1,,100,e2,,,,104,,2,TC,
09EW00134,X7453,,.,,1,,114,e11,,,,142,,6,97,
09EW00135,T2494,,E2E,,1,,97,T3,,,,130,,1,02,
09EW00136,T2497,,.,,1,,95,T1,,,,116,,1,02,
09EW00137,X7434,,.,,1,,82,e2,,,,81,,1,TC,
09EW00138,X7435,,.,,1,,88,e11,,,,104,,1,TC,
09EW00139,T2487,,.,,1,,122,T1,,,,157,,1,02,
09EW00140,L0005,,.,,1,,77,e6,,,,93,,5,PC,
09EW00141,T2488,,.,,1,,85,T2,,,,116,,1,02,
09EW00142,T2489,,.,,1,,94,T2,,,,120,,1,02,
09EW00143,K4488,,4TEATS,,1,,98,e1,,,,112,,1,06,
09EW00144,T2518,,.,,1,,104,T3,,,,119,,1,02,
09EW00145,X7466,,.,,1,,88,e2,,,,114,,6,97,
09EW00146,T2519,,.,,1,,92,T3,,,,126,,1,02,
09EW00147,T2520,,.,,1,,92,T3,,,,118,,1,02,
09EW00148,T2521,,MAYBE PULLED,,1,,128,T2,,,,160,,1,02,
09EW00149,T2523,,.,,1,,98,T3,,,,98,,1,02,
09EW00150,T2524,,ABSCESS FOOT,,1,,100,T3,,,,133,,1,02,
09EW00151,X7471,,.,,1,,114,e13,,,,138,,5,SC,
09EW00152,T2525,,.,,1,,94,T3,,,,115,,1,02,
09EW00153,T2498,,.,,1,,107,T3,,,,154,,1,02,
09EW00154,T2500,,.,,1,,94,T1,,,,128,,1,02,
09EW00155,K4473,,.,,1,,76,e2,,,,78,,1,06,
09EW00156,K4474,,.,,1,,90,e4,,,,110,,1,06,
09EW00157,T2501,,.,,1,,94,T2,,,,112,,1,02,
09EW00158,K4475,,.,,1,,102,e1,,,,122,,1,06,
09EW00159,T2504,,.,,1,,108,T3,,,,132,,1,02,
09EW00160,X7458,,2ND RF LAME,,1,,97,e13,,,,107,,5,SC,
09EW00161,T2508,,HAIRY,,1,,90,T2,,,,113,,1,02,
09EW00162,T2509,,WEAK LAMB,,1,,58,T2,,,,73,,1,02,
09EW00163,K4482,,.,,1,,103,e5,,,,113,,1,06,
09EW00164,H4571,,.,,1,,91,e15,,,,105,,1,30,
09EW00165,X7463,,NICE LAMB,,1,,133,e2,,,,156,,6,97,
09EW00166,X7464,,.,,1,,105,e9,,,,132,,6,97,
09EW00167,T2514,,.,,1,,91,T3,,,,96,,1,02,
09EW00168,T2515,,.,,1,,98,T2,,,,100,,1,02,
09EW00169,T2516,,.,,1,,113,T1,,,,144,,1,02,
09EW00170,T2530,,.,,1,,92,T3,,,,113,,1,02,
09EW00171,T2531,,4TEATS,,1,,95,T1,,,,117,,1,02,
09EW00172,T2532,,.,,1,,93,T1,,,,121,,1,02,
09EW00173,X7474,,.,,1,,114,e14,,,,126,,3,C3,
09EW00174,T2533,,.,,1,,104,T3,,,,150,,1,02,
09EW00175,K4494,,.,,1,,89,e4,,,,112,,1,06,
09EW00176,X7475,,BLACK,,1,,110,e3,,,,145,,9,BL,
09EW00177,T2542,,.,,1,,91,T3,,,,102,,1,02,
09EW00178,L0007,,.,,1,,91,e6,,,,100,,3,PC,
09EW00179,T2547,,.,,1,,86,T1,,,,102,,1,02,
09EW00180,T2549,,.,,1,,88,T1,,,,95,,1,02,
09EW00181,T2552,,.,,1,,114,T1,,,,134,,1,02,
09EW00182,X7479,,.,,1,,79,e1,,,,90,,5,TS,
09EW00183,X7480,,4.E,,1,,82,e1,,,,78,,5,TS,
09EW00184,T2553,,.,,1,,100,T3,,,,112,,1,02,
09EW00185,T2557,,.,,1,,96,T2,,,,113,,1,02,
09EW00186,T2558,,ENTROPION,,1,,98,T2,,,,104,,1,02,
09EW00187,K4498,,ENTROPION,,1,,112,e4,,,,136,,1,06,
09EW00188,R7444,,.,,1,,87,M2,,,,112,,3,07,
09EW00189,T2560,,.,,1,,93,T3,,,,108,,1,02,
09EW00190,X7515,,.,,1,,72,e8,,,,87,,1,T3,
09EW00191,X7516,,4TEATS,,1,,89,e10,,,,93,,1,T3,
09EW00192,X7517,,.,,1,,99,e11,,,,126,,6,97,
09EW00193,X7487,,BLACK,,1,,105,e3,,,,145,,9,BL,
09EW00194,K4499,,.,,1,,109,e5,,,,119,,1,06,
09EW00195,K4500,,4TEATS,,1,,118,e4,,,,143,,1,06,
09EW00196,X7491,,E TRT EYE ULC,,1,,85,e2,,,,76,,1,TC,
09EW00197,X7492,,.,,1,,106,e9,,,,120,,2,TC,
09EW00198,H4577,,.,,1,,97,e16,,,,121,,1,30,
09EW00199,X7495,,.,,1,,89,e1,,,,93,,5,TS,
09EW00200,X7496,,.,,1,,92,e1,,,,104,,5,TS,
09EW00201,X7497,,.,,1,,102,e11,,,,120,,6,97,
09EW00202,T2563,,.,,1,,120,T3,,,,151,,1,02,
09EW00203,T2565,,.,,1,,76,T1,,,,95,,1,02,
09EW00204,T2567,,E2E,,1,,91,T3,,,,111,,1,02,
09EW00205,T2570,,.,,1,,104,T1,,,,130,,1,02,
09EW00206,X7499,,ENTROPION,,1,,122,e13,,,,146,,5,SC,
09EW00207,T2572,,.,,1,,74,T1,,,,91,,1,02,
09EW00208,T2574,,.,,1,,89,T3,,,,122,,1,02,
09EW00209,X7503,,.,,1,,87,,,,,,,5,00,
09EW00210,H4584,,.,,1,,76,e17,,,,99,,1,30,
09EW00211,T2577,,1ST,,1,,81,T1,,,,120,,1,02,
09EW00212,T2578,,.,,1,,97,T1,,,,123,,1,02,
09EW00213,K4505,,.,,1,,109,e5,,,,114,,1,06,
09EW00214,T2581,,.,,1,,102,T1,,,,120,,1,02,
09EW00215,X7508,,.,,1,,87,e9,,,,100,,6,97,
09EW00216,K4506,,.,,1,,105,e5,,,,120,,1,06,
09EW00217,X7509,,.,,1,,106,e13,,,,123,,5,CS,
09EW00218,X7510,,.,,1,,119,e7,,,,158,,5,CS,
09EW00219,X7511,,BLACK,,1,,100,e3,,,,121,,9,BL,
09EW00220,H4588,,.,,1,,89,M1,,,,117,,1,30,
09EW00221,X7525,,.,,1,,118,,,,,,,5,00,
09EW00222,T2593,,.,,1,,90,T3,,,,115,,1,02,
09EW00223,K4510,,4TEATS,,1,,131,e4,,,,170,,1,06,
09EW00224,T2594,,.,,1,,86,T1,,,,128,,1,02,
09EW00225,T2595,,.,,1,,99,T2,,,,122,,1,02,
09EW00226,X7526,,.,,1,,102,e9,,,,116,,1,TC,
09EW00227,T2598,,.,,1,,93,T3,,,,116,,1,02,
09EW00228,T2599,,.,,1,,77,T3,,,,104,,1,02,
09EW00229,X7532,,E VET FIX,,1,,126,,,,,,,2,00,
09EW00230,X7534,,.,,1,,91,,,,,,,5,00,
09EW00231,X7535,,.,,1,,91,,,,,,,5,00,
09EW00232,T2601,,.,,1,,87,T3,,,,97,,1,02,
09EW00233,T2602,,.,,1,,86,T1,,,,107,,1,02,
09EW00234,K4513,,ENTROPION,,1,,116,e4,,,,136,,1,06,
09EW00235,H4591,,.,,1,,74,e17,,,,96,,1,30,
09EW00236,T2586,,.,,1,,96,T2,,,,103,,1,02,
09EW00237,X7522,,.,,1,,93,e2,,,,92,,1,TC,
09EW00238,X7523,,.,,1,,92,e11,,,,98,,1,TC,
09EW00239,T2610,,.,,1,,117,T1,,,,156,,1,02,
09EW00240,X7545,,.,,1,,105,e14,,,,108,,1,C3,
09EW00241,T2620,,.,,1,,86,T2,,,,94,,1,02,
09EW00242,T2624,,BLACK SPT L.E,,1,,110,T3,,,,137,,1,02,
09EW00243,T2626,,.,,1,,89,T1,,,,121,,1,02,
09EW00244,X7554,,.,,1,,97,,,,,,,5,00,
09EW00245,X7555,,.,,1,,99,,,,,,,5,00,
09EW00246,X7557,,4T  E VET FIX,,1,,100,e14,,,,119,,5,C3,
09EW00247,K4525,,4TEATS,,1,,115,e5,,,,123,,1,06,
09EW00248,T2634,,.,,1,,99,T2,,,,133,,1,02,
09EW00249,T2636,,E VET FIX,,1,,100,T2,,,,119,,1,02,
09EW00250,X7566,,.,,1,,112,e9,,,,120,,6,97,
09EW00251,H4599,,WEAK LAMB,,1,,107,M4,,,,121,,1,30,
09EW00252,X7567,,.,,1,,85,M3,,,,95,,1,R3,
09EW00253,T2637,,.,,1,,106,T1,,,,133,,1,02,
09EW00254,K4528,,.,,1,,94,e2,,,,99,,1,06,
09EW00255,T2638,,4T,,1,,92,T3,,,,106,,1,02,
09EW00256,T2641,,.,,1,,104,T1,,,,121,,1,02,
09EW00257,X7570,,ENTROPION,,1,,99,,,,,,,5,00,
09EW00258,T2642,,.,,1,,104,T1,,,,125,,1,02,
09EW00259,X7572,,.,,1,,78,M1,,,,80,,1,R3,
09EW00260,X7575,,.,,1,,98,e12,,,,128,,5,S3,
09EW00261,T2646,,.,,1,,96,T2,,,,128,,1,02,
09EW00262,X7578,,NICE LAMB,,1,,108,e8,,,,138,,5,T3,
09EW00263,X7589,,HAIRY,,1,,89,M2,,,,111,,1,R3,
09EW00264,H4614,,.,,1,,76,e16,,,,98,,1,30,
09EW00265,X7593,,.,,1,,101,e7,,,,115,,5,CS,
09EW00266,X7594,,.,,1,,95,,,,,,,5,00,
09EW00267,T2649,,.,,1,,93,T2,,,,108,,1,02,
09EW00268,T2650,,.,,1,,89,T1,,,,122,,1,02,
09EW00269,X7595,,ENTROPION,,1,,90,,,,,,,5,00,
09EW00270,X7599,,1ST,,1,,96,,,,,,,5,00,
09EW00271,X7601,,.,,1,,102,,,,,,,5,00,
09EW00272,T2652,,.,,1,,76,T1,,,,95,,1,02,
09EW00273,T2653,,.,,1,,72,T2,,,,95,,1,02,
09EW00274,H4626,,.,,1,,94,M1,,,,114,,1,30,
09EW00275,H4627,,PINK,,1,,88,M2,,,,98,,1,30,
09EW00276,T2655,,4TEATS,,1,,82,T1,,,,99,,1,02,
09EW00277,X7614,,HAIRY,,1,,79,M3,,,,90,,2,R3,
09EW00278,T2657,,2ND,,1,,78,T2,,,,95,,1,02,
09EW00279,T2660,,2ND,,1,,95,T1,,,,104,,1,02,
09EW00280,X7616,,BLACK,,1,,114,e3,,,,129,,9,BL,
09EW00281,H4639,,.,,1,,75,e16,,,,98,,1,30,
09EW00282,T2662,,4.P,,1,,88,T2,,,,114,,1,02,
09EW00283,T2663,,4TEATS,,1,,87,T3,,,,110,,1,02,
09EW00284,X7617,,.,,1,,116,e7,,,,153,,5,SC,
09EW00285,X7621,,HAIRY,,1,,72,M4,,,,92,,1,R3,
09EW00286,X7622,,H.GOAT,,1,,82,M3,,,,101,,1,R3,
09EW00287,X7625,,.,,1,,101,e3,,,,124,,9,BL,
09EW00288,T2664,,.,,1,,97,T2,,,,115,,1,02,
09EW00289,T2665,,.,,1,,105,T3,,,,122,,1,02,
09EW00290,X7628,,.,,1,,91,e1,,,,89,,5,TS,
09EW00291,R7451,,.,,1,,86,e21,,,,93,,1,07,
09EW00292,X7631,,.,,1,,111,e10,,,,124,,5,T3,
09EW00293,T2667,,.,,1,,108,T2,,,,125,,1,02,
09EW00294,X7635,,.,,1,,89,e11,,,,96,,1,TC,
09EW00295,X7636,,.,,1,,101,e2,,,,102,,1,TC,
09EW00296,H4651,,PINK,,1,,93,M3,,,,115,,1,30,
09EW00297,K4545,,.,,1,,100,e5,,,,100,,1,06,
09EW00298,X7646,,HAIRY,,1,,83,M3,,,,95,,2,R3,
09EW00299,T2670,,.,,1,,90,T3,,,,96,,1,02,
09EW00300,T2677,,.,,1,,95,T2,,,,120,,1,02,
09EW00301,R7454,,.,,1,,71,e22,,,,84,,1,07,
09EW00302,X7647,,ENTROPION,,1,,115,e2,,,,127,,6,97,
09EW00303,X7655,,.,,1,,92,e13,,,,116,,5,SC,
09EW00304,X7658,,.,,1,,107,e9,,,,121,,1,TC,
09EW00305,H4655,,.,,1,,98,e19,,,,106,,1,30,
09EW00306,X7660,,.,,1,,127,e13,,,,156,,5,SC,
09EW00307,T2682,,4TEATS,,1,,104,T2,,,,114,,1,02,
09EW00308,H4660,,.,,1,,87,e19,,,,97,,1,30,
09EW00309,T2683,,.,,1,,97,T3,,,,120,,1,02,
09EW00310,T2684,,.,,1,,87,T2,,,,111,,1,02,
09EW00311,X7667,,ENTROPION,,1,,114,e2,,,,105,,1,TC,
09EW00312,T2685,,1ST,,1,,95,T1,,,,126,,1,02,
09EW00313,H4664,,.,,1,,81,M3,,,,92,,1,30,
09EW00314,R7456,,.,,1,,86,M2,,,,99,,1,07,
09EW00315,H4665,,4TEATS,,1,,91,M2,,,,104,,1,30,
09EW00316,X7677,,.,,1,,97,e9,,,,121,,6,97,
09EW00317,T2687,,4TEATS,,1,,95,T2,,,,107,,1,02,
09EW00318,H4676,,.,,1,,78,e18,,,,102,,1,30,
09EW00319,H4680,,.,,1,,90,e18,,,,105,,1,30,
09EW00320,X7682,,E2E,,1,,91,M3,,,,112,,2,R3,
09EW00321,X7684,,.,,1,,87,e11,,,,102,,6,97,
09EW00322,L0016,,WAS X7685,,1,,115,e6,,,,130,,5,PC,
09EW00323,X7687,,BOTH HAIRY,,1,,85,M4,,,,100,,1,R3,
09EW00324,X7688,,.,,1,,93,e13,,,,107,,5,SC,
09EW00325,T2690,,.,,1,,96,T1,,,,112,,1,02,
09EW00326,T2691,,.,,1,,86,T1,,,,101,,1,02,
09EW00327,H4687,,.,,1,,89,e19,,,,99,,1,30,
09EW00328,K4546,,.,,1,,117,e5,,,,123,,1,06,
09EW00329,R7461,,.,,1,,83,e20,,,,99,,1,07,
09EW00330,T2694,,FOOT ABSCESS,,1,,95,T1,,,,117,,1,02,
09EW00331,T2697,,.,,1,,116,T3,,,,145,,1,02,
09EW00332,T2700,,.,,1,,104,T2,,,,106,,1,02,
09EW00333,H4711,,.,,1,,88,M4,,,,109,,1,30,
09EW00334,H4699,,.,,1,,108,M2,,,,109,,1,30,
09EW00335,L0013,,WAS X7694,,1,,90,e6,,,,109,,5,PC,
09EW00336,L0014,,WAS X7698,,1,,92,e6,,,,104,,5,PC,
09EW00337,X7704,,.,,1,,111,e10,,,,140,,5,T3,
09EW00338,H4715,,.,,1,,85,e17,,,,98,,1,30,
09EW00339,R7462,,4TEATS,,1,,94,e20,,,,107,,1,07,
09EW00340,T2704,,.,,1,,104,T1,,,,157,,1,02,
09EW00341,X7706,,.,,1,,108,e8,,,,118,,5,T3,
09EW00342,X7708,,.,,1,,85,e11,,,,107,,6,97,
09EW00343,R7464,,.,,1,,94,e21,,,,115,,1,07,
09EW00344,X7710,,ENTROPION,,1,,123,e11,,,,142,,1,TC,
09EW00345,X7711,,HAIRY,,1,,0,M1,,,,106,,1,R3,
09EW00346,X7714,,HAIRY,,1,,81,M3,,,,98,,2,R3,
09EW00347,T2707,,4TEATS,,1,,106,T1,,,,133,,1,02,
09EW00348,X7716,,.,,1,,111,e9,,,,128,,6,97,
09EW00349,R7465,,.,,1,,118,e22,,,,141,,1,07,
09EW00350,H4744,,.,,1,,88,M3,,,,115,,1,30,
09EW00351,X7726,,.,,1,,98,e1,,,,109,,5,TS,
09EW00352,X7727,,.,,1,,0,e1,,,,92,,5,TS,
09EW00353,T2710,,NICE LAMB,,1,,111,T1,,,,140,,1,02,
09EW00354,T2711,,.,,1,,98,T1,,,,142,,1,02,
09EW00355,T2712,,.,,1,,101,T1,,,,140,,1,02,
09EW00356,H4750,,.,,1,,90,e19,,,,110,,1,30,
09EW00357,X7729,,4TEATS,,1,,87,e11,,,,100,,6,97,
09EW00358,X7731,,BRN PINTO,,1,,107,M4,,,,135,,8,R3,
09EW00359,R7466,,.,,1,,0,e23,,,,116,,1,07,
09EW00360,R7467,,.,,1,,89,e20,,,,110,,1,07,
09EW00361,T2713,,.,,1,,92,T1,,,,99,,1,02,
09EW00362,T2715,,.,,1,,80,T1,,,,99,,1,02,
09EW00363,H4759,,.,,1,,92,e17,,,,115,,1,30,
09EW00364,X7735,,SLIGHT E2E,,1,,78,e7,,,,106,,5,SC,
09EW00365,K4552,,.,,1,,78,e5,,,,91,,1,06,
09EW00366,H4765,,3TEATS,,1,,86,M3,,,,111,,1,30,
09EW00367,H4767,,.,,1,,97,M1,,,,122,,1,30,
09EW00368,H4769,,.,,1,,80,e18,,,,105,,1,30,
09EW00369,R7473,,.,,1,,79,e24,,,,109,,1,07,
09EW00370,H4774,,.,,1,,78,M1,,,,94,,1,30,
09EW00371,H4775,,.,,1,,103,M4,,,,117,,1,30,
09EW00372,X7745,,.,,1,,77,M3,,,,98,,1,R3,
09EW00373,H4776,,.,,1,,87,e17,,,,94,,1,30,
09EW00374,X7750,,.,,1,,89,e2,,,,95,,2,TC,
09EW00375,X7751,,.,,1,,89,e9,,,,112,,1,TC,
09EW00376,H4785,,.,,1,,85,e18,,,,105,,1,30,
09EW00377,R7476,,.,,1,,84,e22,,,,112,,1,07,
09EW00378,X7753,,4TEATS,,1,,100,e10,,,,107,,5,T3,
09EW00379,H4788,,.,,1,,92,e15,,,,98,,1,30,
09EW00380,R7480,,.,,1,,70,e24,,,,83,,1,07,
09EW00381,X7754,,.,,1,,93,e14,,,,103,,5,C3,
09EW00382,T2727,,.,,1,,87,T1,,,,112,,1,02,
09EW00383,T2731,,4TEATS,,1,,100,T3,,,,114,,1,02,
09EW00384,R7482,,.,,1,,99,M1,,,,126,,1,07,
09EW00385,H4797,,.,,1,,68,M4,,,,85,,1,30,
09EW00386,T2738,,.,,1,,80,T1,,,,99,,1,02,
09EW00387,R7487,,.,,1,,75,e21,,,,91,,1,07,
09EW00388,T2744,,.,,1,,86,T3,,,,118,,1,02,
09EW00389,X7762,,ENTROPION,,1,,71,e2,,,,78,,1,TC,
09EW00390,X7763,,4.BLK SPOT,,1,,95,e11,,,,110,,3,TC,
09EW00391,R7490,,.,,1,,95,e20,,,,106,,1,07,
09EW00392,H4805,,.,,1,,72,M3,,,,80,,1,30,
09EW00393,H4807,,.,,1,,87,M1,,,,99,,1,30,
09EW00394,R7491,,.,,1,,71,M1,,,,87,,1,07,
09EW00395,T2745,,.,,1,,91,T1,,,,115,,1,02,
09EW00396,T2746,,.,,1,,73,T3,,,,104,,1,02,
09EW00397,K4564,,,,1,,98,e5,,,,116,,1,06,
09EW00398,H4809,,.,,1,,80,M2,,,,95,,1,30,
09EW00399,H4810,,.,,1,,87,M1,,,,115,,1,30,
