UID,ETAG,LINE,RMK,IDX,PD,TRTPEN,CUWT,BPEN,BRAND,PREGPEN,W1018,W1207,IDZ65,CLR,STM,DIETPEN
09EW00400,X7772,,ENTROPION,,1,,90,e9,,,,108,,6,97,
09EW00401,R7498,,.,,1,,91,e23,,,,105,,1,07,
09EW00402,H4817,,HAIRY,,1,,82,M1,,,,97,,1,30,
09EW00403,X7773,,.,,1,,135,e14,,,,154,,5,C3,
09EW00404,T2751,,.,,1,,105,T3,,,,121,,1,02,
09EW00405,R7502,,2ND,,1,,90,e22,,,,110,,1,07,
09EW00406,T2754,,.,,1,,118,T1,,,,145,,1,02,
09EW00407,H4822,,HAIRY,,1,,100,M1,,,,123,,1,30,
09EW00408,H4823,,HAIRY,,1,,111,M3,,,,135,,1,30,
09EW00409,H4824,,.,,1,,85,e17,,,,90,,1,30,
09EW00410,H4831,,.,,1,,76,e18,,,,93,,1,30,
09EW00411,X7774,,HAIRY,,1,,76,M1,,,,92,,1,R3,
09EW00412,H4834,,.,,1,,95,M3,,,,111,,1,30,
09EW00413,H4838,,ENTROPION,,1,,88,e17,,,,115,,1,30,
09EW00414,H4840,,1ST,,1,,72,e19,,,,88,,1,30,
09EW00415,X7777,,HAIRY,,1,,94,M4,,,,109,,1,R3,
09EW00416,H4841,,1ST,,1,,73,e16,,,,91,,1,30,
09EW00417,H4843,,BRNEARTIPS,,1,,83,e18,,,,115,,3,30,
09EW00418,R7506,,2ND,,1,,99,e23,,,,121,,1,07,
09EW00419,H4845,,.,,1,,68,e17,,,,95,,1,30,
09EW00420,H4847,,.,,1,,79,e19,,,,99,,1,30,
09EW00421,R7508,,.,,1,,94,M1,,,,104,,1,07,
09EW00422,X7785,,.,,1,,95,e11,,,,119,,6,97,
09EW00423,R7510,,.,,1,,90,M4,,,,115,,1,07,
09EW00424,T2758,,.,,1,,90,T2,,,,104,,1,02,
09EW00425,T2763,,.,,1,,108,T2,,,,132,,1,02,
09EW00426,X7766,,.,,1,,79,e10,,,,94,,5,T3,
09EW00427,R7517,,.,,1,,89,e23,,,,118,,1,07,
09EW00428,R7519,,.,,1,,78,M2,,,,86,,1,07,
09EW00429,T2766,,.,,1,,63,T1,,,,80,,1,02,
09EW00430,T2768,,4TEATS,,1,,96,T2,,,,123,,1,02,
09EW00431,R7523,,.,,1,,85,M4,,,,91,,1,07,
09EW00432,L0017,,WAS X7789,,1,,102,e6,,,,110,,5,PC,
09EW00433,T2770,,N E VET FIX,,1,,111,T3,,,,136,,1,02,
09EW00434,X7790,,.,,1,,124,e7,,,,158,,5,SC,
09EW00435,X7791,,.,,1,,67,M4,,,,90,,1,R3,
09EW00436,K4571,,NICE LAMB,,1,,94,e4,,,,116,,1,06,
09EW00437,H4884,,4TEATS,,1,,83,M2,,,,95,,1,30,
09EW00438,H4886,,.,,1,,87,e18,,,,107,,1,30,
09EW00439,X7798,,.,,1,,100,e13,,,,130,,5,SC,
09EW00440,H4888,,.,,1,,76,e15,,,,99,,1,30,
09EW00441,H4891,,.,,1,,78,e15,,,,101,,1,30,
09EW00442,T2771,,.,,1,,90,T3,,,,104,,1,02,
09EW00443,R7526,,4TEATS,,1,,97,e20,,,,121,,1,07,
09EW00444,K4573,,.,,1,,115,e5,,,,123,,1,06,
09EW00445,R7527,,.,,1,,74,e24,,,,91,,1,07,
09EW00446,X7801,,.,,1,,96,M2,,,,104,,1,R3,
09EW00447,R7531,,4TEATS,,1,,82,e24,,,,115,,1,07,
09EW00448,H4899,,.,,1,,106,M3,,,,125,,1,30,
09EW00449,H4907,,.,,1,,77,M3,,,,86,,1,30,
09EW00450,H4911,,.,,1,,87,M3,,,,100,,1,30,
09EW00451,T2773,,.,,1,,83,T2,,,,99,,1,02,
09EW00452,R7536,,.,,1,,106,M4,,,,133,,1,07,
09EW00453,R7537,,.,,1,,97,e21,,,,107,,1,07,
09EW00454,R7538,,4TEATS,,1,,84,e21,,,,103,,1,07,
09EW00455,X7803,,4TEATS,,1,,87,e11,,,,108,,6,97,
09EW00456,X7804,,.,,1,,85,M4,,,,102,,1,R3,
09EW00457,X7805,,4TEATS,,1,,82,M3,,,,98,,1,R3,
09EW00458,H4920,,.,,1,,80,e15,,,,100,,1,30,
09EW00459,H4925,,4TEATS,,1,,83,e19,,,,109,,1,30,
09EW00460,R7542,,.,,1,,96,e22,,,,132,,1,07,
09EW00461,T2776,,.,,1,,113,T3,,,,128,,1,02,
09EW00462,T2777,,.,,1,,90,T3,,,,90,,1,02,
09EW00463,K4576,,.,,1,,105,e1,,,,113,,1,06,
09EW00464,T2778,,.,,1,,85,T3,,,,130,,1,02,
09EW00465,R7545,,.,,1,,90,e20,,,,107,,1,07,
09EW00466,K4578,,.,,1,,104,e4,,,,124,,1,06,
09EW00467,H4936,,.,,1,,73,e15,,,,88,,1,30,
09EW00468,H4943,,.,,1,,67,e15,,,,83,,1,30,
09EW00469,R7552,,.,,1,,61,M3,,,,64,,1,07,
09EW00470,X7820,,4TEATS,,1,,90,e7,,,,111,,5,SC,
09EW00471,T2781,,.,,1,,90,T2,,,,102,,1,02,
09EW00472,X7822,,.,,1,,86,,,,,100,,1,MY,
09EW00473,H4945,,.,,1,,74,M2,,,,73,,1,30,
09EW00474,H4947,,.,,1,,77,M4,,,,77,,1,30,
09EW00475,X7825,,.,,1,,96,M3,,,,100,,1,R3,
09EW00476,R7555,,.,,1,,81,e21,,,,94,,1,07,
09EW00477,H4955,,4TEATS,,1,,71,M2,,,,84,,1,30,
09EW00478,X7828,,.,,1,,112,e14,,,,145,,2,C3,
09EW00479,R7557,,.,,1,,77,e22,,,,92,,1,07,
09EW00480,H4961,,.,,1,,99,e18,,,,121,,1,30,
09EW00481,R7558,,4TEATS,,1,,98,M4,,,,124,,1,07,
09EW00482,R7561,,.,,1,,95,e20,,,,113,,1,07,
09EW00483,H4970,,.,,1,,88,M3,,,,92,,1,30,
09EW00484,R7565,,.,,1,,101,M3,,,,116,,1,07,
09EW00485,R7567,,4TEATS,,1,,90,M1,,,,106,,1,07,
09EW00486,H4977,,.,,1,,96,e15,,,,107,,1,30,
09EW00487,X7833,,.,,1,,98,M4,,,,119,,1,R3,
09EW00488,X7834,,4TEATS,,1,,95,M1,,,,111,,1,R3,
09EW00489,R7570,,.,,1,,91,M1,,,,113,,1,07,
09EW00490,R7571,,.,,1,,86,M4,,,,106,,1,07,
09EW00491,H4983,,E,,1,,68,M1,,,,93,,1,30,
09EW00492,T2787,,.,,1,,96,T3,,,,113,,1,02,
09EW00493,R7572,,4TEATS,,1,,85,e24,,,,102,,1,07,
09EW00494,R7573,,.,,1,,77,e21,,,,90,,1,07,
09EW00495,R7585,,WAS H4990,,1,,79,e20,,,,89,,1,07,
09EW00496,H4993,,.,,1,,89,M3,,,,109,,1,30,
09EW00497,R7575,,.,,1,,100,M2,,,,118,,1,07,
09EW00498,H4999,,.,,1,,70,e16,,,,85,,1,30,
09EW00499,H4968,,.,,1,,90,e19,,,,108,,1,30,
09EW00500,H5001,,.,,1,,103,e16,,,,116,,1,30,
09EW00501,H5004,,.,,1,,78,e18,,,,107,,1,30,
09EW00502,X7855,,.,,1,,97,e10,,,,120,,5,T3,
09EW00503,X7856,,.,,1,,109,e8,,,,130,,2,T3,
09EW00504,R7587,,.,,1,,87,e23,,,,93,,1,07,
09EW00505,T2791,,NICE LAMB,,1,,116,T2,,,,135,,1,02,
09EW00506,H5026,,PINK,,1,,88,M4,,,,103,,1,30,
09EW00507,H5027,,P E VET FIX,,1,,85,M3,,,,115,,1,30,
09EW00508,X7859,,HAIRY,,1,,89,M1,,,,106,,1,R3,
09EW00509,X7860,,HAIRY,,1,,99,M2,,,,115,,1,R3,
09EW00510,R7588,,.,,1,,90,M2,,,,107,,1,07,
09EW00511,H5006,,.,,1,,77,e17,,,,105,,1,30,
09EW00512,T2790,,4TEATS,,1,,99,T2,,,,143,,1,02,
09EW00513,H5010,,4TEATS,,1,,86,M3,,,,110,,1,30,
09EW00514,K4579,,.,,1,,90,e4,,,,120,,1,06,
09EW00515,H5013,,4TEATS,,1,,84,e16,,,,96,,1,30,
09EW00516,H5019,,4TEATS,,1,,86,M3,,,,107,,1,30,
09EW00517,H5021,,.,,1,,87,e18,,,,110,,1,30,
09EW00518,K4581,,1ST,,1,,98,e4,,,,116,,1,06,
09EW00519,H5033,,.,,1,,77,e17,,,,94,,1,30,
09EW00520,H5036,,.,,1,,83,e15,,,,100,,1,30,
09EW00521,H5038,,.,,1,,81,e18,,,,97,,1,30,
09EW00522,X7863,,.,,1,,97,e10,,,,108,,5,T3,
09EW00523,R7591,,.,,1,,82,e23,,,,107,,1,07,
09EW00524,H5042,,.,,1,,76,M4,,,,81,,1,30,
09EW00525,T2794,,.,,1,,66,T1,,,,78,,1,02,
09EW00526,R7594,,.,,1,,84,e22,,,,103,,1,07,
09EW00527,R7595,,.,,1,,87,e23,,,,95,,1,07,
09EW00528,X7865,,HAIRY,,1,,82,M3,,,,96,,1,R3,
09EW00529,X7866,,HAIRY,,1,,87,M1,,,,105,,1,R3,
09EW00530,X7867,,.,,1,,69,,,,,74,,1,MY,
09EW00531,R7606,,.,,1,,80,M1,,,,101,,1,07,
09EW00532,R7607,,.,,1,,85,M4,,,,100,,1,07,
09EW00533,H5043,,.,,1,,87,M2,,,,85,,1,30,
09EW00534,X7876,,HAIRY,,1,,89,M1,,,,105,,1,R3,
09EW00535,X7877,,.,,1,,91,M2,,,,113,,1,R3,
09EW00536,L0021,,2ND,,1,,99,e6,,,,116,,2,PC,
09EW00537,R7612,,.,,1,,74,e20,,,,91,,1,07,
09EW00538,H5045,,PINK,,1,,97,M1,,,,117,,1,30,
09EW00539,H5047,,.,,1,,84,M1,,,,95,,1,30,
09EW00540,H5048,,.,,1,,72,M2,,,,66,,1,30,
09EW00541,R7618,,.,,1,,68,M1,,,,88,,1,07,
09EW00542,R7620,,.,,1,,63,M4,,,,72,,1,07,
09EW00543,H5050,,.,,1,,81,e18,,,,109,,1,30,
09EW00544,H5055,,.,,1,,70,e16,,,,76,,1,30,
09EW00545,R7622,,.,,1,,71,M1,,,,88,,1,07,
09EW00546,H5058,,.,,1,,75,e16,,,,88,,1,30,
09EW00547,X7881,,HAIRY,,1,,91,M2,,,,113,,1,R3,
09EW00548,X7882,,.,,1,,87,M1,,,,114,,1,R3,
09EW00549,H5059,,.,,1,,117,M2,,,,134,,1,30,
09EW00550,T2798,,.,,1,,102,T1,,,,123,,1,02,
09EW00551,T2800,,.,,1,,96,T1,,,,120,,1,02,
09EW00552,R7624,,.,,1,,69,M2,,,,89,,1,07,
09EW00553,R7625,,.,,1,,82,M1,,,,124,,1,07,
09EW00554,R7628,,.,,1,,74,e23,,,,85,,1,07,
09EW00555,T2801,,.,,1,,107,T2,,,,138,,1,02,
09EW00556,X7885,,E2E,,1,,84,,,,,88,,1,MY,
09EW00557,H5069,,.,,1,,78,M4,,,,92,,1,30,
09EW00558,H5071,,.,,1,,77,e19,,,,68,,1,30,
09EW00559,H5074,,.,,1,,65,e18,,,,89,,1,30,
09EW00560,H5076,,.,,1,,88,e19,,,,109,,1,30,
09EW00561,R7634,,.,,1,,89,M3,,,,105,,1,07,
09EW00562,H5080,,.,,1,,97,M1,,,,107,,1,30,
09EW00563,R7635,,E VET FIX,,1,,95,M2,,,,115,,1,07,
09EW00564,H5085,,.,,1,,91,M4,,,,107,,1,30,
09EW00565,R7637,,.,,1,,95,M3,,,,110,,1,07,
09EW00566,H5089,,.,,1,,83,M4,,,,97,,1,30,
09EW00567,R7641,,4TEATS,,1,,82,e24,,,,105,,1,07,
09EW00568,X7895,,E2E,,1,,102,,,,,107,,1,MY,
09EW00569,H5092,,.,,1,,84,e19,,,,94,,1,30,
09EW00570,X7900,,HAIRY,,1,,82,M3,,,,105,,1,R3,
09EW00571,X7901,,HAIRY,,1,,77,M2,,,,102,,1,R3,
09EW00572,H5102,,.,,1,,88,e16,,,,107,,1,30,
09EW00573,R7645,,.,,1,,94,M2,,,,110,,1,07,
09EW00574,R7650,,HAIRY,,1,,79,e22,,,,100,,1,07,
09EW00575,X7904,,.,,1,,88,,,,,113,,1,MY,
09EW00576,X7906,,PINK,,1,,62,M4,,,,79,,1,R3,
09EW00577,H5103,,.,,1,,81,e17,,,,103,,1,30,
09EW00578,H5114,,.,,1,,79,e19,,,,99,,1,30,
09EW00579,H5116,,.,,1,,98,e15,,,,105,,1,30,
09EW00580,X7915,,.,,1,,87,,,,,107,,2,MY,
09EW00581,X7917,,.,,1,,94,M4,,,,104,,1,R3,
09EW00582,X7918,,1ST.H.E,,1,,78,M1,,,,94,,1,R3,
09EW00583,R7665,,.,,1,,99,M3,,,,108,,1,07,
09EW00584,H5131,,.,,1,,67,e16,,,,75,,1,30,
09EW00585,H5137,,.,,1,,97,M2,,,,110,,1,30,
09EW00586,X7930,,HAIRY,,1,,95,M1,,,,120,,1,R3,
09EW00587,H5140,,.,,1,,60,e18,,,,83,,1,30,
09EW00588,H5141,,.,,1,,77,e17,,,,103,,1,30,
09EW00589,X7933,,.,,1,,94,e10,,,,111,,3,T3,
09EW00590,L0026,,.,,1,,84,e6,,,,95,,5,PC,
09EW00591,R7669,,.,,1,,71,M3,,,,83,,1,07,
09EW00592,L0028,,.,,1,,71,e6,,,,82,,5,PC,
09EW00593,H5153,,E2E,,1,,90,M2,,,,102,,1,30,
09EW00594,H5158,,HAIRY,,1,,92,e15,,,,110,,1,30,
09EW00595,L0029,,E VET FIX,,1,,86,e6,,,,103,,1,PC,
09EW00596,H5160,,.,,1,,78,e19,,,,99,,1,30,
09EW00597,R7674,,HAIRY,,1,,97,M4,,,,104,,1,07,
09EW00598,X7940,,.,,1,,88,e8,,,,112,,1,T3,
09EW00599,X7941,,HAIRY,,1,,75,M3,,,,91,,1,R3,
09EW00600,X7942,,HAIRY,,1,,89,M4,,,,106,,1,R3,
09EW00601,X7944,,H4,,1,,101,M1,,,,121,,1,R3,
09EW00602,H5169,,HAIRY,,1,,84,e16,,,,103,,1,30,
09EW00603,R7676,,.,,1,,91,e20,,,,104,,1,07,
09EW00604,X7948,,HAIRY,,1,,81,M4,,,,93,,1,R3,
09EW00605,K4591,,E2E,,1,,99,e4,,,,117,,1,06,
09EW00606,H5173,,.,,1,,102,e17,,,,120,,1,30,
09EW00607,H5180,,.,,1,,67,M2,,,,84,,1,30,
09EW00608,H5181,,.,,1,,85,e15,,,,105,,1,30,
09EW00609,H5186,,.,,1,,88,M4,,,,97,,1,30,
09EW00610,H5187,,.,,1,,79,M2,,,,90,,2,30,
09EW00611,H5188,,.,,1,,85,M4,,,,109,,1,30,
09EW00612,H5193,,.,,1,,91,e17,,,,103,,1,30,
09EW00613,H5194,,.,,1,,73,e19,,,,97,,1,30,
09EW00614,T2802,,.,,1,,80,T2,,,,105,,1,02,
09EW00615,R7691,,.,,1,,88,M3,,,,114,,1,07,
09EW00616,R7693,,.,,1,,82,e24,,,,95,,1,07,
09EW00617,T2803,,.,,1,,96,T1,,,,134,,1,02,
09EW00618,R7700,,.,,1,,68,M3,,,,75,,1,07,
09EW00619,H5202,,.,,1,,74,e15,,,,82,,1,30,
09EW00620,K4593,,.,,1,,88,e4,,,,121,,1,06,
09EW00621,H5207,,.,,1,,81,e19,,,,94,,1,30,
09EW00622,H5210,,.,,1,,95,e15,,,,112,,1,30,
09EW00623,R7709,,.,,1,,83,e24,,,,106,,1,07,
09EW00624,R7711,,.,,1,,73,M3,,,,101,,1,07,
09EW00625,T2804,,.,,1,,62,T1,,,,75,,1,02,
09EW00626,H5213,,3RD,,1,,75,e16,,,,91,,1,30,
09EW00627,H5214,,.,,1,,84,M3,,,,107,,1,30,
09EW00628,H5215,,.,,1,,84,M4,,,,100,,1,30,
09EW00629,H5217,,.,,1,,78,M3,,,,83,,1,30,
09EW00630,T2806,,E2E,,1,,104,T1,,,,123,,1,02,
09EW00631,H5220,,.,,1,,72,e19,,,,83,,1,30,
09EW00632,H5222,,2ND DYS 3+4,,1,,0,M2,,,,78,,1,30,
09EW00633,H5223,,3RD,,1,,92,M4,,,,109,,1,30,
09EW00634,H5225,,.,,1,,95,e15,,,,119,,1,30,
09EW00635,X7962,,HAIRY E,,1,,76,M2,,,,103,,1,R3,
09EW00636,H5229,,.,,1,,66,e19,,,,86,,1,30,
09EW00637,R7714,,.,,1,,82,e24,,,,100,,1,07,
09EW00638,R7715,,.,,1,,78,e20,,,,80,,1,07,
09EW00639,H5231,,.,,1,,88,e19,,,,111,,1,30,
09EW00640,H5232,,.,,1,,89,e16,,,,105,,1,30,
09EW00641,R7683,,.,,1,,88,M1,,,,103,,1,07,
09EW00642,R7684,,4TEATS,,1,,90,e20,,,,111,,1,07,
09EW00643,R7685,,.,,1,,79,e23,,,,95,,1,07,
09EW00644,X7963,,.,,1,,78,,,,,101,,1,MY,
09EW00645,H5239,,.,,1,,78,e17,,,,99,,1,30,
09EW00646,H5241,,E VET FIX,,1,,88,e19,,,,106,,1,30,
09EW00647,X7967,,HAIRY,,1,,80,M2,,,,102,,1,R3,
09EW00648,H5244,,.,,1,,82,M4,,,,94,,1,30,
09EW00649,X7971,,.,,1,,76,,,,,87,,1,MY,
09EW00650,R7724,,.,,1,,74,e21,,,,94,,1,07,
09EW00651,R7726,,.,,1,,103,e23,,,,117,,1,07,
09EW00652,X7973,,HAIRY,,1,,88,M4,,,,102,,1,R3,
09EW00653,R7728,,HAIRY,,1,,84,M1,,,,112,,1,07,
09EW00654,R7729,,.,,1,,74,M2,,,,88,,1,07,
09EW00655,H5246,,.,,1,,76,e16,,,,81,,1,30,
09EW00656,H5248,,.,,1,,100,e15,,,,117,,1,30,
09EW00657,T2807,,2ND.E  VET FI,,1,,89,T3,,,,126,,1,02,
09EW00658,H5251,,.,,1,,78,e15,,,,96,,1,30,
09EW00659,X7980,,.,,1,,82,M2,,,,95,,1,R3,
09EW00660,R7732,,.,,1,,75,M2,,,,87,,1,07,
09EW00661,H5254,,.,,1,,82,e17,,,,105,,1,30,
09EW00662,X7983,,BRN SPOTS,,1,,91,M1,,,,107,,8,R3,
09EW00663,R7735,,.,,1,,83,e20,,,,105,,1,07,
09EW00664,X7984,,E VET FIX,,1,,84,M3,,,,115,,3,R3,
09EW00665,X7985,,HAIRY,,1,,64,M4,,,,94,,1,R3,
09EW00666,R7737,,.,,1,,76,e21,,,,95,,1,07,
09EW00667,R7740,,.,,1,,81,e23,,,,111,,3,07,
09EW00668,R7741,,DYS 3+8,,1,,70,e22,,,,82,,1,07,
09EW00669,H5262,,.,,1,,97,M1,,,,108,,1,30,
09EW00670,H5265,,.,,1,,87,e19,,,,115,,1,30,
09EW00671,R7742,,.,,1,,79,e21,,,,106,,1,07,
09EW00672,X7989,,ENTROPION,,1,,80,M4,,,,91,,1,R3,
09EW00673,H5266,,.,,1,,104,M2,,,,124,,1,30,
09EW00674,X7992,,.,,1,,110,e10,,,,114,,5,T3,
09EW00675,X7996,,HAIRY,,1,,100,M4,,,,115,,1,R3,
09EW00676,R7743,,.,,1,,74,e22,,,,90,,1,07,
09EW00677,H5272,,HAIRY,,1,,74,e18,,,,89,,1,30,
09EW00678,R7744,,4.E  VET FIX,,1,,74,e20,,,,89,,1,07,
09EW00679,X7998,,.,,1,,88,M3,,,,109,,1,R3,
09EW00680,R7749,,.,,1,,81,M3,,,,101,,1,07,
09EW00681,H5288,,4TEATS,,1,,71,M1,,,,89,,1,30,
09EW00682,H5295,,.,,1,,100,e18,,,,109,,1,30,
09EW00683,X8007,,.,,1,,68,M2,,,,82,,1,R3,
09EW00684,R7755,,4TEATS,,1,,84,e20,,,,87,,1,07,
09EW00685,R7759,,.,,1,,89,M1,,,,114,,1,07,
09EW00686,H5305,,.,,1,,107,M1,,,,114,,1,30,
09EW00687,H5306,,.,,1,,80,M1,,,,96,,1,30,
09EW00688,R7764,,.,,1,,89,e24,,,,107,,1,07,
09EW00689,H5313,,4TEATS,,1,,66,e17,,,,86,,1,30,
09EW00690,H5316,,.,,1,,85,e16,,,,108,,1,30,
09EW00691,H5317,,.,,1,,71,e17,,,,87,,1,30,
09EW00692,T2810,,E VET FIX,,1,,82,T2,,,,113,,1,02,
09EW00693,H5319,,4T E VET FIX,,1,,91,M2,,,,101,,1,30,
09EW00694,R7770,,.,,1,,85,e20,,,,95,,1,07,
09EW00695,X8015,,.,,1,,87,M1,,,,102,,2,R3,
09EW00696,H5323,,.,,1,,82,e16,,,,90,,1,30,
09EW00697,R7773,,.,,1,,82,e24,,,,111,,1,07,
09EW00698,H5308,,.,,1,,76,e15,,,,93,,1,30,
09EW00699,X8017,S3,.,,1,,74,e12,,,,93,,5,S3,
09EW00700,X8018,S3,.,,1,,69,e12,,,,76,,5,S3,
09EW00701,X8021,,.,,1,,84,M4,,,,118,,1,R3,
09EW00702,H5328,,.,,1,,81,e17,,,,109,,1,30,
09EW00703,R7775,,.,,1,,81,e22,,,,98,,1,07,
09EW00704,H5332,,.,,1,,94,e16,,,,112,,1,30,
09EW00705,H5336,,.,,1,,91,M1,,,,108,,1,30,
09EW00706,H5338,,.,,1,,77,e17,,,,98,,1,30,
09EW00707,R7779,,4TEATS,,1,,87,e22,,,,102,,1,07,
09EW00708,X8034,,.,,1,,85,M1,,,,91,,1,R3,
09EW00709,H5343,,.,,1,,88,e19,,,,107,,1,30,
09EW00710,H5344,,4T,,1,,81,M2,,,,93,,1,30,
09EW00711,R7786,,4TEATS,,1,,93,e23,,,,115,,1,07,
09EW00712,H5347,,.,,1,,81,e16,,,,88,,1,30,
09EW00713,X8048,,4TEATS,,1,,81,M2,,,,92,,1,R3,
09EW00714,X8049,,4TEATS,,1,,84,M4,,,,106,,1,R3,
09EW00715,X8050,,4TEATS,,1,,89,e8,,,,102,,2,T3,
09EW00716,H5355,,4TEATS,,1,,84,M4,,,,105,,1,30,
09EW00717,H5356,,E VET FIX,,1,,81,M3,,,,95,,1,30,
09EW00718,X8052,,4TEATS,,1,,70,,,,,76,,1,MY,
09EW00719,T2813,,.,,1,,76,T3,,,,96,,1,02,
09EW00720,H5361,,.,,1,,89,e18,,,,104,,1,30,
09EW00721,X8056,,4TEATS,,1,,82,M3,,,,96,,1,R3,
09EW00722,X8059,,.,,1,,80,,,,,100,,1,MY,
09EW00723,X8060,,.,,1,,72,,,,,81,,1,MY,
09EW00724,X8063,,4TEATS,,1,,91,M1,,,,110,,1,R3,
09EW00725,H5372,,.,,1,,82,e17,,,,101,,1,30,
09EW00726,X8066,,.,,1,,82,,,,,103,,1,MY,
09EW00727,R7788,,.,,1,,97,e22,,,,107,,1,07,
09EW00728,H5375,,ENTROPION,,1,,81,e15,,,,84,,1,30,
09EW00729,R7792,,.,,1,,88,e21,,,,108,,1,07,
09EW00730,R7796,,.,,1,,72,e24,,,,88,,1,07,
09EW00731,H5384,,.,,1,,68,e18,,,,81,,1,30,
09EW00732,R7802,,.,,1,,81,e22,,,,99,,1,07,
09EW00733,L0037,,.,,1,,67,e6,,,,78,,5,PC,
09EW00734,L0038,,.,,1,,73,e6,,,,81,,2,PC,
09EW00735,H5385,,4TEATS,,1,,106,M4,,,,119,,1,30,
09EW00736,X8070,,.,,1,,81,M2,,,,109,,3,R3,
09EW00737,T2815,,E2E,,1,,72,T2,,,,81,,1,02,
09EW00738,X8071,,.,,1,,84,M4,,,,101,,1,R3,
09EW00739,R7809,,.,,1,,73,e24,,,,90,,1,07,
09EW00740,R7810,,.,,1,,85,e21,,,,104,,1,07,
09EW00741,R7812,,4TEATS,,1,,67,M2,,,,84,,1,07,
09EW00742,X8075,,LAME,,1,,84,e11,,,,100,,6,97,
09EW00743,X8076,,4.H,,1,,69,M3,,,,78,,1,R3,
09EW00744,H5392,,HAIRY,,1,,88,e15,,,,109,,1,30,
09EW00745,H5396,,3RD.E,,1,,85,e16,,,,111,,1,30,
09EW00746,R7818,,.,,1,,83,e20,,,,94,,1,07,
09EW00747,R7819,,2ND,,1,,64,M4,,,,81,,1,07,
09EW00748,H5399,,3RD,,1,,91,e19,,,,113,,1,30,
09EW00749,X8087,,.,,1,,65,,,,,64,,1,MY,
09EW00750,X8088,,.,,1,,81,,,,,91,,1,MY,
09EW00751,H5408,,.,,1,,87,e18,,,,119,,1,30,
09EW00752,R7823,,.,,1,,81,M2,,,,107,,1,07,
09EW00753,X8091,,.,,1,,83,M2,,,,109,,1,R3,
09EW00754,K4598,,.,,1,,99,e4,,,,134,,1,06,
09EW00755,R7826,,4TEATS,,1,,85,e23,,,,95,,1,07,
09EW00756,R7827,,.,,1,,84,e23,,,,103,,1,07,
09EW00757,H5411,,.,,1,,65,M2,,,,76,,1,30,
09EW00758,R7828,,2ND,,1,,71,M3,,,,99,,1,07,
09EW00759,X8099,,HAIRY,,1,,69,M2,,,,95,,1,R3,
09EW00760,H5413,,4TEATS,,1,,93,M1,,,,109,,1,30,
09EW00761,H5419,,.,,1,,88,M1,,,,108,,1,30,
09EW00762,R7835,,.,,1,,71,M2,,,,94,,1,07,
09EW00763,R7836,,3RD,,1,,84,M4,,,,106,,1,07,
09EW00764,R7837,,.,,1,,100,M3,,,,130,,1,07,
09EW00765,R7842,,.,,1,,76,M2,,,,93,,1,07,
09EW00766,X8103,,.,,1,,72,,,,,79,,1,MY,
09EW00767,R7844,,.,,1,,80,e22,,,,104,,1,07,
09EW00768,H5430,,.,,1,,79,e16,,,,94,,1,30,
09EW00769,H5431,,.,,1,,91,e17,,,,119,,1,30,
09EW00770,R7850,,E VET FIX,,1,,99,M4,,,,109,,1,07,
09EW00771,R7853,,E VET FIX,,1,,71,e23,,,,82,,1,07,
09EW00772,X8109,,HAIRY,,1,,80,M1,,,,94,,1,R3,
09EW00773,X8110,,HAIRY,,1,,75,M3,,,,100,,1,R3,
09EW00774,R7856,,.,,1,,70,e24,,,,81,,1,07,
09EW00775,R7859,,4TEATS,,1,,70,e23,,,,97,,1,07,
09EW00776,X8115,,HAIRY,,1,,78,M3,,,,102,,1,R3,
09EW00777,X8116,,.,,1,,77,M2,,,,90,,1,R3,
09EW00778,R7862,,E VET FIX,,1,,79,e20,,,,98,,1,07,
09EW00779,R7863,,.,,1,,70,e20,,,,94,,1,07,
09EW00780,H5440,,.,,1,,74,e18,,,,93,,1,30,
09EW00781,R7867,,.,,1,,83,e24,,,,93,,1,07,
09EW00782,R7869,,3RD,,1,,76,e24,,,,106,,1,07,
09EW00783,H5445,,.,,1,,76,e15,,,,93,,1,30,
09EW00784,X8119,,E VET FIX,,1,,82,M3,,,,93,,1,R3,
09EW00785,H5447,,.,,1,,81,M4,,,,97,,1,30,
09EW00786,H5448,,PINK,,1,,88,M2,,,,108,,1,30,
09EW00787,H5450,,.,,1,,88,M4,,,,108,,1,30,
09EW00788,R7878,,4TEATS,,1,,89,e20,,,,113,,1,07,
09EW00789,R7879,,.,,1,,109,e24,,,,131,,1,07,
09EW00790,H5456,,.,,1,,86,e18,,,,113,,1,30,
09EW00791,X8127,,HAIRY,,1,,85,M4,,,,112,,1,R3,
09EW00792,R7880,,LAME,,1,,73,e20,,,,102,,1,07,
09EW00793,X8129,,HAIRY,,1,,75,M1,,,,86,,1,R3,
09EW00794,R7893,,4TEATS,,1,,76,M4,,,,90,,1,07,
09EW00795,K4599,,4TEATS,,1,,96,e5,,,,115,,1,06,
09EW00796,R7894,,.,,1,,71,e24,,,,89,,1,07,
09EW00797,R7905,,.,,1,,81,M1,,,,103,,1,07,
09EW00798,R7909,,.,,1,,84,M1,,,,102,,1,07,
09EW00799,K4600,,4TEATS,,1,,82,e5,,,,95,,1,06,
09EW00800,H5465,,.,,1,,73,e18,,,,99,,1,30,
09EW00801,H5468,,.,,1,,68,M1,,,,89,,1,30,
09EW00802,H5470,,SLIGHTLY H,,1,,70,M3,,,,89,,1,30,
