UID,ETAG,LINE,RMK,IDX,PD,MASTITRT,CUWT,BPEN,BRAND,NOV01,DEC14,IDZ65,PREG
00EW00001,01115,88,SAVE,0,1,LIM,81,e.8,purple,94,102,0,0
00EW00002,01103,18,,0,1,LIM,80,e.0,purple,83,96,0,0
00EW00003,01104,18,,0,1,LIM,73,e.0,purple,77,83,0,0
00EW00004,01105,41,SAVE,0,1,LIM,79,e.2,purple,86,98,0,0
00EW00005,01131,68,,0,1,LIM,96,e.0,purple,102,120,0,0
00EW00006,01139,68,BLK.EARS,0,1,LIM,80,e.0,purple,89,100,0,0
00EW00007,01142,68,,0,1,LIM,104,e.0,purple,109,116,0,0
00EW00008,01149,00,,0,1,LIM,90,e.0,purple,93,95,0,0
00EW00009,01161,18,,0,1,LIM,88,e.0,purple,98,106,0,1
00EW00010,01186,18,,0,1,LIM,86,e.0,purple,89,104,0,1
00EW00011,01175,42,,0,1,LIM,75,e.1,purple,80,85,0,0
00EW00012,01178,88,,0,1,LIM,76,e.7,purple,77,78,0,0
00EW00013,01015,00,,0,1,LIM,82,e.0,purple,85,96,0,0
00EW00014,01019,88,,0,1,LIM,85,e.6,purple,92,101,0,1
00EW00015,01005,00,,0,1,LIM,78,e.0,purple,82,94,0,0
00EW00016,01006,00,,0,1,LIM,74,e.0,purple,85,92,0,0
00EW00017,01040,18,,0,1,LIM,74,e.0,purple,83,89,0,0
00EW00018,01048,68,,0,1,LIM,82,e.0,purple,93,101,0,0
00EW00019,01053,88,,0,1,LIM,74,e.9,purple,77,87,0,0
00EW00020,01056,00,,0,1,LIM,77,e.0,purple,79,80,0,0
00EW00021,01057,68,,0,1,LIM,94,e.0,purple,104,120,0,0
00EW00022,01061,00,,0,1,LIM,82,e.0,purple,84,94,0,0
00EW00023,01060,68,,0,1,LIM,85,e.0,purple,98,114,0,0
00EW00024,01066,18,C2,0,1,LIM,85,e.0,purple,88,99,0,0
00EW00025,01088,18,,0,1,LIM,75,e.0,purple,80,83,0,0
00EW00026,01095,00,,0,1,LIM,90,e.0,purple,95,95,0,0
00EW00027,01311,68,,0,1,LIM,92,e.0,purple,95,100,0,0
00EW00028,01307,00,,0,1,LIM,80,e.0,purple,82,90,0,0
00EW00029,01346,41,,0,1,LIM,95,e.1,purple,97,112,0,0
00EW00030,01355,00,BLACK EWE,0,1,LIM,90,e.0,purple,93,97,0,0
00EW00031,01358,68,,0,1,LIM,92,e.0,purple,104,117,0,0
00EW00032,01368,88,,0,1,LIM,81,e.8,purple,89,103,0,0
00EW00033,01324,18,,0,1,LIM,85,e.0,purple,93,99,0,0
00EW00034,01328,88,,0,1,LIM,81,e.9,purple,83,91,0,1
00EW00035,01383,68,,0,1,LIM,97,e.0,purple,106,117,0,0
00EW00036,01372,68,,0,1,LIM,74,e.0,purple,76,88,0,0
00EW00037,01378,00,,0,1,LIM,95,e.0,purple,110,124,0,0
00EW00038,01379,18,,0,1,LIM,96,e.0,purple,97,104,0,0
00EW00039,01412,68,,0,1,LIM,76,e.0,purple,84,95,0,0
00EW00040,01417,41,,0,1,LIM,80,e.1,purple,87,89,0,0
00EW00041,01406,41,,0,1,LIM,70,e.2,purple,74,84,0,0
00EW00042,01430,18,,0,1,LIM,78,e.0,purple,83,90,0,0
00EW00043,01437,42,,0,1,LIM,69,e.2,purple,78,82,0,0
00EW00044,01459,42,,0,1,LIM,77,e.1,purple,82,95,0,0
00EW00045,01463,18,,0,1,LIM,69,e.0,purple,74,89,0,0
00EW00046,01426,00,BLACK EWE,0,1,LIM,83,e.0,purple,87,96,0,0
00EW00047,01422,00,,0,1,LIM,76,e.0,purple,81,94,0,0
00EW00048,01480,18,,0,1,LIM,76,e.0,purple,81,86,0,0
00EW00049,01486,41,,0,1,LIM,87,e.2,purple,96,101,0,0
00EW00050,01491,68,SCOURS,0,1,LIM,77,e.0,purple,82,80,0,.
00EW00051,01499,00,,0,1,LIM,77,e.0,purple,77,84,0,0
00EW00052,01471,18,,0,1,LIM,90,e.0,purple,90,94,0,0
00EW00053,01470,18,,0,1,LIM,83,e.0,purple,87,98,0,0
00EW00054,01474,18,,0,1,LIM,84,e.0,purple,88,95,0,1
00EW00055,01477,00,,0,1,LIM,74,e.0,purple,85,92,0,0
00EW00056,01516,00,,0,1,LIM,73,e.0,purple,77,89,0,0
00EW00057,01517,68,F4+,0,1,LIM,78,e.0,purple,83,95,0,0
00EW00058,01506,68,,0,1,LIM,81,e.0,purple,92,110,0,0
00EW00059,01522,68,,0,1,LIM,93,e.0,purple,101,105,0,0
00EW00060,01211,68,,0,1,LIM,96,e.0,purple,108,129,0,0
00EW00061,01203,41,,0,1,LIM,72,e.1,purple,76,84,0,0
00EW00062,01205,18,,0,1,LIM,74,e.0,purple,75,77,0,0
00EW00063,01209,68,DEAD 11/13/00,0,1,LIM,85,e.0,purple,106,0,0,.
00EW00064,01246,88,,0,1,LIM,83,e.6,purple,90,97,0,0
00EW00065,01242,68,,0,1,LIM,91,e.0,purple,97,110,0,0
00EW00066,01254,00,,0,1,LIM,80,e.0,purple,80,90,0,0
00EW00067,01257,68,,0,1,LIM,75,e.0,purple,84,87,0,0
00EW00068,01267,00,,0,1,LIM,96,e.0,purple,97,107,0,0
00EW00069,01287,18,,0,1,LIM,83,e.0,purple,86,102,0,0
00EW00070,01291,18,,0,1,LIM,87,e.0,purple,89,98,0,0
00EW00071,01292,41,,0,1,LIM,77,e.2,purple,83,88,0,0
00EW00072,00116,18,NICE,0,1,LIM,88,e.0,purple,91,96,0,.
00EW00073,00100,88,,0,1,LIM,84,e.7,purple,90,103,0,1
00EW00074,00102,88,,0,1,LIM,82,e.6,purple,88,96,0,0
00EW00075,00136,18,WIERD,0,1,LIM,75,e.0,purple,83,93,0,0
00EW00076,00140,18,,0,1,LIM,83,e.0,purple,96,103,0,0
00EW00077,00142,88,,0,1,LIM,90,e.8,purple,101,112,0,0
00EW00078,00148,18,4TEATS,0,1,LIM,96,e.0,purple,100,106,0,1
00EW00079,00152,68,,0,1,LIM,75,e.0,purple,87,99,0,0
00EW00080,00166,00,BLACK EWE,0,1,LIM,88,e.0,purple,89,95,0,0
00EW00081,00122,18,,0,1,LIM,79,e.0,purple,89,94,0,0
00EW00082,00128,88,,0,1,LIM,85,e.9,purple,94,106,0,1
00EW00083,00186,68,,0,1,LIM,98,e.0,purple,112,128,0,1
00EW00084,00191,18,4TEATS,0,1,LIM,76,e.0,purple,80,87,0,0
00EW00085,00196,18,,0,1,LIM,82,e.0,purple,87,98,0,0
00EW00086,00197,18,,0,1,LIM,80,e.0,purple,87,100,0,0
00EW00087,00179,18,,0,1,LIM,89,e.0,purple,94,102,0,1
00EW00088,00416,88,,0,1,LIM,78,e.6,purple,79,91,0,1
00EW00089,00441,88,,0,1,LIM,98,e.8,purple,101,115,0,0
00EW00090,00443,88,,0,1,LIM,89,e.7,purple,95,102,0,1
00EW00091,00454,18,,0,1,LIM,81,e.0,purple,88,94,0,1
00EW00092,00461,18,,0,1,LIM,102,e.0,purple,108,109,0,1
00EW00093,00421,42,,0,1,LIM,78,e.2,purple,87,95,0,0
00EW00094,00428,88,BRN. EAR,0,1,LIM,95,e.9,purple,100,112,0,0
00EW00095,00483,00,,0,1,LIM,80,e.0,purple,82,88,0,0
00EW00096,00491,41,,0,1,LIM,84,e.1,purple,84,98,0,1
00EW00097,00493,18,,0,1,LIM,82,e.0,purple,84,100,0,0
00EW00098,00495,18,,0,1,LIM,79,e.0,purple,85,88,0,0
00EW00099,00498,42,,0,1,LIM,73,e.1,purple,85,92,0,0
00EW00100,00515,88,,0,1,LIM,99,e.8,purple,105,115,0,1
00EW00101,00506,68,,0,1,LIM,76,e.0,purple,86,99,0,0
00EW00102,00502,88,,0,1,LIM,73,e.6,purple,86,97,0,0
00EW00103,00509,88,,0,1,LIM,71,e.9,purple,75,83,0,0
00EW00104,00533,68,,89,1,LIM,93,e.0,purple,100,116,0,0
00EW00105,00534,68,,93,1,LIM,80,e.0,purple,81,93,0,0
00EW00106,00537,41,BRN. L.EYE,0,1,LIM,99,e.2,purple,115,126,0,1
00EW00107,00545,00,NICE,0,1,LIM,87,e.0,purple,92,108,0,1
00EW00108,00550,18,,0,1,LIM,89,e.0,purple,89,90,0,0
00EW00109,00553,68,,103,1,LIM,90,e.0,purple,97,105,0,0
00EW00110,00559,00,,0,1,LIM,92,e.0,purple,98,101,0,1
00EW00111,00557,68,,98,1,LIM,92,e.0,purple,101,118,0,0
00EW00112,00566,18,,0,1,LIM,86,e.0,purple,90,102,0,0
00EW00113,00584,88,,0,1,LIM,87,e.7,purple,98,103,0,1
00EW00114,00589,68,,99,1,LIM,89,e.0,purple,97,105,0,1
00EW00115,00591,18,,0,1,LIM,82,e.0,purple,87,97,0,0
00EW00116,00571,18,,0,1,LIM,77,e.0,purple,82,90,0,0
00EW00117,00570,18,,0,1,LIM,87,e.0,purple,92,101,0,0
00EW00118,00615,68,,0,1,LIM,83,e.0,purple,96,109,0,0
00EW00119,00609,42,HAIRY,0,1,LIM,78,e.2,purple,79,91,0,0
00EW00120,00632,18,,0,1,LIM,94,e.0,purple,97,104,0,0
00EW00121,00641,88,,0,1,LIM,72,e.8,purple,79,87,0,0
00EW00122,00644,68,,107,1,LIM,96,e.0,purple,100,111,0,0
00EW00123,00645,88,,0,1,LIM,90,e.7,purple,90,101,0,1
00EW00124,00647,68,,97,1,LIM,86,e.0,purple,96,120,0,1
00EW00125,00652,42,,0,1,LIM,64,e.1,purple,73,81,0,0
00EW00126,00657,88,,0,1,LIM,80,e.6,purple,83,88,0,1
00EW00127,00665,00,,0,1,LIM,82,e.0,purple,87,96,0,0
00EW00128,00666,00,,0,1,LIM,78,e.0,purple,82,88,0,0
00EW00129,00620,88,,0,1,LIM,89,e.6,purple,97,100,0,1
00EW00130,00625,68,,90,1,LIM,86,e.0,purple,99,114,0,0
00EW00131,00628,88,,0,1,LIM,100,e.9,purple,102,111,0,1
00EW00132,00687,68,BAD LEG ok,98,1,LIM,89,e.0,purple,89,100,0,1
00EW00133,00696,41,,0,1,LIM,87,e.1,purple,92,98,0,0
00EW00134,00697,00,,0,1,LIM,86,e.0,purple,92,96,0,0
00EW00135,00670,68,,103,1,LIM,83,e.0,purple,90,107,0,1
00EW00136,00675,18,,0,1,LIM,81,e.0,purple,86,96,0,0
00EW00137,00672,00,,0,1,LIM,99,e.0,purple,108,116,0,0
00EW00138,00678,18,,0,1,LIM,88,e.0,purple,91,94,0,0
00EW00139,00677,18,,0,1,LIM,92,e.0,purple,96,105,0,0
00EW00140,00211,18,,0,1,LIM,80,e.0,purple,92,95,0,0
00EW00141,00216,18,,0,1,LIM,86,e.0,purple,94,104,0,1
00EW00142,00212,18,,0,1,LIM,85,e.0,purple,95,108,0,0
00EW00143,00206,88,,0,1,LIM,86,e.7,purple,102,123,0,1
00EW00144,00240,18,,0,1,LIM,93,e.0,purple,96,107,0,1
00EW00145,00251,00,BLACK EWE,0,1,LIM,80,e.0,purple,84,95,0,0
00EW00146,00254,18,,0,1,LIM,77,e.0,purple,79,88,0,0
00EW00147,00220,18,,0,1,LIM,84,e.0,purple,91,97,0,1
00EW00148,00224,18,,0,1,LIM,74,e.0,purple,82,97,0,0
00EW00149,00228,68,,0,1,LIM,79,e.0,purple,95,111,0,0
00EW00150,00272,68,,0,1,LIM,67,e.0,purple,77,86,0,0
00EW00151,00815,18,,0,1,LIM,79,e.0,purple,79,87,0,0
00EW00152,00816,18,,0,1,LIM,84,e.0,purple,85,96,0,1
00EW00153,00803,18,,0,1,LIM,83,e.0,purple,86,90,0,0
00EW00154,00836,00,,0,1,LIM,74,e.0,purple,78,87,0,0
00EW00155,00839,88,,0,1,LIM,72,e.6,purple,75,84,0,0
00EW00156,00841,88,,0,1,LIM,79,e.9,purple,81,95,0,0
00EW00157,00854,68,,0,1,LIM,74,e.0,purple,75,84,0,0
00EW00158,00868,00,,0,1,LIM,77,e.0,purple,78,80,0,0
00EW00159,00828,68,HAIRY,0,1,LIM,77,e.0,purple,89,99,0,0
00EW00160,00886,68,,0,1,LIM,97,e.0,purple,105,113,0,0
00EW00161,00882,18,,0,1,LIM,76,e.0,purple,79,83,0,1
00EW00162,00894,68,,0,1,LIM,104,e.0,purple,114,125,0,0
00EW00163,00898,00,,0,1,LIM,83,e.0,purple,86,96,0,0
00EW00164,00871,00,,0,1,LIM,78,e.0,purple,87,96,0,0
00EW00165,00876,00,,0,1,LIM,87,e.0,purple,88,99,0,1
00EW00166,00872,00,,0,1,LIM,93,e.0,purple,99,111,0,1
00EW00167,00800,00,,0,1,LIM,70,e.0,purple,71,81,0,0
00EW00168,00914,68,,0,1,LIM,83,e.0,purple,85,91,0,0
00EW00169,00918,68,,0,1,LIM,89,e.0,purple,103,118,0,0
00EW00170,00919,68,,0,1,LIM,74,e.0,purple,75,92,0,0
00EW00171,00904,18,NICE,0,1,LIM,85,e.0,purple,87,106,0,0
00EW00172,00930,00,,0,1,LIM,82,e.0,purple,87,92,0,0
00EW00173,00947,68,,0,1,LIM,96,e.0,purple,101,118,0,0
00EW00174,00954,68,,0,1,LIM,94,e.0,purple,103,114,0,0
00EW00175,00958,41,,0,1,LIM,82,e.1,purple,88,91,0,0
00EW00176,00960,18,,0,1,LIM,87,e.0,purple,95,112,0,1
00EW00177,00928,42,,0,1,LIM,79,e.2,purple,88,100,0,0
00EW00178,00988,88,,0,1,LIM,72,e.8,purple,78,87,0,0
00EW00179,00980,00,BLACK EWE,0,1,LIM,96,e.0,purple,108,119,0,1
00EW00180,00993,88,,0,1,LIM,88,e.7,purple,89,91,0,1
00EW00181,00976,18,,0,1,LIM,76,e.0,purple,81,91,0,0
00EW00182,00979,00,,0,1,LIM,82,e.0,purple,88,95,0,0
00EW00183,00711,88,,0,1,LIM,87,e.8,purple,101,108,0,0
00EW00184,00710,88,,0,1,LIM,92,e.9,purple,98,114,0,1
00EW00185,00702,00,,0,1,LIM,75,e.0,purple,78,86,0,0
00EW00186,00707,18,,0,1,LIM,78,e.0,purple,88,102,0,0
00EW00187,00737,41,,0,1,LIM,100,e.2,purple,109,130,0,1
00EW00188,00759,18,,0,1,LIM,88,e.0,purple,89,94,0,0
00EW00189,00757,18,,0,1,LIM,89,e.0,purple,91,101,0,0
00EW00190,00764,68,,96,1,LIM,83,e.0,purple,90,106,0,0
00EW00191,00728,18,,0,1,LIM,80,e.0,purple,86,92,0,1
00EW00192,00789,88,NICE,0,1,LIM,97,e.7,purple,100,102,0,0
00EW00193,00790,68,LAME LR. LEG,107,1,LIM,92,e.0,purple,102,123,0,0
00EW00194,00794,18,,0,1,LIM,82,e.0,purple,90,96,0,0
00EW00195,00795,18,,0,1,LIM,71,e.0,purple,82,94,0,0
00EW00196,A8130,81,,114,1,MTN,85,e.6,purple,98,107,0,1
00EW00197,A8123,82,SCOURS,104,1,MTN,62,e.8,purple,73,82,0,0
00EW00198,A8126,81,,116,1,MTN,88,e.7,purple,94,106,0,1
00EW00199,A8017,82,,100,1,MTN,79,e.9,purple,89,92,0,1
00EW00200,A8039,81,,115,1,MTN,81,e.6,purple,98,109,0,1
00EW00201,A8062,81,,109,1,MTN,90,e.7,purple,101,113,0,1
00EW00202,A8028,82,,98,1,MTN,72,e.9,purple,86,98,0,1
00EW00203,A8074,88,4TEATS,106,1,MTN,79,e.6,purple,92,104,0,1
00EW00204,A7114,81,,104,1,MTN,90,e.7,purple,102,106,0,1
00EW00205,A7102,82,,94,1,MTN,76,e.8,purple,84,94,0,0
00EW00206,A7108,82,,105,1,MTN,94,e.7,purple,98,103,0,1
00EW00207,A7134,82,,116,1,MTN,101,e.9,purple,111,129,0,1
00EW00208,A7138,82,,103,1,MTN,92,e.7,purple,103,121,0,1
00EW00209,A7143,82,,100,1,MTN,108,e.6,purple,109,126,0,1
00EW00210,A7157,82,,94,1,MTN,82,e.7,purple,84,96,0,1
00EW00211,A7160,88,,103,1,MTN,92,e.6,purple,98,111,0,0
00EW00212,A7168,82,,102,1,MTN,88,e.9,purple,91,98,0,1
00EW00213,A7125,88,,103,1,MTN,87,e.8,purple,97,112,0,1
00EW00214,A7184,88,,116,1,MTN,83,e.8,purple,93,109,0,0
00EW00215,A7193,88,,110,1,MTN,85,e.6,purple,95,106,0,1
00EW00216,A7171,88,,120,1,MTN,102,e.6,purple,115,122,0,1
00EW00217,A7177,82,,98,1,MTN,90,e.7,purple,99,108,0,1
00EW00218,A7032,88,,103,1,MTN,88,e.7,purple,97,105,0,1
00EW00219,A7039,88,,101,1,MTN,86,e.8,purple,96,107,0,0
00EW00220,A7047,88,,100,1,MTN,84,e.7,purple,96,103,0,0
00EW00221,A7053,88,,102,1,MTN,82,e.6,purple,93,104,0,1
00EW00222,A7059,88,,103,1,MTN,97,e.6,purple,108,125,0,1
00EW00223,A7057,88,,101,1,MTN,95,e.7,purple,103,120,0,1
00EW00224,A7069,88,,101,1,MTN,80,e.6,purple,96,111,0,1
00EW00225,A7083,88,,103,1,MTN,92,e.9,purple,101,117,0,1
00EW00226,A7090,81,IMM,114,1,MTN,95,e.9,purple,110,130,0,1
00EW00227,A7096,88,4TEATS,109,1,MTN,101,e.7,purple,120,135,0,1
00EW00228,A7074,88,,107,1,MTN,90,e.9,purple,104,123,0,1
00EW00229,A7311,88,,103,1,MTN,82,e.8,purple,88,90,0,0
00EW00230,A7313,88,,103,1,MTN,91,e.7,purple,101,106,0,1
00EW00231,A7303,81,JAW5 <chk,115,1,MTN,91,e.9,purple,97,103,0,1
00EW00232,A7309,88,,109,1,MTN,92,e.6,purple,101,114,0,1
00EW00233,A7339,81,,102,1,MTN,82,e.7,purple,91,101,0,0
00EW00234,A7345,88,,106,1,MTN,81,e.6,purple,86,94,0,0
00EW00235,A7349,82,HAIRY,102,1,MTN,88,e.6,purple,102,121,0,1
00EW00236,A7354,81,,113,1,MTN,84,e.7,purple,96,115,0,1
00EW00237,A7358,81,,103,1,MTN,83,e.6,purple,96,108,0,1
00EW00238,A7369,81,,105,1,MTN,76,e.8,purple,87,92,0,1
00EW00239,A7385,82,,102,1,MTN,92,e.9,purple,103,114,0,1
00EW00240,A7393,82,,103,1,MTN,79,e.9,purple,88,104,0,1
00EW00241,A7395,88,,100,1,MTN,91,e.7,purple,100,107,0,1
00EW00242,A7371,81,,101,1,MTN,84,e.8,purple,98,110,0,1
00EW00243,A7370,81,,105,1,MTN,79,e.7,purple,91,102,0,0
00EW00244,A7378,81,,104,1,MTN,85,e.8,purple,94,99,0,0
00EW00245,A7377,81,,100,1,MTN,80,e.8,purple,88,92,0,0
00EW00246,A7435,82,,97,1,MTN,72,e.7,purple,78,86,0,1
00EW00247,A7439,81,,101,1,MTN,86,e.7,purple,90,92,0,1
00EW00248,A7449,88,,107,1,MTN,81,e.6,purple,93,111,0,1
00EW00249,A7447,88,HAIRY,104,1,MTN,81,e.7,purple,86,98,0,1
00EW00250,A7455,82,4TEATS,110,1,MTN,102,e.8,purple,119,134,0,1
00EW00251,A7458,81,4TEATS,115,1,MTN,98,e.8,purple,116,131,0,0
00EW00252,A7457,88,,104,1,MTN,88,e.6,purple,101,112,0,1
00EW00253,A7468,82,,105,1,MTN,82,e.6,purple,86,92,0,1
00EW00254,A7469,82,,108,1,MTN,82,e.7,purple,86,94,0,1
00EW00255,A7467,82,F3-,102,1,MTN,80,e.8,purple,87,89,0,.
00EW00256,A7425,81,,113,1,MTN,86,e.6,purple,98,107,0,1
00EW00257,A7426,81,,106,1,MTN,74,e.9,purple,86,95,0,1
00EW00258,A7491,88,,102,1,MTN,80,e.7,purple,91,102,0,1
00EW00259,A7495,88,,106,1,MTN,91,e.7,purple,102,115,0,1
00EW00260,A7475,88,,106,1,MTN,87,e.8,purple,94,101,0,1
00EW00261,A7511,88,,98,1,MTN,82,e.8,purple,86,90,0,0
00EW00262,A7512,81,,114,1,MTN,107,e.8,purple,124,144,0,1
00EW00263,A7500,88,,106,1,MTN,82,e.6,purple,91,95,0,1
00EW00264,A7508,81,,112,1,MTN,87,e.7,purple,103,119,0,1
00EW00265,A7509,81,,112,1,MTN,93,e.6,purple,112,129,0,1
00EW00266,A7531,81,,104,1,MTN,90,e.9,purple,100,110,0,1
00EW00267,A7533,81,4TEATS,115,1,MTN,92,e.7,purple,98,106,0,1
00EW00268,A7537,88,4TEATS,114,1,MTN,89,e.7,purple,100,110,0,0
00EW00269,A7542,81,,119,1,MTN,107,e.7,purple,113,128,0,0
00EW00270,A7526,88,,97,1,MTN,88,e.6,purple,98,108,0,1
00EW00271,A7585,81,NICE,105,1,MTN,110,e.9,purple,116,117,0,1
00EW00272,A7582,81,,116,1,MTN,94,e.7,purple,104,118,0,1
00EW00273,A7591,82,,94,1,MTN,79,e.9,purple,86,96,0,1
00EW00274,A7596,88,4TEATS,100,1,MTN,85,e.6,purple,98,107,0,1
00EW00275,A7575,82,,104,1,MTN,94,e.8,purple,95,104,0,1
00EW00276,A7577,88,,94,1,MTN,79,e.6,purple,100,115,0,1
00EW00277,A7610,88,,98,1,MTN,92,e.7,purple,108,117,0,1
00EW00278,A7613,88,,111,1,MTN,90,e.6,purple,95,101,0,1
00EW00279,A7614,88,,108,1,MTN,79,e.6,purple,90,97,0,1
00EW00280,A7600,82,,102,1,MTN,72,e.6,purple,79,92,0,1
00EW00281,A7602,88,4TEATS,112,1,MTN,83,e.9,purple,93,106,0,1
00EW00282,A7608,82,,118,1,MTN,98,e.8,purple,98,106,0,1
00EW00283,A7609,82,,116,1,MTN,83,e.6,purple,92,108,0,1
00EW00284,A7632,88,,102,1,MTN,90,e.9,purple,98,108,0,1
00EW00285,A7653,82,,102,1,MTN,81,e.8,purple,92,98,0,0
00EW00286,A7658,82,,110,1,MTN,70,e.7,purple,78,85,0,1
00EW00287,A7665,88,WF WETHER,111,X,MTN,95,e.0,purple,105,119,0,0
00EW00288,A7666,88,,103,1,MTN,80,e.8,purple,94,104,0,0
00EW00289,A7668,88,4TEATS,103,1,MTN,87,e.7,purple,100,108,0,1
00EW00290,A7622,82,,105,1,MTN,82,e.8,purple,90,96,0,0
00EW00291,A7628,82,,99,1,MTN,80,e.8,purple,84,93,0,0
00EW00292,A7681,81,4TEATS,112,1,MTN,89,e.8,purple,108,126,0,0
00EW00293,A7695,81,,106,1,MTN,83,e.9,purple,96,99,0,1
00EW00294,A7673,88,,93,1,MTN,87,e.6,purple,93,102,0,1
00EW00295,A7674,81,4TEATS,105,1,MTN,96,e.7,purple,101,114,0,1
00EW00296,A7675,81,,104,1,MTN,88,e.7,purple,108,127,0,1
00EW00297,A7213,81,,112,1,MTN,98,e.8,purple,111,126,0,1
00EW00298,A7214,81,,105,1,MTN,84,e.6,purple,92,101,0,1
00EW00299,A7216,81,,108,1,MTN,98,e.8,purple,99,107,0,1
00EW00300,A7217,81,,118,1,MTN,100,e.9,purple,109,131,0,1
00EW00301,A7201,82,,98,1,MTN,70,e.6,purple,78,93,0,1
00EW00302,A7203,82,,96,1,MTN,73,e.7,purple,82,88,0,1
00EW00303,A7204,81,,111,1,MTN,85,e.8,purple,92,102,0,1
00EW00304,A7206,82,,95,1,MTN,85,e.8,purple,90,99,0,1
00EW00305,A7230,81,,100,1,MTN,83,e.9,purple,92,98,0,1
00EW00306,A7236,82,,104,1,MTN,80,e.6,purple,81,98,0,1
00EW00307,A7237,82,,111,1,MTN,92,e.7,purple,102,108,0,0
00EW00308,A7245,81,,107,1,MTN,94,e.8,purple,105,105,0,1
00EW00309,A7254,82,,107,1,MTN,107,e.7,purple,118,127,0,1
00EW00310,A7252,81,,104,1,MTN,89,e.9,purple,96,116,0,1
00EW00311,A7259,82,,91,1,MTN,79,e.7,purple,88,101,0,1
00EW00312,A7265,82,,98,1,MTN,74,e.9,purple,85,93,0,1
00EW00313,A7262,82,,101,1,MTN,91,e.9,purple,99,111,0,1
00EW00314,A7268,82,,103,1,MTN,87,e.9,purple,95,106,0,1
00EW00315,A7222,82,,96,1,MTN,90,e.6,purple,107,120,0,1
00EW00316,A7288,88,,110,1,MTN,95,e.9,purple,109,122,0,1
00EW00317,A7287,88,,105,1,MTN,85,e.9,purple,94,108,0,1
00EW00318,A7291,82,,102,1,MTN,93,e.8,purple,101,108,0,0
00EW00319,A7296,88,,97,1,MTN,78,e.8,purple,94,103,0,1
00EW00320,A7812,81,,117,1,MTN,106,e.6,purple,122,146,0,1
00EW00321,A7856,82,NICE,103,1,MTN,82,e.9,purple,96,110,0,1
00EW00322,A7860,81,,108,1,MTN,91,e.9,purple,105,134,0,0
00EW00323,A7863,82,,107,1,MTN,84,e.9,purple,100,106,0,1
00EW00324,A7866,81,,102,1,MTN,78,e.9,purple,89,105,0,1
00EW00325,A7870,82,,101,1,MTN,73,e.8,purple,84,97,0,0
00EW00326,A7873,88,,103,1,MTN,75,e.8,purple,83,90,0,0
00EW00327,A7903,88,,101,1,MTN,79,e.7,purple,93,105,0,1
00EW00328,A7908,82,,93,1,MTN,66,e.9,purple,75,87,0,1
00EW00329,A7909,82,,98,1,MTN,74,e.6,purple,76,85,0,1
00EW00330,A7907,82,,96,1,MTN,68,e.9,purple,75,87,0,1
00EW00331,A7936,82,,109,1,MTN,80,e.8,purple,100,104,0,1
00EW00332,A7961,82,,102,1,MTN,69,e.8,purple,87,99,0,0
00EW00333,A7926,81,,116,1,MTN,110,e.8,purple,117,128,0,1
00EW00334,A7985,88,,111,1,MTN,86,e.9,purple,93,102,0,1
00EW00335,A7990,88,4TEATS,108,1,MTN,78,e.8,purple,90,94,0,0
00EW00336,A7710,88,,102,1,MTN,88,e.7,purple,93,102,0,1
00EW00337,A7717,88,,106,1,MTN,75,e.7,purple,83,91,0,1
00EW00338,A7704,88,,106,1,MTN,92,e.8,purple,106,110,0,0
00EW00339,A7731,81,,104,1,MTN,79,e.6,purple,88,96,0,1
00EW00340,A7735,88,,101,1,MTN,86,e.6,purple,101,120,0,1
00EW00341,A7748,88,4TEATS,97,1,MTN,85,e.9,purple,95,111,0,1
00EW00342,A7755,88,,110,1,MTN,83,e.6,purple,91,102,0,1
00EW00343,A7752,81,,104,1,MTN,83,e.9,purple,94,111,0,1
00EW00344,A7765,88,PNEU,109,1,MTN,82,e.9,purple,92,104,0,1
00EW00345,A7721,88,,102,1,MTN,77,e.6,purple,81,90,0,1
00EW00346,A7785,81,CHUNKY,116,1,MTN,118,e.9,purple,131,144,0,1
00EW00347,A7788,81,4TEATS,110,1,MTN,89,e.9,purple,99,106,0,1
00EW00348,A7799,88,,101,1,MTN,78,e.9,purple,92,102,0,1
00EW00349,A7770,81,,103,1,MTN,80,e.6,purple,88,99,0,1
00EW00350,A7773,82,,97,1,MTN,75,e.8,purple,86,97,0,0
00EW00351,K1114,00,,0,1,MTN,109,e.4,purple,123,137,0,0
00EW00352,K1115,68,BIG,107,1,MTN,126,e.4,purple,147,162,0,1
00EW00353,K1116,68,,114,1,MTN,131,e.5,purple,147,157,0,1
00EW00354,K1119,68,,119,1,MTN,120,e.4,purple,124,136,0,1
00EW00355,K1117,68,4TEATS,94,1,MTN,96,e.4,purple,110,127,0,1
00EW00356,K1105,68,,107,1,MTN,105,e.4,purple,119,135,0,1
00EW00357,K1148,68,,107,1,MTN,115,e.4,purple,124,141,0,1
00EW00358,K1151,68,4TEATS,100,1,MTN,98,e.5,purple,109,121,0,0
00EW00359,K1150,68,,101,1,MTN,120,e.5,purple,125,128,0,1
00EW00360,K1153,68,,110,1,MTN,98,e.4,purple,113,125,0,1
00EW00361,K1154,68,,112,1,MTN,105,e.5,purple,110,120,0,0
00EW00362,K1156,68,,101,1,MTN,101,e.4,purple,112,130,0,1
00EW00363,K1159,68,,106,1,MTN,102,e.4,purple,111,119,0,1
00EW00364,K1164,68,,105,1,MTN,108,e.5,purple,131,149,0,1
