UID,ETAG,LINE,RMK,IDX,PD,CUWT,BPEN,BRAND,NOV02,DEC17
93EW00408,T3752,42,,90,1,70,R.2,B.Head,85,89
93EW00409,T3723,48,,95,1,68,R.2,Red 2,89,98
93EW00410,T3728,42,DEAD 12/6/93,77,1,63,R.2,Red 2,56,0
93EW00411,T3786,41,,101,1,90,R.2,B.Head,105,117
93EW00412,T3789,41,,118,1,97,R.1,Red 1,118,127
93EW00413,T3792,42,,94,1,75,R.2,B.Head,90,94
93EW00414,T3776,42,4TEATS,103,1,75,R.1,Red 1,84,88
93EW00415,T3777,42,HAIRY,105,1,89,R.2,Red 2,103,109
93EW00416,T4113,42,,91,1,57,R.2,Red 2,73,84
93EW00417,T4115,42,CURLY,80,1,48,R.2,Red 2,58,72
93EW00418,T4118,41,,92,1,50,R.1,Red 1,67,70
93EW00419,T4117,41,,93,1,52,R.1,Red 1,69,75
93EW00420,T4101,41,,104,1,66,R.1,Red 1,87,96
93EW00421,T4100,48,,96,1,60,R.2,Red 2,73,79
93EW00422,T4104,48,,85,1,50,R.2,Red 2,69,73
93EW00423,T4105,48,,91,1,62,R.2,Red 2,69,79
93EW00424,T4106,42,4TEATS,104,1,77,R.2,Red 2,89,101
93EW00425,T4108,42,,100,1,56,R.2,Red 2,71,85
93EW00426,T4109,48,,101,1,79,R.2,Red 2,93,106
93EW00427,T4130,42,,114,1,77,R.2,Red 2,83,97
93EW00428,T4125,42,,110,1,70,R.2,Red 2,83,90
93EW00429,T4127,41,?TARGHEE,108,1,66,R.1,Red 1,81,88
93EW00430,T4013,41,,115,1,88,R.1,Red 1,103,120
93EW00431,T4012,42,,79,1,65,R.2,B.Head,80,86
93EW00432,T4017,41,4TEATS,117,1,98,R.1,Red 1,106,113
93EW00433,T4001,41,,126,1,87,R.1,Red 1,104,112
93EW00434,T4008,41,BRN.HOCKS,105,1,68,R.1,Red 1,83,87
93EW00435,T4034,41,4TEATS,99,1,78,R.1,Red 1,91,97
93EW00436,T4036,41,,122,1,99,R.1,Red 1,117,130
93EW00437,T4044,42,,111,1,74,R.2,Red 2,86,96
93EW00438,T4045,42,,103,1,68,R.2,Red 2,78,84
93EW00439,T4042,42,4TEATS,92,1,62,R.2,Red 2,75,86
93EW00440,T4047,41,,122,1,102,R.1,Red 1,118,128
93EW00441,T4053,42,4TEATS,89,1,56,R.2,Red 2,69,73
93EW00442,T4063,48,,90,1,64,R.2,Red 2,78,95
93EW00443,T4064,41,ABS.L.CHEEK,113,1,78,R.1,Red 1,97,109
93EW00444,T4066,41,,104,1,77,R.1,Red 1,88,94
93EW00445,T4023,42,,89,1,70,R.2,B.Head,85,91
93EW00446,T4026,41,BLK.LF.FOOT,109,1,94,R.1,Red 1,108,124
93EW00447,T4028,42,,97,1,82,R.2,Red 2,92,100
93EW00448,T4080,41,,106,1,67,R.1,Red 1,88,98
93EW00449,T4086,42,,102,1,65,R.2,Red 2,84,95
93EW00450,T4087,42,,101,1,68,R.2,Red 2,78,90
93EW00451,T4093,42,,90,1,51,R.2,Red 2,63,72
93EW00452,T4092,42,,90,1,54,R.2,Red 2,66,75
93EW00453,T4099,42,4TEATS,97,1,73,R.2,Red 2,77,86
93EW00454,T4097,48,,109,1,82,R.2,Red 2,98,119
93EW00455,T4074,41,,117,1,74,R.1,Red 1,89,96
93EW00456,T4076,42,,98,1,76,R.2,Red 2,89,98
93EW00457,T4078,48,,96,1,69,R.2,Red 2,74,92
93EW00458,Z2300,97,ENTR,111,1,123,G.4,Grn 4,143,146
93EW00459,Z2302,97,,116,1,100,G.3,Grn 3,110,121
93EW00460,Z2307,97,,115,1,117,G.4,Grn 4,149,164
93EW00461,Z2365,97,,105,1,99,G.3,Grn 3,108,117
93EW00462,Z2366,97,,109,1,104,G.3,Grn 3,115,130
93EW00463,Z2368,97,,110,1,117,G.4,Grn 4,134,136
93EW00464,Z2388,97,4TEATS,113,1,110,G.3,Grn 3,116,129
93EW00465,Z2396,97,,114,1,103,G.4,Grn 4,108,120
93EW00466,Z2397,97,,112,1,101,G.3,Grn 3,121,132
93EW00467,Z2372,97,,97,1,105,G.3,Grn 3,124,142
93EW00468,Z2379,97,,108,1,104,G.4,Grn 4,118,130
93EW00469,Z2411,97,ENTR,131,1,128,G.4,Grn 4,150,166
93EW00470,Z2416,97,,124,1,109,G.4,Grn 4,114,131
93EW00471,Z2419,97,,111,1,98,G.4,Grn 4,112,122
93EW00472,Z2436,97,,105,1,97,G.3,Grn 3,108,127
93EW00473,Z2437,97,,100,1,96,G.3,Grn 3,121,128
93EW00474,Z2461,97,,106,1,109,G.3,Grn 3,114,129
93EW00475,Z2490,97,ENTR,112,1,111,G.3,Grn 3,130,147
93EW00476,Z2474,97,,108,1,96,G.4,Grn 4,118,128
93EW00477,Z2506,97,,105,1,89,G.4,Grn 4,96,113
93EW00478,Z2568,97,,122,1,109,G.4,Grn 4,119,129
93EW00479,Z2622,97,,115,1,109,G.3,Grn 3,121,133
93EW00480,Z2268,97,WEAK,104,1,103,G.3,Grn 3,114,120
93EW00481,Z2298,97,,111,1,110,G.4,Grn 4,133,142
93EW00482,Z2299,97,,109,1,111,G.3,Grn 3,127,144
