UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDZ65,CLR,STM
21EW00081,A1449,,HAIRY,1,85,e1,W,97,1015,109,1119,,,,3,,Preg,,2,30
21EW00082,A1450,,.,1,101,e2,W,113,1015,121,1119,,,,3,,Preg,,1,30
21EW00083,A1456,,.,1,84,e3,W,98,1015,103,1119,,,,2-,,Preg,,1,30
21EW00084,K5410,,PE,1,103,e4,W,118,1015,123,1119,,,,3,,Preg,,1,06
21EW00085,K5414,,PE,1,92,e5,W,102,1015,118,1119,,,,3,,Open,,1,06
21EW00086,K5416,,2ND,1,101,e1,W,118,1015,127,1119,,,,3+,,Preg,,1,06
21EW00087,K5420,,.,1,83,e2,W,95,1015,108,1119,,,,3,,Open,,1,06
21EW00088,K5425,,.,1,90,e3,W,97,1015,107,1119,,,,3,,Open,,1,06
21EW00089,K5430,,.,1,107,e4,W,125,1015,151,1119,,,,3,,Open,,1,06
21EW00090,K5431,,HAIRY,1,98,e5,W,119,1015,139,1119,,,,3,,Open,,1,06
21EW00091,K5433,,1ST,1,98,e1,W,111,1015,122,1119,,,,3,,Open,,1,06
21EW00092,K5434,,2ND,1,97,e2,W,117,1015,132,1119,,,,3,,Preg,,2,06
21EW00093,K5437,,HAIRY,1,85,e3,W,100,1015,112,1119,,,,3,,Open,,2,06
21EW00094,K5440,,.,1,112,e4,W,113,1015,132,1119,,,,3,,Preg,,1,06
21EW00095,K5441,,HAIRY,1,97,e5,W,116,1015,131,1119,,,,3,,Open,,2,06
21EW00096,L2757,,1ST,1,85,e1,W,95,1015,102,1119,,,,2-,,Preg,,1,PC
21EW00097,L2758,,2ND,1,107,e2,W,114,1015,127,1119,,,,2+,,Preg,,5,PC
21EW00098,L2759,,.,1,118,e3,W,144,1015,154,1119,,,,1-,,Preg,,5,PC
21EW00099,L2760,,.,1,110,e4,W,133,1015,149,1119,,,,1-,,Preg,,5,PC
21EW00100,L2764,,.,1,101,e5,W,123,1015,130,1119,,,,1-,,Preg,,5,PC
21EW00101,L2765,,.,1,116,e1,W,128,1015,138,1119,,,,1,,Preg,,5,PC
21EW00102,L2767,,.,1,121,e2,W,142,1015,151,1119,,,,1-,,Preg,,5,PC
21EW00103,L2769,,.,1,88,e3,W,108,1015,116,1119,,,,3+,,Preg,,1,PC
21EW00104,L2777,,.,1,130,e4,W,152,1015,166,1119,,,,1-,,Preg,,8,PC
21EW00105,L2778,,.,1,90,e5,W,101,1015,123,1119,,,,2+,,Preg,,5,PC
21EW00106,L2779,,.,1,114,e1,W,120,1015,134,1119,,,,2,,Preg,,5,PC
21EW00107,L2781,,.,1,101,e2,W,117,1015,129,1119,,,,2,,Preg,,5,PC
21EW00108,L2783,,1ST,1,117,e3,W,140,1015,149,1119,,,,2+,,Preg,,5,PC
21EW00109,L2784,,2ND,1,106,e4,W,127,1015,147,1119,,,,2,,Preg,,5,PC
21EW00110,L2787,,.,1,98,e5,W,121,1015,145,1119,,,,2-,,Preg,,5,PC
21EW00111,L2788,,.,1,106,e1,W,128,1015,143,1119,,,,3+,,Preg,,5,PC
21EW00112,L2791,,.,1,100,e2,W,111,1015,128,1119,,,,2-,,Preg,,5,PC
21EW00113,L2792,,.,1,94,e3,W,116,1015,123,1119,,,,1-,,Preg,,5,PC
21EW00114,L2793,,.,1,87,e4,W,107,1015,127,1119,,,,2+,,Preg,,5,PC
21EW00115,L2794,,.,1,92,e5,W,111,1015,125,1119,,,,,,Open,15770,5,PC
21EW00116,L2795,,.,1,119,e1,W,129,1015,146,1119,,,,,,Open,15817,5,PC
21EW00117,L2797,,1ST,1,94,e2,W,111,1015,123,1119,,,,2+,,Preg,,5,PC
21EW00118,L2800,,.,1,107,e3,W,128,1015,128,1119,,,,1,,Preg,,5,PC
21EW00119,L2804,,.,1,127,e4,W,147,1015,155,1119,,,,2+,,Preg,,5,PC
21EW00120,L2805,,.,1,100,e5,W,112,1015,125,1119,,,,2+,,Preg,,5,PC
21EW00121,L2807,,1ST,1,121,e1,W,131,1015,143,1119,,,,1-,,Preg,,5,PC
21EW00122,L2809,,.,1,116,e2,W,132,1015,142,1119,,,,1-,,Preg,,5,PC
21EW00123,L2810,,.,1,112,e3,W,131,1015,141,1119,,,,2+,,Preg,,5,PC
21EW00124,L2816,,.,1,109,e4,W,127,1015,139,1119,,,,,,Open,15819,5,PC
21EW00125,L2817,,PINK,1,97,e5,W,121,1015,138,1119,,,,2-,,Preg,,5,PC
21EW00126,L2818,,.,1,105,e1,W,122,1015,138,1119,,,,2+,,Preg,,5,PC
21EW00127,L2819,,.,1,121,e2,W,147,1015,166,1119,,,,2-,,Preg,,5,PC
21EW00128,L2822,,.,1,124,e3,W,128,1015,143,1119,,,,2+,,Preg,,5,PC
21EW00129,L2823,,P EARS,1,111,e4,W,134,1015,147,1119,,,,2,,Preg,,5,PC
21EW00130,L2824,,P EARS,1,99,e5,W,103,1015,123,1119,,,,1-,,Preg,,5,PC
21EW00131,L2831,,PINK,1,108,e1,W,121,1015,132,1119,,,,2+,,Preg,,5,PC
21EW00132,L2835,,.,1,127,e2,W,151,1015,157,1119,,,,,,Open,15799,5,PC
21EW00133,L2836,,PE,1,122,e3,W,141,1015,151,1119,,,,,,Open,15766,5,PC
21EW00134,L2839,,1ST.PE,1,95,e4,W,111,1015,127,1119,,,,1-,,Preg,,5,PC
21EW00135,L2840,,2ND.PE,1,84,e5,W,108,1015,124,1119,,,,,,Open,15784,5,PC
21EW00136,L2841,,.,1,113,e1,W,129,1015,141,1119,,,,,,Open,15812,5,PC
21EW00137,L2842,,.,1,90,e2,W,109,1015,125,1119,,,,2-,,Preg,,5,PC
21EW00138,L2845,,.,1,100,e3,W,112,1015,122,1119,,,,2,,Preg,,5,PC
21EW00139,L2846,,.,1,107,e4,W,127,1015,134,1119,,,,2+,,Preg,,5,PC
21EW00140,L2851,,.,1,118,e5,W,132,1015,145,1119,,,,1-,,Preg,,5,PC
21EW00141,L2854,,.,1,105,e1,W,128,1015,141,1119,,,,2+,,Preg,,5,PC
21EW00142,L2858,,.,1,113,e2,W,132,1015,149,1119,,,,1-,,Preg,,5,PC
21EW00143,L2865,,.,1,121,e3,W,142,1015,151,1119,,,,,,Open,15809,5,PC
21EW00144,L2872,,.,1,110,e4,W,128,1015,142,1119,,,,2+,,Preg,,5,PC
21EW00145,L2874,,.,1,109,e5,W,121,1015,135,1119,,,,,,Open,15803,5,PC
21EW00146,L2876,,.,1,117,e1,W,129,1015,136,1119,,,,1-,,Preg,,5,PC
21EW00147,L2881,,.,1,129,e2,W,144,1015,158,1119,,,,2,,Preg,,5,PC
21EW00148,L2882,,.,1,112,e3,W,134,1015,144,1119,,,,,,Open,15818,5,PC
21EW00149,L2883,,.,1,88,e4,W,106,1015,119,1119,,,,2+,,Preg,,5,PC
21EW00150,L2884,,.,1,105,e5,W,123,1015,142,1119,,,,2-,,Preg,,1,PC
21EW00151,L2890,,.,1,109,e1,W,143,1015,152,1119,,,,1,,Preg,,5,PC
21EW00152,L2891,,.,1,85,e2,W,105,1015,120,1119,,,,2+,,Preg,,1,PC
21EW00153,L2899,,2ND,1,89,e3,W,103,1015,116,1119,,,,2+,,Preg,,5,PC
21EW00154,L2900,,.,1,122,e4,W,154,1015,171,1119,,,,,,Open,15776,3,PC
21EW00155,L2901,,.,1,112,e5,W,133,1015,152,1119,,,,3+,,Preg,,5,PC
21EW00156,L2902,,.,1,84,e1,W,99,1015,112,1119,,,,2-,,Preg,,5,PC
21EW00157,L2915,,.,1,86,e2,W,101,1015,121,1119,,,,2+,,Preg,,5,PC
21EW00158,L2916,,.,1,101,e3,W,119,1015,134,1119,,,,2-,,Preg,,5,PC
21EW00159,L2917,,.,1,95,e4,W,102,1015,120,1119,,,,,,Open,15816,5,PC
21EW00160,L2926,,.,1,119,e5,W,129,1015,150,1119,,,,3+,,Preg,,5,PC
21EW00161,L2928,,.,1,96,e1,W,100,1015,113,1119,,,,2-,,Preg,,5,PC
21EW00162,L2934,,PE,1,99,e2,W,120,1015,135,1119,,,,,,Open,15808,5,PC
21EW00163,L2935,,.,1,95,e3,W,111,1015,122,1119,,,,1-,,Preg,,5,PC
21EW00164,L2936,,.,1,101,e4,W,108,1015,120,1119,,,,2+,,Preg,,5,PC
21EW00165,L2937,,1ST,1,96,e5,W,108,1015,122,1119,,,,2,,Preg,,5,PC
21EW00166,L2939,,.,1,120,e1,W,144,1015,163,1119,,,,3-,,Preg,,5,PC
21EW00167,L2945,,.,1,133,e2,W,149,1015,158,1119,,,,2-,,Preg,,5,PC
21EW00168,L2946,,.,1,111,e3,W,130,1015,141,1119,,,,2-,,Preg,,5,PC
21EW00169,L2948,,.,1,105,e4,W,116,1015,128,1119,,,,2-,,Preg,,5,PC
21EW00170,L2949,,.,1,118,e5,W,136,1015,152,1119,,,,2-,,Preg,,5,PC
21EW00171,L2950,,.,1,108,e1,W,128,1015,139,1119,,,,1-,,Preg,,5,PC
21EW00172,L2952,,.,1,99,e2,W,113,1015,128,1119,,,,2-,,Preg,,5,PC
21EW00173,L2958,,.,1,116,e3,W,134,1015,140,1119,,,,,,Open,15791,5,PC
21EW00174,L2960,,.,1,113,e4,W,123,1015,139,1119,,,,1-,,Preg,,5,PC
21EW00175,L2963,,.,1,100,e5,W,117,1015,130,1119,,,,,,Open,15788,5,PC
21EW00176,L2966,,.,1,102,e1,W,119,1015,127,1119,,,,1-,,Preg,,5,PC
21EW00177,L2972,,.,1,106,e2,W,121,1015,138,1119,,,,2-,,Preg,,5,PC
21EW00178,L2975,,1ST,1,103,e3,W,120,1015,129,1119,,,,2-,,Preg,,5,PC
21EW00179,L2976,,2ND,1,99,e4,W,120,1015,135,1119,,,,2+,,Preg,,5,PC
21EW00180,L2978,,2ND,1,114,e5,W,117,1015,136,1119,,,,2+,,Preg,,5,PC
21EW00181,L2980,,.,1,111,e1,W,129,1015,139,1119,,,,1-,,Preg,,5,PC
21EW00182,L2982,,.,1,111,e2,W,122,1015,141,1119,,,,1-,,Preg,,5,PC
21EW00183,L2985,,.,1,94,e3,W,116,1015,132,1119,,,,,,Open,15793,5,PC
21EW00184,L2988,,.,1,108,e4,W,125,1015,136,1119,,,,2+,,Preg,,5,PC
21EW00185,L2992,,.,1,102,e5,W,123,1015,145,1119,,,,2-,,Preg,,5,PC
21EW00186,L2993,,HAIRY,1,90,e1,W,113,1015,125,1119,,,,,,Open,15822,5,PC
21EW00187,L2995,,.,1,107,e2,W,128,1015,144,1119,,,,2+,,Preg,,5,PC
21EW00188,L2996,,.,1,112,e3,W,140,1015,149,1119,,,,2-,,Preg,,1,PC
21EW00189,L3003,,.,1,114,e4,W,132,1015,139,1119,,,,2,,Preg,,5,PC
21EW00190,L3004,,HAIRY,1,96,e5,W,109,1015,133,1119,,,,1-,,Preg,,5,PC
21EW00191,L3007,,.,1,89,e1,W,101,1015,109,1119,,,,,,Open,15779,5,PC
21EW00192,L3008,,.,1,103,e2,W,127,1015,132,1119,,,,2,,Preg,,5,PC
21EW00193,L3009,,.,1,127,e3,W,146,1015,153,1119,,,,2+,,Preg,,5,PC
21EW00194,L3014,,2ND,1,89,e4,W,110,1015,127,1119,,,,,,Open,15807,5,PC
21EW00195,L3020,,1ST,1,91,e5,W,106,1015,121,1119,,,,3,,Preg,,5,PC
21EW00196,L3023,,.,1,99,e1,W,116,1015,129,1119,,,,2-,,Preg,,5,PC
21EW00197,L3024,,HAIRY,1,91,e2,W,101,1015,114,1119,,,,2+,,Preg,,5,PC
21EW00198,L3030,,1ST,1,110,e3,W,122,1015,132,1119,,,,,,Open,15794,5,PC
21EW00199,L3036,,.,1,121,e4,W,144,1015,154,1119,,,,1-,,Preg,,1,PC
21EW00200,L3043,,.,1,105,e5,W,118,1015,134,1119,,,,,,Open,15780,1,PC
21EW00201,L3050,,.,1,86,e1,W,105,1015,111,1119,,,,1-,,Preg,,5,PC
21EW00202,L3056,,2ND,1,114,e2,W,131,1015,145,1119,,,,1-,,Preg,,5,PC
21EW00203,L3058,,2ND,1,96,e3,W,116,1015,120,1119,,,,2,,Preg,,5,PC
21EW00204,L3061,,.,1,91,e4,W,102,1015,117,1119,,,,,,Open,15800,5,PC
21EW00205,L3064,,.,1,118,e5,W,138,1015,147,1119,,,,1-,,Preg,,1,PC
21EW00206,L3065,,.,1,114,e1,W,123,1015,133,1119,,,,1-,,Preg,,5,PC
21EW00207,L3068,,.,1,123,e2,W,145,1015,155,1119,,,,2-,,Preg,,5,PC
21EW00208,L3072,,1ST,1,125,e3,W,141,1015,145,1119,,,,2+,,Preg,,5,PC
21EW00209,L3078,,.,1,96,e4,W,114,1015,129,1119,,,,,,Open,15798,5,PC
21EW00210,L3079,,.,1,103,e5,W,122,1015,133,1119,,,,2+,,Preg,,5,PC
21EW00211,L3081,,.,1,94,e1,W,101,1015,118,1119,,,,2+,,Preg,,5,PC
21EW00212,L3082,,.,1,90,e2,W,99,1015,116,1119,,,,2+,,Preg,,5,PC
21EW00213,L3083,,.,1,124,e3,W,130,1015,147,1119,,,,2,,Preg,,5,PC
21EW00214,L3086,,1ST,1,92,e4,W,108,1015,133,1119,,,,2+,,Preg,,5,PC
21EW00215,L3087,,.,1,103,e5,W,116,1015,131,1119,,,,2-,,Preg,,5,PC
21EW00216,L3088,,.,1,140,e1,W,147,1015,167,1119,,,,2-,,Preg,,5,PC
21EW00217,L3091,,.,1,113,e2,W,139,1015,151,1119,,,,2+,,Preg,,5,PC
21EW00218,L3100,,2ND,1,101,e3,W,120,1015,138,1119,,,,2+,,Preg,,5,PC
21EW00219,L3102,,.,1,129,e4,W,145,1015,161,1119,,,,1-,,Preg,,5,PC
21EW00220,L3110,,.,1,113,e5,W,130,1015,125,1119,,,,3+,,Preg,,5,PC
21EW00221,L3116,,.,1,110,e1,W,128,1015,132,1119,,,,1-,,Preg,,5,PC
21EW00222,L3117,,.,1,87,e2,W,105,1015,118,1119,,,,,,Open,15758,5,PC
21EW00223,L3118,,.,1,91,e3,W,98,1015,113,1119,,,,1-,,Preg,,5,PC
21EW00224,L3124,,.,1,91,e4,W,116,1015,133,1119,,,,2-,,Preg,,5,PC
21EW00225,L3126,,PE.ChewedTail,1,114,e5,W,131,1015,153,1119,,,,2+,,Preg,,5,PC
21EW00226,L3127,,.,1,106,e1,W,117,1015,122,1119,,,,2-,,Preg,,5,PC
21EW00227,L3128,,.,1,97,e2,W,127,1015,141,1119,,,,2,,Preg,,5,PC
21EW00228,L3153,,.,1,106,e3,W,125,1015,139,1119,,,,2+,,Preg,,5,PC
21EW00229,M0591,,.,1,112,e4,W,134,1015,149,1119,,,,3+,,Preg,,1,LP
21EW00230,M0622,,.,1,103,e5,W,128,1015,145,1119,,,,2,,Preg,,2,LP
21EW00231,M0625,,.,1,108,e1,W,117,1015,129,1119,,,,2-,,Preg,,1,LP
21EW00232,S3256,,.,1,96,e2,W,102,1015,120,1119,,,,3,,Preg,,1,43
21EW00233,S3266,,.,1,83,e3,W,94,1015,103,1119,,,,4,,Preg,,3,07
21EW00234,S3284,,.,1,85,e4,W,91,1015,103,1119,,,,3,,Preg,,1,07
21EW00235,S3290,,.,1,99,e5,W,109,1015,130,1119,,,,3-,,Preg,,1,43
21EW00236,S3291,,.,1,95,e1,W,103,1015,114,1119,,,,4+,,Preg,,1,07
21EW00237,S3297,,.,1,87,e2,W,102,1015,114,1119,,,,3-,,Preg,,1,43
21EW00238,S3300,,S3299 lost,1,88,e3,W,99,1015,106,1119,,,,,,Open,15769,1,07
21EW00239,S3306,,.,1,85,e4,W,100,1015,119,1119,,,,3-,,Preg,,1,43
21EW00240,S3310,,.,1,95,e5,W,111,1015,128,1119,,,,3,,Preg,,1,43
21EW00241,S3323,,.,1,86,e1,W,106,1015,,,,,,,,,,1,43
21EW00242,S3330,,.,1,91,e2,W,100,1015,110,1119,,,,3,,Preg,,1,07
21EW00243,S3331,,.,1,95,e3,W,107,1015,120,1119,,,,3+,,Preg,,1,07
21EW00244,S3332,,.,1,94,e4,W,118,1015,141,1119,,,,3,,Preg,,1,07
21EW00245,S3333,,HAIRY,1,89,e5,W,98,1015,110,1119,,,,4,,Preg,,1,07
21EW00246,S3336,,2ND,1,88,e1,W,103,1015,106,1119,,,,,,Open,15764,2,07
21EW00247,S3341,,.,1,87,e2,W,99,1015,109,1119,,,,3-,,Preg,,1,07
21EW00248,S3344,,.,1,94,e3,W,107,1015,119,1119,,,,4+,,Preg,,1,07
21EW00249,S3349,,.,1,89,e4,W,107,1015,121,1119,,,,,,Open,15811,1,07
21EW00250,S3350,,.,1,84,e5,W,102,1015,114,1119,,,,3-,,Preg,,1,07
21EW00251,S3359,,.,1,96,e1,W,110,1015,123,1119,,,,3,,Preg,,1,07
21EW00252,S3365,,.,1,87,e2,W,102,1015,116,1119,,,,3+,,Preg,,1,07
21EW00253,S3366,,.,1,96,e3,W,102,1015,110,1119,,,,3-,,Preg,,1,07
21EW00254,S3368,,.,1,102,e4,W,110,1015,122,1119,,,,3-,,Preg,,1,07
21EW00255,S3375,,.,1,85,e5,W,102,1015,113,1119,,,,,,Open,15781,1,07
21EW00256,S3382,,.,1,89,e1,W,103,1015,111,1119,,,,3-,,Preg,,1,07
21EW00257,S3389,,.,1,84,e2,W,95,1015,107,1119,,,,4,,Preg,,1,07
21EW00258,S3392,,.,1,99,e3,W,102,1015,116,1119,,,,3,,Preg,,1,43
21EW00259,S3400,,.,1,94,e4,W,107,1015,129,1119,,,,3-,,Preg,,1,07
21EW00260,S3403,,.,1,88,e5,W,103,1015,116,1119,,,,3-,,Preg,,1,07
21EW00261,S3404,,.,1,90,e1,W,112,1015,123,1119,,,,4+,,Preg,,1,07
21EW00262,S3407,,.,1,88,e2,W,100,1015,112,1119,,,,3,,Preg,,1,07
21EW00263,S3411,,2@ONCE,1,86,e3,W,98,1015,106,1119,,,,3,,Preg,,1,07
21EW00264,S3412,,2@ONCE,1,87,e4,W,107,1015,124,1119,,,,3,,Preg,,1,07
21EW00265,S3415,,.,1,103,e5,W,122,1015,139,1119,,,,3-,,Preg,,1,07
21EW00266,S3420,,.,1,89,e1,W,102,1015,118,1119,,,,3-,,Preg,,1,43
21EW00267,S3427,,.,1,84,e2,W,98,1015,108,1119,,,,3,,Preg,,2,07
21EW00268,S3430,,1ST,1,94,e3,W,101,1015,105,1119,,,,4+,,Preg,,1,07
21EW00269,S3434,,.,1,99,e4,W,120,1015,132,1119,,,,3+,,Preg,,2,07
21EW00270,S3435,,HAIRY,1,103,e5,W,117,1015,135,1119,,,,3-,,Preg,,2,07
21EW00271,S3437,,HAIRY,1,84,e1,W,98,1015,102,1119,,,,3-,,Preg,,2,07
21EW00272,S3439,,.,1,86,e2,W,92,1015,100,1119,,,,4+,,Preg,,1,07
21EW00273,S3440,,.,1,112,e3,W,125,1015,135,1119,,,,4+,,Preg,,1,07
21EW00274,S3445,,HAIRY,1,90,e4,W,99,1015,110,1119,,,,3,,Preg,,1,07
21EW00275,S3456,,HAIRY,1,99,e5,W,111,1015,124,1119,,,,3-,,Preg,,1,07
21EW00276,S3466,,.,1,114,e1,W,122,1015,139,1119,,,,3,,Preg,,1,43
21EW00277,S3468,,PINK,1,88,e2,W,106,1015,111,1119,,,,3,,Preg,,2,07
21EW00278,S3471,,.,1,108,e3,W,124,1015,132,1119,,,,3-,,Preg,,1,07
21EW00279,S3480,,.,1,89,e4,W,105,1015,122,1119,,,,3-,,Preg,,1,07
21EW00280,S3482,,.,1,85,e5,W,90,1015,105,1119,,,,4+,,Preg,,2,07
21EW00281,S3485,,HAIRY,1,99,e1,W,108,1015,117,1119,,,,3-,,Preg,,1,07
21EW00282,S3487,,.,1,91,e2,W,107,1015,124,1119,,,,3,,Preg,,1,43
