UID,ETAG,LINE,RMK,IDX,PD,BRDGTRT,CUWT,BPEN,BRAND,W1019,W1205,IDZ65,CLR,STM
06EW00365,R6540,18,,99,1,Norm,89,e11,Purple,106,123,0,1,07
06EW00366,R6545,18,,92,1,Norm,83,e13,Purple,98,119,0,1,07
06EW00367,R6549,18,ENTROPION,109,1,Norm,97,e14,Purple,113,131,0,1,07
06EW00368,R6547,18,,95,1,Norm,80,e13,Purple,100,114,0,1,07
06EW00369,R6550,18,4TEATS,106,1,Norm,90,e13,Purple,108,131,0,1,07
06EW00370,R6555,18,,98,1,Norm,80,e13,Purple,82,101,0,1,07
06EW00371,R6552,18,,100,1,Norm,79,e12,Purple,89,113,0,1,07
06EW00372,R6560,18,4TEATS,98,1,Norm,82,e14,Purple,98,116,0,1,07
06EW00373,R6563,18,,109,1,Norm,92,e14,Purple,104,116,0,1,07
06EW00374,R6565,18,,99,1,Norm,82,e15,Purple,94,113,0,1,07
06EW00375,R6569,18,,111,1,Norm,91,e13,Purple,93,114,0,1,07
06EW00376,R6567,18,,119,1,Norm,96,e11,Purple,110,124,0,1,07
06EW00377,R6521,18,ENTROPION,102,1,Norm,85,e14,Purple,93,109,0,1,07
06EW00378,R6526,18,,92,1,Norm,84,e11,Purple,93,117,0,1,07
06EW00379,R6522,18,ENTROPION,110,1,Norm,90,e15,Purple,99,121,0,1,07
06EW00380,R6528,18,,100,1,Norm,91,e13,Purple,94,117,0,1,07
06EW00381,R6583,18,,99,1,Norm,72,e13,Purple,81,100,0,1,07
06EW00382,R6585,18,,110,1,Norm,86,e14,Purple,100,119,0,1,07
06EW00383,R6589,18,,97,1,Norm,76,e13,Purple,83,98,0,1,07
06EW00384,R6587,18,ENTROPION,97,1,Norm,79,e15,Purple,88,100,0,1,07
06EW00385,R6591,18,4TEATS,105,1,Norm,80,e11,Purple,91,106,0,1,07
06EW00386,R6590,18,,110,1,Norm,90,e14,Purple,94,110,0,1,07
06EW00387,R6594,18,,109,1,Norm,83,e15,Purple,101,121,0,1,07
06EW00388,R6572,18,,117,1,Norm,100,e14,Purple,102,117,0,1,07
06EW00389,R6577,18,PNEU.TX.,110,1,Norm,88,e12,Purple,98,122,0,1,07
06EW00390,R6615,18,,110,1,Norm,79,e14,Purple,84,102,0,1,07
06EW00391,R6617,18,,119,1,Norm,73,e15,Purple,95,114,0,1,07
06EW00392,R6606,18,OK,95,1,Norm,67,e13,Purple,81,95,0,1,07
06EW00393,R6602,18,4TEATS,107,1,Norm,82,e12,Purple,100,117,0,1,07
06EW00394,R6608,18,,109,1,Norm,78,e13,Purple,76,96,0,1,07
06EW00395,R6607,18,,98,1,Norm,76,e14,Purple,93,108,0,1,07
06EW00396,R6211,18,,97,1,Norm,85,e12,Purple,100,117,0,1,07
06EW00397,R6213,18,SCOURS TX.,103,1,Norm,92,e14,Purple,104,126,0,1,07
06EW00398,R6215,18,,98,1,Norm,87,e15,Purple,102,119,0,1,07
06EW00399,R6201,18,,89,1,Norm,78,e13,Purple,91,106,0,1,07
06EW00400,R6203,18,HAIRY,113,1,Norm,97,e14,Purple,115,131,0,1,07
06EW00401,R6204,18,BLK.EYE,108,1,Norm,101,e15,Purple,114,140,0,1,07
06EW00402,R6205,18,HAIRY,109,1,Norm,103,e11,Purple,111,124,0,1,07
06EW00403,R6209,18,BRN.EAR,85,1,Norm,90,e14,Purple,92,107,0,1,07
06EW00404,R6230,18,,104,1,Norm,87,e14,Purple,96,117,0,1,07
06EW00405,R6250,18,GAUNT,85,1,Norm,91,e13,Purple,98,123,0,1,07
06EW00406,R6261,18,,95,1,Norm,86,e11,Purple,98,108,0,1,07
06EW00407,R6260,18,,98,1,Norm,91,e15,Purple,106,128,0,1,07
06EW00408,R6263,18,4TEATS,107,1,Norm,99,e15,Purple,115,140,0,1,07
06EW00409,R6266,18,,100,1,Norm,98,e15,Purple,108,125,0,1,07
06EW00410,R6262,18,,98,1,Norm,89,e14,Purple,99,110,0,1,07
06EW00411,R6268,18,,98,1,Norm,99,e11,Purple,118,143,0,1,07
06EW00412,R6221,18,,97,1,Norm,86,e12,Purple,90,113,0,1,07
06EW00413,R6223,18,4TEATS,124,1,Norm,112,e12,Purple,133,157,0,1,07
06EW00414,R6226,18,,107,1,Norm,104,e13,Purple,115,133,0,1,07
06EW00415,R6222,18,,105,1,Norm,97,e13,Purple,114,135,0,1,07
06EW00416,R6229,18,4TEATS,103,1,Norm,93,e13,Purple,96,117,0,1,07
06EW00417,R6227,18,,100,1,Norm,92,e12,Purple,105,130,0,1,07
06EW00418,R6284,18,4TEATS,98,1,Norm,83,e13,Purple,90,114,0,1,07
06EW00419,R6288,18,,104,1,Norm,94,e14,Purple,112,125,0,1,07
06EW00420,R6293,18,,87,1,Norm,88,e13,Purple,99,117,0,1,07
06EW00421,R6296,18,,83,1,Norm,77,e15,Purple,78,92,0,1,07
06EW00422,R6298,18,4TEATS,111,1,Norm,96,e14,Purple,107,132,0,1,07
06EW00423,R6299,18,,125,1,Norm,118,e15,Purple,133,157,0,1,07
06EW00424,R6271,18,4TEATS,103,1,Norm,103,e12,Purple,115,134,0,1,07
06EW00425,R6274,18,,114,1,Norm,105,e15,Purple,127,140,0,1,07
06EW00426,R6272,18,,116,1,Norm,105,e14,Purple,113,128,0,1,07
06EW00427,R6277,18,4TEATS,120,1,Norm,121,e14,Purple,129,148,0,1,07
06EW00428,T1110,ID,,106,1,Norm,96,e23,Purple,119,146,0,1,02
06EW00429,T1100,48,,106,1,LIFE,100,e24,Purple,103,130,0,1,02
06EW00430,T1108,ID,,94,1,Norm,100,e24,Purple,110,128,0,1,02
06EW00431,T1131,48,PNEU.TX.,91,1,Norm,81,e21,Purple,90,103,0,1,02
06EW00432,T1130,48,,108,1,Norm,97,e22,Purple,107,132,0,1,02
06EW00433,T1135,48,4TEATS,92,1,Norm,88,e25,Purple,100,119,0,1,02
06EW00434,T1138,48,,102,1,Norm,94,e23,Purple,97,107,0,1,02
06EW00435,T1141,ID,,97,1,Norm,96,e23,Purple,104,126,0,1,02
06EW00436,T1140,48,PNEU.TX.,109,1,Norm,112,e23,Purple,131,153,0,1,02
06EW00437,T1143,ID,,104,1,Norm,90,e24,Purple,107,131,0,1,02
06EW00438,T1144,ID,ENTROPION,101,1,Norm,92,e25,Purple,104,129,0,1,02
06EW00439,T1145,48,,115,1,Norm,103,e24,Purple,115,147,0,1,02
06EW00440,T1148,ID,ENTROPION,111,1,Norm,102,e23,Purple,118,128,0,1,02
06EW00441,T1155,48,PNEU.TX.,117,1,Norm,99,e21,Purple,109,131,0,1,02
06EW00442,T1158,48,,101,1,Norm,111,e23,Purple,125,142,0,1,02
06EW00443,T1161,ID,,94,1,Norm,84,e25,Purple,94,110,0,1,02
06EW00444,T1160,ID,,105,1,Norm,99,e25,Purple,102,127,0,1,02
06EW00445,T1163,48,,109,1,Norm,103,e22,Purple,109,131,0,1,02
06EW00446,T1162,48,PNEU.TX.,102,1,LIFE,94,e25,Purple,92,122,0,1,02
06EW00447,T1167,48,"4TEATS,PNEU.T",112,1,Norm,87,e25,Purple,106,123,0,1,02
06EW00448,T1121,48,,99,1,Norm,91,e21,Purple,104,113,0,1,02
06EW00449,T1125,48,,111,1,Norm,82,e24,Purple,96,114,0,1,02
06EW00450,T1126,48,,117,1,Norm,95,e25,Purple,114,130,0,1,02
06EW00451,T1122,48,PNEU.TX.,86,1,LIFE,76,e23,Purple,93,114,0,1,02
06EW00452,T1129,ID,PNEU.TX.,125,1,Norm,105,e24,Purple,123,152,0,1,02
06EW00453,T1127,ID,PNEU.TX.,108,1,Norm,89,e24,Purple,98,115,0,1,02
06EW00454,T1181,48,,99,1,Norm,94,e24,Purple,104,121,0,1,02
06EW00455,T1185,48,PNEU.TX.,91,1,Norm,79,e21,Purple,97,117,0,1,02
06EW00456,T1186,48,,92,1,Norm,88,e22,Purple,93,111,0,1,02
06EW00457,T1196,48,PNEU.TX.,99,1,LIFE,97,e25,Purple,103,135,0,1,02
06EW00458,T1198,ID,ENTROPION,102,1,Norm,91,e24,Purple,113,125,0,1,02
06EW00459,T1197,ID,PNEU.TX.,112,1,Norm,110,e23,Purple,119,146,0,1,02
06EW00460,T1171,48,,107,1,Norm,100,e22,Purple,120,142,0,1,02
06EW00461,T1175,48,PNEU.TX.,101,1,Norm,89,e23,Purple,94,114,0,1,02
06EW00462,T1172,48,REC.PROLAPSE,106,6,Norm,93,e21,Purple,117,0,0,1,02
06EW00463,T1015,ID,HAIRY,118,1,Norm,103,e24,Purple,109,133,0,1,02
06EW00464,T1016,ID,ENTROPION,116,1,Norm,100,e25,Purple,113,137,0,1,02
06EW00465,T1012,ID,,103,1,Norm,96,e23,Purple,103,118,0,1,02
06EW00466,T1017,48,4TEATS,109,1,Norm,112,e22,Purple,124,150,0,1,02
06EW00467,T1003,48,,104,1,Norm,96,e23,Purple,114,143,0,1,02
06EW00468,T1005,48,4TEATS,113,1,Norm,99,e25,Purple,107,132,0,1,02
06EW00469,T1006,48,SCOURS TX.,111,1,Norm,93,e23,Purple,98,118,0,1,02
06EW00470,T1033,48,,113,1,Norm,97,e21,Purple,105,125,0,1,02
06EW00471,T1034,48,,105,1,Norm,103,e22,Purple,103,122,0,1,02
06EW00472,T1039,48,,99,1,Norm,87,e25,Purple,94,118,0,1,02
06EW00473,T1037,48,,111,1,Norm,106,e23,Purple,117,146,0,1,02
06EW00474,T1044,48,4TEATS,108,1,Norm,90,e25,Purple,117,136,0,1,02
06EW00475,T1042,ID,,94,1,Norm,89,e22,Purple,97,124,0,1,02
06EW00476,T1049,48,,91,1,Norm,87,e24,Purple,95,112,0,1,02
06EW00477,T1047,ID,,102,1,Norm,103,e22,Purple,101,120,0,1,02
06EW00478,T1051,48,PNEU.TX.,112,1,Norm,109,e24,Purple,112,130,0,1,02
06EW00479,T1050,48,,94,1,Norm,93,e25,Purple,100,114,0,1,02
06EW00480,T1055,48,,116,1,LIFE,113,e21,Purple,118,148,0,1,02
06EW00481,T1056,48,HAIRY,97,1,Norm,92,e21,Purple,100,114,0,1,02
06EW00482,T1052,48,,98,1,LIFE,90,e22,Purple,94,116,0,1,02
06EW00483,T1058,48,PNEU.TX.,106,1,Norm,100,e23,Purple,116,145,0,1,02
06EW00484,T1065,48,PNEU.TX.,96,1,Norm,77,e22,Purple,76,97,0,1,02
06EW00485,T1066,48,,96,1,Norm,89,e25,Purple,92,109,0,1,02
06EW00486,T1021,ID,PNEU.TX.,100,1,Norm,91,e23,Purple,111,120,0,1,02
06EW00487,T1020,48,4TEATS,107,1,Norm,89,e25,Purple,89,97,0,1,02
06EW00488,T1023,48,SCOURS TX.,108,1,Norm,99,e24,Purple,117,130,0,1,02
06EW00489,T1027,48,PNEU.TX.,88,1,LIFE,79,e23,Purple,91,117,0,1,02
06EW00490,T1081,48,,110,1,Norm,108,e23,Purple,116,135,0,1,02
06EW00491,T1089,48,PNEU.TX.,102,1,Norm,93,e23,Purple,106,112,0,1,02
06EW00492,T1087,48,,97,1,Norm,92,e24,Purple,111,135,0,1,02
06EW00493,T1091,ID,PNEU.TX.,112,1,Norm,101,e24,Purple,104,125,0,1,02
06EW00494,T1090,48,,97,1,Norm,82,e24,Purple,92,102,0,1,02
06EW00495,T1093,48,PNEU.TX.,108,1,Norm,91,e23,Purple,105,130,0,1,02
06EW00496,T1078,48,4TEATS,103,1,Norm,105,e22,Purple,101,121,0,1,02
06EW00497,T1079,48,ENTROPION,104,1,Norm,103,e21,Purple,122,139,0,1,02
06EW00498,T1214,48,,123,1,Norm,112,e24,Purple,140,165,0,1,02
06EW00499,T1215,48,,100,1,Norm,93,e22,Purple,102,132,0,1,02
06EW00500,T1219,48,"HAIRY,WEAKLEG",108,1,LIFE,95,e21,Purple,108,130,0,1,02
06EW00501,T1204,48,ENTROPION,111,1,Norm,105,e25,Purple,120,149,0,1,02
06EW00502,T1206,48,,99,1,Norm,93,e23,Purple,109,122,0,1,02
06EW00503,T1202,48,,106,1,LIFE,92,e25,Purple,104,130,0,1,02
06EW00504,T1234,48,,117,1,LIFE,111,e21,Purple,116,143,0,1,02
06EW00505,T1237,48,,71,1,LIFE,54,e22,Purple,53,70,0,1,02
06EW00506,T1240,48,BRN. LEG,82,1,LIFE,65,e22,Purple,63,78,0,2,02
06EW00507,T1243,48,,100,1,LIFE,84,e24,Purple,85,110,0,1,02
06EW00508,T1242,48,,105,1,LIFE,96,e23,Purple,110,138,0,1,02
06EW00509,T1250,48,,96,1,Norm,80,e23,Purple,92,116,0,1,02
06EW00510,T1258,48,ENTROPION,103,1,Norm,81,e24,Purple,95,108,0,1,02
06EW00511,T1264,48,BRN.EARS,107,1,Norm,84,e25,Purple,98,111,0,1,02
06EW00512,T1225,ID,WRINKLES,104,1,Norm,81,e25,Purple,91,110,0,1,02
06EW00513,T0813,48,,101,1,Norm,90,e24,Purple,103,121,0,1,02
06EW00514,T0801,48,,93,1,Norm,87,e24,Purple,99,121,0,1,02
06EW00515,T0803,48,4TEATS,96,1,Norm,100,e22,Purple,115,139,0,1,02
06EW00516,T0805,48,,100,1,Norm,90,e21,Purple,99,113,0,1,02
06EW00517,T0806,48,ENTROPION,111,1,Norm,103,e22,Purple,123,151,0,1,02
06EW00518,T0802,48,,95,1,Norm,91,e21,Purple,103,119,0,1,02
06EW00519,T0809,48,ENTROPION,103,1,Norm,112,e25,Purple,125,151,0,1,02
06EW00520,T0835,ID,,102,1,Norm,101,e23,Purple,108,127,0,1,02
06EW00521,T0836,ID,,97,1,Norm,93,e24,Purple,115,135,0,1,02
06EW00522,T0832,48,ENTROPION,102,1,Norm,99,e25,Purple,100,120,0,1,02
06EW00523,T0838,48,4TEATS,95,1,Norm,81,e23,Purple,97,122,0,1,02
06EW00524,T0839,48,4TEATS,95,1,Norm,90,e24,Purple,97,105,0,1,02
06EW00525,T0844,ID,4TEATS,100,1,Norm,99,e21,Purple,101,121,0,1,02
06EW00526,T0845,ID,4TEATS,100,1,Norm,94,e21,Purple,104,129,0,1,02
06EW00527,T0846,ID,,102,1,Norm,107,e22,Purple,110,134,0,1,02
06EW00528,T0848,48,4TEATS,110,1,Norm,97,e21,Purple,107,130,0,1,02
06EW00529,T0850,48,,96,1,Norm,106,e23,Purple,113,131,0,1,02
06EW00530,T0852,48,,105,1,LIFE,94,e21,Purple,96,123,0,1,02
06EW00531,T0857,48,,97,1,Norm,92,e24,Purple,93,116,0,1,02
06EW00532,T0861,48,4TEATS,97,1,Norm,89,e25,Purple,92,107,0,1,02
06EW00533,T0864,48,ENTROPION,93,1,Norm,99,e22,Purple,110,142,0,1,02
06EW00534,T0866,48,,98,1,Norm,99,e25,Purple,106,124,0,1,02
06EW00535,T0821,ID,"SICK,WT.LOSS",108,1,Norm,89,e25,Purple,80,105,0,1,02
06EW00536,T0825,48,,105,1,Norm,100,e25,Purple,107,120,0,1,02
06EW00537,T0826,48,,92,1,Norm,96,e22,Purple,102,112,0,1,02
06EW00538,T0880,48,,104,1,Norm,107,e23,Purple,111,128,0,1,02
06EW00539,T0883,48,"HAIRY,PNEU.TX",103,1,Norm,105,e23,Purple,122,141,0,1,02
06EW00540,T0885,48,,98,1,Norm,106,e21,Purple,116,130,0,1,02
06EW00541,T0882,ID,,94,1,Norm,87,e21,Purple,101,121,0,1,02
06EW00542,T0889,48,PNEU.TX.,105,1,Norm,107,e21,Purple,120,142,0,1,02
06EW00543,T0891,48,,111,1,Norm,98,e24,Purple,104,136,0,1,02
06EW00544,T0894,ID,NICE LAMB,100,1,Norm,94,e21,Purple,97,120,0,1,02
06EW00545,T0898,48,,94,1,Norm,89,e22,Purple,98,120,0,1,02
06EW00546,T0899,48,,97,1,Norm,99,e21,Purple,105,125,0,1,02
06EW00547,T0911,48,,101,1,Norm,88,e22,Purple,90,116,0,1,02
06EW00548,T0915,ID,,93,1,Norm,89,e23,Purple,106,126,0,1,02
06EW00549,T0916,ID,,111,1,Norm,110,e24,Purple,120,148,0,1,02
06EW00550,T0912,48,,97,1,Norm,89,e21,Purple,92,106,0,1,02
06EW00551,T0904,ID,,104,1,Norm,97,e25,Purple,104,125,0,1,02
06EW00552,T0902,48,,106,1,Norm,111,e25,Purple,130,160,0,1,02
06EW00553,T0909,ID,PNEU.TX.,96,1,Norm,92,e24,Purple,103,117,0,1,02
06EW00554,T0933,ID,NICE LAMB,119,1,Norm,115,e24,Purple,130,158,0,1,02
06EW00555,T0938,48,,101,1,LIFE,102,e25,Purple,107,130,0,1,02
06EW00556,T0940,48,,98,1,Norm,82,e22,Purple,99,115,0,1,02
06EW00557,T0943,ID,ENTROPION,100,1,Norm,104,e25,Purple,114,140,0,1,02
06EW00558,T0945,48,,100,1,Norm,83,e22,Purple,99,114,0,1,02
06EW00559,T0946,48,save by iderr,93,1,Norm,73,e23,Purple,82,97,0,1,02
06EW00560,T0948,48,,91,1,Norm,80,e25,Purple,92,119,0,1,02
06EW00561,T0949,48,,117,1,Norm,108,e21,Purple,109,130,0,1,02
06EW00562,T0951,48,,103,1,Norm,96,e22,Purple,105,114,0,1,02
06EW00563,T0954,48,,90,1,Norm,84,e24,Purple,92,102,0,1,02
06EW00564,T0957,48,ENTROPION,91,1,Norm,86,e21,Purple,91,106,0,1,02
06EW00565,T0963,48,,110,1,Norm,104,e25,Purple,118,140,0,1,02
06EW00566,T0968,ID,,100,1,Norm,97,e21,Purple,112,134,0,1,02
06EW00567,T0924,48,,100,1,Norm,91,e22,Purple,94,103,0,1,02
06EW00568,T0925,ID,PNEU.TX.,110,1,Norm,102,e22,Purple,115,132,0,1,02
06EW00569,T0984,48,,106,1,Norm,85,e21,Purple,93,112,0,1,02
06EW00570,T0986,48,,102,1,Norm,78,e22,Purple,74,92,0,1,02
06EW00571,T0989,48,,99,1,Norm,94,e24,Purple,104,125,0,1,02
06EW00572,T0991,48,,98,1,Norm,90,e23,Purple,100,116,0,1,02
06EW00573,T0993,ID,,96,1,Norm,84,e25,Purple,97,105,0,1,02
06EW00574,T0992,48,ENTROPION,94,1,Norm,81,e24,Purple,87,113,0,1,02
06EW00575,T0978,48,,102,1,Norm,95,e23,Purple,106,131,0,1,02
06EW00576,T0768,48,,95,1,Norm,88,e21,Purple,100,114,0,1,02
06EW00577,T0769,48,,97,1,Norm,90,e22,Purple,105,131,0,1,02
06EW00578,T0780,ID,,93,1,Norm,96,e21,Purple,98,113,0,1,02
06EW00579,T0785,48,,86,1,Norm,86,e23,Purple,91,110,0,1,02
06EW00580,T0788,48,,90,1,Norm,96,e21,Purple,98,111,0,1,02
06EW00581,T0787,48,,92,1,Norm,86,e22,Purple,102,130,0,1,02
06EW00582,T0791,48,4TEATS,114,1,Norm,108,e21,Purple,126,155,0,1,02
06EW00583,T0793,48,,104,1,Norm,106,e22,Purple,115,136,0,1,02
06EW00584,T0792,48,,104,1,Norm,99,e22,Purple,108,129,0,1,02
06EW00585,T0798,48,,90,1,Norm,92,e21,Purple,108,119,0,1,02
06EW00586,T0799,48,,101,1,Norm,116,e22,Purple,123,145,0,1,02
06EW00587,T0774,48,,98,1,Norm,97,e21,Purple,92,114,0,1,02
06EW00588,T0772,48,,92,1,LIFE,94,e22,Purple,95,126,0,1,02
06EW00589,T0778,ID,,103,1,Norm,96,e23,Purple,93,114,0,1,02
06EW00590,T0779,ID,,103,1,Norm,96,e24,Purple,116,133,0,1,02
06EW00591,X3103,97,"DEAD, PNEU.",140,6,Norm,128,e46,Purple,149,0,0,6,97
06EW00592,X3104,97,ENTROPION,132,1,Norm,131,e44,Purple,153,175,0,6,97
06EW00593,X3102,97,,131,1,Norm,109,e45,Purple,119,129,0,6,97
06EW00594,X3133,00,,0,1,Norm,132,e42,Purple,159,181,0,5,30
06EW00595,X3132,00,,120,1,Norm,107,e03,Purple,123,146,0,5,TS
06EW00596,X3140,00,,109,1,Norm,101,e01,Purple,103,119,0,5,TS
06EW00597,X3153,97,ENTROPION,116,1,Norm,96,e45,Purple,121,142,0,6,97
06EW00598,X3154,97,ENTROPION,119,1,Norm,99,e46,Purple,127,142,0,6,97
06EW00599,X3158,00,,0,1,Norm,103,e42,Purple,119,132,0,5,30
06EW00600,X3166,97,,129,1,Norm,126,e45,Purple,134,152,0,6,97
06EW00601,X3123,97,,123,1,Norm,113,e44,Purple,133,154,0,6,97
06EW00602,X3122,97,,118,1,Norm,103,e44,Purple,117,137,0,6,97
06EW00603,X3011,00,TIED NAVEL,0,1,Norm,123,e41,Purple,141,161,0,5,30
06EW00604,X3068,97,NICE LAMB,124,1,Norm,121,e44,Purple,146,174,0,6,97
06EW00605,X3089,97,,127,1,Norm,126,e44,Purple,146,160,0,6,97
06EW00606,X3090,00,,92,1,Norm,102,e45,Purple,100,111,0,1,TC
06EW00607,X3070,00,ENTROPION,0,1,Norm,113,e42,Purple,136,153,0,5,30
06EW00608,X3317,00,ENTROPION,0,1,Norm,113,e43,Purple,134,161,0,5,30
06EW00609,X3345,00,ENTROPION,97,1,Norm,88,e44,Purple,100,109,0,1,TC
06EW00610,X3351,00,BLACK ewe,0,1,Norm,125,e45,Purple,137,147,0,9,00
06EW00611,X3329,00,,75,1,Norm,75,e42,Purple,83,91,0,2,m3
06EW00612,X3381,00,BLACK ewe,0,1,Norm,123,e46,Purple,147,164,0,9,00
06EW00613,X3386,00,4TEATS,0,1,Norm,100,e41,Purple,112,141,0,5,30
06EW00614,X3382,97,,130,1,Norm,118,e44,Purple,133,160,0,6,97
06EW00615,X3387,00,,0,1,Norm,104,e42,Purple,127,148,0,5,30
06EW00616,X3392,00,BLACK ewe,97,1,Norm,80,e42,Purple,95,117,0,9,m3
06EW00617,X3372,00,,0,1,Norm,129,e41,Purple,144,175,0,5,30
06EW00618,X3400,97,,111,1,Norm,104,e44,Purple,122,140,0,6,97
06EW00619,X3409,97,,126,1,Norm,106,e45,Purple,135,157,0,6,97
06EW00620,X3433,97,,109,1,Norm,103,e46,Purple,110,116,0,6,97
06EW00621,X3440,97,,118,1,Norm,107,e45,Purple,129,149,0,6,97
06EW00622,X3448,00,,0,1,Norm,112,e42,Purple,128,148,0,5,30
06EW00623,X3449,00,,0,1,Norm,102,e43,Purple,119,129,0,5,30
06EW00624,X3454,00,,74,1,Norm,76,e41,Purple,92,110,0,5,m3
06EW00625,X3422,00,4TEATS,97,1,Norm,97,e42,Purple,103,119,0,5,m3
06EW00626,X3428,97,ENTROPION,111,1,Norm,103,e45,Purple,119,138,0,6,97
06EW00627,X3420,00,ENTROPION,0,1,Norm,122,e43,Purple,145,171,0,5,30
06EW00628,X3481,00,ENTROPION,102,1,Norm,99,e46,Purple,120,139,0,1,TC
06EW00629,X3488,00,,103,1,Norm,110,e45,Purple,116,121,0,1,TC
06EW00630,X3489,00,,99,1,Norm,95,e44,Purple,99,110,0,1,TC
06EW00631,X3476,00,,0,1,Norm,111,e41,Purple,132,156,0,5,30
06EW00632,X3477,00,,0,1,Norm,114,e42,Purple,141,163,0,5,30
06EW00633,X3470,00,SCOURS TX.,0,1,Norm,119,e43,Purple,135,151,0,5,30
06EW00634,X3515,00,"ENTR, OK",84,1,Norm,83,e46,Purple,93,109,0,1,TC
06EW00635,X3501,00,SCOURS TX.,74,1,Norm,75,e43,Purple,86,99,0,5,m3
06EW00636,X3505,00,,117,1,Norm,113,e01,Purple,120,141,0,5,TS
06EW00637,X3545,97,NICE LAMB,125,1,Norm,121,e46,Purple,116,134,0,6,97
06EW00638,X3552,97,,129,1,Norm,112,e46,Purple,137,161,0,6,97
06EW00639,X3563,00,4TEATS,100,1,Norm,90,e44,Purple,97,115,0,1,TC
06EW00640,X3562,00,ENTROPION,104,1,Norm,99,e45,Purple,107,123,0,1,TC
06EW00641,X3529,00,BLACK ewe,0,1,Norm,114,e46,Purple,136,150,0,9,00
06EW00642,X3584,00,BLACK ewe,0,1,Norm,118,e45,Purple,144,156,0,9,00
06EW00643,X3588,00,,111,1,Norm,112,e45,Purple,120,129,0,1,TC
06EW00644,X3576,97,,113,1,Norm,97,e46,Purple,124,151,0,6,97
06EW00645,X3632,00,,122,1,Norm,120,e03,Purple,136,154,0,5,TS
06EW00646,X3638,00,ENTROPION,106,1,Norm,99,e41,Purple,105,129,0,4,m3
06EW00647,X3658,97,,130,1,Norm,104,e46,Purple,121,143,0,6,97
06EW00648,X3685,00,ENTROPION,104,1,Norm,99,e41,Purple,111,130,0,5,m3
06EW00649,X3699,00,,78,1,Norm,73,e42,Purple,77,91,0,5,m3
06EW00650,X3670,00,ENTR 4TEATS,98,1,Norm,95,e46,Purple,98,114,0,1,TC
06EW00651,X3214,00,ENTROPION,85,1,Norm,92,e46,Purple,96,102,0,1,TC
06EW00652,X3215,00,,94,1,Norm,107,e45,Purple,117,125,0,1,TC
06EW00653,X3216,97,,128,1,Norm,136,e46,Purple,146,165,0,6,97
06EW00654,X3217,00,BLACK ewe,0,1,Norm,119,e46,Purple,143,167,0,9,00
06EW00655,X3201,00,BLACK ewe,0,1,Norm,126,e44,Purple,142,163,0,9,00
06EW00656,X3244,97,,107,1,Norm,92,e46,Purple,110,121,0,6,97
06EW00657,X3254,00,ENTROPION,0,1,Norm,128,e43,Purple,154,174,0,5,30
06EW00658,X3252,00,,0,1,Norm,114,e43,Purple,133,146,0,5,30
06EW00659,X3222,00,ENTROPION,101,1,Norm,101,e44,Purple,105,112,0,1,TC
06EW00660,X3293,00,BLACK ewe,0,1,Norm,133,e44,Purple,152,173,0,9,00
06EW00661,X3298,97,,118,1,Norm,111,e44,Purple,138,160,0,6,97
06EW00662,X3299,97,,121,1,Norm,117,e45,Purple,145,166,0,6,97
06EW00663,X3278,00,ENTROPION,87,1,Norm,87,e43,Purple,95,106,0,4,m3
06EW00664,X3838,00,"SPEC2, ENTR.",121,1,Norm,106,e44,Purple,119,138,0,6,97
06EW00665,X3837,00,SPEC2,126,1,Norm,117,e45,Purple,135,156,0,6,97
06EW00666,X3889,00,"SPEC2, NOT Tx",112,1,Norm,93,e45,Purple,112,128,0,6,97
06EW00667,X3890,97,SCOURS TX.,123,1,Norm,104,e46,Purple,125,143,0,6,97
06EW00668,X3893,00,PNEU.TX.,108,1,Norm,98,e41,Purple,104,126,0,5,m3
06EW00669,X3873,00,ENTROPION,104,1,Norm,99,e43,Purple,119,131,0,5,m3
06EW00670,X3874,00,BIG4HER,96,1,Norm,85,e41,Purple,99,123,0,5,m3
06EW00671,X3902,00,PNEU.TX.,100,1,Norm,95,e43,Purple,112,127,0,5,m3
06EW00672,X3933,00,PNEU.TX.,129,1,Norm,103,NON,Purple,119,0,0,2,86
06EW00673,X3934,00,4TEATS,129,1,Norm,108,NON,Purple,116,0,0,2,86
06EW00674,X3932,00,4TEATS,123,1,Norm,108,NON,Purple,114,0,0,1,86
06EW00675,X3954,00,,118,1,Norm,98,NON,Purple,117,0,0,1,86
06EW00676,X3955,00,,0,1,Norm,100,NON,Purple,117,0,0,5,86
06EW00677,X3967,00,4TEATS,124,1,Norm,97,NON,Purple,92,0,0,1,86
06EW00678,X3981,00,"ENTR,PNEU.TX.",125,1,Norm,105,e44,Purple,116,146,0,6,97
06EW00679,X3985,00,,93,1,Norm,86,NON,Purple,92,0,0,1,00
06EW00680,X3986,00,,92,1,Norm,72,NON,Purple,75,0,0,1,00
06EW00681,X3994,00,PNEU.TX.,121,1,Norm,127,NON,Purple,152,0,0,1,00
06EW00682,X3995,00,,98,1,Norm,94,NON,Purple,109,0,0,1,00
06EW00683,X3996,00,PNEU.TX.,100,1,Norm,81,NON,Purple,82,0,0,1,00
06EW00684,X3973,00,PNEU.TX.,0,1,Norm,112,NON,Purple,128,0,0,5,00
06EW00685,X3979,00,,118,1,Norm,93,NON,Purple,105,0,0,1,86
06EW00686,X3977,00,"ENTR,PNEU.TX.",117,1,Norm,89,NON,Purple,107,0,0,3,86
