UID,ETAG,LINE,RMK,IDX,PD,MASTITRT,CUWT,BPEN,BRAND,NOV04,DEC17,IDZ65,YTEX,PREG
03EW00430,X0386,00,,96,1,none,85,e.0,green,97,104,0,Yellow,1
03EW00431,X0388,00,,0,1,none,119,e.0,green,124,139,0,Orange,1
03EW00432,X0387,00,4TEATS,104,1,none,87,e.1,green,97,101,0,Yellow,1
03EW00433,X0380,00,BLACK EWE,104,1,none,81,973,green,100,105,1140,Purple,1
03EW00434,X0393,00,,98,1,none,78,e.2,green,92,102,0,Yellow,1
03EW00435,X0373,00,,94,1,none,72,e.1,green,78,85,0,Yellow,0
03EW00436,X0379,00,,103,1,none,90,e.2,green,92,102,0,Yellow,0
03EW00437,X0300,00,ENTR,118,1,none,96,nd1,green,0,0,1184,Purple,1
03EW00438,X0408,00,HAIRY,102,1,none,83,e.0,green,98,105,0,Yellow,0
03EW00439,X0438,00,,102,1,none,92,e.0,green,104,119,0,Yellow,1
03EW00440,X0441,00,,115,1,none,96,e.2,green,105,124,0,Yellow,1
03EW00441,X0444,00,,130,1,none,109,nd1,green,0,0,1202,Purple,1
03EW00442,X0447,00,,90,1,none,77,e.0,green,82,101,0,Yellow,1
03EW00443,X0440,00,4TEATS,100,1,none,72,e.1,green,87,96,0,Yellow,1
03EW00444,X0454,00,HAIRY  <<<,115,1,none,95,e.2,green,114,124,0,Yellow,0
03EW00445,X0455,00,,106,1,none,92,e.0,green,96,107,0,Yellow,1
03EW00446,X0450,00,,106,1,none,85,e.1,green,94,103,0,Yellow,0
03EW00447,X0464,00,,99,1,none,71,e.1,green,89,96,0,Yellow,1
03EW00448,X0465,00,,0,1,none,105,e.8,green,120,138,0,Orange,1
03EW00449,X0467,00,NICE,114,1,none,95,e.2,green,103,117,0,Yellow,1
03EW00450,X0423,00,,0,1,none,105,e.7,green,113,125,0,Orange,1
03EW00451,X0426,00,4TEATS,99,1,none,84,e.1,green,94,101,0,Yellow,0
03EW00452,X0422,00,,0,1,none,102,e.6,green,114,127,0,Orange,1
03EW00453,X0428,00,HAIRY  <<<,112,1,none,93,e.2,green,108,110,0,Yellow,0
03EW00454,X0482,00,NICE,120,1,none,113,e.1,green,115,126,0,Yellow,1
03EW00455,X0491,00,"PNEU.,HAIRY",105,1,none,88,e.2,green,99,111,0,Yellow,1
03EW00456,X0474,00,,93,1,none,78,e.0,green,101,108,0,Yellow,1
03EW00457,X0512,00,,0,1,none,103,e.1,green,123,145,0,Orange,1
03EW00458,X0510,00,,105,1,none,91,e.1,green,95,106,0,Yellow,1
03EW00459,X0504,00,,133,1,none,120,e.0,green,115,128,0,Yellow,1
03EW00460,X0531,00,4TEATS,104,1,none,87,e.0,green,104,110,0,Yellow,1
03EW00461,X0534,00,,95,1,none,73,e.2,green,86,93,0,Yellow,0
03EW00462,X0536,00,BLACK EWE,102,1,none,95,974,green,120,133,1164,Purple,0
03EW00463,X0532,00,4TEATS,98,1,none,78,e.1,green,84,91,0,Yellow,0
03EW00464,X0541,00,,103,1,none,91,e.1,green,99,110,0,Yellow,1
03EW00465,X0546,00,,0,1,none,84,e.2,green,95,103,0,Orange,1
03EW00466,X0540,00,,95,1,none,79,e.0,green,82,88,0,Yellow,0
03EW00467,X0556,00,,0,1,none,93,e.0,green,96,112,0,Orange,1
03EW00468,X0561,00,,0,1,none,85,e.6,green,92,110,0,Orange,0
03EW00469,X0565,00,,96,1,none,79,e.2,green,95,100,0,Yellow,0
03EW00470,X0568,00,,100,1,none,93,e.0,green,111,119,0,Yellow,1
03EW00471,X0527,00,,97,1,none,76,e.2,green,94,104,0,Yellow,1
03EW00472,X0571,00,4TEATS,107,1,none,89,e.1,green,91,98,0,Yellow,0
03EW00473,X0573,00,ENTR,100,1,none,86,e.2,green,103,117,0,Yellow,1
03EW00474,X0574,00,,101,1,none,86,e.0,green,93,107,0,Yellow,0
03EW00475,X0616,00,MSG 11/4/03,96,7,none,77,e.1,green,0,0,0,Yellow,
03EW00476,X0617,00,"ENTR,4TEATS",107,1,none,90,e.2,green,109,122,0,Yellow,1
03EW00477,X0602,00,NAVEL BLED,121,1,none,104,e.1,green,118,134,0,Yellow,1
03EW00478,X0608,00,4TEATS,90,1,none,72,e.0,green,85,90,0,Yellow,0
03EW00479,X0607,00,4TEATS,105,1,none,81,e.2,green,95,109,0,Yellow,1
03EW00480,X0643,00,,106,1,none,83,e.0,green,96,105,0,Yellow,1
03EW00481,X0649,00,BLACK EWE,85,1,none,77,973,green,92,99,1142,Purple,0
03EW00482,X0647,00,,0,1,none,111,e.7,green,130,148,0,Orange,1
03EW00483,X0654,00,NICE,104,1,none,90,nd6,green,0,0,1180,Purple,1
03EW00484,X0657,00,,0,1,none,80,e.8,green,99,117,0,Orange,1
03EW00485,X0668,00,NICE,96,1,none,77,e.1,green,86,102,0,Yellow,1
03EW00486,X0660,00,,0,1,none,89,e.1,green,95,111,0,Orange,1
03EW00487,X0622,00,4TEATS,124,1,none,99,nd5,green,0,0,1174,Purple,1
03EW00488,X0698,00,HAIRY  <<<,115,1,none,86,e.1,green,104,129,0,Yellow,1
03EW00489,X0673,00,HAIRY,118,1,none,99,nd7,green,0,0,1191,Purple,1
03EW00490,X0676,00,NICE,103,1,none,80,e.2,green,89,99,0,Yellow,0
03EW00491,X0678,00,NICE,118,1,none,99,e.0,green,114,132,0,Yellow,1
03EW00492,X0600,00,NICE,130,1,none,103,nd-,green,0,0,0,Purple,0
03EW00493,X0211,00,,113,1,none,103,nd9,green,0,0,1196,Purple,1
03EW00494,X0215,00,,109,1,none,101,nd8,green,0,0,1186,Purple,1
03EW00495,X0212,00,,111,1,none,99,nd4,green,0,0,1203,Purple,1
03EW00496,X0217,00,,113,1,none,96,e.1,green,111,117,0,Yellow,1
03EW00497,X0253,00,4TEATS,108,1,none,90,e.2,green,108,120,0,Yellow,1
03EW00498,X0254,00,,114,1,none,100,e.0,green,123,139,0,Yellow,1
03EW00499,X0255,00,,99,1,none,81,e.1,green,92,101,0,Yellow,1
03EW00500,X0256,00,4TEATS,113,1,none,100,e.2,green,112,122,0,Yellow,1
03EW00501,X0257,00,,109,1,none,90,e.0,green,101,111,0,Yellow,1
03EW00502,X0266,00,BLACK EWE,113,1,none,102,974,green,136,146,1150,Purple,0
03EW00503,X0262,00,4TEATS,108,1,none,101,e.1,green,117,129,0,Yellow,1
03EW00504,X0269,00,4TEATS,0,1,none,117,e.8,green,145,164,0,Orange,1
03EW00505,X0226,00,,0,1,none,90,e.0,green,102,119,0,Orange,1
03EW00506,X0282,00,"ENTR,4TEATS",121,1,none,103,e.1,green,114,122,0,Yellow,1
03EW00507,X0288,00,,116,1,none,95,nd6,green,0,0,0,Purple,0
03EW00508,X0273,00,,99,1,none,87,e.2,green,91,105,0,Yellow,1
03EW00509,X0275,00,,108,1,none,85,e.0,green,102,110,0,Yellow,1
03EW00510,X0277,00,4TEATS,109,1,none,93,nd7,green,0,0,1210,Purple,1
03EW00511,X0714,00,,0,1,none,87,e.2,green,107,118,0,Orange,1
03EW00512,X0703,00,,95,1,none,77,e.2,green,87,97,0,Yellow,1
03EW00513,X0704,00,,106,1,none,82,e.0,green,98,110,0,Yellow,1
03EW00514,X0744,00,,109,1,none,90,nd3,green,0,0,1192,Purple,1
03EW00515,X0745,00,HAIRY,103,1,none,89,nd-,green,0,0,1207,Purple,1
03EW00516,X0748,00,,117,1,none,98,e.1,green,109,118,0,Yellow,1
03EW00517,X0755,00,4TEATS,98,1,none,72,e.2,green,79,89,0,Yellow,1
03EW00518,X0756,00,HAIRY,0,1,none,97,e.0,green,103,111,0,Orange,0
03EW00519,X0758,00,HAIRY,121,1,none,105,nd2,green,0,0,0,Purple,0
03EW00520,X0750,00,,115,1,none,99,nd4,green,0,0,0,Purple,0
03EW00521,X0763,00,,109,1,none,92,e.1,green,105,115,0,Yellow,1
03EW00522,X0764,00,,116,1,none,96,e.2,green,104,115,0,Yellow,1
03EW00523,X0762,00,HAIRY,102,1,none,80,e.0,green,84,95,0,Yellow,1
03EW00524,X0760,00,4TEATS,121,1,none,99,nd1,green,0,0,0,Purple,0
03EW00525,X0723,00,,0,1,none,96,e.7,green,99,107,0,Orange,1
03EW00526,X0722,00,,0,1,none,97,e.6,green,94,111,0,Orange,1
03EW00527,X0785,97,NICE,118,1,Ram,108,Ram,Red,108,140,1235,Purple,
03EW00528,X0773,00,,103,1,none,86,e.0,green,107,120,0,Yellow,1
03EW00529,X0001,00,,110,1,none,96,e.0,green,103,113,0,Yellow,1
03EW00530,X0007,00,HAIRY,97,1,none,80,e.1,green,90,101,0,Yellow,1
03EW00531,Z8581,00,,101,1,none,94,nd-,green,0,0,1193,Purple,1
03EW00532,Z8583,00,NICE,115,1,none,117,nd0,green,0,0,0,Purple,0
03EW00533,Z8582,00,,107,1,none,100,nd7,green,0,0,0,Purple,0
03EW00534,Z8580,00,ENTR,0,1,none,112,e.6,green,120,132,0,Orange,1
03EW00535,Z8591,00,ENTR,0,1,none,100,e.7,green,114,123,0,Orange,1
03EW00536,Z8594,00,HAIRY,85,1,none,89,e.1,green,95,105,0,Yellow,1
03EW00537,Z8592,00,,0,1,none,79,e.8,green,93,105,0,Orange,1
03EW00538,Z8599,97,,97,1,Ram,113,Ram,Red,113,135,1227,Purple,
03EW00539,Z8597,00,,101,1,none,94,e.2,green,101,113,0,Yellow,1
03EW00540,Z8576,00,,107,1,none,104,nd3,green,0,0,0,Purple,0
03EW00541,Z8578,00,,122,1,none,126,nd4,green,0,0,0,Purple,0
03EW00542,Z8579,00,,0,1,none,95,e.8,green,96,103,0,Orange,1
03EW00543,Z8611,00,,108,1,none,106,e.1,green,113,116,0,Yellow,1
03EW00544,Z8615,00,,0,1,none,94,e.1,green,117,142,0,Orange,1
03EW00545,Z8616,00,,86,1,none,75,e.2,green,95,105,0,Yellow,1
03EW00546,Z8617,00,,108,1,none,110,nd5,green,0,0,0,Purple,0
03EW00547,Z8601,00,,108,1,none,104,e.0,green,109,120,0,Yellow,1
03EW00548,Z8600,97,ENTR*2,102,1,Ram,121,Ram,Red,121,145,1226,Purple,
03EW00549,Z8633,00,,96,1,none,91,e.1,green,98,113,0,Yellow,1
03EW00550,Z8634,00,,97,1,none,88,e.2,green,100,102,0,Yellow,1
03EW00551,Z8630,00,,0,1,none,123,e.2,green,128,145,0,Orange,1
03EW00552,Z8645,00,,99,1,none,90,e.0,green,99,107,0,Yellow,1
03EW00553,Z8642,00,,108,1,none,101,nd5,green,0,0,0,Purple,0
03EW00554,Z8649,00,"ENTR, DEAD",97,6,none,94,nd,green,0,0,0,Purple,0
03EW00555,Z8654,00,,0,1,none,114,e.6,green,125,133,0,Orange,1
03EW00556,Z8655,97,,95,1,Ram,114,Ram,Red,114,161,1228,Purple,
03EW00557,Z8661,00,,0,1,none,110,e.7,green,120,130,0,Orange,1
03EW00558,Z8664,97,NICE,97,1,none,119,974,green,131,148,1163,Purple,0
03EW00559,Z8623,00,BLACK EWE,88,1,none,91,974,green,100,110,1167,Purple,0
03EW00560,Z8624,97,ENTR,103,1,none,114,974,green,127,151,1151,Purple,0
03EW00561,Z8625,97,,97,1,Ram,117,Ram,Red,117,161,1224,Purple,
03EW00562,Z8628,00,,110,1,none,112,nd5,green,0,0,0,Purple,0
03EW00563,Z8627,00,,96,1,none,97,e.0,green,107,118,0,Yellow,1
03EW00564,Z8681,00,,96,1,none,85,e.0,green,93,101,0,Yellow,1
03EW00565,Z8684,00,,103,1,none,98,e.1,green,121,131,0,Yellow,1
03EW00566,Z8685,00,,120,1,none,116,nd6,green,0,0,1194,Purple,1
03EW00567,Z8686,00,,89,1,none,77,e.2,green,86,98,0,Yellow,1
03EW00568,Z8689,00,,100,1,none,85,e.0,green,93,108,0,Yellow,1
03EW00569,Z8680,00,,98,1,none,88,e.2,green,100,106,0,Yellow,1
03EW00570,Z8694,00,,105,1,none,97,e.2,green,111,119,0,Yellow,1
03EW00571,Z8695,00,,0,1,none,86,e.0,green,90,96,0,Orange,1
03EW00572,Z8698,00,,109,1,none,104,nd-,green,0,0,1188,Purple,1
03EW00573,Z8690,00,"X, WRY NECK",114,3,none,102,X,green,117,0,0,X??low,
03EW00574,Z8679,00,,94,1,none,82,e.1,green,87,100,0,Yellow,1
03EW00575,Z8812,00,,95,1,none,81,e.2,green,97,110,0,Yellow,0
03EW00576,Z8833,00,,0,1,none,112,e.6,green,130,137,0,Orange,1
03EW00577,Z8835,00,,99,1,none,94,e.0,green,95,108,0,Yellow,1
03EW00578,Z8838,97,ENTR,106,1,none,117,974,green,132,155,1156,Purple,0
03EW00579,Z8837,97,NICE,100,1,none,103,974,green,81,90,1162,Purple,0
03EW00580,Z8846,00,,117,1,none,117,nd8,green,0,0,1187,Purple,1
03EW00581,Z8849,00,,103,1,none,105,e.1,green,117,123,0,Yellow,1
03EW00582,Z8852,00,,108,1,none,88,e.2,green,102,114,0,Yellow,1
03EW00583,Z8866,00,,116,1,none,95,nd9,green,0,0,0,Purple,0
03EW00584,Z8860,00,,109,1,none,98,e.0,green,104,114,0,Yellow,1
03EW00585,Z8881,00,,111,1,none,106,nd8,green,0,0,1182,Purple,1
03EW00586,Z8888,00,,99,1,none,78,e.1,green,90,98,0,Yellow,1
03EW00587,Z8889,00,HAIRY  <<<,105,1,none,93,e.2,green,100,108,0,Yellow,1
03EW00588,Z8893,00,,95,1,none,88,e.0,green,91,105,0,Yellow,1
03EW00589,Z8894,00,,91,1,none,73,e.1,green,77,84,0,Yellow,0
03EW00590,Z8895,00,,107,1,none,99,e.2,green,109,125,0,Yellow,1
03EW00591,Z8896,00,MSG 11/4/03,102,7,none,90,e.0,green,0,0,0,Yellow,
03EW00592,Z8898,00,,89,1,none,80,e.1,green,87,95,0,Yellow,1
03EW00593,Z8899,00,ENTR,105,1,none,101,nd3,green,0,0,1177,Purple,1
03EW00594,Z8876,00,,102,1,none,94,nd6,green,0,0,1217,Purple,1
03EW00595,Z8914,00,ENTR,92,1,none,82,e.0,green,98,107,0,Yellow,1
03EW00596,Z8910,00,,104,1,none,93,nd-,green,0,0,1209,Purple,1
03EW00597,Z8904,00,,109,1,none,100,e.2,green,110,119,0,Yellow,1
03EW00598,Z8907,00,4TEATS,111,1,none,106,nd-,green,0,0,1178,Purple,1
03EW00599,Z8937,00,,102,1,none,109,e.0,green,123,132,0,Yellow,1
03EW00600,Z8930,00,,94,1,none,88,e.2,green,98,113,0,Yellow,1
03EW00601,Z8946,00,,92,1,none,92,nd8,green,0,0,1181,Purple,1
03EW00602,Z8951,00,,107,1,none,99,nd0,green,0,0,1213,Purple,1
03EW00603,Z8953,00,,110,1,none,96,e.2,green,127,135,0,Yellow,1
03EW00604,Z8956,00,,105,1,none,92,nd+,green,0,0,0,Purple,0
03EW00605,Z8952,00,,110,1,none,95,e.1,green,115,126,0,Yellow,0
03EW00606,Z8959,00,,115,1,none,109,nd8,green,0,0,1218,Purple,1
03EW00607,Z8963,00,,0,1,none,100,e.2,green,102,116,0,Orange,1
03EW00608,Z8965,97,NICE,112,1,none,126,973,green,133,156,1148,Purple,1
03EW00609,Z8962,00,,110,1,none,90,e.0,green,107,114,0,Yellow,1
03EW00610,Z8924,00,,105,1,none,101,e.1,green,104,116,0,Yellow,1
03EW00611,Z8981,00,,107,1,none,98,nd+,green,0,0,1205,Purple,1
03EW00612,Z8988,00,,108,1,none,104,nd+,green,0,0,1175,Purple,1
03EW00613,Z8987,00,,105,1,none,100,nd6,green,0,0,0,Purple,0
03EW00614,Z8980,00,,107,1,none,100,nd9,green,0,0,0,Purple,0
03EW00615,Z8994,00,,104,1,none,99,e.0,green,122,136,0,Yellow,1
03EW00616,Z8995,00,,106,1,none,100,e.1,green,113,135,0,Yellow,1
03EW00617,Z8997,00,,98,1,none,86,e.2,green,98,108,0,Yellow,1
03EW00618,Z8975,00,,96,1,none,88,e.1,green,91,95,0,Yellow,1
03EW00619,Z8976,00,,101,1,none,89,e.2,green,107,114,0,Yellow,1
03EW00620,Z8715,00,ENTR,98,1,none,91,e.1,green,100,112,0,Yellow,1
03EW00621,Z8701,00,,93,1,none,84,e.0,green,91,98,0,Yellow,0
03EW00622,Z8704,00,,98,1,none,95,e.2,green,104,114,0,Yellow,1
03EW00623,Z8702,00,,83,1,none,72,e.1,green,84,97,0,Yellow,1
03EW00624,Z8709,00,,103,1,none,100,e.0,green,123,132,0,Yellow,0
03EW00625,Z8735,00,ENTR,103,1,none,92,e.2,green,105,108,0,Yellow,1
03EW00626,Z8741,00,,102,1,none,94,e.1,green,112,126,0,Yellow,1
03EW00627,Z8744,00,,97,1,none,93,e.0,green,106,114,0,Yellow,1
03EW00628,Z8746,00,,100,1,none,101,nd5,green,0,0,0,Purple,0
03EW00629,Z8742,00,,118,1,none,106,e.2,green,134,141,0,Yellow,1
03EW00630,Z8749,00,,101,1,none,89,e.1,green,108,115,0,Yellow,1
03EW00631,Z8740,00,,99,1,none,74,e.0,green,98,109,0,Yellow,1
03EW00632,Z8751,00,,0,1,none,109,e.1,green,112,125,0,Orange,1
03EW00633,Z8755,00,,0,1,none,116,e.8,green,124,136,0,Orange,1
03EW00634,Z8750,00,,107,1,none,94,e.2,green,111,126,0,Yellow,1
03EW00635,Z8763,00,,93,1,none,82,e.1,green,95,100,0,Yellow,1
03EW00636,Z8762,00,,90,1,none,79,e.0,green,88,97,0,Yellow,1
03EW00637,Z8724,00,,89,1,none,86,nd+,green,0,0,0,Purple,0
03EW00638,Z8725,97,,94,1,none,107,974,green,118,137,1153,Purple,0
03EW00639,Z8726,97,ENTR,107,1,none,119,974,green,137,159,1161,Purple,0
03EW00640,Z8784,00,,96,1,none,93,e.1,green,107,117,0,Yellow,1
03EW00641,Z8788,97,,105,1,none,117,973,green,124,142,1128,Purple,0
03EW00642,Z8789,97,,104,1,none,113,973,green,132,147,1136,Purple,1
03EW00643,Z8780,00,NICE,107,1,none,100,e.0,green,116,130,0,Yellow,1
03EW00644,Z8791,00,HAIRY,106,1,none,108,e.2,green,117,127,0,Yellow,1
03EW00645,Z8794,00,,86,1,none,78,e.0,green,88,100,0,Yellow,1
03EW00646,Z8795,00,,94,1,none,87,e.1,green,101,120,0,Yellow,0
03EW00647,Z8776,00,"INJ.ABS,L.SHO",84,1,none,73,e.2,green,78,85,0,Yellow,0
03EW00648,Z8779,00,,113,1,none,104,nd6,green,0,0,1170,Purple,1
03EW00649,Z9116,00,,101,1,none,86,e.0,green,100,113,0,Yellow,1
03EW00650,Z9119,00,H. Li wether,0,3,none,93,X,none,100,0,0,X??low,
03EW00651,Z9110,00,,0,1,none,92,e.6,green,113,123,0,Orange,1
03EW00652,Z9104,00,H. Li wether,0,3,none,88,X,none,95,0,0,X??low,
03EW00653,Z9105,00,,92,1,none,81,e.2,green,86,97,0,Yellow,1
03EW00654,Z9109,97,NICE,114,1,none,128,973,green,134,156,1145,Purple,1
03EW00655,Z9134,00,,0,1,none,101,e.7,green,112,125,0,Orange,1
03EW00656,Z9137,00,,0,1,none,101,e.8,green,109,120,0,Orange,1
03EW00657,Z9147,00,wether save??,0,3,none,89,X,none,101,0,0,X??nge,
03EW00658,Z9151,00,,110,1,none,89,e.1,green,107,121,0,Yellow,1
03EW00659,Z9155,00,,97,1,none,85,e.0,green,90,101,0,Yellow,1
03EW00660,Z9152,00,,107,1,none,95,e.2,green,104,119,0,Yellow,1
03EW00661,Z9163,97,,101,1,Ram,111,Ram,Red,111,141,1236,Purple,
03EW00662,Z9162,97,,113,1,none,125,974,green,153,171,1169,Purple,0
03EW00663,Z9168,00,PNEU.,112,1,none,105,e.0,green,119,135,0,Yellow,1
03EW00664,Z9167,00,ENTR,102,1,none,92,e.2,green,104,118,0,Yellow,1
03EW00665,Z9160,00,,92,1,none,89,e.1,green,101,125,0,Yellow,1
03EW00666,Z9121,00,,114,1,none,105,nd5,green,0,0,0,Purple,0
03EW00667,Z9124,97,"X, SICK, --WT",89,3,none,90,X,green,68,0,0,X??ple,
03EW00668,Z9125,97,WEAK,93,1,none,91,974,green,113,134,1152,Purple,0
03EW00669,Z9126,00,,111,1,none,104,e.1,green,114,131,0,Yellow,1
03EW00670,Z9128,00,HAIRY  <<<,93,1,none,85,e.2,green,82,90,0,Yellow,0
03EW00671,Z9129,00,,105,1,none,100,e.0,green,108,120,0,Yellow,1
03EW00672,Z9187,00,ENTR,102,1,none,96,e.2,green,102,117,0,Yellow,1
03EW00673,Z9193,00,,101,1,none,87,e.0,green,105,120,0,Yellow,1
03EW00674,Z9194,00,,90,1,none,73,e.1,green,92,102,0,Yellow,1
03EW00675,Z9195,00,,0,1,none,81,e.2,green,80,90,0,Orange,1
03EW00676,Z9171,00,,100,1,none,92,e.1,green,102,113,0,Yellow,1
03EW00677,Z9174,97,GRAY,92,1,none,100,973,green,108,122,1132,Purple,1
03EW00678,Z9175,97,,102,1,none,108,973,green,118,130,1133,Purple,1
03EW00679,Z9176,00,H. Li wether,0,3,none,91,X,none,100,0,0,X??ple,
03EW00680,Z9013,00,,0,1,none,108,e.7,green,127,143,0,Orange,1
03EW00681,Z9014,00,,0,1,none,106,e.8,green,121,132,0,Orange,1
03EW00682,Z9017,00,,110,1,none,101,e.2,green,113,122,0,Yellow,1
03EW00683,Z9008,00,,86,1,none,85,e.1,green,102,113,0,Yellow,1
03EW00684,Z9007,00,,100,1,none,96,e.0,green,112,117,0,Yellow,1
03EW00685,Z9033,97,,106,1,none,126,973,green,143,154,1129,Purple,1
03EW00686,Z9035,97,WEAK,82,1,none,96,973,green,110,131,1131,Purple,0
03EW00687,Z9045,00,,106,1,none,102,nd+,green,0,0,1185,Purple,1
03EW00688,Z9049,00,,116,1,none,110,nd-,green,0,0,1195,Purple,1
03EW00689,Z9054,00,,103,1,none,95,nd3,green,0,0,0,Purple,0
03EW00690,Z9058,00,,86,1,none,78,e.0,green,89,102,0,Yellow,1
03EW00691,Z9068,97,,112,1,none,119,973,green,130,149,1149,Purple,1
03EW00692,Z9069,97,"ENTR,EYE INF.",101,1,none,108,973,green,123,139,1144,Purple,1
03EW00693,Z9026,00,,106,1,none,99,nd3,green,0,0,1208,Purple,1
03EW00694,Z9029,00,,100,1,none,97,nd9,green,0,0,1214,Purple,1
03EW00695,Z9093,00,HAIRY,0,1,none,94,e.1,green,94,107,0,Orange,1
03EW00696,Z9095,00,,92,1,none,81,e.1,green,92,105,0,Yellow,1
03EW00697,Z9092,00,,0,1,none,107,e.0,green,118,129,0,Orange,1
03EW00698,Z9071,00,,111,1,none,100,nd1,green,0,0,0,Purple,0
03EW00699,Z9073,00,,104,1,none,96,e.1,green,107,115,0,Yellow,1
03EW00700,Z9074,00,,96,1,none,93,e.2,green,93,101,0,Yellow,1
03EW00701,Z9076,00,,121,1,none,121,e.0,green,130,132,0,Yellow,1
03EW00702,Z9077,00,,111,1,none,95,nd3,green,0,0,0,Purple,0
03EW00703,Z9315,97,ENTR,101,1,none,110,974,green,123,146,1159,Purple,0
03EW00704,Z9304,00,,107,1,none,103,e.1,green,107,111,0,Yellow,0
03EW00705,Z9306,00,,103,1,none,84,e.2,green,98,109,0,Yellow,1
03EW00706,Z9308,00,,108,1,none,87,nd-,green,0,0,1212,Purple,1
03EW00707,Z9332,00,,110,1,none,97,nd7,green,0,0,0,Purple,0
03EW00708,Z9338,00,,102,1,none,92,e.1,green,107,120,0,Yellow,1
03EW00709,Z9339,00,,103,1,none,90,e.2,green,102,113,0,Yellow,1
03EW00710,Z9343,00,,106,1,none,91,e.0,green,113,118,0,Yellow,1
03EW00711,Z9344,00,,94,1,none,76,e.1,green,90,99,0,Yellow,1
03EW00712,Z9345,00,,101,1,none,84,e.2,green,98,105,0,Yellow,1
03EW00713,Z9346,97,,96,1,none,97,974,green,112,128,1166,Purple,0
03EW00714,Z9357,00,,0,1,none,116,e.1,green,122,145,0,Orange,1
03EW00715,Z9350,00,,101,1,none,95,e.0,green,105,112,0,Yellow,1
03EW00716,Z9368,00,,0,1,none,97,e.8,green,116,130,0,Orange,1
03EW00717,Z9369,00,,102,1,none,89,e.1,green,101,108,0,Yellow,1
03EW00718,Z9322,00,PNEU.,104,1,none,87,e.0,green,101,107,0,Yellow,1
03EW00719,Z9381,00,,104,1,none,91,e.1,green,98,113,0,Yellow,1
03EW00720,Z9383,00,4TEATS,104,1,none,92,nd7,green,0,0,0,Purple,0
03EW00721,Z9384,00,,0,1,none,128,e.6,green,131,147,0,Orange,1
03EW00722,Z9385,00,NICE,111,1,none,99,e.2,green,118,128,0,Yellow,0
03EW00723,Z9387,00,,104,1,none,104,nd8,green,0,0,0,Purple,0
03EW00724,Z9393,00,H. Li wether,0,3,none,93,X,none,100,0,0,X??ple,
03EW00725,Z9399,00,,100,1,none,80,e.0,green,98,106,0,Yellow,1
03EW00726,Z9371,97,LAME LF 8/7,122,1,Ram,138,Ram,Red,138,148,1231,Purple,
03EW00727,Z9373,00,,102,1,none,87,e.2,green,104,109,0,Yellow,1
03EW00728,Z9374,00,,92,1,none,81,e.0,green,82,96,0,Yellow,0
03EW00729,Z9375,97,,97,1,Ram,109,Ram,Red,109,139,1220,Purple,
03EW00730,Z9379,00,,115,1,none,102,nd+,green,0,0,1171,Purple,1
03EW00731,Z9377,97,ENTR*2,113,1,Ram,125,Ram,Red,125,146,1221,Purple,
03EW00732,Z9300,00,,0,1,none,103,e.0,green,107,123,0,Orange,1
03EW00733,Z9415,00,,97,1,none,91,nd9,green,0,0,0,Purple,0
03EW00734,Z9416,00,,0,1,none,96,e.1,green,121,138,0,Orange,1
03EW00735,Z9418,00,,0,1,none,110,e.0,green,114,134,0,Orange,1
03EW00736,Z9417,00,,0,1,none,109,e.2,green,125,142,0,Orange,1
03EW00737,Z9402,00,,0,1,none,85,e.2,green,95,109,0,Orange,1
03EW00738,Z9409,00,,0,1,none,113,e.0,green,119,139,0,Orange,1
03EW00739,Z9407,00,,102,1,none,80,e.1,green,103,120,0,Yellow,1
03EW00740,Z9433,00,BLACK EWE,86,1,none,83,973,green,96,100,1139,Purple,1
03EW00741,Z9438,00,ENTR,0,1,none,107,e.6,green,118,131,0,Orange,1
03EW00742,Z9437,00,,0,1,none,105,e.8,green,121,140,0,Orange,1
03EW00743,Z9446,00,,0,1,none,90,e.7,green,105,117,0,Orange,1
03EW00744,Z9448,00,,0,1,none,100,e.0,green,103,120,0,Orange,1
03EW00745,Z9447,00,,0,1,none,99,e.2,green,107,115,0,Orange,0
03EW00746,Z9455,00,,0,1,none,99,e.1,green,112,130,0,Orange,1
03EW00747,Z9459,00,BLACK EWE,105,1,none,87,974,green,99,108,1154,Purple,0
03EW00748,Z9464,00,H. Li wether,0,3,none,95,X,none,100,0,0,X??ple,
03EW00749,Z9465,00,H. Li wether,0,3,none,87,X,none,95,0,0,X??ple,
03EW00750,Z9466,00,,86,1,none,69,e.2,green,83,94,0,Yellow,0
03EW00751,Z9468,00,,105,1,none,92,nd2,green,0,0,0,Purple,0
03EW00752,Z9423,00,,0,1,none,97,e.1,green,105,125,0,Orange,1
03EW00753,Z9425,00,,94,1,none,88,e.2,green,102,119,0,Yellow,1
03EW00754,Z9426,00,NICE,118,1,none,111,e.0,green,123,134,0,Yellow,1
03EW00755,Z9428,00,,102,1,none,90,e.1,green,100,115,0,Yellow,1
03EW00756,Z9429,00,,0,1,none,71,e.7,green,91,106,0,Orange,1
03EW00757,Z9483,00,,108,1,none,99,nd0,green,0,0,0,Purple,0
03EW00758,Z9487,00,TIED UMBILICU,0,1,none,84,e.2,green,104,128,0,Orange,1
03EW00759,Z9494,00,,110,1,none,100,nd3,green,0,0,0,Purple,0
03EW00760,Z9495,00,,104,1,none,95,nd1,green,0,0,0,Purple,0
03EW00761,Z9492,00,,110,1,none,106,nd9,green,0,0,1183,Purple,1
