UID,ETAG,LINE,RMK,IDX,PD,PTRT,CUWT,BPEN,BRAND,NOV02,DEC14,DEC28
99EW00227,90205,00,,93,1,,93,L-2,Blue,0,109,121
99EW00228,90208,00,DEAD DEC'99,83,1,,71,L-3,Blue,0,95,117
99EW00229,90231,00,,91,1,,102,L-1,Blue,0,118,145
99EW00230,90233,00,4TEATS,102,1,,72,L-2,Blue,0,88,93
99EW00231,90234,00,4TEATS,98,1,,87,L-3,Blue,0,99,114
99EW00232,90235,00,,95,1,,77,L-1,Blue,0,95,103
99EW00233,90239,00,,89,1,,85,L-2,Blue,0,103,110
99EW00234,90256,00,,97,1,,102,L-1,Blue,0,114,127
99EW00235,90258,00,,94,1,,72,L-3,Blue,0,93,104
99EW00236,90259,00,4TEATS,98,1,,73,L-1,Blue,0,81,96
99EW00237,90257,00,,98,1,,92,L-2,Blue,0,108,112
99EW00238,90250,00,,98,1,,70,L-3,Blue,0,89,101
99EW00239,90265,00,DEAD 10/13,92,1,,80,L-3,Blue,0,0,0
99EW00240,90262,00,,103,1,,89,L-2,Blue,0,106,114
99EW00241,90226,00,,89,1,,96,L-3,Blue,0,101,122
99EW00242,90220,00,,100,1,,88,L-2,Blue,0,110,129
99EW00243,90281,00,,102,1,,79,L-2,Blue,0,103,110
99EW00244,90283,00,,99,1,,84,L-3,Blue,0,105,118
99EW00245,90280,00,4TEATS,101,1,,82,L-1,Blue,0,98,116
99EW00246,90295,00,,86,1,,78,L-2,Blue,0,89,100
99EW00247,90292,00,,89,1,,76,L-1,Blue,0,93,114
99EW00248,90299,00,,87,1,,76,L-2,Blue,0,97,118
99EW00249,90276,00,,94,1,,77,L-2,Blue,0,93,103
99EW00250,90272,00,4TEATS,94,1,,83,L-1,Blue,0,101,121
99EW00251,90278,00,,98,1,,84,L-3,Blue,0,100,119
99EW00252,90800,88,FIX BIG TAG *,93,1,,77,L-6,Blue,0,95,110
99EW00253,90805,00,,99,1,,82,L-3,Blue,0,100,118
99EW00254,90830,88,,79,1,,66,L-5,Blue,0,89,104
99EW00255,90833,88,,80,1,,81,L-5,Blue,0,102,119
99EW00256,90835,68,,96,1,,105,L-4,Blue,0,117,131
99EW00257,90844,88,,92,1,,75,L-6,Blue,0,86,101
99EW00258,90863,00,,90,1,,70,L-1,Blue,0,84,95
99EW00259,90866,00,BLACK EWE,,1,,107,L-0,Blue,0,130,135
99EW00260,90869,88,,87,1,,78,L-5,Blue,0,95,110
99EW00261,90828,68,,85,1,,80,L-4,Blue,0,93,111
99EW00262,90827,68,,88,1,,82,L-4,Blue,0,102,118
99EW00263,90880,88,,116,1,,74,L-5,Blue,0,90,110
99EW00264,90883,00,,112,1,,81,L-1,Blue,0,93,104
99EW00265,90891,68,,76,1,,68,L-0,Blue,0,77,86
99EW00266,90898,00,BLACK EWE,,1,,61,L-0,Blue,0,80,87
99EW00267,90870,88,,84,1,,77,L-6,Blue,0,96,110
99EW00268,90876,68,,100,1,,82,L-0,Blue,0,96,108
99EW00269,90878,88,,104,1,,74,L-6,Blue,0,93,106
99EW00270,90913,68,,98,1,,90,L-4,Blue,0,108,131
99EW00271,90916,68,,89,1,,68,L-4,Blue,0,90,108
99EW00272,90905,00,,97,1,,85,L-2,Blue,0,99,108
99EW00273,90908,88,,120,1,,95,L-5,Blue,0,110,130
99EW00274,90936,68,,94,1,,93,L-0,Blue,0,109,118
99EW00275,90945,00,BLACK EWE,,1,,95,L-0,Blue,0,119,132
99EW00276,90947,00,BLACK EWE,,1,,89,L-0,Blue,0,110,115
99EW00277,90953,88,,82,1,,74,L-5,Blue,0,90,109
99EW00278,90954,68,,99,1,,80,L-4,Blue,0,97,114
99EW00279,90956,68,,110,1,,89,L-4,Blue,0,110,127
99EW00280,90952,88,,84,1,,77,L-6,Blue,0,90,108
99EW00281,90959,00,,67,1,,71,L-2,Blue,0,83,91
99EW00282,90925,00,,105,1,,75,L-3,Blue,0,96,105
99EW00283,90929,00,"DEAD,GRAIN?",105,1,,82,L-3,Blue,0,98,0
99EW00284,90927,00,,98,1,,73,L-1,Blue,0,92,103
99EW00285,90989,00,,97,1,,83,L-3,Blue,0,101,114
99EW00286,90992,68,,94,1,,77,L-4,Blue,0,98,120
99EW00287,90999,00,,105,1,,75,L-3,Blue,0,97,107
99EW00288,90990,00,,101,1,,83,L-3,Blue,0,101,118
99EW00289,90973,00,,100,1,,89,L-2,Blue,0,101,110
99EW00290,90979,68,,84,1,,70,L-0,Blue,0,89,92
99EW00291,90977,68,,94,1,,78,L-0,Blue,0,96,113
99EW00292,90711,00,,78,1,,93,L-3,Blue,0,110,119
99EW00293,90719,00,,85,1,,90,L-1,Blue,0,106,112
99EW00294,90710,00,,88,1,,92,L-1,Blue,0,110,125
99EW00295,90703,68,,77,1,,90,L-4,Blue,0,113,137
99EW00296,90730,68,,95,1,,96,L-4,Blue,0,105,125
99EW00297,90741,68,,88,1,,84,L-0,Blue,0,100,108
99EW00298,90743,88,,120,1,,88,L-6,Blue,0,113,125
99EW00299,90745,88,,91,1,,105,L-5,Blue,0,120,133
99EW00300,90748,88,,103,1,,88,L-5,Blue,0,104,120
99EW00301,90753,00,,109,1,,81,L-1,Blue,0,99,118
99EW00302,90754,00,,100,1,,73,L-2,Blue,0,86,100
99EW00303,90764,00,,98,1,,98,L-2,Blue,0,113,118
99EW00304,90768,00,,105,1,,79,L-1,Blue,0,87,94
99EW00305,90767,00,,100,1,,74,L-1,Blue,0,88,99
99EW00306,90785,00,BLACK EWE,,1,,94,L-0,Blue,0,112,128
99EW00307,90786,00,,88,1,,96,L-1,Blue,0,113,133
99EW00308,90782,00,,94,1,,83,L-3,Blue,0,85,105
99EW00309,90788,00,,110,1,,81,L-2,Blue,0,99,119
99EW00310,90791,88,,95,1,,76,L-6,Blue,0,98,112
99EW00311,90005,88,,77,1,,81,L-5,Blue,0,107,127
99EW00312,90006,88,,92,1,,73,L-5,Blue,0,92,104
99EW00313,A6108,81,,114,1,,101,e.7,Purple,113,118,0
99EW00314,A6130,82,,94,1,,101,e.9,Purple,111,125,0
99EW00315,A6132,82,,100,1,,77,e.9,Purple,88,92,0
99EW00316,A6138,82,,114,1,,97,e.8,Purple,106,109,0
99EW00317,A6141,88,,102,1,,77,e.8,Purple,92,97,0
99EW00318,A6146,81,,109,1,,93,e.9,Purple,111,122,0
99EW00319,A6126,82,,104,1,,87,e.9,Purple,92,106,0
99EW00320,A6122,88,,93,1,,95,e.8,Purple,115,134,0
99EW00321,A6180,82,,105,1,,88,e.8,Purple,102,115,0
99EW00322,A6175,82,,107,1,,86,e.8,Purple,97,100,0
99EW00323,A6176,82,,107,1,,86,e.9,Purple,98,105,0
99EW00324,A6091,82,,103,1,,90,e.7,Purple,102,105,0
99EW00325,A6092,82,4TEATS,99,1,,77,e.8,Purple,89,88,0
99EW00326,A6072,88,,108,1,,92,e.7,Purple,93,107,0
99EW00327,A6310,81,,117,1,,110,e.8,Purple,124,130,0
99EW00328,A6318,81,COARSE,107,1,,106,e.8,Purple,112,130,0
99EW00329,A6300,82,HAIRY,103,1,,92,e.7,Purple,107,103,0
99EW00330,A6306,81,,111,1,,92,e.9,Purple,107,124,0
99EW00331,A6334,88,BLACK ewe,104,1,,76,e.8,Purple,87,87,0
99EW00332,A6335,88,,110,1,,90,e.9,Purple,107,112,0
99EW00333,A6338,82,,114,1,,99,e.7,Purple,104,116,0
99EW00334,A6341,81,,110,1,,87,e.8,Purple,98,102,0
99EW00335,A6342,81,,110,1,,79,e.9,Purple,91,97,0
99EW00336,A6348,88,,101,1,,92,e.7,Purple,110,121,0
99EW00337,A6355,82,,111,1,,89,e.8,Purple,92,97,0
99EW00338,A6363,81,,112,1,,85,e.7,Purple,102,107,0
99EW00339,A6323,88,,99,1,,89,e.8,Purple,108,117,0
99EW00340,A6382,88,,105,1,,87,e.9,Purple,95,104,0
99EW00341,A6379,88,ENTR,109,1,,86,e.8,Purple,99,104,0
99EW00342,A6377,88,,101,1,,86,e.8,Purple,104,119,0
99EW00343,A6414,82,,119,1,,85,e.8,Purple,107,120,0
99EW00344,A6419,81,,119,1,,95,e.8,Purple,109,119,0
99EW00345,A6401,82,,95,1,,74,e.7,Purple,89,96,0
99EW00346,A6434,88,,120,1,,90,e.8,Purple,107,119,0
99EW00347,A6435,88,,119,1,,91,e.9,Purple,107,122,0
99EW00348,A6432,81,,122,1,,101,e.9,Purple,116,138,0
99EW00349,A6437,81,,118,1,,102,e.9,Purple,110,117,0
99EW00350,A6441,88,4TEATS,86,1,,98,e.7,Purple,116,126,0
99EW00351,A6443,82,4TEATS,100,1,,75,e.8,Purple,84,97,0
99EW00352,A6444,82,4TEATS,100,1,,76,e.9,Purple,92,109,0
99EW00353,A6454,82,4TEATS,107,1,,82,e.9,Purple,89,102,0
99EW00354,A6482,88,4TEATS,97,1,,89,e.7,Purple,102,109,0
99EW00355,A6493,82,,111,1,,73,e.7,Purple,82,86,0
99EW00356,A6498,82,ENTR,99,1,,76,e.9,Purple,83,92,0
99EW00357,A6497,82,NO COLOR,104,1,,84,e.8,Purple,85,88,0
99EW00358,A6473,82,,96,1,,82,e.8,Purple,93,96,0
99EW00359,A6479,88,4TEATS,97,1,,80,e.9,Purple,96,114,0
99EW00360,A6514,88,,93,1,,87,e.7,Purple,104,120,0
99EW00361,A6539,88,4TEATS,109,1,,84,e.8,Purple,97,103,0
99EW00362,A6543,81,,114,1,,84,e.7,Purple,92,92,0
99EW00363,A6542,81,,117,1,,87,e.9,Purple,98,106,0
99EW00364,A6554,81,,118,1,,92,e.8,Purple,109,115,0
99EW00365,A6555,81,,115,1,,86,e.8,Purple,91,95,0
99EW00366,A6557,82,4TEATS,98,1,,84,e.7,Purple,97,99,0
99EW00367,A6565,81,,111,1,,100,e.8,Purple,117,135,0
99EW00368,A6566,81,NICE,108,1,,98,e.9,Purple,106,121,0
99EW00369,A6567,81,,110,1,,87,e.8,Purple,98,98,0
99EW00370,A6588,82,,116,1,,80,e.9,Purple,104,116,0
99EW00371,A6589,82,4TEATS,115,1,,98,e.7,Purple,108,109,0
99EW00372,A6618,81,,116,1,,95,e.7,Purple,98,109,0
99EW00373,A6617,81,,114,1,,93,e.9,Purple,107,119,0
99EW00374,A6600,82,,103,1,,84,e.7,Purple,97,103,0
99EW00375,A6608,88,,122,1,,91,e.9,Purple,104,126,0
99EW00376,A6607,88,,121,1,,85,e.8,Purple,106,111,0
99EW00377,A6640,88,,95,1,,84,e.7,Purple,101,113,0
99EW00378,A6643,88,4TEATS,95,1,,91,e.9,Purple,103,112,0
99EW00379,A6656,82,4TEATS,107,1,,76,e.7,Purple,87,93,0
99EW00380,A6666,82,,111,1,,88,e.7,Purple,103,110,0
99EW00381,A6668,88,,99,1,,86,e.7,Purple,107,117,0
99EW00382,A6624,88,,94,1,,79,e.8,Purple,89,93,0
99EW00383,A6628,82,,88,1,,75,e.9,Purple,85,99,0
99EW00384,A6685,88,,111,1,,94,e.9,Purple,105,119,0
99EW00385,A6686,81,,117,1,,98,e.8,Purple,110,118,0
99EW00386,A6688,81,,111,1,,100,e.8,Purple,110,117,0
99EW00387,A6695,88,,95,1,,95,e.9,Purple,102,117,0
99EW00388,A6697,88,,96,1,,98,e.7,Purple,113,126,0
99EW00389,A6673,88,4TEATS,105,1,,99,e.7,Purple,108,131,0
99EW00390,A6675,81,,107,1,,91,e.7,Purple,101,106,0
99EW00391,A6678,88,,115,1,,86,e.8,Purple,104,110,0
99EW00392,A6211,82,,103,1,,92,e.7,Purple,104,113,0
99EW00393,A6212,82,,90,1,,97,e.7,Purple,108,108,0
99EW00394,A6203,88,,103,1,,81,e.7,Purple,94,95,0
99EW00395,A6208,88,,104,1,,80,e.9,Purple,90,94,0
99EW00396,A6233,88,,100,1,,86,e.9,Purple,99,103,0
99EW00397,A6235,88,,115,1,,96,e.8,Purple,103,111,0
99EW00398,A6238,82,,109,1,,98,e.9,Purple,113,132,0
99EW00399,A6239,82,,108,1,,90,e.7,Purple,95,98,0
99EW00400,A6240,88,,88,1,,92,e.7,Purple,101,116,0
99EW00401,A6254,88,,110,1,,90,e.9,Purple,106,117,0
99EW00402,A6255,88,BLACK wether,109,1,,94,e.8,Purple,105,116,0
99EW00403,A6257,88,,109,1,,87,e.9,Purple,109,130,0
99EW00404,A6265,82,,103,1,,96,e.7,Purple,109,116,0
99EW00405,A6226,81,,115,1,,98,e.7,Purple,111,121,0
99EW00406,A6285,81,,113,1,,92,e.8,Purple,106,115,0
99EW00407,A6295,88,HAIRY,90,1,,91,e.7,Purple,104,120,0
99EW00408,A6816,88,,103,1,,90,e.8,Purple,102,110,0
99EW00409,A6801,88,4TEATS,103,1,,76,e.7,Purple,86,93,0
99EW00410,A6803,81,,113,1,,82,e.9,Purple,102,106,0
99EW00411,A6802,81,,115,1,,89,e.8,Purple,106,122,0
99EW00412,A6831,88,4TEATS,111,1,,95,e.8,Purple,110,118,0
99EW00413,A6839,88,,94,1,,100,e.9,Purple,108,112,0
99EW00414,A6845,82,,114,1,,93,e.7,Purple,96,109,0
99EW00415,A6846,81,,116,1,,92,e.8,Purple,111,116,0
99EW00416,A6849,88,,99,1,,88,e.7,Purple,91,101,0
99EW00417,A6854,81,,117,1,,94,e.7,Purple,109,128,0
99EW00418,A6855,81,,127,1,,109,e.8,Purple,121,146,0
99EW00419,A6824,82,4TEATS,108,1,,79,e.7,Purple,89,89,0
99EW00420,A6825,82,,106,1,,73,e.9,Purple,89,98,0
99EW00421,A6880,81,,109,1,,93,e.8,Purple,104,106,0
99EW00422,A6885,82,,105,1,,81,e.8,Purple,99,104,0
99EW00423,A6898,88,4TEATS,106,1,,79,e.9,Purple,88,102,0
99EW00424,A6879,81,,105,1,,86,e.7,Purple,93,101,0
99EW00425,A6906,81,,123,1,,112,e.9,Purple,119,137,0
99EW00426,A6902,82,,105,1,,84,e.9,Purple,93,101,0
99EW00427,A6908,81,,118,1,,89,e.8,Purple,104,118,0
99EW00428,A6907,81,,118,1,,98,e.7,Purple,107,111,0
99EW00429,A6931,88,,107,1,,99,e.9,Purple,117,139,0
99EW00430,A6933,81,HAIRY,118,1,,88,e.8,Purple,100,116,0
99EW00431,A6940,88,,94,1,,97,e.7,Purple,99,103,0
99EW00432,A6943,82,,110,1,,88,e.9,Purple,113,130,0
99EW00433,A6949,88,,96,1,,80,e.8,Purple,96,104,0
99EW00434,A6947,82,,105,1,,92,e.9,Purple,105,107,0
99EW00435,A6966,81,,112,1,,85,e.8,Purple,89,87,0
99EW00436,A6922,82,,103,1,,88,e.7,Purple,95,97,0
99EW00437,A6995,88,,109,1,,91,e.9,Purple,102,115,0
99EW00438,A6999,82,,121,1,,84,e.9,Purple,96,106,0
99EW00439,A6708,88,,106,1,,85,e.9,Purple,92,106,0
99EW00440,A6731,82,,116,1,,80,e.7,Purple,100,103,0
99EW00441,A6734,88,,111,1,,76,e.8,Purple,89,95,0
99EW00442,A6732,82,4TEATS,113,1,,73,e.8,Purple,86,87,0
99EW00443,A6746,88,,109,1,,85,e.8,Purple,96,113,0
99EW00444,A6748,82,,103,1,,82,e.7,Purple,93,102,0
99EW00445,A6747,88,4TEATS,104,1,,85,e.9,Purple,95,96,0
99EW00446,A6753,81,,105,1,,100,e.7,Purple,115,130,0
99EW00447,A6760,81,,120,1,,88,e.8,Purple,97,100,0
99EW00448,A6762,81,,122,1,,89,e.9,Purple,89,105,0
99EW00449,A6769,82,,105,1,,76,e.7,Purple,86,87,0
99EW00450,A6720,81,,112,1,,105,e.9,Purple,113,134,0
99EW00451,A6723,81,4TEATS,126,1,,88,e.7,Purple,99,109,0
99EW00452,A6724,81,,128,1,,110,e.9,Purple,119,137,0
99EW00453,A6726,88,PNEU,97,1,,88,e.9,Purple,109,126,0
99EW00454,A6722,81,,125,1,,95,e.9,Purple,103,110,0
99EW00455,A6795,82,,106,1,,87,e.8,Purple,98,106,0
99EW00456,A6796,88,,96,1,,109,e.7,Purple,123,126,0
99EW00457,A7010,88,,105,1,,107,e.7,Purple,125,130,0
99EW00458,A7016,82,,105,1,,82,e.9,Purple,96,99,0
99EW00459,A7008,81,,116,1,,92,e.8,Purple,97,108,0
99EW00460,A7009,81,,113,1,,86,e.7,Purple,97,99,0
99EW00461,K1006,00,,0,1,,83,e11,Purple,100,110,0
99EW00462,K1002,68,"ENTR,4TEATS",108,1,,101,e10,Purple,119,135,0
99EW00463,K1020,00,,0,1,,83,e11,Purple,99,108,0
99EW00464,K0615,00,4TEATS,0,1,,96,e10,Purple,105,123,0
99EW00465,K0619,68,,107,1,,98,e10,Purple,112,119,0
99EW00466,K0637,00,,0,1,,98,e10,Purple,109,117,0
99EW00467,K0630,00,,0,1,,87,e11,Purple,101,111,0
99EW00468,K0641,68,ENTR,116,1,,129,e10,Purple,151,159,0
99EW00469,K0643,68,"PNEU,4TEATS",102,1,,102,e10,Purple,123,135,0
99EW00470,K0644,68,4TEATS,106,1,,104,e11,Purple,113,123,0
99EW00471,K0642,68,"PNEU,4TEATS",105,1,,106,e10,Purple,112,132,0
99EW00472,K0655,68,,114,1,,111,e10,Purple,125,139,0
99EW00473,K0665,68,,114,1,,117,e10,Purple,127,137,0
99EW00474,K0666,68,4TEATS,103,1,,117,e10,Purple,120,132,0
99EW00475,K0662,00,,0,1,,110,e10,Purple,119,126,0
99EW00476,K0625,00,,0,1,,98,e11,Purple,118,136,0
99EW00477,K0695,00,CHUNKY,0,1,,120,e11,Purple,139,151,0
99EW00478,K0697,68,4TEATS,100,1,,108,e10,Purple,120,134,0
99EW00479,K0673,68,,108,1,,107,e11,Purple,125,136,0
99EW00480,K0677,68,,97,1,,110,e11,Purple,115,121,0
99EW00481,K0812,68,,116,1,,118,e10,Purple,136,145,0
99EW00482,K0800,68,,116,1,,115,e10,Purple,123,127,0
99EW00483,K0809,68,4TEATS,110,1,,103,e11,Purple,117,132,0
99EW00484,K0807,68,,116,1,,113,e10,Purple,128,141,0
99EW00485,K0831,00,,0,1,,100,e11,Purple,110,113,0
99EW00486,K0837,00,4TEATS,0,1,,106,e11,Purple,113,128,0
99EW00487,K0844,68,4TEATS,107,1,,105,e11,Purple,123,133,0
99EW00488,K0848,68,,113,1,,100,e11,Purple,114,128,0
99EW00489,K0847,00,"ENTR,4TEATS",0,1,,101,e10,Purple,118,122,0
99EW00490,K0853,68,ENTR,105,1,,105,e11,Purple,130,139,0
99EW00491,K0852,68,,104,1,,107,e11,Purple,120,133,0
99EW00492,K0858,00,4TEATS,0,1,,91,e11,Purple,115,140,0
99EW00493,K0820,68,4TEATS,109,1,,115,e11,Purple,127,136,0
99EW00494,K0828,68,4TEATS,107,1,,101,e10,Purple,116,135,0
99EW00495,K0829,68,,104,1,,91,e10,Purple,110,130,0
99EW00496,K0890,68,,103,1,,104,e10,Purple,109,120,0
99EW00497,K0894,00,,0,1,,89,e11,Purple,98,111,0
99EW00498,K0871,68,,112,1,,103,e11,Purple,115,125,0
99EW00499,K0870,68,4TEATS,108,1,,98,e11,Purple,115,132,0
99EW00500,K0878,00,,0,1,,95,e11,Purple,112,129,0
99EW00501,K0911,00,4TEATS,0,1,,79,e10,Purple,98,103,0
99EW00502,K0900,68,"ENTR,4TEATS",102,1,,112,e11,Purple,127,140,0
99EW00503,K0908,00,HAIRY,0,1,,99,e11,Purple,119,137,0
99EW00504,K0907,68,4TEATS,122,1,,126,e10,Purple,138,149,0
99EW00505,K0930,68,4TEATS,105,1,,91,e11,Purple,111,124,0
99EW00506,K0932,00,,0,1,,96,e11,Purple,102,113,0
99EW00507,K0946,68,,115,1,,100,e11,Purple,108,117,0
99EW00508,K0947,68,4TEATS,126,1,,116,e10,Purple,131,142,0
99EW00509,K0960,00,4TEATS,0,1,,93,e11,Purple,93,108,0
99EW00510,K0983,00,RAT,0,1,,90,e11,Purple,97,114,0
99EW00511,K0985,68,"ENTR,4TEATS",111,1,,112,e10,Purple,132,149,0
99EW00512,K0989,68,,112,1,,104,e10,Purple,126,138,0
99EW00513,K0971,68,,107,1,,98,e11,Purple,109,119,0
99EW00514,K0972,68,,107,1,,94,e11,Purple,105,119,0
99EW00515,K0711,68,,116,1,,103,e10,Purple,122,131,0
99EW00516,K0713,68,,111,1,,99,e11,Purple,114,130,0
99EW00517,K0712,68,,114,1,,99,e11,Purple,113,132,0
99EW00518,K0718,68,,110,1,,133,e10,Purple,152,167,0
99EW00519,K0719,68,4TEATS,101,1,,103,e10,Purple,116,128,0
99EW00520,K0701,68,4TEATS,103,1,,98,e11,Purple,102,107,0
99EW00521,K0706,68,F2,124,1,,109,e10,Purple,123,129,0
99EW00522,K0707,68,4TEATS,115,1,,108,e10,Purple,121,130,0
99EW00523,K0735,68,,112,1,,110,e11,Purple,110,116,0
99EW00524,K0732,68,,113,1,,112,e10,Purple,126,144,0
99EW00525,K0756,68,,115,1,,107,e10,Purple,129,142,0
99EW00526,K0759,68,HAIRY,113,1,,115,e10,Purple,124,140,0
99EW00527,K0757,68,,117,1,,108,e10,Purple,127,134,0
99EW00528,K0764,68,"ENTR,4TEATS",98,1,,107,e10,Purple,121,127,0
99EW00529,K0768,68,,113,1,,120,e10,Purple,140,155,0
99EW00530,K0769,68,"GOITER,SEV.",99,1,,99,e10,Purple,108,121,0
99EW00531,K0720,68,,100,1,,102,e10,Purple,116,137,0
99EW00532,K0723,68,,106,1,,117,e11,Purple,131,147,0
99EW00533,K0724,68,,101,1,,126,e11,Purple,141,152,0
99EW00534,K0728,00,BIG,0,1,,121,e10,Purple,130,132,0
99EW00535,K0786,68,,115,1,,114,e10,Purple,122,125,0
99EW00536,K0787,68,,108,1,,102,e11,Purple,117,133,0
99EW00537,K0772,00,4TEATS,0,1,,101,e11,Purple,121,131,0
99EW00538,R1003,10,,115,1,,114,e.1,Purple,128,146,0
99EW00539,R0102,13,,103,1,,96,e.3,Purple,106,111,0
99EW00540,R0130,11,,107,1,,88,e.2,Purple,92,106,0
99EW00541,R0137,11,4TEATS,111,1,,96,e.3,Purple,108,125,0
99EW00542,R0141,13,,98,1,,84,e.3,Purple,98,109,0
99EW00543,R0143,12,,109,1,,97,e.1,Purple,105,113,0
99EW00544,R0144,11,4TEATS,113,1,,93,e.0,Purple,99,102,0
99EW00545,R0149,10,,118,1,,103,e.0,Purple,110,129,0
99EW00546,R0156,11,,106,1,,89,e.2,Purple,96,102,0
99EW00547,R0152,11,,114,1,,101,e.0,Purple,111,123,0
99EW00548,R0161,11,,115,1,,94,e.0,Purple,106,121,0
99EW00549,R0169,13,4TEATS,110,1,,93,e.2,Purple,103,128,0
99EW00550,R0167,13,,110,1,,100,e.1,Purple,104,119,0
99EW00551,R0125,12,4TEATS,107,1,,89,e.3,Purple,93,104,0
99EW00552,R0189,11,"HAIRY,4TEATS",117,1,,96,e.0,Purple,106,122,0
99EW00553,R0170,13,ENTR,109,1,,92,e.3,Purple,102,122,0
99EW00554,R0178,10,4TEATS,110,1,,97,e.3,Purple,107,121,0
99EW00555,R0179,10,,111,1,,90,e.1,Purple,104,119,0
99EW00556,R0177,10,,110,1,,96,e.2,Purple,101,109,0
99EW00557,R0011,11,,115,1,,88,e.0,Purple,100,115,0
99EW00558,R0015,10,,110,1,,95,e.2,Purple,100,113,0
99EW00559,R0018,12,4TEATS,96,1,,97,e.3,Purple,106,115,0
99EW00560,R0037,11,4TEATS,116,1,,105,e.0,Purple,106,117,0
99EW00561,R0045,10,,115,1,,99,e.0,Purple,101,128,0
99EW00562,R0042,13,ENTR,113,1,,105,e.0,Purple,111,121,0
99EW00563,R0050,10,4TEATS,105,1,,94,e.3,Purple,106,118,0
99EW00564,R0054,10,,112,1,,86,e.1,Purple,102,114,0
99EW00565,R0025,13,WRINKLES,106,1,,95,e.2,Purple,110,126,0
99EW00566,R0080,10,,118,1,,101,e.0,Purple,117,132,0
99EW00567,R0093,10,,114,1,,95,e.0,Purple,105,115,0
99EW00568,R0092,11,4TEATS,101,1,,104,e.1,Purple,111,134,0
99EW00569,R0098,13,,113,1,,97,e.0,Purple,115,132,0
99EW00570,R0074,13,,98,1,,93,e.1,Purple,104,111,0
99EW00571,R0075,11,4TEATS,103,1,,109,e.3,Purple,118,130,0
99EW00572,R0072,11,"ENTR,GAUNT",109,1,,85,e.1,Purple,93,106,0
99EW00573,R0310,11,,114,1,,98,e.0,Purple,109,118,0
99EW00574,R0318,11,,113,1,,97,e.0,Purple,107,120,0
99EW00575,R0301,11,,106,1,,95,e.1,Purple,100,117,0
99EW00576,R0330,12,,103,1,,73,e.3,Purple,82,102,0
99EW00577,R0338,10,F3-,123,1,,110,e.0,Purple,121,141,0
99EW00578,R0340,10,,115,1,,98,e.2,Purple,103,121,0
99EW00579,R0347,12,,113,1,,97,e.0,Purple,104,117,0
99EW00580,R0360,13,,113,1,,108,e.0,Purple,119,140,0
99EW00581,R0369,13,,98,1,,92,e.1,Purple,95,97,0
99EW00582,R0327,10,,119,1,,101,e.0,Purple,121,146,0
99EW00583,R0386,10,,113,1,,104,e.1,Purple,112,124,0
99EW00584,R0387,10,4TEATS,110,1,,98,e.2,Purple,110,122,0
99EW00585,R0399,12,HAIRY,102,1,,97,e.2,Purple,104,111,0
99EW00586,R0370,13,4TEATS,109,1,,81,e.1,Purple,89,104,0
99EW00587,R0416,11,4TEATS,111,1,,96,e.3,Purple,104,126,0
99EW00588,R0418,10,4TEATS,118,1,,95,e.0,Purple,103,117,0
99EW00589,R0417,10,,115,1,,87,e.0,Purple,99,118,0
99EW00590,R0406,12,,117,1,,96,e.0,Purple,97,108,0
99EW00591,R0409,12,,107,1,,89,e.2,Purple,97,110,0
99EW00592,R0435,11,4TEATS,125,1,,106,e.0,Purple,119,135,0
99EW00593,R0438,13,HAIRY,118,1,,97,e.0,Purple,104,121,0
99EW00594,R0439,12,HAIRY,104,1,,90,e.2,Purple,103,113,0
99EW00595,R0443,12,,109,1,,80,e.3,Purple,93,107,0
99EW00596,R0444,11,,120,1,,102,e.0,Purple,114,137,0
99EW00597,R0445,11,,120,1,,102,e.0,Purple,117,141,0
99EW00598,R0442,12,4TEATS,107,1,,92,e.2,Purple,101,117,0
99EW00599,R0459,13,,121,1,,98,e.0,Purple,109,125,0
99EW00600,R0460,12,,112,1,,94,e.1,Purple,103,120,0
99EW00601,R0464,13,ENTR,107,1,,100,e.2,Purple,117,135,0
99EW00602,R0467,13,4TEATS,97,1,,99,e.2,Purple,106,112,0
99EW00603,R0423,12,,106,1,,83,e.1,Purple,94,110,0
99EW00604,R0428,11,4TEATS,110,1,,89,e.1,Purple,98,113,0
99EW00605,R0484,11,PNEU,110,1,,105,e.1,Purple,110,132,0
99EW00606,R0485,13,,113,1,,86,e.3,Purple,98,116,0
99EW00607,R0486,13,,112,1,,95,e.1,Purple,103,122,0
99EW00608,R0489,13,,95,1,,84,e.3,Purple,90,103,0
99EW00609,R0493,12,,111,1,,93,e.3,Purple,107,125,0
99EW00610,R0495,10,,104,1,,90,e.1,Purple,106,120,0
99EW00611,R0497,11,4TEATS,108,1,,98,e.2,Purple,103,109,0
99EW00612,R0514,11,,106,1,,92,e.3,Purple,106,120,0
99EW00613,R0515,10,,102,1,,90,e.1,Purple,104,121,0
99EW00614,R0516,10,,103,1,,93,e.2,Purple,104,115,0
99EW00615,R0519,12,"ENTR,SOPHIA",99,1,,80,000,Purple,0,0,0
99EW00616,R0537,12,,111,1,,96,e.1,Purple,108,129,0
99EW00617,R0541,13,HAIRY,108,1,,110,e.2,Purple,120,134,0
99EW00618,R0540,10,,114,1,,113,e.0,Purple,120,131,0
99EW00619,R0550,12,4TEATS,93,1,,78,e.2,Purple,84,89,0
99EW00620,R0566,12,,100,1,,80,e.1,Purple,94,106,0
99EW00621,R0568,13,,98,1,,86,e.1,Purple,99,116,0
