UID,ETAG,LINE,RMK,IDX,PD,CUWT,BPEN,BRAND,NOV04,DEC14
94EW00286,K7555,00,4TEATS,0,1,95,10,,124,125
94EW00287,K7556,00,,0,1,81,10,,114,118
94EW00288,K7563,60,4TEATS,100,1,97,4,,112,117
94EW00289,K7567,62,4TEATS,104,1,88,3,,98,99
94EW00290,K7560,00,4TEATS,0,1,117,10,,137,138
94EW00291,K7521,60,4TEATS,93,1,105,3,,109,109
94EW00292,K7529,62,4TEATS,106,1,100,4,,105,106
94EW00293,K7584,60,4TEATS,115,1,96,4,,116,117
94EW00294,K7586,62,,99,1,93,3,,102,102
94EW00295,K7582,60,,99,1,96,3,,108,109
94EW00296,K7588,60,,95,1,99,4,,110,113
94EW00297,K7596,61,,107,1,115,4,,123,130
94EW00298,K7592,60,,101,1,102,3,,113,112
94EW00299,K7579,00,4TEATS,0,1,112,10,,144,139
94EW00300,K7577,60,4TEATS,120,1,102,4,,118,123
94EW00301,K7617,60,4TEATS,114,1,92,4,,104,110
94EW00302,K7605,62,4JAW,103,1,105,3,,113,118
94EW00303,K7640,60,,107,1,111,3,,112,107
94EW00304,K7643,00,,0,1,90,10,,113,120
94EW00305,K7644,00,4TEATS,0,1,91,10,,112,114
94EW00306,K7650,61,4TEATS,110,1,104,4,,116,116
94EW00307,K7661,61,ENTR,107,1,96,3,,115,116
94EW00308,K7662,61,,102,1,91,4,,98,99
94EW00309,K7668,00,4TEATS,0,1,116,10,,131,135
94EW00310,K7667,62,4TEATS,105,1,89,3,,101,101
94EW00311,K7686,60,,121,1,100,4,,107,114
94EW00312,K7688,60,,92,1,96,3,,111,115
94EW00313,K7692,61,4TEATS,102,1,104,4,,119,126
94EW00314,K7698,62,4TEATS,106,1,93,3,,102,108
94EW00315,K7670,60,4TEATS,106,1,108,4,,126,125
94EW00316,K7673,62,4TEATS,114,1,98,3,,99,100
94EW00317,K7214,61,4TEATS,117,1,126,4,,136,136
94EW00318,K7212,60,4TEATS,106,1,123,3,,140,140
94EW00319,K7219,61,4TEATS,106,1,103,3,,109,115
94EW00320,K7201,61,4TEATS,111,1,122,4,,134,131
94EW00321,K7231,62,"ENTR,4TEATS",92,1,94,3,,93,99
94EW00322,K7234,61,,111,1,111,4,,119,120
94EW00323,K7235,60,"4TEATS,dead",113,6,103,3,,114,0
94EW00324,K7237,00,ENTR,0,1,112,10,,139,142
94EW00325,K7253,60,4TEATS,108,1,116,4,,123,131
94EW00326,K7256,62,4TEATS,88,1,104,3,,113,119
94EW00327,K7260,62,4TEATS,112,1,99,4,,100,101
94EW00328,K7263,60,,117,1,118,4,,129,133
94EW00329,K7262,62,4TEATS,87,1,78,3,,86,89
94EW00330,K7220,62,,105,1,115,4,,128,128
94EW00331,K7223,60,HAIRY,105,1,106,3,,113,115
94EW00332,K7227,61,,114,1,119,4,,125,130
94EW00333,K7281,61,,103,1,102,3,,115,116
94EW00334,K7283,62,4TEATS,112,1,123,3,,127,133
94EW00335,K7284,61,4TEATS,106,1,121,4,,134,132
94EW00336,K7282,61,4TEATS,97,1,98,4,,98,104
94EW00337,K7289,62,,109,1,101,3,,107,98
94EW00338,K7292,61,,105,1,103,4,,116,118
94EW00339,K7297,00,ENTR,0,1,66,9,,95,99
94EW00340,K7270,60,,112,1,120,3,,133,137
94EW00341,K7278,61,4TEATS,103,1,96,4,,96,97
94EW00342,K7700,62,4TEATS,97,1,91,4,,101,109
94EW00343,K7702,00,,0,1,103,9,,119,121
94EW00344,K7731,00,,0,1,70,9,,96,99
94EW00345,S4393,12,4TEATS,106,1,97,0,,92,101
94EW00346,S4396,12,,95,1,78,2,,83,90
94EW00347,S4392,12,WEAK,94,1,96,1,,93,95
94EW00348,S4398,11,,109,1,114,1,,121,126
94EW00349,S4397,12,4TEATS,100,1,86,1,,87,97
94EW00350,S4410,13,,95,1,95,0,,100,105
94EW00351,S4403,13,,111,1,103,2,,102,101
94EW00352,S4430,11,,104,1,95,2,,96,96
94EW00353,S4435,11,,106,1,98,1,,105,111
94EW00354,S4438,13,WEAK COLD,109,1,97,0,,107,110
94EW00355,S4439,13,,109,1,93,2,,98,105
94EW00356,S4443,12,4TEATS,97,1,111,1,,113,122
94EW00357,S4447,11,,108,1,91,0,,88,95
94EW00358,S4459,12,4TEATS,106,1,99,2,,103,102
94EW00359,S4466,11,WEAK,104,1,99,1,,102,104
94EW00360,S4462,12,HAIRY,111,1,92,0,,99,102
94EW00361,S4468,11,,104,1,91,2,,99,103
94EW00362,S4424,10,,95,1,92,1,,104,111
94EW00363,S4481,11,,105,1,102,2,,98,108
94EW00364,S4485,12,,96,1,81,0,,87,91
94EW00365,S4492,10,,96,1,89,2,,90,95
94EW00366,S4497,12,,104,1,83,1,,89,93
94EW00367,S4474,11,,103,1,95,1,,90,95
94EW00368,S4478,11,4TEATS,114,1,100,0,,103,106
94EW00369,S4513,11,4TEATS,113,1,101,0,,105,105
94EW00370,S4517,10,ENTR,109,1,107,1,,120,119
94EW00371,S4501,13,4TEATS,96,1,101,0,,105,106
94EW00372,S4503,10,,104,1,89,2,,100,107
94EW00373,S4536,13,,99,1,89,2,,97,106
94EW00374,S4539,13,,110,1,77,0,,88,97
94EW00375,S4543,13,4TEATS,105,1,89,0,,94,100
94EW00376,S4554,10,,98,1,83,1,,90,98
94EW00377,S4559,10,,104,1,86,1,,95,103
94EW00378,S4557,11,,103,1,104,0,,101,108
94EW00379,S4560,10,,111,1,93,2,,98,103
94EW00380,S4564,10,,118,1,108,0,,124,132
94EW00381,S4566,13,HAIRY,105,1,97,2,,98,104
94EW00382,S4522,12,,105,1,87,1,,89,94
94EW00383,S4592,10,,109,1,113,0,,110,114
94EW00384,S4576,13,,89,1,90,1,,95,100
94EW00385,S4616,12,,101,1,104,1,,104,109
94EW00386,S4618,13,4TEATS,107,1,92,2,,102,112
94EW00387,S4619,12,ENTR,92,1,94,1,,97,102
94EW00388,S4605,13,,96,1,96,2,,97,102
94EW00389,S4608,10,,111,1,100,0,,101,108
94EW00390,S4631,13,ENTR,104,1,88,2,,94,98
94EW00391,S4630,13,"ENTR,4TEATS",114,1,111,0,,104,110
94EW00392,S4641,13,,121,1,96,2,,99,105
94EW00393,S4640,12,,104,1,106,0,,113,122
94EW00394,S4644,12,,94,1,83,1,,82,93
94EW00395,S4642,13,4TEATS,113,1,82,0,,85,92
94EW00396,S4655,10,,113,1,85,2,,89,101
94EW00397,S4659,11,,106,1,86,1,,90,97
94EW00398,S4657,13,,104,1,100,0,,106,111
94EW00399,S4665,11,ENTR,127,1,88,2,,102,109
94EW00400,S4668,11,,112,1,88,1,,96,100
94EW00401,S4669,13,,93,1,90,0,,87,96
94EW00402,S4628,13,,107,1,99,1,,98,108
94EW00403,S4680,13,,100,1,91,0,,100,105
94EW00404,S4684,10,ENTR,114,1,94,2,,95,105
94EW00405,S4688,13,,113,1,108,2,,105,112
94EW00406,S4687,10,4TEATS,110,1,111,0,,114,109
94EW00407,S4691,11,,110,1,101,0,,100,109
94EW00408,S4694,12,,94,1,85,1,,88,93
94EW00409,S4671,11,,104,1,95,1,,96,102
94EW00410,S4673,12,,105,1,92,0,,93,102
94EW00411,S4674,13,,111,1,94,2,,106,113
94EW00412,S4675,12,,105,1,102,1,,100,106
94EW00413,S4810,11,,106,1,87,0,,87,96
94EW00414,S4817,10,,101,1,101,2,,111,118
94EW00415,S4801,10,A,111,1,93,1,,99,106
94EW00416,S4808,10,4TEATS,96,1,87,1,,93,97
94EW00417,S4833,10,,121,1,95,0,,100,104
94EW00418,S4834,10,4TEATS,112,1,93,2,,99,108
94EW00419,S4835,13,,104,1,90,0,,92,103
94EW00420,S4832,10,,113,1,89,2,,100,112
94EW00421,S4841,11,,103,1,80,1,,82,84
94EW00422,S4840,11,,100,1,100,1,,105,112
94EW00423,S4842,11,ENTR,118,1,103,2,,108,114
94EW00424,S4848,10,,104,1,80,0,,80,87
94EW00425,S4851,11,,103,1,81,2,,88,97
94EW00426,S4850,11,,104,1,82,1,,81,91
94EW00427,S4861,11,HAIRY,109,1,92,0,,94,96
94EW00428,S4865,12,,96,1,81,1,,82,93
94EW00429,S4868,13,,108,1,88,2,,94,101
94EW00430,S4821,12,,110,1,92,0,,93,101
94EW00431,S4826,10,,96,1,87,0,,83,88
94EW00432,S4822,12,,97,1,78,2,,86,97
94EW00433,S4828,11,ENTR,126,1,97,1,,98,103
94EW00434,S4885,10,"5JAW,ok",116,1,84,2,,94,101
94EW00435,S4886,10,,102,1,81,1,,88,96
94EW00436,S4890,13,,103,1,84,0,,88,93
94EW00437,S4898,11,ENTR,106,1,90,2,,91,95
94EW00438,S4876,12,,101,1,101,0,,105,111
94EW00439,S4878,13,,101,1,87,1,,99,116
94EW00440,S4911,11,,112,1,86,2,,92,98
94EW00441,S4910,11,,116,1,93,1,,96,101
94EW00442,S4916,10,,105,1,86,0,,87,94
94EW00443,S4903,13,,108,1,110,1,,108,113
94EW00444,S4909,12,4TEATS,100,1,88,0,,78,90
94EW00445,S4936,13,4TEATS,111,1,103,0,,107,111
94EW00446,S4943,10,,103,1,86,0,,84,91
94EW00447,S4956,11,ENTR,102,1,84,1,,89,91
94EW00448,S4959,11,,106,1,84,2,,85,89
94EW00449,S4960,11,,114,1,88,1,,96,103
94EW00450,S4963,10,,103,1,95,2,,94,100
94EW00451,S4964,11,4TEATS,116,1,88,0,,95,98
94EW00452,S4924,12,,102,1,91,1,,96,103
94EW00453,S4922,13,,108,1,91,2,,91,94
94EW00454,S4928,13,4TEATS,104,1,91,0,,91,95
94EW00455,S4987,13,,103,1,88,1,,96,100
94EW00456,S4970,11,4TEATS,114,1,103,2,,103,112
94EW00457,S4973,11,,107,1,84,1,,90,96
94EW00458,S4975,10,3TEATS,113,1,84,2,,97,103
94EW00459,S4977,11,,120,1,87,0,,94,97
94EW00460,S4711,12,4TEATS,101,1,108,2,,113,122
94EW00461,S4710,10,,99,1,85,0,,85,95
94EW00462,S4713,13,,100,1,93,0,,95,103
94EW00463,S4714,13,4TEATS,97,1,84,2,,81,86
94EW00464,S4715,11,,115,1,105,2,,99,104
94EW00465,S4717,12,ENTR,107,1,94,1,,99,103
94EW00466,S4703,12,4TEATS,112,1,111,1,,117,123
94EW00467,S4708,10,,116,1,103,2,,112,121
94EW00468,S4709,10,,99,1,88,1,,89,93
94EW00469,S4731,10,,117,1,94,0,,97,102
94EW00470,S4737,10,,116,1,100,2,,110,115
94EW00471,S4745,12,,94,1,85,1,,89,98
94EW00472,S4742,13,,105,1,88,1,,93,94
94EW00473,S4753,13,,92,1,85,0,,80,87
94EW00474,S4754,13,,99,1,94,2,,97,107
94EW00475,S4759,13,HAIRY,116,1,93,0,,90,98
94EW00476,S4763,11,ENTR,114,1,101,1,,109,118
94EW00477,S4769,12,WEAK,98,1,77,2,,80,88
94EW00478,S4721,12,,115,1,102,0,,108,114
94EW00479,S4724,11,,107,1,96,2,,101,113
94EW00480,S4728,12,,106,1,100,1,,109,114
94EW00481,S4784,13,,124,1,99,0,,106,109
94EW00482,S4792,12,,99,1,93,2,,81,91
94EW00483,S5111,10,,99,1,93,2,,105,113
94EW00484,S5119,12,,99,1,91,0,,91,95
94EW00485,S5101,10,4TEATS,100,1,85,1,,96,104
94EW00486,S5100,10,,102,1,88,0,,94,103
94EW00487,S5131,11,,109,1,95,2,,97,100
94EW00488,S5137,12,,101,1,83,0,,83,88
94EW00489,S5144,10,,102,1,100,1,,111,118
94EW00490,S5146,12,,104,1,89,2,,90,100
94EW00491,S5153,10,,105,1,90,0,,99,100
94EW00492,S5158,12,,95,1,68,2,,71,83
94EW00493,S5163,10,,103,1,86,0,,89,97
94EW00494,S5164,10,,99,1,93,2,,95,100
94EW00495,S5169,13,,106,1,95,1,,101,105
94EW00496,S5120,12,,96,1,89,1,,90,96
94EW00497,S5180,10,,114,1,88,0,,94,102
94EW00498,S5184,10,,107,1,91,2,,90,98
94EW00499,S5196,11,,106,1,96,1,,106,113
94EW00500,S5170,13,,117,1,92,0,,92,100
94EW00501,S5175,12,,98,1,72,1,,70,75
94EW00502,S5178,12,,101,1,81,2,,92,92
94EW00503,S5010,13,,109,1,93,0,,98,104
94EW00504,S5019,12,ENTR,107,1,86,2,,89,97
