UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDZ65,CLR,STM
19EW00114,L2216,,10BL,1,119,e4,,142,1016,161,1121,,,,2+,,Preg,,5,PC
19EW00115,L2220,,20BL.NICE,1,127,e5,,138,1016,149,1121,,,,2+,,Preg,,5,PC
19EW00116,L2222,,2ND.90BR,1,106,e1,,120,1016,125,1121,,,,2+,,Preg,,5,PC
19EW00117,L2225,,05BR,1,106,e2,,121,1016,128,1121,,,,2-,,Preg,,2,PC
19EW00118,L2226,,60BR,1,116,e3,,119,1016,129,1121,,,,2-,,Preg,,5,PC
19EW00119,L2228,,Wnwt missed,1,98,e4,,105,1016,117,1121,,,,2+,,Preg,,5,PC
19EW00120,L2231,,90TAN,1,122,e5,,139,1016,150,1121,,,,2+,,Preg,,5,PC
19EW00121,L2233,,2ND.20BL,1,86,e1,,96,1016,102,1121,,,,2+,,Open,,5,PC
19EW00122,L2236,,75BL,1,112,e2,,128,1016,138,1121,,,,1-,,Preg,,5,PC
19EW00123,L2240,,25BR.UGLY,1,113,e3,,125,1016,140,1121,,,,2+,,Preg,,5,PC
19EW00124,L2241,,50BL,1,102,e4,,113,1016,121,1121,,,,2+,,Preg,,5,PC
19EW00125,L2244,,40GR,1,99,e5,,103,1016,110,1121,,,,1-,,Open,,5,PC
19EW00126,L2247,,40GR,1,114,e1,,112,1016,124,1121,,,,1-,,Preg,,5,PC
19EW00127,L2253,,25BL,1,86,e2,,99,1016,110,1121,,,,1-,,Preg,,5,PC
19EW00128,L2259,,30BR,1,101,e3,,136,1016,142,1121,,,,2,,Preg,,5,PC
19EW00129,L2262,,20BL,1,110,e4,,122,1016,128,1121,,,,1-,,Preg,,5,PC
19EW00130,L2270,,10BL.NICE,1,119,e5,,143,1016,145,1121,,,,1-,,Preg,,5,PC
19EW00131,L2272,,80BL,1,92,e1,,110,1016,120,1121,,,,2,,Preg,,5,PC
19EW00132,L2273,,60BL,1,114,e2,,145,1016,157,1121,,,,2,,Preg,,5,PC
19EW00133,L2274,,90BR,1,116,e3,,134,1016,135,1121,,,,2,,Open,,5,PC
19EW00134,L2275,,05BL,1,94,e4,,120,1016,127,1121,,,,1-,,Preg,,2,PC
19EW00135,L2278,,.,1,88,e5,,97,1016,111,1121,,,,1-,,Open,,1,PC
19EW00136,L2281,,10TAN,1,127,e1,,131,1016,130,1121,,,,2,,Preg,,5,PC
19EW00137,L2282,,40BL,1,122,e2,,131,1016,140,1121,,,,3+,,Preg,,5,PC
19EW00138,L2283,,10BL,1,118,e3,,131,1016,145,1121,,,,2+,,Preg,,5,PC
19EW00139,L2284,,25BR,1,106,e4,,134,1016,147,1121,,,,2-,,Preg,,5,PC
19EW00140,L2291,,25BL,1,91,e5,,108,1016,112,1121,,,,2+,,Preg,,5,PC
19EW00141,L2293,,40BL,1,134,e1,,144,1016,153,1121,,,,2,,Preg,,5,PC
19EW00142,L2297,,<05BR,1,108,e2,,131,1016,150,1121,,,,3-,,Preg,,2,PC
19EW00143,L2298,,90BR/GR,1,108,e3,,125,1016,132,1121,,,,2,,Preg,,5,PC
19EW00144,L2300,,PINK,1,114,e4,,123,1016,136,1121,,,,2+,,Preg,,1,PC
19EW00145,L2301,,.,1,116,e5,,133,1016,147,1121,,,,2-,,Preg,,5,PC
19EW00146,L2302,,70BLK,1,111,e1,,131,1016,135,1121,,,,2,,Preg,,5,PC
19EW00147,L2305,,60GREY,1,97,e2,,106,1016,113,1121,,,,1-,,Preg,,5,PC
19EW00148,L2306,,90BLK,1,90,e3,,105,1016,110,1121,,,,1-,,Open,,5,PC
19EW00149,L2307,,30BRN,1,113,e4,,132,1016,134,1121,,,,2-,,Preg,,5,PC
19EW00150,L2310,,70BLK,1,88,e5,,97,1016,102,1121,,,,2,,Open,,5,PC
19EW00151,L2311,,70BLK,1,107,e1,,117,1016,125,1121,,,,2,,Preg,,5,PC
19EW00152,L2312,,60BLK,1,112,e2,,119,1016,128,1121,,,,2-,,Preg,,5,PC
19EW00153,L2313,,1ST,1,133,e3,,142,1016,157,1121,,,,2,,Preg,,5,PC
19EW00154,L2315,,90BL Dam died,1,88,e4,,103,1016,117,1121,,,,2-,,Open,,5,PC
19EW00155,L2318,,95BRN,1,113,e5,,128,1016,127,1121,,,,2,,Preg,,5,PC
19EW00156,L2321,,90TAN,1,107,e1,,123,1016,129,1121,,,,2+,,Preg,,5,PC
19EW00157,L2323,,15BR,1,98,e2,,111,1016,123,1121,,,,2,,Preg,,5,PC
19EW00158,L2324,,80BR,1,94,e3,,108,1016,117,1121,,,,1-,,Preg,,5,PC
19EW00159,L2327,,10BR.UGLY,1,94,e4,,105,1016,118,1121,,,,2,,Preg,,5,PC
19EW00160,L2328,,15BL,1,123,e5,,131,1016,133,1121,,,,3+,,Preg,,5,PC
19EW00161,L2330,,15BL,1,106,e1,,108,1016,114,1121,,,,1-,,Preg,,5,PC
19EW00162,L2334,,10BL,1,91,e2,,100,1016,105,1121,,,,1-,,Preg,,5,PC
19EW00163,L2338,,60BL,1,88,e3,,111,1016,117,1121,,,,1-,,Preg,,5,PC
19EW00164,L2340,,30GR,1,103,e4,,122,1016,136,1121,,,,1,,Open,,5,PC
19EW00165,L2343,,40BL,1,121,e5,,130,1016,140,1121,,,,2+,,Preg,,5,PC
19EW00166,L2345,,05BR,1,97,e1,,111,1016,118,1121,,,,2+,,Preg,,2,PC
19EW00167,L2349,,40BL,1,112,e2,,125,1016,141,1121,,,,2,,Preg,,5,PC
19EW00168,L2354,,10BR,1,105,e3,,118,1016,131,1121,,,,2-,,Preg,,5,PC
19EW00169,L2358,,10-15BR,1,108,e4,,118,1016,129,1121,,,,2,,Preg,,5,PC
19EW00170,L2364,,1ST.05BR,1,95,e5,,114,1016,119,1121,,,,2-,,Preg,,2,PC
19EW00171,L2367,,40GR,1,106,e1,,106,1016,112,1121,,,,2-,,Open,,5,PC
19EW00172,L2368,,2ND.60GR,1,107,e2,,114,1016,132,1121,,,,2,,Preg,,5,PC
19EW00173,L2369,,1ST.75BR.UGLY,1,105,e3,,122,1016,138,1121,,,,1,,Preg,,5,PC
19EW00174,L2370,,30BR,1,88,e4,,102,1016,112,1121,,,,1-,,Open,,5,PC
19EW00175,L2371,,20BL,1,102,e5,,112,1016,118,1121,,,,2,,Preg,,5,PC
19EW00176,L2372,,30BR.UGLY,1,101,e1,,116,1016,123,1121,,,,2,,Preg,,5,PC
19EW00177,L2374,,.,1,119,e2,,120,1016,128,1121,,,,3+,,Preg,,1,PC
19EW00178,L2379,,.,1,89,e3,,112,1016,127,1121,,,,1-,,Open,,5,PC
19EW00179,L2384,,50BLK,1,106,e4,,116,1016,130,1121,,,,1-,,Preg,,5,PC
19EW00180,L2389,,40BRN,1,129,e5,,139,1016,142,1121,,,,2,,Preg,,5,PC
19EW00181,L2391,,20BLK,1,97,e1,,107,1016,114,1121,,,,2+,,Preg,,5,PC
19EW00182,L2398,,3RD.05BR,1,92,e2,,98,1016,112,1121,,,,1-,,Open,,2,PC
19EW00183,L2401,,20BL,1,84,e3,,100,1016,110,1121,,,,2-,,Preg,,5,PC
19EW00184,L2402,,90BL,1,86,e4,,106,1016,110,1121,,,,1-,,Preg,,5,PC
19EW00185,L2408,,<05BR,1,91,e5,,119,1016,123,1121,,,,2,,Preg,,1,PC
19EW00186,L2409,,20BL,1,96,e1,,112,1016,123,1121,,,,1-,,Preg,,5,PC
19EW00187,L2412,,15GR,1,90,e2,,106,1016,113,1121,,,,2,,Preg,,5,PC
19EW00188,L2413,,90BL/BR,1,97,e3,,110,1016,121,1121,,,,1-,,Open,,5,PC
19EW00189,L2418,,.,1,96,e4,,107,1016,118,1121,,,,1-,,Open,,5,PC
19EW00190,L2419,,BR.ON.FEET,1,91,e5,,111,1016,123,1121,,,,2+,,Preg,,2,PC
19EW00191,M0144,,.,1,88,e1,,105,1016,117,1121,,,,1-,,Preg,,1,LP
19EW00192,M0149,,.,1,110,e2,,129,1016,139,1121,,,,2+,,Preg,,2,LP
19EW00193,M0154,,.,1,99,e3,,117,1016,116,1121,,,,2+,,Preg,,2,LP
19EW00194,M0158,,.,1,89,e4,,99,1016,112,1121,,,,2+,,Preg,,.,LP
19EW00195,M0159,,.,1,103,e5,,127,1016,130,1121,,,,2,,Preg,,2,LP
19EW00196,M0162,,.,1,97,e1,,112,1016,121,1121,,,,2+,,Preg,,1,LP
19EW00197,M0163,,.,1,94,e2,,122,1016,122,1121,,,,2,,Preg,,1,LP
19EW00198,M0165,,1ST,1,95,e3,,106,1016,111,1121,,,,2,,Preg,,2,LP
19EW00199,M0166,,2ND,1,94,e4,,109,1016,113,1121,,,,3+,,Preg,,2,LP
19EW00200,M0168,,.,1,101,e5,,112,1016,123,1121,,,,2,,Preg,,5,LP
19EW00201,M0172,,.,1,116,e1,,130,1016,136,1121,,,,2+,,Open,,2,LP
19EW00202,M0174,,.,1,102,e2,,129,1016,130,1121,,,,1-,,Preg,,2,LP
19EW00203,M0180,,.,1,133,e3,,158,1016,164,1121,,,,1,,Preg,,5,LP
19EW00204,M0182,,.,1,89,e4,,91,1016,99,1121,,,,2,,Preg,,2,LP
19EW00205,M0183,,.,1,106,e5,,112,1016,119,1121,,,,2-,,Preg,,.,LP
19EW00206,M0184,,.,1,102,e1,,131,1016,138,1121,,,,2+,,Preg,,1,LP
19EW00207,M0185,,.,1,89,e2,,105,1016,108,1121,,,,3+,,Open,,2,LP
19EW00208,M0187,,.,1,109,e3,,110,1016,119,1121,,,,2+,,Preg,,2,LP
19EW00209,M0191,,.,1,108,e4,,117,1016,123,1121,,,,2+,,Preg,,2,LP
19EW00210,M0194,,.,1,89,e5,,106,1016,111,1121,,,,2,,Preg,,2,LP
19EW00211,M0197,,.,1,103,e1,,121,1016,129,1121,,,,2-,,Preg,,5,LP
19EW00212,M0201,,.,1,90,e2,,106,1016,109,1121,,,,2+,,Preg,,2,LP
19EW00213,M0211,,.,1,92,e3,,114,1016,120,1121,,,,3+,,Preg,,5,LP
19EW00214,M0217,,.,1,92,e4,,98,1016,111,1121,,,,2+,,Preg,,1,LP
19EW00215,M0218,,.,1,97,e5,,105,1016,110,1121,,,,2+,,Preg,,2,LP
19EW00216,M0223,,UGLY,1,121,e1,,130,1016,142,1121,,,,2,,Preg,,1,LP
19EW00217,M0224,,.,1,97,e2,,111,1016,119,1121,,,,2+,,Preg,,1,LP
19EW00218,M0232,,.,1,95,e3,,110,1016,117,1121,,,,2+,,Preg,,2,LP
19EW00219,M0233,,.,1,96,e4,,103,1016,111,1121,,,,2,,Preg,,2,LP
19EW00220,M0234,,GOAT,1,112,e5,,130,1016,130,1121,,,,2-,,Preg,,1,LP
19EW00221,M0236,,.,1,95,e1,,112,1016,119,1121,,,,2-,,Preg,,2,LP
19EW00222,M0237,,BL.ON.NECK,1,95,e2,,119,1016,121,1121,,,,1-,,Preg,,3,LP
19EW00223,M0238,,.,1,99,e3,,101,1016,107,1121,,,,2,,Preg,,2,LP
19EW00224,M0239,,.,1,114,e4,,122,1016,127,1121,,,,2,,Preg,,.,LP
19EW00225,M0245,,2ND.UGLY,1,98,e5,,111,1016,117,1121,,,,3+,,Preg,,1,LP
19EW00226,M0247,,.,1,96,e1,,107,1016,122,1121,,,,2+,,Preg,,.,LP
19EW00227,M0249,,.,1,97,e2,,106,1016,110,1121,,,,1-,,Open,,1,LP
19EW00228,M0259,,.,1,92,e3,,102,1016,113,1121,,,,2+,,Preg,,.,LP
19EW00229,M0263,,30BLK,1,116,e4,,131,1016,143,1121,,,,2-,,Preg,,.,LP
19EW00230,M0268,,1ST,1,89,e5,,110,1016,116,1121,,,,2-,,Preg,,1,LP
19EW00231,M0271,,.,1,103,e1,,118,1016,129,1121,,,,2+,,Preg,,1,LP
19EW00232,M0274,,.,1,113,e2,,118,1016,125,1121,,,,1-,,Preg,,.,LP
19EW00233,M0282,,.,1,106,e3,,114,1016,122,1121,,,,2+,,Preg,,1,LP
19EW00234,M0296,,.,1,108,e4,,124,1016,135,1121,,,,2+,,Preg,,.,LP
19EW00235,M0301,,.,1,100,e5,,107,1016,113,1121,,,,2-,,Preg,,2,LP
19EW00236,M0314,,.,1,103,e1,,111,1016,110,1121,,,,2-,,Preg,,.,LP
19EW00237,M0319,,HAIRY,1,105,e2,,106,1016,108,1121,,,,2,,Preg,,1,LP
19EW00238,M0320,,PINK,1,98,e3,,107,1016,116,1121,,,,2-,,Preg,,1,LP
19EW00239,M0322,,10BLK,1,106,e4,,114,1016,123,1121,,,,2+,,Preg,,.,LP
19EW00240,M0325,,.,1,107,e5,,124,1016,132,1121,,,,2,,Preg,,1,LP
19EW00241,M0331,,.,1,100,e1,,121,1016,124,1121,,,,2-,,Preg,,1,LP
19EW00242,M0349,,.,1,101,e2,,111,1016,119,1121,,,,2,,Preg,,1,LP
19EW00243,M0350,,.,1,88,e3,,105,1016,113,1121,,,,3,,Preg,,1,LP
19EW00244,M0353,,.,1,100,e4,,116,1016,122,1121,,,,2-,,Preg,,1,LP
19EW00245,S1961,,.,1,87,e5,,105,1016,112,1121,,,2.6,3,,Preg,,1,07
19EW00246,S1963,,.,1,83,e1,,92,1016,99,1121,,,2.3,3+,,Preg,,1,07
19EW00247,S1970,,.,1,87,e3,,98,1016,103,1121,,,2.8,4,,Preg,,1,07
19EW00248,S1972,,NICE LAMB,1,94,e4,,107,1016,112,1121,,,2.5,3,,Preg,,1,43
19EW00249,S1974,,.,1,98,e5,,101,1016,105,1121,,,2.5,3-,,Preg,,1,07
19EW00250,S1976,,.,1,100,e1,,114,1016,121,1121,,,2.7,3-,,Preg,,1,07
19EW00251,S1977,,BL.ON.NOSE,1,92,e2,,105,1016,122,1121,,,3.0,3,,Preg,,2,07
19EW00252,S1978,,Wnwt missed,1,95,e3,,112,1016,107,1121,,,2.6,4,,Open,,2,07
19EW00253,S1979,,BLSPOTLSD,1,95,e4,,110,1016,119,1121,,,2.7,3-,,Preg,,3,07
19EW00254,S1983,,.,1,84,e5,,101,1016,108,1121,,,2.8,3,,Preg,,1,07
19EW00255,S1987,,.,1,89,e1,,103,1016,109,1121,,,2.7,3,,Preg,,1,07
19EW00256,S1989,,.,1,123,e2,,138,1016,146,1121,,,2.8,3-,,Preg,,1,07
19EW00257,S1996,,.,1,91,e3,,107,1016,120,1121,,,2.0,3,,Preg,,1,07
19EW00258,S1999,,.,1,85,e4,,98,1016,110,1121,,,2.4,3,,Open,,1,42
19EW00259,S2000,,.,1,84,e5,,90,1016,102,1121,,,2.4,2-,,Preg,,1,42
19EW00260,S2008,,.,1,89,e1,,99,1016,109,1121,,,2.5,3-,,Preg,,1,07
19EW00261,S2010,,.,1,130,e2,,147,1016,154,1121,,,3.0,3,,Preg,,1,07
19EW00262,S2026,,.,1,111,e3,,123,1016,130,1121,,,2.4,3-,,Preg,,1,07
19EW00263,S2027,,.,1,96,e4,,102,1016,110,1121,,,2.6,3,,Preg,,1,07
19EW00264,S2034,,.,1,96,e5,,89,1016,97,1121,,,2.8,3-,,Open,,1,42
19EW00265,S2035,,.,1,90,e1,,90,1016,,,,,,,,,,1,42
19EW00266,S2037,,.,1,96,e2,,106,1016,111,1121,,,2.5,3,,Preg,,1,43
19EW00267,S2038,,BRBYEYES,1,87,e3,,103,1016,105,1121,,,3.2,3,,Preg,,2,07
19EW00268,S2039,,PINK,1,92,e4,,105,1016,113,1121,,,2.5,4-,,Preg,,1,07
19EW00269,S2042,,.,1,108,e5,,106,1016,110,1121,,,2.2,3-,,Open,,1,43
19EW00270,S2043,,.,1,99,e1,,109,1016,119,1121,,,1.6,3-,,Preg,,1,07
19EW00271,S2047,,.,1,101,e2,,110,1016,118,1121,,,1.9,3,,Preg,,1,07
19EW00272,S2052,,PINK,1,86,e3,,100,1016,102,1121,,,2.6,3,,Open,,1,07
19EW00273,S2056,,.,1,97,e4,,112,1016,120,1121,,,3.0,4+,,Preg,,1,07
19EW00274,S2058,,.,1,95,e5,,108,1016,116,1121,,,3.0,3-,,Preg,,1,07
19EW00275,S2059,,.,1,90,e1,,100,1016,110,1121,,,2.7,3-,,Preg,,1,07
19EW00276,S2061,,.,1,106,e2,,120,1016,124,1121,,,2.8,4-,,Preg,,1,07
