UID,ETAG,LINE,RMK,IDX,PD,CUWT,BPEN,BRAND,OCT31,DEC11
95EW00416,S5921,13,4TEATS,96,1,89,e.2,blue,97,101
95EW00417,S5923,12,,107,1,88,e.0,blue,97,108
95EW00418,S5989,12,,97,1,89,e.0,blue,98,106
95EW00419,S5991,10,,108,1,86,e.2,blue,97,99
95EW00420,S5990,12,,99,1,95,e.2,blue,106,115
95EW00421,S5971,12,,117,1,102,e.2,blue,111,126
95EW00422,S5975,10,4TEATS,112,1,96,e.0,blue,99,99
95EW00423,S5978,12,,102,1,87,e.0,blue,100,110
95EW00424,S5711,11,,107,1,114,e.2,blue,115,122
95EW00425,S5715,10,"WRINKLES,URI",95,1,92,e.0,blue,91,91
95EW00426,S5702,10,,101,1,100,e.2,blue,106,111
95EW00427,S5708,12,BRN KNEES,105,1,89,e.0,blue,97,98
95EW00428,S5732,13,,107,1,91,e.1,blue,97,116
95EW00429,S5745,10,,126,1,111,e.1,blue,113,121
95EW00430,S5746,10,,117,1,98,e.0,blue,100,111
95EW00431,S5742,10,,100,1,99,e.2,blue,103,98
95EW00432,S5749,13,,102,1,101,e.0,blue,113,135
95EW00433,S5751,10,,97,1,87,e.1,blue,95,109
95EW00434,S5758,12,,87,1,91,e.2,blue,102,113
95EW00435,S5720,11,HAIRY,105,1,97,e.2,blue,105,105
95EW00436,S5724,12,COUGH TRT,103,1,106,e.1,blue,109,118
95EW00437,S5728,13,,105,1,96,e.0,blue,104,124
95EW00438,S5727,13,,87,1,84,e.2,blue,91,104
95EW00439,S5784,11,,97,1,91,e.1,blue,101,111
95EW00440,S5785,10,4TEATS,99,1,101,e.2,blue,108,118
95EW00441,S5787,12,HAIRY,97,1,97,e.2,blue,105,108
95EW00442,S5793,10,,102,1,116,e.0,blue,122,139
95EW00443,S5798,13,COLUMBIA?,97,1,110,e.1,blue,126,144
95EW00444,S5799,10,,97,1,93,e.1,blue,95,109
95EW00445,S5775,12,4TEATS,88,1,80,e.2,blue,79,82
95EW00446,S5778,11,ENTR,108,1,94,e.0,blue,94,96
95EW00447,S6110,10,,110,1,91,e.1,blue,105,119
95EW00448,S6100,13,,99,1,90,e.2,blue,96,98
95EW00449,S6103,13,,113,1,86,e.0,blue,100,119
95EW00450,S6106,13,,99,1,96,e.1,blue,105,104
95EW00451,S6102,13,,111,1,85,e.1,blue,90,92
95EW00452,S6108,12,4TEATS,96,1,91,e.2,blue,103,119
95EW00453,S6131,11,,106,1,94,e.0,blue,106,113
95EW00454,S6134,13,,106,1,96,e.2,blue,105,120
95EW00455,S6136,11,4TEATS,99,1,95,e.1,blue,100,108
95EW00456,S6145,12,ENTR,110,1,87,e.2,blue,96,96
95EW00457,S6142,11,HAIRY,104,1,111,e.1,blue,121,126
95EW00458,S6148,11,,103,1,92,e.0,blue,98,115
95EW00459,S6149,13,HAIRY,98,1,96,e.0,blue,105,114
95EW00460,S6153,12,,92,1,79,e.1,blue,86,90
95EW00461,S6159,13,4TEATS,104,1,99,e.1,blue,107,118
95EW00462,S6164,10,4TEATS,99,1,93,e.2,blue,103,103
95EW00463,S6183,11,,110,1,100,e.0,blue,115,121
95EW00464,S6184,12,"ENTR,L",96,1,87,e.0,blue,97,101
95EW00465,S6190,10,HAIRY,109,1,92,e.0,blue,100,99
95EW00466,S6197,12,HAIRY,100,1,87,e.2,blue,97,107
95EW00467,S6013,13,4TEATS,95,1,93,e.2,blue,95,111
95EW00468,S6018,11,4TEATS,97,1,90,e.2,blue,96,99
95EW00469,S6019,11,,94,1,102,e.0,blue,103,114
95EW00470,S6005,11,,103,1,90,e.0,blue,96,106
95EW00471,S6002,11,,95,1,78,e.1,blue,81,82
95EW00472,S6031,10,,98,1,107,e.0,blue,115,119
95EW00473,S6037,12,,103,1,91,e.1,blue,104,119
95EW00474,S6040,11,,98,1,93,e.1,blue,94,98
95EW00475,S6043,11,,97,1,104,e.2,blue,104,105
95EW00476,S6045,12,,98,1,82,e.0,blue,91,96
95EW00477,S6052,11,,96,1,87,e.2,blue,96,109
95EW00478,S6058,12,ENTR,103,1,91,e.0,blue,96,116
95EW00479,S6023,10,,93,1,93,e.1,blue,93,96
95EW00480,S6027,12,,108,1,105,e.2,blue,110,117
95EW00481,S6097,11,,94,1,92,e.1,blue,98,101
95EW00482,S6073,12,WEAK RAT,98,1,90,e.1,blue,93,110
95EW00483,S6078,13,,90,1,97,e.0,blue,100,104
95EW00484,S6312,12,,98,1,81,e.2,blue,91,101
95EW00485,S6319,10,,112,1,94,e.2,blue,107,120
95EW00486,S6301,12,,93,1,81,e.0,blue,83,93
95EW00487,S6303,13,NICE,93,1,89,e.0,blue,96,107
95EW00488,S6304,13,,93,1,86,e.1,blue,93,92
95EW00489,S6302,12,4TEATS,99,1,92,e.1,blue,98,105
95EW00490,S6309,13,,111,1,95,e.1,blue,107,116
95EW00491,S6331,11,ENTR,108,1,103,e.2,blue,117,121
95EW00492,S6330,11,CONJUNCTIVITI,101,1,93,e.0,blue,94,101
95EW00493,S6339,10,,108,1,93,e.1,blue,101,107
95EW00494,S6348,13,,115,1,100,e.0,blue,116,136
95EW00495,S6360,12,LF DIGIT ABS,97,1,81,e.0,blue,88,99
95EW00496,S6321,10,,125,1,110,e.2,blue,113,114
95EW00497,S6323,10,,107,1,101,e.0,blue,105,116
95EW00498,S6325,12,,98,1,85,e.2,blue,91,91
95EW00499,S6328,11,4TEATS,115,1,109,e.2,blue,110,117
95EW00500,S6384,13,,96,1,86,e.1,blue,91,104
95EW00501,S6393,13,4TEATS,91,1,87,e.2,blue,91,93
95EW00502,S6399,10,,103,1,86,e.0,blue,96,107
95EW00503,S6370,11,,108,1,93,e.2,blue,101,106
95EW00504,S6413,11,,110,1,93,e.1,blue,98,106
95EW00505,S6412,13,,111,1,95,e.0,blue,108,126
95EW00506,S6405,ch,4TEATS,105,1,72,j.6,blue,86,0
95EW00507,S6406,ch,,109,1,74,j.7,blue,92,0
95EW00508,S6433,ch,,103,1,69,j.0,blue,80,0
95EW00509,S6435,10,,102,1,91,e.1,blue,107,117
95EW00510,S6461,ch,,79,1,67,j.2,blue,75,0
95EW00511,S6460,ch,,82,1,72,j.1,blue,77,0
95EW00512,S6463,ch,,95,1,91,j.3,blue,95,0
95EW00513,S6468,ch,"FEVER,URI",87,1,84,j.1,blue,98,0
95EW00514,S6423,13,,115,1,101,e.1,blue,110,131
95EW00515,S6426,13,HAIRY,106,1,89,e.2,blue,103,118
95EW00516,S6429,ch,'S'tag?,113,1,78,j.6,blue,88,0
95EW00517,S6427,13,1TAG,102,1,80,e.0,blue,85,100
95EW00518,S6486,ch,,98,1,70,j.5,blue,79,0
95EW00519,S6474,ch,,106,1,100,j.0,blue,109,0
95EW00520,S6479,ch,1TAG,87,1,86,j.8,blue,96,0
95EW00521,S6477,12,,97,1,87,e.1,blue,95,96
95EW00522,S6551,ch,,113,1,76,j.0,blue,97,0
95EW00523,S6554,ch,,93,1,65,j.3,blue,72,0
95EW00524,S6562,ch,,96,1,68,j.4,blue,82,0
95EW00525,S6520,ch,,107,1,69,j.2,blue,85,0
95EW00526,S6203,11,,114,1,107,e.2,blue,116,118
95EW00527,S6205,12,,108,1,98,e.0,blue,112,128
95EW00528,S6208,10,,98,1,94,e.1,blue,101,106
95EW00529,S6249,11,,105,1,93,e.2,blue,102,99
95EW00530,S6269,12,,102,1,84,e.1,blue,90,93
95EW00531,S6282,11,,113,1,93,e.0,blue,101,114
95EW00532,S6289,11,,109,1,82,e.1,blue,89,99
95EW00533,S6298,12,,105,1,88,e.1,blue,86,92
95EW00534,S6270,12,,103,1,84,e.0,blue,86,89
95EW00535,S6274,12,,95,1,83,e.2,blue,86,93
95EW00536,S6272,13,,100,1,85,e.2,blue,93,112
95EW00537,T4661,41,LETHARGIC,100,1,95,e.5,blue,95,94
95EW00538,T4663,41,"4TEATS,FEVER",110,1,111,e.6,blue,114,114
95EW00539,T4664,41,,104,1,88,e.5,blue,93,105
95EW00540,T4665,41,,105,1,91,e.6,blue,99,107
95EW00541,T4666,42,,97,1,96,e.6,blue,101,113
95EW00542,T4667,41,,114,1,114,e.5,blue,119,132
95EW00543,T4680,41,BRN KNEE EARS,101,1,96,e.5,blue,107,120
95EW00544,T4682,41,4TEATS,99,1,92,e.6,blue,100,101
95EW00545,T4693,41,4TEATS,109,1,85,e.6,blue,91,106
95EW00546,T4692,41,,115,1,94,e.5,blue,102,118
95EW00547,T4671,42,,94,1,76,e.6,blue,85,101
95EW00548,T4670,42,4TEATS,98,1,74,e.5,blue,80,92
95EW00549,T4675,41,ENTR,122,1,112,e.6,blue,120,121
95EW00550,T4676,42,4TEATS,83,1,70,e.5,blue,78,86
95EW00551,T4816,41,TRT L EYE,116,1,94,e.5,blue,103,118
95EW00552,T4802,41,,111,1,93,e.5,blue,99,114
95EW00553,T4809,41,4TEATS,95,1,83,e.6,blue,91,93
95EW00554,T4831,42,4TEATS,87,1,85,e.5,blue,92,90
95EW00555,T4830,42,HAIRY,92,1,76,e.6,blue,84,89
95EW00556,T4843,42,4TEATS,97,1,84,e.6,blue,91,95
95EW00557,T4847,42,4TEATS,88,1,77,e.5,blue,77,78
95EW00558,T4855,41,"4TEATS,FEVER",131,1,101,e.5,blue,113,133
95EW00559,T4859,41,,104,1,103,e.6,blue,111,131
95EW00560,T4861,ch,,96,1,96,j.4,blue,109,0
95EW00561,T4866,ch,,93,1,84,j.3,blue,93,0
95EW00562,T4867,ch,,101,1,97,j.4,blue,104,0
95EW00563,T4820,ch,,106,1,90,j.9,blue,103,0
95EW00564,T4823,42,FX.RIBS4TEATS,106,1,88,e.5,blue,95,99
95EW00565,T4824,42,4TEATS,87,1,80,e.6,blue,91,104
95EW00566,T4826,42,,88,1,80,e.5,blue,86,89
95EW00567,T4828,41,,101,1,106,e.6,blue,123,131
95EW00568,T4883,ch,,112,1,87,j.9,blue,97,0
95EW00569,T4884,ch,,110,1,86,j.1,blue,93,0
95EW00570,T4888,ch,4TEATS,94,1,95,j.6,blue,98,0
95EW00571,T4897,41,4TEATS,112,1,90,e.5,blue,100,105
95EW00572,T4876,ch,,90,1,81,j.5,blue,90,0
95EW00573,T4872,42,,110,1,74,e.6,blue,83,90
95EW00574,T4910,ch,3TEATS,91,1,88,j.7,blue,111,0
95EW00575,T4913,42,,109,1,75,e.5,blue,83,96
95EW00576,T4914,42,,107,1,74,e.6,blue,80,87
95EW00577,T4912,42,,76,1,76,e.6,blue,85,91
95EW00578,T4919,41,4TEATS,124,1,94,e.6,blue,113,118
95EW00579,T4901,ch,,92,1,85,j.2,blue,89,0
95EW00580,T4902,ch,,89,1,75,j.3,blue,91,0
95EW00581,T4907,42,4TEATS,99,1,81,e.5,blue,88,96
95EW00582,T4931,ch,,97,1,71,j.4,blue,79,0
95EW00583,T4935,ch,TAIL PUSTULES,97,1,93,j.7,blue,95,0
95EW00584,T4938,41,"SL.ENTR,L",99,1,88,e.5,blue,97,103
95EW00585,T4937,ch,,91,1,78,j.7,blue,94,0
95EW00586,T4947,41,HAIRY,92,1,92,e.6,blue,100,115
95EW00587,T4950,ch,,91,1,96,j.8,blue,105,0
95EW00588,T4954,ch,,104,1,95,j.9,blue,107,0
95EW00589,T4957,42,,87,1,79,e.5,blue,82,87
95EW00590,T4960,41,4TEATS,103,1,86,e.5,blue,88,90
95EW00591,T4965,41,ENTR,109,1,98,e.5,blue,107,119
95EW00592,T4962,41,4TEATS,101,1,84,e.6,blue,101,117
95EW00593,T4969,ch,,74,1,63,j.5,blue,76,0
95EW00594,T4921,ch,"4TEATS,FEVER",95,1,96,j.2,blue,111,0
95EW00595,T4929,ch,1TAG,92,1,87,j.6,blue,96,0
95EW00596,T4980,41,RIP R EAR 1TG,113,1,107,e.6,blue,122,144
95EW00597,T4986,42,,91,1,79,e.5,blue,85,92
95EW00598,T4982,ch,4TEATS,80,1,73,j.8,blue,79,0
95EW00599,T4988,ch,,84,1,81,j.9,blue,98,0
95EW00600,T4987,42,HAIRY,89,1,72,e.6,blue,77,81
95EW00601,T4990,41,,114,1,98,e.5,blue,103,102
95EW00602,T4996,ch,,88,1,86,j.0,blue,99,0
95EW00603,T4999,ch,TAILHEAD INF.,113,1,105,j.0,blue,111,0
95EW00604,T4972,42,,92,1,79,e.6,blue,82,85
95EW00605,T4978,ch,,90,1,77,j.3,blue,84,0
95EW00606,T4979,ch,CONJUNCTIVITI,92,1,79,j.4,blue,84,0
95EW00607,T4977,ch,4TEATS,92,1,83,j.8,blue,94,0
95EW00608,T4714,41,,117,1,96,e.5,blue,102,102
95EW00609,T4716,41,PINTO EWE,91,1,64,973,blue,85,92
95EW00610,T4718,41,,117,1,102,e.5,blue,117,130
95EW00611,T4717,41,4TEATS,115,1,92,e.6,blue,101,112
95EW00612,T4705,41,ENTR,116,1,91,e.5,blue,99,103
95EW00613,T4707,41,4TEATS,120,1,112,e.6,blue,123,138
95EW00614,T4731,42,,95,1,90,e.6,blue,96,101
95EW00615,T4734,41,BLACK WETHER,104,1,97,974,blue,104,110
95EW00616,T4736,41,,104,1,97,e.5,blue,104,122
95EW00617,T4732,42,"HAIRY,4TEATS",91,1,93,e.5,blue,99,105
95EW00618,T4743,41,,122,1,94,e.6,blue,101,102
95EW00619,T4744,41,,119,1,91,e.5,blue,90,92
95EW00620,T4747,42,,89,1,76,e.6,blue,83,84
95EW00621,T4751,42,CLR2,105,1,91,e.5,blue,92,100
95EW00622,T4754,42,HAIRY,101,1,97,e.5,blue,98,95
95EW00623,T4755,42,,90,1,80,e.6,blue,87,86
95EW00624,T4752,42,CLR2,97,1,78,e.6,blue,83,84
95EW00625,T4764,42,,95,1,69,e.5,blue,73,74
95EW00626,T4728,41,,108,1,99,e.6,blue,107,105
95EW00627,T4781,42,LF DIGIT ABS,93,1,85,e.5,blue,86,87
95EW00628,T4784,42,"ENTR,TOE ABS",93,1,74,e.6,blue,76,79
95EW00629,T4787,41,4TEATS,110,1,90,e.6,blue,93,110
95EW00630,T4791,42,,91,1,76,e.5,blue,77,71
95EW00631,T4793,42,,103,1,90,e.6,blue,88,95
95EW00632,T4773,41,,108,1,90,e.6,blue,97,107
95EW00633,T4778,41,,111,1,103,e.5,blue,101,106
95EW00634,T4779,42,,97,1,85,e.6,blue,97,103
95EW00635,T5115,ch,,93,1,74,j.9,blue,85,0
95EW00636,T5117,41,,105,1,80,e.5,blue,84,89
95EW00637,T5103,41,4TEATS,121,1,93,e.6,blue,96,118
95EW00638,T5102,41,4TEATS,116,1,82,e.5,blue,87,104
95EW00639,T5144,42,,98,1,81,e.5,blue,82,88
95EW00640,T5145,42,4TEATS,103,1,79,e.6,blue,84,91
95EW00641,T5010,ch,4TEATS,84,1,68,j.8,blue,82,0
95EW00642,T5016,41,,123,1,95,e.6,blue,99,103
95EW00643,T5018,ch,,103,1,96,j.6,blue,101,0
95EW00644,T5005,ch,4TEATS,103,1,96,j.5,blue,110,0
95EW00645,T5002,ch,"4TEAT,TOE ABS",90,1,80,j.7,blue,86,0
95EW00646,T5031,ch,,90,1,77,j.5,blue,85,0
95EW00647,T5033,ch,ENTR*2,93,1,90,j.8,blue,90,0
95EW00648,T5034,ch,4TEATS,112,1,90,j.9,blue,99,0
95EW00649,T5035,ch,,102,1,95,j.3,blue,108,0
95EW00650,T5036,ch,,89,1,77,j.7,blue,86,0
95EW00651,T5044,ch,,83,1,70,j.5,blue,72,0
95EW00652,T5045,ch,,85,1,72,j.8,blue,78,0
95EW00653,T5046,42,4TEATS,101,1,86,e.6,blue,92,105
95EW00654,T5052,42,,88,1,85,e.5,blue,84,85
95EW00655,T5020,42,4TEATS,90,1,69,e.5,blue,79,82
95EW00656,T5028,ch,,108,1,97,j.3,blue,108,0
95EW00657,T5085,42,4TEATS,87,1,72,e.5,blue,77,78
95EW00658,T5088,ch,BIG,98,1,85,j.0,blue,89,0
95EW00659,T5089,42,,104,1,93,e.6,blue,104,115
95EW00660,T5078,42,4TEATS,89,1,70,e.6,blue,75,81
95EW00661,Z3301,97,LAME,109,1,127,973,blue,127,147
95EW00662,Z3302,97,"ENTR,R    mcf",109,1,111,974,blue,113,133
95EW00663,Z3210,97,,87,1,115,973,blue,126,133
95EW00664,Z3213,97,,95,1,116,974,blue,136,144
95EW00665,Z3216,97,,113,1,122,974,blue,130,141
95EW00666,Z3212,97,,115,1,116,974,blue,118,133
95EW00667,Z3230,97,,99,1,122,974,blue,115,125
95EW00668,Z3233,97,ENTR      mcf,104,1,109,974,blue,115,127
95EW00669,Z3234,97,1EARTAG   mcf,119,1,127,974,blue,128,141
95EW00670,Z3243,97,ENTR      mcf,110,1,128,973,blue,135,150
95EW00671,Z3252,97,,100,1,96,973,blue,99,109
95EW00672,Z3260,97,,117,1,112,973,blue,119,130
95EW00673,Z3264,97,          mcf,122,1,114,973,blue,121,135
95EW00674,Z3268,97,,99,1,95,973,blue,107,122
95EW00675,Z3281,97,ENTR,97,1,97,974,blue,108,125
95EW00676,Z3282,97,          mcf,102,1,86,973,blue,98,112
95EW00677,Z3292,97,          mcf,107,1,112,974,blue,110,119
95EW00678,Z3277,97,1TAG,118,1,107,973,blue,120,134
