UID,ETAG,LINE,RMK,IDX,PD,MASTITRT,CUWT,BPEN,BRAND,OCT31,DEC14,IDZ65,PREG
01EW00272,K1698,00,"ENTR,4TEATS",0,1,none,102,e.8,purple,109,120,0,1
01EW00273,K1699,00,4TEATS,0,1,none,88,e.9,purple,83,93,0,0
01EW00274,K1704,68,,101,1,none,113,e10,purple,126,135,0,1
01EW00275,K1713,00,4TEATS,0,1,none,104,e.8,purple,106,117,0,0
01EW00276,K1715,00,,0,1,none,106,e.9,purple,110,117,0,1
01EW00277,K1720,68,,132,1,none,133,e10,purple,132,146,0,0
01EW00278,K1722,68,,100,1,none,98,e10,purple,107,119,0,1
01EW00279,K1727,68,4TEATS,96,1,none,99,e.9,purple,102,112,0,1
01EW00280,K1734,00,4TEATS,0,1,none,82,e.8,purple,96,105,0,0
01EW00281,K1738,68,4TEATS,110,1,none,127,e.8,purple,122,139,0,1
01EW00282,K1752,68,TRT.EYE,96,1,none,90,e10,purple,99,103,0,0
01EW00283,K1763,68,,104,1,none,98,e.8,purple,105,119,0,0
01EW00284,K1768,68,4TEATS,114,1,none,120,e10,purple,110,121,0,0
01EW00285,K1769,68,,98,1,none,112,e.9,purple,115,130,0,0
01EW00286,K1771,68,,102,1,none,90,e.8,purple,92,104,0,0
01EW00287,K1772,68,ENTR,97,1,none,89,e10,purple,96,99,0,1
01EW00288,K1777,68,,119,1,none,111,e.8,purple,111,121,0,0
01EW00289,K1783,68,4TEATS,128,1,none,121,e10,purple,128,133,0,1
01EW00290,K1788,68,,116,1,none,94,e.9,purple,108,124,0,1
01EW00291,K1792,68,,96,1,none,97,e.8,purple,96,107,0,0
01EW00292,K1797,68,"WEAK,SCOURS",105,1,none,112,e10,purple,123,137,0,1
01EW00293,K1802,68,4TEATS,95,1,none,93,e.9,purple,106,112,0,0
01EW00294,K1805,68,4TEATS,124,1,none,109,e.8,purple,110,129,0,1
01EW00295,K1807,68,4TEATS,135,1,none,130,e10,purple,130,136,0,1
01EW00296,K1810,68,4TEATS,107,1,none,112,e.9,purple,122,140,0,1
01EW00297,K1813,68,4TEATS,127,1,none,111,e.8,purple,117,132,0,1
01EW00298,K1819,68,NICE,98,1,none,95,e10,purple,103,112,0,0
01EW00299,K1821,68,"WEAK, ENTR",110,1,none,110,e.8,purple,120,125,0,1
01EW00300,K1824,68,,116,1,none,113,e.9,purple,123,134,0,0
01EW00301,K1825,68,4TEATS,109,1,none,108,e.9,purple,122,141,0,0
01EW00302,K1831,00,,0,1,none,89,e.9,purple,98,107,0,0
01EW00303,K1840,68,ENTR,110,1,none,93,e10,purple,82,87,0,0
01EW00304,K1841,68,NICE,127,1,none,105,e.8,purple,107,121,0,0
01EW00305,K1842,68,NICE,106,1,none,109,e10,purple,107,120,0,1
01EW00306,K1849,68,,125,1,none,128,e.8,purple,137,147,0,1
01EW00307,K1854,00,NICE,0,1,none,120,e.9,purple,111,120,0,1
01EW00308,K1859,68,,116,1,none,113,e.9,purple,123,142,0,0
01EW00309,K1861,68,,112,1,none,108,e.9,purple,111,122,0,0
01EW00310,K1865,68,,113,1,none,107,e10,purple,109,119,0,0
01EW00311,K1877,68,,102,1,none,101,e.9,purple,98,105,0,1
01EW00312,K1887,68,,111,1,none,110,e.8,purple,110,126,0,0
01EW00313,K1888,68,4TEATS,109,1,none,123,e10,purple,136,149,0,1
01EW00314,K1893,68,ENTR,97,1,none,104,e.9,purple,114,122,0,0
01EW00315,K1895,68,4TEATS,102,1,none,104,e10,purple,118,138,0,1
01EW00316,K1900,68,JAW5 <?,114,1,none,113,e.9,purple,115,118,0,0
01EW00317,K1902,68,,115,1,none,111,e10,purple,118,128,0,0
01EW00318,K1907,68,4TEATS,107,1,none,120,e10,purple,132,149,0,1
01EW00319,K1909,00,4TEATS,0,1,none,103,e.9,purple,101,109,0,1
01EW00320,K1910,68,,107,1,none,102,e.8,purple,105,112,0,1
01EW00321,K1911,68,,98,1,none,94,e.8,purple,93,94,0,0
01EW00322,K1912,68,,99,1,none,91,e.8,purple,80,95,0,0
01EW00323,K1914,68,NICE,117,1,none,114,e.8,purple,121,135,0,1
01EW00324,K1916,00,4TEATS,0,1,none,97,e.9,purple,86,96,0,0
01EW00325,K1926,68,,90,1,none,88,e.9,purple,92,93,0,1
01EW00326,K1928,68,,101,1,none,102,e10,purple,109,120,0,1
01EW00327,K1939,68,,115,1,none,102,e10,purple,95,102,0,0
01EW00328,K1941,00,NICE,0,1,none,102,e.8,purple,95,111,0,0
01EW00329,K1943,00,,0,1,none,102,e.8,purple,101,105,0,1
01EW00330,K1944,68,4TEATS,105,1,none,100,e.9,purple,104,113,0,1
01EW00331,K1945,68,BLACK EWE,90,1,none,88,e10,purple,100,103,0,0
01EW00332,K1947,00,"NICE, BIG",0,1,none,92,e.8,purple,99,108,0,0
01EW00333,K1949,68,TRT. EYE,119,1,none,112,e10,purple,106,118,0,0
01EW00334,K1950,68,,110,1,none,105,e.8,purple,108,119,0,1
01EW00335,K1956,68,,117,1,none,112,e.9,purple,123,140,0,0
01EW00336,K1958,68,ENTR,111,1,none,108,e10,purple,112,124,0,0
01EW00337,K1959,68,,108,1,none,102,e.8,purple,101,120,0,0
01EW00338,K1961,68,,111,1,none,106,e10,purple,114,122,0,1
01EW00339,K1975,68,,117,1,none,122,e.9,purple,136,151,0,1
01EW00340,K1979,00,,0,1,none,106,e.9,purple,118,125,0,0
01EW00341,K1981,68,,118,1,none,107,e.9,purple,109,126,0,0
01EW00342,K1982,68,,126,1,none,112,e10,purple,123,134,0,1
01EW00343,K1984,68,,107,1,none,95,e.9,purple,100,105,0,0
01EW00344,K1986,68,4TEATS,104,1,none,107,e10,purple,112,124,0,1
01EW00345,K1992,00,,0,1,none,113,e.8,purple,102,114,0,0
01EW00346,K1994,68,,124,1,none,100,e.8,purple,106,113,0,1
01EW00347,K1996,68,"BRN.EARS,NOSE",110,1,none,110,e.8,purple,124,146,0,0
01EW00348,K2001,68,,121,1,none,118,e.9,purple,126,138,0,1
01EW00349,K2005,68,,115,1,none,116,e10,purple,122,137,0,0
01EW00350,K2008,68,,96,1,none,97,e.9,purple,100,106,0,0
01EW00351,K2018,68,4TEATS,124,1,none,109,e10,purple,123,140,0,1
01EW00352,K2025,68,,106,1,none,102,e10,purple,113,131,0,1
01EW00353,K2038,00,4TEATS,0,1,none,93,e.8,purple,99,105,0,0
01EW00354,K2039,00,,0,1,none,99,e.8,purple,104,112,0,0
01EW00355,K2041,00,,0,1,none,100,e.8,purple,114,116,0,0
01EW00356,K2049,00,,0,1,none,93,e.8,purple,93,99,0,0
01EW00357,R2166,13,4TEATS,108,1,none,104,e.1,purple,99,106,0,1
01EW00358,R2172,10,,100,1,none,89,e.0,purple,102,114,0,1
01EW00359,R2173,13,ENTR,88,1,none,81,e.2,purple,85,101,0,1
01EW00360,R2182,13,,103,1,none,104,e.4,purple,112,128,0,0
01EW00361,R2183,12,4TEATS,94,1,none,93,e.3,purple,94,104,0,1
01EW00362,R2190,11,WRINKLES,106,1,none,104,e.1,purple,94,114,0,0
01EW00363,R2204,10,,93,1,none,100,e.0,purple,100,108,0,1
01EW00364,R2205,12,,106,1,none,98,e.3,purple,100,117,0,1
01EW00365,R2208,12,WEAK,88,1,none,91,e.4,purple,80,95,0,1
01EW00366,R2213,13,,91,1,none,88,e.2,purple,89,96,0,1
01EW00367,R2217,12,,95,1,none,95,e.0,purple,88,100,0,1
01EW00368,R2219,11,,110,1,none,113,e.1,purple,113,119,0,1
01EW00369,R2220,12,,98,1,none,87,e.3,purple,80,98,0,1
01EW00370,R2222,13,,92,1,none,88,e.2,purple,85,94,0,0
01EW00371,R2224,10,,101,1,none,98,e.4,purple,89,108,0,1
01EW00372,R2227,12,,96,1,none,88,e.0,purple,85,93,0,1
01EW00373,R2229,12,HAIRY,98,1,none,93,e.1,purple,91,105,0,1
01EW00374,R2234,12,,106,1,none,103,e.3,purple,101,107,0,1
01EW00375,R2239,12,PUFFY,94,1,none,91,e.4,purple,86,96,0,0
01EW00376,R2247,12,WEAK,99,1,none,100,e.0,purple,95,102,0,0
01EW00377,R2254,11,4TEATS,103,1,none,90,e.2,purple,82,89,0,1
01EW00378,R2265,10,,105,1,none,94,e.2,purple,96,112,0,1
01EW00379,R2270,12,,95,1,none,87,e.4,purple,88,95,0,0
01EW00380,R2271,12,PARESIS,95,1,none,85,e.3,purple,83,98,0,1
01EW00381,R2272,10,,93,1,none,81,e.4,purple,79,93,0,0
01EW00382,R2273,10,4TEATS,100,1,none,96,e.0,purple,95,110,0,0
01EW00383,R2280,10,ENTR,104,1,none,99,e.2,purple,102,114,0,1
01EW00384,R2281,10,NICE,99,1,none,93,e.3,purple,96,120,0,1
01EW00385,R2284,12,,99,1,none,109,e.1,purple,108,126,0,1
01EW00386,R2292,12,ENTR,98,1,none,95,e.4,purple,95,105,0,0
01EW00387,R2295,10,,112,1,none,117,e.0,purple,114,124,0,1
01EW00388,R2296,10,NICE,113,1,none,104,e.2,purple,100,112,0,0
01EW00389,R2299,11,HAIRY,94,1,none,86,e.1,purple,83,97,0,1
01EW00390,R2300,10,,0,1,none,72,e.4,purple,70,82,0,0
01EW00391,R2312,11,,103,1,none,96,e.3,purple,89,104,0,1
01EW00392,R2314,13,,0,1,none,61,e.1,purple,58,68,0,0
01EW00393,R2316,13,,109,1,none,100,e.2,purple,106,117,0,1
01EW00394,R2322,13,,109,1,none,107,e.4,purple,107,120,0,1
01EW00395,R2328,13,,97,1,none,97,e.1,purple,91,101,0,1
01EW00396,R2330,12,,109,1,none,81,e.0,purple,89,106,0,1
01EW00397,R2341,10,,102,1,none,97,e.3,purple,101,118,0,1
01EW00398,R2342,12,,91,1,none,87,e.0,purple,84,93,0,0
01EW00399,R2344,12,,100,1,none,100,e.3,purple,90,97,0,0
01EW00400,R2346,12,4TEATS,94,1,none,85,e.4,purple,79,93,0,1
01EW00401,R2351,12,,95,1,none,89,e.0,purple,82,96,0,0
01EW00402,R2357,11,,102,1,none,100,e.2,purple,98,115,0,1
01EW00403,R2358,11,,104,1,none,97,e.1,purple,97,104,0,1
01EW00404,R2360,11,,103,1,none,96,e.2,purple,96,101,0,1
01EW00405,R2361,11,,104,1,none,96,e.3,purple,95,106,0,1
01EW00406,R2365,11,,110,1,none,106,e.0,purple,104,113,0,1
01EW00407,R2374,13,4TEATS,98,1,none,89,e.4,purple,90,99,0,1
01EW00408,R2377,12,4TEATS,92,1,none,83,e.1,purple,80,90,0,1
01EW00409,R2378,12,,92,1,none,85,e.3,purple,80,90,0,1
01EW00410,R2379,10,,100,1,none,93,e.2,purple,94,109,0,0
01EW00411,R2382,11,,111,1,none,99,e.0,purple,104,113,0,1
01EW00412,R2384,11,"2"" BLK. L.EYE",102,1,none,95,e.1,purple,89,100,0,1
01EW00413,R2392,10,,103,1,none,93,e.4,purple,100,119,0,0
01EW00414,R2393,13,,107,1,none,89,e.2,purple,92,111,0,1
01EW00415,R2396,10,,106,1,none,112,e.3,purple,119,140,0,1
01EW00416,R2398,10,,94,1,none,83,e.4,purple,83,100,0,0
01EW00417,R2401,10,,100,1,none,94,e.0,purple,96,106,0,1
01EW00418,R2403,13,,107,1,none,92,e.1,purple,83,89,0,1
01EW00419,R2405,12,,97,1,none,87,e.3,purple,90,102,0,0
01EW00420,R2409,13,ENTR,105,1,none,99,e.2,purple,107,129,0,1
01EW00421,R2411,11,.139 inbr,103,1,none,100,e.0,purple,91,99,0,0
01EW00422,R2413,11,,111,1,none,108,e.1,purple,99,109,0,0
01EW00423,R2417,13,,91,1,none,79,e.4,purple,69,89,0,0
01EW00424,R2426,10,ENTR,106,1,none,106,e.2,purple,104,121,0,0
01EW00425,R2427,10,,102,1,none,96,e.3,purple,97,110,0,1
01EW00426,R2428,13,,89,1,none,75,e.4,purple,74,84,0,0
01EW00427,R2432,13,4TEATS,103,1,none,98,e.1,purple,100,112,0,1
01EW00428,R2433,13,4TEATS,94,1,none,88,e.2,purple,78,90,0,1
01EW00429,R2434,11,.130 inbr,108,1,none,112,e.0,purple,108,119,0,0
01EW00430,R2437,13,ENTR,93,1,none,79,e.4,purple,86,98,0,1
01EW00431,R2438,13,,105,1,none,96,e.1,purple,104,116,0,1
01EW00432,R2441,11,,104,1,none,91,e.3,purple,93,111,0,1
01EW00433,R2446,11,,91,1,none,88,e.0,purple,81,91,0,1
01EW00434,R2447,11,"ENTR,4TEATS",110,1,none,96,e.2,purple,85,103,0,0
01EW00435,R2448,11,ENTR,114,1,none,106,e.3,purple,110,123,0,1
01EW00436,R2458,13,,113,1,none,100,e.4,purple,100,116,0,0
01EW00437,R2468,12,,112,1,none,93,e.0,purple,97,107,0,1
01EW00438,R2474,12,WEAK,100,1,none,95,e.1,purple,92,97,0,1
01EW00439,R2475,13,HAIRY,90,1,none,87,e.2,purple,77,90,0,1
01EW00440,R2476,10,,103,1,none,93,e.3,purple,90,105,0,1
01EW00441,R2482,10,RUGGED,99,1,none,96,e.4,purple,94,107,0,1
01EW00442,R2490,10,,101,1,none,87,e.0,purple,86,94,0,1
01EW00443,R2497,11,,107,1,none,101,e.1,purple,98,99,0,0
01EW00444,R2498,11,,109,1,none,106,e.2,purple,98,107,0,0
01EW00445,R2500,11,,107,1,none,101,e.3,purple,98,108,0,1
01EW00446,R2501,13,4TEATS,101,1,none,96,e.4,purple,100,112,0,1
01EW00447,R2502,13,4TEATS,99,1,none,93,e.1,purple,96,109,0,1
01EW00448,R2507,13,,115,1,none,97,e.2,purple,106,111,0,1
01EW00449,R2508,10,RUGGED.155inb,116,1,none,104,e.0,purple,108,109,0,1
01EW00450,R2513,13,4TEATS,105,1,none,94,e.4,purple,83,93,0,1
01EW00451,R2516,12,4TEATS,84,1,none,74,e.3,purple,77,89,0,0
01EW00452,R2517,12,HAIRY,91,1,none,81,e.0,purple,77,88,0,0
01EW00453,R2518,13,,104,1,none,89,e.1,purple,86,98,0,1
01EW00454,R2519,13,,100,1,none,82,e.2,purple,81,93,0,0
01EW00455,R2520,13,,99,1,none,91,e.4,purple,98,109,0,1
01EW00456,R2521,13,,91,1,none,82,e.1,purple,91,106,0,0
01EW00457,R2524,11,ENTR,116,1,none,113,e.3,purple,104,120,0,1
01EW00458,R2533,12,H3,105,1,none,103,e.0,purple,100,117,0,1
01EW00459,R2535,12,,95,1,none,88,e.3,purple,95,112,0,1
01EW00460,R2536,12,,105,1,none,92,e.4,purple,82,93,0,0
01EW00461,R2537,12,,112,1,none,94,e.0,purple,92,111,0,1
01EW00462,R2541,13,,107,1,none,82,e.2,purple,94,110,0,1
01EW00463,R2549,12,ENTR,103,1,none,95,e.1,purple,92,100,0,1
01EW00464,R2550,12,,97,1,none,88,e.3,purple,89,98,0,1
01EW00465,R2555,10,4TEATS,106,1,none,93,e.2,purple,106,116,0,1
01EW00466,R2558,10,,113,1,none,101,e.4,purple,107,124,0,1
01EW00467,R2562,10,4TEATS,116,1,none,100,e.0,purple,100,113,0,1
01EW00468,R2565,13,,95,1,none,80,e.1,purple,82,91,0,0
01EW00469,R2568,13,4TEATS,106,1,none,95,e.2,purple,106,122,0,1
01EW00470,R2573,12,,107,1,none,96,e.3,purple,91,107,0,1
01EW00471,R2576,10,NICE,101,1,none,87,e.4,purple,90,103,0,1
01EW00472,R2578,12,,108,1,none,83,e.0,purple,83,95,0,1
01EW00473,R2581,12,WEAK,103,1,none,93,e.1,purple,83,94,0,0
01EW00474,R2587,13,HAIRY,116,1,none,93,e.2,purple,102,123,0,1
01EW00475,R2595,10,4TEATS,106,1,none,94,e.3,purple,91,102,0,1
01EW00476,R2597,12,PUFFY,92,1,none,83,e.4,purple,82,91,0,0
01EW00477,R2607,12,4TEATS,95,1,none,84,e.0,purple,88,95,0,1
01EW00478,R2612,13,,119,1,none,115,e.1,purple,120,133,0,1
01EW00479,R2613,13,PNEU,108,1,none,95,e.2,purple,101,111,0,1
01EW00480,R2615,10,,101,1,none,88,e.3,purple,90,108,0,1
01EW00481,R2635,10,,95,1,none,80,e.4,purple,87,103,0,1
01EW00482,R2644,11,Y2001saranada,0,1,none,72,e.0,purple,75,82,0,0
01EW00483,R2645,11,ENTR,96,1,none,88,e.1,purple,82,91,0,1
01EW00484,R2647,12,,100,1,none,84,e.3,purple,80,89,0,0
01EW00485,R2651,11,,99,1,none,81,e.2,purple,83,90,0,0
01EW00486,R2670,12,,90,1,none,84,e.4,purple,78,86,0,0
01EW00487,R2677,13,,106,1,none,94,e.1,purple,97,116,0,1
01EW00488,R2678,12,,99,1,none,82,e.0,purple,83,101,0,0
01EW00489,R2679,12,F4,101,1,none,74,e.3,purple,80,97,0,1
01EW00490,R2682,12,H3,104,1,none,90,e.4,purple,97,114,0,1
01EW00491,R2689,10,,108,1,none,107,e.2,purple,107,114,0,1
01EW00492,R2695,13,,100,1,none,82,e.1,purple,88,109,0,1
01EW00493,R2698,13,,90,1,none,79,e.2,purple,83,98,0,1
01EW00494,R2699,10,,99,1,none,86,e.0,purple,92,113,0,0
01EW00495,R2709,13,ENTR,125,1,none,113,e.4,purple,123,145,0,1
01EW00496,R2714,12,,98,1,none,84,e.3,purple,86,100,0,1
01EW00497,R2717,12,NICE,101,1,none,86,e.0,purple,92,110,0,1
01EW00498,R2720,13,,112,1,none,88,e.1,purple,89,106,0,0
01EW00499,R2728,12,,98,1,none,97,e.3,purple,99,118,0,1
01EW00500,R2730,12,DEAD 11/05/01,109,6,none,93,e.4,purple,83,0,0,
01EW00501,R2734,12,,101,1,none,87,e.0,purple,78,93,0,1
01EW00502,R2735,12,,105,1,none,84,e.1,purple,92,110,0,0
01EW00503,R2736,10,,121,1,none,110,e.2,purple,122,135,0,1
01EW00504,R2739,13,HAIRY,106,1,none,90,e.2,purple,90,107,0,0
01EW00505,R2743,10,,114,1,none,106,e.3,purple,96,110,0,1
01EW00506,R2760,10,4TEATS,109,1,none,105,e.4,purple,116,140,0,0
01EW00507,R2763,12,BRN.EARS,110,1,none,106,e.0,purple,105,121,0,1
01EW00508,R2769,11,,103,1,none,92,e.1,purple,94,107,0,1
01EW00509,R2771,10,,120,1,none,107,e.2,purple,96,106,0,1
01EW00510,R2776,10,NICE,112,1,none,102,e.3,purple,108,131,0,1
01EW00511,R2779,10,,108,1,none,92,e.4,purple,102,115,0,1
01EW00512,R2785,12,,97,1,none,91,e.0,purple,93,105,0,1
01EW00513,R2792,11,,99,1,none,79,e.1,purple,80,87,0,0
01EW00514,R2793,11,,100,1,none,77,e.2,purple,76,88,0,0
01EW00515,R2794,11,,117,1,none,97,e.3,purple,96,111,0,0
01EW00516,R2796,12,,104,1,none,85,e.4,purple,88,97,0,0
01EW00517,R2797,12,,101,1,none,74,e.0,purple,86,94,0,0
01EW00518,R2799,12,,118,1,none,102,e.1,purple,107,126,0,1
01EW00519,R2800,13,,98,1,none,79,e.2,purple,81,94,0,1
01EW00520,R2803,12,,89,1,none,80,e.3,purple,83,87,0,0
01EW00521,R2805,11,,101,1,none,85,e.0,purple,93,110,0,1
01EW00522,R2806,12,,101,1,none,92,e.4,purple,89,100,0,1
01EW00523,R2811,10,,93,1,none,77,e.2,purple,78,86,0,1
01EW00524,R2812,10,F3-,101,1,none,82,e.3,purple,85,94,0,1
01EW00525,R2814,12,,104,1,none,85,e.1,purple,94,104,0,1
01EW00526,R2816,12,WEAK,106,1,none,90,e.4,purple,86,96,0,1
01EW00527,R2824,11,,98,1,none,76,e.0,purple,83,100,0,0
01EW00528,R2825,11,,105,1,none,95,e.1,purple,91,104,0,0
01EW00529,R2830,13,4TEATS,88,1,none,73,e.2,purple,74,87,0,0
01EW00530,R2834,13,,112,1,none,104,e.4,purple,118,131,0,0
01EW00531,R2835,10,,108,1,none,93,e.3,purple,87,103,0,1
01EW00532,R2839,10,,119,1,none,106,e.0,purple,110,129,0,1
01EW00533,R2840,13,NICE,110,1,none,97,e.1,purple,97,108,0,1
01EW00534,R2843,12,,105,1,none,91,e.3,purple,96,109,0,1
01EW00535,R2847,10,,113,1,none,100,e.2,purple,113,118,0,0
01EW00536,R2849,10,,112,1,none,95,e.4,purple,91,102,0,1
01EW00537,R2851,12,4TEATS,111,1,none,94,e.0,purple,87,99,0,1
01EW00538,R2854,11,,109,1,none,82,e.1,purple,83,91,0,0
01EW00539,R2855,11,PNEU,98,1,none,88,e.2,purple,84,93,0,1
01EW00540,R2857,13,4TEATS,104,1,none,81,e.4,purple,88,103,0,1
01EW00541,R2858,13,,113,1,none,94,e.1,purple,108,123,0,1
01EW00542,R2861,12,NICE,108,1,none,101,e.0,purple,91,98,0,0
01EW00543,R2862,12,,104,1,none,92,e.0,purple,96,110,0,0
01EW00544,R2864,10,,112,1,none,100,e.2,purple,102,113,0,1
01EW00545,R2865,11,,105,1,none,91,e.3,purple,87,99,0,0
01EW00546,R2869,13,1TAG,95,1,none,84,e.4,purple,88,102,0,1
01EW00547,R2876,12,4TEATS,98,1,none,80,e.0,purple,87,99,0,0
01EW00548,R2877,10,,109,1,none,90,e.2,purple,89,96,0,1
01EW00549,R2878,10,,102,1,none,85,e.3,purple,90,108,0,1
01EW00550,R2879,13,4TEATS,99,1,none,89,e.1,purple,88,104,0,1
01EW00551,R2883,10,"ENTR,SL.",87,1,none,90,e.4,purple,102,122,0,1
01EW00552,R2887,10,,108,1,none,86,e.0,purple,91,96,0,1
01EW00553,R2891,12,,113,1,none,96,e.1,purple,88,100,0,1
01EW00554,R2894,13,,103,1,none,83,e.2,purple,87,97,0,1
01EW00555,R2895,12,,114,1,none,108,e.3,purple,112,129,0,1
01EW00556,R2896,12,,99,1,none,80,e.4,purple,79,93,0,0
01EW00557,R2897,12,SL.ENTR,116,1,none,104,e.0,purple,100,115,0,1
01EW00558,R2901,12,,96,1,none,77,e.1,purple,77,92,0,0
01EW00559,R2902,12,,99,1,none,81,e.4,purple,89,109,0,1
01EW00560,R2903,10,4TEATS,103,1,none,99,e.2,purple,95,112,0,1
01EW00561,R2910,11,.124 inbr,108,1,none,98,e.3,purple,98,99,0,1
01EW00562,R2916,12,ENTR,101,1,none,78,e.0,purple,86,96,0,1
01EW00563,R2917,12,,105,1,none,76,e.1,purple,84,97,0,0
01EW00564,R2945,18,NICE,111,1,none,91,e.2,purple,93,103,0,1
01EW00565,R2957,18,,111,1,none,85,e.3,purple,96,119,0,0
01EW00566,T8297,ID,,101,1,none,95,e.6,purple,94,103,0,0
01EW00567,T8299,ID,,107,1,none,108,e.7,purple,115,129,0,1
01EW00568,T8307,ID,NICE,101,1,none,113,e.6,purple,125,137,0,1
01EW00569,T8310,ID,,105,1,none,104,e.5,purple,113,129,0,1
01EW00570,T8312,ID,,121,1,none,131,e.6,purple,122,139,0,0
01EW00571,T8313,ID,NICE,105,1,none,107,e.5,purple,104,110,0,1
01EW00572,T8314,ID,,109,1,none,113,e.7,purple,122,142,0,1
01EW00573,T8319,ID,WEAK,119,1,none,116,e.6,purple,120,122,0,1
01EW00574,T8320,ID,,109,1,none,97,e.7,purple,101,117,0,0
01EW00575,T8324,ID,,112,1,none,100,e.5,purple,100,101,0,1
01EW00576,T8328,ID,,0,1,none,90,e.5,purple,104,125,0,1
01EW00577,T8329,ID,ENTR,114,1,none,97,e.7,purple,101,111,0,0
01EW00578,T8330,ID,,113,1,none,101,e.5,purple,96,99,0,0
01EW00579,T8331,ID,,115,1,none,102,e.7,purple,95,102,0,1
01EW00580,T8339,ID,4TEATS,113,1,none,104,e.6,purple,109,124,0,1
01EW00581,T8341,ID,4TEATS,111,1,none,107,e.7,purple,100,105,0,0
01EW00582,T8347,ID,,119,1,none,120,e.5,purple,124,128,0,1
01EW00583,T8350,ID,4TEATS,107,1,none,107,e.6,purple,108,114,0,0
01EW00584,T8351,ID,,110,1,none,102,e.6,purple,99,102,0,0
01EW00585,T8356,ID,,107,1,none,94,e.5,purple,96,99,0,1
01EW00586,T8364,ID,COARSE,107,1,none,94,e.7,purple,100,109,0,1
01EW00587,T8365,ID,,114,1,none,107,e.5,purple,107,112,0,1
01EW00588,T8370,ID,,107,1,none,96,e.7,purple,89,108,0,1
01EW00589,T8373,41,PNEU,115,1,none,109,e.6,purple,117,132,0,1
01EW00590,T8377,42,PNEU?,99,1,none,93,e.7,purple,83,91,0,0
01EW00591,T8385,ID,NICE,105,1,none,93,e.6,purple,94,105,0,1
01EW00592,T8386,ID,4TEATS,105,1,none,105,e.5,purple,107,114,0,1
01EW00593,T8389,41,,109,1,none,97,e.5,purple,98,110,0,1
01EW00594,T8401,41,,105,1,none,103,e.5,purple,100,102,0,0
01EW00595,T8406,ID,,98,1,none,100,e.6,purple,103,109,0,1
01EW00596,T8407,ID,4TEATS,106,1,none,94,e.7,purple,93,96,0,1
01EW00597,T8409,41,SCOURS,103,1,none,88,e.6,purple,92,103,0,0
01EW00598,T8412,41,,101,1,none,94,e.5,purple,92,101,0,0
01EW00599,T8418,41,,103,1,none,94,e.6,purple,100,107,0,1
01EW00600,T8419,41,NICE,102,1,none,85,e.5,purple,92,99,0,0
01EW00601,T8420,41,NICE,101,1,none,84,e.6,purple,85,94,0,1
01EW00602,T8421,ID,NICE,113,1,none,97,e.7,purple,100,119,0,1
01EW00603,T8424,ID,,105,1,none,96,e.7,purple,96,111,0,0
01EW00604,T8427,41,,99,1,none,86,e.5,purple,88,91,0,0
01EW00605,T8430,41,ENTR,111,1,none,105,e.6,purple,107,120,0,1
01EW00606,T8432,41,WEAK,105,1,none,101,e.5,purple,110,126,0,1
01EW00607,T8433,41,,104,1,none,101,e.6,purple,101,102,0,1
01EW00608,T8444,42,4TEATS,83,1,none,81,e.7,purple,81,88,0,0
01EW00609,T8445,41,,107,1,none,94,e.5,purple,92,99,0,0
01EW00610,T8455,41,,99,1,none,85,e.6,purple,89,100,0,1
01EW00611,T8456,41,ENTR,111,1,none,94,e.5,purple,100,107,0,1
01EW00612,T8464,42,,89,1,none,75,e.7,purple,64,70,0,0
01EW00613,T8467,42,,96,1,none,71,e.7,purple,75,81,0,0
01EW00614,T8469,41,,116,1,none,107,e.6,purple,103,107,0,0
01EW00615,T8470,ID,,118,1,none,119,e.5,purple,121,128,0,1
01EW00616,T8477,42,,96,1,none,86,e.7,purple,81,84,0,0
01EW00617,T8481,41,,111,1,none,90,e.6,purple,92,111,0,0
01EW00618,T8483,ID,,108,1,none,93,e.7,purple,93,106,0,0
01EW00619,T8487,41,,113,1,none,104,e.5,purple,113,122,0,1
01EW00620,T8499,41,,100,1,none,86,e.6,purple,91,97,0,0
01EW00621,T8501,41,,103,1,none,90,e.5,purple,96,96,0,1
01EW00622,T8502,42,,86,1,none,72,e.7,purple,61,65,0,0
01EW00623,T8504,41,,114,1,none,101,e.6,purple,97,109,0,1
01EW00624,T8505,41,,106,1,none,88,e.5,purple,82,89,0,0
01EW00625,T8509,41,,102,1,none,89,e.6,purple,103,118,0,1
01EW00626,T8510,42,4TEATS,89,1,none,86,e.7,purple,81,93,0,0
01EW00627,T8514,41,,102,1,none,88,e.5,purple,86,90,0,0
01EW00628,T8515,42,ENTR,93,1,none,81,e.7,purple,84,95,0,0
01EW00629,T8523,42,,94,1,none,90,e.7,purple,90,95,0,1
01EW00630,T8526,41,,119,1,none,109,e.6,purple,105,115,0,0
01EW00631,T8527,41,,110,1,none,95,e.5,purple,101,112,0,0
01EW00632,T8529,41,4TEATS,110,1,none,97,e.6,purple,100,112,0,1
01EW00633,T8530,42,4TEATS,88,1,none,91,e.7,purple,84,93,0,1
01EW00634,T8534,41,,105,1,none,104,e.5,purple,98,103,0,1
01EW00635,T8540,41,,101,1,none,95,e.6,purple,85,90,0,0
01EW00636,T8541,42,4TEATS,115,1,none,116,e.7,purple,118,131,0,1
01EW00637,T8543,42,,99,1,none,91,e.7,purple,88,94,0,1
01EW00638,T8547,ID,,109,1,none,94,e.5,purple,99,106,0,1
