UID,ETAG,LINE,LRMK,IDX,PD,WNWT,CUWT,BPEN,BRAND,SITE,SYNC,SEP18,NOV13,NOV25,JAN04,TB
92EW00515,S2873,18,HAIRY,111,1,73,74,r.0,Red 0,feedlot,,0.0,0.0,78,0.0,0
92EW00516,S2883,18,,105,1,71,76,r.0,Red 0,feedlot,,0.0,0.0,82,0.0,1
92EW00517,S2889,18,HAIRY,102,1,70,78,r.2,Red 2,feedlot,,0.0,0.0,81,0.0,1
92EW00518,S2893,18,,97,1,64,75,r.0,Red 0,feedlot,,0.0,0.0,73,0.0,0
92EW00519,S2894,18,,97,1,63,74,r.0,Red 0,feedlot,,0.0,0.0,79,0.0,0
92EW00520,S2897,18,,106,1,68,75,r.0,Red 0,feedlot,,0.0,0.0,80,0.0,1
92EW00521,S2900,18,,92,1,87,83,r.2,Red 2,feedlot,,0.0,0.0,86,0.0,1
92EW00522,S2901,18,,100,1,64,81,r.1,Red 1,feedlot,,0.0,0.0,81,0.0,0
92EW00523,S2905,18,,104,1,77,77,r.0,Red 0,feedlot,,0.0,0.0,78,0.0,0
92EW00524,S2913,18,,114,1,68,83,r.3,Red 3,feedlot,,0.0,0.0,81,0.0,0
92EW00525,S2914,18,ENTR,117,1,78,96,r.1,Red 1,feedlot,,0.0,0.0,98,0.0,1
92EW00526,S2917,18,,103,1,99,98,r.0,Red 0,feedlot,,0.0,0.0,106,0.0,1
92EW00527,S2922,18,HAIRY,94,1,89,102,r.2,Red 2,feedlot,,0.0,0.0,100,0.0,1
92EW00528,S2923,18,"HAIRY,ENTR",105,1,81,84,r.0,Red 0,feedlot,,0.0,0.0,93,0.0,0
92EW00529,S2929,18,4TEATS,104,3,68,71,MKT,Scott,feedlot,,0.0,0.0,69,0.0,0
92EW00530,S2933,18,,127,1,78,80,r.3,Red 3,feedlot,,0.0,0.0,89,0.0,0
92EW00531,S2934,18,,127,1,77,79,r.3,Red 3,feedlot,,0.0,0.0,81,0.0,1
92EW00532,S2938,18,,100,1,74,80,r.0,Red 0,feedlot,,0.0,0.0,87,0.0,1
92EW00533,S2939,18,,95,1,78,91,r.3,Red 3,feedlot,,0.0,0.0,91,0.0,1
92EW00534,S2941,18,,92,1,79,85,r.0,Red 0,feedlot,,0.0,0.0,87,0.0,1
92EW00535,S2942,18,,99,1,75,88,r.1,Red 1,feedlot,,0.0,0.0,89,0.0,1
92EW00536,S2944,18,,111,1,78,98,r.2,Red 2,feedlot,,0.0,0.0,98,0.0,1
92EW00537,S2950,18,ENTR,110,1,73,87,r.3,Red 3,feedlot,,0.0,0.0,94,0.0,0
92EW00538,S2954,18,,113,1,77,79,r.3,Red 3,feedlot,,0.0,0.0,85,0.0,0
92EW00539,S2966,18,4TEATS,119,1,75,84,r.1,Red 1,feedlot,,0.0,0.0,107,0.0,1
92EW00540,S2967,00,,0,1,65,71,SPG,Spurge,feedlot,,0.0,0.0,75,0.0,0
92EW00541,S2971,18,,109,1,78,91,r.2,Red 2,feedlot,,0.0,0.0,97,0.0,1
92EW00542,S2982,18,,119,3,70,72,MKT,Scott,feedlot,,0.0,0.0,77,0.0,0
92EW00543,S2989,18,4TEATS,91,3,62,68,MKT,Scott,feedlot,,0.0,0.0,68,0.0,0
92EW00544,S2996,18,,95,1,77,87,r.3,Red 3,feedlot,,0.0,0.0,68,0.0,0
92EW00545,S3000,18,,94,1,63,77,r.3,Red 3,feedlot,,0.0,0.0,78,0.0,0
92EW00546,S3009,18,,97,1,62,71,r.0,Red 0,feedlot,,0.0,0.0,72,0.0,0
92EW00547,S3013,18,4TEATS,105,1,73,89,r.1,Red 1,feedlot,,0.0,0.0,79,0.0,0
92EW00548,S3015,18,,93,1,65,83,r.2,Red 2,feedlot,,0.0,0.0,90,0.0,1
92EW00549,S3020,18,4TEATS,112,1,81,88,r.0,Red 0,feedlot,,0.0,0.0,83,0.0,1
92EW00550,S3029,18,,84,1,85,89,r.0,Red 0,feedlot,,0.0,0.0,97,0.0,1
92EW00551,S3040,18,,108,1,69,87,r.3,Red 3,feedlot,,0.0,0.0,97,0.0,0
92EW00552,S3041,18,,98,1,62,70,r.0,Red 0,feedlot,,0.0,0.0,78,0.0,0
92EW00553,S3042,18,,84,1,93,107,r.1,Red 1,feedlot,,0.0,0.0,107,0.0,0
92EW00554,S3045,18,,106,1,66,79,r.2,Red 2,feedlot,,0.0,0.0,89,0.0,1
92EW00555,S3067,18,,107,1,71,75,r.0,Red 0,feedlot,,0.0,0.0,82,0.0,0
92EW00556,S3072,18,,105,1,63,80,r.3,Red 3,feedlot,,0.0,0.0,80,0.0,0
92EW00557,S3081,18,,88,1,76,78,r.1,Red 1,feedlot,,0.0,0.0,75,0.0,0
92EW00558,S3082,18,,99,1,88,89,r.3,Red 3,feedlot,,0.0,0.0,90,0.0,0
92EW00559,S3086,18,,110,1,75,88,r.1,Red 1,feedlot,,0.0,0.0,92,0.0,2
92EW00560,S3088,18,,109,1,67,79,r.2,Red 2,feedlot,,0.0,0.0,87,0.0,1
92EW00561,S3092,18,,102,3,71,75,MKT,Scott,feedlot,,0.0,0.0,77,0.0,0
92EW00562,S3093,18,,106,1,63,74,r.3,Red 3,feedlot,,0.0,0.0,78,0.0,0
92EW00563,S3094,18,4TEATS,109,1,68,79,r.1,Red 1,feedlot,,0.0,0.0,84,0.0,0
92EW00564,S3100,00,,0,1,68,78,SPG,Spurge,feedlot,,0.0,0.0,83,0.0,0
92EW00565,S3104,18,BRN L.EYE,93,1,68,88,r.2,Red 2,feedlot,,0.0,0.0,89,0.0,1
92EW00566,S3106,18,,103,1,71,73,r.0,Red 0,feedlot,,0.0,0.0,65,0.0,0
92EW00567,S3107,18,,101,1,67,69,r.0,Red 0,feedlot,,0.0,0.0,63,0.0,0
92EW00568,S3108,18,,109,1,77,86,SPG,Spurge,feedlot,,0.0,0.0,92,0.0,0
92EW00569,S3112,18,,100,3,67,65,MKT,Scott,feedlot,,0.0,0.0,72,0.0,0
92EW00570,S3113,18,,97,1,66,68,r.0,Red 0,feedlot,,0.0,0.0,66,0.0,0
92EW00571,S3114,18,,100,1,72,73,r.0,Red 0,feedlot,,0.0,0.0,73,0.0,1
92EW00572,S3119,00,,0,1,75,85,SPG,Spurge,feedlot,,0.0,0.0,95,0.0,0
92EW00573,S3120,18,,107,1,72,84,r.3,Red 3,feedlot,,0.0,0.0,81,0.0,1
92EW00574,S3121,18,,107,1,68,82,r.1,Red 1,feedlot,,0.0,0.0,89,0.0,1
92EW00575,S3123,18,,113,1,68,71,r.0,Red 0,feedlot,,0.0,0.0,79,0.0,0
92EW00576,S3128,18,,109,1,64,70,r.0,Red 0,feedlot,,0.0,0.0,76,0.0,1
92EW00577,S3129,18,,112,1,69,78,r.0,Red 0,feedlot,,0.0,0.0,83,0.0,0
92EW00578,S3131,18,4TEATS,95,1,98,103,r.0,Red 0,feedlot,,0.0,0.0,104,0.0,1
92EW00579,S3134,18,,122,1,79,83,r.0,Red 0,feedlot,,0.0,0.0,88,0.0,1
92EW00580,S3135,18,,117,1,71,78,r.0,Red 0,feedlot,,0.0,0.0,80,0.0,1
92EW00581,S3141,18,4TEATS,112,1,86,91,r.0,Red 0,feedlot,,0.0,0.0,95,0.0,1
92EW00582,S3143,18,BRN.LEGS,106,1,73,77,r.0,Red 0,feedlot,,0.0,0.0,84,0.0,1
92EW00583,S3144,18,BRN.R.LEGS,103,1,68,81,r.0,Red 0,feedlot,,0.0,0.0,83,0.0,1
92EW00584,S3146,18,ENTR,111,1,73,86,r.2,Red 2,feedlot,,0.0,0.0,96,0.0,0
92EW00585,S3149,18,4TEATS,97,1,90,101,r.1,Red 1,feedlot,,0.0,0.0,103,0.0,0
92EW00586,S3157,18,,111,1,76,91,r.3,Red 3,feedlot,,0.0,0.0,100,0.0,2
92EW00587,S3164,18,,125,1,77,84,r.0,Red 0,feedlot,,0.0,0.0,89,0.0,1
92EW00588,S3165,18,4TEATS,108,1,85,87,r.0,Red 0,feedlot,,0.0,0.0,96,0.0,1
92EW00589,S3166,18,,105,1,80,91,r.0,Red 0,feedlot,,0.0,0.0,98,0.0,1
92EW00590,S3168,18,,101,1,64,77,r.1,Red 1,feedlot,,0.0,0.0,83,0.0,1
92EW00591,S3174,SW,4TEATS,110,1,75,87,r.2,Red 2,feedlot,,0.0,0.0,85,0.0,0
92EW00592,S3176,18,,108,1,73,86,r.2,Red 2,feedlot,,0.0,0.0,91,0.0,1
92EW00593,S3180,18,4TEATS,101,1,66,69,r.0,Red 0,feedlot,,0.0,0.0,75,0.0,0
92EW00594,S3182,18,,90,1,83,77,r.0,Red 0,feedlot,,0.0,0.0,77,0.0,1
92EW00595,S3184,00,,0,1,82,92,SPG,Spurge,feedlot,,0.0,0.0,97,0.0,0
92EW00596,S3186,18,,113,1,70,89,r.3,Red 3,feedlot,,0.0,0.0,94,0.0,1
92EW00597,S3189,00,,0,1,64,63,SPG,Spurge,feedlot,,0.0,0.0,73,0.0,0
92EW00598,S3191,18,4TEATS,111,1,72,69,r.0,Red 0,feedlot,,0.0,0.0,75,0.0,0
92EW00599,S3194,18,,106,1,76,80,r.0,Red 0,feedlot,,0.0,0.0,82,0.0,0
92EW00600,S3202,18,,106,1,63,77,r.1,Red 1,feedlot,,0.0,0.0,82,0.0,0
92EW00601,S3220,18,,101,1,73,91,r.2,Red 2,feedlot,,0.0,0.0,96,0.0,1
92EW00602,S3228,18,,103,1,74,71,r.0,Red 0,feedlot,,0.0,0.0,77,0.0,1
92EW00603,S3230,00,HAIRY,0,1,68,78,SPG,Spurge,feedlot,,0.0,0.0,80,0.0,0
92EW00604,S3234,18,4TEATS,110,1,78,81,r.0,Red 0,feedlot,,0.0,0.0,82,0.0,1
92EW00605,S3251,00,,0,1,66,76,SPG,Spurge,feedlot,,0.0,0.0,82,0.0,0
92EW00606,S3258,18,,107,1,65,70,r.0,Red 0,feedlot,,0.0,0.0,72,0.0,0
92EW00607,S3263,00,ENTR,0,1,63,75,SPG,Spurge,feedlot,,0.0,0.0,64,0.0,0
92EW00608,S3266,00,,0,1,61,63,SPG,Spurge,feedlot,,0.0,0.0,65,0.0,0
92EW00609,S3267,00,,0,1,70,85,SPG,Spurge,feedlot,,0.0,0.0,83,0.0,0
92EW00610,S3269,18,HAIRY,116,1,83,93,r.0,Red 0,feedlot,,0.0,0.0,96,0.0,0
92EW00611,S3275,18,,113,1,78,92,r.3,Red 3,feedlot,,0.0,0.0,92,0.0,0
92EW00612,S3285,SW,4TEATS,129,1,73,90,r.1,Red 1,feedlot,,0.0,0.0,103,0.0,2
92EW00613,S3293,18,,117,1,81,96,r.3,Red 3,feedlot,,0.0,0.0,96,0.0,1
92EW00614,S3296,18,WRINKLES,109,1,70,73,SPG,Spurge,feedlot,,0.0,0.0,77,0.0,0
92EW00615,S3302,18,,110,1,63,74,r.1,Red 1,feedlot,,0.0,0.0,81,0.0,0
92EW00616,S3303,18,,107,1,68,76,r.3,Red 3,feedlot,,0.0,0.0,73,0.0,0
92EW00617,S3308,18,,112,1,70,84,r.2,Red 2,feedlot,,0.0,0.0,92,0.0,0
92EW00618,S3320,SW,,121,1,67,87,r.2,Red 2,feedlot,,0.0,0.0,91,0.0,1
92EW00619,S3335,18,,111,1,65,74,r.3,Red 3,feedlot,,0.0,0.0,79,0.0,0
92EW00620,T2546,41,,119,1,83,104,T,T,pasture,yes,95.8,103.0,0,106.0,1
92EW00621,T2552,41,,113,1,68,88,T,T,pen,no,87.2,86.4,0,93.8,0
92EW00622,T2553,41,,116,1,63,77,T,T,pasture,no,80.4,83.8,0,87.0,1
92EW00623,T2558,42,,110,1,65,77,T,T,pasture,no,74.8,73.6,0,84.2,0
92EW00624,T2564,41,,102,1,67,79,T,T,pen,yes,71.2,83.4,0,93.6,1
92EW00625,T2567,42,,96,1,91,94,T,T,pasture,yes,94.0,95.0,0,105.0,0
92EW00626,T2568,42,,83,1,74,86,T,T,pasture,yes,84.4,85.8,0,81.8,1
92EW00627,T2570,41,"2+FACE,4TEATS",144,1,94,104,T,T,pasture,no,109.0,106.0,0,110.0,1
92EW00628,T2571,41,,128,1,67,84,T,T,pen,no,80.2,86.8,0,102.4,1
92EW00629,T2573,42,,86,1,54,60,T,T,pen,yes,57.4,60.8,0,76.0,0
92EW00630,T2574,42,,101,1,60,75,T,T,pen,yes,70.6,77.8,0,91.8,1
92EW00631,T2579,41,,116,1,66,81,T,T,pen,yes,79.8,87.0,0,89.6,1
92EW00632,T2584,41,,110,1,72,89,T,T,pasture,yes,84.8,92.4,0,96.0,0
92EW00633,T2591,41,,131,1,77,91,T,T,pasture,yes,85.2,90.4,0,94.0,1
92EW00634,T2593,41,,110,1,76,89,T,T,pen,yes,88.6,87.6,0,111.0,0
92EW00635,T2595,42,,102,1,64,79,T,T,pasture,no,74.4,82.4,0,84.4,1
92EW00636,T2600,42,4TEATS,94,1,58,70,T,T,pen,no,69.8,73.0,0,83.8,1
92EW00637,T2602,41,4TEATS,112,1,64,79,T,T,pen,no,78.4,88.2,0,98.0,1
92EW00638,T2603,41,4TEATS,125,1,87,101,T,T,pen,yes,95.0,104.4,0,128.5,1
92EW00639,T2604,41,,113,1,81,94,T,T,pasture,no,91.6,93.2,0,97.4,2
92EW00640,T2609,41,,106,1,64,79,T,T,pen,no,77.8,85.2,0,95.4,0
92EW00641,T2610,41,,109,1,64,74,T,T,pasture,no,75.2,79.8,0,84.8,0
92EW00642,T2618,41,ENTR,106,1,82,94,T,T,pasture,yes,94.0,102.6,0,103.4,1
92EW00643,T2629,42,,111,1,73,86,T,T,pasture,yes,90.0,81.8,0,93.0,0
92EW00644,T2637,42,,103,1,70,85,T,T,pen,yes,80.4,82.8,0,98.4,1
92EW00645,T2639,42,,104,1,57,74,T,T,pasture,no,69.4,76.4,0,77.6,0
92EW00646,T2641,42,,99,1,57,71,T,T,pen,no,68.4,77.2,0,91.8,0
92EW00647,T2647,41,,129,1,81,98,T,T,pasture,yes,94.2,99.8,0,101.6,1
92EW00648,T2650,41,,99,1,83,102,T,T,pasture,no,99.8,105.0,0,105.0,1
92EW00649,T2656,41,,103,1,82,102,T,T,pen,yes,97.4,107.8,0,124.5,2
92EW00650,T2676,42,4TEATS,103,1,68,77,T,T,pen,yes,73.8,77.0,0,89.2,1
92EW00651,T2677,41,,96,1,88,101,T,T,pasture,no,94.8,106.8,0,103.0,1
92EW00652,T2680,42,4TEATS,102,1,59,69,T,T,pasture,yes,69.0,66.4,0,74.8,0
92EW00653,T2692,41,,111,1,69,87,T,T,pen,no,79.4,91.0,0,97.8,1
92EW00654,T2693,41,4TEATS,109,1,65,74,T,T,pen,no,71.6,76.2,0,89.2,0
92EW00655,T2699,42,,88,1,84,94,T,T,pen,no,89.2,97.4,0,107.6,1
92EW00656,T2700,41,,106,1,69,79,T,T,pen,yes,75.4,80.6,0,108.2,1
92EW00657,T2701,41,,106,1,69,83,T,T,pasture,yes,80.0,83.0,0,88.2,1
92EW00658,T2702,42,,91,1,63,76,T,T,pasture,no,73.4,75.0,0,78.6,1
92EW00659,T2704,41,,120,1,71,79,T,T,pasture,yes,75.4,83.0,0,79.8,0
92EW00660,T2708,41,4TEATS,106,1,94,106,T,T,pen,no,101.8,103.8,0,115.5,1
92EW00661,T2715,41,,112,1,79,90,T,T,pasture,no,88.0,88.4,0,97.6,0
92EW00662,T2718,48,,116,1,67,81,T,T,pasture,yes,77.0,83.2,0,92.0,0
92EW00663,T2721,41,,102,1,71,83,T,T,pen,yes,76.0,81.0,0,91.6,1
92EW00664,T2722,00,BLACK WETHER,102,1,65,77,,,feedlot,,0.0,0.0,74,0.0,0
92EW00665,T2723,48,4TEATS,99,1,88,101,T,T,pen,no,96.4,102.6,0,110.0,1
92EW00666,T2726,48,,100,1,92,108,T,T,pasture,no,101.4,108.4,0,105.2,0
92EW00667,T2728,48,4TEATS,118,1,73,95,T,T,pen,no,88.4,97.4,0,107.4,1
92EW00668,T2731,42,,100,1,73,82,T,T,pen,no,79.4,76.0,0,87.6,1
92EW00669,T2732,48,4TEATS,91,1,76,85,T,T,pen,yes,84.6,86.8,0,102.4,0
92EW00670,T2733,48,4TEATS,92,1,79,90,T,T,pasture,no,85.2,91.6,0,98.8,0
92EW00671,T2738,41,,121,1,93,105,T,T,pen,yes,101.8,105.8,0,116.0,0
92EW00672,T2740,42,,103,1,62,69,T,T,pen,yes,74.2,72.6,0,86.8,0
92EW00673,T2757,41,,122,1,73,85,T,T,pasture,no,81.4,89.6,0,90.8,1
92EW00674,T2762,42,,96,1,50,64,T,T,pasture,no,61.4,68.0,0,71.0,0
92EW00675,T2763,41,ENTR,111,1,79,85,T,T,pen,no,79.8,96.8,0,111.5,1
92EW00676,T2775,42,,108,1,66,80,T,T,pasture,yes,77.0,80.4,0,81.4,1
92EW00677,T2780,48,,106,1,91,112,T,T,pasture,yes,109.8,101.4,0,107.8,2
92EW00678,T2783,42,4TEATS,93,1,77,84,T,T,pasture,yes,86.6,85.4,0,103.2,0
92EW00679,T2797,48,4TEATS,118,1,88,103,T,T,pen,yes,98.4,104.2,0,117.0,1
92EW00680,T2809,48,,102,1,87,108,T,T,pasture,yes,103.4,104.8,0,112.5,0
92EW00681,T2815,48,4TEATS,108,1,71,84,T,T,pasture,no,82.6,88.4,0,90.0,1
92EW00682,T2820,41,,119,1,75,91,T,T,pen,yes,91.4,87.2,0,97.0,1
92EW00683,T2821,41,,119,1,74,86,T,T,pasture,yes,82.4,92.4,0,95.8,0
92EW00684,T2824,41,,106,1,78,89,T,T,pasture,no,91.4,89.8,0,97.0,0
92EW00685,T2831,48,,109,1,87,102,T,T,pen,no,101.0,104.4,0,112.0,1
92EW00686,T2845,42,,106,1,59,77,T,T,pen,yes,73.4,74.6,0,87.0,0
92EW00687,T2849,42,4TEATS.ENTR,98,1,66,82,T,T,pasture,no,82.2,86.0,0,87.6,1
92EW00688,T2852,41,,103,1,66,73,T,T,pasture,yes,73.0,81.0,0,90.2,0
92EW00689,T2860,48,4TEATS,97,1,74,94,T,T,pen,no,89.0,96.6,0,111.5,0
92EW00690,T2863,48,,118,1,64,80,T,T,pen,yes,78.2,77.2,0,97.2,1
92EW00691,T2873,48,4TEATS,100,1,93,112,T,T,pasture,yes,106.0,108.8,0,118.5,0
92EW00692,T2875,41,BRN EARTIP,104,1,68,79,T,T,pen,no,77.0,85.8,0,101.6,1
92EW00693,T2876,41,4TEATS,106,1,71,84,T,T,pen,no,80.0,91.0,0,105.0,1
92EW00694,T2880,41,,108,1,69,82,T,T,pasture,no,80.6,86.0,0,86.8,1
92EW00695,T2888,41,4TEATS,113,1,80,89,T,T,pen,yes,88.4,93.8,0,115.0,2
92EW00696,T2894,48,,98,1,72,88,T,T,pasture,no,88.4,91.8,0,93.0,1
92EW00697,T2902,48,,106,1,77,93,T,T,pen,yes,91.2,94.0,0,109.0,0
92EW00698,T2916,48,HAIRY,98,1,82,101,T,T,pen,no,99.0,102.6,0,122.5,0
92EW00699,T2919,42,4TEATS,93,1,47,63,T,T,pen,no,60.6,66.8,0,79.8,0
92EW00700,T2928,41,4TEATS,102,1,69,81,T,T,pasture,yes,77.6,80.4,0,85.0,1
92EW00701,T2932,42,4TEATS,86,1,57,71,T,T,pasture,no,72.0,68.6,0,70.8,0
92EW00702,T2938,42,ENTR,105,1,62,67,T,T,pen,no,64.6,68.8,0,81.0,0
92EW00703,T2945,48,,99,1,79,90,T,T,pen,yes,88.8,85.4,0,103.2,0
92EW00704,T2947,41,,105,1,89,102,T,T,pen,no,97.6,98.8,0,118.0,2
92EW00705,T2948,48,,112,1,69,85,T,T,pasture,yes,82.2,90.2,0,96.2,0
92EW00706,T2950,41,,122,1,76,92,T,T,pen,yes,90.2,91.4,0,102.2,1
92EW00707,T2952,48,4TEATS,100,1,87,103,T,T,pasture,no,97.2,99.4,0,103.6,0
92EW00708,T2956,41,,98,1,76,96,T,T,pasture,no,90.8,96.2,0,102.8,1
92EW00709,T2957,48,HAIRY,104,1,90,110,T,T,pen,no,103.2,107.4,0,125.0,1
92EW00710,T2962,41,,113,1,69,75,T,T,pasture,yes,70.0,77.2,0,78.0,0
92EW00711,T2973,42,ENTR,86,1,70,79,T,T,pen,yes,73.0,74.0,0,90.6,0
92EW00712,T2981,41,,104,1,70,85,T,T,pasture,no,82.8,92.4,0,93.0,1
92EW00713,T2984,48,,106,1,72,84,T,T,pasture,yes,86.4,90.6,0,97.0,0
92EW00714,T2986,42,4TEATS.ENTR,95,1,82,94,T,T,pen,yes,92.4,97.2,0,106.2,2
92EW00715,T2991,48,,110,1,73,90,T,T,pen,no,89.2,88.2,0,103.8,1
92EW00716,T2992,48,4TEATS,93,1,75,91,T,T,pasture,no,88.2,88.8,0,96.0,0
92EW00717,T2997,48,4TEATS,115,1,68,87,T,T,pasture,no,80.8,83.4,0,91.4,0
92EW00718,T2998,48,,119,1,74,94,T,T,pasture,yes,84.8,86.6,0,92.2,1
92EW00719,T2999,42,4TEATS,102,1,64,77,T,T,pasture,yes,78.8,85.4,0,86.4,1
92EW00720,T3004,41,ENTR,126,1,76,89,T,T,pen,yes,85.4,86.0,0,102.6,1
92EW00721,T3012,42,,112,1,64,76,T,T,pasture,yes,76.2,80.0,0,82.8,0
92EW00722,T3013,42,AT HENNINGER?,107,3,57,70,MKT,Scott,feedlot,,0.0,0.0,70,0.0,0
92EW00723,T3016,48,,92,1,78,94,T,T,pen,no,91.2,86.2,0,103.8,0
92EW00724,T3020,41,4TEATS,112,1,89,105,T,T,pasture,yes,102.8,104.2,0,105.6,0
92EW00725,T3023,41,4TEATS,101,1,76,82,T,T,pen,no,81.4,79.0,0,92.0,0
92EW00726,T3026,48,,115,1,93,112,T,T,pasture,no,105.4,111.0,0,107.0,1
92EW00727,T3028,48,,120,1,76,87,T,T,pen,yes,81.6,86.6,0,99.2,2
92EW00728,T3034,48,,108,1,79,93,T,T,pen,yes,86.8,96.8,0,121.5,2
92EW00729,T3042,41,4TEATS,115,1,92,106,T,T,pasture,no,102.6,108.4,0,113.5,1
92EW00730,T3045,48,ENTR,120,1,78,90,T,T,pen,yes,90.6,91.6,0,112.5,0
92EW00731,T3046,48,,127,1,87,99,T,T,pen,no,98.4,101.8,0,122.0,1
92EW00732,T3050,48,4TEATS,106,1,67,85,T,T,pasture,yes,85.6,90.0,0,95.0,1
92EW00733,T3054,48,,111,1,73,85,T,T,pen,yes,80.6,89.2,0,104.8,0
92EW00734,T3058,42,4TEATS,91,1,76,83,T,T,pasture,no,82.4,87.8,0,87.2,1
92EW00735,T3059,48,,101,1,82,98,T,T,pasture,no,93.8,97.2,0,102.0,0
92EW00736,T3063,48,4TEATS,107,1,91,112,T,T,pen,no,105.2,108.4,0,125.0,1
92EW00737,T3071,48,ENTR,104,1,79,90,T,T,pasture,yes,83.8,89.8,0,93.6,0
92EW00738,T3073,41,,107,1,67,82,T,T,pen,yes,76.4,84.8,0,99.4,2
92EW00739,T3074,41,,108,1,69,81,T,T,pasture,yes,73.8,85.0,0,95.0,0
92EW00740,T3080,48,,107,1,68,80,T,T,pen,yes,82.6,81.4,0,104.2,0
92EW00741,T3103,48,4TEATS,104,1,69,82,T,T,pasture,no,81.6,85.6,0,91.0,0
92EW00742,T3142,48,,110,1,69,94,T,T,pasture,yes,92.8,101.6,0,107.0,0
92EW00743,T3146,48,ENTR,98,1,75,90,T,T,pasture,yes,92.6,91.8,0,94.6,0
92EW00744,T3148,48,,114,1,64,79,T,T,pasture,yes,72.8,77.8,0,80.2,0
92EW00745,T3150,48,4TEATS,107,1,75,91,T,T,pasture,no,85.0,89.4,0,96.4,1
92EW00746,T3153,48,,92,1,76,87,T,T,pen,no,87.0,90.2,0,110.2,1
92EW00747,T3158,48,,108,1,66,83,T,T,pasture,yes,76.6,82.6,0,78.2,0
92EW00748,T3161,48,4TEATS,118,1,66,85,T,T,pen,no,88.2,94.8,0,107.8,0
92EW00749,T3164,48,,101,1,70,89,T,T,pasture,no,88.8,95.2,0,98.2,2
92EW00750,T3168,48,,109,1,79,100,T,T,pen,yes,91.6,104.0,0,120.0,0
92EW00751,T3171,42,4TEATS,106,1,62,75,T,T,pen,no,80.4,81.8,0,94.8,0
92EW00752,T3172,42,,106,1,63,79,T,T,pen,no,82.4,91.0,0,98.4,0
92EW00753,T3177,48,,116,1,66,81,T,T,pen,yes,81.6,92.0,0,104.2,0
92EW00754,T3183,48,,114,1,77,94,T,T,pen,no,89.4,91.6,0,110.5,1
92EW00755,T3184,48,4TEATS,122,1,84,103,T,T,pasture,no,92.8,92.0,0,102.8,1
92EW00756,T3187,41,,130,1,92,96,T,T,pen,no,98.0,102.0,0,114.0,1
92EW00757,T3192,48,4TEATS,98,1,79,101,T,T,pen,yes,94.4,107.6,0,121.0,1
92EW00758,T3193,48,BRN EAR TIPS,100,1,67,84,T,T,pen,yes,72.4,84.6,0,101.6,0
92EW00759,T3207,48,,94,1,71,92,T,T,pasture,no,86.4,87.6,0,89.0,1
92EW00760,T3216,42,,94,1,61,70,T,T,pasture,no,70.8,72.6,0,78.6,0
92EW00761,T3222,48,AT HENNINGER?,116,3,70,86,MKT,Scott,feedlot,,0.0,0.0,92,0.0,0
92EW00762,T3229,48,,115,1,77,88,T,T,pen,no,92.0,95.8,0,112.5,0
92EW00763,T3249,48,BRN EAR TIPS,109,1,79,95,T,T,pasture,no,94.4,94.8,0,97.8,1
92EW00764,T3252,48,4TEATS,114,1,80,97,T,T,pen,no,95.0,96.4,0,109.4,0
92EW00765,T3258,48,,92,1,74,94,T,T,pasture,yes,89.0,94.6,0,95.4,0
92EW00766,T3262,41,,108,1,68,81,T,T,pen,no,78.0,85.8,0,101.4,0
92EW00767,T3266,48,4TEATS,127,1,82,100,T,T,pen,yes,93.8,102.4,0,116.0,1
92EW00768,T3270,48,HMD BRED D294,86,1,71,81,T,T,pasture,yes,81.4,82.2,0,89.0,1
92EW00769,T3279,48,,93,1,76,94,T,T,pen,yes,90.4,94.6,0,115.0,0
92EW00770,T3281,48,,110,1,79,99,T,T,pasture,yes,94.4,100.4,0,115.0,2
92EW00771,T3301,48,,110,1,78,92,T,T,pen,no,85.6,98.8,0,119.0,0
92EW00772,T3302,48,,121,1,82,91,T,T,pasture,no,90.0,92.4,0,101.0,0
92EW00773,T3311,48,,92,1,78,96,T,T,pasture,no,93.6,94.0,0,100.0,1
92EW00774,T3320,48,,112,1,87,102,T,T,pen,no,99.0,104.4,0,120.0,2
92EW00775,T3343,42,4TEATS,96,1,60,74,T,T,pasture,yes,68.8,79.4,0,84.0,0
92EW00776,T3344,42,4TEATS,96,1,53,63,T,T,pen,yes,61.8,69.0,0,79.8,0
92EW00777,T3348,48,4TEATS,112,1,78,89,T,T,pen,yes,88.6,96.8,0,114.5,0
92EW00778,T3349,48,,108,1,71,86,T,T,pasture,yes,82.6,92.0,0,96.8,0
92EW00779,T3354,42,,107,1,56,69,T,T,pasture,yes,67.0,72.0,0,78.6,1
92EW00780,T3356,48,,95,1,73,84,T,T,pen,no,82.0,89.6,0,102.4,0
92EW00781,T3365,48,,126,1,79,90,T,T,pasture,no,88.6,102.2,0,103.2,1
92EW00782,T3368,48,,96,1,75,91,T,T,pasture,yes,91.0,96.0,0,100.2,2
92EW00783,T3372,48,4TEATS,92,1,95,110,T,T,pen,yes,105.2,109.2,0,125.0,1
92EW00784,T3379,48,4TEATS,124,1,75,95,T,T,pen,yes,90.0,102.0,0,121.0,1
92EW00785,T3382,48,,87,1,80,92,T,T,pasture,yes,90.8,95.2,0,96.6,0
92EW00786,T3388,42,4TEATS,101,1,67,82,T,T,pen,yes,81.8,80.4,0,94.6,1
92EW00787,T3392,48,,97,1,81,93,T,T,pasture,no,89.4,102.2,0,105.0,1
