UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDAR,CLR,STM
20EW00631,Z8001,,20BLK,1,121,e6,W,130,1015,152,1120,,,,3+,,Preg,,5,00
20EW00632,Z8003,,.,1,81,e1,W,89,1015,99,1120,,,,2-,1,Preg,,1,43
20EW00633,Z8004,,HAIRY,1,80,e2,W,87,1015,98,1120,,,,3,1,Preg,,1,43
20EW00634,Z8006,,90BLK,1,113,e3,W,127,1015,144,1120,,,,2,1,Preg,,5,00
20EW00635,Z8025,,20BLK,1,120,e4,W,134,1015,151,1120,,,,2-,,Preg,,5,00
20EW00636,Z8028,,.,1,106,e5,W,118,1015,135,1120,,,,2,1,Preg,,5,80
20EW00637,Z8029,,.,1,112,e6,W,130,1015,146,1120,,,,3,1,Preg,,1,08
20EW00638,Z8030,,.,1,91,e1,W,97,1015,110,1120,,,,3+,1,Preg,,1,08
20EW00639,Z8036,,100BLK,1,107,e2,W,121,1015,135,1120,,,,1-,,Preg,,5,00
20EW00640,Z8044,A,.,1,95,e3,W,109,1015,120,1120,,,,1-,1,Preg,,6,97
20EW00641,Z8048,,.,1,95,e4,W,101,1015,111,1120,,,,3+,,Preg,,1,07
20EW00642,Z8049,,.,1,92,e5,W,97,1015,112,1120,,,,3,1,Preg,,1,07
20EW00643,Z8065,,.,1,100,e6,W,96,1015,114,1120,,,,2-,1,Preg,,1,07
20EW00644,Z8073,,.,1,112,e1,W,108,1015,129,1120,,,,1,1,Preg,,6,00
20EW00645,Z8079,A,.,1,99,e2,W,118,1015,136,1120,,,,1,1,Preg,,6,97
20EW00646,Z8081,,.,1,117,e3,W,138,1015,154,1120,,,,1-,1,Preg,,5,00
20EW00647,Z8085,,.,1,94,e4,W,100,1015,110,1120,,,,,,Open,2806,1,08
20EW00648,Z8093,A,2ND,1,86,e5,W,102,1015,122,1120,,,,1,1,Preg,,6,97
20EW00649,Z8101,,.,1,85,e6,W,92,1015,103,1120,,,,,,Open,2797,1,07
20EW00650,Z8102,,.,1,92,e1,W,99,1015,110,1120,,,,3,,Preg,,1,07
20EW00651,Z8103,,.,1,100,e2,W,112,1015,129,1120,,,,3,1,Preg,,1,07
20EW00652,Z8104,,.,1,108,e3,W,118,1015,132,1120,,,,3-,1,Preg,,1,08
20EW00653,Z8107,,.,1,106,e4,W,114,1015,125,1120,,,,,,Open,2817,1,07
20EW00654,Z8110,,.,1,105,e5,W,118,1015,132,1120,,,,1-,1,Preg,,5,TS
20EW00655,Z8123,,.,1,96,e6,W,112,1015,127,1120,,,,,,Open,2848,6,97
20EW00656,Z8125,,.,1,108,e1,W,116,1015,130,1120,,,,,,Open,2834,5,00
20EW00657,Z8134,,.,1,108,e2,W,123,1015,149,1120,,,,2+,1,Preg,,5,00
20EW00658,Z8135,,.,1,124,e3,W,116,1015,140,1120,,,,2+,,Preg,,5,00
20EW00659,Z8138,,.,1,123,e4,W,134,1015,145,1120,,,,1-,,Preg,,5,00
20EW00660,Z8143,,.,1,121,e5,W,133,1015,150,1120,,,,2-,1,Preg,,1,LR
20EW00661,Z8152,A,Cloudy eye tx,1,106,e6,W,125,1015,138,1120,,,,1-,1,Preg,,5,TS
20EW00662,Z8156,,.,1,114,e1,W,134,1015,145,1120,,,,2,1,Preg,,5,00
20EW00663,Z8159,,.,1,86,e2,W,91,1015,105,1120,,,,,,Open,2826,1,07
20EW00664,Z8169,,.,1,86,e3,W,97,1015,108,1120,,,,3,1,Preg,,1,07
20EW00665,Z8170,,.,1,87,e4,W,98,1015,107,1120,,,,2-,1,Preg,,1,07
20EW00666,Z8183,,.,1,119,e5,W,140,1015,158,1120,,,,2,1,Preg,,5,20
20EW00667,Z8184,,+FOOTBACK,1,85,e6,W,105,1015,120,1120,,,,1-,1,Preg,,6,97
20EW00668,Z8189,,.,1,106,e1,W,128,1015,144,1120,,,,1-,1,Preg,,6,00
20EW00669,Z8194,,.,1,110,e2,W,123,1015,139,1120,,,,2+,1,Preg,,5,00
20EW00670,Z8195,,.,1,86,e3,W,102,1015,117,1120,,,,1-,1,Preg,,6,97
20EW00671,Z8197,,.,1,98,e4,W,102,1015,116,1120,,,,3,,Preg,,1,07
20EW00672,Z8210,,.,1,119,e5,W,141,1015,156,1120,,,,2,1,Preg,,5,00
20EW00673,Z8241,,30BLK,1,108,e6,W,127,1015,144,1120,,,,2,1,Preg,,5,00
20EW00674,Z8244,,70BLK,1,113,e1,W,121,1015,136,1120,,,,2-,1,Preg,,5,20
20EW00675,Z8245,,110BLK,1,113,e2,W,138,1015,155,1120,,,,2,1,Preg,,5,LR
20EW00676,Z8249,,.,1,108,e3,W,110,1015,128,1120,,,,3,1,Preg,,1,07
20EW00677,Z8255,,HAIRY,1,88,e4,W,97,1015,120,1120,,,,4+,1,Preg,,1,43
20EW00678,Z8259,,.,1,94,e5,W,98,1015,113,1120,,,,1-,1,Preg,,6,97
20EW00679,Z8268,,.,1,101,e6,W,79,1015,98,1120,,,,2,1,Preg,,9,BL
20EW00680,Z8274,,.,1,109,e1,W,134,1015,149,1120,,,,2,,Preg,,1,LR
20EW00681,Z8275,,30BLK,1,109,e2,W,130,1015,147,1120,,,,2-,,Preg,,5,00
20EW00682,Z8280,,.,1,114,e3,W,132,1015,144,1120,,,,3,1,Preg,,9,BL
20EW00683,Z8281,,.,1,85,e4,W,87,1015,102,1120,,,,3-,1,Preg,,1,43
20EW00684,Z8282,,.,1,92,e5,W,100,1015,112,1120,,,,3,1,Preg,,1,43
20EW00685,Z8285,,.,1,90,e6,W,95,1015,109,1120,,,,4+,1,Preg,,1,07
20EW00686,Z8286,,BRN TIP EARS,1,84,e1,W,90,1015,99,1120,,,,3-,,Preg,,2,07
20EW00687,Z8309,,.,1,80,e2,W,85,1015,99,1120,,,,,,Open,2804,1,43
20EW00688,Z8316,,.,1,110,e3,W,119,1015,138,1120,,,,1-,1,Preg,,5,00
20EW00689,Z8317,,.,1,109,e4,W,122,1015,138,1120,,,,1-,1,Preg,,5,00
20EW00690,Z8339,,1ST,1,95,e5,W,112,1015,132,1120,,,,2-,1,Preg,,9,BL
20EW00691,Z8342,,2ND,1,107,e6,W,119,1015,132,1120,,,,2+,,Preg,,5,10
20EW00692,Z8347,,.,1,112,e1,W,119,1015,136,1120,,,,2+,1,Preg,,6,00
20EW00693,Z8349,,.,1,83,e2,W,91,1015,107,1120,,,,3-,,Preg,,1,07
20EW00694,Z8361,,.,1,86,e3,W,89,1015,107,1120,,,,3+,1,Preg,,1,07
20EW00695,Z8366,,.,1,99,e4,W,111,1015,131,1120,,,,3-,1,Preg,,1,07
20EW00696,Z8368,,.,1,116,e5,W,134,1015,145,1120,,,,2,1,Preg,,5,SC
20EW00697,Z8371,,.,1,112,e6,W,122,1015,144,1120,,,,2,,Preg,,5,10
20EW00698,Z8384,,.,1,109,e1,W,120,1015,143,1120,,,,2+,,Preg,,5,00
20EW00699,Z8385,,.,1,113,e2,W,124,1015,135,1120,,,,2-,1,Preg,,2,00
20EW00700,Z8386,,.,1,110,e3,W,110,1015,122,1120,,,,2,1,Preg,,5,00
20EW00701,Z8389,,.,1,112,e4,W,121,1015,139,1120,,,,1-,1,Preg,,5,20
20EW00702,Z8391,,.,1,120,e5,W,130,1015,153,1120,,,,2,,Preg,,5,10
20EW00703,Z8401,,2ND,1,100,e6,W,116,1015,132,1120,,,,2,1,Preg,,5,SC
20EW00704,Z8405,,.,1,107,e1,W,124,1015,139,1120,,,,2-,1,Preg,,2,00
20EW00705,Z8417,,.,1,89,e2,W,98,1015,108,1120,,,,4+,1,Preg,,1,43
20EW00706,Z8432,,90BLK,1,97,e3,W,119,1015,134,1120,,,,2,1,Preg,,5,CS
20EW00707,Z8435,,.,1,111,e4,W,125,1015,146,1120,,,,2,,Preg,,1,LT
20EW00708,Z8446,,70BRN,1,84,e5,W,101,1015,118,1120,,,,2-,1,Preg,,5,CS
20EW00709,Z8448,,80BLK,1,90,e6,W,107,1015,123,1120,,,,2-,1,Preg,,5,CS
20EW00710,Z8457,,1ST,1,100,e1,W,109,1015,127,1120,,,,3,1,Preg,,1,07
20EW00711,Z8458,,2ND,1,91,e2,W,117,1015,134,1120,,,,3-,1,Preg,,1,07
20EW00712,Z8472,A,.,1,90,e3,W,116,1015,129,1120,,,,2-,1,Preg,,5,CS
20EW00713,Z8489,,.,1,99,e4,W,129,1015,130,1120,,,,2+,,Open,,5,CS
20EW00714,Z8494,,80BRN H,1,88,e5,W,101,1015,114,1120,,,,2,1,Preg,,5,CS
20EW00715,Z8495,,90BLK,1,81,e6,W,101,1015,114,1120,,,,2,1,Preg,,5,CS
