UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
88WN00001, 88031868,88,03,L1868,2,71,30,711,1,1,1,1,2.0,2,2,1,84,137,24,76,85,565, 6, 3, 8, 6, 42,,6,7,2,1,1,150,175,988,,,,,1012,03,9343,02,,75,510,71,1,92
88WN00002, 88031869,88,03,L1869,1,70,30,704,2,2,5,6,4.0,4,4,1,85,136,14,72,80,535, 6, 3, 8, 7, 45,255,5,6,2,1,2,161,210,1082,93,,,,9508,02,7174,02,,71,550,70,3,88
88WN00003, 88031870,88,03,L1870,1,70,30,704,2,2,5,4,4.0,4,4,1,85,136,17,93,84,549, 7, 3, 8, 7, 62,268,6,7,1,1,3,164,210,1082,93,,,,9508,02,7174,02,,75,528,70,3,99
88WN00004, 88031871,88,03,L1871,1,70,30,703,1,1,1,1,2.0,2,2,1,86,135,28,103,101,672, 8, 3, 9, 7, 47,260,3,5,2,1,2,152,192,1127,,84,,,9492,02,9320,02,,91,525,70,1,106
88WN00005, 88031874,88,03,L1874,2,71,30,712,2,2,5,5,4.0,4,4,1,86,135,19,107,92,602, 3, 3, 9, 7, 50,,5,6,2,1,1,187,210,1305,,,,,0769,03,7151,02,,83,617,71,1,106
88WN00006, 88031875,88,03,L1875,2,71,30,712,2,2,5,5,4.0,4,4,1,86,135,8,97,73,469, 7, 3,10, 7, 43,,6,7,1,1,1,141,210,1305,,,,,0769,03,7151,02,,66,470,71,1,79
88WN00007, 88031876,88,03,L1876,2,70,30,703,3,2,8,5,2.0,2,2,8,87,130,6,76,85,595,,,,,,,,,,1,,0,209,1330,,,,7,9492,02,9625,02,,79,581,70,1,90
88WN00008, 88031877,88,03,L1877,2,70,30,703,3,2,8,5,2.0,2,2,8,87,130,8,79,89,624,,,,,,,,,,1,,0,209,1330,,,,7,9492,02,9625,02,,83,620,70,1,96
88WN00009, 88031878,88,03,L1878,3,70,30,703,3,1,7,2,2.0,2,2,1,87,134,4,106,98,652, 7, 3, 7, 6, 44,,4,5,2,1,1,162,209,1330,93,,,7,9492,02,9625,02,,89,566,70,3,113
88WN00010, 88031879,88,03,L1879,2,71,30,711,2,2,5,5,2.0,2,2,1,87,134,33,77,73,487, 8, 3, 8, 7, 42,,5,6,1,1,1,142,209,1148,92,,267,,1012,03,9476,02,,66,530,71,K,80
88WN00011, 88031880,88,03,L1880,2,71,30,711,2,2,5,5,2.0,2,2,1,87,134,19,76,64,421, 9, 3,10, 7, 40,,4,5,1,1,1,124,209,1148,92,,267,,1012,03,9476,02,,58,446,71,K,73
88WN00012, 88031881,88,03,L1881,2,70,30,703,3,3,9,8,3.0,3,3,3,87,137,23,91,70,445, 9, 2,10, 7, 48,,5,6,1,1,1,137,206,1334,92,,266,,9492,02,8199,02,,62,525,70,2,85
88WN00013, 88031882,88,03,L1882,1,70,30,703,3,3,9,8,3.0,3,3,3,87,137,21,83,68,436, 8, 2,10, 8, 35,220,4,5,2,1,1,138,206,1334,93,,,,9492,02,8199,02,,61,522,70,3,78
88WN00014, 88031883,88,03,L1883,1,70,30,703,3,3,9,8,3.0,3,3,3,87,137,22,94,90,588, 6, 2, 8, 6, 30,268,5,6,1,1,2,162,206,1334,,,,,9492,02,8199,02,,80,676,70,13,88
88WN00015, 88031884,88,03,L1884,2,71,30,712,2,2,5,5,3.0,3,3,1,87,134,32,105,71,451, 7, 3, 9, 8, 46,,6,7,2,1,1,146,220,1349,,,,,0769,03,8017,02,,65,475,71,1,79
88WN00016, 88031885,88,03,L1885,2,71,30,712,2,2,5,5,3.0,3,3,1,87,134,17,109,74,471, 7, 3, 8, 8, 65,,6,7,1,1,1,159,220,1349,,,,,0769,03,8017,02,,67,476,71,1,82
88WN00017, 88031886,88,03,L1886,2,71,30,711,2,2,5,4,2.0,2,2,8,87,130,8,96,85,580,,,,,,,,,,1,,0,192,1185,,,,7,1012,03,9575,02,,79,578,71,1,91
88WN00018, 88031887,88,03,L1887,3,71,30,711,2,2,5,6,2.0,2,2,8,87,130,6,79,90,632,,,,,,,,,,1,,0,192,1185,93,,,7,1012,03,9575,02,,84,614,71,3,95
88WN00019, 88031888,88,03,L1888,3,00,30,704,1,1,1,1,2.0,2,2,3,87,137,20,96,75,477, 5, 2, 8, 6, 54,,5,6,1,1,1,,192,1088,93,,,,9508,02,9067,02,,67,,00,3,87
88WN00020, 88031889,88,03,L1889,1,70,30,703,2,1,3,2,4.0,4,4,1,87,134,32,72,87,596, 8, 3, 9, 6, 34,268,4,5,2,1,2,143,210,1090,93,,,,9492,02,7102,02,,79,537,70,3,98
88WN00021, 88031890,88,03,L1890,1,71,30,714,2,2,5,5,5.0,5,4,1,88,133,20,92,80,532, 8, 3, 8, 7, 44,247,6,7,1,1,2,147,200,1156,93,,,,0679,03,5273,02,,73,515,71,3,92
88WN00022, 88031891,88,03,L1891,2,71,30,714,2,2,5,5,5.0,5,4,1,88,133,14,88,75,498, 7, 3, 9, 7, 52,,6,7,2,1,1,152,200,1156,,,,,0679,03,5273,02,,69,508,71,1,86
88WN00023, 88031892,88,03,L1892,2,70,30,303,2,1,3,2,1.0,1,1,4,88,129,16,82,72,495,,,,,,,,,2,1,,0,204,1154,,,,7,0805,03,0894,03,,68,594,70,1,88
88WN00024, 88031893,88,03,L1893,1,71,30,711,2,2,5,5,5.0,5,4,1,88,133,32,111,86,563, 7, 3, 9, 8, 29,295,4,5,1,1,2,152,200,1179,,,,,1012,03,5308,02,,79,562,71,1,102
88WN00025, 88031894,88,03,L1894,2,71,30,711,2,2,5,5,5.0,5,4,1,88,133,21,103,72,464, 4, 3,10, 6, 51,,6,7,1,1,1,162,200,1179,92,,267,,1012,03,5308,02,,66,483,71,K,80
88WN00026, 88031895,88,03,L1895,3,71,30,713,3,2,8,4,5.0,5,4,8,88,129,7,77,89,630,,,,,,,,,,1,,0,233,1182,93,,,7,0990,03,5142,02,,83,581,71,4,
88WN00027, 88031896,88,03,L1896,3,71,30,713,3,2,8,6,5.0,5,4,8,88,129,6,63,83,595,,,,,,,,,,1,,0,233,1182,93,,,7,0990,03,5142,02,,78,562,71,3,86
88WN00028, 88031897,88,03,L1897,2,71,30,713,3,1,6,2,5.0,5,4,9,88,130,6,44,61,435, 7, 3, 9, 8, 63,,7,7,1,1,1,148,233,1182,93,,235,7,0990,03,5142,02,,57,420,71,9,
88WN00029, 88031898,88,03,L1898,2,70,30,702,2,2,5,4,2.0,2,2,8,88,129,7,112,91,619,,,,,,,,,,1,,0,192,1189,,,,7,9342,02,9096,02,,85,612,70,1,92
88WN00030, 88031899,88,03,L1899,2,70,30,702,2,2,5,6,2.0,2,2,8,88,129,6,92,82,564,,,,,,,,,,1,,0,192,1189,,,,7,9342,02,9096,02,,77,562,70,1,83
88WN00031, 88031900,88,03,L1900,2,71,30,711,2,2,5,5,8.0,8,5,8,88,129,6,88,76,521,,,,,,,,,,1,,0,165,1081,,,,7,1012,03,0184,02,,71,533,71,1,80
88WN00032, 88031901,88,03,L1901,3,71,30,711,2,2,5,5,8.0,8,5,8,88,129,6,82,74,510,,,,,,,,,,1,,0,165,1081,93,,,7,1012,03,0184,02,,69,499,71,4,
88WN00033, 88031902,88,03,L1902,3,71,30,714,2,2,5,6,2.0,2,2,4,88,129,13,88,71,482,,,,,,,,,,1,,0,209,1296,93,,,7,0679,03,9455,02,,67,597,71,4,
88WN00034, 88031903,88,03,L1903,2,71,30,714,2,2,5,4,2.0,2,2,4,88,129,14,103,78,525,,,,,,,,,,1,,0,209,1296,,,,7,0679,03,9455,02,,73,651,71,1,85
88WN00035, 88031904,88,03,L1904,3,70,30,703,2,2,5,5,2.0,2,2,4,88,129,13,86,78,538,,,,,,,,,,1,,0,209,1229,93,,,7,9492,02,9142,02,,73,634,70,4,
88WN00036, 88031905,88,03,L1905,3,70,30,703,2,2,5,5,2.0,2,2,4,88,129,15,91,76,519,,,,,,,,,,1,,0,209,1229,93,,,7,9492,02,9142,02,,71,625,70,4,
88WN00037, 88031906,88,03,L1906,2,71,30,711,2,1,3,2,2.0,2,2,1,88,133,21,87,82,551, 7, 3, 8, 7, 41,,5,6,1,1,1,159,225,1102,,,,,1012,03,9094,02,,75,579,71,1,95
88WN00038, 88031908,88,03,L1908,2,70,30,702,2,2,5,4,3.0,3,3,1,88,133,28,107,86,566, 5, 3, 9, 6, 39,,4,6,1,1,1,156,206,1234,,,,,9342,02,8302,02,,79,582,70,1,100
88WN00039, 88031909,88,03,L1909,1,70,30,702,2,2,5,6,3.0,3,3,1,88,133,28,80,63,414, 7, 3, 9, 9, 37,159,4,6,1,1,2,140,206,1234,93,,,,9342,02,8302,02,,58,440,70,3,77
88WN00040, 88031910,88,03,L1910,1,70,30,703,2,2,5,5,3.0,3,3,1,88,133,20,80,89,609,10, 3, 8, 7, 49,258,4,5,1,1,1,146,192,1131,,,,,9492,02,8194,02,,81,584,70,1,93
88WN00041, 88031911,88,03,L1911,1,70,30,703,2,2,5,5,3.0,3,3,1,88,133,18,76,81,552, 5, 3, 8, 6, 38,233,3,5,1,1,2,152,192,1131,93,,,,9492,02,8194,02,,74,524,70,3,92
88WN00042, 88031912,88,03,L1912,2,71,30,711,2,2,5,4,6.0,6,4,1,88,133,34,84,61,395, 6, 3,10, 8, 39,,5,6,1,1,1,136,204,1158,92,,267,,1012,03,3016,02,,56,428,71,K,71
88WN00043, 88031913,88,03,L1913,2,71,30,711,2,2,5,6,6.0,6,4,1,88,133,7,68,65,438, 5, 3, 8, 7, 41,,5,6,1,1,1,148,204,1158,92,,266,,1012,03,3016,02,,59,455,71,2,73
88WN00044, 88031914,88,03,L1914,1,70,30,703,2,2,5,5,5.0,5,4,1,88,133,25,89,68,444, 7, 3, 9, 8, 38,194,4,5,1,1,2,139,200,1175,93,,,,9492,02,5150,02,,62,434,70,3,78
88WN00045, 88031915,88,03,L1915,2,70,30,703,2,2,5,5,5.0,5,4,1,88,133,24,90,64,414, 5, 3, 9, 8, 33,,4,5,2,1,1,142,200,1175,92,,266,,9492,02,5150,02,,59,437,70,2,71
88WN00046, 88031916,88,03,L1916,1,71,30,713,2,2,5,5,3.0,3,3,1,88,133,1,96,88,589, 5, 3,10, 8, 34,270,5,6,2,1,2,158,192,1154,,,,,0990,03,7905,02,,80,539,71,1,99
88WN00047, 88031917,88,03,L1917,2,71,30,713,2,2,5,5,3.0,3,3,1,88,133,16,90,82,549, 3, 3, 9, 7, 34,,5,6,1,1,1,163,192,1154,,,,,0990,03,7905,02,,75,553,71,1,87
88WN00048, 88031918,88,03,L1918,1,70,30,703,2,2,5,5,2.0,2,2,1,89,132,34,108,79,517, 7, 3, 9, 7, 38,231,4,5,1,1,2,152,192,1150,,,,,9492,02,9597,02,,73,528,70,1,90
88WN00049, 88031919,88,03,L1919,2,70,30,703,2,2,5,5,2.0,2,2,1,89,132,19,102,77,506, 8, 3, 8, 6, 47,,3,5,2,1,1,146,192,1150,,,,,9492,02,9597,02,,71,532,70,1,87
88WN00050, 88031920,88,03,L1920,1,70,30,701,3,2,8,4,4.0,4,4,1,89,132,13,94,92,626, 7, 3, 7, 7, 48,254,5,6,1,1,2,165,210,1338,,,,,9183,02,7138,02,,84,601,70,1,98
88WN00051, 88031921,88,03,L1921,1,70,30,701,3,2,8,6,4.0,4,4,1,89,132,17,77,80,548, 7, 3, 9, 7, 42,244,4,5,1,1,1,158,210,1338,,,,,9183,02,7138,02,,73,569,70,1,86
88WN00052, 88031922,88,03,L1922,2,70,30,701,3,1,7,2,8.0,8,5,4,89,128,12,98,83,572,,,,,,,,,,1,,0,232,1266,,,,7,9183,02,0192,02,,78,628,70,1,93
88WN00053, 88031923,88,03,L1923,2,70,30,701,3,1,6,2,8.0,8,5,9,89,129,4,78,45,288, 3, 3,11,10, 42,,5,7,3,1,1,134,232,1266,93,,235,7,9183,02,0192,02,,42,240,70,9,
88WN00054, 88031925,88,03,L1925,2,70,30,702,2,2,5,5,3.0,3,3,1,89,132,30,105,78,511, 7, 3, 8, 7, 37,,4,5,1,1,2,145,234,1321,,19,,,9342,02,8304,02,,72,533,70,1,92
88WN00055, 88031926,88,03,L1926,2,70,30,702,2,2,5,5,3.0,3,3,1,89,132,37,107,68,434, 6, 3,10, 8, 39,,4,5,1,1,1,145,234,1321,,,,,9342,02,8304,02,,63,466,70,1,71
88WN00056, 88031927,88,03,L1927,1,70,30,702,2,2,5,6,2.0,2,2,1,89,132,35,93,83,558, 7, 3, 9, 8, 37,258,4,6,1,1,1,165,192,1189,,,,,9342,02,9351,02,,76,611,70,1,99
88WN00057, 88031928,88,03,L1928,1,70,30,702,2,2,5,4,2.0,2,2,1,89,132,33,116,83,541, 5, 3, 9, 7, 49,269,5,6,2,1,2,172,192,1189,,,,,9342,02,9351,02,,77,551,70,1,100
88WN00058, 88031929,88,03,L1929,2,71,30,711,3,2,8,6,8.0,8,5,1,89,132,12,73,69,467, 7, 3, 9, 7, 48,,6,7,1,1,1,150,199,1218,92,,266,,1012,03,0281,02,,63,513,71,2,75
88WN00059, 88031930,88,03,L1930,2,71,30,711,3,2,8,4,8.0,8,5,1,89,132,22,86,65,427, 8, 3, 8, 7, 50,,5,6,2,1,1,134,199,1218,92,,266,,1012,03,0281,02,,60,466,71,2,71
88WN00060, 88031933,88,03,L1933,1,70,30,702,2,1,3,2,3.0,3,3,1,89,132,24,71,66,446, 5, 3,10, 8, 35,236,5,6,2,1,2,140,192,1069,93,,,,9342,02,8181,02,,61,369,70,3,72
88WN00061, 88031934,88,03,L1934,2,70,30,704,2,2,5,5,3.0,3,3,1,89,132,17,100,78,515, 4, 3,10, 7, 27,,5,6,1,1,1,150,192,1278,,,,,9508,02,8150,02,,72,520,70,1,85
88WN00062, 88031935,88,03,L1935,1,70,30,704,2,2,5,5,3.0,3,3,1,89,132,21,87,73,487, 6, 3, 9, 7, 32,248,4,5,2,1,2,139,192,1278,93,,,,9508,02,8150,02,,67,463,70,3,84
88WN00063, 88031936,88,03,L1936,2,70,30,702,2,2,5,5,7.0,7,5,1,89,132,2,111,80,522, 8, 3, 7, 6, 50,,6,7,2,1,1,146,195,1285,,,,,9342,02,1480,02,,74,538,70,1,85
88WN00064, 88031937,88,03,L1937,2,70,30,702,2,2,5,5,7.0,7,5,1,89,132,29,105,82,542, 7, 3, 9, 7, 54,,4,5,1,1,1,165,195,1285,15,,267,,9342,02,1480,02,,76,593,70,6,88
88WN00065, 88031938,88,03,L1938,2,71,30,712,2,1,3,2,2.0,2,2,1,89,132,12,89,83,561, 8, 3, 8, 7, 65,,6,7,1,1,1,171,192,1018,,,,,0769,03,9477,02,,76,578,71,1,90
88WN00066, 88031939,88,03,L1939,2,71,30,711,3,1,6,2,4.0,4,4,9,89,129,5,80,48,310, 7, 3,11, 9, 37,,5,6,1,1,1,119,198,1191,93,,235,,1012,03,7131,02,,45,292,71,9,
88WN00067, 88031940,88,03,L1940,1,71,30,711,3,2,8,5,4.0,4,4,1,89,132,37,90,80,538, 5, 3, 8, 8, 33,240,3,4,1,1,1,161,198,1191,93,,,,1012,03,7131,02,,74,544,71,3,95
88WN00068, 88031941,88,03,L1941,2,71,30,711,3,2,8,5,4.0,4,4,1,89,132,19,91,76,507, 4, 3, 9, 6, 38,,5,6,1,1,1,157,198,1191,,,,,1012,03,7131,02,,70,524,71,1,85
88WN00069, 88031942,88,03,L1942,2,71,30,711,2,2,5,5,3.0,3,3,8,89,128,7,92,82,569,,,,,,,,,,1,,0,206,1093,,,,7,1012,03,8131,02,,77,541,71,1,85
88WN00070, 88031943,88,03,L1943,3,71,30,711,2,2,5,5,3.0,3,3,8,89,128,7,95,87,605,,,,,,,,,,1,,0,206,1093,93,,,7,1012,03,8131,02,,82,553,71,3,86
88WN00071, 88031944,88,03,L1944,1,70,30,302,1,1,1,1,1.0,1,1,1,89,132,1,117,111,752, 7, 3, 7, 7, 45,300,5,6,1,1,7,170,194,1182,93,19,,,9647,02,0684,03,,102,624,70,5,118
88WN00072, 88031945,88,03,L1945,2,70,30,303,1,1,1,1,1.0,1,1,1,89,132,34,78,83,570, 8, 3, 9, 6, 54,,4,5,2,1,1,151,194,1140,,,,,0805,03,0731,03,,76,533,70,1,93
88WN00073, 88031946,88,03,L1946,1,70,30,702,3,2,8,4,5.0,5,4,1,89,132,8,106,73,473, 7, 3, 9, 8, 36,215,3,5,2,1,1,139,211,1323,01,,244,,9342,02,5172,02,,67,442,70,6,
88WN00074, 88031947,88,03,L1947,2,70,30,702,3,2,8,6,5.0,5,4,1,89,132,21,90,82,553, 6, 3, 8, 6, 44,,3,4,1,1,1,163,211,1323,,,,,9342,02,5172,02,,75,589,70,1,92
88WN00075, 88031949,88,03,L1949,2,71,30,303,2,1,3,2,1.0,1,1,2,89,140,9,41,76,514, 6, 2, 8, 7, 37,,4,5,1,1,1,140,204,1104,92,,267,,0805,03,0550,03,,66,442,71,K,78
88WN00076, 88031951,88,03,L1951,2,70,30,701,2,2,5,5,5.0,5,4,1,89,132,37,106,91,609, 3, 3, 7, 7, 49,,5,6,1,1,1,191,200,1303,15,,267,,9183,02,5112,02,,84,649,70,6,102
88WN00077, 88031952,88,03,L1952,1,70,30,701,2,2,5,5,5.0,5,4,1,89,132,16,97,74,487, 3, 3,10, 7, 36,220,4,5,2,1,2,160,200,1303,93,14,,,9183,02,5112,02,,68,466,70,3,92
88WN00078, 88031953,88,03,L1953,1,70,30,701,2,2,5,5,2.0,2,2,1,89,132,19,85,85,580, 7, 3, 9, 7, 48,275,4,6,1,1,3,162,225,1127,93,,,,9183,02,9128,02,,78,571,70,3,98
88WN00079, 88031954,88,03,L1954,2,70,30,701,2,2,5,5,2.0,2,2,1,89,132,5,73,68,460, 5, 3, 9, 8, 46,,6,7,1,1,1,154,225,1127,92,,267,,9183,02,9128,02,,62,467,70,K,74
88WN00080, 88031955,88,03,L1955,2,71,30,714,2,2,5,5,3.0,3,3,1,89,132,7,92,64,415, 6, 3,10, 9, 34,,4,6,2,1,1,135,206,1242,97,,253,,0679,03,8196,02,,59,407,71,7,
88WN00081, 88031956,88,03,L1956,1,71,30,714,2,2,5,5,3.0,3,3,1,89,132,34,81,62,408, 5, 3,10, 9, 38,225,6,7,1,1,2,145,206,1242,93,,,,0679,03,8196,02,,57,401,71,3,74
88WN00082, 88031957,88,03,L1957,2,70,30,701,2,2,5,5,2.0,2,2,1,89,132,7,90,72,477, 7, 3, 9, 8, 48,,6,7,1,1,1,150,192,1132,,,,,9183,02,9335,02,,66,487,70,1,77
88WN00083, 88031958,88,03,L1958,2,70,30,701,2,2,5,5,2.0,2,2,1,89,132,22,87,70,464, 5, 3, 9, 7, 52,,5,6,1,1,1,161,192,1132,92,,267,,9183,02,9335,02,,64,493,70,K,77
88WN00084, 88031959,88,03,L1959,3,71,30,712,2,2,5,5,5.0,5,4,8,89,128,8,106,103,722,,,,,,,,,,1,,0,222,1399,93,,,7,0769,03,5331,02,,97,679,71,4,
88WN00085, 88031960,88,03,L1960,2,71,30,712,2,2,5,5,5.0,5,4,8,89,128,7,99,93,649,,,,,,,,,,1,,0,222,1399,,,,7,0769,03,5331,02,,88,625,71,1,101
88WN00086, 88031961,88,03,L1961,2,70,30,303,1,1,1,1,1.0,1,1,1,90,131,19,83,82,563, 7, 3, 8, 7, 44,,5,6,1,1,1,148,194,1136,,,,,0805,03,0873,03,,76,511,70,1,89
88WN00087, 88031962,88,03,L1962,2,70,30,704,3,2,8,5,3.0,3,3,4,90,127,14,91,68,464,,,,,,,,,,1,,0,220,1270,,,,7,9508,02,8011,02,,65,473,70,1,80
88WN00088, 88031963,88,03,L1963,1,71,30,714,2,2,5,5,6.0,6,4,1,90,131,7,102,94,640, 7, 3, 9, 7, 39,262,6,7,2,1,1,161,184,1189,93,87,,,0679,03,3433,02,,87,607,71,3,102
88WN00089, 88031964,88,03,L1964,1,71,30,714,2,2,5,5,6.0,6,4,1,90,131,32,98,76,505, 8, 3, 9, 7, 33,235,5,6,2,1,1,139,184,1189,93,14,,,0679,03,3433,02,,70,505,71,3,88
88WN00090, 88031965,88,03,L1965,1,71,30,712,2,2,5,5,7.0,7,5,1,90,131,30,101,75,495, 7, 3,10, 8, 40,261,5,6,2,1,2,151,195,1130,93,,,,0769,03,1414,02,,70,514,71,3,84
88WN00091, 88031966,88,03,L1966,2,71,30,712,2,2,5,5,7.0,7,5,1,90,131,22,100,89,603, 5, 3, 7, 6, 56,,6,7,2,1,1,179,195,1130,,,,,0769,03,1414,02,,82,646,71,1,96
88WN00092, 88031968,88,03,L1968,1,70,30,704,3,1,7,2,6.0,6,4,1,90,131,20,98,83,559, 8, 3, 8, 6, 42,193,5,6,2,1,1,144,214,1221,93,90,,,9508,02,3318,02,,77,486,70,3,90
88WN00093, 88031970,88,03,L1970,1,70,30,701,2,2,5,5,3.0,3,3,1,90,131,19,97,82,552, 6, 3, 9, 7, 46,206,5,6,1,1,5,158,206,1372,93,90,,,9183,02,8272,02,,76,526,70,3,93
88WN00094, 88031971,88,03,L1971,1,70,30,701,2,2,5,5,3.0,3,3,1,90,131,18,102,86,579, 2, 3, 8, 7, 46,266,5,6,1,1,2,182,206,1372,93,14,,,9183,02,8272,02,,80,552,70,3,99
88WN00095, 88031972,88,03,L1972,1,70,30,701,2,2,5,5,4.0,4,4,1,90,131,16,93,80,540, 6, 3, 9, 7, 44,247,5,6,2,1,3,157,223,1210,93,14,,,9183,02,6974,02,,74,519,70,3,93
88WN00096, 88031973,88,03,L1973,2,70,30,701,2,2,5,5,4.0,4,4,1,90,131,6,89,73,489, 5, 3, 9, 7, 44,,5,7,1,1,1,154,223,1210,,,,,9183,02,6974,02,,68,489,70,1,80
88WN00097, 88031974,88,03,L1974,1,71,30,714,2,2,5,5,3.0,3,3,1,90,131,36,106,82,545, 5, 3, 9, 7, 56,240,6,7,1,1,3,173,192,1255,93,87,,,0679,03,8189,02,,76,541,71,3,91
88WN00098, 88031975,88,03,L1975,1,71,30,714,2,2,5,5,3.0,3,3,1,90,131,29,107,72,468, 6, 3, 9, 8, 50,225,5,6,1,1,2,156,192,1255,93,,,,0679,03,8189,02,,67,455,71,3,81
88WN00099, 88031976,88,03,L1976,2,70,30,704,2,2,5,5,5.0,5,4,1,90,131,4,112,81,533, 7, 3, 9, 7, 42,,5,6,1,1,1,150,200,1210,,,,,9508,02,5344,02,,75,531,70,1,88
88WN00100, 88031977,88,03,L1977,2,70,30,704,2,2,5,5,5.0,5,4,1,90,131,5,100,88,595, 7, 3, 8, 7, 43,,5,6,1,1,1,158,200,1210,,,,,9508,02,5344,02,,81,594,70,1,88
88WN00101, 88031978,88,03,L1978,2,70,30,703,2,2,5,5,2.0,2,2,1,90,131,34,98,70,460, 8, 3, 9, 7, 48,,5,6,1,1,1,146,192,1159,15,,267,,9492,02,9125,02,,65,506,70,6,79
88WN00102, 88031979,88,03,L1979,2,70,30,703,2,2,5,5,2.0,2,2,1,90,131,28,103,73,479, 7, 3, 8, 7, 43,,5,6,2,1,4,150,192,1159,93,19,259,,9492,02,9125,02,,68,517,70,8,78
88WN00103, 88031980,88,03,L1980,2,70,30,701,3,2,8,5,8.0,8,5,1,90,131,16,87,75,506, 2, 3,10, 6, 44,,4,5,1,1,1,171,174,1119,93,14,259,,9183,02,0304,02,,69,541,70,8,83
88WN00104, 88031981,88,03,L1981,2,70,30,701,3,2,8,5,8.0,8,5,1,90,131,14,84,77,524, 2, 3, 8, 7, 45,,4,5,1,1,1,176,174,1119,93,14,259,,9183,02,0304,02,,71,556,70,8,81
88WN00105, 88031982,88,03,L1982,2,70,30,701,3,1,6,2,8.0,8,5,9,90,128,3,66,50,339, 5, 3,13,10, 29,,6,7,3,1,1,120,174,1119,93,14,235,,9183,02,0304,02,,47,288,70,9,
88WN00106, 88031983,88,03,L1983,2,71,30,713,2,2,5,5,4.0,4,4,1,90,131,32,92,88,602, 7, 3, 9, 8, 42,,4,5,1,1,1,166,198,1314,,,,,0990,03,7241,02,,81,636,71,1,93
88WN00107, 88031984,88,03,L1984,2,71,30,713,2,2,5,5,4.0,4,4,1,90,131,37,86,83,568, 7, 3, 9, 8, 50,,6,7,1,1,1,167,198,1314,,,,,0990,03,7241,02,,77,609,71,1,92
88WN00108, 88031985,88,03,L1985,1,70,30,704,3,2,8,5,2.0,2,2,1,91,130,2,84,85,589, 8, 3, 8, 8, 40,268,5,6,2,1,2,152,209,1321,,,,,9508,02,9068,02,,79,559,70,13,94
88WN00109, 88031986,88,03,L1986,1,70,30,704,3,2,8,5,2.0,2,2,1,91,130,30,81,84,584, 7, 4,10, 8, 44,231,5,6,1,1,5,161,209,1321,93,19,,,9508,02,9068,02,,78,591,70,3,97
88WN00110, 88031987,88,03,L1987,1,71,30,714,2,2,5,5,2.0,2,2,1,91,130,1,113,87,582, 7, 3, 9, 7, 47,246,5,6,2,1,1,161,192,1148,,,,,0679,03,9358,02,,81,551,71,1,94
88WN00111, 88031988,88,03,L1988,2,71,30,714,2,2,5,5,2.0,2,2,1,91,130,37,98,76,509, 5, 3,10, 7, 50,,4,5,1,1,1,170,192,1148,93,02,259,,0679,03,9358,02,,71,559,71,8,88
88WN00112, 88031989,88,03,L1989,2,70,30,704,3,1,7,2,2.0,2,2,1,91,130,34,74,76,528, 7, 3, 9, 8, 38,,4,5,2,1,1,159,209,1321,,,,,9508,02,9068,02,,71,575,70,1,84
88WN00113, 88031990,88,03,L1990,3,70,30,701,2,2,5,5,6.0,6,4,8,91,126,7,95,85,599,,,,,,,,,,1,,0,204,1319,93,14,,7,9183,02,3110,02,,81,552,70,3,90
88WN00114, 88031991,88,03,L1991,2,70,30,701,2,2,5,5,6.0,6,4,8,91,126,8,83,79,561,,,,,,,,,,1,,0,204,1319,,,,7,9183,02,3110,02,,76,542,70,1,85
88WN00115, 88031994,88,03,L1994,1,71,30,714,1,1,1,1,2.0,2,2,1,91,130,12,110,105,723, 8, 3, 8, 7, 50,288,5,6,2,1,5,158,175,1081,97,19,349,,0679,03,9391,02,,98,558,71,W,112
88WN00116, 88031995,88,03,L1995,2,70,30,702,2,2,5,5,2.0,2,2,1,91,130,20,75,65,442, 6, 3, 9, 7, 44,,4,6,1,1,1,147,192,1180,92,,266,,9342,02,9319,02,,61,470,70,2,77
88WN00117, 88031996,88,03,L1996,2,70,30,702,2,2,5,5,2.0,2,2,1,91,130,24,80,73,500, 6, 3, 9, 7, 49,,5,6,1,1,1,159,192,1180,,,,,9342,02,9319,02,,68,533,70,1,82
88WN00118, 88031997,88,03,L1997,1,70,30,704,2,2,5,5,2.0,2,2,1,91,130,1,109,73,478, 6, 3, 9, 8, 41,259,4,5,1,1,2,151,209,1282,,,,,9508,02,9203,02,,68,447,70,1,81
88WN00119, 88031998,88,03,L1998,2,70,30,704,2,2,5,5,2.0,2,2,1,91,130,5,98,74,494, 4, 3,10, 8, 32,,5,6,2,1,1,157,209,1282,,,,,9508,02,9203,02,,69,502,70,1,79
88WN00120, 88031999,88,03,L1999,1,71,30,712,3,2,8,4,7.0,7,5,1,91,130,1,106,94,642, 7, 3, 7, 7, 53,321,6,7,2,1,3,170,232,1447,,,,,0769,03,1445,02,,88,624,71,11,108
88WN00121, 88032000,88,03,L2000,2,71,30,712,3,2,8,6,7.0,7,5,1,91,130,32,81,79,545, 6, 3, 9, 7, 53,,6,7,2,1,1,174,232,1447,,,,,0769,03,1445,02,,74,618,71,1,88
