UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
88WN01183, 88199327,88,19,S9327,2,13,07,134,2,2,5,5,6.0,6,4,1,106,115,5,86,49,351, 8, 3,10, 9, 46,,4,5,1,1,1,143,167,835,92,,266,,7826,19,4040,19,,51,431,13,2,51
88WN01184, 88199328,88,19,S9328,1,13,07,134,2,2,5,5,6.0,6,4,1,106,115,4,88,58,428,10, 3, 9, 9, 33,138,3,4,2,1,1,132,167,835,93,,,,7826,19,4040,19,,60,470,13,5,58
88WN01185, 88199329,88,19,S9329,1,12,07,911,1,1,1,1,9.0,9,5,1,106,115,5,136,81,586,13, 3, 8, 8, 41,184,3,5,2,1,6,129,136,932,,19,,,7411,19,2140,19,,84,509,12,1,90
88WN01186, 88199331,88,19,S9331,2,13,07,134,2,2,5,4,5.0,5,4,1,106,115,1,118,65,463, 9, 3, 9, 8, 43,,5,6,2,1,1,143,182,1198,,,,,7826,19,5050,19,,67,517,13,1,74
88WN01187, 88199332,88,19,S9332,2,13,07,134,2,2,5,6,5.0,5,4,1,106,115,2,94,64,475, 8, 3, 9, 8, 38,,3,4,2,1,1,149,182,1198,,,,,7826,19,5050,19,,66,544,13,1,68
88WN01188, 88199334,88,19,S9334,2,12,07,831,2,1,3,2,2.0,2,2,4,106,111,14,100,63,477,,,,,,,,,,1,,0,171,846,,,,7,7491,19,7273,19,,67,520,12,1,72
88WN01189, 88199335,88,19,S9335,1,11,07,113,1,1,1,1,2.0,2,2,1,106,115,21,124,95,718,10, 3, 8, 6, 43,261,2,3,2,1,1,152,154,936,,02,,,8028,19,7123,19,,99,629,11,1,99
88WN01190, 88199336,88,19,S9336,1,11,07,113,2,2,5,5,5.0,5,4,1,106,115,14,114,68,492, 8, 3, 9, 8, 28,165,4,5,2,1,1,146,171,1043,93,,,,8028,19,4925,19,,70,534,11,3,79
88WN01191, 88199337,88,19,S9337,2,11,07,113,2,2,5,5,5.0,5,4,1,106,115,27,115,67,483, 8, 3,10, 8, 40,,3,4,1,1,1,154,171,1043,,,,,8028,19,4925,19,,69,563,11,1,77
88WN01192, 88199338,88,19,S9338,1,11,07,113,2,2,5,5,6.0,6,4,1,106,115,24,110,58,409, 8, 3,10, 8, 32,133,3,5,2,1,1,138,167,1155,93,,350,,8028,19,4270,19,,60,451,11,W,67
88WN01193, 88199339,88,19,S9339,1,11,07,113,2,2,5,5,6.0,6,4,1,106,115,17,128,72,515, 8, 3, 8, 8, 36,220,3,4,1,1,1,155,167,1155,,,,,8028,19,4270,19,,75,557,11,1,80
88WN01194, 88199340,88,19,S9340,1,11,07,113,2,2,5,5,3.0,3,3,1,106,115,28,103,54,380, 8, 3, 9, 8, 40,138,3,4,1,1,1,136,177,991,93,,,,8028,19,6293,19,,56,423,11,3,65
88WN01195, 88199341,88,19,S9341,2,11,07,113,2,2,5,5,3.0,3,3,1,106,115,27,92,53,381, 9, 3,10, 8, 40,,4,5,2,1,1,131,177,991,92,,266,,8028,19,6293,19,,55,462,11,2,63
88WN01196, 88199343,88,19,S9343,1,11,07,112,3,2,8,3,6.0,6,4,1,106,115,12,113,77,571, 9, 3, 8, 8, 37,219,2,3,2,1,1,152,197,925,,,,,7940,19,4605,19,,80,581,11,1,89
88WN01197, 88199344,88,19,S9344,1,11,07,112,3,2,8,7,6.0,6,4,1,106,115,13,83,63,476, 8, 3, 9, 7, 39,157,3,4,1,1,1,147,197,925,93,,,,7940,19,4605,19,,65,516,11,3,72
88WN01198, 88199345,88,19,S9345,1,12,07,811,1,1,1,1,3.0,3,3,1,106,115,25,124,81,597,10, 5, 9, 7, 34,158,2,4,2,1,2,124,134,774,,,,,7021,19,6442,19,,84,508,12,1,87
88WN01199, 88199346,88,19,S9346,1,13,07,  1,1,1,1,1,1.0,1,1,1,106,115,31,88,52,376, 9, 3, 9, 9, 35,140,3,4,1,1,2,116,164,893,93,,,,7214,19,7923,19,,54,305,13,3,61
88WN01200, 88199347,88,19,S9347,2,11,07,112,1,1,1,1,2.0,2,2,7,106,112,11,106,88,691,,,,,,,,,,1,,0,154,910,,,,7,7940,19,7040,19,,94,593,11,1,98
88WN01201, 88199348,88,19,S9348,1,11,07,114,1,1,1,1,2.0,2,2,6,107,111,13,130,106,838,,,,,,,,,,1,,0,154,968,93,89,298,7,7844,19,7426,19,,114,685,11,3,129
88WN01202, 88199349,88,19,S9349,1,11,07,112,1,1,1,1,6.0,6,4,1,107,114,34,119,81,606, 8, 3, 8, 7, 38,227,3,4,2,1,1,147,147,956,,,,,7940,19,4085,19,,85,517,11,1,88
88WN01203, 88199350,88,19,S9350,2,18,07,  3,2,1,3,2,1.0,1,1,1,107,114,23,71,56,429, 9, 3, 9, 9, 25,,4,5,1,1,1,119,174,967,92,,266,,6934,19,8143,19,,59,428,12,2,63
88WN01204, 88199351,88,19,S9351,2,18,07,  3,2,1,4,2,1.0,1,1,9,107,111,6,60,46,360, 9, 3,10, 9, 29,,3,5,1,1,1,127,174,967,93,,235,,6934,19,8143,19,,49,453,12,9,
88WN01205, 88199352,88,19,S9352,1,13,07,133,2,2,5,5,6.0,6,4,1,107,114,22,118,60,423, 9, 3,11, 8, 38,127,3,4,2,1,1,140,157,1035,93,,,,7934,19,4528,19,,63,466,13,3,68
88WN01206, 88199353,88,19,S9353,2,13,07,133,2,2,5,5,6.0,6,4,1,107,114,4,112,68,498, 9, 5, 9, 7, 37,,3,4,2,1,1,139,157,1035,,,,,7934,19,4528,19,,71,578,13,1,79
88WN01207, 88199354,88,19,S9354,2,13,07,  3,1,1,1,1,1.0,1,1,1,107,114,37,108,70,519, 8, 3, 9, 8, 34,,3,4,1,1,1,141,164,937,15,,267,,6934,19,8111,19,,73,510,13,6,82
88WN01208, 88199356,88,19,S9356,2,12,07,901,2,2,5,6,3.0,3,3,1,107,114,31,105,56,399,10, 4,10, 8, 37,,3,4,1,1,1,123,162,880,92,,266,,7399,19,6215,19,,58,471,12,2,66
88WN01209, 88199357,88,19,S9357,1,12,07,901,2,2,5,4,3.0,3,3,1,107,114,22,123,57,392,10, 3, 9, 8, 29,129,3,4,1,1,4,118,162,880,93,19,,,7399,19,6215,19,,59,404,12,3,65
88WN01210, 88199359,88,19,S9359,2,12,07,891,2,1,3,2,9.0,9,5,9,107,111,4,102,31,187,13, 3,11,11, 32,,4,6,1,1,1,81,151,547,93,,235,7,7349,19,2588,19,,33,221,12,9,
88WN01211, 88199360,88,19,S9360,2,13,07,131,1,1,1,1,7.0,7,5,1,107,114,23,123,64,454, 8, 3,10, 9, 46,,4,6,1,1,1,146,148,813,,,,,8311,19,3338,19,,67,456,13,1,78
88WN01212, 88199361,88,19,S9361,1,12,07,951,2,2,5,5,5.0,5,4,1,107,114,37,111,56,394,11, 3,10, 8, 26,135,3,4,1,1,2,117,149,738,93,,,,7189,19,4996,19,,58,437,12,3,68
88WN01213, 88199362,88,19,S9362,1,12,07,951,2,2,5,5,5.0,5,4,1,107,114,29,101,54,385,10, 3, 9, 8, 31,129,2,3,1,1,1,124,149,738,93,,,,7189,19,4996,19,,56,428,12,3,65
88WN01214, 88199363,88,19,S9363,1,13,07,132,1,1,1,1,2.0,2,2,1,107,114,30,142,85,621, 7, 3, 8, 7, 39,245,2,3,2,1,1,157,154,940,,,,,8013,19,7096,19,,89,533,13,1,101
88WN01215, 88199364,88,19,S9364,2,13,07,132,2,2,5,5,3.0,3,3,1,107,114,1,93,50,357, 8, 3,10, 8, 40,,3,5,1,1,1,135,177,1002,92,,266,,8013,19,6718,19,,52,438,13,2,58
88WN01216, 88199365,88,19,S9365,2,13,07,132,2,2,5,5,3.0,3,3,1,107,114,2,96,56,407, 9, 3,10, 8, 39,,4,5,1,1,1,135,177,1002,92,,266,,8013,19,6718,19,,58,488,13,2,60
88WN01217, 88199366,88,19,S9366,2,13,07,  6,2,1,3,2,1.0,1,1,1,107,114,12,82,55,411,10, 3,10, 9, 34,,4,5,1,1,1,118,174,985,92,,266,7,8006,19,8373,19,,57,398,13,2,62
88WN01218, 88199367,88,19,S9367,3,13,07,  6,2,1,3,2,1.0,1,1,4,107,110,13,76,52,404,,,,,,,,,,1,,0,174,985,93,,,7,8006,19,8373,19,,56,488,13,3,56
88WN01219, 88199368,88,19,S9368,2,12,07,901,1,1,1,1,2.0,2,2,7,107,111,10,91,68,531,,,,,,,,,,1,,0,154,832,,,,7,7399,19,7551,19,,73,429,12,1,78
88WN01220, 88199371,88,19,S9371,1,18,07,  5,2,2,5,4,1.0,1,1,1,107,114,19,80,56,421,12, 3, 9, 9, 27,120,5,6,1,1,1,115,174,1021,93,,,,8012,19,7860,19,,59,478,12,3,62
88WN01221, 88199372,88,19,S9372,2,18,07,  5,2,2,5,6,1.0,1,1,1,107,114,20,64,55,426, 8, 3, 9, 8, 33,,4,5,1,1,1,136,174,1021,92,,266,,8012,19,7860,19,,58,497,12,2,68
88WN01222, 88199373,88,19,S9373,1,11,07,112,1,1,1,1,10.0,0,5,1,107,114,12,142,94,700, 8, 3, 9, 7, 37,210,2,4,1,1,6,162,156,1091,,19,,,7940,19,1143,19,,98,624,11,1,107
88WN01223, 88199374,88,19,S9374,2,12,07,831,2,2,5,6,5.0,5,4,1,107,114,37,101,62,455,10, 3, 9, 8, 38,,2,3,1,1,1,137,149,881,,,,,7491,19,4792,19,,65,526,12,1,74
88WN01224, 88199375,88,19,S9375,1,12,07,831,2,2,5,4,5.0,5,4,1,107,114,17,120,50,333,14, 3,10, 9, 34,108,3,4,2,1,1,101,149,881,,,,,7491,19,4792,19,,52,344,12,1,61
88WN01225, 88199376,88,19,S9376,2,13,07,134,1,1,1,1,2.0,2,2,6,107,111,13,115,98,779,,,,,,,,,,1,,0,154,933,,,,7,7826,19,7176,19,,105,667,13,1,108
88WN01226, 88199377,88,19,S9377,1,12,07,851,2,2,5,6,3.0,3,3,1,107,114,20,106,51,354, 9, 3,10, 9, 36,108,5,6,2,1,1,130,162,917,93,97,,,6957,19,6375,19,,53,396,12,3,62
88WN01227, 88199378,88,19,S9378,1,12,07,851,2,2,5,4,3.0,3,3,1,107,114,5,126,64,451,10, 4,10, 9, 37,132,3,5,1,1,1,131,162,917,93,,,,6957,19,6375,19,,67,463,12,3,70
88WN01228, 88199379,88,19,S9379,1,13,07,811,1,1,1,1,3.0,3,3,7,108,110,11,138,103,811,,,,,,,,,2,1,,0,148,974,,,,7,7021,19,6695,19,,111,654,13,1,115
88WN01229, 88199380,88,19,S9380,1,12,07,861,2,1,3,2,5.0,5,4,1,108,113,37,136,75,543, 9, 3, 8, 7, 39,169,3,4,1,1,4,148,160,750,,19,,,7134,19,5130,19,,79,546,12,1,87
88WN01230, 88199382,88,19,S9382,1,18,07,  2,1,1,1,1,1.0,1,1,1,108,113,28,91,61,459, 9, 4,10, 7, 34,,3,4,3,1,1,116,164,913,10,,227,,7289,19,8304,19,,64,387,12,9,
88WN01231, 88199383,88,19,S9383,2,13,07,  3,1,1,1,1,1.0,1,1,1,108,113,8,68,61,480, 9, 3,10, 8, 38,,3,5,1,1,1,125,164,911,92,,266,,6934,19,8424,19,,64,441,13,2,71
88WN01232, 88199384,88,19,S9384,2,11,07,821,2,2,5,5,2.0,2,2,4,108,109,15,87,50,379,,,,,,,,,,1,,0,171,963,92,,266,7,7126,19,7182,19,,54,512,11,2,59
88WN01233, 88199385,88,19,S9385,1,11,07,114,2,2,5,5,4.0,4,4,1,108,113,17,112,74,556,10, 3, 8, 7, 38,187,4,5,1,1,2,147,181,1244,,,,,7844,19,5549,19,,78,600,11,1,83
88WN01234, 88199386,88,19,S9386,2,11,07,114,2,2,5,5,4.0,4,4,1,108,113,20,98,71,542, 8, 3, 9, 7, 35,,2,3,1,1,1,153,181,1244,,,,,7844,19,5549,19,,75,623,11,1,80
88WN01235, 88199387,88,19,S9387,2,11,07,821,2,2,5,5,6.0,6,4,6,108,110,13,114,68,515,,,,,,,,,,1,,0,187,1010,93,73,,7,7126,19,4415,19,,73,482,11,3,84
88WN01236, 88199388,88,19,S9388,1,11,07,821,2,2,5,5,6.0,6,4,6,108,110,12,113,75,579,,,,,,,,,,1,,0,187,1010,93,,,7,7126,19,4415,19,,81,520,11,3,102
88WN01237, 88199389,88,19,S9389,1,12,07,861,2,2,5,5,2.0,2,2,1,108,113,7,73,46,342,13, 4,11,10, 31,128,3,4,1,1,2,104,171,878,,,,,7134,19,6997,19,,48,387,12,W,58
88WN01238, 88199390,88,19,S9390,1,12,07,861,2,2,5,5,2.0,2,2,1,108,113,4,85,36,243,12, 3,12,10, 19,120,4,5,1,1,2,95,171,878,93,,,,7134,19,6997,19,,38,287,12,5,46
88WN01239, 88199391,88,19,S9391,1,12,07,841,1,1,1,1,4.0,4,4,1,108,113,7,137,70,498,10, 3, 9, 8, 33,145,3,4,2,1,1,127,143,1022,93,,,,6930,19,6081,19,,73,409,12,3,79
88WN01240, 88199392,88,19,S9392,1,12,07,871,2,2,5,5,6.0,6,4,1,108,113,33,125,62,438,10, 3,10, 8, 29,145,3,4,1,1,4,131,167,976,93,19,,,7341,19,4440,19,,65,482,12,3,72
88WN01241, 88199393,88,19,S9393,1,12,07,871,2,2,5,5,6.0,6,4,1,108,113,13,115,66,482, 8, 3, 9, 8, 33,129,2,3,1,1,4,148,167,976,,19,,,7341,19,4440,19,,69,526,12,1,75
88WN01242, 88199394,88,19,S9394,1,18,07,  4,1,1,1,1,1.0,1,1,1,109,112,8,103,80,622, 8, 3, 9, 7, 31,203,3,4,2,1,3,138,164,947,93,,,,8162,19,7864,19,,85,530,18,3,91
88WN01243, 88199395,88,19,S9395,2,11,07,  4,1,1,1,1,1.0,1,1,4,109,108,13,95,49,366,,,,,,,,,,1,,0,164,925,93,,,7,8162,19,7776,19,,53,444,11,3,58
88WN01244, 88199396,88,19,S9396,3,13,07,  4,1,1,1,1,1.0,1,1,4,109,108,13,129,55,390,,,,,,,,,,1,,0,164,933,93,,,7,8162,19,8416,19,,60,447,13,3,68
88WN01245, 88199397,88,19,S9397,1,12,07,941,1,1,1,1,7.0,7,5,1,109,112,35,119,68,501,10, 4, 9, 8, 31,180,2,3,1,1,4,121,157,571,,19,,,7092,19,3386,19,,72,428,12,W,78
88WN01246, 88199398,88,19,S9398,1,12,07,811,1,1,1,1,4.0,4,4,1,109,112,17,152,92,686, 9, 5, 6, 6, 40,220,3,4,2,1,1,146,131,805,,,,,7021,19,6095,19,,97,598,12,1,101
88WN01247, 88199399,88,19,S9399,2,13,07,134,1,1,1,1,2.0,2,2,1,109,112,15,101,72,553, 7, 3, 9, 7, 50,,4,5,1,1,1,157,171,871,,,,,7826,19,7101,19,,76,543,13,1,81
88WN01248, 88199400,88,19,S9400,2,12,07,931,2,1,3,2,4.0,4,4,4,109,108,14,89,60,473,,,,,,,,,,1,,0,181,958,,,,7,7557,19,5865,19,,66,501,12,1,70
88WN01249, 88199402,88,19,S9402,1,11,07,  4,1,1,1,1,1.0,1,1,1,110,111,12,112,78,602,10, 3, 9, 8, 34,217,3,4,2,1,2,133,164,945,93,,,,8162,19,8036,19,,83,516,11,3,91
88WN01250, 88199403,88,19,S9403,1,18,07,  3,1,1,1,1,1.0,1,1,1,110,111,18,99,63,478,10, 3, 9, 9, 23,126,3,4,1,1,2,114,164,917,93,,,,6934,19,7885,19,,67,398,12,3,75
88WN01251, 88199406,88,19,S9406,2,12,07,901,1,1,1,1,2.0,2,2,1,110,111,7,125,70,518, 9, 8, 8, 7, 42,,2,3,1,1,1,121,154,894,,,,,7399,19,7207,19,,75,509,12,1,74
88WN01252, 88199407,88,19,S9407,1,12,07,921,2,2,5,4,9.0,9,5,1,110,111,7,99,59,442, 9, 3,10, 8, 33,139,3,4,6,1,1,135,174,1000,93,26,,,7424,19,2019,19,,63,469,12,3,68
88WN01253, 88199408,88,19,S9408,2,12,07,921,2,2,5,6,9.0,9,5,1,110,111,1,80,45,333, 9, 3,11,10, 32,,4,5,1,1,1,131,174,1000,93,,,,7424,19,2019,19,,48,420,12,3,56
88WN01254, 88199409,88,19,S9409,2,12,07,931,2,2,5,6,7.0,7,5,1,110,111,37,90,50,369, 7, 3,10, 8, 35,,3,4,1,1,1,141,157,853,92,,266,,7557,19,3522,19,,53,456,12,2,61
88WN01255, 88199410,88,19,S9410,2,12,07,931,2,2,5,4,7.0,7,5,1,110,111,16,108,46,317, 8, 3,10, 9, 36,,5,6,1,1,1,130,157,853,92,00,266,,7557,19,3522,19,,49,388,12,2,52
88WN01256, 88199411,88,19,S9411,3,18,07,  1,1,1,1,1,1.0,1,1,4,110,107,15,118,63,479,,,,,,,,,,1,,0,164,951,93,,,7,7214,19,8128,19,,69,546,12,4,
88WN01257, 88199412,88,19,S9412,2,18,07,  6,1,1,1,1,1.0,1,1,1,111,110,18,87,48,357,12, 3, 9, 8, 40,,4,5,1,1,1,102,164,893,92,,266,,8006,19,8281,19,,52,333,12,2,58
88WN01258, 88199413,88,19,S9413,2,13,07,131,2,2,5,5,6.0,6,4,1,111,110,35,120,62,455, 8, 3, 9, 8, 37,,5,6,1,1,1,149,177,1105,15,,267,,8311,19,4220,19,,67,539,13,6,74
88WN01259, 88199414,88,19,S9414,1,13,07,131,2,2,5,5,6.0,6,4,1,111,110,35,135,74,550, 6, 3, 9, 9, 38,227,4,5,1,1,1,174,177,1105,93,,,,8311,19,4220,19,,80,596,13,3,83
88WN01260, 88199417,88,19,S9417,1,13,07,  3,2,1,3,2,1.0,1,1,1,112,109,19,87,67,535, 7, 3,10, 8, 28,174,5,6,1,3,1,147,174,927,93,,,,6934,19,8048,19,,73,535,13,3,80
88WN01261, 88199419,88,19,S9419,2,18,07,  6,1,1,1,1,1.0,1,1,2,112,117,6,80,72,547, 8, 3, 8, 7, 38,,2,3,1,1,1,133,164,923,,,,,8006,19,7827,19,,74,481,18,1,77
88WN01262, 88199420,88,19,S9420,1,18,07,  3,1,1,1,1,1.0,1,1,2,112,116,3,100,76,569,10, 3, 9, 8, 35,190,3,4,1,1,1,124,164,927,93,,,,6934,19,8197,19,,78,447,12,3,78
88WN01263, 88199421,88,19,S9421,1,12,07,871,1,1,1,1,8.0,8,5,2,112,116,3,103,74,549, 9, 3, 9, 7, 32,151,2,3,2,1,4,129,126,699,,19,,,7341,19,2825,19,,76,437,12,1,79
88WN01264, 88199422,88,19,S9422,2,11,07,  2,2,1,3,2,1.0,1,1,4,112,105,14,72,62,522,,,,,,,,,,1,,0,174,955,,,,7,7289,19,8312,19,,70,616,11,1,75
88WN01265, 88199424,88,19,S9424,2,12,07,901,2,1,3,2,6.0,6,4,1,112,109,5,112,70,539, 8, 4, 9, 8, 39,,3,5,1,1,1,148,157,742,,,,,7399,19,4529,19,,76,564,12,1,81
88WN01266, 88199426,88,19,S9426,3,13,07,  4,2,1,3,2,1.0,1,1,4,113,104,12,76,57,475,,,,,,,,,,1,,0,174,939,93,,,7,8162,19,7975,19,,65,555,13,4,
88WN01267, 88199428,88,19,S9428,2,13,07,  1,1,1,1,1,1.0,1,1,2,113,116,10,109,86,647, 9, 4, 8, 6, 43,,2,3,1,1,1,141,164,953,,,,,7214,19,8395,19,,89,587,13,1,93
88WN01268, 88199429,88,19,S9429,2,18,07,  1,1,1,1,1,1.0,1,1,2,113,116,1,99,66,484, 9, 3, 9, 8, 37,,2,3,1,1,1,124,164,911,,,,,7214,19,8553,19,,68,414,18,1,72
88WN01269, 88199430,88,19,S9430,2,11,07,  6,1,1,1,1,1.0,1,1,2,113,116,7,89,77,587, 9, 3, 8, 6, 49,,5,6,2,1,1,139,164,935,,,,,8006,19,7848,19,,79,523,11,1,79
88WN01270, 88199431,88,19,S9431,2,11,07,  3,1,1,1,1,1.0,1,1,2,114,115,11,135,87,639, 8, 3, 8, 7, 36,,3,4,1,1,1,149,164,957,15,,267,,6934,19,7903,19,,90,581,11,6,95
88WN01271, 88199433,88,19,S9433,2,18,07,  2,1,1,1,1,1.0,1,1,2,114,115,6,99,71,531, 7, 3,10, 7, 30,,3,4,1,1,1,133,164,923,,,,,7289,19,8127,19,,74,468,12,1,75
88WN01272, 88199434,88,19,S9434,3,13,07,  6,2,1,3,2,1.0,1,1,4,114,103,13,73,52,434,,,,,,,,,,1,,0,174,931,93,,,7,8006,19,8272,19,,59,519,13,4,
88WN01273, 88199436,88,19,S9436,1,18,07,  4,1,1,1,1,1.0,1,1,2,115,113,10,99,77,594,10, 3, 8, 7, 38,225,5,6,2,1,1,128,164,935,93,,,,8162,19,7846,19,,81,484,12,3,83
88WN01274, 88199437,88,19,S9437,2,18,07,  4,1,1,2,1,1.0,1,1,9,116,102,6,76,32,239,10, 2,11,10, 35,,6,7,3,1,1,133,164,833,93,45,235,,8162,19,8375,19,,36,399,12,9,
88WN01275, 88199439,88,19,S9439,1,13,07,  1,2,1,3,2,1.0,1,1,2,116,112,1,73,47,354,10, 4,11, 9, 25,106,3,4,1,1,1,102,174,873,93,,,,7214,19,8425,19,,50,311,13,5,51
88WN01276, 88199441,88,19,S9441,2,11,07,  1,1,1,1,1,1.0,1,1,2,116,113,13,100,68,513, 9, 3, 8, 8, 35,,2,3,1,1,1,129,164,921,,,,,7214,19,7836,19,,72,460,11,1,75
88WN01277, 88199442,88,19,S9442,2,13,07,  3,2,2,5,6,1.0,1,1,2,116,113,1,70,68,540,10, 3,10, 7, 23,,2,4,1,1,1,125,174,1007,,,,,6934,19,7839,19,,72,573,13,1,78
88WN01278, 88199443,88,19,S9443,1,13,07,  3,2,2,5,4,1.0,1,1,2,116,112,9,86,43,307,13, 3,12,11, 26,100,5,6,3,1,1,99,174,1007,93,,,,6934,19,7839,19,,45,337,13,5,48
88WN01279, 88199444,88,19,S9444,2,18,07,  6,1,1,1,1,1.0,1,1,2,117,112,3,109,73,554, 8, 3, 8, 6, 40,,4,5,2,1,1,136,164,931,,,,7,8006,19,7880,19,,77,492,12,1,75
88WN01280, 88199445,88,19,S9445,1,18,07,  2,1,1,1,1,1.0,1,1,2,117,111,1,85,68,536,13, 3,10, 8, 33,158,3,4,1,1,1,103,164,917,93,,,,7289,19,8502,19,,73,419,18,3,72
88WN01281, 88199446,88,19,S9446,1,18,07,  2,1,1,1,1,1.0,1,1,3,118,106,20,103,75,610,10, 2, 8, 7, 35,191,4,5,1,1,1,135,164,953,93,,,,7289,19,8093,19,,84,560,18,3,84
88WN01282, 88199447,88,19,S9447,2,11,07,  4,1,1,1,1,1.0,1,1,3,118,106,20,100,48,358,10, 3,10, 8, 39,,2,3,3,1,1,114,164,903,92,,266,,8162,19,8434,19,,53,362,11,2,55
88WN01283, 88199448,88,19,S9448,1,13,07,  4,1,1,1,1,1.0,1,1,3,118,106,21,95,44,325, 9, 2,10, 9, 33,,2,3,2,1,1,114,164,891,97,66,227,,8162,19,8215,19,,49,276,13,9,
88WN01284, 88199449,88,19,S9449,2,11,07,  6,1,1,1,1,1.0,1,1,2,118,111,6,89,74,586,10, 3, 8, 6, 36,,5,6,1,1,1,125,164,857,,,,7,8006,19,8225,19,,79,528,11,1,78
88WN01285, 88199450,88,19,S9450,3,11,07,  2,1,1,1,1,1.0,1,1,4,119,98,13,115,64,536,,,,,,,,,,1,,0,164,961,93,,,7,7289,19,8032,19,,76,595,11,4,
88WN01286, 88199451,88,19,S9451,3,13,07,  2,1,1,1,1,1.0,1,1,4,119,98,15,65,47,413,,,,,,,,,,1,,0,164,929,93,,,7,7289,19,8117,19,,56,482,13,3,62
88WN01287, 88199452,88,19,S9452,1,13,07,  6,1,1,1,1,1.0,1,1,2,119,109,14,83,61,483, 7, 3,10, 8, 43,140,5,6,2,1,1,137,164,909,93,,,,8006,19,8104,19,,66,382,13,3,66
88WN01288, 88199453,88,19,S9453,3,18,07,  4,1,1,1,1,1.0,1,1,4,120,97,14,114,56,460,,,,,,,,,,1,,0,164,947,93,,,7,8162,19,8510,19,,67,524,12,4,
88WN01289, 88199454,88,19,S9454,1,11,07,  6,1,1,1,1,1.0,1,1,3,124,100,17,106,65,544, 8, 3, 9, 8, 36,171,3,4,2,1,2,138,164,939,93,87,,,8006,19,8282,19,,76,499,11,3,76
88WN01290, 88199455,88,19,S9455,2,13,07,  4,2,1,3,2,1.0,1,1,3,126,98,19,100,58,490, 5, 3, 9, 7, 31,,4,5,5,3,1,149,174,1001,93,26,,,8162,19,8216,19,,69,528,13,3,68
88WN01291, 88199456,88,19,S9456,2,13,07,  4,2,1,4,2,1.0,1,1,9,126,92,6,70,36,315, 9, 3,12,11, 21,,4,6,5,1,1,133,174,1001,93,26,235,,8162,19,8216,19,,45,494,13,9,
88WN01292, 88199460,88,19,S9460,2,18,07,  1,1,1,2,1,1.0,1,1,9,130,88,4,84,30,245, 9, 3,14,12, 24,,4,6,5,1,1,140,164,841,93,26,235,7,7214,19,8176,19,,38,453,12,9,
88WN01293, 88199461,88,19,S9461,2,13,07,  6,1,1,1,1,1.0,1,1,3,131,93,26,84,44,383, 9, 2,10, 9, 35,,5,6,1,1,1,128,164,913,92,00,266,7,8006,19,8204,19,,54,412,13,2,55
88WN01294, 88199462,88,19,S9462,2,18,07,  1,1,1,1,1,1.0,1,1,3,134,90,2,93,49,441,10, 3,10, 9, 30,,4,5,1,1,1,118,164,919,92,,266,7,7214,19,8472,19,,62,448,12,2,62
88WN01295, 88199463,88,19,S9463,1,18,07,  4,1,1,1,1,1.0,1,1,3,137,87,20,102,49,446,10, 3,11, 9, 37,114,4,5,2,1,1,125,164,925,93,,,,8162,19,7947,19,,64,423,12,5,57
88WN01296, 88199464,88,19,S9464,2,18,07,  6,1,1,1,1,1.0,1,1,3,141,83,21,99,44,411, 8, 2,10, 9, 32,,4,5,1,1,1,136,164,923,92,00,266,,8006,19,8171,19,,59,449,12,2,52
88WN01297, 88439395,88,43,T9395,2,41,02,  7,1,1,1,1,1.0,1,1,2,94,135,16,86,79,521, 8, 4, 7, 6, 48,,2,3,1,3,1,131,154,899,93,06,,,8748,43,8534,43,,71,441,41,3,84
88WN01298, 88439397,88,43,T9397,1,41,02,  2,1,1,1,1,1.0,1,1,2,95,133,2,115,93,613, 8, 3, 8, 6, 50,237,2,3,1,1,1,146,154,921,93,84,,,7778,43,9053,43,,85,466,41,3,96
88WN01299, 88439398,88,43,T9398,2,41,02,  7,1,1,1,1,1.0,1,1,2,95,134,4,128,92,591, 8, 3, 7, 6, 47,,3,4,1,1,1,146,154,923,,,,,8748,43,8889,43,,84,499,41,1,92
88WN01300, 88439399,88,43,T9399,1,48,02,  4,2,1,3,2,1.0,1,1,3,98,126,6,34,44,322, 7, 3,10, 8, 42,136,6,7,6,1,2,120,164,843,93,45,,,7931,43,8574,43,,42,305,42,5,47
88WN01301, 88439400,88,43,T9400,3,43,02,  1,1,1,1,1,1.0,1,1,4,99,118,13,112,62,431,,,,,,,,,,1,,0,154,917,93,,,7,7032,43,8708,43,,63,486,43,4,
88WN01302, 88439401,88,43,T9401,1,41,02,411,1,1,1,1,2.0,2,2,6,99,119,12,94,106,812,,,,,,,,,,1,3,0,153,799,,,,7,8666,43,7695,43,,107,653,41,1,124
88WN01303, 88439402,88,43,T9402,3,41,02,  4,1,1,1,1,1.0,1,1,4,99,118,16,85,60,436,,,,,,,,,,1,,0,154,917,93,,,7,7931,43,8671,43,,61,506,41,4,
88WN01304, 88439403,88,43,T9403,1,41,02,411,2,2,5,5,6.0,6,4,3,100,124,16,103,79,554, 9, 2, 7, 6, 50,220,5,6,1,1,1,150,155,918,,,,,8666,43,5216,43,,77,559,41,1,88
