UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,SIRE,LBRD,ADG,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
54WN01311,54,1,8136,4,65,282,6938,4,40,,3,2,72,132,1,6,06,1,87,09,03,06,08,037,9,2,3,2,30,,,,,40,571,3,3,,5,4,1,169,116,,3,10,0,2
54WN01312,54,2,8138,4,65,302,5850,4,40,,1,3,72,132,1,1,05,1,94,06,03,04,05,046,11,4,5,2,28,,,2,,40,624,1,1,62,5,,1,183,116,,1,,0,3
54WN01313,54,1,8139,4,62,312,5759,4,40,,5,4,72,132,1,1,06,1,76,07,04,07,08,035,11,2,3,2,27,,,,,40,488,5,2,,5,1,1,163,116,,3,10,0,4
54WN01314,54,1,8140,4,62,312,5759,4,40,,5,4,72,132,1,2,08,1,76,06,03,07,08,042,9,4,5,2,28,,,,,40,505,5,2,,5,1,1,176,94,,3,10,0,4
54WN01315,54,2,8141,4,62,252,5573,4,40,,5,4,72,132,1,1,07,1,72,09,03,07,08,038,10,2,3,2,28,,,1,,40,461,5,2,61,5,,1,159,112,,1,,0,4
54WN01316,54,1,8142,4,62,252,5573,4,40,,5,4,72,132,1,4,07,1,88,13,03,05,04,038,10,2,3,2,28,,,,,40,586,5,2,,5,3,1,140,106,,3,12,0,4
54WN01317,54,1,8144,4,62,382,4226,4,40,,3,6,72,132,1,5,07,1,86,08,05,05,04,043,11,2,3,2,34,,,,,40,573,3,3,,5,5,1,152,104,,3,36,0,4
54WN01318,54,2,8145,4,65,342,5939,4,40,,1,3,72,132,1,1,05,1,71,09,03,05,06,045,10,2,3,2,31,,,1,,40,459,1,1,62,5,,1,147,104,,1,,0,3
54WN01319,54,2,8146,4,62,352,4924,4,40,,1,5,72,132,2,1,05,1,84,09,03,04,05,051,9,4,4,1,30,,,,,40,552,1,1,,5,,1,162,112,1,3,01,0,4
54WN01320,54,2,8147,4,65,382,6421,4,40,,5,3,72,132,1,4,07,1,75,08,03,06,06,041,10,2,3,2,31,,,2,,40,500,5,2,62,5,,1,163,90,,1,,0,3
54WN01321,54,2,8148,4,65,382,6421,4,40,,5,3,72,132,1,1,07,1,77,07,03,05,06,043,12,2,3,2,34,,,2,,40,520,5,2,62,5,,1,172,84,,1,,0,3
54WN01322,54,1,8152,4,62,292,4155,4,40,,5,6,71,131,1,1,06,1,81,09,03,06,06,036,11,2,3,2,32,,,,,40,545,5,2,61,5,5,1,157,96,,1,,0,4
54WN01323,54,2,8153,4,62,292,4155,4,40,,5,6,71,131,1,1,07,1,81,06,03,05,06,038,10,3,4,2,34,,,1,,40,539,5,2,61,5,,1,178,104,,1,,0,4
54WN01324,54,2,8154,4,65,282,5814,4,40,,5,3,71,131,1,1,07,3,72,12,03,07,07,039,11,2,3,2,28,,,,,40,470,5,2,,5,,1,142,104,,3,35,0,3
54WN01325,54,1,8155,4,65,282,5814,4,40,,5,3,71,131,1,4,06,1,75,12,03,08,09,037,9,2,3,2,27,,,,,40,493,5,2,,5,2,1,145,104,,3,10,0,3
54WN01326,54,1,8156,4,65,362,6525,4,40,,1,3,71,131,1,2,07,1,87,09,03,06,07,034,11,2,3,2,29,,,,,40,589,1,1,,5,4,1,155,98,,3,27,0,3
54WN01327,54,2,8157,4,65,352,6757,4,40,,1,2,71,131,1,3,06,1,68,11,03,07,09,043,10,2,3,2,31,,,,,40,452,1,1,,5,,1,148,88,,7,,0,2
54WN01328,54,1,8158,4,62,312,4937,4,40,,5,5,71,131,1,4,06,1,89,06,03,04,04,044,11,3,4,2,31,,,,,40,602,5,2,61,5,5,1,180,102,,1,,0,4
54WN01329,54,1,8159,4,62,312,4937,4,40,,5,5,71,131,1,1,08,1,85,06,06,05,06,035,9,3,4,2,32,,,,,40,585,5,2,,5,3,1,164,84,,3,10,0,4
54WN01330,54,1,8160,4,62,242,6282,4,40,,5,3,70,130,1,5,06,1,79,07,03,06,06,040,10,3,4,2,32,,,,,40,542,5,2,,5,5,1,169,86,,3,36,0,3
54WN01331,54,1,8161,4,62,242,6282,4,40,,5,3,70,130,1,2,09,1,74,08,03,05,07,038,10,2,3,2,33,,,,,40,505,5,2,61,5,3,1,160,84,,1,,0,3
54WN01332,54,1,8162,4,65,242,6074,4,40,,5,3,70,130,1,1,09,1,86,12,03,05,07,039,9,2,3,2,34,,,,,40,586,5,2,,5,3,1,153,98,,3,12,0,3
54WN01333,54,2,8163,4,65,242,6074,4,40,,5,3,70,130,1,1,05,1,75,07,03,05,06,044,10,3,4,2,32,,,1,,40,500,5,2,62,5,,1,171,100,,1,,0,3
54WN01334,54,1,8164,4,62,212,4133,4,40,,3,6,70,130,1,1,08,1,85,11,04,06,07,041,11,2,3,2,32,,,,,40,575,3,3,,5,3,1,148,102,,3,10,0,4
54WN01335,54,1,8166,4,62,222,1332,5,48,,5,7,70,130,1,1,07,1,76,15,06,09,07,037,9,2,3,2,30,,,,,40,509,5,2,,5,2,1,116,98,,3,12,0,5
54WN01336,54,2,8167,4,62,222,1332,5,48,,5,7,70,130,1,1,05,1,85,08,04,04,05,036,12,2,3,2,35,,,2,,40,572,5,2,61,5,,1,164,106,,1,,0,5
54WN01337,54,1,8169,4,65,262,6056,4,40,,3,3,70,130,1,1,07,1,67,13,03,08,09,037,9,2,3,2,34,,,,,40,446,3,3,,5,1,1,126,90,,3,50,0,3
54WN01338,54,1,8170,4,62,282,5245,4,40,,5,4,70,130,1,1,07,1,76,09,04,07,08,041,11,2,3,2,35,,,,,40,492,5,2,,5,2,1,158,120,,3,10,0,4
54WN01339,54,2,8171,4,62,282,5245,4,40,,5,4,70,130,1,1,04,1,71,13,03,06,07,041,12,2,2,1,28,,,,,40,477,5,2,,5,,1,138,90,,2,10,0,4
54WN01340,54,1,8172,4,62,202,5787,4,40,,5,4,70,130,1,4,05,1,76,09,05,07,08,047,10,4,5,2,33,,,,,40,500,5,2,,5,4,1,159,110,,3,76,0,4
54WN01341,54,1,8173,4,62,202,5787,4,40,,5,4,70,130,1,4,06,1,61,11,03,08,12,041,11,3,4,2,28,,,,,40,398,5,2,,5,1,1,148,92,,3,50,0,4
54WN01342,54,2,8175,4,65,282,6252,4,40,,3,3,69,129,1,1,05,1,70,12,03,07,08,037,10,2,3,2,27,,,1,,40,471,3,3,62,5,,1,136,92,,1,,0,3
54WN01343,54,1,8176,4,65,372,7031,4,40,,1,2,69,129,1,2,06,1,73,08,03,06,08,046,12,2,3,2,33,,,,,40,498,1,1,62,5,2,1,165,88,,1,,0,2
54WN01344,54,1,8177,4,62,222,0996,5,48,,3,8,69,129,1,1,07,1,87,10,05,07,04,039,11,3,3,1,36,,,,,40,605,3,3,,5,5,1,143,90,,7,,0,5
54WN01345,54,2,8179,4,62,362,5753,4,40,,1,4,69,129,1,1,07,1,77,07,03,06,05,043,10,3,4,2,32,,,2,,40,533,1,1,61,5,,1,161,82,,1,,0,4
54WN01346,54,2,8180,4,65,362,6151,4,40,,1,3,69,129,1,1,05,1,77,10,03,05,05,048,10,2,3,2,32,,,1,,40,526,1,1,62,5,,1,150,92,,1,,0,3
54WN01347,54,1,8181,4,65,252,6496,4,40,,3,3,69,129,1,5,07,1,86,10,04,07,05,038,10,2,3,2,26,,,,,40,605,3,3,,5,3,1,147,80,,3,36,0,3
54WN01348,54,2,8182,4,65,312,6740,4,40,,1,2,71,131,1,1,09,1,77,07,03,07,07,043,11,3,4,2,27,,,2,,40,519,1,1,62,5,,5,163,90,,1,,0,2
54WN01349,54,2,8183,4,65,212,6697,4,40,,1,2,69,129,1,1,07,1,74,11,03,05,06,043,12,4,4,1,33,,,1,,40,501,1,1,62,5,,1,147,94,,1,,0,2
54WN01350,54,2,8184,4,65,292,7025,4,40,,5,2,69,129,1,1,05,1,62,13,04,08,08,030,11,1,2,2,33,,,,,40,420,5,2,,5,,1,128,78,,2,12,0,2
54WN01351,54,2,8185,4,65,292,7025,4,40,,5,2,69,129,1,1,06,3,59,13,03,07,08,035,11,3,4,2,33,,,,,40,394,5,2,,5,,1,132,82,,2,12,0,2
54WN01352,54,1,8186,4,65,302,6178,4,40,,1,3,69,129,1,7,05,1,80,10,03,05,08,058,9,3,4,2,31,,,,,40,535,1,1,,5,5,1,164,110,,3,37,0,3
54WN01353,54,1,8187,4,65,372,6682,4,40,,1,2,69,129,1,4,07,1,93,08,03,05,09,047,9,2,3,2,30,,,,,40,626,1,1,,5,3,1,188,122,,2,17,0,2
54WN01354,54,1,8188,4,65,362,6621,4,40,,5,3,68,128,1,4,05,1,67,11,03,07,09,037,10,3,4,2,34,,,,,40,458,5,2,,5,2,1,144,84,,3,36,0,3
54WN01355,54,1,8189,4,65,362,6621,4,40,,5,3,68,128,1,4,07,2,84,12,03,06,08,048,10,3,4,2,26,,,,,40,597,5,2,62,5,4,1,161,76,,1,,0,3
54WN01356,54,1,8190,4,65,232,6783,4,40,,1,2,68,128,1,1,07,1,90,08,03,05,08,039,10,3,4,2,36,,,,,40,611,1,1,,5,3,1,177,118,,2,10,0,2
54WN01357,54,2,8191,4,65,282,6797,4,40,,3,2,68,128,1,1,06,1,69,09,03,06,06,039,9,3,4,2,31,,,1,,40,477,3,3,62,5,,1,153,80,,1,,0,2
54WN01358,54,2,8193,4,65,262,6316,4,40,,3,3,68,128,1,1,07,1,84,08,03,05,04,036,13,2,3,2,31,,,2,,40,572,3,3,62,5,,1,159,108,,1,,0,3
54WN01359,54,2,8194,4,65,262,6316,4,40,,4,3,68,128,1,3,06,1,76,11,03,06,09,036,13,2,3,2,29,,,,,40,511,3,3,,5,,1,150,106,,2,12,0,3
54WN01360,54,1,8197,4,62,202,5554,4,40,,1,4,68,128,1,1,06,1,93,07,05,06,06,044,9,3,4,2,30,,,,,40,641,1,1,,5,5,1,170,110,,6,,0,4
54WN01361,54,1,8198,4,65,212,6947,4,40,,1,2,68,128,2,2,06,1,78,14,04,07,07,050,10,4,5,2,31,,,,,40,522,1,1,,5,5,1,137,112,1,3,01,0,2
54WN01362,54,2,8199,4,65,382,6411,4,40,,1,3,68,128,1,1,05,1,75,14,07,06,05,043,10,3,4,2,29,,,,,40,502,1,1,,5,,1,110,108,2,2,10,0,3
54WN01363,54,1,8200,4,65,202,6707,4,40,,1,2,68,128,1,1,07,1,66,09,03,07,09,040,10,2,2,1,29,,,,,40,423,1,1,62,5,2,1,152,118,,1,,0,2
54WN01364,54,1,8201,4,65,382,6524,4,40,,1,3,67,127,1,2,05,1,76,15,04,06,09,043,9,3,4,2,29,,,,,40,498,1,1,,5,1,1,124,128,,3,12,0,3
54WN01365,54,2,8202,4,65,382,6065,4,40,,1,3,67,127,1,1,05,1,77,09,03,04,04,046,10,3,3,1,34,,,1,,40,513,1,1,62,5,,1,152,118,,1,,0,3
54WN01366,54,1,8203,4,62,272,5212,4,40,,5,4,67,127,1,7,06,1,75,08,03,08,09,054,9,5,6,2,32,,,,,40,499,5,2,,5,4,1,180,116,,3,10,0,4
54WN01367,54,1,8204,4,62,272,5212,4,40,,5,4,67,127,1,6,07,1,80,07,03,07,07,043,10,2,3,2,35,,,,,40,532,5,2,,5,4,1,176,124,,3,10,0,4
54WN01368,54,1,8205,4,65,282,6794,4,40,,3,2,67,127,1,1,08,1,59,09,03,07,11,042,11,2,3,2,27,,,,,40,384,3,3,62,5,1,1,155,102,,1,,0,2
54WN01369,54,1,8206,4,65,352,6887,4,40,,1,2,69,129,1,4,05,1,66,09,05,08,11,044,10,4,5,2,32,,,,,40,422,1,1,,5,2,5,143,116,,3,56,0,2
54WN01370,54,1,8208,4,62,342,4118,4,40,,3,6,67,127,1,4,08,3,76,11,03,10,09,043,11,4,4,1,36,,,,,40,531,3,3,,5,4,1,152,86,,3,57,0,4
54WN01371,54,2,8210,4,62,262,5517,4,40,,1,4,66,126,1,1,05,3,77,09,04,04,04,042,10,2,3,2,37,,,1,,40,544,1,1,61,5,,1,146,84,,1,,0,4
54WN01372,54,1,8211,4,65,352,5974,4,40,,5,3,66,126,1,4,09,1,78,09,03,05,08,047,9,4,4,1,30,,,,,40,533,5,2,62,5,5,1,170,108,,1,,0,3
54WN01373,54,2,8212,4,65,352,5974,4,40,,5,3,66,126,1,1,07,1,59,09,03,08,09,045,9,2,2,1,32,,,1,,40,389,5,2,62,5,,1,157,100,,1,,0,3
54WN01374,54,1,8213,4,62,332,5568,4,40,,5,4,66,126,1,4,05,1,62,12,03,08,09,034,10,2,3,2,35,,,,,40,427,5,2,,5,1,1,133,82,,3,10,0,4
54WN01375,54,2,8214,4,62,332,5568,4,40,,5,4,66,126,1,1,06,1,68,10,04,06,06,032,10,2,2,1,28,,,,,40,479,5,2,,5,,1,140,76,,2,13,0,4
54WN01376,54,1,8215,4,65,352,6078,4,40,,5,3,66,126,1,5,08,1,66,09,03,08,10,041,10,2,3,2,35,,,,,40,448,5,2,,5,1,1,160,96,,3,36,0,3
54WN01377,54,1,8216,4,65,352,6078,4,40,,5,3,66,126,1,2,05,1,77,10,03,06,09,046,10,3,4,2,34,,,,,40,529,5,2,,5,3,1,166,104,,3,10,0,3
54WN01378,54,2,8217,4,65,332,6451,4,40,,1,3,66,126,1,1,06,1,82,07,03,06,05,047,10,2,3,2,29,,,1,,40,551,1,1,62,5,,1,171,126,,1,,0,3
54WN01379,54,1,8218,4,65,292,6434,4,40,,5,3,66,126,1,1,07,1,75,09,04,05,06,040,10,3,4,2,27,,,,,40,517,5,2,62,5,1,1,153,98,,1,,0,3
54WN01380,54,1,8219,4,65,292,6434,4,40,,5,3,66,126,1,5,09,1,55,14,03,10,10,033,10,2,3,2,30,,,,,40,370,5,2,,5,1,1,118,84,,3,36,0,3
54WN01381,54,2,8220,4,65,342,6750,4,40,,1,2,66,126,1,1,04,1,67,08,03,05,07,043,10,3,4,2,30,,,1,,40,457,1,1,62,5,,1,160,94,,1,,0,2
54WN01382,54,1,8221,4,65,202,6769,4,40,,1,2,66,126,1,4,07,1,80,10,05,07,08,037,10,2,3,2,27,,,,,40,541,1,1,,5,5,1,150,118,,3,13,0,2
54WN01383,54,2,8222,4,65,292,6915,4,40,,5,2,68,128,1,1,07,3,80,09,06,05,06,039,11,3,4,2,29,,,,,40,556,5,2,,5,,5,151,88,,3,35,0,2
54WN01384,54,1,8223,4,65,292,6915,4,40,,5,2,68,128,1,1,07,1,76,10,05,07,07,040,10,3,4,2,34,,,,,40,525,5,2,,5,3,5,145,88,,3,10,0,2
54WN01385,54,2,8225,4,65,212,6280,4,40,,3,3,66,126,4,1,06,1,83,06,03,05,05,045,12,2,3,2,31,,,,,40,573,3,3,,5,,1,178,108,,2,40,0,3
54WN01386,54,2,8226,4,65,282,6491,4,40,,1,3,66,126,1,1,05,1,78,14,06,05,05,033,13,2,2,1,35,,,,,40,530,1,1,,5,,1,111,112,,7,,0,3
54WN01387,54,2,8229,4,65,222,6375,4,40,,1,3,65,125,1,1,06,1,94,13,04,05,06,042,12,2,3,2,34,,,,,40,650,1,1,,5,,1,149,128,,2,12,0,3
54WN01388,54,2,8230,4,65,332,6139,4,40,,3,3,65,125,1,1,05,1,73,09,03,05,05,043,10,2,3,2,36,,,1,,40,523,3,3,62,5,,1,153,76,,1,,0,3
54WN01389,54,2,8236,4,65,372,6340,4,40,,3,3,65,125,1,1,06,1,80,10,03,04,06,045,11,3,4,2,30,,,2,,40,568,3,3,62,5,,1,159,90,,1,,0,3
54WN01390,54,1,8237,4,65,222,6584,4,40,,1,3,65,125,3,1,07,1,94,11,05,04,05,051,12,2,3,2,31,,,,,40,658,1,1,,5,2,1,155,118,,3,10,0,3
54WN01391,54,2,8238,4,65,262,6739,4,40,,7,2,65,125,1,1,05,3,61,11,04,08,08,039,10,2,3,2,36,,,,,40,438,7,3,,5,,1,139,62,,2,10,0,2
54WN01392,54,1,8240,4,65,262,6739,4,40,,8,2,65,125,1,4,10,1,76,09,03,06,09,045,11,2,2,1,31,,,,,40,552,7,3,,5,4,1,170,70,,3,10,0,2
54WN01393,54,2,8241,4,65,292,6795,4,40,,5,2,67,127,1,1,05,1,73,09,05,05,09,039,11,2,3,2,30,,,,,40,504,5,2,,5,,5,156,90,,2,13,0,2
54WN01394,54,1,8242,4,65,292,6795,4,40,,5,2,67,127,1,1,08,1,77,12,05,06,08,033,12,2,3,2,36,,,,,40,531,5,2,,5,3,5,134,96,3,5,03,0,2
54WN01395,54,2,8243,4,65,302,7044,4,40,,1,2,64,124,1,1,05,1,66,07,03,06,07,045,9,2,3,2,28,,,1,,40,466,1,1,62,5,,1,167,82,,1,,0,2
54WN01396,54,2,8244,4,65,372,6162,4,40,,1,3,64,124,1,1,07,1,77,09,03,06,05,045,11,3,3,1,35,,,1,,40,531,1,1,62,5,,1,156,112,,1,,0,3
54WN01397,54,2,8245,4,65,342,5904,4,40,,5,3,66,126,1,1,09,1,75,13,03,06,06,033,12,3,3,1,32,,,,,40,524,5,2,,5,,5,128,90,,2,10,0,3
54WN01398,54,2,8246,4,65,342,5904,4,40,,5,3,66,126,1,1,05,1,68,09,05,07,09,040,13,3,4,2,36,,,1,,40,473,5,2,62,5,,5,146,84,,1,,0,3
54WN01399,54,2,8247,4,62,252,1812,5,48,,1,2,66,126,1,1,07,1,84,13,03,06,05,035,10,3,4,2,27,,,1,,40,579,1,1,61,5,,5,132,110,,1,,0,2
54WN01400,54,2,8248,4,62,232,1821,5,48,,1,2,66,126,1,1,05,1,69,08,04,05,07,043,10,3,4,2,30,,,1,,40,476,1,1,61,5,,5,149,90,,1,,0,2
54WN01401,54,1,8249,4,65,342,6467,4,40,,1,3,66,126,1,4,08,1,106,08,05,06,06,037,9,2,3,2,29,,,,,40,749,1,1,,5,5,5,165,116,,2,17,0,3
54WN01402,54,2,8250,4,65,272,6565,4,40,,5,3,66,126,1,1,08,1,89,10,04,07,07,039,12,4,5,2,31,,,,,40,617,5,2,,5,,5,160,112,,2,10,0,3
54WN01403,54,2,8251,4,65,272,6565,4,40,,5,3,66,126,1,1,08,1,86,10,04,06,07,045,10,4,5,2,31,,,1,,40,587,5,2,62,5,,5,161,120,,1,,0,3
54WN01404,54,1,8252,4,65,332,5975,4,40,,5,3,65,125,1,7,09,1,95,07,07,06,07,037,10,3,4,2,30,,,,,40,662,5,2,,5,2,5,165,122,,3,10,0,3
54WN01405,54,1,8253,4,65,332,5975,4,40,,5,3,65,125,1,1,06,1,71,08,07,08,08,030,12,2,3,2,32,,,,,40,469,5,2,,5,1,5,134,124,,3,10,0,3
54WN01406,54,2,8254,4,65,212,6579,4,40,,1,3,63,123,4,1,05,1,77,08,03,04,06,047,11,3,4,2,31,,,,,40,540,1,1,,5,,1,165,106,,2,40,0,3
54WN01407,54,2,8255,4,65,232,6131,4,40,,1,3,63,123,1,1,05,1,83,09,03,05,04,045,9,3,4,2,35,,,1,,40,584,1,1,62,5,,1,160,112,,1,,0,3
54WN01408,54,2,8256,4,62,372,4034,4,40,,5,6,65,125,1,1,05,1,68,08,04,06,08,036,11,4,5,2,28,,,1,,40,458,5,2,61,5,,5,150,108,,1,,0,4
54WN01409,54,2,8257,4,62,372,4034,4,40,,5,6,65,125,1,1,06,1,79,08,05,07,07,046,5,3,4,2,30,,,1,,40,547,5,2,61,5,,5,162,106,,1,,0,4
54WN01410,54,1,8258,4,65,332,6510,4,40,,4,3,65,125,1,6,07,1,81,09,07,09,08,033,9,3,4,2,30,,,,,40,590,3,3,,5,2,5,135,72,,3,10,0,3
54WN01411,54,1,8259,4,65,332,6510,4,40,,3,3,65,125,1,2,05,1,94,08,04,05,05,045,11,3,4,2,35,,,,,40,680,3,3,62,5,5,5,163,90,,1,,0,3
54WN01412,54,1,8260,4,62,202,4740,4,40,,5,5,65,125,1,2,07,1,54,11,04,11,12,028,13,3,4,2,33,,,,,40,335,5,2,,5,1,5,123,121,,3,50,0,4
54WN01413,54,2,8261,4,62,202,4740,4,40,,5,5,65,125,1,1,05,1,56,09,05,10,10,030,12,3,3,1,28,,,,,40,375,5,2,,5,,5,131,91,,2,10,0,4
54WN01414,54,2,8262,4,65,342,6127,4,40,,1,3,63,123,1,1,05,1,77,10,03,06,07,041,10,4,5,2,35,,,1,,40,528,1,1,62,5,,1,154,120,,1,,0,3
54WN01415,54,2,8263,4,17,172,5471,4,40,05,1,4,65,125,3,1,07,1,89,08,04,05,06,045,10,3,4,2,37,,,,,40,638,1,1,,1,,5,164,92,,2,40,0,4
54WN01416,54,1,8264,4,62,352,4359,4,40,,1,6,65,125,1,1,05,1,94,14,04,06,06,039,11,3,4,2,29,,,,,40,663,1,1,,5,2,5,129,111,,3,12,0,4
54WN01417,54,2,8265,4,62,212,3488,4,40,,5,8,64,124,1,1,07,1,61,09,05,07,11,039,11,2,3,2,30,,,,,40,426,5,2,,5,,5,145,82,,2,10,0,5
54WN01418,54,1,8266,4,62,212,3488,4,40,,5,8,64,124,1,4,13,1,63,08,03,07,09,040,9,3,4,2,36,,,,,40,435,5,2,61,5,1,5,151,90,,1,,0,5
54WN01419,54,1,8267,4,04,042,6638,4,40,28,1,3,62,122,1,4,05,1,90,10,03,04,06,040,10,3,3,1,38,2,6,,,40,643,1,1,04,1,3,1,167,116,,1,,0,3
54WN01420,54,1,8268,4,65,342,6159,4,40,,1,3,62,122,1,5,06,1,87,10,07,06,05,042,9,3,3,1,38,,,,,40,598,1,1,,5,5,1,141,140,,3,12,0,3
54WN01421,54,1,8269,4,16,162,6005,4,40,19,1,3,64,124,1,4,06,1,83,08,03,07,07,037,11,3,4,2,32,2,8,,,40,597,1,1,16,1,2,5,159,90,,1,,0,3
54WN01422,54,1,8270,4,73,057,4251,4,40,,1,6,64,124,1,4,05,2,108,09,04,04,06,050,10,3,4,2,30,,,,,40,768,1,1,,9,5,5,176,128,,2,36,0,4
54WN01423,54,1,8271,4,65,302,6317,4,40,,1,3,64,124,1,2,05,1,89,07,03,04,06,044,9,3,4,2,28,,,,,40,624,1,1,62,5,4,5,167,116,,1,,0,3
54WN01424,54,2,8272,4,65,242,6893,4,40,,1,2,64,124,1,1,05,1,61,12,03,09,09,035,12,3,4,2,32,,,1,,40,418,1,1,62,5,,5,126,92,,1,,0,2
54WN01425,54,1,8273,4,73,057,3836,4,40,,5,7,64,124,4,6,07,1,80,10,05,06,07,042,12,3,4,2,30,,,,,40,566,5,2,,9,2,5,146,98,,3,36,0,5
54WN01426,54,2,8274,4,73,057,3836,4,40,,5,7,64,124,1,1,04,1,66,14,03,07,09,049,12,4,5,2,30,,,,,40,463,5,2,,9,,5,134,86,,2,12,0,5
54WN01427,54,1,8275,4,62,302,4324,4,40,,3,6,64,124,1,1,06,1,98,07,03,04,06,050,9,3,4,2,37,,,,,40,694,3,3,61,5,5,5,183,120,,1,,0,4
54WN01428,54,2,8277,4,65,242,6433,4,40,,5,3,63,123,1,1,10,1,69,05,03,06,08,028,14,2,3,2,28,,,,,40,498,5,2,,5,,5,165,78,,2,70,0,3
54WN01429,54,1,8278,4,65,242,6433,4,40,,5,3,63,123,1,1,09,1,92,09,05,06,08,040,10,3,4,2,26,,,,,40,657,5,2,62,5,5,5,165,112,,1,,0,3
54WN01430,54,1,8280,4,65,312,6972,4,40,,3,2,63,123,1,4,07,1,101,11,05,05,06,038,12,4,4,1,30,,,,,40,748,3,3,,5,5,5,157,90,,3,10,0,2
54WN01431,54,1,8281,4,04,042,6888,4,40,29,1,2,63,123,1,4,07,1,75,07,03,07,09,039,9,2,3,2,31,1,7,,,40,551,1,1,04,1,5,5,172,72,,1,,0,2
54WN01432,54,1,8282,4,65,232,6595,4,40,,1,3,63,123,1,1,05,1,82,09,05,06,06,041,10,4,4,1,31,,,,,40,587,1,1,62,5,2,5,141,98,,1,,0,3
54WN01433,54,2,8283,4,65,252,6866,4,40,,1,2,63,123,1,1,05,1,77,15,06,07,04,038,11,3,4,2,29,,,,,40,537,1,1,,5,,5,106,110,,2,10,0,2
54WN01434,54,2,8284,4,03,032,5287,4,40,44,3,4,63,123,1,1,07,1,73,07,03,06,05,044,12,3,4,2,37,2,2,1,,40,527,3,3,03,1,,5,167,82,,1,,0,4
54WN01435,54,1,8286,4,65,272,5978,4,40,,5,3,63,123,1,4,07,1,90,07,05,07,07,040,10,4,5,2,31,,,,,40,649,5,2,62,5,5,5,171,102,,1,,0,3
54WN01436,54,1,8287,4,65,272,5978,4,40,,5,3,63,123,1,7,07,1,82,08,04,07,08,041,10,3,3,1,28,,,,,40,582,5,2,,5,5,5,165,104,,3,10,0,3
54WN01437,54,1,8288,4,65,222,6526,4,40,,5,3,63,123,1,1,12,1,69,11,03,06,10,030,11,2,3,2,31,,,,,40,475,5,2,,5,2,5,138,106,,3,10,0,3
54WN01438,54,1,8289,4,65,222,6526,4,40,,5,3,63,123,1,4,06,1,98,14,04,07,06,034,11,2,3,2,28,,,,,40,709,5,2,,5,5,5,140,108,,3,10,0,3
54WN01439,54,1,8290,4,62,332,4691,4,40,,9,5,63,123,1,4,05,1,76,13,05,07,08,038,9,4,4,1,31,,,,,40,540,8,2,,5,5,5,128,96,,3,10,0,4
54WN01440,54,1,8292,4,62,332,4691,4,40,,9,5,63,123,1,7,07,3,64,08,04,08,10,038,11,3,4,2,30,,,,,40,437,8,2,,5,2,5,150,102,,3,10,0,4
54WN01441,54,1,8293,4,62,252,1387,5,48,,5,7,63,123,1,4,05,1,88,07,03,05,08,046,10,3,4,2,35,,,,,40,608,5,2,,5,3,5,183,132,,3,10,0,5
54WN01442,54,1,8294,4,62,252,1387,5,48,,5,7,63,123,1,2,11,1,96,10,04,07,07,044,10,2,3,2,34,,,,,40,688,5,2,,5,3,5,168,114,,3,10,0,5
54WN01443,54,1,8295,4,65,262,6195,4,40,,1,3,63,123,1,1,05,1,96,14,05,06,05,047,9,3,4,2,33,,,,,40,676,1,1,,5,2,5,131,128,,3,12,0,3
54WN01444,54,2,8299,4,03,032,6452,4,40,10,1,3,62,122,1,1,06,1,90,09,05,07,04,045,9,3,5,3,30,1,1,1,,40,648,1,1,03,1,,5,154,110,,1,,0,3
54WN01445,54,2,8301,4,62,282,4035,4,40,,3,6,62,122,1,1,06,1,80,10,05,07,06,041,9,4,4,1,35,,,2,,40,585,3,3,61,5,,5,142,86,,1,,0,4
54WN01446,54,2,8302,4,82,018,1489,5,48,,3,6,62,122,1,1,05,2,91,08,04,06,07,053,9,4,5,2,30,0,0,1,,40,643,3,3,11,7,,5,178,126,,1,,0,4
54WN01447,54,1,8304,4,11,112,7032,4,40,26,1,2,62,122,1,1,07,1,62,08,04,08,12,045,11,3,3,1,30,,,,,40,423,1,1,,1,2,5,162,104,,3,52,0,2
54WN01448,54,1,8305,4,65,242,6100,4,40,,5,3,62,122,1,4,06,1,78,10,05,07,08,038,11,4,4,1,34,,,,,40,561,5,2,,5,5,5,145,96,,3,79,0,3
54WN01449,54,1,8306,4,65,242,6100,4,40,,5,3,62,122,1,4,05,1,74,07,03,08,08,033,12,4,5,2,26,,,,,40,536,5,2,,5,5,5,160,86,,3,10,0,3
54WN01450,54,1,8307,4,04,042,5419,4,40,10,1,4,62,122,1,1,05,1,89,10,05,05,05,048,8,3,4,2,31,0,2,,,40,641,1,1,04,1,5,5,148,108,,1,,0,4
54WN01451,54,1,8308,4,65,302,6725,4,40,,1,2,62,122,1,4,07,1,79,07,03,06,09,048,9,3,4,2,31,,,,,40,559,1,1,62,5,4,5,175,108,,1,,0,2
54WN01452,54,2,8310,4,62,212,1843,5,48,,1,2,62,122,2,1,07,1,69,08,04,05,08,048,8,4,4,1,33,,,1,,40,495,1,1,61,5,,5,158,86,,1,,0,2
