UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
18WN00001,2018060002,18,A0002,06,2,,30,40,9,3,2,4.0,4,4,1,71,197,126,,10.4,,68,0.457,65,1,1,,,0,,,e1,.,H9420,05,H8697,05,,1,,,8,5,,,,,90,247,,,0.036,,,
18WN00002,2018060003,18,A0003,06,2,,30,40,9,3,2,4.0,4,4,1,71,198,127,,9.6,,85,0.594,81,1,1,,,0,,,e2,.,H9420,05,H8697,05,,1,,,8,5,,,,,105,247,,,0.036,,,
18WN00003,2018060004,18,A0004,06,2,,30,37,8,2,2,4.0,4,4,1,71,197,126,,11.5,,46,0.274,44,1,1,,,0,,RED,,.,H8837,05,H8785,05,,3,93,262,5,5,,,,,65,253,,,0.035,,,
18WN00004,2018060005,18,A0005,06,2,,30,37,8,2,2,4.0,4,4,1,71,198,127,,10.3,,72,0.486,69,1,1,,,0,,RED,e3,.,H8837,05,H8785,05,,1,,,5,5,,,,,91,247,,,0.035,Term,,
18WN00005,2018060006,18,A0006,06,2,,30,37,8,2,2,2.0,2,2,1,71,197,126,,13.2,,77,0.506,74,1,1,,,0,,RED,e4,.,H8837,05,H9299,05,,1,,,5,5,,,,,88,247,,,0.04,Term,,
18WN00006,2018060007,18,A0007,06,2,,30,37,8,2,2,2.0,2,2,1,71,197,126,,14.8,,81,0.525,78,1,1,,,0,,RED,e5,.,H8837,05,H9299,05,,1,,,5,5,,,,,101,248,,,0.04,Term,,
18WN00007,2018060009,18,A0009,06,2,,30,41,7,2,1,2.0,2,2,1,72,197,125,,10.3,,81,0.566,78,1,1,,,0,,RED,e1,.,H9486,05,H9504,05,,1,,,3,2,,,,,103,247,,,0.034,,,
18WN00008,2018060011,18,A0011,06,2,,30,e12,8,2,1,1.0,1,1,1,72,198,126,,7.4,,53,0.362,51,1,1,,,7,,,,.,H9130,05,H9883,05,,3,93,262,3,2,,,,,73,247,,,0.037,,,
18WN00009,2018060012,18,A0012,06,1,,30,38,8,2,2,4.0,4,4,1,72,197,125,,12.7,,98,0.682,95,1,1,2,2,0,,RED,,Scurs,H9294,05,H8620,05,,1,,,5,5,,,,,100,220,,,0.023,Sale,,
18WN00010,2018060013,18,A0013,06,1,,30,38,8,2,2,4.0,4,4,1,72,198,126,,13.1,,103,0.713,99,1,1,1,2-,0,,RED,,Nice!,H9294,05,H8620,05,,1,,,5,5,,,,,109,220,,,0.023,,,
