UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,C4445,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,ADG,C5758,C5960,LBRD,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
51WN00678,51,1,1626,2,54,540,7126,2,13,08,5,6,72,132,1,5,07,1,75,13,06,07,06,032,22,1,2,2,37,1,2,,476,10,00,13,5,2,,1,1,3,116,122,,3,10,0,4
51WN00679,51,1,1627,2,54,540,7126,2,13,08,5,6,72,132,1,6,07,1,76,12,04,05,08,027,22,1,2,2,39,2,2,,511,10,00,13,5,2,,1,2,3,130,86,,5,37,0,4
51WN00680,51,2,1628,2,35,350,7871,2,13,14,3,5,70,130,1,3,06,1,69,12,03,06,09,035,44,1,4,2,43,2,2,,463,12,06,13,3,3,,1,,1,128,88,,1,,0,4
51WN00681,51,1,1630,2,82,444,6802,2,13,,5,7,72,132,1,7,06,1,87,12,03,06,08,029,11,2,2,1,42,2,3,,579,10,19,13,5,2,,7,3,3,144,106,,1,,0,5
51WN00682,51,2,1631,2,82,444,6802,2,13,,5,7,72,132,1,3,07,1,76,09,03,05,07,032,22,1,2,2,42,3,3,,505,10,19,13,5,2,,7,,3,145,94,,1,,0,5
51WN00683,51,2,1632,2,51,511,6542,2,13,13,5,7,72,132,1,3,06,1,67,11,03,08,09,031,22,2,3,2,49,3,2,,436,10,03,13,5,2,,1,,3,135,94,,1,,0,5
51WN00684,51,1,1633,2,51,511,6542,2,13,13,5,7,72,132,1,7,06,1,76,11,05,08,08,026,22,1,2,2,35,3,2,,497,10,03,13,5,2,,1,1,3,133,104,,6,,0,5
51WN00685,51,2,1634,2,82,215,7180,2,13,,5,6,72,132,1,3,07,1,66,13,03,06,07,033,22,1,2,2,42,2,2,,433,10,23,13,5,2,,7,,3,116,88,,2,10,0,4
51WN00686,51,1,1635,2,82,215,7180,2,13,,5,6,72,132,2,7,06,1,72,13,03,11,08,032,22,1,2,2,41,2,2,,470,10,23,13,5,2,,7,2,3,127,100,,3,10,0,4
51WN00687,51,2,1636,2,39,390,9752,2,13,00,5,3,72,132,1,3,06,1,77,12,04,05,07,035,11,2,2,1,42,2,2,,520,10,05,13,5,2,,1,,3,129,84,,1,,0,3
51WN00688,51,1,1637,2,39,390,9752,2,13,00,5,3,72,132,1,7,06,1,82,11,03,06,09,033,11,2,2,1,43,2,2,,548,10,05,13,5,2,,1,3,3,150,96,,1,,0,3
51WN00689,51,2,1638,2,50,501,7226,2,13,19,1,6,72,132,1,3,07,1,74,12,03,08,10,029,11,2,2,1,42,2,2,,485,10,06,13,1,1,,1,,3,140,100,,1,,0,4
51WN00690,51,1,1640,2,28,280,0191,2,13,24,1,2,70,130,1,7,07,1,82,10,05,07,09,031,22,1,2,2,43,2,2,,548,12,17,13,1,1,,1,5,1,152,108,,3,10,0,2
51WN00691,51,1,1644,2,47,470,7518,2,13,16,3,6,72,132,1,7,05,1,82,14,07,06,07,030,11,2,2,1,37,2,2,,541,10,13,13,3,3,,1,2,3,110,106,,3,10,0,4
51WN00692,51,1,1645,2,82,445,9026,2,13,,5,4,72,132,1,7,07,1,75,15,03,07,07,030,22,2,3,2,42,2,2,,503,10,09,13,5,2,,7,2,3,115,86,,3,10,0,4
51WN00693,51,1,1646,2,82,445,9026,2,13,,5,4,72,132,1,7,07,1,86,10,03,06,07,028,11,2,2,1,45,2,2,,568,10,09,13,5,2,,7,2,3,150,110,,1,,0,4
51WN00694,51,1,1647,2,82,435,9571,2,13,,1,3,70,130,1,7,06,1,66,14,03,08,10,033,22,1,2,2,39,2,2,,449,12,12,13,1,1,,7,1,1,111,76,,3,10,0,3
51WN00695,51,2,1648,2,63,650,8926,2,13,,1,4,70,130,1,1,06,1,78,10,03,06,08,041,22,1,2,2,46,2,2,,514,12,00,13,1,1,,6,,1,143,112,,1,,0,4
51WN00696,51,2,1650,2,82,234,9970,2,13,,1,2,70,130,1,1,05,1,72,13,03,06,08,043,22,2,3,2,39,3,3,,469,12,21,13,1,1,,7,,1,126,110,,2,10,0,2
51WN00697,51,1,1651,2,46,460,8952,2,13,11,1,4,70,130,1,7,07,1,90,13,04,07,10,026,22,1,2,2,44,2,2,,617,12,10,13,1,1,,1,5,1,135,98,,3,10,0,4
51WN00698,51,1,1652,2,45,450,0553,2,13,23,1,2,70,130,1,7,06,1,56,13,03,11,11,031,22,2,3,2,42,2,2,,357,12,13,13,1,1,,1,1,1,124,96,,3,10,0,2
51WN00699,51,2,1654,2,26,260,8398,2,13,09,1,5,70,130,1,3,05,1,77,10,03,07,07,038,11,2,2,1,37,1,2,,508,12,00,13,1,1,,1,,1,140,110,,1,,0,4
51WN00700,51,2,1655,2,50,500,6554,2,13,04,1,7,69,129,1,3,07,1,75,10,03,06,09,031,22,1,2,2,39,1,2,,490,13,00,13,1,1,,1,,1,137,118,,1,,0,5
51WN00701,51,1,1656,2,39,390,8745,2,13,00,1,4,69,129,1,7,05,1,95,15,04,05,08,033,22,2,3,2,35,2,2,,640,13,16,13,1,1,,1,2,1,126,124,,3,10,0,4
51WN00702,51,1,1657,2,40,400,7197,2,13,10,1,6,69,129,1,7,07,1,116,09,07,09,05,029,44,1,4,3,49,2,2,,791,13,00,13,1,1,,1,1,1,159,140,,3,13,0,4
51WN00703,51,2,1658,2,82,235,0023,2,13,,3,2,69,129,1,3,05,1,64,12,04,06,09,029,22,1,2,2,39,1,2,,447,13,20,13,3,3,,7,,1,114,64,,2,10,0,2
51WN00704,51,2,1660,2,46,460,7233,2,13,20,3,6,69,129,1,5,06,1,79,12,03,06,09,031,22,2,3,2,45,2,2,,540,13,02,13,3,3,,1,,1,137,94,,1,,0,4
51WN00705,51,1,1663,2,36,360,0218,2,13,24,1,2,69,129,1,7,06,1,78,09,03,06,09,031,22,1,2,2,41,2,2,,527,13,08,13,1,1,,1,2,1,160,100,,1,,0,2
51WN00706,51,1,1664,2,47,470,6127,2,13,14,1,8,69,129,1,7,07,1,76,15,03,05,07,035,22,2,3,2,44,3,2,,499,13,04,13,1,1,,1,1,1,114,116,,5,66,0,5
51WN00707,51,2,1665,2,82,215,8613,2,13,,5,4,71,131,1,3,07,1,57,09,03,07,08,031,22,2,3,2,46,3,2,,360,11,12,13,5,2,,7,,3,131,98,,2,10,0,4
51WN00708,51,2,1666,2,82,215,8613,2,13,,5,4,71,131,1,4,07,1,70,10,03,07,08,025,22,1,2,2,42,3,2,,464,11,12,13,5,2,,7,,3,132,92,,1,,0,4
51WN00709,51,2,1669,2,35,350,8485,2,13,10,3,5,69,129,1,3,07,1,85,10,05,06,07,033,11,2,2,1,43,2,2,,575,13,00,13,3,3,,1,,1,139,108,,1,,0,4
51WN00710,51,1,1670,2,29,290,0612,2,13,20,1,2,69,129,1,7,05,1,59,15,03,10,12,029,22,2,3,2,45,3,2,,388,13,22,13,1,1,,1,1,1,117,90,,3,10,0,2
51WN00711,51,1,1671,2,82,434,9750,2,13,,1,3,69,129,1,7,05,1,88,12,05,06,08,027,44,1,4,3,36,3,2,,591,13,17,13,1,1,,7,1,1,126,118,,3,10,0,3
51WN00712,51,1,1672,2,63,690,9740,2,13,,1,3,69,129,1,3,06,1,75,13,05,07,09,030,11,2,2,1,36,2,2,,488,13,03,13,1,1,,6,1,1,113,120,,1,,0,3
51WN00713,51,2,1673,2,28,280,9867,2,13,22,2,3,69,129,1,3,04,1,63,10,03,06,09,036,22,2,3,2,37,1,3,,422,13,09,13,1,1,,1,,1,134,86,,1,,0,3
51WN00714,51,2,1674,2,42,420,7277,2,13,16,5,6,71,131,1,3,06,1,70,09,03,07,08,029,22,2,3,2,50,1,2,,470,11,12,13,5,2,,1,,3,145,84,,1,,0,4
51WN00715,51,2,1675,2,42,420,7277,2,13,16,5,6,71,131,6,3,05,1,66,09,03,07,09,032,22,2,3,2,44,2,2,,438,11,12,13,5,2,,1,,3,146,86,1,3,01,0,4
51WN00716,51,1,1676,2,36,360,9072,2,13,16,3,4,71,131,1,7,06,1,89,12,03,06,09,034,11,2,2,1,41,3,2,,598,11,07,13,3,3,,1,3,3,150,106,,1,,0,4
51WN00717,51,1,1678,2,54,540,9530,2,13,12,5,3,71,131,1,4,05,1,81,12,03,06,09,034,11,3,3,1,46,3,2,,544,11,13,13,5,2,,1,2,3,148,98,,1,,0,3
51WN00718,51,1,1679,2,54,540,9530,2,13,12,5,3,71,131,1,1,06,1,68,12,03,08,10,029,22,2,3,2,32,3,2,,452,11,13,13,5,2,,1,1,3,135,88,,1,,0,3
51WN00719,51,2,1680,2,46,460,0274,2,13,29,3,2,69,129,1,3,07,1,68,12,03,07,08,034,22,1,2,2,36,1,2,,457,13,23,13,3,3,,1,,1,131,90,,1,,0,2
51WN00720,51,1,1682,2,82,255,9798,2,13,,1,3,69,129,1,7,06,1,73,09,03,06,09,036,22,1,2,2,38,2,2,,481,13,12,13,1,1,,7,3,1,142,110,,1,,0,3
51WN00721,51,2,1683,2,54,540,0064,2,13,26,1,2,69,129,1,1,07,1,63,15,03,07,09,031,11,2,2,1,53,1,2,,416,13,12,13,1,1,,1,,1,110,94,,1,,0,2
51WN00722,51,1,1684,2,82,254,8403,2,13,,5,5,71,131,1,7,06,1,64,11,03,10,10,027,22,2,3,2,47,3,2,,424,11,13,13,5,2,,7,1,3,131,84,,3,10,0,4
51WN00723,51,2,1685,2,82,254,8403,2,13,,5,5,71,131,1,4,05,1,70,09,03,07,07,035,22,2,3,2,48,2,2,,466,11,13,13,5,2,,7,,3,142,90,,1,,0,4
51WN00724,51,1,1686,2,63,690,6816,2,13,,5,7,71,131,2,4,06,1,85,13,03,07,08,023,11,2,2,1,47,2,2,,568,11,00,13,5,2,,6,1,3,133,106,,3,10,0,5
51WN00725,51,1,1687,2,63,690,6816,2,13,,5,7,71,131,2,5,07,1,84,11,03,07,09,033,11,2,2,1,49,1,2,,563,11,00,13,5,2,,6,3,3,152,102,,1,,0,5
51WN00726,51,2,1688,2,82,404,7903,2,13,,3,5,69,129,2,3,06,1,86,10,05,07,07,026,22,1,2,2,42,2,2,,584,13,10,13,3,3,,7,,1,132,106,,2,10,0,4
51WN00727,51,1,1689,2,82,404,7903,2,13,,4,5,69,129,1,7,08,1,80,09,03,10,08,028,22,2,3,2,48,2,2,,544,13,10,13,3,3,,7,1,1,144,98,,1,,0,4
51WN00728,51,2,1690,2,54,540,7974,2,13,13,5,5,71,131,1,1,06,1,77,08,06,05,07,029,11,2,2,1,40,3,2,,519,11,00,13,5,2,,1,,3,142,90,,2,13,0,4
51WN00729,51,1,1691,2,54,540,7974,2,13,13,5,5,71,131,1,5,07,1,73,12,03,08,09,024,11,1,1,1,43,1,2,,490,11,00,13,5,2,,1,3,3,134,88,,3,10,0,4
51WN00730,51,1,1692,2,53,530,6658,2,13,04,5,7,71,131,1,5,05,1,92,10,03,04,06,038,33,2,4,3,45,2,3,,626,11,00,13,5,2,,1,2,3,161,100,,1,,0,5
51WN00731,51,2,1693,2,53,530,6658,2,13,04,5,7,71,131,1,3,05,1,77,09,03,05,08,037,11,2,2,1,40,2,3,,527,11,00,13,5,2,,1,,3,154,80,,1,,0,5
51WN00732,51,2,1694,2,53,530,9354,2,13,09,1,3,69,129,1,1,07,1,73,15,05,06,08,032,11,2,2,1,42,1,2,,481,13,06,13,1,1,,1,,1,102,110,,2,10,0,3
51WN00733,51,1,1695,2,63,650,9446,2,13,,1,3,69,129,1,4,06,1,83,11,03,06,08,033,22,2,3,2,44,2,2,,561,13,12,13,1,1,,6,4,1,138,106,,1,,0,3
51WN00734,51,2,1696,2,25,250,0635,2,13,22,1,2,69,129,1,3,05,1,72,09,03,05,08,039,22,2,3,2,47,3,2,,478,13,09,13,1,1,,1,,1,150,104,,1,,0,2
51WN00735,51,1,1697,2,44,440,9916,2,13,18,1,3,69,129,2,4,07,1,61,12,03,09,11,033,22,1,2,2,47,2,2,,411,13,08,13,1,1,,1,1,1,125,80,,3,10,0,3
51WN00736,51,1,1699,2,25,251,9614,2,13,24,1,3,69,129,1,7,06,1,71,09,03,07,09,028,33,2,4,3,47,3,2,,482,13,17,13,1,1,,1,1,1,142,88,,3,76,0,3
51WN00737,51,2,1700,2,53,530,8181,2,13,29,3,5,68,128,1,1,07,1,55,13,03,11,12,035,22,2,3,2,36,2,2,,353,14,06,13,3,3,,1,,1,123,98,,1,,0,4
51WN00738,51,1,1703,2,49,490,8975,2,13,15,3,4,68,128,1,7,07,1,78,13,03,08,09,027,22,2,3,2,42,2,2,,547,14,06,13,3,3,,1,2,1,128,80,,3,10,0,4
51WN00739,51,2,1704,2,82,435,8113,2,13,,5,5,70,130,1,3,06,1,68,14,03,07,08,040,22,2,3,2,47,3,2,,446,12,06,13,5,2,,7,,3,121,100,,2,10,0,4
51WN00740,51,2,1705,2,82,435,8113,2,13,,5,5,70,130,1,5,04,1,61,14,03,06,08,038,22,1,2,2,40,3,2,,409,12,06,13,5,2,,7,,3,113,78,,2,10,0,4
51WN00741,51,1,1706,2,26,260,7327,2,13,09,5,6,70,130,1,7,07,1,75,11,03,07,09,027,11,2,2,1,41,3,2,,517,12,06,13,5,2,,1,1,3,142,78,,1,,0,4
51WN00742,51,2,1707,2,26,260,7327,2,13,09,5,6,70,130,1,3,07,1,69,12,04,05,07,032,22,2,3,2,39,2,2,,472,12,06,13,5,2,,1,,3,123,76,,1,,0,4
51WN00743,51,1,1708,2,40,401,9426,2,13,26,1,3,68,128,1,7,07,1,82,09,03,08,09,025,22,1,2,2,38,2,2,,555,14,27,13,1,1,,1,1,1,152,110,,1,,0,3
51WN00744,51,2,1709,2,47,470,7929,2,13,19,1,5,68,128,1,4,05,1,74,13,03,06,07,039,22,1,2,2,35,2,2,,492,14,18,13,1,1,,1,,1,126,110,,1,,0,4
51WN00745,51,1,1710,2,26,260,6413,2,13,31,5,7,70,130,1,7,05,1,77,14,06,08,08,034,22,2,3,2,39,3,2,,509,12,06,13,5,2,,1,2,3,127,108,,3,10,0,5
51WN00746,51,2,1711,2,26,260,6413,2,13,31,5,7,70,130,1,3,05,1,64,12,04,09,09,033,33,2,4,3,38,2,2,,415,12,06,13,5,2,,1,,3,131,100,,2,10,0,5
51WN00747,51,2,1712,2,25,250,8890,2,13,16,1,4,68,128,1,4,05,1,73,12,03,05,09,036,22,2,3,2,37,1,3,,483,14,19,13,1,1,,1,,1,133,112,,1,,0,4
51WN00748,51,2,1714,2,42,420,7806,2,13,22,3,5,68,128,1,3,09,1,64,10,03,07,10,027,22,2,3,2,44,2,2,,427,14,13,13,3,3,,1,,1,133,94,,1,,0,4
51WN00749,51,1,1715,2,63,660,0353,2,13,,1,2,68,128,1,5,06,1,81,12,03,06,09,037,22,2,3,2,46,2,2,,563,14,12,13,1,1,,6,3,1,145,90,,1,,0,2
51WN00750,51,2,1716,2,54,540,8530,2,13,13,1,4,68,128,1,1,06,1,63,11,03,08,10,037,22,2,3,2,44,3,2,,422,14,,13,1,1,,1,,1,130,90,,1,,0,4
51WN00751,51,1,1717,2,82,235,9122,2,13,,1,4,68,128,1,7,06,1,77,10,03,07,09,031,22,2,3,2,45,3,2,,516,14,12,13,1,1,,7,2,1,138,110,,1,,0,4
51WN00752,51,1,1718,2,25,251,8833,2,13,21,1,4,68,128,1,7,06,1,83,11,03,06,09,035,33,2,4,3,46,3,2,,541,14,19,13,1,1,,1,1,1,148,138,,1,,0,4
51WN00753,51,1,1719,2,40,401,6674,2,13,13,5,7,70,130,1,7,07,1,75,09,03,05,08,028,11,2,2,1,31,2,2,,506,12,06,13,5,2,,1,3,3,151,92,,1,,0,5
51WN00754,51,2,1720,2,40,401,6674,2,13,13,5,7,70,130,1,5,07,1,84,09,03,06,06,033,22,2,3,2,42,1,2,,574,12,06,13,5,2,,1,,3,156,94,,1,,0,5
51WN00755,51,2,1721,2,28,280,9257,2,13,22,1,3,68,128,2,3,05,1,63,09,03,08,10,036,22,1,2,2,39,2,2,,416,14,08,13,1,1,,1,,1,142,98,,3,40,0,3
51WN00756,51,2,1722,2,45,451,5678,2,13,12,1,8,68,128,1,3,07,1,60,10,03,07,10,039,33,3,5,3,43,3,2,,395,14,00,13,1,1,,1,,1,133,94,,1,,0,5
51WN00757,51,1,1723,2,22,221,8439,2,13,22,3,5,70,130,1,7,06,1,91,10,04,05,06,035,22,2,3,3,37,1,2,,631,12,15,13,3,3,,1,2,3,153,90,,1,,0,4
51WN00758,51,2,1725,2,42,420,7619,2,13,14,5,6,70,130,6,3,05,1,60,12,03,10,12,027,44,2,5,4,42,3,2,,402,12,12,13,5,2,,1,,3,130,78,1,3,01,0,4
51WN00759,51,2,1726,2,42,420,7619,2,13,14,5,6,70,130,1,3,04,1,63,13,03,09,09,033,22,3,4,3,42,2,2,,415,12,12,13,5,2,,1,,3,124,90,,2,76,0,4
51WN00760,51,1,1728,2,46,460,5783,2,13,05,1,8,68,128,1,7,05,1,89,13,07,08,09,030,22,2,3,2,50,2,2,,606,14,02,13,1,1,,1,4,1,122,114,,3,10,0,5
51WN00761,51,1,1729,2,49,491,9184,2,13,14,1,4,68,128,1,7,06,1,83,10,04,07,08,035,11,2,2,1,43,2,2,,555,14,04,13,1,1,,1,1,1,145,120,,1,,0,4
51WN00762,51,2,1730,2,82,444,0726,2,13,,1,2,68,128,1,1,06,1,78,11,03,06,09,036,22,2,3,2,42,2,3,,534,14,14,13,1,1,,7,,1,141,96,,1,,0,2
51WN00763,51,2,1731,2,49,490,5479,2,13,02,1,8,68,128,2,3,07,1,93,11,08,06,07,029,22,2,3,2,25,2,3,,633,14,00,13,1,1,,1,,1,125,120,,2,10,0,5
51WN00764,51,2,1732,2,82,444,7857,2,13,,5,5,70,130,1,3,07,1,73,08,03,08,08,027,11,2,2,1,39,3,2,,503,12,00,13,5,2,,7,,3,147,76,,1,,0,4
51WN00765,51,1,1733,2,82,444,7857,2,13,,5,5,70,130,1,2,08,1,85,10,03,08,09,028,22,1,2,2,49,2,2,,580,12,00,13,5,2,,7,1,3,155,96,,1,,0,4
51WN00766,51,2,1734,2,28,280,8700,2,13,18,5,4,70,130,1,5,05,1,77,12,03,06,09,035,11,3,3,1,41,3,3,,517,12,10,13,5,2,,1,,3,145,98,,1,,0,4
51WN00767,51,1,1735,2,28,280,8700,2,13,18,5,4,70,130,1,7,06,1,77,13,03,07,08,030,11,2,2,1,45,2,3,,511,12,10,13,5,2,,1,1,3,136,106,,3,10,0,4
51WN00768,51,1,1736,2,36,360,9874,2,13,21,3,3,70,130,1,7,06,1,85,13,03,07,10,029,22,1,2,2,35,2,2,,592,12,05,13,3,3,,1,2,3,142,80,,3,10,0,3
51WN00769,51,2,1739,2,49,490,7071,2,13,10,3,6,70,130,1,3,06,1,81,12,03,07,08,026,22,2,3,2,44,2,2,,531,12,00,13,3,3,,1,,3,131,120,,1,,0,4
51WN00770,51,2,1740,2,63,700,9025,2,13,,5,4,70,130,1,1,07,1,60,09,03,08,10,025,22,2,3,2,40,2,2,,400,12,06,13,5,2,,6,,3,133,80,,2,50,0,4
51WN00771,51,1,1741,2,63,700,9025,2,13,,5,4,70,130,1,7,07,1,70,11,03,08,09,025,11,2,2,1,45,1,2,,468,12,06,13,5,2,,6,2,3,133,92,,3,10,0,4
51WN00772,51,2,1742,2,49,490,8094,2,13,12,3,5,70,130,1,3,06,1,70,10,03,08,08,034,22,2,3,2,40,2,2,,466,12,07,13,3,3,,1,,3,136,94,,1,,0,4
51WN00773,51,1,1744,2,82,255,9121,2,13,,8,4,68,128,1,7,05,1,73,12,03,06,09,030,22,2,3,2,45,3,2,,511,14,12,13,7,3,,7,2,1,126,76,,1,,0,4
51WN00774,51,1,1745,2,82,255,9121,2,13,,9,4,70,130,1,7,05,1,73,10,03,07,08,034,22,2,3,2,37,2,2,,500,12,12,13,8,2,,7,2,3,144,80,,3,10,0,4
51WN00775,51,1,1746,2,82,255,9121,2,13,,9,4,70,130,1,7,06,1,56,11,03,07,11,026,22,1,2,2,47,2,2,,368,12,12,13,8,2,,7,1,3,125,82,,3,10,0,4
51WN00776,51,1,1747,2,44,441,0333,2,13,18,1,2,68,128,1,7,06,1,71,14,03,07,11,036,22,1,2,2,55,2,2,,469,14,03,13,1,1,,1,4,1,136,110,,3,37,0,2
51WN00777,51,1,1748,2,40,400,7692,2,13,13,1,6,68,128,1,7,06,1,78,09,04,05,08,032,22,1,2,2,43,2,2,,517,14,12,13,1,1,,1,1,1,142,118,,3,10,0,4
51WN00778,51,2,1749,2,28,280,9715,2,13,24,1,3,68,128,1,3,07,1,76,13,03,06,07,039,11,2,2,1,35,2,2,,500,14,11,13,1,1,,1,,1,130,120,,3,10,0,3
51WN00779,51,1,1750,2,46,460,0169,2,13,24,1,2,68,128,1,7,06,1,87,12,04,05,09,029,22,2,3,2,33,2,3,,603,14,18,13,1,1,,1,3,1,149,98,,3,10,0,2
51WN00780,51,2,1751,2,29,290,9268,2,13,31,1,3,68,128,2,3,05,1,72,09,03,04,07,031,22,2,3,2,44,3,2,,498,14,12,13,1,1,,1,,1,142,82,1,2,01,0,3
51WN00781,51,1,1752,2,42,420,0627,2,13,11,1,2,68,128,1,7,07,1,75,13,03,07,10,030,22,2,3,2,42,2,2,,528,14,13,13,1,1,,1,2,1,136,74,,1,,0,2
51WN00782,51,1,1753,2,82,514,8546,2,13,,1,4,68,128,1,7,06,1,80,12,04,06,10,033,22,2,3,2,43,2,2,,533,14,04,13,1,1,,7,1,1,132,118,,3,10,0,4
51WN00783,51,2,1754,2,35,350,8749,2,13,16,1,4,68,128,1,3,07,1,73,11,03,08,10,028,22,1,2,2,47,1,2,,475,14,14,13,1,1,,1,,1,135,122,,1,,0,4
51WN00784,51,1,1755,2,43,430,0145,2,13,28,1,2,68,128,1,6,09,1,42,15,03,12,14,022,22,3,4,2,39,3,3,,258,14,20,13,1,1,,1,1,1,104,90,,6,,0,2
51WN00785,51,2,1756,2,50,501,7516,2,13,18,1,6,68,128,1,3,05,1,65,12,04,09,13,040,11,2,2,1,35,2,2,,420,14,06,13,1,1,,1,,1,135,112,,2,10,0,4
51WN00786,51,2,1757,2,63,680,9587,2,13,,1,3,74,134,1,1,05,1,75,14,04,08,09,039,22,2,3,2,40,2,3,,485,08,03,13,1,1,,6,,5,116,100,,2,10,0,3
51WN00787,51,1,1758,2,82,254,0273,2,13,,1,2,67,127,1,7,06,1,70,14,03,09,09,027,22,1,2,2,48,1,2,,476,15,24,13,1,1,,7,1,1,118,96,,3,10,0,2
51WN00788,51,2,1759,2,82,234,5555,2,13,,4,8,74,134,2,3,05,1,85,11,03,08,09,034,33,2,4,3,42,3,3,,554,08,13,13,3,3,,7,,5,146,108,,1,,0,5
51WN00789,51,2,1760,2,82,234,5555,2,13,,3,8,69,129,1,3,07,1,82,14,03,06,08,033,22,2,3,2,43,2,2,,552,13,13,13,3,3,,7,,3,124,108,,1,,0,5
51WN00790,51,2,1761,2,51,511,0108,2,13,23,1,2,67,127,1,3,07,1,66,12,03,06,06,029,22,1,2,2,47,3,2,,460,15,15,13,1,1,,1,,1,118,76,,1,,0,2
51WN00791,51,1,1762,2,25,251,9830,2,13,28,1,3,67,127,1,7,06,1,87,09,04,05,06,035,33,1,3,3,49,2,3,,597,15,28,13,1,1,,1,3,1,153,112,,1,,0,3
51WN00792,51,1,1763,2,82,215,9648,2,13,,5,3,69,129,1,7,09,1,88,11,05,05,08,031,22,1,2,2,31,2,2,,598,13,08,13,5,2,,7,3,3,145,108,,3,10,0,3
51WN00793,51,1,1764,2,82,215,9648,2,13,,5,3,69,129,1,7,06,1,64,14,03,08,08,036,22,2,3,2,34,3,2,,426,13,08,13,5,2,,7,1,3,117,90,,3,10,0,3
51WN00794,51,1,1765,2,39,390,7028,2,13,00,5,6,69,129,1,7,09,1,69,15,03,08,09,027,22,1,2,2,46,1,2,,474,13,00,13,5,2,,1,3,3,114,78,,3,10,0,4
51WN00795,51,2,1766,2,39,390,7028,2,13,00,5,6,69,129,1,3,07,1,68,10,03,07,09,031,22,2,3,2,35,2,2,,467,13,00,13,5,2,,1,,3,138,78,,1,,0,4
51WN00796,51,1,1768,2,46,460,6366,2,13,13,3,7,69,129,1,7,04,1,72,11,03,07,10,033,33,2,4,3,44,4,3,,482,13,01,13,3,3,,1,2,3,140,98,,1,,0,5
51WN00797,51,1,1769,2,26,260,8270,2,13,12,5,5,69,129,1,7,06,1,83,12,03,05,09,036,11,2,2,1,47,2,2,,550,13,03,13,5,2,,1,2,3,152,120,,1,,0,4
51WN00798,51,2,1770,2,26,260,8270,2,13,12,5,5,69,129,4,3,06,1,75,10,03,08,07,035,22,1,2,2,39,2,2,,501,13,03,13,5,2,,1,,3,146,104,,2,40,0,4
51WN00799,51,1,1771,2,49,491,9433,2,13,16,1,3,67,127,1,7,07,1,77,09,03,06,09,030,11,2,2,1,39,2,2,,540,15,06,13,1,1,,1,2,1,148,84,,1,,0,3
51WN00800,51,2,1773,2,46,460,0525,2,13,22,1,2,67,127,1,3,07,1,66,13,03,08,10,036,33,2,4,3,39,3,3,,436,15,11,13,1,1,,1,,1,129,106,,3,57,0,2
51WN00801,51,2,1774,2,42,420,0182,2,13,11,1,2,67,127,1,3,06,1,60,11,03,08,11,029,11,2,2,1,45,2,2,,394,15,13,13,1,1,,1,,1,127,100,,1,,0,2
51WN00802,51,2,1777,2,82,214,8977,2,13,,5,4,69,129,1,1,06,1,68,12,03,08,08,030,33,2,4,3,42,3,2,,470,13,12,13,5,2,,7,,3,125,74,,2,10,0,4
51WN00803,51,2,1778,2,82,214,8977,2,13,,5,4,69,129,2,3,06,1,70,12,03,06,08,033,11,2,2,1,47,2,3,,474,13,12,13,5,2,,7,,3,129,88,,1,,0,4
51WN00804,51,2,1779,2,82,235,0111,2,13,,1,2,67,127,1,5,06,1,66,12,03,07,10,031,22,1,2,2,45,2,2,,431,15,13,13,1,1,,7,,1,123,112,,2,10,0,2
51WN00805,51,2,1780,2,28,280,0438,2,13,24,1,2,67,127,1,3,08,1,56,09,03,08,11,024,22,2,3,2,45,3,2,,362,15,11,13,1,1,,1,,1,134,100,,3,10,0,2
51WN00806,51,1,1781,2,54,540,0710,2,13,26,1,2,67,127,1,4,07,1,81,13,05,06,09,029,22,1,2,2,43,2,2,,550,15,19,13,1,1,,1,3,1,136,112,,1,,0,2
51WN00807,51,2,1782,2,82,255,6561,2,13,,1,7,67,127,1,1,07,1,91,12,04,05,06,035,22,2,3,2,46,2,2,,638,15,16,13,1,1,,7,,1,134,100,,1,,0,5
51WN00808,51,2,1783,2,26,260,6575,2,13,09,5,7,69,129,1,3,05,1,63,12,04,09,09,037,11,3,3,1,45,3,2,,423,13,00,13,5,2,,1,,3,127,84,,2,10,0,5
51WN00809,51,1,1784,2,26,260,6575,2,13,09,5,7,69,129,1,7,06,1,64,13,05,09,11,033,11,2,2,1,46,3,3,,419,13,00,13,5,2,,1,3,3,124,100,,3,10,0,5
51WN00810,51,1,1785,2,82,255,8673,2,13,,5,4,69,129,1,7,06,1,77,11,04,07,08,025,11,2,2,1,46,2,2,,536,13,13,13,5,2,,7,1,3,134,78,,3,10,0,4
51WN00811,51,2,1786,2,82,255,8673,2,13,,5,4,69,129,1,5,07,1,75,09,03,06,07,031,22,2,3,2,42,2,2,,527,13,13,13,5,2,,7,,3,145,70,,3,68,0,4
51WN00812,51,2,1787,2,44,441,7989,2,13,10,5,5,69,129,1,3,07,1,71,14,03,07,07,035,11,2,2,1,40,2,2,,481,13,10,13,5,2,,1,,3,122,90,,1,,0,4
