UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,C4445,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,ADG,C5758,C5960,LBRD,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
51WN00019,51,3,1559,0,00,141,1396,0,10,,5,4,55,115,9,3,07,1,67,11,03,09,11,036,22,2,3,2,51,2,3,,492,,,10,5,2,,0,,3,,104,,3,18,0,4
51WN00020,51,2,1560,0,00,101,1434,0,10,,1,3,60,120,2,1,06,1,74,09,03,07,07,043,33,2,4,3,40,3,2,,533,,,10,1,1,,0,,5,,100,,3,40,0,3
51WN00021,51,2,1562,0,00,171,1287,0,10,,3,8,54,114,9,1,03,1,67,09,03,06,08,033,22,3,4,2,41,3,3,,495,,,10,3,3,,0,,3,,106,,1,,0,5
51WN00022,51,1,1564,0,00,081,1428,0,10,,1,3,58,118,1,1,05,1,84,08,03,06,08,041,22,4,5,3,36,3,3,,625,,,10,1,1,,0,3,5,,102,,3,17,0,3
51WN00023,51,2,1565,0,00,071,1411,0,10,,5,4,52,112,9,1,05,1,69,08,03,07,08,046,11,2,2,1,49,3,4,,532,,,10,5,2,,0,,3,,94,,1,,0,4
51WN00024,51,1,1566,0,00,071,1411,0,10,,5,4,52,112,1,4,06,1,74,07,03,07,08,047,22,3,4,3,46,3,4,,552,,,10,5,2,,0,1,3,,122,,3,17,0,4
51WN00025,51,1,1569,0,00,172,1407,0,10,,3,4,51,111,9,6,05,1,69,13,03,06,09,046,22,4,5,2,36,4,2,,560,,,10,3,3,,0,3,5,,68,,3,17,0,4
51WN00026,51,2,3292,1,27,270,2799,1,11,36,1,2,76,136,1,3,05,1,61,09,03,11,08,036,33,2,4,3,41,2,3,,393,06,28,11,1,1,,1,,1,106,76,,,,0,2
51WN00027,51,2,3293,1,63,580,1692,1,11,,1,6,75,135,1,3,04,1,64,13,03,07,09,032,33,2,4,3,35,3,3,,397,07,25,11,1,1,,6,,1,109,104,,2,10,0,4
51WN00028,51,1,3294,1,34,340,2571,1,11,38,1,3,75,135,1,7,06,1,88,12,03,06,08,040,33,2,4,3,46,3,2,,576,07,20,11,1,1,,1,2,U,92,102,,,,0,3
51WN00029,51,1,3295,1,20,200,2088,1,11,22,5,5,77,137,1,7,08,1,48,15,03,11,14,023,22,1,2,2,34,4,2,,288,05,09,11,5,2,,1,1,1,108,86,,,,0,4
51WN00030,51,2,3296,1,20,200,2088,1,11,22,5,5,77,137,1,3,05,1,55,15,05,10,10,031,22,2,3,2,48,4,2,,343,05,09,11,5,2,,1,,3,100,80,,2,10,0,4
51WN00031,51,1,3297,1,27,270,1972,1,11,27,1,5,75,135,3,7,05,1,70,09,03,09,10,034,33,2,4,2,38,2,2,,452,07,15,11,1,1,,1,1,1,147,90,,3,40,0,4
51WN00032,51,1,3298,1,24,240,2397,1,11,16,5,4,77,137,1,5,07,1,72,13,03,08,08,023,11,2,2,1,51,2,2,,463,05,27,11,5,2,,1,1,3,123,86,,3,10,0,4
51WN00033,51,2,3299,1,24,240,2397,1,11,16,5,4,77,137,1,4,07,1,74,11,04,07,06,038,22,2,3,2,42,2,2,,486,05,27,11,5,2,,1,,3,137,74,,1,,0,4
51WN00034,51,2,3301,1,24,240,2836,1,11,22,1,2,75,135,1,3,05,1,67,14,03,06,08,038,11,2,2,1,45,,,,422,,00,11,1,1,,1,,1,118,100,,1,,0,2
51WN00035,51,1,3302,1,20,200,1484,1,11,19,5,7,76,136,1,7,05,1,76,12,03,09,08,031,22,2,3,2,40,3,3,,488,06,23,11,5,2,,1,1,3,139,96,,1,,0,5
51WN00036,51,2,3303,1,20,200,1484,1,11,19,5,7,76,136,1,3,05,1,73,12,03,08,09,031,11,2,2,1,51,3,3,,481,06,23,11,5,2,,1,,3,137,76,,1,,0,5
51WN00037,51,2,3305,1,34,340,2127,1,11,36,3,5,74,134,1,3,07,1,70,11,03,06,09,034,33,2,4,3,45,1,2,,461,08,24,11,3,3,,1,,1,138,82,,1,,0,4
51WN00038,51,2,3306,1,34,340,2127,1,11,36,4,5,74,134,1,3,07,1,80,11,03,05,08,039,33,2,4,3,41,2,2,,522,08,24,11,3,3,,1,,1,149,100,,1,,0,4
51WN00039,51,1,3307,1,34,340,2518,1,11,40,1,3,74,134,1,7,05,1,77,12,03,06,10,033,33,2,4,3,46,4,2,,494,08,28,11,1,1,,1,1,1,143,108,,3,10,0,3
51WN00040,51,1,3308,1,34,340,2709,1,11,44,1,3,73,133,1,7,05,1,76,12,03,07,09,034,33,2,4,2,43,4,2,,501,09,34,11,1,1,,1,1,1,141,94,,3,10,0,3
51WN00041,51,2,3309,1,27,270,1755,1,11,34,1,6,73,133,1,3,05,1,70,12,03,06,10,041,44,2,5,4,39,2,3,,445,09,20,11,1,1,,1,,1,140,108,,1,,0,4
51WN00042,51,2,3311,1,20,200,2655,1,11,21,1,3,73,133,1,3,05,1,73,09,03,06,07,037,33,2,4,2,38,4,2,,480,09,21,11,1,1,,1,,1,143,92,,1,,0,3
51WN00043,51,2,3312,1,63,560,2510,1,11,,1,3,72,132,1,3,04,1,66,11,04,08,10,039,22,1,2,2,38,4,2,,426,10,24,11,1,1,,6,,1,126,98,,1,,0,3
51WN00044,51,1,3313,1,34,340,2299,1,11,36,5,4,74,134,1,7,05,1,85,12,03,06,10,033,33,2,4,3,40,4,2,,555,08,23,11,5,2,,1,2,3,161,106,,1,,0,4
51WN00045,51,2,3314,1,34,340,2299,1,11,36,5,4,74,134,1,3,06,1,66,13,03,07,08,035,33,2,4,3,28,3,2,,434,08,23,11,5,2,,1,,3,131,78,,1,,0,4
51WN00046,51,2,3315,1,27,270,1731,1,11,26,5,6,74,134,1,3,07,1,80,09,03,05,08,039,22,2,3,2,42,2,2,,515,08,18,11,5,2,,1,,3,164,110,,1,,0,4
51WN00047,51,2,3316,1,27,270,1731,1,11,26,5,6,74,134,1,3,05,1,67,13,03,08,08,033,33,2,4,3,30,2,2,,437,08,18,11,5,2,,1,,3,127,84,,1,,0,4
51WN00048,51,2,3317,1,19,190,2229,1,11,15,1,4,72,132,1,3,05,1,72,11,03,05,07,040,33,2,4,3,44,2,2,,471,10,,11,1,1,,1,,1,132,98,,1,,0,4
51WN00049,51,1,3319,1,32,320,3033,1,11,18,1,2,71,131,1,5,07,1,83,11,04,09,09,033,22,1,2,2,44,2,2,,545,11,00,11,1,1,,1,2,1,151,116,,3,10,0,2
51WN00050,51,1,3320,1,24,240,2869,1,11,20,1,2,73,133,1,4,07,1,53,13,03,08,08,025,22,1,2,2,42,2,2,,335,09,00,11,1,1,,1,1,3,106,84,,3,10,0,2
51WN00051,51,1,3321,1,24,240,1948,1,11,15,1,5,71,131,1,7,06,1,95,13,07,08,07,031,22,1,2,2,39,1,2,,634,11,20,11,1,1,,1,5,1,125,120,,3,10,0,4
51WN00052,51,2,3322,1,19,190,2037,1,11,30,5,5,73,133,1,3,07,1,70,11,03,07,08,034,22,2,3,2,46,1,2,,451,09,,11,5,2,,1,,3,142,100,,1,,0,4
51WN00053,51,1,3323,1,19,190,2037,1,11,30,5,5,73,133,1,7,07,1,68,11,03,07,08,027,11,2,2,1,40,1,2,,441,09,,11,5,2,,1,1,3,138,94,,3,10,0,4
51WN00054,51,2,3326,1,63,620,1704,1,11,,1,6,71,131,1,3,05,1,67,11,03,06,09,036,11,2,2,1,49,3,2,,440,11,12,11,1,1,,6,,1,126,94,,2,10,0,4
51WN00055,51,2,3327,1,63,580,2523,1,11,,5,3,73,133,1,5,07,1,65,09,03,07,06,028,11,3,3,1,44,4,2,,435,09,22,11,5,2,,6,,3,129,72,,2,10,0,3
51WN00056,51,1,3328,1,63,580,2523,1,11,,5,3,73,133,1,7,07,6,61,12,03,07,09,023,11,2,2,1,43,3,2,,400,09,22,11,5,2,,6,1,3,116,78,,3,34,0,3
51WN00057,51,1,3329,1,32,320,2462,1,11,12,4,4,71,131,1,7,06,1,91,08,03,05,09,033,22,2,3,2,26,2,2,,624,11,22,11,3,3,,1,3,1,168,92,,1,,0,4
51WN00058,51,1,3330,1,32,320,2462,1,11,12,3,4,73,133,1,5,06,1,97,10,03,05,07,041,22,2,3,2,43,2,2,,650,09,22,11,3,3,,1,5,3,166,106,,1,,0,4
51WN00059,51,1,3331,1,63,550,2792,1,11,,1,2,75,135,1,7,05,1,76,09,03,08,09,034,33,1,3,3,40,2,3,,483,07,27,11,1,1,,6,2,1,151,108,,3,57,0,2
51WN00060,51,2,3333,1,19,190,2520,1,11,23,1,3,71,131,1,4,06,1,76,11,03,06,07,034,22,1,2,2,41,2,2,,504,11,15,11,1,1,,1,,1,135,100,,1,,0,3
51WN00061,51,2,3334,1,34,340,2021,1,11,50,1,5,71,131,1,4,05,1,80,12,04,07,08,041,22,2,3,2,44,5,2,,519,11,26,11,1,1,,1,,1,146,120,,1,,0,4
51WN00062,51,2,3335,1,21,210,2348,1,11,26,1,4,71,131,1,3,06,1,62,14,04,10,10,036,22,2,3,2,39,1,2,,398,11,,11,1,1,,1,,1,113,98,,2,10,0,4
51WN00063,51,1,3336,1,19,190,2202,1,11,28,1,5,70,130,1,7,06,1,82,12,03,07,08,033,22,1,2,2,39,1,2,,554,12,24,11,1,1,,1,1,1,140,100,,1,,0,4
51WN00064,51,2,3337,1,32,320,2284,1,11,12,1,4,70,130,1,1,07,1,78,11,03,08,07,033,22,2,3,2,46,2,3,,498,12,22,11,1,1,,1,,1,134,132,,1,,0,4
51WN00065,51,1,3339,1,27,270,1828,1,11,25,5,6,72,132,1,7,07,1,78,10,03,05,08,030,33,2,4,2,40,2,2,,518,10,20,11,5,2,,1,1,3,153,96,,1,,0,4
51WN00066,51,1,3340,1,27,270,1828,1,11,25,5,6,72,132,1,7,06,1,78,11,03,08,09,025,11,2,2,1,42,1,2,,514,10,20,11,5,2,,1,2,3,148,102,,1,,0,4
51WN00067,51,2,3341,1,21,210,2794,1,11,25,4,2,70,130,1,3,07,1,73,10,03,06,08,031,22,2,3,2,45,3,2,,500,12,14,11,3,3,,1,,1,143,80,,1,,0,2
51WN00068,51,2,3342,1,21,210,2794,1,11,25,3,2,70,130,1,3,07,1,68,09,03,07,08,032,33,3,5,3,44,3,2,,469,12,14,11,3,3,,1,,1,143,70,,2,76,0,2
51WN00069,51,2,3343,1,23,230,2446,1,11,18,3,4,70,130,1,4,06,6,68,12,03,06,08,032,22,1,2,2,36,3,3,,445,12,,11,3,3,,1,,1,123,102,,3,34,0,4
51WN00070,51,2,3344,1,27,270,1431,1,11,24,3,7,72,132,1,3,05,2,74,10,03,06,08,034,22,2,3,2,46,2,2,,480,10,24,11,3,3,,1,,3,143,106,,1,,0,5
51WN00071,51,2,3346,1,23,230,2342,1,11,17,1,4,70,130,1,3,05,1,69,10,03,07,09,039,11,2,2,1,43,3,2,,438,12,23,11,1,1,,1,,1,141,120,,1,,0,4
51WN00072,51,1,3347,1,32,320,2554,1,11,10,1,3,70,130,1,7,04,1,100,12,03,05,07,031,22,2,3,2,46,2,2,,671,12,33,11,1,1,,1,5,1,148,128,,3,37,0,3
51WN00073,51,2,3350,1,23,230,1517,1,11,21,3,7,70,130,1,3,06,1,65,15,03,09,10,035,22,2,3,2,43,4,2,,437,12,16,11,3,3,,1,,1,114,82,,2,10,0,5
51WN00074,51,2,3351,1,63,570,2102,1,11,,5,5,72,132,1,3,06,1,74,09,06,08,07,029,22,3,4,2,44,4,2,,505,10,12,11,5,2,,6,,3,130,74,,1,,0,4
51WN00075,51,2,3352,1,63,570,2102,1,11,,5,5,72,132,1,3,05,1,76,11,03,06,06,030,11,2,2,1,55,3,2,,521,10,12,11,5,2,,6,,3,131,72,,1,,0,4
51WN00076,51,2,3353,1,23,231,2561,1,11,15,5,3,72,132,1,3,05,1,63,13,03,08,10,024,22,1,2,2,29,2,2,,420,10,15,11,5,2,,1,,3,120,76,,2,10,0,3
51WN00077,51,2,3354,1,23,231,2561,1,11,15,5,3,72,132,1,3,07,1,61,12,03,08,09,031,22,2,3,2,46,3,2,,408,10,15,11,5,2,,1,,3,125,72,,1,,0,3
51WN00078,51,1,3355,1,23,230,2061,1,11,24,3,5,72,132,1,7,05,1,94,13,03,06,09,035,22,1,2,2,39,3,3,,633,10,23,11,3,3,,1,5,3,153,104,,1,,0,4
51WN00079,51,2,3357,1,24,240,2543,1,11,18,5,3,72,132,1,4,05,1,75,14,04,06,07,041,22,2,3,2,40,2,2,,505,10,20,11,5,2,,1,,3,127,84,,2,10,0,3
51WN00080,51,2,3358,1,24,240,2543,1,11,18,5,3,72,132,1,5,07,1,57,13,03,08,10,023,11,2,2,1,32,3,2,,370,10,20,11,5,2,,1,,3,114,82,,2,10,0,3
51WN00081,51,1,3359,1,32,320,2854,1,11,20,1,2,70,130,1,4,07,1,83,12,03,06,09,030,22,1,2,2,43,1,2,,543,12,00,11,1,1,,1,5,1,148,124,,1,,0,2
51WN00082,51,1,3361,1,32,320,2942,1,11,16,1,2,70,130,1,7,06,1,83,12,03,08,09,035,22,1,2,2,38,2,2,,551,12,00,11,1,1,,1,1,1,151,114,,3,37,0,2
51WN00083,51,2,3362,1,63,550,3018,1,11,,1,2,69,129,1,3,06,1,64,09,05,08,09,031,22,2,3,2,37,2,2,,431,13,32,11,1,1,,6,,1,126,84,,2,10,0,2
51WN00084,51,2,3365,1,23,230,2568,1,11,30,1,3,69,129,1,4,08,1,73,09,03,06,08,031,11,2,2,1,39,1,2,,510,13,19,11,1,1,,1,,1,145,72,,1,,0,3
51WN00085,51,1,3366,1,34,340,1701,1,11,28,5,6,71,131,3,7,06,1,70,12,03,09,10,030,22,2,3,2,45,3,3,,463,11,19,11,5,2,,1,1,3,143,94,,3,40,0,4
51WN00086,51,1,3367,1,34,340,1701,1,11,28,5,6,71,131,1,7,06,1,62,10,03,08,10,030,22,2,3,2,43,2,3,,406,11,19,11,5,2,,1,1,3,144,88,,1,,0,4
51WN00087,51,1,3368,1,63,610,2832,1,11,,1,2,69,129,1,7,06,1,75,12,03,08,10,026,22,1,2,2,44,2,2,,504,13,32,11,1,1,,6,1,1,134,100,,3,10,0,2
51WN00088,51,2,3369,1,19,190,2634,1,11,23,5,3,71,131,1,4,07,1,68,13,03,06,08,031,11,2,2,1,41,2,2,,449,11,13,11,5,2,,1,,3,127,92,,1,,0,3
51WN00089,51,1,3370,1,19,190,2634,1,11,23,5,3,71,131,1,7,06,1,66,14,06,09,09,029,11,1,1,1,39,2,2,,434,11,13,11,5,2,,1,1,3,113,92,,3,10,0,3
51WN00090,51,1,3371,1,34,340,2241,1,11,37,5,4,71,131,1,7,05,1,56,15,02,09,11,028,11,2,2,1,34,1,2,,366,11,24,11,5,2,,1,1,3,121,80,,3,10,0,4
51WN00091,51,1,3372,1,34,340,2241,1,11,37,5,4,71,131,1,7,06,1,82,14,04,08,06,035,22,1,2,2,40,3,2,,559,11,24,11,5,2,,1,1,3,136,88,,3,10,0,4
51WN00092,51,1,3373,1,24,240,2908,1,11,20,1,2,69,129,1,4,07,1,82,15,05,07,07,030,11,2,2,1,43,1,2,,552,13,00,11,1,1,,1,1,1,120,108,,3,10,0,2
51WN00093,51,2,3374,1,19,190,2678,1,11,23,5,3,70,130,1,3,07,1,62,13,03,07,09,027,33,2,4,3,42,2,3,,412,12,13,11,5,2,,1,,3,121,84,,2,10,0,3
51WN00094,51,1,3375,1,19,190,2678,1,11,23,5,3,70,130,1,7,07,1,63,13,03,08,09,029,11,2,2,1,48,2,2,,418,12,13,11,5,2,,1,2,3,126,86,,3,10,0,3
51WN00095,51,2,3376,1,19,190,2577,1,11,26,1,3,68,128,1,3,06,1,69,13,04,05,08,031,22,2,3,2,32,1,2,,470,14,26,11,1,1,,1,,1,117,88,,2,10,0,3
51WN00096,51,1,3377,1,32,320,2573,1,11,08,1,3,68,128,1,6,07,1,109,13,03,06,07,028,11,2,2,1,35,2,2,,753,14,28,11,1,1,,1,3,1,150,126,,1,,0,3
51WN00097,51,2,3378,1,20,200,2879,1,11,28,1,2,68,128,1,3,06,1,76,11,03,07,09,033,22,1,2,2,45,3,2,,509,14,17,11,1,1,,1,,1,145,108,,1,,0,2
51WN00098,51,1,3379,1,27,270,2551,1,11,19,1,3,68,128,1,7,05,1,97,13,03,05,08,029,11,2,2,1,37,2,2,,664,14,10,11,1,1,,1,2,1,145,120,,1,,0,3
51WN00099,51,1,3380,1,63,590,1727,1,11,,3,6,68,128,1,7,05,6,85,13,03,06,08,029,11,2,2,1,40,3,2,,580,14,18,11,3,3,,6,2,1,129,108,,7,,0,4
51WN00100,51,2,3381,1,19,190,2219,1,11,16,1,4,68,128,1,3,09,1,66,11,03,10,09,029,11,2,2,1,40,2,2,,434,14,21,11,1,1,,1,,1,126,104,,1,,0,4
51WN00101,51,1,3382,1,27,270,2036,1,11,26,5,5,70,130,1,7,05,1,86,14,03,07,09,031,11,2,2,1,43,2,2,,585,12,15,11,5,2,,1,2,3,146,100,,1,,0,4
51WN00102,51,1,3383,1,27,270,2036,1,11,26,5,5,70,130,1,7,06,1,74,13,03,08,10,038,22,2,3,2,40,2,2,,492,12,15,11,5,2,,1,1,3,147,100,,1,,0,4
51WN00103,51,2,3385,1,32,320,2902,1,11,19,1,2,68,128,1,1,06,1,79,09,03,05,07,034,22,1,2,2,30,2,2,,534,14,00,11,1,1,,1,,1,151,106,,1,,0,2
51WN00104,51,1,3386,1,20,200,2651,1,11,24,1,3,68,128,1,4,05,1,78,09,03,05,09,033,22,1,2,2,47,4,2,,528,14,30,11,1,1,,1,1,1,153,104,,1,,0,3
51WN00105,51,2,3388,1,32,320,2969,1,11,18,1,2,68,128,3,1,07,1,83,13,03,09,07,030,11,2,2,1,44,1,2,,547,14,00,11,1,1,,1,,1,132,130,,2,42,0,2
51WN00106,51,1,3389,1,27,270,3006,1,11,36,1,2,68,128,1,7,06,4,72,10,03,07,09,029,33,2,4,3,44,3,2,,503,14,27,11,1,1,,1,2,1,152,76,,3,34,0,2
51WN00107,51,1,3390,1,21,211,2899,1,11,29,1,2,68,128,3,7,06,1,82,14,03,06,09,038,22,2,3,2,46,2,3,,548,14,28,11,1,1,,1,1,1,146,118,,1,,0,2
51WN00108,51,2,3391,1,27,270,2259,1,11,28,1,4,67,127,3,3,06,1,81,09,04,06,07,035,22,1,2,2,40,2,3,,553,15,,11,1,1,,1,,1,150,108,1,3,01,0,4
51WN00109,51,1,3392,1,34,340,2687,1,11,39,1,3,67,127,1,7,05,1,66,12,03,07,09,037,22,2,3,2,36,2,2,,428,15,22,11,1,1,,1,1,1,134,116,,1,,0,3
51WN00110,51,2,3393,1,32,320,2859,1,11,18,1,2,67,127,1,5,07,1,84,10,03,06,08,037,22,1,2,2,49,2,2,,569,15,00,11,1,1,,1,,1,156,118,,2,36,0,2
51WN00111,51,2,3394,1,23,230,2966,1,11,18,1,2,67,127,1,3,04,1,64,14,03,07,09,037,22,2,3,2,44,3,2,,425,15,14,11,1,1,,1,,1,118,100,,2,10,0,2
51WN00112,51,2,3396,1,19,190,1820,1,11,16,1,6,67,127,1,4,04,1,72,14,03,06,06,039,11,2,2,1,46,2,3,,482,15,15,11,1,1,,1,,1,116,108,,1,,0,4
51WN00113,51,2,3397,1,63,570,2407,1,11,,5,4,69,129,1,3,05,1,68,14,03,06,08,039,22,2,3,2,40,2,2,,462,13,26,11,5,2,,6,,3,121,84,,2,10,0,4
51WN00114,51,2,3398,1,63,570,2407,1,11,,5,4,69,129,1,4,06,1,69,13,03,08,09,031,11,2,2,1,44,2,2,,467,13,26,11,5,2,,6,,3,124,88,,1,,0,4
51WN00115,51,1,3399,1,27,270,2939,1,11,38,3,2,67,127,1,7,05,1,86,14,03,07,08,035,11,2,2,1,45,2,2,,600,15,36,11,3,3,,1,3,1,149,98,,1,,0,2
51WN00116,51,1,3401,1,32,320,2920,1,11,19,1,2,67,127,1,7,07,1,83,14,03,05,08,033,11,2,2,1,44,2,2,,569,15,00,11,1,1,,1,1,1,138,108,,3,37,0,2
51WN00117,51,2,3402,1,23,230,1225,1,11,18,1,8,67,127,1,3,05,1,88,13,03,06,06,035,11,2,2,1,37,3,2,,600,15,19,11,1,1,,1,,1,135,118,,1,,0,5
51WN00118,51,1,3403,1,63,600,2579,1,11,,1,3,67,127,1,7,05,1,80,12,08,06,06,033,22,1,2,2,34,3,2,,535,15,21,11,1,1,,6,1,1,107,120,,3,10,0,3
51WN00119,51,1,3404,1,24,240,1847,1,11,25,1,6,67,127,1,4,06,1,70,13,03,06,10,026,11,2,2,1,46,1,2,,461,15,34,11,1,1,,1,1,1,123,114,,3,10,0,4
51WN00120,51,1,3405,1,21,211,2455,1,11,20,5,4,69,129,1,7,05,1,63,15,04,09,08,031,22,1,2,2,46,2,2,,429,13,18,11,5,2,,1,1,3,111,76,,3,10,0,4
51WN00121,51,1,3406,1,21,211,2455,1,11,20,5,4,69,129,1,7,06,1,62,15,05,13,09,028,11,2,2,1,37,2,2,,422,13,18,11,5,2,,1,1,3,107,76,,3,10,0,4
51WN00122,51,1,3408,1,34,340,1996,1,11,36,3,5,69,129,1,7,06,1,84,11,03,07,08,036,22,2,3,2,42,3,3,,580,13,27,11,3,3,,1,2,3,156,92,,1,,0,4
51WN00123,51,1,3409,1,63,590,1999,1,11,,1,5,67,127,1,7,06,1,88,13,03,06,08,035,33,2,4,3,42,3,2,,613,15,12,11,1,1,,6,3,1,135,102,,1,,0,4
51WN00124,51,1,3410,1,24,240,2926,1,11,20,1,2,67,127,1,4,07,1,78,12,05,06,08,034,22,1,2,2,43,1,2,,534,15,00,11,1,1,,1,2,1,137,102,,1,,0,2
51WN00125,51,2,3411,1,19,190,2242,1,11,15,1,4,67,127,1,3,08,1,74,12,03,05,07,032,11,2,2,1,40,2,2,,518,15,,11,1,1,,1,,1,125,82,,1,,0,4
51WN00126,51,2,3412,1,63,590,2994,1,11,,1,2,67,127,3,3,05,1,70,12,03,08,09,031,22,1,2,2,36,2,2,,460,15,18,11,1,1,,6,,1,125,116,,2,40,0,2
51WN00127,51,2,3413,1,27,270,2220,1,11,28,1,4,66,126,1,3,06,1,85,11,03,05,08,039,22,2,3,2,45,,,,587,,20,11,1,1,,1,,1,153,110,,1,,0,4
51WN00128,51,2,3415,1,34,340,2230,1,11,39,3,4,68,128,3,4,05,1,76,09,03,06,08,036,22,1,2,2,31,3,2,,530,14,30,11,3,3,,1,,3,157,82,,2,40,0,4
51WN00129,51,2,3416,1,23,231,1568,1,11,18,5,7,68,128,1,3,07,1,62,12,03,08,10,028,22,2,3,2,33,2,2,,416,14,17,11,5,2,,1,,3,129,88,,1,,0,5
51WN00130,51,2,3417,1,23,231,1568,1,11,18,5,7,68,128,1,3,05,1,65,12,03,07,07,027,22,2,3,2,41,2,2,,436,14,17,11,5,2,,1,,3,123,92,,1,,0,5
51WN00131,51,1,3418,1,32,320,2473,1,11,08,1,4,66,126,1,5,06,1,87,11,03,06,08,033,11,2,2,1,45,2,2,,586,16,29,11,1,1,,1,1,1,145,132,,3,10,0,4
51WN00132,51,1,3419,1,24,240,1578,1,11,14,5,7,68,128,1,4,07,1,75,14,03,07,08,031,22,2,3,2,48,1,2,,503,14,28,11,5,2,,1,1,3,129,106,,1,,0,5
51WN00133,51,2,3420,1,24,240,1578,1,11,14,5,7,68,128,1,1,06,1,71,12,04,07,06,027,22,1,2,2,31,2,2,,472,14,28,11,5,2,,1,,3,121,106,,1,,0,5
51WN00134,51,1,3421,1,24,240,2931,1,11,21,1,2,66,126,1,7,05,1,90,15,03,04,06,033,11,2,2,1,41,1,2,,632,16,00,11,1,1,,1,3,1,135,104,,3,10,0,2
