UID,IDLAMB,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,CAUSE,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,C75,DISP,CADAM,CTBR,ABN
73WN00001,73116601,73,2,6601,1,24,240,6204,11,1,33,3,8,80,140,1,1,,1,70,09,04,10,07,037,4,2,2,1,,1,11,6524,11,440,44,27,24,1,0,6,129,84,,,5,3,
73WN00002,73116603,73,2,6603,1,24,240,6440,11,1,48,5,4,79,139,1,1,,1,77,09,03,07,07,051,5,3,3,1,,1,11,6524,11,473,47,37,24,1,3,6,137,112,,,4,2,
73WN00003,73116604,73,2,6604,1,24,240,6440,11,1,48,5,4,79,139,1,1,,1,85,08,03,07,07,055,3,3,3,1,,1,11,6524,11,521,52,37,24,1,1,6,153,126,,,4,2,
73WN00004,73116605,73,2,6605,1,35,350,9914,14,1,49,1,2,74,134,1,4,,1,78,09,03,08,08,043,3,2,3,2,,4,11,9877,14,509,50,42,35,1,9,7,137,98,,,2,1,
73WN00005,73116606,73,1,6606,1,35,350,7393,14,1,54,1,9,77,137,1,6,,2,76,09,04,11,10,043,4,2,2,1,,4,11,9877,14,450,45,33,35,1,0,6,132,144,,,5,1,
73WN00006,73116607,73,2,6607,1,35,350,9925,14,1,50,1,2,73,133,1,1,,2,63,09,03,10,09,036,13,2,2,1,,4,11,9877,14,409,40,48,35,1,9,7,120,86,,2,2,1,
73WN00007,73116608,73,2,6608,1,35,350,9350,14,1,45,1,5,72,132,1,1,,1,85,07,04,07,07,049,12,3,3,1,,4,11,9877,14,541,54,42,35,1,1,7,148,136,,,4,1,
73WN00008,73116609,73,2,6609,1,24,240,6460,11,1,42,1,3,76,136,1,1,,2,75,09,03,07,08,051,2,2,3,2,,1,11,6524,11,475,47,41,24,1,5,6,134,104,,,3,1,
73WN00009,73116610,73,1,6610,1,24,240,6474,11,1,42,1,3,74,134,1,2,,2,76,09,03,07,09,043,3,3,4,2,,1,11,6524,11,475,47,41,24,1,5,7,128,124,,3,3,1,
73WN00010,73116611,73,1,6611,1,24,240,6486,11,1,39,1,3,71,131,1,2,,1,93,09,03,08,09,042,13,2,3,2,,1,11,6524,11,631,63,33,24,1,1,7,147,104,,3,3,1,
73WN00011,73116612,73,2,6612,1,32,320,6122,11,1,47,1,9,71,131,1,1,,2,64,10,03,11,09,033,32,2,2,1,,1,11,6535,11,412,41,28,32,1,2,7,117,100,,,5,1,
73WN00012,73116613,73,2,6613,1,24,240,6510,11,1,35,1,2,73,133,1,1,,1,44,09,03,11,11,034,3,2,3,2,,1,11,6524,11,268,26,43,24,1,8,6,110,84,,2,2,1,
73WN00013,73116614,73,1,6614,1,35,350,9812,14,1,45,1,4,73,133,1,7,,1,91,08,09,11,09,040,4,2,2,1,,4,11,9877,14,579,57,42,35,1,9,6,125,140,,3,4,1,
73WN00014,73116615,73,2,6615,1,32,320,6414,11,1,33,1,4,68,128,1,1,,1,82,09,03,08,06,039,35,2,2,1,,1,11,6535,11,542,54,31,32,1,2,7,133,126,,,4,1,
73WN00015,73116616,73,2,6616,1,35,350,8949,14,1,45,1,6,68,128,1,3,,1,82,07,03,10,08,037,27,2,2,1,,4,11,9877,14,534,53,35,35,1,4,7,145,136,,,4,1,
73WN00016,73116617,73,1,6617,1,24,240,6531,11,1,35,1,2,67,127,1,4,,1,76,09,03,09,09,038,30,2,3,2,,1,11,6524,11,517,51,32,24,1,7,7,136,104,,3,2,1,
73WN00017,73116618,73,2,6618,1,32,320,6420,11,1,36,1,4,70,130,1,1,,1,63,10,03,11,10,034,2,2,2,1,,1,11,6535,11,395,39,31,32,1,5,6,118,116,,,4,1,
73WN00018,73116620,73,1,6620,1,32,320,6386,11,1,35,1,5,70,130,1,2,,1,58,10,03,10,09,033,2,2,2,1,,1,11,6535,11,365,36,30,32,1,5,6,104,106,,,4,1,
73WN00019,73116621,73,2,6621,1,35,350,9621,14,1,44,1,5,66,126,1,1,,1,64,09,03,11,09,039,27,2,2,1,,4,11,9877,14,421,42,41,35,1,1,7,123,110,,2,4,1,
73WN00020,73116622,73,1,6622,1,35,350,9826,14,1,46,5,4,66,126,1,4,,1,68,11,03,11,11,045,26,2,2,1,,4,11,9877,14,452,45,41,35,1,2,7,134,110,,,4,2,
73WN00021,73116623,73,2,6623,1,35,350,9826,14,1,46,5,4,66,126,1,3,,1,56,09,03,11,10,038,27,2,2,1,,4,11,9877,14,368,36,41,35,1,8,7,125,96,,2,4,2,
73WN00022,73116624,73,1,6624,1,24,240,6495,11,1,,2,2,70,130,1,1,,5,56,09,03,09,08,037,,2,2,1,,1,11,6524,11,366,36,40,24,1,6,9,,84,,3,2,1,
73WN00023,73116625,73,1,6625,1,24,240,6088,11,1,42,3,9,65,125,1,2,,2,68,09,03,09,10,042,33,4,5,2,,1,11,6524,11,475,47,28,24,1,5,7,143,86,,,5,3,
73WN00024,73116627,73,2,6627,1,24,240,6484,11,1,42,1,3,65,125,1,1,,1,77,09,03,08,07,041,9,2,3,2,,1,11,6524,11,549,54,42,24,1,9,7,133,84,,,3,1,
73WN00025,73116629,73,2,6629,1,32,320,6480,11,1,42,3,3,65,125,1,1,,1,60,10,03,12,10,031,3,2,2,1,,1,11,6535,11,392,39,33,32,1,2,7,122,110,,,3,3,
73WN00026,73116630,73,2,6630,1,35,350,9177,14,1,41,5,6,65,125,1,1,,3,62,08,03,10,09,045,31,2,3,2,,4,11,9877,14,403,40,37,35,1,3,7,140,116,,,4,2,
73WN00027,73116631,73,2,6631,1,35,350,9177,14,1,41,5,6,65,125,1,1,,1,58,05,03,11,10,045,3,2,2,1,,4,11,9877,14,371,37,37,35,1,1,7,156,116,,,4,2,
73WN00028,73116632,73,1,6632,1,35,350,9811,14,1,45,1,4,65,125,1,4,,2,87,06,03,10,10,036,34,2,2,1,,4,11,9877,14,592,59,42,35,1,2,7,157,130,,,4,1,
73WN00029,73116633,73,2,6633,1,24,240,6432,11,1,39,1,4,64,124,1,1,,1,64,10,03,10,09,037,24,2,3,2,,1,11,6524,11,424,42,33,24,1,4,7,119,114,,,4,1,
73WN00030,73116635,73,2,6635,1,35,350,9792,14,1,46,1,4,68,128,1,1,,1,72,06,03,09,08,049,1,2,3,2,,4,11,9877,14,477,47,43,35,1,7,6,151,110,,,4,1,
73WN00031,73116638,73,1,6638,1,35,350,9081,14,1,44,1,6,68,128,1,5,,2,92,09,06,10,06,039,4,3,3,1,,4,11,9877,14,614,61,39,35,1,4,6,127,134,,,4,1,
73WN00032,73116639,73,2,6639,1,35,350,9834,14,1,46,1,4,68,128,1,1,,3,83,07,06,10,08,038,4,2,2,1,,4,11,9877,14,547,54,50,35,1,7,7,138,130,,,4,1,
73WN00033,73116641,73,1,6641,1,24,240,6334,11,1,37,1,6,67,127,1,1,,1,97,10,03,08,08,039,1,2,3,2,,1,11,6524,11,661,66,34,24,1,1,6,146,130,,,4,1,
73WN00034,73116642,73,1,6642,1,24,240,6437,11,1,42,5,4,67,127,1,3,,1,57,09,03,12,12,035,5,2,2,1,,1,11,6524,11,383,38,41,24,1,3,6,128,84,,3,4,2,
73WN00035,73116643,73,1,6643,1,24,240,6437,11,1,42,5,4,67,127,1,4,,1,56,10,03,11,11,036,4,2,2,1,,1,11,6524,11,375,37,41,24,1,5,6,120,84,,3,4,2,
73WN00036,73116644,73,1,6644,1,32,320,5970,11,1,29,1,0,66,126,1,3,,2,65,11,03,10,09,031,1,2,2,1,,1,11,6535,11,425,42,35,32,1,5,6,109,114,,,4,1,
73WN00037,73116647,73,2,6647,1,32,320,6459,11,1,32,1,3,60,120,2,1,,2,62,10,03,10,09,038,24,2,3,2,,1,11,6535,11,413,41,30,32,1,3,7,121,124,,,3,1,
73WN00038,73116648,73,2,6648,1,35,350,9795,14,1,41,1,4,64,124,1,1,,2,77,09,04,10,07,040,4,2,2,1,,4,11,9877,14,513,51,34,35,1,3,6,132,134,,,4,1,
73WN00039,73116649,73,1,6649,1,24,240,6438,11,1,42,1,4,60,120,1,4,,2,66,09,03,11,11,034,9,2,3,2,,1,11,6524,11,450,45,41,24,1,0,7,129,120,,3,4,1,
73WN00040,73116650,73,2,6650,1,24,240,6259,11,1,33,1,7,60,120,2,1,,2,74,09,03,08,07,042,27,3,3,1,,1,11,6524,11,525,52,27,24,1,5,7,145,110,,,5,1,
73WN00041,73116655,73,2,6655,1,32,320,6489,11,1,34,1,3,62,122,1,1,,2,65,09,03,11,08,033,1,2,2,1,,1,11,6535,11,446,44,37,32,1,6,6,124,106,,,3,1,
73WN00042,73116656,73,2,6656,1,32,320,6422,11,1,35,1,4,61,121,1,1,,2,68,11,03,11,10,032,3,2,2,1,,1,11,6535,11,471,47,28,32,1,1,6,123,110,,,4,1,
73WN00043,73116657,73,2,6657,1,32,320,6508,11,1,,2,2,60,120,1,1,,1,32,11,03,15,14,024,,2,2,1,,1,11,6535,11,208,20,30,32,1,8,9,,70,,2,2,1,
73WN00044,73116658,73,2,6658,1,24,240,6521,11,1,35,1,2,58,118,1,1,,2,65,10,04,10,10,040,2,2,2,1,,1,11,6524,11,458,45,47,24,1,8,6,135,110,,,2,1,
73WN00045,73116659,73,1,6659,1,24,240,6463,11,1,40,1,3,54,114,1,5,,1,73,10,03,09,09,034,19,2,2,1,,1,11,6524,11,539,53,34,24,1,9,7,128,116,,3,3,1,
73WN00046,73116660,73,2,6660,1,46,460,7997,14,1,30,5,8,55,115,1,3,,2,55,09,03,13,10,037,3,2,2,1,,4,11,9865,14,395,39,23,46,1,5,6,144,96,,,5,2,
73WN00047,73116661,73,1,6661,1,46,460,7997,14,1,30,5,8,55,115,1,7,,3,42,12,03,14,13,037,3,2,2,1,,4,11,9865,14,261,26,23,46,1,1,6,122,120,,3,5,2,
73WN00048,73116662,73,2,6662,1,46,460,9849,14,1,42,5,3,51,111,1,3,,1,53,08,04,12,11,026,2,2,2,1,,4,11,9865,14,409,40,27,46,1,9,6,129,76,,6,3,2,
73WN00049,73116663,73,1,6663,1,46,460,9849,14,1,42,5,3,51,111,1,7,,2,60,10,03,13,10,025,3,2,2,1,,4,11,9865,14,472,47,27,46,1,2,6,124,76,,,3,2,
73WN00050,73116664,73,2,6664,1,32,320,6391,11,1,35,1,5,47,107,1,1,,1,60,09,03,10,09,035,32,2,2,1,,1,11,6535,11,452,45,29,32,1,2,7,131,116,,6,4,1,
73WN00051,73116665,73,2,6665,1,46,460,9853,14,1,39,1,3,47,107,1,3,,1,66,09,03,11,09,035,6,2,2,1,,4,11,9865,14,510,51,25,46,1,0,7,137,114,,,3,1,
73WN00052,73116668,73,1,6668,1,46,460,9856,14,1,39,3,3,44,104,1,7,,1,68,09,03,11,09,030,7,2,2,1,,4,11,9865,14,577,57,24,46,1,7,7,141,80,,,3,3,
73WN00053,73116669,73,2,6669,1,46,460,9856,14,1,,4,3,48,108,1,1,,2,20,14,03,15,13,031,,2,2,1,,4,11,9865,14,128,12,24,46,1,8,9,,62,,2,3,3,
73WN00054,73116671,73,3,6671,1,46,460,7487,14,1,,4,9,48,108,1,6,,1,48,15,03,14,12,024,,2,2,1,,4,11,9865,14,363,36,26,46,1,3,9,,88,,3,5,3,
73WN00055,73116673,73,2,6673,1,46,460,9727,14,1,37,1,5,48,108,1,3,,1,63,09,03,13,11,029,3,2,2,1,,4,11,9865,14,491,49,27,46,1,1,6,138,100,,,4,1,
73WN00056,73116674,73,1,6674,1,24,240,6468,11,1,48,5,3,47,107,1,1,,2,49,10,03,14,11,026,4,2,2,1,,1,11,6524,11,379,37,37,24,1,9,6,118,84,,3,3,2,
73WN00057,73116675,73,1,6675,1,24,240,6468,11,1,48,5,3,47,107,2,2,,1,64,09,03,10,10,032,2,2,2,1,,1,11,6524,11,512,51,37,24,1,2,6,139,92,,3,3,2,
73WN00058,73116677,73,2,6677,1,46,460,9816,14,1,35,3,4,46,106,1,3,,1,64,08,03,11,09,030,19,2,2,1,,4,11,9865,14,526,52,25,46,1,6,6,146,82,,,4,3,
73WN00059,73116678,73,1,6678,1,32,320,6435,11,1,48,1,4,46,106,1,1,,1,46,08,03,13,11,028,24,2,2,1,,1,11,6535,11,353,35,29,32,1,3,7,117,86,,3,4,1,
73WN00060,73116679,73,1,6679,1,46,460,9891,14,1,42,5,2,45,105,1,6,,3,44,09,03,13,12,034,2,2,2,1,,4,11,9865,14,307,30,33,46,1,7,6,136,118,,,2,2,
73WN00061,73116680,73,2,6680,1,46,460,9891,14,1,42,5,2,45,105,1,3,,1,47,08,03,13,12,026,3,2,2,1,,4,11,9865,14,358,35,33,46,1,8,6,140,94,,,2,2,
73WN00062,73116681,73,2,6681,1,46,460,9041,14,1,35,1,6,41,101,2,3,,1,64,10,03,12,11,031,3,2,2,1,,4,11,9865,14,539,53,26,46,1,9,7,140,96,,,4,1,
73WN00063,73116683,73,2,6683,1,24,240,6417,11,1,38,1,4,39,99,1,1,,2,54,09,03,11,09,032,32,2,2,1,,1,11,6524,11,446,44,30,24,1,6,7,128,98,,,4,1,
73WN00064,73116684,73,1,6684,1,24,240,6502,11,1,36,1,2,43,103,1,1,,1,60,09,03,12,11,033,2,2,2,1,,1,11,6524,11,470,47,38,24,1,0,6,142,116,,,2,1,
73WN00065,73116685,73,1,6685,1,46,460,9921,14,1,33,1,2,43,103,1,7,,1,54,10,03,13,11,030,1,2,2,1,,4,11,9865,14,433,43,32,46,1,3,6,129,94,,3,2,1,
73WN00066,73116689,73,2,6689,1,24,240,6425,11,1,40,3,4,38,98,1,1,,1,44,10,03,12,12,028,12,3,3,1,,1,11,6524,11,363,36,34,24,1,3,7,129,84,,2,4,3,
73WN00067,73116691,73,2,6691,1,46,460,9867,14,1,41,1,3,38,98,1,3,,1,60,07,03,11,09,034,29,2,2,1,,4,11,9865,14,514,51,37,46,1,4,7,145,96,,,3,1,
73WN00068,73116692,73,1,6692,1,32,320,6514,11,1,40,1,2,41,101,2,1,,1,71,07,04,10,08,039,23,2,3,2,,1,11,6535,11,610,61,32,32,1,0,6,154,94,,,2,1,
73WN00069,73116693,73,1,6693,1,35,350,9563,14,1,43,3,5,37,97,1,1,,1,52,07,03,12,08,027,26,2,2,1,,4,11,9877,14,433,43,44,35,1,3,7,134,100,,3,4,3,
73WN00070,73116695,73,2,6695,1,46,460,7451,14,1,48,1,9,40,100,1,3,,1,62,09,09,11,09,032,3,2,2,1,,4,11,9865,14,512,51,40,46,1,2,6,123,108,,,5,1,
73WN00071,73187254,73,1,7254,3,75,752,6337,11,1,,3,6,78,138,1,1,,2,92,09,03,08,08,043,34,2,3,2,,1,18,6634,18,587,58,,75,6,7,1,149,110,,,4,3,
73WN00072,73187255,73,2,7255,3,75,752,6337,11,1,,3,6,82,142,1,1,,1,69,09,03,09,08,041,1,2,2,1,,1,18,6634,18,431,43,,75,6,1,1,139,78,,,4,3,
73WN00073,73187256,73,1,7256,3,70,702,3037,18,1,,5,5,77,137,1,1,,2,84,09,03,10,10,035,26,2,2,1,,8,18,5626,18,524,52,,70,2,4,1,150,122,,,4,2,
73WN00074,73187257,73,1,7257,3,70,702,3037,18,1,,5,5,77,137,1,4,,2,79,09,03,09,08,037,32,2,2,1,,8,18,5626,18,504,50,,70,2,4,1,141,100,,3,4,2,
73WN00075,73187258,73,1,7258,3,73,732,5909,18,1,,1,2,76,136,3,6,,1,83,09,03,11,09,036,9,2,2,1,,8,18,6293,18,528,52,,73,6,8,1,141,112,,3,2,1,
73WN00076,73187259,73,2,7259,3,74,742,9223,14,1,,1,6,76,136,1,1,07,5,87,10,04,07,07,045,5,2,2,1,,4,18,6518,18,566,56,,74,6,6,1,134,100,,,4,1,
73WN00077,73187260,73,2,7260,3,76,761,8291,14,1,,1,7,76,136,1,1,,1,90,09,03,06,05,050,24,2,3,2,,4,18,5211,18,578,57,,76,6,8,1,149,114,,,5,1,
73WN00078,73187261,73,1,7261,3,70,702,2407,18,1,,3,7,76,136,1,5,,6,55,05,03,12,12,028,27,2,2,1,,8,18,5626,18,341,34,,70,2,1,1,138,86,,3,5,3,
73WN00079,73187263,73,2,7263,3,73,730,3793,18,1,,5,4,75,135,1,1,,1,90,08,03,07,07,043,34,2,2,1,,8,18,6027,18,582,58,,73,6,2,1,161,114,,,4,2,
73WN00080,73187264,73,2,7264,3,73,730,3793,18,1,,5,4,75,135,1,1,,1,86,09,03,08,08,044,23,2,2,1,,8,18,6027,18,553,55,,73,6,3,1,155,114,,,4,2,
73WN00081,73187266,73,1,7266,3,73,732,6023,18,1,,1,2,75,135,1,7,,2,84,06,03,09,08,036,32,2,2,1,,8,18,6293,18,557,55,,73,6,7,1,154,88,,3,2,1,
73WN00082,73187267,73,1,7267,3,73,730,3575,18,1,,5,4,75,135,1,2,,1,84,09,03,09,08,040,3,2,3,2,,8,18,6027,18,526,52,,73,6,6,1,148,130,,,4,2,
73WN00083,73187268,73,1,7268,3,73,730,3575,18,1,,5,4,75,135,1,5,,1,94,12,09,09,08,036,24,2,2,1,,8,18,6027,18,604,60,,73,6,4,1,118,124,,,4,2,
73WN00084,73187269,73,1,7269,3,74,741,5377,18,1,,1,2,75,135,1,2,,2,97,09,06,08,09,035,34,2,2,1,,8,18,6098,18,625,62,,74,6,5,1,143,126,,3,2,1,
73WN00085,73187270,73,1,7270,3,76,762,5334,18,1,,5,2,75,135,1,4,,2,74,05,03,09,09,040,6,2,2,1,,8,18,5903,18,473,47,,76,6,3,1,165,102,,,2,2,
73WN00086,73187271,73,2,7271,3,76,762,5334,18,1,,5,2,75,135,1,4,07,1,73,10,03,08,08,041,25,2,2,1,,8,18,5903,18,473,47,,76,6,3,1,139,92,,,2,2,
73WN00087,73187272,73,2,7272,3,75,751,5149,18,1,,5,3,75,135,1,1,,1,48,09,03,11,11,032,24,3,3,1,,8,18,6306,18,281,28,,75,6,1,1,120,100,,,3,2,
73WN00088,73187273,73,2,7273,3,75,751,5149,18,1,,5,3,75,135,1,1,,2,86,09,05,07,08,039,35,2,2,1,,8,18,6306,18,559,55,,75,6,9,1,147,106,,,3,2,
73WN00089,73187274,73,2,7274,3,73,730,4975,18,1,,1,3,75,135,1,1,,1,87,11,03,08,07,039,6,2,2,1,,8,18,6027,18,563,56,,73,6,3,1,131,110,,,3,1,
73WN00090,73187275,73,2,7275,3,73,730,5661,18,1,,5,2,75,135,1,1,07,1,72,08,04,10,09,033,14,2,2,1,,8,18,6027,18,450,45,,73,6,0,1,142,112,,,2,2,
73WN00091,73187276,73,2,7276,3,73,730,5661,18,1,,5,2,75,135,1,1,,1,58,07,03,11,10,033,34,2,2,1,,8,18,6027,18,361,36,,73,6,1,1,139,92,,,2,2,
73WN00092,73187277,73,2,7277,3,76,760,3316,18,1,,5,4,75,135,1,1,,2,66,08,03,10,08,037,35,2,2,1,,8,18,6961,18,424,42,,76,6,4,1,135,88,,,4,2,
73WN00093,73187278,73,2,7278,3,76,760,3316,18,1,,5,4,75,135,1,1,07,1,71,07,03,10,08,032,11,2,3,2,,8,18,6961,18,467,46,,76,6,7,1,142,80,,,4,2,
73WN00094,73187279,73,1,7279,3,75,752,6372,11,1,,1,6,74,134,1,7,,2,87,13,03,10,08,037,3,2,2,1,,1,18,6634,18,581,58,,75,6,1,1,119,92,,3,4,1,
73WN00095,73187280,73,2,7280,3,73,732,6197,18,1,,1,2,74,134,1,1,,1,79,08,03,08,09,044,32,2,2,1,,8,18,6293,18,519,51,,73,6,9,1,148,94,,,2,1,
73WN00096,73187281,73,2,7281,3,70,700,5025,18,1,,5,3,74,134,1,1,,2,67,06,03,09,09,040,6,2,3,2,,8,18,5486,18,430,43,,70,2,0,1,154,94,,,3,2,
73WN00097,73187282,73,2,7282,3,70,700,5025,18,1,,5,3,74,134,1,1,,5,73,05,03,09,09,028,5,2,2,1,,8,18,5486,18,472,47,,70,2,2,1,156,98,,2,3,2,
73WN00098,73187283,73,1,7283,3,73,732,9779,14,1,,8,5,77,137,1,1,,1,78,10,04,06,06,047,10,5,6,2,,4,18,6293,18,502,50,,73,6,2,3,133,92,,,4,2,
73WN00099,73187284,73,2,7284,3,73,732,9779,14,1,,8,5,74,134,1,3,,1,80,09,03,07,06,046,27,3,3,1,,4,18,6293,18,537,53,,73,6,7,1,139,80,,,4,2,
73WN00100,73187285,73,2,7285,3,73,732,9779,14,1,,6,5,78,138,1,1,,5,46,09,03,11,09,038,,2,2,1,,4,18,6293,18,274,27,,73,6,4,9,,82,,2,4,3,
73WN00101,73187286,73,2,7286,3,70,702,3116,18,1,,5,5,74,134,1,1,,3,57,06,03,11,11,035,25,2,2,1,,8,18,5626,18,349,34,,70,2,9,1,143,102,,,4,2,
73WN00102,73187287,73,1,7287,3,70,702,3116,18,1,,5,5,74,134,1,1,,1,64,08,03,10,10,041,2,3,4,2,,8,18,5626,18,403,40,,70,2,3,1,140,100,,,4,2,
73WN00103,73187289,73,2,7289,3,75,751,5704,18,1,,1,2,74,134,1,1,,1,81,11,03,08,08,043,27,2,2,1,,8,18,6306,18,524,52,,75,6,4,1,132,108,,,2,1,
73WN00104,73187293,73,2,7293,3,74,740,9215,14,1,,1,6,74,134,1,3,,1,85,09,03,08,05,047,3,2,2,1,,4,18,7206,18,558,55,,74,6,8,1,137,102,,,4,1,
73WN00105,73187294,73,2,7294,3,76,760,3809,18,1,,5,4,74,134,3,1,,1,77,07,03,10,09,039,11,2,3,2,,8,18,6961,18,487,48,,76,6,7,1,156,118,,,4,2,
73WN00106,73187295,73,2,7295,3,76,760,3809,18,1,,5,4,74,134,1,3,,1,73,11,03,09,08,036,5,2,2,1,,8,18,6961,18,479,47,,76,6,9,1,127,88,,,4,2,
73WN00107,73187297,73,2,7297,3,75,752,5406,18,1,,1,2,73,133,1,1,,1,46,05,03,11,11,038,23,2,3,2,,8,18,6634,18,289,28,,75,6,9,1,132,76,,,2,1,
73WN00108,73187298,73,2,7298,3,73,731,9379,14,1,,1,5,73,133,1,1,,1,92,08,03,06,07,046,20,3,3,1,,4,18,6552,18,612,61,,73,6,2,1,153,106,,,4,1,
73WN00109,73187299,73,2,7299,3,73,732,3403,18,1,,1,4,73,133,1,1,07,2,72,08,03,10,08,041,5,2,2,1,,8,18,6293,18,471,47,,73,6,1,1,133,94,,,4,1,
73WN00110,73187300,73,1,7300,3,72,950,2812,18,1,,5,6,73,133,1,4,,1,58,07,03,11,10,032,26,2,2,1,,8,18,5713,18,364,36,,72,3,4,1,133,96,,3,4,2,
73WN00111,73187301,73,2,7301,3,72,950,2812,18,1,,5,6,73,133,1,1,,1,47,10,03,11,10,034,14,2,2,1,,8,18,5713,18,290,29,,72,3,0,1,110,84,,,4,2,
73WN00112,73187302,73,1,7302,3,74,740,3945,18,1,,3,4,73,133,1,1,,1,92,09,03,07,08,045,33,2,2,1,,8,18,7206,18,605,60,,74,6,5,1,151,116,,,4,3,
73WN00113,73187304,73,2,7304,3,72,830,4929,18,1,,5,3,73,133,1,1,,1,54,13,03,11,10,036,21,3,3,1,,8,18,5480,18,341,34,,72,3,1,1,106,86,,,3,2,
73WN00114,73187305,73,2,7305,3,72,830,4929,18,1,,5,3,73,133,1,1,,1,54,12,03,11,10,046,20,3,4,2,,8,18,5480,18,356,35,,72,3,6,1,118,66,,,3,2,
73WN00115,73187306,73,2,7306,3,76,762,5533,18,1,,1,2,73,133,1,1,,4,82,09,03,10,08,034,34,2,2,1,,8,18,5903,18,529,52,,76,6,9,1,137,116,,,2,1,
73WN00116,73187308,73,2,7308,3,72,820,4205,18,1,,1,3,73,133,1,1,,3,86,09,03,07,09,038,13,2,2,1,,8,18,5267,18,567,56,,72,3,7,1,145,106,,,3,1,
73WN00117,73187312,73,3,7312,3,76,762,4164,18,1,,4,3,77,137,1,1,,1,52,11,03,11,10,042,,2,2,1,,8,18,5903,18,309,30,,76,6,9,9,,96,,3,3,3,
73WN00118,73187313,73,2,7313,3,76,762,4164,18,1,,3,3,73,133,1,1,,1,74,08,03,09,09,047,1,2,2,1,,8,18,5903,18,492,49,,76,6,2,1,150,86,,,3,3,
73WN00119,73187314,73,1,7314,3,75,750,4960,18,1,,1,3,73,133,1,1,,3,87,08,03,08,07,040,11,2,2,1,,8,18,6362,18,582,58,,75,6,2,1,146,96,,3,3,1,
73WN00120,73187316,73,2,7316,3,72,810,3456,18,1,,3,4,77,137,1,1,,1,63,08,03,10,08,038,2,2,2,1,,8,18,5192,18,409,40,,72,3,9,2,137,70,,,4,3,
73WN00121,73187319,73,1,7319,3,72,920,4206,18,1,,3,3,72,132,1,4,,2,84,10,03,08,07,039,5,2,2,1,,8,18,5438,18,558,55,,72,3,8,1,134,104,,,3,3,
73WN00122,73187320,73,1,7320,3,72,920,4206,18,1,,3,3,72,132,1,6,,1,75,11,03,10,09,043,32,2,2,1,,8,18,5438,18,488,48,,72,3,8,1,128,106,,,3,3,
73WN00123,73187321,73,2,7321,3,72,880,5544,18,1,,1,2,72,132,1,3,,1,78,08,03,09,07,045,20,2,2,1,,8,18,5695,18,526,52,,72,3,6,1,143,86,,,2,1,
73WN00124,73187324,73,2,7324,3,74,740,5730,18,1,,1,2,72,132,1,3,,1,78,07,03,09,08,041,36,2,3,2,,8,18,7206,18,515,51,,74,6,5,1,148,100,,,2,1,
73WN00125,73187326,73,1,7326,3,74,740,4147,18,1,,3,3,76,136,3,4,,1,63,11,03,10,11,046,5,2,2,1,,8,18,7206,18,387,38,,74,6,7,2,133,104,,3,3,3,
73WN00126,73187329,73,2,7329,3,72,930,3356,18,1,,3,4,72,132,1,1,,2,82,09,03,09,07,037,22,2,2,1,,8,18,5483,18,550,55,,72,3,0,1,138,94,,,4,3,
73WN00127,73187330,73,1,7330,3,75,750,5581,18,1,,1,2,74,134,1,2,,1,74,09,03,09,09,036,12,2,2,1,,8,18,6362,18,458,45,,75,6,8,1,132,126,,,2,1,
73WN00128,73187331,73,2,7331,3,70,700,2378,18,1,,1,7,72,132,1,1,07,5,77,09,03,08,07,045,32,2,3,2,,8,18,5486,18,500,50,,70,2,0,1,139,110,,,5,1,
73WN00129,73187332,73,1,7332,3,72,970,3814,18,1,,3,4,72,132,1,7,,4,111,09,03,08,07,045,25,2,2,1,,8,18,5821,18,758,75,,72,3,8,1,167,110,,,4,3,
73WN00130,73187336,73,2,7336,3,72,920,2986,18,1,,1,6,72,132,1,1,,1,68,09,03,10,10,036,1,2,3,2,,8,18,5438,18,436,43,,72,3,6,1,126,104,,,4,1,
73WN00131,73187337,73,1,7337,3,70,702,6146,18,1,,3,2,76,136,1,4,,2,70,05,03,10,10,040,5,2,2,1,,8,18,5626,18,453,45,,70,2,3,2,164,84,,,2,3,
73WN00132,73187338,73,2,7338,3,73,731,8868,14,1,,3,6,72,132,1,1,,2,73,09,03,10,08,038,31,2,2,1,,4,18,6552,18,497,49,,73,6,7,1,133,74,,,4,3,
73WN00133,73187340,73,1,7340,3,70,702,4019,18,1,,1,4,72,132,1,1,,3,101,05,03,09,09,038,1,2,3,2,,8,18,5626,18,677,67,,70,2,7,1,177,116,,,4,1,
73WN00134,73187341,73,2,7341,3,75,751,5529,18,1,,1,2,72,132,1,1,,1,62,08,03,11,11,039,22,2,2,1,,8,18,6306,18,412,41,,75,6,2,1,134,76,,,2,1,
73WN00135,73187342,73,1,7342,3,74,740,9382,14,1,,5,5,72,132,1,5,,1,64,10,03,10,10,040,30,2,3,2,,4,18,7206,18,405,40,,74,6,5,1,129,106,,,4,2,
73WN00136,73187343,73,1,7343,3,74,740,9382,14,1,,5,5,72,132,1,4,,1,70,10,03,09,09,037,25,2,2,1,,4,18,7206,18,455,45,,74,6,5,1,130,100,,,4,2,
