UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CADAM,TBRE,CTBR,TRT,MATRIX
68WN00803,68,2,2559,4,83,440,1060,4,42,,4,2,69,129,1,1,,1,72,08,03,08,09,041,0,3,3,1,,2,42,0230,42,501,49,,82,7,7,9,,74,,3,2,4,3,,5
68WN00804,68,1,2560,4,83,450,0273,4,42,,9,3,74,134,1,1,75,2,58,09,03,13,10,037,0,3,3,1,,2,42,9861,41,363,36,,82,7,3,1,75,94,,3,3,8,2,,2
68WN00805,68,1,2561,4,83,450,0273,4,42,,9,3,70,130,1,2,,1,78,12,03,08,10,045,0,3,3,1,,2,42,9861,41,522,52,,82,7,2,3,,102,,3,3,8,2,,2
68WN00806,68,2,2563,4,03,032,4936,4,41,24,5,8,77,137,1,1,,1,77,06,03,09,06,047,0,4,5,2,,1,42,9803,41,499,49,20,03,1,9,7,114,86,,,5,5,2,,4
68WN00807,68,2,2564,4,03,032,4936,4,41,24,5,8,77,137,1,1,,1,82,06,03,08,04,052,0,4,5,2,,1,42,9803,41,545,54,20,03,1,5,7,119,74,,,5,5,2,,4
68WN00808,68,1,2567,4,83,410,0029,4,42,,1,3,73,133,3,1,77,2,88,08,03,09,08,043,0,3,3,1,,2,42,0405,42,571,57,,82,7,1,1,99,120,,,3,1,1,,2
68WN00809,68,2,2568,4,83,440,1171,4,42,,1,2,70,130,1,1,77,1,92,09,03,06,06,053,0,5,5,1,,2,42,0230,42,612,61,,82,7,2,6,109,124,,5,2,1,1,,5
68WN00810,68,1,2569,4,,010,8902,4,41,,1,4,78,138,1,1,08,2,101,09,03,07,05,046,0,3,4,2,,1,42,2006,18,648,64,,82,9,8,2,,116,,,4,1,1,,7
68WN00811,68,1,2570,4,83,460,1344,4,42,,1,2,76,136,1,2,75,4,95,07,03,07,07,045,0,4,5,2,,2,42,1376,42,606,60,,82,7,6,7,113,126,,5,2,1,1,,5
68WN00812,68,2,2571,4,70,722,9507,4,41,,3,4,77,137,1,1,,4,102,05,03,06,05,049,0,3,4,2,,1,42,0659,42,673,67,,70,2,3,2,138,98,,,4,3,3,,2
68WN00813,68,2,2573,4,83,440,1370,4,42,,1,2,76,136,1,1,75,1,96,08,03,06,05,058,0,6,7,2,,2,42,0230,42,604,60,,82,7,4,7,117,138,,,2,1,1,,5
68WN00814,68,1,2574,4,83,450,0619,4,42,,1,3,72,132,1,1,76,2,93,06,03,08,06,041,0,3,3,1,,2,42,9861,41,600,60,,82,7,0,1,111,138,,,3,1,1,,2
68WN00815,68,1,2575,4,83,430,0341,4,42,,3,3,72,132,1,2,75,2,105,08,03,05,06,042,0,4,4,1,,2,42,0081,42,697,69,,82,7,7,1,119,130,,,3,3,3,,2
68WN00816,68,1,2578,4,72,992,5010,4,41,,7,8,77,137,1,1,,1,106,06,03,08,06,044,0,3,3,1,,1,42,1216,42,701,70,,72,3,1,2,134,100,,,5,7,3,,2
68WN00817,68,1,2579,4,83,410,0737,4,42,,5,2,69,129,1,1,75,1,64,09,03,10,10,049,0,3,3,1,,2,42,0405,42,419,41,,82,7,9,5,115,100,,3,2,5,2,,5
68WN00818,68,2,2580,4,83,410,0737,4,42,,5,2,69,129,1,1,78,1,67,10,03,07,09,051,0,4,5,2,,2,42,0405,42,440,44,,82,7,0,6,104,102,,,2,5,2,,5
68WN00819,68,2,2581,4,,040,9322,4,41,,5,4,77,137,1,1,02,1,93,08,03,08,04,051,0,4,4,1,,1,42,0021,42,613,61,,82,9,3,2,,90,,,4,5,2,,7
68WN00820,68,2,2582,4,,040,9322,4,41,,5,4,77,137,1,1,02,2,86,08,03,08,06,052,0,4,4,1,,1,42,0021,42,552,55,,82,9,2,2,,104,,,4,5,2,,7
68WN00821,68,1,2583,4,83,450,0578,4,42,,5,3,73,133,1,4,77,2,63,06,03,11,10,036,0,2,2,1,,2,42,9861,41,409,40,,82,7,9,1,99,86,,,3,5,2,,2
68WN00822,68,2,2584,4,83,450,0578,4,42,,5,3,72,132,1,1,77,2,73,08,03,08,06,044,0,3,4,2,,2,42,9861,41,489,48,,82,7,9,1,102,84,,,3,5,2,,2
68WN00823,68,2,2585,4,83,410,1476,4,42,,1,2,69,129,1,1,76,1,74,10,03,07,07,049,0,3,3,1,,2,42,0405,42,507,50,,82,7,7,6,88,86,,,2,1,1,,5
68WN00824,68,1,2586,4,83,450,0802,4,42,,1,2,76,136,1,4,78,2,83,04,03,08,07,042,0,3,3,1,,2,42,9861,41,524,52,,82,7,4,7,114,118,,3,2,1,1,,5
68WN00825,68,1,2587,4,83,440,0862,4,42,,3,2,76,136,1,1,75,2,105,09,03,06,06,046,0,4,4,1,,2,42,0230,42,690,69,,82,7,0,7,118,112,,3,2,3,3,,5
68WN00826,68,2,2588,4,83,420,1043,4,42,,5,2,76,136,1,1,77,2,74,07,03,08,08,042,0,5,5,1,,2,42,0878,42,469,46,,82,7,9,7,116,102,,,2,5,2,,5
68WN00827,68,2,2589,4,83,420,1043,4,42,,5,2,76,136,1,1,75,2,62,07,03,10,08,038,0,3,3,1,,2,42,0878,42,387,38,,82,7,7,7,102,94,,,2,5,2,,5
68WN00828,68,1,2591,4,83,470,0042,4,42,,3,3,72,132,3,1,76,1,64,06,03,11,10,033,0,3,4,2,,2,42,1070,42,409,40,,82,7,9,1,97,100,,,3,3,3,,2
68WN00829,68,1,2592,4,83,450,0736,4,42,,1,2,69,129,1,2,77,1,93,09,03,07,07,043,0,3,3,1,,2,42,9861,41,642,64,,82,7,2,5,115,102,,,2,1,1,,5
68WN00830,68,1,2593,4,83,490,0638,4,42,,5,3,72,132,1,1,78,2,86,08,03,08,07,041,0,3,3,1,,2,42,9625,41,571,57,,82,7,1,1,109,106,,,3,5,2,,2
68WN00831,68,2,2594,4,83,490,0638,4,42,,5,3,73,133,1,1,78,1,74,08,03,08,07,042,0,2,3,2,,2,42,9625,41,465,46,,82,7,5,1,100,122,,,3,5,2,,2
68WN00832,68,2,2596,4,83,490,0871,4,42,,1,2,76,136,1,1,77,2,88,08,03,07,06,043,0,5,5,1,,2,42,9625,41,574,57,,82,7,4,7,102,100,,,2,1,1,,5
68WN00833,68,1,2597,4,83,440,0862,4,42,,4,2,69,129,1,1,,3,74,09,03,08,09,039,0,3,3,1,,2,42,0230,42,496,49,,82,7,6,9,,100,,3,2,4,3,,5
68WN00834,68,1,2598,4,83,460,0209,4,42,,1,3,72,132,1,2,77,2,90,06,03,07,07,044,0,3,4,2,,2,42,1376,42,611,61,,82,7,1,1,114,94,,,3,1,1,,2
68WN00835,68,1,2599,4,70,712,9153,4,41,,5,4,77,137,1,1,,1,105,09,03,07,06,040,0,2,3,2,,1,42,1082,42,686,68,,70,2,6,2,113,110,,,4,5,2,,2
68WN00836,68,1,2600,4,70,712,9153,4,41,,5,4,77,137,1,1,,1,74,09,03,11,09,038,0,3,4,2,,1,42,1082,42,467,46,,70,2,7,2,89,100,,,4,5,2,,2
68WN00837,68,1,2601,4,03,032,7769,4,41,27,5,5,69,129,1,2,,2,87,12,03,06,06,038,0,4,4,1,,1,42,9803,41,616,61,21,03,1,6,6,95,76,,3,4,5,2,,4
68WN00838,68,1,2602,4,03,032,7769,4,41,27,5,5,69,129,1,2,,1,80,11,03,08,08,041,0,2,2,1,,1,42,9803,41,547,54,21,03,1,7,6,102,94,,3,4,5,2,,4
68WN00839,68,2,2603,4,83,470,9753,4,41,,5,3,72,132,1,1,77,1,68,09,03,09,08,044,0,3,3,1,,1,42,1070,42,450,45,,82,7,0,1,96,86,,,3,5,2,,2
68WN00840,68,1,2604,4,83,470,9753,4,41,,5,3,72,132,1,1,76,1,82,07,03,09,09,035,0,3,3,1,,1,42,1070,42,544,54,,82,7,4,1,114,102,,,3,5,2,,2
68WN00841,68,2,2605,4,83,480,0760,4,42,,1,2,69,129,1,1,78,3,81,10,03,06,07,042,0,4,4,1,,2,42,9685,41,538,53,,82,7,8,6,89,116,,,2,1,1,,5
68WN00842,68,2,2606,4,83,480,0916,4,42,,3,2,76,136,1,1,78,1,88,11,03,08,05,047,0,2,2,1,,2,42,9685,41,588,58,,82,7,8,7,105,80,,,2,3,3,,5
68WN00843,68,1,2607,4,83,480,0916,4,42,,4,2,76,136,1,2,78,2,90,06,03,09,06,041,0,3,3,1,,2,42,9685,41,600,60,,82,7,0,7,126,84,,3,2,3,3,,5
68WN00844,68,2,2608,4,,040,9482,4,41,,1,4,77,137,1,1,02,2,102,07,03,08,05,044,0,3,4,2,,1,42,0021,42,661,66,,82,9,1,2,,114,,,4,1,1,,7
68WN00845,68,1,2609,4,83,410,1032,4,42,,1,2,76,136,3,1,77,2,100,08,03,06,05,053,0,5,5,1,,2,42,0405,42,674,67,,82,7,4,7,113,84,,,2,1,1,,5
68WN00846,68,2,2610,4,83,420,1195,4,42,,1,2,76,136,1,1,76,5,78,12,03,07,07,054,0,4,4,1,,2,42,0878,42,496,49,,82,7,6,7,81,106,,5,2,1,1,,5
68WN00847,68,2,2611,4,,030,9025,4,41,,3,4,76,136,1,1,02,2,83,06,03,07,07,046,0,4,4,1,,1,42,6242,41,528,52,,82,9,8,2,,112,,,4,3,3,,7
68WN00848,68,1,2612,4,83,400,0407,4,42,,5,3,71,131,1,1,76,2,72,10,03,09,08,045,0,4,4,1,,2,42,0759,42,472,47,,82,7,2,1,93,102,,,3,5,2,,2
68WN00849,68,1,2613,4,83,400,0407,4,42,,5,3,72,132,1,1,77,2,87,09,03,08,08,044,0,3,3,1,,2,42,0759,42,574,57,,82,7,4,1,109,112,,3,3,5,2,,2
68WN00850,68,2,2614,4,83,490,0233,4,42,,1,3,71,131,1,1,75,2,78,09,03,07,06,048,0,3,3,1,,2,42,9625,41,508,50,,82,7,8,1,89,114,,,3,1,1,,2
68WN00851,68,2,2615,4,83,470,0525,4,42,,5,3,71,131,1,1,78,2,78,07,03,08,08,044,0,5,5,1,,2,42,1070,42,530,53,,82,7,0,1,114,86,,,3,5,2,,2
68WN00852,68,1,2616,4,83,470,0525,4,42,,5,3,71,131,1,1,78,2,74,07,03,10,09,035,0,3,3,1,,2,42,1070,42,498,49,,82,7,8,1,108,88,,3,3,5,2,,2
68WN00853,68,1,2618,4,70,732,8362,4,41,,3,5,76,136,1,1,,2,80,07,03,09,08,045,0,3,3,1,,1,42,0008,42,509,50,,70,2,9,2,107,108,,,4,3,3,,2
68WN00854,68,1,2620,4,83,430,0367,4,42,,1,3,71,131,1,6,76,2,94,09,03,07,05,047,0,4,4,1,,2,42,0081,42,626,62,,82,7,6,1,99,120,,3,3,1,1,,2
68WN00855,68,2,2621,4,83,470,1405,4,42,,3,2,75,135,1,1,75,1,83,08,03,09,05,043,0,3,3,1,,2,42,1070,42,559,55,,82,7,9,7,104,76,,,2,3,3,,5
68WN00856,68,1,2623,4,83,420,1382,4,42,,1,2,68,128,1,1,78,2,85,09,03,09,07,050,0,4,4,1,,2,42,0878,42,564,56,,82,7,4,5,112,128,,3,2,1,1,,5
68WN00857,68,1,2624,4,83,440,0838,4,42,,1,2,68,128,1,1,78,1,89,08,03,05,07,049,0,5,5,1,,2,42,0230,42,600,60,,82,7,0,6,107,122,,,2,1,1,,5
68WN00858,68,2,2625,4,83,440,9930,4,41,,1,3,72,132,1,1,78,1,83,08,03,07,06,043,0,3,3,1,,1,42,0230,42,536,53,,82,7,6,1,93,122,,,3,1,1,,2
68WN00859,68,1,2626,4,83,450,0102,4,42,,5,3,71,131,1,5,78,1,94,08,03,06,05,044,0,4,4,1,,2,42,9861,41,617,61,,82,7,7,1,115,132,,3,3,5,2,,2
68WN00860,68,1,2627,4,83,450,0102,4,42,,5,3,72,132,1,1,76,1,47,06,03,12,11,031,0,3,4,2,,2,42,9861,41,273,27,,82,7,3,1,83,110,,3,3,5,2,,2
68WN00861,68,2,2628,4,83,450,0935,4,42,,1,2,68,128,1,1,75,2,83,08,03,06,06,046,0,4,4,1,,2,42,9861,41,563,56,,82,7,3,6,102,110,,,2,1,1,,5
68WN00862,68,2,2629,4,83,460,0763,4,42,,1,2,75,135,1,1,75,4,78,07,03,09,06,041,0,2,3,2,,2,42,1376,42,519,51,,82,7,9,7,96,80,,,2,1,1,,5
68WN00863,68,1,2630,4,83,420,1248,4,42,,1,2,68,128,1,1,78,1,93,11,03,06,08,043,0,4,4,1,,2,42,0878,42,627,62,,82,7,7,6,95,128,,,2,1,1,,5
68WN00864,68,2,2631,4,08,082,8232,4,41,37,1,5,68,128,1,1,,1,69,10,04,07,08,046,0,3,3,1,,1,42,7897,41,458,45,24,08,1,8,6,82,104,,,4,1,1,,4
68WN00865,68,1,2632,4,83,410,9817,4,41,,5,3,71,131,2,1,75,2,88,08,03,07,06,047,0,4,4,1,,1,42,0405,42,597,59,,82,7,7,1,117,98,,3,3,5,2,,2
68WN00866,68,1,2633,4,83,410,9817,4,41,,5,3,72,132,3,1,78,2,64,08,03,10,09,038,0,4,4,1,,1,42,0405,42,405,40,,82,7,5,1,90,106,,3,3,5,2,,2
68WN00867,68,2,2634,4,72,952,0286,4,42,,5,3,76,136,3,1,,1,92,06,03,07,05,052,0,4,4,1,,2,42,1407,42,610,61,,72,3,0,2,125,90,,5,3,5,2,,2
68WN00868,68,1,2635,4,72,952,0286,4,42,,5,3,76,136,1,1,,1,77,09,03,09,06,037,0,2,3,2,,2,42,1407,42,488,48,,72,3,8,2,84,106,,5,3,5,2,,2
68WN00869,68,2,2636,4,,030,9741,4,41,,3,4,76,136,1,1,02,4,83,08,03,09,07,047,0,3,3,1,,1,42,6242,41,522,52,,82,9,2,2,,120,,,4,3,3,,7
68WN00870,68,2,2637,4,83,410,0989,4,42,,5,2,68,128,1,1,78,1,63,12,03,10,11,038,0,3,3,1,,2,42,0405,42,409,40,,82,7,9,5,101,106,,,2,5,2,,5
68WN00871,68,2,2638,4,83,410,0989,4,42,,5,2,68,128,1,1,76,1,60,15,03,08,11,045,0,5,5,1,,2,42,0405,42,397,39,,82,7,7,6,76,92,,6,2,5,2,,5
68WN00872,68,1,2639,4,83,410,0247,4,42,,1,3,72,132,1,1,78,1,95,10,03,05,06,054,0,4,4,1,,2,42,0405,42,614,61,,82,7,4,1,99,140,,,3,1,1,,2
68WN00873,68,2,2640,4,70,722,9663,4,41,,3,4,76,136,2,1,,2,102,06,03,06,05,060,0,5,5,1,,1,42,0659,42,669,66,,70,2,9,2,136,110,,,4,3,3,,2
68WN00874,68,2,2644,4,08,082,8454,4,41,41,1,5,75,135,1,1,,1,83,10,03,07,05,053,0,4,5,2,,1,42,7897,41,527,52,49,08,1,7,7,77,118,,,4,1,1,,4
68WN00875,68,1,2646,4,83,460,9777,4,41,,5,3,70,130,1,1,78,1,90,08,03,08,08,041,0,4,4,1,,1,42,1376,42,605,60,,82,7,5,1,118,114,,,3,5,2,,2
68WN00876,68,1,2647,4,83,460,9777,4,41,,5,3,71,131,1,4,76,2,80,08,03,09,08,038,0,3,3,1,,1,42,1376,42,531,53,,82,7,1,1,103,104,,,3,5,2,,2
68WN00877,68,2,2648,4,83,410,0917,4,42,,1,2,67,127,1,1,78,3,81,12,03,06,07,056,0,5,5,1,,2,42,0405,42,562,56,,82,7,2,6,90,96,,,2,1,1,,5
68WN00878,68,1,2649,4,83,430,2551,4,48,,5,3,70,130,1,1,,1,73,10,03,09,08,039,0,4,4,1,,8,42,0081,42,486,48,,82,7,6,1,91,98,,3,3,5,2,,2
68WN00879,68,1,2650,4,83,430,2551,4,48,,5,3,70,130,1,2,,2,74,09,03,10,09,039,0,3,3,1,,8,42,0081,42,511,51,,82,7,1,1,101,76,,3,3,5,2,,2
68WN00880,68,1,2651,4,83,470,9824,4,41,,5,3,70,130,1,1,75,2,88,07,03,08,08,036,0,3,3,1,,1,42,1070,42,595,59,,82,7,5,1,117,106,,,3,5,2,,2
68WN00881,68,2,2652,4,83,470,9824,4,41,,5,3,70,130,1,1,77,2,60,08,03,11,10,039,0,2,3,2,,1,42,1070,42,405,40,,82,7,5,1,97,74,,,3,5,2,,2
68WN00882,68,1,2653,4,83,450,0180,4,42,,5,3,70,130,1,1,75,2,68,07,03,10,08,035,0,3,3,1,,2,42,9861,41,455,45,,82,7,5,1,97,88,,,3,5,2,,2
68WN00883,68,1,2654,4,83,450,0180,4,42,,5,3,71,131,1,1,78,2,69,07,03,08,09,040,0,3,3,1,,2,42,9861,41,461,46,,82,7,1,1,101,86,,3,3,5,2,,2
68WN00884,68,1,2655,4,72,912,1062,4,42,,5,2,75,135,1,5,,2,80,08,03,08,07,048,0,4,4,1,,2,42,1061,42,502,50,,72,3,2,2,111,122,,3,2,5,2,,2
68WN00885,68,2,2656,4,72,912,1062,4,42,,5,2,75,135,2,1,,1,46,10,03,13,10,035,0,3,3,1,,2,42,1061,42,280,28,,72,3,0,2,75,82,,,2,5,2,,2
68WN00886,68,1,2657,4,83,410,0607,4,42,,1,3,70,130,1,1,78,1,94,14,03,08,06,036,0,3,3,1,,2,42,0405,42,634,63,,82,7,4,1,69,116,,3,3,1,1,,2
68WN00887,68,1,2658,4,70,732,1355,4,42,,1,2,75,135,2,7,,2,88,09,03,09,08,047,0,3,3,1,,2,42,0008,42,561,56,,70,2,1,2,98,122,,3,2,1,1,,2
68WN00888,68,1,2661,4,83,440,0537,4,42,,1,3,70,130,1,2,75,2,110,06,03,06,06,042,0,3,3,1,,2,42,0230,42,728,72,,82,7,8,1,127,154,,3,3,1,1,,2
68WN00889,68,2,2663,4,,030,9589,4,41,,3,4,75,135,1,1,02,2,93,08,03,07,05,051,0,4,4,1,,1,42,6242,41,597,59,,82,9,7,2,,124,,,4,3,3,,7
68WN00890,68,1,2664,4,83,490,9981,4,41,,1,3,70,130,1,1,75,2,117,08,08,07,05,040,0,4,4,1,,1,42,9625,41,789,78,,82,7,9,1,105,144,,,3,1,1,,2
68WN00891,68,2,2665,4,83,410,1361,4,42,,1,2,67,127,2,1,77,1,85,09,03,06,08,048,0,4,4,1,,2,42,0405,42,586,58,,82,7,6,5,118,106,,,2,1,1,,5
68WN00892,68,2,2666,4,83,430,0696,4,42,,1,2,67,127,1,1,77,3,52,09,03,09,10,042,0,3,3,1,,2,42,0081,42,348,34,,82,7,8,6,75,78,,,2,1,1,,5
68WN00893,68,1,2667,4,83,480,0985,4,42,,1,2,67,127,1,1,75,2,99,10,03,07,07,042,0,5,5,1,,2,42,9685,41,680,68,,82,7,0,5,116,126,,,2,1,1,,5
68WN00894,68,1,2669,4,08,082,5712,4,41,32,3,8,67,127,1,2,,1,98,12,03,07,06,041,0,3,3,1,,1,42,7897,41,691,69,20,08,1,1,6,101,102,,3,5,3,3,,4
68WN00895,68,2,2671,4,72,982,9107,4,41,,3,4,75,135,1,1,,1,93,07,04,08,04,044,0,3,3,1,,1,42,1353,42,622,62,,72,3,2,3,109,90,,,4,3,3,,2
68WN00896,68,2,2672,4,,040,9016,4,41,,3,4,75,135,1,1,02,2,71,08,03,09,07,047,0,3,3,1,,1,42,0021,42,474,47,,82,9,4,2,,70,,,4,3,3,,7
68WN00897,68,2,2673,4,83,480,0702,4,42,,1,2,74,134,1,1,77,1,72,08,03,09,07,049,0,3,3,1,,2,42,9685,41,482,48,,82,7,2,7,95,74,,,2,1,1,,5
68WN00898,68,2,2674,4,70,732,9139,4,41,,3,4,75,135,1,1,,4,74,12,03,09,07,038,0,3,3,1,,1,42,0008,42,476,47,,70,2,6,2,70,98,,,4,3,3,,2
68WN00899,68,2,2676,4,00,000,0000,,,,4,4,71,131,1,1,,2,78,09,03,09,07,038,0,3,3,1,,,42,,,536,53,,00,0,6,9,0,78,,,2,4,3,,5
68WN00900,68,1,2677,4,00,000,0000,,,,4,4,67,127,1,1,,1,79,08,03,07,08,038,0,3,3,1,,,42,,,548,54,,00,0,8,9,0,94,,3,2,4,3,,5
68WN00901,68,1,2678,4,70,732,9132,4,41,,5,4,75,135,1,3,,1,80,08,03,10,09,048,0,4,4,1,,1,42,0008,42,492,49,,70,2,2,2,111,136,,3,4,5,2,,2
68WN00902,68,2,2679,4,70,732,9132,4,41,,5,4,75,135,1,1,,2,72,06,03,10,07,047,0,3,3,1,,1,42,0008,42,446,44,,70,2,6,2,111,118,,,4,5,2,,2
68WN00903,68,2,2681,4,83,470,0010,4,42,,3,3,70,130,1,1,77,2,90,09,03,06,06,044,0,3,3,1,,2,42,1070,42,600,60,,82,7,0,1,106,120,,,3,3,3,,2
68WN00904,68,1,2682,4,83,430,9896,4,41,,3,3,70,130,1,1,77,1,90,09,03,08,07,037,0,3,3,1,,1,42,0081,42,620,62,,82,7,0,1,101,94,,3,3,3,3,,2
68WN00905,68,1,2684,4,83,440,0214,4,42,,3,3,70,130,1,1,78,1,94,08,03,06,05,045,0,3,3,1,,2,42,0230,42,652,65,,82,7,2,1,109,92,,,3,3,3,,2
68WN00906,68,1,2685,4,83,440,0214,4,42,,3,3,74,134,1,1,76,4,90,07,03,08,05,042,0,3,3,1,,2,42,0230,42,618,61,,82,7,8,2,105,72,,5,3,3,3,,2
68WN00907,68,1,2686,4,83,480,9825,4,41,,3,3,69,129,1,1,78,2,90,08,03,09,08,041,0,3,3,1,,1,42,9685,41,612,61,,82,7,2,1,111,110,,,3,3,3,,2
68WN00908,68,2,2687,4,83,480,9825,4,41,,4,3,66,126,1,1,,1,59,11,03,10,09,040,0,3,3,1,,1,42,9685,41,400,40,,82,7,0,9,,86,,2,3,4,3,,2
68WN00909,68,2,2688,4,70,722,0668,4,42,,5,2,74,134,1,1,,2,69,08,03,11,08,036,0,3,3,1,,2,42,0659,42,439,43,,70,2,9,2,102,102,,,2,5,2,,2
68WN00910,68,1,2689,4,70,722,0668,4,42,,5,2,74,134,1,1,,2,76,09,03,12,08,029,0,2,2,1,,2,42,0659,42,488,48,,70,2,8,2,96,106,,3,2,5,2,,2
68WN00911,68,1,2690,4,83,450,1431,4,42,,3,2,66,126,1,5,76,2,78,08,03,09,09,041,0,3,3,1,,2,42,9861,41,541,54,,82,7,1,5,111,98,,,2,3,3,,5
68WN00912,68,1,2691,4,83,450,1431,4,42,,4,2,66,126,1,2,,3,44,08,03,11,10,036,0,3,3,1,,2,42,9861,41,279,27,,82,7,9,9,,88,,6,2,4,3,,5
68WN00913,68,1,2692,4,83,400,0352,4,42,,5,3,70,130,1,1,75,1,67,10,03,10,08,033,0,3,3,1,,2,42,0759,42,440,44,,82,7,0,1,78,98,,3,3,5,2,,2
68WN00914,68,2,2693,4,83,400,0352,4,42,,5,3,70,130,1,1,78,2,68,07,03,09,06,042,0,3,3,1,,2,42,0759,42,452,45,,82,7,2,1,98,92,,,3,5,2,,2
68WN00915,68,1,2694,4,83,470,0557,4,42,,3,3,70,130,1,1,78,2,94,04,03,07,07,034,0,3,3,1,,2,42,1070,42,640,64,,82,7,0,1,127,108,,3,3,3,3,,2
68WN00916,68,1,2695,4,83,470,0557,4,42,,4,3,66,126,1,1,,1,72,06,03,10,10,036,0,3,3,1,,2,42,1070,42,496,49,,82,7,6,9,,95,,3,3,4,3,,2
68WN00917,68,2,2698,4,70,722,4155,4,41,,3,9,74,134,1,1,,1,75,07,03,10,08,045,0,3,3,1,,1,42,0659,42,487,48,,70,2,7,2,109,98,,,5,3,3,,2
68WN00918,68,2,2700,4,70,722,7241,4,41,,1,6,74,134,1,1,,4,84,07,03,10,05,038,0,3,4,2,,1,42,0659,42,546,54,,70,2,6,2,97,108,,,4,1,1,,2
68WN00919,68,1,2702,4,83,430,0506,4,42,,7,3,69,129,1,2,78,4,88,08,03,08,06,043,0,3,3,1,,2,42,0081,42,616,61,,82,7,6,1,107,86,,,3,7,3,,2
68WN00920,68,1,2703,4,83,430,0506,4,42,,8,3,66,126,1,2,,3,70,12,03,07,06,043,0,3,3,1,,2,42,0081,42,500,50,,82,7,0,9,,70,,3,3,6,3,,2
68WN00921,68,1,2705,4,72,822,7335,4,41,,1,6,74,134,1,1,,4,95,09,03,08,07,049,0,3,3,1,,1,42,1119,42,587,58,,72,3,7,2,106,164,,,4,1,1,,2
68WN00922,68,2,2707,4,72,932,8400,4,41,,3,5,74,134,1,1,,1,84,10,03,06,04,045,0,4,5,2,,1,42,1449,42,548,54,,72,3,8,2,87,106,,,4,3,3,,2
68WN00923,68,2,2709,4,83,480,0570,4,42,,5,3,69,129,1,1,76,2,63,08,03,10,09,042,0,3,3,1,,2,42,9685,41,409,40,,82,7,9,1,97,102,,,3,5,2,,2
68WN00924,68,2,2710,4,83,480,0570,4,42,,5,3,69,129,1,1,77,2,66,10,03,13,08,035,0,3,3,1,,2,42,9685,41,434,43,,82,7,4,1,85,100,,,3,5,2,,2
68WN00925,68,2,2711,4,83,420,0808,4,42,,5,2,73,133,1,1,77,2,50,10,03,13,11,033,0,3,3,1,,2,42,0878,42,299,29,,82,7,9,7,81,102,,,2,5,2,,5
68WN00926,68,1,2712,4,83,420,0808,4,42,,5,2,73,133,1,1,78,2,67,09,03,11,11,042,0,3,3,1,,2,42,0878,42,426,42,,82,7,6,7,103,104,,5,2,5,2,,5
68WN00927,68,2,2713,4,83,450,0813,4,42,,1,2,73,133,1,1,76,1,88,07,03,07,06,053,0,4,4,1,,2,42,9861,41,571,57,,82,7,1,7,114,120,,,2,1,1,,5
68WN00928,68,1,2714,4,72,952,8336,4,41,,5,5,74,134,5,3,,1,73,10,03,09,08,051,0,4,4,1,,1,42,1407,42,448,44,,72,3,8,2,90,130,,5,4,5,2,,2
68WN00929,68,1,2715,4,72,952,8336,4,41,,5,5,74,134,9,1,,2,67,09,03,09,07,043,0,3,3,1,,1,42,1407,42,400,40,,72,3,0,2,81,134,,,4,5,2,,2
68WN00930,68,1,2716,4,70,722,1479,4,42,,1,2,74,134,1,1,,4,107,08,08,07,06,044,0,3,3,1,,2,42,0659,42,706,70,,70,2,6,2,99,124,,,2,1,1,,2
68WN00931,68,2,2717,4,72,992,0752,4,42,,1,2,74,134,1,1,,1,96,09,03,07,06,049,0,3,3,1,,2,42,1216,42,633,63,,72,3,3,2,106,112,,,2,1,1,,2
68WN00932,68,1,2718,4,83,480,2533,4,48,,1,3,70,130,1,4,,1,85,10,04,07,06,048,0,3,3,1,,8,42,9685,41,588,58,,82,7,8,1,82,86,,3,3,1,1,,2
68WN00933,68,1,2719,4,07,072,0026,4,42,28,5,3,66,126,1,4,,1,68,06,03,10,09,040,0,2,3,2,,2,42,9926,41,465,46,28,07,1,5,6,127,94,,,3,5,2,,4
68WN00934,68,1,2720,4,07,072,0026,4,42,28,5,3,66,126,1,4,,1,62,10,03,10,10,041,0,4,4,1,,2,42,9926,41,422,42,28,07,1,2,6,105,88,,3,3,5,2,,4
68WN00935,68,2,2721,4,83,430,1059,4,42,,5,2,66,126,1,1,75,1,59,09,03,09,09,049,0,2,3,2,,2,42,0081,42,405,40,,82,7,5,6,103,80,,,2,5,2,,5
68WN00936,68,2,2722,4,83,430,1059,4,42,,5,2,66,126,1,1,78,1,65,10,03,10,10,040,0,5,5,1,,2,42,0081,42,444,44,,82,7,4,5,111,90,,,2,5,2,,5
68WN00937,68,2,2723,4,83,460,0516,4,42,,1,3,69,129,1,1,78,1,82,09,03,07,08,047,0,3,3,1,,2,42,1376,42,557,55,,82,7,7,1,96,102,,,3,1,1,,2
68WN00938,68,1,2724,4,03,032,4809,4,41,29,3,8,66,126,1,2,,1,78,12,03,07,09,052,0,4,5,2,,1,42,9803,41,548,54,31,03,1,8,6,94,90,,3,5,3,3,,4
