UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CADAM,TBRE,CTBR,TRT,MATRIX
68WN00011,68,1,6399,1,83,540,5963,1,11,,1,5,54,114,1,1,75,2,98,13,05,08,07,033,0,2,2,1,,1,11,6283,11,742,74,,82,7,2,1,86,134,,,4,1,1,,1
68WN00012,68,2,6401,1,32,320,5736,1,11,28,1,6,57,117,1,1,,2,63,08,03,12,09,030,0,2,2,1,,1,11,6231,11,446,44,25,32,1,6,7,97,108,,,4,1,1,,4
68WN00013,68,1,6402,1,32,320,6110,1,11,30,5,4,50,110,1,1,,2,53,12,03,12,11,028,0,2,2,1,,1,11,6231,11,396,39,26,32,1,6,6,93,94,,,4,5,2,,4
68WN00014,68,1,6403,1,32,320,6110,1,11,30,5,4,50,110,1,3,,1,59,13,03,13,10,028,0,2,2,1,,1,11,6231,11,436,43,26,32,1,6,6,91,110,,,4,5,2,,4
68WN00015,68,2,6406,1,32,320,6247,1,11,30,1,2,46,106,1,1,,2,44,12,03,12,11,029,0,3,3,1,,1,11,6231,11,317,31,12,32,1,7,6,87,104,,,2,1,1,,4
68WN00016,68,2,9322,2,35,350,7390,1,14,43,5,4,76,136,1,1,,1,65,08,03,10,08,037,0,2,2,1,,4,14,7189,14,400,40,35,35,1,0,7,91,106,,,4,5,2,,4
68WN00017,68,1,9323,2,35,350,7390,1,14,43,5,4,76,136,1,1,,1,86,09,04,09,08,046,0,2,2,1,,4,14,7189,14,560,56,35,35,1,0,7,108,98,,,4,5,2,,4
68WN00018,68,2,9324,2,83,620,8581,1,14,,1,2,69,129,1,1,76,1,85,11,03,06,05,042,0,2,3,2,,4,14,7337,14,594,59,,82,7,4,6,83,84,,,2,1,1,,5
68WN00019,68,2,9325,2,83,590,8517,1,14,,1,2,76,136,1,3,76,3,83,09,03,08,07,045,0,2,2,1,,4,14,7624,14,537,53,,82,7,7,7,94,100,,,2,1,1,,5
68WN00020,68,1,9326,2,83,500,8518,1,14,,1,2,71,131,1,7,77,2,94,12,04,12,08,037,0,2,2,1,,4,14,6255,11,617,61,,82,7,7,7,88,132,,,2,1,1,,5
68WN00021,68,2,9327,2,83,540,8208,1,14,,5,2,68,128,1,1,75,1,62,11,03,11,08,032,0,2,2,1,,4,14,6283,11,430,43,,82,7,0,5,93,70,,,2,5,2,,5
68WN00022,68,1,9328,2,83,540,8208,1,14,,5,2,68,128,1,5,77,1,59,12,03,10,09,038,0,2,2,1,,4,14,6283,11,392,39,,82,7,2,5,84,88,,,2,5,2,,5
68WN00023,68,1,9329,2,83,610,8449,1,14,,1,2,68,128,1,2,75,1,62,12,03,12,12,036,0,2,2,1,,4,14,8257,14,400,40,,82,7,0,5,79,108,,3,2,1,1,,5
68WN00024,68,1,9330,2,83,510,8268,1,14,,5,2,68,128,1,4,75,1,57,14,03,10,11,036,0,2,2,1,,4,14,7108,14,367,36,,82,7,7,6,64,100,,3,2,5,2,,5
68WN00025,68,1,9331,2,83,510,8268,1,14,,5,2,68,128,1,4,77,1,90,10,04,08,09,032,0,2,2,1,,4,14,7108,14,639,63,,82,7,9,6,107,82,,,2,5,2,,5
68WN00026,68,1,9332,2,83,570,6581,1,14,,5,5,72,132,1,7,78,4,64,10,03,12,09,031,0,2,2,1,,4,14,7945,14,405,40,,82,7,5,1,85,106,,3,4,5,2,,1
68WN00027,68,2,9333,2,83,570,6581,1,14,,5,5,71,131,1,1,76,1,56,15,03,14,12,029,0,2,2,1,,4,14,7945,14,351,35,,82,7,1,1,62,100,,,4,5,2,,1
68WN00028,68,2,9336,2,83,590,5918,1,11,,1,5,71,131,1,3,75,1,89,08,03,09,06,042,0,2,2,1,,1,14,7624,14,595,59,,82,7,5,1,107,110,,,4,1,1,,1
68WN00029,68,2,9339,2,83,540,6797,1,14,,7,5,71,131,1,1,78,1,86,07,03,08,06,039,0,2,2,1,,4,14,6283,11,597,59,,82,7,7,1,114,78,,,4,7,3,,1
68WN00030,68,2,9341,2,83,650,8662,1,14,,1,2,70,130,1,3,76,1,82,09,03,09,08,034,0,2,2,1,,4,14,7224,14,549,54,,82,7,9,7,94,106,,,2,1,1,,5
68WN00031,68,2,9342,2,35,350,7268,1,14,43,1,4,67,127,1,1,,1,75,11,03,09,09,044,0,2,2,1,,4,14,7189,14,513,51,40,35,1,3,6,84,98,,,4,1,1,,4
68WN00032,68,2,9343,2,83,610,8738,1,14,,1,2,74,134,1,1,77,3,81,09,03,08,06,043,0,2,3,2,,4,14,8257,14,524,52,,82,7,4,7,91,108,,5,2,1,1,,5
68WN00033,68,1,9344,2,83,650,8490,1,14,,3,2,74,134,1,7,77,2,78,09,03,10,08,039,0,2,2,1,,4,14,7224,14,513,51,,82,7,3,7,94,92,,,2,3,3,,5
68WN00034,68,1,9346,2,83,550,8143,1,14,,1,2,66,126,1,5,78,1,99,09,04,09,08,037,0,2,2,1,,4,14,8267,14,694,69,,82,7,4,6,105,116,,3,2,1,1,,5
68WN00035,68,2,9347,2,83,550,8184,1,14,,1,2,73,133,1,1,75,1,78,10,06,08,06,042,0,2,2,1,,4,14,8267,14,514,51,,82,7,4,7,72,96,,,2,1,1,,5
68WN00036,68,1,9348,2,35,350,7460,1,14,42,8,4,66,126,1,4,,1,86,07,03,07,10,041,0,4,5,2,,4,14,7189,14,589,58,38,35,1,9,9,126,118,,3,4,6,3,,4
68WN00037,68,1,9349,2,35,350,7460,1,14,42,9,4,69,129,1,1,,2,77,10,03,08,08,038,0,2,2,1,,4,14,7189,14,505,50,38,35,1,5,7,97,118,,3,4,8,2,,4
68WN00038,68,2,9350,2,35,350,7460,1,14,42,9,4,69,129,1,1,,1,67,11,03,10,10,039,0,2,2,1,,4,14,7189,14,445,44,38,35,1,5,7,93,96,,,4,8,2,,4
68WN00039,68,1,9351,2,83,620,8688,1,14,,1,2,66,126,1,2,76,2,84,08,03,07,08,042,0,2,2,1,,4,14,7337,14,584,58,,82,7,4,5,113,104,,,2,1,1,,5
68WN00040,68,1,9352,2,83,630,8602,1,14,,1,2,66,126,1,4,77,2,76,12,03,10,09,035,0,2,3,2,,4,14,7592,14,511,51,,82,7,1,5,84,116,,5,2,1,1,,5
68WN00041,68,1,9353,2,83,600,6569,1,14,,3,5,70,130,1,3,78,1,57,11,03,12,09,040,0,2,2,1,,4,14,8391,14,365,36,,82,7,5,1,71,96,,3,4,3,3,,1
68WN00042,68,1,9354,2,83,600,6569,1,14,,3,5,74,134,1,3,75,1,94,12,03,08,06,041,0,2,2,1,,4,14,8391,14,621,62,,82,7,1,2,95,108,,,4,3,3,,1
68WN00043,68,1,9355,2,83,610,5968,1,11,,1,5,69,129,1,2,76,2,102,09,03,09,07,038,0,2,2,1,,1,14,8257,14,695,69,,82,7,5,1,113,124,,,4,1,1,,1
68WN00044,68,1,9356,2,83,640,8658,1,14,,1,2,66,126,1,4,78,4,51,13,03,12,12,029,0,2,2,1,,4,14,7264,14,308,30,,82,7,8,6,47,122,,3,2,1,1,,5
68WN00045,68,2,9357,2,83,590,6920,1,14,,1,5,69,129,1,3,78,1,89,11,03,09,08,043,0,2,2,1,,4,14,7624,14,609,60,,82,7,9,1,100,104,,,4,1,1,,1
68WN00046,68,1,9358,2,83,570,8513,1,14,,1,2,73,133,1,4,77,2,89,09,04,09,06,038,0,2,2,1,,4,14,7945,14,585,58,,82,7,5,7,87,112,,,2,1,1,,5
68WN00047,68,1,9359,2,83,650,7113,1,14,,5,5,69,129,1,7,77,2,80,08,03,11,09,036,0,2,2,1,,4,14,7224,14,543,54,,82,7,3,1,116,100,,,4,5,2,,1
68WN00048,68,1,9360,2,83,650,7113,1,14,,5,5,69,129,1,7,76,1,78,08,03,11,08,038,0,2,2,1,,4,14,7224,14,538,53,,82,7,8,1,111,86,,3,4,5,2,,1
68WN00049,68,2,9361,2,83,650,8694,1,14,,1,2,66,126,1,4,75,1,58,09,03,12,09,032,0,2,3,2,,4,14,7224,14,410,41,,82,7,0,6,72,64,,,2,1,1,,5
68WN00050,68,1,9362,2,83,530,8148,1,14,,1,2,73,133,1,5,78,2,80,09,03,10,08,038,0,2,2,1,,4,14,6228,11,516,51,,82,7,6,7,89,114,,,2,1,1,,5
68WN00051,68,2,9365,2,83,620,6276,1,11,,5,2,66,126,1,1,75,1,51,08,03,08,09,043,0,2,2,1,,1,14,7337,14,333,33,,82,7,3,6,97,90,,,2,5,2,,5
68WN00052,68,2,9366,2,83,620,6276,1,11,,5,2,66,126,1,1,77,2,65,09,03,10,09,037,0,2,2,1,,1,14,7337,14,441,44,,82,7,1,6,102,94,,,2,5,2,,5
68WN00053,68,1,9367,2,83,520,7048,1,14,,1,5,69,129,1,1,77,1,93,08,04,06,06,041,0,2,2,1,,4,14,6619,14,614,61,,82,7,4,1,106,138,,,4,1,1,,1
68WN00054,68,2,9368,2,83,510,8370,1,14,,1,2,65,125,1,4,75,2,78,12,03,09,08,039,0,2,2,1,,4,14,7108,14,531,53,,82,7,1,5,92,116,,,2,1,1,,5
68WN00055,68,2,9369,2,83,610,8259,1,14,,1,2,65,125,1,1,78,1,76,11,03,09,08,037,0,2,2,1,,4,14,8257,14,530,53,,82,7,0,6,82,98,,,2,1,1,,5
68WN00056,68,1,9372,2,83,570,8381,1,14,,1,2,65,125,1,7,75,1,70,12,05,12,11,032,0,2,2,1,,4,14,7945,14,467,46,,82,7,7,5,77,116,,,2,1,1,,5
68WN00057,68,1,9373,2,35,350,7393,1,14,41,1,4,65,125,1,4,,1,90,11,04,07,10,043,0,2,2,1,,4,14,7189,14,608,60,33,35,1,8,6,101,140,,,4,1,1,,4
68WN00058,68,1,9374,2,83,600,8512,1,14,,1,2,65,125,1,1,78,1,63,09,03,11,09,034,0,2,2,1,,4,14,8391,14,402,40,,82,7,2,5,88,128,,3,2,1,1,,5
68WN00059,68,1,9376,2,83,570,6643,1,14,,3,5,68,128,1,7,78,2,90,08,03,10,07,040,0,2,2,1,,4,14,7945,14,622,62,,82,7,2,1,114,104,,3,4,3,3,,1
68WN00060,68,2,9378,2,83,580,8739,1,14,,1,2,65,125,1,1,77,1,74,11,03,11,09,035,0,2,2,1,,4,14,6715,14,506,50,,82,7,6,5,95,108,,,2,1,1,,5
68WN00061,68,2,9379,2,83,610,8692,1,14,,1,2,65,125,1,1,75,2,78,09,03,09,08,039,0,2,2,1,,4,14,8257,14,536,53,,82,7,6,6,96,110,,,2,1,1,,5
68WN00062,68,1,9380,2,83,510,8559,1,14,,1,2,65,125,1,5,76,1,82,13,07,11,09,029,0,2,2,1,,4,14,7108,14,568,56,,82,7,8,5,67,110,,,2,1,1,,5
68WN00063,68,2,9382,2,83,550,8628,1,14,,3,2,72,132,1,1,78,1,79,09,03,09,08,038,0,2,3,2,,4,14,8267,14,530,53,,82,7,0,7,100,90,,,2,3,3,,5
68WN00064,68,2,9383,2,83,590,8644,1,14,,1,2,72,132,1,3,77,3,88,10,03,08,07,043,0,2,2,1,,4,14,7624,14,595,59,,82,7,5,7,96,94,,,2,1,1,,5
68WN00065,68,2,9384,2,83,510,8611,1,14,,3,2,72,132,1,3,77,1,57,12,03,11,11,040,0,4,5,2,,4,14,7108,14,361,36,,82,7,1,7,73,94,,3,2,3,3,,5
68WN00066,68,2,9385,2,83,510,8611,1,14,,4,2,65,125,1,5,,1,65,11,03,10,10,032,0,3,3,1,,4,14,7108,14,445,44,,82,7,5,9,,94,,3,2,4,3,,5
68WN00067,68,1,9386,2,83,590,8335,1,14,,1,2,71,131,1,7,77,1,50,09,03,12,11,029,0,2,2,1,,4,14,7624,14,305,30,,82,7,5,7,61,100,,3,2,1,1,,5
68WN00068,68,1,9387,2,83,610,6938,1,14,,5,5,67,127,1,4,78,1,73,13,04,10,09,039,0,2,2,1,,4,14,8257,14,487,48,,82,7,7,1,84,112,,3,4,5,2,,1
68WN00069,68,1,9388,2,83,610,6938,1,14,,5,5,67,127,1,4,75,1,71,13,05,10,09,032,0,2,2,1,,4,14,8257,14,463,46,,82,7,3,1,71,122,,,4,5,2,,1
68WN00070,68,1,9389,2,83,640,8284,1,14,,1,2,71,131,1,7,78,2,88,12,03,09,08,041,0,2,2,1,,4,14,7264,14,600,60,,82,7,0,7,86,94,,,2,1,1,,5
68WN00071,68,1,9390,2,83,580,6811,1,14,,3,5,67,127,3,4,78,2,85,09,03,11,09,033,0,2,2,1,,4,14,6715,14,580,58,,82,7,0,1,106,114,,3,4,3,3,,1
68WN00072,68,2,9392,2,83,550,8371,1,14,,1,2,71,131,1,1,77,2,78,08,04,07,06,049,0,2,2,1,,4,14,8267,14,504,50,,82,7,4,7,96,120,,,2,1,1,,5
68WN00073,68,1,9393,2,83,580,6622,1,14,,1,5,67,127,1,5,75,4,98,09,05,09,09,033,0,2,2,1,,4,14,6715,14,679,67,,82,7,9,1,105,118,,3,4,1,1,,1
68WN00074,68,2,9395,2,83,540,8448,1,14,,1,2,71,131,1,1,76,1,63,07,03,11,08,039,0,2,2,1,,4,14,6283,11,420,42,,82,7,0,7,89,80,,,2,1,1,,5
68WN00075,68,1,9396,2,83,560,8664,1,14,,5,2,71,131,1,3,78,1,76,08,03,10,07,047,0,3,3,1,,4,14,7354,14,511,51,,82,7,1,7,112,90,,3,2,5,2,,5
68WN00076,68,1,9397,2,83,560,8664,1,14,,5,2,71,131,1,4,75,2,70,09,03,10,08,041,0,2,3,2,,4,14,7354,14,453,45,,82,7,3,7,99,106,,,2,5,2,,5
68WN00077,68,2,9398,2,83,640,8438,1,14,,1,2,71,131,1,3,78,1,70,10,04,11,07,030,0,2,2,1,,4,14,7264,14,461,46,,82,7,1,7,68,96,,,2,1,1,,5
68WN00078,68,1,9399,2,83,580,8263,1,14,,1,2,71,131,1,6,77,6,89,09,03,09,08,044,0,2,2,1,,4,14,6715,14,579,57,,82,7,9,7,102,132,,3,2,1,1,,5
68WN00079,68,1,9400,2,83,550,8412,1,14,,1,2,64,124,1,4,75,2,73,12,03,10,10,034,0,2,2,1,,4,14,8267,14,492,49,,82,7,2,5,85,120,,3,2,1,1,,5
68WN00080,68,1,9401,2,83,590,8685,1,14,,1,2,64,124,1,7,75,2,72,13,03,12,11,034,0,2,2,1,,4,14,7624,14,489,48,,82,7,9,5,83,114,,3,2,1,1,,5
68WN00081,68,1,9402,2,83,590,8732,1,14,,1,2,70,130,1,7,78,1,91,10,06,12,06,037,0,2,2,1,,4,14,7624,14,615,61,,82,7,5,7,80,110,,,2,1,1,,5
68WN00082,68,2,9403,2,35,350,6184,1,14,31,1,6,71,131,1,1,,1,83,08,03,06,06,064,0,6,6,1,,4,14,7189,14,542,54,19,35,1,2,7,115,120,,2,4,1,1,,4
68WN00083,68,2,9404,2,83,500,8722,1,14,,1,2,64,124,1,1,76,1,69,09,03,09,09,041,0,2,3,2,,4,14,6255,11,463,46,,82,7,3,5,103,116,,,2,1,1,,5
68WN00084,68,1,9405,2,83,580,8534,1,14,,1,2,71,131,1,1,75,4,97,09,03,08,07,039,0,2,2,1,,4,14,6715,14,667,66,,82,7,7,7,103,96,,,2,1,1,,5
68WN00085,68,1,9406,2,46,460,8156,1,14,26,1,2,64,124,1,7,,2,74,14,03,11,09,032,0,2,2,1,,4,14,8099,14,510,51,32,46,1,0,6,73,108,,3,2,1,1,,4
68WN00086,68,1,9407,2,83,590,7081,1,14,,3,5,67,127,1,1,78,1,74,12,03,12,09,035,0,2,2,1,,4,14,7624,14,504,50,,82,7,4,1,80,100,,,4,3,3,,1
68WN00087,68,2,9408,2,46,460,7397,1,14,25,1,4,70,130,1,1,,1,86,08,04,09,06,034,0,2,2,1,,4,14,8099,14,582,58,28,46,1,2,7,93,104,,,4,1,1,,4
68WN00088,68,1,9409,2,83,560,6743,1,14,,1,5,67,127,1,4,75,2,102,07,03,08,05,037,0,2,2,1,,4,14,7354,14,702,70,,82,7,2,1,119,128,,,4,1,1,,1
68WN00089,68,2,9410,2,83,520,6745,1,14,,1,5,67,127,1,1,76,2,78,09,03,09,06,041,0,2,2,1,,4,14,6619,14,512,51,,82,7,2,1,93,130,,,4,1,1,,1
68WN00090,68,2,9412,2,83,570,6696,1,14,,3,5,66,126,1,3,77,2,84,08,03,08,07,040,0,2,2,1,,4,14,7945,14,586,58,,82,7,6,1,113,102,,,4,3,3,,1
68WN00091,68,2,9414,2,83,530,8671,1,14,,5,2,63,123,1,1,77,1,58,10,03,12,10,028,0,2,2,1,,4,14,6228,11,403,40,,82,7,3,6,87,84,,6,2,5,2,,5
68WN00092,68,2,9415,2,83,530,8671,1,14,,5,2,63,123,1,1,76,1,61,12,03,11,10,035,0,2,2,1,,4,14,6228,11,418,41,,82,7,8,5,96,96,,,2,5,2,,5
68WN00093,68,2,9416,2,83,530,8375,1,14,,1,2,63,123,1,1,78,1,80,11,04,09,08,033,0,2,3,2,,4,14,6228,11,556,55,,82,7,6,6,81,116,,,2,1,1,,5
68WN00094,68,2,9418,2,83,510,6902,1,14,,3,5,66,126,1,1,77,1,85,08,03,09,06,032,0,2,2,1,,4,14,7108,14,589,58,,82,7,9,1,105,108,,,4,3,3,,1
68WN00095,68,1,9421,2,83,520,6967,1,14,,9,5,67,127,1,3,78,1,78,08,03,08,06,035,0,1,1,1,,4,14,6619,14,537,53,,82,7,7,1,106,98,,3,4,9,2,,1
68WN00096,68,1,9422,2,83,520,6967,1,14,,9,5,66,126,1,1,75,1,84,08,03,09,08,042,0,2,2,1,,4,14,6619,14,589,58,,82,7,9,1,122,98,,,4,9,2,,1
68WN00097,68,2,9424,2,83,510,6964,1,14,,3,5,66,126,1,1,76,1,81,09,03,08,06,047,0,2,2,1,,4,14,7108,14,567,56,,82,7,7,1,106,96,,,4,3,3,,1
68WN00098,68,1,9425,2,83,610,6806,1,14,,3,5,66,126,1,1,77,2,93,08,04,12,08,033,0,2,2,1,,4,14,8257,14,660,66,,82,7,0,1,114,98,,5,4,3,3,,1
68WN00099,68,2,9427,2,83,610,8212,1,14,,1,2,70,130,1,1,76,1,83,10,03,09,07,042,0,2,2,1,,4,14,8257,14,549,54,,82,7,9,7,92,116,,,2,1,1,,5
68WN00100,68,2,9428,2,83,650,6879,1,14,,5,5,66,126,1,1,75,1,62,09,03,10,09,033,0,2,2,1,,4,14,7224,14,408,40,,82,7,8,1,94,106,,,4,5,2,,1
68WN00101,68,2,9429,2,83,650,6879,1,14,,5,5,66,126,1,1,77,1,61,09,03,12,10,038,0,2,2,1,,4,14,7224,14,408,40,,82,7,8,1,100,96,,,4,5,2,,1
68WN00102,68,2,9430,2,83,570,8145,1,14,,1,2,63,123,1,3,75,2,85,09,03,08,08,036,0,2,2,1,,4,14,7945,14,593,59,,82,7,3,6,101,120,,,2,1,1,,5
68WN00103,68,1,9431,2,35,350,5210,1,14,34,3,8,70,130,1,1,,2,90,11,08,11,09,034,0,2,2,1,,4,14,7189,14,595,59,24,35,1,5,7,79,126,,3,5,3,3,,4
68WN00104,68,1,9433,2,83,640,6717,1,14,,3,5,70,130,1,4,75,2,58,10,03,12,10,039,0,2,2,1,,4,14,7264,14,366,36,,82,7,6,2,80,104,,3,4,3,3,,1
68WN00105,68,1,9434,2,83,640,6717,1,14,,3,5,65,125,1,1,77,1,80,09,03,10,10,031,0,2,2,1,,4,14,7264,14,563,56,,82,7,3,1,102,96,,3,4,3,3,,1
68WN00106,68,2,9435,2,83,560,8457,1,14,,1,2,69,129,1,1,75,2,76,09,07,10,09,035,0,2,2,1,,4,14,7354,14,496,49,,82,7,6,7,77,120,,,2,1,1,,5
68WN00107,68,1,9436,2,83,580,6739,1,14,,5,5,65,125,1,5,78,2,66,09,03,12,09,028,0,2,2,1,,4,14,6715,14,437,43,,82,7,7,1,92,114,,,4,5,2,,1
68WN00108,68,2,9437,2,83,580,6739,1,14,,5,5,65,125,1,1,76,2,60,10,03,11,10,031,0,2,2,1,,4,14,6715,14,402,40,,82,7,2,1,89,98,,,4,5,2,,1
68WN00109,68,1,9438,2,83,620,8483,1,14,,3,2,62,122,1,2,77,1,64,10,03,12,11,035,0,2,2,1,,4,14,7337,14,433,43,,82,7,3,5,92,112,,3,2,3,3,,5
68WN00110,68,2,9440,2,46,460,8330,1,14,28,1,2,62,122,1,3,,1,68,08,03,10,09,036,0,2,2,1,,4,14,8099,14,466,46,39,46,1,6,6,100,112,,,2,1,1,,4
68WN00111,68,1,9441,2,83,510,8139,1,14,,1,2,69,129,2,7,75,1,74,14,03,10,08,036,0,2,2,1,,4,14,7108,14,495,49,,82,7,5,7,59,102,,3,2,1,1,,5
68WN00112,68,2,9442,2,83,600,7076,1,14,,5,5,65,125,1,1,76,2,66,09,03,11,07,037,0,2,2,1,,4,14,8391,14,445,44,,82,7,5,1,96,104,,,4,5,2,,1
68WN00113,68,1,9443,2,83,600,7076,1,14,,5,5,65,125,1,5,78,1,75,12,03,11,09,035,0,2,2,1,,4,14,8391,14,512,51,,82,7,2,1,91,110,,3,4,5,2,,1
68WN00114,68,1,9444,2,83,500,7083,1,14,,5,5,65,125,1,7,78,2,78,13,03,12,11,037,0,2,2,1,,4,14,6255,11,549,54,,82,7,9,1,97,94,,3,4,5,2,,1
68WN00115,68,2,9445,2,83,500,7083,1,14,,5,5,65,125,1,3,77,2,69,09,03,10,09,035,0,2,2,1,,4,14,6255,11,475,47,,82,7,5,1,104,96,,,4,5,2,,1
68WN00116,68,1,9446,2,83,650,6813,1,14,,3,5,65,125,2,7,78,2,108,07,04,08,07,041,0,2,2,1,,4,14,7224,14,774,77,,82,7,4,1,136,112,,,4,3,3,,1
68WN00117,68,1,9449,2,83,560,8223,1,14,,5,2,62,122,1,1,76,2,72,11,03,11,10,037,0,2,2,1,,4,14,7354,14,510,51,,82,7,0,6,85,98,,5,2,5,2,,5
68WN00118,68,1,9450,2,83,640,8152,1,14,,1,2,62,122,1,7,76,4,65,14,03,11,10,037,0,2,2,1,,4,14,7264,14,451,45,,82,7,1,5,72,100,,,2,1,1,,5
68WN00119,68,1,9451,2,83,590,8244,1,14,,1,2,69,129,1,2,77,1,77,13,06,09,07,035,0,2,2,1,,4,14,7624,14,507,50,,82,7,7,7,54,116,,3,2,1,1,,5
68WN00120,68,2,9454,2,83,620,6785,1,14,,1,5,65,125,1,1,78,2,75,08,03,08,06,040,0,2,2,1,,4,14,7337,14,498,49,,82,7,8,1,94,128,,,4,1,1,,1
68WN00121,68,2,9456,2,83,530,8425,1,14,,1,2,68,128,1,1,78,1,70,08,03,09,07,042,0,2,2,1,,4,14,6228,11,472,47,,82,7,2,7,92,96,,,2,1,1,,5
68WN00122,68,1,9457,2,83,600,6839,1,14,,1,5,65,125,3,6,78,4,96,06,03,09,06,041,0,2,2,1,,4,14,8391,14,674,67,,82,7,4,1,125,118,,,4,1,1,,1
68WN00123,68,1,9458,2,83,630,6740,1,14,,5,5,64,124,1,4,75,2,62,08,03,12,09,033,0,2,2,1,,4,14,7592,14,432,43,,82,7,2,1,97,84,,,4,5,2,,1
68WN00124,68,2,9459,2,83,630,6740,1,14,,5,5,64,124,1,1,78,2,70,10,03,10,09,042,0,2,2,1,,4,14,7592,14,484,48,,82,7,4,1,106,100,,5,4,5,2,,1
68WN00125,68,1,9460,2,83,600,8274,1,14,,1,2,68,128,4,6,75,1,88,10,03,09,06,040,0,3,3,1,,4,14,8391,14,595,59,,82,7,5,7,92,118,,3,2,1,1,,5
68WN00126,68,1,9461,2,83,580,6552,1,14,,5,5,64,124,2,4,77,4,79,09,03,09,08,037,0,2,2,1,,4,14,6715,14,548,54,,82,7,8,1,110,110,,6,4,5,2,,1
68WN00127,68,2,9462,2,83,580,6552,1,14,,5,5,64,124,1,1,78,1,72,09,03,08,07,042,0,2,2,1,,4,14,6715,14,506,50,,82,7,6,1,107,92,,,4,5,2,,1
68WN00128,68,1,9463,2,83,650,8172,1,14,,1,2,61,121,1,7,76,1,92,09,03,09,08,033,0,2,2,1,,4,14,7224,14,663,66,,82,7,3,6,102,118,,3,2,1,1,,5
68WN00129,68,1,9464,2,83,590,8570,1,14,,1,2,61,121,1,7,75,1,94,14,08,10,09,033,0,2,2,1,,4,14,7624,14,679,67,,82,7,9,6,64,118,,,2,1,1,,5
68WN00130,68,2,9466,2,83,590,6850,1,14,,3,5,64,124,1,1,78,1,80,08,03,09,07,036,0,2,2,1,,4,14,7624,14,571,57,,82,7,1,1,106,92,,,4,3,3,,1
68WN00131,68,1,9467,2,83,540,8589,1,14,,1,2,68,128,1,6,75,2,86,10,03,09,07,034,0,2,2,1,,4,14,6283,11,580,58,,82,7,0,7,89,118,,,2,1,1,,5
68WN00132,68,1,9468,2,83,600,8241,1,14,,3,2,61,121,1,1,76,1,86,09,03,08,09,046,0,2,3,2,,4,14,8391,14,617,61,,82,7,7,6,113,114,,,2,3,3,,5
68WN00133,68,1,9470,2,83,550,6976,1,14,,1,5,65,125,1,4,77,3,85,10,05,09,07,034,0,2,2,1,,4,14,8267,14,576,57,,82,7,6,1,84,130,,3,4,1,1,,1
