UID,IDLAMB,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,CAUSE,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,C75,DISP,CADAM,CTBR,ABN
74WN00001,74116696,74,1,6696,1,00,000,9690,14,1,,1,6,87,147,3,2,00,1,66,05,03,09,10,041,3,3,4,2,,4,11,0000,00,401,40,,73,0,1,6,,70,,3,4,1,
74WN00002,74116697,74,1,6697,1,32,320,6581,11,1,42,1,2,80,140,1,1,07,1,64,12,03,12,10,034,2,2,2,1,,1,11,6549,11,390,39,34,32,1,0,6,103,94,,7,2,1,
74WN00003,74116698,74,1,6698,1,35,350,9792,14,1,51,1,5,79,139,1,1,07,2,91,09,03,07,07,045,6,3,3,1,,4,11,9980,14,564,56,43,35,1,4,6,149,126,,3,4,1,
74WN00004,74116699,74,2,6699,1,32,320,6422,11,1,36,1,5,76,136,1,1,07,1,55,10,03,11,09,035,1,2,2,1,,1,11,6549,11,321,32,28,32,1,1,7,101,114,,2,4,1,03
74WN00005,74116700,74,1,6700,1,35,350,9350,14,1,47,5,6,77,137,1,2,07,1,61,08,03,10,10,042,5,2,3,2,,4,11,9980,14,365,36,42,35,1,5,8,146,110,,7,4,2,
74WN00006,74116701,74,2,6701,1,35,350,9350,14,1,47,5,6,77,137,1,1,07,1,49,13,03,11,10,044,4,2,3,2,,4,11,9980,14,289,28,42,35,1,9,8,113,94,,2,4,2,
74WN00007,74116702,74,1,6702,1,32,320,6391,11,1,37,1,6,77,137,1,1,07,2,91,12,03,10,08,039,5,2,3,2,,1,11,6549,11,572,57,29,32,1,2,8,128,126,,3,4,1,
74WN00008,74116703,74,1,6703,1,35,350,9878,14,1,46,1,3,75,135,1,2,07,1,66,11,03,10,08,040,11,2,2,1,,4,11,9980,14,419,41,48,35,1,9,7,109,94,,7,3,1,
74WN00009,74116704,74,1,6704,1,32,320,6122,11,1,29,1,0,74,134,1,1,07,2,50,09,03,13,11,032,33,2,2,1,,1,11,6549,11,290,29,28,32,1,0,7,108,112,,7,5,1,91
74WN00010,74116705,74,1,6705,1,32,320,6499,11,1,35,1,3,74,134,1,1,07,2,65,10,03,11,08,040,13,2,2,1,,1,11,6549,11,396,39,40,32,1,6,7,110,120,,7,3,1,91
74WN00011,74116708,74,2,6708,1,35,350,9978,14,1,53,1,2,75,135,1,1,07,3,37,09,03,13,13,034,5,2,3,2,,4,11,9980,14,206,20,46,35,1,6,8,109,92,,3,2,1,
74WN00012,74116709,74,1,6709,1,35,350,9987,14,1,52,1,2,75,135,9,6,07,1,64,10,03,08,09,047,5,3,3,1,,4,11,9980,14,399,39,44,35,1,9,8,127,102,,7,2,1,07
74WN00013,74116710,74,2,6710,1,35,350,9322,14,1,59,3,6,73,133,1,1,07,2,61,09,03,09,08,038,14,2,2,1,,4,11,9980,14,386,38,43,35,1,6,7,131,96,,2,4,3,
74WN00014,74116712,74,1,6712,1,32,320,6514,11,1,35,1,3,75,135,1,1,07,1,72,09,03,12,11,041,5,2,2,1,,1,11,6549,11,456,45,32,32,1,6,6,132,104,,3,3,1,
74WN00015,74116713,74,2,6713,1,32,320,6247,11,1,30,1,8,75,135,1,1,07,1,61,09,03,11,10,038,4,2,2,1,,1,11,6549,11,364,36,26,32,1,4,6,124,118,,2,5,1,
74WN00016,74116714,74,1,6714,1,35,350,9081,14,1,47,1,7,75,135,1,7,07,1,66,07,03,12,10,037,3,2,2,1,,4,11,9980,14,404,40,39,35,1,4,6,138,114,,7,5,1,
74WN00017,74116715,74,1,6715,1,46,460,9801,14,1,36,1,5,74,134,1,7,07,1,68,09,04,12,10,036,3,2,2,1,,4,11,9966,14,410,41,30,46,1,0,6,120,130,,7,4,1,
74WN00018,74116718,74,2,6718,1,32,320,6597,11,1,43,3,2,73,133,1,1,07,1,85,08,03,09,08,043,5,2,2,1,,1,11,6549,11,564,56,41,32,1,4,8,153,100,,2,2,3,
74WN00019,74116720,74,2,6720,1,32,320,6459,11,1,38,1,4,72,132,1,1,07,1,82,09,03,09,09,038,5,2,3,2,,1,11,6549,11,536,53,30,32,1,6,8,141,112,,2,4,1,
74WN00020,74116721,74,1,6721,1,35,350,9972,14,1,55,1,2,69,129,1,2,07,1,80,08,03,08,08,046,5,2,3,2,,4,11,9980,14,530,53,52,35,1,0,7,149,116,,3,2,1,
74WN00021,74116723,74,1,6723,1,32,320,6433,11,1,35,1,5,69,129,1,1,07,2,75,10,03,10,07,038,14,2,2,1,,1,11,6549,11,485,48,30,32,1,5,7,120,124,,3,4,1,
74WN00022,74116725,74,2,6725,1,46,460,9816,14,1,35,1,5,71,131,1,3,07,1,66,10,03,10,08,038,2,2,3,2,,4,11,9966,14,427,42,25,46,1,7,6,120,100,,2,4,1,
74WN00023,74116728,74,1,6728,1,35,350,9177,14,1,39,1,7,68,128,1,5,07,1,78,08,03,08,08,043,33,2,3,2,,4,11,9980,14,517,51,37,35,1,7,7,148,118,,3,5,1,
74WN00024,74116729,74,2,6729,1,32,320,6508,11,1,34,1,3,70,130,1,1,07,2,61,08,03,11,09,035,4,2,2,1,,1,11,6549,11,392,39,30,32,1,2,8,121,100,,2,3,1,
74WN00025,74116730,74,1,6730,1,24,240,6595,11,1,46,1,2,70,130,1,4,07,2,80,13,03,09,08,037,3,2,3,2,,1,11,6591,11,517,51,48,24,1,7,8,118,128,,3,2,1,02
74WN00026,74116731,74,1,6731,1,35,350,9812,14,1,47,3,5,70,130,1,2,07,2,84,08,03,10,08,040,5,2,3,2,01,4,11,9980,14,552,55,42,35,1,2,6,143,122,,6,4,3,
74WN00027,74116732,74,2,6732,1,35,350,9812,14,1,47,3,5,70,130,1,1,07,1,62,07,03,10,09,040,3,2,3,2,,4,11,9980,14,412,41,42,35,1,2,6,145,84,,2,4,3,
74WN00028,74116733,74,2,6733,1,35,350,9901,14,1,53,1,3,69,129,1,1,07,4,66,07,03,10,09,042,5,2,2,1,,4,11,9980,14,429,42,48,35,1,9,8,145,106,,2,3,1,
74WN00029,74116734,74,2,6734,1,46,460,7487,14,1,34,1,0,69,129,1,4,07,1,69,11,03,10,08,042,4,2,3,2,,4,11,9966,14,454,45,26,46,1,4,6,124,104,,,5,1,
74WN00030,74116736,74,2,6736,1,46,460,9604,14,1,35,1,6,69,129,1,3,07,1,65,10,03,12,09,038,4,2,2,1,,4,11,9966,14,429,42,32,46,1,9,6,124,96,,2,4,1,
74WN00031,74116737,74,2,6737,1,46,460,7997,14,1,30,1,9,68,128,1,1,07,1,70,09,03,11,08,036,3,2,2,1,,4,11,9966,14,472,47,23,46,1,2,6,129,96,,,5,1,
74WN00032,74116738,74,1,6738,1,46,460,9857,14,1,36,1,4,68,128,1,7,07,1,74,09,03,11,08,040,3,2,2,1,,4,11,9966,14,503,50,24,46,1,3,6,130,96,,3,4,1,
74WN00033,74116739,74,2,6739,1,32,320,6545,11,1,42,2,2,68,128,3,1,07,1,39,10,03,12,12,031,32,3,3,1,,1,11,6549,11,256,25,38,32,1,6,9,,62,,3,2,1,
74WN00034,74116742,74,2,6742,1,46,460,9727,14,1,38,3,6,68,128,1,1,07,1,63,09,03,10,08,037,5,2,2,1,,4,11,9966,14,431,43,27,46,1,1,8,122,78,,2,4,3,
74WN00035,74116745,74,2,6745,1,46,460,9849,14,1,39,1,4,68,128,1,2,07,1,70,07,03,10,07,040,4,2,2,1,,4,11,9966,14,459,45,27,46,1,9,6,142,112,,2,4,1,
