UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CADAM,TBRE,CTBR,TRT,MATRIX
67WN00821,67,2,1522,4,83,08,8932,4,41,17,3,3,77,137,1,1,02,4,92,09,03,06,06,052,0,4,4,1,,1,42,9685,41,590,59,,82,7,0,1,159,112,,,3,3,3,,8
67WN00822,67,1,1525,4,83,577,0378,4,42,10,1,2,76,136,2,2,02,2,86,08,03,08,06,048,0,6,7,2,,2,42,9861,41,551,55,,82,7,1,7,137,110,,6,2,1,1,2,6
67WN00823,67,2,1527,4,83,08,9116,4,41,17,4,3,75,135,1,1,02,1,77,08,03,07,05,044,0,3,4,2,,1,42,9685,41,510,51,,82,7,0,1,140,82,,,3,3,3,,8
67WN00824,67,2,1528,4,83,03,9637,4,41,02,1,3,75,135,1,1,02,1,95,08,03,05,05,058,0,4,4,1,,1,42,7436,41,624,62,,82,7,4,1,159,108,,,3,1,1,,8
67WN00825,67,2,1529,4,83,567,9753,4,41,03,1,2,76,136,2,1,02,2,96,09,03,08,05,052,0,5,6,2,,1,42,7788,41,629,62,,82,7,9,7,145,104,,,2,1,1,4,6
67WN00826,67,2,1530,4,83,566,9777,4,41,03,1,2,78,138,1,1,02,1,91,09,03,06,05,048,0,4,4,1,,1,42,7788,41,575,57,,82,7,5,5,142,116,,,2,1,1,1,6
67WN00827,67,2,1531,4,82,03,8849,4,41,02,1,3,74,134,1,1,02,1,79,08,03,06,08,052,0,4,4,1,,1,42,7436,41,512,51,,14,7,2,1,150,104,,,3,1,1,,8
67WN00828,67,2,1532,4,83,02,9030,4,41,07,1,3,74,134,1,1,02,2,98,05,05,07,04,038,0,3,3,1,,1,42,8800,41,649,64,,82,7,9,1,154,110,,,3,1,1,,8
67WN00829,67,1,1533,4,83,01,8836,4,41,03,8,3,73,133,1,1,02,2,98,07,04,07,05,037,0,3,3,1,,1,42,9803,41,686,68,,82,7,6,1,153,68,,,3,7,3,,8
67WN00830,67,2,1534,4,83,567,0638,4,42,03,4,2,77,137,1,1,02,1,61,08,03,07,07,055,0,3,3,1,,2,42,7788,41,388,38,,82,7,8,9,,78,,3,2,4,3,,6
67WN00831,67,1,1535,4,83,567,0638,4,42,03,3,2,75,135,1,4,02,2,84,07,03,09,06,046,0,4,5,2,,2,42,7788,41,551,55,,82,7,1,7,148,96,,,2,3,3,3,6
67WN00832,67,2,1537,4,83,01,8836,4,41,03,7,3,73,133,1,1,02,1,83,07,03,08,05,042,0,4,5,2,,1,42,9803,41,561,56,,82,7,1,1,152,84,,,3,7,3,,8
67WN00833,67,1,1538,4,83,03,8844,4,41,02,1,3,73,133,1,1,02,1,102,07,03,05,04,055,0,4,5,2,,1,42,7436,41,678,67,,82,7,8,1,162,118,,,3,1,1,,8
67WN00834,67,2,1539,4,83,556,0639,4,42,01,1,2,77,137,2,1,02,1,92,09,03,04,05,057,0,5,5,1,,2,42,8623,41,574,57,,82,7,4,5,150,134,,,2,1,1,4,6
67WN00835,67,1,1540,4,83,05,8928,4,41,04,1,3,73,133,1,1,02,2,100,12,05,06,06,054,0,5,6,2,,1,42,0145,42,665,66,,82,7,5,1,133,116,,,3,1,1,,8
67WN00836,67,1,1542,4,83,08,8846,4,41,17,3,3,73,133,1,1,02,2,103,07,06,05,04,046,0,3,4,2,,1,42,9685,41,686,68,,82,7,6,1,155,118,,,3,3,3,,8
67WN00837,67,1,1543,4,83,08,8926,4,41,17,3,3,73,133,1,1,02,4,92,13,03,06,06,048,0,4,4,1,,1,42,9685,41,627,62,,82,7,7,1,133,86,,,3,3,3,,8
67WN00838,67,1,1545,4,83,05,9246,4,41,04,1,3,73,133,2,1,02,5,94,14,03,06,07,060,0,5,6,2,,1,42,0145,42,605,60,,82,7,5,1,133,136,,,3,1,1,,8
67WN00839,67,1,1546,4,83,02,9554,4,41,07,1,3,73,133,1,2,02,4,106,08,04,04,05,053,0,5,5,1,,1,42,8800,41,690,69,,82,7,0,1,162,142,,,3,1,1,,8
67WN00840,67,2,1547,4,83,01,8882,4,41,03,1,3,73,133,1,1,02,1,98,07,04,06,05,047,0,3,3,1,,1,42,9803,41,647,64,,82,7,7,1,157,120,,2,3,1,1,,8
67WN00841,67,2,1548,4,83,01,8870,4,41,03,5,3,73,133,1,1,02,1,58,09,03,09,08,050,0,4,4,1,,1,42,9803,41,364,36,,82,7,4,1,134,96,,,3,5,2,,8
67WN00842,67,2,1549,4,83,01,8870,4,41,03,5,3,73,133,1,1,02,1,58,09,03,08,08,050,0,4,5,2,,1,42,9803,41,379,37,,82,7,9,1,136,76,,,3,5,2,,8
67WN00843,67,1,1550,4,83,05,9450,4,41,04,5,3,72,132,1,3,02,1,78,09,03,07,08,057,0,5,6,2,,1,42,0145,42,508,50,,82,7,8,1,155,110,,,3,5,2,,8
67WN00844,67,2,1551,4,83,05,9450,4,41,04,5,3,72,132,1,1,02,1,57,08,04,08,12,055,0,6,7,2,,1,42,0145,42,371,37,,82,7,1,1,148,80,,,3,5,2,,8
67WN00845,67,1,1552,4,83,03,8940,4,41,02,1,3,72,132,1,1,02,1,98,06,03,04,07,056,0,4,5,2,,1,42,7436,41,656,65,,82,7,6,1,172,114,,,3,1,1,,8
67WN00846,67,2,1553,4,83,05,9015,4,41,04,1,3,72,132,1,1,02,1,100,07,04,04,04,065,0,4,5,2,,1,42,0145,42,671,67,,82,7,1,1,173,114,,,3,1,1,,8
67WN00847,67,2,1554,4,83,566,0570,4,42,03,3,2,76,136,1,1,02,2,87,08,03,06,06,056,0,5,6,2,,2,42,7788,41,579,57,,82,7,9,6,152,82,,,2,3,3,3,6
67WN00848,67,1,1556,4,83,567,0214,4,42,03,5,2,74,134,1,1,02,2,89,08,03,09,07,045,0,5,6,2,,2,42,7788,41,587,58,,82,7,7,7,153,104,,,2,5,2,3,6
67WN00849,67,1,1557,4,83,567,0214,4,42,03,5,2,74,134,1,1,02,1,73,07,03,09,08,049,0,4,4,1,,2,42,7788,41,466,46,,82,7,6,7,147,106,,3,2,5,2,3,6
67WN00850,67,2,1559,4,83,557,9850,4,41,01,5,2,74,134,1,1,02,1,88,09,03,08,06,052,0,5,6,2,,1,42,8623,41,578,57,,82,7,8,7,149,106,,,2,5,2,3,6
67WN00851,67,1,1560,4,83,557,9850,4,41,01,5,2,74,134,1,1,02,2,83,09,03,09,08,046,0,5,6,2,,1,42,8623,41,531,53,,82,7,1,7,145,118,,,2,5,2,3,6
67WN00852,67,1,1561,4,83,08,9004,4,41,17,1,3,72,132,1,1,02,2,109,11,03,05,04,048,0,2,3,2,,1,42,9685,41,718,71,,82,7,8,1,145,142,,,3,1,1,,8
67WN00853,67,1,1562,4,83,05,9427,4,41,04,5,3,72,132,1,2,02,2,98,07,03,06,07,052,0,4,5,2,,1,42,0145,42,639,63,,82,7,9,1,178,136,,,3,5,2,,8
67WN00854,67,2,1563,4,83,05,9427,4,41,04,5,3,72,132,1,1,02,1,84,08,03,07,07,057,0,4,4,1,,1,42,0145,42,555,55,,82,7,5,1,170,108,,,3,5,2,,8
67WN00855,67,2,1565,4,83,567,0153,4,42,03,5,2,74,134,1,1,02,2,83,07,03,09,07,053,0,6,7,2,,2,42,7788,41,537,53,,82,7,7,7,159,110,,,2,5,2,1,6
67WN00856,67,2,1566,4,83,567,0153,4,42,03,5,2,74,134,1,1,02,2,72,09,03,08,07,049,0,3,4,2,,2,42,7788,41,466,46,,82,7,6,7,135,96,,,2,5,2,1,6
67WN00857,67,2,1567,4,83,556,0180,4,42,01,5,2,76,136,1,1,02,3,58,09,03,07,09,057,0,6,7,2,,2,42,8623,41,365,36,,82,7,5,6,142,84,,2,2,5,2,1,6
67WN00858,67,2,1568,4,83,556,0180,4,42,01,5,2,76,136,1,1,02,1,73,09,03,06,07,051,0,4,5,2,,2,42,8623,41,471,47,,82,7,1,5,144,90,,,2,5,2,1,6
67WN00859,67,1,1569,4,83,02,8880,4,41,07,3,3,72,132,1,4,02,2,103,07,04,06,05,043,0,2,3,2,,1,42,8800,41,691,69,,82,7,1,1,166,118,,,3,3,3,,8
67WN00860,67,1,1571,4,83,03,8891,4,41,02,8,3,72,132,1,2,02,1,93,07,03,06,06,052,0,5,5,1,,1,42,7436,41,633,63,,82,7,3,1,168,94,,,3,7,3,,8
67WN00861,67,2,1572,4,83,03,8891,4,41,02,8,3,74,134,1,1,02,2,74,08,03,08,07,047,0,4,4,1,,1,42,7436,41,494,49,,82,7,4,1,148,78,,,3,7,3,,8
67WN00862,67,1,1573,4,83,03,8891,4,41,02,8,3,72,132,1,1,02,1,98,08,03,05,06,058,0,4,4,1,,1,42,7436,41,667,66,,82,7,7,1,170,100,,,3,7,3,,8
67WN00863,67,2,1574,4,83,05,9019,4,41,04,1,3,72,132,1,1,02,2,99,07,03,04,05,057,0,5,5,1,,1,42,0145,42,659,65,,82,7,9,1,170,120,,,3,1,1,,8
67WN00864,67,1,1575,4,83,08,8807,4,41,17,1,3,72,132,1,2,02,2,99,11,07,06,05,053,0,4,4,1,,1,42,9685,41,659,65,,82,7,9,1,129,120,,,3,1,1,,8
67WN00865,67,2,1576,4,83,02,8866,4,41,07,5,3,72,132,1,1,02,2,70,09,03,08,08,043,0,2,3,2,,1,42,8800,41,464,46,,82,7,4,1,144,88,,,3,5,2,,8
67WN00866,67,2,1577,4,83,02,8866,4,41,07,5,3,72,132,1,1,02,2,70,07,03,07,06,046,0,4,5,2,,1,42,8800,41,456,45,,82,7,6,1,152,98,,,3,5,2,,8
67WN00867,67,1,1578,4,83,03,9025,4,41,02,1,3,72,132,1,1,02,4,106,09,04,05,05,051,0,3,4,2,,1,42,7436,41,697,69,,82,7,7,1,156,140,,,3,1,1,,8
67WN00868,67,1,1579,4,83,05,9657,4,41,04,5,3,72,132,1,1,02,2,70,13,03,08,10,048,0,4,5,2,,1,42,0145,42,452,45,,82,7,2,1,128,104,,,3,5,2,,8
67WN00869,67,1,1580,4,83,05,9657,4,41,04,5,3,72,132,1,1,02,2,72,09,03,08,10,049,0,5,6,2,,1,42,0145,42,458,45,,82,7,8,1,148,116,,3,3,5,2,,8
67WN00870,67,2,1581,4,83,566,9964,4,41,03,1,2,76,136,1,1,02,3,66,10,03,09,08,048,0,4,4,1,,1,42,7788,41,401,40,,82,7,1,5,122,114,,,2,1,1,1,6
67WN00871,67,2,1582,4,83,576,9907,4,41,10,3,2,76,136,1,2,02,1,67,06,03,08,07,045,0,4,5,2,,1,42,9861,41,443,44,,82,7,3,5,144,68,,,2,3,3,1,6
67WN00872,67,2,1583,4,83,597,0103,4,42,18,5,2,74,134,1,1,02,2,88,08,04,07,05,056,0,4,5,2,,2,42,8024,41,579,57,,82,7,9,7,150,104,,,2,5,2,3,6
67WN00873,67,2,1584,4,83,597,0103,4,42,18,5,2,74,134,1,1,02,2,73,07,03,09,07,046,0,4,4,1,,2,42,8024,41,470,47,,82,7,0,7,143,100,,,2,5,2,3,6
67WN00874,67,2,1585,4,83,567,0506,4,42,03,1,2,74,134,1,1,02,1,78,09,03,09,05,044,0,4,4,1,,2,42,7788,41,521,52,,82,7,1,7,125,82,,,2,1,1,1,6
67WN00875,67,1,1586,4,83,576,0491,4,42,10,1,2,76,136,1,4,02,1,93,11,03,07,07,052,0,3,4,2,,2,42,9861,41,590,59,,82,7,0,6,142,128,,,2,1,1,3,6
67WN00876,67,2,1588,4,83,596,0293,4,42,18,1,2,76,136,1,1,02,2,83,09,04,07,05,059,0,4,6,3,,2,42,8024,41,534,53,,82,7,4,5,140,104,,,2,1,1,1,6
67WN00877,67,1,1589,4,83,596,0419,4,42,18,3,2,75,135,1,2,02,1,102,08,03,06,06,051,0,4,5,2,,2,42,8024,41,670,67,,82,7,0,6,156,116,,,2,3,3,4,6
67WN00878,67,2,1591,4,83,567,0191,4,42,03,1,2,73,133,1,1,02,2,84,08,03,08,07,059,0,6,6,1,,2,42,7788,41,556,55,,82,7,6,7,148,100,,,2,1,1,2,6
67WN00879,67,1,1592,4,83,597,9874,4,41,18,1,2,73,133,1,2,02,1,88,09,03,08,05,055,0,8,9,2,,1,42,8024,41,582,58,,82,7,2,7,140,106,,6,2,1,1,3,6
67WN00880,67,2,1593,4,83,01,9171,4,41,03,5,3,71,131,1,1,02,1,71,07,03,07,08,048,0,2,3,2,,1,42,9803,41,467,46,,82,7,7,1,157,98,,,3,5,2,,8
67WN00881,67,2,1594,4,83,01,9171,4,41,03,5,3,71,131,1,1,02,1,84,07,03,06,05,055,0,4,5,2,,1,42,9803,41,565,56,,82,7,5,1,170,100,,,3,5,2,,8
67WN00882,67,2,1595,4,83,08,9172,4,41,17,1,3,71,131,2,1,02,4,100,14,03,05,04,054,0,4,5,2,,1,42,9685,41,673,67,,82,7,3,1,133,118,,,3,1,1,,8
67WN00883,67,1,1596,4,83,03,9430,4,41,02,1,3,71,131,1,1,02,1,106,08,03,06,05,043,0,3,3,1,,1,42,7436,41,698,69,,82,7,8,1,158,146,,,3,1,1,,8
67WN00884,67,1,1597,4,83,03,9073,4,41,02,5,3,71,131,1,1,02,1,80,08,03,07,07,052,0,3,4,2,,1,42,7436,41,539,53,,82,7,9,1,158,94,,6,3,5,2,,8
67WN00885,67,2,1598,4,83,03,9073,4,41,02,5,3,71,131,1,1,02,2,70,08,03,09,08,043,0,4,4,1,,1,42,7436,41,467,46,,82,7,7,1,151,88,,,3,5,2,,8
67WN00886,67,2,1599,4,83,556,9817,4,41,01,1,2,75,135,1,1,02,2,84,09,03,07,06,052,0,4,4,1,,1,42,8623,41,516,51,,82,7,6,6,141,144,,,2,1,1,3,6
67WN00887,67,2,1600,4,83,597,0236,4,42,18,3,2,73,133,1,1,02,2,80,08,03,07,06,049,0,4,5,2,,2,42,8024,41,541,54,,82,7,1,7,144,80,,2,2,3,3,4,6
67WN00888,67,1,1601,4,83,597,0236,4,42,18,4,2,73,133,1,1,02,1,90,08,04,08,06,045,0,5,6,2,,2,42,8024,41,605,60,,82,7,5,7,147,96,,,2,3,3,4,6
67WN00889,67,2,1603,4,83,596,0065,4,42,18,1,2,75,135,2,1,02,1,94,08,03,05,04,061,0,5,6,2,,2,42,8024,41,607,60,,82,7,7,5,157,120,,,2,1,1,3,6
67WN00890,67,2,1604,4,83,567,9789,4,41,03,5,2,73,133,1,1,02,1,78,10,03,09,06,046,0,4,5,2,,1,42,7788,41,519,51,,82,7,9,7,133,90,,,2,5,2,1,6
67WN00891,67,2,1605,4,83,567,9789,4,41,03,5,2,73,133,1,1,02,2,83,07,03,08,06,043,0,3,4,2,,1,42,7788,41,547,54,,82,7,7,7,150,102,,,2,5,2,1,6
67WN00892,67,1,1606,4,83,557,9785,4,41,01,1,2,73,133,1,1,02,1,88,09,03,08,07,048,0,5,6,2,,1,42,8623,41,568,56,,82,7,8,7,143,124,,6,2,1,1,1,6
67WN00893,67,2,1607,4,83,08,9668,4,41,17,1,3,71,131,1,1,02,2,85,09,03,07,06,046,0,4,4,1,,1,42,9685,41,560,56,,82,7,0,1,143,116,,,3,1,1,,8
67WN00894,67,1,1608,4,83,567,0114,4,42,03,1,2,73,133,1,1,02,2,98,08,03,08,06,054,0,4,5,2,,2,42,7788,41,638,63,,82,7,8,7,158,132,,,2,1,1,4,6
67WN00895,67,1,1609,4,83,556,0202,4,42,01,5,2,75,135,1,1,02,1,80,09,03,06,06,061,0,4,5,2,,2,42,8623,41,523,52,,82,7,3,5,159,94,,,2,5,2,2,6
67WN00896,67,2,1610,4,83,556,0202,4,42,01,5,2,75,135,1,1,02,2,72,09,03,07,06,051,0,4,5,2,,2,42,8623,41,473,47,,82,7,3,6,140,82,,6,2,5,2,2,6
67WN00897,67,2,1611,4,83,577,0495,4,42,10,2,2,73,133,1,1,02,1,92,06,03,08,05,048,0,4,5,2,,2,42,9861,41,608,60,,82,7,8,7,154,112,,2,2,1,1,3,6
67WN00898,67,1,1612,4,83,577,0219,4,42,10,1,2,73,133,1,1,02,2,81,07,03,08,06,043,0,3,3,1,,2,42,9861,41,549,54,,82,7,9,7,136,80,,,2,1,1,3,6
67WN00899,67,2,1613,4,83,556,0062,4,42,01,1,2,75,135,1,1,02,2,87,09,03,06,05,058,0,5,6,2,,2,42,8623,41,560,56,,82,7,0,5,146,114,,,2,1,1,3,6
67WN00900,67,1,1614,4,83,05,9044,4,41,04,5,3,71,131,1,1,02,2,86,09,03,07,06,049,0,4,5,2,,1,42,0145,42,583,58,,82,7,3,1,153,96,,,3,5,2,,8
67WN00901,67,1,1615,4,83,05,9044,4,41,04,5,3,71,131,1,1,02,2,74,13,03,08,09,044,0,3,4,2,,1,42,0145,42,504,50,,82,7,4,1,126,80,,3,3,5,2,,8
67WN00902,67,2,1616,4,83,08,9557,4,41,17,1,3,71,131,1,1,02,2,95,10,03,05,05,054,0,3,3,1,,1,42,9685,41,626,62,,82,7,6,1,152,130,,,3,1,1,,8
67WN00903,67,2,1617,4,83,06,8927,4,41,01,1,3,71,131,1,1,02,2,97,08,03,05,05,059,0,4,4,1,,1,42,1300,42,646,64,,82,7,6,1,167,124,,,3,1,1,,8
67WN00904,67,1,1618,4,83,08,8923,4,41,17,1,3,71,131,1,1,02,4,90,10,04,07,07,043,0,4,4,1,,1,42,9685,41,577,57,,82,7,7,1,134,144,,6,3,1,1,,8
67WN00905,67,1,1621,4,83,02,8875,4,41,07,5,3,70,130,1,2,02,2,78,10,04,08,08,038,0,2,2,1,,1,42,8800,41,518,51,,82,7,8,1,135,106,,,3,5,2,,8
67WN00906,67,2,1622,4,83,02,8875,4,41,07,5,3,70,130,1,1,02,4,73,12,03,07,08,044,0,3,4,2,,1,42,8800,41,480,48,,82,7,0,1,133,106,,,3,5,2,,8
67WN00907,67,2,1623,4,82,07,9576,4,41,12,5,3,70,130,1,1,02,1,78,09,03,07,07,048,0,3,3,1,,1,42,0562,42,534,53,,13,7,4,1,153,86,,,3,5,2,,8
67WN00908,67,1,1624,4,82,07,9576,4,41,12,5,3,70,130,1,1,02,1,83,08,03,07,09,045,0,4,4,1,,1,42,0562,42,557,55,,13,7,7,1,160,106,,,3,5,2,,8
67WN00909,67,2,1625,4,83,07,9099,4,41,12,1,3,70,130,1,1,02,2,102,08,04,06,06,062,0,5,6,2,,1,42,0562,42,680,68,,82,7,0,1,172,136,,,3,1,1,,8
67WN00910,67,2,1626,4,83,05,9652,4,41,04,5,3,70,130,1,1,02,2,74,06,03,07,08,052,0,3,4,2,,1,42,0145,42,498,49,,82,7,8,1,167,92,,,3,5,2,,8
67WN00911,67,2,1627,4,83,05,9652,4,41,04,5,3,70,130,2,1,02,1,83,10,04,07,06,052,0,4,4,1,,1,42,0145,42,557,55,,82,7,7,1,150,106,,,3,5,2,,8
67WN00912,67,2,1628,4,82,07,9559,4,41,12,3,3,70,130,1,1,02,1,94,08,03,06,06,053,0,4,4,1,,1,42,0562,42,655,65,,02,7,5,1,173,88,,,3,3,3,,8
67WN00913,67,2,1629,4,83,07,9547,4,41,12,1,3,70,130,1,1,02,2,85,05,04,07,06,054,0,4,4,1,,1,42,0562,42,566,56,,82,7,6,1,164,114,,2,3,1,1,,8
67WN00914,67,2,1630,4,83,566,0252,4,42,03,1,2,74,134,1,1,02,1,76,08,03,08,07,052,0,3,4,2,,2,42,7788,41,493,49,,82,7,3,7,136,100,,,2,1,1,3,6
67WN00915,67,2,1631,4,83,576,0365,4,42,10,1,2,74,134,1,1,02,2,84,09,03,07,05,054,0,5,6,2,,2,42,9861,41,531,53,,82,7,1,6,151,128,,2,2,1,1,2,6
67WN00916,67,1,1632,4,83,576,0557,4,42,10,1,2,74,134,1,1,02,2,87,08,03,07,06,051,0,4,5,2,,2,42,9861,41,561,56,,82,7,1,5,151,118,,,2,1,1,1,6
67WN00917,67,2,1634,4,83,557,0101,4,42,01,4,2,74,134,1,1,02,1,75,09,03,06,06,053,0,3,3,1,,2,42,8623,41,496,49,,82,7,6,9,,86,,3,2,4,3,,6
67WN00918,67,1,1635,4,82,02,9216,4,41,07,5,3,70,130,1,1,02,2,77,13,04,08,07,042,0,3,3,1,,1,42,8800,41,518,51,,04,7,8,1,119,96,,3,3,5,2,,8
67WN00919,67,2,1636,4,82,02,9216,4,41,07,5,3,70,130,1,1,02,2,63,09,03,07,09,052,0,4,5,2,,1,42,8800,41,417,41,,04,7,7,1,145,88,,,3,5,2,,8
67WN00920,67,2,1637,4,83,07,8911,4,41,12,1,3,70,130,1,1,02,1,88,08,03,06,06,061,0,3,3,1,,1,42,0562,42,574,57,,82,7,4,1,162,134,,2,3,1,1,,8
67WN00921,67,1,1638,4,83,576,9875,4,41,10,1,2,74,134,1,1,02,1,93,08,03,06,06,052,0,5,6,2,,1,42,9861,41,597,59,,82,7,7,6,150,130,,,2,1,1,4,6
67WN00922,67,1,1639,4,83,01,9609,4,41,03,1,3,70,130,1,1,02,1,103,07,03,06,06,047,0,2,3,2,,1,42,9803,41,680,68,,82,7,0,1,167,146,,,3,1,1,,8
67WN00923,67,2,1641,4,83,08,9378,4,41,17,3,3,70,130,1,1,02,1,70,10,03,07,06,051,0,3,3,1,,1,42,9685,41,463,46,,82,7,3,1,136,98,,,3,3,3,,8
67WN00924,67,2,1643,4,83,08,8930,4,41,17,3,3,70,130,1,1,02,2,83,07,03,06,08,058,0,6,6,1,,1,42,9685,41,562,56,,82,7,2,1,172,100,,,3,3,3,,8
67WN00925,67,1,1644,4,83,02,9195,4,41,07,1,3,70,130,1,2,02,1,98,03,04,05,04,048,0,3,4,2,,1,42,8800,41,662,66,,82,7,2,1,171,120,,,3,1,1,,8
67WN00926,67,1,1645,4,83,03,8868,4,41,02,1,3,70,130,1,1,02,1,88,08,03,06,06,050,0,3,3,1,,1,42,7436,41,574,57,,82,7,4,1,150,134,,,3,1,1,,8
67WN00927,67,1,1646,4,83,567,9960,4,41,03,1,2,72,132,1,2,02,2,94,08,03,08,06,046,0,4,4,1,,1,42,7788,41,632,63,,82,7,2,7,149,106,,,2,1,1,4,6
67WN00928,67,1,1647,4,83,606,9857,4,41,17,3,2,74,134,1,2,02,1,83,07,03,07,07,051,0,4,5,2,,1,42,0230,42,545,54,,82,7,5,5,161,100,,,2,3,3,4,6
67WN00929,67,2,1650,4,83,02,9741,4,41,07,5,3,70,130,1,1,02,2,62,10,03,08,09,048,0,3,4,2,,1,42,8800,41,389,38,,82,7,9,1,138,114,,7,3,5,2,,8
67WN00930,67,1,1651,4,83,02,9741,4,41,07,5,3,70,130,1,1,02,2,96,10,03,07,07,046,0,3,4,2,,1,42,8800,41,654,65,,82,7,4,1,160,110,,,3,5,2,,8
67WN00931,67,1,1652,4,83,596,0392,4,42,18,3,2,74,134,1,7,02,1,95,10,03,07,08,049,0,5,5,1,,2,42,8024,41,625,62,,82,7,5,6,152,112,,6,2,3,3,3,6
67WN00932,67,1,1654,4,83,03,9355,4,41,02,4,3,74,134,1,2,02,1,83,09,03,06,07,050,0,3,3,1,,1,42,7436,41,534,53,,82,7,4,9,,114,,3,3,4,3,,8
67WN00933,67,2,1655,4,83,607,0166,4,42,17,1,2,72,132,1,1,02,1,73,09,03,09,07,048,0,4,4,1,,2,42,0230,42,459,45,,82,7,9,7,126,124,,,2,1,1,3,6
67WN00934,67,1,1656,4,83,566,0178,4,42,03,1,2,74,134,1,1,02,1,97,10,03,07,07,044,0,4,5,2,,2,42,7788,41,640,64,,82,7,0,6,157,112,,,2,1,1,2,6
67WN00935,67,2,1660,4,83,576,0112,4,42,10,4,2,74,134,1,1,02,3,49,09,03,10,12,048,0,3,3,1,,2,42,9861,41,290,29,,82,7,0,9,,102,,3,2,4,3,,6
67WN00936,67,1,1661,4,83,08,9184,4,41,17,5,3,70,130,1,2,02,1,76,05,04,07,08,043,0,3,4,2,,1,42,9685,41,506,50,,82,7,6,1,159,102,,3,3,5,2,,8
67WN00937,67,2,1662,4,83,08,9184,4,41,17,5,3,70,130,1,1,02,2,80,07,03,07,05,049,0,3,3,1,,1,42,9685,41,538,53,,82,7,8,1,161,100,,,3,5,2,,8
67WN00938,67,2,1663,4,83,05,9443,4,41,04,1,3,70,130,1,1,02,2,85,10,03,05,06,058,0,4,5,2,,1,42,0145,42,546,54,,82,7,6,1,146,140,,,3,1,1,,8
67WN00939,67,2,1664,4,83,606,0273,4,42,17,5,2,74,134,1,1,02,1,79,10,03,08,07,052,0,5,5,1,,2,42,0230,42,510,51,,82,7,0,6,147,106,,,2,5,2,2,6
67WN00940,67,1,1665,4,83,606,0273,4,42,17,5,2,74,134,1,2,02,1,88,12,03,07,06,048,0,5,6,2,,2,42,0230,42,585,58,,82,7,5,5,143,96,,,2,5,2,2,6
67WN00941,67,1,1666,4,83,596,0004,4,42,18,5,2,74,134,1,4,02,3,76,13,03,08,09,047,0,4,5,2,,2,42,8024,41,481,48,,82,7,1,7,122,116,,,2,5,2,3,6
67WN00942,67,1,1667,4,83,596,0004,4,42,18,5,2,74,134,1,7,02,1,88,10,03,07,07,054,0,5,5,1,,2,42,8024,41,572,57,,82,7,2,5,157,114,,,2,5,2,1,6
67WN00943,67,2,1668,4,83,01,9193,4,41,03,1,3,70,130,1,1,02,3,69,11,06,08,09,038,0,2,3,2,,1,42,9803,41,440,44,,82,7,0,1,109,118,,,3,1,1,,8
67WN00944,67,2,1670,4,83,05,9690,4,41,04,5,3,70,130,1,1,02,2,84,09,03,06,08,061,0,6,6,1,,1,42,0145,42,557,55,,82,7,7,1,171,116,,7,3,5,2,,8
67WN00945,67,2,1671,4,83,05,9690,4,41,04,5,3,70,130,1,1,02,2,88,08,03,07,08,054,0,3,3,1,,1,42,0145,42,595,59,,82,7,5,1,176,106,,,3,5,2,,8
67WN00946,67,2,1672,4,83,06,9471,4,41,01,5,3,70,130,1,1,02,2,78,10,03,05,07,062,0,5,6,2,,1,42,1300,42,517,51,,82,7,7,1,160,108,,2,3,5,2,,8
67WN00947,67,2,1673,4,83,06,9471,4,41,01,5,3,70,130,1,1,02,2,64,09,03,08,08,048,0,4,4,1,,1,42,1300,42,435,43,,82,7,5,1,143,74,,2,3,5,2,,8
67WN00948,67,2,1674,4,83,02,8869,4,41,07,1,3,70,130,1,1,02,2,87,07,03,06,06,049,0,3,3,1,,1,42,8800,41,585,58,,82,7,5,1,158,110,,,3,1,1,,8
67WN00949,67,1,1675,4,83,01,9264,4,41,03,1,3,69,129,1,2,02,1,98,10,03,06,06,053,0,4,4,1,,1,42,9803,41,678,67,,82,7,8,1,149,106,,,3,1,1,,8
67WN00950,67,1,1676,4,83,03,9562,4,41,02,1,3,69,129,1,2,02,2,110,04,04,05,07,046,0,3,3,1,,1,42,7436,41,749,74,,82,7,9,1,186,134,,,3,1,1,,8
67WN00951,67,2,1677,4,83,577,9825,4,41,10,1,2,71,131,1,1,02,1,93,04,03,08,06,049,0,4,4,1,,1,42,9861,41,624,62,,82,7,4,7,170,112,,,2,1,1,3,6
67WN00952,67,1,1678,4,83,556,0136,4,42,01,1,2,73,133,1,2,02,1,107,11,03,07,06,052,0,5,6,2,,2,42,8623,41,710,71,,82,7,0,6,150,126,,,2,1,1,4,6
67WN00953,67,1,1679,4,83,567,9811,4,41,03,1,2,71,131,1,1,02,2,83,10,03,09,07,050,0,4,6,3,,1,42,7788,41,560,56,,82,7,0,7,132,96,,,2,1,1,2,6
67WN00954,67,1,1680,4,83,08,9618,4,41,17,5,3,69,129,1,3,02,2,78,10,03,07,08,043,0,3,3,1,,1,42,9685,41,512,51,,82,7,2,1,143,120,,6,3,5,2,,8
