UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,DISP,IDX,BRWT,ABN,CJAW,CADAM,TBRE,CTBR,TM2,BAND
64WN00128,64,2,6149,1,34,340,5797,1,11,53,1,2,43,103,2,3,,1,55,12,03,08,09,031,8,2,2,1,1,1,11,5780,11,441,44,45,34,1,1,,130,96,,4,2,1,1,1,2
64WN00129,64,2,6150,1,24,240,5635,1,11,31,3,3,42,102,1,1,,1,67,11,03,09,06,029,1,2,2,1,3,1,11,5771,11,567,56,23,24,1,7,,129,92,,4,3,3,3,1,2
64WN00130,64,2,6152,1,32,320,5786,1,11,35,1,2,42,102,1,1,,2,50,11,03,12,11,025,11,2,2,1,1,1,11,5785,11,386,38,27,32,1,6,,126,106,,5,2,1,1,1,2
64WN00131,64,2,6153,1,21,210,5616,1,11,50,1,3,35,95,1,3,,3,58,12,04,09,07,038,8,2,2,1,1,1,11,5229,11,499,49,35,21,1,9,,124,106,,3,3,1,1,1,2
64WN00132,64,2,6154,1,19,190,5138,1,11,43,1,6,34,94,1,3,,1,54,10,03,09,09,035,21,2,2,1,1,1,11,5806,11,472,47,38,19,1,2,,135,96,,4,4,1,1,1,2
64WN00133,64,1,7125,2,41,410,2053,1,10,01,5,7,65,125,1,4,,1,74,12,04,08,09,031,28,2,2,1,5,0,14,6197,14,520,52,00,41,1,0,3,116,90,,4,5,5,2,1,1
64WN00134,64,1,7126,2,41,410,2053,1,10,01,5,7,65,125,1,4,,2,77,09,03,08,09,038,19,2,2,1,5,0,14,6197,14,542,54,00,41,1,2,,142,92,,5,5,5,2,1,1
64WN00135,64,1,7127,2,39,390,6376,1,14,40,1,2,67,127,1,7,,1,81,14,05,08,08,035,6,2,2,1,1,4,14,6322,14,546,54,36,39,1,6,3,122,117,,4,2,1,1,1,2
64WN00136,64,1,7128,2,41,410,5421,1,14,07,1,4,64,124,1,4,,2,93,09,05,08,07,040,2,2,2,1,1,4,14,6197,14,660,66,01,41,1,0,,132,112,,5,4,1,1,1,1
64WN00137,64,1,7129,2,39,390,6481,1,14,35,1,2,64,124,1,7,,1,79,14,05,10,10,034,12,2,2,1,1,4,14,6322,14,556,55,21,39,1,6,3,116,100,,4,2,1,1,1,1
64WN00138,64,2,7130,2,39,390,4606,1,14,34,5,5,64,124,1,1,,1,68,07,05,10,11,039,35,2,2,1,5,4,14,6322,14,471,47,23,39,1,1,,150,96,,4,4,5,2,1,1
64WN00139,64,2,7131,2,39,390,4606,1,14,34,5,5,64,124,1,3,,2,53,09,04,10,13,034,40,2,2,1,5,4,14,6322,14,348,34,23,39,1,8,2,131,98,,5,4,5,2,1,1
64WN00140,64,1,7133,2,44,440,4050,1,14,30,5,6,63,123,1,2,,1,68,07,04,10,11,023,5,2,2,1,5,4,14,4711,14,438,43,32,44,1,8,,135,141,,4,4,5,2,1,1
64WN00141,64,1,7134,2,44,440,4050,1,14,30,5,6,63,123,1,1,,4,78,08,03,09,10,037,37,2,2,1,5,4,14,4711,14,543,54,32,44,1,3,3,153,112,4,6,4,5,2,1,1
64WN00142,64,1,7135,2,44,440,5197,1,14,30,7,4,63,123,1,4,,2,90,07,03,09,09,037,7,2,2,1,7,4,14,4711,14,666,66,32,44,1,6,,165,81,,5,4,7,3,1,1
64WN00143,64,2,7139,2,54,540,5205,1,14,27,7,4,63,123,1,1,,2,70,07,03,08,08,036,7,2,3,2,7,4,14,5773,14,504,50,11,54,1,4,,140,80,,5,4,7,3,1,1
64WN00144,64,2,7141,2,41,410,5830,1,14,08,1,3,62,122,1,1,,1,76,09,06,08,08,040,2,2,2,1,1,4,14,6197,14,525,52,17,41,1,5,,118,120,,4,3,1,1,1,1
64WN00145,64,2,7142,2,26,260,4886,1,14,33,1,5,62,122,1,3,,1,81,10,04,08,07,035,36,2,2,1,1,4,14,5477,14,573,57,31,26,1,3,,127,111,,4,4,1,1,1,1
64WN00146,64,2,7144,2,39,390,5315,1,14,30,3,4,62,122,1,4,,2,84,08,04,08,09,036,36,2,2,1,3,4,14,6322,14,607,60,23,39,1,7,,151,100,,5,4,3,3,1,1
64WN00147,64,2,7145,2,44,440,5879,1,14,24,5,3,62,122,1,1,,1,68,09,03,09,09,031,37,2,2,1,5,4,14,4711,14,480,48,17,44,1,0,,136,94,,4,3,5,2,1,1
64WN00148,64,1,7146,2,44,440,5879,1,14,24,5,3,62,122,1,4,,2,82,08,03,09,10,030,16,2,2,1,5,4,14,4711,14,587,58,17,44,1,7,,156,104,,5,3,5,2,1,1
64WN00149,64,3,7148,2,22,220,6018,1,14,42,3,3,61,121,1,1,,1,72,10,08,09,08,032,11,1,2,2,3,4,14,6061,14,514,51,39,22,1,4,3,115,98,4,4,3,3,3,1,1
64WN00150,64,1,7150,2,39,390,4044,1,14,30,5,6,61,121,1,6,,1,53,15,04,12,12,033,6,2,2,1,5,4,14,6322,14,334,33,22,39,1,4,6,97,126,3,4,4,5,2,1,1
64WN00151,64,2,7151,2,39,390,4044,1,14,30,5,6,61,121,1,1,,1,63,13,04,10,10,040,15,1,2,2,5,4,14,6322,14,434,43,22,39,1,4,,116,105,,4,4,5,2,1,1
64WN00152,64,1,7152,2,54,540,2472,1,14,23,3,9,64,124,1,4,,1,69,08,04,08,09,040,1,2,3,2,3,4,14,5773,14,497,49,11,54,1,7,,146,74,2,4,5,3,3,1,2
64WN00153,64,2,7155,2,40,400,6104,1,14,33,3,3,61,121,1,3,,1,53,08,04,10,09,037,36,2,2,1,3,4,14,5871,14,379,37,27,40,1,9,,124,72,,4,3,3,3,1,1
64WN00154,64,1,7156,2,25,250,5857,1,14,13,1,3,61,121,1,7,,2,104,12,05,08,08,040,4,2,2,1,1,4,14,6430,14,760,76,00,25,1,0,6,136,121,,5,3,1,1,1,1
64WN00155,64,2,7157,2,39,390,6083,1,14,20,1,3,61,121,1,5,,2,83,14,06,09,07,039,29,2,2,1,1,4,14,6322,14,570,57,16,39,1,0,,102,140,,5,3,1,1,1,1
64WN00156,64,1,7158,2,35,350,2903,1,14,28,4,8,64,124,1,5,,1,58,09,03,09,09,029,1,2,2,1,4,4,14,6441,14,395,39,23,35,1,5,6,129,90,,4,5,3,3,1,2
64WN00157,64,1,7159,2,35,350,2903,1,14,28,3,8,61,121,1,5,,1,70,10,05,09,09,032,35,2,2,1,3,4,14,6441,14,500,50,23,35,1,0,3,125,95,,4,5,3,3,1,1
64WN00158,64,1,7160,2,41,410,9393,1,17,07,5,6,61,121,1,6,,1,76,09,04,09,10,039,29,2,2,1,5,7,14,6197,14,537,53,00,41,1,7,3,139,110,,4,4,5,2,1,1
64WN00159,64,1,7161,2,41,410,9393,1,17,07,5,6,61,121,1,2,,2,77,08,03,07,11,039,36,2,2,1,5,7,14,6197,14,545,54,00,41,1,5,,152,110,,5,4,5,2,1,1
64WN00160,64,1,7162,2,41,410,5183,1,14,06,5,4,61,121,1,7,,1,78,09,04,09,10,038,23,2,3,2,5,4,14,6197,14,569,56,00,41,1,9,3,142,92,,4,4,5,2,1,1
64WN00161,64,2,7163,2,41,410,5183,1,14,06,5,4,61,121,1,1,,2,55,09,04,09,13,032,40,2,2,1,5,4,14,6197,14,379,37,00,41,1,9,,123,92,,5,4,5,2,1,1
64WN00162,64,2,7164,2,54,540,5485,1,14,33,5,4,61,121,1,1,,1,68,08,04,09,08,037,26,2,2,1,5,4,14,5773,14,478,47,26,54,1,8,,140,102,,4,4,5,2,1,1
64WN00163,64,1,7165,2,54,540,5485,1,14,33,5,4,61,121,1,2,,1,55,10,03,10,11,030,36,2,2,1,5,4,14,5773,14,375,37,26,54,1,5,3,125,96,,4,4,5,2,1,1
64WN00164,64,2,7166,2,25,250,6071,1,14,15,1,3,61,121,2,3,,1,54,10,03,10,11,037,23,2,2,1,1,4,14,6430,14,395,39,00,25,1,5,,110,62,,4,3,1,1,1,1
64WN00165,64,1,7167,2,41,410,8382,1,17,01,4,8,64,124,1,4,,2,90,14,06,06,07,033,15,2,2,1,4,7,14,6197,14,645,64,00,41,1,5,6,113,100,,5,5,3,3,1,2
64WN00166,64,1,7169,2,44,441,5718,1,14,32,5,4,61,121,1,7,,1,86,10,04,08,09,030,28,2,2,1,5,4,14,6306,14,623,62,17,44,1,3,,145,106,,4,4,5,2,1,1
64WN00167,64,1,7170,2,44,441,5718,1,14,32,5,4,61,121,1,6,,1,64,10,04,09,11,032,33,2,2,1,5,4,14,6306,14,466,46,17,44,1,6,3,131,76,,4,4,5,2,1,1
64WN00168,64,2,7171,2,41,410,5861,1,14,04,5,3,61,121,1,3,,2,49,09,03,09,11,025,27,2,2,1,5,4,14,6197,14,324,32,01,41,1,4,2,111,98,,5,3,5,2,1,1
64WN00169,64,1,7172,2,41,410,5861,1,14,04,5,3,61,121,1,4,,1,92,08,04,09,08,035,12,2,2,1,5,4,14,6197,14,673,67,01,41,1,3,6,154,106,,4,3,5,2,1,1
64WN00170,64,1,7173,2,39,390,5780,1,14,19,1,3,61,121,1,7,,2,98,12,08,07,08,043,35,2,3,2,1,4,14,6322,14,694,69,13,39,1,4,,125,140,,5,3,1,1,1,1
64WN00171,64,2,7174,2,29,290,5543,1,14,21,5,4,60,120,1,1,,5,81,08,03,08,08,046,35,4,5,2,5,4,14,5953,14,580,58,20,29,1,0,3,160,114,,2,4,5,2,1,1
64WN00172,64,2,7175,2,29,290,5543,1,14,21,5,4,60,120,1,1,,2,50,09,04,08,12,039,37,2,2,1,5,4,14,5953,14,334,33,20,29,1,4,,126,99,,5,4,5,2,1,1
64WN00173,64,1,7177,2,44,440,5225,1,14,28,3,4,60,120,1,1,,2,97,08,07,10,09,037,4,2,2,1,3,4,14,4711,14,703,70,28,44,1,3,3,153,127,4,5,4,3,3,1,1
64WN00174,64,2,7178,2,45,450,5375,1,14,17,1,4,60,120,1,2,,3,68,09,04,10,10,044,13,2,2,1,1,4,14,6433,14,465,46,14,45,1,5,2,128,122,,3,4,1,1,1,1
64WN00175,64,1,7179,2,29,290,2253,1,14,27,7,9,60,120,1,4,,1,73,09,03,08,08,041,18,2,3,2,7,4,14,5953,14,533,53,00,29,1,3,3,134,90,,4,5,7,3,1,1
64WN00176,64,2,7182,2,39,390,6228,1,14,40,1,2,60,120,1,1,,1,69,09,05,08,10,035,15,2,2,1,1,4,14,6322,14,478,47,44,39,1,8,,137,116,,4,2,1,1,1,1
64WN00177,64,1,7184,2,41,410,6464,1,14,13,3,2,60,120,1,1,,1,93,12,05,10,10,037,3,2,2,1,3,4,14,6197,14,702,70,01,41,1,2,,142,88,,4,2,3,3,1,1
64WN00178,64,1,7185,2,37,370,5058,1,14,15,5,5,60,120,1,2,,2,75,09,04,09,10,040,30,2,3,2,5,4,14,6237,14,528,52,09,37,1,8,,144,116,,5,4,5,2,1,1
64WN00179,64,1,7186,2,37,370,5058,1,14,15,5,5,60,120,1,1,,1,71,09,04,08,09,034,31,2,2,1,5,4,14,6237,14,508,50,09,37,1,8,3,133,100,,4,4,5,2,1,1
64WN00180,64,1,7187,2,29,290,6269,1,14,26,3,2,60,120,1,4,,2,80,08,04,08,09,038,23,2,2,1,3,4,14,5953,14,585,58,12,29,1,5,6,156,98,,5,2,3,3,1,1
64WN00181,64,1,7189,2,35,350,5801,1,14,32,1,3,59,119,1,1,,4,106,08,05,07,07,043,8,2,2,1,1,4,14,6441,14,763,76,35,35,1,3,,166,152,,6,3,1,1,1,1
64WN00182,64,1,7190,2,40,400,4918,1,14,33,3,5,59,119,1,7,,1,74,09,05,09,09,035,18,2,2,1,3,4,14,5871,14,546,54,28,40,1,6,,134,90,,4,4,3,3,1,1
64WN00183,64,1,7191,2,44,440,5876,1,14,28,3,3,59,119,1,2,,2,78,08,03,08,09,038,34,2,2,1,3,4,14,4711,14,578,57,24,44,1,8,,153,92,,5,3,3,3,1,1
64WN00184,64,1,7193,2,41,410,6198,1,14,25,1,2,59,119,1,6,,2,88,09,04,08,09,032,32,2,2,1,1,4,14,6197,14,653,65,00,41,1,3,6,149,103,,5,2,1,1,1,1
64WN00185,64,2,7195,2,54,540,6043,1,14,34,3,3,59,119,1,1,,1,68,07,07,09,09,031,19,2,2,1,3,4,14,5773,14,501,50,24,54,1,1,,129,84,,4,3,3,3,1,1
64WN00186,64,2,7196,2,25,250,6129,1,14,12,1,3,59,119,1,3,,2,74,10,04,08,08,041,24,2,2,1,1,4,14,6430,14,534,53,00,25,1,4,,122,104,,5,3,1,1,1,1
64WN00187,64,1,7197,2,54,540,5189,1,14,42,5,4,62,122,1,2,,1,53,09,03,09,12,035,3,2,2,1,5,4,14,5773,14,365,36,24,54,1,5,6,143,85,,4,4,5,2,1,2
64WN00188,64,1,7198,2,54,540,5189,1,14,42,5,4,62,122,0,6,,3,54,08,04,11,11,033,13,2,2,1,5,4,14,5773,14,373,37,24,54,1,3,6,142,85,,3,4,5,2,1,2
64WN00189,64,2,7199,2,54,540,6503,1,14,32,1,2,59,119,1,1,,3,68,08,04,10,11,039,6,2,2,1,1,4,14,5773,14,494,49,21,54,1,4,,146,92,,3,2,1,1,1,1
64WN00190,64,1,7200,2,41,410,8820,1,17,00,1,7,59,119,1,2,,2,97,13,04,07,07,036,18,2,2,1,1,7,14,6197,14,706,70,02,41,1,6,6,122,130,,5,5,1,1,1,1
64WN00191,64,1,7201,2,29,290,6052,1,14,16,3,3,59,119,1,2,,1,83,08,04,08,08,037,26,2,2,1,3,4,14,5953,14,617,61,15,29,1,7,6,146,96,,4,3,3,3,1,1
64WN00192,64,1,7202,2,37,370,6239,1,14,32,1,2,59,119,2,2,,2,78,08,04,09,09,037,36,2,2,1,1,4,14,6237,14,558,55,12,37,1,8,,151,116,,5,2,1,1,1,1
64WN00193,64,2,7203,2,45,450,3595,1,14,13,5,7,59,119,1,4,,1,71,09,04,10,09,040,15,2,2,1,5,4,14,6433,14,494,49,00,45,1,4,,140,122,,4,5,5,2,1,1
64WN00194,64,2,7204,2,45,450,3595,1,14,13,5,7,59,119,1,4,,1,65,08,04,10,11,035,2,2,2,1,5,4,14,6433,14,449,44,00,45,1,9,,141,116,,4,5,5,2,1,1
64WN00195,64,1,7205,2,37,370,3554,1,14,16,1,7,59,119,1,2,,2,95,08,04,10,09,038,25,2,2,1,1,4,14,6237,14,672,67,14,37,1,2,,159,150,,5,5,1,1,1,1
64WN00196,64,1,7206,2,46,460,6494,1,14,39,1,2,59,119,1,7,,1,54,14,03,10,11,028,40,2,2,1,1,4,14,6250,14,370,37,30,46,1,0,6,103,100,,4,2,1,1,1,1
64WN00197,64,2,7207,2,51,510,5632,1,14,31,1,4,59,119,1,3,,2,72,08,04,07,08,039,40,2,2,1,1,4,14,6366,14,521,52,24,51,1,1,,135,100,,5,4,1,1,1,1
64WN00198,64,1,7209,2,37,370,6238,1,14,32,1,2,58,118,1,2,,2,74,09,05,09,10,033,27,2,2,1,1,4,14,6237,14,513,51,12,37,1,3,,138,135,,5,2,1,1,1,1
64WN00199,64,2,7211,2,45,450,5090,1,14,06,5,5,58,118,1,4,,3,59,09,04,09,12,042,27,2,2,1,5,4,14,6433,14,415,41,16,45,1,5,2,134,100,,3,4,5,2,1,1
64WN00200,64,2,7212,2,45,450,5090,1,14,06,5,5,58,118,1,4,,3,68,08,03,08,10,043,18,2,2,1,5,4,14,6433,14,488,48,16,45,1,8,,146,104,,3,4,5,2,1,1
64WN00201,64,2,7213,2,53,530,5997,1,14,25,1,3,58,118,1,1,,1,57,13,04,08,09,040,28,2,2,1,1,4,14,5904,14,383,38,12,53,1,3,,97,118,,4,3,1,1,1,1
64WN00202,64,1,7215,2,36,360,2860,1,14,34,3,9,61,121,1,7,,1,64,13,04,09,10,037,10,2,2,1,3,4,14,5339,14,430,43,28,36,1,0,,123,120,,4,5,3,3,1,2
64WN00203,64,2,7216,2,37,370,6032,1,14,17,1,3,58,118,1,1,,2,88,09,04,08,09,033,32,2,2,1,1,4,14,6237,14,632,63,01,37,1,2,,140,134,,5,3,1,1,1,1
64WN00204,64,1,7218,2,25,250,5700,1,14,13,3,4,58,118,1,7,,1,84,15,04,08,08,034,28,2,2,1,3,4,14,6430,14,644,64,00,25,1,4,,107,80,6,4,4,3,3,1,1
64WN00205,64,2,7219,2,40,400,4533,1,14,32,3,6,58,118,1,3,,1,60,10,04,09,10,041,3,2,2,1,3,4,14,5871,14,432,43,28,40,1,2,,125,90,,4,4,3,3,1,1
64WN00206,64,1,7221,2,26,260,6416,1,14,48,1,2,58,118,2,6,,1,56,10,04,11,12,034,37,2,2,1,1,4,14,5477,14,393,39,29,26,1,3,6,131,96,,4,2,1,1,1,1
64WN00207,64,2,7222,2,44,441,4754,1,14,38,1,5,58,118,1,3,,2,76,08,04,08,08,030,16,1,2,2,1,4,14,6306,14,556,55,21,44,1,6,,134,104,,5,4,1,1,1,1
64WN00208,64,2,7223,2,45,450,3488,1,14,29,5,7,58,118,1,4,,1,68,10,03,09,10,037,37,2,2,1,5,4,14,6433,14,485,48,00,45,1,5,,143,108,,4,5,5,2,1,1
64WN00209,64,1,7224,2,45,450,3488,1,14,29,5,7,58,118,1,6,,1,92,09,03,09,09,039,3,2,2,1,5,4,14,6433,14,671,67,00,45,1,1,,169,128,,4,5,5,2,1,1
64WN00210,64,1,7226,2,36,360,4746,1,14,35,1,5,61,121,1,7,,1,48,09,04,10,12,031,5,2,2,1,1,4,14,5339,14,313,31,26,36,1,3,,118,101,,4,4,1,1,1,2
64WN00211,64,1,7227,2,45,450,5950,1,14,14,1,3,60,120,1,7,,2,83,08,04,10,10,035,2,2,2,1,1,4,14,6433,14,588,58,06,45,1,8,6,150,125,,5,3,1,1,1,2
64WN00212,64,1,7228,2,44,440,2495,1,14,26,1,9,57,117,1,4,,2,76,14,04,08,09,036,30,2,2,1,1,4,14,4711,14,526,52,26,44,1,6,,113,145,,5,5,1,1,1,1
64WN00213,64,1,7231,2,29,290,4085,1,14,16,8,6,61,121,1,4,,1,89,08,04,07,08,042,26,2,2,1,8,4,14,5953,14,660,66,20,29,1,0,6,162,92,,4,4,7,3,1,2
64WN00214,64,1,7232,2,22,220,5915,1,14,42,1,3,60,120,1,7,,1,66,13,06,10,09,031,13,1,2,2,1,4,14,6061,14,465,46,39,22,1,5,6,106,102,,4,3,1,1,1,1
64WN00215,64,1,7233,2,53,530,2448,1,14,14,3,9,60,120,2,2,,1,66,08,03,08,07,036,22,2,2,1,3,4,14,5904,14,473,47,19,53,1,3,,140,92,,4,5,3,3,1,2
64WN00216,64,2,7235,2,39,390,5182,1,14,30,5,4,60,120,1,3,,1,55,13,04,11,10,030,3,2,2,1,5,4,14,6322,14,385,38,34,39,1,5,2,111,88,,4,4,5,2,1,2
64WN00217,64,1,7236,2,39,390,5182,1,14,30,5,4,59,119,1,7,,2,73,13,05,09,09,043,2,2,2,1,5,4,14,6322,14,530,53,34,39,1,0,,132,99,,5,4,5,2,1,2
64WN00218,64,1,7237,2,37,370,3591,1,14,15,5,7,60,120,1,4,,1,67,10,04,10,10,030,2,2,2,1,5,4,14,6237,14,460,46,12,37,1,0,3,136,118,1,4,5,5,2,1,2
64WN00219,64,1,7238,2,37,370,3591,1,14,15,5,7,60,120,1,1,,3,57,12,04,10,09,037,12,2,2,1,5,4,14,6237,14,382,38,12,37,1,2,3,119,112,,3,5,5,2,1,2
64WN00220,64,1,7239,2,35,350,6184,1,14,32,1,2,60,120,1,6,,2,82,08,04,09,09,033,2,2,2,1,1,4,14,6441,14,583,58,19,35,1,3,6,159,120,,5,2,1,1,1,2
64WN00221,64,1,7240,2,25,250,4914,1,14,14,1,5,60,120,1,7,,2,106,12,08,07,06,032,5,2,2,1,1,4,14,6430,14,779,77,16,25,1,9,6,125,125,,5,4,1,1,1,2
64WN00222,64,2,7241,2,29,290,2252,1,14,22,5,9,60,120,1,1,,2,77,07,04,07,08,046,4,5,6,2,5,4,14,5953,14,552,55,00,29,1,2,2,161,108,,5,5,5,2,1,2
64WN00223,64,2,7242,2,29,290,2252,1,14,22,5,9,60,120,1,1,,1,65,08,04,07,07,035,5,2,2,1,5,4,14,5953,14,450,45,00,29,1,0,,134,110,,4,5,5,2,1,2
64WN00224,64,2,7243,2,25,250,2532,1,14,15,5,9,60,120,1,3,,1,73,13,05,09,08,036,21,2,2,1,5,4,14,6430,14,533,53,00,25,1,3,,122,91,,4,5,5,2,1,2
64WN00225,64,1,7244,2,25,250,2532,1,14,15,5,9,60,120,1,7,,2,74,10,04,09,09,031,3,2,2,1,5,4,14,6430,14,525,52,00,25,1,5,6,140,110,,5,5,5,2,1,2
64WN00226,64,2,7245,2,25,250,4222,1,14,14,1,6,60,120,1,3,,1,54,09,04,11,11,029,10,2,2,1,1,4,14,6430,14,369,36,16,25,1,9,,114,97,,4,4,1,1,1,2
64WN00227,64,1,7246,2,25,250,6496,1,14,22,5,2,59,119,1,7,,1,63,10,03,10,10,026,5,2,2,1,5,4,14,6430,14,460,46,09,25,1,0,3,140,83,,4,2,5,2,1,2
64WN00228,64,2,7247,2,25,250,6496,1,14,22,5,2,60,120,1,3,,2,66,12,04,09,08,023,7,2,2,1,5,4,14,6430,14,488,48,09,25,1,8,,121,75,,5,2,5,2,1,2
64WN00229,64,2,7248,2,29,290,5011,1,14,18,1,5,59,119,1,1,,1,65,08,04,09,08,036,5,2,2,1,1,4,14,5953,14,472,47,14,29,1,2,,128,88,,4,4,1,1,1,2
64WN00230,64,1,7249,2,45,450,6085,1,14,13,5,3,58,118,1,7,,1,72,08,04,09,10,035,2,2,2,1,5,4,14,6433,14,517,51,05,45,1,7,6,151,110,,4,3,5,2,1,2
64WN00231,64,2,7250,2,45,450,6085,1,14,13,5,3,59,119,1,3,,3,65,08,03,08,10,039,12,3,4,2,5,4,14,6433,14,471,47,05,45,1,1,,151,90,,3,3,5,2,1,2
64WN00232,64,2,7251,2,35,350,5210,1,14,34,5,4,59,119,1,1,,1,66,08,04,09,11,031,5,2,2,1,5,4,14,6441,14,479,47,24,35,1,9,,151,90,,4,4,5,2,1,2
64WN00233,64,1,7252,2,35,350,5210,1,14,34,5,4,59,119,1,4,,1,69,14,03,09,09,036,11,2,2,1,5,4,14,6441,14,492,49,24,35,1,2,3,126,105,,4,4,5,2,1,2
64WN00234,64,1,7253,2,49,490,3124,1,14,23,7,8,58,118,1,7,,1,58,13,04,10,11,028,1,2,2,1,7,4,14,6235,14,429,42,21,49,1,9,,111,74,,4,5,7,3,1,2
64WN00235,64,1,7255,2,46,460,5992,1,14,29,1,3,59,119,1,7,,1,78,11,09,10,08,032,21,2,3,2,1,4,14,6250,14,547,54,26,46,1,7,6,111,129,,4,3,1,1,1,2
64WN00236,64,1,7257,2,46,460,5819,1,14,31,3,3,59,119,1,7,,3,49,12,08,10,11,028,21,2,2,1,3,4,14,6250,14,342,34,27,46,1,2,3,,83,,3,3,3,3,1,2
64WN00237,64,2,7258,2,51,510,3701,1,14,36,1,7,58,118,1,1,,2,70,09,04,06,06,045,4,2,2,1,1,4,14,6366,14,502,50,30,51,1,2,,139,108,,5,5,1,1,1,2
64WN00238,64,1,7259,2,37,370,3424,1,14,16,5,8,59,119,1,2,,1,67,08,04,08,08,041,21,2,2,1,5,4,14,6237,14,472,47,22,37,1,2,,150,108,,4,5,5,2,1,2
64WN00239,64,2,7260,2,37,370,3424,1,14,16,5,8,59,119,1,1,,5,60,12,06,08,08,043,22,2,2,1,5,4,14,6237,14,427,42,22,37,1,7,3,117,92,,2,5,5,2,1,2
64WN00240,64,1,7261,2,36,360,3040,1,14,33,3,8,58,118,1,7,,2,87,11,06,09,09,044,1,2,2,1,3,4,14,5339,14,636,63,30,36,1,6,6,152,120,,5,5,3,3,1,2
64WN00241,64,1,7262,2,39,390,4878,1,14,29,5,5,59,119,1,7,,2,74,09,05,09,10,040,8,2,2,1,5,4,14,6322,14,529,52,20,39,1,9,6,152,110,,5,4,5,2,1,2
64WN00242,64,1,7263,2,39,390,4878,1,14,29,5,5,59,119,1,7,,1,60,11,04,10,10,036,1,2,2,1,5,4,14,6322,14,425,42,20,39,1,5,3,129,94,,4,4,5,2,1,2
64WN00243,64,1,7264,2,36,360,4825,1,14,32,1,5,59,119,1,7,,2,78,13,05,08,10,039,11,2,2,1,1,4,14,5339,14,563,56,25,36,1,3,,125,110,,5,4,1,1,1,2
64WN00244,64,2,7268,2,35,350,6527,1,14,40,1,2,59,119,1,1,,1,59,10,03,10,08,038,22,2,2,1,1,4,14,6441,14,424,42,38,35,1,4,,135,86,,4,2,1,1,1,2
64WN00245,64,1,7270,2,46,460,5990,1,14,26,1,3,59,119,1,7,,1,80,09,11,09,08,028,6,2,2,1,1,4,14,6250,14,582,58,21,46,1,2,6,111,108,,4,3,1,1,1,2
64WN00246,64,1,7271,2,41,410,1952,1,10,25,5,8,58,118,1,4,,1,58,13,04,10,10,035,5,2,2,1,5,0,14,6197,14,403,40,00,41,1,3,3,111,104,,4,5,5,2,1,2
64WN00247,64,2,7272,2,41,410,1952,1,10,25,5,8,59,119,1,1,,2,60,09,04,08,09,036,20,2,2,1,5,0,14,6197,14,418,41,00,41,1,8,,131,102,,5,5,5,2,1,2
64WN00248,64,1,7273,2,41,410,5297,1,14,06,5,4,59,119,1,1,,2,76,08,05,09,09,032,14,2,2,1,5,4,14,6197,14,538,53,00,41,1,8,6,144,120,,5,4,5,2,1,2
64WN00249,64,2,7274,2,41,410,5297,1,14,06,5,4,59,119,1,1,,2,72,08,03,08,07,036,23,2,2,1,5,4,14,6197,14,516,51,00,41,1,6,,144,106,,5,4,5,2,1,2
64WN00250,64,2,7275,2,50,500,4896,1,14,38,3,5,59,119,1,3,,2,66,09,03,09,08,033,12,2,2,1,3,4,14,6526,14,471,47,21,50,1,1,,138,100,,5,4,3,3,1,2
64WN00251,64,2,7277,2,25,250,5618,1,14,21,5,4,58,118,1,3,,1,54,09,04,10,11,027,5,2,2,1,5,4,14,6430,14,394,39,00,25,1,4,,126,75,,4,4,5,2,1,2
64WN00252,64,1,7278,2,25,250,5618,1,14,21,5,4,58,118,1,7,,2,65,10,04,10,09,027,10,2,2,1,5,4,14,6430,14,478,47,00,25,1,8,6,127,86,,5,4,5,2,1,2
64WN00253,64,1,7280,2,51,510,6049,1,14,25,3,3,58,118,1,7,,2,62,10,04,09,10,035,1,2,2,1,3,4,14,6366,14,475,47,20,51,1,5,6,130,60,,5,3,3,3,1,2
64WN00254,64,2,7281,2,39,390,5777,1,14,34,1,3,58,118,1,3,,2,78,08,04,07,07,041,8,2,2,1,1,4,14,6322,14,581,58,27,39,1,1,,149,94,,5,3,1,1,1,2
64WN00255,64,1,7284,2,37,370,5745,1,14,19,1,3,58,118,1,1,,2,82,09,08,08,07,040,12,2,2,1,1,4,14,6237,14,578,57,15,37,1,8,,128,138,,5,3,1,1,1,2
64WN00256,64,1,7285,2,37,370,5445,1,14,19,1,4,58,118,2,1,,2,99,07,06,08,06,036,21,2,2,1,1,4,14,6237,14,724,72,15,37,1,4,6,156,136,,5,4,1,1,1,2
64WN00257,64,2,7286,2,29,290,6434,1,14,26,1,2,58,118,1,1,,1,86,08,03,07,06,043,13,2,2,1,1,4,14,5953,14,627,62,12,29,1,7,,164,120,,4,2,1,1,1,2
64WN00258,64,2,7290,2,37,370,4215,1,14,16,3,6,58,118,1,1,,1,81,10,03,07,07,044,10,2,2,1,3,4,14,6237,14,596,59,22,37,1,6,,147,107,,4,4,3,3,1,2
