UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT
94WN00346, 94041217,94,A1217,04,2,82,30,29,9,3,2,6.0,6,4,2,110,222,112,12,11.3,60,79,0.604,84,1,3,,,0,C,X,X SICK OUT,L8982,03,L2099,03,82,3,93,281,8,4,111,2.09,130.5,3,90,85
94WN00347, 94041201,94,A1201,04,1,82,30,31,9,3,2,4.0,4,4,1,109,221,112,8,12.8,46,70,0.511,74,1,1,,,0,C,,,L9097,03,L5379,03,82,3,93,241,8,4,104,2.16,134.8,3,77,
94WN00348, 94041200,94,A1200,04,1,ch,31,-2,8,2,2,4.0,4,4,1,109,221,112,13,9.8,55,84,0.663,89,1,2,,,2,c,,,S1878,10,L4752,03,88,1,,0,5,6,106,1.78,105.4,1,91,
94WN00349, 94041203,94,A1203,04,2,82,30,31,9,3,2,4.0,4,4,1,109,221,112,12,9.0,52,75,0.589,80,1,1,,,0,C, 9,,L9097,03,L5379,03,82,2,92,265,8,5,111,2.16,134.8,2,84,85
94WN00350, 94041204,94,A1204,04,2,82,30,28,8,2,2,4.0,4,4,1,109,221,112,2,10.2,54,81,0.632,86,1,1,,,0,C,13,,L8913,03,L4909,03,82,2,92,265,5,5,117,2.03,141.3,2,89,91
94WN00351, 94041205,94,A1205,04,2,82,30,28,8,2,2,4.0,4,4,1,109,221,112,15,11.4,50,63,0.461,67,1,1,,,0,C,e.8,,L8913,03,L4909,03,82,1,,0,5,5,107,2.03,141.3,1,80,
94WN00352, 94041206,94,A1206,04,2,73,30,42,5,1,1,1.5,1,1,1,109,221,112,9,11.2,64,90,0.704,96,1,1,,,6,,-FL,,L9416,03,L9397,03,73,1,,0,1,1,111,1.97,117.0,1,105,
94WN00353, 94041202,94,A1202,04,1,82,30,31,9,3,2,4.0,4,4,1,109,221,112,21,9.7,53,73,0.565,78,1,1,,,0,C,,,L9097,03,L5379,03,82,3,93,241,8,5,106,2.16,134.8,3,82,
94WN00354, 94041207,94,A1207,04,2,73,30,42,5,1,1,1.5,1,1,1,109,221,112,3,11.9,59,84,0.644,89,1,1,,,6,,-FL,,L9416,03,L9530,03,73,1,,0,1,1,106,1.97,115.6,1,102,
94WN00355, 94041231,94,A1231,04,1,81,30,04,8,2,2,6.0,6,4,2,110,222,112,7,12.6,62,82,0.62,87,1,1,,,0,M,,,L8722,03,L2256,03,81,1,,0,5,4,106,1.89,126.4,1,94,
94WN00356, 94041230,94,A1230,04,2,81,30,04,8,2,2,6.0,6,4,2,110,222,112,1,10.6,46,70,0.53,74,1,1,,,0,M,e.7,,L8722,03,L2256,03,81,1,,0,5,6,103,1.89,126.4,1,79,
94WN00357, 94041233,94,A1233,04,1,81,30,02,9,3,2,3.0,3,3,2,110,222,112,7,10.0,52,78,0.607,83,1,1,,,0,M,,X WOOL,L9337,03,L6485,03,81,3,93,241,8,5,106,2.07,130.1,3,90,
94WN00358, 94041234,94,A1234,04,2,81,30,02,9,3,2,3.0,3,3,2,110,222,112,8,10.3,59,82,0.64,87,1,1,,,0,M,e.7,,L9337,03,L6485,03,81,1,,0,8,5,112,2.07,130.1,1,97,
94WN00359, 94041235,94,A1235,04,1,81,30,02,9,3,1,3.0,3,3,H,110,217,107,3,11.0,0,93,0.766,103,1,1,,,0,M,,,L9337,03,L6485,03,81,1,,0,7,2,116,2.07,130.1,1,98,
94WN00360, 94041236,94,A1236,04,2,ch,30,-0,8,2,2,2.0,2,2,2,110,222,112,5,11.6,57,81,0.62,86,1,1,,,2,h,J05,,L6868,03,L9191,03,88,1,,0,5,5,115,1.96,121.4,1,93,
94WN00361, 94041232,94,A1232,04,2,ch,31,-2,5,1,2,3.0,3,3,2,110,222,112,8,12.5,67,93,0.719,99,1,1,,,2,h,J06,,S1048,10,L6637,03,88,1,,0,3,5,118,1.78,109.4,1,110,
94WN00362, 94041238,94,A1238,04,3,82,30,30,8,2,2,5.0,5,4,2,110,222,112,14,11.8,58,76,0.573,81,1,1,,,0,C,,SPLIT SCRO,L8995,03,L3909,03,82,3,93,281,5,5,117,1.88,143.6,3,94,
94WN00363, 94041239,94,A1239,04,2,82,30,30,8,2,2,5.0,5,4,2,110,222,112,14,12.2,51,66,0.48,70,1,4,,,0,C,12,"4TEATS,4JAW",L8995,03,L3909,03,82,2,92,265,5,5,110,1.88,143.6,2,91,92
94WN00364, 94041237,94,A1237,04,2,ch,30,-0,8,2,2,2.0,2,2,2,110,222,112,3,10.2,54,74,0.57,79,1,1,,,2,h,J02,,L6868,03,L9191,03,88,1,,0,5,5,111,1.96,121.4,1,88,
94WN00365, 94041240,94,A1240,04,2,ch,30,-2,5,1,1,2.5,2,2,2,110,222,112,6,12.2,66,75,0.561,79,1,1,,,2,h,J05,,L6868,03,L7840,03,88,1,,0,1,1,85,1.35,67.5,1,90,
94WN00366, 94041243,94,A1243,04,2,ch,31,-2,9,3,2,2.0,2,2,2,110,222,112,8,8.2,39,51,0.382,54,1,1,,,2,c,,,S1878,10,L8923,03,88,3,93,281,8,5,95,2.13,123.5,3,64,
94WN00367, 94041244,94,A1244,04,2,73,30,44,9,3,2,1.5,1,1,2,110,222,112,8,5.9,33,54,0.429,57,1,1,,,6,,,X BUSHY,L9586,03,L9536,03,73,3,93,281,8,4,93,2.17,124.6,3,62,
94WN00368, 94041245,94,A1245,04,2,73,30,44,9,3,2,1.5,1,1,2,110,222,112,8,5.0,29,41,0.321,44,1,1,,,6,,,HAIRY,L9586,03,L9536,03,73,3,93,281,8,6,86,2.17,124.6,3,53,
94WN00369, 94041246,94,A1246,04,2,73,30,44,9,3,2,1.5,1,1,2,110,222,112,6,7.9,43,62,0.483,66,1,1,,,6,,-FL,4TEATS,L9586,03,L9536,03,73,1,,0,8,6,98,2.17,124.6,1,75,
94WN00370, 94041242,94,A1242,04,2,ch,31,-2,9,3,2,2.0,2,2,2,110,222,112,16,7.0,41,59,0.464,63,1,1,,,2,c,J03,,S1878,10,L8923,03,88,1,,0,8,5,101,2.13,123.5,1,71,
94WN00371, 94041248,94,A1248,04,2,82,30,20,8,2,2,3.0,3,3,2,110,222,112,6,8.9,59,75,0.59,80,1,1,,,0,C,e.7,,L8430,03,L6741,03,82,1,,0,5,5,104,1.93,121.8,1,88,
94WN00372, 94041249,94,A1249,04,2,82,30,20,8,2,2,3.0,3,3,2,110,222,112,3,9.2,38,60,0.454,64,1,1,,,0,C,,X WOOL,L8430,03,L6741,03,82,3,93,281,5,5,96,1.93,121.8,3,75,
94WN00373, 94041247,94,A1247,04,1,ch,30,-0,5,1,2,4.0,4,4,2,110,222,112,5,9.7,43,69,0.529,73,1,2,,,2,h,44,,L6868,03,L4734,03,88,1,,0,3,4,101,1.66,115.0,1,71,
94WN00374, 94041251,94,A1251,04,1,82,30,25,8,2,2,5.0,5,4,2,110,222,112,9,11.7,48,68,0.503,72,1,5,3,,0,C,,3H BALD,L8625,03,L3701,03,82,3,93,241,5,5,89,1.99,106.9,3,76,
94WN00375, 94041250,94,A1250,04,2,82,30,25,8,2,2,5.0,5,4,2,110,222,112,17,11.6,56,83,0.638,88,1,1,,,0,C,e.8,,L8625,03,L3701,03,82,1,,0,5,5,101,1.99,106.9,1,99,
94WN00376, 94041254,94,A1254,04,1,82,30,28,9,3,2,6.0,6,4,2,110,222,112,15,7.5,39,59,0.46,63,1,1,,,0,C,,X SHAG,L8913,03,L2077,03,82,3,93,241,8,7,86,2.09,110.9,3,69,
94WN00377, 94041255,94,A1255,04,1,82,30,28,9,3,2,6.0,6,4,2,110,222,112,11,12.4,57,78,0.586,83,1,3,,,0,C,,,L8913,03,L2077,03,82,3,93,241,8,3,96,2.09,110.9,3,87,
94WN00378, 94041256,94,A1256,04,1,82,30,24,8,2,2,3.0,3,3,2,110,222,112,13,11.2,65,87,0.677,92,1,1,,,0,C,,,L8595,03,L7260,03,82,1,,0,5,5,106,1.93,121.8,1,101,
94WN00379, 94041252,94,A1252,04,3,73,30,44,5,1,2,1.5,1,1,2,110,222,112,15,9.0,33,60,0.455,64,1,1,,,6,,,,L9586,03,L9605,03,73,3,93,281,3,5,95,1.97,119.4,3,72,
94WN00380, 94041257,94,A1257,04,1,82,30,24,8,2,2,3.0,3,3,2,110,222,112,1,10.3,60,85,0.667,90,1,1,4,,0,C,,4H,L8595,03,L7260,03,82,3,93,241,5,5,105,1.93,121.8,3,99,
94WN00381, 94041260,94,A1260,04,2,ch,31,-2,9,3,1,3.5,3,3,2,110,222,112,1,7.8,51,72,0.573,77,1,1,,,2,c,J09,,S1878,10,L5981,03,88,1,,0,7,2,85,1.53,71.3,1,81,
94WN00382, 94041264,94,A1264,04,1,ch,31,-0,5,1,1,4.0,4,4,2,110,222,112,11,13.1,73,97,0.749,103,1,2,,,2,h,57,,S1048,10,L5153,03,88,1,,0,1,1,123,1.78,122.6,1,108,
94WN00383, 94041265,94,A1265,04,2,73,30,43,8,2,1,1.5,1,1,2,110,222,112,15,9.8,60,74,0.573,79,1,1,,,6,,-FL,,L9649,03,L9575,03,73,1,,0,3,2,100,2.07,113.6,1,93,
94WN00384, 94041268,94,A1268,04,2,82,30,31,8,2,2,2.0,2,2,2,110,222,112,5,8.8,38,57,0.43,60,1,1,,,0,C,21,LOOKS,L9097,03,L8607,03,82,2,92,265,5,5,94,1.96,122.5,2,71,74
94WN00385, 94041269,94,A1269,04,2,82,30,30,8,2,1,6.0,6,4,2,110,222,112,15,7.8,50,69,0.546,73,1,1,,,0,C,,,L8995,03,L2138,03,82,7,97,222,3,2,0,1.99,104.3,7,,
94WN00386, 94041267,94,A1267,04,2,82,30,31,8,2,2,2.0,2,2,2,110,222,112,10,7.5,50,74,0.594,79,1,1,,,0,C,e.7,,L9097,03,L8607,03,82,1,,0,5,5,104,1.96,122.5,1,89,
94WN00387, 94041221,94,A1221,04,1,82,30,28,9,3,2,4.0,4,4,2,110,222,112,8,8.4,54,73,0.577,78,1,3,,,0,C,,,L8913,03,L5299,03,82,7,97,222,8,5,0,2.03,114.2,7,,
94WN00388, 94041220,94,A1220,04,2,ch,31,-0,8,2,2,4.0,4,4,2,110,222,112,16,11.1,54,71,0.535,75,1,1,,,2,h,J06,,S1048,10,L4884,03,88,1,,0,5,5,116,1.91,137.9,1,90,
94WN00389, 94041224,94,A1224,04,1,81,30,04,8,2,2,2.0,2,2,2,110,222,112,10,9.5,49,73,0.567,78,1,1,,,0,M,,,L8722,03,L9267,03,81,3,93,241,5,5,98,2.13,119.8,3,76,
94WN00390, 94041225,94,A1225,04,2,81,30,04,8,2,2,2.0,2,2,2,110,222,112,7,10.0,53,72,0.554,76,1,1,,,0,M,,,L8722,03,L9267,03,81,7,97,222,5,5,0,2.13,119.8,7,,
94WN00391, 94041222,94,A1222,04,2,82,30,28,9,3,1,4.0,4,4,2,110,222,112,2,10.0,58,76,0.589,81,1,2,,,0,C,e.7,,L8913,03,L5299,03,82,1,,0,7,2,101,2.03,114.2,1,89,
94WN00392, 94041228,94,A1228,04,2,ch,30,-2,8,2,2,3.0,3,3,2,110,222,112,7,10.5,51,75,0.576,80,1,1,,,2,h,J02,4TEATS,L6868,03,L6496,03,88,1,,0,5,5,112,1.93,122.0,1,89,
94WN00393, 94041229,94,A1229,04,2,ch,30,-2,8,2,2,3.0,3,3,2,110,222,112,13,12.0,54,71,0.527,75,1,1,,,2,h,J01,,L6868,03,L6496,03,88,1,,0,5,5,108,1.93,122.0,1,85,
94WN00394, 94041227,94,A1227,04,3,88,30,R.4,8,2,1,1.0,1,1,2,110,222,112,16,8.8,45,66,0.511,70,1,1,,,0,C,,,L8624,03,A0068,04,82,3,93,281,3,2,94,2.07,111.8,3,83,
94WN00395, 94041281,94,A1281,04,1,81,30,03,8,2,2,6.0,6,4,2,110,222,112,10,9.5,40,60,0.451,64,1,1,5,,0,M,,X 5H,L9230,03,L2162,03,81,3,93,241,5,5,86,1.99,108.6,3,71,
94WN00396, 94041280,94,A1280,04,2,ch,30,-2,9,3,2,4.0,4,4,2,110,222,112,8,7.8,48,69,0.546,73,1,1,,,2,h,J05,,L6868,03,L4971,03,88,1,,0,8,6,102,2.03,110.6,1,84,
94WN00397, 94041283,94,A1283,04,1,81,30,04,7,2,1,3.0,3,3,2,110,222,112,7,12.5,68,102,0.799,108,1,1,,,0,M,,,L8722,03,L7754,03,81,3,93,241,3,2,104,2.07,101.5,3,112,
94WN00398, 94041284,94,A1284,04,1,ch,31,-2,9,3,1,2.0,2,2,2,110,222,112,10,8.8,48,63,0.484,67,1,1,,,2,c,51,,S1878,10,L8776,03,88,1,,0,7,2,96,2.13,111.9,1,70,
94WN00399, 94041286,94,A1286,04,2,ch,31,-2,9,3,2,2.0,2,2,2,110,222,112,15,8.3,47,65,0.506,69,1,1,,,2,c,J04,alive 062994,S1878,10,L8776,03,88,1,,0,8,7,100,2.13,111.9,1,70,
94WN00400, 94041282,94,A1282,04,3,81,30,03,8,2,2,6.0,6,4,2,110,222,112,10,10.3,41,59,0.435,62,1,1,,,0,M,,1CRYPT,L9230,03,L2162,03,81,3,93,281,5,5,89,1.99,108.6,3,70,
94WN00401, 94041288,94,A1288,04,2,81,30,03,9,3,2,3.0,3,3,2,110,222,112,8,9.6,40,57,0.423,60,1,1,,,0,M,,,L9230,03,L6846,03,81,7,97,222,8,5,0,2.07,112.2,7,,
94WN00402, 94041289,94,A1289,04,2,81,30,03,9,3,2,3.0,3,3,2,110,222,112,7,8.5,50,71,0.558,75,1,1,,,0,M,,BLKDOT RSHOU,L9230,03,L6846,03,81,3,93,281,8,5,97,2.07,112.2,3,85,
94WN00403, 94041291,94,A1291,04,2,73,30,41,9,3,2,1.5,1,1,2,111,222,111,3,8.3,45,64,0.502,69,1,1,,,6,,-FL,,L9603,03,L9394,03,73,1,,0,8,5,100,2.17,125.4,1,77,
94WN00404, 94041293,94,A1293,04,2,ch,31,-2,9,3,2,5.0,5,4,2,111,222,111,8,6.8,42,64,0.515,69,1,1,,,2,h,J06,,S1048,10,L3429,03,88,1,,0,8,5,106,1.99,125.1,1,79,
94WN00405, 94041294,94,A1294,04,2,ch,31,-2,9,3,2,5.0,5,4,2,111,222,111,5,6.3,41,62,0.502,67,1,1,,,2,h,J07,,S1048,10,L3429,03,88,1,,0,8,5,105,1.99,125.1,1,67,
94WN00406, 94041296,94,A1296,04,2,88,30,R.3,5,1,1,1.0,1,1,2,110,222,112,4,9.5,55,74,0.576,79,1,1,,,0,M,18,,L9273,03,A0129,04,81,2,92,265,1,1,100,1.97,113.6,2,88,87
94WN00407, 94041292,94,A1292,04,3,73,30,41,9,3,2,1.5,1,1,2,111,222,111,7,8.3,43,64,0.502,69,1,1,,,6,,,,L9603,03,L9394,03,73,3,93,281,8,5,101,2.17,125.4,3,78,
94WN00408, 94041298,94,A1298,04,1,ch,31,-2,8,2,1,5.5,5,4,2,110,222,112,10,12.3,69,93,0.721,99,1,1,,,2,c, 7,,S1878,10,L2879,03,88,1,,0,3,2,94,1.29,68.1,1,88,
94WN00409, 94041297,94,A1297,04,1,ch,31,-0,5,1,1,4.0,4,4,2,110,222,112,12,14.2,78,95,0.721,101,1,1,,,2,c,50,,S1878,10,L5471,03,88,1,,0,1,1,124,1.78,126.6,1,123,
94WN00410, 94041271,94,A1271,04,2,82,30,30,9,3,1,2.0,2,2,2,110,222,112,13,6.5,40,52,0.406,55,1,1,,,0,C,,,L8995,03,L8601,03,82,3,93,281,7,2,73,2.13,86.0,3,67,
94WN00411, 94041273,94,A1273,04,1,ch,31,-2,3,4,2,4.5,4,4,2,110,222,112,8,6.5,50,64,0.513,68,1,1,,,2,c, 6,,S1497,10,L4653,03,88,1,,0,8,6,82,1.55,81.4,1,70,
94WN00412, 94041274,94,A1274,04,1,ch,31,-2,3,4,2,4.5,4,4,2,110,222,112,17,8.4,49,76,0.604,81,1,1,,,2,c,11,,S1497,10,L4653,03,88,1,,0,8,4,90,1.55,81.4,1,84,
94WN00413, 94041279,94,A1279,04,2,ch,30,-2,9,3,2,4.0,4,4,2,110,222,112,3,9.8,60,75,0.582,80,1,1,,,2,h,J01,,L6868,03,L4971,03,88,1,,0,8,4,106,2.03,110.6,1,87,
94WN00414, 94041277,94,A1277,04,2,88,30,R.5,8,2,1,1.0,1,1,2,110,222,112,9,9.8,56,71,0.546,75,1,1,,,0,C,13,,L8788,03,L9714,03,82,2,92,265,3,2,97,2.07,112.8,2,88,91
94WN00415, 94041000,94,A1000,04,2,ch,31,-2,9,3,2,2.0,2,2,1,107,221,114,10,7.3,49,72,0.568,75,1,1,,,2,c,J07,,S1497,10,L8845,03,88,1,,0,8,5,113,2.13,131.5,1,88,
94WN00416, 94040614,94,A0614,04,1,88,30,R.5,8,2,1,1.0,1,1,1,87,221,134,1,9.8,66,91,0.606,83,1,1,,,0,M,,,L8788,03,L9864,03,81,3,93,241,3,2,98,2.07,114.4,3,101,
94WN00417, 94040616,94,A0616,04,2,88,30,R.4,5,1,1,1.0,1,1,1,87,221,134,7,10.8,68,89,0.584,81,1,1,,,0,C,16,,L8624,03,L9698,03,82,2,92,265,1,1,101,1.97,114.0,2,102,103
94WN00418, 94040618,94,A0618,04,2,88,30,R.4,5,1,1,1.0,1,1,1,87,221,134,15,9.4,61,77,0.504,70,1,1,,,0,M,17,,L8624,03,L9863,03,81,2,92,265,1,1,94,1.97,111.8,2,90,93
94WN00419, 94040619,94,A0619,04,1,88,30,R.4,8,2,1,1.0,1,1,1,87,221,134,12,6.8,68,92,0.636,83,1,1,,,0,M,,,L8624,03,L9706,03,81,3,93,241,3,2,98,2.07,114.4,3,112,
94WN00420, 94040617,94,A0617,04,3,88,30,R.4,5,1,1,1.0,1,1,1,87,221,134,10,6.6,56,66,0.443,60,1,2,,,0,C,,,L8624,03,A0051,04,82,3,93,281,1,1,88,1.97,109.8,3,76,
94WN00421, 94040631,94,A0631,04,3,88,30,R.5,5,1,1,1.0,1,1,1,89,221,132,3,10.7,78,102,0.692,94,1,1,,,0,M,,,L8788,03,L9778,03,81,3,93,281,1,1,110,1.97,116.6,3,112,
94WN00422, 94040630,94,A0630,04,2,88,30,R.3,5,1,1,1.0,1,1,1,89,221,132,19,8.1,64,77,0.522,71,1,1,,,0,C,17,,L9273,03,L9896,03,82,2,92,265,1,1,95,1.97,112.0,2,89,87
94WN00423, 94040633,94,A0633,04,3,88,30,R.3,5,1,1,1.0,1,1,1,90,221,131,14,9.4,61,76,0.508,70,1,1,,,0,C,,,L9273,03,L9994,03,82,3,93,281,1,1,94,1.97,111.8,3,88,
94WN00424, 94040635,94,A0635,04,2,88,30,R.3,8,2,1,1.0,1,1,1,90,221,131,5,8.3,68,83,0.57,77,1,1,,,0,C,12,,L9273,03,A0113,04,82,2,92,265,3,2,98,2.07,113.2,2,94,96
94WN00425, 94040636,94,A0636,04,1,TT,30,R.3,5,1,1,1.0,1,1,1,90,221,131,7,10.9,74,84,0.558,78,1,1,,,2,c,,,L9273,03,L9865,03,TT,3,93,241,1,1,95,1.97,113.4,3,91,
94WN00426, 94040632,94,A0632,04,3,TT,30,R.5,5,1,1,1.0,1,1,1,90,221,131,19,11.2,74,95,0.64,88,1,1,,,2,i,,,L8788,03,L9677,03,TT,3,93,281,1,1,106,1.97,115.4,3,111,
94WN00427, 94040638,94,A0638,04,2,88,30,R.3,5,1,1,1.0,1,1,1,91,221,130,14,12.1,74,91,0.607,85,1,3,,,0,M,16,,L9273,03,L9966,03,81,2,92,265,1,1,104,1.97,114.8,2,110,108
94WN00428, 94040639,94,A0639,04,3,TT,30,R.4,5,1,1,1.0,1,1,1,92,221,129,9,7.4,60,81,0.571,76,1,1,,,2,c,,,L8624,03,L9885,03,TT,3,93,281,1,1,98,1.97,113.0,3,92,
94WN00429, 94040637,94,A0637,04,3,88,30,R.4,6,2,1,1.0,1,1,1,91,221,130,6,8.0,78,104,0.738,97,1,2,,,0,C,,,L8624,03,L9721,03,82,3,93,281,3,2,112,2.07,117.2,3,118,
94WN00430, 94040641,94,A0641,04,2,88,30,R.5,5,1,1,1.0,1,1,1,92,221,129,4,7.1,47,62,0.426,58,1,1,,,0,M,21,BRITCHY,L8788,03,L9766,03,81,2,92,265,1,1,86,1.97,109.4,2,68,70
94WN00431, 94040640,94,A0640,04,2,88,30,R.4,5,1,1,1.0,1,1,1,92,221,129,7,10.2,74,97,0.673,91,1,1,,,0,M,16,,L8624,03,L9897,03,81,2,92,265,1,1,107,1.97,116.0,2,106,107
94WN00432, 94040644,94,A0644,04,1,88,30,R.3,5,1,1,1.0,1,1,2,93,222,129,2,11.4,62,86,0.578,81,1,1,,,0,M,,WRY NECK,L9273,03,L9914,03,81,3,93,241,1,1,97,1.97,114.0,3,101,
94WN00433, 94040642,94,A0642,04,1,88,30,R.3,5,1,1,1.0,1,1,2,93,222,129,7,9.5,61,92,0.64,86,1,1,,,0,C,,X RAM 1 CRYPT,L9273,03,A0168,04,82,3,93,241,1,1,100,1.97,115.0,3,102,
94WN00434, 94040648,94,A0648,04,2,88,30,R.5,8,2,2,1.0,1,1,2,94,222,128,11,7.1,35,39,0.249,37,1,1,,,0,M,,,L8788,03,L9857,03,81,3,93,281,5,7,79,2.07,118.6,3,46,
94WN00435, 94040649,94,A0649,04,2,88,30,R.5,8,2,2,1.0,1,1,2,94,222,128,14,9.8,57,71,0.478,67,1,1,,,0,M,12,,L8788,03,L9857,03,81,2,92,265,5,3,96,2.07,118.6,2,90,87
94WN00436, 94040647,94,A0647,04,2,88,30,R.5,5,1,1,1.0,1,1,2,93,222,129,13,10.3,64,73,0.486,69,1,1,,,0,M,17,,L8788,03,L9893,03,81,2,92,265,1,1,93,1.97,111.6,2,90,91
94WN00437, 94040650,94,A0650,04,2,88,30,R.4,5,1,1,1.0,1,1,2,94,222,128,11,9.4,60,70,0.473,66,1,1,,,0,M,18,,L8624,03,L9676,03,81,2,92,265,1,1,91,1.97,111.0,2,86,90
94WN00438, 94040653,94,A0653,04,1,88,30,R.5,8,2,1,1.0,1,1,2,94,222,128,5,6.8,61,78,0.556,74,1,1,,,0,M,,PINK,L8788,03,L9685,03,81,3,93,241,3,2,93,2.07,112.6,3,92,
94WN00439, 94040654,94,A0654,04,1,88,30,R.3,8,2,1,1.0,1,1,2,94,222,128,2,7.5,73,104,0.754,98,1,1,3,,0,M,,3H,L9273,03,L9974,03,81,3,93,241,3,2,111,2.07,126.6,3,114,
94WN00440, 94040655,94,A0655,04,2,88,30,R.3,8,2,2,1.0,1,1,2,94,222,128,14,9.0,74,97,0.688,91,1,1,,,0,M,,X AB on FACE,L9273,03,L9974,03,81,3,93,281,5,6,113,2.07,126.6,3,116,
94WN00441, 94040656,94,A0656,04,1,TT,30,R.3,5,1,1,1.0,1,1,2,94,222,128,6,9.8,76,94,0.658,89,1,1,,,2,c,,,L9273,03,L9728,03,TT,3,93,241,1,1,101,1.97,115.6,3,108,
94WN00442, 94040658,94,A0658,04,2,88,30,R.3,5,1,1,1.0,1,1,2,95,222,127,10,8.0,66,78,0.551,74,1,1,,,0,M,,PINK,L9273,03,A0147,04,81,3,93,281,1,1,96,1.97,112.6,3,96,
94WN00443, 94040659,94,A0659,04,3,TT,30,R.3,8,2,1,1.0,1,1,2,95,222,127,17,6.7,67,87,0.632,83,1,1,,,2,i,,,L9273,03,L9835,03,TT,7,97,222,3,2,0,2.07,116.2,7,,
94WN00444, 94040657,94,A0657,04,3,88,30,R.3,5,1,1,1.0,1,1,2,95,222,127,16,8.1,66,84,0.598,80,1,1,,,0,M,,,L9273,03,A0181,04,81,3,93,281,1,1,101,1.97,113.8,3,101,
94WN00445, 94040661,94,A0661,04,3,88,30,R.5,8,2,2,1.0,1,1,2,95,222,127,16,7.8,52,68,0.474,65,1,1,,,0,C,,,L8788,03,L9986,03,82,3,93,281,5,4,96,2.07,120.6,3,81,
94WN00446, 94040663,94,A0663,04,2,TT,30,R.4,5,1,1,1.0,1,1,2,96,222,126,17,7.8,59,83,0.597,79,1,1,,,2,c,,,L8624,03,L9825,03,TT,3,93,281,1,1,100,1.97,113.6,3,95,
94WN00447, 94040664,94,A0664,04,3,88,30,R.4,5,1,1,1.0,1,1,2,96,222,126,15,9.3,65,84,0.593,80,1,1,,,0,C,,,L8624,03,L9950,03,82,3,93,281,1,1,101,1.97,113.8,3,94,
94WN00448, 94040666,94,A0666,04,2,88,30,R.3,5,1,1,1.0,1,1,2,96,222,126,4,7.2,53,68,0.483,65,1,3,,,0,C,18,,L9273,03,L9949,03,82,2,92,265,1,1,91,1.97,110.8,2,78,79
94WN00449, 94040662,94,A0662,04,2,88,30,R.5,8,2,2,1.0,1,1,2,95,222,127,14,6.6,49,51,0.35,49,1,1,,,0,C,,,L8788,03,L9986,03,82,3,93,281,5,6,87,2.07,120.6,3,63,
94WN00450, 94040668,94,A0668,04,3,73,30,44,8,2,2,1.5,1,1,1,98,221,123,1,6.2,50,70,0.519,68,1,1,,,6,,,,L9586,03,L9579,03,73,3,93,281,5,6,101,2.07,126.6,3,82,
94WN00451, 94040669,94,A0669,04,3,73,30,44,8,2,2,1.5,1,1,1,98,221,123,11,8.3,56,78,0.567,76,1,1,,,6,,,,L9586,03,L9579,03,73,3,93,281,5,4,105,2.07,126.6,3,93,
94WN00452, 94040621,94,A0621,04,3,TT,30,R.4,5,1,1,1.0,1,1,1,87,221,134,19,8.0,67,87,0.59,79,1,2,,,2,i,,,L8624,03,L9839,03,TT,3,93,281,1,1,100,1.97,113.6,3,105,
94WN00453, 94040623,94,A0623,04,3,88,30,R.4,8,2,1,1.0,1,1,1,88,221,133,3,5.9,58,65,0.444,59,1,1,,,0,C,,,L8624,03,A0218,04,82,3,93,281,3,2,92,2.07,119.4,3,75,
94WN00454, 94040624,94,A0624,04,2,88,30,R.4,8,2,1,1.0,1,1,1,88,221,133,15,8.7,70,86,0.581,78,1,1,,,0,C,11,,L8624,03,A0218,04,82,2,92,265,3,2,102,2.07,119.4,2,98,101
94WN00455, 94040625,94,A0625,04,2,TT,30,R.3,8,2,2,1.0,1,1,1,88,221,133,18,6.9,51,67,0.452,61,1,1,,,2,c,,,L9273,03,L9757,03,TT,3,93,281,5,6,95,2.07,123.0,3,81,
94WN00456, 94040626,94,A0626,04,3,TT,30,R.3,8,2,2,1.0,1,1,1,88,221,133,2,8.2,53,71,0.472,65,1,1,,,2,c,,,L9273,03,L9757,03,TT,3,93,281,5,4,97,2.07,123.0,3,78,
94WN00457, 94040622,94,A0622,04,2,88,30,R.4,5,1,1,1.0,1,1,1,88,221,133,4,11.4,77,99,0.659,90,1,1,,,0,C,19,BRITCHY,L8624,03,L9984,03,82,2,92,265,1,1,107,1.97,115.8,2,115,113
94WN00458, 94040628,94,A0628,04,1,88,30,R.4,8,2,2,1.0,1,1,1,89,221,132,16,8.9,44,62,0.402,57,1,1,,,0,M,,X CULL,L8624,03,A0165,04,81,3,93,241,5,5,89,2.07,121.8,3,74,
94WN00459, 94040629,94,A0629,04,2,88,30,R.4,8,2,2,1.0,1,1,1,89,221,132,10,8.3,57,68,0.452,63,1,1,,,0,M,15,,L8624,03,A0165,04,81,2,92,265,5,5,95,2.07,121.8,2,79,80
94WN00460, 94040627,94,A0627,04,2,88,30,R.3,5,1,1,1.0,1,1,1,88,221,133,20,9.6,62,80,0.529,73,1,1,,,0,M,17,,L9273,03,L9904,03,81,2,92,265,1,1,96,1.97,112.4,2,90,92
