UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN,IDZ65
09WN00011,2009827218,09,X7218,82,1,,97,17,8,2,1,4.0,4,4,H,75,216,141,,11.0,0,130,0.844,112,6,1,,,0,.,.,,.,00625,00,X2568,82,97,3,93,230,3,2,,,,,130,,,0.0,,,
09WN00012,2009644419,09,K4419,64,1,,06,4,5,1,1,5.0,5,4,1,75,222,147,,11.5,68,90,0.534,76,1,1,,,0,T,Ter,,.,K3673,64,K3009,64,6T,1,,,1,1,,,,,95,,,0.025,,,
09WN00013,2009827220,09,X7220,82,2,,97,20,8,2,2,4.0,4,4,H,75,216,141,,13.2,0,99,0.609,86,6,1,,,0,.,.,e9,.,08110,00,X2621,82,97,1,,,5,5,,,,,106,,,0.0,,,
09WN00014,2009827221,09,X7221,82,1,,97,20,8,2,2,4.0,4,4,H,75,216,141,,14.2,0,99,0.601,86,6,1,,,0,.,.,,.,08110,00,X2621,82,97,1,,,5,5,,,,,108,,,0.0,,,
09WN00015,2009827223,09,X7223,82,2,,97,19,5,1,1,2.0,2,2,H,75,216,141,,10.5,0,98,0.621,85,6,1,,,0,.,.,e11,4TEATS,X3137,82,X4992,82,97,1,,,1,1,,,,,108,,,0.048,,,
09WN00016,2009827224,09,X7224,82,1,,S3,20,8,2,2,3.0,3,3,1,75,222,147,,11.0,64,93,0.558,78,5,1,,,0,.,TxC,,.,08110,00,X3481,82,00,1,,,5,5,,,,,97,,,0.0,,,
09WN00017,2009827225,09,X7225,82,2,,S3,20,8,2,2,3.0,3,3,1,75,222,147,,11.0,59,83,0.49,70,5,1,,,0,.,TxC,e12,ENTROPION,08110,00,X3481,82,00,1,,,5,5,,,,,87,,,0.0,,,
09WN00018,2009827226,09,X7226,82,2,,SC,20,5,1,1,2.0,2,2,1,76,222,146,,13.5,91,108,0.647,91,5,1,,,0,M,Mat,e7,NICE LAMB,08110,00,K4087,64,6M,1,,,1,1,,,,,117,,,0.0,,,
09WN00019,2009827227,09,X7227,82,1,,T3,13,8,2,2,3.0,3,3,1,76,222,146,,10.8,77,108,0.666,91,1,1,,,0,.,SxC,,.,00001,00,X3011,82,00,1,,,5,5,,,,,0,,,0.0,,,
09WN00020,2009827228,09,X7228,82,2,,T3,13,8,2,2,3.0,3,3,1,76,222,146,,10.0,56,81,0.486,68,5,1,,,0,.,SxC,e10,.,00001,00,X3011,82,00,1,,,5,5,,,,,92,,,0.0,,,
09WN00021,2009827229,09,X7229,82,2,,C3,2,5,1,1,2.0,2,2,1,76,222,146,,14.2,86,105,0.622,89,8,1,,,0,T,Ter,,SMOKEY,07622,00,K3839,64,6T,3,93,272,1,1,,,,,110,,,0.0,,,
09WN00022,2009644420,09,K4420,64,1,,06,11,5,1,1,5.0,5,4,1,76,222,146,,14.5,86,104,0.613,88,1,1,,,0,T,Ter,,4TEATS,00057,00,K3035,64,6T,3,93,230,1,1,,,,,111,,,0.0,,,
09WN00023,2009827231,09,X7231,82,2,,S3,16,8,2,1,2.0,2,2,1,76,222,146,,13.0,39,59,0.315,51,5,1,,,0,.,TxC,,NICE LAMB,X4987,82,X5292,82,00,3,93,272,3,2,,,,,67,,,0.0,,,
09WN00024,2009827232,09,X7232,82,2,,BL,21,8,2,2,3.0,3,3,1,76,222,146,,10.0,61,83,0.5,70,9,1,,,0,X,BLK,e3,.,X5886,82,X3201,82,00,1,,,5,5,,,,,91,,,0.0,,,
09WN00025,2009827233,09,X7233,82,2,,BL,21,8,2,2,3.0,3,3,1,76,222,146,,10.5,64,88,0.531,74,9,1,,,0,X,BLK,e3,.,X5886,82,X3201,82,00,1,,,5,5,,,,,97,,,0.0,,,
09WN00026,2009827234,09,X7234,82,1,,SC,20,8,2,2,2.0,2,2,1,76,222,146,,9.0,42,68,0.404,57,5,1,,,0,T,Ter,,.,08110,00,K3937,64,6T,3,93,230,5,6,,,,,70,,,0.0,,,
09WN00027,2009827235,09,X7235,82,2,,SC,20,8,2,2,2.0,2,2,1,76,222,146,,11.0,58,79,0.466,67,5,1,,,0,T,Ter,e13,4TEATS,08110,00,K3937,64,6T,1,,,5,4,,,,,86,,,0.0,,,
09WN00028,2009644422,09,K4422,64,2,,06,12,8,2,1,7.0,7,5,1,76,222,146,,10.8,71,102,0.625,86,1,1,,,0,T,Ter,e4,4.E,00029,00,K2480,64,6T,1,,,3,2,,,,,112,,,0.0,,,
09WN00029,2009827236,09,X7236,82,2,,C3,1,5,1,1,2.0,2,2,1,77,222,145,,15.8,87,108,0.636,92,2,1,,,0,T,Ter,e14,NICE LAMB,07621,00,K3849,64,6T,1,,,1,1,,,,,113,,,0.0,,,
09WN00030,2009827237,09,X7237,82,1,,T3,18,5,1,1,3.0,3,3,1,77,222,145,,10.0,94,119,0.752,100,1,1,,,0,.,SxC,,.,07027,00,X3725,82,00,1,,,1,1,,,,,127,,,0.0,,,
09WN00031,2009827238,09,X7238,82,1,,T3,18,8,2,2,2.0,2,2,1,77,222,145,,11.5,55,80,0.472,68,1,1,,,0,.,SxC,,ENTROPION,07027,00,X5079,82,00,3,93,230,5,5,,,,,83,,,0.0,,,
09WN00032,2009827239,09,X7239,82,2,,T3,18,8,2,2,2.0,2,2,1,77,222,145,,12.2,88,109,0.668,92,8,1,,,0,.,SxC,e10,.,07027,00,X5079,82,00,1,,,5,5,,,,,115,,,0.0,,,
09WN00033,2009827240,09,X7240,82,2,,TC,6,8,2,1,2.0,2,2,1,77,222,145,,10.8,69,89,0.539,76,1,1,,,0,T,Ter,e9,.,00091,00,K3840,64,6T,1,,,3,2,,,,,98,,,0.0,,,
09WN00034,2009827242,09,X7242,82,3,,TS,6,5,1,1,2.0,2,2,H,77,216,139,,16.2,0,88,0.517,78,5,1,,,0,.,.,,E2E.Ram->weth,00091,00,X5017,82,97,7,97,242,1,1,,,,,0,,,0.0,,,
09WN00035,2009827245,09,X7245,82,2,,97,20,9,3,2,4.0,4,4,H,77,216,139,,10.8,0,82,0.512,72,6,1,,,0,.,.,e9,.,08110,00,X2684,82,97,1,,,8,5,,,,,93,,,0.0,,,
09WN00036,2009827246,09,X7246,82,2,,97,20,9,3,2,4.0,4,4,H,77,216,139,,10.0,0,93,0.597,82,6,1,,,0,.,.,e11,1ST.BORN,08110,00,X2684,82,97,1,,,8,5,,,,,107,,,0.0,,,
09WN00037,2009827244,09,X7244,82,2,,97,20,9,3,1,4.0,4,4,1,77,222,145,,8.5,75,98,0.617,83,6,1,,,0,.,.,e1,.,08110,00,X2684,82,97,1,,,7,2,,,,,106,,,0.0,,,
09WN00038,2009827247,09,X7247,82,2,,00,21,8,2,2,3.0,3,3,1,77,222,145,,9.2,69,98,0.612,83,1,1,,,0,X,BLK,,.,X5886,82,X3217,82,00,1,,,5,5,,,,,101,,,0.0,,,
09WN00039,2009827248,09,X7248,82,2,,00,21,8,2,2,3.0,3,3,1,77,222,145,,9.5,73,100,0.624,84,5,1,,,0,X,BLK,,.,X5886,82,X3217,82,00,1,,,5,5,,,,,109,,,0.0,,,
09WN00040,2009827249,09,X7249,82,1,,C3,1,5,1,1,2.0,2,2,1,77,222,145,,12.0,69,100,0.607,85,5,1,,,0,T,Ter,,ENTROPION,07621,00,K4036,64,6T,3,93,230,1,1,,,,,97,,,0.0,,,
09WN00041,2009827250,09,X7250,82,2,,T3,18,8,2,2,2.0,2,2,1,77,222,145,,10.5,62,79,0.472,67,2,1,,,0,.,SxC,e10,.,07027,00,X4930,82,00,1,,,5,5,,,,,87,,,0.0,,,
09WN00042,2009827251,09,X7251,82,2,,T3,18,8,2,2,2.0,2,2,1,77,222,145,,10.2,66,84,0.509,71,5,1,,,0,.,SxC,e8,.,07027,00,X4930,82,00,1,,,5,5,,,,,91,,,0.0,,,
09WN00043,2009452345,09,T2345,45,2,,02,23,8,2,1,3.0,3,3,1,77,222,145,,10.0,74,86,0.524,73,1,1,,,0,.,.,T3,.,T1203,45,T0957,45,48,1,,,3,2,,,,,97,,,0.036,,,
09WN00044,2009827252,09,X7252,82,2,,C3,3,8,2,2,4.0,4,4,1,77,222,145,,9.5,65,86,0.528,73,1,1,,,0,T,Ter,,E2E,X5177,82,K3289,64,6T,3,93,272,5,5,,,,,91,,,0.0,,,
09WN00045,2009827253,09,X7253,82,2,,C3,3,8,2,2,4.0,4,4,1,77,222,145,,9.5,50,68,0.403,58,3,1,,,0,T,Ter,,4.E2E,X5177,82,K3289,64,6T,3,93,272,5,5,,,,,75,,,0.0,,,
09WN00046,2009452347,09,T2347,45,2,,02,22,5,1,1,2.0,2,2,1,77,222,145,,11.5,74,99,0.603,84,1,1,,,0,L,.,T1,.,T0931,45,T1659,45,ID,1,,,1,1,,,,,105,,,0.039,,,
09WN00047,2009827254,09,X7254,82,2,,97,20,8,2,2,2.0,2,2,H,77,216,139,,9.1,0,82,0.524,72,6,1,,,0,.,.,e9,.,08110,00,X5425,82,97,1,,,5,6,,,,,88,,,0.0,,,
09WN00048,2009827255,09,X7255,82,1,,97,20,8,2,2,2.0,2,2,H,77,216,139,,10.5,0,85,0.536,75,6,1,,,0,.,.,,.,08110,00,X5425,82,97,3,93,230,5,5,,,,,90,,,0.0,,,
09WN00049,2009827256,09,X7256,82,3,,00,21,8,2,2,3.0,3,3,1,78,222,144,,13.1,86,111,0.68,95,1,1,,,0,X,BLK,,1ST.BORN.4,X5886,82,X3351,82,00,3,93,272,5,5,,,,,122,,,0.0,,,
09WN00050,2009827257,09,X7257,82,3,,00,21,8,2,2,3.0,3,3,1,78,222,144,,13.6,77,100,0.6,86,5,1,,,0,X,BLK,,4TEATS,X5886,82,X3351,82,00,3,93,272,5,5,,,,,109,,,0.0,,,
09WN00051,2009452350,09,T2350,45,1,,02,23,9,3,1,7.0,7,5,1,77,222,145,,10.0,64,88,0.538,75,1,1,,,0,.,SPG,,.,T1203,45,T9177,44,41,3,93,230,7,2,,,,,86,,,0.038,,,
09WN00052,2009827258,09,X7258,82,1,,SC,15,5,1,1,2.0,2,2,1,77,222,145,,11.4,71,104,0.639,88,5,1,,,0,T,Ter,,.,X3004,82,K3844,64,6T,3,93,230,1,1,,,,,105,,,0.0,,,
09WN00053,2009644423,09,K4423,64,1,,06,8,5,1,1,2.0,2,2,1,77,222,145,,14.2,100,133,0.819,113,1,1,,,0,M,Mat,,NICE LAMB,K4046,64,K4068,64,6M,1,,,1,1,,,,,130,,,0.044,,,
09WN00054,2009452353,09,T2353,45,2,,02,27,5,1,1,3.0,3,3,1,77,222,145,,14.3,74,104,0.619,89,1,1,,,0,.,.,T3,NICE LAMB,T1765,45,T0933,45,ID,1,,,1,1,,,,,114,,,0.043,,,
09WN00055,2009452354,09,T2354,45,1,,02,26,5,1,1,2.0,2,2,1,77,222,145,,11.7,0,98,0.595,83,1,1,,,0,.,.,,.,T1620,45,T1296,45,ID,3,93,230,1,1,,,,,104,,,0.037,,,
09WN00056,2009827259,09,X7259,82,2,,TC,5,5,1,1,3.0,3,3,1,77,222,145,,14.1,62,79,0.448,68,1,1,,,0,T,Ter,e2,4.N,00027,00,K3720,64,6T,1,,,1,1,,,,,85,,,0.0,,,
09WN00057,2009827262,09,X7262,82,2,,97,19,5,1,1,2.0,2,2,H,77,216,139,,12.7,0,110,0.7,97,6,1,,,0,.,.,e11,SLIGHT E,X3137,82,X4994,82,97,1,,,1,1,,,,,124,,,0.044,,,
09WN00058,2009827263,09,X7263,82,2,,97,19,8,2,2,6.0,6,4,H,78,216,138,,13.0,0,105,0.667,93,6,1,,,0,.,.,e2,.,X3137,82,X0034,82,97,1,,,5,5,,,,,111,,,0.033,,,
09WN00059,2009827264,09,X7264,82,2,,97,19,8,2,2,6.0,6,4,H,78,216,138,,12.6,0,86,0.532,76,6,1,,,0,.,.,e9,.,X3137,82,X0034,82,97,1,,,5,5,,,,,93,,,0.033,,,
09WN00060,2009452358,09,T2358,45,3,,02,Z,8,2,1,2.0,2,2,1,78,222,144,,10.2,62,72,0.429,62,2,1,,,0,.,.,,.,T0000,45,T1627,45,48,3,93,272,3,2,,,,,83,,,0.0,,,
09WN00061,2009827265,09,X7265,82,2,,97,19,8,2,2,4.0,4,4,H,78,216,138,,16.5,0,102,0.62,91,6,1,,,0,.,.,e2,NICE LAMB,X3137,82,X2434,82,97,1,,,5,5,,,,,107,,,0.032,,,
09WN00062,2009827266,09,X7266,82,2,,97,19,8,2,2,4.0,4,4,H,78,216,138,,15.4,0,87,0.519,78,6,1,,,0,.,.,e1,NICE LAMB,X3137,82,X2434,82,97,1,,,5,5,,,,,96,,,0.032,,,
09WN00063,2009452359,09,T2359,45,2,,02,STA,5,1,1,3.0,3,3,1,78,222,144,,11.4,83,102,0.629,87,1,1,,,0,.,SPG,T2,.,T0841,45,T1089,45,48,1,,,1,1,,,,,115,,,0.052,,,
09WN00064,2009827268,09,X7268,82,1,,97,19,8,2,1,4.0,4,4,H,78,216,138,,11.0,0,94,0.601,83,6,1,,,0,.,.,,.,X3137,82,X2737,82,97,1,,,3,2,,,,,95,,,0.021,,,
09WN00065,2009452361,09,T2361,45,2,,02,Z,8,2,1,2.0,2,2,1,78,222,144,,11.4,69,90,0.546,77,1,1,,,0,.,.,T2,.,T0935,45,T1548,45,ID,1,,,3,2,,,,,96,,,0.02,,,
09WN00066,2009452362,09,T2362,45,1,,02,Z,7,2,1,3.0,3,3,1,78,222,144,,13.8,88,92,0.543,79,1,1,,,0,L,WSW,,.,T0935,45,T1202,45,48,3,93,230,3,2,,,,,90,,,0.009,,,
09WN00067,2009452364,09,T2364,45,2,,02,22,8,2,1,4.0,4,4,1,78,222,144,,11.0,68,93,0.569,79,1,1,,,0,L,.,T1,E2E,T0931,45,T0253,45,48,1,,,3,2,,,,,95,,,0.028,,,
09WN00068,2009827269,09,X7269,82,1,,T3,18,8,2,2,3.0,3,3,1,78,222,144,,11.5,72,103,0.635,88,5,1,,,0,.,SxC,,.,07027,00,X3470,82,00,1,,,5,5,,,,,102,,,0.0,,,
09WN00069,2009827270,09,X7270,82,2,,T3,18,8,2,2,3.0,3,3,1,78,222,144,,10.5,62,91,0.559,78,5,1,,,0,.,SxC,e8,.,07027,00,X3470,82,00,1,,,5,5,,,,,99,,,0.0,,,
09WN00070,2009827271,09,X7271,82,1,,TC,14,8,2,1,3.0,3,3,1,78,222,144,,11.3,72,99,0.609,84,2,1,,,0,T,Ter,,2ND LAMB,00249,00,K3588,64,6T,3,93,230,3,2,,,,,105,,,0.0,,,
09WN00071,2009827273,09,X7273,82,2,,T3,18,5,1,1,2.0,2,2,1,78,222,144,,11.0,81,102,0.632,87,2,1,,,0,.,SxC,e8,.,07027,00,X4917,82,00,1,,,1,1,,,,,112,,,0.0,,,
09WN00072,2009452366,09,T2366,45,3,,02,25,8,2,1,5.0,5,4,1,78,222,144,,12.8,71,99,0.599,85,1,1,,,0,.,.,,P.4.UGLY,T1609,45,T0199,45,48,3,93,272,3,2,,,,,108,,,0.009,,,
09WN00073,2009452368,09,T2368,45,2,,02,Z,5,1,1,3.0,3,3,1,78,222,144,,13.8,96,105,0.633,90,1,1,,,0,L,WSW,T2,NICE LAMB,T0935,45,T1162,45,48,1,,,1,1,,,,,113,,,0.034,,,
09WN00074,2009827274,09,X7274,82,1,,C3,3,8,2,2,2.0,2,2,1,78,222,144,,9.8,67,94,0.585,80,5,1,,,0,T,Ter,,4.BRNLEGS,X5177,82,K4023,64,6T,3,93,230,5,5,,,,,99,,,0.0,,,
09WN00075,2009827275,09,X7275,82,2,,C3,3,8,2,2,2.0,2,2,1,78,222,144,,8.8,58,76,0.467,65,5,1,,,0,T,Ter,,E2E,X5177,82,K4023,64,6T,3,93,272,5,5,,,,,85,,,0.0,,,
09WN00076,2009827276,09,X7276,82,1,,T3,5,8,2,2,3.0,3,3,1,78,222,144,,11.8,73,109,0.675,93,3,1,,,0,.,SxC,,BLK.SPT.TAIL,00027,00,X3317,82,00,1,,,5,5,,,,,106,,,0.0,,,
09WN00077,2009827277,09,X7277,82,2,,T3,5,8,2,2,3.0,3,3,1,78,222,144,,12.0,63,89,0.535,76,3,1,,,0,.,SxC,e8,BRN.EARS,00027,00,X3317,82,00,1,,,5,5,,,,,100,,,0.0,,,
09WN00078,2009827279,09,X7279,82,2,,97,15,7,2,1,4.0,4,4,H,78,216,138,,11.0,0,112,0.732,99,6,1,,,0,.,.,e11,ENTROPION,X3004,82,X2326,82,97,1,,,3,2,,,,,120,,,0.055,,,
09WN00079,2009827280,09,X7280,82,2,,SC,19,5,1,1,2.0,2,2,1,78,222,144,,12.2,81,111,0.686,95,5,1,,,0,T,Ter,e7,ENTROPION,X3137,82,K4034,64,6T,1,,,1,1,,,,,119,,,0.0,,,
09WN00080,2009827281,09,X7281,82,2,,SC,19,8,2,2,4.0,4,4,1,78,222,144,,12.4,58,83,0.49,71,5,1,,,0,T,Ter,,.,X3137,82,K3564,64,6T,3,93,272,5,6,,,,,95,,,0.0,,,
09WN00081,2009827282,09,X7282,82,1,,SC,19,8,2,2,4.0,4,4,1,78,222,144,,14.5,59,88,0.51,76,5,1,,,0,T,Ter,,.,X3137,82,K3564,64,6T,1,,,5,4,,,,,92,,,0.0,,,
09WN00082,2009827283,09,X7283,82,2,,CS,11,8,2,2,2.0,2,2,H,78,216,138,,8.0,0,72,0.464,64,5,1,,,0,.,.,e7,.,00057,00,X4776,82,97,1,,,5,7,,,,,80,,,0.0,,,
09WN00083,2009827284,09,X7284,82,1,,CS,11,8,2,2,2.0,2,2,H,78,216,138,,11.2,0,97,0.622,86,5,1,,,0,.,.,,.,00057,00,X4776,82,97,3,93,230,5,3,,,,,96,,,0.0,,,
09WN00084,2009827285,09,X7285,82,2,,SC,17,8,2,2,3.0,3,3,1,78,222,144,,11.8,70,97,0.592,83,5,1,,,0,T,Ter,e13,BRN/GREYSMUT,00625,00,K3656,64,6T,1,,,5,6,,,,,107,,,0.0,,,
09WN00085,2009827286,09,X7286,82,2,,SC,17,8,2,2,3.0,3,3,1,78,222,144,,13.8,76,97,0.578,83,5,1,,,0,T,Ter,e7,BRN/GREYSMUT,00625,00,K3656,64,6T,1,,,5,5,,,,,108,,,0.0,,,
09WN00086,2009827287,09,X7287,82,1,,97,20,9,3,1,4.0,4,4,1,78,222,144,,8.7,79,113,0.724,96,6,1,,,0,.,.,,.,08110,00,X2273,82,97,1,,,7,2,,,,,110,,,0.0,,,
09WN00087,2009827288,09,X7288,82,1,,97,20,9,3,2,4.0,4,4,H,78,216,138,,9.0,0,81,0.522,72,6,1,,,0,.,.,,.,08110,00,X2273,82,97,3,93,230,8,5,,,,,83,,,0.0,,,
09WN00088,2009827289,09,X7289,82,3,,97,20,9,3,2,4.0,4,4,H,78,216,138,,10.2,0,70,0.433,62,6,2,,,0,.,.,,ENTROPION,08110,00,X2273,82,97,3,93,272,8,5,,,,,83,,,0.0,,,
09WN00089,2009827290,09,X7290,82,2,,S3,16,5,1,1,2.0,2,2,1,78,222,144,,14.0,89,115,0.701,98,5,1,,,0,.,TxC,e12,E2E,X4987,82,X4494,82,00,1,,,1,1,,,,,124,,,0.0,,,
09WN00090,2009827292,09,X7292,82,1,,SC,20,8,2,1,4.0,4,4,1,78,222,144,,10.8,66,96,0.592,82,5,1,,,0,M,Mat,,.,08110,00,K3280,64,6M,3,93,230,3,2,,,,,100,,,0.0,,,
09WN00091,2009827293,09,X7293,82,2,,C3,2,8,2,2,3.0,3,3,1,78,222,144,,10.7,67,84,0.509,72,5,1,,,0,T,Ter,e14,4TEATS,07622,00,K3652,64,6T,1,,,5,5,,,,,92,,,0.0,,,
09WN00092,2009827294,09,X7294,82,1,,C3,2,8,2,2,3.0,3,3,1,78,222,144,,10.8,64,98,0.606,83,5,1,,,0,T,Ter,,.,07622,00,K3652,64,6T,3,93,230,5,5,,,,,97,,,0.0,,,
09WN00093,2009827296,09,X7296,82,3,,S3,17,8,2,1,2.0,2,2,1,78,222,144,,9.8,55,84,0.515,72,5,1,,,0,.,TxC,,UGLY.P,00625,00,X4679,82,00,3,93,272,3,2,,,,,97,,,0.0,,,
09WN00094,2009827297,09,X7297,82,2,,T3,18,8,2,2,3.0,3,3,1,78,222,144,,11.4,65,85,0.511,73,5,1,,,0,.,SxC,e10,.,07027,00,X3420,82,00,1,,,5,5,,,,,93,,,0.0,,,
09WN00095,2009827298,09,X7298,82,1,,T3,18,8,2,2,3.0,3,3,1,78,222,144,,12.8,66,97,0.585,83,5,1,,,0,.,SxC,,4TEATS,07027,00,X3420,82,00,1,,,5,5,,,,,95,,,0.0,,,
09WN00096,2009827299,09,X7299,82,2,,BL,21,5,1,1,3.0,3,3,1,78,222,144,,15.5,102,137,0.844,117,9,1,,,0,X,BLK,e3,WHITESPT.TAIL,X5886,82,X3584,82,00,1,,,1,1,,,,,143,,,0.0,,,
09WN00097,2009452372,09,T2372,45,3,,02,25,8,2,1,4.0,4,4,1,78,222,144,,12.7,69,91,0.544,78,1,4,,,0,.,.,,OVERBITE,T1609,45,T0725,45,ID,3,93,272,3,2,,,,,102,,,0.026,,,
09WN00098,2009700002,09,L0002,70,1,,PC,e2,8,2,1,2.0,2,2,1,79,222,143,,11.1,82,114,0.72,97,5,1,,,0,.,STC,e6,.,X6825,82,X5519,82,00,1,,,3,2,,,,,111,,,0.024,,,
09WN00099,2009827300,09,X7300,82,1,,TC,13,5,1,1,5.0,5,4,1,79,222,143,,11.8,87,118,0.743,101,1,1,,,0,M,Mat,,UGLY,00001,00,K3013,64,6M,1,97,343,1,1,,,,7,123,,,0.0,,,
09WN00100,2009644426,09,K4426,64,1,,06,8,9,3,1,7.0,7,5,1,79,222,143,,8.9,63,92,0.581,79,1,1,,,0,M,Mat,,4TEATS,K4046,64,K2190,64,6M,1,,,7,2,,,,,93,,,0.045,,,
09WN00101,2009644428,09,K4428,64,2,,06,8,9,3,1,7.0,7,5,1,79,222,143,,9.0,51,78,0.483,67,1,1,,,0,M,Mat,e5,.,K4046,64,K2190,64,6M,1,,,7,2,,,,,83,,,0.045,,,
09WN00102,2009827303,09,X7303,82,1,,C3,12,7,2,1,2.0,2,2,1,79,222,143,,10.4,90,115,0.731,98,5,1,,,0,.,TxS,,DYS 3+8,00029,00,X4607,82,00,1,,,3,2,,,,,121,,,0.0,,,
09WN00103,2009827304,09,X7304,82,2,,97,16,8,2,2,4.0,4,4,H,79,216,137,,9.7,0,76,0.484,68,6,1,,,0,.,.,,.,X4987,82,X2774,82,97,3,93,272,5,6,,,,,79,,,0.083,,,
09WN00104,2009827305,09,X7305,82,1,,97,16,8,2,2,4.0,4,4,H,79,216,137,,12.2,0,85,0.531,76,6,1,,,0,.,.,,.,X4987,82,X2774,82,97,3,93,230,5,4,,,,,95,,,0.083,,,
09WN00105,2009452373,09,T2373,45,3,,02,STA,8,2,1,3.0,3,3,1,79,222,143,,10.6,65,88,0.541,76,1,1,,,0,.,.,,.,T0841,45,T0984,45,48,3,93,272,3,2,,,,,98,,,0.016,,,
09WN00106,2009452375,09,T2375,45,2,,02,23,8,2,1,4.0,4,4,1,79,222,143,,11.8,66,85,0.512,73,1,1,,,0,L,.,T3,.,T1203,45,T0329,45,ID,1,,,3,2,,,,,96,,,0.019,,,
09WN00107,2009452378,09,T2378,45,2,,02,22,8,2,1,2.0,2,2,1,79,222,143,,9.6,72,94,0.59,80,1,1,,,0,.,.,T3,.,T0931,45,T1520,45,48,1,,,3,2,,,,,100,,,0.03,,,
09WN00108,2009644429,09,K4429,64,2,,06,4,7,2,1,4.0,4,4,1,79,222,143,,10.8,86,114,0.722,97,1,2,,,0,T,Ter,,.,K3673,64,K3505,64,6T,W,93,272,3,2,,,,,125,,,0.024,,,
09WN00109,2009452380,09,T2380,45,1,,02,STA,8,2,1,3.0,3,3,1,79,222,143,,10.5,72,92,0.57,79,1,1,,,0,.,.,,.,T0841,45,T0891,45,48,1,,,3,2,,,,,92,,,0.031,,,
09WN00110,2009827310,09,X7310,82,2,,S3,20,5,1,1,2.0,2,2,1,79,222,143,,13.2,89,114,0.705,98,5,1,,,0,.,TxC,e12,LAME,08110,00,X5305,82,00,1,,,1,1,,,,,121,,,0.0,,,
09WN00111,2009452381,09,T2381,45,2,,02,22,5,1,1,2.0,2,2,1,79,222,143,,13.5,81,110,0.675,94,1,1,,,0,L,.,T3,.,T0931,45,T1582,45,ID,1,,,1,1,,,,,118,,,0.028,,,
