UID,IDLAMB,YR,SEX,ETAG,LBRD,LB1,LINE,BPEN,DAM,TESTE,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,MENB,LB2,DBRD,SIRE,SBRD,ADG,MELW,TM,BAND,IDX,BRWT,CAUSE,CADAM,CTBR,ABN
77WN00552,77431637,77,2,1637,43,4,41,412,9766,,4,3,59,119,1,3,02,1,49,06,03,15,10,042,8,4,5,,3,42,1037,43,329,,6,9,,99,93,3,3,
77WN00553,77431638,77,2,1638,43,4,41,412,9766,,3,3,62,122,1,1,,5,51,04,03,10,11,039,4,5,6,133,3,42,1037,43,326,706,6,1,142,112,10,3,3,
77WN00554,77431639,77,1,1639,43,4,40,401,0384,233,1,2,64,124,1,1,,2,84,07,03,09,08,041,6,6,8,145,3,43,0099,43,577,894,2,2,149,125,,2,1,
77WN00555,77431641,77,2,1641,43,4,42,842,6497,,3,6,63,123,1,1,,1,83,06,03,07,07,053,2,5,6,145,3,42,0702,43,580,660,3,5,172,117,,4,3,
77WN00556,77431642,77,2,1642,43,4,41,412,9625,,1,3,64,124,1,1,,2,69,04,03,09,07,043,12,5,6,133,3,42,1037,43,475,842,6,2,143,101,,3,1,
77WN00557,77431643,77,1,1643,43,4,41,411,7334,208,5,5,64,124,1,2,,1,85,09,05,08,07,040,17,5,7,161,3,42,1111,43,604,934,6,2,141,101,93,4,2,
77WN00558,77431644,77,2,1644,43,4,41,411,7334,,5,5,62,122,1,1,,2,60,07,03,10,09,039,14,4,5,161,3,42,1111,43,416,934,6,1,136,92,,4,2,
77WN00559,77431645,77,2,1645,43,4,41,412,5555,,3,7,64,124,1,1,,2,72,06,03,09,08,050,13,2,5,128,3,42,1037,43,469,975,6,2,154,138,,5,3,
77WN00560,77431646,77,1,1646,43,4,40,401,7589,150,5,5,64,124,1,1,,2,68,06,03,10,09,036,5,3,5,136,3,42,0099,43,477,833,2,2,148,89,,4,2,
77WN00561,77431647,77,1,1647,43,4,40,401,7589,144,5,5,64,124,1,1,,2,78,08,03,09,09,037,9,4,5,136,3,42,0099,43,552,833,2,2,149,96,,4,2,
77WN00562,77431648,77,1,1648,43,4,40,401,9697,109,5,3,64,124,1,1,,1,66,12,03,10,09,038,13,4,5,150,3,42,0099,43,444,789,2,2,121,109,93,3,2,
77WN00563,77431649,77,2,1649,43,4,40,401,9697,,5,3,64,124,1,1,,1,64,07,03,10,09,035,24,5,6,150,3,42,0099,43,427,789,2,2,140,111,92,3,2,
77WN00564,77431650,77,2,1650,43,4,43,434,0373,,3,2,63,123,1,1,,1,65,08,03,10,08,044,1,4,5,145,3,43,1233,43,431,946,6,5,148,120,,2,3,
77WN00565,77431651,77,2,1651,43,4,43,432,0565,,1,2,63,123,1,1,,1,69,07,03,07,07,053,2,6,8,145,3,43,0861,43,458,898,6,5,152,127,,2,1,
77WN00566,77431652,77,1,1652,43,4,43,434,8838,69,5,4,63,123,3,1,,3,38,12,03,14,11,031,1,5,6,161,3,42,1233,43,226,953,6,5,103,102,93,4,2,
77WN00567,77431653,77,2,1653,43,4,43,434,8838,,5,4,63,123,1,1,,1,58,13,03,10,09,043,1,4,5,161,3,42,1233,43,392,953,6,5,117,98,,4,2,
77WN00568,77431654,77,1,1654,43,4,42,842,7611,241,3,5,64,124,1,2,,3,97,10,03,06,06,045,27,5,6,148,3,42,0702,43,700,831,3,2,150,102,,4,3,
77WN00569,77431656,77,1,1656,43,4,42,892,0614,162,1,2,64,124,1,5,,1,66,15,03,11,07,041,27,4,6,145,3,43,0309,43,444,860,3,2,92,109,93,2,1,
77WN00570,77431658,77,2,1658,43,4,40,404,0188,,3,2,64,124,1,1,,1,74,06,03,09,08,049,25,5,8,155,3,43,0593,43,504,886,2,2,160,115,10,2,3,
77WN00571,77431659,77,2,1659,43,4,42,842,8652,,1,4,64,124,1,1,,1,67,07,03,09,07,047,13,5,6,132,3,42,0702,43,462,731,3,2,127,97,,4,1,
77WN00572,77431661,77,1,1661,43,4,42,902,8802,237,3,4,64,124,1,2,,2,87,13,03,08,07,054,13,5,6,146,3,42,0624,43,618,885,3,2,132,104,,4,3,
77WN00573,77431662,77,2,1662,43,4,42,902,0355,,2,2,59,119,1,1,02,1,61,09,03,10,09,036,10,3,5,,3,43,0624,43,422,,3,9,,108,92,2,1,
77WN00574,77431663,77,2,1663,43,4,43,435,4269,,3,8,63,123,1,1,,1,35,10,03,13,11,049,1,4,5,167,3,42,1081,43,210,866,6,5,116,92,93,5,3,
77WN00575,77431664,77,1,1664,43,4,40,402,8036,267,1,5,64,124,1,1,,2,112,07,03,08,08,049,18,4,5,148,3,42,0268,43,790,1104,2,2,177,140,,4,1,
77WN00576,77431667,77,2,1667,43,4,43,431,0688,,3,2,64,124,1,1,,1,59,11,03,10,09,050,21,6,7,155,3,43,0994,43,418,800,6,2,123,72,,2,3,
77WN00577,77431668,77,2,1668,43,4,41,414,8801,,3,4,64,124,1,1,,2,91,06,05,08,06,047,22,4,6,118,3,42,1044,43,641,836,6,2,155,115,,4,3,
77WN00578,77431669,77,2,1669,43,4,41,414,9721,,1,3,63,123,1,1,,2,73,09,03,08,06,048,16,5,6,133,3,42,1044,43,516,856,6,2,124,95,,3,1,
77WN00579,77431670,77,2,1670,43,4,42,922,8840,,3,4,62,122,1,1,,1,37,07,03,14,11,036,1,5,6,146,3,42,0248,43,226,870,3,5,121,94,,4,3,
77WN00580,77431673,77,2,1673,43,4,42,932,6065,,5,6,63,123,1,1,,1,66,07,03,10,07,041,26,4,6,145,3,42,0541,43,454,1053,3,2,139,102,97,4,2,
77WN00581,77431674,77,2,1674,43,4,42,932,6065,,5,6,63,123,1,1,,1,66,06,03,09,07,049,11,5,6,145,3,42,0541,43,457,1053,3,2,148,98,,4,2,
77WN00582,77431675,77,1,1675,43,4,43,434,5447,108,3,7,62,122,1,1,,3,45,07,03,15,11,040,2,6,8,138,3,42,1233,43,260,1038,6,5,138,133,93,5,3,
77WN00583,77431676,77,2,1676,43,4,41,414,7156,,5,5,63,123,1,1,,2,71,10,03,09,07,054,21,6,8,136,3,42,1044,43,483,1048,6,2,137,116,15,4,2,
77WN00584,77431677,77,1,1677,43,4,41,414,7156,234,5,5,63,123,1,2,,2,94,04,03,09,08,041,18,5,8,136,3,42,1044,43,667,1048,6,2,187,120,,4,2,
77WN00585,77431678,77,2,1678,43,4,40,402,7868,,3,5,64,124,1,1,,1,56,07,03,09,09,041,17,5,8,161,3,42,0268,43,385,822,2,3,133,82,97,4,3,
77WN00586,77431679,77,2,1679,43,4,43,432,7138,,3,5,62,122,1,1,,1,60,14,03,09,08,041,1,2,4,161,3,42,0861,43,415,1014,6,5,104,94,23,4,3,
77WN00587,77431680,77,1,1680,43,4,41,412,0340,158,1,2,58,118,1,1,,1,65,07,03,10,09,045,7,4,5,145,3,43,1037,43,443,874,6,4,147,127,,2,1,
77WN00588,77431681,77,1,1681,43,4,40,403,9637,168,1,3,63,123,1,1,,2,82,06,03,10,09,043,23,3,4,150,3,42,0092,43,581,893,2,2,154,105,,3,1,
77WN00589,77431682,77,1,1682,43,4,41,413,6718,168,5,6,63,123,1,2,,2,69,07,04,09,09,043,20,5,6,167,3,42,0765,43,456,1081,6,2,148,129,93,4,2,
77WN00590,77431683,77,2,1683,43,4,41,413,6718,,5,6,63,123,1,1,,3,69,06,03,09,07,046,11,5,6,167,3,42,0765,43,476,1081,6,2,148,105,,4,2,
77WN00591,77431684,77,1,1684,43,4,40,402,6928,258,3,6,63,123,1,2,,2,101,10,03,08,07,055,6,6,8,167,3,42,0268,43,730,1192,2,2,162,112,,4,3,
77WN00592,77431686,77,2,1686,43,4,40,401,9887,,5,3,63,123,1,1,,2,82,05,03,10,09,038,7,5,7,150,3,42,0099,43,565,872,2,2,168,125,,3,2,
77WN00593,77431687,77,2,1687,43,4,40,401,9887,,5,3,63,123,1,1,,2,80,05,03,09,08,044,3,5,7,150,3,42,0099,43,541,872,2,2,167,134,,3,2,
77WN00594,77431688,77,1,1688,43,4,41,412,0156,119,1,2,63,123,1,1,,1,62,04,03,12,10,037,22,4,5,0,3,43,1037,43,422,0,6,2,148,101,,2,1,
77WN00595,77431689,77,2,1689,43,4,43,435,0252,,3,2,62,122,1,1,,1,63,07,03,10,09,041,1,5,6,155,3,43,1081,43,450,888,6,5,152,81,,2,3,
77WN00596,77431691,77,1,1691,43,4,42,902,9397,171,5,3,62,122,1,2,,1,59,10,03,10,09,046,2,3,5,167,3,42,0624,43,416,983,3,5,142,82,93,3,2,
77WN00597,77431692,77,2,1692,43,4,42,902,9397,,5,3,62,122,1,1,,1,50,08,03,08,09,046,1,5,6,167,3,42,0624,43,336,983,3,5,139,90,,3,2,
77WN00598,77431693,77,1,1693,43,4,40,404,8346,183,1,4,63,123,1,2,,1,92,12,03,09,06,051,20,6,8,146,3,42,0593,43,642,1026,2,2,129,130,,4,1,
77WN00599,77431695,77,2,1695,43,4,40,404,0318,,3,2,63,123,1,1,,3,64,14,03,10,08,045,25,6,8,155,3,43,0593,43,435,868,2,2,108,105,92,2,3,
77WN00600,77431696,77,1,1696,43,4,42,852,0529,187,1,2,62,122,1,1,,1,75,08,03,10,08,049,1,3,5,145,3,43,0142,43,498,902,3,5,154,143,,2,1,
77WN00601,77431698,77,1,1698,43,4,41,414,0033,110,1,2,61,121,1,1,,2,40,12,03,11,11,037,17,3,4,145,3,43,1044,43,250,818,6,2,89,97,01,2,1,
77WN00602,77431699,77,2,1699,43,4,41,413,7347,,1,5,63,123,1,1,,1,84,06,05,08,06,047,12,3,4,161,3,42,0765,43,576,1051,6,2,139,132,,4,1,
77WN00603,77431700,77,2,1700,43,4,41,414,0322,,1,2,63,123,1,1,,1,86,09,03,09,06,051,3,4,5,145,3,43,1044,43,607,908,6,2,142,114,,2,1,
77WN00604,77431702,77,2,1702,43,4,42,912,0639,,1,2,63,123,1,1,,1,67,06,03,09,07,046,18,5,6,145,3,43,0057,43,446,872,3,2,140,122,,2,1,
77WN00605,77431703,77,2,1703,43,4,40,402,0558,,1,2,63,123,1,1,,1,71,06,03,09,09,032,11,5,6,145,3,43,0268,43,514,880,2,2,138,78,,2,1,
77WN00606,77431705,77,1,1705,43,4,40,403,9002,176,5,4,62,122,1,1,,2,71,13,03,12,09,039,4,5,6,161,3,42,0092,43,490,1173,2,2,119,112,93,4,2,
77WN00607,77431706,77,1,1706,43,4,40,403,9002,178,5,4,62,122,1,2,,2,93,12,03,09,08,039,12,6,8,161,3,42,0092,43,660,1173,2,2,144,125,,4,2,
77WN00608,77431707,77,2,1707,43,4,42,822,9568,,1,3,63,123,1,1,,1,71,08,03,10,07,046,5,5,8,150,3,42,0244,43,481,749,3,2,127,118,,3,1,
77WN00609,77431709,77,1,1709,43,4,41,413,6187,210,3,6,62,122,1,2,,2,85,09,03,08,06,053,10,6,8,145,3,42,0765,43,608,857,6,2,148,108,,4,3,
77WN00610,77431710,77,1,1710,43,4,43,432,3682,118,3,8,61,121,2,1,,1,60,12,03,10,09,042,2,4,6,158,3,42,0861,43,408,941,6,5,124,106,,5,3,
77WN00611,77431712,77,2,1712,43,4,40,401,8860,,3,4,62,122,1,1,,1,78,05,03,10,08,036,9,4,5,146,3,42,0099,43,557,818,2,2,152,101,,4,3,
77WN00612,77431713,77,2,1713,43,4,43,435,0020,,5,3,61,121,1,1,,1,44,11,03,12,10,042,1,5,7,167,3,43,1081,43,293,985,6,5,119,85,,3,2,
77WN00613,77431714,77,1,1714,43,4,43,435,0020,216,5,3,61,121,1,1,,1,77,10,03,09,08,043,1,6,8,167,3,43,1081,43,549,985,6,5,155,106,,3,2,
77WN00614,77431715,77,1,1715,43,4,42,952,0438,,4,2,57,117,1,1,02,1,49,08,03,12,11,028,9,4,6,,3,43,0730,43,340,,3,9,,92,93,2,3,
77WN00615,77431716,77,2,1716,43,4,42,952,0438,,3,2,62,122,1,1,,1,79,09,03,08,07,039,10,4,6,155,3,43,0730,43,564,948,3,2,140,102,,2,3,
77WN00616,77431717,77,1,1717,43,4,42,902,7978,198,1,5,62,122,1,3,,1,80,14,03,09,07,044,5,3,4,136,3,42,0624,43,569,841,3,2,103,106,,4,1,
77WN00617,77431718,77,2,1718,43,4,40,404,5004,,8,7,62,122,1,2,,1,65,11,03,10,08,043,12,5,6,208,3,42,0593,43,443,897,2,2,125,109,,5,2,
77WN00618,77431719,77,2,1719,43,4,40,404,5004,,8,7,62,122,1,1,,1,48,06,03,10,10,039,13,5,6,208,3,42,0593,43,324,897,2,2,135,85,92,5,2,
77WN00619,77431720,77,2,1720,43,4,40,404,5004,,8,7,63,123,1,1,,1,71,06,03,09,09,049,1,6,8,208,3,42,0593,43,491,897,2,3,167,106,,5,2,
77WN00620,77431723,77,1,1723,43,4,42,812,8530,153,3,4,63,123,1,6,,1,82,09,03,08,07,046,12,5,6,146,3,42,0712,43,592,1133,3,3,149,92,40,4,3,
77WN00621,77431724,77,1,1724,43,4,42,892,9756,121,3,3,63,123,1,1,,1,52,16,03,14,09,045,11,6,8,150,3,42,0309,43,332,985,3,3,92,112,97,3,3,
77WN00622,77431725,77,2,1725,43,4,43,432,3682,,5,8,61,121,1,1,,1,52,07,03,09,09,040,2,2,4,158,3,42,0861,43,354,941,6,5,144,92,,5,2,
77WN00623,77431726,77,2,1726,43,4,40,403,6363,,3,6,63,123,1,1,,1,74,08,03,08,07,046,7,4,5,145,3,42,0092,43,502,785,2,3,143,122,97,4,3,
77WN00624,77431727,77,1,1727,43,4,41,412,4675,174,5,7,62,122,1,1,,1,77,05,03,10,09,037,11,3,4,138,3,42,1037,43,525,1057,6,2,168,130,,5,2,
77WN00625,77431728,77,2,1728,43,4,41,412,4675,,5,7,62,122,1,1,,2,81,06,03,09,07,046,3,5,7,138,3,42,1037,43,577,1057,6,2,164,106,97,5,2,
77WN00626,77431729,77,2,1729,43,4,40,403,0071,,1,2,62,122,1,1,,2,75,07,03,08,08,048,12,5,6,145,3,43,0092,43,525,890,2,2,146,110,,2,1,
77WN00627,77431730,77,2,1730,43,4,40,402,9786,,1,3,62,122,1,1,,1,68,06,03,10,09,046,5,5,6,133,3,42,0268,43,475,837,2,2,140,100,,3,1,
77WN00628,77431732,77,2,1732,43,4,41,412,9420,,3,3,61,121,1,1,,1,71,08,03,08,07,052,10,6,8,167,3,42,1037,43,507,851,6,2,142,96,10,3,3,
77WN00629,77431735,77,1,1735,43,4,42,932,0726,144,3,2,61,121,1,2,,1,70,08,03,10,08,037,11,5,6,155,3,43,0541,43,501,870,3,2,140,94,,2,3,
77WN00630,77431736,77,2,1736,43,4,42,922,5913,,3,6,61,121,1,1,,1,79,06,03,09,07,048,13,4,5,156,3,42,0248,43,540,1203,3,2,155,137,,4,3,
77WN00631,77431737,77,2,1737,43,4,42,832,7560,,5,5,60,120,1,1,,1,59,08,03,10,09,038,2,3,5,148,3,42,0413,43,403,545,3,5,141,107,,4,2,
77WN00632,77431738,77,1,1738,43,4,42,832,7560,147,5,5,60,120,1,1,,1,65,06,03,09,08,042,2,6,8,148,3,42,0413,43,452,545,3,5,161,108,,4,2,
77WN00633,77431739,77,1,1739,43,4,42,902,0621,164,1,2,61,121,1,1,,1,58,12,03,11,09,045,8,4,5,145,3,43,0624,43,417,846,3,2,106,76,93,2,1,
77WN00634,77431740,77,2,1740,43,4,43,434,7792,,1,5,60,120,1,1,,5,78,08,03,09,08,045,1,5,6,161,3,42,1233,43,553,1035,6,5,147,116,,4,1,
77WN00635,77431742,77,1,1742,43,4,41,412,6024,129,3,6,61,121,1,1,,1,68,10,03,11,10,039,6,3,5,145,3,42,1037,43,461,996,6,2,127,122,,4,3,
77WN00636,77431744,77,1,1744,43,4,40,403,0673,105,3,2,61,121,1,1,,1,61,10,03,12,10,039,12,5,6,155,3,43,0092,43,421,852,2,2,128,101,01,2,3,
77WN00637,77431746,77,1,1746,43,4,40,404,8776,,2,4,56,116,1,1,02,1,64,14,03,10,09,037,10,3,5,,3,42,0593,43,460,,2,9,,106,93,4,1,
77WN00638,77431747,77,1,1747,43,4,42,912,9408,104,5,3,59,119,1,1,,1,46,09,03,11,10,039,2,2,4,167,3,42,0057,43,290,955,3,5,133,115,,3,2,
77WN00639,77431748,77,2,1748,43,4,42,912,9408,,5,3,59,119,1,1,,5,50,08,03,09,09,042,1,2,3,167,3,42,0057,43,324,955,3,5,138,115,,3,2,
77WN00640,77431749,77,1,1749,43,4,42,922,9865,150,5,3,60,120,1,4,,3,70,11,03,10,08,036,12,3,5,167,3,42,0248,43,490,1112,3,2,128,112,,3,2,
77WN00641,77431750,77,2,1750,43,4,42,922,9865,,5,3,60,120,1,1,,1,56,09,03,09,09,038,17,5,6,167,3,42,0248,43,387,1112,3,2,125,96,,3,2,
77WN00642,77431751,77,2,1751,43,4,40,403,0570,,3,2,60,120,1,1,,1,80,05,03,08,08,044,26,5,6,155,3,43,0092,43,581,978,2,2,170,103,,2,3,
77WN00643,77431752,77,2,1752,43,4,40,403,0570,,3,2,61,121,1,1,,2,71,06,03,09,08,045,9,5,6,155,3,43,0092,43,517,978,2,3,161,85,,2,3,
77WN00644,77431753,77,1,1753,43,4,40,404,7918,208,5,5,60,120,1,1,,2,87,09,03,09,08,048,16,6,9,161,3,42,0593,43,625,999,2,2,161,120,,4,2,
77WN00645,77431754,77,1,1754,43,4,40,404,7918,174,5,5,60,120,1,2,,2,72,07,03,10,08,047,17,7,8,161,3,42,0593,43,493,999,2,2,156,128,,4,2,
77WN00646,77431755,77,2,1755,43,4,42,922,0662,,1,2,60,120,1,1,,3,77,08,03,08,06,041,27,4,5,145,3,43,0248,43,543,898,3,2,137,118,,2,1,
77WN00647,77431756,77,2,1756,43,4,43,432,7648,,3,5,59,119,1,1,,3,35,06,03,15,11,047,2,4,5,173,3,42,0861,43,201,975,6,5,134,111,,4,3,
77WN00648,77431758,77,2,1758,43,4,41,411,9296,,5,3,60,120,3,1,,1,80,09,03,09,08,051,4,8,9,150,3,42,1111,43,569,858,6,2,154,117,,3,2,
77WN00649,77431759,77,2,1759,43,4,41,411,9296,,5,3,60,120,1,1,,2,72,07,03,09,07,048,1,4,5,150,3,42,1111,43,523,858,6,2,151,92,,3,2,
77WN00650,77431760,77,1,1760,43,4,42,952,6198,221,1,6,60,120,1,1,,1,82,07,03,09,08,045,17,6,8,134,3,42,0730,43,575,800,3,2,147,130,,4,1,
77WN00651,77431761,77,2,1761,43,4,40,404,0098,,4,2,55,115,1,1,02,1,46,11,03,11,10,031,10,5,6,,3,43,0593,43,332,,2,9,,78,92,2,3,
77WN00652,77431762,77,2,1762,43,4,40,404,0098,,5,2,60,120,1,1,,2,60,11,03,13,10,038,23,8,9,155,3,43,0593,43,421,850,2,2,128,95,92,2,2,
77WN00653,77431763,77,1,1763,43,4,43,434,6921,127,5,6,59,119,1,1,,1,57,13,03,10,09,046,1,6,8,156,3,42,1233,43,388,942,6,5,124,108,,4,2,
77WN00654,77431764,77,1,1764,43,4,43,434,6921,131,5,6,59,119,1,1,,2,58,12,03,10,09,044,1,6,8,156,3,42,1233,43,385,942,6,5,128,122,,4,2,
77WN00655,77431766,77,1,1766,43,4,41,412,7234,124,3,5,60,120,1,1,,1,56,08,03,11,10,043,27,5,6,0,3,42,1037,43,358,0,6,2,132,130,93,4,3,
77WN00656,77431769,77,2,1769,43,4,41,411,9639,,5,3,60,120,1,1,,2,69,06,03,10,07,044,19,4,6,167,3,42,1111,43,495,1119,6,2,153,96,,3,2,
77WN00657,77431770,77,2,1770,43,4,41,411,9639,,5,3,60,120,1,1,,1,66,05,03,11,08,043,7,5,6,167,3,42,1111,43,484,1119,6,2,155,79,,3,2,
77WN00658,77431771,77,2,1771,43,4,40,404,8917,,5,4,60,120,1,1,,1,71,08,03,10,08,049,13,6,8,146,3,42,0593,43,489,1083,2,2,147,123,,4,2,
77WN00659,77431772,77,2,1772,43,4,40,404,8917,,5,4,60,120,1,1,,2,80,09,03,08,08,055,3,6,8,146,3,42,0593,43,578,1083,2,2,154,107,,4,2,
77WN00660,77431773,77,2,1773,43,4,42,892,7202,,5,5,60,120,1,1,,1,70,10,03,10,08,048,26,3,4,161,3,42,0309,43,500,1095,3,2,138,100,,4,2,
77WN00661,77431774,77,1,1774,43,4,42,892,7202,189,5,5,60,120,1,2,,1,73,07,03,08,07,041,9,5,6,161,3,42,0309,43,531,1095,3,2,149,93,,4,2,
77WN00662,77431775,77,1,1775,43,4,40,404,7782,122,3,5,61,121,1,3,,1,62,11,03,10,10,042,11,5,6,161,3,42,0593,43,388,1052,2,3,126,151,10,4,3,
77WN00663,77431776,77,1,1776,43,4,43,435,8912,140,5,4,59,119,1,1,,1,61,13,03,10,09,036,2,3,5,161,3,42,1081,43,426,977,6,5,121,103,,4,2,
77WN00664,77431777,77,1,1777,43,4,43,435,8912,171,5,4,59,119,1,1,,1,61,13,03,10,09,041,2,2,3,161,3,42,1081,43,420,977,6,5,125,110,,4,2,
77WN00665,77431779,77,1,1779,43,4,40,402,7633,146,5,5,60,120,1,2,,1,68,09,03,10,10,035,11,5,6,161,3,42,0268,43,488,1060,2,2,138,95,,4,2,
77WN00666,77431780,77,1,1780,43,4,40,402,7633,180,5,5,60,120,1,1,,1,77,06,03,09,08,043,24,5,6,161,3,42,0268,43,541,1060,2,2,164,121,,4,2,
77WN00667,77431782,77,2,1782,43,4,41,412,8033,,3,5,59,119,1,1,,1,70,06,03,09,07,038,11,2,4,148,3,42,1037,43,498,672,6,2,140,107,10,4,3,
77WN00668,77431783,77,2,1783,43,4,40,402,4912,,3,7,59,119,1,1,,2,93,05,03,07,06,049,4,4,5,138,3,42,0268,43,680,883,2,2,175,121,10,5,3,
77WN00669,77431784,77,1,1784,43,4,42,892,0298,159,1,2,59,119,1,2,,2,82,06,04,10,07,036,21,3,4,145,3,43,0309,43,587,898,3,2,148,121,93,2,1,
77WN00670,77431785,77,2,1785,43,4,41,413,8938,,3,4,59,119,1,1,,1,74,04,03,10,08,035,10,3,5,146,3,42,0765,43,522,938,6,2,154,119,,4,3,
77WN00671,77431787,77,2,1787,43,4,41,413,6397,,5,6,59,119,1,1,,1,73,05,03,09,07,039,26,4,6,156,3,42,0765,43,512,1267,6,2,157,121,,4,2,
77WN00672,77431788,77,1,1788,43,4,41,413,6397,190,5,6,59,119,1,2,,2,84,06,03,10,06,038,24,5,6,156,3,42,0765,43,593,1267,6,2,163,134,,4,2,
77WN00673,77431789,77,1,1789,43,4,42,892,5678,105,5,7,59,119,1,1,,1,47,16,03,15,11,031,14,6,7,178,3,42,0309,43,317,881,3,2,87,93,93,5,2,
77WN00674,77431790,77,1,1790,43,4,42,892,5678,192,5,7,59,119,1,1,,1,83,12,03,08,06,045,5,4,5,178,3,42,0309,43,608,881,3,2,138,106,,5,2,
77WN00675,77431791,77,2,1791,43,4,43,434,6389,,3,6,58,118,1,1,,3,63,06,03,09,09,046,2,7,8,156,3,42,1233,43,462,856,6,5,156,85,,4,3,
77WN00676,77431793,77,2,1793,43,4,42,942,7485,,5,5,58,118,1,1,,3,47,13,03,11,09,043,2,4,5,136,3,42,0047,43,316,897,3,5,109,97,23,4,2,
77WN00677,77431794,77,1,1794,43,4,42,942,7485,133,5,5,58,118,1,4,,5,56,15,03,09,09,038,2,2,5,136,3,42,0047,43,388,897,3,5,108,102,93,4,2,
77WN00678,77431797,77,1,1797,43,4,40,403,9780,143,5,3,59,119,1,2,,2,82,06,03,09,08,037,25,5,7,150,3,42,0092,43,580,951,2,2,168,130,,3,2,
77WN00679,77431798,77,2,1798,43,4,40,403,9780,,5,3,59,119,1,1,,1,69,07,03,09,09,040,11,5,6,150,3,42,0092,43,493,951,2,2,150,103,,3,2,
77WN00680,77431800,77,2,1800,43,4,42,812,4638,,3,7,59,119,1,1,,1,68,08,03,09,07,055,13,6,7,158,3,42,0712,43,485,894,3,2,144,103,,5,3,
77WN00681,77431803,77,1,1803,43,4,43,434,0703,,4,2,54,114,1,2,02,1,62,07,03,11,09,032,10,4,5,,3,43,1233,43,446,,6,9,,112,40,2,3,
77WN00682,77431806,77,1,1806,43,4,40,403,9477,154,3,3,60,120,1,1,,2,75,14,03,11,08,035,13,3,4,150,3,42,0092,43,529,898,2,3,117,115,,3,3,
77WN00683,77431807,77,2,1807,43,4,41,412,9863,,5,3,59,119,1,1,,2,44,05,03,12,11,037,2,5,6,167,3,42,1037,43,307,955,6,2,137,75,92,3,2,
77WN00684,77431808,77,1,1808,43,4,41,412,9863,230,5,3,59,119,1,1,,2,70,08,03,10,08,036,10,3,4,167,3,42,1037,43,516,955,6,2,144,86,10,3,2,
77WN00685,77431810,77,1,1810,43,4,42,862,7791,171,3,5,59,119,1,1,,1,81,10,12,10,07,037,17,5,6,161,3,42,0354,43,580,834,3,2,100,120,,4,3,
77WN00686,77431812,77,1,1812,43,4,40,402,7340,120,3,5,59,119,1,1,,1,58,08,03,11,09,040,18,5,6,148,3,42,0268,43,399,659,2,2,128,105,93,4,3,
77WN00687,77431814,77,1,1814,43,4,43,432,6283,75,3,6,57,117,1,2,,1,40,12,03,13,11,038,1,4,5,134,3,42,0861,43,238,866,6,5,106,122,93,4,3,
77WN00688,77431815,77,2,1815,43,4,43,434,4967,,5,7,57,117,1,1,,1,57,08,03,09,08,045,2,6,8,178,3,42,1233,43,391,1149,6,5,147,113,,5,2,
77WN00689,77431816,77,1,1816,43,4,43,434,4967,84,5,7,57,117,1,2,,3,34,14,03,15,12,029,1,6,8,178,3,42,1233,43,203,1149,6,5,98,103,93,5,2,
77WN00690,77431819,77,1,1819,43,4,42,842,9137,117,3,4,58,118,1,1,,1,58,15,03,11,09,044,15,6,8,161,3,42,0702,43,418,1002,3,2,96,87,,4,3,
77WN00691,77431820,77,2,1820,43,4,42,842,9137,,3,4,59,119,1,1,,1,56,12,03,08,07,050,19,7,8,161,3,42,0702,43,410,1002,3,3,112,72,93,4,3,
77WN00692,77431821,77,1,1821,43,4,42,832,9620,205,1,3,58,118,1,1,,2,92,06,03,08,06,047,16,4,5,133,3,42,0413,43,697,902,3,2,161,97,,3,1,
77WN00693,77431823,77,2,1823,43,4,40,403,7691,,3,5,58,118,1,1,,1,83,07,03,08,07,042,23,5,8,148,3,42,0092,43,624,913,2,2,153,94,,4,3,
77WN00694,77431824,77,2,1824,43,4,40,401,5344,,3,7,58,118,1,1,,1,60,09,03,11,09,040,6,6,8,148,3,42,0099,43,423,943,2,2,125,101,92,5,3,
77WN00695,77431826,77,2,1826,43,4,42,802,4543,,3,7,59,119,1,1,,2,62,04,03,10,07,040,5,5,6,128,3,42,0461,43,445,784,3,3,153,90,,5,3,
77WN00696,77431828,77,2,1828,43,4,40,401,9338,,3,3,58,118,1,1,,1,90,07,03,09,06,052,23,7,8,150,3,42,0099,43,670,893,2,2,167,109,,3,3,
77WN00697,77431830,77,2,1830,43,4,41,412,7365,,5,5,58,118,1,1,,1,69,05,03,09,08,048,22,5,6,148,3,42,1037,43,480,1068,6,2,162,124,10,4,2,
77WN00698,77431831,77,2,1831,43,4,41,412,7365,,5,5,58,118,1,1,,2,69,08,03,08,07,049,8,5,8,148,3,42,1037,43,481,1068,6,2,143,122,,4,2,
77WN00699,77431832,77,1,1832,43,4,40,403,7076,210,1,5,58,118,1,1,,2,97,09,12,09,06,043,6,5,7,148,3,42,0092,43,703,1052,2,2,111,140,10,4,1,
77WN00700,77431833,77,1,1833,43,4,43,432,0389,89,3,2,57,117,1,1,,1,38,06,03,14,10,035,2,4,6,155,3,43,0861,43,251,928,6,5,137,86,93,2,3,
77WN00701,77431834,77,1,1834,43,4,43,432,0389,175,3,2,57,117,1,1,,1,62,09,03,10,09,038,1,3,4,155,3,43,0861,43,454,928,6,5,144,89,,2,3,
