UID,IDLAMB,YR,SEX,ETAG,LBRD,LB1,LINE,BPEN,DAM,TESTE,TBRE,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,MENB,LB2,DBRD,SIRE,SBRD,ADG,MELW,TM,BAND,IDX,BRWT,CAUSE,CADAM,CTBR,ABN
77WN00001,77190581,77,2,0581,19,1,13,133,7847,,7,4,72,132,1,1,,2,84,05,03,09,08,030,8,2,3,153,9,18,9685,18,552,787,6,1,152,112,,4,3,
77WN00002,77190582,77,2,0582,19,1,13,133,7847,,7,4,69,129,1,1,,1,46,07,03,12,11,038,2,4,5,153,9,18,9685,18,309,787,6,4,130,62,92,4,3,
77WN00003,77190583,77,2,0583,19,1,11,111,8415,,1,3,72,132,1,1,,3,81,09,03,09,07,045,31,2,3,144,9,18,9990,18,533,969,6,1,138,106,,3,1,
77WN00004,77190584,77,1,0584,19,1,10,102,8555,176,1,3,72,132,1,4,,1,82,06,03,10,08,041,32,3,5,127,9,18,9274,18,546,697,2,1,152,99,93,3,1,
77WN00005,77190585,77,1,0585,19,1,11,111,7449,70,5,4,72,132,1,2,,1,50,07,03,10,09,033,8,2,3,153,9,18,9990,18,311,861,6,1,119,90,93,4,2,
77WN00006,77190586,77,2,0586,19,1,11,111,7449,,5,4,72,132,1,1,,2,80,10,03,10,08,042,29,2,3,153,9,18,9990,18,537,861,6,1,140,91,,4,2,
77WN00007,77190587,77,1,0587,19,1,11,112,9487,233,1,2,72,132,1,2,,2,91,12,03,10,09,032,2,2,4,136,9,18,9894,18,605,797,6,1,129,112,93,2,1,
77WN00008,77190588,77,1,0588,19,1,11,114,7450,185,5,4,72,132,1,4,,2,77,08,03,09,09,034,14,2,4,138,9,18,9874,18,491,774,6,1,141,122,93,4,2,
77WN00009,77190589,77,1,0589,19,1,11,114,7450,208,5,4,72,132,1,2,,2,77,10,03,11,08,043,29,5,6,138,9,18,9874,18,505,774,6,1,136,103,93,4,2,
77WN00010,77190590,77,2,0590,19,1,11,111,6013,,5,6,72,132,3,1,,1,73,10,03,09,08,047,14,4,5,159,9,18,9990,18,478,843,6,1,136,99,,4,2,
77WN00011,77190591,77,1,0591,19,1,11,111,6013,231,5,6,72,132,1,2,,2,80,11,03,09,08,038,5,3,4,159,9,18,9990,18,515,843,6,1,129,120,,4,2,
77WN00012,77190592,77,2,0592,19,1,12,950,4929,,5,7,72,132,1,1,,1,55,15,03,11,10,038,15,2,3,143,9,18,9359,18,349,826,3,1,96,89,,5,2,
77WN00013,77190593,77,2,0593,19,1,12,950,4929,,5,7,72,132,1,1,,2,62,08,03,10,09,039,10,5,6,143,9,18,9359,18,401,826,3,1,135,91,93,5,2,
77WN00014,77190594,77,1,0594,19,1,13,132,4353,174,5,7,72,132,1,2,,2,76,07,03,11,09,032,17,2,4,143,9,18,9754,18,504,977,6,1,147,95,93,5,2,
77WN00015,77190595,77,2,0595,19,1,13,132,4353,,5,7,72,132,1,1,,1,61,07,03,10,08,036,5,3,4,143,9,18,9754,18,403,977,6,1,134,78,,5,2,
77WN00016,77190596,77,1,0596,19,1,13,133,5225,221,5,6,71,131,1,2,,2,84,06,03,09,08,036,8,3,4,159,9,18,9685,18,550,1030,6,1,157,120,,4,2,
77WN00017,77190597,77,2,0597,19,1,13,133,5225,,5,6,71,131,1,1,,1,69,05,03,10,07,034,4,4,5,159,9,18,9685,18,454,1030,6,1,146,95,,4,2,
77WN00018,77190598,77,1,0598,19,1,13,132,5293,156,1,6,71,131,1,1,,3,83,06,03,10,08,048,20,3,4,148,9,18,9754,18,535,827,6,1,151,129,,4,1,
77WN00019,77190599,77,1,0599,19,1,12,850,9417,168,1,2,71,131,1,4,,1,74,08,03,10,08,041,31,2,3,136,9,18,9389,18,476,767,3,1,136,116,93,2,1,
77WN00020,77190600,77,2,0600,19,1,10,103,5853,,5,6,71,131,3,1,,3,66,09,03,10,09,030,32,5,6,148,9,18,9149,18,427,821,2,1,126,101,,4,2,
77WN00021,77190601,77,2,0601,19,1,10,103,5853,,5,6,71,131,1,1,,1,66,07,03,11,09,032,24,3,4,148,9,18,9149,18,423,821,2,1,137,106,,4,2,
77WN00022,77190602,77,2,0602,19,1,10,104,4732,,1,7,71,131,1,1,,2,96,08,06,09,08,046,6,3,5,133,9,18,9212,18,628,967,2,1,147,137,,5,1,
77WN00023,77190604,77,2,0604,19,1,11,113,5396,,3,6,71,131,1,3,,3,71,11,03,10,09,036,9,2,4,181,9,18,9882,18,469,690,6,1,116,96,,4,3,
77WN00024,77190605,77,1,0605,19,1,12,900,7453,143,3,4,71,131,1,5,,1,55,09,03,12,10,033,22,3,4,167,9,18,9045,18,344,769,3,1,114,100,93,4,3,
77WN00025,77190607,77,1,0607,19,1,13,133,9308,221,1,2,71,131,1,4,,1,84,06,03,09,08,035,6,4,5,136,9,18,9685,18,550,783,6,1,151,120,,2,1,
77WN00026,77190608,77,2,0608,19,1,11,112,8214,,5,3,71,131,2,1,,2,67,08,03,09,08,041,16,3,5,144,9,18,9894,18,440,916,6,1,142,93,,3,2,
77WN00027,77190609,77,1,0609,19,1,11,112,8214,154,5,3,71,131,1,2,,2,66,09,03,10,09,033,15,2,4,144,9,18,9894,18,422,916,6,1,131,107,93,3,2,
77WN00028,77190610,77,2,0610,19,1,11,113,4164,,1,7,71,131,1,3,,1,87,09,03,09,07,053,33,2,3,143,9,18,9882,18,551,887,6,1,147,148,,5,1,
77WN00029,77190611,77,2,0611,19,1,12,920,5247,,5,6,71,131,1,1,,1,68,07,03,10,08,050,25,3,4,170,9,18,9245,18,446,852,3,1,149,96,,4,2,
77WN00030,77190612,77,1,0612,19,1,12,920,5247,242,5,6,71,131,1,2,,1,73,09,03,10,09,042,24,4,5,170,9,18,9245,18,487,852,3,1,138,92,,4,2,
77WN00031,77190613,77,1,0613,19,1,11,114,8255,170,5,3,71,131,1,1,,1,74,06,03,10,10,035,5,4,5,161,9,18,9874,18,487,897,6,1,158,102,,3,2,
77WN00032,77190614,77,2,0614,19,1,11,114,8255,,5,3,71,131,1,1,,1,58,09,03,12,10,035,27,2,4,161,9,18,9874,18,358,897,6,1,130,111,92,3,2,
77WN00033,77190615,77,1,0615,19,1,10,104,9046,138,3,2,73,133,1,2,,1,72,08,03,11,08,032,8,4,7,146,9,18,9212,18,485,853,2,2,140,75,93,2,3,
77WN00034,77190616,77,1,0616,19,1,10,104,9046,198,3,2,71,131,1,2,,1,86,07,03,11,07,034,32,4,5,146,9,18,9212,18,580,853,2,1,156,100,,2,3,
77WN00035,77190618,77,2,0618,19,1,13,134,6019,,3,6,71,131,1,1,,2,84,05,03,08,07,033,5,2,4,159,9,18,0175,19,564,767,6,1,151,101,,4,3,
77WN00036,77190619,77,2,0619,19,1,11,113,8362,,5,3,71,131,1,2,,1,63,08,03,10,09,042,12,2,3,161,9,18,9882,18,401,904,6,1,142,105,,3,2,
77WN00037,77190620,77,2,0620,19,1,11,113,8362,,5,3,71,131,1,3,,1,62,07,03,08,09,042,1,2,4,161,9,18,9882,18,405,904,6,1,145,89,92,3,2,
77WN00038,77190623,77,2,0623,19,1,11,111,9173,,5,2,73,133,1,3,,1,59,11,03,12,10,035,4,4,5,146,9,18,9990,18,386,847,6,2,126,77,92,2,2,
77WN00039,77190624,77,1,0624,19,1,11,111,9173,182,3,2,71,131,1,2,,1,87,08,08,10,09,034,13,1,2,146,9,18,9990,18,587,847,6,1,138,101,,2,3,
77WN00040,77190626,77,2,0626,19,1,12,950,5544,,1,6,70,130,1,1,,1,84,10,03,10,07,046,30,2,4,115,9,18,9359,18,557,626,3,1,131,116,,4,1,
77WN00041,77190627,77,2,0627,19,1,12,820,8894,,1,2,70,130,1,2,,1,68,10,03,09,08,041,6,3,4,136,9,18,9383,18,452,765,3,1,122,92,,2,1,
77WN00042,77190628,77,1,0628,19,1,10,103,5023,248,5,7,70,130,1,4,,1,86,07,03,10,08,038,24,3,4,143,9,18,9149,18,570,921,2,1,159,119,,5,2,
77WN00043,77190629,77,1,0629,19,1,10,103,5023,205,5,7,70,130,1,2,,1,73,09,03,11,09,037,12,1,2,143,9,18,9149,18,472,921,2,1,138,117,93,5,2,
77WN00044,77190630,77,2,0630,19,1,12,810,3847,,1,8,70,130,1,2,,1,61,09,03,10,10,038,32,3,4,131,9,18,8841,18,381,838,3,1,119,115,92,5,1,
77WN00045,77190632,77,2,0632,19,1,12,910,7454,,5,4,70,130,1,1,,2,60,08,03,12,09,032,22,2,4,138,9,18,9416,18,398,853,3,1,126,83,,4,2,
77WN00046,77190633,77,1,0633,19,1,12,910,7454,165,5,4,70,130,1,5,,2,68,10,04,11,09,034,10,3,4,138,9,18,9416,18,452,853,3,1,119,92,,4,2,
77WN00047,77190634,77,2,0634,19,1,12,930,5339,,1,6,70,130,1,1,,2,74,08,03,10,08,036,1,2,4,137,9,18,9116,18,485,803,3,1,126,109,,4,1,
77WN00048,77190635,77,1,0635,19,1,10,103,5356,193,1,6,72,132,1,3,,6,79,10,03,11,09,038,21,2,3,137,9,18,9149,18,517,823,2,2,126,107,93,4,1,
77WN00049,77190636,77,1,0636,19,1,13,133,5139,189,5,7,70,130,1,3,,1,77,07,03,11,10,032,27,3,4,183,9,18,9685,18,500,998,6,1,151,120,93,5,2,
77WN00050,77190637,77,1,0637,19,1,13,133,5139,165,5,7,70,130,1,2,,1,73,07,03,10,10,028,16,2,4,183,9,18,9685,18,481,998,6,1,144,105,93,5,2,
77WN00051,77190638,77,1,0638,19,1,11,111,8846,122,1,2,70,130,1,3,,1,64,15,03,13,09,029,21,4,5,136,9,18,9990,18,415,747,6,1,86,101,93,2,1,
77WN00052,77190639,77,1,0639,19,1,13,133,6028,235,1,6,72,132,1,4,,2,97,09,04,11,08,043,27,4,5,115,9,18,9685,18,633,799,6,2,146,134,,4,1,
77WN00053,77190640,77,2,0640,19,1,13,134,7273,,5,4,70,130,2,1,,1,78,08,03,09,08,034,4,3,4,167,9,18,0175,19,517,981,6,1,142,108,,4,2,
77WN00054,77190641,77,1,0641,19,1,13,134,7273,167,5,4,70,130,1,4,,1,68,07,03,10,10,030,19,5,6,167,9,18,0175,19,445,981,6,1,138,101,93,4,2,
77WN00055,77190642,77,1,0642,19,1,13,131,5402,188,3,6,70,130,1,4,,4,93,08,03,10,08,037,24,3,4,126,9,18,0050,19,622,692,6,1,154,122,,4,3,
77WN00056,77190644,77,1,0644,19,1,12,850,9134,222,3,2,70,130,1,6,,1,83,14,09,10,07,044,8,2,3,146,9,18,9389,18,554,843,3,1,102,110,,2,3,
77WN00057,77190645,77,2,0645,19,1,12,850,9134,,5,2,72,132,1,4,,1,61,13,03,10,08,038,16,3,4,146,9,18,9389,18,402,843,3,2,114,79,92,2,2,
77WN00058,77190646,77,2,0646,19,1,13,134,8766,,5,3,70,130,1,1,,2,68,08,03,11,09,035,26,5,6,144,9,18,0175,19,445,971,6,1,142,101,,3,2,
77WN00059,77190647,77,2,0647,19,1,13,134,8766,,5,3,70,130,1,1,,1,68,07,03,10,09,038,1,4,5,144,9,18,0175,19,449,971,6,1,149,96,,3,2,
77WN00060,77190648,77,2,0648,19,1,10,104,8818,,1,2,70,130,1,1,,1,71,07,03,09,07,040,18,3,4,136,9,18,9212,18,465,773,2,1,137,105,,2,1,
77WN00061,77190649,77,1,0649,19,1,13,131,9404,228,1,2,70,130,1,5,,1,86,09,03,09,08,039,2,2,4,136,9,18,0050,19,565,787,6,1,141,125,,2,1,
77WN00062,77190650,77,1,0650,19,1,11,112,8927,208,1,2,69,129,1,2,,2,71,07,03,11,09,031,19,2,3,136,9,18,9894,18,472,761,6,1,134,101,10,2,1,
77WN00063,77190651,77,1,0651,19,1,10,103,8576,232,1,3,69,129,1,2,,2,98,11,03,09,08,041,17,5,6,144,9,18,9149,18,656,833,2,1,142,134,,3,1,
77WN00064,77190652,77,1,0652,19,1,13,133,7660,102,5,4,66,126,1,1,,1,42,09,03,14,11,027,7,5,6,153,9,18,9685,18,287,910,6,4,114,59,93,4,2,
77WN00065,77190653,77,1,0653,19,1,13,133,7660,130,5,4,66,126,1,2,,1,56,06,03,12,10,030,7,4,5,153,9,18,9685,18,399,910,6,4,143,57,93,4,2,
77WN00066,77190654,77,1,0654,19,1,13,134,8967,241,1,2,69,129,1,2,,1,76,07,03,08,08,041,1,2,4,136,9,18,0175,19,519,767,6,1,142,90,,2,1,
77WN00067,77190655,77,1,0655,19,1,13,134,5282,211,5,6,69,129,1,1,,2,74,08,03,09,09,038,5,5,8,159,9,18,0175,19,484,890,6,1,141,115,93,4,2,
77WN00068,77190656,77,1,0656,19,1,13,134,5282,220,5,6,69,129,1,1,,2,69,08,03,10,09,039,8,2,4,159,9,18,0175,19,454,890,6,1,137,104,93,4,2,
77WN00069,77190657,77,2,0657,19,1,10,103,7545,,1,4,69,129,1,1,,1,90,06,03,07,07,047,14,4,5,138,9,18,9149,18,603,870,2,1,157,122,,4,1,
77WN00070,77190658,77,2,0658,19,1,11,114,9486,,1,2,69,129,1,1,,1,76,07,04,08,07,038,1,3,4,136,9,18,9874,18,522,781,6,1,137,87,,2,1,
77WN00071,77190659,77,2,0659,19,1,13,133,8754,,1,3,69,129,1,1,,5,90,06,03,08,07,037,1,2,3,127,9,18,9685,18,609,662,6,1,156,114,93,3,1,
77WN00072,77190660,77,1,0660,19,1,11,111,6568,345,1,5,69,129,1,2,,2,94,06,03,08,07,038,15,3,4,143,9,18,9990,18,642,1034,6,1,152,112,,4,1,
77WN00073,77190662,77,2,0662,19,1,11,112,4977,,3,7,69,129,1,1,,2,80,09,03,09,07,039,32,3,4,123,9,18,9894,18,538,821,6,1,135,106,,5,3,
77WN00074,77190663,77,1,0663,19,1,12,830,6499,179,1,5,69,129,1,6,,2,72,09,03,10,09,036,31,1,2,118,9,18,9133,18,468,688,3,1,120,116,,4,1,
77WN00075,77190664,77,2,0664,19,1,10,101,9338,,1,2,69,129,1,1,,1,79,10,03,11,07,035,24,2,4,136,9,18,9297,18,534,791,2,1,127,101,,2,1,
77WN00076,77190665,77,2,0665,19,1,10,102,8439,,5,3,69,129,1,1,,3,69,06,03,09,08,043,1,4,5,144,9,18,9274,18,460,932,2,1,156,96,,3,2,
77WN00077,77190666,77,2,0666,19,1,10,102,8439,,5,3,69,129,1,1,,1,63,05,03,11,09,038,15,4,5,144,9,18,9274,18,415,932,2,1,154,95,,3,2,
77WN00078,77190668,77,1,0668,19,1,11,111,5916,,4,6,66,126,1,4,07,2,75,10,03,11,09,038,10,3,4,,9,18,9990,18,498,,6,9,,123,93,4,3,
77WN00079,77190669,77,1,0669,19,1,10,102,4826,228,1,7,69,129,1,4,,2,87,06,03,09,08,038,29,3,4,123,9,18,9274,18,591,642,2,1,151,107,,5,1,
77WN00080,77190670,77,1,0670,19,1,13,131,7401,133,5,4,69,129,1,4,,2,66,10,03,09,09,037,14,3,4,153,9,18,0050,19,451,966,6,1,123,78,93,4,2,
77WN00081,77190671,77,1,0671,19,1,13,131,7401,154,5,4,69,129,1,2,,1,82,09,03,08,08,040,13,3,4,153,9,18,0050,19,553,966,6,1,143,106,,4,2,
77WN00082,77190672,77,1,0672,19,1,13,134,8091,190,8,3,69,129,1,1,,2,70,09,03,10,09,031,21,3,4,178,9,18,0175,19,475,1018,6,1,134,87,93,3,2,
77WN00083,77190673,77,1,0673,19,1,13,134,8091,208,8,3,69,129,1,1,,1,67,08,03,10,09,030,22,4,5,178,9,18,0175,19,453,1018,6,1,135,85,,3,2,
77WN00084,77190674,77,2,0674,19,1,13,134,8091,,7,3,69,129,1,1,,1,82,06,03,10,07,035,18,2,3,178,9,18,0175,19,572,1018,6,1,152,82,,3,3,
77WN00085,77190675,77,1,0675,19,1,11,111,8431,243,5,3,69,129,1,1,,1,93,11,03,10,07,042,20,2,4,161,9,18,9990,18,650,1034,6,1,149,91,,3,2,
77WN00086,77190676,77,1,0676,19,1,11,111,8431,203,5,3,69,129,1,4,,1,94,15,10,10,07,040,27,2,4,161,9,18,9990,18,653,1034,6,1,103,98,93,3,2,
77WN00087,77190677,77,1,0677,19,1,13,131,9286,250,3,2,71,131,1,6,,2,94,09,12,10,08,037,3,2,4,146,9,18,0050,19,663,717,6,2,127,71,,2,3,
77WN00088,77190679,77,1,0679,19,1,13,134,8373,243,1,3,69,129,1,4,,2,91,08,05,11,08,033,26,2,4,127,9,18,0175,19,617,858,6,1,138,114,,3,1,
77WN00089,77190680,77,2,0680,19,1,10,104,7777,,3,4,72,132,1,1,,1,85,09,03,09,07,039,12,4,5,124,9,18,9212,18,547,776,2,3,148,128,,4,3,
77WN00090,77190681,77,1,0681,19,1,12,840,6797,216,5,5,69,129,1,6,,1,80,12,03,11,08,045,12,3,4,156,9,18,8854,18,547,974,3,1,130,95,,4,2,
77WN00091,77190682,77,2,0682,19,1,12,840,6797,,5,5,69,129,1,4,,2,68,10,03,11,08,046,20,2,3,156,9,18,8854,18,457,974,3,1,131,90,,4,2,
77WN00092,77190683,77,1,0683,19,1,10,101,7788,235,5,4,69,129,1,2,,1,75,07,03,12,07,044,31,3,4,153,9,18,9297,18,496,759,2,1,147,110,93,4,2,
77WN00093,77190684,77,1,0684,19,1,10,101,7788,161,5,4,69,129,1,2,,1,76,07,03,10,09,041,20,4,5,153,9,18,9297,18,509,759,2,1,151,104,,4,2,
77WN00094,77190686,77,2,0686,19,1,12,930,7760,,8,4,69,129,1,1,,2,56,14,03,11,09,038,1,4,5,167,9,18,9116,18,375,938,3,1,96,76,92,4,2,
77WN00095,77190687,77,1,0687,19,1,12,930,7760,178,8,4,69,129,1,2,,4,79,11,03,10,09,038,27,4,5,167,9,18,9116,18,547,938,3,1,132,85,,4,2,
77WN00096,77190689,77,1,0689,19,1,13,134,6971,216,3,5,69,129,1,4,,1,74,10,03,10,09,043,22,5,6,143,9,18,0175,19,483,831,6,1,132,117,93,4,3,
77WN00097,77190690,77,2,0690,19,1,11,114,9150,,1,2,69,129,1,1,,1,76,10,03,09,07,050,20,3,4,136,9,18,9874,18,515,785,6,1,134,96,,2,1,
77WN00098,77190691,77,2,0691,19,1,10,101,8826,,1,2,69,129,1,2,,1,71,09,03,10,06,036,33,3,5,136,9,18,9297,18,460,777,2,1,122,117,,2,1,
77WN00099,77190693,77,2,0693,19,1,12,890,5561,,1,6,68,128,1,1,,3,70,11,03,09,07,047,11,4,5,148,9,18,9191,18,461,970,3,1,113,110,92,4,1,
77WN00100,77190694,77,2,0694,19,1,11,113,5957,,5,6,68,128,1,1,,2,66,09,03,10,08,039,33,5,6,159,9,18,9882,18,436,973,6,1,130,102,,4,2,
77WN00101,77190695,77,1,0695,19,1,11,113,5957,184,5,6,68,128,1,7,,1,73,07,03,10,09,038,28,1,2,159,9,18,9882,18,486,973,6,1,146,108,93,4,2,
77WN00102,77190697,77,1,0697,19,1,13,132,8931,201,3,2,68,128,1,4,,1,81,05,03,09,08,039,1,3,5,146,9,18,9754,18,550,779,6,1,166,106,,2,3,
77WN00103,77190698,77,2,0698,19,1,12,890,7044,,1,5,68,128,1,2,,2,71,10,03,09,07,051,10,2,3,143,9,18,9191,18,477,776,3,1,121,99,,4,1,
77WN00104,77190699,77,2,0699,19,1,10,101,8035,,1,3,68,128,1,1,,1,72,07,03,09,08,044,18,2,3,127,9,18,9297,18,470,789,2,1,141,119,,3,1,
77WN00105,77190700,77,2,0700,19,1,13,133,4445,,3,7,68,128,1,1,,1,78,07,03,10,08,042,30,3,4,113,9,18,9685,18,509,701,6,1,148,129,,5,3,
77WN00106,77190701,77,2,0701,19,1,10,102,7281,,3,4,68,128,1,1,,1,70,06,03,10,09,035,18,3,4,138,9,18,9274,18,469,699,2,1,140,100,,4,3,
77WN00107,77190704,77,1,0704,19,1,12,800,7304,139,3,4,68,128,1,2,,2,72,16,03,12,09,031,3,2,4,153,9,18,9126,18,506,827,3,1,91,72,93,4,3,
77WN00108,77190705,77,1,0705,19,1,10,102,4242,188,5,7,68,128,1,4,,1,78,06,03,10,09,038,12,5,6,163,9,18,9274,18,526,1000,2,1,158,107,,5,2,
77WN00109,77190706,77,2,0706,19,1,10,102,4242,,5,7,68,128,1,1,,1,66,06,03,09,09,032,15,3,4,163,9,18,9274,18,428,1000,2,1,145,112,,5,2,
77WN00110,77190707,77,1,0707,19,1,12,880,7034,186,5,5,68,128,1,6,,2,79,07,03,11,08,038,19,4,5,156,9,18,9393,18,534,1041,3,1,149,107,,4,2,
77WN00111,77190708,77,1,0708,19,1,12,880,7034,209,5,5,68,128,1,2,,6,66,12,03,11,09,034,6,3,4,156,9,18,9393,18,440,1041,3,1,111,97,93,4,2,
77WN00112,77190709,77,2,0709,19,1,13,132,7154,,3,5,68,128,1,1,,1,69,06,03,10,08,041,31,4,5,143,9,18,9754,18,459,842,6,1,140,102,,4,3,
77WN00113,77190711,77,2,0711,19,1,13,133,6578,,5,5,68,128,1,1,,1,64,05,03,10,08,039,26,3,4,118,9,18,9685,18,418,746,6,1,148,105,,4,2,
77WN00114,77190712,77,1,0712,19,1,13,133,6578,160,5,5,68,128,1,4,,1,66,06,03,11,09,035,28,2,3,118,9,18,9685,18,435,746,6,1,142,103,93,4,2,
77WN00115,77190713,77,1,0713,19,1,11,112,9211,143,5,2,68,128,1,3,,1,68,07,03,10,09,033,9,3,4,146,9,18,9894,18,452,877,6,1,145,101,93,2,2,
77WN00116,77190714,77,2,0714,19,1,11,112,9211,,5,2,68,128,1,1,,1,61,06,03,10,08,044,30,3,4,146,9,18,9894,18,409,877,6,1,152,86,,2,2,
77WN00117,77190715,77,1,0715,19,1,10,102,8780,94,1,3,71,131,1,1,,1,48,06,03,14,11,038,12,5,6,127,9,18,9274,18,275,754,2,3,136,120,10,3,1,
77WN00118,77190716,77,1,0716,19,1,12,860,9178,93,5,2,70,130,1,2,,1,56,16,03,14,10,027,19,3,4,146,9,18,9141,18,361,855,3,2,90,91,,2,2,
77WN00119,77190717,77,2,0717,19,1,12,860,9178,,5,2,70,130,1,1,,2,66,15,03,11,09,038,1,3,4,146,9,18,9141,18,439,855,3,2,112,89,92,2,2,
77WN00120,77190718,77,1,0718,19,1,13,133,5649,247,3,6,68,128,1,6,,1,86,07,03,08,08,038,15,2,4,126,9,18,9685,18,570,688,6,1,152,130,,4,3,
77WN00121,77190719,77,2,0719,19,1,11,113,8291,,1,3,68,128,1,3,,2,59,07,03,11,08,041,18,1,2,144,9,18,9882,18,401,822,6,1,127,77,92,3,1,
77WN00122,77190720,77,2,0720,19,1,11,113,8793,,1,3,68,128,1,1,,1,81,07,03,08,08,038,21,4,5,127,9,18,9882,18,547,828,6,1,146,110,,3,1,
77WN00123,77190721,77,1,0721,19,1,12,860,8591,235,1,3,68,128,1,3,,2,92,10,04,11,08,031,21,2,3,127,9,18,9141,18,626,655,3,1,131,119,,3,1,
77WN00124,77190722,77,1,0722,19,1,13,134,7507,193,5,4,68,128,1,4,,2,73,12,03,11,10,036,13,4,5,138,9,18,0175,19,498,889,6,1,122,93,93,4,2,
77WN00125,77190723,77,1,0723,19,1,13,134,7507,218,5,4,68,128,1,2,,2,65,10,03,10,09,034,25,2,4,138,9,18,0175,19,438,889,6,1,120,90,93,4,2,
77WN00126,77190724,77,2,0724,19,1,12,800,8195,,5,3,68,128,1,1,,1,53,06,03,11,09,032,21,3,4,161,9,18,9126,18,339,981,3,1,135,96,,3,2,
77WN00127,77190725,77,2,0725,19,1,12,800,8195,,5,3,68,128,1,1,,1,65,07,03,10,09,037,8,2,3,161,9,18,9126,18,420,981,3,1,145,112,,3,2,
77WN00128,77190726,77,2,0726,19,1,10,101,8465,,3,3,68,128,1,1,,1,79,06,03,08,07,044,3,4,6,144,9,18,9297,18,541,904,2,1,155,98,,3,3,
77WN00129,77190727,77,2,0727,19,1,10,101,8465,,5,3,68,128,1,1,,1,60,07,03,11,09,039,28,3,4,144,9,18,9297,18,397,904,2,1,142,92,92,3,2,
77WN00130,77190728,77,2,0728,19,1,12,900,8324,,3,3,70,130,1,1,,1,63,10,03,11,08,035,25,3,4,127,9,18,9045,18,398,861,3,2,119,112,92,3,3,
77WN00131,77190729,77,1,0729,19,1,11,113,7248,172,3,5,68,128,1,4,,1,75,14,03,10,09,035,1,4,5,156,9,18,9882,18,498,774,6,1,107,112,93,4,3,
77WN00132,77190730,77,2,0730,19,1,11,113,7248,,5,5,70,130,1,1,,1,64,10,03,11,09,038,23,3,4,156,9,18,9882,18,419,774,6,2,127,95,92,4,2,
77WN00133,77190731,77,2,0731,19,1,10,104,5761,,5,6,68,128,1,1,,1,70,08,03,09,07,041,17,3,4,137,9,18,9212,18,455,1015,2,1,137,118,,4,2,
77WN00134,77190732,77,2,0732,19,1,10,104,5761,,5,6,68,128,1,1,,1,84,06,03,08,07,043,30,4,5,137,9,18,9212,18,574,1015,2,1,162,105,,4,2,
77WN00135,77190733,77,2,0733,19,1,13,132,8208,,5,3,68,128,1,1,,1,72,09,03,09,09,038,12,2,3,161,9,18,9754,18,493,1000,6,1,143,89,,3,2,
77WN00136,77190734,77,1,0734,19,1,13,132,8208,128,5,3,68,128,1,2,,1,67,07,03,10,10,039,32,3,4,161,9,18,9754,18,441,1000,6,1,149,106,93,3,2,
77WN00137,77190735,77,2,0735,19,1,11,114,7625,,1,4,70,130,1,1,,1,80,11,03,10,07,051,17,5,8,138,9,18,9874,18,533,676,6,2,128,107,,4,1,
77WN00138,77190737,77,1,0737,19,1,00,000,0000,177,3,3,70,130,1,1,00,2,84,15,03,11,09,038,24,3,4,,9,00,0000,00,548,,0,2,,127,93,3,3,
77WN00139,77190738,77,1,0738,19,1,11,112,9420,210,1,2,68,128,1,2,,1,80,07,03,09,08,040,1,2,3,136,9,18,9894,18,546,777,6,1,146,101,,2,1,
77WN00140,77190739,77,1,0739,19,1,13,132,9294,70,5,2,68,128,1,1,,4,62,07,03,10,09,037,23,2,3,146,9,18,9754,18,401,877,6,1,142,107,93,2,2,
77WN00141,77190740,77,2,0740,19,1,13,132,9294,,5,2,68,128,1,1,,1,67,07,03,11,09,039,18,2,3,146,9,18,9754,18,441,877,6,1,152,105,,2,2,
77WN00142,77190741,77,1,0741,19,1,12,880,8952,143,5,2,68,128,1,6,,2,67,11,03,11,10,030,25,2,3,146,9,18,9393,18,433,887,3,1,125,116,93,2,2,
77WN00143,77190742,77,2,0742,19,1,12,880,8952,,5,2,68,128,1,3,,2,67,15,03,11,09,040,13,2,3,146,9,18,9393,18,451,887,3,1,112,93,,2,2,
77WN00144,77190743,77,1,0743,19,1,10,104,6349,212,5,5,70,130,1,3,,2,88,08,03,09,09,039,1,2,3,143,9,18,9212,18,592,972,2,2,158,110,,4,2,
77WN00145,77190744,77,1,0744,19,1,10,104,6349,149,5,5,70,130,1,2,,2,83,06,03,10,09,037,10,4,5,143,9,18,9212,18,558,972,2,2,162,105,,4,2,
77WN00146,77190745,77,1,0745,19,1,11,114,5610,132,3,6,69,129,1,1,,1,70,10,03,12,10,030,22,3,5,126,9,18,9874,18,466,679,6,2,124,99,93,4,3,
77WN00147,77190747,77,2,0747,19,1,12,830,8069,,1,3,69,129,1,1,,1,56,10,03,12,09,035,20,5,8,127,9,18,9133,18,364,745,3,2,110,90,,3,1,
77WN00148,77190748,77,1,0748,19,1,11,113,7371,156,5,4,69,129,1,6,,1,73,09,03,10,08,038,12,3,4,153,9,18,9882,18,488,974,6,2,135,100,93,4,2,
77WN00149,77190749,77,1,0749,19,1,11,113,7371,178,5,4,69,129,1,5,,1,67,12,03,10,08,036,27,2,3,153,9,18,9882,18,453,974,6,2,113,85,93,4,2,
77WN00150,77190750,77,2,0750,19,1,10,104,9705,,1,1,69,129,1,1,,1,75,11,03,10,09,037,2,5,6,136,9,18,9212,18,509,797,2,2,142,94,,1,1,
