UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,ADG,C5758,C5960,LBRD,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
53WN00001,53,1,3789,1,27,270,3079,1,11,34,3,3,78,138,1,7,06,1,72,13,03,06,09,033,12,2,2,1,29,1,2,,457,04,25,11,3,3,,1,5,1,123,90,,1,,0,3
53WN00002,53,2,3791,1,19,190,3317,1,11,30,2,2,77,137,1,4,05,2,70,14,03,06,08,041,12,1,2,2,24,2,2,2,451,05,15,11,1,1,,1,,1,123,82,,1,,0,2
53WN00003,53,1,3792,1,32,320,3499,1,11,23,1,2,77,137,1,4,07,1,60,15,03,11,11,029,13,2,2,1,31,2,2,,365,05,10,11,1,1,,1,1,1,103,100,,3,10,0,2
53WN00004,53,1,3793,1,21,210,2962,1,11,25,3,4,76,136,1,7,09,1,66,15,03,09,10,028,10,2,2,1,20,2,2,,431,06,21,11,3,3,,1,1,1,106,74,,3,10,0,4
53WN00005,53,2,3794,1,27,270,3413,1,11,32,2,2,76,136,1,3,05,1,80,09,03,06,09,041,7,2,2,1,27,2,2,1,525,06,28,11,1,1,,1,,1,161,86,,1,,0,2
53WN00006,53,1,3795,1,20,200,2728,1,11,27,1,5,76,136,1,7,05,1,77,13,03,06,08,033,12,2,2,1,28,3,3,,500,06,23,11,1,1,,1,5,1,120,90,,1,,0,4
53WN00007,53,2,3796,1,34,340,3500,1,11,44,1,2,76,136,4,3,06,1,69,10,03,09,11,035,10,2,3,2,39,5,2,,444,06,35,11,1,1,,1,,1,149,86,,2,40,0,2
53WN00008,53,1,3797,1,32,320,3481,1,11,25,1,2,75,135,1,5,06,1,78,13,03,07,09,035,11,2,2,1,20,2,2,,496,07,13,11,1,1,,1,1,1,131,110,,1,,0,2
53WN00009,53,1,3800,1,27,270,2625,1,11,19,5,5,75,135,1,7,07,1,66,10,03,08,10,031,10,2,2,1,26,3,3,,410,07,20,11,5,2,,1,2,1,136,106,,1,,0,4
53WN00010,53,2,3801,1,27,270,2625,1,11,19,5,5,75,135,1,3,05,1,61,11,04,08,10,031,13,2,2,1,29,3,3,1,375,07,20,11,5,2,,1,,1,126,104,,1,,0,4
53WN00011,53,1,3802,1,20,200,3090,1,11,32,1,3,75,135,1,7,05,1,71,15,04,08,06,037,13,2,4,3,28,4,2,,461,07,23,11,1,1,,1,3,1,100,88,,3,10,0,3
53WN00012,53,1,3803,1,63,560,2677,1,11,,1,5,75,135,1,7,05,1,102,14,07,06,05,039,14,2,2,1,29,2,2,,659,07,18,11,1,1,,6,5,1,117,130,,1,,0,4
53WN00013,53,2,3804,1,63,590,1972,1,11,,5,7,75,135,1,3,05,1,55,12,03,09,11,037,14,2,2,1,24,4,3,,356,07,15,11,5,2,,6,,1,122,70,,2,10,0,5
53WN00014,53,2,3805,1,63,590,1972,1,11,,5,7,75,135,1,3,06,1,65,10,03,07,10,036,10,2,3,2,22,4,3,1,412,07,,11,5,2,,6,,1,139,94,,1,,0,5
53WN00015,53,2,3806,1,19,190,3085,1,11,34,1,3,75,135,1,3,05,1,73,15,03,08,09,041,11,2,2,1,27,2,2,2,462,07,27,11,1,1,,1,,1,120,106,,1,,0,3
53WN00016,53,1,3807,1,32,320,3262,1,11,20,1,3,75,135,1,1,07,6,74,13,03,08,11,027,14,1,2,2,30,2,2,,453,07,00,11,1,1,,1,1,1,120,128,,3,34,0,3
53WN00017,53,2,3808,1,63,610,2799,1,11,,1,4,74,134,1,3,05,1,63,13,04,08,09,039,12,2,2,1,27,2,2,,399,08,28,11,1,1,,6,,1,109,96,,2,10,0,4
53WN00018,53,1,3809,1,20,200,3575,1,11,23,1,2,74,134,1,7,05,1,75,12,03,07,09,032,10,2,3,2,26,4,2,,504,08,24,11,1,1,,1,3,1,131,74,2,1,,0,2
53WN00019,53,1,3810,1,00,610,3515,1,11,,5,2,74,134,1,7,06,1,56,13,03,09,12,031,7,2,2,1,26,3,2,,370,08,27,11,5,2,,0,1,1,120,64,,3,10,0,2
53WN00020,53,2,3811,1,00,610,3515,1,11,,5,2,74,134,1,3,06,1,59,12,03,09,11,033,10,2,2,1,20,3,2,,397,08,27,11,5,2,,0,,1,130,58,,2,10,0,2
53WN00021,53,1,3812,1,19,190,2229,1,11,16,1,6,74,134,1,7,06,1,84,14,06,07,08,037,12,1,2,2,24,2,4,,537,08,,11,1,1,,1,2,1,113,120,,3,10,0,4
53WN00022,53,1,3813,1,27,270,2924,1,11,39,1,4,74,134,1,7,06,1,87,15,04,06,07,031,9,2,2,1,24,3,3,,566,08,42,11,1,1,,1,3,1,116,112,,1,,0,4
53WN00023,53,2,3815,1,23,230,3365,1,11,30,1,2,73,133,1,3,06,1,62,14,03,07,10,039,9,2,2,1,34,2,4,,394,09,30,11,1,1,,1,,1,121,96,,2,12,0,2
53WN00024,53,2,3816,1,32,320,3215,1,11,18,1,3,73,133,1,1,06,1,70,10,03,06,10,036,14,2,2,1,28,2,2,1,456,09,00,11,1,1,,1,,1,139,94,,1,,0,3
53WN00025,53,1,3818,1,34,340,3501,1,11,44,1,2,73,133,4,7,06,1,67,09,03,09,10,030,9,2,2,1,23,2,3,,441,09,35,11,1,1,,1,1,1,144,84,,3,40,0,2
53WN00026,53,1,3819,1,63,600,3309,1,11,,1,2,73,133,1,7,05,1,66,12,05,08,11,033,14,2,2,1,21,2,2,,436,09,34,11,1,1,,6,1,1,117,80,,3,10,0,2
53WN00027,53,2,3820,1,00,620,3216,1,11,,3,3,73,133,1,3,06,1,60,09,04,09,08,040,9,3,4,2,35,5,2,,397,09, 7,11,3,3,,0,,1,129,72,,2,17,0,3
53WN00028,53,2,3822,1,27,270,3292,1,11,35,1,2,73,133,2,5,05,1,69,09,04,09,09,033,14,2,2,1,30,3,2,2,445,09,36,11,1,1,,1,,1,143,98,,1,,0,2
53WN00029,53,1,3823,1,32,320,2758,1,11,19,1,4,73,133,1,5,06,1,100,14,03,05,07,042,13,2,2,1,29,2,3,,665,09,00,11,1,1,,1,5,1,142,116,,1,,0,4
53WN00030,53,1,3824,1,32,320,2902,1,11,20,1,4,73,133,1,4,07,2,95,12,03,06,08,035,11,2,2,1,23,2,2,,626,09,00,11,1,1,,1,2,1,145,118,,1,,0,4
53WN00031,53,2,3825,1,19,190,3411,1,11,30,1,2,73,133,1,3,06,1,63,15,03,07,08,034,13,2,2,1,23,2,2,,417,09,15,11,1,1,,1,,1,108,76,,2,10,0,2
53WN00032,53,1,3826,1,20,200,2500,1,11,26,1,5,73,133,1,7,06,1,66,16,03,08,08,035,14,2,2,1,22,2,3,,424,09,20,11,1,1,,1,2,1,97,96,,3,10,0,4
53WN00033,53,2,3828,1,34,340,2433,1,11,35,3,6,73,133,1,4,05,1,72,11,05,07,09,031,12,2,2,1,19,4,2,1,472,09,29,11,3,3,,1,,1,130,92,,1,,0,4
53WN00034,53,1,3829,1,63,600,2726,1,11,,5,5,72,132,1,7,05,1,80,12,05,07,08,033,10,2,2,1,24,4,2,,535,10,24,11,5,2,,6,2,1,126,94,,3,10,0,4
53WN00035,53,2,3830,1,63,600,2726,1,11,,5,5,72,132,1,3,06,1,60,10,03,08,11,029,14,1,2,2,30,2,3,,397,10,24,11,5,2,,6,,1,133,76,,2,10,0,4
53WN00036,53,2,3831,1,27,270,2714,1,11,23,5,5,72,132,3,3,08,1,68,11,03,09,09,031,12,2,3,2,36,2,2,1,456,10,20,11,5,2,,1,,1,136,78,,1,,0,4
53WN00037,53,2,3832,1,27,270,2714,1,11,23,5,5,72,132,2,3,06,1,50,13,03,09,13,027,12,2,2,1,26,3,2,,317,10,20,11,5,2,,1,,1,116,82,,2,10,0,4
53WN00038,53,1,3833,1,19,190,2242,1,11,17,1,6,72,132,1,7,06,1,84,12,03,06,06,036,14,1,2,2,29,2,4,,552,10,,11,1,1,,1,5,1,129,112,,1,,0,4
53WN00039,53,1,3835,1,20,200,1999,1,11,24,1,7,72,132,1,7,05,1,72,15,03,07,09,035,13,2,2,1,30,3,4,,473,10,12,11,1,1,,1,1,1,111,96,,3,10,0,5
53WN00040,53,1,3836,1,34,340,2901,1,11,41,5,4,72,132,1,7,07,1,61,09,03,08,11,031,14,2,2,1,22,3,3,,398,10,38,11,5,2,,1,1,1,145,84,,6,,0,4
53WN00041,53,1,3837,1,34,340,2901,1,11,41,5,4,72,132,1,7,08,1,69,11,03,07,10,035,11,2,2,1,21,3,3,,456,10,38,11,5,2,,1,1,1,143,88,,1,,0,4
53WN00042,53,2,3838,1,63,590,2913,1,11,,1,4,72,132,1,4,04,1,85,11,03,05,05,041,12,2,2,1,27,4,3,1,559,10,23,11,1,1,,6,,1,136,112,,1,,0,4
53WN00043,53,1,3839,1,34,340,3306,1,11,44,1,2,72,132,1,7,06,1,66,15,03,07,10,040,10,2,2,1,29,4,3,,427,10,36,11,1,1,,1,1,1,120,96,,3,10,0,2
53WN00044,53,1,3841,1,21,210,2639,1,11,25,3,5,72,132,1,7,05,1,88,11,03,07,07,033,13,2,2,1,28,2,2,,602,10,17,11,3,3,,1,5,1,145,86,,1,,0,4
53WN00045,53,1,3842,1,27,270,2551,1,11,19,5,5,72,132,2,7,07,1,72,13,06,07,09,025,13,2,2,1,19,2,3,,480,10,10,11,5,2,,1,2,1,111,86,,3,10,0,4
53WN00046,53,2,3843,1,27,270,2551,1,11,19,5,5,72,132,1,3,07,1,62,10,03,08,10,027,12,2,2,1,24,3,3,1,397,10,10,11,5,2,,1,,1,134,96,,1,,0,4
53WN00047,53,1,3844,1,19,190,2634,1,11,27,3,5,72,132,1,7,06,1,82,15,08,10,08,031,13,2,2,1,29,2,3,,535,10,13,11,3,3,,1,3,1,103,114,,3,10,0,4
53WN00048,53,2,3846,1,63,550,2522,1,11,,1,5,72,132,1,3,05,1,85,16,05,06,05,042,10,2,2,1,24,2,4,,570,10,22,11,1,1,,6,,1,104,98,,2,10,0,4
53WN00049,53,1,3850,1,27,270,2833,1,11,34,3,4,72,132,1,7,06,1,64,13,06,09,11,026,10,2,2,1,28,2,2,,436,10,24,11,3,3,,1,1,1,108,64,,3,10,0,4
53WN00050,53,2,3852,1,20,200,1704,1,11,24,1,8,72,132,1,3,05,1,63,13,03,07,09,033,14,2,2,1,28,3,5,1,403,10,12,11,1,1,,1,,1,114,98,,1,,0,5
53WN00051,53,1,3853,1,32,320,2969,1,11,20,1,4,71,131,1,4,06,2,114,14,03,06,06,039,12,2,3,2,32,3,4,,762,11,00,11,1,1,,1,5,1,152,142,,1,,0,4
53WN00052,53,1,3854,1,63,570,2651,1,11,,1,5,71,131,1,7,06,1,87,09,03,06,07,039,13,2,2,1,33,3,4,,583,11,30,11,1,1,,6,5,1,149,106,,1,,0,4
53WN00053,53,2,3855,1,23,230,2540,1,11,31,3,5,71,131,1,3,06,1,71,12,03,07,09,035,10,1,2,2,28,2,2,1,481,11,19,11,3,3,,1,,1,134,80,,1,,0,4
53WN00054,53,1,3856,1,23,230,2540,1,11,31,4,5,71,131,1,7,05,2,72,14,03,09,08,032,9,2,2,1,26,2,3,,493,11,19,11,3,3,,1,2,1,118,74,,1,,0,4
53WN00055,53,2,3857,1,19,190,2320,1,11,17,5,6,71,131,1,3,06,1,64,14,03,06,10,031,11,2,2,1,34,2,2,1,411,11,18,11,5,2,,1,,1,119,102,,1,,0,4
53WN00056,53,1,3858,1,19,190,2320,1,11,17,5,6,71,131,1,7,06,1,73,14,03,10,09,029,11,2,2,1,37,2,2,,470,11,18,11,5,2,,1,1,1,121,114,,1,,0,4
53WN00057,53,2,3859,1,32,320,3538,1,11,23,1,2,71,131,1,1,06,1,77,14,03,06,09,038,11,2,2,1,29,2,2,1,516,11,08,11,1,1,,1,,1,132,94,,1,,0,2
53WN00058,53,2,3860,1,34,340,3581,1,11,43,1,2,71,131,1,1,05,1,62,14,03,08,10,039,10,2,3,2,21,3,3,1,405,11,26,11,1,1,,1,,1,124,90,,1,,0,2
53WN00059,53,2,3861,1,32,321,2462,1,11,00,3,6,71,131,1,1,06,1,85,09,03,05,08,032,11,2,2,1,31,2,2,1,571,11,22,11,3,3,,1,,1,153,102,,1,,0,4
53WN00060,53,1,3862,1,32,321,2462,1,11,00,4,6,78,138,1,5,05,2,103,09,03,07,06,037,9,2,2,1,19,1,2,,668,04,22,11,3,3,,1,3,5,165,108,,1,,0,4
53WN00061,53,2,3863,1,23,230,3030,1,11,17,5,4,71,131,1,3,05,1,73,11,03,08,09,035,13,2,3,2,28,2,2,1,485,11,16,11,5,2,,1,,1,143,94,,1,,0,4
53WN00062,53,1,3864,1,23,230,3030,1,11,17,5,4,71,131,1,7,09,1,63,15,03,09,12,036,9,2,2,1,30,2,2,,406,11,16,11,5,2,,1,1,1,119,98,,3,10,0,4
53WN00063,53,1,3865,1,21,210,2455,1,11,25,5,6,71,131,1,7,07,1,78,12,03,07,10,030,12,2,2,1,26,2,2,,522,11,18,11,5,2,,1,1,1,141,96,,1,,0,4
53WN00064,53,2,3866,1,21,210,2455,1,11,25,5,6,71,131,1,3,08,1,53,15,03,09,12,027,13,2,2,1,25,2,2,,351,11,18,11,5,2,,1,,1,107,70,,2,10,0,4
53WN00065,53,2,3867,1,32,320,2856,1,11,19,1,4,71,131,1,1,06,1,79,12,03,05,08,033,14,2,2,1,35,2,2,,527,11,00,11,1,1,,1,,1,131,100,,2,10,0,4
53WN00066,53,1,3868,1,20,200,2131,1,11,27,1,7,71,131,1,7,05,1,86,10,03,05,09,035,11,1,2,2,27,4,2,,580,11,26,11,1,1,,1,2,1,150,100,,1,,0,5
53WN00067,53,1,3869,1,19,190,2971,1,11,25,1,4,71,131,1,7,07,1,89,14,03,07,07,033,11,2,2,1,24,2,3,,611,11,14,11,1,1,,1,5,1,127,90,,6,,0,4
53WN00068,53,1,3870,1,23,230,2446,1,11,18,3,6,70,130,1,7,07,6,69,12,03,07,10,035,14,2,2,1,35,4,2,,449,12,,11,3,3,,1,1,1,130,106,,3,34,0,4
53WN00069,53,1,3871,1,23,230,2446,1,11,18,4,6,70,130,1,7,08,2,64,15,03,09,10,033,12,2,2,1,21,2,3,,418,12,,11,3,3,,1,1,1,109,96,,3,10,0,4
53WN00070,53,2,3872,1,34,340,3314,1,11,51,1,2,70,130,3,3,05,1,57,15,06,10,11,029,11,2,2,1,20,3,4,,355,12,36,11,1,1,,1,,1,101,108,,7,,0,2
53WN00071,53,2,3874,1,34,340,3468,1,11,43,1,2,70,130,2,3,05,1,62,15,04,08,08,036,13,2,3,2,26,2,4,,402,12,34,11,1,1,,1,,1,109,98,,2,10,0,2
53WN00072,53,2,3875,1,32,320,3189,1,11,20,1,3,70,130,1,1,07,1,87,12,03,06,08,043,10,2,2,1,34,3,3,,578,12,00,11,1,1,,1,,1,147,118,,7,,0,3
53WN00073,53,2,3876,1,27,270,3521,1,11,27,4,2,70,130,1,3,06,1,58,09,03,08,10,037,11,2,2,1,26,2,2,1,392,12,19,11,3,3,,1,,1,146,70,,1,,0,2
53WN00074,53,2,3877,1,27,270,3521,1,11,27,3,2,70,130,1,3,08,1,60,10,03,07,09,029,11,1,2,2,25,2,2,1,415,12,19,11,3,3,,1,,1,135,60,,1,,0,2
53WN00075,53,1,3878,1,20,200,2845,1,11,21,1,4,70,130,1,7,05,1,69,15,03,08,06,039,14,2,2,1,24,2,3,,446,12,18,11,1,1,,1,5,1,103,110,,3,10,0,4
53WN00076,53,2,3879,1,32,320,3537,1,11,23,4,2,70,130,1,1,06,1,73,14,03,07,09,036,12,1,2,2,29,2,2,1,506,12,08,11,3,3,,1,,1,132,72,,1,,0,2
53WN00077,53,2,3880,1,32,320,3537,1,11,23,3,2,70,130,2,1,06,1,60,12,03,09,12,036,12,2,2,1,29,1,2,,400,12,08,11,3,3,,1,,1,137,80,1,3,41,0,2
53WN00078,53,2,3881,1,27,270,2259,1,11,28,5,6,70,130,2,3,06,1,67,10,03,08,10,025,11,2,2,1,24,2,3,1,437,12,,11,5,2,,1,,1,141,102,,1,,0,4
53WN00079,53,1,3882,1,27,270,2259,1,11,28,5,6,70,130,1,7,06,1,67,11,03,08,10,035,12,2,2,1,36,2,3,,437,12,,11,5,2,,1,4,1,139,102,,6,,0,4
53WN00080,53,2,3883,1,32,321,2207,1,11,00,1,7,70,130,2,1,05,1,91,10,03,04,05,039,9,1,2,2,24,2,2,1,597,12,24,11,1,1,,1,,1,146,134,,1,,0,5
53WN00081,53,1,3884,1,19,190,2636,1,11,31,1,5,70,130,1,7,07,1,78,16,03,08,10,031,12,1,1,1,28,2,3,,505,12,15,11,1,1,,1,2,1,114,124,,3,10,0,4
53WN00082,53,2,3885,1,19,190,2968,1,11,25,1,4,70,130,1,3,06,1,66,11,03,06,08,034,13,2,2,1,24,2,2,1,445,12,14,11,1,1,,1,,1,126,82,,1,,0,4
53WN00083,53,1,3886,1,27,270,2939,1,11,37,5,4,70,130,1,7,08,1,69,11,04,09,12,027,13,2,2,1,24,2,2,,477,12,36,11,5,2,,1,3,1,139,70,,1,,0,4
53WN00084,53,2,3887,1,27,270,2939,1,11,37,5,4,70,130,1,3,08,1,63,11,03,09,14,022,8,2,2,1,25,2,2,1,429,12,36,11,5,2,,1,,1,142,72,,1,,0,4
53WN00085,53,1,3888,1,32,320,2989,1,11,23,5,4,70,130,1,4,07,1,78,13,03,07,10,029,12,2,2,1,32,2,3,,517,12,00,11,5,2,,1,2,1,135,108,,3,10,0,4
53WN00086,53,2,3889,1,32,320,2989,1,11,23,5,4,70,130,1,1,07,1,59,15,03,09,11,035,11,2,3,2,38,2,3,,383,12,00,11,5,2,,1,,1,116,92,,2,10,0,4
53WN00087,53,1,3890,1,34,340,2992,1,11,33,3,4,70,130,1,7,07,1,47,12,03,10,14,027,12,2,3,2,38,3,2,,305,12,24,11,3,3,,1,1,1,116,74,,3,10,0,4
53WN00088,53,2,3892,1,23,230,3586,1,11,24,1,2,70,130,1,3,05,1,68,11,03,07,09,035,14,2,2,1,23,4,3,1,455,12,17,11,1,1,,1,,1,137,88,,1,,0,2
53WN00089,53,2,3893,1,19,190,2711,1,11,27,1,5,70,130,1,3,06,1,73,12,04,06,08,031,13,1,2,2,20,2,4,1,463,12,16,11,1,1,,1,,1,122,128,,1,,0,4
53WN00090,53,2,3894,1,23,230,2866,1,11,27,3,4,70,130,1,3,05,6,74,15,03,06,07,041,11,2,3,2,20,3,2,,517,12,18,11,3,3,,1,,1,121,68,,3,34,0,4
53WN00091,53,1,3896,1,19,190,2560,1,11,36,1,5,69,129,1,7,07,1,80,16,08,08,08,028,13,1,2,2,27,2,3,,513,13,35,11,1,1,,1,3,1,92,138,,3,10,0,4
53WN00092,53,2,3900,1,34,340,3475,1,11,44,1,2,69,129,1,3,07,1,62,11,03,07,10,035,11,2,2,1,40,3,3,,411,13,39,11,1,1,,1,,1,137,90,,7,,0,2
53WN00093,53,2,3901,1,32,320,2933,1,11,20,1,4,70,130,1,1,07,1,90,10,03,06,06,041,13,2,2,1,27,2,3,1,628,12,00,11,1,1,,1,,1,153,84,,1,,0,4
53WN00094,53,2,3902,1,23,230,1775,1,11,19,5,8,69,129,1,3,05,1,68,15,03,07,10,035,12,2,2,1,20,2,3,1,447,13,18,11,5,2,,1,,1,122,104,,1,,0,5
53WN00095,53,2,3903,1,23,230,1775,1,11,19,5,8,69,129,1,3,05,1,55,14,03,09,12,028,11,2,2,1,22,3,3,1,363,13,18,11,5,2,,1,,1,115,82,8,1,,0,5
53WN00096,53,1,3905,1,63,560,2770,1,11,,3,4,69,129,1,7,06,2,94,11,03,07,08,037,12,2,2,1,22,2,3,,660,13,18,11,3,3,,6,5,1,153,88,,3,10,0,4
53WN00097,53,1,3906,1,63,580,1898,1,11,,1,8,69,129,1,7,06,1,85,11,04,07,08,032,14,2,2,1,20,2,4,,563,13,28,11,1,1,,6,1,1,132,124,,1,,0,5
53WN00098,53,1,3907,1,23,230,3224,1,11,19,1,3,69,129,1,7,08,1,80,16,03,08,08,029,14,2,2,1,35,2,2,,547,13,20,11,1,1,,1,2,1,107,94,,3,10,0,3
53WN00099,53,1,3908,1,19,190,2635,1,11,41,1,5,69,129,1,7,08,1,82,14,03,07,07,032,11,1,2,2,22,2,3,,544,13,15,11,1,1,,1,3,1,123,118,,3,10,0,4
53WN00100,53,1,3909,1,32,320,2959,1,11,20,1,4,69,129,1,1,07,1,93,15,03,06,09,037,14,2,2,1,23,2,2,,625,13,00,11,1,1,,1,5,1,134,124,,1,,0,4
53WN00101,53,2,3910,1,20,200,3303,1,11,19,1,2,69,129,1,3,05,1,65,13,03,07,08,036,10,2,2,1,30,2,2,1,436,13,19,11,1,1,,1,,1,121,88,,1,,0,2
53WN00102,53,2,3911,1,19,190,2494,1,11,28,1,5,69,129,1,3,06,1,70,15,03,06,08,034,12,1,2,2,29,2,2,,459,13,18,11,1,1,,1,,1,111,108,,2,10,0,4
53WN00103,53,2,3912,1,63,570,3311,1,11,,1,2,69,129,1,3,05,3,60,12,03,08,10,033,14,2,2,1,25,4,3,1,380,13,21,11,1,1,,6,,1,120,110,,1,,0,2
53WN00104,53,1,3913,1,63,560,3448,1,11,,1,2,68,128,3,7,08,1,67,13,03,10,11,027,13,2,2,1,40,2,3,,438,14,27,11,1,1,,6,1,1,119,110,,3,40,0,2
53WN00105,53,1,3914,1,63,560,2337,1,11,,5,6,68,128,1,7,06,1,69,12,03,07,09,037,10,2,2,1,27,3,3,,473,14,25,11,5,2,,6,1,1,131,84,,3,10,0,4
53WN00106,53,2,3915,1,63,560,2337,1,11,,5,6,68,128,1,3,05,1,73,12,04,05,07,034,14,2,2,1,28,2,3,1,497,14,25,11,5,2,,6,,1,127,94,,1,,0,4
53WN00107,53,1,3916,1,63,570,3562,1,11,,1,2,68,128,1,7,06,1,74,10,03,08,09,039,11,2,2,1,25,3,3,,492,14,24,11,1,1,,6,3,1,144,110,,1,,0,2
53WN00108,53,1,3917,1,34,340,2571,1,11,34,5,5,68,128,1,7,06,1,57,14,03,09,12,032,11,2,2,1,29,2,3,,380,14,20,11,5,2,,1,1,1,120,84,,3,10,0,4
53WN00109,53,2,3918,1,34,340,2571,1,11,34,5,5,68,128,1,4,06,1,63,09,03,07,08,032,9,2,2,1,26,3,2,1,427,14,20,11,5,2,,1,,1,143,84,,1,,0,4
53WN00110,53,2,3919,1,20,200,3084,1,11,32,1,3,68,128,1,3,06,1,55,11,03,07,09,032,13,2,2,1,23,3,2,1,372,14,26,11,1,1,,1,,1,118,74,,1,,0,3
53WN00111,53,2,3920,1,32,320,2920,1,11,20,3,4,68,128,1,1,06,1,83,14,03,07,07,037,13,2,2,1,24,2,3,1,567,14,00,11,3,3,,1,,1,132,104,,1,,0,4
53WN00112,53,2,3922,1,27,270,3425,1,11,29,1,2,68,128,2,3,05,1,53,14,03,08,10,031,13,2,2,1,25,2,2,,348,14,23,11,1,1,,1,,1,108,84,,2,10,0,2
53WN00113,53,1,3923,1,63,550,3596,1,11,,1,2,68,128,1,7,05,1,70,13,03,07,09,035,12,2,2,1,24,3,2,,481,14,24,11,1,1,,6,2,1,122,84,,1,,0,2
53WN00114,53,2,3924,1,23,230,2642,1,11,22,1,5,68,128,1,3,06,1,90,13,03,06,07,041,12,1,2,2,20,2,4,1,625,14,21,11,1,1,,1,,1,142,100,,1,,0,4
53WN00115,53,1,3925,1,27,270,3243,1,11,36,1,3,68,128,1,7,08,1,80,12,04,06,08,028,14,2,2,1,22,2,5,,545,14,32,11,1,1,,1,4,1,126,102,,1,,0,3
53WN00116,53,2,3926,1,32,320,3098,1,11,19,1,3,68,128,1,1,06,1,70,12,03,05,08,036,14,2,2,1,21,1,2,1,491,14,00,11,1,1,,1,,1,126,72,,1,,0,3
53WN00117,53,1,3929,1,23,230,3287,1,11,32,1,3,68,128,1,7,06,1,79,14,03,06,08,036,9,2,2,1,30,3,4,,525,14,17,11,1,1,,1,2,1,124,118,,1,,0,3
53WN00118,53,2,3930,1,21,210,2899,1,11,30,1,4,68,128,1,3,06,1,88,16,03,10,08,039,12,2,3,2,36,2,3,1,595,14,28,11,1,1,,1,,1,128,118,,1,,0,4
53WN00119,53,1,3931,1,27,270,2807,1,11,35,1,4,68,128,1,7,06,1,93,10,03,06,08,033,12,2,2,1,20,2,2,,644,14,25,11,1,1,,1,5,1,156,106,,1,,0,4
53WN00120,53,2,3932,1,21,210,2648,1,11,40,1,5,67,127,1,3,06,1,65,14,03,06,08,033,13,2,2,1,30,2,4,1,433,15,11,11,1,1,,1,,1,113,100,,1,,0,4
53WN00121,53,1,3933,1,19,190,2219,1,11,21,3,6,67,127,1,7,07,1,83,15,06,07,08,031,14,2,2,1,22,2,3,,576,15,21,11,3,3,,1,2,1,112,98,,1,,0,4
53WN00122,53,1,3935,1,63,620,3315,1,11,,1,2,67,127,1,7,06,1,75,11,03,08,11,036,10,2,3,2,38,2,2,,526,15,26,11,1,1,,6,2,1,143,82,,3,10,0,2
53WN00123,53,1,3936,1,32,320,2946,1,11,35,1,4,67,127,1,4,06,1,89,08,03,07,09,036,12,2,2,1,22,2,2,,619,15,00,11,1,1,,1,4,1,168,104,,1,,0,4
53WN00124,53,1,3937,1,21,210,3183,1,11,26,1,3,67,127,1,7,06,1,79,16,03,09,10,032,12,2,2,1,27,2,3,,534,15,27,11,1,1,,1,1,1,116,112,,3,10,0,3
53WN00125,53,2,3938,1,23,230,3416,1,11,18,1,2,67,127,3,3,05,2,72,09,03,07,08,037,16,2,2,1,31,2,3,1,490,15,18,11,1,1,,1,,1,150,98,,1,,0,2
53WN00126,53,2,3939,1,32,320,2790,1,11,19,1,4,67,127,1,1,06,1,95,12,04,06,05,035,10,2,2,1,17,2,3,2,654,15,00,11,1,1,,1,,1,139,120,,1,,0,4
53WN00127,53,2,3940,1,20,200,3458,1,11,20,1,2,67,127,1,3,05,1,54,11,03,07,11,039,13,2,2,1,26,4,2,1,362,15,24,11,1,1,,1,,1,131,80,,1,,0,2
53WN00128,53,1,3941,1,21,210,2417,1,11,25,5,6,66,126,1,7,07,1,63,15,03,09,11,033,15,2,2,1,30,2,2,,432,16,15,11,5,2,,1,2,1,118,86,,3,10,0,4
53WN00129,53,1,3942,1,21,210,2417,1,11,25,5,6,66,126,1,7,05,1,57,13,03,10,12,031,11,2,2,1,28,2,2,,383,16,15,11,5,2,,1,1,1,123,88,,7,,0,4
53WN00130,53,1,3943,1,32,320,3237,1,11,23,5,3,66,126,1,4,06,1,67,14,03,08,11,036,12,2,2,1,28,2,2,,457,16,00,11,5,2,,1,1,1,129,94,,3,10,0,3
53WN00131,53,1,3944,1,32,320,3237,1,11,23,5,3,66,126,2,6,09,1,64,13,03,10,13,033,11,2,2,1,25,2,2,,438,16,00,11,5,2,,1,2,1,134,88,1,3,41,0,3
53WN00132,53,1,3945,1,20,200,3270,1,11,33,1,3,66,126,1,7,06,1,67,13,04,07,08,033,15,1,1,1,27,2,4,,443,16,28,11,1,1,,1,2,1,112,112,,1,,0,3
53WN00133,53,1,3946,1,20,200,2768,1,11,20,5,4,66,126,1,7,07,1,63,15,05,10,08,029,14,2,2,1,20,4,2,,424,16,17,11,5,2,,1,1,1,99,96,,3,10,0,4
53WN00134,53,1,3947,1,20,200,2768,1,11,20,5,4,66,126,1,7,07,1,73,15,03,08,09,030,12,2,2,1,24,3,2,,502,16,17,11,5,2,,1,2,1,120,98,,1,,0,4
53WN00135,53,2,3948,1,63,580,3607,1,11,,1,2,66,126,1,3,05,1,62,11,03,08,09,030,12,2,2,1,29,2,2,,414,16,28,11,1,1,,6,,1,125,98,,2,10,0,2
