UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
99WN00101, 99046117,99,A6117,04,1,88,30,41-,8,2,2,2.5,2,2,1,102,221,119,10,9.7,62,89,0.666,90,1,1,,,7,.,GXE,,,A4441,04,A3721,04,73,1,,0,5,5,101,1.9,124.2,1,95,0,,0,0,0,,,
99WN00102, 99046118,99,A6118,04,2,88,30,e.8,8,2,2,1.0,1,1,2,102,223,121,19,10.0,55,82,0.595,81,1,1,,,0,M,,  7,,A4328,04,A5116,04,81,2,92,266,5,5,110,2.22,145.3,2,95,101,,0,0,0,,,
99WN00103, 99046119,99,A6119,04,2,88,30,e.8,8,2,2,1.0,1,1,2,102,223,121,21,9.0,46,72,0.521,71,1,1,,,0,M,, 10,GOITER,A4328,04,A5116,04,81,2,92,266,5,5,105,2.22,145.3,2,84,89,,0,0,0,,,
99WN00104, 99046121,99,A6121,04,2,00,33,.0.,8,2,1,2.0,2,2,1,102,221,119,4,11.1,73,96,0.713,97,1,1,,,0,C,, 21,,K0000,63,A4513,04,82,2,92,266,3,2,0,2.24,123.3,2,105,108,,0,0,0,,,
99WN00105, 99046122,99,A6122,04,2,88,30,43-,5,1,1,2.0,2,2,1,102,221,119,2,9.6,68,85,0.634,86,1,1,,,7,.,GXE,e.8,,A4395,04,A4468,04,73,1,,0,1,1,93,1.74,103.6,1,95,0,,0,0,0,,,
99WN00106, 99046123,99,A6123,04,1,82,30,21,9,3,2,4.0,4,4,1,102,221,119,3,6.7,52,67,0.507,68,1,1,,,0,C,,,,A2854,04,A1833,04,82,3,93,250,8,5,101,2.44,145.7,3,79,0,,0,0,0,,,
99WN00107, 99046124,99,A6124,04,1,82,30,21,9,3,2,4.0,4,4,1,102,221,119,17,7.3,64,81,0.619,82,1,1,,,0,C,,,,A2854,04,A1833,04,82,1,,0,8,5,107,2.44,145.7,1,90,0,,0,0,0,,,
99WN00108, 99046126,99,A6126,04,2,82,30,23,8,2,2,2.0,2,2,1,102,221,119,1,7.0,52,71,0.538,72,1,1,,,0,C,,e.9,,A4095,04,A4267,04,82,1,,0,5,7,104,2.07,141.5,1,87,0,,0,0,0,,,
99WN00109, 99046127,99,A6127,04,3,82,30,23,8,2,2,2.0,2,2,1,102,221,119,21,11.0,66,87,0.639,88,1,1,,,0,C,,,,A4095,04,A4267,04,82,3,93,270,5,3,110,2.07,141.5,3,109,0,,0,0,0,,,
99WN00110, 99046128,99,A6128,04,1,00,33,.0.,8,2,2,2.0,2,2,1,102,221,119,11,11.6,67,98,0.726,99,1,1,,,0,C,,,"X, C x P",K0000,63,A4277,04,82,3,93,250,5,5,0,2.24,137.2,3,107,0,,0,0,0,,,
99WN00111, 99046129,99,A6129,04,1,00,33,.0.,8,2,2,2.0,2,2,1,102,221,119,3,10.5,69,94,0.702,95,1,1,,,0,C,,,"X, C x P",K0000,63,A4277,04,82,7,97,239,5,5,0,2.24,137.2,7,100,0,,0,0,0,,,
99WN00112, 99046130,99,A6130,04,2,82,30,29,5,1,1,2.0,2,2,1,102,221,119,4,9.4,65,87,0.652,88,1,1,,,0,C,,e.9,,A4414,04,A4496,04,82,1,,0,1,1,94,1.74,104.1,1,101,0,,0,0,0,,,
99WN00113, 99046132,99,A6132,04,2,82,30,31,3,4,2,6.0,6,4,1,102,221,119,20,6.5,48,64,0.483,64,1,1,,,0,C,SAV,e.9,,A4487,04,L9681,03,82,1,,0,8,6,100,2.6,142.6,1,77,81,,0,0,0,,,
99WN00114, 99046133,99,A6133,04,2,82,30,31,3,4,2,6.0,6,4,1,102,221,119,22,8.4,51,69,0.509,70,1,1,,,0,C,,,,A4487,04,L9681,03,82,7,97,251,8,4,103,2.6,142.6,7,,0,,0,0,0,,,
99WN00115, 99046134,99,A6134,04,1,82,30,31,3,4,2,6.0,6,4,1,102,221,119,5,9.1,52,78,0.579,79,1,1,,,0,C,,,,A4487,04,L9681,03,82,1,,0,8,6,105,2.6,142.6,1,82,0,,0,0,0,,,
99WN00116, 99046135,99,A6135,04,2,81,30,01,9,3,2,5.0,5,4,1,103,221,118,11,10.5,60,79,0.581,80,1,1,,,0,M,NR, 19,BRITCHY,A4254,04,A0686,04,81,2,92,266,8,5,108,2.3,142.3,2,82,87,,0,0,0,,,
99WN00117, 99046136,99,A6136,04,2,81,30,01,9,3,2,5.0,5,4,1,103,221,118,13,9.4,56,82,0.615,83,1,1,,,0,M,,  1,,A4254,04,A0686,04,81,2,92,266,8,5,110,2.3,142.3,2,95,102,,0,0,0,,,
99WN00118, 99046138,99,A6138,04,2,82,30,22,9,3,2,3.0,3,3,1,103,221,118,5,8.4,65,86,0.658,87,1,1,,,0,C,,e.8,,A3176,04,A3293,04,82,1,,0,8,5,114,2.28,147.7,1,97,0,,0,0,0,,,
99WN00119, 99046139,99,A6139,04,1,82,30,22,9,3,2,3.0,3,3,1,103,221,118,7,8.8,47,65,0.476,66,1,1,,,0,C,,,UGLY,A3176,04,A3293,04,82,3,93,250,8,5,101,2.28,147.7,3,75,0,,0,0,0,,,
99WN00120, 99046140,99,A6140,04,1,82,30,22,9,3,2,3.0,3,3,1,103,221,118,6,9.0,58,81,0.61,82,1,1,,,0,C,,,,A3176,04,A3293,04,82,1,,0,8,7,108,2.28,147.7,1,88,0,,0,0,0,,,
99WN00121, 99046141,99,A6141,04,2,88,30,45-,8,2,2,2.5,2,2,1,103,221,118,7,8.2,52,69,0.515,70,1,1,,,7,.,GXE,e.8,,A4678,04,A3708,04,73,1,,0,5,6,102,2.07,140.6,1,77,0,,0,0,0,,,
99WN00122, 99046142,99,A6142,04,1,88,30,45-,8,2,2,2.5,2,2,1,103,221,118,23,10.8,60,77,0.561,78,1,1,,,7,.,GXE,,X,A4678,04,A3708,04,73,3,93,250,5,4,103,2.07,140.6,3,89,0,,0,0,0,,,
99WN00123, 99046143,99,A6143,04,1,88,30,45-,8,2,2,2.5,2,2,1,103,221,118,2,8.8,54,72,0.536,73,1,1,,,7,.,GXE,,,A4678,04,A3897,04,73,3,93,250,5,5,90,1.9,118.6,3,87,0,,0,0,0,,,
99WN00124, 99046144,99,A6144,04,1,88,30,45-,8,2,2,2.5,2,2,1,103,221,118,12,9.7,55,77,0.57,78,1,1,,,7,.,GXE,,SCAB,A4678,04,A3897,04,73,3,93,250,5,5,93,1.9,118.6,3,85,0,,0,0,0,,,
99WN00125, 99046146,99,A6146,04,2,81,30,04,9,3,2,5.0,5,4,1,103,221,118,13,8.4,62,84,0.641,85,1,1,,,0,M,,e.9,,A4528,04,A0743,04,81,1,,0,8,6,109,2.41,138.9,1,93,0,,0,0,0,,,
99WN00126, 99046147,99,A6147,04,1,81,30,04,9,3,2,5.0,5,4,1,103,221,118,16,10.0,65,89,0.669,90,1,1,,,0,M,,,,A4528,04,A0743,04,81,3,93,250,8,4,108,2.41,138.9,3,94,0,,0,0,0,,,
99WN00127, 99046148,99,A6148,04,3,88,30,44-,9,3,2,2.5,2,2,1,103,221,118,4,8.9,59,78,0.586,79,1,1,,,7,.,GXE,,HAIRY,A3678,04,A3882,04,73,3,93,270,8,3,104,2.57,137.3,3,80,0,,0,0,0,,,
99WN00128, 99046149,99,A6149,04,2,88,30,44-,9,3,2,2.5,2,2,1,103,221,118,2,5.8,49,67,0.519,68,1,1,,,7,.,GXE,,HAIRY,A3678,04,A3882,04,73,3,93,270,8,7,100,2.57,137.3,3,75,0,,0,0,0,,,
99WN00129, 99046151,99,A6151,04,2,88,30,e.8,8,2,1,1.0,1,1,1,103,221,118,17,7.3,56,81,0.625,82,1,1,,,0,C,,  8,,A4328,04,A5160,04,82,2,92,266,3,2,104,2.22,131.3,2,90,98,,0,0,0,,,
99WN00130, 99046153,99,A6153,04,2,88,30,e.9,8,2,2,1.0,1,1,1,103,221,118,8,7.4,46,66,0.497,67,1,1,,,0,M,,,,A4314,04,A5610,04,81,3,93,270,5,5,102,2.22,142.1,3,76,0,,0,0,0,,,
99WN00131, 99046154,99,A6154,04,3,88,30,e.9,8,2,2,1.0,1,1,1,103,221,118,2,8.3,46,68,0.506,69,1,1,,,0,M,XXX,,"X,LAME",A4314,04,A5610,04,81,X,93,277,5,5,101,2.22,142.1,X,78,0,,0,0,0,,,
99WN00132, 99046155,99,A6155,04,3,88,30,e.9,8,2,1,1.0,1,1,1,103,221,118,4,9.0,67,91,0.695,92,1,1,,,0,M,,,PNEU,A4314,04,A5374,04,81,3,93,270,3,2,108,2.22,133.3,3,107,0,,0,0,0,,,
99WN00133, 99046157,99,A6157,04,1,81,30,02,9,3,2,6.0,6,4,1,103,221,118,16,8.6,41,58,0.419,59,1,1,,,0,M,,,,A3079,04,L9981,03,81,3,93,250,8,5,89,2.5,129.4,3,69,0,,0,0,0,,,
99WN00134, 99046158,99,A6158,04,1,81,30,02,9,3,2,6.0,6,4,1,103,221,118,15,9.6,37,48,0.325,49,1,1,,,0,M,,,,A3079,04,L9981,03,81,7,97,221,8,5,84,2.5,129.4,7,,0,,0,0,0,,,
99WN00135, 99046160,99,A6160,04,1,82,30,22,9,3,1,4.0,4,4,1,103,221,118,5,6.4,54,81,0.632,82,1,1,,,0,C,,,RAT,A3176,04,A2138,04,82,3,93,250,7,2,93,2.19,116.0,3,90,0,,0,0,0,,,
99WN00136, 99046163,99,A6163,04,1,81,30,03,5,1,1,5.0,5,4,1,103,221,118,14,14.6,91,121,0.902,123,1,1,,,0,M,,,PINK,A4591,04,A0929,04,81,3,93,250,1,1,124,2.19,140.6,3,128,0,,0,0,0,,,
99WN00137, 99046165,99,A6165,04,3,88,30,42-,8,2,1,2.5,2,2,1,103,221,118,7,8.5,66,90,0.691,91,1,1,,,7,.,GXE,,PINK,A3724,04,A3729,04,73,3,93,270,3,2,111,2.24,139.4,3,105,0,,0,0,0,,,
99WN00138, 99046168,99,A6168,04,2,00,33,.0.,7,2,1,2.0,2,2,1,103,221,118,20,9.2,61,82,0.617,83,1,1,,,0,C,, 22,,K0000,63,A4495,04,82,2,92,266,3,2,0,2.24,131.3,2,95,99,,0,0,0,,,
99WN00139, 99046173,99,A6173,04,3,00,76,.0.,8,2,2,2.0,2,2,1,103,221,118,17,12.5,62,88,0.64,89,1,1,,,0,F,XXX,,ESCAPEE,K0000,63,A4258,04,00,X,93,277,5,5,0,2.24,151.7,X,107,0,,0,0,0,,,
99WN00140, 99046174,99,A6174,04,3,00,76,.0.,8,2,2,2.0,2,2,1,103,221,118,19,11.2,59,80,0.583,81,1,1,,,0,F,,,,K0000,63,A4258,04,00,3,93,270,5,5,0,2.24,151.7,3,92,0,,0,0,0,,,
99WN00141, 99046175,99,A6175,04,2,82,30,25,8,2,2,3.0,3,3,1,103,221,118,7,9.1,59,78,0.584,79,1,1,,,0,C,,e.8,,A4125,04,A3619,04,82,1,,0,5,5,107,2.0,139.8,1,86,0,,0,0,0,,,
99WN00142, 99046176,99,A6176,04,2,82,30,25,8,2,2,3.0,3,3,1,103,221,118,2,10.0,60,79,0.585,80,1,1,,,0,C,,e.9,,A4125,04,A3619,04,82,1,,0,5,5,107,2.0,139.8,1,86,0,,0,0,0,,,
99WN00143, 99046177,99,A6177,04,1,81,30,02,9,3,2,5.0,5,4,2,103,223,120,11,9.8,56,82,0.602,82,1,1,,,0,M,,,,A3079,04,A0884,04,81,3,93,250,8,5,102,2.3,133.4,3,92,0,,0,0,0,,,
99WN00144, 99046178,99,A6178,04,1,81,30,02,9,3,2,5.0,5,4,2,103,223,120,14,10.5,68,90,0.663,90,1,1,,,0,M,,,,A3079,04,A0884,04,81,1,,0,8,5,105,2.3,133.4,1,98,0,,0,0,0,,,
99WN00145, 99046179,99,A6179,04,3,88,30,45-,9,3,1,1.5,1,1,1,103,221,118,5,7.6,58,82,0.631,83,1,1,,,7,.,GXE,,,A4678,04,A4976,04,73,3,93,270,7,2,103,2.32,131.5,3,94,0,,0,0,0,,,
99WN00146, 99046180,99,A6180,04,2,82,30,28,8,2,2,3.0,3,3,1,103,221,118,2,10.7,57,77,0.562,78,1,1,,,0,C,,e.8,,A4247,04,A3437,04,82,1,,0,5,5,105,2.0,136.8,1,88,0,,0,0,0,,,
99WN00147, 99046181,99,A6181,04,2,82,30,28,8,2,2,3.0,3,3,1,103,221,118,7,10.5,54,72,0.521,73,1,1,,,0,C,, 11,,A4247,04,A3437,04,82,2,92,266,5,5,102,2.0,136.8,2,83,84,,0,0,0,,,
99WN00148, 99046182,99,A6182,04,2,82,30,30,8,2,2,4.0,4,4,1,103,221,118,3,7.8,50,71,0.536,72,1,1,,,0,C,,,X,A4206,04,A1793,04,82,3,93,270,5,5,97,2.07,126.9,3,76,0,,0,0,0,,,
99WN00149, 99046183,99,A6183,04,1,82,30,30,8,2,2,4.0,4,4,1,103,221,118,20,8.9,56,69,0.509,70,1,1,,,0,C,,,,A4206,04,A1793,04,82,3,93,250,5,5,93,2.07,126.9,3,80,0,,0,0,0,,,
99WN00150, 99046184,99,A6184,04,2,00,76,.0.,8,2,2,2.0,2,2,1,103,221,118,6,10.5,61,80,0.589,81,1,1,,,0,F,,,4TEATS,K0000,63,A4075,04,00,7,97,221,5,5,0,2.24,154.4,7,,0,,0,0,0,,,
99WN00151, 99046185,99,A6185,04,2,00,76,.0.,8,2,2,2.0,2,2,1,103,221,118,7,10.3,54,78,0.574,79,1,1,,,0,F,, 28,,K0000,63,A4075,04,00,2,92,266,5,5,0,2.24,154.4,2,93,92,,0,0,0,,,
99WN00152, 99046187,99,A6187,04,3,00,76,.0.,8,2,2,2.0,2,2,1,103,221,118,22,12.8,60,77,0.544,78,1,1,,,0,F,,,,K0000,63,A4260,04,00,3,93,270,5,5,0,1.9,119.6,3,88,0,,0,0,0,,,
99WN00153, 99046188,99,A6188,04,3,00,76,.0.,8,2,2,2.0,2,2,1,103,221,118,17,12.4,58,76,0.539,77,1,1,,,0,F,,,,K0000,63,A4260,04,00,3,93,270,5,5,0,1.9,119.6,3,92,0,,0,0,0,,,
99WN00154, 99046189,99,A6189,04,1,81,30,03,8,2,2,3.0,3,3,1,103,221,118,6,9.3,65,84,0.633,85,1,1,,,0,M,,,DEAD 7/22,A4591,04,A3215,04,81,6,04,203,5,5,104,2.28,135.5,6,,0,,0,0,0,,,
99WN00155, 99046190,99,A6190,04,1,81,30,03,8,2,2,3.0,3,3,1,103,221,118,8,8.2,57,72,0.541,73,1,1,,,0,M,,,DEAD 8/8,A4591,04,A3215,04,81,6,04,220,5,5,98,2.28,135.5,6,,0,,0,0,0,,,
99WN00156, 99046191,99,A6191,04,3,88,30,e.8,5,1,1,1.0,1,1,1,103,221,118,21,10.2,61,81,0.6,82,1,1,,,7,.,GXE,,,A4328,04,A5279,04,81,3,93,270,1,1,103,2.12,131.3,3,91,0,,0,0,0,,,
99WN00157, 99046192,99,A6192,04,3,88,30,45-,9,3,2,6.5,6,4,1,103,221,118,17,7.3,43,62,0.464,63,1,1,,,7,.,GXE,,,A4678,04,L9560,03,73,3,93,270,8,5,81,1.94,105.3,3,72,0,,0,0,0,,,
99WN00158, 99046193,99,A6193,04,3,88,30,45-,9,3,2,6.5,6,4,1,103,221,118,19,7.0,50,67,0.508,68,1,1,,,7,.,GXE,,,A4678,04,L9560,03,73,3,93,270,8,5,83,1.94,105.3,3,78,0,,0,0,0,,,
99WN00159, 99046194,99,A6194,04,2,00,33,.0.,8,2,1,2.0,2,2,1,103,221,118,22,7.9,69,83,0.636,84,1,1,,,0,C,,,,K0000,63,A4222,04,82,7,97,251,3,2,0,2.24,111.2,7,,0,,0,0,0,,,
99WN00160, 99046196,99,A6196,04,3,00,33,.0.,8,2,2,2.0,2,2,1,103,221,118,3,12.5,59,72,0.504,73,1,1,,,0,C,,,T,K0000,63,A4298,04,82,T,99,365,5,4,0,2.07,138.3,T,,0,,0,0,0,,,
99WN00161, 99046197,99,A6197,04,2,00,33,.0.,8,2,2,2.0,2,2,1,103,221,118,16,10.0,54,69,0.5,70,1,1,,,0,C,, 24,,K0000,63,A4298,04,82,2,92,266,5,6,0,2.07,138.3,2,80,84,,0,0,0,,,
99WN00162, 99046198,99,A6198,04,1,81,30,02,8,2,1,2.0,2,2,1,103,221,118,2,8.2,68,97,0.753,99,1,1,,,0,M,,,,A3079,04,A4338,04,81,1,,0,3,2,110,2.07,134.1,1,103,0,,0,0,0,,,
99WN00163, 99046199,99,A6199,04,1,81,30,02,8,2,1,2.0,2,2,1,103,221,118,4,7.2,49,71,0.541,72,1,1,,,0,M,,,,A3079,04,A4338,04,81,3,93,250,3,2,97,2.07,134.1,3,71,0,,0,0,0,,,
99WN00164, 99046200,99,A6200,04,1,81,30,04,5,1,1,4.0,4,4,1,104,221,117,8,11.2,74,101,0.768,103,1,1,,,0,M,,,,A4528,04,A2163,04,81,3,93,250,1,1,113,2.19,136.4,3,115,0,,0,0,0,,,
99WN00165, 99046201,99,A6201,04,2,00,76,.0.,8,2,2,2.0,2,2,1,104,221,117,16,13.1,39,58,0.384,59,1,1,,,0,F,,,"BLK.L.SIDE,3""",K0000,63,A4217,04,00,3,93,270,5,5,0,2.07,118.2,3,70,0,,0,0,0,,,
99WN00166, 99046202,99,A6202,04,2,00,76,.0.,8,2,2,2.0,2,2,1,104,221,117,10,11.2,35,53,0.357,54,1,1,,,0,F,,,1TAG,K0000,63,A4217,04,00,3,93,270,5,5,0,2.07,118.2,3,64,0,,0,0,0,,,
99WN00167, 99046203,99,A6203,04,2,88,30,42-,9,3,2,1.5,1,1,2,104,223,119,13,6.3,45,69,0.527,70,1,1,,,7,.,GXE,e.7,,A3724,04,A4777,04,73,1,,0,8,5,103,2.32,142.1,1,81,0,,0,0,0,,,
99WN00168, 99046204,99,A6204,04,2,88,30,42-,9,3,2,1.5,1,1,2,104,223,119,16,5.5,43,65,0.5,66,1,1,,,7,.,GXE,,BUSHY,A3724,04,A4777,04,73,3,93,270,8,5,101,2.32,142.1,3,72,0,,0,0,0,,,
99WN00169, 99046205,99,A6205,04,2,88,30,45-,8,2,2,1.5,1,1,1,104,221,117,1,9.2,46,63,0.46,64,1,1,,,7,.,GXE,,,A4678,04,A4762,04,73,3,93,270,5,5,100,2.22,142.5,3,74,0,,0,0,0,,,
99WN00170, 99046206,99,A6206,04,3,88,30,45-,8,2,2,1.5,1,1,1,104,221,117,14,9.7,50,72,0.532,74,1,1,,,7,.,GXE,,,A4678,04,A4762,04,73,3,93,270,5,5,104,2.22,142.5,3,76,0,,0,0,0,,,
99WN00171, 99046207,99,A6207,04,3,88,30,45-,8,2,2,1.5,1,1,1,104,221,117,10,9.3,55,73,0.544,75,1,1,,,7,.,GXE,,,A4678,04,A4925,04,73,3,93,270,5,5,105,2.22,143.9,3,87,0,,0,0,0,,,
99WN00172, 99046208,99,A6208,04,2,88,30,45-,8,2,2,1.5,1,1,1,104,221,117,17,9.1,48,68,0.503,70,1,1,,,7,.,GXE,e.9,,A4678,04,A4925,04,73,1,,0,5,5,104,2.22,143.9,1,80,0,,0,0,0,,,
99WN00173, 99046209,99,A6209,04,2,88,30,e.8,5,1,1,1.0,1,1,1,104,221,117,1,8.3,52,78,0.596,80,1,1,,,0,M,, 16,,A4328,04,A5139,04,81,2,92,266,1,1,103,2.12,130.9,2,91,92,,0,0,0,,,
99WN00174, 99046210,99,A6210,04,2,88,30,e.9,5,1,1,1.0,1,1,1,104,221,117,22,10.3,52,67,0.485,68,1,1,,,7,.,GXE, 19,,A4314,04,A5467,04,82,2,92,266,1,1,96,2.12,128.5,2,80,83,,0,0,0,,,
99WN00175, 99046211,99,A6211,04,2,82,30,24,5,1,1,4.0,4,4,1,104,221,117,5,12.5,68,82,0.594,84,1,1,,,0,C,,e.7,,A4310,04,A1920,04,82,1,,0,1,1,103,1.82,127.7,1,92,0,,0,0,0,,,
99WN00176, 99046212,99,A6212,04,2,82,30,21,8,2,1,4.0,4,4,1,104,221,117,23,9.7,62,84,0.635,86,1,1,,,0,C,,e.7,,A2854,04,A2084,04,82,1,,0,3,2,90,1.82,97.2,1,97,0,,0,0,0,,,
99WN00177, 99046214,99,A6214,04,3,00,76,.0.,8,2,2,2.0,2,2,1,104,221,117,1,11.0,57,77,0.564,79,1,1,,,0,F,,,HAIRY,K0000,63,A4235,04,00,3,93,270,5,5,0,2.07,118.4,3,87,0,,0,0,0,,,
99WN00178, 99046215,99,A6215,04,2,00,76,.0.,8,2,2,2.0,2,2,1,104,221,117,1,9.7,52,69,0.507,71,1,1,,,0,F,,,BRITCHY,K0000,63,A4235,04,00,3,93,270,5,5,0,2.07,118.4,3,81,0,,0,0,0,,,
99WN00179, 99046216,99,A6216,04,1,82,30,25,9,3,2,3.0,3,3,2,104,223,119,18,8.5,60,89,0.676,90,1,1,,,0,C,,,,A4125,04,A3384,04,82,1,,0,8,4,110,2.28,142.7,1,93,0,,0,0,0,,,
99WN00180, 99046217,99,A6217,04,1,82,30,25,9,3,2,3.0,3,3,2,104,223,119,12,7.0,56,90,0.697,91,1,1,,,0,C,,,,A4125,04,A3384,04,82,1,,0,8,6,110,2.28,142.7,1,89,0,,0,0,0,,,
99WN00181, 99046219,99,A6219,04,1,82,30,27,9,3,2,5.0,5,4,2,104,223,119,17,9.3,38,59,0.418,59,1,1,,,0,C,,,,A4574,04,A0768,04,82,3,93,250,8,5,88,1.97,126.4,3,63,0,,0,0,0,,,
99WN00182, 99046220,99,A6220,04,1,82,30,27,9,3,2,5.0,5,4,2,104,223,119,16,9.6,64,91,0.684,92,1,1,,,0,C,,,,A4574,04,A0768,04,82,1,,0,8,5,103,1.97,126.4,1,99,0,,0,0,0,,,
99WN00183, 99046223,99,A6223,04,1,82,30,22,8,2,2,8.0,8,5,1,104,221,117,13,9.0,63,87,0.667,89,1,1,,,0,C,,,,A3176,04,L7193,03,82,1,,0,5,5,106,2.0,136.6,1,98,0,,0,0,0,,,
99WN00184, 99046224,99,A6224,04,1,82,30,22,8,2,2,8.0,8,5,1,104,221,117,22,8.8,52,71,0.532,73,1,1,4,,0,C,,,H4+,A3176,04,L7193,03,82,3,93,250,5,5,99,2.0,136.6,3,78,0,,0,0,0,,,
99WN00185, 99046225,99,A6225,04,1,82,30,31,5,1,1,5.0,5,4,1,104,221,117,18,12.2,78,101,0.759,103,1,1,,,0,C,,,,A4487,04,A1205,04,82,1,,0,1,1,105,1.86,119.6,1,108,0,,0,0,0,,,
99WN00186, 99046226,99,A6226,04,2,81,30,01,8,2,2,3.0,3,3,1,104,221,117,23,13.8,65,84,0.6,86,1,1,,,0,M,,e.7,,A4254,04,A2970,04,81,1,,0,5,5,115,2.14,150.0,1,98,0,,0,0,0,,,
99WN00187, 99046227,99,A6227,04,3,81,30,01,8,2,2,3.0,3,3,1,104,221,117,16,12.8,66,80,0.574,82,1,1,,,0,M,,,HAIRY,A4254,04,A2970,04,81,3,93,270,5,5,111,2.14,150.0,3,97,0,,0,0,0,,,
99WN00188, 99046228,99,A6228,04,3,88,30,e.8,5,1,1,1.0,1,1,2,104,223,119,10,10.2,64,92,0.687,93,1,1,,,0,M,,,GOITER,A4328,04,A5632,04,81,3,93,270,1,1,109,2.12,133.5,3,106,0,,0,0,0,,,
99WN00189, 99046229,99,A6229,04,3,82,30,27,8,2,1,7.0,7,5,H,104,229,125,1,10.0,0,92,0.656,89,1,1,,,0,C,,,,A4574,04,L8534,03,82,3,93,270,3,2,104,1.94,126.0,3,96,0,,0,0,0,,,
99WN00190, 99046231,99,A6231,04,3,82,30,29,8,2,2,4.0,4,4,2,104,223,119,18,11.5,62,91,0.668,92,1,1,,,0,C,,,,A4414,04,A1779,04,82,3,93,270,5,5,117,2.32,151.1,3,106,0,,0,0,0,,,
99WN00191, 99046232,99,A6232,04,3,82,30,29,8,2,2,4.0,4,4,2,104,223,119,14,10.6,65,87,0.642,88,1,1,,,0,C,,,HAIRY,A4414,04,A1779,04,82,3,93,270,5,5,115,2.32,151.1,3,103,0,,0,0,0,,,
99WN00192, 99046233,99,A6233,04,2,88,30,e.8,5,1,1,1.0,1,1,2,104,223,119,22,9.6,55,74,0.541,75,1,1,,,0,C,,e.9,,A4328,04,A5711,04,82,1,,0,1,1,100,2.12,129.9,1,86,0,,0,0,0,,,
99WN00193, 99046235,99,A6235,04,2,88,30,44-,9,3,2,2.5,2,2,2,104,223,119,20,9.0,57,81,0.605,82,1,1,,,7,.,GXE,e.8,,A3678,04,A3857,04,73,1,,0,8,5,115,2.41,154.9,1,96,0,,0,0,0,,,
99WN00194, 99046236,99,A6236,04,2,88,30,44-,9,3,2,2.5,2,2,2,104,223,119,14,8.5,53,78,0.584,79,1,1,,,7,.,GXE,,RAMBO??,A3678,04,A3857,04,73,Z,93,260,8,5,114,2.41,154.9,Z,88,0,,0,0,0,,,
99WN00195, 99046238,99,A6238,04,2,82,30,30,8,2,2,2.0,2,2,2,104,223,119,12,10.2,63,82,0.603,83,1,1,,,0,C,,e.9,,A4206,04,A4686,04,82,1,,0,5,5,109,2.24,140.6,1,98,0,,0,0,0,,,
99WN00196, 99046239,99,A6239,04,2,82,30,30,8,2,2,2.0,2,2,2,104,223,119,14,10.5,60,81,0.592,82,1,1,,,0,C,,e.7,,A4206,04,A4686,04,82,1,,0,5,5,108,2.24,140.6,1,90,0,,0,0,0,,,
99WN00197, 99046240,99,A6240,04,2,88,30,45-,8,2,1,2.0,2,2,2,104,223,119,13,8.4,58,77,0.576,78,1,1,,,7,.,GXE,e.7,,A4678,04,A4477,04,73,1,,0,3,2,88,1.9,101.8,1,92,0,,0,0,0,,,
99WN00198, 99046242,99,A6242,04,3,00,76,.0.,8,2,2,2.0,2,2,2,104,223,119,15,10.5,43,63,0.441,63,1,1,,,0,F,,,,K0000,63,A4194,04,00,3,93,270,5,5,0,2.24,149.2,3,79,0,,0,0,0,,,
99WN00199, 99046243,99,A6243,04,2,00,76,.0.,8,2,2,2.0,2,2,2,104,223,119,8,11.9,63,95,0.698,96,1,1,,,0,F,, 25,,K0000,63,A4194,04,00,2,92,266,5,5,0,2.24,149.2,2,114,119,,0,0,0,,,
99WN00200, 99046245,99,A6245,04,3,82,30,27,9,3,2,2.0,2,2,2,104,223,119,22,10.9,55,80,0.581,81,1,1,,,0,C,,,HAIRY,A4574,04,A4564,04,82,3,93,270,8,4,97,2.24,119.6,3,88,0,,0,0,0,,,
99WN00201, 99046246,99,A6246,04,1,82,30,27,9,3,2,2.0,2,2,2,104,223,119,11,8.3,49,73,0.544,74,1,1,,,0,C,,,,A4574,04,A4564,04,82,3,93,250,8,6,91,2.24,119.6,3,78,0,,0,0,0,,,
99WN00202, 99046247,99,A6247,04,3,88,30,e.9,8,2,2,1.0,1,1,2,104,223,119,13,8.7,72,101,0.776,102,1,1,,,0,M,,,,A4314,04,A5442,04,81,3,93,270,5,5,120,2.22,147.1,3,116,0,,0,0,0,,,
99WN00203, 99046248,99,A6248,04,3,88,30,e.9,8,2,2,1.0,1,1,2,104,223,119,13,9.3,38,59,0.418,59,1,1,,,0,M,,,,A4314,04,A5442,04,81,3,93,270,5,5,99,2.22,147.1,3,65,0,,0,0,0,,,
99WN00204, 99046249,99,A6249,04,3,82,30,22,9,3,1,4.0,4,4,2,105,223,118,14,7.7,59,80,0.613,81,1,1,,,0,C,XXX,,ESCAPEE,A3176,04,A1861,04,82,X,93,277,7,2,87,2.32,100.3,X,84,0,,0,0,0,,,
