UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,C4951,TBRE,CTBR,CADAM_25,SIRE,SB1,C59,ADG,ADG6061,LBRD,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,C80
56WN01285,56,1,0368,4,65,342,6621,4,40,,5,5,66,126,1,4,09,1,71,11,04,08,08,039,14,3,3,1,,5,2,4,8906,4,,497,49,41,62,5,7,5,137,84,,3,17,0,
56WN01286,56,1,0369,4,65,382,6757,4,40,,5,4,66,126,1,4,08,1,67,10,03,08,09,036,12,3,3,1,,5,2,4,9501,4,,454,45,41,62,5,4,5,139,98,,3,17,0,
56WN01287,56,1,0370,4,65,382,6757,4,40,,5,4,66,126,1,1,09,1,78,11,03,07,09,049,11,3,3,1,,5,2,4,9501,4,,525,52,41,62,5,5,5,154,118,,3,17,0,
56WN01288,56,2,0371,4,03,032,6452,4,40,10,5,5,66,126,1,1,08,1,69,10,03,07,08,040,15,2,2,1,,5,2,4,9127,4,,476,47,41,03,1,6,5,147,90,,,,0,
56WN01289,56,2,0372,4,03,032,6452,4,40,10,5,5,66,126,1,1,08,1,78,11,04,07,06,040,10,2,2,1,,5,2,4,9127,4,,548,54,41,03,1,8,5,142,90,,2,10,0,
56WN01290,56,1,0373,4,65,302,6725,4,40,,5,4,66,126,1,2,10,1,53,10,04,13,12,031,15,2,3,2,,5,2,4,8960,4,,352,35,41,62,5,2,5,126,86,,3,17,0,
56WN01291,56,2,0374,4,65,302,6725,4,40,,5,4,66,126,1,1,08,1,66,10,03,09,09,043,12,2,3,2,,5,2,4,8960,4,,452,45,41,62,5,2,5,147,90,,,,0,
56WN01292,56,1,0375,4,65,392,8084,4,40,,1,2,65,125,1,4,06,1,71,10,03,08,07,039,13,3,3,1,,1,1,2,8548,4,,486,48,41,62,5,6,5,134,102,,,,0,
56WN01293,56,2,0376,4,66,332,7154,4,40,,3,3,65,125,1,1,07,1,84,07,03,05,05,047,10,3,4,2,,3,3,3,8900,4,,592,59,41,65,5,2,5,167,100,,,,0,
56WN01294,56,1,0378,4,66,322,7242,4,40,,4,3,65,125,4,1,07,1,89,09,03,07,07,053,10,2,3,2,,3,3,3,8875,4,,624,62,41,65,5,4,5,168,110,,3,40,0,
56WN01295,56,2,0379,4,66,322,7242,4,40,,3,3,65,125,1,1,06,1,61,08,03,09,09,040,13,2,4,3,,3,3,3,8875,4,,430,43,41,65,5,0,5,146,72,,2,10,0,
56WN01296,56,1,0380,4,73,187,1890,5,48,,5,3,65,125,1,2,09,1,64,14,04,09,10,046,10,4,4,1,,5,2,3,7607,4,,437,43,41,61,9,7,5,123,94,,3,10,0,
56WN01297,56,2,0381,4,73,187,1890,5,48,,5,3,65,125,1,5,08,1,59,10,03,08,10,040,11,2,3,2,,5,2,3,7607,4,,405,40,41,61,9,5,5,141,84,,2,36,0,
56WN01298,56,2,0382,4,01,012,5835,4,40,46,1,5,65,125,1,1,08,7,83,09,03,06,09,054,9,4,7,4,,1,1,4,8990,4,,602,60,41,01,1,2,5,178,78,,2,35,0,
56WN01299,56,2,0383,4,66,292,8212,4,40,,1,2,65,125,1,1,06,1,74,08,03,07,08,052,8,3,4,2,,1,1,2,8667,4,,512,51,41,65,5,2,5,162,100,,,,0,
56WN01300,56,2,0384,4,65,312,5850,4,40,,1,5,65,125,1,1,08,1,83,08,03,06,06,053,10,4,6,3,,1,1,4,8850,4,,570,57,41,62,5,0,5,162,118,,,,0,
56WN01301,56,1,0385,4,65,252,8104,4,40,,1,2,65,125,1,1,08,1,63,09,04,08,10,048,9,5,6,2,,1,1,2,8727,4,,434,43,41,62,5,4,5,142,88,,3,17,0,
56WN01302,56,2,0386,4,06,062,9053,4,40,30,1,2,64,124,1,1,08,1,48,10,03,13,12,036,14,2,3,2,,1,1,2,9070,4,,318,31,41,06,1,8,5,135,86,,2,50,0,
56WN01303,56,2,0387,4,65,392,5918,4,40,,5,5,64,124,1,1,08,1,61,09,04,08,08,045,10,2,3,2,,5,2,4,8548,4,,427,42,41,62,5,7,5,143,80,,,,0,
56WN01304,56,2,0388,4,65,392,5918,4,40,,5,5,64,124,1,1,06,1,60,09,03,08,09,050,8,5,6,2,,5,2,4,8548,4,,408,40,41,62,5,8,5,152,94,,,,0,
56WN01305,56,2,0389,4,73,037,5641,4,40,,1,6,64,124,1,1,08,2,89,08,04,06,05,050,11,4,6,3,,1,1,4,9127,4,,634,63,41,61,9,4,5,161,104,,2,34,0,
56WN01306,56,1,0390,4,03,032,8913,4,40,28,1,2,64,124,1,2,10,1,87,09,04,07,08,044,10,3,4,2,,1,1,2,9127,4,,611,61,41,03,1,1,5,165,112,,,,0,
56WN01307,56,2,0392,4,01,011,7297,4,40,39,3,3,63,123,1,1,06,1,76,10,04,07,06,039,10,3,3,1,,3,3,3,7298,4,,543,54,41,01,1,3,5,149,92,,,,0,
56WN01308,56,1,0393,4,17,172,5852,4,40,03,3,5,63,123,1,1,09,1,62,12,03,09,11,046,14,3,4,2,,3,3,4,7666,4,,434,43,41,17,1,4,5,134,86,,3,74,0,
56WN01309,56,1,0394,4,70,712,9022,4,40,,1,2,63,123,1,1,08,1,82,10,03,06,07,045,10,3,3,1,,1,1,2,8676,4,,579,57,41,73,2,9,5,150,108,,,,0,
56WN01310,56,1,0396,4,14,142,7555,4,40,19,1,3,63,123,1,4,10,1,84,09,04,07,08,047,10,2,3,2,,1,1,3,8575,4,,567,56,41,14,1,7,5,158,142,,,,0,
56WN01311,56,2,0397,4,73,017,1822,5,48,,1,4,63,123,1,1,07,1,89,10,05,07,06,045,11,3,4,2,,1,1,4,8990,4,,618,61,41,61,9,8,5,147,130,,,,0,
56WN01312,56,2,0398,4,70,732,7362,4,40,,5,3,63,123,1,1,07,3,30,08,03,15,15,034,10,2,3,2,,5,2,3,8897,4,,166,16,41,73,2,6,5,133,96,,6,,0,
56WN01313,56,2,0399,4,70,732,7362,4,40,,5,3,63,123,1,1,06,1,39,10,03,13,14,033,12,4,6,3,,5,2,3,8897,4,,244,24,41,73,2,4,5,128,90,,3,50,0,
56WN01314,56,2,0400,4,65,232,6866,4,40,,1,4,63,123,1,1,10,1,81,08,03,05,06,055,11,5,5,1,,1,1,4,8460,4,,545,54,41,62,5,5,5,163,140,,,,0,
56WN01315,56,2,0402,4,17,172,8525,4,40,06,1,2,63,123,1,1,11,1,76,10,04,07,07,052,6,3,5,3,,1,1,2,7666,4,,527,52,41,17,1,7,5,151,112,,,,0,
56WN01316,56,2,0403,4,10,102,7372,4,40,18,1,3,63,123,1,1,08,1,75,09,03,07,09,043,10,3,4,2,,1,1,3,7617,4,,528,52,41,10,1,8,5,156,100,,,,0,
56WN01317,56,2,0404,4,13,132,1536,5,48,15,5,8,63,123,1,1,07,1,64,09,03,08,09,046,10,3,4,2,,5,2,5,8468,4,,434,43,41,13,1,4,5,157,106,,,,0,
56WN01318,56,2,0405,4,13,132,1536,5,48,15,5,8,63,123,1,1,08,1,58,08,03,08,10,043,15,4,5,2,,5,2,5,8468,4,,402,40,41,13,1,2,5,157,86,,,,0,
56WN01319,56,1,0406,4,07,072,5337,4,40,16,5,6,63,123,1,4,09,1,71,12,03,09,11,045,9,3,3,1,,5,2,4,9017,4,,498,49,41,07,1,8,5,151,98,,3,10,0,
56WN01320,56,2,0407,4,07,072,5337,4,40,16,5,6,63,123,1,1,06,1,62,10,04,08,11,041,9,2,3,2,,5,2,4,9017,4,,428,42,41,07,1,8,5,149,94,,,,0,
56WN01321,56,2,0408,4,17,172,5631,4,40,16,1,6,63,123,1,1,09,1,86,11,04,05,06,047,11,3,3,1,,1,1,4,7666,4,,607,60,41,17,1,7,5,148,114,,,,0,
56WN01322,56,1,0409,4,03,032,6646,4,40,16,1,5,63,123,1,4,10,3,106,10,04,05,05,047,10,3,3,1,,1,1,4,9127,4,,766,76,41,03,1,6,5,166,118,,,,0,
56WN01323,56,1,0410,4,18,182,1115,5,48,04,1,9,62,122,1,7,09,3,58,11,03,09,10,043,13,3,4,2,,1,1,5,7607,4,,380,38,41,18,1,0,5,125,116,,3,37,0,
56WN01324,56,2,0411,4,82,109,7561,4,40,,5,3,62,122,1,1,11,1,64,08,04,11,09,036,16,3,3,1,,5,2,3,8808,4,,439,43,41,12,7,9,5,149,104,,2,10,0,
56WN01325,56,1,0412,4,82,109,7561,4,40,,5,3,62,122,1,4,11,1,84,09,03,07,09,045,10,2,3,2,,5,2,3,8808,4,,610,61,41,12,7,0,5,169,96,,,,0,
56WN01326,56,2,0413,4,14,142,7305,4,40,17,5,3,62,122,1,1,08,1,53,09,03,11,09,039,12,2,3,2,,5,2,3,8575,4,,370,37,41,14,1,0,5,143,78,,,,0,
56WN01327,56,1,0414,4,14,142,7305,4,40,17,5,3,62,122,1,1,07,1,60,09,03,08,09,035,14,2,3,2,,5,2,3,8575,4,,423,42,41,14,1,3,5,143,84,,3,50,0,
56WN01328,56,1,0415,4,70,712,7566,4,40,,5,3,62,122,1,4,08,1,58,09,03,11,12,036,14,3,3,1,,5,2,3,8676,4,,385,38,41,73,2,5,5,146,110,,3,50,0,
56WN01329,56,1,0416,4,70,712,7566,4,40,,5,3,62,122,2,4,07,1,104,10,03,06,07,052,8,4,5,2,,5,2,3,8676,4,,743,74,41,73,2,3,5,184,134,,,,0,
56WN01330,56,2,0418,4,01,011,6687,4,40,25,3,4,62,122,1,1,07,1,74,08,03,08,07,032,16,2,3,2,,3,3,4,7298,4,,543,54,41,01,1,3,5,156,78,,,,0,
56WN01331,56,2,0419,4,70,712,7729,4,40,,1,3,62,122,1,1,07,1,93,09,04,06,07,054,9,4,4,1,,1,1,3,8676,4,,654,65,41,73,2,4,5,169,132,,,,0,
56WN01332,56,2,0420,4,04,042,7268,4,40,26,1,3,62,122,1,1,08,1,80,09,04,06,06,046,12,3,3,1,,1,1,3,7086,4,,582,58,41,04,1,2,5,154,90,,,,0,
56WN01333,56,2,0421,4,16,162,4304,4,40,14,1,8,62,122,1,1,10,1,76,08,03,06,06,048,9,2,3,2,,1,1,5,7843,4,,534,53,41,16,1,4,5,157,108,,,,0,
56WN01334,56,1,0422,4,73,157,1834,5,48,,5,4,62,122,1,4,10,1,73,10,04,07,09,044,14,3,3,1,,5,2,4,9013,4,,507,50,41,61,9,7,5,149,112,,3,50,0,
56WN01335,56,1,0423,4,73,157,1834,5,48,,5,4,62,122,1,2,10,1,67,12,06,08,07,037,10,2,2,1,,5,2,4,9013,4,,456,45,41,61,9,6,5,116,114,,3,10,0,
56WN01336,56,1,0424,4,73,187,1839,5,48,,1,4,62,122,1,1,09,1,100,14,12,08,06,045,11,2,3,2,,1,1,4,7607,4,,720,72,41,61,9,0,5,109,122,,3,10,0,
56WN01337,56,2,0425,4,70,722,8620,4,40,,1,2,62,122,1,1,09,1,72,09,03,08,07,049,10,2,3,2,,1,1,2,9147,4,,518,51,41,73,2,8,5,153,88,,,,0,
56WN01338,56,2,0426,4,11,112,6548,4,40,14,1,5,62,122,1,1,08,1,90,09,04,05,05,049,11,3,3,1,,1,1,4,8734,4,,625,62,41,11,1,5,5,160,138,,,,0,
56WN01339,56,1,0427,4,65,292,5972,4,40,,1,5,62,122,1,4,08,1,96,09,04,05,06,047,9,3,3,1,,1,1,4,8667,4,,687,68,41,62,5,7,5,160,122,,,,0,
56WN01340,56,1,0428,4,66,232,7408,4,40,,1,3,62,122,1,1,08,1,102,09,04,06,08,042,12,2,3,2,,1,1,3,8460,4,,720,72,41,65,5,0,5,168,142,,,,0,
56WN01341,56,1,0429,4,01,012,5625,4,40,32,5,6,62,122,1,2,09,1,83,09,03,07,07,054,8,3,4,2,,5,2,4,8990,4,,575,57,41,01,1,5,5,178,128,,,,0,
56WN01342,56,1,0430,4,01,012,5625,4,40,32,5,6,62,122,1,7,10,1,56,11,04,12,11,034,15,2,3,2,,5,2,4,8990,4,,370,37,41,01,1,0,5,134,108,,3,37,0,
56WN01343,56,2,0431,4,07,072,4584,4,40,23,5,7,62,122,1,1,09,1,63,08,03,07,09,053,8,3,4,2,,5,2,5,9017,4,,438,43,41,07,1,8,5,169,96,,,,0,
56WN01344,56,1,0432,4,07,072,4584,4,40,23,5,7,62,122,1,4,08,1,65,11,05,08,09,051,12,2,2,1,,5,2,5,9017,4,,456,45,41,07,1,6,5,143,94,,3,10,0,
56WN01345,56,2,0433,4,70,732,7863,4,40,,3,3,62,122,1,1,07,1,82,09,04,06,06,052,12,4,5,2,,3,3,3,8897,4,,595,59,41,73,2,5,5,160,94,,,,0,
56WN01346,56,1,0436,4,07,072,5837,4,40,23,1,5,61,121,1,4,06,1,87,08,03,07,09,043,13,3,3,1,,1,1,4,9017,4,,613,61,41,07,1,3,5,172,128,,,,0,
56WN01347,56,1,0438,4,03,032,8857,4,40,36,1,2,61,121,1,4,06,1,44,11,03,13,10,043,8,2,4,3,,1,1,2,9127,4,,298,29,41,03,1,8,5,125,80,,3,10,0,
56WN01348,56,1,0439,4,70,732,8382,4,40,,1,2,61,121,1,1,09,2,90,09,03,08,08,049,11,4,5,2,,1,1,2,8897,4,,651,65,41,73,2,1,5,170,112,,,,0,
56WN01349,56,1,0440,4,17,172,4491,4,40,02,1,7,61,121,1,4,10,1,59,10,03,10,09,035,16,2,2,1,,1,1,5,7666,4,,430,43,41,17,1,0,5,123,70,,3,17,0,
56WN01350,56,2,0441,4,04,042,4612,4,40,16,3,7,61,121,1,1,09,1,35,09,03,14,13,037,13,3,4,2,,3,3,5,7086,4,,210,21,41,04,1,0,5,131,96,,3,50,0,
56WN01351,56,1,0443,4,14,142,1210,5,48,11,4,9,61,121,1,4,11,1,82,10,05,08,07,044,14,2,2,1,,3,3,5,8575,4,,595,59,41,14,1,5,5,148,100,,,,0,
56WN01352,56,1,0444,4,14,142,1210,5,48,11,3,9,61,121,1,4,08,1,72,11,03,08,10,034,14,2,3,2,,3,3,5,8575,4,,502,50,41,14,1,2,5,141,112,,,,0,
56WN01353,56,2,0445,4,73,107,5388,4,40,,5,6,61,121,1,1,08,1,70,09,03,06,07,040,16,4,5,2,,5,2,4,7617,4,,502,50,41,61,9,2,5,151,92,,,,0,
56WN01354,56,1,0446,4,73,107,5388,4,40,,5,6,61,121,1,4,08,1,79,08,04,08,07,040,16,2,3,2,,5,2,4,7617,4,,574,57,41,61,9,4,5,158,96,,,,0,
56WN01355,56,1,0447,4,02,022,6577,4,40,24,5,5,61,121,1,1,08,1,68,09,04,08,10,043,8,2,3,2,,5,2,4,8445,4,,474,47,41,02,1,4,5,158,106,,,,0,
56WN01356,56,2,0448,4,02,022,6577,4,40,24,5,5,61,121,1,1,06,1,71,08,03,07,08,050,8,4,5,2,,5,2,4,8445,4,,507,50,41,02,1,7,5,173,96,,,,0,
56WN01357,56,1,0449,4,10,101,7591,4,40,14,5,3,61,121,1,4,06,1,79,09,03,07,09,047,9,3,4,2,,5,2,3,8808,4,,560,56,41,10,1,0,5,170,112,,,,0,
56WN01358,56,1,0450,4,10,101,7591,4,40,14,5,3,61,121,1,1,10,1,80,08,04,08,08,033,14,2,2,1,,5,2,3,8808,4,,587,58,41,10,1,7,5,160,90,,3,55,0,
56WN01359,56,2,0451,4,10,101,1785,5,48,05,5,4,61,121,1,1,06,1,65,09,03,09,10,035,16,3,3,1,,5,2,4,8808,4,,453,45,41,10,1,3,5,152,102,,2,51,0,
56WN01360,56,2,0452,4,10,101,1785,5,48,05,5,4,61,121,1,1,10,1,77,09,03,07,07,044,13,2,3,2,,5,2,4,8808,4,,545,54,41,10,1,5,5,162,110,,,,0,
56WN01361,56,2,0453,4,01,012,5983,4,40,31,1,5,61,121,1,1,09,1,86,09,03,06,08,056,8,4,4,1,,1,1,4,8990,4,,600,60,41,01,1,0,5,178,134,,,,0,
56WN01362,56,1,0454,4,03,032,8299,4,40,29,1,2,61,121,1,4,10,1,78,10,03,07,07,049,9,3,3,1,,1,1,2,9127,4,,570,57,41,03,1,0,5,158,90,,3,10,0,
56WN01363,56,2,0455,4,73,157,5517,4,40,,5,6,61,121,1,1,10,1,67,09,04,07,09,042,12,3,4,2,,5,2,4,9013,4,,484,48,41,61,9,4,5,151,84,,2,10,0,
56WN01364,56,1,0456,4,73,157,5517,4,40,,5,6,61,121,1,1,07,1,74,12,03,07,08,049,9,4,4,1,,5,2,4,9013,4,,527,52,41,61,9,7,5,145,102,,3,50,0,
56WN01365,56,2,0457,4,10,102,7396,4,40,17,1,3,61,121,1,1,09,1,91,09,03,07,06,042,13,3,3,1,,1,1,3,7617,4,,656,65,41,10,1,6,5,165,116,,,,0,
56WN01366,56,1,0458,4,73,107,1903,5,48,,5,3,61,121,1,7,06,1,73,09,04,09,09,042,14,3,3,1,,5,2,3,7617,4,,527,52,41,61,9,7,5,154,92,,3,37,0,
56WN01367,56,2,0459,4,73,107,1903,5,48,,5,3,61,121,1,1,07,1,53,12,03,10,09,038,12,3,3,1,,5,2,3,7617,4,,339,33,41,61,9,9,5,123,120,,2,10,0,
56WN01368,56,1,0460,4,82,089,1432,5,48,,8,8,61,121,1,1,10,1,81,10,04,08,09,047,10,2,3,2,,7,3,5,8401,4,,575,57,41,11,7,5,5,155,114,,,,0,
56WN01369,56,2,0461,4,82,089,1432,5,48,,9,8,61,121,1,1,08,1,73,09,03,07,08,052,9,3,3,1,,8,2,5,8401,4,,512,51,41,11,7,2,5,165,110,,,,0,
56WN01370,56,1,0462,4,82,089,1432,5,48,,9,8,61,121,1,7,10,2,74,13,04,08,11,038,8,2,2,1,,8,2,5,8401,4,,517,51,41,11,7,7,5,137,114,2,3,10,0,
56WN01371,56,2,0463,4,73,147,1916,5,48,,5,3,61,121,1,1,09,1,60,09,03,08,07,042,14,2,3,2,,5,2,3,8575,4,,408,40,41,61,9,8,5,143,106,,,,0,
56WN01372,56,2,0464,4,73,147,1916,5,48,,5,3,61,121,1,1,10,1,57,09,03,08,08,046,11,2,3,2,,5,2,3,8575,4,,390,39,41,61,9,0,5,145,98,,,,0,
56WN01373,56,1,0465,4,03,032,5945,4,40,16,5,5,61,121,1,2,10,1,84,10,04,06,07,040,9,2,3,2,,5,2,4,9127,4,,603,60,41,03,1,3,5,156,110,,3,44,0,
56WN01374,56,2,0466,4,03,032,5945,4,40,16,5,5,61,121,1,1,08,1,57,09,03,10,08,038,14,4,6,3,,5,2,4,9127,4,,397,39,41,03,1,7,5,144,90,,,,0,
56WN01375,56,2,0467,4,11,112,4745,4,40,14,3,7,61,121,1,1,09,1,71,10,03,07,07,044,10,3,4,2,,3,3,5,8734,4,,512,51,41,11,1,2,5,149,90,,,,0,
56WN01376,56,2,0469,4,09,092,6793,4,40,09,3,4,61,121,1,1,08,1,72,09,03,07,08,051,10,3,4,2,,3,3,4,8609,4,,516,51,41,09,1,6,5,161,96,,,,0,
56WN01377,56,2,0470,4,09,092,6793,4,40,09,4,4,68,128,1,1,09,1,75,09,03,08,07,046,11,3,4,2,,3,3,4,8609,4,,517,51,41,09,1,7,9,150,88,,,,0,
56WN01378,56,2,0471,4,02,022,5816,4,40,26,5,5,61,121,1,1,11,1,51,11,03,10,10,047,8,3,3,1,,5,2,4,8445,4,,345,34,41,02,1,5,5,152,92,,2,12,0,
56WN01379,56,2,0472,4,02,022,5816,4,40,26,5,5,61,121,1,1,06,1,47,08,03,11,12,043,9,3,4,2,,5,2,4,8445,4,,326,32,41,02,1,6,5,156,76,,3,51,0,
56WN01380,56,1,0473,4,10,101,1868,5,48,05,5,3,61,121,1,4,09,1,73,10,04,09,10,033,14,3,4,2,,5,2,3,8808,4,,514,51,41,10,1,4,5,146,108,,3,10,0,
56WN01381,56,1,0474,4,10,101,1868,5,48,05,5,3,61,121,1,4,07,1,79,09,04,08,09,041,10,3,3,1,,5,2,3,8808,4,,572,57,41,10,1,2,5,160,98,,3,58,0,
56WN01382,56,2,0475,4,10,102,8493,4,40,10,1,2,61,121,1,2,06,1,76,08,03,07,07,045,12,2,3,2,,1,1,2,7617,4,,532,53,41,10,1,2,5,162,116,,,,0,
56WN01383,56,2,0476,4,08,082,4952,4,40,19,3,7,61,121,1,1,07,1,70,07,03,07,08,053,12,4,5,2,,3,3,5,8595,4,,507,50,41,08,1,7,5,173,86,,,,0,
56WN01384,56,2,0477,4,08,082,4952,4,40,19,6,7,61,121,1,1,09,1,63,09,03,08,07,043,13,2,2,1,,5,2,5,8595,4,,446,44,41,08,1,6,5,151,90,,,,0,
56WN01385,56,1,0478,4,10,101,7429,4,40,17,1,3,61,121,1,4,10,1,78,07,03,08,08,032,16,2,3,2,,1,1,3,8808,4,,587,58,41,10,1,7,5,156,70,,3,30,0,
56WN01386,56,2,0479,4,01,011,8704,4,40,32,1,2,61,121,1,1,10,1,52,10,04,09,11,051,14,4,4,1,,1,1,2,7298,4,,360,36,41,01,1,0,5,145,84,,,,0,
56WN01387,56,2,0480,4,82,089,8723,4,40,,1,2,61,121,1,1,10,1,39,12,03,13,12,033,12,2,3,2,,1,1,2,8401,4,,238,23,41,11,7,8,5,108,102,,3,50,0,
56WN01388,56,2,0481,4,09,092,8018,4,40,04,1,3,61,121,1,1,08,2,83,09,03,05,05,051,9,4,4,1,,1,1,3,8609,4,,580,58,41,09,1,0,5,157,128,,,,0,
56WN01389,56,1,0482,4,18,182,7576,4,40,18,1,3,61,121,1,4,10,1,58,08,03,12,11,040,10,2,3,2,,1,1,3,7607,4,,393,39,41,18,1,3,5,146,104,,3,44,0,
56WN01390,56,1,0483,4,11,112,6781,4,40,39,5,4,60,120,1,7,10,1,51,11,03,11,12,034,12,2,3,2,,5,2,4,8734,4,,338,33,41,11,1,8,5,138,104,,3,37,0,
56WN01391,56,2,0484,4,11,112,6781,4,40,39,5,4,60,120,1,1,12,1,64,09,03,09,09,042,12,3,4,2,,5,2,4,8734,4,,467,46,41,11,1,7,5,163,80,,,,0,
56WN01392,56,2,0485,4,70,712,8014,4,40,,1,3,60,120,1,1,09,1,77,07,04,07,07,042,11,3,3,1,,1,1,3,8676,4,,558,55,41,73,2,8,5,156,100,,,,0,
56WN01393,56,1,0486,4,12,122,4927,4,40,09,1,7,60,120,3,5,06,1,94,11,05,07,08,053,10,3,3,1,,1,1,5,9012,4,,655,65,41,12,1,5,5,158,154,1,3,01,0,
56WN01394,56,1,0487,4,11,112,6844,4,40,23,5,4,60,120,1,4,10,1,64,12,03,09,08,043,15,2,3,2,,5,2,4,8734,4,,453,45,41,11,1,3,5,138,96,,,,0,
56WN01395,56,1,0488,4,11,112,6844,4,40,23,5,4,60,120,1,2,10,1,53,09,03,11,11,040,15,2,3,2,,5,2,4,8734,4,,382,38,41,11,1,2,5,148,72,,3,10,0,
56WN01396,56,1,0489,4,02,022,7027,4,40,34,5,4,60,120,1,2,08,1,54,10,04,09,11,041,12,4,4,1,,5,2,4,8445,4,,378,37,41,02,1,8,5,143,86,,,,0,
56WN01397,56,2,0490,4,02,022,7027,4,40,34,5,4,60,120,1,1,10,1,62,11,03,09,08,041,10,3,4,2,,5,2,4,8445,4,,453,45,41,02,1,3,5,146,76,,,,0,
56WN01398,56,2,0491,4,17,172,6115,4,40,04,5,5,60,120,1,1,10,1,77,11,04,07,06,053,12,3,4,2,,5,2,4,7666,4,,560,56,41,17,1,0,5,152,98,,,,0,
56WN01399,56,1,0492,4,17,172,6115,4,40,04,5,5,60,120,1,1,08,1,85,11,03,07,07,048,11,3,3,1,,5,2,4,7666,4,,600,60,41,17,1,0,5,159,130,,,,0,
56WN01400,56,2,0493,4,17,172,6970,4,40,02,5,4,60,120,2,1,09,1,61,09,03,09,08,041,16,3,4,2,,5,2,4,7666,4,,442,44,41,17,1,2,5,147,80,,,,0,
56WN01401,56,2,0494,4,17,172,6970,4,40,02,5,4,60,120,1,1,08,1,74,08,03,07,08,055,10,2,3,2,,5,2,4,7666,4,,532,53,41,17,1,2,5,174,102,,2,74,0,
56WN01402,56,1,0495,4,73,047,5753,4,40,,1,6,60,120,1,4,08,1,86,10,07,09,07,042,11,2,3,2,,1,1,4,7086,4,,628,62,41,61,9,8,5,135,106,,3,13,0,
56WN01403,56,1,0496,4,70,722,9057,4,40,,1,2,60,120,1,1,10,1,91,09,04,08,08,042,11,3,4,2,,1,1,2,9147,4,,652,65,41,73,2,2,5,163,128,,,,0,
56WN01404,56,2,0497,4,17,172,8386,4,40,03,1,2,60,120,1,1,07,1,66,10,03,07,08,041,9,2,3,2,,1,1,2,7666,4,,478,47,41,17,1,8,5,141,86,,,,0,
56WN01405,56,2,0499,4,13,132,5100,4,40,19,1,6,60,120,1,1,06,1,83,09,03,05,07,052,12,3,4,2,,1,1,4,8468,4,,600,60,41,13,1,0,5,167,110,,,,0,
56WN01406,56,1,0500,4,16,162,5098,4,40,20,1,6,60,120,1,2,09,1,80,08,03,07,07,044,13,2,3,2,,1,1,4,7843,4,,577,57,41,16,1,7,5,160,108,,,,0,
56WN01407,56,2,0501,4,04,042,4076,4,40,40,1,8,60,120,1,1,07,1,29,12,03,14,15,038,10,2,2,1,,1,1,5,7086,4,,162,16,41,04,1,2,5,116,96,,3,50,0,
56WN01408,56,1,0502,4,03,032,6066,4,40,11,1,5,60,120,1,4,11,1,92,10,05,09,05,044,10,3,4,2,,1,1,4,9127,4,,667,66,41,03,1,7,5,147,120,,3,10,0,
56WN01409,56,2,0503,4,13,132,1464,5,48,31,5,8,67,127,1,1,09,1,66,09,03,09,10,040,13,3,4,2,,5,2,5,8468,4,,449,44,41,13,1,9,9,155,90,,,,0,
56WN01410,56,1,0504,4,13,132,1464,5,48,31,5,8,67,127,1,4,10,1,73,10,05,12,09,039,14,3,4,2,,5,2,5,8468,4,,483,48,41,13,1,3,9,143,116,,3,10,0,
56WN01411,56,2,0505,4,10,101,6722,4,40,14,5,4,60,120,1,1,09,1,60,10,03,11,11,033,12,2,3,2,,5,2,4,8808,4,,423,42,41,10,1,3,5,147,92,,2,51,0,
56WN01412,56,2,0506,4,10,101,6722,4,40,14,5,4,60,120,1,1,09,1,71,08,03,08,06,039,13,2,3,2,,5,2,4,8808,4,,527,52,41,10,1,7,5,158,78,,,,0,
56WN01413,56,1,0507,4,82,089,6500,4,40,,5,5,60,120,1,2,08,1,55,12,03,09,12,039,11,3,4,2,,5,2,4,8401,4,,378,37,41,11,7,8,5,131,96,,3,10,0,
56WN01414,56,2,0508,4,82,089,6500,4,40,,5,5,60,120,1,1,07,1,78,09,03,07,08,054,8,4,4,1,,5,2,4,8401,4,,583,58,41,11,7,3,5,172,80,,2,76,0,
56WN01415,56,1,0509,4,08,082,5723,4,40,22,5,6,60,120,1,1,07,1,70,10,04,07,09,041,14,2,3,2,,5,2,4,8595,4,,483,48,41,08,1,3,5,151,120,,,,0,
56WN01416,56,2,0510,4,08,082,5723,4,40,22,5,6,60,120,1,1,06,2,52,11,03,09,11,044,12,2,3,2,,5,2,4,8595,4,,348,34,41,08,1,8,5,143,102,,,,0,
56WN01417,56,1,0511,4,09,092,7421,4,40,05,5,3,71,131,1,1,07,1,63,09,03,10,10,045,9,4,4,1,,5,2,3,8609,4,,408,40,41,09,1,8,1,,96,,3,10,0,-
56WN01418,56,1,0512,4,09,092,7421,4,40,05,5,3,60,120,1,4,10,2,83,08,05,09,08,041,10,3,3,1,,5,2,3,8609,4,,605,60,41,09,1,5,5,159,104,,3,79,0,
56WN01419,56,1,0513,4,05,052,5783,4,40,21,1,6,60,120,1,4,09,1,73,14,07,07,08,041,12,2,3,2,,1,1,4,9142,4,,525,52,41,05,1,5,5,109,100,,,,0,
