UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
85WN00011, 85027832,85,02,Y7832,1,71,30,714,2,2,5,5,4.0,4,4,1,86,138,1,70,92,616, 4, 3, 7, 8, 58,268,6,7,2,1,1,185,224,1310,,87,,0,7004,02,1589,02,6,81,603,71,1,96,0,
85WN00012, 85027833,85,02,Y7833,1,71,30,712,2,2,5,5,2.0,2,2,1,86,138,3,79,95,631, 3, 3, 9, 8, 48,289,5,7,1,1,2,191,215,1387,,,,1,7219,02,5102,02,6,84,657,71,9,101,113,300
85WN00013, 85027834,85,02,Y7834,1,71,30,712,2,2,5,5,2.0,2,2,1,86,138,19,70,66,428, 4, 3,10, 8, 44,225,4,5,2,1,1,156,215,1387,93,,,0,7219,02,5102,02,6,58,457,71,3,72,77,
85WN00014, 85027835,85,02,Y7835,1,71,30,714,2,2,5,5,2.0,2,2,1,86,138,6,60,66,435, 5, 3, 9, 8, 58,241,5,6,2,1,2,160,215,1128,93,84,,1,7004,02,5342,02,6,58,461,71,3,69,74,
85WN00015, 85027836,85,02,Y7836,1,71,30,714,2,2,5,5,2.0,2,2,1,86,138,8,63,71,469, 5, 3,10, 8, 57,  0,6,7,1,1,1,164,215,1128,97,,249,0,7004,02,5342,02,6,63,496,71,7,0,0,
85WN00016, 85027837,85,02,Y7837,1,71,30,713,2,2,5,5,2.0,2,2,1,86,138,33,59,84,566, 9, 3, 9, 7, 42,  0,4,5,1,1,1,147,215,1202,04,,229,1,7319,02,5274,02,6,74,597,71,6,0,0,
85WN00017, 85027838,85,02,Y7838,1,71,30,713,2,2,5,5,2.0,2,2,1,86,138,33,68,46,284, 4, 3,12,10, 43,132,6,7,1,1,2,143,215,1202,93,,,0,7319,02,5274,02,6,41,315,71,3,55,57,
85WN00018, 85027839,85,02,Y7839,2,71,30,712,2,2,5,5,9.0,9,5,1,86,138,21,93,72,454, 3, 3, 9, 8, 52,  0,5,6,1,1,1,173,205,1383,,,,1,7219,02,4635,01,6,64,516,71,1,80,87,
85WN00019, 85027840,85,02,Y7840,1,71,30,712,2,2,5,5,9.0,9,5,1,86,138,25,92,102,672, 4, 3, 6, 7, 50,299,5,6,1,1,3,189,205,1383,,,,0,7219,02,4635,01,6,90,680,71,9,115,126,332
85WN00020, 85027841,85,02,Y7841,1,70,30,703,2,2,5,5,3.0,3,3,1,86,138,8,76,79,517, 4, 3, 9, 7, 42,272,3,5,2,1,2,161,182,1193,93,,,1,5093,02,3100,02,2,70,518,70,3,85,85,
85WN00021, 85027842,85,02,Y7842,1,70,30,703,2,2,5,5,3.0,3,3,1,86,138,4,74,84,555, 5, 3,10, 7, 48,240,5,6,1,1,1,164,182,1193,93,,,0,5093,02,3100,02,2,74,555,70,3,86,92,
85WN00022, 85027843,85,02,Y7843,2,71,30,714,3,2,8,5,7.0,7,5,1,86,138,28,74,68,439, 4, 3, 9, 8, 42,  0,6,7,1,1,1,158,233,1276,92,,,1,7004,02,7044,01,6,60,502,71,2,76,75,012
85WN00023, 85027844,85,02,Y7844,1,71,30,714,3,2,8,5,7.0,7,5,1,86,138,1,85,89,583, 4, 3, 9, 7, 41,272,4,6,2,1,1,168,233,1276,93,,,0,7004,02,7044,01,6,79,586,71,3,92,99,
85WN00024, 85027846,85,02,Y7846,2,70,30,701,1,1,1,1,2.0,2,2,1,86,138,,95,90,583, 0, 0, 0, 0,  0,  0,,,,1,,,,,93,,,0,5169,02,5132,02,2,68,,70,3,90,0,
85WN00025, 85027847,85,02,Y7847,2,70,30,701,2,1,3,2,2.0,2,2,1,86,138,18,62,73,484, 4, 3,10, 7, 48,  0,5,6,2,1,2,167,198,1145,92,,,1,5169,02,5146,02,2,64,524,70,2,81,87,008
85WN00026, 85027849,85,02,Y7849,2,71,30,712,2,2,5,5,8.0,8,5,1,86,138,37,95,75,475, 4, 3, 9, 7, 56,  0,4,6,3,1,1,173,213,1186,92,,,0,7219,02,5729,01,6,66,540,71,2,83,93,016
85WN00027, 85027850,85,02,Y7850,2,71,30,712,2,2,5,5,8.0,8,5,1,86,138,6,86,78,503, 4, 3, 9, 8, 49,  0,5,6,1,1,1,170,213,1186,92,,,1,7219,02,5729,01,6,69,562,71,2,82,87,022
85WN00028, 85027851,85,02,Y7851,2,71,30,712,2,2,5,5,4.0,4,4,1,86,138,27,97,87,560, 4, 3, 8, 6, 43,  0,6,7,1,1,1,171,199,1343,,,,1,7219,02,1645,02,6,77,564,71,1,93,103,
85WN00029, 85027852,85,02,Y7852,2,71,30,712,2,2,5,5,4.0,4,4,1,86,138,,109,94,602, 0, 0, 0, 0,  0,  0,,,,1,,,199,1343,93,,,0,7219,02,1645,02,6,71,,71,3,94,0,
85WN00030, 85027853,85,02,Y7853,1,71,30,714,2,1,3,2,2.0,2,2,1,86,138,21,52,67,448, 5, 3, 9, 7, 38,259,5,6,2,1,2,142,215,1085,93,,,1,7004,02,5142,02,6,59,425,71,3,68,73,
85WN00031, 85027855,85,02,Y7855,1,71,30,714,2,2,5,5,5.0,5,4,1,86,138,12,92,86,557, 4, 3,10, 7, 48,249,4,6,1,1,2,171,212,1344,93,,,1,7004,02,0316,02,6,76,546,71,3,94,98,
85WN00032, 85027856,85,02,Y7856,2,71,30,714,2,2,5,5,5.0,5,4,1,86,138,36,100,80,507, 4, 3, 9, 7, 41,  0,5,6,1,1,1,167,212,1344,,,,0,7004,02,0316,02,6,71,555,71,1,89,97,
85WN00033, 85027858,85,02,Y7858,2,70,30,703,2,2,5,6,5.0,5,4,1,87,137,2,84,85,559, 4, 3, 8, 6, 39,  0,6,7,2,1,1,166,201,1437,,,,0,5093,02,0111,02,2,75,611,70,1,89,98,
85WN00034, 85027859,85,02,Y7859,2,71,30,711,2,2,5,4,8.0,8,5,1,87,137,27,108,79,498, 5, 3, 8, 6, 40,  0,5,6,1,1,1,161,196,1336,,,,1,7286,02,5842,01,6,71,559,71,1,83,94,
85WN00035, 85027860,85,02,Y7860,2,70,30,703,2,2,5,4,5.0,5,4,1,87,137,10,84,73,472, 5, 3, 9, 8, 40,  0,4,5,1,1,1,158,201,1437,,,,0,5093,02,0111,02,2,65,514,70,1,73,83,
85WN00036, 85027861,85,02,Y7861,1,70,30,702,2,1,3,2,2.0,2,2,2,87,139,30,71,104,697, 6, 3, 9, 7, 39,302,5,6,2,1,2,178,181,1071,,,,1,5213,02,5339,02,2,91,643,70,1,110,0,
85WN00037, 85027862,85,02,Y7862,2,70,30,702,2,1,4,2,2.0,2,2,9,87,134,2,71,33,193, 5, 3,12,14, 25,  0,6,7,1,1,1,0,181,1071,93,,,0,5213,02,5339,02,2,30,29,70,3,39,0,
85WN00038, 85027863,85,02,Y7863,1,71,30,711,2,2,5,5,7.0,7,5,1,87,137,17,105,94,609, 4, 3, 9, 7, 45,311,4,5,2,1,2,178,205,1344,93,,,1,7286,02,7066,01,6,84,616,71,3,100,104,
85WN00039, 85027864,85,02,Y7864,2,71,30,711,2,2,5,5,7.0,7,5,1,87,137,26,93,78,501, 5, 3, 8, 7, 75,  0,6,7,1,1,1,183,205,1344,,,,0,7286,02,7066,01,6,69,565,71,1,84,90,
85WN00040, 85027865,85,02,Y7865,1,71,30,711,2,2,5,4,8.0,8,5,1,87,137,30,110,83,526, 5, 3,10, 8, 60,262,6,7,2,1,1,173,213,1459,,,,1,7286,02,5969,01,6,74,515,71,9,91,104,275
85WN00041, 85027866,85,02,Y7866,2,71,30,711,2,2,5,6,8.0,8,5,1,87,137,20,87,83,542, 4, 3,10, 8, 66,  0,7,8,1,1,2,190,213,1459,,,,0,7286,02,5969,01,6,74,613,71,1,87,100,
85WN00042, 85027867,85,02,Y7867,1,71,30,714,3,2,8,5,2.0,2,2,1,87,137,8,55,77,522, 5, 3, 9, 7, 43,273,4,6,1,1,2,154,215,1165,93,,,1,7004,02,5277,02,6,68,498,71,3,88,80,
85WN00043, 85027868,85,02,Y7868,2,71,30,714,3,2,8,5,2.0,2,2,1,87,137,,63,80,538, 0, 0, 0, 0,  0,  0,,,,1,,,215,1165,93,,,0,7004,02,5277,02,6,60,,71,3,80,0,
85WN00044, 85027870,85,02,Y7870,2,71,30,714,2,2,5,5,6.0,6,4,1,87,137,37,72,73,480, 5, 3, 9, 8, 58,  0,6,7,2,1,1,170,190,1221,,,,0,7004,02,8453,01,6,65,529,71,1,76,86,
85WN00045, 85027871,85,02,Y7871,2,71,30,714,2,2,5,5,6.0,6,4,1,87,137,28,79,70,453, 4, 3,10, 7, 61,  0,6,7,1,1,1,171,190,1221,93,28,,1,7004,02,8453,01,6,62,501,71,3,76,83,
85WN00046, 85027872,85,02,Y7872,2,71,30,714,3,2,8,6,3.0,3,3,1,87,137,14,64,69,457, 4, 3,11, 8, 41,  0,4,6,2,1,1,159,211,1428,,,,0,7004,02,3337,02,6,61,523,71,1,74,84,
85WN00047, 85027873,85,02,Y7873,2,71,30,714,3,2,8,4,3.0,3,3,1,87,137,15,77,66,426, 4, 3,11, 8, 37,  0,5,6,2,1,1,156,211,1428,,,,1,7004,02,3337,02,6,59,481,71,1,73,74,
85WN00048, 85027874,85,02,Y7874,2,71,30,714,3,2,8,5,3.0,3,3,1,87,137,21,99,75,475, 5, 3,10, 7, 53,  0,5,6,1,1,1,166,211,1428,,,,0,7004,02,3337,02,6,67,534,71,1,79,85,
85WN00049, 85027875,85,02,Y7875,1,71,30,711,2,2,5,5,8.0,8,5,1,87,137,10,108,97,629, 4, 3,10, 6, 51,283,4,6,2,1,1,182,196,1336,,,,1,7286,02,5842,01,6,86,635,71,1,103,0,
85WN00050, 85027876,85,02,Y7876,1,71,30,713,2,2,5,6,9.0,9,5,1,87,137,21,85,74,478, 6, 3, 8, 7, 47,250,5,6,1,1,2,156,205,1242,93,,,0,7319,02,4975,01,6,66,527,71,3,82,85,
85WN00051, 85027877,85,02,Y7877,1,71,30,713,2,2,5,4,9.0,9,5,1,87,137,10,100,94,613, 6, 3,10, 7, 57,300,6,7,1,1,5,172,205,1242,93,,,1,7319,02,4975,01,6,84,599,71,3,102,106,
85WN00052, 85027878,85,02,Y7878,1,71,30,711,2,1,3,2,5.0,5,4,1,87,137,4,83,83,545, 5, 3, 9, 8, 63,241,4,6,1,1,1,172,190,1006,93,87,,1,7286,02,0088,02,6,74,482,71,3,83,90,
85WN00053, 85027880,85,02,Y7880,2,71,30,714,3,2,8,5,4.0,4,4,1,88,136,31,85,68,438, 4, 3, 9, 7, 42,  0,5,6,1,1,2,156,224,997,92,,,1,7004,02,1666,02,6,61,444,71,2,75,82,012
85WN00054, 85027881,85,02,Y7881,1,71,30,714,3,2,8,5,4.0,4,4,1,88,136,,84,63,401, 0, 0, 0, 0,  0,  0,,,,1,,,224,997,93,,,0,7004,02,1666,02,6,48,,71,3,63,0,
85WN00055, 85027883,85,02,Y7883,2,71,30,713,1,1,1,1,3.0,3,3,1,88,136,38,106,87,562, 5, 3, 7, 6, 61,  0,6,7,2,1,1,165,168,953,92,,,1,7319,02,3416,02,6,78,497,71,2,95,105,020
85WN00056, 85027884,85,02,Y7884,1,71,30,711,2,2,5,7,2.0,2,2,2,88,138,7,57,79,531, 7, 3, 9, 8, 48,229,6,7,2,1,1,165,198,1237,93,,,0,7286,02,5101,02,6,69,567,71,3,80,86,
85WN00057, 85027885,85,02,Y7885,1,71,30,711,2,1,3,2,2.0,2,2,6,88,133,1,66,92,642, 5, 4, 8, 7, 58,263,6,7,3,1,1,178,198,1237,,,,1,7286,02,5101,02,6,84,592,71,1,110,114,299
85WN00058, 85027886,85,02,Y7886,1,70,30,702,3,1,7,2,2.0,2,2,2,88,138,8,51,96,659, 3, 3,10, 6, 36,256,4,6,2,1,2,178,215,1101,93,,,0,5213,02,5349,02,2,84,602,70,3,100,104,
85WN00059, 85027887,85,02,Y7887,2,70,30,702,3,1,7,2,2.0,2,2,1,88,136,11,56,66,444, 4, 3,12, 8, 40,  0,5,6,1,1,1,158,215,1101,92,,,1,5213,02,5349,02,2,59,485,70,2,74,79,007
85WN00060, 85027888,85,02,Y7888,2,71,30,712,2,2,5,5,3.0,3,3,1,88,136,19,90,74,478, 3, 3,10, 7, 53,  0,5,6,1,1,1,175,211,1404,,,,1,7219,02,3208,02,6,66,538,71,1,80,86,
85WN00061, 85027889,85,02,Y7889,1,71,30,712,2,2,5,5,3.0,3,3,1,88,136,20,91,89,588, 5, 3, 9, 8, 52,275,5,6,2,1,2,178,211,1404,97,,249,0,7219,02,3208,02,6,80,593,71,7,0,0,
85WN00062, 85027890,85,02,Y7890,1,71,30,713,2,1,3,2,5.0,5,4,1,88,136,9,95,110,739, 4, 3, 6, 6, 33,283,3,5,2,1,2,178,179,1085,93,,,0,7319,02,0444,02,6,98,678,71,3,117,115,
85WN00063, 85027892,85,02,Y7892,1,70,30,703,2,2,5,6,2.0,2,2,1,88,136,14,80,67,434, 5, 3,10, 9, 43,170,5,6,1,1,2,162,198,1258,93,,,0,5093,02,5377,02,2,60,505,70,3,71,74,
85WN00064, 85027893,85,02,Y7893,2,70,30,703,2,2,5,4,2.0,2,2,1,88,136,20,101,60,367, 6, 3,10, 8, 59,  0,5,7,1,1,1,160,198,1258,92,,,1,5093,02,5377,02,2,54,450,70,2,68,75,009
85WN00065, 85027895,85,02,Y7895,1,70,30,702,2,2,5,5,6.0,6,4,1,88,136,18,93,82,535, 4, 3, 8, 7, 51,270,4,6,2,1,2,171,190,1342,,,,1,5213,02,8556,01,2,73,527,70,1,85,0,
85WN00066, 85027896,85,02,Y7896,1,70,30,702,2,2,5,5,6.0,6,4,1,88,136,8,101,96,632, 4, 3, 8, 7, 57,271,6,7,2,1,2,188,190,1342,,,,0,5213,02,8556,01,2,86,622,70,1,98,0,
85WN00067, 85027897,85,02,Y7897,1,30,30,007,1,1,1,1,1.0,1,1,1,88,136,36,79,84,560, 4, 3,10, 8, 41,271,5,6,2,1,2,172,196,1198,93,98,,1,0000,02,7063,02,4,75,553,70,3,86,82,
85WN00068, 85027898,85,02,Y7898,1,71,30,713,2,2,5,5,2.0,2,2,1,88,136,27,85,87,577, 6, 3, 8, 7, 51,264,5,6,2,1,2,171,198,1357,,,,0,7319,02,5081,02,6,78,609,71,1,93,0,
85WN00069, 85027899,85,02,Y7899,2,71,30,713,2,2,5,5,2.0,2,2,1,88,136,17,83,75,490, 4, 3,10, 7, 43,  0,5,6,2,1,1,167,198,1357,,,,1,7319,02,5081,02,6,67,575,71,1,79,79,
85WN00070, 85027900,85,02,Y7900,2,30,30,007,2,2,5,5,1.0,1,1,1,88,136,19,70,65,426, 5, 3, 9, 8, 63,  0,7,8,1,1,1,169,206,1306,92,,,0,0000,02,7188,02,4,58,519,70,2,68,80,003
85WN00071, 85027901,85,02,Y7901,3,30,30,007,2,2,5,5,1.0,1,1,1,88,136,36,76,78,518, 7, 3, 8, 8, 74,  0,6,7,1,1,1,180,206,1306,93,,,1,0000,02,7188,02,4,70,593,70,3,79,81,
85WN00072, 85027902,85,02,Y7902,2,71,30,713,2,2,5,5,5.0,5,4,1,88,136,34,84,69,446, 4, 3, 9, 7, 61,  0,6,7,1,1,1,171,179,1123,92,,,0,7319,02,0084,02,6,62,496,71,2,75,78,017
85WN00073, 85027903,85,02,Y7903,1,71,30,713,2,2,5,5,5.0,5,4,1,88,136,8,83,84,557, 3, 3, 8, 8, 49,285,4,6,2,1,2,178,179,1123,93,,,1,7319,02,0084,02,6,75,547,71,3,90,93,
85WN00074, 85027904,85,02,Y7904,2,71,30,712,2,2,5,3,5.0,5,4,1,88,136,26,98,78,501, 4, 3, 8, 6, 48,  0,5,6,1,1,1,171,190,1263,93,03,,1,7219,02,0430,02,6,70,547,71,8,85,87,
85WN00075, 85027905,85,02,Y7905,2,71,30,712,2,2,5,7,5.0,5,4,1,88,136,1,61,73,492, 3, 3, 9, 7, 50,  0,6,7,1,1,1,170,190,1263,,,,0,7219,02,0430,02,6,65,545,71,1,76,85,
85WN00076, 85027906,85,02,Y7906,2,70,30,701,1,1,1,1,2.0,2,2,1,89,135,18,82,84,561, 5, 3, 9, 6, 55,  0,5,6,2,1,1,160,198,1235,,,,0,5169,02,5384,02,2,76,519,70,1,94,100,
85WN00077, 85027908,85,02,Y7908,1,70,30,702,2,1,3,2,8.0,8,5,1,89,135,18,87,82,543, 4, 3, 9, 7, 47,282,5,6,2,1,2,165,221,1190,93,,,1,5213,02,6138,01,2,74,501,70,3,87,89,
85WN00078, 85027909,85,02,Y7909,2,70,30,703,2,2,5,5,2.0,2,2,1,89,135,11,90,87,578, 4, 3, 8, 7, 47,  0,4,5,1,1,1,182,198,1399,,,,0,5093,02,5160,02,2,78,663,70,1,96,102,
85WN00079, 85027910,85,02,Y7910,1,70,30,703,2,2,5,5,2.0,2,2,1,89,135,8,100,89,585, 5, 3,10, 8, 50,278,5,6,1,1,1,179,198,1399,93,84,,1,5093,02,5160,02,2,80,615,70,3,94,103,
85WN00080, 85027911,85,02,Y7911,2,71,30,711,2,1,3,2,3.0,3,3,1,89,135,18,96,100,670, 4, 3, 6, 5, 56,  0,5,6,1,1,1,192,197,1022,92,,,0,7286,02,3298,02,6,90,687,71,2,108,120,015
85WN00081, 85027913,85,02,Y7913,1,71,30,714,1,1,1,1,6.0,6,4,1,89,135,8,122,118,784, 6, 3,10, 7, 49,301,3,5,2,1,6,188,190,1235,93,,,1,7004,02,8566,01,6,106,667,71,3,125,132,
85WN00082, 85027914,85,02,Y7914,1,70,30,702,2,2,5,5,2.0,2,2,1,89,135,15,66,79,536, 5, 3, 9, 7, 37,280,6,7,2,1,2,158,198,1343,93,,,1,5213,02,5055,02,2,71,567,70,3,85,93,
85WN00083, 85027915,85,02,Y7915,1,70,30,702,2,2,5,5,2.0,2,2,1,89,135,27,65,80,544, 4, 3, 8, 7, 42,301,5,6,2,1,2,169,198,1343,93,,,0,5213,02,5055,02,2,72,577,70,3,86,96,
85WN00084, 85027916,85,02,Y7916,2,71,30,711,1,1,1,1,3.0,3,3,1,89,135,25,114,84,538, 8, 3, 9, 7, 54,  0,6,7,1,1,1,144,197,1124,92,,,1,7286,02,3043,02,6,76,472,71,2,91,104,020
85WN00085, 85027917,85,02,Y7917,1,70,30,702,2,2,5,5,2.0,2,2,1,89,135,16,84,77,508, 4, 3,11, 8, 46,282,4,6,1,1,4,166,198,1149,93,,,0,5213,02,5239,02,2,69,487,70,3,82,89,
85WN00086, 85027918,85,02,Y7918,2,70,30,702,2,2,5,5,2.0,2,2,1,89,135,,77,79,528, 0, 0, 0, 0,  0,  0,,,,1,,,198,1149,92,,,0,5213,02,5239,02,2,62,,70,2,79,87,008
85WN00087, 85027919,85,02,Y7919,2,70,30,702,3,2,8,5,3.0,3,3,1,89,135,18,78,77,513, 4, 3, 9, 7, 41,  0,5,6,1,1,1,165,211,1282,,,,0,5213,02,3393,02,2,69,573,71,1,85,93,
85WN00088, 85027920,85,02,Y7920,1,70,30,702,3,2,8,5,3.0,3,3,1,89,135,31,81,79,525, 4, 3, 8, 8, 39,284,5,6,2,1,4,165,211,1282,93,,,1,5213,02,3393,02,2,71,533,71,3,92,91,
85WN00089, 85027922,85,02,Y7922,1,70,30,702,2,2,5,4,5.0,5,4,1,89,135,29,101,92,607, 4, 3, 8, 7, 51,296,6,7,1,1,2,179,201,1263,93,,,1,5213,02,0327,02,2,83,582,70,3,98,99,
85WN00090, 85027923,85,02,Y7923,1,70,30,702,2,2,5,6,5.0,5,4,1,89,135,19,79,81,541, 4, 3, 9, 8, 64,298,6,7,2,1,2,189,201,1263,,,,0,5213,02,0327,02,2,73,576,70,1,88,0,
85WN00091, 85027924,85,02,Y7924,1,70,30,702,2,2,5,6,3.0,3,3,1,89,135,28,66,60,396, 6, 3,11, 9, 47,242,5,6,1,1,2,151,197,1312,93,,,1,5213,02,3057,02,2,54,445,70,3,72,74,
85WN00092, 85027925,85,02,Y7925,2,70,30,702,2,2,5,4,3.0,3,3,1,89,135,4,88,82,542, 4, 3,10, 8, 52,  0,5,7,1,1,1,182,197,1312,,,,0,5213,02,3057,02,2,74,597,70,1,88,95,
85WN00093, 85027926,85,02,Y7926,2,70,30,704,2,2,5,7,4.0,4,4,1,89,135,23,86,66,425, 4, 3,10, 8, 45,  0,5,6,1,1,1,160,199,928,93,,,0,5392,02,1563,02,2,60,483,70,2,67,65,
85WN00094, 85027927,85,02,Y7927,2,70,30,704,2,1,3,2,4.0,4,4,1,89,135,35,79,64,416, 2, 3,12, 9, 30,  0,5,6,1,1,1,160,199,928,92,,,1,5392,02,1563,02,2,58,424,70,2,72,73,022
85WN00095, 85027928,85,02,Y7928,1,71,30,713,2,2,5,5,7.0,7,5,1,89,135,12,104,65,404, 4, 3,10, 8, 52,223,5,7,2,1,1,157,178,1069,93,,,0,7319,02,7196,01,6,59,412,71,3,73,74,
85WN00096, 85027929,85,02,Y7929,1,71,30,713,2,2,5,5,7.0,7,5,1,89,135,4,95,84,552, 5, 3, 9, 7, 51,292,5,6,2,1,2,167,178,1069,93,,,1,7319,02,7196,01,6,76,559,71,3,88,87,
85WN00097, 85027930,85,02,Y7930,1,71,30,711,1,2,3,3,2.0,2,2,1,89,135,32,128,105,683, 6, 3, 9, 7, 48,300,5,6,1,1,2,184,181,1290,,,,0,7286,02,5337,02,6,95,697,71,1,110,0,
85WN00098, 85027931,85,02,Y7931,2,71,30,714,2,2,5,5,3.0,3,3,1,89,135,33,77,65,424, 5, 3, 9, 8, 49,  0,5,6,1,1,1,158,197,1150,92,,,0,7004,02,3027,02,6,59,487,71,2,72,77,017
85WN00099, 85027932,85,02,Y7932,2,71,30,714,2,2,5,5,3.0,3,3,1,89,135,34,75,58,374, 5, 3,10, 8, 43,  0,5,6,2,1,1,147,197,1150,92,,,1,7004,02,3027,02,6,52,437,71,2,67,68,018
85WN00100, 85027934,85,02,Y7934,2,71,30,713,3,1,7,2,7.0,7,5,1,89,135,14,88,87,579, 5, 3, 8, 6, 51,  0,6,7,2,1,1,172,224,1333,,,,1,7319,02,7375,01,6,78,600,71,1,92,95,
85WN00101, 85027935,85,02,Y7935,1,71,30,713,3,2,8,6,7.0,7,5,1,89,135,16,92,73,473, 5, 3, 9, 8, 51,249,5,7,2,1,3,167,224,1333,93,,,0,7319,02,7375,01,6,66,523,71,3,77,80,
85WN00102, 85027936,85,02,Y7936,1,71,30,713,2,2,5,5,2.0,2,2,1,89,135,,80,73,481, 0, 0, 0, 0,  0,  0,,,,6,,,198,1193,93,07,,0,7319,02,5218,02,6,52,,71,3,73,73,
85WN00103, 85027937,85,02,Y7937,2,71,30,713,2,2,5,4,2.0,2,2,1,89,135,9,95,89,589, 4, 3, 7, 6, 57,  0,4,6,2,1,1,187,198,1193,92,,,1,7319,02,5218,02,6,80,631,71,2,92,91,008
85WN00104, 85027938,85,02,Y7938,1,70,30,703,2,2,5,4,4.0,4,4,1,89,135,31,106,83,536, 7, 3, 8, 7, 52,269,4,5,2,1,1,156,186,1386,,,,0,5093,02,1511,02,2,75,511,70,1,89,0,
85WN00105, 85027939,85,02,Y7939,2,70,30,703,2,2,5,6,4.0,4,4,1,89,135,35,83,80,531, 4, 3, 9, 7, 49,  0,5,6,1,1,1,175,186,1386,,,,1,5093,02,1511,02,2,72,591,70,1,89,97,
85WN00106, 85027940,85,02,Y7940,1,71,30,713,2,2,5,5,5.0,5,4,1,89,135,3,102,87,569, 4, 3, 7, 7, 45,287,4,6,2,1,3,171,201,1380,,,,0,7319,02,0290,02,6,78,559,71,1,91,0,
85WN00107, 85027941,85,02,Y7941,1,71,30,713,2,2,5,5,5.0,5,4,1,89,135,21,97,73,469, 7, 3, 8, 8, 57,260,5,6,2,1,2,155,201,1380,93,,,1,7319,02,0290,02,6,66,463,71,3,81,87,
85WN00108, 85027942,85,02,Y7942,3,30,30,007,1,1,1,1,1.0,1,1,1,89,135,10,111,92,599, 4, 3, 8, 6, 61,  0,6,7,1,1,1,180,196,1208,93,,,0,0000,02,6952,02,4,83,563,70,3,98,0,
85WN00109, 85027943,85,02,Y7943,1,70,30,701,3,2,8,5,5.0,5,4,1,90,134,29,83,78,520, 4, 3,10, 9, 36,238,6,7,1,1,2,164,212,1145,93,,,1,5169,02,0455,02,2,71,516,70,3,84,91,
85WN00110, 85027944,85,02,Y7944,2,70,30,701,3,2,8,5,5.0,5,4,1,90,134,13,82,75,499, 4, 3,10, 8, 49,  0,6,7,2,1,1,170,212,1145,92,,,0,5169,02,0455,02,2,68,547,70,2,68,76,013
