UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
86WN00028, 86029091,86,02,Y9091,1,70,30,704,3,1,7,2,4.0,4,4,1,86,144,29,71,84,534, 6, 3,10, 7, 64,308,6,7,2,1,2,162,211,1094,93,,,,7004,02,3272,02,2,71,498,70,3,100,0,
86WN00029, 86029092,86,02,Y9092,2,70,30,701,1,1,1,1,2.0,2,2,1,86,144,1,77,92,585, 7, 3, 8, 6, 57,  0,6,7,1,1,1,158,182,1219,,,,,7286,02,7247,02,2,78,549,70,1,91,99,202
86WN00030, 86029093,86,02,Y9093,1,71,30,713,2,2,5,5,2.0,2,2,1,86,144,3,75,79,497, 5, 3,11, 8, 40,287,5,6,2,1,2,156,216,1201,93,,,,8109,02,7315,02,6,67,513,71,3,93,0,
86WN00031, 86029094,86,02,Y9094,2,71,30,713,2,2,5,5,2.0,2,2,1,86,144,15,72,87,554, 6, 3, 9, 7, 50,  0,5,6,1,1,1,168,216,1201,,,,,8109,02,7315,02,6,74,626,71,2,94,102,202
86WN00032, 86029095,86,02,Y9095,2,70,30,702,1,1,1,1,6.0,6,4,1,86,144,20,88,88,550, 5, 3, 8, 5, 57,  0,4,5,2,1,1,157,172,1126,92,,,,7219,02,0304,02,2,75,492,70,2,94,98,021
86WN00033, 86029096,86,02,Y9096,2,70,30,704,2,2,5,6,3.0,3,3,1,86,144,1,75,75,469, 5, 2, 9, 7, 52,  0,5,6,1,1,1,162,202,1413,,,,,7004,02,5172,02,2,64,488,70,1,77,81,203
86WN00034, 86029097,86,02,Y9097,2,70,30,704,2,2,5,4,3.0,3,3,1,86,144,19,88,88,550, 6, 3, 7, 5, 53,  0,5,6,2,1,1,158,202,1413,,,,,7004,02,5172,02,2,75,572,70,1,95,100,203
86WN00035, 86029098,86,02,Y9098,1,71,30,711,2,2,5,5,2.0,2,2,1,86,144,18,72,86,547, 5, 3,10, 7, 44,260,5,6,2,1,7,164,199,1376,93,,,,8138,02,7088,02,6,73,572,71,3,99,0,
86WN00036, 86029099,86,02,Y9099,1,71,30,711,2,2,5,5,2.0,2,2,1,86,144,14,82,83,519, 6, 3,10, 8, 45,285,4,6,1,1,2,159,199,1376,93,,,,8138,02,7088,02,6,71,542,71,3,95,0,
86WN00037, 86029100,86,02,Y9100,2,70,30,701,2,2,5,5,2.0,2,2,1,86,144,27,87,70,426, 6, 2, 9, 7, 49,  0,6,7,1,1,1,154,199,1367,92,,,,7286,02,7203,02,2,60,505,70,2,76,84,011
86WN00038, 86029101,86,02,Y9101,2,70,30,701,2,2,5,5,2.0,2,2,1,86,144,2,82,79,492, 5, 2, 9, 7, 44,  0,6,7,1,1,1,164,199,1367,92,,,,7286,02,7203,02,2,67,556,70,2,84,88,010
86WN00039, 86029102,86,02,Y9102,2,70,30,703,2,2,5,5,3.0,3,3,1,86,144,12,78,83,522, 5, 3, 8, 7, 62,  0,5,6,2,1,1,172,202,1347,,,,,7319,02,5159,02,2,70,557,70,1,78,91,201
86WN00040, 86029103,86,02,Y9103,2,70,30,703,2,2,5,5,3.0,3,3,1,86,144,5,80,63,382, 5, 3,10, 7, 62,  0,6,7,2,1,1,152,202,1347,92,,,,7319,02,5159,02,2,54,413,70,2,67,71,020
86WN00041, 86029104,86,02,Y9104,2,71,30,713,2,2,5,5,3.0,3,3,1,86,144,7,76,81,510, 5, 3, 9, 7, 56,  0,5,6,1,1,1,166,202,1289,,,,,8109,02,5299,02,6,69,542,71,2,85,97,202
86WN00042, 86029105,86,02,Y9105,2,71,30,713,2,2,5,5,3.0,3,3,1,86,144,9,78,62,376, 8, 3,11, 8, 60,  0,7,7,1,1,1,138,202,1289,97,33,254,,8109,02,5299,02,6,53,409,71,7,0,0,
86WN00043, 86029107,86,02,Y9107,1,70,30,703,2,2,5,5,2.0,2,2,1,87,143,5,94,88,550, 7, 3, 8, 7, 49,309,5,6,2,1,1,159,199,1411,,,,,7319,02,7138,02,2,75,567,70,1,99,0,
86WN00044, 86029108,86,02,Y9108,1,70,30,703,2,2,5,5,2.0,2,2,1,87,143,25,91,92,580, 8, 2, 9, 8, 39,301,4,5,2,1,2,158,199,1411,,,,,7319,02,7138,02,2,79,609,70,1,108,0,
86WN00045, 86029109,86,02,Y9109,2,70,30,704,2,2,5,4,4.0,4,4,1,87,143,3,109,95,588, 5, 3, 9, 7, 64,  0,6,7,2,1,1,184,211,1473,,,,,7004,02,3318,02,2,81,601,70,1,102,105,202
86WN00046, 86029110,86,02,Y9110,1,70,30,704,2,2,5,6,4.0,4,4,1,87,143,29,89,68,413, 6, 2,11, 8, 64,241,6,7,2,1,4,177,211,1473,93,,,,7004,02,3318,02,2,58,488,70,3,85,0,
86WN00047, 86029111,86,02,Y9111,2,30,30,  8,3,2,8,5,1.0,1,1,1,87,143,4,75,79,500, 7, 3, 9, 8, 52,  0,7,8,1,1,1,166,216,1352,92,,,,0000,02,7985,02,4,68,606,71,2,86,89,022
86WN00048, 86029112,86,02,Y9112,3,30,30,  8,3,1,7,2,1.0,1,1,1,87,143,19,67,67,422, 6, 2, 8, 8, 43,  0,6,7,1,9,1,145,216,1352,,08,,,0000,02,7985,02,4,57,423,71,1,68,80,203
86WN00049, 86029113,86,02,Y9113,3,30,30,  8,3,1,7,2,1.0,1,1,1,87,143,34,62,93,607, 5, 2, 8, 6, 56,  0,5,6,1,1,1,180,216,1352,93,,,,0000,02,7985,02,4,79,616,71,3,98,107,
86WN00050, 86029114,86,02,Y9114,1,70,30,704,2,2,5,3,4.0,4,4,1,87,143,8,90,95,601, 6, 3, 7, 7, 53,275,7,7,1,1,2,171,224,1267,93,33,,,7004,02,3190,02,2,81,578,70,3,110,0,
86WN00051, 86029115,86,02,Y9115,1,70,30,704,2,2,5,7,4.0,4,4,1,87,143,18,44,62,403, 6, 2,10, 8, 40,244,5,6,1,1,1,154,224,1267,93,,,,7004,02,3190,02,2,53,471,70,3,83,0,
86WN00052, 86029116,86,02,Y9116,1,71,30,713,2,2,5,4,7.0,7,5,1,87,143,26,105,72,430,11, 2,11, 8, 35,212,5,6,2,1,2,122,182,1140,93,,,,8109,02,8765,01,6,62,437,71,3,85,0,
86WN00053, 86029117,86,02,Y9117,1,71,30,713,2,2,5,6,7.0,7,5,1,87,143,23,84,68,417,12, 3,10, 8, 42,205,4,5,2,1,4,131,182,1140,93,,,,8109,02,8765,01,6,58,507,71,3,84,0,
86WN00054, 86029118,86,02,Y9118,2,30,30,  8,2,1,3,2,1.0,1,1,1,87,143,23,44,73,480, 4, 2,10, 7, 36,  0,4,5,2,1,1,157,206,1208,92,,,,0000,02,8393,02,4,62,516,71,2,76,85,004
86WN00055, 86029119,86,02,Y9119,2,30,30,  8,1,1,1,1,1.0,1,1,1,87,143,6,102,97,607, 5, 3, 8, 6, 47,  0,5,6,2,1,1,171,196,1254,92,,,,0000,02,7872,02,4,83,613,71,2,100,107,006
86WN00056, 86029120,86,02,Y9120,1,70,30,702,2,2,5,5,3.0,3,3,1,87,143,20,101,108,685, 5, 3, 8, 6, 46,307,4,5,1,1,1,180,202,1349,,,,,7219,02,5112,02,2,92,676,70,1,115,0,
86WN00057, 86029121,86,02,Y9121,2,70,30,702,2,2,5,5,3.0,3,3,1,87,143,24,103,89,550, 5, 3, 9, 7, 39,  0,3,4,2,1,1,163,202,1349,,,,,7219,02,5112,02,2,76,592,70,1,95,99,202
86WN00058, 86029122,86,02,Y9122,2,70,30,701,2,2,5,3,9.0,9,5,1,87,143,4,99,79,483, 8, 2, 9, 7, 63,  0,6,7,1,1,1,160,208,1339,92,,,,7286,02,5760,01,2,68,515,70,2,83,88,017
86WN00059, 86029123,86,02,Y9123,1,70,30,701,2,2,5,7,9.0,9,5,1,87,143,11,67,64,401, 8, 3,11, 9, 55,250,5,6,2,1,1,159,208,1339,93,,,,7286,02,5760,01,2,55,484,70,3,73,0,
86WN00060, 86029124,86,02,Y9124,2,70,30,704,2,2,5,5,7.0,7,5,1,87,143,25,105,92,570, 6, 2, 8, 6, 56,  0,5,6,2,1,1,178,200,1588,,,,,7004,02,8696,01,2,79,632,70,1,94,102,202
86WN00061, 86029125,86,02,Y9125,2,70,30,704,2,2,5,5,7.0,7,5,1,87,143,30,108,82,498, 5, 2,10, 6, 62,  0,5,6,1,1,1,178,200,1588,,,,,7004,02,8696,01,2,71,563,70,1,89,98,201
86WN00062, 86029126,86,02,Y9126,1,71,30,712,2,2,5,5,5.0,5,4,1,87,143,9,119,114,714, 4, 3, 8, 6, 38,297,4,5,2,1,2,185,200,1423,93,,,,8076,02,1645,02,6,98,699,71,3,125,0,
86WN00063, 86029127,86,02,Y9127,1,71,30,712,2,2,5,5,5.0,5,4,1,87,143,13,114,83,501, 5, 3, 9, 8, 41,258,5,6,2,1,1,157,200,1423,93,,,,8076,02,1645,02,6,71,488,71,3,93,0,
86WN00064, 86029128,86,02,Y9128,2,70,30,701,2,1,3,2,2.0,2,2,1,87,143,26,86,96,611, 5, 3, 9, 7, 44,  0,5,6,1,1,1,175,216,1189,,,,,7286,02,7102,02,2,82,641,70,1,91,99,202
86WN00065, 86029130,86,02,Y9130,1,71,30,713,2,2,5,5,3.0,3,3,1,87,143,10,70,93,601, 6, 2, 8, 7, 42,268,4,5,2,1,2,163,187,1291,93,87,,,8109,02,5119,02,6,79,586,71,3,98,0,
86WN00066, 86029131,86,02,Y9131,2,71,30,713,2,2,5,5,3.0,3,3,1,87,143,10,64,71,452, 6, 2, 9, 7, 54,  0,5,6,2,1,1,154,187,1291,92,,,,8109,02,5119,02,6,61,485,71,2,76,83,019
86WN00067, 86029132,86,02,Y9132,1,70,30,701,1,1,1,1,2.0,2,2,1,87,143,14,90,84,524, 6, 3, 8, 7, 52,278,4,5,1,1,1,146,199,1191,93,,,,7286,02,7139,02,2,72,448,70,3,93,0,
86WN00068, 86029134,86,02,Y9134,2,71,30,714,2,2,5,5,3.0,3,3,1,87,143,29,94,80,494, 4, 2, 8, 7, 70,  0,6,7,1,1,1,185,216,1270,92,16,,,7833,02,5427,02,6,69,539,71,2,85,93,016
86WN00069, 86029135,86,02,Y9135,2,71,30,714,2,2,5,5,3.0,3,3,1,87,143,6,83,86,543, 5, 3, 8, 7, 60,  0,6,7,2,1,1,174,216,1270,,,,,7833,02,5427,02,6,74,574,71,1,87,94,201
86WN00070, 86029136,86,02,Y9136,2,71,30,712,2,2,5,5,3.0,3,3,1,88,142,6,93,93,589, 6, 3, 8, 7, 58,  0,5,6,2,1,1,175,216,1492,,,,,8076,02,5102,02,6,80,619,71,1,101,109,201
86WN00071, 86029137,86,02,Y9137,1,71,30,712,2,2,5,5,3.0,3,3,1,88,142,31,99,88,550, 5, 2, 8, 7, 41,265,4,5,2,1,1,164,216,1492,,,,,8076,02,5102,02,6,76,547,71,1,105,0,
86WN00072, 86029138,86,02,Y9138,1,71,30,713,1,2,3,5,2.0,2,2,1,88,142,1,102,98,618, 6, 3, 9, 7, 50,279,6,7,1,1,4,175,199,1305,93,,,,8109,02,7095,02,6,84,631,71,3,103,0,
86WN00073, 86029139,86,02,Y9139,2,70,30,704,2,1,3,2,3.0,3,3,1,88,142,13,59,72,465, 5, 3, 9, 6, 49,  0,4,5,1,1,1,147,202,1218,92,,,,7004,02,5344,02,2,62,451,70,2,75,83,019
86WN00074, 86029140,86,02,Y9140,2,70,30,704,2,1,3,2,3.0,3,3,1,88,142,30,93,94,596, 5, 2, 8, 6, 52,  0,5,6,1,1,1,175,202,1218,,,,,7004,02,5344,02,2,81,593,70,1,91,100,202
86WN00075, 86029141,86,02,Y9141,1,70,30,702,3,3,9,8,4.0,4,4,3,88,145,2,70,75,469, 4, 2, 9, 7, 56,272,4,5,1,1,2,182,236,1372,93,,,T,7219,02,3125,02,2,63,537,70,3,83,0,
86WN00076, 86029142,86,02,Y9142,2,70,30,702,3,3,9,8,4.0,4,4,3,88,145,13,67,75,471, 6, 3, 9, 6, 51,  0,4,5,2,1,1,159,236,1372,,,,T,7219,02,3125,02,2,63,585,70,1,79,86,202
86WN00077, 86029143,86,02,Y9143,2,70,30,702,3,3,9,8,4.0,4,4,3,88,145,17,61,76,482, 5, 3, 9, 7, 61,  0,6,7,2,1,1,174,236,1372,,,,T,7219,02,3125,02,2,64,598,70,1,79,86,201
86WN00078, 86029144,86,02,Y9144,2,70,30,703,3,2,8,4,4.0,4,4,1,88,142,3,94,87,546, 5, 3, 8, 6, 58,  0,5,6,1,1,1,169,211,1122,92,,,,7319,02,3001,02,2,75,558,70,2,90,95,013
86WN00079, 86029146,86,02,Y9146,1,70,30,703,3,2,8,6,4.0,4,4,1,88,142,30,80,79,500, 6, 2, 9, 7, 44,295,6,7,2,1,1,172,211,1122,93,,,,7319,02,3001,02,2,68,575,70,3,92,0,
86WN00080, 86029147,86,02,Y9147,2,70,30,701,3,2,8,5,5.0,5,4,1,88,142,30,80,71,444, 6, 2,10, 8, 54,  0,6,7,1,1,1,158,200,1215,92,,,,7286,02,1524,02,2,61,490,70,2,80,86,013
86WN00081, 86029148,86,02,Y9148,1,70,30,701,3,2,8,5,5.0,5,4,1,88,142,23,78,83,530, 9, 3,10, 7, 69,284,6,7,2,2,2,155,200,1215,93,03,,,7286,02,1524,02,2,71,523,70,3,99,0,
86WN00082, 86029149,86,02,Y9149,2,70,30,701,3,1,7,2,5.0,5,4,1,88,142,22,62,75,485, 9, 2, 9, 7, 53,  0,6,7,1,1,1,140,200,1215,92,,,,7286,02,1524,02,2,64,478,70,2,80,85,014
86WN00083, 86029150,86,02,Y9150,2,70,30,704,2,2,5,5,6.0,6,4,1,88,142,10,92,72,442, 5, 2, 9, 7, 65,  0,5,7,1,1,1,168,202,1344,92,,,,7004,02,0432,02,2,62,475,70,2,80,86,018
86WN00084, 86029151,86,02,Y9151,1,70,30,704,2,2,5,5,6.0,6,4,1,88,142,14,91,87,549, 5, 2, 9, 8, 44,279,4,5,2,1,3,167,202,1344,93,,,,7004,02,0432,02,2,75,536,70,3,99,0,
86WN00085, 86029152,86,02,Y9152,1,70,30,701,3,2,8,3,3.0,3,3,1,88,142,32,88,71,438, 6, 2,11, 9, 49,255,5,6,2,1,3,155,230,1231,93,87,,,7286,02,5058,02,2,61,429,70,3,85,0,
86WN00086, 86029153,86,02,Y9153,1,70,30,701,3,2,8,7,3.0,3,3,1,88,142,31,64,78,504,12, 2,10, 7, 42,292,5,6,1,1,4,139,230,1231,93,,,,7286,02,5058,02,2,67,579,70,3,94,0,
86WN00087, 86029154,86,02,Y9154,1,71,30,713,2,2,5,3,2.0,2,2,1,88,142,5,88,109,706, 5, 3, 9, 6, 54,282,4,6,1,1,2,193,199,1365,93,,,,8109,02,7231,02,6,93,715,71,3,122,0,
86WN00088, 86029155,86,02,Y9155,1,71,30,713,2,2,5,7,2.0,2,2,1,88,142,10,64,41,244, 4, 2,12,10, 37,138,5,6,1,1,2,151,199,1365,93,,,,8109,02,7231,02,6,36,341,71,3,63,0,
86WN00089, 86029156,86,02,Y9156,2,70,30,702,2,2,5,5,6.0,6,4,1,88,142,7,87,78,488, 6, 3, 9, 6, 54,  0,5,6,2,1,1,155,192,1302,92,,,,7219,02,0384,02,2,67,519,70,2,84,90,016
86WN00090, 86029157,86,02,Y9157,2,70,30,702,2,2,5,5,6.0,6,4,1,88,142,27,94,89,561, 6, 2, 9, 6, 51,  0,4,5,2,1,1,168,192,1302,,21,,,7219,02,0384,02,2,77,605,70,1,97,105,201
86WN00091, 86029158,86,02,Y9158,2,70,30,703,1,2,3,4,4.0,4,4,1,88,142,19,105,91,567, 7, 3, 8, 5, 49,  0,6,7,1,1,1,155,211,1173,,,,,7319,02,3007,02,2,79,589,70,1,97,103,201
86WN00092, 86029159,86,02,Y9159,2,71,30,711,3,2,8,5,7.0,7,5,1,88,142,21,72,76,485, 6, 3, 9, 6, 48,  0,5,6,1,1,3,153,200,1344,93,,,,8138,02,8472,01,6,65,544,71,3,84,88,
86WN00093, 86029160,86,02,Y9160,1,71,30,711,3,2,8,5,7.0,7,5,1,88,142,34,70,87,563, 5, 3, 9, 7, 47,304,5,6,2,1,2,167,200,1344,93,,,,8138,02,8472,01,6,75,581,71,3,99,0,
86WN00094, 86029161,86,02,Y9161,2,71,30,711,3,2,8,6,7.0,7,5,1,88,142,14,79,76,480, 7, 3, 8, 6, 47,  0,5,6,1,1,3,149,200,1344,97,,274,,8138,02,8472,01,6,65,525,71,1,79,0,
86WN00095, 86029162,86,02,Y9162,2,70,30,702,2,2,5,5,3.0,3,3,1,88,142,9,92,86,541, 5, 2, 7, 6, 49,  0,4,5,2,1,1,168,202,1368,,,,,7219,02,5384,02,2,74,573,70,1,89,97,202
86WN00096, 86029163,86,02,Y9163,2,70,30,702,2,2,5,5,3.0,3,3,1,88,142,17,88,92,586, 5, 3, 8, 7, 56,  0,5,6,2,1,1,178,202,1368,,,,,7219,02,5384,02,2,79,623,70,1,91,99,201
86WN00097, 86029164,86,02,Y9164,2,70,30,703,2,2,5,4,2.0,2,2,1,88,142,34,85,83,525, 6, 2, 8, 7, 51,  0,5,6,2,1,1,168,216,1408,,,,,7319,02,7194,02,2,71,591,70,1,91,102,203
86WN00098, 86029165,86,02,Y9165,2,70,30,703,2,2,5,6,2.0,2,2,1,88,142,29,71,71,450, 5, 2, 9, 7, 60,  0,6,7,2,1,1,171,216,1408,,,,,7319,02,7194,02,2,61,520,70,1,79,83,201
86WN00099, 86029166,86,02,Y9166,1,71,30,711,2,2,5,5,4.0,4,4,1,88,142,21,73,81,519, 6, 3, 8, 7, 43,250,4,5,1,1,1,149,186,1206,93,,,,8138,02,3433,02,6,70,511,71,3,94,0,
86WN00100, 86029167,86,02,Y9167,2,71,30,711,2,2,5,5,4.0,4,4,1,88,142,30,75,88,567, 5, 2, 8, 7, 43,  0,5,6,1,1,1,169,186,1206,,,,,8138,02,3433,02,6,76,613,71,2,97,112,203
86WN00101, 86029168,86,02,Y9168,2,70,30,701,3,1,7,2,4.0,4,4,1,88,142,15,75,92,595, 7, 3, 8, 7, 55,  0,6,7,1,1,1,164,249,1334,,,,,7286,02,3006,02,2,79,583,70,1,97,107,203
86WN00102, 86029169,86,02,Y9169,3,30,30,  8,2,2,5,3,1.0,1,1,1,88,142,17,84,61,370, 5, 3,11, 8, 43,  0,4,6,5,1,2,155,206,1284,93,,,,0000,02,8272,02,4,53,485,70,3,67,71,
86WN00103, 86029170,86,02,Y9170,2,30,30,  8,2,2,5,7,1.0,1,1,1,88,142,6,55,57,363, 5, 2,10, 9, 45,  0,6,7,2,1,1,156,206,1284,92,,,,0000,02,8272,02,4,49,470,70,2,63,67,005
86WN00104, 86029171,86,02,Y9171,3,30,30,  8,2,1,3,2,1.0,1,1,1,88,142,14,68,91,593, 8, 3, 8, 6, 62,  0,5,6,2,1,1,164,206,1156,93,,,,0000,02,8178,02,4,78,591,70,3,100,104,
86WN00105, 86029174,86,02,Y9174,1,71,30,712,3,2,8,5,6.0,6,4,1,88,142,28,82,87,555, 6, 3, 7, 7, 40,260,5,6,2,1,2,153,192,1187,93,,,,8076,02,0444,02,6,75,551,71,3,100,0,
86WN00106, 86029175,86,02,Y9175,1,71,30,712,3,2,8,5,6.0,6,4,1,88,142,7,86,92,587, 5, 3, 9, 7, 41,261,5,6,1,2,2,163,192,1187,93,02,,,8076,02,0444,02,6,79,570,71,3,98,0,
86WN00107, 86029176,86,02,Y9176,2,71,30,712,2,1,3,2,2.0,2,2,1,88,142,1,71,84,542, 5, 3, 7, 5, 53,  0,6,7,1,1,1,163,199,1217,92,,,,8076,02,7321,02,6,72,556,71,2,91,101,010
86WN00108, 86029178,86,02,Y9178,2,71,30,714,2,2,5,4,8.0,8,5,1,88,142,22,128,71,410, 5, 3,10, 9, 75,  0,7,8,1,1,1,178,241,1509,92,,,,7833,02,7131,01,6,62,453,71,2,79,87,018
86WN00109, 86029179,86,02,Y9179,2,71,30,714,2,2,5,6,8.0,8,5,1,88,142,2,108,74,445, 4, 2, 9, 8, 61,  0,7,7,1,1,1,180,241,1509,92,,,,7833,02,7131,01,6,64,483,71,2,78,81,018
86WN00110, 86029180,86,02,Y9180,1,70,30,702,2,2,5,3,8.0,8,5,1,88,142,18,113,82,498, 5, 3, 9, 7, 56,292,5,6,1,1,2,170,183,1282,93,,,,7219,02,7034,01,2,71,499,70,3,87,0,
