UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
86WN00001, 86029061,86,02,Y9061,1,70,30,702,3,1,7,2,3.0,3,3,1,84,146,22,84,90,559, 5, 3, 9, 8, 40,276,4,5,2,1,2,157,230,1298,93,33,,,7219,02,5033,02,2,75,519,70,3,112,0,
86WN00002, 86029063,86,02,Y9063,2,30,30,  8,2,1,3,2,1.0,1,1,1,84,146,32,78,67,405, 4, 2, 9, 7, 46,  0,4,5,1,1,1,156,206,1194,93,,,,0000,02,7856,02,4,56,445,71,2,69,79,
86WN00003, 86029064,86,02,Y9064,2,71,30,714,2,1,3,2,3.0,3,3,1,84,146,24,87,95,591, 5, 2, 8, 6, 56,  0,6,7,2,1,1,177,202,1193,,,,,7833,02,5308,02,6,80,586,71,1,102,107,201
86WN00004, 86029065,86,02,Y9065,2,71,30,713,3,1,7,2,3.0,3,3,1,85,145,10,55,94,610, 8, 2, 8, 7, 53,  0,5,7,1,1,1,161,216,1221,,,,,8109,02,5266,02,6,79,596,71,1,93,103,203
86WN00005, 86029066,86,02,Y9066,3,30,30,  8,2,1,3,2,1.0,1,1,1,85,145,33,81,84,523, 6, 3, 8, 6, 64,  0,6,7,2,9,1,167,206,1306,,08,,,0000,02,8078,02,4,71,531,70,1,87,102,202
86WN00006, 86029067,86,02,Y9067,2,30,30,  8,2,1,3,2,1.0,1,1,1,85,145,9,65,88,562, 5, 3, 8, 6, 59,  0,6,7,2,9,1,175,206,1306,,08,,,0000,02,8078,02,4,74,590,70,1,95,100,201
86WN00007, 86029068,86,02,Y9068,2,70,30,701,1,1,1,1,4.0,4,4,1,85,145,7,100,99,614,11, 2, 7, 6, 73,  0,6,7,5,1,1,154,186,1231,,,,,7286,02,3364,02,2,84,548,70,1,99,108,203
86WN00008, 86029069,86,02,Y9069,3,30,30,  8,1,1,1,1,1.0,1,1,1,86,144,16,105,109,684, 6, 4, 6, 6, 54,  0,5,6,1,1,1,183,196,1274,93,,,,0000,02,7962,02,4,93,681,71,3,115,120,
86WN00009, 86029070,86,02,Y9070,2,30,30,  8,2,1,3,2,1.0,1,1,1,86,144,12,60,78,500, 5, 3, 8, 6, 57,  0,6,7,1,1,1,164,206,1316,92,,,,0000,02,8199,02,4,66,530,70,2,83,88,002
86WN00010, 86029071,86,02,Y9071,1,30,30,  8,2,1,3,2,1.0,1,1,1,86,144,19,95,107,677, 7, 3, 7, 6, 55,297,5,6,1,1,1,179,206,1316,93,,,,0000,02,8199,02,4,91,678,70,3,102,0,
86WN00011, 86029072,86,02,Y9072,2,70,30,701,3,3,9,8,6.0,6,4,3,86,147,13,80,75,456, 7, 3, 8, 6, 65,  0,5,6,2,1,1,162,222,1295,92,,,T,7286,02,0455,02,2,63,571,70,2,76,85,014
86WN00012, 86029073,86,02,Y9073,2,70,30,701,3,3,9,8,6.0,6,4,3,86,147,26,88,81,491, 5, 2, 9, 7, 48,  0,6,7,1,1,1,173,222,1295,,,,T,7286,02,0455,02,2,68,614,70,1,85,85,202
86WN00013, 86029074,86,02,Y9074,2,70,30,701,3,3,9,8,6.0,6,4,3,86,147,21,72,76,468, 7, 3, 8, 8, 60,  0,6,7,1,1,1,165,222,1295,92,,,T,7286,02,0455,02,2,63,588,70,2,78,87,023
86WN00014, 86029075,86,02,Y9075,2,30,30,  8,1,1,1,1,1.0,1,1,1,86,144,7,60,85,549, 7, 4, 8, 6, 42,  0,4,5,5,1,1,141,196,1228,93,,,,0000,02,7909,02,4,72,556,70,8,88,90,
86WN00015, 86029076,86,02,Y9076,1,71,30,712,1,1,1,1,2.0,2,2,1,86,144,29,120,104,639, 5, 3, 9, 6, 48,264,5,6,2,1,1,165,199,1244,93,84,,,8076,02,7131,02,6,89,573,71,3,115,0,
86WN00016, 86029077,86,02,Y9077,1,70,30,703,3,2,8,5,3.0,3,3,1,86,144,4,82,89,561, 5, 2, 8, 8, 54,306,5,6,2,1,2,174,216,1411,,,,,7319,02,5377,02,2,76,542,70,1,100,0,
86WN00017, 86029078,86,02,Y9078,2,70,30,703,3,2,8,5,3.0,3,3,1,86,144,11,72,71,443, 7, 3, 9, 8, 53,  0,6,7,1,1,1,147,216,1411,92,,,,7319,02,5377,02,2,60,477,70,2,74,78,014
86WN00018, 86029079,86,02,Y9079,1,70,30,703,3,1,7,2,3.0,3,3,1,86,144,24,71,88,562, 5, 3, 9, 7, 54,283,5,6,2,1,1,164,216,1411,93,,,,7319,02,5377,02,2,75,522,70,3,93,0,
86WN00019, 86029080,86,02,Y9080,2,70,30,702,2,2,5,6,7.0,7,5,1,86,144,17,76,81,510, 6, 3, 9, 7, 47,  0,5,6,2,1,1,160,191,1426,,,,,7219,02,8556,01,2,69,558,70,1,89,93,202
86WN00020, 86029081,86,02,Y9081,2,70,30,702,2,2,5,4,7.0,7,5,1,86,144,25,90,85,528, 5, 2, 9, 7, 49,  0,4,5,2,1,1,171,191,1426,,,,,7219,02,8556,01,2,72,574,70,1,89,93,201
86WN00021, 86029082,86,02,Y9082,1,70,30,704,3,1,7,2,2.0,2,2,1,86,144,5,61,83,534, 5, 3,10, 6, 54,264,5,6,2,1,4,160,216,1371,93,,,,7004,02,7174,02,2,70,518,70,3,93,0,
86WN00022, 86029083,86,02,Y9083,2,70,30,704,3,2,8,5,2.0,2,2,1,86,144,2,78,90,571, 6, 2, 8, 5, 46,  0,4,5,1,1,1,166,216,1371,,,,,7004,02,7174,02,2,76,635,70,1,88,99,203
86WN00023, 86029084,86,02,Y9084,2,70,30,704,3,2,8,5,2.0,2,2,1,86,144,19,69,69,431, 5, 3, 9, 7, 53,  0,4,5,2,1,1,157,216,1371,92,,,,7004,02,7174,02,2,59,505,70,2,76,80,009
86WN00024, 86029086,86,02,Y9086,2,70,30,704,3,2,8,6,2.0,2,2,1,86,144,26,51,78,506, 5, 2,10, 7, 46,  0,4,5,2,1,1,167,216,1348,,,,,7004,02,7063,02,2,66,576,70,1,87,90,203
86WN00025, 86029087,86,02,Y9087,1,70,30,704,3,2,8,4,2.0,2,2,1,86,144,1,64,73,463, 5, 3,11, 8, 44,  0,5,6,1,1,1,155,216,1348,97,33,237,,7004,02,7063,02,2,62,470,70,7,0,0,
86WN00026, 86029088,86,02,Y9088,2,71,30,714,1,1,1,1,4.0,4,4,1,86,144,27,89,97,612, 7, 2, 7, 6, 51,  0,5,6,1,1,1,158,174,1225,,,,,7833,02,3302,02,6,82,558,71,1,106,107,201
86WN00027, 86029089,86,02,Y9089,2,70,30,704,3,1,7,2,4.0,4,4,1,86,144,28,59,89,577, 4, 2, 8, 6, 55,  0,5,6,1,1,1,176,211,1094,92,,,,7004,02,3272,02,2,75,574,70,2,93,102,013
