UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY
04WN01720,104449878,04,T9878,44,2,ID,02,43T,5,1,1,2.0,2,2,1,96,216,120,2,12.9,0,93,0.668,93,1,1,,,I,I,.,e.1,,T8296,44,T9185,44,ID,1,,,1,1,106,1.57,112.5,1,102,106,,0.006,
04WN01721,104449879,04,T9879,44,2,48,02,63,5,1,1,2.0,2,2,S,96,222,126,1,11.7,56,90,0.621,86,1,1,,,7,S,SPG,e.0,4TEATS,T9041,44,T9317,44,42,1,,,1,1,94,1.41,91.7,1,95,102,,0.014,
04WN01722,104449880,04,T9880,44,2,48,02,46T,8,2,2,5.0,5,4,1,96,216,120,11,11.9,0,82,0.584,82,1,1,,,0,M,.,e.2,,T8051,44,T7201,44,41,1,,,5,6,109,1.8,145.3,1,97,90,,0.077,
04WN01723,104449881,04,T9881,44,1,48,02,46T,8,2,2,5.0,5,4,1,96,216,120,23,14.0,0,92,0.65,92,1,1,,,0,M,.,,NICE LAMB,T8051,44,T7201,44,41,1,,,5,4,112,1.8,145.3,1,107,,,0.077,
04WN01724,104449882,04,T9882,44,1,48,02,45T,8,2,2,5.0,5,4,1,96,216,120,8,13.3,0,94,0.673,94,1,1,,,0,M,.,,4TEATS,T8907,44,T7404,44,41,1,97,244,5,5,112,1.69,139.7,7,0,,,0.08,
04WN01725,104449883,04,T9883,44,2,48,02,45T,8,2,2,5.0,5,4,1,96,216,120,9,14.4,0,92,0.647,92,1,1,,,0,M,.,e.1,4TEATS,T8907,44,T7404,44,41,1,,,5,5,114,1.69,139.7,1,114,117,,0.08,
04WN01726,104449885,04,T9885,44,2,48,02,45T,9,3,2,5.0,5,4,1,96,216,120,18,10.5,0,77,0.554,77,1,1,,,0,M,.,e.0,4TEATS,T8907,44,T7242,44,41,1,,,8,5,102,2.02,136.0,1,91,94,,0.072,
04WN01727,104449886,04,T9886,44,2,48,02,45T,9,3,2,5.0,5,4,1,96,216,120,5,9.8,0,83,0.61,83,1,1,,,0,M,.,e.1,4TEATS,T8907,44,T7242,44,41,1,,,8,5,106,2.02,136.0,1,96,90,,0.072,
04WN01728,104449888,04,T9888,44,2,48,02,44T,9,3,2,5.0,5,4,1,97,216,119,17,9.5,0,89,0.668,90,1,1,,,0,M,.,e.0,,T8964,44,T7323,44,41,1,,,8,5,107,1.91,124.3,1,109,109,,0.031,
04WN01729,104449889,04,T9889,44,1,48,02,44T,9,3,2,5.0,5,4,1,97,216,119,17,10.8,0,98,0.733,99,1,1,,,0,M,.,,,T8964,44,T7323,44,41,1,97,244,8,5,110,1.91,124.3,7,0,,,0.031,
04WN01730,104449890,04,T9890,44,2,48,02,44T,8,2,2,6.0,6,4,1,97,216,119,4,11.0,0,73,0.521,74,1,1,,,0,M, 11,,,T8964,44,T6850,44,42,2,92,267,5,6,94,1.77,120.4,2,92,94,,0.007,
04WN01731,104449891,04,T9891,44,1,48,02,44T,8,2,2,6.0,6,4,1,97,216,119,22,14.0,0,74,0.504,75,1,1,,,0,M,.,,,T8964,44,T6850,44,42,3,93,259,5,4,92,1.77,120.4,3,80,,,0.007,
04WN01732,104449892,04,T9892,44,1,ID,02,43T,8,2,2,2.0,2,2,1,97,216,119,15,9.8,0,62,0.439,62,1,1,,,I,I,.,,FX.LR.FETLOCK,T8296,44,T8880,44,ID,3,93,259,5,6,83,1.74,121.0,3,80,,,0.007,
04WN01733,104449893,04,T9893,44,1,ID,02,43T,8,2,2,2.0,2,2,1,97,216,119,21,12.1,0,74,0.52,75,1,1,,,I,I,.,,,T8296,44,T8880,44,ID,3,93,259,5,4,92,1.74,121.0,3,87,,,0.007,
04WN01734,104449895,04,T9895,44,2,48,02,45T,9,3,2,4.0,4,4,1,97,216,119,5,8.1,0,70,0.52,71,1,1,,,0,M, 14,,,T8907,44,T7791,44,41,2,92,267,8,5,93,2.04,122.4,2,80,81,,0.123,
04WN01735,104449896,04,T9896,44,3,48,02,45T,9,3,2,4.0,4,4,1,97,216,119,1,7.8,0,70,0.523,71,1,1,,,0,M,.,,,T8907,44,T7791,44,41,3,93,275,8,5,0,2.04,122.4,3,81,,,0.123,
04WN01736,104449897,04,T9897,44,1,48,02,46T,5,1,1,6.0,6,4,1,97,216,119,16,14.2,0,108,0.788,109,1,1,,,0,M,.,,NICE LAMB,T8051,44,T6709,44,41,1,,,1,1,112,1.77,109.5,1,118,,,0.096,
04WN01737,104449898,04,T9898,44,2,ID,02,43T,8,2,2,7.0,7,5,1,97,216,119,12,11.0,0,76,0.546,77,1,1,,,I,I,.,e.2,NICE LAMB,T8296,44,T6152,44,ID,1,,,5,5,105,2.02,145.6,1,93,94,,0.004,
04WN01738,104449899,04,T9899,44,1,ID,02,43T,8,2,2,7.0,7,5,1,97,216,119,2,11.7,0,84,0.608,85,1,1,,,I,I,.,,,T8296,44,T6152,44,ID,3,04,254,5,5,107,2.02,145.6,3,98,,,0.004,
04WN01739,104449900,04,T9900,44,1,48,02,63,8,2,1,2.0,2,2,S,97,222,125,5,11.5,46,83,0.572,80,1,1,,,7,S,SPG,,,T9041,44,T9343,44,42,3,93,259,3,2,85,1.57,90.3,3,90,,,0.013,
04WN01740,104449902,04,T9902,44,2,ID,02,41T,8,2,2,3.0,3,3,1,97,216,119,2,11.2,0,95,0.704,96,1,1,,,I,I,.,e.1,,09221,00,T8299,44,ID,1,,,5,5,119,1.78,145.9,1,109,109,,0.0,
04WN01741,104449903,04,T9903,44,2,ID,02,41T,8,2,2,3.0,3,3,1,97,216,119,8,12.4,0,91,0.661,92,1,1,,,I,I,.,e.1,,09221,00,T8299,44,ID,1,,,5,5,116,1.78,145.9,1,110,110,,0.0,
04WN01742,104449904,04,T9904,44,2,48,02,62,5,1,1,2.0,2,2,S,97,222,125,6,12.5,65,104,0.732,100,1,1,,,7,S,SPG,e.1,,T5505,44,T9362,44,41,1,,,1,1,105,1.41,94.9,1,106,114,,0.072,
04WN01743,104449906,04,T9906,44,1,48,02,45T,9,3,2,6.0,6,4,1,97,216,119,10,11.8,0,84,0.607,85,1,1,,,0,M,.,,4TEATS,T8907,44,T6852,44,42,3,04,254,8,5,106,1.97,142.5,3,97,,,0.014,
04WN01744,104449907,04,T9907,44,1,48,02,45T,9,3,2,6.0,6,4,1,97,216,119,14,10.1,0,70,0.503,71,1,1,,,0,M,.,,4TEATS,T8907,44,T6852,44,42,3,93,259,8,5,97,1.97,142.5,3,77,,,0.014,
04WN01745,104449908,04,T9908,44,1,ID,02,42T,9,3,2,3.0,3,3,1,97,216,119,4,12.4,0,100,0.736,101,1,1,,,I,I,.,,,T9073,44,T8339,44,ID,1,,,8,3,113,2.06,128.4,1,111,,,0.021,
04WN01746,104449909,04,T9909,44,2,ID,02,42T,9,3,2,3.0,3,3,1,97,216,119,9,8.4,0,78,0.585,79,1,1,,,I,I,.,e.1,,T9073,44,T8339,44,ID,1,,,8,7,101,2.06,128.4,1,97,98,,0.021,
04WN01747,104449911,04,T9911,44,3,48,02,45T,7,2,1,6.0,6,4,H,97,222,125,1,9.4,0,98,0.709,94,1,1,,,0,M,.,,,T8907,44,T6576,44,42,3,93,275,3,2,0,1.67,98.8,3,112,,,0.015,
04WN01748,104449913,04,T9913,44,2,48,02,46T,8,2,1,6.0,6,4,2,97,218,121,14,11.8,0,67,0.456,67,1,1,,,0,M,.,,,T8051,44,T6556,44,41,3,93,275,3,2,86,1.67,111.8,3,80,,,0.065,
04WN01749,104449914,04,T9914,44,2,48,02,45T,8,2,2,6.0,6,4,1,97,216,119,23,9.6,0,79,0.583,80,1,1,,,0,M,.,e.0,4TEATS,T8907,44,T6918,44,42,1,,,5,5,102,1.67,128.9,1,94,92,,0.015,
04WN01750,104449915,04,T9915,44,1,48,02,45T,8,2,2,6.0,6,4,1,97,216,119,18,9.6,0,84,0.625,85,1,1,,,0,M,.,,4TEATS,T8907,44,T6918,44,42,3,93,259,5,5,102,1.67,128.9,3,99,,,0.015,
04WN01751,104449917,04,T9917,44,1,ID,02,41T,5,1,1,3.0,3,3,2,98,218,120,10,17.0,0,122,0.875,122,1,1,,,I,I,.,,"NICE,ENTR,SAV",09221,00,T8364,44,ID,1,,,1,1,123,1.49,117.5,1,135,,,0.0,
04WN01752,104449918,04,T9918,44,2,48,02,62,8,2,2,2.0,2,2,S,98,222,124,7,10.2,49,75,0.523,73,1,1,,,7,S,SPG,e.1,,T5505,44,T9005,44,42,1,,,5,3,88,1.57,103.3,1,80,82,,0.004,
04WN01753,104449919,04,T9919,44,2,48,02,62,8,2,2,2.0,2,2,S,98,222,124,7,7.2,41,65,0.466,63,1,1,,,7,S,SPG,,,T5505,44,T9005,44,42,3,93,275,5,7,81,1.57,103.3,3,73,,,0.004,
04WN01754,104449920,04,T9920,44,1,48,02,62,8,2,2,2.0,2,2,S,98,222,124,6,10.9,57,67,0.452,65,1,1,,,7,S,SPG,,,T5505,44,T9172,44,41,3,93,259,5,5,78,1.57,100.5,3,83,,,0.071,
04WN01755,104449921,04,T9921,44,1,48,02,62,8,2,2,2.0,2,2,S,98,222,124,6,11.3,52,61,0.401,59,1,1,,,7,S,SPG,,,T5505,44,T9172,44,41,3,93,259,5,5,74,1.57,100.5,3,64,,,0.071,
04WN01756,104449923,04,T9923,44,2,48,02,45T,3,4,1,6.0,6,4,2,98,218,120,15,8.3,0,85,0.639,85,1,1,,,0,M,.,e.1,,T8907,44,T6964,44,41,1,,,7,2,102,1.87,120.7,1,99,100,,0.059,
04WN01757,104449926,04,T9926,44,2,48,02,61,8,2,2,2.0,2,2,S,98,222,124,2,8.9,53,80,0.573,78,1,1,,,7,S,SPG,e.1,,T8855,44,T9147,44,41,1,,,5,5,93,1.57,109.0,1,84,86,,0.015,
04WN01758,104449927,04,T9927,44,1,48,02,61,8,2,2,2.0,2,2,S,98,222,124,3,9.8,56,85,0.606,83,1,1,,,7,S,SPG,,,T8855,44,T9147,44,41,3,93,259,5,5,94,1.57,109.0,3,90,,,0.015,
04WN01759,104449928,04,T9928,44,1,ID,02,43T,8,2,1,2.0,2,2,2,98,218,120,7,11.7,0,81,0.578,81,1,1,,,I,I,.,,HYPOTHERMIA,T8296,44,T8856,44,ID,3,93,259,3,2,86,1.91,90.6,3,91,,,0.003,
04WN01760,104449930,04,T9930,44,2,ID,02,43T,9,3,1,5.0,5,4,2,98,218,120,14,10.4,0,90,0.663,90,1,1,,,I,I,.,e.1,NICE,T8296,44,T7095,44,ID,1,,,7,2,109,2.13,128.8,1,99,102,,0.009,
04WN01761,104449933,04,T9933,44,2,48,02,61,8,2,2,2.0,2,2,S,98,222,124,8,11.4,43,70,0.473,68,1,1,,,7,S,SPG,e.2,,T8855,44,T9006,44,41,1,,,5,5,85,1.57,104.6,1,79,83,,0.011,
04WN01762,104449934,04,T9934,44,2,48,02,61,8,2,2,2.0,2,2,S,98,222,124,4,10.2,47,76,0.531,74,1,1,,,7,S,SPG,e.0,,T8855,44,T9006,44,41,1,,,5,5,89,1.57,104.6,1,80,86,,0.011,
04WN01763,104449935,04,T9935,44,2,48,02,46T,8,2,2,7.0,7,5,2,98,218,120,22,12.2,0,72,0.498,72,1,1,,,0,M, 12,,,T8051,44,T5844,44,41,2,92,267,5,5,96,1.83,129.4,2,88,87,,0.055,
04WN01764,104449936,04,T9936,44,2,48,02,46T,8,2,2,7.0,7,5,2,98,218,120,6,11.1,0,71,0.499,71,1,1,,,0,M, 14,,,T8051,44,T5844,44,41,2,92,267,5,5,95,1.83,129.4,2,79,76,,0.055,
04WN01765,104449937,04,T9937,44,2,48,02,45T,9,3,2,7.0,7,5,2,99,218,119,18,9.5,0,76,0.559,77,1,1,,,0,M, 13,,,T8907,44,T6160,44,42,2,92,267,8,5,102,1.92,136.7,2,84,86,,0.015,
04WN01766,104449938,04,T9938,44,1,48,02,45T,9,3,2,7.0,7,5,2,99,218,119,19,9.4,0,75,0.551,76,1,1,,,0,M,.,,,T8907,44,T6160,44,42,3,93,259,8,5,98,1.92,136.7,3,86,,,0.015,
04WN01767,104449941,04,T9941,44,2,48,02,62,8,2,2,2.0,2,2,S,99,222,123,1,10.7,38,57,0.376,56,1,1,,,7,S,SPG,,,T5505,44,T9189,44,41,3,93,275,5,5,74,1.57,98.9,3,62,,,0.041,
04WN01768,104449942,04,T9942,44,2,48,02,62,8,2,2,2.0,2,2,S,99,222,123,2,11.4,39,62,0.411,61,1,1,,,7,S,SPG,,,T5505,44,T9189,44,41,3,93,275,5,5,78,1.57,98.9,3,69,,,0.041,
04WN01769,104449943,04,T9943,44,1,48,02,44T,9,3,2,3.0,3,3,2,99,218,119,11,12.2,0,68,0.469,68,1,1,,,0,M,.,,,T8964,44,T8432,44,41,3,93,259,8,5,97,2.06,147.9,3,81,,,0.028,
04WN01770,104449944,04,T9944,44,1,48,02,44T,9,3,2,3.0,3,3,2,99,218,119,13,13.3,0,87,0.619,88,1,3,,,0,M,.,,,T8964,44,T8432,44,41,1,,,8,5,110,2.06,147.9,1,97,,,0.028,
04WN01771,104449945,04,T9945,44,2,48,02,44T,9,3,1,3.0,3,3,2,99,218,119,1,9.5,0,82,0.609,83,1,1,,,0,M,.,e.1,,T8964,44,T8432,44,41,1,,,7,2,110,2.06,147.9,1,91,93,,0.028,
04WN01772,104449946,04,T9946,44,1,48,02,62,8,2,2,2.0,2,2,S,99,222,123,4,11.2,51,70,0.478,69,1,1,,,7,S,SPG,,,T5505,44,T8999,44,41,3,93,259,5,5,84,1.57,107.9,3,79,,,0.071,
04WN01773,104449947,04,T9947,44,1,48,02,62,8,2,2,2.0,2,2,S,99,222,123,1,11.8,57,89,0.628,87,1,1,,,7,S,SPG,,,T5505,44,T8999,44,41,3,04,254,5,5,96,1.57,107.9,3,87,,,0.071,
04WN01774,104449948,04,T9948,44,1,ID,02,43T,8,2,2,6.0,6,4,2,99,218,119,22,14.6,0,98,0.701,99,1,1,,,I,I,.,,FX. LEG d327,T8296,44,T6481,44,ID,1,54,327,5,4,108,1.77,119.7,1,117,,,0.014,
04WN01775,104449949,04,T9949,44,2,ID,02,43T,8,2,2,6.0,6,4,2,99,218,119,20,12.2,0,80,0.57,81,1,1,,,I,I,.,e.2,,T8296,44,T6481,44,ID,1,,,5,6,99,1.77,119.7,1,92,96,,0.014,
04WN01776,104449955,04,T9955,44,2,48,02,62,5,1,2,2.0,2,2,S,99,222,123,4,10.7,49,71,0.49,70,1,1,,,7,S,SPG,e.1,,T5505,44,T9064,44,42,1,,,3,4,83,1.41,95.7,1,77,82,,0.004,
04WN01777,104449956,04,T9956,44,3,48,02,61,5,1,1,2.0,2,2,S,99,222,123,4,10.7,63,96,0.693,94,1,1,,,7,S,SPG,,HAIRY,T8855,44,T8977,44,42,3,93,275,1,1,0,1.41,93.6,3,103,,,0.005,
04WN01778,104449958,04,T9958,44,1,48,02,62,9,3,2,2.0,2,2,S,100,222,122,7,8.4,49,83,0.611,82,1,1,,,7,S,SPG,,,T5505,44,T8908,44,48,3,93,259,8,5,92,1.74,106.7,3,92,,,0.013,
04WN01779,104449959,04,T9959,44,1,48,02,62,9,3,2,2.0,2,2,S,100,222,122,7,8.3,44,70,0.506,69,1,1,,,7,S,SPG,,,T5505,44,T8908,44,48,3,93,259,8,5,83,1.74,106.7,3,79,,,0.013,
04WN01780,104449960,04,T9960,44,1,48,02,61,8,2,2,2.0,2,2,S,100,222,122,2,11.0,50,84,0.598,83,1,1,,,7,S,SPG,,PNEU.,T8855,44,T9177,44,41,3,93,259,5,5,93,1.57,108.1,3,91,,,0.041,
04WN01781,104449961,04,T9961,44,1,48,02,61,8,2,2,2.0,2,2,S,100,222,122,8,10.8,43,75,0.526,74,1,1,,,7,S,SPG,,,T8855,44,T9177,44,41,3,93,259,5,5,87,1.57,108.1,3,83,,,0.041,
04WN01782,104449962,04,T9962,44,1,48,02,63,8,2,1,2.0,2,2,S,100,222,122,6,10.6,56,85,0.61,84,1,1,,,7,S,SPG,,,T9041,44,T9244,44,41,3,93,259,3,2,88,1.57,91.2,3,86,,,0.059,
04WN01783,104449964,04,T9964,44,2,48,02,44T,9,3,1,5.0,5,4,2,100,218,118,22,8.9,0,67,0.492,68,1,1,,,0,M,.,,HAIRY,T8964,44,T7217,44,42,3,93,275,7,2,89,1.8,116.6,3,81,,,0.007,
04WN01784,104449966,04,T9966,44,2,ID,02,43T,8,2,1,3.0,3,3,2,100,218,118,21,10.7,0,82,0.604,83,1,1,,,I,I,.,e.1,,T8296,44,T8386,44,ID,1,,,3,2,102,1.92,124.9,1,92,92,,0.008,
04WN01785,104449967,04,T9967,44,1,ID,02,43T,8,2,1,3.0,3,3,2,100,218,118,17,11.3,0,93,0.692,94,1,1,,,I,I,.,,NICE LAMB,T8296,44,T8386,44,ID,1,,,3,2,107,1.92,124.9,1,110,,,0.008,
04WN01786,104449968,04,T9968,44,2,48,02,44T,5,1,1,5.0,5,4,2,100,218,118,15,13.0,0,100,0.737,101,1,1,,,0,M,.,,"ODD, X",T8964,44,T7610,44,41,3,93,275,1,1,115,1.69,123.4,3,111,,,0.026,
04WN01787,104449969,04,T9969,44,2,48,02,46T,9,3,1,5.0,5,4,2,100,218,118,17,10.3,0,97,0.735,98,1,1,,,0,M,.,e.0,4TEATS,T8051,44,T7602,44,41,1,,,7,2,110,1.69,114.0,1,106,109,,0.071,
04WN01788,104449971,04,T9971,44,2,48,02,45T,8,2,2,5.0,5,4,2,100,218,118,6,9.8,0,75,0.553,76,1,1,,,0,M,.,,COYOTE,T8907,44,T7175,44,42,6,10,247,5,5,97,1.8,122.5,6,0,,,0.014,
04WN01789,104449972,04,T9972,44,2,48,02,45T,8,2,2,5.0,5,4,2,100,218,118,17,9.8,0,74,0.544,75,1,1,,,0,M,.,,X,T8907,44,T7175,44,42,3,93,275,5,5,96,1.8,122.5,3,82,,,0.014,
04WN01790,104449973,04,T9973,44,2,ID,02,42T,8,2,2,4.0,4,4,2,100,218,118,19,14.2,0,90,0.642,91,1,1,,,I,I,.,e.2,,T9073,44,T7691,44,ID,1,,,5,5,109,1.91,127.1,1,100,106,,0.021,
04WN01791,104449974,04,T9974,44,2,ID,02,42T,8,2,2,4.0,4,4,2,100,218,118,3,13.1,0,89,0.643,90,1,1,,,I,I,.,e.0,,T9073,44,T7691,44,ID,1,,,5,5,108,1.91,127.1,1,99,101,,0.021,
04WN01792,104449975,04,T9975,44,2,48,02,63,8,2,2,2.0,2,2,S,100,222,122,8,9.3,46,74,0.53,73,1,1,,,7,S,SPG,e.2,,T9041,44,T9340,44,41,1,,,5,5,89,1.57,106.5,1,82,82,,0.045,
04WN01793,104449976,04,T9976,44,1,48,02,63,8,2,2,2.0,2,2,S,100,222,122,8,8.8,44,78,0.567,77,1,1,,,7,S,SPG,,,T9041,44,T9340,44,41,3,93,259,5,5,89,1.57,106.5,3,84,,,0.045,
04WN01794,104449978,04,T9978,44,2,ID,02,e.4,8,2,2,1.0,1,1,2,100,218,118,23,9.1,0,69,0.508,70,1,1,,,I,I, 14,,,T9193,44,T9464,44,ID,2,92,267,5,5,95,1.81,132.4,2,80,81,,0.021,
04WN01795,104449979,04,T9979,44,2,ID,02,e.4,8,2,2,1.0,1,1,2,100,218,118,10,9.8,0,75,0.553,76,1,1,,,I,I, 12,,ENTROPION,T9193,44,T9464,44,ID,2,92,267,5,5,100,1.81,132.4,2,88,88,,0.021,
04WN01796,104449980,04,T9980,44,1,48,02,45T,8,2,2,5.0,5,4,2,100,218,118,17,13.3,0,82,0.582,83,1,1,,,0,M,.,,,T8907,44,T7165,44,42,3,04,254,5,5,96,1.69,116.3,3,94,,,0.016,
04WN01797,104449981,04,T9981,44,2,48,02,45T,8,2,2,5.0,5,4,2,100,218,118,13,12.2,0,76,0.541,77,1,1,,,0,M,.,,"X, POLYPAY?",T8907,44,T7165,44,42,Z,93,261,5,5,95,1.69,116.3,Z,83,,,0.016,
04WN01798,104449982,04,T9982,44,2,48,02,45T,8,2,2,6.0,6,4,2,100,218,118,9,11.0,0,84,0.619,85,1,1,,,0,M,.,e.0,,T8907,44,T6780,44,41,1,,,5,5,107,1.77,134.2,1,95,92,,0.05,
04WN01799,104449983,04,T9983,44,1,48,02,45T,8,2,2,6.0,6,4,2,100,218,118,14,11.7,0,86,0.63,87,1,1,,,0,M,.,,X,T8907,44,T6780,44,41,3,93,259,5,5,105,1.77,134.2,3,90,,,0.05,
04WN01800,104449985,04,T9985,44,1,ID,02,43T,9,3,2,3.0,3,3,2,101,218,117,6,8.5,0,77,0.585,79,1,1,,,I,I,.,,,T8296,44,T8385,44,ID,3,93,259,8,5,96,1.78,124.5,3,87,,,0.002,
04WN01801,104449986,04,T9986,44,1,ID,02,43T,9,3,2,3.0,3,3,2,101,218,117,12,9.0,0,80,0.607,82,1,1,,,I,I,.,,,T8296,44,T8385,44,ID,3,93,259,8,5,98,1.78,124.5,3,89,,,0.002,
04WN01802,104449987,04,T9987,44,1,48,02,63,8,2,2,2.0,2,2,H,101,222,121,8,12.1,0,100,0.726,99,1,1,,5+,7,S,SPG,,"F5+, X",T9041,44,T9372,44,41,3,93,259,5,5,106,1.57,113.7,3,108,,,0.056,
04WN01803,104449988,04,T9988,44,2,48,02,63,8,2,2,2.0,2,2,H,101,222,121,5,11.0,0,83,0.595,82,1,1,,,7,S,SPG,e.0,4TEATS,T9041,44,T9372,44,41,1,,,5,5,98,1.57,113.7,1,85,89,,0.056,
04WN01804,104449989,04,T9989,44,2,ID,02,42T,8,2,2,2.0,2,2,2,101,218,117,22,9.4,0,51,0.356,52,1,1,,,I,I,.,,,T9073,44,T8781,44,ID,3,93,275,5,5,77,1.91,117.1,3,59,,,0.014,
04WN01805,104449990,04,T9990,44,1,ID,02,42T,8,2,2,2.0,2,2,2,101,218,117,1,10.0,0,57,0.402,58,1,1,,,I,I,.,,,T9073,44,T8781,44,ID,3,04,254,5,5,79,1.91,117.1,3,68,,,0.014,
04WN01806,104449991,04,T9991,44,1,48,02,61,5,1,1,2.0,2,2,S,101,222,121,3,13.2,71,117,0.858,116,1,1,,,7,S,SPG,,,T8855,44,T9161,44,41,1,04,254,1,1,113,1.41,98.6,1,121,,,0.015,
04WN01807,104449992,04,T9992,44,1,ID,02,42T,8,2,2,3.0,3,3,2,101,218,117,21,12.1,0,83,0.606,85,1,1,,,I,I,.,,,T9073,44,T8579,44,ID,3,93,259,5,6,100,1.92,123.7,3,99,,,0.028,
04WN01808,104449993,04,T9993,44,1,ID,02,42T,8,2,2,3.0,3,3,2,101,218,117,20,15.1,0,91,0.649,93,1,1,,,I,I,.,,,T9073,44,T8579,44,ID,1,,,5,4,105,1.92,123.7,1,101,,,0.028,
04WN01809,104449995,04,T9995,44,2,ID,02,42T,8,2,1,5.0,5,4,2,101,218,117,15,10.8,0,86,0.643,88,1,1,,,I,I,.,e.0,,T9073,44,T7153,44,ID,1,,,3,2,104,1.69,117.4,1,98,97,,0.014,
04WN01810,104449997,04,T9997,44,2,48,02,61,8,2,1,2.0,2,2,S,101,222,121,2,11.2,63,102,0.75,101,1,1,,,7,S,SPG,e.1,,T8855,44,T9035,44,41,1,,,3,2,106,1.57,95.2,1,106,114,,0.039,
04WN01811,104449999,04,T9999,44,1,48,02,63,8,2,1,2.0,2,2,S,101,222,121,4,11.9,50,87,0.621,86,1,1,,,7,S,SPG,,,T9041,44,T9324,44,41,3,93,259,3,2,90,1.57,91.7,3,90,,,0.044,
04WN01812,104820862,04,X0862,82,3,00,00,O,8,2,1,2.0,2,2,1,15,216,201,11,12.2,0,129,0.581,82,1,1,,,2,X,OVX,,?SIRE,00000,00,Z8303,81,00,3,93,275,3,2,0,1.0,41.0,3,134,,,0.0,
04WN01813,104820864,04,X0864,82,2,00,00,O,5,1,1,3.0,3,3,1,55,216,161,25,11.5,0,111,0.618,86,1,1,,,2,X,OVX,,?SIRE,00000,00,R2689,11,10,3,93,275,1,1,94,1.7,91.5,3,125,,,0.0,
04WN01814,104820866,04,X0866,82,3,00,86,e.8,8,2,2,1.0,1,1,T,87,222,135,2,7.3,0,112,0.776,100,5,1,,,7,N,TAY,-W-,,K2129,64,Z9137,81,00,1,,,5,6,0,1.87,159.4,1,130,127,,0.0,
04WN01815,104820867,04,X0867,82,3,00,86,e.8,8,2,2,1.0,1,1,T,87,222,135,2,9.1,0,110,0.747,99,5,1,,,7,N,TAY,-W-,,K2129,64,Z9137,81,00,1,,,5,4,0,1.87,159.4,1,120,122,,0.0,
04WN01816,104820868,04,X0868,82,3,00,81,e.0,5,1,1,1.0,1,1,1,88,216,128,5,9.2,0,94,0.663,89,5,1,,,0,X,.,,,Z0000,81,Z9116,81,00,3,93,275,1,1,0,2.12,128.8,3,104,,,0.0,
04WN01817,104820869,04,X0869,82,2,00,81,e.0,5,1,1,1.0,1,1,1,88,216,128,10,10.0,0,101,0.711,95,5,1,,,0,X,.,,WEAK LAMB,Z0000,81,Z9007,81,00,3,93,275,1,1,0,2.12,130.0,3,116,,,0.0,
04WN01818,104820871,04,X0871,82,2,00,83,e.2,5,1,1,1.0,1,1,T,89,222,133,4,12.8,0,113,0.753,103,5,1,,,7,N,TAY,e.5,,Z0000,81,Z8963,81,00,1,,,1,1,0,2.12,131.6,1,124,123,,0.0,
04WN01819,104820872,04,X0872,82,2,97,97,972,8,2,1,3.0,3,3,B,89,222,133,7,7.8,0,114,0.798,104,6,1,,,0,.,.,975,WEAK + PNEU.,Z6098,81,Z7181,81,97,1,,,3,2,103,1.95,137.8,1,130,124,,0.052,
04WN01820,104820874,04,X0874,82,2,00,86,e.6,5,1,1,1.0,1,1,T,89,222,133,8,5.9,0,112,0.798,102,5,1,,,7,N,TAY,e.5,WEAK LAMB,K2546,64,Z9830,81,00,1,,,1,1,0,1.77,140.0,1,122,126,,0.0,
04WN01821,104820875,04,X0875,82,3,00,83,e.2,5,1,1,1.0,1,1,T,89,222,133,7,13.5,0,110,0.726,101,5,1,,,7,N,TAY,-W-,,Z0000,81,Z9487,81,00,1,,,1,1,0,2.12,131.2,1,120,122,,0.0,
04WN01822,104820876,04,X0876,82,2,00,81,e.0,5,1,1,1.0,1,1,1,90,216,126,10,12.8,0,93,0.637,89,5,1,,,0,X,.,,NICE LAMB,Z0000,81,Z9669,81,00,3,93,275,1,1,0,2.12,128.8,3,109,,,0.0,
04WN01823,104820877,04,X0877,82,3,00,20,e.1,8,2,1,1.0,1,1,1,90,216,126,12,8.7,0,97,0.701,93,5,1,,,0,X,.,,,Z0000,81,X0282,82,00,3,93,275,3,2,0,1.81,121.8,3,110,,,0.0,
04WN01824,104820879,04,X0879,82,2,00,81,e.0,5,1,1,1.0,1,1,1,90,216,126,17,10.7,0,99,0.701,95,5,1,,,0,X,.,,WEAK LAMB,Z0000,81,Z8937,81,00,3,93,275,1,1,0,2.12,130.0,3,119,,,0.0,
04WN01825,104820880,04,X0880,82,2,00,83,e.0,8,2,2,1.0,1,1,T,91,222,131,4,7.8,0,83,0.574,77,5,1,,,7,N,TAY,e.6,,Z0000,81,Z8695,81,00,1,,,5,5,0,2.22,140.4,1,95,90,,0.0,
04WN01826,104820881,04,X0881,82,2,00,83,e.0,8,2,2,1.0,1,1,T,91,222,131,2,7.0,0,76,0.527,70,5,1,,,7,N,TAY,e.5,,Z0000,81,Z8695,81,00,1,,,5,5,0,2.22,140.4,1,95,96,,0.0,
