UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY
04WN00758,104114344,04,R4344,11,1,18,07,31R,8,2,2,5.0,5,4,2,99,218,119,6,13.7,0,92,0.658,93,1,1,,,0,M,.,,,R2261,11,R0211,11,13,1,,,5,4,103,1.66,117.7,1,105,,,0.037,
04WN00759,104114345,04,R4345,11,2,18,07,33R,8,2,2,7.0,7,5,2,99,218,119,3,9.7,0,71,0.515,72,1,1,,,0,M,.,,HAIRY,R2746,11,S8897,10,10,3,93,275,5,6,94,1.73,114.7,3,81,,,0.033,
04WN00760,104114346,04,R4346,11,2,18,07,33R,8,2,2,7.0,7,5,2,99,218,119,3,11.4,0,66,0.459,66,1,1,,,0,M, 18,,,R2746,11,S8897,10,10,2,92,267,5,4,89,1.73,114.7,2,72,75,,0.033,
04WN00761,104114347,04,R4347,11,1,18,07,e.5,5,1,1,1.0,1,1,2,99,218,119,18,12.4,0,106,0.787,107,1,1,,,0,M,.,,NICE LAMB,R2570,11,R4107,11,18,1,,,1,1,113,1.75,118.4,1,100,,,0.042,
04WN00762,104114348,04,R4348,11,1,18,07,34R,8,2,2,3.0,3,3,2,99,218,119,3,12.8,0,99,0.724,100,1,1,,,0,M,.,,,R2600,11,R2322,11,13,1,,,5,5,113,1.7,132.3,1,101,,,0.065,
04WN00763,104114349,04,R4349,11,1,18,07,34R,8,2,2,3.0,3,3,2,99,218,119,3,11.8,0,94,0.691,95,1,1,,,0,M,.,,,R2600,11,R2322,11,13,1,,,5,5,110,1.7,132.3,1,106,,,0.065,
04WN00764,104114350,04,R4350,11,3,18,07,34R,8,2,2,7.0,7,5,2,100,218,118,3,9.2,0,81,0.608,82,1,1,,,0,M,.,,GAUNT,R2600,11,S8148,10,11,3,93,275,5,5,0,1.64,111.1,3,85,,,0.041,
04WN00765,104114351,04,R4351,11,3,18,07,34R,8,2,2,7.0,7,5,2,100,218,118,22,10.0,0,80,0.593,81,1,1,,,0,M,.,,,R2600,11,S8148,10,11,3,93,275,5,5,0,1.64,111.1,3,91,,,0.041,
04WN00766,104114352,04,R4352,11,2,18,07,17,8,2,2,4.0,4,4,2,100,218,118,4,8.8,0,78,0.586,79,1,1,,,2,S,.,TAY,,R3362,11,R1504,11,11,1,,,5,5,101,1.98,118.2,1,91,93,,0.035,
04WN00767,104114353,04,R4353,11,2,18,07,17,8,2,2,4.0,4,4,2,100,218,118,14,9.0,0,75,0.559,76,1,1,,,2,S,.,TAY,HAIRY,R3362,11,R1504,11,11,1,,,5,5,98,1.98,118.2,1,86,93,,0.035,
04WN00768,104114354,04,R4354,11,1,18,07,33R,9,3,2,5.0,5,4,2,100,218,118,16,11.0,0,92,0.686,93,1,1,4,,0,M,.,,"X, H4",R2746,11,R0418,11,10,3,93,259,8,5,112,1.88,142.0,3,105,,,0.025,
04WN00769,104114355,04,R4355,11,2,18,07,33R,9,3,2,5.0,5,4,2,100,218,118,11,10.4,0,86,0.641,87,1,1,,,0,M,.,e.8,,R2746,11,R0418,11,10,1,,,8,5,115,1.88,142.0,1,92,96,,0.025,
04WN00770,104114357,04,R4357,11,1,18,07,31R,8,2,2,5.0,5,4,2,100,218,118,23,12.8,0,109,0.815,111,1,1,,,0,M,.,,4TEATS,R2261,11,R0464,11,13,1,,,5,5,117,1.77,119.4,1,118,,,0.038,
04WN00771,104114358,04,R4358,11,1,18,07,31R,8,2,2,5.0,5,4,2,100,218,118,18,12.3,0,81,0.582,82,1,1,,,0,M,.,,,R2261,11,R0464,11,13,3,93,259,5,5,96,1.77,119.4,3,89,,,0.038,
04WN00772,104114359,04,R4359,11,1,18,07,32R,8,2,2,5.0,5,4,2,100,218,118,8,11.0,0,91,0.678,92,1,1,,,0,M,.,,"SICK, X",R1667,11,91120,09,18,3,93,259,5,5,103,1.55,119.8,3,89,,,0.012,
04WN00773,104114360,04,R4360,11,1,18,07,32R,8,2,2,5.0,5,4,2,100,218,118,22,11.0,0,90,0.669,91,1,1,,,0,M,.,,,R1667,11,91120,09,18,1,,,5,5,103,1.55,119.8,1,105,,,0.012,
04WN00774,104114361,04,R4361,11,2,18,07,31R,8,2,2,7.0,7,5,2,100,218,118,13,10.0,0,81,0.602,82,1,1,,,0,M,.,e.8,,R2261,11,S8443,10,11,1,,,5,6,106,1.82,128.2,1,90,85,,0.049,
04WN00775,104114362,04,R4362,11,2,18,07,31R,8,2,2,7.0,7,5,2,100,218,118,18,11.8,0,87,0.637,88,1,1,,,0,M,.,e.9,4TEATS,R2261,11,S8443,10,11,1,,,5,4,111,1.82,128.2,1,98,96,,0.049,
04WN00776,104114363,04,R4363,11,2,18,07,34R,9,3,2,4.0,4,4,2,100,218,118,22,9.5,0,88,0.665,89,1,1,,,0,M,.,e.8,,R2600,11,R1090,11,11,1,,,8,4,115,2.11,139.1,1,103,103,,0.044,
04WN00777,104114364,04,R4364,11,1,18,07,34R,9,3,2,4.0,4,4,2,100,218,118,12,8.0,0,84,0.644,85,1,1,,,0,M,.,,,R2600,11,R1090,11,11,3,93,259,8,6,105,2.11,139.1,3,89,,,0.044,
04WN00778,104114365,04,R4365,11,1,18,07,34R,9,3,1,4.0,4,4,2,100,218,118,22,12.1,0,105,0.787,107,1,1,,,0,M,.,,NICE,R2600,11,R1090,11,11,1,,,7,2,120,2.11,139.1,1,120,,,0.044,
04WN00779,104114366,04,R4366,11,1,18,07,33R,8,2,2,2.0,2,2,2,100,218,118,4,9.8,0,84,0.629,85,1,1,,,0,M,.,,,R2746,11,R3497,11,18,3,93,259,5,5,104,1.85,136.8,3,94,,,0.018,
04WN00780,104114367,04,R4367,11,2,18,07,33R,8,2,2,2.0,2,2,2,100,218,118,8,9.1,0,73,0.542,74,1,1,,,0,M,.,e.9,,R2746,11,R3497,11,18,1,,,5,5,103,1.85,136.8,1,84,85,,0.018,
04WN00781,104114368,04,R4368,11,1,18,07,31R,5,1,1,3.0,3,3,2,101,218,117,25,12.7,0,94,0.695,96,1,1,,,0,M,.,,,R2261,11,R2284,11,12,3,93,259,1,1,104,1.72,113.5,3,104,,,0.033,
04WN00782,104114370,04,R4370,11,2,18,07,32R,9,3,2,5.0,5,4,2,101,218,117,3,9.9,0,82,0.616,84,1,1,,,0,M,.,e.8,4TEATS,R1667,11,R0080,11,10,1,,,8,4,115,2.32,148.2,1,92,92,,0.047,
04WN00783,104114371,04,R4371,11,2,18,07,32R,9,3,2,5.0,5,4,2,101,218,117,20,8.2,0,77,0.588,79,1,1,,,0,M,.,e.9,ENTROPION,R1667,11,R0080,11,10,1,,,8,6,111,2.32,148.2,1,90,96,,0.047,
04WN00784,104114372,04,R4372,11,1,18,07,32R,7,2,1,6.0,6,4,2,101,218,117,16,14.2,0,89,0.639,91,1,1,,,0,M,.,,,R1667,11,S9278,10,12,3,04,254,3,2,97,2.04,102.2,3,92,,,0.035,
04WN00785,104114373,04,R4373,11,1,18,07,32R,8,2,2,3.0,3,3,2,101,218,117,20,10.5,0,66,0.474,67,1,1,,,0,M,.,,,R1667,11,R2316,11,13,3,93,259,5,5,90,1.85,130.4,3,80,,,0.029,
04WN00786,104114374,04,R4374,11,2,18,07,32R,8,2,2,3.0,3,3,2,101,218,117,13,9.1,0,77,0.58,79,1,1,,,0,M,.,TAY,4TEATS,R1667,11,R2316,11,13,1,,,5,5,105,1.85,130.4,1,90,91,,0.029,
04WN00787,104114375,04,R4375,11,1,18,07,31R,5,1,1,2.0,2,2,2,101,218,117,22,10.7,0,102,0.78,104,1,1,,,0,M,.,,NICE LAMB,R2261,11,R3269,11,18,1,,,1,1,115,1.85,128.9,1,111,,,0.095,
04WN00788,104114377,04,R4377,11,1,18,07,32R,9,3,1,6.0,6,4,2,101,218,117,14,10.6,0,85,0.636,87,1,1,7,,0,M,.,,H7,R1667,11, 8636,00,18,3,93,259,7,2,94,1.74,102.9,3,101,,,0.036,
04WN00789,104114380,04,R4380,11,2,18,07,33R,9,3,1,4.0,4,4,2,102,218,116,23,8.4,0,79,0.609,81,1,1,,,0,M,.,TAY,,R2746,11,R1277,11,10,1,,,7,2,101,1.98,114.8,1,90,83,,0.02,
04WN00790,104114383,04,R4383,11,2,18,07,34R,9,3,2,5.0,5,4,2,102,218,116,21,11.3,0,83,0.618,85,1,1,,,0,M,.,TAY,,R2600,11,R0340,11,10,1,,,8,5,108,2.1,125.4,1,92,93,,0.028,
04WN00791,104114384,04,R4384,11,2,18,07,34R,9,3,2,5.0,5,4,2,102,218,116,10,9.7,0,75,0.563,77,1,1,,,0,M,.,TAY,ENTROPION,R2600,11,R0340,11,10,1,,,8,5,101,2.1,125.4,1,85,87,,0.028,
04WN00792,104114385,04,R4385,11,2,18,07,33R,5,1,1,5.0,5,4,2,102,218,116,2,9.0,0,82,0.629,85,1,1,,,0,M,.,e.7,,R2746,11,R0310,11,11,1,,,1,1,101,1.77,107.4,1,97,98,,0.02,
04WN00793,104114386,04,R4386,11,2,18,07,31R,8,2,2,3.0,3,3,2,102,218,116,22,8.5,0,63,0.47,65,1,1,,,0,M,.,,POLYPAY?,R2261,11,R2595,11,10,3,93,275,5,5,93,2.01,126.3,3,71,,,0.036,
04WN00794,104114387,04,R4387,11,2,18,07,31R,8,2,2,3.0,3,3,2,102,218,116,6,9.8,0,69,0.51,71,1,1,,,0,M,.,TAY,NICE LAMB,R2261,11,R2595,11,10,1,,,5,5,97,2.01,126.3,1,81,79,,0.036,
04WN00795,104114390,04,R4390,11,2,18,07,34R,9,3,1,7.0,7,5,2,102,218,116,24,9.9,0,77,0.578,79,1,1,,,0,M,.,TAY,HAIRY,R2600,11,S8435,10,12,1,,,7,2,100,2.19,117.6,1,88,90,,0.024,
04WN00796,104114391,04,R4391,11,3,18,07, 4,8,2,2,4.0,4,4,2,102,218,116,15,10.0,0,69,0.509,71,1,1,,,2,C,DNA,,PNEU.,R3105,11,00197,00,18,3,93,275,5,4,0,1.61,119.4,3,81,,,0.011,
04WN00797,104114392,04,R4392,11,3,18,07, 4,8,2,2,4.0,4,4,2,102,218,116,16,8.1,0,88,0.689,91,1,1,,,2,C,DNA,,,R3105,11,00197,00,18,3,93,275,5,6,0,1.61,119.4,3,100,,,0.011,
04WN00798,104114393,04,R4393,11,3,18,07,33R,8,2,2,6.0,6,4,2,102,218,116,19,12.0,0,74,0.534,76,2,1,,,0,M,.,,BLK.HOCK,R2746,11,S9613,10,11,3,93,275,5,4,0,2.04,144.9,3,86,,,0.016,
04WN00799,104114394,04,R4394,11,2,18,07,33R,8,2,2,6.0,6,4,2,102,218,116,14,10.0,0,72,0.534,74,1,1,,,0,M,.,TAY,,R2746,11,S9613,10,11,1,,,5,6,106,2.04,144.9,1,83,83,,0.016,
04WN00800,104114395,04,R4395,11,2,18,07,32R,8,2,2,2.0,2,2,2,102,218,116,24,9.0,0,72,0.543,74,1,1,,,0,M,.,,BICHO,R1667,11,R3352,11,18,6,10,224,5,5,103,2.02,137.3,6,0,,,0.024,
04WN00801,104114396,04,R4396,11,2,18,07,32R,8,2,2,2.0,2,2,2,102,218,116,21,9.3,0,63,0.463,65,1,1,,,0,M, 15,,,R1667,11,R3352,11,18,2,92,267,5,5,96,2.02,137.3,2,80,81,,0.024,
04WN00802,104114397,04,R4397,11,2,18,07,33R,8,2,2,6.0,6,4,2,102,218,116,19,11.3,0,82,0.609,84,1,1,,,0,M,.,e.8,,R2746,11,S9887,10,11,1,,,5,5,104,1.84,117.5,1,94,92,,0.047,
04WN00803,104114398,04,R4398,11,1,18,07,33R,8,2,2,6.0,6,4,2,102,218,116,20,11.6,0,72,0.521,74,1,1,3,,0,M,.,,H3,R2746,11,S9887,10,11,3,93,259,5,5,90,1.84,117.5,3,73,,,0.047,
04WN00804,104114399,04,R4399,11,1,18,07,34R,9,3,2,5.0,5,4,2,102,218,116,23,9.1,0,72,0.542,74,1,1,,,0,M,.,,,R2600,11,R0614,11,13,3,93,259,8,5,94,1.99,130.3,3,86,,,0.057,
04WN00805,104114400,04,R4400,11,2,18,07,34R,9,3,2,5.0,5,4,2,102,218,116,8,8.9,0,66,0.492,68,1,1,,,0,M,.,TAY,,R2600,11,R0614,11,13,1,,,8,5,96,1.99,130.3,1,79,80,,0.057,
04WN00806,104114401,04,R4401,11,1,18,07,34R,9,3,2,5.0,5,4,2,102,218,116,4,10.4,0,76,0.566,78,1,1,,,0,M,.,,,R2600,11,R0614,11,13,3,93,259,8,5,97,1.99,130.3,3,88,,,0.057,
04WN00807,104114403,04,R4403,11,1,18,07,33R,8,2,2,5.0,5,4,1,102,216,114,22,10.6,0,46,0.311,48,1,1,,,0,M,.,,,R2746,11,R0680,11,11,3,93,259,5,5,70,1.77,110.0,3,58,,,0.016,
04WN00808,104114404,04,R4404,11,2,18,07,33R,8,2,2,5.0,5,4,1,102,216,114,1,9.6,0,72,0.547,75,1,1,,,0,M,.,TAY,,R2746,11,R0680,11,11,1,,,5,5,95,1.77,110.0,1,85,84,,0.016,
04WN00809,104114405,04,R4405,11,1,18,07,15,8,2,2,4.0,4,4,2,103,218,115,18,12.6,0,100,0.76,104,1,1,,,2,S,.,,,R3847,11,R1474,11,11,1,,,5,4,113,1.61,121.9,1,111,,,0.038,
04WN00810,104114406,04,R4406,11,1,18,07,15,8,2,2,4.0,4,4,2,103,218,115,13,10.5,0,90,0.691,93,1,1,,,2,S,.,,,R3847,11,R1474,11,11,1,,,5,6,105,1.61,121.9,1,101,,,0.038,
04WN00811,104114407,04,R4407,11,2,18,07,34R,8,2,2,5.0,5,4,2,103,218,115,5,11.3,0,66,0.476,68,1,1,,,0,M, 15,,,R2600,11,R0709,11,10,2,92,267,5,5,91,1.88,116.3,2,82,80,,0.028,
04WN00812,104114408,04,R4408,11,2,18,07,34R,8,2,2,5.0,5,4,2,103,218,115,13,12.5,0,81,0.596,84,1,1,,,0,M,.,e.9,NICE LAMB,R2600,11,R0709,11,10,1,,,5,5,104,1.88,116.3,1,91,90,,0.028,
04WN00813,104114409,04,R4409,11,2,18,07,34R,8,2,2,4.0,4,4,2,103,218,115,24,9.4,0,80,0.614,83,1,1,,,0,M,.,e.7,ENTROPION,R2600,11,R1806,11,13,1,,,5,6,107,1.85,128.0,1,70,67,,0.037,
04WN00814,104114410,04,R4410,11,1,18,07,34R,8,2,2,4.0,4,4,2,103,218,115,6,11.4,0,67,0.483,69,1,1,,,0,M,.,,,R2600,11,R1806,11,13,3,93,259,5,4,90,1.85,128.0,3,77,,,0.037,
04WN00815,104114411,04,R4411,11,2,18,07,11,5,1,1,2.0,2,2,2,103,218,115,22,9.3,0,90,0.702,94,1,1,,,2,S,.,e.7,,R3456,11,R3295,11,18,1,,,1,1,111,1.68,116.2,1,99,100,,0.025,
04WN00816,104114412,04,R4412,11,2,18,07,15,8,2,2,3.0,3,3,2,103,218,115,23,11.7,0,80,0.594,83,1,1,,,2,S,.,e.7,,R3847,11,R2615,11,10,1,,,5,5,107,1.72,126.9,1,99,98,,0.033,
04WN00817,104114413,04,R4413,11,1,18,07,15,8,2,2,3.0,3,3,2,103,218,115,3,11.6,0,96,0.734,100,1,1,4,,2,S,.,,H4,R3847,11,R2615,11,10,3,04,254,5,5,111,1.72,126.9,3,107,,,0.033,
04WN00818,104114414,04,R4414,11,3,18,07,11,5,1,2,6.0,6,4,2,103,218,115,23,13.1,0,88,0.651,91,1,1,,,2,S,.,,,R3456,11, 8539,00,18,3,93,275,3,5,0,1.54,82.7,3,100,,,0.032,
04WN00819,104114415,04,R4415,11,3,18,07,32R,5,1,1,4.0,4,4,2,103,218,115,6,13.5,0,94,0.7,98,3,1,,,0,M,.,,BRN.LEGS,R1667,11,R1439,11,12,3,93,275,1,1,0,1.73,116.1,3,104,,,0.029,
04WN00820,104114417,04,R4417,11,2,18,07, 5,8,2,1,2.0,2,2,2,103,218,115,17,11.2,0,87,0.659,90,1,1,,,2,C,DNA,e.8,,R3626,11,R2988,11,18,1,,,3,2,108,1.85,116.5,1,96,99,,0.045,
04WN00821,104114418,04,R4418,11,2,18,07, 8,8,2,1,2.0,2,2,2,104,218,114,24,10.9,0,75,0.562,78,1,1,,,2,C,DNA,e.7,,R3217,11,R3600,11,18,1,,,3,2,91,1.68,93.4,1,87,82,,0.033,
04WN00822,104114420,04,R4420,11,3,18,07,13,8,2,2,5.0,5,4,1,104,216,112,17,12.1,0,78,0.588,83,1,1,,,2,S,.,,,R3911,11,90281,09,18,3,93,275,5,5,0,1.88,107.9,3,94,,,0.0,
04WN00823,104114421,04,R4421,11,2,18,07,13,8,2,2,5.0,5,4,1,104,216,112,18,11.8,0,78,0.591,83,1,1,,,2,S,.,TAY,,R3911,11,90281,09,18,1,,,5,5,100,1.88,107.9,1,99,101,,0.0,
04WN00824,104114423,04,R4423,11,1,18,07,34R,8,2,1,6.0,6,4,1,104,216,112,21,10.2,0,89,0.704,95,1,1,,,0,M,.,,,R2600,11,S9016,10,12,3,04,254,3,2,104,1.74,114.2,3,98,,,0.025,
04WN00825,104114424,04,R4424,11,2,18,07,33R,8,2,2,3.0,3,3,2,104,218,114,3,10.8,0,75,0.563,78,1,1,2,,0,M,.,TAY,H2,R2746,11,R2357,11,11,1,,,5,5,106,2.01,136.3,1,89,88,,0.018,
04WN00826,104114425,04,R4425,11,1,18,07,33R,8,2,2,3.0,3,3,2,104,218,114,10,11.2,0,88,0.674,92,1,1,,,0,M,.,,,R2746,11,R2357,11,11,1,,,5,5,109,2.01,136.3,1,100,,,0.018,
04WN00827,104114427,04,R4427,11,2,18,07,31R,3,4,2,7.0,7,5,1,104,216,112,16,8.8,0,83,0.663,88,1,1,,,0,M,.,e.7,,R2261,11,S7852,10,11,1,,,8,5,111,2.19,130.0,1,91,95,,0.054,
04WN00828,104114428,04,R4428,11,3,18,07,31R,3,4,2,7.0,7,5,1,104,216,112,17,9.5,0,70,0.54,74,1,1,,,0,M,.,,,R2261,11,S7852,10,11,3,93,275,8,5,0,2.19,130.0,3,83,,,0.054,
04WN00829,104114429,04,R4429,11,2,18,07,11,8,2,2,2.0,2,2,1,104,216,112,11,8.7,0,74,0.583,79,1,1,,,2,S,.,e.8,,R3456,11,R3019,11,18,1,,,5,5,104,1.85,128.2,1,87,93,,0.06,
04WN00830,104114430,04,R4430,11,2,18,07,11,8,2,2,2.0,2,2,1,104,216,112,14,7.8,0,59,0.457,63,1,1,,,2,S, 18,,,R3456,11,R3019,11,18,2,92,267,5,5,92,1.85,128.2,2,73,73,,0.06,
04WN00831,104114431,04,R4431,11,3,18,07, 3,8,2,2,5.0,5,4,1,104,216,112,18,11.0,0,79,0.607,84,1,1,,,2,C,DNA,,,R3710,11,R0757,11,12,3,93,275,5,5,0,1.66,98.5,3,94,,,0.058,
04WN00832,104114432,04,R4432,11,3,18,07, 3,8,2,2,5.0,5,4,1,104,216,112,24,11.1,0,75,0.571,80,1,1,,,2,C,DNA,,,R3710,11,R0757,11,12,3,93,275,5,5,0,1.66,98.5,3,84,,,0.058,
04WN00833,104114434,04,R4434,11,2,18,07, 4,8,2,1,2.0,2,2,1,104,216,112,25,8.4,0,79,0.63,84,1,1,,,2,C,DNA,TAY,,R3105,11,R3271,11,18,1,,,3,2,103,1.85,115.5,1,95,96,,0.029,
04WN00834,104114435,04,R4435,11,2,18,07,11,8,2,2,7.0,7,5,1,104,216,112,6,7.9,0,79,0.635,84,1,1,,,2,S,.,e.9,,R3456,11,S7759,10,18,1,,,5,5,105,1.64,120.5,1,92,93,,0.03,
04WN00835,104114436,04,R4436,11,3,18,07,11,8,2,2,7.0,7,5,1,104,216,112,24,7.9,0,63,0.492,67,1,1,,,2,S,.,,,R3456,11,S7759,10,18,3,93,275,5,5,0,1.64,120.5,3,77,,,0.03,
04WN00836,104114437,04,R4437,11,1,18,07,17,8,2,2,2.0,2,2,1,104,216,112,6,10.7,0,62,0.458,66,1,1,,,2,S,.,,,R3362,11,R3338,11,18,3,93,259,5,5,81,2.02,107.0,3,73,,,0.027,
04WN00837,104114438,04,R4438,11,1,18,07,17,8,2,2,2.0,2,2,1,104,216,112,12,9.7,0,67,0.512,71,1,1,,,2,S,.,,,R3362,11,R3338,11,18,3,93,259,5,5,85,2.02,107.0,3,86,,,0.027,
04WN00838,104114439,04,R4439,11,2,18,07,15,8,2,2,3.0,3,3,1,104,216,112,2,10.0,0,78,0.607,83,1,1,,,2,S,.,TAY,,R3847,11,R2330,11,12,1,,,5,5,105,1.7,121.9,1,95,88,,0.024,
04WN00839,104114440,04,R4440,11,2,18,07,15,8,2,2,3.0,3,3,1,104,216,112,1,9.6,0,69,0.53,73,1,1,,,2,S,.,TAY,,R3847,11,R2330,11,12,1,,,5,5,97,1.7,121.9,1,85,79,,0.024,
04WN00840,104114441,04,R4441,11,1,18,07,31R,9,3,2,4.0,4,4,1,104,216,112,20,10.8,0,99,0.788,105,1,1,,,0,M,.,,,R2261,11,01422,00,18,1,,,8,5,117,1.86,134.1,1,109,,,0.041,
04WN00841,104114442,04,R4442,11,2,18,07,31R,9,3,2,4.0,4,4,1,104,216,112,24,11.7,0,80,0.61,85,1,1,,,0,M,.,e.8,,R2261,11,01422,00,18,1,,,8,5,111,1.86,134.1,1,99,104,,0.041,
04WN00842,104114444,04,R4444,11,3,18,07, 6,8,2,2,3.0,3,3,1,104,216,112,26,9.9,0,77,0.599,82,1,1,,,2,C,DNA,,,R3874,11,R2271,11,12,3,93,275,5,5,0,1.87,135.2,3,97,,,0.034,
04WN00843,104114445,04,R4445,11,1,18,07, 6,8,2,2,3.0,3,3,1,104,216,112,18,9.6,0,75,0.584,80,1,1,,,2,C,DNA,,RAM?,R3874,11,R2271,11,12,3,93,259,5,5,100,1.87,135.2,3,90,,,0.034,
04WN00844,104114446,04,R4446,11,2,18,07,27,8,2,2,2.0,2,2,1,104,216,112,18,9.1,0,59,0.446,63,1,1,,,2,S, 15,,,R3179,11,R3772,11,18,2,92,267,5,6,92,1.82,129.6,2,81,82,,0.029,
04WN00845,104114447,04,R4447,11,1,18,07,27,8,2,2,2.0,2,2,1,104,216,112,11,10.8,0,86,0.671,91,1,1,,,2,S,.,,,R3179,11,R3772,11,18,1,97,244,5,4,106,1.82,129.6,7,0,,,0.029,
04WN00846,104114448,04,R4448,11,2,18,07,12,8,2,2,6.0,6,4,1,104,216,112,11,10.9,0,82,0.635,87,1,1,,,2,S,.,TAY,,R2993,11, 8601,00,18,1,,,5,5,97,1.24,89.6,1,98,100,,0.017,
04WN00847,104114449,04,R4449,11,2,18,07,12,8,2,2,6.0,6,4,1,104,216,112,8,10.2,0,55,0.4,58,1,1,,,2,S, 19,,ok,R2993,11, 8601,00,18,2,92,267,5,5,75,1.24,89.6,2,70,70,,0.017,
04WN00848,104114450,04,R4450,11,2,18,07,11,8,2,2,3.0,3,3,1,104,216,112,8,9.1,0,68,0.526,72,1,1,,,2,S,.,e.7,,R3456,11,R2578,11,12,1,,,5,6,99,1.85,130.8,1,82,77,,0.086,
04WN00849,104114451,04,R4451,11,1,18,07,11,8,2,2,3.0,3,3,1,104,216,112,17,11.4,0,77,0.586,82,1,1,,,2,S,.,,,R3456,11,R2578,11,12,3,93,259,5,4,100,1.85,130.8,3,89,,,0.086,
04WN00850,104114452,04,R4452,11,2,18,07,33R,9,3,2,6.0,6,4,1,104,216,112,5,8.7,0,57,0.431,60,1,1,,,0,M,.,,HAIRY,R2746,11,S9169,10,12,3,93,275,8,7,89,2.14,128.3,3,68,,,0.016,
04WN00851,104114453,04,R4453,11,1,18,07,33R,9,3,2,6.0,6,4,1,104,216,112,12,13.0,0,100,0.777,106,1,1,,,0,M,.,,,R2746,11,S9169,10,12,1,,,8,3,116,2.14,128.3,1,107,,,0.016,
04WN00852,104114454,04,R4454,11,2,18,07,32R,5,1,1,7.0,7,5,1,104,216,112,17,10.2,0,93,0.739,99,1,1,,,0,M,.,e.7,PNEU.,R1667,11,S7950,10,12,1,,,1,1,116,1.91,119.8,1,111,113,,0.032,
04WN00853,104114455,04,R4455,11,2,18,07,15,8,2,1,5.0,5,4,1,105,216,111,22,10.3,0,83,0.655,89,1,1,,,2,S,.,TAY,HAIRY,R3847,11,90299,09,18,1,,,3,2,98,1.66,89.6,1,100,100,,0.0,
04WN00854,104114460,04,R4460,11,2,18,07, 4,9,3,1,4.0,4,4,1,105,216,111,23,9.5,0,84,0.671,90,1,1,,,2,C,DN2,TAY,,R0000,11,R1248,11,11,1,,,7,2,106,1.98,108.4,1,98,98,,0.0,
04WN00855,104114462,04,R4462,11,2,18,07,28,8,2,1,4.0,4,4,1,105,216,111,24,12.6,0,87,0.67,93,1,1,,,2,S,.,e.9,NICE LAMB,R3081,11,01430,00,18,1,,,3,2,112,1.73,120.5,1,99,92,,0.033,
04WN00856,104114463,04,R4463,11,3,18,07, 8,8,2,2,4.0,4,4,1,105,216,111,16,11.5,0,70,0.527,75,1,1,,,2,C,DNA,,PNEU.,R3217,11,00677,00,18,3,93,275,5,5,0,1.73,127.6,3,89,,,0.105,
04WN00857,104114464,04,R4464,11,3,18,07, 8,8,2,2,4.0,4,4,1,105,216,111,17,11.7,0,75,0.57,80,1,1,,,2,C,DNA,,TORNIO,R3217,11,00677,00,18,3,10,263,5,5,0,1.73,127.6,3,93,,,0.105,
04WN00858,104114465,04,R4465,11,2,18,07,34R,8,2,2,5.0,5,4,1,105,216,111,9,14.6,0,84,0.625,90,1,1,,,0,M,.,e.8,,R2600,11,R1003,11,10,1,,,5,4,110,1.77,122.7,1,92,95,,0.03,
04WN00859,104114466,04,R4466,11,2,18,07,34R,8,2,2,5.0,5,4,1,105,216,111,18,12.3,0,68,0.502,73,1,1,,,0,M,.,TAY,ENTROPION,R2600,11,R1003,11,10,1,,,5,6,97,1.77,122.7,1,85,88,,0.03,
04WN00860,104114467,04,R4467,11,3,18,07,13,7,2,1,4.0,4,4,1,105,216,111,15,11.7,0,83,0.642,89,1,1,,,2,S,.,,,R3911,11,R1457,11,12,3,93,275,3,2,0,1.6,82.8,3,98,,,0.032,
04WN00861,104114468,04,R4468,11,2,18,07,17,8,2,2,3.0,3,3,1,105,216,111,5,8.9,0,71,0.559,76,1,1,,,2,S,.,e.7,ENTROPION,R3362,11,R2677,11,13,1,,,5,6,103,2.01,132.9,1,86,87,,0.049,
04WN00862,104114469,04,R4469,11,3,18,07,17,8,2,2,3.0,3,3,1,105,216,111,18,11.5,0,78,0.599,83,1,1,,,2,S,.,,,R3362,11,R2677,11,13,3,93,275,5,4,0,2.01,132.9,3,94,,,0.049,
04WN00863,104114470,04,R4470,11,2,18,07,34R,8,2,2,3.0,3,3,1,105,216,111,22,10.6,0,69,0.526,74,1,1,,,0,M,.,TAY,4TEATS,R2600,11,R2736,11,10,1,,,5,5,100,1.87,127.1,1,85,88,,0.033,
04WN00864,104114471,04,R4471,11,2,18,07,34R,8,2,2,3.0,3,3,1,105,216,111,9,10.3,0,70,0.538,75,1,1,,,0,M,.,e.9,4TEATS,R2600,11,R2736,11,10,1,,,5,5,101,1.87,127.1,1,82,83,,0.033,
04WN00865,104114473,04,R4473,11,3,18,07, 4,8,2,1,3.0,3,3,1,105,216,111,22,10.6,0,77,0.598,82,1,1,,,2,C,DNA,,,R3105,11,R2204,11,10,3,93,275,3,2,0,1.72,106.2,3,91,,,0.06,
