UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
97WN00351, 97044516,97,A4516,04,2,73,30,741,8,2,1,1.5,1,1,4,113,223,110,6,6.7,32,53,0.421,57,1,1,,,6,H,-FL,,A2698,04,A2760,04,73,3,93,273,3,2,80,1.86,102.3,3,59,,-0.14,0,0,,,0.0,-0.27
97WN00352, 97044512,97,A4512,04,1,81,30,03,8,2,2,2.0,2,2,1,112,218,106,21,10.7,55,77,0.625,86,1,1,,,0,M,,,A2146,04,A2129,04,81,1,,0,5,4,105,2.03,140.2,1,90,,5.81,0,0,,,7.03,4.59
97WN00353, 97044518,97,A4518,04,1,81,30,01,9,3,2,2.0,2,2,1,113,218,105,19,9.6,52,71,0.585,80,1,1,,,0,M,,,A1994,04,A1918,04,81,3,93,248,8,5,102,2.2,139.8,3,75,,6.07,0,0,,,7.76,4.37
97WN00354, 97044519,97,A4519,04,2,81,30,01,9,3,2,2.0,2,2,1,113,218,105,8,9.7,48,58,0.46,65,1,1,,,0,M,  6,4TEATS,A1994,04,A1918,04,81,2,92,261,8,5,103,2.2,139.8,2,80,,6.07,0,0,,,7.76,4.37
97WN00355, 97044517,97,A4517,04,3,73,30,741,8,2,2,1.5,1,1,1,113,218,105,2,9.6,52,68,0.556,76,1,1,,,6,H,-FL,,A2698,04,A2760,04,73,3,93,273,5,7,92,1.86,102.3,3,76,,-0.14,0,0,,,0.0,-0.27
97WN00356, 97044501,97,A4501,04,2,73,30,744,8,2,2,1.5,1,1,4,112,223,111,5,7.7,47,68,0.543,73,1,1,,,6,L,-FL,,A2662,04,A2773,04,73,1,,0,5,5,94,1.86,113.1,1,77,,0.12,0,0,,,0.24,0.0
97WN00357, 97044500,97,A4500,04,1,81,30,01,8,2,2,2.0,2,2,1,112,218,106,11,7.2,45,71,0.602,79,1,1,,,0,M,,,A1994,04,A2275,04,81,3,93,248,5,7,100,2.2,135.3,3,76,,5.23,0,0,,,7.76,2.7
97WN00358, 97044503,97,A4503,04,3,81,30,02,5,1,1,5.0,5,4,1,112,218,106,17,9.5,45,65,0.524,72,1,1,,,0,M,,,A2096,04,L8441,03,81,3,93,273,1,1,94,1.63,110.2,3,64,,5.86,0,0,,,5.71,6.0
97WN00359, 97044504,97,A4504,04,2,73,30,741,8,2,2,1.5,1,1,4,112,223,111,5,8.1,45,60,0.468,64,1,1,,,6,L,-FL,,A2698,04,A2758,04,73,1,,0,5,5,88,1.86,110.8,1,63,,0.0,0,0,,,0.0,0.0
97WN00360, 97044505,97,A4505,04,3,73,30,741,8,2,2,1.5,1,1,4,112,223,111,2,6.9,40,63,0.505,68,1,1,,,6,L,-FL,,A2698,04,A2758,04,73,7,97,223,5,5,92,1.86,110.8,7,,,0.0,0,0,,,0.0,0.0
97WN00361, 97044506,97,A4506,04,2,88,30,e.9,8,2,2,1.0,1,1,1,112,218,106,19,7.8,41,57,0.464,63,1,1,,,0,C, 18,BRITCHY,A1985,04,A2928,04,82,2,92,261,5,5,96,2.07,127.9,2,69,,4.6,0,0,,,5.93,3.26
97WN00362, 97044502,97,A4502,04,3,73,30,744,8,2,2,1.5,1,1,4,112,223,111,3,8.2,45,64,0.503,69,1,1,,,6,L,-FL,,A2662,04,A2773,04,73,3,93,273,5,5,94,1.86,113.1,3,70,,0.12,0,0,,,0.24,0.0
97WN00363, 97044509,97,A4509,04,2,81,30,02,9,3,2,3.0,3,3,1,112,218,106,17,8.0,51,73,0.613,82,1,1,,,0,M,e.-,,A2096,04,A1101,04,81,1,,0,8,5,110,2.22,134.3,1,84,,5.4,0,0,,,5.71,5.09
97WN00364, 97044507,97,A4507,04,2,88,30,e.9,8,2,2,1.0,1,1,1,112,218,106,17,8.0,46,64,0.528,71,1,1,,,0,C, 14,,A1985,04,A2928,04,82,2,92,261,5,5,100,2.07,127.9,2,76,,4.6,0,0,,,5.93,3.26
97WN00365, 97044531,97,A4531,04,3,73,30,741,8,2,1,1.5,1,1,4,113,223,110,3,9.5,53,79,0.632,85,1,1,,,6,H,-FL,,A2698,04,A2677,04,73,3,93,273,3,2,96,1.86,100.0,3,86,,0.0,0,0,,,0.0,0.0
97WN00366, 97044533,97,A4533,04,2,73,30,743,9,3,1,1.5,1,1,4,113,223,110,4,7.9,52,75,0.61,81,1,1,,,6,L,-FL,,A2581,04,A2752,04,73,1,,0,7,2,96,2.2,107.3,1,85,,-0.41,0,0,,,0.27,-1.09
97WN00367, 97044534,97,A4534,04,3,73,30,743,9,3,2,1.5,1,1,1,114,218,104,17,8.8,46,63,0.521,71,1,1,,,6,L,-FL,,A2581,04,A2752,04,73,3,93,273,8,5,92,2.2,107.3,3,76,,-0.41,0,0,,,0.27,-1.09
97WN00368, 97044535,97,A4535,04,1,81,30,03,5,1,2,4.0,4,4,1,113,218,105,22,12.6,64,95,0.785,107,1,1,,,0,M,,,A2146,04,L9743,03,81,1,,0,3,5,108,1.98,124.2,1,102,,6.06,0,0,,,7.03,5.08
97WN00369, 97044538,97,A4538,04,2,81,30,02,8,2,2,3.0,3,3,1,114,218,104,14,10.3,52,70,0.574,79,1,1,,,0,M,e.-,INJURED,A2096,04,A1062,04,81,1,,0,5,5,116,2.22,150.8,1,78,,7.21,0,0,,,5.71,8.7
97WN00370, 97044539,97,A4539,04,3,73,30,744,8,2,2,1.5,1,1,4,114,223,109,3,7.7,36,59,0.471,64,1,1,,,6,H,-FL,HAIRY,A2662,04,A2743,04,73,3,93,273,5,5,88,1.86,107.1,3,64,,-0.63,0,0,,,0.24,-1.5
97WN00371, 97044537,97,A4537,04,2,81,30,02,8,2,2,3.0,3,3,1,114,218,104,22,8.9,50,65,0.539,74,1,1,,,0,M, 14,,A2096,04,A1062,04,81,2,92,261,5,5,113,2.22,150.8,2,75,,7.21,0,0,,,5.71,8.7
97WN00372, 97044541,97,A4541,04,2,ch,00,j.6,5,1,1,1.0,1,1,4,114,223,109,5,7.3,47,69,0.566,75,1,1,,,2,h,-CH,"A4541,NAXCEL",T4244,44,A3277,04,ch,3,93,273,1,1,87,1.0,75.0,3,72,,0.0,0,0,,,0.0,0.0
97WN00373, 97044540,97,A4540,04,3,73,30,744,8,2,2,1.5,1,1,4,114,223,109,2,7.0,33,48,0.376,52,1,1,,,6,H,-FL,HAIRY,A2662,04,A2743,04,73,3,93,273,5,5,82,1.86,107.1,3,53,,-0.63,0,0,,,0.24,-1.5
97WN00374, 97044543,97,A4543,04,2,82,30,25,9,3,2,2.0,2,2,1,114,218,104,7,6.8,45,61,0.521,69,1,1,,,0,C,e.8,,A2074,04,A1833,04,82,1,,0,8,5,101,2.2,131.4,1,68,,4.4,0,0,,,4.13,4.66
97WN00375, 97044544,97,A4544,04,2,81,30,02,8,2,2,3.0,3,3,1,114,218,104,5,8.6,43,56,0.456,63,1,1,,,0,M,,,A2096,04,A0819,04,81,3,93,273,5,5,95,2.08,126.5,3,66,,5.31,0,0,,,5.71,4.9
97WN00376, 97044545,97,A4545,04,2,81,30,02,8,2,2,3.0,3,3,1,114,218,104,21,9.3,47,57,0.459,64,1,1,,,0,M, 13,,A2096,04,A0819,04,81,2,92,261,5,5,96,2.08,126.5,2,78,,5.31,0,0,,,5.71,4.9
97WN00377, 97044546,97,A4546,04,2,88,30,e.9,8,2,2,1.0,1,1,1,114,218,104,6,9.1,45,61,0.499,69,1,1,,,0,M, 14,,A1985,04,A3150,04,81,2,92,261,5,5,101,2.07,130.5,2,72,,5.88,0,0,,,5.93,5.83
97WN00378, 97044542,97,A4542,04,1,82,30,25,9,3,2,2.0,2,2,1,114,218,104,22,7.2,50,74,0.642,84,1,1,,,0,C,,PINK,A2074,04,A1833,04,82,3,93,248,8,5,100,2.2,131.4,3,81,,4.4,0,0,,,4.13,4.66
97WN00379, 97044548,97,A4548,04,3,73,30,744,8,2,1,1.5,1,1,4,114,223,109,4,9.3,59,85,0.694,93,1,1,,,6,H,-FL,,A2662,04,A2613,04,73,3,93,273,3,2,101,1.86,101.8,3,93,,0.12,0,0,,,0.24,0.0
97WN00380, 97044547,97,A4547,04,2,88,30,e.9,8,2,2,1.0,1,1,1,114,218,104,15,9.0,46,69,0.577,78,1,1,,,0,M, 13,4TEATS,A1985,04,A3150,04,81,2,92,261,5,5,106,2.07,130.5,2,80,,5.88,0,0,,,5.93,5.83
97WN00381, 97044551,97,A4551,04,3,73,30,742,8,2,2,1.5,1,1,4,114,223,109,6,9.2,49,71,0.567,77,1,1,,,6,H,-FL,,A2746,04,A2692,04,73,3,93,273,5,5,98,1.86,112.9,3,74,,0.0,0,0,,,0.0,0.0
97WN00382, 97044550,97,A4550,04,3,73,30,742,8,2,2,1.5,1,1,4,114,223,109,2,8.3,40,59,0.465,64,1,1,,,6,H,-FL,,A2746,04,A2692,04,73,3,93,273,5,5,91,1.86,112.9,3,64,,0.0,0,0,,,0.0,0.0
97WN00383, 97044553,97,A4553,04,1,81,30,03,9,3,2,6.0,6,4,H,114,223,109,9,10.5,0,94,0.766,102,1,1,4,,0,M,,H4X,A2146,04,L6485,03,81,3,93,248,8,5,115,2.12,143.7,3,92,,7.38,0,0,,,7.03,7.73
97WN00384, 97044554,97,A4554,04,3,88,30,e.9,8,2,1,1.0,1,1,1,114,218,104,5,10.0,60,79,0.663,90,1,1,,,0,M,PIN,,A1985,04,A3351,04,81,P,93,666,3,2,108,2.07,119.1,P,88,,5.05,0,0,,,5.93,4.17
97WN00385, 97044556,97,A4556,04,2,73,30,744,5,1,1,1.5,1,1,4,114,223,109,2,11.4,58,84,0.666,91,1,1,,,6,L,-FL,HAIRY,A2662,04,A2732,04,73,1,,0,1,1,98,1.7,101.4,1,90,,0.12,0,0,,,0.24,0.0
97WN00386, 97044552,97,A4552,04,1,81,30,03,9,3,2,6.0,6,4,H,114,223,109,9,11.9,0,84,0.661,91,1,1,3,,0,M,,H3+X,A2146,04,L6485,03,81,3,93,248,8,5,109,2.12,143.7,3,81,,7.38,0,0,,,7.03,7.73
97WN00387, 97044558,97,A4558,04,1,82,30,25,9,3,2,3.0,3,3,1,114,218,104,9,7.6,47,60,0.504,68,1,1,,,0,C,,HAIRY,A2074,04,A1365,04,82,3,93,248,8,6,92,2.08,130.4,3,64,,4.89,0,0,,,4.13,5.65
97WN00388, 97044559,97,A4559,04,2,82,30,25,9,3,1,3.0,3,3,1,114,218,104,16,6.7,51,69,0.599,79,1,1,,,0,C,e.-,4TEATS,A2074,04,A1365,04,82,1,,0,7,2,106,2.08,130.4,1,80,,4.89,0,0,,,4.13,5.65
97WN00389, 97044557,97,A4557,04,3,82,30,25,9,3,2,3.0,3,3,1,114,218,104,2,10.2,56,77,0.642,87,3,1,,,0,C,PIN,BLK.SHOULDER,A2074,04,A1365,04,82,P,93,666,8,4,113,2.08,130.4,P,85,,4.89,0,0,,,4.13,5.65
97WN00390, 97044561,97,A4561,04,1,81,30,01,9,3,2,3.0,3,3,2,115,219,104,7,9.5,53,71,0.591,80,1,1,,,0,M,,"DOWNER,DEAD",A1994,04,A0807,04,81,6,19,237,8,5,95,2.08,124.1,6,0,,7.52,0,0,,,7.76,7.28
97WN00391, 97044564,97,A4564,04,2,82,30,27,9,3,2,6.0,6,4,2,115,219,104,4,10.0,51,72,0.596,82,1,1,,,0,C,e.8,,A2085,04,L6605,03,82,1,,0,8,4,107,2.12,130.0,1,78,,4.97,0,0,,,2.62,7.32
97WN00392, 97044565,97,A4565,04,2,82,30,27,9,3,2,6.0,6,4,2,115,219,104,16,8.5,43,58,0.476,66,1,1,,,0,C,  8,,A2085,04,L6605,03,82,2,92,261,8,6,99,2.12,130.0,2,70,,4.97,0,0,,,2.62,7.32
97WN00393, 97044562,97,A4562,04,2,81,30,01,9,3,2,3.0,3,3,2,115,219,104,5,9.6,51,73,0.61,83,1,1,,,0,M,e.8,,A1994,04,A0807,04,81,1,,0,8,5,105,2.08,124.1,1,87,,7.52,0,0,,,7.76,7.28
97WN00394, 97044568,97,A4568,04,2,81,30,01,9,3,2,5.0,5,4,1,115,218,103,3,8.1,41,57,0.475,65,1,1,,,0,M,XXX,"X,LAME,SICK",A1994,04,L9175,03,81,X,93,279,8,5,93,2.29,120.1,X,68,,7.92,0,0,,,7.76,8.07
97WN00395, 97044569,97,A4569,04,3,82,30,27,9,3,2,3.0,3,3,1,115,218,103,7,8.0,45,66,0.563,76,1,1,,,0,C,,HAIRY,A2085,04,A0738,04,82,3,93,273,8,5,100,2.08,117.5,3,69,,4.55,0,0,,,2.62,6.47
97WN00396, 97044567,97,A4567,04,1,81,30,01,9,3,2,5.0,5,4,1,115,218,103,13,9.2,60,82,0.707,94,1,1,,,0,M,,,A1994,04,L9175,03,81,1,,0,8,5,100,2.29,120.1,1,90,,7.92,0,0,,,7.76,8.07
97WN00397, 97044521,97,A4521,04,1,81,30,02,9,3,2,4.0,4,4,1,113,218,105,5,8.5,50,76,0.643,86,1,1,,,0,M,,,A2096,04,L9897,03,81,1,,0,8,5,100,1.98,129.1,1,79,,6.93,0,0,,,5.71,8.14
97WN00398, 97044520,97,A4520,04,2,81,30,01,9,3,2,2.0,2,2,1,113,218,105,22,8.1,52,77,0.656,87,1,1,,,0,M,e.-,,A1994,04,A1918,04,81,1,,0,8,5,115,2.2,139.8,1,93,,6.07,0,0,,,7.76,4.37
97WN00399, 97044523,97,A4523,04,2,81,30,01,8,2,2,4.0,4,4,1,113,218,105,4,9.2,49,81,0.684,91,1,1,,,0,M,e.9,,A1994,04,L9778,03,81,1,,0,5,5,112,1.98,130.0,1,91,,7.02,0,0,,,7.76,6.27
97WN00400, 97044524,97,A4524,04,2,81,30,02,8,2,2,4.0,4,4,1,113,218,105,5,6.4,50,70,0.606,79,1,3,,,0,M,e.8,,A2096,04,L9715,03,81,1,,0,5,7,119,2.23,156.5,1,82,,5.32,0,0,,,5.71,4.93
97WN00401, 97044525,97,A4525,04,1,81,30,02,8,2,2,4.0,4,4,1,113,218,105,15,9.3,60,90,0.769,102,1,1,,,0,M,,"X,PINK,H3",A2096,04,L9715,03,81,3,93,248,5,3,121,2.23,156.5,3,98,,5.32,0,0,,,5.71,4.93
97WN00402, 97044526,97,A4526,04,2,73,30,742,8,2,2,1.5,1,1,4,113,223,110,2,7.4,37,55,0.433,59,1,1,,,6,L,-FL,,A2746,04,A2736,04,73,1,,0,5,5,85,2.03,109.7,1,66,,0.0,0,0,,,0.0,0.0
97WN00403, 97044522,97,A4522,04,2,81,30,01,8,2,2,4.0,4,4,1,113,218,105,4,9.3,54,74,0.616,83,1,1,,,0,M,e.8,,A1994,04,L9778,03,81,1,,0,5,5,108,1.98,130.0,1,86,,7.02,0,0,,,7.76,6.27
97WN00404, 97044528,97,A4528,04,1,81,30,03,8,2,2,3.0,3,3,1,113,218,105,22,12.7,65,88,0.717,99,1,1,,,0,M,,,A2146,04,A1082,04,81,1,,0,5,5,116,2.36,149.3,1,102,,5.33,0,0,,,7.03,3.63
97WN00405, 97044529,97,A4529,04,2,81,30,03,8,2,2,3.0,3,3,1,113,218,105,22,10.9,39,57,0.439,64,1,1,,,0,M,,"NAXCEL,SCOURS",A2146,04,A1082,04,81,3,93,273,5,5,107,2.36,149.3,3,64,,5.33,0,0,,,7.03,3.63
97WN00406, 97044527,97,A4527,04,3,73,30,742,8,2,2,1.5,1,1,4,113,223,110,5,7.7,43,63,0.503,68,1,1,,,6,L,-FL,,A2746,04,A2736,04,73,3,93,273,5,5,92,2.03,109.7,3,67,,0.0,0,0,,,0.0,0.0
97WN00407, 97044581,97,A4581,04,2,82,30,26,9,3,1,3.0,3,3,H,115,223,108,9,8.2,0,75,0.619,82,1,1,,,0,C,e.-,FX.LF.LEG ok,A2026,04,A0952,04,82,1,,0,7,2,97,2.5,108.5,1,85,,3.43,0,0,,,5.17,1.68
97WN00408, 97044584,97,A4584,04,2,81,30,02,9,3,2,6.0,6,4,2,115,219,104,14,9.3,48,70,0.584,79,1,1,,,0,M,,PINK,A2096,04,L6750,03,81,Z,93,255,8,5,91,1.82,99.4,Z,83,,4.38,0,0,,,5.71,3.05
97WN00409, 97044585,97,A4585,04,1,81,30,02,9,3,2,6.0,6,4,2,115,219,104,16,8.8,41,59,0.483,67,1,1,,,0,M,,PINK,A2096,04,L6750,03,81,3,93,248,8,5,78,1.82,99.4,3,66,,4.38,0,0,,,5.71,3.05
97WN00410, 97044591,97,A4591,04,1,81,30,02,8,2,2,3.0,3,3,2,115,219,104,9,12.3,58,77,0.622,87,1,1,,,0,M,,,A2096,04,A0695,04,81,1,,0,5,3,110,2.22,148.7,1,84,,5.31,0,0,,,5.71,4.9
97WN00411, 97044590,97,A4590,04,2,81,30,02,8,2,2,3.0,3,3,2,115,219,104,4,8.8,43,65,0.54,74,1,1,,,0,M, 13,,A2096,04,A0695,04,81,2,92,261,5,7,112,2.22,148.7,2,77,,5.31,0,0,,,5.71,4.9
97WN00412, 97044593,97,A4593,04,1,82,30,23,9,3,2,2.0,2,2,2,115,219,104,13,9.6,59,81,0.687,92,1,1,,,0,C,,,A2117,04,A2202,04,82,1,,0,8,3,94,2.03,110.1,1,88,,3.19,0,0,,,4.87,1.51
97WN00413, 97044594,97,A4594,04,2,82,30,23,9,3,2,2.0,2,2,2,115,219,104,12,7.0,25,33,0.25,37,1,1,,,0,C,,4TEATS,A2117,04,A2202,04,82,3,10,272,8,7,73,2.03,110.1,3,43,,3.19,0,0,,,4.87,1.51
97WN00414, 97044596,97,A4596,04,2,82,30,24,9,3,1,3.0,3,3,2,115,219,104,10,7.8,52,70,0.598,80,1,1,,,0,C,e.-,,A2191,04,A0832,04,82,1,,0,7,2,90,2.08,96.1,1,76,,3.58,0,0,,,1.91,5.25
97WN00415, 97044598,97,A4598,04,2,73,30,743,8,2,2,1.5,1,1,4,115,223,108,6,9.8,45,66,0.52,72,1,1,,,6,L,-FL,,A2581,04,A2772,04,73,1,,0,5,5,95,1.86,115.2,1,74,,0.14,0,0,,,0.27,0.0
97WN00416, 97044599,97,A4599,04,3,73,30,743,8,2,2,1.5,1,1,4,115,223,108,2,8.9,45,72,0.584,79,1,1,,,6,L,-FL,,A2581,04,A2772,04,73,3,93,273,5,5,101,1.86,115.2,3,80,,0.14,0,0,,,0.27,0.0
97WN00417, 97044571,97,A4571,04,1,82,30,27,9,3,1,3.0,3,3,1,115,218,103,2,11.7,59,93,0.789,106,1,1,,,0,C,,,A2085,04,A0738,04,82,1,,0,7,2,105,2.08,117.5,1,97,,4.55,0,0,,,2.62,6.47
97WN00418, 97044570,97,A4570,04,2,82,30,27,9,3,2,3.0,3,3,1,115,218,103,22,8.5,44,64,0.539,73,1,1,,,0,C, 18,BRITCHY,A2085,04,A0738,04,82,2,92,261,8,5,97,2.08,117.5,2,75,,4.55,0,0,,,2.62,6.47
97WN00419, 97044573,97,A4573,04,1,82,30,25,8,2,2,6.0,6,4,2,115,219,104,13,10.8,53,84,0.704,95,1,1,,,0,C,,PINK,A2074,04,L7821,03,82,3,93,248,5,5,105,1.92,129.1,3,89,,4.84,0,0,,,4.13,5.54
97WN00420, 97044574,97,A4574,04,1,82,30,25,8,2,2,6.0,6,4,2,115,219,104,9,12.4,51,78,0.631,88,1,1,,,0,C,,,A2074,04,L7821,03,82,1,,0,5,5,101,1.92,129.1,1,85,,4.84,0,0,,,4.13,5.54
97WN00421, 97044575,97,A4575,04,1,81,30,03,8,2,2,4.0,4,4,1,115,218,103,21,11.1,62,87,0.737,100,1,1,5,,0,M,,H5X,A2146,04,A0210,04,81,3,93,248,5,5,107,2.1,128.6,3,95,,6.91,0,0,,,7.03,6.78
97WN00422, 97044576,97,A4576,04,2,81,30,03,8,2,2,4.0,4,4,1,115,218,103,13,10.3,51,70,0.58,80,1,1,,,0,M,e.-,NICE,A2146,04,A0210,04,81,1,,0,5,5,106,2.1,128.6,1,68,,6.91,0,0,,,7.03,6.78
97WN00423, 97044572,97,A4572,04,1,81,30,03,5,1,1,4.0,4,4,2,115,219,104,18,11.0,66,94,0.798,107,1,1,,,0,M,,NICE,A2146,04,L9980,03,81,1,,0,1,1,107,1.73,122.1,1,104,,5.18,0,0,,,7.03,3.33
97WN00424, 97044578,97,A4578,04,2,81,30,01,9,3,1,3.0,3,3,1,115,218,103,22,9.5,54,76,0.646,87,1,1,,,0,M,e.-,HAIRY,A1994,04,A0884,04,81,1,,0,7,2,102,2.08,113.6,1,86,,6.17,0,0,,,7.76,4.57
97WN00425, 97044611,97,A4611,04,1,82,30,28,8,2,2,3.0,3,3,2,116,219,103,13,9.0,53,72,0.612,82,1,1,,,0,C,,,A1999,04,A0754,04,82,1,,0,5,5,102,2.08,138.0,1,77,,3.8,0,0,,,3.22,4.38
97WN00426, 97044610,97,A4610,04,1,81,30,02,8,2,2,2.0,2,2,2,116,219,103,12,8.8,48,68,0.575,78,1,1,,,0,M,,,A2096,04,A2163,04,81,3,93,248,5,5,100,2.2,135.8,3,79,,5.95,0,0,,,5.71,6.19
97WN00427, 97044613,97,A4613,04,2,81,30,01,9,3,2,3.0,3,3,2,116,219,103,16,7.7,39,56,0.469,64,1,1,,,0,M,,,A1994,04,A1157,04,81,3,93,273,8,5,96,2.08,126.2,3,68,,6.63,0,0,,,7.76,5.49
97WN00428, 97044614,97,A4614,04,1,81,30,01,9,3,2,3.0,3,3,2,116,219,103,17,9.3,52,77,0.657,88,1,1,,,0,M,,,A1994,04,A1157,04,81,1,,0,8,7,100,2.08,126.2,1,85,,6.63,0,0,,,7.76,5.49
97WN00429, 97044615,97,A4615,04,2,81,30,01,9,3,2,3.0,3,3,2,116,219,103,7,8.9,49,70,0.593,80,1,1,,,0,M,e.-,,A1994,04,A1157,04,81,1,,0,8,5,105,2.08,126.2,1,81,,6.63,0,0,,,7.76,5.49
97WN00430, 97044616,97,A4616,04,1,82,30,26,5,1,1,4.0,4,4,2,116,219,103,18,14.2,71,96,0.794,109,1,1,,,0,C,,NICE,A2026,04,A0187,04,82,1,,0,1,1,107,1.85,120.2,1,101,,5.51,0,0,,,5.17,5.85
97WN00431, 97044612,97,A4612,04,1,82,30,28,8,2,2,3.0,3,3,2,116,219,103,23,9.0,40,62,0.515,71,1,1,,,0,C,,,A1999,04,A0754,04,82,3,93,248,5,5,97,2.08,138.0,3,70,,3.8,0,0,,,3.22,4.38
97WN00432, 97044618,97,A4618,04,2,82,30,28,8,2,1,6.0,6,4,2,116,219,103,5,5.8,31,43,0.361,49,1,1,,,0,C,,RAT#2,A1999,04,L7328,03,82,3,93,273,3,2,83,2.32,115.9,3,51,,2.04,0,0,,,3.22,0.85
97WN00433, 97044619,97,A4619,04,2,81,30,03,9,3,2,3.0,3,3,2,116,219,103,23,9.5,51,70,0.587,80,1,1,,,0,M,e.-,,A2146,04,A0858,04,81,1,,0,8,5,103,2.22,122.8,1,77,,7.74,0,0,,,7.03,8.45
97WN00434, 97044601,97,A4601,04,2,82,30,21,8,2,2,3.0,3,3,2,116,219,103,4,7.9,41,68,0.583,78,1,1,,,0,C,e.9,,A2062,04,A1205,04,82,1,,0,5,6,100,1.93,118.8,1,75,,5.48,0,0,,,5.36,5.6
97WN00435, 97044600,97,A4600,04,1,82,30,21,8,2,2,3.0,3,3,2,116,219,103,10,9.4,52,76,0.647,87,1,1,,,0,C,,,A2062,04,A1205,04,82,3,93,248,5,4,96,1.93,118.8,3,76,,5.48,0,0,,,5.36,5.6
97WN00436, 97044604,97,A4604,04,3,73,30,742,8,2,2,1.5,1,1,4,116,223,107,3,9.6,39,53,0.406,58,1,1,,,6,H,-FL,,A2746,04,A2782,04,73,3,93,273,5,5,85,1.86,106.4,3,59,,0.0,0,0,,,0.0,0.0
97WN00437, 97044605,97,A4605,04,3,73,30,742,8,2,2,1.5,1,1,4,116,223,107,3,9.2,33,50,0.381,55,1,1,,,6,H,-FL,,A2746,04,A2782,04,73,3,93,273,5,5,83,1.86,106.4,3,58,,0.0,0,0,,,0.0,0.0
97WN00438, 97044606,97,A4606,04,2,81,30,03,5,1,1,3.0,3,3,2,116,219,103,13,11.2,65,89,0.755,102,1,1,,,0,M,e.-,,A2146,04,A1383,04,81,1,,0,1,1,104,1.79,101.4,1,100,,5.53,0,0,,,7.03,4.03
97WN00439, 97044602,97,A4602,04,3,73,30,741,5,1,1,1.5,1,1,4,116,223,107,3,10.7,50,72,0.573,79,1,1,,,6,H,-FL,,A2698,04,A2658,04,73,3,93,273,1,1,92,1.7,98.6,3,80,,0.0,0,0,,,0.0,0.0
97WN00440, 97044608,97,A4608,04,2,81,30,01,8,2,2,2.0,2,2,2,116,219,103,17,8.8,43,63,0.526,72,1,1,,,0,M, 14,,A1994,04,A2094,04,81,2,92,261,5,6,111,2.2,149.4,2,76,,5.85,0,0,,,7.76,3.93
97WN00441, 97044609,97,A4609,04,2,81,30,02,8,2,2,2.0,2,2,2,116,219,103,4,7.9,44,67,0.574,77,1,1,,,0,M, 12,,A2096,04,A2163,04,81,2,92,261,5,5,108,2.2,135.8,2,80,,5.95,0,0,,,5.71,6.19
97WN00442, 97044607,97,A4607,04,1,81,30,01,8,2,2,2.0,2,2,2,116,219,103,18,11.7,54,71,0.576,81,1,1,,,0,M,,,A1994,04,A2094,04,81,1,,0,5,4,107,2.2,149.4,1,81,,5.85,0,0,,,7.76,3.93
97WN00443, 97044631,97,A4631,04,3,73,30,742,8,2,2,1.5,1,1,4,117,223,106,5,9.1,50,76,0.631,85,1,1,,,6,L,-FL,,A2746,04,A2682,04,73,3,93,273,5,5,104,1.86,115.5,3,82,,0.0,0,0,,,0.0,0.0
97WN00444, 97044630,97,A4630,04,1,81,30,03,8,2,2,2.0,2,2,2,117,219,102,23,9.0,58,84,0.735,97,1,1,4,,0,M,,H4X,A2146,04,A2049,04,81,3,93,248,5,5,101,1.86,120.1,3,97,,7.03,0,0,,,7.03,7.03
97WN00445, 97044633,97,A4633,04,2,73,30,742,8,2,1,1.5,1,1,4,117,223,106,5,9.2,43,63,0.508,70,1,1,,,6,H,-FL,,A2746,04,A2632,04,73,1,,0,3,2,95,2.03,118.3,1,66,,0.0,0,0,,,0.0,0.0
97WN00446, 97044634,97,A4634,04,3,73,30,742,8,2,2,1.5,1,1,4,117,223,106,6,11.5,49,68,0.533,75,1,1,,,6,H,-FL,,A2746,04,A2632,04,73,3,93,273,5,5,100,2.03,118.3,3,75,,0.0,0,0,,,0.0,0.0
97WN00447, 97044632,97,A4632,04,3,73,30,742,8,2,2,1.5,1,1,4,117,223,106,6,9.0,40,60,0.481,67,1,1,,,6,L,-FL,,A2746,04,A2682,04,73,3,93,273,5,5,94,1.86,115.5,3,66,,0.0,0,0,,,0.0,0.0
97WN00448, 97044638,97,A4638,04,3,82,30,21,3,4,2,6.0,6,4,2,117,219,102,9,8.8,35,58,0.482,67,1,1,,,0,C,,HAIRY,A2062,04,L7647,03,82,3,93,273,8,5,102,2.22,131.5,3,69,,6.37,0,0,,,5.36,7.37
97WN00449, 97044639,97,A4639,04,2,82,30,22,8,2,2,6.0,6,4,2,118,219,101,17,10.2,41,62,0.513,72,1,1,,,0,C,e.-,,A2465,04,L7544,03,82,1,,0,5,5,101,2.12,127.7,1,65,,5.31,0,0,,,3.81,6.81
