UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM,MASTITRT
00WN01922,100048012,00,A8012,04,1,88,30,45-,9,3,2,3.5,3,3,2,116,222,106,7,10.6,57,83,0.683,93,1,1,,,7,.,GXE,,BRITCHY,A5346,04,A3734,04,73,3,93,249,8,5,104,2.01,133.7,3,87,0,,0,0,0,,,,
00WN01923,100048013,00,A8013,04,1,88,30,45-,9,3,2,3.5,3,3,2,116,222,106,20,9.1,50,66,0.537,74,1,1,,,7,.,GXE,,,A5346,04,A3734,04,73,3,93,249,8,5,94,2.01,133.7,3,81,0,,0,0,0,,,,
00WN01924,100048014,00,A8014,04,1,82,30,25,8,2,2,2.0,2,2,2,116,222,106,23,10.3,42,58,0.45,64,1,1,,,0,C,.,,,A5229,04,A5079,04,82,3,93,249,5,5,89,2.07,132.8,3,69,0,,0,0,0,,,,
00WN01925,100048015,00,A8015,04,2,82,30,25,8,2,2,2.0,2,2,2,116,222,106,16,10.0,32,56,0.434,62,1,1,,,0,C,.,,,A5229,04,A5079,04,82,3,93,266,5,5,92,2.07,132.8,3,69,0,,0,0,0,,,,
00WN01926,100048016,00,A8016,04,1,82,30,23,8,2,2,2.0,2,2,2,116,222,106,12,9.5,40,61,0.486,68,1,1,,,0,C,.,,,A5082,04,A5295,04,82,3,93,249,5,5,92,2.07,134.9,3,71,0,,0,0,0,,,,
00WN01927,100048017,00,A8017,04,2,82,30,23,8,2,2,2.0,2,2,2,116,222,106,7,9.8,49,67,0.54,75,1,1,,,0,C,.,e.9,,A5082,04,A5295,04,82,1,,0,5,5,100,2.07,134.9,1,79,89,,0,0,0,,,,
00WN01928,100048019,00,A8019,04,1,81,30,04,9,3,2,4.0,4,4,2,116,222,106,6,9.2,46,66,0.536,74,1,1,,,0,M,.,,,A5472,04,A3570,04,81,3,93,249,8,5,98,2.19,141.7,3,73,0,,0,0,0,,,,
00WN01929,100048020,00,A8020,04,1,81,30,04,9,3,2,4.0,4,4,2,116,222,106,2,9.0,33,47,0.358,52,1,1,,,0,M,.,,,A5472,04,A3570,04,81,3,93,249,8,5,87,2.19,141.7,3,51,0,,0,0,0,,,,
00WN01930,100048021,00,A8021,04,1,88,30,43-,9,3,2,2.5,2,2,2,116,222,106,5,10.0,57,83,0.689,93,1,1,2,,7,.,GXE,,H2,A4898,04,A4732,04,73,1,,0,8,5,111,2.41,150.8,1,87,0,,0,0,0,,,,
00WN01931,100048022,00,A8022,04,2,88,30,43-,9,3,2,2.5,2,2,2,116,222,106,19,9.2,43,57,0.451,63,1,1,,,7,.,GXE,,X,A4898,04,A4732,04,73,3,93,266,8,5,101,2.41,150.8,3,71,0,,0,0,0,,,,
00WN01932,100048025,00,A8025,04,3,00,33,.0.,8,2,1,3.0,3,3,2,116,222,106,3,9.8,64,86,0.719,96,1,1,,,0,P,P0.,,,K0000,63,A4619,04,81,6,01,251,3,2,0,2.15,112.3,6,0,0,,0,0,0,,,,
00WN01933,100048026,00,A8026,04,1,88,30,44-,8,2,2,2.5,2,2,H,110,224,114,5,9.0,0,54,0.395,56,1,1,,,7,.,GXE,,@MUD LAKE,A4920,04,A4816,04,73,3,93,249,5,6,86,2.07,135.1,3,55,0,,0,0,0,,,,
00WN01934,100048027,00,A8027,04,1,88,30,44-,8,2,2,2.5,2,2,H,110,224,114,5,11.0,0,77,0.579,80,1,1,,,7,.,GXE,,@MUD LAKE,A4920,04,A4816,04,73,3,93,249,5,4,98,2.07,135.1,3,76,0,,0,0,0,,,,
00WN01935,100048028,00,A8028,04,2,82,30,28,8,2,2,2.0,2,2,2,116,222,106,11,8.4,48,63,0.515,70,1,1,,,0,C,.,e.9,,A5406,04,A5340,04,82,1,,0,5,5,98,2.07,135.1,1,72,86,,0,0,0,,,,
00WN01936,100048029,00,A8029,04,1,82,30,28,8,2,2,2.0,2,2,2,116,222,106,9,8.2,44,63,0.517,70,1,1,,,0,C,.,,,A5406,04,A5340,04,82,3,93,249,5,5,93,2.07,135.1,3,71,0,,0,0,0,,,,
00WN01937,100048032,00,A8032,04,1,82,30,20,8,2,2,3.0,3,3,2,116,222,106,16,6.4,29,49,0.402,55,1,1,,,0,C,.,,,A5454,04,A4684,04,82,3,93,249,5,6,83,2.01,129.2,3,52,0,,0,0,0,,,,
00WN01938,100048033,00,A8033,04,1,82,30,20,8,2,2,3.0,3,3,2,116,222,106,10,7.9,35,54,0.435,60,1,1,,,0,C,.,,,A5454,04,A4684,04,82,3,93,249,5,4,85,2.01,129.2,3,58,0,,0,0,0,,,,
00WN01939,100048034,00,A8034,04,2,00,33,.0.,9,3,2,3.0,3,3,2,116,222,106,20,9.5,52,71,0.58,79,1,1,,,0,P, 14,,,K0000,63,A4697,04,81,2,92,265,8,5,0,2.15,134.8,2,85,85,,0,0,0,,,,
00WN01940,100048035,00,A8035,04,2,00,33,.0.,9,3,2,3.0,3,3,2,116,222,106,21,9.0,46,67,0.547,75,1,1,,,0,P, 15,,,K0000,63,A4697,04,81,2,92,265,8,5,0,2.15,134.8,2,79,79,,0,0,0,,,,
00WN01941,100048038,00,A8038,04,1,81,30,04,9,3,2,8.0,8,5,2,116,222,106,3,9.8,47,66,0.53,73,1,1,,,0,M,.,,,A5472,04,L9102,03,81,1,,0,8,5,108,2.25,167.2,1,75,0,,0,0,0,,,,
00WN01942,100048039,00,A8039,04,2,81,30,04,9,3,2,8.0,8,5,2,116,222,106,3,10.6,52,68,0.542,76,1,1,,,0,M,.,e.6,,A5472,04,L9102,03,81,1,,0,8,5,115,2.25,167.2,1,81,98,,0,0,0,,,,
00WN01943,100048040,00,A8040,04,2,00,76,.0.,8,2,2,3.0,3,3,2,116,222,106,13,12.8,52,69,0.53,76,1,1,,,0,F,F0.,,,K0000,63,A4187,04,00,3,93,266,5,6,0,2.29,160.0,3,80,0,,0,0,0,,,,
00WN01944,100048041,00,A8041,04,3,00,76,.0.,8,2,2,3.0,3,3,2,116,222,106,24,15.9,58,76,0.567,84,1,1,,,0,F,F0.,,,K0000,63,A4187,04,00,3,93,266,5,4,0,2.29,160.0,3,88,0,,0,0,0,,,,
00WN01945,100048042,00,A8042,04,3,00,76,.0.,8,2,2,3.0,3,3,2,116,222,106,12,13.6,65,82,0.645,91,1,1,,,0,F,F0.,,,K0000,63,A4269,04,00,3,93,266,5,3,0,2.15,145.8,3,96,0,,0,0,0,,,,
00WN01946,100048043,00,A8043,04,2,00,76,.0.,8,2,2,3.0,3,3,2,116,222,106,13,10.0,45,69,0.557,77,1,1,,,0,F,F0.,,,K0000,63,A4269,04,00,3,93,266,5,7,0,2.15,145.8,3,86,0,,0,0,0,,,,
00WN01947,100048045,00,A8045,04,2,82,30,26,9,3,2,4.0,4,4,2,116,222,106,22,9.0,44,57,0.453,63,1,1,,,0,C,.,,,A5202,04,A3403,04,82,3,93,266,8,5,85,2.31,115.0,3,68,0,,0,0,0,,,,
00WN01948,100048046,00,A8046,04,1,82,30,26,9,3,2,4.0,4,4,2,116,222,106,20,8.3,46,56,0.45,62,1,1,,,0,C,.,,,A5202,04,A3403,04,82,3,93,249,8,5,80,2.31,115.0,3,69,0,,0,0,0,,,,
00WN01949,100048048,00,A8048,04,2,81,30,03,9,3,2,3.0,3,3,2,117,222,105,10,7.4,32,49,0.396,55,1,1,,,0,M,.,,,A5232,04,A4562,04,81,3,93,266,8,5,89,2.58,133.0,3,57,0,,0,0,0,,,,
00WN01950,100048049,00,A8049,04,2,81,30,03,9,3,2,3.0,3,3,2,117,222,105,2,7.6,38,50,0.404,56,1,1,,,0,M,.,,,A5232,04,A4562,04,81,3,93,266,8,5,89,2.58,133.0,3,60,0,,0,0,0,,,,
00WN01951,100048051,00,A8051,04,2,88,30,42-,9,3,2,3.5,3,3,2,117,222,105,20,10.2,49,67,0.541,75,1,1,,,7,.,  0,,COARSE,A4528,04,A3671,04,73,2,93,269,8,6,106,2.29,147.8,2,85,85,,0,0,0,,,,
00WN01952,100048052,00,A8052,04,1,88,30,42-,9,3,2,3.5,3,3,2,117,222,105,16,12.1,53,77,0.618,86,1,1,2,,7,.,GXE,,"H2+, X",A4528,04,A3671,04,73,3,93,249,8,4,106,2.29,147.8,3,82,0,,0,0,0,,,,
00WN01953,100048054,00,A8054,04,3,88,30,45-,3,4,2,2.5,2,2,2,117,222,105,19,6.6,33,53,0.442,60,1,1,,,7,.,GXE,,,A5346,04,A4780,04,73,3,93,266,8,5,101,2.74,149.9,3,69,0,,0,0,0,,,,
00WN01954,100048055,00,A8055,04,2,88,30,45-,3,4,2,2.5,2,2,2,117,222,105,24,6.2,38,53,0.446,60,1,1,,,7,.,GXE,,HAIRY,A5346,04,A4780,04,73,3,93,266,8,5,99,2.74,149.9,3,66,0,,0,0,0,,,,
00WN01955,100048058,00,A8058,04,2,88,30,e.8,9,3,1,1.0,1,1,2,117,222,105,23,6.4,45,61,0.52,69,1,1,,,7,.,GXE,,X,A5789,04,A6377,04,88,3,93,266,7,2,94,2.3,128.9,3,69,0,,0,0,0,,,,
00WN01956,100048059,00,A8059,04,1,88,30,43-,9,3,2,4.5,4,4,2,117,222,105,7,10.1,56,75,0.618,84,1,1,,,7,.,GXE,,,A4898,04,A2626,04,73,3,93,249,8,5,95,2.31,124.2,3,79,0,,0,0,0,,,,
00WN01957,100048060,00,A8060,04,2,88,30,43-,9,3,2,4.5,4,4,2,117,222,105,7,10.1,51,75,0.618,84,1,1,,,7,.,  2,,HAIRY ok,A4898,04,A2626,04,73,2,92,265,8,5,100,2.31,124.2,2,85,85,,0,0,0,,,,
00WN01958,100048062,00,A8062,04,2,81,30,03,8,2,2,2.0,2,2,2,117,222,105,4,10.2,55,82,0.684,92,1,1,,,0,M,.,e.7,,A5232,04,A5683,04,81,1,,0,5,5,109,2.24,134.9,1,90,101,,0,0,0,,,,
00WN01959,100048063,00,A8063,04,1,81,30,03,8,2,2,2.0,2,2,2,117,222,105,17,10.0,41,56,0.438,63,1,1,,,0,M,.,,,A5232,04,A5683,04,81,3,93,249,5,5,89,2.24,134.9,3,64,0,,0,0,0,,,,
00WN01960,100048064,00,A8064,04,2,88,30,46-,8,2,2,1.5,1,1,2,117,222,105,21,10.8,47,64,0.507,72,1,1,,,7,.,  0,,4TEATS,A5230,04,A5983,04,73,2,93,269,5,5,103,2.2,144.7,2,74,74,,0,0,0,,,,
00WN01961,100048065,00,A8065,04,1,88,30,46-,8,2,2,1.5,1,1,2,117,222,105,2,10.5,44,68,0.548,76,1,1,,,7,.,GXE,,,A5230,04,A5983,04,73,3,93,249,5,5,100,2.2,144.7,3,80,0,,0,0,0,,,,
00WN01962,100048066,00,A8066,04,3,00,33,.0.,9,3,2,3.0,3,3,2,117,222,105,12,10.3,36,61,0.483,68,1,1,,,0,P,P0.,,,K0000,63,A4448,04,82,3,93,266,8,5,0,2.15,137.5,3,72,0,,0,0,0,,,,
00WN01963,100048067,00,A8067,04,2,00,33,.0.,9,3,2,3.0,3,3,2,117,222,105,13,10.3,35,52,0.397,58,1,1,,,0,P,P0.,,,K0000,63,A4448,04,82,3,93,266,8,5,0,2.15,137.5,3,59,0,,0,0,0,,,,
00WN01964,100048069,00,A8069,04,3,00,33,.0.,8,2,1,3.0,3,3,2,117,222,105,21,11.7,56,89,0.736,100,1,1,,,0,P,P0.,,,K0000,63,A4467,04,81,3,93,266,3,2,0,2.01,129.8,3,106,0,,0,0,0,,,,
00WN01965,100048071,00,A8071,04,1,88,30,45-,8,2,2,3.0,3,3,2,117,222,105,17,12.5,53,74,0.586,83,1,1,,,7,.,GXE,,,A5346,04,A4399,04,73,3,93,249,5,5,94,1.86,121.9,3,82,0,,0,0,0,,,,
00WN01966,100048072,00,A8072,04,1,88,30,45-,8,2,2,3.0,3,3,2,117,222,105,16,11.6,50,70,0.556,78,1,1,,,7,.,GXE,,,A5346,04,A4399,04,73,3,93,249,5,5,91,1.86,121.9,3,78,0,,0,0,0,,,,
00WN01967,100048073,00,A8073,04,2,88,30,45-,8,2,2,2.5,2,2,2,117,222,105,21,9.5,48,58,0.462,65,1,1,,,7,.,GXE,,4TEATS,A5346,04,A4872,04,73,3,93,266,5,5,100,2.24,146.0,3,70,0,,0,0,0,,,,
00WN01968,100048074,00,A8074,04,2,88,30,45-,8,2,2,2.5,2,2,2,117,222,105,19,9.8,54,69,0.564,77,1,1,,,7,.,GXE,e.6,4TEATS,A5346,04,A4872,04,73,1,,0,5,5,106,2.24,146.0,1,79,92,,0,0,0,,,,
00WN01969,100048075,00,A8075,04,1,82,30,22,8,2,1,2.0,2,2,2,117,222,105,10,9.4,57,79,0.663,89,1,1,,,0,C,.,,NEED p22,A5569,04,A5070,04,82,1,,0,3,2,96,2.07,121.7,1,85,0,,0,0,0,,,,
00WN01970,100048077,00,A8077,04,3,88,30,43-,8,2,2,3.0,3,3,2,117,222,105,15,10.8,40,56,0.43,62,1,1,,,7,.,GXE,,,A4898,04,A4626,04,73,3,93,266,5,4,86,1.86,114.5,3,65,0,,0,0,0,,,,
00WN01971,100048078,00,A8078,04,3,88,30,43-,8,2,2,3.0,3,3,2,117,222,105,14,8.9,37,58,0.468,65,1,1,,,7,.,GXE,,,A4898,04,A4626,04,73,3,93,266,5,6,87,1.86,114.5,3,73,0,,0,0,0,,,,
00WN01972,100048079,00,A8079,04,1,82,30,29,5,1,1,4.0,4,4,2,117,222,105,13,10.7,45,63,0.498,70,1,1,,,0,C,.,,,A5546,04,A3518,04,82,7,97,222,1,1,82,1.81,109.0,7,0,0,,0,0,0,,,,
00WN01973,100048083,00,A8083,04,2,88,30,42-,3,4,3,2.5,2,2,2,117,222,105,24,5.6,29,40,0.328,45,1,1,,,7,.,GXE,,,A4528,04,A4973,04,73,3,93,266,9,8,94,2.57,157.1,3,54,0,,0,0,0,,,,
00WN01974,100048084,00,A8084,04,1,88,30,42-,3,4,3,2.5,2,2,2,117,222,105,17,6.7,38,56,0.47,63,1,1,,,7,.,GXE,,,A4528,04,A4973,04,73,3,93,249,9,8,99,2.57,157.1,3,67,0,,0,0,0,,,,
00WN01975,100048085,00,A8085,04,2,88,30,42-,3,4,3,2.5,2,2,2,117,222,105,9,5.8,33,54,0.459,61,1,1,,,7,.,GXE,,BLK.LR.LEG,A4528,04,A4973,04,73,3,93,266,9,8,103,2.57,157.1,3,64,0,,0,0,0,,,,
00WN01976,100048086,00,A8086,04,1,82,30,24,5,1,1,7.0,7,5,2,117,222,105,15,13.0,60,84,0.676,94,1,1,,,0,C,.,,TB1,A5144,04,L9845,03,82,3,93,249,1,1,114,2.2,155.6,3,93,0,,0,0,0,,,,
00WN01977,100048087,00,A8087,04,2,88,30,41-,9,3,2,2.0,2,2,2,117,222,105,17,7.0,37,52,0.429,58,1,1,,,7,.,GXE,,,A4328,04,A5731,04,73,3,93,266,8,4,87,2.24,126.3,3,62,0,,0,0,0,,,,
00WN01978,100048088,00,A8088,04,2,88,30,41-,9,3,2,2.0,2,2,2,117,222,105,6,5.6,28,46,0.385,52,1,1,,,7,.,GXE,,X,A4328,04,A5731,04,73,3,93,266,8,6,84,2.24,126.3,3,53,0,,0,0,0,,,,
00WN01979,100048089,00,A8089,04,1,88,30,45-,8,2,2,1.5,1,1,2,117,222,105,23,9.6,44,51,0.394,57,1,1,,,7,.,GXE,,X FX.LEG,A5346,04,A5936,04,73,6,54,224,5,5,89,2.2,140.3,6,0,0,,0,0,0,,,,
00WN01980,100048090,00,A8090,04,1,88,30,45-,8,2,2,1.5,1,1,2,117,222,105,18,10.7,41,62,0.489,69,1,1,,,7,.,GXE,,SCAB,A5346,04,A5936,04,73,3,93,249,5,5,95,2.2,140.3,3,69,0,,0,0,0,,,,
00WN01981,100048091,00,A8091,04,1,81,30,01,8,2,2,2.0,2,2,2,118,222,104,14,11.0,45,64,0.51,72,1,1,,,0,M,.,,,A5198,04,A5698,04,81,3,93,249,5,5,92,2.07,131.4,3,76,0,,0,0,0,,,,
00WN01982,100048092,00,A8092,04,2,81,30,01,8,2,2,2.0,2,2,2,118,222,104,14,10.2,30,47,0.354,53,1,1,,,0,M,.,,,A5198,04,A5698,04,81,3,93,266,5,5,87,2.07,131.4,3,59,0,,0,0,0,,,,
00WN01983,100048093,00,A8093,04,1,81,30,01,8,2,2,4.0,4,4,2,118,222,104,16,13.0,49,61,0.462,68,1,1,,,0,M,.,,,A5198,04,A3526,04,81,3,93,249,5,5,96,2.06,144.9,3,70,0,,0,0,0,,,,
00WN01984,100048094,00,A8094,04,1,81,30,01,8,2,2,4.0,4,4,2,118,222,104,13,12.6,49,61,0.465,68,1,1,,,0,M,.,,,A5198,04,A3526,04,81,3,93,249,5,5,96,2.06,144.9,3,70,0,,0,0,0,,,,
00WN01985,100048095,00,A8095,04,3,88,30,44-,8,2,2,4.0,4,4,2,118,222,104,3,10.5,51,69,0.563,78,1,1,,,7,.,GXE,,,A4920,04,A3334,04,73,7,97,222,5,5,77,1.69,78.6,7,0,0,,0,0,0,,,,
00WN01986,100048096,00,A8096,04,3,88,30,44-,8,2,2,4.0,4,4,2,118,222,104,3,9.6,34,54,0.427,61,1,1,,,7,.,GXE,,,A4920,04,A3334,04,73,3,93,266,5,5,68,1.69,78.6,3,55,0,,0,0,0,,,,
00WN01987,100048097,00,A8097,04,2,82,30,28,9,3,2,4.0,4,4,2,118,222,104,11,10.1,38,57,0.451,64,1,1,,,0,C,.,,X,A5406,04,A3113,04,82,3,93,266,8,4,91,2.31,126.4,3,66,0,,0,0,0,,,,
00WN01988,100048098,00,A8098,04,2,00,30,44-,3,4,1,4.0,4,4,1,118,221,103,11,12.0,64,92,0.777,105,1,1,,,1,.,BLK,,Black Dam,A4920,04,A3168,04,00,3,93,266,7,2,0,3.25,105.1,3,102,0,,0,0,0,,,,
00WN01989,100048099,00,A8099,04,1,81,30,01,9,3,2,3.0,3,3,2,118,222,104,15,8.2,39,59,0.488,67,1,1,,,0,M,.,,,A5198,04,A4378,04,81,3,93,249,8,5,89,2.29,129.2,3,66,0,,0,0,0,,,,
00WN01990,100048100,00,A8100,04,2,81,30,01,9,3,2,3.0,3,3,2,118,222,104,22,7.4,38,47,0.381,53,1,1,,,0,M,.,,,A5198,04,A4378,04,81,3,97,251,8,5,86,2.29,129.2,7,0,0,,0,0,0,,,,
00WN01991,100048102,00,A8102,04,2,81,30,03,9,3,1,4.0,4,4,2,118,222,104,17,12.3,58,74,0.593,83,1,1,,,0,M,  2,,,A5232,04,A2912,04,81,2,92,265,7,2,100,2.06,123.5,2,86,86,,0,0,0,,,,
00WN01992,100048103,00,A8103,04,1,81,30,03,9,3,2,4.0,4,4,2,118,222,104,14,10.5,47,57,0.447,64,1,3,,,0,M,.,,,A5232,04,A2912,04,81,3,93,249,8,5,85,2.06,123.5,3,69,0,,0,0,0,,,,
00WN01993,100048104,00,A8104,04,1,81,30,03,9,3,2,4.0,4,4,2,118,222,104,24,9.9,49,62,0.501,70,1,1,,,0,M,.,,,A5232,04,A2912,04,81,3,93,249,8,5,88,2.06,123.5,3,73,0,,0,0,0,,,,
00WN01994,100048105,00,A8105,04,3,00,33,.0.,8,2,2,3.0,3,3,2,118,222,104,20,12.0,58,78,0.635,88,1,1,,,0,P,P0.,,,K0000,63,A4263,04,81,3,93,266,5,5,0,2.15,147.8,3,87,0,,0,0,0,,,,
00WN01995,100048106,00,A8106,04,3,00,33,.0.,8,2,2,3.0,3,3,2,118,222,104,20,12.5,48,71,0.563,80,1,1,,,0,P,P0.,,,K0000,63,A4263,04,81,3,93,266,5,5,0,2.15,147.8,3,83,0,,0,0,0,,,,
00WN01996,100048107,00,A8107,04,3,00,76,.0.,8,2,2,3.0,3,3,2,118,222,104,9,14.0,38,61,0.452,68,1,1,,,0,F,F0.,,,K0000,63,A4194,04,00,3,93,266,5,5,0,2.15,144.5,3,73,0,,0,0,0,,,,
00WN01997,100048108,00,A8108,04,2,00,76,.0.,8,2,2,3.0,3,3,2,118,222,104,15,14.3,47,69,0.526,77,1,1,,,0,F, 19,,4TEATS,K0000,63,A4194,04,00,2,92,265,5,5,0,2.15,144.5,2,82,82,,0,0,0,,,,
00WN01998,100048109,00,A8109,04,2,82,30,22,9,3,1,6.0,6,4,2,118,222,104,7,12.6,58,82,0.667,93,1,1,,,0,C,  1,,,A5569,04,A1439,04,82,2,92,265,7,2,114,2.23,144.7,2,94,94,,0,0,0,,,,
00WN01999,100048110,00,A8110,04,1,81,30,02,8,2,2,2.0,2,2,2,118,222,104,23,8.1,41,60,0.499,68,1,1,,,0,M,.,,,A5515,04,A5132,04,81,3,93,249,5,6,95,2.24,142.3,3,70,0,,0,0,0,,,,
00WN02000,100048111,00,A8111,04,1,81,30,02,8,2,2,2.0,2,2,2,118,222,104,23,9.7,40,53,0.416,60,1,1,,,0,M,.,,,A5515,04,A5132,04,81,3,93,249,5,4,91,2.24,142.3,3,63,0,,0,0,0,,,,
00WN02001,100048112,00,A8112,04,1,81,30,03,8,2,2,6.0,6,4,2,118,222,104,6,11.7,41,68,0.541,77,1,1,,,0,M,.,,,A5232,04,A1397,04,81,3,93,249,5,5,101,2.03,146.3,3,74,0,,0,0,0,,,,
00WN02002,100048113,00,A8113,04,2,81,30,03,8,2,2,6.0,6,4,2,118,222,104,23,11.0,35,57,0.442,64,1,1,,,0,M,  0,,NR-pink,A5232,04,A1397,04,81,2,93,269,5,5,100,2.03,146.3,2,75,75,,0,0,0,,,,
00WN02003,100048114,00,A8114,04,2,81,30,03,8,2,2,5.0,5,4,2,118,222,104,9,11.5,39,64,0.505,72,1,1,,,0,M,  8,,,A5232,04,A2161,04,81,2,92,265,5,5,100,2.13,138.5,2,74,74,,0,0,0,,,,
00WN02004,100048115,00,A8115,04,1,81,30,03,8,2,2,5.0,5,4,2,118,222,104,3,11.5,54,78,0.639,88,1,1,,,0,M,.,,,A5232,04,A2161,04,81,1,,0,5,5,103,2.13,138.5,1,88,0,,0,0,0,,,,
00WN02005,100048116,00,A8116,04,2,88,30,45-,5,1,1,1.5,1,1,2,119,222,103,17,10.5,58,78,0.655,89,1,1,,,7,., 10,,,A5346,04,A5838,04,73,2,92,265,1,1,107,2.1,132.9,2,96,96,,0,0,0,,,,
00WN02006,100048117,00,A8117,04,2,81,30,01,8,2,2,6.0,6,4,2,118,222,104,20,12.2,42,63,0.488,71,1,1,,,0,M,  8,,,A5198,04,A0884,04,81,2,92,265,5,5,98,2.23,133.9,2,77,77,,0,0,0,,,,
00WN02007,100048118,00,A8118,04,2,81,30,01,8,2,2,6.0,6,4,2,118,222,104,20,12.5,53,69,0.543,78,1,1,,,0,M,  0,,ECTHYMA,A5198,04,A0884,04,81,2,93,269,5,5,101,2.23,133.9,2,81,81,,0,0,0,,,,
00WN02008,100048119,00,A8119,04,3,88,30,e.7,5,1,1,1.0,1,1,2,118,222,104,2,9.3,49,77,0.651,87,1,1,,,0,.,.,,,A5514,04,A6748,04,82,3,93,266,1,1,107,2.1,132.5,3,82,0,,0,0,0,,,,
00WN02009,100048121,00,A8121,04,3,82,30,24,8,2,1,4.0,4,4,2,119,222,103,2,11.8,64,91,0.769,104,1,1,,,0,C,.,,HAIRY,A5144,04,A2919,04,82,3,93,266,3,2,115,1.94,130.6,3,101,0,,0,0,0,,,,
00WN02010,100048122,00,A8122,04,1,82,30,25,9,3,2,4.0,4,4,2,119,222,103,3,9.7,49,73,0.615,83,1,1,,,0,C,.,,SCOURS,A5229,04,A2961,04,82,1,,0,8,5,105,2.06,148.3,1,78,0,,0,0,0,,,,
00WN02011,100048123,00,A8123,04,2,82,30,25,9,3,2,4.0,4,4,2,119,222,103,5,8.4,40,62,0.52,71,1,1,,,0,C,.,e.8,SCOURS,A5229,04,A2961,04,82,1,,0,8,5,104,2.06,148.3,1,62,73,,0,0,0,,,,
00WN02012,100048125,00,A8125,04,2,81,30,02,8,2,2,6.0,6,4,2,119,222,103,7,11.9,42,58,0.448,66,1,1,,,0,M,  0,,NR-chubby,A5515,04,A1103,04,81,2,93,269,5,5,106,2.23,157.7,2,66,66,,0,0,0,,,,
00WN02013,100048126,00,A8126,04,2,81,30,02,8,2,2,6.0,6,4,2,119,222,103,24,13.5,59,75,0.597,85,1,1,,,0,M,.,e.7,,A5515,04,A1103,04,81,1,,0,5,5,116,2.23,157.7,1,88,94,,0,0,0,,,,
00WN02014,100048127,00,A8127,04,3,00,33,.0.,8,2,2,3.0,3,3,2,119,222,103,6,12.3,45,65,0.512,74,1,1,,,0,P,P0.,,,K0000,63,A4606,04,81,3,93,266,5,5,0,2.01,139.9,3,78,0,,0,0,0,,,,
00WN02015,100048128,00,A8128,04,2,00,33,.0.,8,2,2,3.0,3,3,2,119,222,103,20,10.7,48,66,0.537,75,1,1,,,0,P,P0.,,,K0000,63,A4606,04,81,3,93,266,5,5,0,2.01,139.9,3,76,0,,0,0,0,,,,
00WN02016,100048129,00,A8129,04,1,81,30,03,8,2,2,2.0,2,2,2,119,222,103,22,13.0,46,59,0.447,67,1,1,2,,0,M,.,,H2,A5232,04,A5184,04,81,3,93,249,5,5,98,2.24,150.8,3,72,0,,0,0,0,,,,
00WN02017,100048130,00,A8130,04,2,81,30,03,8,2,2,2.0,2,2,2,119,222,103,18,12.9,54,77,0.622,88,1,1,,,0,M,.,e.6,,A5232,04,A5184,04,81,1,,0,5,5,114,2.24,150.8,1,85,98,,0,0,0,,,,
00WN02018,100048132,00,A8132,04,2,88,30,42-,9,3,2,4.0,4,4,2,119,222,103,21,10.2,41,56,0.445,64,1,1,,,7,.,GXE,,,A4528,04,A3104,04,73,3,93,266,8,5,86,2.19,116.4,3,68,0,,0,0,0,,,,
00WN02019,100048133,00,A8133,04,2,88,30,42-,9,3,2,4.0,4,4,2,119,222,103,18,10.7,47,68,0.556,77,8,1,,,7,.,GXE,,PINTO GRAY,A4528,04,A3104,04,73,3,93,266,8,5,93,2.19,116.4,3,76,0,,0,0,0,,,,
00WN02020,100048134,00,A8134,04,3,88,30,41-,8,2,1,5.0,5,4,2,119,222,103,2,7.7,52,76,0.663,87,1,1,,,7,.,GXE,,,A4328,04,A1840,04,73,3,93,266,3,2,84,1.69,83.3,3,88,0,,0,0,0,,,,
00WN02021,100048136,00,A8136,04,1,81,30,02,8,2,2,7.0,7,5,2,119,222,103,3,11.1,46,59,0.465,67,1,1,,,0,M,.,,,A5515,04,A0181,04,81,3,93,249,5,5,92,1.92,137.1,3,66,0,,0,0,0,,,,
00WN02022,100048137,00,A8137,04,1,81,30,02,8,2,2,7.0,7,5,2,119,222,103,3,12.3,51,61,0.473,69,1,1,,,0,M,.,,,A5515,04,A0181,04,81,3,93,249,5,5,93,1.92,137.1,3,71,0,,0,0,0,,,,
00WN02023,100048138,00,A8138,04,2,81,30,04,8,2,1,6.0,6,4,H,119,224,105,5,6.0,0,40,0.324,45,1,1,,,0,M,.,,HAIRY,A5472,04,A0975,04,81,3,93,266,3,2,77,2.03,117.8,3,47,0,,0,0,0,,,,
00WN02024,100048140,00,A8140,04,2,81,30,03,8,2,1,4.0,4,4,2,119,222,103,18,10.3,46,52,0.405,59,1,1,,,0,M,.,,,A5232,04,A3504,04,81,3,93,266,3,2,75,1.81,97.3,3,65,0,,0,0,0,,,,
